Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RUPA,RWRA,STRN,T10,x70,x71,x72,x74,LTHI,RTOE,x73,RTHI,RWRB,LASI,RASI,
1555,0,0,0,0,0,0,0.0192532,0.0389278,0,0,0,0.0595365,0,0.0308914,0,0,0.00759707,0,0,0.0516936,0.036424,0.0424691,0.0268615,0.0223137,0.0275244,0.0366779,0.0370166,0.0422889,0.033486,0.0465279,0.0443371,0.0333487,0.0440149,0.0218306,0.055386,0.0111154,0.0125501,0.056934,0,0.0299242,0.0384228,0,0,0.0109145,0,0,0.0293189,0.0454266,0.045949,0.0198519,0.0240562,0.0237101,0.0429519,0.0646952,0.0534283,0.0327826,0.0766559,0.05381,0.0545782,0.0802672,0.0473888,0.0162076,0.0538534,0.0656204,0,0,0,0,0.0271006,0.0367944,0,0.0391842,0.0114812,0.0340282,0.0457076,0
1556,0,0,0,0,0,0,0.0193102,0.0388561,0,0,0,0.0594574,0,0.0308145,0,0,0.0077702,0,0,0.0516839,0.0365657,0.0423815,0.0268384,0.0224723,0.0275771,0.0370935,0.0370911,0.0423228,0.0336257,0.0466559,0.044447,0.0334982,0.0441369,0.021816,0.0553424,0.0109356,0.0125788,0.0569426,0,0.0299261,0.038296,0,0,0.0110648,0,0,0.0289514,0.0452595,0.0458589,0.020555,0.0241429,0.0237917,0.0431436,0.0645582,0.0533956,0.0327979,0.0768256,0.0539039,0.0546648,0.0803549,0.0471657,0.0167247,0.0538541,0.0657737,0,0,0,0,0.0269898,0.0366996,0,0.0391342,0.0103449,0.0341849,0.0456434,0
1557,0,0,0,0,0,0,0.0192653,0.0388784,0,0,0,0.0595404,0,0.0308519,0,0,0.0075627,0,0,0.051863,0.0366476,0.0424828,0.0270099,0.0224512,0.0274338,0.0370925,0.0372367,0.0422325,0.0337588,0.0466049,0.0444193,0.0334284,0.0440637,0.0219187,0.0553624,0.0110917,0.0125336,0.0570873,0,0.0299598,0.0382252,0,0,0.0110167,0,0,0.0289639,0.0453472,0.0458948,0.0207583,0.0241348,0.0236667,0.0431125,0.0645633,0.0534313,0.0328447,0.0767711,0.0538519,0.0545909,0.0803087,0.0472063,0.0168039,0.0539895,0.0657499,0,0,0,0,0.0270197,0.0368227,0,0.0392716,0.0104257,0.0343248,0.0456612,0
1558,0,0,0,0,0,0,0.0193611,0.0387962,0,0,0,0.0595176,0,0.0308673,0,0,0.00743625,0,0,0.051993,0.0366163,0.0424802,0.0272768,0.0224928,0.0273537,0.0370529,0.0372737,0.0422337,0.0339899,0.0466572,0.0444297,0.0334352,0.0441029,0.0219045,0.055441,0.0113612,0.0123892,0.0571139,0,0.0299074,0.0381449,0,0,0.0110315,0,0,0.0293873,0.0455079,0.045835,0.0207726,0.0241729,0.0236405,0.0429905,0.0645509,0.0534496,0.0328388,0.0768033,0.0538793,0.054604,0.0804808,0.0473305,0.0166299,0.0540148,0.065854,0,0,0,0,0.0270437,0.036821,0,0.0391828,0.0119659,0.0343171,0.0456991,0
1559,0,0,0,0,0,0,0.0193192,0.0387698,0,0,0,0.0595028,0,0.0308475,0,0,0.00749936,0,0,0.0520008,0.036578,0.0424189,0.0276516,0.0225962,0.0272407,0.0373097,0.0372585,0.0422966,0.0334954,0.0467532,0.0444864,0.0334771,0.0441973,0.0218013,0.0554372,0.0114051,0.0123248,0.0571728,0,0.0298555,0.0380546,0,0,0.011229,0,0,0.029039,0.0456122,0.0457334,0.0208493,0.0242372,0.0237446,0.0431774,0.0645327,0.0534682,0.0327564,0.0768194,0.0539315,0.0546241,0.0807644,0.0471952,0.0170091,0.0540706,0.0659864,0,0,0,0,0.0270378,0.0367624,0,0.0390041,0.0106665,0.0343009,0.0458069,0
1560,0,0,0,0,0,0,0.0192841,0.0387422,0,0,0,0.0594799,0,0.0308207,0,0,0.00746294,0,0,0.052086,0.0366275,0.0423499,0.0276313,0.0226651,0.0271321,0.0374152,0.0372762,0.0422868,0.0332138,0.0467958,0.0445096,0.0334961,0.0442288,0.0218285,0.0554554,0.011466,0.0122052,0.0572201,0,0.0298908,0.0379353,0,0,0.0112923,0,0,0.0289916,0.0455978,0.0457264,0.02092,0.0242232,0.023772,0.0432161,0.0644939,0.0534717,0.0325877,0.0768013,0.0539305,0.0546538,0.0807816,0.0471616,0.0170394,0.0541167,0.0660372,0,0,0,0,0.0271154,0.0367208,0,0.0391993,0.0106663,0.0342686,0.0459005,0
1561,0,0,0,0,0,0,0.0192627,0.0386621,0,0,0,0.0594448,0,0.0308944,0,0,0.00741809,0,0,0.0521737,0.0365732,0.042349,0.0274282,0.0226288,0.0270199,0.0373645,0.0372783,0.0422384,0.0331743,0.0467766,0.0445258,0.0335034,0.0442109,0.0217522,0.0554111,0.0116892,0.0121533,0.0572018,0,0.0298588,0.0379326,0,0,0.0114523,0,0,0.0295881,0.045696,0.0457547,0.0209052,0.024327,0.0238153,0.0431357,0.0643702,0.0534723,0.0326482,0.0768192,0.0539642,0.0547154,0.0808933,0.0473137,0.0167412,0.0540857,0.0660961,0,0,0,0,0.0271351,0.0367954,0,0.040224,0.0122923,0.0343929,0.0458721,0
1562,0,0,0,0,0,0,0.0195761,0.0383961,0,0,0,0.0590549,0,0.0306853,0,0,0.00762862,0,0,0.0520192,0.036852,0.0419189,0.0273186,0.0227687,0.0271685,0.0378659,0.0372078,0.0422563,0.0335334,0.0469756,0.0445945,0.0338154,0.0445873,0.0215796,0.0556218,0.011923,0.0121303,0.0569152,0,0.0298191,0.0376834,0,0,0.0117539,0,0,0.0288654,0.0454569,0.0454199,0.0208628,0.0242772,0.0236671,0.0434667,0.0643889,0.0534392,0.0324944,0.0770857,0.0540766,0.0549838,0.081107,0.046936,0.0173796,0.0538682,0.0662463,0,0,0,0,0.0273317,0.0362009,0,0.0404928,0.0111369,0.0342457,0.0459883,0
1563,0,0,0,0,0,0,0.0190666,0.038687,0,0,0,0.0594166,0,0.0309804,0,0,0.00746264,0,0,0.0522345,0.0365859,0.0424085,0.027379,0.0225809,0.0269146,0.0375931,0.0374183,0.0421618,0.0336159,0.0467425,0.0444584,0.0334501,0.0441894,0.0217979,0.0554144,0.0117916,0.0119469,0.0572324,0,0.0298477,0.0377446,0,0,0.0119304,0,0,0.0295678,0.0457395,0.0457907,0.0209945,0.0243801,0.023699,0.0434489,0.0643153,0.0535124,0.0328002,0.0769008,0.0539718,0.0546155,0.0805784,0.04721,0.0174534,0.0541428,0.0661656,0,0,0,0,0.0272328,0.0368033,0,0.04067,0.0107677,0.0345155,0.0458629,0
1564,0,0,0,0,0,0,0.0190764,0.0386366,0,0,0,0.0593176,0,0.0309473,0,0,0.00748703,0,0,0.0522238,0.0365881,0.0423585,0.0274216,0.0225958,0.0269549,0.037698,0.0374395,0.0421486,0.0338908,0.0467579,0.0444741,0.0334728,0.0442073,0.0218095,0.0554697,0.0118506,0.0117761,0.0572043,0,0.029811,0.0376505,0,0,0.0120325,0,0,0.0295454,0.0457013,0.0457054,0.0209645,0.0244005,0.0236667,0.0434949,0.0642783,0.0535265,0.0325943,0.0769522,0.0539952,0.0544298,0.0805746,0.0472337,0.0174857,0.054139,0.0663034,0,0,0,0,0.027282,0.0367139,0,0.0405935,0.0109563,0.0344683,0.0458381,0
1565,0,0,0,0,0,0,0.0190724,0.0385994,0,0,0,0.0592783,0,0.0310131,0,0,0.00741966,0,0,0.0522628,0.0364669,0.0423788,0.0275311,0.0225783,0.0268891,0.0375747,0.0374231,0.0420744,0.0339069,0.0467105,0.0444496,0.0334253,0.0441731,0.021757,0.055465,0.0120683,0.0117044,0.0571887,0,0.0297798,0.0376554,0,0,0.0121139,0,0,0.0300013,0.0457437,0.0456487,0.0210033,0.0244481,0.0236304,0.0433639,0.0642486,0.0535493,0.0325355,0.0768818,0.0540092,0.054334,0.0806432,0.0475162,0.0171497,0.0541543,0.0663418,0,0,0,0,0.0273694,0.0367876,0,0.0405793,0.0124542,0.0345338,0.0457677,0
1566,0,0,0,0,0,0,0.0190273,0.0385897,0,0,0,0.059208,0,0.0310579,0,0,0.00746992,0,0,0.0522747,0.0363406,0.0423766,0.0275875,0.0225749,0.0268769,0.0375883,0.037257,0.042042,0.0339621,0.0466924,0.0443998,0.0334054,0.0442037,0.0216715,0.0554543,0.0120857,0.0117732,0.0572203,0,0.0297556,0.0376452,0,0,0.0122649,0,0,0.0300008,0.0457386,0.0455995,0.0209888,0.0244579,0.0236049,0.043435,0.0642491,0.0535364,0.0325171,0.0768096,0.0540395,0.0544377,0.0808202,0.0476178,0.0171613,0.0541762,0.0662953,0,0,0,0,0.027345,0.0367818,0,0.0402485,0.0124282,0.0345998,0.0457392,0
1567,0,0,0,0,0,0,0.0189091,0.0386225,0,0,0,0.0591773,0,0.0310942,0,0,0.0074604,0,0,0.0523166,0.0362075,0.0424026,0.0276539,0.0225214,0.0268927,0.0375733,0.0372031,0.0420049,0.0340431,0.0466076,0.0443538,0.0333383,0.0441635,0.0217134,0.0554455,0.0120425,0.0117818,0.0573244,0,0.0297833,0.0376089,0,0,0.0123768,0,0,0.0301013,0.0456518,0.0456063,0.0210385,0.0244054,0.0235445,0.0434679,0.0643438,0.0535434,0.0324892,0.0767968,0.0539918,0.0545592,0.0807361,0.0475523,0.0171643,0.0542405,0.0661739,0,0,0,0,0.0273622,0.0367781,0,0.0396386,0.0124683,0.0346237,0.0457912,0
1568,0,0,0,0,0,0,0.0187825,0.0386429,0,0,0,0.0590573,0,0.0311386,0,0,0.00760162,0,0,0.0522988,0.0361013,0.0423953,0.0275896,0.0225464,0.0269317,0.03774,0.03716,0.0420619,0.0341359,0.0465698,0.0443404,0.0333905,0.044181,0.021712,0.055425,0.0121053,0.011716,0.0573542,0,0.0297478,0.0375583,0,0,0.0125569,0,0,0.0297697,0.0456124,0.0455063,0.0210371,0.0244174,0.0236027,0.0436524,0.0643701,0.0535588,0.0324371,0.0767315,0.054019,0.0545769,0.0809931,0.0473778,0.0173677,0.054279,0.0661956,0,0,0,0,0.0272669,0.0367078,0,0.039166,0.0115276,0.034613,0.0458402,0
1569,0,0,0,0,0,0,0.0186933,0.0386543,0,0,0,0.0590536,0,0.0311156,0,0,0.00755696,0,0,0.0524908,0.0361412,0.042351,0.0275912,0.0225171,0.0269447,0.0376844,0.0372078,0.0420096,0.0338556,0.0464995,0.0442412,0.0333367,0.0441095,0.0217163,0.0554349,0.012596,0.0114352,0.0574349,0,0.0297724,0.0374838,0,0,0.0125618,0,0,0.0300711,0.0456138,0.0455038,0.0210926,0.024321,0.0236106,0.0435688,0.0644638,0.0535884,0.0323631,0.0766201,0.0539695,0.0546667,0.0810981,0.0474479,0.0171831,0.0543144,0.066226,0,0,0,0,0.0272831,0.0367022,0,0.039091,0.0124944,0.0346094,0.0459002,0
1570,0,0,0,0,0,0,0.0185407,0.0386833,0,0,0,0.059074,0,0.0311528,0,0,0.00760068,0,0,0.0525235,0.0361821,0.0422602,0.0275323,0.0224863,0.0269328,0.037663,0.0372306,0.0419219,0.0332772,0.0464675,0.0441989,0.033321,0.0440549,0.0216007,0.0553907,0.0127754,0.0113778,0.0574753,0,0.0296917,0.0374614,0,0,0.0126572,0,0,0.0301148,0.0457273,0.0454376,0.0211178,0.0243034,0.0236561,0.0436168,0.0644968,0.0535889,0.0323062,0.0766106,0.0539496,0.0547745,0.0809808,0.0474685,0.0171111,0.054336,0.0661924,0,0,0,0,0.0272958,0.0366731,0,0.0390977,0.0124707,0.0345929,0.0458691,0
1571,0,0,0,0,0,0,0.0184217,0.0386849,0,0,0,0.0590368,0,0.0311784,0,0,0.0075946,0,0,0.0524865,0.0362619,0.0421891,0.0275617,0.0224611,0.027004,0.037671,0.0372207,0.041822,0.0330086,0.0464152,0.0441638,0.0333008,0.044047,0.02151,0.0553901,0.0127331,0.0114403,0.0574443,0,0.0296327,0.0374139,0,0,0.0126366,0,0,0.030054,0.0458456,0.0453409,0.0211398,0.0242867,0.0236444,0.0436627,0.0645356,0.0535856,0.0321319,0.076643,0.0539343,0.0547991,0.0806984,0.0474345,0.0169553,0.0543292,0.0661976,0,0,0,0,0.027334,0.0365971,0,0.039042,0.0125087,0.0345676,0.045816,0
1572,0,0,0,0,0,0,0.0183336,0.0386837,0,0,0,0.0589775,0,0.0311951,0,0,0.00759214,0,0,0.0524227,0.0363088,0.042145,0.027627,0.0224609,0.0270604,0.0376307,0.0372006,0.0417487,0.0329265,0.0463607,0.0440779,0.0332558,0.0440028,0.0214143,0.0554086,0.0126018,0.0115602,0.057459,0,0.0295963,0.0374036,0,0,0.0127112,0,0,0.0299668,0.0460085,0.0452376,0.0211397,0.0242805,0.0236341,0.043711,0.0645693,0.0536007,0.0319691,0.0766451,0.0539284,0.0548254,0.0805851,0.0474245,0.0169845,0.0543054,0.0662116,0,0,0,0,0.0273461,0.0365328,0,0.0389991,0.0124863,0.0345804,0.0457358,0
1573,0,0,0,0,0,0,0.0182313,0.0386798,0,0,0,0.0589376,0,0.0312745,0,0,0.00760742,0,0,0.0524034,0.036324,0.0421151,0.0276864,0.0224505,0.0270476,0.037565,0.037156,0.0416708,0.0328712,0.0462817,0.0440023,0.0331631,0.0439035,0.0213133,0.0553664,0.0125724,0.0116498,0.0574976,0,0.0295351,0.0374217,0,0,0.0128276,0,0,0.0299538,0.0461887,0.0451637,0.0211181,0.0242785,0.0236476,0.0437474,0.0645854,0.0536035,0.0320265,0.0766214,0.0539299,0.0548203,0.0805661,0.0474344,0.0170301,0.0542982,0.0661642,0,0,0,0,0.0273288,0.0365314,0,0.0389775,0.0124131,0.0345679,0.045588,0
1574,0,0,0,0,0,0,0.0185268,0.0384003,0,0,0,0.0585295,0,0.0311843,0,0,0.00790618,0,0,0.0521898,0.0365415,0.0416718,0.0276858,0.0225648,0.0271864,0.0378294,0.0370127,0.041676,0.0330571,0.0464176,0.0440375,0.0334157,0.0441665,0.0210077,0.0554477,0.0126664,0.0119132,0.0571919,0,0.0293675,0.0373568,0,0,0.012847,0,0,0.0294099,0.0459606,0.0447455,0.0210145,0.024267,0.0236314,0.0438734,0.0646156,0.0535504,0.0319089,0.0768303,0.0540719,0.0550957,0.0808293,0.0472291,0.0167841,0.0540246,0.0662659,0,0,0,0,0.0273938,0.0359764,0,0.0388301,0.0129549,0.0343514,0.0455844,0
1575,0,0,0,0,0,0,0.0183721,0.0383008,0,0,0,0.0583859,0,0.0315194,0,0,0.00808986,0,0,0.0520279,0.0362181,0.041727,0.0275647,0.0224939,0.0270427,0.0377066,0.0370421,0.041732,0.0329911,0.0464102,0.0440599,0.0334164,0.0441482,0.020648,0.0552296,0.0128362,0.0123387,0.0569849,0,0.0290973,0.0376383,0,0,0.0131176,0,0,0.0296704,0.0459013,0.0446597,0.020861,0.0245637,0.0239263,0.0439582,0.0643877,0.0535761,0.032192,0.0769059,0.0542783,0.0551829,0.0807997,0.0474182,0.0165463,0.0539007,0.0663373,0,0,0,0,0.0270867,0.0361337,0,0.0387931,0.0129734,0.0345385,0.0454345,0
1576,0,0,0,0,0,0,0.0179543,0.0387336,0,0,0,0.0587976,0,0.0313872,0,0,0.00764127,0,0,0.0523757,0.0363586,0.0421378,0.0277499,0.0222923,0.0270201,0.0374499,0.0371156,0.0415371,0.0328053,0.0460859,0.0437948,0.0329823,0.0437146,0.0211831,0.0552317,0.0122965,0.0120531,0.0574906,0,0.0296056,0.0374395,0,0,0.0128084,0,0,0.0301412,0.0456183,0.0453176,0.0209035,0.0242727,0.0237695,0.0438442,0.0645276,0.0536337,0.0320851,0.0765262,0.0538674,0.0547347,0.0804894,0.0473518,0.016626,0.0542048,0.0662364,0,0,0,0,0.0273417,0.0366496,0,0.0389562,0.0127681,0.0345752,0.0456008,0
1577,0,0,0,0,0,0,0.0179543,0.0386372,0,0,0,0.0585817,0,0.0314246,0,0,0.00764871,0,0,0.0523576,0.0364065,0.0420861,0.0276387,0.0223029,0.0271317,0.0374895,0.0370474,0.0415756,0.0328763,0.0461063,0.0438146,0.0330587,0.0437724,0.0210379,0.055232,0.0123524,0.0121379,0.0573553,0,0.0295507,0.0374714,0,0,0.0128758,0,0,0.0300953,0.0456573,0.0452021,0.0207304,0.0243142,0.0238725,0.0439025,0.0644709,0.0536215,0.0321123,0.0765967,0.0539344,0.0548063,0.080532,0.0472898,0.0166744,0.0540627,0.0663321,0,0,0,0,0.0273735,0.0365218,0,0.0388798,0.0126812,0.0345064,0.0455367,0
1578,0,0,0,0,0,0,0.0178829,0.038604,0,0,0,0.0584842,0,0.0314859,0,0,0.00775629,0,0,0.0523368,0.0364204,0.0420507,0.0276007,0.022301,0.0272114,0.0375082,0.0370103,0.0415352,0.0329026,0.0460259,0.0437675,0.0330361,0.0437937,0.0209682,0.0551843,0.0123474,0.0121086,0.0573033,0,0.0295071,0.0374821,0,0,0.0128947,0,0,0.0301705,0.0457053,0.0451323,0.0206595,0.0243198,0.0239225,0.0438661,0.0644905,0.053646,0.0321852,0.0765823,0.0539067,0.0547937,0.0804918,0.0472786,0.0165007,0.0540069,0.0663409,0,0,0,0,0.0275002,0.0364702,0,0.0388659,0.0130855,0.034462,0.0454691,0
1579,0,0,0,0,0,0,0.0177277,0.0386473,0,0,0,0.058532,0,0.0315655,0,0,0.00769987,0,0,0.0522878,0.0363893,0.0421144,0.027682,0.0222542,0.0272018,0.0374208,0.0370764,0.0414576,0.0328322,0.045922,0.0436638,0.0329018,0.0437127,0.0209849,0.0551175,0.0123146,0.0122099,0.0573616,0,0.0295048,0.037542,0,0,0.0128381,0,0,0.0302003,0.0457353,0.0451514,0.0206927,0.0242753,0.0238999,0.0438326,0.0645505,0.0537006,0.0322717,0.0764741,0.0538166,0.0547084,0.080385,0.0472204,0.0164095,0.0540419,0.0663306,0,0,0,0,0.0276773,0.0365295,0,0.0389465,0.0130357,0.034437,0.0454439,0
1580,0,0,0,0,0,0,0.017725,0.0385924,0,0,0,0.0584238,0,0.0315488,0,0,0.00767324,0,0,0.052139,0.0364206,0.0421071,0.0276355,0.0222932,0.0272767,0.0373818,0.037085,0.0414557,0.0328918,0.0459365,0.0436169,0.0328948,0.0437612,0.0209962,0.0551376,0.0120362,0.0124007,0.057306,0,0.0294711,0.0375484,0,0,0.0127584,0,0,0.0299886,0.0456838,0.0451243,0.0205703,0.0242455,0.0239195,0.0438544,0.0645834,0.0537234,0.0322525,0.0764612,0.0538131,0.0547401,0.0804734,0.0470971,0.0163147,0.0539419,0.0664276,0,0,0,0,0.0278271,0.0364066,0,0.0388714,0.0130337,0.0343499,0.045475,0
1581,0,0,0,0,0,0,0.0176741,0.0385456,0,0,0,0.0583581,0,0.0316535,0,0,0.00765008,0,0,0.0520447,0.0363447,0.0422209,0.0275503,0.0222919,0.0272639,0.0372556,0.0371255,0.0414474,0.0328729,0.0459233,0.043564,0.0328681,0.0437107,0.0209437,0.055086,0.0119338,0.012567,0.057209,0,0.0294039,0.037642,0,0,0.0127238,0,0,0.0298274,0.0457442,0.045078,0.0204915,0.0243248,0.0240236,0.043936,0.0645621,0.0537578,0.032322,0.0764692,0.0538351,0.0546934,0.080465,0.047072,0.0163443,0.0538251,0.0664611,0,0,0,0,0.0278777,0.0364309,0,0.038863,0.0125206,0.034367,0.0454528,0
1582,0,0,0,0,0,0,0.0176428,0.0385276,0,0,0,0.0583334,0,0.0316766,0,0,0.00759847,0,0,0.0520262,0.0363358,0.0422615,0.0274837,0.0222683,0.027327,0.0371806,0.0371323,0.0414287,0.0328817,0.0458555,0.0435,0.0328127,0.0436333,0.0209703,0.055061,0.0118867,0.0126006,0.0571608,0,0.0293995,0.0376589,0,0,0.0126342,0,0,0.0298003,0.0457231,0.0450714,0.020463,0.0243014,0.024072,0.043921,0.0645729,0.053767,0.0323009,0.0764506,0.0537823,0.0545076,0.0804062,0.0470392,0.0163167,0.0537295,0.0664608,0,0,0,0,0.0280092,0.0364486,0,0.0388133,0.0125035,0.0343659,0.0454628,0
1583,0,0,0,0,0,0,0.0178449,0.0382026,0,0,0,0.0580083,0,0.0318539,0,0,0.00790371,0,0,0.0517237,0.0362316,0.0420315,0.0273928,0.0222513,0.027415,0.0372879,0.0370991,0.0415158,0.0328959,0.0459311,0.0435466,0.0329985,0.0438498,0.0205898,0.0550262,0.0122653,0.0129349,0.0568433,0,0.0290457,0.0378285,0,0,0.0128449,0,0,0.0295297,0.0457599,0.0446187,0.0204177,0.024443,0.024216,0.0439664,0.0645368,0.0537569,0.0324079,0.0766026,0.053985,0.0547189,0.0804851,0.047086,0.0162023,0.053408,0.0665197,0,0,0,0,0.0279878,0.0360707,0,0.0388059,0.0126279,0.0343724,0.0453611,0
1584,0,0,0,0,0,0,0.0178659,0.0381695,0,0,0,0.0579628,0,0.0317162,0,0,0.00782446,0,0,0.0518439,0.0363896,0.0419516,0.0274402,0.0223301,0.0275637,0.0373581,0.0370201,0.041479,0.0329614,0.0459416,0.0435229,0.0330048,0.0438888,0.0207399,0.0550202,0.0121048,0.0128583,0.0568721,0,0.029098,0.0377355,0,0,0.0127202,0,0,0.0294686,0.0455742,0.0446257,0.0203531,0.0243159,0.0241307,0.0440009,0.0646298,0.0537406,0.0322628,0.0765895,0.0538885,0.0547985,0.0804819,0.0469153,0.0160389,0.0533214,0.0665652,0,0,0,0,0.0281699,0.0359118,0,0.0387985,0.0127748,0.0342045,0.0453886,0
1585,0,0,0,0,0,0,0.0175469,0.0384447,0,0,0,0.0582506,0,0.0317571,0,0,0.007554,0,0,0.0520698,0.0363496,0.0423601,0.0275574,0.0222349,0.0275543,0.0371102,0.0370708,0.0414345,0.0331063,0.0457016,0.0433714,0.032706,0.0435482,0.0211366,0.0549131,0.0116919,0.01266,0.057188,0,0.0293465,0.0377048,0,0,0.0125019,0,0,0.0298394,0.0457434,0.045041,0.0203591,0.0241721,0.0241006,0.0439006,0.0647238,0.0537906,0.0323023,0.0763176,0.0536089,0.0544055,0.0802071,0.0469165,0.016054,0.0534698,0.0664863,0,0,0,0,0.0282882,0.0362962,0,0.0388968,0.012508,0.0342261,0.0453901,0
1586,0,0,0,0,0,0,0.0175773,0.0383813,0,0,0,0.0581497,0,0.0318073,0,0,0.00756269,0,0,0.0519948,0.0363168,0.0424553,0.0275593,0.0222914,0.0275603,0.0370726,0.0370576,0.0414341,0.0337281,0.0456558,0.0433981,0.0326781,0.0434991,0.0211946,0.0549438,0.0116599,0.0126651,0.0571657,0,0.0293155,0.0377112,0,0,0.0124819,0,0,0.029758,0.0461575,0.0448711,0.0203956,0.0241393,0.0241218,0.0439002,0.0647829,0.0537685,0.0323159,0.0762956,0.0536036,0.054406,0.0802372,0.0468913,0.016055,0.053391,0.0664308,0,0,0,0,0.0283083,0.0361639,0,0.0389819,0.012491,0.0342432,0.0453364,0
1587,0,0,0,0,0,0,0.0176063,0.0382887,0,0,0,0.0580529,0,0.0318483,0,0,0.00758386,0,0,0.0518981,0.0363742,0.0424079,0.0274569,0.0223228,0.0275869,0.0370628,0.0370487,0.0414292,0.0339348,0.0456562,0.0434087,0.0326953,0.0435093,0.0211235,0.0549461,0.0116622,0.0127505,0.0571069,0,0.0292334,0.0377405,0,0,0.0124518,0,0,0.0296559,0.0463442,0.0447119,0.0203217,0.0241607,0.0242136,0.0438971,0.0647689,0.0537449,0.0323415,0.0763067,0.0536304,0.0545715,0.080441,0.046869,0.0159907,0.0532812,0.0663465,0,0,0,0,0.0281967,0.0360635,0,0.0390319,0.0123341,0.0342935,0.0452783,0
1588,0,0,0,0,0,0,0.0179242,0.0379623,0,0,0,0.057703,0,0.0318136,0,0,0.00785407,0,0,0.0516714,0.0366676,0.0420061,0.0274255,0.022376,0.0277041,0.0372537,0.0370362,0.0414172,0.0339654,0.0458249,0.0434795,0.0329717,0.0438204,0.0208055,0.0549927,0.0118527,0.0129604,0.0568108,0,0.0290082,0.0377948,0,0,0.0125583,0,0,0.029252,0.0462137,0.0442523,0.020217,0.0242318,0.0242581,0.0439621,0.0647629,0.0537469,0.0323009,0.0764949,0.0537927,0.0548707,0.080935,0.0467523,0.0159653,0.0529896,0.0666437,0,0,0,0,0.0282236,0.0355834,0,0.0390597,0.0124486,0.0341482,0.0452582,0
1589,0,0,0,0,0,0,0.0175401,0.0382333,0,0,0,0.058016,0,0.0318691,0,0,0.00760642,0,0,0.0518721,0.0366693,0.0423827,0.027452,0.0222122,0.0276595,0.0369674,0.0371092,0.0413308,0.0337469,0.0455287,0.0433289,0.0326849,0.043515,0.0210349,0.0548617,0.0115502,0.0127749,0.0571297,0,0.0292156,0.037844,0,0,0.0123379,0,0,0.0296567,0.0461736,0.0446714,0.0201928,0.0241728,0.0243111,0.0438469,0.0647777,0.0538554,0.0323826,0.0762442,0.0535918,0.0545955,0.0806804,0.0467858,0.015918,0.0531416,0.066651,0,0,0,0,0.028187,0.0360459,0,0.0391333,0.0120272,0.0342465,0.0452249,0
1590,0,0,0,0,0,0,0.017618,0.038011,0,0,0,0.0577628,0,0.0320816,0,0,0.00789048,0,0,0.0515855,0.0365711,0.0422631,0.0273989,0.0222475,0.0275915,0.0369795,0.0371507,0.041306,0.0336947,0.0453434,0.0433477,0.0327872,0.0435948,0.0206476,0.0546985,0.0118215,0.0131045,0.0569097,0,0.0289919,0.0380561,0,0,0.0125082,0,0,0.0295506,0.0461865,0.0442814,0.0202662,0.0243206,0.0243949,0.0438657,0.0647505,0.0538911,0.0324962,0.0763105,0.0537509,0.0547026,0.0809536,0.0468614,0.0157844,0.0529131,0.0666393,0,0,0,0,0.0281174,0.0358979,0,0.03925,0.0120378,0.0343039,0.0450657,0
1591,0,0,0,0,0,0,0.0174441,0.0382592,0,0,0,0.0579781,0,0.031918,0,0,0.00749875,0,0,0.0518639,0.0367708,0.0424992,0.0273893,0.02228,0.027747,0.0368394,0.0371723,0.0412042,0.0336903,0.0450772,0.0431264,0.0325142,0.043375,0.0211228,0.0547204,0.011398,0.0127953,0.057246,0,0.0294083,0.0378318,0,0,0.0120202,0,0,0.0298124,0.0459052,0.0447934,0.0201973,0.0240332,0.0243333,0.0436422,0.0649109,0.0539771,0.0321427,0.0760631,0.0534164,0.0543379,0.0809711,0.0467486,0.0155782,0.0530292,0.0665657,0,0,0,0,0.0283385,0.0361509,0,0.0392653,0.0125326,0.0342277,0.0452107,0
1592,0,0,0,0,0,0,0.0174418,0.0382056,0,0,0,0.057832,0,0.0319942,0,0,0.00755526,0,0,0.0518072,0.0366986,0.0424418,0.0272418,0.0223055,0.0277796,0.036978,0.0372077,0.04117,0.0337034,0.0451208,0.0430638,0.0325192,0.0434406,0.0210176,0.0546493,0.0113502,0.0129085,0.057148,0,0.0293277,0.0379057,0,0,0.0120191,0,0,0.0295347,0.0459107,0.0446982,0.0200967,0.0241321,0.0244544,0.0437117,0.0648397,0.0539478,0.0321223,0.0761126,0.05348,0.0542288,0.0809342,0.0466566,0.0157088,0.0529063,0.0666939,0,0,0,0,0.0283326,0.0360975,0,0.0392095,0.0117131,0.034213,0.0451327,0
