Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RUPA,RWRA,STRN,T10,x70,x71,x72,x74,LTHI,RTOE,x73,RTHI,RWRB,LASI,RASI,
398,0,0,0,0,0,0,0.0430271,0.0320624,0,0,0,0.0262143,0,0.0378715,0,0,0.0165051,0,0,0.0331516,0.0458587,0.0320095,0.012962,0.0273395,0.0618044,0.0328792,0.0416,0.0425336,0.0351205,0.0298648,0.0292368,0.0167622,0.0204206,0.0460037,0.0513864,0.0148798,0,0.0223411,0,0.0282911,0.0446757,0,0,0.0142533,0,0,0.00958885,0.0577083,0.0506151,0.0115795,0.0469023,0.0606054,0.0544445,0.0620123,0.0569633,0.0223463,0.0523563,0.0302338,0.0336712,0.0668298,0.0405297,0.00364946,0.0520688,0.0632395,0,0,0,0,0.0313387,0.0511458,0,0,0,0,0,0
399,0,0,0,0,0,0,0.0430457,0.0319573,0,0,0,0.0262359,0,0.0378987,0,0,0.016555,0,0,0.0334178,0.0458884,0.0320103,0.0130091,0.0273629,0.061786,0.0328631,0.0415182,0.0425755,0.0351394,0.0298693,0.0293489,0.0166516,0.0203717,0.0460747,0.0514832,0.0149752,0,0.0224943,0,0.0282865,0.0447333,0,0,0.0143675,0,0,0.00939621,0.0577552,0.0503408,0.0115358,0.0469003,0.0605246,0.0545382,0.0620246,0.0567902,0.0223326,0.0523398,0.0302314,0.0336237,0.0668055,0.0404981,0.00361271,0.0518891,0.0632393,0,0,0,0,0.0312157,0.05092,0,0,0,0,0,0
400,0,0,0,0,0,0,0.0430571,0.0318264,0,0,0,0.0262265,0,0.0379461,0,0,0.0166305,0,0,0.0334682,0.0458979,0.0319974,0.0129469,0.0273835,0.0617243,0.0328251,0.0414568,0.0426042,0.035168,0.0298897,0.0293737,0.0165857,0.0203894,0.0461439,0.0515445,0.0150006,0,0.0225568,0,0.0282684,0.0447655,0,0,0.0146217,0,0,0.00947144,0.0577747,0.0501478,0.0114978,0.0469348,0.0604336,0.0545982,0.0621901,0.0566598,0.0222902,0.0523395,0.030253,0.0336306,0.0667778,0.0405184,0.00351192,0.0516784,0.0632822,0,0,0,0,0.0311482,0.0506711,0,0,0,0,0,0
401,0,0,0,0,0,0,0.0430858,0.0316526,0,0,0,0.0262304,0,0.0379871,0,0,0.0166531,0,0,0.0333634,0.0459248,0.0319405,0.0128359,0.0274314,0.0616406,0.0328045,0.0414318,0.0426064,0.0351883,0.0298851,0.0293698,0.0166672,0.0203922,0.0462654,0.0515656,0.0149554,0,0.0227483,0,0.0282468,0.0447591,0,0,0.0148519,0,0,0.00976415,0.0578474,0.0499712,0.0114286,0.0469614,0.0603758,0.054626,0.0622375,0.0566667,0.0222746,0.0523332,0.0302518,0.0336285,0.0667772,0.040597,0.00345898,0.05152,0.0633295,0,0,0,0,0.0310798,0.0503994,0,0,0,0,0,0
402,0,0,0,0,0,0,0.0431124,0.0314427,0,0,0,0.026254,0,0.0380295,0,0,0.0166364,0,0,0.0333233,0.0459383,0.0319385,0.0127822,0.0275199,0.0615565,0.0328025,0.0414043,0.0426197,0.0351829,0.0298122,0.0293298,0.0167823,0.0204193,0.046448,0.0515532,0.0149481,0,0.0228968,0,0.0282273,0.0446913,0,0,0.0149684,0,0,0.00994178,0.0579133,0.0497977,0.0113605,0.0469544,0.0603843,0.0546664,0.0622463,0.0567528,0.0222706,0.0522943,0.0302845,0.0336365,0.0667371,0.0406761,0.00363631,0.0512634,0.0632812,0,0,0,0,0.0310534,0.0501395,0,0,0,0,0,0
403,0,0,0,0,0,0,0.0431288,0.0312163,0,0,0,0.0263392,0,0.0380986,0,0,0.0166312,0,0,0.0334254,0.0459693,0.032179,0.0127743,0.0275952,0.0615069,0.0328279,0.0413265,0.0425795,0.0351808,0.0297856,0.0292633,0.0168848,0.0204918,0.0466423,0.0515304,0.0150258,0,0.0231932,0,0.0282485,0.0446109,0,0,0.0149825,0,0,0.00996815,0.0579071,0.0496696,0.0113149,0.046929,0.0603894,0.0546537,0.0622704,0.0568444,0.0222837,0.0522833,0.0303281,0.0336292,0.0666763,0.0406176,0.00391458,0.0509228,0.0630846,0,0,0,0,0.0311122,0.0496746,0,0,0,0,0,0
404,0,0,0,0,0,0,0.0430652,0.0310619,0,0,0,0.0263401,0,0.0380117,0,0,0.0166271,0,0,0.0334714,0.0476578,0.031922,0.013223,0.0276275,0.0614534,0.0330837,0.0413069,0.0426686,0.0351203,0.0298843,0.0294252,0.0167746,0.0203579,0.0458511,0.0516154,0.0151124,0,0.0280334,0,0.0256034,0.0441425,0,0,0.0174749,0,0,0.0226402,0.0561193,0.0521868,0.00969597,0.0476397,0.059973,0.0535443,0.062296,0.0567105,0.022791,0.0506462,0.0319976,0.0320846,0.0637373,0.0401283,0.00644308,0.0509471,0.0627563,0,0,0,0,0.0312856,0,0,0,0.00604307,0,0,0
405,0,0,0,0,0,0,0.0430397,0.0307924,0,0,0,0.0263473,0,0.0380812,0,0,0.016778,0,0,0.0334964,0.0477256,0.0316662,0.0131262,0.027676,0.0613351,0.0331586,0.0415034,0.0427489,0.0351757,0.0298237,0.0294755,0.0166701,0.0202329,0.0461055,0.0516566,0.0151418,0,0.0282256,0,0.0256369,0.0441626,0,0,0.0175517,0,0,0.0226526,0.0561514,0.0520321,0.00962648,0.0476339,0.0598544,0.0534326,0.0623718,0.0566979,0.0227928,0.0506638,0.0319792,0.0320821,0.0637772,0.0401394,0.00649981,0.0506007,0.0628302,0,0,0,0,0.0313075,0,0,0,0.0059787,0,0,0
406,0,0,0,0,0,0,0.0429272,0.0304894,0,0,0,0.0264117,0,0.0382647,0,0,0.0170363,0,0,0.0335389,0.0463649,0.0320122,0.0123869,0.0278232,0.0610537,0.0330887,0.0418796,0.0426634,0.0353645,0.0297167,0.0295067,0.0166408,0.0203482,0.0472501,0.0517556,0.0151122,0,0.0245246,0,0.0280888,0.0442379,0,0,0.0175498,0,0,0.0226398,0.0577983,0.0499895,0.0107208,0.0468359,0.0599635,0.0534594,0.0623442,0.0568187,0.0223112,0.0521938,0.0302727,0.03331,0.0665285,0.0400566,0.00640219,0.0500087,0.063014,0,0,0,0,0.0311622,0.0473047,0,0,0.00602139,0,0,0
407,0,0,0,0,0,0,0.0429448,0.0302599,0,0,0,0.0264774,0,0.0382701,0,0,0.017262,0,0,0.0335287,0.0462696,0.0320224,0.0121661,0.0278572,0.0609563,0.0333033,0.0418013,0.0427358,0.0354211,0.0297944,0.0296454,0.0165447,0.0203024,0.0476637,0.0518455,0.0150372,0,0.0249969,0,0.0279365,0.0442776,0,0,0.0175239,0,0,0.0226257,0.0579523,0.0497477,0.0106609,0.0468323,0.0599176,0.0533871,0.0622573,0.056835,0.022304,0.0521912,0.0301831,0.0332437,0.0664907,0.0399383,0.00625213,0.0497037,0.0630173,0,0,0,0,0.0310136,0.0466227,0,0,0.00599938,0,0,0
408,0,0,0,0,0,0,0.0430398,0.0300659,0,0,0,0.0265207,0,0.0382745,0,0,0.0174524,0,0,0.033438,0.0462708,0.0321352,0.0119763,0.0279263,0.0608691,0.0335073,0.0412712,0.0427664,0.0354667,0.0299448,0.0297522,0.0164934,0.020148,0.0479556,0.0519023,0.0148991,0,0.0253197,0,0.0278979,0.0442871,0,0,0.0175113,0,0,0.0226012,0.0580129,0.049282,0.0105374,0.0468214,0.0598131,0.0533708,0.0623061,0.0567879,0.0223058,0.0522348,0.0301295,0.0331759,0.0665361,0.0399581,0.00611019,0.0493997,0.0630024,0,0,0,0,0.0309188,0.0461764,0,0,0.00595018,0,0,0
409,0,0,0,0,0,0,0.0431906,0.02988,0,0,0,0.0265303,0,0.0382285,0,0,0.0175475,0,0,0.0333841,0.0463366,0.0322589,0.0118435,0.0280164,0.0608057,0.0336097,0.0409691,0.0427454,0.0355289,0.0300584,0.029844,0.0164673,0.0200224,0.048192,0.0518979,0.014828,0,0.0256923,0,0.0278421,0.0442308,0,0,0.0176255,0,0,0.0226154,0.0580729,0.0489154,0.0104137,0.0467685,0.0597701,0.0533946,0.062437,0.0566547,0.0222861,0.0523101,0.0301178,0.0332337,0.0665999,0.0400131,0.00606607,0.0493329,0.063061,0,0,0,0,0.0309457,0.0457633,0,0,0.00589247,0,0,0
410,0,0,0,0,0,0,0.0433579,0.0297585,0,0,0,0.0265337,0,0.0381973,0,0,0.0175619,0,0,0.0334118,0.0463976,0.0323097,0.0117504,0.028074,0.0607607,0.0336922,0.040895,0.0427049,0.0355804,0.0301719,0.0299388,0.0164391,0.019925,0.0484493,0.0518679,0.0148584,0,0.0261317,0,0.0277851,0.0441767,0,0,0.0177637,0,0,0.0226412,0.0580794,0.0486968,0.0102853,0.0466909,0.0597722,0.0534568,0.0625071,0.0565141,0.0222736,0.052369,0.0301552,0.03341,0.0666438,0.040075,0.00607331,0.049331,0.0631515,0,0,0,0,0.0308967,0.0453579,0,0,0.00586322,0,0,0
411,0,0,0,0,0,0,0.0435133,0.029678,0,0,0,0.0265146,0,0.0381723,0,0,0.0176341,0,0,0.0334304,0.0463992,0.032383,0.0116838,0.0281188,0.0607168,0.0338118,0.0408307,0.0426338,0.0355665,0.0302664,0.0299895,0.016335,0.0197349,0.0486142,0.0518945,0.0149026,0,0.0266373,0,0.0277673,0.0441704,0,0,0.0178893,0,0,0.0227135,0.058074,0.0484779,0.010243,0.0466196,0.0597473,0.0534456,0.0625425,0.0565327,0.0222926,0.0524136,0.0301969,0.0335461,0.0666553,0.0402719,0.006055,0.0493373,0.0632269,0,0,0,0,0.0308742,0.0449554,0,0,0.00584819,0,0,0
412,0,0,0,0,0,0,0.0436193,0.0296228,0,0,0,0.026468,0,0.0381893,0,0,0.0177258,0,0,0.0334093,0.0463652,0.0324091,0.0115701,0.0281431,0.0606336,0.0338726,0.0407867,0.0425981,0.0355308,0.0302861,0.0300153,0.0162933,0.0196003,0.0487967,0.0519436,0.0149313,0,0.026935,0,0.02777,0.0442041,0,0,0.0179219,0,0,0.0227342,0.0580671,0.0482557,0.0102258,0.0465816,0.059703,0.0533195,0.0626141,0.0564847,0.0223446,0.0524199,0.0301788,0.0336005,0.0666508,0.0403098,0.00602761,0.0494406,0.0632822,0,0,0,0,0.0309183,0.0445889,0,0,0.00580254,0,0,0
413,0,0,0,0,0,0,0.0437025,0.0295956,0,0,0,0.0264227,0,0.0381946,0,0,0.0178395,0,0,0.033407,0.0463947,0.0323989,0.0114392,0.0281663,0.0605156,0.0338962,0.0407103,0.0426272,0.0355536,0.0302668,0.0300512,0.0162572,0.0195612,0.0489559,0.0519876,0.0149469,0,0.0269905,0,0.0277134,0.0442655,0,0,0.0179185,0,0,0.0226359,0.0580682,0.0480394,0.0101654,0.0465362,0.0596017,0.0531049,0.062687,0.0565285,0.0223485,0.0524382,0.0301432,0.0336387,0.0666353,0.0402653,0.00603408,0.049636,0.0632781,0,0,0,0,0.0309495,0.0442203,0,0,0.00577905,0,0,0
414,0,0,0,0,0,0,0.0437476,0.0295957,0,0,0,0.0264243,0,0.0381537,0,0,0.0178967,0,0,0.033495,0.0464759,0.0324214,0.0113195,0.0281948,0.0603815,0.0340176,0.0406544,0.0427009,0.0355776,0.0303126,0.0301065,0.0162602,0.019536,0.0490932,0.0520221,0.0149967,0,0.0270612,0,0.0276314,0.0443584,0,0,0.0180386,0,0,0.0225409,0.058076,0.047758,0.0100737,0.0465017,0.0594357,0.0528659,0.0627453,0.0566306,0.0223529,0.052494,0.0301312,0.0336752,0.0666683,0.0402223,0.00609855,0.0496934,0.0632498,0,0,0,0,0.030869,0.0439249,0,0,0.0058147,0,0,0
415,0,0,0,0,0,0,0.0436997,0.0296017,0,0,0,0.0263871,0,0.038111,0,0,0.017839,0,0,0.0335916,0.0465583,0.0324754,0.011253,0.0282139,0.0602434,0.0339982,0.0407891,0.042715,0.0356235,0.0304035,0.0301993,0.0162485,0.0195404,0.0492115,0.0520664,0.0150681,0,0.0272411,0,0.0275637,0.0444302,0,0,0.0182958,0,0,0.0225311,0.05806,0.0475139,0.00996242,0.0464631,0.059334,0.0526932,0.062795,0.0565413,0.0223729,0.0525472,0.0301471,0.0336877,0.0666933,0.0402298,0.00622638,0.0496584,0.0632186,0,0,0,0,0.0308184,0.0437154,0,0,0.00594811,0,0,0
416,0,0,0,0,0,0,0.0438761,0.0297233,0,0,0,0.0264216,0,0.0378223,0,0,0.0177595,0,0,0.0336795,0.0465827,0.0318647,0.0111476,0.0288527,0.0598165,0.0338424,0.040343,0.0428851,0.0361915,0.0307571,0.0306112,0.0163943,0.0197877,0.0488202,0.0520947,0.0150715,0,0.0278505,0,0.0285337,0.0445278,0,0,0.0186635,0,0,0.02252,0.058176,0.0488023,0.0119546,0.047725,0.0597347,0.0526728,0.0605717,0.0556323,0.0228864,0.0522819,0.0300791,0.03348,0.0662582,0.0401435,0.0064632,0.0500965,0.0627252,0,0,0,0,0.0298874,0.0437193,0,0.0293229,0.00622471,0,0,0
417,0,0,0,0,0,0,0.0434983,0.0295209,0,0,0,0.0263473,0,0.03816,0,0,0.0176446,0,0,0.0337385,0.0465433,0.0324719,0.01125,0.0282272,0.0598431,0.0337221,0.0410756,0.0426716,0.0356215,0.0305102,0.0303571,0.0161301,0.0195385,0.0495132,0.0519984,0.0151045,0,0.0277369,0,0.0274371,0.0444071,0,0,0.0186966,0,0,0.0225339,0.0579094,0.0470858,0.00960524,0.0463186,0.0590984,0.052595,0.0627373,0.05653,0.0222903,0.0528041,0.0303093,0.0339382,0.0668171,0.0397831,0.00629085,0.0494894,0.0631692,0,0,0,0,0.0305932,0.0433964,0,0,0.00571364,0,0,0
418,0,0,0,0,0,0,0.0435159,0.0293632,0,0,0,0.0263381,0,0.038221,0,0,0.017637,0,0,0.033721,0.0465342,0.0325401,0.0111802,0.0281525,0.0597621,0.0336801,0.0407266,0.0427432,0.0355041,0.0304127,0.0303705,0.0160808,0.0193504,0.0497397,0.051973,0.0151272,0,0.0280281,0,0.0274184,0.0443575,0,0,0.0185778,0,0,0.0224635,0.0578947,0.0468844,0.00944617,0.0462488,0.0589671,0.0525277,0.0627949,0.0565798,0.0222603,0.0528941,0.0303742,0.0341333,0.0668955,0.0397392,0.00619694,0.0493552,0.0632202,0,0,0,0,0.0305871,0.0432074,0,0,0.00544528,0,0,0
419,0,0,0,0,0,0,0.0434925,0.0292806,0,0,0,0.0263646,0,0.0382417,0,0,0.01764,0,0,0.0337915,0.0465492,0.032613,0.0111737,0.0282008,0.0597261,0.0335386,0.0405153,0.0428152,0.0354645,0.0303466,0.0304545,0.0160571,0.0192723,0.0499698,0.0519528,0.0151845,0,0.02832,0,0.0274885,0.0442875,0,0,0.0186042,0,0,0.0224568,0.0578451,0.046692,0.00931937,0.0461123,0.0589483,0.0524927,0.0628447,0.0565944,0.0222879,0.0530257,0.0305274,0.0343137,0.0670268,0.0396875,0.00624862,0.0493797,0.0632928,0,0,0,0,0.0305822,0.0430132,0,0,0.00552747,0,0,0
420,0,0,0,0,0,0,0.0435136,0.0292256,0,0,0,0.0263849,0,0.0382387,0,0,0.0176922,0,0,0.0338853,0.0465652,0.0327063,0.0112023,0.0282826,0.0598249,0.0333614,0.0404804,0.042845,0.0354502,0.0304426,0.0305355,0.0160667,0.0193,0.050197,0.0518192,0.0152147,0,0.0286987,0,0.0274924,0.0445681,0,0,0.0171976,0,0,0.0125499,0.0577566,0.04648,0.00925668,0.045982,0.0590184,0.0532462,0.0629037,0.0565466,0.0222996,0.053137,0.030729,0.0344344,0.0672064,0.0398601,0.00453606,0.0494006,0.0632726,0,0,0,0,0.0305515,0.0428076,0,0,0,0,0,0
421,0,0,0,0,0,0,0.0433575,0.0292566,0,0,0,0.0263884,0,0.038261,0,0,0.0176641,0,0,0.0337982,0.0465556,0.0328299,0.0112143,0.0282739,0.0597391,0.0331695,0.0406077,0.0428087,0.035419,0.0304887,0.0306285,0.0161378,0.0193638,0.0504022,0.0519282,0.0152275,0,0.0290317,0,0.0274015,0.0443155,0,0,0.0189772,0,0,0.0223838,0.0576503,0.0462125,0.00911528,0.0458727,0.0588887,0.052495,0.0629253,0.0564135,0.0223688,0.0532007,0.0308867,0.0344587,0.0673214,0.0396105,0.00648922,0.0497432,0.0631889,0,0,0,0,0.0304624,0.0425681,0,0,0.00582014,0,0,0
422,0,0,0,0,0,0,0.043303,0.0293286,0,0,0,0.0264121,0,0.0382183,0,0,0.0176917,0,0,0.0338385,0.0465763,0.0329745,0.0112328,0.0282144,0.0597256,0.0330546,0.0407618,0.0426917,0.035332,0.0304975,0.0306759,0.0161603,0.0194308,0.050607,0.0519292,0.0152006,0,0.0293432,0,0.0272846,0.0443289,0,0,0.0190828,0,0,0.0224236,0.0575399,0.0459722,0.0090087,0.0457635,0.0588984,0.0524456,0.0628738,0.0563516,0.0224295,0.0532745,0.0309988,0.0344665,0.0673567,0.0396109,0.00647021,0.049796,0.0631247,0,0,0,0,0.0303596,0.0422086,0,0,0.00652567,0,0,0
423,0,0,0,0,0,0,0.043311,0.0294118,0,0,0,0.0264076,0,0.0381791,0,0,0.0177145,0,0,0.0337636,0.0465225,0.0330255,0.0112142,0.0281417,0.0596567,0.0329532,0.0405275,0.0427045,0.0352813,0.0304773,0.0306845,0.0161608,0.0194764,0.0507699,0.0519385,0.0152065,0,0.0293266,0,0.0272054,0.0443163,0,0,0.0190375,0,0,0.0223991,0.0575045,0.0459517,0.00891923,0.0456181,0.0588288,0.0525048,0.0628022,0.0564268,0.0224706,0.053345,0.0310854,0.0345576,0.0673865,0.0394861,0.00620459,0.0496917,0.0631932,0,0,0,0,0.0302948,0.042084,0,0,0.00574366,0,0,0
424,0,0,0,0,0,0,0.0432554,0.0294893,0,0,0,0.0263503,0,0.0382087,0,0,0.0177048,0,0,0.0336447,0.0464196,0.0329581,0.0112856,0.0280874,0.0594879,0.032761,0.0404109,0.0427879,0.0352632,0.0305635,0.0307292,0.0161585,0.0195002,0.0508589,0.0519389,0.0152117,0,0.0288548,0,0.0271803,0.0443189,0,0,0.0190366,0,0,0.0224389,0.0574986,0.0460232,0.00887048,0.0454403,0.0586688,0.0524972,0.0628736,0.0565306,0.0224797,0.0534461,0.0311917,0.0347641,0.0675315,0.0393429,0.00599766,0.049505,0.0632061,0,0,0,0,0.030238,0.0426377,0,0,0.00539864,0,0,0
425,0,0,0,0,0,0,0.0431576,0.029558,0,0,0,0.0262787,0,0.0381801,0,0,0.0176584,0,0,0.0336801,0.046288,0.0329235,0.0114166,0.028055,0.0592768,0.0325235,0.0405112,0.0428846,0.0351939,0.0306949,0.0307408,0.0161473,0.0195015,0.050855,0.0519039,0.0152241,0,0.028329,0,0.02721,0.0443192,0,0,0.0190406,0,0,0.0223804,0.0575107,0.0460763,0.00882647,0.0452597,0.0584883,0.0523225,0.0629971,0.056492,0.0225317,0.0536017,0.031381,0.034911,0.0677269,0.0393478,0.00599927,0.049543,0.0631735,0,0,0,0,0.0301958,0.0435512,0,0,0.00557829,0,0,0
426,0,0,0,0,0,0,0.0432926,0.0297562,0,0,0,0.0262673,0,0.0377132,0,0,0.0176254,0,0,0.0338542,0.0466472,0.0321188,0.0114736,0.0287088,0.0589791,0.0323855,0.0398184,0.0430743,0.0356862,0.0309977,0.0311094,0.0163714,0.0196343,0.0498625,0.0518947,0.0153516,0,0.0291977,0,0.0279816,0.0443721,0,0,0.0193467,0,0,0.022198,0.0572425,0.047346,0.0108074,0.0463102,0.0586946,0.0521392,0.0611062,0.055533,0.0227963,0.0534941,0.0313967,0.0345648,0.0674916,0.0396328,0.0065071,0.0499412,0.0627927,0,0,0,0,0.0293336,0.0429432,0,0.0296284,0.00642764,0,0,0
427,0,0,0,0,0,0,0.0431899,0.0297763,0,0,0,0.0262825,0,0.0376525,0,0,0.0176838,0,0,0.0339874,0.0465363,0.0321721,0.0113038,0.0286669,0.058846,0.0321093,0.0396949,0.0430643,0.0356315,0.0309871,0.0310992,0.0163276,0.0195278,0.0497352,0.0518776,0.0153763,0,0.0294926,0,0.0279481,0.0443293,0,0,0.0195432,0,0,0.0222533,0.0572994,0.0473998,0.0106681,0.0461396,0.0584721,0.0519149,0.0612025,0.0556677,0.022925,0.0536028,0.0315625,0.0346721,0.067495,0.0397479,0.00659435,0.0500133,0.0629023,0,0,0,0,0.0292849,0.042503,0,0.0293127,0.00691685,0,0,0
428,0,0,0,0,0,0,0.0431546,0.0297499,0,0,0,0.0263,0,0.0376341,0,0,0.0177239,0,0,0.0339578,0.0463305,0.0322273,0.0112273,0.0286111,0.0586001,0.0318109,0.0396885,0.0430475,0.0355359,0.0309541,0.0311146,0.0163543,0.0195099,0.0497796,0.0518317,0.0154253,0,0.029507,0,0.0279498,0.0442857,0,0,0.0194731,0,0,0.0224347,0.057341,0.0475404,0.0105908,0.0459558,0.0582427,0.0518238,0.0610614,0.0557183,0.0230851,0.0537337,0.0317903,0.0348991,0.0675786,0.0396256,0.00629378,0.0501392,0.0630447,0,0,0,0,0.0291658,0.0427468,0,0.0291405,0.00632564,0,0,0
429,0,0,0,0,0,0,0.0431031,0.0297332,0,0,0,0.0262838,0,0.0376888,0,0,0.0177318,0,0,0.0338544,0.0462918,0.0322549,0.0112837,0.0285293,0.0583448,0.0315413,0.0398351,0.0430503,0.035393,0.0310059,0.0311591,0.0164591,0.0195335,0.0498633,0.0518141,0.0154587,0,0.0292247,0,0.027965,0.0442446,0,0,0.0191714,0,0,0.0225717,0.0572108,0.0477225,0.0104789,0.0457049,0.058109,0.0517832,0.0609192,0.0556376,0.0230901,0.0539193,0.0320021,0.0351543,0.0678223,0.0393822,0.005851,0.0502741,0.0632386,0,0,0,0,0.0290661,0.0436664,0,0.0291685,0.00531442,0,0,0
430,0,0,0,0,0,0,0.0431226,0.0296954,0,0,0,0.0262919,0,0.037784,0,0,0.0176771,0,0,0.0339683,0.0462613,0.0322675,0.0116034,0.0283517,0.0582485,0.031352,0.0397275,0.043072,0.0352347,0.0310732,0.0311415,0.0164514,0.0194491,0.0499969,0.0515932,0.015305,0,0.0287405,0,0.0279953,0.0446719,0,0,0.017608,0,0,0.0125373,0.05702,0.0479923,0.0103711,0.045448,0.0580591,0.052371,0.0609846,0.0556638,0.0230652,0.0541074,0.0321698,0.0353088,0.0681153,0.0394895,0.00378686,0.0500799,0.0632325,0,0,0,0,0.0289082,0.044877,0,0.0291796,0,0,0,0
431,0,0,0,0,0,0,0.0426319,0.029906,0,0,0,0.0262702,0,0.0377593,0,0,0.0176438,0,0,0.0337865,0.0462128,0.0322117,0.0117403,0.0283544,0.0580698,0.0311018,0.0397186,0.0429519,0.0352211,0.0311852,0.0311851,0.0164564,0.0195337,0.0501482,0.0517414,0.0155427,0,0.0291566,0,0.0279955,0.0443774,0,0,0.0193731,0,0,0.0225416,0.0568711,0.0479832,0.0102967,0.0451961,0.0578621,0.0515176,0.0607611,0.0556949,0.0230205,0.0543005,0.0322895,0.0353123,0.0682399,0.0394632,0.00553057,0.0499463,0.0632106,0,0,0,0,0.0289277,0.0443701,0,0.0290353,0.00587002,0,0,0
432,0,0,0,0,0,0,0.0423399,0.0300102,0,0,0,0.0263204,0,0.0377468,0,0,0.0175606,0,0,0.0338323,0.0460844,0.0322446,0.0117445,0.0282722,0.0579858,0.030899,0.0400421,0.0428894,0.0351352,0.0312048,0.0312097,0.0164701,0.0195975,0.0502842,0.0516709,0.0155936,0,0.029129,0,0.0280088,0.0444553,0,0,0.0196802,0,0,0.0225308,0.0568139,0.0481112,0.010296,0.0449364,0.0577795,0.0512719,0.0607105,0.0557476,0.0230185,0.0544285,0.0324235,0.0353608,0.0683697,0.0393831,0.00546754,0.0497934,0.0631748,0,0,0,0,0.0289082,0.044822,0,0.0289468,0.00571391,0,0,0
433,0,0,0,0,0,0,0.0420836,0.0300367,0,0,0,0.0263836,0,0.037723,0,0,0.0175529,0,0,0.0338994,0.045856,0.032273,0.0117852,0.0282349,0.0579034,0.0307644,0.0400493,0.042902,0.034989,0.0312718,0.031281,0.0165437,0.0196617,0.0503363,0.051607,0.0156386,0,0.0283646,0,0.0280619,0.0444612,0,0,0.0198747,0,0,0.0224518,0.0568407,0.048308,0.0103248,0.0446628,0.0576495,0.0510415,0.0607332,0.0557112,0.0231042,0.0546355,0.0327041,0.0358263,0.0686409,0.0393929,0.00536726,0.0497508,0.0632404,0,0,0,0,0.0288162,0.0466132,0,0.0289594,0.0056423,0,0,0
434,0,0,0,0,0,0,0.0418603,0.0300312,0,0,0,0.0263938,0,0.0376742,0,0,0.0175691,0,0,0.0339653,0.0456603,0.032171,0.0118993,0.0281759,0.0577521,0.030773,0.0398519,0.043037,0.0348894,0.0313541,0.031316,0.0166044,0.0197232,0.0502009,0.0515081,0.0156857,0,0.0282736,0,0.0280269,0.0443919,0,0,0.0199102,0,0,0.0223873,0.0568169,0.0484,0.0103245,0.0443709,0.0575331,0.0508602,0.0607277,0.0557884,0.0232151,0.0548431,0.032976,0.0361435,0.0688203,0.039398,0.00513914,0.0495168,0.0633276,0,0,0,0,0.0285998,0.0471754,0,0.0289079,0.00568138,0,0,0
435,0,0,0,0,0,0,0.0416929,0.0299567,0,0,0,0.0263966,0,0.0376553,0,0,0.0175838,0,0,0.0340559,0.0455662,0.0321411,0.0119403,0.0280528,0.0575575,0.0307358,0.0394452,0.0431527,0.0347289,0.0314402,0.0313164,0.0166641,0.0197605,0.0499091,0.0514482,0.0157824,0,0.0288037,0,0.0279407,0.0443099,0,0,0.0199871,0,0,0.0224199,0.0566849,0.0484361,0.0102841,0.044048,0.0574439,0.0505646,0.0607616,0.0559939,0.0232941,0.0550216,0.0331874,0.0362804,0.0689498,0.0393973,0.00508558,0.0495671,0.0634282,0,0,0,0,0.0284643,0.0466506,0,0.0288521,0.00556246,0,0,0
436,0,0,0,0,0,0,0.0415044,0.0299194,0,0,0,0.0264136,0,0.0375783,0,0,0.01757,0,0,0.0340067,0.0454416,0.0321852,0.0120026,0.0279145,0.0573325,0.0306319,0.0387831,0.0431801,0.0345171,0.0314892,0.0312789,0.0166881,0.0198711,0.0496195,0.0513933,0.0158268,0,0.0287301,0,0.0279068,0.0442631,0,0,0.0200769,0,0,0.0225457,0.056582,0.048475,0.0102642,0.0437034,0.0572528,0.0503089,0.0608726,0.0561967,0.0233862,0.0552392,0.0334726,0.0365038,0.0692565,0.0393248,0.00505421,0.0494629,0.0635948,0,0,0,0,0.0283291,0.0472362,0,0.0288353,0.00585407,0,0,0
437,0,0,0,0,0,0,0.0413134,0.0299528,0,0,0,0.0264328,0,0.0375016,0,0,0.0174949,0,0,0.0338992,0.0453054,0.0321849,0.0121942,0.0278322,0.057092,0.0305374,0.0383963,0.0430602,0.0344007,0.0314443,0.0312187,0.0168065,0.0200112,0.0494048,0.0513001,0.0158805,0,0.0288938,0,0.0278081,0.044263,0,0,0.0203075,0,0,0.022582,0.0564857,0.0483496,0.0101894,0.043318,0.056972,0.0500238,0.0609274,0.0563667,0.0235332,0.0553758,0.0337012,0.0366063,0.0694644,0.0393239,0.00509961,0.0490367,0.0635921,0,0,0,0,0.0282258,0.0473795,0,0.0288172,0.00615571,0,0,0
