Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LBR,RTHI
110,0.00282501,0.00844814,0,0,0,0.0600714,0.0287711,0.0305834,0.0058431,0,0,0,0.00496019,0,0.00152285,0.00292194,0.0302725,0.0317262,0.0106149,0.0133148,0,0,0.00563977,0.00734522,0.0110917,0.0122252,0.0129326,0.0315991,0.0157151,0.0134584,0.00605949,0.0232662,0,0.0719089,0,0.0058662,0.0210466,0.00196316,0.00846187,0.00773274,0.00849465,0.0049716,0.0109297,0,0,0.0129283,0,0.00861924,0.00634311,0.0676217,0.0162232,0.0234278,0.00639097,0.00161316,0.00568171,0.0299629,0.00594308,0.00513532,0.00537234,0.00785005,0.00685067,0.0128005,0.0103115,0.00650564,0.00395369,0.00257688,0.00768752,0.00879653,0,0,0,0,0.00409023
111,0.00267497,0.00853134,0,0,0,0.0574546,0.0287144,0.0294602,0.00585926,0,0,0,0.00497428,0,0.00170211,0.00298014,0.0306439,0.0320673,0.0105972,0.015826,0,0,0.00553881,0.00725239,0.0124614,0.0140654,0.0139299,0.0318289,0.0159821,0.0124205,0.00515213,0.0233954,0,0.0688554,0,0.00567646,0.0209987,0.00210164,0.00893719,0.00767359,0.00870793,0.00544873,0.0108911,0,0,0.0130546,0,0.00862576,0.00627169,0.0681611,0.0166957,0.0238672,0.00671498,0.00216434,0.00540188,0.030307,0.00590037,0.00499789,0.00601347,0.00794247,0.00731349,0.0137093,0.0117224,0.00661976,0.00386045,0.00242871,0.00781986,0.00861301,0,0,0,0,0.00410545
112,0.00291316,0.00875861,0,0,0,0.0546309,0.0286157,0.0284204,0.00604455,0,0,0,0.00441426,0,0.00166712,0.00271543,0.0311532,0.0330544,0.0106717,0.017948,0,0,0.00563613,0.00704627,0.0137182,0.0158153,0.0147502,0.032051,0.0162133,0.0117973,0.00475881,0.0236029,0,0.0657303,0,0.00510122,0.0209458,0.00212665,0.00946658,0.00759268,0.00879873,0.00588506,0.0111503,0,0,0.01391,0,0.00882453,0.00674792,0.0687296,0.0169745,0.0243329,0.00700672,0.00270084,0.0050394,0.0306649,0.00576719,0.0051568,0.00656181,0.00807687,0.00778653,0.0147309,0.0131286,0.00714955,0.0035472,0.002859,0.00810477,0.00887844,0,0,0,0,0.00408255
113,0.0029058,0.00890565,0,0,0,0.0515356,0.0285002,0.0275489,0.00624923,0,0,0,0.00407692,0,0.00154399,0.00258896,0.031695,0.0338306,0.0108135,0.0195141,0,0,0.00562497,0.00700138,0.0148697,0.0173563,0.0153409,0.0322674,0.0161724,0.0112996,0.00452735,0.0238559,0,0.0622878,0,0.00468168,0.0208951,0.00218555,0.0100294,0.00759694,0.00887642,0.00636995,0.0110768,0,0,0.0139354,0,0.00886873,0.00671791,0.0693953,0.0172809,0.0247592,0.0072618,0.00323968,0.00456902,0.0310119,0.00582797,0.00533709,0.00725085,0.0082654,0.0082732,0.0156199,0.0145422,0.00732908,0.00342588,0.00320585,0.00831926,0.00886887,0,0,0,0,0.00399277
114,0.00299473,0.00907686,0,0,0,0.048107,0.0283631,0.0264916,0.00633613,0,0,0,0.00404245,0,0.00138864,0.00259785,0.0322262,0.0341448,0.0109931,0.0205135,0,0,0.00569422,0.00709114,0.015706,0.0184639,0.0155039,0.0324714,0.0159686,0.0108341,0.00432782,0.0240213,0,0.0583172,0,0.0044807,0.0208238,0.00224944,0.0108543,0.00759189,0.0090331,0.0067835,0.0110183,0,0,0.0139351,0,0.00888655,0.00673087,0.0700761,0.0176579,0.0251042,0.00760184,0.00371569,0.00415621,0.0313697,0.00594416,0.0054771,0.00784465,0.00847561,0.00885807,0.0163265,0.0158652,0.00755894,0.00348784,0.00336621,0.00853498,0.00883063,0,0,0,0,0.00394635
115,0.00314244,0.00892502,0,0,0,0.0441568,0.0283761,0.0251089,0.00632783,0,0,0,0.00805831,0,0.00249748,0.00467748,0.0327316,0.0341125,0.0112532,0.0210815,0,0,0.00598309,0.00721637,0.0161085,0.019057,0.0152454,0.0327184,0.015666,0.0104149,0.00423347,0.0240991,0,0.0537803,0,0.00700357,0.0208176,0.00248611,0.0117526,0.00761532,0.00906885,0.00708909,0.0106261,0,0,0.0137708,0,0.00878645,0.00663892,0.0706784,0.0179674,0.0253542,0.00796738,0.00406138,0.00429651,0.031689,0.00601823,0.005621,0.00842512,0.00868527,0.00935282,0.0167842,0.0172674,0.00750662,0.00356135,0.00340352,0.00840061,0.00845299,0,0,0,0,0.00395277
116,0.00324834,0.00914678,0,0,0,0.0396519,0.0282057,0.0236406,0.00621904,0,0,0,0.00546655,0,0.00177037,0.00333745,0.033178,0.0333607,0.0116402,0.0213103,0,0,0.0057961,0.00749325,0.0162939,0.0193556,0.014737,0.0328026,0.0150864,0.0100049,0.00430669,0.023944,0,0.0485462,0,0.00493831,0.0206619,0.00269688,0.012575,0.00768417,0.00901406,0.00749337,0.0105893,0,0,0.0121585,0,0.00840476,0.00569851,0.0711864,0.0181689,0.025626,0.00796125,0.00448911,0.00348906,0.031994,0.00585189,0.0057841,0.00884347,0.00888626,0.00969566,0.0173421,0.0188759,0.00685448,0.00402066,0.00291283,0.00872288,0.00852492,0,0,0,0,0.00404227
117,0.00358723,0.00922672,0,0,0,0.0346225,0.0280928,0.0219236,0.00595524,0,0,0,0.00587427,0,0.00213649,0.0035234,0.0336353,0.0322797,0.0120583,0.0210837,0,0,0.00562182,0.00775086,0.0162,0.0192196,0.0138255,0.0328256,0.0143826,0.00956174,0.00421569,0.0235905,0,0.0428057,0,0.00488309,0.0206381,0.00272385,0.0135317,0.00761183,0.00894967,0.0077287,0.0106727,0,0,0.0124701,0,0.00847078,0.00582704,0.0715007,0.0183011,0.0257797,0.00807024,0.00462536,0.00330674,0.0322993,0.00575332,0.00612757,0.00929708,0.00912968,0.0100733,0.0178867,0.0202982,0.0070697,0.00404806,0.00174529,0.00885028,0.00864577,0,0,0,0,0.00394507
118,0.00395114,0.00915901,0,0,0,0.0290498,0.0279757,0.0196612,0.00559528,0,0,0,0.0066976,0,0.00271352,0.0039127,0.0339914,0.0306001,0.0125944,0.0202384,0,0,0.00558795,0.00791556,0.0156629,0.0185162,0.0125154,0.0328158,0.0135788,0.00911138,0.003945,0.0230543,0,0.0363813,0,0.0050676,0.0205413,0.00301782,0.0143613,0.00758614,0.00880528,0.00795089,0.0108028,0,0,0.0129262,0,0.00849002,0.00595857,0.0718186,0.0183938,0.0259066,0.00821927,0.00473641,0.00338406,0.032657,0.00561572,0.00639368,0.00971206,0.0094811,0.0104732,0.0182792,0.0216783,0.00730713,0.00404351,0.00175368,0.00881444,0.00878178,0,0,0,0,0.00370773
119,0.00433969,0.00944829,0,0,0,0.023019,0.0278126,0.0168999,0.00505297,0,0,0,0.00668861,0,0.0027646,0.00394217,0.0342124,0.0285371,0.0132524,0.0191419,0,0,0.0058327,0.00819151,0.0147146,0.0173699,0.0108914,0.0329136,0.0125378,0.00857342,0.00353044,0.022338,0,0.0293965,0,0.00451349,0.0204663,0.0031262,0.0152439,0.0075665,0.00873954,0.00806662,0.0112287,0,0,0.0143417,0,0.00879335,0.00675158,0.0720942,0.0183459,0.0261183,0.00849327,0.00491512,0.00310637,0.0330809,0.00545791,0.00673536,0.00994425,0.00979648,0.0109363,0.0186765,0.0228248,0.00827448,0.00390987,0.00222956,0.00916726,0.00916367,0,0,0,0,0.00372031
120,0.00459807,0.00940049,0,0,0,0.0170443,0.0277356,0.0137364,0.00425327,0,0,0,0.00723095,0,0.00274514,0.00426326,0.0342553,0.0260315,0.0139398,0.0174591,0,0,0.00591951,0.00846883,0.0133804,0.0158812,0.009061,0.0331231,0.0111396,0.00795081,0.00321098,0.0214989,0,0.0223347,0,0.00433682,0.0204892,0.00285658,0.0161968,0.00767564,0.00860446,0.00810309,0.0113954,0,0,0.014456,0,0.00881466,0.00666163,0.0723574,0.0180407,0.0262344,0.00874851,0.00513658,0.00321855,0.0335289,0.00525116,0.00719668,0.0102494,0.010058,0.0113379,0.0190957,0.0240627,0.00856587,0.00406367,0.00259518,0.00918026,0.00946788,0,0,0,0,0.00366151
121,0.00490292,0.00934071,0,0,0,0.0121208,0.0277002,0.0107089,0.00332817,0,0,0,0.0080537,0,0.0027362,0.00469016,0.0340775,0.0236266,0.0146156,0.0154602,0,0,0.0059691,0.00876153,0.0117621,0.0143381,0.00741655,0.033412,0.00953131,0.00723036,0.00329327,0.0205442,0,0.0160852,0,0.00439097,0.0205486,0.00233853,0.0172064,0.00776141,0.00841533,0.00808877,0.0115648,0,0,0.0145777,0,0.00889375,0.00659628,0.0725634,0.0177627,0.0262475,0.00880203,0.00541191,0.00342139,0.0339781,0.0048318,0.00755189,0.0106576,0.0103152,0.0116059,0.0194868,0.0253908,0.00888247,0.00422303,0.0024607,0.00918053,0.00965805,0,0,0,0,0.00449911
122,0.00549617,0.00874607,0,0,0,0.0109112,0.0276771,0.00936918,0.00238286,0,0,0,0.012067,0,0.00403544,0.00638281,0.033667,0.0221297,0.0153564,0.013527,0,0,0.00630667,0.00825424,0.0100069,0.0128839,0.00683862,0.0338397,0.00796356,0.00656164,0.00383975,0.0196253,0,0.0128719,0,0.00740466,0.0204911,0.00279227,0.0180948,0.00766312,0.00827472,0.00797536,0.0117001,0,0,0.0146719,0,0.00881443,0.006475,0.0726949,0.0177121,0.0261263,0.00874883,0.00562536,0.00453823,0.0343169,0.00465835,0.0078349,0.0110515,0.0105432,0.0117066,0.0199266,0.0266666,0.00900344,0.00417729,0.00215626,0.00858273,0.00986959,0,0,0,0,0.00456778
123,0.00568834,0.00857068,0,0,0,0.013857,0.027367,0.0104288,0.00154714,0,0,0,0.0109915,0,0.00361488,0.00603619,0.0331691,0.0217527,0.0161907,0.0119284,0,0,0.00655436,0.00926133,0.00854105,0.0120023,0.00779605,0.0344587,0.00658673,0.0058475,0.00415805,0.0189554,0,0.0138109,0,0.00584902,0.0203096,0.00340099,0.0189609,0.00773907,0.00811747,0.00794624,0.0118799,0,0,0.0130666,0,0.00839816,0.00549972,0.0727228,0.0174743,0.0260034,0.00879954,0.00568585,0.00461752,0.0344934,0.00479943,0.00812372,0.0113888,0.0107283,0.0116159,0.0203314,0.027908,0.00832982,0.00464003,0.0027215,0.00855197,0.0101849,0,0,0,0,0.00402692
124,0.006113,0.00852528,0,0,0,0.018009,0.027166,0.0122492,0.00133352,0,0,0,0.012429,0,0.00391851,0.00669035,0.0327918,0.0217234,0.0170538,0.0110753,0,0,0.00710471,0.00957903,0.00773641,0.0127205,0.00995889,0.035338,0.0057192,0.00515485,0.00438752,0.0186716,0,0.0168028,0,0.00656328,0.0202647,0.00366154,0.0198634,0.007743,0.00792839,0.00790486,0.0121847,0,0,0.0133662,0,0.00854359,0.00569213,0.0727797,0.0172096,0.02588,0.00910628,0.0057947,0.00490698,0.0345826,0.0049191,0.00857204,0.0116727,0.010847,0.0118168,0.0205335,0.0291778,0.00867011,0.00457967,0.00282671,0.00862556,0.0106192,0,0,0,0,0.004147
125,0.00641419,0.00893191,0,0,0,0.0220609,0.0269596,0.0139991,0.0018325,0,0,0,0.0131861,0,0.00403519,0.00709659,0.0327098,0.0221847,0.0178528,0.0112751,0,0,0.00781419,0.0101644,0.00782771,0.014307,0.0127446,0.0364448,0.005454,0.00481211,0.00477637,0.0186936,0,0.020093,0,0.00661949,0.020279,0.00368326,0.0208771,0.00765017,0.0078631,0.00795064,0.0125408,0,0,0.0148839,0,0.00908204,0.00663803,0.0730935,0.0174556,0.0258939,0.0092471,0.00608186,0.00474361,0.0347187,0.0050033,0.00911587,0.0118401,0.0109091,0.012221,0.020751,0.0304356,0.00968968,0.00421724,0.0026036,0.00920811,0.0109798,0,0,0,0,0.00474731
126,0.00679753,0.00902656,0,0,0,0.0243365,0.0268186,0.0149126,0.00252432,0,0,0,0.0141786,0,0.00430834,0.00763308,0.0325536,0.022469,0.0186875,0.0118688,0,0,0.00861071,0.0108182,0.00843648,0.0158257,0.0154037,0.0376851,0.0055844,0.0049316,0.0052797,0.0189712,0,0.0222669,0,0.00682873,0.0203409,0.00321472,0.0218131,0.00764075,0.00767664,0.00806836,0.012798,0,0,0.0150162,0,0.00919457,0.00668805,0.0734453,0.0175187,0.0258641,0.00914362,0.00636732,0.00503376,0.0348286,0.00517498,0.00942905,0.0116874,0.0109091,0.0123076,0.0206986,0.0316414,0.00991213,0.00419941,0.00260024,0.00949105,0.0114237,0,0,0,0,0.00492303
127,0.00718847,0.0092291,0,0,0,0.0251073,0.0266577,0.0154149,0.00325176,0,0,0,0.0150543,0,0.00485116,0.00814814,0.032469,0.0227547,0.0194575,0.0130895,0,0,0.009336,0.0114219,0.00928729,0.0173165,0.0176454,0.0389081,0.00600752,0.00549439,0.00581082,0.0193893,0,0.0232568,0,0.00702666,0.0202666,0.00342268,0.0226856,0.00761377,0.00734826,0.00829763,0.0129614,0,0,0.0149692,0,0.00924885,0.00670613,0.0738645,0.0173637,0.0258468,0.00857855,0.00661626,0.00536672,0.0349272,0.00523075,0.0094645,0.0113067,0.0108945,0.0120233,0.0203122,0.0327346,0.0101054,0.00431087,0.00250039,0.00986355,0.0118882,0,0,0,0,0.00551287
128,0.00785208,0.00916018,0,0,0,0.0243951,0.0267016,0.0155512,0.0038562,0,0,0,0.0189928,0,0.00620781,0.00975512,0.0325163,0.0232532,0.0201094,0.0146925,0,0,0.00999425,0.0105339,0.0100854,0.0184803,0.0193401,0.0401153,0.00661513,0.00633753,0.00613677,0.0200957,0,0.0230217,0,0.00991336,0.020333,0.00318011,0.0232667,0.00755292,0.00735191,0.00857833,0.0132255,0,0,0.0148915,0,0.00928858,0.00666484,0.0744846,0.0174836,0.0258871,0.00784536,0.00682619,0.00632657,0.0349854,0.00528945,0.00954047,0.0111596,0.0107394,0.0118216,0.0200729,0.03355,0.0102139,0.00418183,0.00227035,0.00984676,0.0123806,0,0,0,0,0.00649081
129,0.00756508,0.00997792,0,0,0,0.0234157,0.0264117,0.0160603,0.0044693,0,0,0,0.0165949,0,0.00558097,0.00903394,0.0326127,0.0246945,0.0206609,0.0162511,0,0,0.0102146,0.0127091,0.0106363,0.0191331,0.0203203,0.0413545,0.0073066,0.00720207,0.00661135,0.0208878,0,0.0226594,0,0.00735333,0.0202665,0.00304075,0.0234554,0.00768959,0.00757638,0.00910673,0.0130278,0,0,0.010954,0,0.00853303,0.00485485,0.0753586,0.017791,0.026165,0.00683816,0.00719475,0.00592418,0.0351588,0.00528753,0.00956801,0.0112067,0.0104116,0.0117149,0.0198516,0.0341393,0.00854361,0.00518091,0.00311955,0.0109946,0.0123384,0,0,0,0,0.00663392
130,0.00776504,0.0103225,0,0,0,0.0226022,0.0263204,0.016462,0.00477335,0,0,0,0.0174856,0,0.00600544,0.00949329,0.0329232,0.0258543,0.0208981,0.0174289,0,0,0.0103563,0.0130761,0.0106709,0.0190991,0.0204814,0.0420437,0.0078453,0.0078259,0.00687748,0.0213374,0,0.0226005,0,0.00774443,0.0201777,0.00320376,0.0232234,0.00772821,0.00797183,0.00946788,0.0131515,0,0,0.0111709,0,0.00867098,0.00497343,0.0761816,0.0183108,0.026398,0.00570077,0.00744756,0.00613747,0.0354581,0.00539341,0.00914361,0.01123,0.00991695,0.01158,0.0194701,0.034301,0.00867913,0.00550921,0.00314205,0.0114797,0.0124269,0,0,0,0,0.00662715
131,0.00800838,0.0106033,0,0,0,0.0211132,0.0262193,0.0161198,0.00490472,0,0,0,0.0184228,0,0.0062706,0.0099195,0.0331514,0.0259847,0.0208828,0.0179142,0,0,0.0103375,0.013435,0.0102877,0.0184968,0.0199995,0.0421615,0.00804727,0.00812619,0.00691375,0.0215189,0,0.0219013,0,0.00819817,0.0201742,0.00343832,0.0227111,0.00770674,0.00841296,0.00974487,0.0132476,0,0,0.0113354,0,0.00879226,0.00512182,0.0768506,0.0187502,0.026665,0.00468471,0.00763183,0.00639911,0.0358594,0.00562035,0.0085622,0.0110439,0.00923367,0.0114566,0.019051,0.0340942,0.0088737,0.00575998,0.00315228,0.0118708,0.0125648,0,0,0,0,0.00672755
132,0.00824598,0.0109271,0,0,0,0.0195203,0.0260944,0.0152375,0.0049017,0,0,0,0.0195583,0,0.00649902,0.0103706,0.0332671,0.0255137,0.0207202,0.0177688,0,0,0.0101317,0.0137729,0.00957098,0.0175469,0.019123,0.0419493,0.00792977,0.00809561,0.00668496,0.021504,0,0.0208909,0,0.00873934,0.0202445,0.0035986,0.0218064,0.00760988,0.00892548,0.00998817,0.0132467,0,0,0.0114152,0,0.00889302,0.00529646,0.0773998,0.018998,0.0269816,0.00401272,0.00775679,0.00665898,0.0362769,0.0059045,0.00794035,0.0108169,0.00862189,0.0113153,0.0186708,0.0336607,0.00909752,0.00592317,0.00304637,0.0123187,0.0126451,0,0,0,0,0.00677039
133,0.00845813,0.0112745,0,0,0,0.0181942,0.0259954,0.0143188,0.00478159,0,0,0,0.0205969,0,0.00681073,0.0107758,0.0333021,0.0249088,0.0204643,0.0170004,0,0,0.00977051,0.0140824,0.00858323,0.0163113,0.017805,0.0415438,0.0075299,0.00771692,0.00628081,0.0213185,0,0.0199789,0,0.00925045,0.0202169,0.00346258,0.0206924,0.00750779,0.00951561,0.0101601,0.0132052,0,0,0.0114644,0,0.00902333,0.00554247,0.0778441,0.0195105,0.0272821,0.00398615,0.00788234,0.00682966,0.0366465,0.00636302,0.00707016,0.010653,0.00806504,0.0111881,0.0183142,0.0331059,0.009293,0.00597749,0.00286651,0.0127258,0.0127699,0,0,0,0,0.00671214
134,0.00872781,0.011584,0,0,0,0.0166609,0.0260137,0.0131081,0.00463724,0,0,0,0.0214786,0,0.00704571,0.0110359,0.0332746,0.0240121,0.0201809,0.0156894,0,0,0.00940303,0.0144347,0.00755309,0.0148194,0.0160574,0.0409845,0.00703545,0.0071329,0.00594763,0.0210707,0,0.0185484,0,0.00961828,0.0202846,0.00327139,0.0196207,0.00743157,0.0101462,0.0102939,0.0131363,0,0,0.0116668,0,0.00926162,0.00581292,0.0783027,0.0203039,0.0274753,0.00514502,0.00800878,0.00698302,0.0369503,0.00688607,0.00613708,0.0105916,0.00743072,0.010788,0.0176835,0.0328154,0.00952691,0.00580965,0.00267318,0.0130319,0.012971,0,0,0,0,0.00646492
135,0.00855031,0.0118932,0,0,0,0.0164319,0.0258907,0.0125821,0.00453357,0,0,0,0.0203326,0,0.00682122,0.0108033,0.0334122,0.0234745,0.0198367,0.0142119,0,0,0.00905774,0.0157851,0.00634199,0.0130128,0.0140763,0.0405193,0.00669391,0.00639733,0.00552579,0.0206892,0,0.0178927,0,0.00863226,0.0201726,0.003549,0.0186138,0.00760889,0.0108343,0.0104737,0.0126599,0,0,0.0108518,0,0.00922431,0.00536055,0.07861,0.020737,0.0278489,0.00750362,0.0081832,0.00702768,0.0373735,0.00766431,0.00535726,0.0106792,0.00674645,0.0102242,0.0168853,0.032669,0.00909014,0.00581854,0.00262621,0.0134329,0.012866,0,0,0,0,0.00610569
136,0.0086932,0.0117941,0,0,0,0.0151609,0.0258984,0.0126236,0.0046453,0,0,0,0.0207587,0,0.00694255,0.0109458,0.0334591,0.0221646,0.0197181,0.0125795,0,0,0.00901782,0.0160772,0.00514736,0.0110926,0.0121191,0.0403953,0.00691311,0.00626423,0.00547452,0.0206026,0,0.0171054,0,0.00881476,0.0201697,0.00372803,0.0181269,0.0077554,0.0113388,0.0106794,0.0124914,0,0,0.0110894,0,0.00939045,0.00521403,0.07906,0.0208262,0.028254,0.0102955,0.00834084,0.0070794,0.0377457,0.008691,0.0051207,0.0108144,0.00590115,0.00953726,0.0159772,0.0326809,0.00914058,0.00512833,0.00232945,0.0133932,0.013024,0,0,0,0,0.00576188
137,0.00878713,0.0116125,0,0,0,0.0138259,0.025794,0.0139091,0.00515315,0,0,0,0.0214107,0,0.00713455,0.0112329,0.0336362,0.0190808,0.0200235,0.0120694,0,0,0.00893425,0.0161291,0.00408534,0.00957436,0.0109449,0.0411107,0.00792979,0.00718293,0.00561551,0.0207002,0,0.0176774,0,0.00918501,0.0201609,0.00365736,0.0180262,0.007422,0.0116512,0.0110099,0.0126057,0,0,0.0110055,0,0.00946346,0.0050221,0.0797341,0.0204591,0.0288666,0.0130278,0.00856101,0.00722454,0.0380883,0.00995529,0.0057624,0.0110151,0.00506317,0.00874001,0.0150122,0.0327017,0.00914765,0.00426034,0.00244235,0.0132453,0.0131934,0,0,0,0,0.00552538
138,0.00877256,0.0111442,0,0,0,0.0127504,0.0256274,0.0134765,0.0061217,0,0,0,0.0223841,0,0.00749392,0.0117139,0.0339863,0.014694,0.0205202,0.0133663,0,0,0.00850205,0.0158621,0.00323933,0.00875971,0.010798,0.0419931,0.00844058,0.00789009,0.00537622,0.020459,0,0.0185954,0,0.00974736,0.0200894,0.00394427,0.0181706,0.00721365,0.0121271,0.0115618,0.0128157,0,0,0.0114843,0,0.00955181,0.00496146,0.0806962,0.0201151,0.0296213,0.0155947,0.00901874,0.00729194,0.0384024,0.0113604,0.00624823,0.0109313,0.00444799,0.00766586,0.0137447,0.0328134,0.00937152,0.0036597,0.00329964,0.0128098,0.0133694,0,0,0,0,0.0053309
139,0.00850631,0.0107917,0,0,0,0.0102536,0.0255369,0.0113381,0.00703723,0,0,0,0.0236008,0,0.00781558,0.0122755,0.0342154,0.0120692,0.0207296,0.0147062,0,0,0.00756532,0.0152304,0.00262409,0.00847838,0.0109449,0.0421982,0.00702531,0.00659151,0.00493292,0.0197373,0,0.016292,0,0.0105399,0.0201051,0.00392277,0.0188429,0.0073096,0.0124069,0.0121892,0.0126642,0,0,0.0113689,0,0.00955007,0.00474714,0.0817927,0.0191525,0.0304569,0.0183106,0.00973736,0.00736936,0.0389287,0.0129448,0.00689149,0.0109222,0.00404777,0.00650164,0.0124507,0.0325542,0.00929922,0.00376699,0.00351169,0.0124114,0.0132621,0,0,0,0,0.00518646
140,0.00848764,0.00998493,0,0,0,0.00763431,0.0253603,0.0101824,0.00739196,0,0,0,0.0246462,0,0.00797687,0.0128576,0.0341276,0.012284,0.0203313,0.0138568,0,0,0.00671501,0.0148089,0.0021712,0.00782649,0.0104981,0.0418702,0.0049356,0.0044912,0.0049151,0.0190109,0,0.0129591,0,0.0112834,0.0201804,0.00414555,0.018794,0.00753069,0.0123435,0.012408,0.0123067,0,0,0.0140643,0,0.00990412,0.00584032,0.0825624,0.0178301,0.031125,0.0211539,0.010253,0.00775765,0.0398412,0.0148805,0.00802105,0.0111866,0.00379384,0.00548892,0.0115114,0.0322261,0.0103733,0.00341928,0.00260714,0.0113326,0.0128986,0,0,0,0,0.00511546
141,0.00875932,0.00952505,0,0,0,0.00701257,0.0251286,0.00965943,0.00717811,0,0,0,0.0222212,0,0.00771343,0.0123174,0.0335631,0.0132645,0.0196303,0.011837,0,0,0.00610268,0.016897,0.0014953,0.00641442,0.00901173,0.0412225,0.00414922,0.00410016,0.00518,0.0185896,0,0.0116381,0,0.0095844,0.0201049,0.00451776,0.0201749,0.00764344,0.0121009,0.012257,0.011969,0,0,0.0132081,0,0.00959299,0.00541607,0.0832571,0.0163339,0.0313836,0.0238306,0.0104499,0.00839995,0.0405732,0.016859,0.00946027,0.0112995,0.00328201,0.00416534,0.0106582,0.0327571,0.00996909,0.00397927,0.00300533,0.0106643,0.0124927,0,0,0,0,0.00454276
142,0.00831962,0.00911277,0,0,0,0.00566902,0.0251515,0.00956792,0.00545817,0,0,0,0.0219295,0,0.00767256,0.0120098,0.0323443,0.0141265,0.0187548,0.0107216,0,0,0.00695373,0.016689,0.00125396,0.00401083,0.00646964,0.0408178,0.00483893,0.00486622,0.00520165,0.0186867,0,0.01301,0,0.00952302,0.0202172,0.00438066,0.0154662,0.00765959,0.0254349,0.0107951,0.0109155,0,0,0.0133295,0,0.00987411,0.00567933,0.0804896,0.0306493,0.0337213,0.00662563,0.0105877,0.00785125,0.0363487,0.00775393,0.00267687,0.0130359,0.0125279,0.0152155,0.0148294,0.0231202,0.0102565,0.00404216,0.0029118,0.00998021,0.0113613,0,0,0,0,0.00374365
143,0.00844932,0.00893927,0,0,0,0.00792771,0.025308,0.0109291,0.0058743,0,0,0,0.0222046,0,0.00770298,0.0119759,0.0323783,0.0160075,0.0182977,0.0105245,0,0,0.00536172,0.0170088,0.00166121,0.00340662,0.00444665,0.0402109,0.00445195,0.00565641,0.0058571,0.0185008,0,0.0121252,0,0.00960825,0.0202712,0.00436473,0.0214998,0.00769388,0.0127126,0.0107691,0.0112786,0,0,0.0133154,0,0.0101116,0.00556614,0.0833365,0.0153886,0.0312137,0.0282393,0.00992614,0.00787214,0.04083,0.0192888,0.0118068,0.0110323,0.00339483,0.00379829,0.0107181,0.0332511,0.0101097,0.00368033,0.00237573,0.00985067,0.0119976,0,0,0,0,0.00307045
144,0.00816374,0.00866465,0,0,0,0.00833555,0.0255167,0.0120537,0.00546248,0,0,0,0.0219301,0,0.00771909,0.0116823,0.0319275,0.0172727,0.0178488,0.0110064,0,0,0.00513893,0.0170502,0.00230408,0.00276242,0.00377852,0.0401884,0.00390535,0.0063512,0.00639563,0.0181949,0,0.0114811,0,0.00945449,0.0203199,0.00395634,0.0221101,0.00765493,0.013171,0.00962802,0.0109162,0,0,0.0129845,0,0.0103972,0.00540182,0.0831039,0.0158993,0.0310372,0.0288468,0.00935569,0.00724681,0.0403903,0.0195796,0.0125501,0.0112364,0.00385234,0.00366945,0.0109975,0.0328842,0.00977685,0.00313003,0.00191909,0.00943339,0.0118867,0,0,0,0,0.00279331
145,0.00785047,0.00846347,0,0,0,0.0099154,0.025725,0.0134686,0.00546047,0,0,0,0.0216408,0,0.00772859,0.0114122,0.0315692,0.0186767,0.017561,0.0117538,0,0,0.0049296,0.016909,0.00260353,0.00219735,0.00417333,0.0402685,0.00305263,0.00748727,0.00702406,0.0174729,0,0.011502,0,0.00927179,0.0203265,0.00371892,0.0226923,0.00750791,0.0139652,0.00856783,0.0104667,0,0,0.012585,0,0.0106413,0.00521405,0.0826924,0.0174384,0.0307972,0.0290729,0.00874579,0.00652504,0.0395349,0.0197914,0.0133306,0.0112998,0.00455373,0.00309324,0.0113574,0.0328213,0.00935296,0.0023217,0.00142068,0.0090662,0.0117653,0,0,0,0,0.0028862
146,0.00741156,0.00840034,0,0,0,0.01174,0.0260236,0.0148362,0.00573342,0,0,0,0.0208408,0,0.00769669,0.0109439,0.0314016,0.0197356,0.0173082,0.0123916,0,0,0.00477945,0.0164834,0.00269924,0.00243866,0.00525616,0.0402676,0.002399,0.00892898,0.00752263,0.0165378,0,0.0120382,0,0.00867887,0.020302,0.00377853,0.022071,0.00725601,0.014414,0.00771334,0.0100956,0,0,0.0119162,0,0.0107605,0.00500003,0.0819682,0.0193954,0.0304087,0.0298288,0.00812009,0.00581315,0.0387816,0.0205429,0.0143818,0.0113213,0.00461155,0.00348323,0.0122428,0.0311583,0.00894913,0.0016657,0.000889776,0.00882599,0.011481,0,0,0,0,0.00324677
