Timestep,C7,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,CLAV,,REAR,RASI,LEAR,x74
31,0.0288929,0,0,0,0,0,0,0.0366017,0,0.0289075,0.0607723,0,0.0146484,0,0,0.0455008,0.0390603,0.0316187,0.0311602,0.0198505,0.0485039,0.0435896,0.026705,0.0508084,0.04686,0.0244054,0.0327749,0.0351371,0.0209376,0.0284728,0.0234759,0.0445938,0.0121735,0.0146224,0.0408448,0,0.0228566,0.0279635,0,0.0269879,0,0,0.0306138,0.0587453,0.0357774,0.0148729,0.0172764,0.0474395,0.0606858,0,0.0669454,0.0610605,0.0398545,0.0558636,0.0359061,0.0413172,0.0650825,0.0116025,0.030193,0.00753208,0.0166064,0.0562722,0.0632163,0,0,0,0,0,0,0,0.0660971,0,0,0.0653604,0,0
32,0.028498,0,0,0,0,0,0,0.0370184,0,0.0285846,0.0605544,0,0.0147346,0,0,0.0452151,0.0382532,0.0319983,0.031004,0.0191303,0.0475663,0.0432774,0.0259572,0.0504338,0.0468574,0.0247092,0.0327072,0.0348179,0.020612,0.028292,0.0219733,0.0450613,0.0122682,0.0145218,0,0,0.026163,0.0279608,0,0.0263114,0,0,0.0304286,0.0590213,0.0371731,0.0147284,0.0153836,0.0470675,0.0601278,0,0.0671699,0.061155,0.0396254,0.0549648,0.0352551,0.0395283,0.06338,0.0151658,0.0308728,0.00753046,0.0166023,0.0559618,0.0633296,0,0,0,0,0,0,0,0.0659628,0,0,0.0651318,0,0
33,0.0281141,0,0,0,0,0,0,0.0380233,0,0.0280326,0.0603607,0,0.0148894,0,0,0.0449962,0.0379692,0.0321963,0.0309402,0.0188852,0.0466829,0.0429606,0.0253051,0.049958,0.0472412,0.0253065,0.0331404,0.0352361,0.0206389,0.0280307,0.0198546,0.0454419,0.0122586,0.0144794,0,0,0.0260538,0.0279106,0,0.0256199,0,0,0.0304234,0.0591429,0.0371157,0.0142566,0.0152158,0.0466693,0.0594994,0,0.0670943,0.0610657,0.0395842,0.0550483,0.035269,0.0395711,0.0635081,0.0151462,0.0315754,0.00777091,0.0164877,0.0558407,0.063253,0,0,0,0,0,0,0,0.065806,0,0,0.0648058,0,0
34,0.0276784,0,0,0,0,0,0,0.0394187,0,0.0274865,0.0599047,0,0.0150715,0,0,0.0448336,0.0383629,0.0322009,0.0307783,0.0191225,0.0460551,0.0426247,0.0251755,0.0495555,0.0476782,0.0257765,0.0335754,0.0358522,0.0207865,0.0278107,0.0178151,0.0457813,0.0122479,0.014441,0.0412275,0,0.0225387,0.0279041,0,0.0248836,0,0,0.0305211,0.0590245,0.0357927,0.0136838,0.0167454,0.046366,0.0588626,0,0.0668808,0.0608907,0.0397749,0.0560747,0.035961,0.041433,0.0654877,0.0114315,0.0323563,0.0079919,0.0164784,0.055473,0.0632223,0,0,0,0,0,0,0,0.0655937,0,0,0.0644851,0,0
35,0.0272616,0,0,0,0,0,0,0.0405072,0,0.0273181,0.0600592,0,0.0152268,0,0,0.0446098,0.0390198,0.0320801,0.0305077,0.019514,0.0454636,0.0421366,0.0253844,0.0494386,0.0478955,0.0258864,0.0337726,0.0359834,0.0209795,0.0277338,0.0167539,0.0462403,0.0122329,0.014388,0.0409628,0,0.0224555,0.0279744,0,0.0242407,0,0,0.0305763,0.0592331,0.0357614,0.0133427,0.0167009,0.0461101,0.0584535,0,0.0667494,0.0608149,0.0396236,0.0560869,0.0361305,0.0413566,0.0655574,0.011513,0.033337,0.00838736,0.0165844,0.0550095,0.0632528,0,0,0,0,0,0,0,0.0653375,0,0,0.0642934,0,0
36,0.0268607,0,0,0,0,0,0,0.041085,0,0.0273524,0.060476,0,0.0154146,0,0,0.0442728,0.0396273,0.0317253,0.0302514,0.0196607,0.0451266,0.0416232,0.0256569,0.0493652,0.0478454,0.0258833,0.0338293,0.0360198,0.0211877,0.0277796,0.0161702,0.046748,0.0121978,0.0142742,0.0407114,0,0.0224513,0.0280526,0,0.0237718,0,0,0.030492,0.0593975,0.0356488,0.0130223,0.016669,0.0458117,0.058127,0,0.0666414,0.0607138,0.0394921,0.0561503,0.036187,0.0413684,0.0656062,0.0116714,0.0342301,0.00855773,0.0163452,0.054539,0.0633043,0,0,0,0,0,0,0,0.0650112,0,0,0.0642313,0,0
37,0.0267047,0,0,0,0,0,0,0.0442271,0,0.027568,0.0604681,0,0.0156109,0,0,0.0440081,0.043372,0.0316083,0.0279354,0.019805,0.0449492,0.0416671,0,0.0499753,0.0480884,0.0275309,0.0331841,0.035303,0.0203046,0.0279009,0.011197,0.046876,0.012083,0.0142128,0,0,0.0269835,0.0278716,0,0.0233775,0,0,0.0304961,0.0589976,0.0419503,0.0165658,0.0145845,0.0445737,0.0580044,0,0.07055,0.0652756,0.0409385,0.0511508,0.0323372,0.0360594,0.0598638,0.017939,0.0347338,0.00864459,0.0164017,0.0540647,0.06285,0,0,0,0,0,0,0,0.0640869,0,0,0,0,0
38,0.026063,0,0,0,0,0,0,0.0414605,0,0.0274704,0.0611781,0,0.0159342,0,0,0.0434767,0.0395871,0.031419,0.0298777,0.0194481,0.0450066,0.0403639,0.0272406,0.0489232,0.047625,0.0258573,0.0338364,0.0361003,0.0214127,0.0277771,0.0156454,0.0475997,0.0120005,0.0141531,0.0397343,0,0.0225126,0.0282089,0,0.0227492,0,0,0.0303081,0.0596939,0.035522,0.0121071,0.0168628,0.0451957,0.0578899,0,0.0664814,0.0606751,0.0393045,0.0563105,0.0360493,0.0416432,0.0657562,0.0121208,0.0355847,0.00900308,0.0161084,0.0534972,0.0633129,0,0,0,0,0,0,0,0.0639595,0,0,0.0643742,0,0
39,0.0256125,0,0,0,0,0,0,0.0417107,0,0.0274348,0.0612391,0,0.0162858,0,0,0.0430571,0.0392183,0.0314643,0.0298583,0.0193365,0.0450957,0.0397644,0.0291279,0.0485634,0.0477329,0.0260013,0.0338965,0.0364008,0.021456,0.0278251,0.0156701,0.0480543,0.0118947,0.0140918,0.0403436,0,0.0225187,0.0282529,0,0.0222061,0,0,0.0300766,0.0597349,0.0356014,0.0115785,0.0169821,0.0450026,0.057765,0,0.0664714,0.0606073,0.0391728,0.0563653,0.0360886,0.0419322,0.0658441,0.011879,0.0361718,0.00933583,0.0157645,0.0530384,0.0633137,0,0,0,0,0,0,0,0.063374,0,0,0.0644665,0,0
40,0.0251508,0,0,0,0,0,0,0.0420514,0,0.0274001,0.0610415,0,0.0166783,0,0,0.0425835,0.0388969,0.0313657,0.0299345,0.0192993,0.0450366,0.0392156,0.028837,0.0483704,0.0477864,0.0260388,0.0341026,0.0370275,0.0214771,0.0279517,0.015391,0.0486388,0.0118506,0.0138826,0.0404096,0,0.0225179,0.0281725,0,0.0217591,0,0,0.0298387,0.0597064,0.0355449,0.0110993,0.0170829,0.044806,0.0573768,0,0.0665051,0.0605465,0.039121,0.0564207,0.0361892,0.0420777,0.0658833,0.01191,0.0366853,0.00963683,0.0153995,0.0526526,0.0633128,0,0,0,0,0,0,0,0.0627812,0,0,0.0645766,0,0
41,0.0246533,0,0,0,0,0,0,0.041836,0,0.0276168,0.0608596,0,0.0170172,0,0,0.0421123,0.0387164,0.0314005,0.029946,0.0192983,0.0449114,0.0386635,0.0299728,0.0481045,0.0478984,0.0261387,0.0343601,0.0372983,0.0215253,0.0280667,0.0154339,0.0491705,0.0115947,0.0140008,0.0403248,0,0.022587,0.0281416,0,0.0212541,0,0,0.0297313,0.0597819,0.0354914,0.0106317,0.0171897,0.0447272,0.0570502,0,0.0663355,0.060536,0.0391869,0.0563613,0.0361639,0.042185,0.0658747,0.0119089,0.0372163,0.00922583,0.0161087,0.0522774,0.063438,0,0,0,0,0,0,0,0.0621703,0,0,0.0647919,0,0
42,0.0241328,0,0,0,0,0,0,0.0415984,0,0.0278078,0.0606337,0,0.0174921,0,0,0.0416712,0.0385088,0.0315637,0.0298902,0.0194101,0.0446161,0.0381461,0.0300971,0.0479499,0.0478723,0.0261407,0.0343763,0.0373605,0.0215462,0.0281786,0.0154211,0.0496983,0.0115292,0.0139318,0.0404437,0,0.0226535,0.0281964,0,0.0208839,0,0,0.0296528,0.0598733,0.0354272,0.0102004,0.0172189,0.0446433,0.0566187,0,0.066289,0.0605169,0.0393079,0.0563496,0.0361495,0.0422043,0.0658743,0.0118077,0.037656,0.00943076,0.0162031,0.0519782,0.0635214,0,0,0,0,0,0,0,0.0617155,0,0,0.0649125,0,0
43,0.0242101,0,0,0,0,0,0,0.0426914,0,0.0275176,0.0614566,0,0.0181886,0,0,0.0411582,0.0382961,0.0314462,0.0307026,0.0208778,0.043435,0.0372327,0,0.0496055,0.0472779,0.0246053,0.0341,0.0370689,0.0209255,0.0280651,0.0130242,0.0504363,0.0114015,0.0138631,0.0426981,0,0.0230646,0.0281774,0,0.0203163,0,0,0.0295992,0.0604123,0.0366687,0.0113585,0.0188596,0.0444191,0.0557402,0,0.0680611,0.0622706,0,0.0547374,0.0349267,0.0408251,0.0639928,0.0122261,0.038169,0.00968391,0.0162021,0.0521002,0.0629286,0,0,0,0,0,0,0,0.06158,0,0,0.0660202,0,0
44,0.0232625,0,0,0,0,0,0,0.0422607,0,0.0278497,0.0603295,0,0.0186182,0,0,0.0408587,0.0380939,0.0313903,0.0297652,0.019663,0.0435857,0.037402,0.0263286,0.0481799,0.0474375,0.0262074,0.0342475,0.0375926,0.0214821,0.0283474,0.0146479,0.0507239,0.0113398,0.0138536,0.0395827,0,0.0226266,0.0282818,0,0.0199856,0,0,0.0296295,0.05998,0.035325,0.00935891,0.0173487,0.0444341,0.0551608,0,0.0660297,0.0604409,0.0393077,0.0564469,0.0362427,0.0421547,0.0660217,0.012115,0.0384843,0.00996002,0.0162646,0.0518112,0.0634109,0,0,0,0,0,0,0,0.0611875,0,0,0.0648927,0,0
45,0.0228832,0,0,0,0,0,0,0.0426845,0,0.0278149,0.0601309,0,0.0191848,0,0,0.0405081,0.0378621,0.0313787,0.0295859,0.0197516,0.0431244,0.0371585,0.0251643,0.0482699,0.0472019,0.0262945,0.0342883,0.0376779,0.0215316,0.0283692,0.0144073,0.0511852,0.0113027,0.0137602,0.0393944,0,0.0226516,0.0283502,0,0.0195266,0,0,0.0296567,0.0600342,0.0353314,0.00902683,0.0174116,0.0443807,0.0547702,0,0.0659298,0.0603718,0.0393605,0.0564511,0.0362909,0.0421787,0.066108,0.0122461,0.0389223,0.0102907,0.0161508,0.0518858,0.0632731,0,0,0,0,0,0,0,0.0609726,0,0,0.0648651,0,0
46,0.0226016,0,0,0,0,0,0,0.0429844,0,0.0278695,0.0598982,0,0.0197221,0,0,0.0401659,0.0377005,0.0313282,0.0294077,0.0197696,0.0428084,0.0368296,0.0251086,0.0484294,0.0470708,0.026301,0.0343072,0.0375947,0.0214557,0.02833,0.0142178,0.0515393,0.0112361,0.0136538,0.0398893,0,0.022761,0.028363,0,0.0190071,0,0,0.0296245,0.0601184,0.0354196,0.00873929,0.0174798,0.044318,0.054364,0,0.0659544,0.0603314,0.0393879,0.0564361,0.0363311,0.0421595,0.0660515,0.0118423,0.0391997,0.0107616,0.0159543,0.0520025,0.0633981,0,0,0,0,0,0,0,0.0608162,0,0,0.0647979,0,0
47,0.0223964,0,0,0,0,0,0,0.0430684,0,0.027921,0.0599234,0,0.0202214,0,0,0.0397888,0.03771,0.0314307,0.0292084,0.0197498,0.0426921,0.0365318,0.0253417,0.0485569,0.0470512,0.0263704,0.0343829,0.0375851,0.0212537,0.0284069,0.0140432,0.0518567,0.0112387,0.0135258,0.0397586,0,0.0222527,0.0282628,0,0.0186073,0,0,0.0294653,0.0601832,0.0349331,0.00843745,0.0172912,0.0442017,0.0540427,0,0.0656113,0.0601087,0.0392763,0.056896,0.036706,0.0426248,0.066406,0.0121694,0.0393963,0.0112502,0.015475,0.0522034,0.0635927,0,0,0,0,0,0,0,0.0607623,0,0,0.0647474,0,0
48,0.0225822,0,0,0,0,0,0,0.043924,0,0.0276837,0.0601036,0,0.0207773,0,0,0.0393962,0.0387178,0.0311552,0.0299161,0.0208088,0.0423895,0.0366137,0,0.0494355,0.0464814,0.0257959,0.0345063,0.0377667,0.0209647,0.0284686,0.01176,0.0521345,0.0113197,0.0133807,0.0392837,0,0.0220065,0.027878,0,0.0181152,0,0,0.0291949,0.0595874,0.0348713,0.00796236,0.017057,0.0432074,0.0534451,0,0.0658033,0.060062,0.0389235,0.0570662,0.0368807,0.0428313,0.0665627,0.012485,0.0395849,0.0114067,0.0152062,0.0525893,0.0631577,0,0,0,0,0,0,0,0.0607528,0,0,0.0649446,0,0
49,0.0221275,0,0,0,0,0,0,0.0428908,0,0.0279409,0.0604918,0,0.0215634,0,0,0.0390177,0.037977,0.0314223,0.0290246,0.0197749,0.0426448,0.0363169,0.0255051,0.048298,0.0470054,0.0263823,0.034632,0.0381286,0.0215343,0.0285272,0.0138085,0.0524347,0.0113193,0.0131805,0.0368325,0,0.0207603,0.0280294,0,0.0182456,0,0,0.0288911,0.0604567,0.033443,0.0078241,0.0167769,0.0439846,0.0537432,0,0.0649088,0.0595903,0.0389102,0.058477,0.0381036,0.0445504,0.0678641,0.0148577,0.0393741,0.011748,0.0153929,0.0528788,0.0633999,0,0,0,0,0,0,0,0.0608321,0,0,0.0647935,0,0
50,0.0219618,0,0,0,0,0,0,0.0430043,0,0.0279023,0.0605882,0,0.0223956,0,0,0.0387457,0.0382612,0.0311994,0.0289627,0.0199266,0.0425742,0.0361912,0.0255257,0.0483204,0.0469422,0.0262492,0.0347658,0.0379837,0.021669,0.0285592,0.0136818,0.0527457,0.0113512,0.0130402,0.0357139,0,0.0202316,0.0278999,0,0.018285,0,0,0.0285465,0.0605636,0.0329873,0.00752924,0.016711,0.0439501,0.0534652,0,0.0645617,0.0595033,0.0388493,0.0592157,0.0388368,0.0454484,0.0685303,0.015911,0.0393373,0.0121093,0.0155716,0.0533152,0.0633343,0,0,0,0,0,0,0,0.0609466,0,0,0.0648562,0,0
51,0.0221726,0,0,0,0,0,0,0.0437922,0,0.0276278,0.0605791,0,0.0231899,0,0,0.0386092,0.0391893,0.0307418,0.0297152,0.0210924,0.0422657,0.0362837,0,0.0493943,0.0463585,0.0255142,0.0348784,0.038059,0.021468,0.0286364,0.011891,0.0529756,0.0114985,0.0129656,0.0357174,0,0.0200785,0.0274575,0,0.0180656,0,0,0.0282843,0.0598652,0.0331926,0.00702337,0.0165842,0.0430742,0.0526551,0,0.0646464,0.0597356,0.0385797,0.059271,0.039045,0.045548,0.0685039,0.0156895,0.0393675,0.0124271,0.0155523,0.0538163,0.0627895,0,0,0,0,0,0,0,0.061016,0,0,0.0651507,0,0
52,0.021877,0,0,0,0,0,0,0.0424064,0,0.0278853,0.0607129,0,0.0238728,0,0,0.0385708,0.0383342,0.031036,0.0288042,0.0199926,0.042513,0.0359816,0.0253359,0.0485081,0.0469465,0.026209,0.0349689,0.0386298,0.0218425,0.028713,0.0143462,0.0531916,0.0116996,0.0129119,0.0341927,0,0.0193858,0.0274826,0,0.0182204,0,0,0.0282744,0.0606177,0.0324424,0.00688812,0.0167935,0.0439491,0.052759,0,0.0636542,0.0592496,0.0386109,0.0605562,0.0403619,0.047024,0.0696181,0.0175821,0.0391599,0.012864,0.015742,0.0539245,0.0629088,0,0,0,0,0,0,0,0.060978,0,0,0.0651123,0,0
53,0.0231959,0,0,0,0,0,0,0.039539,0,0.0272255,0.0609007,0,0.0251755,0,0,0.0381301,0.0373192,0.0307165,0.0291705,0.0207234,0.0407506,0.0351223,0.0258219,0.0485913,0.0465019,0.0250668,0.035431,0.0385333,0.022622,0.0290189,0.0184183,0.0540008,0.0118072,0.0128042,0.0398712,0,0.0205094,0.0274891,0,0.0181614,0,0,0.0282945,0.0597357,0.0373063,0.00780671,0.0182956,0.0426234,0.0525248,0,0.0657509,0.0604598,0,0.0578641,0.0388433,0.043813,0.0657229,0.0097157,0.0392032,0.0134161,0.0153802,0.0541744,0.0615247,0,0,0,0,0,0,0,0.0609941,0,0,0.0656024,0,0
54,0.0235643,0,0,0,0,0,0,0.0400411,0,0.0268155,0.0606211,0,0.0255807,0,0,0.0380641,0.0380275,0.0303229,0.0298919,0.0218829,0.0404773,0.0352328,0,0.0497428,0.0460129,0.0245028,0.0355796,0.0383659,0.0227173,0.0289382,0.0168794,0.0540531,0.0123324,0.0122206,0.0399321,0,0.020489,0.0270869,0,0.0180974,0,0,0.0281337,0.0590549,0.0374073,0.00739175,0.0180908,0.0416989,0.0517575,0,0.0659732,0.0603992,0,0.0578432,0.0389038,0.0438357,0.0658661,0.00946414,0.0391044,0.0140899,0.0149323,0.0545348,0.0608894,0,0,0,0,0,0,0,0.0609313,0,0,0.0659542,0,0
55,0.0229972,0,0,0,0,0,0,0.0396299,0,0.0271791,0.0595485,0,0.0256571,0,0,0.0380963,0.0379432,0.0303516,0.0287954,0.0205436,0.0413196,0.0353921,0.0261366,0.048658,0.0464398,0.0258536,0.0357296,0.0388614,0.0231437,0.0287877,0.0182166,0.0537388,0.0126531,0.0122086,0.0387107,0,0.0207285,0.0269759,0,0.0182242,0,0,0.0279459,0.058967,0.0359689,0.00572582,0.0172841,0.042086,0.051515,0,0.0642678,0.0588346,0.0381268,0.0589794,0.0396326,0.0446305,0.0674171,0.00971033,0.0387656,0.0145457,0.0148393,0.0544177,0.0613251,0,0,0,0,0,0,0,0.0606932,0,0,0.0651291,0,0
56,0.023352,0,0,0,0,0,0,0.0392492,0,0.0272662,0.0594683,0,0.025956,0,0,0.0379246,0.0380497,0.0303429,0.0288283,0.0205269,0.041115,0.0350311,0.026464,0.0486517,0.0463102,0.025577,0.0358102,0.0387032,0.023221,0.0287031,0.0187712,0.0538562,0.0123208,0.0128028,0.0389755,0,0.0208227,0.0268922,0,0.0181514,0,0,0.027671,0.0588241,0.0360917,0.00554695,0.0173026,0.0418091,0.0511381,0,0.0642903,0.0586918,0.037933,0.0592179,0.0397523,0.0448404,0.0674861,0.00935267,0.0385905,0.0146372,0.0152349,0.0544235,0.0608659,0,0,0,0,0,0,0,0.0605446,0,0,0.0651797,0,0
57,0.0237784,0,0,0,0,0,0,0.0389307,0,0.0273662,0.0592406,0,0.0263276,0,0,0.0376634,0.0380701,0.0303881,0.0288384,0.0205079,0.0408377,0.0347593,0.0262616,0.048807,0.046225,0.0253175,0.035926,0.0385493,0.0231125,0.0287021,0.019342,0.053928,0.01243,0.0127098,0.0391721,0,0.0209177,0.0268756,0,0.0183899,0,0,0.0274559,0.0586687,0.036207,0.00542439,0.0172926,0.0414545,0.0508003,0,0.0640661,0.058583,0.0378041,0.0593817,0.0398116,0.0449534,0.0675253,0.00913105,0.038361,0.0150453,0.0152796,0.0544224,0.0604663,0,0,0,0,0,0,0,0.0604967,0,0,0.0651644,0,0
58,0.0241835,0,0,0,0,0,0,0.0386435,0,0.0274714,0.0590189,0,0.0265924,0,0,0.0375477,0.0383255,0.0304674,0.0287213,0.0205795,0.0406821,0.0344806,0.026336,0.0490174,0.0461967,0.0253092,0.0359038,0.0386398,0.0228211,0.0286673,0.0197459,0.0539571,0.0126005,0.0126747,0.039205,0,0.0210331,0.0269013,0,0.0187348,0,0,0.0274256,0.0585211,0.0362615,0.00529664,0.0172635,0.0412455,0.0504102,0,0.0638303,0.058473,0.0376948,0.0595101,0.0399427,0.0451611,0.0675701,0.0088067,0.0381829,0.0154496,0.0154616,0.054429,0.0600821,0,0,0,0,0,0,0,0.0606194,0,0,0.0651538,0,0
59,0.0245979,0,0,0,0,0,0,0.0384041,0,0.0275318,0.0589121,0,0.0267283,0,0,0.0375742,0.0385017,0.0305236,0.0286377,0.020742,0.0406102,0.0342164,0.0265159,0.0490843,0.0461095,0.0254443,0.0360327,0.0387894,0.0231366,0.0286163,0.0200003,0.0540053,0.0128475,0.012635,0.0393112,0,0.0211501,0.0270519,0,0.0191192,0,0,0.0275324,0.0583635,0.0364406,0.00517094,0.0172972,0.0411132,0.0500237,0,0.063713,0.0583345,0.0376295,0.059623,0.0402034,0.0454588,0.0676554,0.00835466,0.0380254,0.0156911,0.0156693,0.0544339,0.0597449,0,0,0,0,0,0,0,0.060879,0,0,0.0651235,0,0
60,0.02495,0,0,0,0,0,0,0.038208,0,0.0275974,0.0589515,0,0.0266937,0,0,0.0377905,0.0385316,0.0305583,0.0286417,0.0209548,0.0405596,0.0339753,0.0266626,0.0490928,0.0459843,0.0254762,0.0362978,0.0389519,0.0234685,0.0285024,0.0201571,0.0540963,0.0133371,0.0126126,0.0404695,0,0.021094,0.027244,0,0.0194799,0,0,0.0276311,0.0581999,0.0367119,0.00503463,0.0173932,0.0409917,0.0496607,0,0.0636436,0.0581883,0.0375257,0.0598717,0.0405507,0.045766,0.0678387,0.00783698,0.0378958,0.0158283,0.0158088,0.054439,0.0594905,0,0,0,0,0,0,0,0.0608815,0,0,0.0651028,0,0
61,0.0252941,0,0,0,0,0,0,0.0379067,0,0.0277251,0.0591282,0,0.0266996,0,0,0.0380093,0.0383699,0.0306582,0.028606,0.0210995,0.040403,0.0338184,0.0266919,0.0491578,0.0459142,0.0253592,0.0361984,0.0390322,0.0234518,0.0284122,0.0205116,0.0541144,0.0141869,0.0119713,0.0399685,0,0.0212424,0.0274293,0,0.020133,0,0,0.0276048,0.058045,0.0365922,0.00505002,0.0173224,0.0407829,0.0492963,0,0.0637007,0.0581327,0.0374062,0.0601145,0.0406699,0.0459301,0.0678987,0.00756281,0.0378444,0.0165806,0.0144285,0.0544436,0.0591821,0,0,0,0,0,0,0,0.0608055,0,0,0.0651547,0,0
62,0.0263621,0,0,0,0,0,0,0.0378998,0,0.0273765,0.0587397,0,0.0267442,0,0,0.0376904,0.039031,0.0301386,0.0290232,0.0224262,0.0400573,0.0335953,0,0.0500738,0.045211,0.0246628,0.0364177,0.0389334,0.0233742,0.0285672,0.0197186,0.054523,0.0139299,0.0126774,0,0,0.0271024,0.0276227,0,0.0194221,0,0,0.0276358,0.0567232,0.0369559,0.00556687,0.0154031,0.0397683,0.0485795,0,0.0657487,0.0588721,0.0369599,0.0579116,0.0376358,0.0425896,0.0658297,0.0110737,0.0380991,0.0163532,0.0157532,0.0543637,0.0585308,0,0,0,0,0,0,0,0.0604979,0,0,0.0654763,0,0
63,0.026189,0,0,0,0,0,0,0.0373444,0,0.0279297,0.0586337,0,0.0261673,0,0,0.0373963,0.0386089,0.0307314,0.0283982,0.0213166,0.0402402,0.0331628,0.0266791,0.0498274,0.0457802,0.0251056,0.0361828,0.0386724,0.0231397,0.0282968,0.0213407,0.0541808,0.0135527,0.0125679,0.0393767,0,0.0215493,0.027973,0,0.0192518,0,0,0.02789,0.0577521,0.0368117,0.00506927,0.0172826,0.0404368,0.0486845,0,0.0635007,0.0580135,0.0370564,0.06066,0.040911,0.0459823,0.068065,0.00718855,0.0380177,0.0166787,0.0156207,0.0543157,0.0588597,0,0,0,0,0,0,0,0.0602912,0,0,0.0653188,0,0
64,0.0264952,0,0,0,0,0,0,0.0371828,0,0.0279784,0.0584678,0,0.0263107,0,0,0.0366539,0.0387149,0.030649,0.0284669,0.0213406,0.0400543,0.0330053,0.0265956,0.0499037,0.0456565,0.0250033,0.0362512,0.038576,0.0228429,0.028207,0.0214231,0.0544637,0.013597,0.0119917,0.0391668,0,0.0215223,0.028363,0,0.0191266,0,0,0.0276897,0.0574942,0.0369888,0.00509733,0.017326,0.0401433,0.0482806,0,0.0633066,0.0580578,0.0368615,0.0609143,0.0411843,0.0460786,0.0682684,0.00674069,0.0381197,0.0176304,0.0134732,0.0540873,0.0586766,0,0,0,0,0,0,0,0.0601498,0,0,0.0654054,0,0
65,0.0271636,0,0,0,0,0,0,0.0366198,0,0.0280162,0.058257,0,0.0269117,0,0,0.0359979,0.0387217,0.0304438,0.0283583,0.021617,0.0398178,0.0326797,0.0266105,0.0492414,0.0453559,0.0249069,0.0365215,0.0387261,0.0229687,0.0281933,0.0220809,0.055348,0.0136264,0.0123168,0,0,0.0273824,0.02892,0,0.018381,0,0,0.0272021,0.0565051,0.0374999,0.00552403,0.0155794,0.0397572,0.0479192,0,0.0650669,0.05876,0.0366517,0.0588179,0.0383356,0.0429392,0.0663126,0.010738,0.0382965,0.0179442,0.0129513,0.0535657,0.0584518,0,0,0,0,0,0,0,0.0599375,0,0,0.065349,0,0
66,0.0276106,0,0,0,0,0,0,0.0363587,0,0.0281052,0.0581555,0,0.0270479,0,0,0.0361828,0.038835,0.0304244,0.028156,0.0216821,0.0396396,0.0321689,0.0270337,0.0490548,0.0452368,0.024852,0.0365808,0.0388286,0.0229821,0.0282256,0.0223419,0.0555006,0.0133678,0.0130295,0,0,0.0275411,0.0293269,0,0.0173097,0,0,0.0268403,0.0563083,0.037594,0.00562664,0.0155739,0.0394617,0.047757,0,0.0650219,0.0585718,0.0365518,0.0590318,0.0384691,0.0432896,0.0664213,0.0105523,0.038425,0.0171648,0.0140974,0.0529335,0.0584967,0,0,0,0,0,0,0,0.0595496,0,0,0.0653221,0,0
67,0.0277011,0,0,0,0,0,0,0.0365993,0,0.0281674,0.0580965,0,0.0267581,0,0,0.0370903,0.0391178,0.0303857,0.0282195,0.0214712,0.0395125,0.0318369,0.0276492,0.0493688,0.0453466,0.0248169,0.0363812,0.0387772,0.0229254,0.0281561,0.0220034,0.0551474,0.0136283,0.0129416,0.0397391,0,0.0217165,0.0296178,0,0.0172364,0,0,0.0266353,0.056843,0.037079,0.00542194,0.0174787,0.0392616,0.0476168,0,0.0630581,0.0578314,0.0365504,0.0616884,0.0418317,0.0469511,0.0686478,0.00564543,0.0385032,0.0165999,0.013875,0.0526552,0.0586413,0,0,0,0,0,0,0,0.0590627,0,0,0.065409,0,0
68,0.0281695,0,0,0,0,0,0,0.036561,0,0.0281565,0.0579419,0,0.0267791,0,0,0.0378229,0.0391504,0.0300692,0.0281823,0.0215658,0.0392692,0.0315828,0.0273592,0.0494139,0.045364,0.02463,0.0363211,0.0388457,0.0231976,0.0280717,0.0221876,0.0554237,0.0140618,0.0129747,0.0392823,0,0.021851,0.0300239,0,0.0173546,0,0,0.0266442,0.0566582,0.0372613,0.00572858,0.0174613,0.038963,0.0473057,0,0.062861,0.0578463,0.03646,0.0619381,0.0420695,0.0470735,0.0686282,0.00541618,0.0386522,0.0162892,0.0139176,0.0523341,0.0586054,0,0,0,0,0,0,0,0.058664,0,0,0.0654577,0,0
69,0.0286028,0,0,0,0,0,0,0.03665,0,0.0282074,0.0579112,0,0.026693,0,0,0.0381595,0.039092,0.0302144,0.0280881,0.021643,0.03911,0.0313632,0.0273121,0.0493808,0.0453566,0.0245017,0.0363033,0.0388623,0.0233125,0.027965,0.0222028,0.0553611,0.0142793,0.012821,0.0394912,0,0.0218521,0.0304207,0,0.0175632,0,0,0.026852,0.0565461,0.0375464,0.00578791,0.0175217,0.0387523,0.0469569,0,0.0625746,0.0577171,0.0363966,0.062131,0.0422747,0.0471839,0.0687468,0.0053676,0.0388233,0.0161128,0.0138998,0.0519025,0.0585716,0,0,0,0,0,0,0,0.0583953,0,0,0.0654776,0,0
