Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,x74,x75,REAR
38,0.0369253,0.0696353,0,0,0,0,0,0,0.0362991,0,0.0217266,0.0630034,0,0,0.0191611,0,0,0.0548227,0.0483538,0.0456129,0.0174704,0.018791,0.0556963,0.0533557,0.0247768,0.0531219,0.0566095,0.0252163,0.0336509,0.0353836,0.0168789,0.0171529,0.0418482,0.0348567,0.0131432,0.0170393,0.0295251,0,0.0154445,0,0.0192851,0,0.0450276,0,0,0.0363824,0.0614476,0.0316829,0.0537429,0.00854677,0.0662543,0.0706946,0.0398209,0.074917,0.0690574,0,0.0569937,0.0376418,0.0424108,0.0659841,0.0206943,0.0186351,0.0116124,0.0211944,0.0547705,0.0601641,0,0,0,0,0,0,0,0,0,0
39,0.0368988,0.0696619,0,0,0,0,0,0,0.0353024,0,0.0220973,0.0631717,0,0,0.0190192,0,0,0.0548487,0.0484894,0.0458144,0.0174876,0.0187228,0.0549971,0.0517498,0.0253052,0.0542897,0.0568739,0.0247616,0.0339271,0.0355896,0.0169704,0.0173316,0.0423878,0.0353746,0.0132754,0.0167999,0.0310913,0,0.0164234,0,0.0192095,0,0.0447212,0,0,0.036348,0.0602322,0.03272,0.0539981,0.0110448,0.0652147,0.0704034,0,0.0781237,0.0715517,0,0.0548427,0.0354366,0.0407579,0.0641928,0.0180594,0.0188713,0.0118825,0.0209523,0.0552089,0.0600834,0,0,0,0,0,0,0,0,0,0
40,0.033287,0.0621261,0,0,0,0,0,0,0.0339099,0,0.0226862,0,0,0,0.0172449,0,0,0.0542125,0.0486078,0.0469381,0.0222553,0.0211999,0.0531106,0.0517118,0.0239736,0.0562375,0.0595378,0.0263362,0.0339278,0.0349808,0.017123,0.0168912,0.045234,0.0380061,0.0130325,0.0170179,0.0326797,0,0.0174648,0,0.0199645,0,0.0538707,0,0,0.0390605,0.0659191,0.032748,0.0477622,0.0104241,0.0628889,0,0.0408066,0.0737104,0.0694763,0,0.0561431,0.0367265,0.0415993,0.0646153,0.0167473,0.0185484,0.0173252,0.0183437,0.0496731,0.0670204,0,0,0,0,0,0,0,0,0,0
41,0.0366406,0.0697735,0,0,0,0,0,0,0.0321452,0,0.0218784,0,0,0,0.0178797,0,0,0.0550057,0.0502736,0.0447881,0.0255917,0.0271043,0.0564112,0.0496727,0,0.0582389,0.060027,0.0245336,0,0.0373308,0.0200175,0.0187572,0.0457187,0.0353853,0.0130184,0.0170466,0.0335297,0,0.0177835,0,0.0197288,0,0.0431327,0,0,0.0360412,0.0639488,0.0331864,0.0500374,0.012211,0.064821,0.0693016,0,0.0768009,0.0716281,0,0.0542103,0.0348692,0.0399979,0.0632575,0.015664,0.0197259,0.0116996,0.0210784,0.0558606,0.0603816,0,0,0,0,0,0,0,0,0,0
42,0.035268,0.0699244,0,0,0,0,0,0,0.0322239,0,0.0234088,0.0644666,0,0,0.0181335,0,0,0.0550927,0.0481819,0.0462648,0.0188254,0.0204995,0.0572436,0.050767,0.0234956,0.0551294,0.0576988,0.0247194,0.0366854,0.0360898,0.0192721,0.0185428,0.0430295,0.0356951,0.0131675,0.0171161,0.0302429,0,0.0161894,0,0.0195423,0,0.0426519,0,0,0.0359946,0.0620944,0.0325466,0.0516309,0.0090491,0.0651666,0.0688304,0.0400576,0.0746409,0.0691439,0,0.0567284,0.0373582,0.0419218,0.0654689,0.0192043,0.0195884,0.0116402,0.0210272,0.0555668,0.0619857,0,0,0,0,0,0,0,0,0,0
43,0.0351402,0.0703322,0,0,0,0,0,0,0.031509,0,0.0236327,0.0649399,0,0,0.0178134,0,0,0.0547943,0.0481799,0.0463579,0.0191251,0.0206863,0.0571839,0.050573,0.0233402,0.0554038,0.0577217,0.0245845,0.037522,0.0361877,0.020136,0.0190228,0.0447223,0.0361593,0.0131382,0.01713,0.0308969,0,0.0162465,0,0.0197617,0,0.0420828,0,0,0.0360141,0.062292,0.0327973,0.0510433,0.009228,0.0646623,0.0685207,0.0399802,0.0746842,0.0692793,0,0.0566804,0.0372996,0.0419548,0.0653965,0.0186848,0.0200002,0.011588,0.0209783,0.0560055,0.0621797,0,0,0,0,0,0,0,0,0,0
44,0.0351248,0.0707344,0,0,0,0,0,0,0.0314171,0,0.0234666,0.0654173,0,0,0.0175172,0,0,0.0543773,0.0482646,0.0463937,0.0194303,0.0206531,0.057099,0.0503684,0.0232515,0.0558058,0.0577441,0.0242784,0.0379999,0.036778,0.021069,0.0196115,0.0467351,0.0364973,0.0131212,0.0171441,0.0312224,0,0.0163522,0,0.0202294,0,0.0414178,0,0,0.0360814,0.0624692,0.0329568,0.0504168,0.00927992,0.0641535,0.0679735,0.0399197,0.0747991,0.0693662,0,0.0565463,0.0372466,0.0419467,0.0652482,0.0184603,0.0205242,0.0115528,0.0208455,0.0565228,0.0621634,0,0,0,0,0,0,0,0,0,0
45,0.0362094,0.0713637,0,0,0,0,0,0,0.0320871,0,0.024315,0,0,0,0.0161899,0,0,0.053776,0.0510744,0.0484276,0.0284036,0.023129,0.0565065,0.0488588,0,0.0612128,0.0625883,0.0266814,0.037427,0.0357829,0.0198659,0.0178883,0.0518218,0.0372891,0.0129274,0.0170055,0.0343391,0,0.0182817,0,0.020588,0,0.0409701,0,0,0.0363401,0.0645345,0.0342411,0.0466573,0.0129057,0.0626705,0.0674067,0,0.0772133,0.0722455,0,0.0535578,0.0345024,0.0396002,0.0625517,0.0150878,0.0210916,0.0115297,0.0209688,0.057744,0.0607859,0,0,0,0,0,0,0,0,0,0
46,0.0349834,0.0713665,0,0,0,0,0,0,0.0318506,0,0.0229323,0.0662818,0,0,0.0162258,0,0,0.0536836,0.0486383,0.046382,0.0201475,0.0199631,0.0567485,0.049643,0.022952,0.0563496,0.0579203,0.0244196,0.0388831,0.0380526,0.0223661,0.0200872,0.0497099,0.0375455,0.0129846,0.0170073,0.0306451,0,0.0165174,0,0.020861,0,0.0404839,0,0,0.0365641,0.0627121,0.0331063,0.0490495,0.00934607,0.0631998,0.0667848,0.0397237,0.0749305,0.0694045,0,0.0561677,0.0370885,0.0417932,0.064948,0.0183253,0.0212236,0.0116371,0.0207933,0.0574934,0.0623912,0,0,0,0,0,0,0,0,0,0
47,0.0353311,0.0720547,0,0,0,0,0,0,0.0326306,0,0.0237711,0,0,0,0.0150935,0,0,0.0534153,0.0510725,0.0477634,0.0283646,0.0210903,0.057426,0.0485304,0.0241506,0.0588554,0.061954,0.0273334,0.0383132,0.0367412,0.0214004,0.0184047,0.0532975,0.0382338,0.0129627,0.016818,0.0334444,0,0.0175292,0,0.0211324,0,0.0397393,0,0,0.0365138,0.066305,0.033049,0.0448715,0.010473,0.0636027,0.0664671,0.0396046,0.073696,0.0695002,0,0.055711,0.0365818,0.0413235,0.064232,0.0154548,0.0215306,0.0117331,0.0203459,0.058048,0.0621305,0,0,0,0,0,0,0,0,0,0
48,0.035245,0.072251,0,0,0,0,0,0,0.0324518,0,0.0236862,0,0,0,0.0146146,0,0,0.0534434,0.0514557,0.0469724,0.0288714,0.0208772,0.0573501,0.0484047,0.0246519,0.0587055,0.0620896,0.0275453,0.0382841,0.0369691,0.0220039,0.0188186,0.0530919,0.0390049,0.013068,0.0168194,0.0340397,0,0.0175343,0,0.0211127,0,0.0391467,0,0,0.0363632,0.0664814,0.0333801,0.0441765,0.010626,0.0633922,0.0663389,0.0397844,0.0736493,0.0696848,0,0.0556846,0.0365413,0.0413683,0.064235,0.015201,0.021869,0.0111804,0.020556,0.0582218,0.0623812,0,0,0,0,0,0,0,0,0,0
49,0.0350157,0.0720066,0,0,0,0,0,0,0.0319427,0,0.0228661,0.0673756,0,0,0.0145155,0,0,0.0535911,0.0496353,0.04507,0.0211104,0.0196027,0.0550186,0.048715,0.0243845,0.0560834,0.0583767,0.0247441,0.0386502,0.0384456,0.0239032,0.0209966,0.0497049,0.0392182,0.0132119,0.0168635,0.0336643,0,0.0174875,0,0.0209891,0,0.0391082,0,0,0.0360106,0.061585,0.0347798,0.0479097,0.0120897,0.061186,0.0666075,0,0.078046,0.0723757,0,0.0538817,0.0349169,0.0401317,0.0631283,0.0160079,0.0220184,0.0111381,0.0205039,0.0582807,0.062367,0,0,0,0,0,0,0,0,0,0
50,0.0341065,0.0721553,0,0,0,0,0,0,0.0319613,0,0.0225906,0.0666201,0,0,0.0147499,0,0,0.053697,0.0494845,0.0436338,0.0226695,0.0193735,0.0569476,0.0497971,0.0239499,0.0553198,0.0577267,0.024833,0.0394642,0.0390773,0.0246387,0.0218945,0.0475577,0.0396308,0.0131281,0.0172055,0.0312874,0,0.0157377,0,0.0206391,0,0.03824,0,0,0.035786,0.0607875,0.0325015,0.0435151,0.00687936,0.0612977,0.0656019,0.0382258,0.0735147,0.0676768,0.0428676,0.0587403,0.0392279,0.0438171,0.0672681,0.0182454,0.022255,0.0108007,0.0205637,0.0579039,0.0637318,0,0,0,0,0,0,0,0,0,0
51,0.0342482,0.0721686,0,0,0,0,0,0,0.0321483,0,0.022714,0.0667353,0,0,0.0144502,0,0,0.0532315,0.0489205,0.0434903,0.0234,0.0187159,0.0557519,0.0493446,0.0242211,0.055901,0.0578187,0.024606,0.0400009,0.0390619,0.0247417,0.0221621,0.0468672,0.0401084,0.0126605,0.0175154,0.0320003,0,0.0166321,0,0.0206828,0,0.0382389,0,0,0.0358766,0.0595668,0.0330196,0.0437871,0.00796502,0.0599605,0.0656956,0,0.0763559,0.0700294,0.0448123,0.0567542,0.0372208,0.0421889,0.0657181,0.0165903,0.0226598,0.0108201,0.0206744,0.058209,0.0632013,0,0,0,0,0,0,0,0,0,0
52,0.0339354,0.072243,0,0,0,0,0,0,0.0318952,0,0.0226478,0.0670441,0,0,0.0141952,0,0,0.0528435,0.0485478,0.042987,0.0242018,0.0185933,0.0556695,0.0492786,0.0240113,0.0554982,0.0578176,0.0245738,0.04035,0.0390835,0.0249211,0.0225877,0.0457158,0.0403591,0.0125843,0.017502,0.0319561,0,0.0167642,0,0.0207541,0,0.0380322,0,0,0.0360997,0.0598222,0.0327607,0.0433574,0.0078703,0.0596349,0.0654445,0,0.076299,0.0702226,0.0447819,0.0566478,0.0371,0.0420199,0.065661,0.016519,0.0230808,0.0108453,0.0207027,0.0583369,0.0631629,0,0,0,0,0,0,0,0,0,0
53,0.0331026,0.0723859,0,0,0,0,0,0,0.0316179,0,0.0226029,0.0673818,0,0,0.014024,0,0,0.0525611,0.0483726,0.0420285,0.0248073,0.0189496,0.0567928,0.0495543,0.0233486,0.0545507,0.0576173,0.0248016,0.0406571,0.0391552,0.0252028,0.0231983,0.043954,0.0404671,0.0126897,0.0173726,0.0309225,0,0.0159827,0,0.0207279,0,0.0375335,0,0,0.0363012,0.0612834,0.0323213,0.0420459,0.00659241,0.0603955,0.0648103,0.0385184,0.0732956,0.0681109,0.0427722,0.0586194,0.0389783,0.0435668,0.0672839,0.0179772,0.0234909,0.010849,0.0205564,0.058127,0.0637972,0,0,0,0,0,0,0,0,0,0
54,0.03375,0,0,0,0,0,0,0,0.0317419,0,0.0230584,0.067799,0,0,0.0124399,0,0,0.0513966,0.0486122,0.0419705,0.0263529,0.0186926,0.0586447,0.0415136,0.0238589,0.0544463,0.0578032,0.0246339,0.0404376,0.0387386,0.025242,0.0233639,0.0429789,0.039599,0.0122644,0.0171936,0.0323961,0,0.0166514,0,0.0174937,0,0.033531,0,0,0.0350223,0.0604538,0.0334293,0.0448324,0.00807802,0.0624988,0.0583768,0,0.07593,0.0704251,0.0448763,0.0565108,0.0368507,0.0419526,0.0655255,0.0163174,0.0251988,0.00956479,0.0202558,0.0657947,0.0588015,0,0,0,0,0,0,0,0,0,0
55,0.0326442,0.072448,0,0,0,0,0,0,0.0322378,0,0.0231767,0.0676411,0,0,0.0131706,0,0,0.0516349,0.0485919,0.0413373,0.0251881,0.0187034,0.0553381,0.0486005,0.023793,0.0538037,0.0572849,0.0244998,0.0400759,0.0385982,0.0256878,0.0236922,0.0417235,0.0409713,0.0125645,0.017235,0.0320757,0,0.01662,0,0.0206152,0,0.0371226,0,0,0.0363765,0.0601149,0.0333177,0.0417175,0.00795658,0.0587949,0.0650517,0,0.0758236,0.0705487,0.0446379,0.0563901,0.0368674,0.0419103,0.0655291,0.0165404,0.024165,0.011087,0.0202885,0.0581286,0.06351,0,0,0,0,0,0,0,0,0,0
56,0.0322881,0.0724484,0,0,0,0,0,0,0.0323806,0,0.0232714,0.0678375,0,0,0.0127731,0,0,0.0513168,0.0489406,0.0409017,0.0259077,0.0188389,0.0550678,0.0481857,0.0237005,0.0539001,0.0570101,0.0244338,0.0394304,0.0383059,0.0259783,0.0238988,0.0409037,0.0414756,0.0122351,0.0173379,0.0317161,0,0.0167316,0,0.0207943,0,0.0366859,0,0,0.0361331,0.0602921,0.0332371,0.0411741,0.00797556,0.0584625,0.0650125,0,0.0758468,0.0706521,0.044675,0.0562582,0.036765,0.0418141,0.0654595,0.0165862,0.0245074,0.0110989,0.0201616,0.0581862,0.063471,0,0,0,0,0,0,0,0,0,0
57,0.0332368,0,0,0,0,0,0,0,0.0322197,0,0.0233161,0.0683946,0,0,0.0113221,0,0,0.0505896,0.0493722,0.04047,0.0280756,0.01884,0.0580363,0.0402793,0.0236492,0.0540661,0.0569842,0.0244579,0.0390971,0.0379383,0.0261157,0.0239884,0.0400871,0.0411254,0.0118672,0.0170375,0.0315606,0,0.0169168,0,0.0178343,0,0.0321411,0,0,0.0344952,0.061024,0.0333097,0.0433174,0.00836103,0.061623,0.0579905,0,0.0758032,0.0707913,0.0449962,0.0560904,0.036555,0.0416533,0.0653378,0.0163833,0.0262826,0.00949216,0.0198623,0.0656801,0.0587282,0,0,0,0,0,0,0,0,0,0
58,0.0334868,0,0,0,0,0,0,0,0.0312705,0,0.0212984,0.069389,0,0,0.010738,0,0,0.0505885,0.0480605,0.0373746,0.026815,0.0214035,0.0570936,0.0387791,0.0237864,0.0527269,0.055095,0.022872,0.042251,0,0.0288645,0.0256603,0.0405792,0.0417652,0.0122797,0.016709,0.0330402,0,0.0180603,0,0.018308,0,0.032059,0,0,0.034521,0.06346,0.0349725,0.0460334,0.0119383,0.0623753,0.0584334,0,0.0771603,0.0731911,0,0.0535927,0.0346249,0.0398036,0.0629928,0.0158811,0.0267437,0.00940212,0.0200246,0.0657879,0.058323,0,0,0,0,0,0,0,0,0,0
59,0.0332882,0,0,0,0,0,0,0,0.0313813,0,0.0233816,0.0689189,0,0,0.0108508,0,0,0.0509128,0.0486445,0.0397415,0.0290667,0.0192135,0.0577003,0.0393385,0.0236292,0.0537481,0.0564438,0.0239541,0.0386333,0.03772,0.026254,0.0242228,0.0392538,0.0418172,0.0124924,0.0167927,0.0318281,0,0.0171495,0,0.0179213,0,0.0313083,0,0,0.0344623,0.0610694,0.0336728,0.0419189,0.00835018,0.0609739,0.0575425,0,0.0758216,0.0709369,0.0449067,0.0559215,0.0364273,0.0415213,0.0651076,0.0164037,0.0271181,0.00920962,0.0199879,0.0655281,0.0586532,0,0,0,0,0,0,0,0,0,0
60,0.0330753,0,0,0,0,0,0,0,0.0307156,0,0.0235668,0.0692022,0,0,0.0107837,0,0,0.0509274,0.0483547,0.0395543,0.0295126,0.0193144,0.0576146,0.0390825,0.0237165,0.0534049,0.0562037,0.0237725,0.0386726,0.0376319,0.0261488,0.0243383,0.0396063,0.0417419,0.0124353,0.0169137,0.0318957,0,0.0173404,0,0.0179271,0,0.0309876,0,0,0.034407,0.0611046,0.0338635,0.0412368,0.00850066,0.0606738,0.0573249,0,0.0757657,0.0710255,0.0450124,0.0556369,0.0363045,0.0413979,0.0649082,0.0163343,0.0274982,0.00912685,0.0199796,0.0653575,0.0588045,0,0,0,0,0,0,0,0,0,0
61,0.0329993,0,0,0,0,0,0,0,0.0298216,0,0.0239061,0.0693943,0,0,0.0106947,0,0,0.0506344,0.0480945,0.0395291,0.0298942,0.0190907,0.0575629,0.0389589,0.0237461,0.0527951,0.0558609,0.0236783,0.0384702,0.0376694,0.0262127,0.0244912,0.0405731,0.0420035,0.0122889,0.0169822,0.032224,0,0.0175313,0,0.017843,0,0.0307435,0,0,0.0343641,0.0611373,0.0340425,0.0405736,0.00861699,0.0603532,0.0571608,0,0.0757126,0.0710844,0.0452054,0.0554005,0.0361987,0.0412647,0.0647591,0.0160998,0.0277443,0.00911422,0.0199425,0.0651218,0.0588438,0,0,0,0,0,0,0,0,0,0
62,0.0336246,0,0,0,0,0,0,0,0.0281964,0,0.0250923,0,0,0,0.0103567,0,0,0.0500667,0.050531,0.0401972,0.0394217,0.0192683,0.0591786,0.0378658,0.0242718,0.0554037,0.0597846,0.0264416,0.0368347,0.0364671,0.0249345,0.0226947,0.043888,0.0426232,0.0123078,0.0167983,0.0349112,0,0.0187984,0,0.0180334,0,0.0301087,0,0,0.0342932,0.0650512,0.0342765,0.0354274,0.0101114,0.0611748,0.0567095,0,0.0743791,0.0712632,0.0473075,0.0546472,0.0355202,0.0405239,0.0638066,0.0142966,0.0284546,0.00901202,0.0198019,0.0655814,0.0584572,0,0,0,0,0,0,0,0,0,0
63,0.0332196,0,0,0,0,0,0,0,0.0270048,0,0.0244062,0.0695071,0,0,0.0107413,0,0,0.0498538,0.0481735,0.0387548,0.0312634,0.0202833,0.0574994,0.0385917,0,0.0540097,0.0552029,0.0224443,0.0362367,0.0377565,0.0261092,0.0241498,0.0429768,0.0424616,0.0122912,0.0167901,0.032314,0,0.0178969,0,0.0176385,0,0.0299746,0,0,0.0342859,0.0605309,0.034641,0.0392065,0.00916798,0.0591666,0.0565349,0,0.0759773,0.0714461,0.0444135,0.0548869,0.0358584,0.0408865,0.0642919,0.0161552,0.0284781,0.00905015,0.0196998,0.0655238,0.0585814,0,0,0,0,0,0,0,0,0,0
64,0.0326223,0,0,0,0,0,0,0,0.0266185,0,0.0251007,0.0697737,0,0,0.0105873,0,0,0.0496336,0.047242,0.040635,0.0307029,0.019368,0.0576185,0.0382571,0.0238324,0.0531987,0.0545544,0.0237196,0.0350629,0.0369817,0.0257736,0.0242753,0.0459362,0.0425006,0.012263,0.0166773,0.0333015,0,0.0181397,0,0.0179656,0,0.0298307,0,0,0.0342115,0.061086,0.0346058,0.038776,0.00968904,0.059584,0.0567483,0,0.0756358,0.0713517,0.0434323,0.0546868,0.0357255,0.0408112,0.0641904,0.0155076,0.028713,0.00899057,0.019687,0.0655094,0.0591873,0,0,0,0,0,0,0,0,0,0
65,0.0323394,0,0,0,0,0,0,0,0.0265405,0,0.0256043,0.0697715,0,0,0.0103331,0,0,0.0496273,0.0470975,0.0412991,0.0309447,0.0195727,0.057624,0.0382445,0.0243358,0.053509,0.0541397,0.0237334,0.0348148,0.0369977,0.0254754,0.0240141,0.0483317,0.0427513,0.012085,0.0166763,0.0336391,0,0.0183896,0,0.0179812,0,0.0294437,0,0,0.0340781,0.0611194,0.0347748,0.0381214,0.00994043,0.0594268,0.0565325,0,0.0754685,0.0713066,0.0437913,0.0545379,0.0355737,0.0408834,0.0641392,0.0152321,0.0289671,0.00883484,0.0197008,0.0651529,0.0593217,0,0,0,0,0,0,0,0,0,0
66,0.0321033,0,0,0,0,0,0,0,0.0266703,0,0.0260927,0.0696967,0,0,0.0101209,0,0,0.0496776,0.0466458,0.041676,0.0311581,0.0199784,0.0575504,0.0380961,0.0242833,0.0534625,0.053714,0.0234902,0.0345265,0.0375922,0.0253125,0.0236874,0.0505214,0.0432078,0.0119947,0.0166293,0.0339887,0,0.0187174,0,0.0178598,0,0.029054,0,0,0.0340339,0.0610812,0.0349033,0.0374502,0.0103384,0.059137,0.0561939,0,0.0753728,0.0712648,0.0435633,0.0543384,0.0352946,0.0408944,0.0639901,0.0149038,0.0292435,0.00866522,0.0197938,0.0647388,0.0594346,0,0,0,0,0,0,0,0,0,0
67,0.0318686,0,0,0,0,0,0,0,0.0269832,0,0.0265398,0.0696701,0,0,0.0101389,0,0,0.0497644,0.0461397,0.0419338,0.0314933,0.0206343,0.0574358,0.0379695,0.0244349,0.0532119,0.0532383,0.0231335,0.0344049,0.037432,0.0250822,0.0232963,0.0521201,0.0434485,0.0122966,0.016475,0.0344957,0,0.0189388,0,0.0179278,0,0.028649,0,0,0.0340449,0.0610932,0.0350916,0.0365703,0.0104192,0.0588469,0.055871,0,0.0750604,0.0710085,0.0445095,0.0542476,0.0352121,0.040796,0.063904,0.0146912,0.0295309,0.00848051,0.0198517,0.0647616,0.0596403,0,0,0,0,0,0,0,0,0,0
68,0.0319063,0,0,0,0,0,0,0,0.0269618,0,0.0269116,0.0693115,0,0,0.010243,0,0,0.049836,0.0465428,0.0408368,0.0323363,0.0224083,0.0569865,0.0380416,0,0.0548737,0.053392,0.0218429,0.0346847,0.0368318,0.0246278,0.0228406,0.0520623,0.0435472,0.0125598,0.0164399,0.0345936,0,0.0191795,0,0.0178386,0,0.0280759,0,0,0.033977,0.0605177,0.0355713,0.0356028,0.0105276,0.0578961,0.0553044,0,0.0752369,0.0709751,0.0448973,0.0540052,0.035058,0.0406734,0.0636799,0.0148127,0.0298281,0.00831348,0.0198022,0.0649071,0.0594832,0,0,0,0,0,0,0,0,0,0
69,0.0312502,0,0,0,0,0,0,0,0.0271132,0,0.0273963,0.0694475,0,0,0.00996477,0,0,0.049681,0.0458599,0.0418875,0.0318449,0.0218296,0.0566737,0.0379958,0.0254225,0.0536873,0.0528318,0.0232316,0.0346002,0.036012,0.0244497,0.023191,0.0518836,0.0438372,0.0124031,0.0167493,0.0353231,0,0.0195289,0,0.0181959,0,0.0279889,0,0,0.0339487,0.0613498,0.0355615,0.0347885,0.0110672,0.0582476,0.0555942,0,0.0747566,0.0707404,0.0451218,0.0538994,0.0349799,0.0407034,0.0635166,0.0144229,0.0300563,0.00838103,0.0198849,0.0644402,0.060244,0,0,0,0,0,0,0,0,0,0
70,0.0300826,0.0711829,0,0,0,0,0,0,0.0263603,0,0.0273083,0.0686636,0,0,0.00997923,0,0,0.0499507,0.0459094,0.0411656,0.0304074,0.0219164,0.0534097,0.0453258,0.0260583,0.0537505,0.0521685,0.0231918,0.0345441,0.0361582,0.0243371,0.0234136,0.0499967,0.0452641,0.0126319,0.0167125,0.035484,0,0.0196163,0,0.0212589,0,0.0315185,0,0,0.0352813,0.0607873,0.0356622,0.0314162,0.0112837,0.0551124,0.0624369,0,0.0747185,0.0705576,0.0447692,0.0539474,0.0350308,0.040841,0.06354,0.0143081,0.0284927,0.00937865,0.0201802,0.0567517,0.0647306,0,0,0,0,0,0,0,0,0,0
71,0.0298497,0.0707055,0,0,0,0,0,0,0.0252465,0,0.0270577,0.0683245,0,0,0.00968727,0,0,0.0497241,0.0458528,0.0402967,0.0305004,0.0218171,0.0530344,0.0452271,0.0263135,0.0536636,0.0518159,0.0232208,0.0347722,0.0363017,0.024061,0.0235958,0.0475143,0.0455846,0.012598,0.0166981,0.0360467,0,0.0199159,0,0.0214184,0,0.0310588,0,0,0.0350358,0.0607878,0.0357083,0.0305892,0.0117806,0.0547676,0.0622974,0,0.0746948,0.0704425,0.0448212,0.0538499,0.0349398,0.0407769,0.0633794,0.0140326,0.0286755,0.00919929,0.020121,0.0565015,0.0648014,0,0,0,0,0,0,0,0,0,0
72,0.0296294,0.0701322,0,0,0,0,0,0,0.0243734,0,0.0268873,0.0678918,0,0,0.00944323,0,0,0.0495687,0.0456851,0.0395241,0.0304552,0.0216086,0.0525396,0.0451417,0.0263929,0.0534445,0.0513019,0.0234082,0.034406,0.0359259,0.0236816,0.0239393,0.0439464,0.0460705,0.0125332,0.0166732,0.0367804,0,0.0202595,0,0.0214454,0,0.0305665,0,0,0.0347876,0.0607743,0.035545,0.0297962,0.0121964,0.0543892,0.0622334,0,0.0741384,0.0702895,0.0449285,0.0536811,0.0348283,0.040575,0.0632558,0.0136889,0.0292126,0.00913228,0.0199935,0.0563944,0.0648323,0,0,0,0,0,0,0,0,0,0
73,0.0292902,0.0707928,0,0,0,0,0,0,0.0247727,0,0.0268899,0.0673306,0,0,0.00927467,0,0,0.0494909,0.0452793,0.0390233,0.0301748,0.0213277,0.0518851,0.0450768,0.026346,0.0531672,0.05081,0.0237605,0.0333311,0.0352675,0.023238,0.0244523,0.0393207,0.0463231,0.0123596,0.0166906,0.0374251,0,0.0205991,0,0.0214565,0,0.0301783,0,0,0.0346336,0.0607525,0.0350699,0.0289934,0.0126204,0.053913,0.06238,0,0.0735876,0.0700722,0.0449618,0.0535365,0.0347648,0.0402953,0.0630693,0.0133764,0.0296154,0.00916707,0.0198452,0.0563045,0.0648812,0,0,0,0,0,0,0,0,0,0
74,0.0289186,0.072776,0,0,0,0,0,0,0.026247,0,0.0269316,0.0667291,0,0,0.00926924,0,0,0.0494259,0.0447229,0.0384387,0.0298267,0.0207632,0.0511091,0.0451589,0.0262681,0.0530123,0.0501195,0.0242861,0.0330626,0.0347117,0.0226427,0.0249431,0.0337739,0.0463201,0.0126278,0.0165316,0.0376743,0,0.0208677,0,0.0215539,0,0.0299135,0,0,0.0345289,0.0607468,0.0349225,0.0281156,0.0129,0.0533591,0.0626456,0,0.0732979,0.0697844,0.044927,0.053439,0.0347625,0.0401137,0.0629069,0.0133236,0.0300284,0.00919206,0.019837,0.0559995,0.0649943,0,0,0,0,0,0,0,0,0,0
75,0.0287929,0.0734032,0,0,0,0,0,0,0.0294253,0,0.0270001,0.0661717,0,0,0.00905649,0,0,0.0492044,0.044016,0.0377471,0.0295144,0.0198523,0.0504549,0.0448599,0.0263475,0.0528661,0.0495829,0.0249815,0.0328763,0.0343256,0.022079,0.0256784,0.0277561,0.0463248,0.0124895,0.0164702,0.0380575,0,0.0210848,0,0.0216482,0,0.0295619,0,0,0.0344977,0.0607913,0.0349304,0.0273406,0.0132459,0.0529553,0.0627557,0,0.073242,0.0694135,0.0448757,0.0534284,0.0347769,0.0400478,0.062836,0.0132694,0.0305308,0.00926876,0.0198156,0.0555277,0.0650857,0,0,0,0,0,0,0,0,0,0
76,0.0285999,0.0730148,0,0,0,0,0,0,0.0345668,0,0.0270813,0.0657604,0,0,0.00883054,0,0,0.0489459,0.0435239,0.0372538,0.0292272,0.0187814,0.0498051,0.0442476,0.0268546,0.0526542,0.0491769,0.0258458,0.0327035,0.0340947,0.0219331,0.0267111,0.0224866,0.0465158,0.012396,0.0163988,0.0387524,0,0.0212748,0,0.0217086,0,0.0291812,0,0,0.0344813,0.0608925,0.0349168,0.0266542,0.013667,0.0525845,0.0627282,0,0.0729249,0.0690467,0.0447342,0.0534697,0.0348027,0.0399713,0.062802,0.0131062,0.0310156,0.00938367,0.0197593,0.0552002,0.0650785,0,0,0,0,0,0,0,0,0,0
