Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTHI,IMU_B
105,0,0,0,0,0.0139805,0.00999417,0,0,0.0722952,0.0233824,0.0347977,0.00704029,0,0,0.0113851,0,0.0140896,0.00571488,0.037748,0.0183324,0.0115113,0.00661107,0.00566072,0.00859406,0.0100572,0.0167348,0.0184278,0.0341949,0.0051035,0.0198027,0.010266,0.0149207,0.0872617,0.00516221,0.00371254,0.00335973,0.0176074,0.0185767,0.0197786,0.0100798,0.0101222,0,0,0.0361809,0,0.0103917,0.0195501,0.0334542,0.0244844,0.0292823,0.00853132,0.00680515,0.0116286,0.0279276,0.0154523,0.01345,0.0132742,0.0305137,0.01453,0.024306,0.0192463,0.0167466,0.0135497,0.00992597,0.0137544,0.0147753,0,0,0,0,0
106,0,0,0,0,0.0140864,0.00976486,0,0,0.0700937,0.0234066,0.0349347,0.00800053,0,0,0.0114437,0,0.0140803,0.00567771,0.0379496,0.0209145,0.0108624,0.0080589,0.00701564,0.00835366,0.0105048,0.0154754,0.0191601,0.0338458,0.00284097,0.0174547,0.00942273,0.014771,0.0839703,0.00527451,0.00372407,0.00344869,0.0167798,0.0186135,0.0190248,0.011046,0.0105316,0,0,0.0369573,0,0.0103796,0.019857,0.0336713,0.0245651,0.0289942,0.0106468,0.00845273,0.0119111,0.0284856,0.0161292,0.0141146,0.0131865,0.0310747,0.0132704,0.0230821,0.020004,0.0169951,0.0136789,0.0100275,0.0133443,0.0152603,0,0,0,0,0
107,0,0,0,0,0.014127,0.009611,0,0,0.0678538,0.0233865,0.034755,0.00905157,0,0,0.0113788,0,0.0141055,0.00559419,0.0382263,0.0231555,0.0104583,0.0100312,0.007443,0.00816215,0.0114967,0.0154951,0.0199253,0.0331959,0.00149197,0.015497,0.00849713,0.0148272,0.081045,0.00530001,0.00376089,0.00347942,0.0184296,0.0186264,0.0212326,0.0113389,0.0108007,0,0,0.0375066,0,0.010398,0.0201111,0.0337943,0.0278597,0.0284874,0.0111732,0.00923905,0.012187,0.0278592,0.0163147,0.0140988,0.0151657,0.0293142,0,0.0252043,0.0228302,0.0172458,0.0137517,0.0101283,0.0130313,0.0155847,0,0,0,0.0153604,0
108,0,0,0,0,0.0142125,0.00951342,0,0,0.0652906,0.0233643,0.0343402,0.0102396,0,0,0.0114449,0,0.0141223,0.00553157,0.0387026,0.0251239,0.010089,0.0123297,0.00843345,0.00805057,0.0129189,0.0164843,0.0207735,0.0326984,0.00237652,0.0135554,0.00777483,0.0148793,0.0775882,0.00539965,0.00380631,0.00354179,0.018917,0.0186745,0.0211681,0.0121337,0.0111142,0,0,0.037937,0,0.010415,0.0202489,0.0340114,0.0280148,0.0281536,0.0123718,0.0104701,0.0124267,0.0276856,0.0163441,0.0148219,0.0147968,0.0280374,0.0145245,0.0246433,0.0240528,0.0174066,0.0138421,0.010102,0.0126654,0.0159623,0,0,0,0,0
109,0,0,0,0,0.0143475,0.00951617,0,0,0.0624974,0.0233308,0.0335278,0.0112365,0,0,0.0114936,0,0.0141568,0.00554165,0.0392154,0.0262744,0.0099338,0.0142449,0.00941693,0.0079387,0.0144853,0.0179669,0.021404,0.0321894,0.00401855,0.0119329,0.00732613,0.0149671,0.074012,0.00545948,0.00380015,0.00359994,0.018544,0.0187304,0.0203794,0.012966,0.0113798,0,0,0.0381805,0,0.0104407,0.0203072,0.0343623,0.0279969,0.0278545,0.0137497,0.0116373,0.0125267,0.0280402,0.0163187,0.0156184,0.015097,0.0285085,0.0138128,0.0244407,0.024856,0.0174587,0.0138856,0.0100466,0.0124038,0.0162485,0,0,0,0.0172249,0
110,0,0,0,0,0.0143643,0.00945473,0,0,0.0593261,0.023283,0.0321297,0.0120721,0,0,0.0115272,0,0.0141793,0.00553872,0.0398641,0.0264416,0.00992178,0.0156752,0.0101595,0.00778138,0.016,0.0195253,0.0217021,0.0315566,0.00551405,0.0105291,0.00702688,0.0150781,0.0701394,0.00550443,0.00382609,0.00366435,0.0195945,0.0187674,0.0214021,0.0135017,0.0115308,0,0,0.0384146,0,0.0104905,0.0204295,0.0347769,0.0289801,0.027546,0.0138186,0.0124752,0.0126112,0.0277291,0.0164792,0.0158599,0.0157331,0.0270134,0.014737,0.0254235,0.0263125,0.017622,0.0139138,0.0101061,0.0121284,0.0164439,0,0,0,0.0182036,0
111,0,0,0,0,0.0143526,0.00963174,0,0,0.0533039,0.0232893,0.0290678,0.0139272,0,0,0.0116513,0,0.0142045,0.00554866,0.0425654,0.0254405,0.00868689,0.0167834,0.0129468,0.00766203,0.0167542,0.0204578,0.0213972,0.0321387,0.00721074,0.00902357,0.00696353,0.0150213,0.0627324,0.00556499,0.00387591,0.00373896,0.0328976,0.0188282,0.0199187,0.0184157,0.0113255,0,0,0.0383234,0,0.0105444,0.0204032,0.0313775,0.0392878,0.0308632,0.0159069,0.0137266,0.0122433,0,0.0244957,0.0206216,0.0238463,0.0203799,0.0144238,0.0330461,0.0517348,0.017704,0.0138358,0.0101081,0.0120032,0.0166512,0,0,0,0,0
112,0,0,0,0,0.0144915,0.00936543,0,0,0.0506253,0.0232984,0.0279161,0.0133728,0,0,0.011852,0,0.0142214,0.00560309,0.0412309,0.0251903,0.0100221,0.017557,0.0119842,0.00747998,0.0177531,0.0223677,0.0211949,0.0304163,0.00793204,0.008058,0.00695952,0.014988,0.0596646,0.00573726,0.00392455,0.00376284,0.0194908,0.0189051,0.0207876,0.0149372,0.0117948,0,0,0.0388623,0,0.0106019,0.0206282,0.0358224,0.028303,0.0269745,0.0160128,0.0147205,0.0127387,0.0278149,0.0164424,0.0170589,0.0159385,0.0271099,0.0144915,0.024579,0.0275765,0.0180086,0.0138934,0.0101273,0.0115907,0.0168242,0,0,0,0.0179684,0
113,0,0,0,0,0.0145866,0.00944272,0,0,0.0453652,0.0231996,0.0251477,0.0134056,0,0,0.0117465,0,0.0142824,0.00558117,0.0421019,0.0238661,0.0102663,0.0174064,0.0118171,0.00734986,0.018001,0.0229039,0.0200959,0.029654,0.00852468,0.00731423,0.00694518,0.014842,0.0534063,0.00566228,0.00393726,0.00378163,0.0202755,0.0189309,0.0216016,0.0151081,0.0116099,0,0,0.0387062,0,0.0106563,0.020596,0.0363175,0.0288684,0.0267492,0.0157937,0.0147924,0.0127391,0.0273225,0.0158731,0.017028,0.0161947,0.0259952,0.0155353,0.0254093,0.028432,0.0180369,0.0137993,0.0100952,0.0116277,0.0166899,0,0,0,0.016778,0
114,0,0,0,0,0.0145565,0.00946724,0,0,0.0391459,0.0231083,0.0219069,0.0131991,0,0,0.0116243,0,0.0143209,0.00557616,0.0430493,0.0223454,0.0106128,0.0165946,0.0114691,0.00721533,0.0177035,0.0227056,0.0184416,0.0289098,0.00867602,0.00662699,0.00676268,0.014489,0.0460104,0.0055672,0.00397058,0.00376664,0.0209691,0.018946,0.02233,0.0152181,0.0112979,0,0,0.0383945,0,0.0107066,0.0205254,0.0367329,0.0293703,0.0266087,0.0156881,0.0146043,0.0127039,0.0269344,0.0157305,0.0170123,0.0165114,0.0251891,0.0155643,0.0261938,0.0292407,0.0179366,0.0136353,0.010099,0.0116911,0.0164585,0,0,0,0.0168171,0
115,0,0,0,0,0.0145214,0.00953782,0,0,0.0320013,0.0231035,0.0182687,0.0127967,0,0,0.0114025,0,0.0143171,0.00556724,0.0440227,0.0207274,0.0110297,0.0152023,0.0108597,0.00704502,0.0167997,0.0217213,0.0161915,0.0282548,0.00854587,0.00587071,0.00636338,0.0139112,0.0377742,0.00538243,0.00396163,0.00362545,0.021338,0.0189735,0.0224156,0.0152417,0.0109065,0,0,0.0378748,0,0.0107529,0.0203309,0.0369661,0.0293949,0.0265185,0.0155773,0.0140711,0.0124952,0.026756,0.0160444,0.0169474,0.0166842,0.0251209,0.0141178,0.0261952,0.0298927,0.0177726,0.0133639,0.0100195,0.0118538,0.0161783,0,0,0,0.0167593,0
116,0,0,0,0,0.0144456,0.00964948,0,0,0.0246955,0.0230565,0.0144571,0.0120972,0,0,0.0111763,0,0.0143911,0.00556603,0.044881,0.0190075,0.0115186,0.0132644,0.00994162,0.00692865,0.0152982,0.0198404,0.0133344,0.0277761,0.0080129,0.0050647,0.00579677,0.0131719,0.029372,0.00520843,0.00395547,0.00348105,0.0214154,0.018976,0.0221934,0.0152391,0.0104107,0,0,0.0373088,0,0.0107966,0.0201219,0.0371354,0.0290725,0.0265875,0.0154432,0.0131842,0.0122926,0.0266844,0.0160987,0.0168727,0.016638,0.0251742,0.0135678,0.0262247,0.0300241,0.0176055,0.0130974,0.00996478,0.0121632,0.0158573,0,0,0,0.0166006,0
117,0,0,0,0,0.0142987,0.0105051,0,0,0.022113,0.0225168,0.0118036,0.00963938,0,0,0.0105573,0,0.0146379,0.00599428,0.0464786,0.0176735,0.0129995,0.00985273,0.00472839,0.00689475,0.0138099,0.0159404,0.00989245,0.0259196,0.00688329,0.00420798,0.00491393,0.0132828,0.0274316,0.0047003,0.00393833,0.00337338,0.035984,0.0187164,0.0395641,0.0110016,0.00837198,0,0,0.0343905,0,0.0108839,0.0193877,0.0374786,0.0443613,0.0267622,0.025243,0.0067162,0.0120599,0.0192603,0.0196057,0.016267,0.0331023,0,0.0329132,0.0458418,0.0389312,0.0172629,0.0125303,0.00984889,0.014311,0.0140022,0,0,0,0.0133851,0
118,0,0,0,0,0.0145494,0.0107788,0,0,0.0128097,0.0226539,0.00837566,0.00925475,0,0,0.0107847,0,0.0144766,0.00600263,0.0457155,0.0161591,0.0129938,0.00842624,0.00614321,0.00718276,0.0108994,0.013751,0.006461,0.0280593,0.00595793,0.00343986,0.00451811,0.0116955,0.0157505,0.00497656,0.00385965,0.00350959,0.0200503,0.0190047,0.0211926,0.0150864,0.00907079,0,0,0.034638,0,0.0107027,0.0192753,0.037612,0.0280292,0.0277024,0.0155008,0.00905202,0.0115491,0.0264957,0,0.0167565,0.0157567,0.0257243,0.0137035,0.0255206,0.0276507,0.0167017,0.0122485,0.00973307,0.0141943,0.0145828,0,0,0,0.0160259,0
119,0,0,0,0,0.0141254,0.0114249,0,0,0.0133178,0.022135,0.00838453,0.00686718,0,0,0.0103769,0,0.0147383,0.00639486,0.0469809,0.0163225,0.0143033,0.00624082,0.00552123,0.00742267,0.00910237,0.00945603,0.00309213,0.0270272,0.00492364,0.00247526,0.00329648,0.0121901,0.0176285,0.00473389,0.00393253,0.00333074,0.0363967,0.0185838,0.0396718,0.0111741,0.00708939,0,0,0.0330814,0,0.0108988,0.0193034,0.038114,0.0438698,0.0278784,0.0263329,0.00544695,0.012272,0.0187526,0,0.0162207,0.0343772,0,0.0342363,0.0463852,0.0385185,0.0173357,0.0118955,0.00996125,0.0159316,0.0127424,0,0,0,0.0130976,0
120,0,0,0,0,0.0140945,0.0114112,0,0,0.0116187,0.0223338,0.0102291,0.00596176,0,0,0.0104537,0,0.0145541,0.00639124,0.0457888,0.0170507,0.014695,0.00653875,0.00275512,0.00759831,0.00709384,0.00813812,0.00409804,0.0303024,0.00390588,0.00188847,0.00323894,0.0113101,0.0139593,0.00494319,0.00383695,0.00343988,0.0175314,0.0189027,0.0192319,0.0149618,0.00800653,0,0,0.0336922,0,0.0107087,0.0192542,0.0381748,0.0256404,0.0287558,0.0158489,0.00597786,0.0116927,0.026825,0,0.0164332,0.0151752,0.0278264,0.0123872,0.0229887,0.0245082,0.0167333,0.0116285,0.0098953,0.0154995,0.0134392,0,0,0,0.0158801,0
121,0,0,0,0,0.0133097,0.0113118,0,0,0.0137432,0.0222287,0.0124288,0.00424365,0,0,0.01042,0,0.0146056,0.00639182,0.0457196,0.0193419,0.0156321,0.00762871,0.00171698,0.00758711,0.00759674,0.00756317,0.00652636,0.0317371,0.00363266,0.00252583,0.00310744,0.01176,0.016299,0.00499437,0.00390059,0.00327519,0.0177032,0.0187797,0.0197738,0.0149048,0.0074508,0,0,0.0339979,0,0.0108332,0.0194138,0.0384791,0.0258062,0.0292862,0.0150839,0.00532645,0.0119315,0.0264361,0.0138516,0.0156293,0.0154733,0.0273732,0.0130964,0.0237968,0.0242352,0.0170557,0.0115976,0.00994472,0.0157073,0.0129103,0,0,0,0.0153097,0
122,0,0,0,0,0.0133222,0.0119003,0,0,0.0168463,0.0222537,0.0153802,0.00696393,0,0,0.0104251,0,0.0146006,0.00641591,0.0453383,0.0222553,0.0168744,0.00916044,0.00344704,0.00791012,0.0122096,0.0108447,0.0111808,0.0368062,0.00312409,0.00203732,0.00396123,0.0115944,0.0190415,0.00493929,0.00385493,0.00328217,0.0341378,0.0188081,0.0340296,0.0211575,0.0073881,0,0,0.0335561,0,0.0107634,0.019253,0.0381683,0.0556805,0.0329383,0.0222615,0.00711492,0.0114274,0,0,0.0241201,0.0341614,0.0259132,0.0237363,0.0454999,0.0586105,0.0169931,0.0115993,0.0098531,0.0160608,0.0132037,0,0,0,0.0250234,0
123,0,0,0,0,0.0132891,0.0123281,0,0,0.0180472,0.0220743,0.0166792,0.00604482,0,0,0.0105077,0,0.0146916,0.00658513,0.0454847,0.0235092,0.0178093,0.0110225,0.00227402,0.00805981,0.0145573,0.0130338,0.0128793,0.0376345,0.00401144,0.00383872,0.004103,0.0122371,0.0205,0.00500593,0.00391376,0.00323512,0.0279964,0.0186809,0.0200406,0.0198286,0.00682422,0,0,0.0330995,0,0.0108391,0.0191798,0.0369121,0.0363801,0.0327242,0.018439,0.00593305,0.0117787,0,0.0216072,0.021397,0.0224793,0.0196949,0.0145954,0.0307173,0.0455335,0.0173547,0.0116509,0.00986373,0.0167635,0.0126841,0,0,0,0.0233269,0
124,0,0,0,0,0.0133049,0.0125791,0,0,0.0175046,0.0220077,0.0170977,0.00149088,0,0,0.0105983,0,0.0147379,0.00662617,0.045309,0.0236171,0.0187543,0.0126727,0.00533162,0.00809252,0.0139572,0.0135406,0.0126053,0.0354933,0.00624387,0.00683501,0.00540922,0.0133374,0.0204712,0.00513843,0.00391666,0.00320291,0.0160739,0.0186477,0.0191513,0.0146649,0.00641303,0,0,0.0331326,0,0.0108292,0.0192173,0.0393671,0.0255804,0.0293005,0.0146586,0.00440017,0.0123,0.0262476,0.0134823,0.014642,0.0160642,0.0272576,0.0138483,0.0249459,0.0231613,0.0176318,0.0116128,0.00992474,0.0174142,0.0120089,0,0,0,0.014502,0
125,0,0,0,0,0.0135082,0.0129137,0,0,0.0183063,0.0219987,0.0186701,0.00150796,0,0,0.0105657,0,0.0147658,0.00656515,0.0451548,0.0256739,0.0195754,0.014668,0.00629652,0.0081724,0.0150671,0.0155823,0.0142003,0.0362236,0.00704403,0.00710739,0.00602744,0.0133387,0.0208828,0.00502654,0.0039068,0.00318667,0.0156375,0.0186086,0.0188132,0.0144737,0.00624587,0,0,0.0328981,0,0.010782,0.0191568,0.0396556,0.0256024,0.0288361,0.0145563,0.00429839,0.0124066,0.0259661,0.0128003,0.0146063,0.0166026,0.0271394,0.0138592,0.024747,0.0229614,0.0178927,0.0114695,0.00986823,0.0177738,0.0120015,0,0,0,0.0144588,0
126,0,0,0,0,0.0136739,0.0130856,0,0,0.0189731,0.0220379,0.0201916,0.00169229,0,0,0.0106634,0,0.0147316,0.00660929,0.0448757,0.028664,0.0200579,0.0160966,0.00664622,0.00801671,0.0154826,0.016677,0.0152961,0.0369397,0.00765605,0.00709635,0.00626733,0.0132177,0.0213919,0.00495887,0.00389696,0.00322536,0.0150458,0.0185805,0.018306,0.0144334,0.00624225,0,0,0.0328693,0,0.0107496,0.0191011,0.0397576,0.0256844,0.0283681,0.0146164,0.00430826,0.0124554,0.0254237,0.0123294,0.0147058,0.0169022,0.0268775,0.0138559,0.0247768,0.0229161,0.0178945,0.0113876,0.00983206,0.0178436,0.0120856,0,0,0,0.0145265,0
127,0,0,0,0,0.0138793,0.0130803,0,0,0.0193572,0.0220671,0.0208612,0.00178046,0,0,0.0106827,0,0.0146486,0.00662374,0.0444965,0.0308692,0.0202006,0.0164509,0.00677956,0.00778812,0.0155166,0.016493,0.0154672,0.0375088,0.00781807,0.00690223,0.00628163,0.0131146,0.0218733,0.00486689,0.00387947,0.00320531,0.0147695,0.0185339,0.0181817,0.0143643,0.00634046,0,0,0.0326663,0,0.0107076,0.0190511,0.0399402,0.0260295,0.0278927,0.0145912,0.00442296,0.0124714,0.0251631,0.012984,0.0147215,0.0172769,0.0264877,0.0137869,0.0247601,0.0231162,0.0178911,0.011423,0.00982675,0.0177823,0.0122441,0,0,0,0.0145157,0
128,0,0,0,0,0.0139683,0.0130452,0,0,0.0194599,0.0221063,0.0203907,0.0018315,0,0,0.0106929,0,0.0146273,0.00658817,0.0441227,0.0305121,0.0200779,0.0155578,0.00670604,0.00753636,0.0150246,0.0150705,0.0146309,0.0376318,0.00724124,0.00643044,0.00611548,0.0129333,0.0222727,0.00481643,0.00387795,0.00316324,0.0152751,0.0184867,0.0193048,0.014371,0.00647214,0,0,0.0326088,0,0.0106651,0.0190869,0.0401335,0.0274513,0.0274862,0.0147318,0.00460488,0.012527,0.0252224,0,0.0148304,0.0181788,0.026461,0.0143152,0.0253504,0.0236408,0.0179154,0.0114941,0.00989622,0.0176759,0.0124196,0,0,0,0.0145396,0
129,0,0,0,0,0.0139083,0.0130662,0,0,0.0197642,0.022163,0.0192062,0.00190963,0,0,0.0107187,0,0.0146332,0.00655935,0.0439801,0.0278006,0.01969,0.0135296,0.00647747,0.00725471,0.0136017,0.0127471,0.0130545,0.0369661,0.00605139,0.00590998,0.00576285,0.0124863,0.0226263,0.00479965,0.00388483,0.0031456,0.0177468,0.0184419,0.0224228,0.0142515,0.00652269,0,0,0.032834,0,0.01064,0.0192311,0.0401828,0.030874,0.0270384,0.0154063,0.00473451,0.012605,0.0247874,0,0.0149929,0.0194902,0.0278344,0.0164576,0.0278017,0.0255818,0.0179749,0.01157,0.0100086,0.0175928,0.0125131,0,0,0,0.0144476,0
130,0,0,0,0,0.0137766,0.0130199,0,0,0.0200943,0.0222099,0.0179101,0.00234702,0,0,0.010712,0,0.0146356,0.00653815,0.0440018,0.0249188,0.0191997,0.0112399,0.00605059,0.00699811,0.0115613,0.0103231,0.0110244,0.035671,0.00479218,0.0053702,0.00518919,0.0118586,0.0226599,0.00475021,0.00387379,0.00308642,0.0211273,0.0184291,0.0261022,0.0142248,0.0064992,0,0,0.033184,0,0.0106076,0.019369,0.0400557,0.0347471,0.026641,0.0166267,0.00498676,0.0127441,0.0243687,0,0.0154399,0.0209458,0.0295972,0.019061,0.0305896,0.0282912,0.0179832,0.0115665,0.0100458,0.0174904,0.0126201,0,0,0,0.0146801,0
131,0,0,0,0,0.0136199,0.0128819,0,0,0.0203084,0.022218,0.0172734,0.0030237,0,0,0.0106428,0,0.0146451,0.00642402,0.0440472,0.0231458,0.0187527,0.00939351,0.00561124,0.00673076,0.00955037,0.00836539,0.00887232,0.0341059,0.00420046,0.00512062,0.00472044,0.0112562,0.0225428,0.00467268,0.00387862,0.00302228,0.0251773,0.0184194,0.0300129,0.0142406,0.00638635,0,0,0.0334939,0,0.0105822,0.0194377,0.0399403,0.0387068,0.0263547,0.0182604,0.00540406,0.0129881,0.0241225,0,0.0160333,0.0241142,0.0316346,0.0220798,0.0333847,0.0316175,0.0179518,0.0115893,0.0100686,0.0173778,0.012709,0,0,0,0.0151186,0
132,0,0,0,0,0.0134244,0.0127131,0,0,0.0196191,0.0222172,0.0170569,0.00367479,0,0,0.0106029,0,0.014631,0.00632907,0.0439139,0.0218652,0.018467,0.00852571,0.00544685,0.00642737,0.00794679,0.0070368,0.00702294,0.0326105,0.00462235,0.00522457,0.00445848,0.0109873,0.0217374,0.00462524,0.00390226,0.0029672,0.0289041,0.0183636,0.0332746,0.0142608,0.0061875,0,0,0.0336522,0,0.0105423,0.0195277,0.0400277,0.0418986,0.0262085,0.0196423,0.00576023,0.0132685,0.0242815,0,0.0164922,0.0269442,0.0333104,0.0252468,0.0354087,0.0348543,0.0179539,0.0116619,0.0101004,0.0173071,0.0127383,0,0,0,0.0154776,0
133,0,0,0,0,0.0132079,0.0126227,0,0,0.0175873,0.0222157,0.0161922,0.00418019,0,0,0.0106264,0,0.014567,0.00630813,0.0435777,0.0201644,0.0184507,0.008954,0.00557347,0.00607934,0.00652956,0.00651978,0.00611094,0.0314622,0.00510028,0.00546532,0.00414893,0.0110776,0.0196357,0.0046153,0.00390212,0.00292403,0.0311604,0.018311,0.0349338,0.0141849,0.00600851,0,0,0.0337654,0,0.0105176,0.0197407,0.0399883,0.0431095,0.0260525,0.0203155,0.00595149,0.0136053,0.0243977,0.0172793,0.0167835,0.0279257,0.0340292,0.02814,0.0360054,0.0367906,0.0180433,0.0116659,0.0101238,0.0172017,0.0127686,0,0,0,0.0156574,0
134,0,0,0,0,0.0130964,0.0126122,0,0,0.0150491,0.0221852,0.0143472,0.00452537,0,0,0.0106385,0,0.014548,0.00645287,0.0432173,0.0186713,0.0187359,0.0101854,0.00584163,0.00590178,0.00515674,0.00704207,0.00642181,0.0309406,0.00485312,0.00560378,0.00415313,0.0113024,0.0170237,0.00459149,0.00388602,0.00287644,0.0326609,0.0182663,0.0355236,0.0141858,0.005868,0,0,0.0337019,0,0.0105265,0.0199864,0.0398001,0.0427652,0.0260267,0.0204969,0.00588752,0.0139966,0.0246854,0.0186206,0.0170231,0.0276487,0.0338235,0.0289417,0.035514,0.0380028,0.0182344,0.0116736,0.0100785,0.0171514,0.0128101,0,0,0,0.0158684,0
135,0,0,0,0,0.0131191,0.0125626,0,0,0.0129883,0.022188,0.0125592,0.00481242,0,0,0.010642,0,0.0145556,0.00665331,0.0430544,0.0176719,0.0191696,0.0105802,0.00609886,0.00574247,0.00403704,0.0082857,0.00742274,0.0311675,0.00414769,0.00559309,0.00465579,0.0116042,0.014923,0.00451194,0.00387443,0.00286273,0.0315929,0.0182501,0.0337733,0.0140889,0.0058788,0,0,0.033664,0,0.0105531,0.0199446,0.0396489,0.0398255,0.0259232,0.0201421,0.00575571,0.0144065,0.0249,0.0172669,0.0171381,0.0255006,0.0322207,0.0276963,0.0334067,0.0369387,0.0184387,0.0116726,0.0100737,0.0170296,0.0129224,0,0,0,0.016289,0
136,0,0,0,0,0.0132047,0.0123885,0,0,0.0114089,0.0222569,0.0112791,0.005093,0,0,0.0106584,0,0.0145881,0.0065221,0.0430693,0.016904,0.0194671,0.00888943,0.00609203,0.00553425,0.00385589,0.00954939,0.0082933,0.0319458,0.00396573,0.00605963,0.00533142,0.0117764,0.0131511,0.00448972,0.00387783,0.00284105,0.0284555,0.0182485,0.0300807,0.0139614,0.00603088,0,0,0.0337218,0,0.0105516,0.0199462,0.0395222,0.0349626,0.0258551,0.0193742,0.00563756,0.0148067,0.0249996,0.0165748,0.0174185,0.0227135,0.0293984,0.0253514,0.0300467,0.0337524,0.0185053,0.0116676,0.0100908,0.0167463,0.0131313,0,0,0,0.0167769,0
137,0,0,0,0,0.0131662,0.0120044,0,0,0.0102005,0.0223389,0.0101295,0.00531725,0,0,0.0105436,0,0.0145557,0.00628405,0.0430715,0.0161009,0.0194375,0.00649063,0.00569731,0.00535992,0.00446221,0.0104224,0.00851185,0.0327,0.00446801,0.00721273,0.0057364,0.0115246,0.0114995,0.00445934,0.00389095,0.00288953,0.0245425,0.0183075,0.0256101,0.0137897,0.00621858,0,0,0.0339626,0,0.0105444,0.0199455,0.0393695,0.0295501,0.0257964,0.0182138,0.00561929,0.0151336,0.0253426,0.0163764,0.0177522,0.0192676,0.0257629,0.0226973,0.026065,0.0294986,0.0183827,0.0116721,0.0101319,0.0162326,0.0134581,0,0,0,0.0172443,0
138,0,0,0,0,0.0133362,0.0120003,0,0,0.0110876,0.0223942,0.0100233,0.00632727,0,0,0.0103037,0,0.014509,0.00630877,0.0442965,0.0155706,0.0179163,0.00585661,0.00518442,0.00566986,0.00536848,0.0106836,0.00848967,0.0336777,0.00494857,0.00878427,0.00614426,0.0109019,0.0119135,0.00424949,0.0038126,0.00288369,0.0325132,0.0183198,0.0381425,0.0157897,0.00635193,0,0,0.0338857,0,0.010532,0.0199198,0.035816,0.0503907,0.0281974,0.0167646,0.00506349,0.0154961,0,0.0246616,0.0210131,0.0194164,0.0221085,0.0244316,0.0301103,0.0464654,0.0184516,0.0117172,0.0101716,0.0161959,0.0136725,0,0,0,0.0231168,0
139,0,0,0,0,0.0129883,0.0113396,0,0,0.0113006,0.0226256,0.00909146,0.00635196,0,0,0.0102391,0,0.01443,0.006456,0.0438772,0.0146747,0.0177826,0.00631277,0.00433598,0.00516007,0.00498029,0.0111128,0.00795355,0.033336,0.00521815,0.00978439,0.00597714,0.00994119,0.0113457,0.00416244,0.00375524,0.00292721,0.0284369,0.0183949,0.0362019,0.0152531,0.00642322,0,0,0.0344167,0,0.0104966,0.0197656,0.0356842,0.0471996,0.0278516,0.0160279,0.0052876,0.0155287,0,0,0.0234835,0.0156707,0.0189759,0.0212562,0.0261364,0.044811,0.0181362,0.011734,0.0100986,0.0154214,0.0139315,0,0,0,0.0250582,0
140,0,0,0,0,0.0126353,0.0105721,0,0,0.0119794,0.0228803,0.00846074,0.00654758,0,0,0.0101238,0,0.0143316,0.00652667,0.043129,0.0138468,0.0175904,0.00708223,0.00352419,0.00473744,0.00452103,0.0116511,0.0074964,0.0326226,0.00539843,0.0106549,0.00592397,0.00911367,0.0113805,0.00397977,0.00370347,0.00295386,0.0220552,0.0185241,0.0305465,0.0143721,0.00656454,0,0,0.0352313,0,0.0104237,0.0196988,0.0355404,0.039907,0.0271876,0.0155416,0.00588251,0.0154847,0,0.0279025,0.0261399,0.0102475,0.015901,0.0171856,0.019606,0.038941,0.0178525,0.0117183,0.0100602,0.0145022,0.01425,0,0,0,0.0268851,0
141,0,0,0,0,0.0122218,0.00989609,0,0,0.012627,0.0230641,0.00806021,0.00684187,0,0,0.010045,0,0.0142625,0.00622514,0.042329,0.0129045,0.0174527,0.00741831,0.00316078,0.00448122,0.00448728,0.0119431,0.00716387,0.032143,0.005406,0.0111464,0.00589422,0.00857692,0.011781,0.0037977,0.00373465,0.00295215,0.0190267,0.0185892,0.0276998,0.0138904,0.00654747,0,0,0.0360271,0,0.0104294,0.0197185,0.0354278,0.0358341,0.0269412,0.0158149,0.00648711,0.0155008,0,0.0294727,0.0287977,0.00617969,0.0152518,0.0154485,0.015001,0.0364481,0.0177833,0.0116924,0.00994309,0.0137449,0.0144415,0,0,0,0.0286175,0
142,0,0,0,0,0.0119898,0.00960674,0,0,0.0130625,0.0232119,0.00760908,0.00707251,0,0,0.0101037,0,0.0142264,0.00607125,0.0417369,0.011806,0.0173998,0.00707257,0.00320067,0.00448156,0.00445132,0.0117092,0.00685848,0.0320385,0.00524977,0.0111646,0.00578347,0.00829847,0.0122496,0.00368937,0.00372739,0.00295444,0.0212265,0.0186206,0.0275805,0.0138959,0.00636764,0,0,0.0364883,0,0.0104088,0.0197531,0.0353872,0.0333545,0.0272749,0.0165359,0.00657843,0.0155657,0,0,0.0311119,0.00345138,0.0159326,0.0132694,0.012137,0.0378287,0.0178679,0.0117645,0.00993031,0.0134873,0.0144622,0,0,0,0.0298801,0
