Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTIB,LASI,RTIBI
All Timesteps RMSE,0,0,0,0,0.00377017,0.00409902,0,0,0,0.0384565,0.0213753,0.0212294,0,0,0.00263771,0,0.015555,0.00176153,0.0398001,0.0196052,0.0178343,0.0119542,0.00472719,0.00761504,0.00835095,0.0139167,0.0129257,0.0307243,0.00805001,0.0133004,0.00744121,0.0111014,0.0452155,0.0031803,0.00439621,0.00108282,0.0217858,0.0233086,0.0160823,0.00477229,0.00767971,0,0,0.00548386,0,0.0162574,0.00321549,0.0397843,0.0223186,0.0225978,0.0170983,0.00835891,0.00417735,0.00571862,0.0216764,0.00625245,0.00650131,0.0286369,0.0216231,0.0251033,0.00284516,0.00444599,0.00329656,0.00577279,0.00563298,0,0,0,0.0139059,0.00513582,0.0205297
0,0,0,0,0,0.00307572,0.0032784,0,0,0,0.0666207,0.0222286,0.0291191,0,0,0.00375678,0,0.0149236,0.00164185,0.0378266,0.0108169,0.0155275,0.0118172,0.00362808,0.00551475,0.013674,0.0221721,0.0207891,0.0249316,0.0114229,0.0251471,0.0106698,0.0156949,0.0837197,0.00264094,0.00396534,0.000630161,0.0156813,0.0233185,0.00847716,0.00493475,0.0057457,0,0,0.00291572,0,0.0155503,0.00219531,0.0393812,0.0119035,0.0212812,0.0127008,0.00872359,0.00452587,0.00491955,0.0218521,0.00446481,0.00491146,0.0259935,0.0156861,0.00960678,0.00207912,0.00307677,0.00211399,0.00651991,0.00194543,0,0,0,0,0,0
1,0,0,0,0,0.00304775,0.00277494,0,0,0,0.0651443,0.0221167,0.0276793,0,0,0.00268784,0,0.0149219,0.00118086,0.0384734,0.00941934,0.015514,0.0105329,0.00330033,0.00514128,0.0136815,0.0205231,0.0193514,0.0242543,0.0105759,0.0240758,0.00970831,0.0148636,0.0816016,0.00204778,0.00380402,0.000609315,0.0155109,0.0230254,0.00878125,0.00512401,0.00565978,0,0,0.0020186,0,0.0153184,0.00233431,0.039414,0.0118636,0.0214063,0.0127504,0.00804927,0.00394412,0.00474418,0.0217317,0.00406024,0.00489151,0.0259202,0.0155959,0.0098211,0.00270878,0.00283203,0.00193695,0.00618793,0.00192053,0,0,0,0.00918545,0,0
2,0,0,0,0,0.00327325,0.0027974,0,0,0,0.0614596,0.0217807,0.0258727,0,0,0.00259572,0,0.0148651,0.0012707,0.0390999,0.00932566,0.0154518,0.00824093,0.00327416,0.00506428,0.0129629,0.0179451,0.0173386,0.0236677,0.00947838,0.0220479,0.00852782,0.0140402,0.0768734,0.00207857,0.00389163,0.000680386,0.0156163,0.0230269,0.00885295,0.00543956,0.00562086,0,0,0.0017888,0,0.0154044,0.00243224,0.0396004,0.011941,0.0212035,0.0130304,0.00842594,0.00414639,0.00465131,0.0216633,0.00391289,0.00501872,0.0257687,0.0155405,0.0104133,0.00279077,0.00295302,0.00195552,0.00653012,0.00160001,0,0,0,0.00937577,0.00820295,0
3,0,0,0,0,0.00368943,0.00310982,0,0,0,0.0541773,0.020075,0.0236589,0,0,0.00510741,0,0.0168602,0.00227984,0.0399479,0.0111028,0.0148446,0.00400656,0.00382276,0.0057022,0.0122146,0.0147877,0.0147826,0.022994,0.00751723,0.0175637,0.00700629,0.0133821,0.0673895,0.00362438,0,0.00152019,0.0159836,0.0229546,0.00872305,0.00554322,0.00587141,0,0,0.00203477,0,0.0154585,0.00218333,0.0399159,0.0120243,0.0209315,0.01326,0.00893515,0.0035309,0.00457047,0.0215566,0.00387164,0.00518165,0.0256144,0.0155188,0.0117013,0.00224659,0.00298479,0.00180115,0.00668472,0.00173213,0,0,0,0.00950479,0,0
4,0,0,0,0,0.00410382,0.00279061,0,0,0,0.0403251,0.0218833,0.0201936,0,0,0.00276707,0,0.0149147,0.00126069,0.041605,0.0147291,0.0141447,0.0076729,0.0047984,0.00516317,0.014032,0.0161935,0.0142439,0.0225705,0.00624517,0.00883411,0.00491691,0.0134382,0.0489752,0.0020506,0.00411638,0.000554702,0.0161512,0.0231054,0.0085876,0.00572453,0.00516805,0,0,0.00189558,0,0.0154823,0.0031341,0.0403532,0.0123595,0.0205858,0.0137027,0.0103266,0.00410662,0.00458848,0.0214465,0.00392555,0.00545212,0.0253456,0.0155692,0.013064,0.00333067,0.0033096,0.00211214,0.00698013,0.00186458,0,0,0,0.00985567,0.00922211,0.00569404
5,0,0,0,0,0.0043116,0.00226758,0,0,0,0.0327811,0.0218552,0.0174435,0,0,0.00184946,0,0.0149016,0.00091747,0.0434768,0.0150167,0.0142519,0.00960554,0.00510477,0.00461705,0.014028,0.0155855,0.0124026,0.0210104,0.00737383,0.00679561,0.00449339,0.0134541,0.0395831,0.00130818,0.00405587,0.000618161,0.0206087,0.0228952,0.0157711,0.00414445,0.00502457,0,0,0.0025409,0,0.0154212,0.00284001,0.0414836,0.0215713,0.0184755,0.00813228,0.00778618,0.0035896,0.00722931,0.0168524,0.0100518,0.00880939,0,0.0276981,0.0140002,0.00302055,0.00307305,0.00196924,0.0062741,0.00262379,0,0,0,0.0188061,0.00959691,0.0175293
6,0,0,0,0,0.00411615,0.00229753,0,0,0,0.0211886,0.0217038,0.0130243,0,0,0.00164459,0,0.0149321,0.000858943,0.0435073,0.0143011,0.0143326,0.0111425,0.00493385,0.00433068,0.0124106,0.0147962,0.00970453,0.0224026,0.00756276,0.00415933,0.00415048,0.0121792,0.0245089,0.00123254,0.00393559,0.000633645,0.015286,0.0229446,0.00828381,0.00556057,0.00516794,0,0,0.00270756,0,0.0153548,0.00283526,0.0409607,0.0128338,0.0203499,0.0136986,0.0101582,0.00339115,0.00444869,0.0214499,0.00352385,0.00542807,0.0253119,0.0156685,0.0141721,0.00288305,0.00296275,0.00196169,0.00623847,0.00234859,0,0,0,0.0104761,0,0.0057771
7,0,0,0,0,0.00431063,0.00247645,0,0,0,0.0133596,0.0217296,0.00951953,0,0,0.0015095,0,0.0150669,0.000865575,0.0441455,0.0130534,0.0148175,0.0126417,0.00447833,0.00434293,0.0105845,0.0136354,0.0076152,0.0232235,0.00781461,0.00421541,0.00361946,0.0114472,0.0137934,0.00126253,0.00399863,0.000606172,0.0157175,0.0229284,0.00867743,0.00566896,0.00510465,0,0,0.00306278,0,0.0154401,0.00308281,0.0412683,0.0128428,0.0202496,0.0140046,0.01054,0.00338065,0.00433074,0.0213866,0.00346765,0.00550438,0.0251681,0.0156097,0.0138657,0.00305954,0.00302583,0.00186334,0.00659007,0.00243289,0,0,0,0.0108536,0.00784256,0.00559332
8,0,0,0,0,0.00423905,0.00238625,0,0,0,0.012323,0.021665,0.00837538,0,0,0.00135743,0,0.0151564,0.000813627,0.0446275,0.0122347,0.0152498,0.0143239,0.00381695,0.00418262,0.00815548,0.012754,0.00702854,0.0246755,0.00815117,0.00603089,0.0033265,0.0109657,0.0112341,0.00115036,0.00397579,0.000586518,0.015775,0.022888,0.00876289,0.00580961,0.00524114,0,0,0.00329431,0,0.0154393,0.00308934,0.0415677,0.0130072,0.0201915,0.0137297,0.0103093,0.00321484,0.00416627,0.0212611,0.00324725,0.00553572,0.0252127,0.0156531,0.0140086,0.00304698,0.00297884,0.00181817,0.00648912,0.00267041,0,0,0,0.0109234,0.00692394,0.00545385
9,0,0,0,0,0.00333543,0.00404845,0,0,0,0.0178282,0.0216849,0.0103815,0,0,0.00227645,0,0.0149216,0.00100926,0.0450344,0.0129826,0.0157918,0.0159051,0.00305399,0.00416256,0.00556221,0.0124267,0.00813613,0.0266237,0.00855765,0.00799121,0.00354198,0.010908,0.017446,0.00199867,0.00397876,0.00064057,0.0153402,0.0236519,0.00851144,0.00558637,0.00680623,0,0,0.0102203,0,0.016819,0.00510389,0.0418265,0.0130384,0.0201017,0.013103,0.00941534,0.00675511,0.00400297,0.0212601,0.00305005,0.00553532,0.0253452,0.0156811,0.0140821,0.00250831,0.00649845,0.00372701,0.00716475,0.00305038,0,0,0,0.0106721,0.00611603,0.00530059
10,0,0,0,0,0.00359952,0.00280346,0,0,0,0.0244545,0.021371,0.0137578,0,0,0.000468666,0,0.0147925,0.000891568,0.0453287,0.0151352,0.0164855,0.0172179,0.00238816,0.00354799,0.00328248,0.0126636,0.00998142,0.0286448,0.00905914,0.0096069,0.0041974,0.0112967,0.0244228,0.00094573,0.00375396,0.00104428,0.0146943,0.0229857,0.00783947,0.00539293,0.0062357,0,0,0.00227409,0,0.0156145,0.0018611,0.0421508,0.0128483,0.0199214,0.0130019,0.00910066,0.00356723,0.00395222,0.0213967,0.00283218,0.00567443,0.0253646,0.0155413,0.01445,0.00214909,0.00283607,0.00164851,0.00615664,0.00353864,0,0,0,0.0106512,0.00542002,0.00502187
11,0,0,0,0,0.00324946,0.00286382,0,0,0,0.0296344,0.0214881,0.0169315,0,0,0.000841019,0,0.014909,0.000903601,0.0455868,0.0174231,0.0172956,0.0175902,0.00215075,0.00338836,0.00282383,0.0127168,0.0116041,0.030483,0.00950179,0.0107806,0.0052908,0.0121095,0.0297347,0.000932953,0.00379758,0.00110517,0.0145076,0.0229652,0.00763644,0.00534314,0.00659384,0,0,0.00281412,0,0.0156454,0.00145718,0.0424442,0.012753,0.0197816,0.0128723,0.00849246,0.00370616,0.0041254,0.0213565,0.00264181,0.00590638,0.0254215,0.0156042,0.0146273,0.00181852,0.00288146,0.00155443,0.00581657,0.00382326,0,0,0,0.0106002,0.00493901,0.00497709
12,0,0,0,0,0.00289549,0.00291584,0,0,0,0.0333708,0.0214695,0.0196787,0,0,0.00128138,0,0.0150853,0.000871839,0.0457519,0.0192824,0.0180035,0.0167029,0.00272876,0.00325413,0.00453071,0.0124049,0.0128356,0.0318583,0.00968248,0.011616,0.00670521,0.0130657,0.0336586,0.000986734,0.00381162,0.00109761,0.0141619,0.0228792,0.00741379,0.00528391,0.00704198,0,0,0.00391593,0,0.0156763,0.000950916,0.042669,0.0128907,0.0197016,0.0125348,0.0076256,0.00390985,0.00446549,0.0213362,0.00267606,0.00613312,0.025548,0.0156653,0.0146454,0.00134298,0.00303961,0.00151765,0.00541871,0.00413975,0,0,0,0.0104754,0,0.00504094
13,0,0,0,0,0.00266867,0.00284673,0,0,0,0.0360287,0.0212302,0.0217629,0,0,0.00150269,0,0.015268,0.000766752,0.0457844,0.0207735,0.0188005,0.0152176,0.00341146,0.00302755,0.00621578,0.0122776,0.0139233,0.03276,0.00931273,0.0120474,0.00789858,0.0135869,0.0363845,0.00118997,0.0038628,0.00083303,0.0139831,0.0227649,0.00728334,0.00531047,0.00717537,0,0,0.00441779,0,0.0157027,0.000599832,0.042811,0.0130601,0.0195356,0.0123084,0.00716495,0.00392787,0.00468179,0.021483,0.00279604,0.00632094,0.0255842,0.0156498,0.0143381,0.00135692,0.0030484,0.00141589,0.00504187,0.00418875,0,0,0,0.0103273,0,0.00511706
14,0,0,0,0,0.00270623,0.00263535,0,0,0,0.0370109,0.0208839,0.0229906,0,0,0.00140448,0,0.0155217,0.000507741,0.0455231,0.0224267,0.0195884,0.0133887,0.00403481,0.00279773,0.00721133,0.0120446,0.0144572,0.0331395,0.00832283,0.0117636,0.00872275,0.0138829,0.0375657,0.00140026,0.00393215,0.000472474,0.0135423,0.022677,0.00680354,0.00533724,0.00715793,0,0,0.00484261,0,0.0156728,0.000336693,0.0430214,0.0134782,0.0192285,0.0118022,0.00696601,0.00402469,0.00475074,0.0215839,0.00284282,0.00643105,0.0255582,0.0157111,0.0147277,0.00155626,0.00289625,0.00116584,0.00467167,0.00414316,0,0,0,0.0104383,0.00297223,0.0051239
15,0,0,0,0,0.00256576,0.00248363,0,0,0,0.037345,0.0210003,0.024004,0,0,0.00174011,0,0.0154835,0.000640522,0.0452987,0.0250595,0.0198145,0.0124801,0.00480076,0.00259564,0.00743865,0.0120597,0.0147403,0.033199,0.00740079,0.0113502,0.00919439,0.0138896,0.037983,0.00143842,0.00381865,0.000662392,0.0129828,0.022574,0.0062892,0.0053126,0.007066,0,0,0.00532445,0,0.0156333,0.000677319,0.0432212,0.0142049,0.019114,0.0111234,0.00636955,0.00438499,0.00467561,0.0217104,0.00277388,0.00633651,0.0255021,0.0158028,0.0151262,0.00198171,0.00267518,0.000976642,0.00422736,0.00435359,0,0,0,0.0106041,0,0.00528075
16,0,0,0,0,0.00251438,0.00212013,0,0,0,0.0370363,0.021312,0.0242095,0,0,0.00197559,0,0.0152909,0.000903676,0.0450296,0.026535,0.0198928,0.0124681,0.00504181,0.00228577,0.00728586,0.0121861,0.0147879,0.0332729,0.00686623,0.0109071,0.00900469,0.0135676,0.0377635,0.0013906,0.00379459,0.000955385,0.0124799,0.0225712,0.00605118,0.00540211,0.00673977,0,0,0.00541625,0,0.0156126,0.000775482,0.0433436,0.0151616,0.0188973,0.0105512,0.00636574,0.00470515,0.0046913,0.0216413,0.00285419,0.00624622,0.0253003,0.0158759,0.0156357,0.002084,0.00257704,0.00098096,0.0040873,0.00441937,0,0,0,0.0108141,0.00326446,0.00556152
17,0,0,0,0,0.00252324,0.00189367,0,0,0,0.0363664,0.0214188,0.0234343,0,0,0.00232872,0,0.0151021,0.00107972,0.044789,0.0250414,0.0197227,0.0130935,0.00515372,0.00205512,0.00676277,0.0120862,0.0143668,0.0330729,0.00695226,0.010585,0.00834257,0.0132502,0.0371599,0.00136889,0.00382461,0.00109771,0.0117049,0.0225252,0.00596784,0.00546948,0.00644325,0,0,0.00550805,0,0.0155852,0.000884688,0.0432647,0.0163264,0.0186689,0.0098363,0.00646118,0.00476992,0.0046811,0.0216205,0.00299088,0.00611937,0.0250564,0.016068,0.016101,0.0021412,0.00244628,0.00089883,0.00407517,0.00452317,0,0,0,0.0111421,0.00349661,0.00592254
18,0,0,0,0,0.00178243,0.00271645,0,0,0,0.035503,0.0216794,0.021782,0,0,0.00277536,0,0.0149174,0.00117143,0.0446288,0.0219091,0.0193255,0.0141097,0.00542065,0.00236631,0.00555798,0.0120411,0.0136143,0.0324008,0.00746215,0.0103701,0.00729999,0.0127898,0.0363184,0.00163839,0.00391908,0.000941433,0.0106197,0.0231939,0.00640455,0.00552057,0.00730761,0,0,0.0130304,0,0.0167834,0.00452885,0.0430335,0.0177029,0.0184677,0.00915047,0.0064409,0.0079249,0.00470216,0.0217168,0.00269501,0.00598704,0.0247676,0.0163219,0.0162907,0.00191847,0.00699,0.00351008,0.00461615,0.00492465,0,0,0,0.011525,0.00384896,0.00639575
19,0,0,0,0,0.00242853,0.00201521,0,0,0,0.0347125,0.0216027,0.0201465,0,0,0.00194938,0,0.0150683,0.000856014,0.0442973,0.0197378,0.0188596,0.014792,0.00516995,0.00168231,0.00390156,0.0119244,0.0125518,0.0312352,0.00805947,0.0101722,0.00619022,0.0122249,0.0349392,0.00144048,0.00381749,0.00109431,0.00948371,0.0227767,0.00752225,0.00570825,0.00659726,0,0,0.00733025,0,0.0160597,0.00143041,0.0427715,0.0192322,0.0182613,0.00870259,0.0069771,0.0058234,0.00473233,0.021945,0.00299257,0.00594727,0.0243903,0.0166472,0.0162864,0.0014977,0.00403495,0.00178513,0.0044848,0.00505525,0,0,0,0.0119242,0.00402996,0.00708148
20,0,0,0,0,0.00251713,0.00207485,0,0,0,0.0333607,0.0217087,0.0193266,0,0,0.0018861,0,0.0150942,0.000866722,0.0436717,0.0191348,0.0185891,0.0143382,0.00521435,0.00149832,0.00216211,0.0111364,0.0110241,0.0298077,0.00844973,0.00988698,0.00537061,0.0118002,0.0329407,0.00142088,0.00387433,0.0010935,0.00816738,0.0228155,0.00902557,0.00561311,0.00674294,0,0,0.00748419,0,0.016112,0.00162987,0.0424821,0.0207872,0.01805,0.00844634,0.0073677,0.0059533,0.00468163,0.0222939,0.00405831,0.00589794,0.0239638,0.0169802,0.0157618,0.0014638,0.00462055,0.00192349,0.0045647,0.00521395,0,0,0,0.012224,0.00400804,0.00780712
21,0,0,0,0,0.00262574,0.0020983,0,0,0,0.0312978,0.0217294,0.0190322,0,0,0.00191314,0,0.0151003,0.000854832,0.0429797,0.0188829,0.018555,0.0137997,0.00534794,0.00136466,0.000944538,0.0105363,0.00977161,0.0284296,0.00887471,0.00978258,0.00499983,0.0115047,0.0306465,0.00146693,0.00381914,0.00104948,0.00673248,0.022835,0.0106147,0.00539607,0.00696676,0,0,0.00783488,0,0.0161507,0.00190624,0.0421599,0.0221747,0.0178133,0.00833268,0.00765844,0.00605436,0.00460891,0.0227392,0.00542523,0.00585548,0.0235737,0.0171512,0.0149868,0.0014719,0.00523895,0.00208913,0.00467049,0.00532137,0,0,0,0.0122959,0.00400765,0.00845693
22,0,0,0,0,0.00277999,0.00207117,0,0,0,0.0280019,0.0216821,0.0174329,0,0,0.00192281,0,0.0150941,0.000813965,0.0425143,0.0176104,0.0187134,0.0142561,0.0055578,0.00131426,0.00224405,0.0112558,0.00971845,0.0275032,0.0090415,0.00993116,0.00478418,0.0112228,0.0275338,0.00159326,0.00370251,0.000996254,0.00548726,0.0228551,0.0119211,0.00515853,0.00717074,0,0,0.00834289,0,0.0161787,0.00228879,0.0418077,0.0228229,0.0175087,0.00837066,0.00780594,0.00611427,0.00466605,0.0234155,0.00561914,0.00586861,0.0233788,0.0167609,0.0140619,0.00152772,0.00556463,0.00229745,0.00476041,0.00535226,0,0,0,0.0118336,0.003968,0.00884074
23,0,0,0,0,0.00281529,0.00193207,0,0,0,0.0247933,0.0217345,0.0150467,0,0,0.00196934,0,0.0150521,0.0007373,0.0423118,0.0160568,0.0189683,0.0155659,0.00574161,0.00121562,0.00403762,0.0133266,0.0109257,0.0273907,0.00868121,0.01037,0.00483001,0.01088,0.024795,0.00152822,0.00374527,0.000974915,0.00518032,0.0228034,0.0127794,0.00502059,0.00700962,0,0,0.00774756,0,0.0161218,0.00212162,0.0414117,0.0223882,0.0171005,0.00845079,0.00791292,0.00578162,0.00480514,0.0242655,0.00612992,0.00596548,0.0234416,0.0156077,0.0131018,0.00155038,0.0051082,0.00216629,0.00473744,0.0051608,0,0,0,0.0107165,0.00383848,0.00892885
24,0,0,0,0,0.00302015,0.00195636,0,0,0,0.0220204,0.0217106,0.0127604,0,0,0.0019374,0,0.015129,0.000718746,0.0422449,0.0151439,0.0193111,0.0161932,0.00614211,0.00114107,0.00542465,0.0154252,0.0123915,0.027942,0.00840162,0.0109941,0.00508105,0.0107079,0.0224905,0.00169941,0.00380588,0.000888064,0.00531754,0.0227389,0.0142171,0.00481824,0.00684114,0,0,0.00719372,0,0.0160279,0.00178112,0.0412356,0.0225344,0.0167762,0.00870847,0.00754262,0.0053051,0.00486462,0.0247005,0.00673375,0.00591237,0.0231732,0.015051,0.011329,0.00175762,0.00471455,0.00189947,0.00469564,0.00511565,0,0,0,0.0101374,0.00370522,0.00944139
25,0,0,0,0,0.00327625,0.00208099,0,0,0,0.0197326,0.0216351,0.011083,0,0,0.00161901,0,0.0153858,0.000750324,0.0420994,0.0147934,0.0194816,0.0157503,0.00656032,0.00108839,0.00626179,0.0168574,0.0134694,0.0286178,0.00874087,0.0118619,0.00530158,0.0105405,0.0203769,0.0018585,0.00391065,0.000673412,0.00668109,0.0226398,0.0158723,0.00462693,0.00670334,0,0,0.00673445,0,0.0159132,0.00158267,0.041173,0.0229011,0.0165367,0.00917625,0.00686414,0.00486133,0.00498031,0.0248394,0.00720948,0.00568578,0.0226816,0.0148534,0.00930594,0.0019011,0.00437441,0.00168,0.00468844,0.00513247,0,0,0,0.00990591,0.00365307,0.0100961
26,0,0,0,0,0.00351523,0.00208504,0,0,0,0.0175428,0.0215824,0.00982866,0,0,0.00104236,0,0.0154407,0.000996815,0.0417649,0.0146898,0.0193141,0.0155033,0.00680452,0.000947729,0.00660858,0.0175938,0.0138775,0.0288253,0.00936278,0.0125954,0.0052731,0.010177,0.0181824,0.0020362,0.00397221,0.000599663,0.00918477,0.0225716,0.0173396,0.00450367,0.00658306,0,0,0.00599635,0,0.0157984,0.0013705,0.0410925,0.022771,0.0163154,0.00966195,0.0061286,0.00450218,0.0051382,0.0249079,0.00764627,0.00551602,0.0223116,0.0144363,0.0077483,0.00174523,0.0040084,0.00152651,0.00483344,0.00522854,0,0,0,0.00957621,0.00369968,0.0106169
27,0,0,0,0,0.00302905,0.00286262,0,0,0,0.0153567,0.0218239,0.00876498,0,0,0.00222049,0,0.0152135,0.00111688,0.0412043,0.0144682,0.0190863,0.015555,0.0071835,0.000895628,0.00675469,0.0177003,0.0134278,0.02843,0.0095845,0.012691,0.00504726,0.00967773,0.0159137,0.00191989,0.00396628,0.000636483,0.0117545,0.0230297,0.0184487,0.00427417,0.00766529,0,0,0.0117741,0,0.0165364,0.00466588,0.0409081,0.0222934,0.0160998,0.0102454,0.00514408,0.00679974,0.00542213,0.0248888,0.00788755,0.00562705,0.0220563,0.0138338,0.00695033,0.00201578,0.00720792,0.00353159,0.00524484,0.00514881,0,0,0,0.00910959,0.00407949,0.0109829
28,0,0,0,0,0.003634,0.00190118,0,0,0,0.0135853,0.0217062,0.00762013,0,0,0.000408093,0,0.0152341,0.00137961,0.0406081,0.0140463,0.0189323,0.0156347,0.00702333,0.000994783,0.0073388,0.01754,0.0125904,0.0276317,0.00927491,0.0125333,0.00470898,0.00915318,0.0142,0.00244475,0.00380956,0.000789777,0.013752,0.0224917,0.0191532,0.00419639,0.00652768,0,0,0.0041259,0,0.0154766,0.000387727,0.0407191,0.0219934,0.0159269,0.0112824,0.00470292,0.00388714,0.00587384,0.0247895,0.00762857,0.00619795,0.021785,0.0132824,0.00703221,0.00144391,0.0029641,0.0011494,0.00505488,0.00529756,0,0,0,0.00854859,0.00425647,0.011179
29,0,0,0,0,0.00344162,0.00193562,0,0,0,0.0121072,0.0218666,0.00635858,0,0,0.000483708,0,0.0152271,0.00154421,0.0401149,0.0134392,0.0187494,0.0153027,0.00699959,0.000933524,0.00791328,0.0171141,0.0116473,0.0268379,0.00861822,0.0121264,0.00434018,0.00872779,0.0127879,0.00254494,0.00380983,0.000886129,0.0164579,0.0225768,0.0197309,0.0039686,0.00675805,0,0,0.00408903,0,0.0154625,0.000581514,0.040633,0.0220344,0.0158954,0.0129232,0.00421548,0.0040304,0.0063914,0.0243296,0.00699225,0.00700047,0.0214131,0.013314,0.00696775,0.00123933,0.00318837,0.00120496,0.00504234,0.00507698,0,0,0,0.00823591,0.00427899,0.0111876
30,0,0,0,0,0.0030285,0.00219532,0,0,0,0.0106052,0.0218995,0.00519834,0,0,0.00081641,0,0.0153325,0.00138194,0.0399169,0.0125819,0.0186895,0.0141144,0.00778992,0.00108273,0.00779237,0.0157274,0.0107122,0.0263196,0.0077699,0.0112975,0.00403152,0.00860186,0.0113012,0.00235233,0.0038363,0.000921744,0.0190532,0.022508,0.027425,0.00480967,0.00731666,0,0,0.0046287,0,0.015491,0.00078954,0.0420239,0.0379737,0.017131,0.011716,0.00278224,0.00421031,0.00960211,0.0196056,0.00432368,0.011846,0.0198091,0.026662,0.00617292,0.00140404,0.00328435,0.0011963,0.0048191,0.00482773,0,0,0,0.0172796,0.00406652,0.0171169
31,0,0,0,0,0.00323771,0.00175613,0,0,0,0.0112263,0.0221548,0.00461789,0,0,0.000270082,0,0.015232,0.00176964,0.0397109,0.0121089,0.0185255,0.0135811,0.0067072,0.00127875,0.00779343,0.0152215,0.010534,0.0264543,0.00755854,0.0115858,0.00410169,0.00849159,0.0124047,0.00246431,0.00389412,0.00113734,0.0220122,0.0225921,0.0204977,0.00380457,0.00709283,0,0,0.00351755,0,0.0155234,0.000785127,0.0406911,0.0240555,0.0158572,0.0148595,0.003774,0.00390088,0.00706934,0.02251,0.00575189,0.00811441,0.0198329,0.0162713,0.00979954,0.00101807,0.00326255,0.00138729,0.00540594,0.00443532,0,0,0,0.0102456,0.00402433,0.0117317
32,0,0,0,0,0.00324461,0.00155617,0,0,0,0.0114985,0.0221768,0.00409853,0,0,0.000461541,0,0.0152115,0.00190298,0.0398773,0.011582,0.0184878,0.0124617,0.00658682,0.00148587,0.00717962,0.0138142,0.0100343,0.0267891,0.00714453,0.0113375,0.00415377,0.00862667,0.0128218,0.00243402,0.00390036,0.00123831,0.0231341,0.0225886,0.0196905,0.0038208,0.00703876,0,0,0.00299662,0,0.0154578,0.000726214,0.0404592,0.0243923,0.0156293,0.0160837,0.00365303,0.00351593,0.00701731,0.0222354,0.00579619,0.00793898,0.0194756,0.0167487,0.0148654,0.00131452,0.00306238,0.0013542,0.00568432,0.00389422,0,0,0,0.0108982,0.00391618,0.0121689
33,0,0,0,0,0.00339451,0.00156461,0,0,0,0.0120549,0.0220742,0.00387808,0,0,0.000859735,0,0.015116,0.00211875,0.0401789,0.0111601,0.0184802,0.0116105,0.00637644,0.00172792,0.00672022,0.0127933,0.00962846,0.0271441,0.00680802,0.0110914,0.00418516,0.00871356,0.0135777,0.00250056,0.00392259,0.00130765,0.024651,0.022635,0.0179015,0.00400321,0.00688848,0,0,0.00268652,0,0.0154395,0.00100897,0.0401078,0.0226539,0.0152503,0.0173107,0.00359266,0.00304393,0.00700468,0.022358,0.00628005,0.00803553,0.0193287,0.016379,0.0210104,0.00158664,0.00296694,0.00132632,0.00615961,0.00327775,0,0,0,0.0106519,0.00378917,0.0124708
34,0,0,0,0,0.00360464,0.00175417,0,0,0,0.0126456,0.0221365,0.00385289,0,0,0.00113001,0,0.0150601,0.00223323,0.0403209,0.0107689,0.0185263,0.0109768,0.00615105,0.00198257,0.00649418,0.0122785,0.00924982,0.0272802,0.00650131,0.0108536,0.00414302,0.00871408,0.0145853,0.00266215,0.00395743,0.0012938,0.0267695,0.0226937,0.0156266,0.00425373,0.00670172,0,0,0.00280487,0,0.0154431,0.00146306,0.0397307,0.0202623,0.0148756,0.0182641,0.00336576,0.0025579,0.00730254,0.0225642,0.00685287,0.00839076,0.0191866,0.0162798,0.0274432,0.00190469,0.00290542,0.00133001,0.00662098,0.00286987,0,0,0,0.0104626,0.00357523,0.0126323
35,0,0,0,0,0.00388481,0.00215343,0,0,0,0.0133474,0.0222266,0.00395772,0,0,0.00158622,0,0.015049,0.00235097,0.0401709,0.0103367,0.0185741,0.0105672,0.00580329,0.00212339,0.00634842,0.0119309,0.00890909,0.02721,0.00622404,0.0106282,0.0040522,0.00858913,0.0156256,0.00289634,0.0039827,0.00129957,0.0297593,0.0227816,0.0136412,0.00439237,0.00653669,0,0,0.00328543,0,0.0154589,0.00197787,0.0393642,0.0180083,0.0146645,0.0188154,0.00315495,0.00210973,0.00786624,0.022816,0.00737422,0.00895997,0.0192432,0.0166179,0.0348287,0.00226247,0.00289083,0.00144071,0.00699752,0.00287367,0,0,0,0.0104693,0.00332226,0.0125666
