Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTIB,LASI,RTIBI
149,0,0,0,0,0.00423134,0.00387765,0,0,0,0.0125882,0.0215702,0.00416284,0,0,0.00114246,0,0.0159411,0.00223574,0.0399848,0.0113813,0.018883,0.0121372,0.00670554,0.00377839,0.00688028,0.0134491,0.00977132,0.02616,0.00729695,0.0117918,0.00402284,0.00823022,0.0136415,0.0012962,0.00418018,0.00158552,0.023999,0.0229853,0.0189738,0.00456328,0.0068161,0,0,0.00571709,0,0.0160051,0.00168134,0.0389548,0.021838,0.0142493,0.0176236,0.00384101,0.00413384,0.00699336,0.0224365,0.00596432,0.00836254,0.018558,0.0161231,0.0138143,0.000536743,0.00275011,0.00210028,0.00541144,0.0028263,0,0,0,0.0114795,0.00446528,0.014527
150,0,0,0,0,0.00452697,0.00391638,0,0,0,0.0133219,0.0216035,0.00416302,0,0,0.0016561,0,0.0159062,0.0025672,0.0401808,0.0110131,0.0188848,0.0114463,0.00632661,0.00406859,0.00641038,0.0126206,0.00923264,0.0263855,0.00692547,0.0110768,0.00365249,0.00842604,0.01473,0.00161883,0.00428843,0.00178867,0.0242629,0.0230506,0.0169163,0.00474487,0.00652614,0,0,0.00465992,0,0.0159791,0.0018689,0.0387005,0.0187282,0.0139562,0.0174182,0.0037673,0.00399161,0.00772384,0.0225292,0.0069194,0,0.0186681,0.0159199,0.0195823,0.0010737,0.00272108,0.00214442,0.00583395,0.00254678,0,0,0,0.0111438,0.00427563,0.0142613
151,0,0,0,0,0.00481902,0.00410769,0,0,0,0.0141509,0.0216376,0.00427234,0,0,0.0021033,0,0.0158165,0.00270388,0.0402378,0.0104564,0.0188492,0.0110699,0.00611631,0.00422546,0.00608451,0.0120623,0.00890717,0.026592,0.00658275,0.0106081,0.00322845,0.0083589,0.0160379,0.00196602,0.00421688,0.00170897,0.025369,0.023089,0.0151392,0.0050792,0.00649901,0,0,0.00371106,0,0.0159751,0.0020933,0.0386463,0.0158421,0.0139827,0.0178866,0.00340252,0.00387236,0.00835069,0.0225223,0.00756663,0,0.0188747,0.0158192,0.02666,0.00156462,0.00269717,0.00220915,0.00618709,0.00257697,0,0,0,0.010726,0.0040638,0.0135989
152,0,0,0,0,0.0050312,0.0043295,0,0,0,0.0149741,0.0217166,0.00427187,0,0,0.00236412,0,0.0156256,0.00273832,0.0400282,0.00979903,0.018793,0.0109631,0.00587372,0.00411368,0.00588779,0.0117011,0.00876201,0.0268384,0.00637851,0.0106649,0.00303154,0.00803102,0.0174415,0.00236489,0.00409303,0.00160165,0.0277279,0.0231643,0.0145237,0.00528015,0.00659704,0,0,0.00297957,0,0.0160048,0.00240235,0.0387253,0.0142681,0.0142981,0.0190685,0.00302716,0.00374307,0.00872843,0.0226894,0.00798052,0,0.0191799,0.0159072,0.0328145,0.00201243,0.00269335,0.00231248,0.00640724,0.00286866,0,0,0,0.0105951,0.00396428,0.0130469
153,0,0,0,0,0.00516426,0.0045243,0,0,0,0.0158975,0.0217347,0.00446118,0,0,0.00259132,0,0.0154575,0.00288716,0.0395175,0.00905187,0.0187606,0.0106989,0.00548466,0.00382356,0.00574506,0.0114289,0.00862774,0.0271843,0.0064182,0.011284,0.0032518,0.00766263,0.0189808,0.0027233,0.00407212,0.00162705,0.0300699,0.023252,0.0145439,0.00538292,0.00666118,0,0,0.00249429,0,0.0160432,0.0027749,0.0388339,0.0137577,0.0147667,0.0205577,0.002704,0.00361543,0.00868974,0.0228143,0.00811161,0,0.019344,0.0161039,0.0365907,0.00240436,0.0027244,0.00243003,0.00651745,0.0032112,0,0,0,0.0103648,0.0036203,0.0127598
154,0,0,0,0,0.00521266,0.00466835,0,0,0,0.0170738,0.0217483,0.00506029,0,0,0.00276743,0,0.0154133,0.00303823,0.0389593,0.00844053,0.018694,0.0104394,0.00505124,0.0034239,0.00566616,0.0114381,0.00849212,0.0276717,0.00663026,0.0121686,0.00370087,0.0073531,0.0206887,0.00299048,0.00410848,0.00162221,0.0315364,0.0233228,0.0143925,0.00556826,0.00671168,0,0,0.00228658,0,0.0160766,0.00306801,0.038801,0.0138378,0.0153715,0.0217314,0.00258856,0.00348376,0.00831419,0.0226671,0.00814249,0,0.0192973,0.0162173,0.0388197,0.00268706,0.0027543,0.00249084,0.00652019,0.00344095,0,0,0,0.0103405,0.00317424,0.0125195
155,0,0,0,0,0.00490342,0.00563514,0,0,0,0.018041,0.0218029,0.0058527,0,0,0.00277321,0,0.0153767,0.00284693,0.0385198,0.00796221,0.0186512,0.0100179,0.00496177,0.00258007,0.00560603,0.0112271,0.00821232,0.0282104,0.00677291,0.0127861,0.00378586,0.00718156,0.0221695,0.00275208,0.00414033,0.0016146,0.0318458,0.0238508,0.0137603,0.006028,0.00754053,0,0,0.0083228,0,0.016989,0.00519147,0.0385572,0.0131385,0.0159945,0.0223019,0.00303885,0.00541629,0.00790541,0.0222947,0.00819761,0,0.0192029,0.0161992,0.0398277,0.00281302,0.00602443,0.0044673,0.00704554,0.00275192,0,0,0,0.0104892,0.00297096,0.0120533
156,0,0,0,0,0.00492514,0.00509344,0,0,0,0.0190708,0.0215816,0.00656146,0,0,0.00265616,0,0.0154509,0.00300171,0.038197,0.00742413,0.0186196,0.00933511,0.00433512,0.00237062,0.00544995,0.010855,0.0077873,0.0287062,0.00675876,0.0129812,0.00368746,0.00707109,0.0235887,0.00291796,0.00411587,0.00153823,0.0315715,0.0235459,0.0128618,0.00626844,0.00713979,0,0,0.0032581,0,0.0163886,0.00343619,0.038209,0.0128001,0.0166259,0.0227767,0.00313911,0.0036339,0.00768462,0.0220146,0.00788256,0,0.019239,0.016421,0.0398109,0.00234871,0.00367724,0.00316528,0.00662361,0.00334418,0,0,0,0.0109634,0.00264686,0.0114876
157,0,0,0,0,0.00472141,0.00504378,0,0,0,0.0198112,0.0215198,0.00693018,0,0,0.00263737,0,0.0155009,0.00298028,0.0381173,0.00669423,0.0185409,0.00851224,0.00381234,0.00201324,0.00513294,0.0100531,0.00715671,0.0290343,0.00641172,0.0125077,0.00345476,0.00694568,0.0245619,0.00275739,0.00408916,0.00152183,0.0311169,0.0235573,0.0121422,0.00663431,0.00717701,0,0,0.00283887,0,0.0163897,0.00340171,0.0378136,0.0133525,0.0171404,0.0242672,0.00317192,0.00336182,0.00744273,0.0216869,0.00737396,0.00873718,0.0196665,0.0175472,0.0392616,0.00225013,0.00356451,0.003148,0.00671717,0.0034423,0,0,0,0.0119938,0.00247298,0.011229
158,0,0,0,0,0.00431812,0.0047963,0,0,0,0.0201707,0.0215345,0.00710007,0,0,0.00238296,0,0.0154983,0.00281851,0.0381284,0.00589098,0.0184642,0.00749025,0.00331297,0.00160077,0.00470292,0.00904875,0.0063635,0.0292749,0.00581053,0.011561,0.00310145,0.00682981,0.0250928,0.00241811,0.00407586,0.00141704,0.0303228,0.0235507,0.0121042,0.00690964,0.00718098,0,0,0.00240401,0,0.0163191,0.00326749,0.0375673,0.0136755,0.017684,0.0257309,0.0032065,0.00306529,0.00758637,0.0213258,0.00713119,0.00869405,0.0198672,0.0187969,0.0386492,0.00216595,0.00335459,0.00302418,0.00662797,0.00353987,0,0,0,0.0131705,0.00257614,0.0112415
159,0,0,0,0,0.00405521,0.00467637,0,0,0,0.0207732,0.021544,0.00730101,0,0,0.00222922,0,0.0154017,0.00268088,0.038164,0.00504488,0.018343,0.00661495,0.00274774,0.00148399,0.00438697,0.00822324,0.00574484,0.0294919,0.00531048,0.0108192,0.00289269,0.00666448,0.0257859,0.002173,0.00401773,0.00131605,0.029304,0.0235811,0.0121608,0.00702041,0.0073551,0,0,0.00218931,0,0.0163199,0.00330345,0.0375502,0.0143767,0.018172,0.0269189,0.00299875,0.00293273,0.00771625,0.0209718,0.00722066,0.00890641,0.0200877,0.0193936,0.0374443,0.00222737,0.00329891,0.00303418,0.00660131,0.00375958,0,0,0,0.0140378,0.0025176,0.0111403
160,0,0,0,0,0.00374002,0.00455384,0,0,0,0.0212965,0.02145,0.00764494,0,0,0.00216061,0,0.0154936,0.00267048,0.0381749,0.00439721,0.018239,0.00585932,0.00229969,0.0014673,0.00418639,0.00751898,0.00533756,0.0297021,0.00500346,0.0103882,0.00284815,0.00650139,0.0264289,0.00204755,0.00408119,0.00147842,0.0277877,0.0236001,0.0120861,0.0070616,0.00746501,0,0,0.0020095,0,0.0162985,0.00329607,0.0378117,0.0147253,0.0186066,0.0275862,0.00282279,0.00275647,0.00767562,0.0205596,0.00723216,0.00914183,0.0202797,0.0197327,0.035662,0.00224666,0.00326143,0.00303906,0.00639593,0.00395101,0,0,0,0.0147899,0.00228542,0.0110524
161,0,0,0,0,0.00331927,0.00436678,0,0,0,0.021626,0.0214109,0.00839458,0,0,0.0020867,0,0.0156021,0.0026,0.0381223,0.00439392,0.0182147,0.00499983,0.0019723,0.00141986,0.00403461,0.00684497,0.00500906,0.0299651,0.00478861,0.010166,0.00290353,0.00635277,0.026839,0.00200911,0.00411181,0.00160748,0.0259507,0.0236103,0.0117719,0.00687268,0.00754667,0,0,0.00195199,0,0.0162656,0.00321959,0.0382742,0.0149585,0.0191386,0.0280705,0.0027563,0.00260984,0.00744291,0.020322,0.00703042,0.00934876,0.0202808,0.0202465,0.0333635,0.00223702,0.00313931,0.00300106,0.00605401,0.00411038,0,0,0,0.0154574,0.00192283,0.0112529
162,0,0,0,0,0.00289503,0.00413066,0,0,0,0.0222079,0.0213846,0.0093039,0,0,0.00209402,0,0.0156948,0.00255965,0.0379793,0.00498461,0.0182413,0.0042405,0.00180551,0.0013843,0.00400136,0.00640576,0.00488611,0.0302436,0.00478765,0.010298,0.00307798,0.00620466,0.0275464,0.00217227,0.0041942,0.00171982,0.0244721,0.0236279,0.0118509,0.0065798,0.00756538,0,0,0.00203842,0,0.0162176,0.00309963,0.0388896,0.0155485,0.0196429,0.02848,0.00279433,0.00245569,0.00728999,0.0208108,0.00635407,0.00936637,0.019732,0.0206946,0.0312696,0.00228044,0.00295329,0.00294306,0.00567689,0.00423197,0,0,0,0.0152824,0.00149098,0.0122436
163,0,0,0,0,0.00255158,0.00390182,0,0,0,0.0230054,0.0213317,0.0101589,0,0,0.00219902,0,0.0157269,0.00251304,0.0378335,0.00546922,0.0182655,0.00356238,0.0017784,0.0013798,0.00401464,0.00604006,0.0048292,0.0304984,0.0048576,0.0105128,0.00328135,0.00605983,0.0284616,0.00251576,0.00421433,0.00173053,0.0235157,0.0236453,0.012275,0.0063375,0.00755869,0,0,0.00221056,0,0.0161785,0.0030389,0.0395668,0.0164285,0.020059,0.0287006,0.00299395,0.00229818,0.0070325,0.0214719,0.00532107,0.00909494,0.0191932,0.0208307,0.0299346,0.00236659,0.00288017,0.00291886,0.00535204,0.00433244,0,0,0,0.0150303,0.00104637,0.0141276
164,0,0,0,0,0.00261668,0.00502584,0,0,0,0.023486,0.0215285,0.0107686,0,0,0.00260516,0,0.0155096,0.00258047,0.0376975,0.00617973,0.0182412,0.00292059,0.00151302,0.00220918,0.00408819,0.00558876,0.00476376,0.0307694,0.00480926,0.0103917,0.00343817,0.00593575,0.0289876,0.00320769,0.00405357,0.00167026,0.0231162,0.0241393,0.0132585,0.00622407,0.00821602,0,0,0.00907916,0,0.0172659,0.00531759,0.0401466,0.0172206,0.0205205,0.0293921,0.00393673,0.00491463,0.00660372,0.0213273,0.00520417,0.00872411,0.0186149,0.0211105,0.0296756,0.00148448,0.00715236,0.00528523,0.00643253,0.00387986,0,0,0,0.0151394,0.000638679,0
165,0,0,0,0,0.00204273,0.00334479,0,0,0,0.0242368,0.0216305,0.0111627,0,0,0.00206369,0,0.0154246,0.00217804,0.0375845,0.00665388,0.0182382,0.00227137,0.00168033,0.0015772,0.00417836,0.00523133,0.0046492,0.0308795,0.00460665,0.0101315,0.00351426,0.00587137,0.0297877,0.00258342,0.00404046,0.00128641,0.0231627,0.0236613,0.0136812,0.00592877,0.00756508,0,0,0.00301265,0,0.0161271,0.00322075,0.0406793,0.0174449,0.0208963,0.0296198,0.00430916,0.00189371,0.00579898,0.0213112,0.00499799,0.00775908,0.0188398,0.0209249,0.0293726,0.002774,0.00269639,0.00284914,0.00468181,0.00468694,0,0,0,0.0147153,0.000162226,0
166,0,0,0,0,0.00197477,0.00330274,0,0,0,0.0249615,0.021828,0.0116864,0,0,0.00209095,0,0.0153655,0.00204007,0.0373911,0.0071309,0.0183561,0.00187028,0.00156919,0.0020729,0.0043115,0.00505984,0.00481454,0.031098,0.00442542,0.00980562,0.00363454,0.00578838,0.030535,0.00253361,0.00405797,0.00105347,0.0236783,0.0237223,0.0142232,0.00582133,0.007739,0,0,0.00283387,0,0.0162169,0.0032083,0.0409573,0.0179002,0.0213553,0.0299327,0.00534846,0.00193245,0.00502211,0.0216669,0.00486767,0.00661048,0.0192561,0.0202883,0.0291129,0.00270622,0.00289411,0.0029756,0.00457703,0.00486211,0,0,0,0.0145885,0.000343704,0
167,0,0,0,0,0.0019839,0.00334309,0,0,0,0.0256918,0.0218674,0.0124065,0,0,0.00231798,0,0.0154075,0.00204649,0.0371301,0.00772969,0.0185309,0.00190099,0.00141481,0.00270318,0.00449875,0.00496439,0.00503258,0.0313482,0.00435381,0.00955467,0.00377997,0.00571615,0.0313846,0.00268123,0.00406471,0.000934173,0.0244525,0.0237561,0.014728,0.00575934,0.00793901,0,0,0.00265067,0,0.0163002,0.00325953,0.0410717,0.0182304,0.0218292,0.030066,0.00635195,0.00194216,0.00432441,0.0223422,0.00479819,0.00532414,0.0200199,0.0198552,0.0289292,0.00263764,0.00314762,0.00313525,0.00457291,0.00504646,0,0,0,0.0145312,0.000828684,0
168,0,0,0,0,0.00198977,0.00335878,0,0,0,0.0264585,0.0218584,0.0131044,0,0,0.00262683,0,0.0152817,0.00214161,0.0368682,0.00837588,0.01872,0.00229821,0.00121487,0.00341386,0.0047331,0.00491878,0.00516328,0.0315994,0.00436565,0.00942645,0.0039445,0.00563949,0.0322242,0.00290727,0.00410997,0.000859194,0.0254271,0.0237956,0.0151863,0.00566757,0.00814107,0,0,0.00246635,0,0.016389,0.0033804,0.0411017,0.018493,0.0223978,0.030017,0.00726875,0.00203198,0.00355211,0.0230762,0.00455855,0.00389373,0.0212011,0.0201751,0.0294077,0.00262312,0.00343896,0.00334144,0.0045733,0.00530848,0,0,0,0.0146476,0.00138328,0
169,0,0,0,0,0.00196534,0.00328852,0,0,0,0.0272422,0.0220725,0.0137354,0,0,0.00294384,0,0.0149913,0.00209694,0.0366585,0.0091647,0.0189007,0.00264049,0.00115883,0.00422066,0.00497827,0.00494787,0.00520621,0.0318435,0.00440428,0.00938262,0.00410575,0.00557899,0.0330591,0.00307505,0.00421518,0.000805124,0.0259198,0.023861,0.0149122,0.00557936,0.00827051,0,0,0.00229978,0,0.0164635,0.0036156,0.0411192,0.0179318,0.0229534,0.0297027,0.00815816,0.00228242,0.00278191,0.0235781,0.00413179,0.00240417,0.0225359,0.0208492,0.0297326,0.00275113,0.00378699,0.00358828,0.00451994,0.00559884,0,0,0,0.015121,0.00191288,0
170,0,0,0,0,0.00200056,0.00332205,0,0,0,0.0280136,0.0222066,0.0143713,0,0,0.00320408,0,0.0149295,0.00207271,0.0364941,0.0100592,0.019082,0.00284768,0.00137154,0.00502979,0.00514397,0.00506063,0.00569926,0.0320904,0.00444282,0.00937533,0.00426817,0.00555432,0.0338426,0.00329704,0.00429271,0.000820792,0.0260519,0.0239311,0.0139458,0.00544393,0.00836447,0,0,0.0022039,0,0.0165394,0.00375687,0.0411984,0.0165691,0.0234725,0.0289885,0.00887049,0.0025676,0.0022815,0.0239348,0.00347427,0.000952684,0.0239713,0.021696,0.0299442,0.00281801,0.0041476,0.00381695,0.00451105,0.00591651,0,0,0,0.0155468,0.00244568,0
171,0,0,0,0,0.00210439,0.00350279,0,0,0,0.0288037,0.0221786,0.0151581,0,0,0.00332207,0,0.0149424,0.00203342,0.036383,0.0111186,0.019276,0.0032961,0.0016045,0.00584977,0.00528611,0.00523808,0.0062212,0.0323421,0.00452759,0.00942213,0.0045951,0.00552608,0.0346185,0.00350365,0.00431133,0.000730578,0.0260322,0.0239602,0.0123479,0.00539084,0.00848559,0,0,0.00213564,0,0.0166027,0.00373704,0.0413771,0.0146169,0.0239735,0.0277548,0.00954317,0.00284483,0.00269158,0.0242165,0.00261285,0.0015652,0.0254575,0.0224739,0.0302834,0.00273659,0.00451764,0.00401133,0.00448662,0.00624191,0,0,0,0.01559,0.00290051,0
172,0,0,0,0,0.00233863,0.00367938,0,0,0,0.0295795,0.0221053,0.0158421,0,0,0.00331239,0,0.0150582,0.00193739,0.0364393,0.0121219,0.0194524,0.00396639,0.00184229,0.00667623,0.00545045,0.00543455,0.00666522,0.0325187,0.00461845,0.00939183,0.00478374,0.00555033,0.0353779,0.00363756,0.00428593,0.000620586,0.0258323,0.0239743,0.0102371,0.00551121,0.00866417,0,0,0.00220305,0,0.0166668,0.00353002,0.0416485,0.0125261,0.0244384,0.026025,0.0102948,0.00307181,0.00471158,0.0244266,0.00170288,0.00301905,0.0269759,0.0229753,0.030722,0.00246603,0.00484476,0.00415204,0.00445078,0.00655522,0,0,0,0.0153524,0.00323724,0
173,0,0,0,0,0.00296639,0.00459707,0,0,0,0.0301817,0.0220399,0.0165703,0,0,0.00340135,0,0.0150763,0.00190632,0.0364642,0.0134196,0.0195236,0.00457221,0.00211683,0.00787345,0.00578997,0.00574133,0.00723151,0.0327408,0.00479755,0.00931081,0.00505633,0.00566468,0.035791,0.00403539,0.00431466,0.00052756,0.025202,0.0243038,0.00767981,0.0056635,0.00885412,0,0,0.00769458,0,0.0174629,0.00532432,0.0418708,0.0115578,0.0249974,0.0238796,0.011147,0.00525372,0.00727889,0.0245677,0.00107657,0.0040499,0.0286005,0.022746,0.0307216,0.00200177,0.00816945,0.00591808,0.00538568,0.00681451,0,0,0,0.0156033,0.00352457,0
174,0,0,0,0,0.00279315,0.00343458,0,0,0,0.0305487,0.0219523,0.0169847,0,0,0.0034056,0,0.0150117,0.00174673,0.0366265,0.0141918,0.0197189,0.00525445,0.00242196,0.00809571,0.00594527,0.005896,0.00790026,0.0328036,0.00481239,0.00891532,0.0049856,0.00572983,0.0361151,0.00370564,0.00431229,0.000500509,0.023513,0.0236897,0.00522397,0.00519252,0.00901064,0,0,0.00390708,0,0.0163176,0.00292731,0.0421156,0.0148615,0.0254312,0.0225392,0.0113103,0.00229746,0.0058731,0.0238556,0.0011059,0.00416887,0.0300778,0.0167757,0.0302984,0.00299407,0.003416,0.0032229,0.00362244,0.00728426,0,0,0,0,0.00396136,0
175,0,0,0,0,0.00318908,0.00374584,0,0,0,0.0312561,0.0218305,0.0176675,0,0,0.00336325,0,0.0151005,0.00163803,0.0367629,0.0152742,0.0199869,0.00573369,0.00272902,0.00889558,0.00609127,0.00607205,0.00837665,0.0331281,0.00508144,0.00886481,0.00531874,0.00586204,0.0367824,0.00374712,0.00430678,0.000407504,0.0227491,0.0236333,0.00416443,0.00459852,0.00921913,0,0,0.00363285,0,0.0163514,0.00254487,0.042179,0.0167374,0.0261285,0.0202809,0.0116851,0.00246092,0.00544975,0.0239061,0.00161715,0.00435767,0.0323297,0.0376825,0.0299479,0.00268784,0.0036147,0.00325854,0.00368602,0.00775061,0,0,0,0,0.00441388,0
176,0,0,0,0,0.0035538,0.00415986,0,0,0,0.0320134,0.0215078,0.0181994,0,0,0.00329088,0,0.0152941,0.00158215,0.0368729,0.0163243,0.0202354,0.00622963,0.00301822,0.00959628,0.00630362,0.00629696,0.00874489,0.033386,0.00537075,0.00887619,0.00556021,0.00596421,0.0375356,0.00383701,0.0042754,9.49711e-05,0.0210349,0.023566,0.00498212,0.00410497,0.00941652,0,0,0.00347058,0,0.0163732,0.00209578,0.0420933,0.0202437,0.0266947,0.0169321,0.0118492,0.00259074,0.00581263,0.0241421,0.0024505,0.00439892,0.0344408,0.0539047,0.0290569,0.00232253,0.00383355,0.00328541,0.00388714,0.00812567,0,0,0,0,0.00473311,0
177,0,0,0,0,0.00382673,0.00439302,0,0,0,0.0326557,0.0212601,0.0186372,0,0,0.00336069,0,0.0155338,0.00160733,0.0369764,0.0173708,0.0204326,0.00651993,0.00318422,0.00975766,0.00655421,0.00659869,0.00908701,0.0335442,0.00551991,0.0088755,0.00560496,0.00599057,0.0383136,0.00374312,0.00429578,0.000212655,0.0183983,0.0235396,0.00821229,0.00385067,0.00962186,0,0,0.00351805,0,0.0164278,0.00171287,0.0419312,0.0250049,0.027035,0.0129513,0.0117816,0.00289927,0.00601706,0.0243241,0.00374715,0.00437626,0.0361203,0.0579164,0.0275514,0.00197777,0.00416841,0.00340296,0.00388063,0.00835615,0,0,0,0,0.00504785,0
178,0,0,0,0,0.00413262,0.00474422,0,0,0,0.0333924,0.0211655,0.019152,0,0,0.00370159,0,0.0157207,0.00169422,0.0371527,0.0183796,0.0205194,0.00693894,0.00319733,0.010061,0.00678667,0.00694865,0.00940102,0.0336648,0.00550245,0.00884746,0.00564825,0.00599805,0.0390555,0.00363032,0.00429748,0.000300832,0.0151325,0.0234983,0.0121941,0.00376512,0.009774,0,0,0.00391143,0,0.0164783,0.00133181,0.0418063,0.0295113,0.02712,0.00928061,0.0118318,0.00321844,0.00557589,0.0239727,0.00474758,0.00410149,0.0371772,0.0603845,0.0251876,0.0016989,0.00456217,0.00351683,0.00395571,0.00849519,0,0,0,0,0.00532722,0
179,0,0,0,0,0.00430712,0.0050541,0,0,0,0.0340403,0.0210402,0.0196838,0,0,0.0040565,0,0.0157269,0.00179679,0.0373454,0.0192567,0.020447,0.0072601,0.00329365,0.0103769,0.00698255,0.00727283,0.00967661,0.0336889,0.00534821,0.00874885,0.00557771,0.00597667,0.0396897,0.00352125,0.0043135,0.000407057,0.0120878,0.0234671,0.0141554,0.00350072,0.00980022,0,0,0.00427943,0,0.0165487,0.00114269,0.0417347,0.0307933,0.0267937,0.0077224,0.0118797,0.00343245,0.00446411,0.0227874,0.00448846,0.00320648,0.0375745,0.0633173,0.0219825,0.00162839,0.0049635,0.00360567,0.00408175,0.00852125,0,0,0,0,0.00544867,0.0111818
180,0,0,0,0,0.00426966,0.0051064,0,0,0,0.0349619,0.0209006,0.0203472,0,0,0.00428926,0,0.0155897,0.00187329,0.0378315,0.0203303,0.0201865,0.00768249,0.00309581,0.0106517,0.00738619,0.00764247,0.0101897,0.0338347,0.00534434,0.00873623,0.00568204,0.00604302,0.0405238,0.00348223,0.00434587,0.000532349,0.0192267,0.0234791,0.0198964,0.00310837,0.00964367,0,0,0.004559,0,0.0165816,0.00101234,0.0416495,0.0292192,0.026783,0.00835656,0.0114339,0.00377088,0.00534072,0.023578,0.00810259,0.00532093,0.0390313,0,0.017912,0.0016964,0.0052355,0.00367694,0.00392383,0.00840742,0,0,0,0,0.00552923,0.0147558
181,0,0,0,0,0.00426471,0.0052741,0,0,0,0.0353495,0.0208575,0.0205139,0,0,0.00457517,0,0.0158092,0.00196579,0.0382885,0.020981,0.0199245,0.00774197,0.00302624,0.0107879,0.00781175,0.00788119,0.0103593,0.0336889,0.0051426,0.00850611,0.0054908,0.00605017,0.0408675,0.00341662,0.004389,0.000651239,0.0186184,0.0234012,0.0223902,0.0032241,0.00958236,0,0,0.00476107,0,0.0164933,0.000574136,0.0417862,0.0322515,0.0263722,0.0121706,0.0114784,0.00373757,0.00447607,0.0223059,0.00977808,0.00534965,0.0385273,0,0.0153591,0.00210289,0.00494043,0.00342758,0.00386778,0.00830636,0,0,0,0,0.00544023,0.0156882
182,0,0,0,0,0.00471159,0.00624085,0,0,0,0.0355787,0.0209286,0.0205051,0,0,0.00477792,0,0.0160315,0.00201844,0.0388017,0.0215314,0.0196071,0.00748931,0.00294102,0.0113903,0.00836936,0.00814338,0.0101778,0.0336226,0.00496134,0.00834598,0.00536507,0.0060817,0.0410088,0.0037388,0.00443384,0.000690914,0.0182464,0.0238656,0.024494,0.00393188,0.00968711,0,0,0.0116063,0,0.0174842,0.00481375,0.041925,0.0342833,0.0260277,0.0178673,0.0119574,0.00661697,0.00434607,0.0216456,0.011139,0.00600631,0.037951,0,0.0136018,0.00104348,0.00978156,0.00604525,0.00524016,0.00816681,0,0,0,0,0.00528573,0.0168144
183,0,0,0,0,0.00440334,0.00574435,0,0,0,0.0358022,0.0208019,0.0201626,0,0,0.00518175,0,0.0161445,0.00223797,0.0393418,0.0216656,0.0194109,0.00720102,0.00314426,0.0107923,0.00862515,0.00821149,0.00966338,0.0334596,0.00468642,0.00830828,0.00516376,0.00592405,0.0410149,0.00330583,0.0044494,0.000759771,0.0175932,0.0232799,0.0254643,0.00461931,0.00971342,0,0,0.00551557,0,0.0163374,0.000272621,0.0420557,0.034919,0.0256877,0.0214005,0.0122464,0.00431006,0.00507362,0.0208436,0.0114161,0.00667471,0.0377382,0,0.0108925,0.00249877,0.00484651,0.00319941,0.00420078,0.00815247,0,0,0,0,0.0052456,0.0178895
184,0,0,0,0,0.00453827,0.00586526,0,0,0,0.0356807,0.0207915,0.0195972,0,0,0.00546524,0,0.0161074,0.00243971,0.039643,0.0214156,0.0193275,0.00693586,0.00359836,0.0107067,0.00860261,0.00810787,0.00956374,0.0333195,0.00448683,0.00844847,0.00494174,0.00583423,0.0409801,0.00328351,0.00451204,0.000801627,0.00714131,0.0232387,0.0208882,0.00520377,0.00981497,0,0,0.00572765,0,0.0163852,0.000320322,0.0417358,0.03131,0.0254998,0.0195655,0.0127302,0.00447607,0.00620958,0.0195288,0.00893199,0.0067787,0.0381499,0,0.00630043,0.00251861,0.00502612,0.0032769,0.00441621,0.00830747,0,0,0,0,0.00525895,0.0179504
185,0,0,0,0,0.00459007,0.0058215,0,0,0,0.0351451,0.0207335,0.0189509,0,0,0.00538771,0,0.0160169,0.00244498,0.0397111,0.0210561,0.0192975,0.00630499,0.00395155,0.0108135,0.00847918,0.00787862,0.0091651,0.0332327,0.0044373,0.0086923,0.00477156,0.00570487,0.0409389,0.00321223,0.00455735,0.000863086,0.00777012,0.0232598,0.0200033,0.00549065,0.00974278,0,0,0.00577835,0,0.0164237,0.000368901,0.0412918,0.0302502,0.025499,0.0178764,0.0129699,0.00453749,0.00690869,0.0185331,0.00687635,0.00668916,0.0384248,0,0.013639,0.00251638,0.00514435,0.00333254,0.00441692,0.00844932,0,0,0,0,0.00543461,0.0181572
186,0,0,0,0,0.00457934,0.0058018,0,0,0,0.0344881,0.0207069,0.0182565,0,0,0.00524331,0,0.0161893,0.00237032,0.0396386,0.0206697,0.0192317,0.00558086,0.00419797,0.0109994,0.00826801,0.00746358,0.0087163,0.0331521,0.00452446,0.00902172,0.00466332,0.00550803,0.0407459,0.00312686,0.00458358,0.000877594,0.0123068,0.0232836,0.0209887,0.00567445,0.00968224,0,0,0.00582444,0,0.0164804,0.000516251,0.0410967,0.0315328,0.0254884,0.0166519,0.0132465,0.00456373,0.00669487,0.018125,0.00583644,0.00622757,0.0384581,0,0.0191685,0.00241987,0.00530367,0.00340418,0.00442112,0.00854799,0,0,0,0,0.00567265,0.0181629
