Timestep,,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,IMU_M,IMU_B,RTHI
117,0,0,0,0,0,0.00272552,0.00604312,0,0.073522,0.0208901,0.0361812,0.00186606,0,0,0.00358797,0,0.016055,0.00141984,0.0361885,0.0252897,0.0177853,0.0202036,0.00679961,0.00166809,0.0106297,0.0302909,0.0145764,0.0312388,0.0195112,0.0341447,0.0176345,0.0178779,0.0871668,0.00233868,0.00398248,0.000667791,0.0152219,0.0210733,0.0036954,0.00451618,0.00908961,0,0,0.0141889,0,0.0128932,0.00458073,0.0357686,0.00785572,0.0301572,0.00338231,0.00330279,0.0112686,0.018367,0.01493,0.0186867,0,0.0276321,0.00734131,0.0156514,0.0185705,0.00365435,0.00535384,0.00343608,0.00871701,0.00795899,0,0,0,0,0,0.014134
118,0,0,0,0,0,0.00231287,0.00600719,0,0.07333,0.0208413,0.0362497,0.00186398,0,0,0.00282741,0,0.0160358,0.0010641,0.0359882,0.0250466,0.0178963,0.0193908,0.00773007,0.00177401,0.0104341,0.0300558,0.0141422,0.0308891,0.0192284,0.0335923,0.017741,0.0180656,0.0872784,0.00189087,0.0039859,0.000594964,0.0155992,0.0210577,0.00414487,0.00439979,0.00909803,0,0,0.013962,0,0.0130158,0.0045296,0.0354738,0.00769722,0.0295173,0.0043098,0.00481261,0.0110352,0.018102,0.0144726,0.0181315,0,0.027137,0.00706402,0.0154343,0.0190825,0.00371471,0.00522392,0.00343801,0.00930143,0.00819612,0,0,0,0,0,0.0138143
119,0,0,0,0,0,0.00215487,0.00592212,0,0.0731175,0.02073,0.0358826,0.001815,0,0,0.00236099,0,0.015967,0.00093517,0.0359454,0.0243048,0.017843,0.0187194,0.00831359,0.00213716,0.0102318,0.0296431,0.0138896,0.0303631,0.0188695,0.0328309,0.0176117,0.018044,0.087575,0.00181389,0.00401136,0.00050512,0.0155824,0.0210546,0.00499134,0.00422983,0.00920999,0,0,0.0132293,0,0.0130714,0.00445844,0.0354925,0.00791913,0.0289529,0.00558725,0.00593919,0.0109731,0.0175137,0.0145277,0.0175439,0,0.0267066,0.00670568,0.0152064,0.0191401,0.00402242,0.00515354,0.00338532,0.0096828,0.00832945,0,0,0,0,0,0.0134591
120,0,0,0,0,0,0.0022685,0.00588345,0,0.0728389,0.0206931,0.0352149,0.00178397,0,0,0.00208093,0,0.0160517,0.000967053,0.0360243,0.022904,0.0176953,0.0181922,0.00872908,0.00242433,0.00999086,0.0290218,0.0138797,0.0297342,0.0183398,0.0317383,0.0171675,0.0178282,0.0873316,0.00184041,0.00400497,0.000341286,0.0157472,0.0210662,0.0055645,0.00405958,0.00935774,0,0,0.0124715,0,0.0130885,0.00448671,0.0357182,0.00801203,0.0283944,0.00670174,0.0069547,0.0108425,0.0170165,0.0155942,0.017003,0,0.0262946,0.00646025,0.0156438,0.0193725,0.00433257,0.00518328,0.00332627,0.00994503,0.00835135,0,0,0,0,0,0.0130887
121,0,0,0,0,0,0.00384084,0.0064803,0,0.0710422,0.0210159,0.0391956,0.00288512,0,0,0.00253275,0,0.0159293,0.00120119,0.0351444,0.0323445,0.0141172,0.0146475,0.0109756,0.00381177,0.00858219,0.0151848,0.019243,0.0316914,0.00824439,0.0156042,0.0114928,0.0169584,0.0812599,0.00154744,0.00403948,0.00062975,0.0163895,0.0213189,0.00603272,0.00428107,0.00812125,0,0,0.0148658,0,0.0128927,0.00479917,0.0356582,0.00880769,0.0278349,0.00819954,0.00961492,0.0118534,0.017046,0.0156967,0.0165614,0,0.025911,0.00598946,0.0169728,0.0203669,0.00357961,0.00565175,0.00356343,0.0106767,0.00667476,0,0,0,0,0,0.013084
122,0,0,0,0,0,0.00387958,0.0064155,0,0.0720764,0.020726,0.0337921,0.00151198,0,0,0.00353706,0,0.0160663,0.0020523,0.0360861,0.0193511,0.017068,0.0166161,0.00893122,0.00279635,0.00962945,0.0272696,0.014368,0.0281026,0.0166229,0.0290356,0.0156958,0.0170759,0.0864713,0.00238672,0.00398025,0.000485655,0.0164866,0.0208608,0.00614776,0.00382812,0.00986935,0,0,0.0136874,0,0.0129024,0.0052117,0.0364903,0.00852256,0.0272871,0.00874941,0.00860032,0.011218,0.0163502,0.0151039,0.0161708,0,0.0252711,0.0056156,0.0168799,0.0206931,0.00430655,0.00579703,0.00399181,0.0102354,0.00878476,0,0,0,0,0,0.0124818
123,0,0,0,0,0,0.00561311,0.00677991,0,0.0697851,0.021106,0.0381362,0.00588706,0,0,0.00379992,0,0.015797,0.00190875,0.0353629,0.0299141,0.0122664,0.0158071,0.00771007,0.00452345,0.0110134,0.0160746,0.0203545,0.0283744,0.00700028,0.0130973,0.00996888,0.0166119,0.0802986,0.00200135,0.00406463,0.000788546,0.0157737,0.0210068,0.0119154,0.00404909,0.00815391,0,0,0.0164509,0,0.0128289,0.00552924,0.0378687,0.0169385,0.0226876,0.00263086,0.00988313,0.0118548,0.0159697,0.0219259,0.0243109,0,0,0.014878,0.0260166,0.0199366,0.00333872,0.00619377,0.00426712,0.010224,0.005975,0,0,0,0,0,0.0185225
124,0,0,0,0,0,0.00600563,0.00702097,0,0.0691409,0.0211108,0.0380666,0.00603519,0,0,0.00476942,0,0.0157132,0.00247624,0.035397,0.0293155,0.0120085,0.0165378,0.00739364,0.00480674,0.012292,0.016631,0.0208876,0.0273775,0.00650987,0.0120877,0.00921554,0.0164502,0.0795806,0.00266268,0.00407931,0.00082435,0.0162381,0.0209169,0.0116418,0.00422008,0.0083332,0,0,0.0170264,0,0.0127661,0.00585506,0.0382151,0.0169096,0.0222396,0.00305278,0.0105168,0.0121004,0.0154469,0.0218186,0.0241081,0,0,0.0147645,0.0255937,0.0211649,0.00335344,0.00645891,0.0045009,0.010278,0.00601822,0,0,0,0,0,0.0179713
125,0,0,0,0,0,0.00464236,0.00642396,0,0.071143,0.0207563,0.0331755,0.00372832,0,0,0.00376081,0,0.0158928,0.0022324,0.0360697,0.0145486,0.0153167,0.012039,0.00484314,0.00424458,0.0106132,0.0239845,0.0154809,0.0238025,0.0126967,0.0257166,0.0133173,0.0162904,0.0862782,0.00262233,0.00399169,0.000500091,0.0163573,0.020671,0.0116101,0.00428368,0.00918896,0,0,0.013943,0,0.0129065,0.00558658,0.0387814,0.0165769,0.0219622,0.00506209,0.0089138,0.0113275,0.0148449,0.0220917,0.0242952,0,0,0.0153415,0.0252467,0.0215691,0.00443685,0.00595117,0.00442607,0.00979524,0.0077156,0,0,0,0,0,0.017369
126,0,0,0,0,0,0.0049207,0.00621632,0,0.0675923,0.0209509,0.0377472,0.00654196,0,0,0.00289315,0,0.015807,0.00152319,0.0357523,0.0296528,0.011661,0.0179931,0.00625204,0.00549355,0.0147205,0.0182598,0.0217589,0.0255122,0.00584157,0.0106745,0.00799148,0.0163392,0.0781531,0.00195911,0.00397171,0.000675024,0.0168895,0.0210736,0.011385,0.00422003,0.00752816,0,0,0.0144214,0,0.0128142,0.00505016,0.0387051,0.0173897,0.0216001,0.00575418,0.0110725,0.0120824,0.01531,0.0220821,0.0240577,0,0,0.0149143,0.0249333,0.0231509,0.00397038,0.00564384,0.00417174,0.0100796,0.00583571,0,0,0,0,0,0.0170386
127,0,0,0,0,0,0.00422829,0.00619756,0,0.0667986,0.0208938,0.0380464,0.00555355,0,0,0.00252521,0,0.0158159,0.00138866,0.0355731,0.0309809,0.0121862,0.0193078,0.00909228,0.00538597,0.0154879,0.0188854,0.0222399,0.0261315,0.00587372,0.00996818,0.00757736,0.0160226,0.0767238,0.00188194,0.00392828,0.000614587,0.0226704,0.0211856,0.00680749,0.0039799,0.00752523,0,0,0.0141215,0,0.0128551,0.00470806,0.0379003,0.00885208,0.0242893,0.0122736,0.0131622,0.0121952,0.016804,0.0140888,0.0143781,0,0.0228185,0.00390951,0.0141691,0.0294264,0.00405067,0.00548848,0.00408536,0.0106612,0.0062434,0,0,0,0,0,0.0101657
128,0,0,0,0,0,0.00414499,0.00620067,0,0.0656701,0.0209101,0.0380703,0.00614234,0,0,0.00215941,0,0.0158101,0.00119605,0.0358965,0.0314748,0.0121385,0.0201113,0.00917062,0.00575078,0.0165922,0.0199427,0.0228052,0.0255329,0.00600008,0.00928618,0.00696167,0.0160134,0.0754294,0.00185112,0.0039484,0.00053675,0.0229862,0.0212,0.00693233,0.00433353,0.00716441,0,0,0.0141853,0,0.0129817,0.00465666,0.0382558,0.00883637,0.0239647,0.0152761,0.0138012,0.01209,0.0169996,0.0135722,0.0126232,0,0.0232143,0.00262334,0.0133141,0.0297345,0.0040255,0.00546682,0.0041333,0.0107448,0.0059091,0,0,0,0,0,0.00938041
129,0,0,0,0,0,0.00486492,0.00675223,0,0.0642527,0.0209944,0.0379035,0.00696674,0,0,0.00315596,0,0.015773,0.00157,0.0363246,0.0324385,0.0121349,0.0210317,0.00994675,0.0060531,0.017641,0.0211848,0.023344,0.0251,0.00641799,0.00854579,0.00654219,0.0159617,0.0736859,0.00219913,0.0040185,0.000554951,0.0232684,0.021101,0.00698561,0.00507229,0.00722976,0,0,0.0160304,0,0.0128783,0.00545744,0.0385782,0.00763766,0.0236438,0.0194486,0.0149223,0.0125439,0.0184801,0.0127713,0.0105113,0,0.0250758,0.00251856,0.0108982,0.0294296,0.00381245,0.00634571,0.00477334,0.0109954,0.00597115,0,0,0,0,0,0.00839965
130,0,0,0,0,0,0.004688,0.00647119,0,0.0619771,0.020877,0.0366047,0.00795865,0,0,0.00151823,0,0.0158154,0.0010172,0.0381697,0.0321406,0.0112949,0.0214837,0.0083317,0.00614211,0.0186357,0.0221333,0.0234703,0.0237764,0.00701963,0.0077262,0.00598777,0.0161759,0.0713361,0.00188494,0.0039836,0.000480075,0.0332126,0.0211956,0.00782757,0.00429407,0.0068671,0,0,0.0139634,0,0.0130647,0.00469032,0.0371761,0.00562359,0.0224036,0.0299583,0.013771,0.0116303,0,0.0150195,0.0131154,0,0.0223561,0.0105505,0.0118537,0.0410068,0.00415183,0.00546636,0.00448568,0.0105056,0.0055093,0,0,0,0,0,0.0119015
131,0,0,0,0,0,0.00484306,0.00643029,0,0.0598907,0.0208014,0.0356059,0.00849105,0,0,0.00147079,0,0.0158879,0.000966665,0.0389614,0.0320303,0.0112997,0.0222569,0.00799229,0.00612001,0.0196354,0.023196,0.0237002,0.0230656,0.00777569,0.00704414,0.00572249,0.0159749,0.0691036,0.00181627,0.00410053,0.000531593,0.0325631,0.0211597,0.00727456,0.00413932,0.0067436,0,0,0.0136905,0,0.0131222,0.00451842,0.0374385,0.00678928,0.0218455,0.0279174,0.0137574,0.0116675,0,0.0144239,0.0126104,0,0.0209746,0.00861935,0.0115961,0.0405381,0.00420259,0.00537312,0.00440213,0.0102572,0.00535302,0,0,0,0,0,0.0114455
132,0,0,0,0,0,0.00486182,0.00634552,0,0.0570431,0.0207761,0.0340363,0.00901974,0,0,0.00142877,0,0.0158648,0.000991834,0.0397836,0.0312329,0.0113612,0.0231285,0.00783323,0.00606582,0.0205527,0.0242782,0.0238631,0.0224749,0.0086597,0.0062585,0.0053667,0.0156135,0.0659518,0.00182052,0.00409278,0.000454323,0.0338457,0.0211633,0.00813451,0.00413226,0.00663663,0,0,0.013176,0,0.0131607,0.00440117,0.0377912,0.00747527,0.0215001,0.0280113,0.0138616,0.0115895,0,0.0139233,0.0128154,0,0.0207656,0.00945607,0.0113763,0.0416449,0.00416691,0.00534596,0.00431031,0.0100577,0.00528578,0,0,0,0,0,0.0116403
133,0,0,0,0,0,0.00692362,0.00749913,0,0.0535262,0.0209395,0.0319519,0.00942495,0,0,0.00571069,0,0.0158052,0.00299278,0.040528,0.0303433,0.0116536,0.0240297,0.00811949,0.00594757,0.021473,0.0254073,0.0239197,0.0219896,0.00960261,0.00573726,0.00510892,0.0152563,0.0612941,0.00368585,0.00426758,0.000651523,0.0342577,0.0208307,0.00827664,0.00424561,0.00781223,0,0,0.0175854,0,0.0127302,0.00638257,0.038258,0.00861178,0.0210439,0.0273742,0.0146675,0.0125617,0,0.0134197,0.0129042,0,0.0201163,0.0086417,0.0112779,0.0423855,0.00372138,0.00727428,0.00549592,0.0101531,0.006629,0,0,0,0,0,0.0114899
134,0,0,0,0,0,0.00623632,0.00718118,0,0.0490427,0.0208895,0.0295872,0.00959747,0,0,0.00407653,0,0.0158645,0.00217859,0.0413011,0.0291164,0.0118098,0.0246134,0.00815848,0.0058356,0.0220985,0.0262225,0.0235462,0.0213224,0.0104323,0.00591119,0.00518431,0.0148162,0.0560623,0.00265211,0.00415377,0.000514284,0.0356724,0.0208613,0.00950231,0.00422766,0.00738255,0,0,0.016495,0,0.0127902,0.00594113,0.0386446,0.00970617,0.0207617,0.0278118,0.014986,0.0124025,0,0.0137059,0.0132874,0,0.020081,0.00972578,0.0111253,0.0436782,0.00394779,0.00693566,0.00528891,0.0101304,0.00621555,0,0,0,0,0,0.011651
135,0,0,0,0,0,0.0056547,0.00684988,0,0.0436409,0.0207752,0.026982,0.00954316,0,0,0.00338439,0,0.0159014,0.00193448,0.0420833,0.02758,0.0119948,0.0247845,0.00794906,0.00579715,0.0223951,0.0267154,0.0228161,0.0205538,0.01103,0.00646143,0.00539282,0.014401,0.0497309,0.0023824,0.00414515,0.000381418,0.0332104,0.0208075,0.00757831,0.00411003,0.00711912,0,0,0.0155374,0,0.0128744,0.00568717,0.0389849,0.0112958,0.0205633,0.0238505,0.0150059,0.0121461,0,0.0136378,0.012961,0,0.0198697,0.00737468,0.0120404,0.0423156,0.00417075,0.0067836,0.00518057,0.00992464,0.00600023,0,0,0,0,0,0.0112254
136,0,0,0,0,0,0.00495077,0.0062478,0,0.0374242,0.0206453,0.0239218,0.00942508,0,0,0.00249174,0,0.0159586,0.0017126,0.0427957,0.0258386,0.0123652,0.0243856,0.00748853,0.00542379,0.0222939,0.0268201,0.021673,0.0198418,0.0113363,0.00715401,0.0054765,0.0140037,0.0417437,0.00223093,0.00410329,0.000232158,0.0303674,0.0208269,0.00798732,0.0039519,0.00693768,0,0,0.0135102,0,0.0129386,0.00518978,0.039252,0.0149668,0.0204408,0.0185851,0.0146306,0.0117457,0,0.013143,0.0130451,0,0.0212464,0.006383,0.0148618,0.0409047,0.00455041,0.00643707,0.00496169,0.00936139,0.00573306,0,0,0,0,0,0.0109833
137,0,0,0,0,0,0.00439977,0.00577109,0,0.0301261,0.0205022,0.0202892,0.00904518,0,0,0.00213267,0,0.0160141,0.00168209,0.0434893,0.0237932,0.0128465,0.0233048,0.00671761,0.00515023,0.0217017,0.026226,0.0200259,0.0191382,0.0114042,0.00762913,0.00520987,0.0134896,0.0329694,0.00233379,0.00408879,0.000196604,0.0288542,0.020865,0.0114994,0.00368702,0.00691305,0,0,0.0116562,0,0.0130376,0.00470344,0.0395426,0.0185554,0.0202475,0.0165665,0.0143881,0.0113771,0,0.0127893,0.0131617,0,0.0212915,0.00481129,0.0173859,0.0403038,0.00497524,0.00601766,0.00461605,0.00891771,0.00561779,0,0,0,0,0,0.0108063
138,0,0,0,0,0,0.0101057,0.00916265,0,0.022305,0.0206653,0.0152195,0.00839145,0,0,0.0134343,0,0.0163179,0.0080231,0.043844,0.0188768,0.014097,0.0202089,0.00532036,0.00552348,0.0199745,0.0236739,0.0173124,0.018858,0.0103869,0.0072771,0.0045458,0.0131483,0.0237589,0.00939865,0.00496192,0.00106712,0.0291828,0.0207522,0.0133292,0.00324367,0.00991621,0,0,0.0148585,0,0.0119772,0.0066913,0.0399371,0.0211372,0.0197349,0.0180683,0.0135309,0.0129315,0,0.013188,0.0134811,0,0.0211577,0.00456026,0.0185002,0.040851,0.00508586,0.00760755,0.00583045,0.00852967,0.00881674,0,0,0,0,0,0.0109685
139,0,0,0,0,0,0.0113495,0.0101604,0,0.014028,0.0205573,0.0101299,0.00748561,0,0,0.0157357,0,0.0165557,0.00945424,0.044174,0.0134899,0.0150991,0.016744,0.00432926,0.00562158,0.0176032,0.0202876,0.0140824,0.018762,0.00901387,0.00673781,0.00401162,0.0127083,0.0149297,0.0110574,0.0052516,0.00127502,0.0294925,0.0206955,0.0154634,0.00283533,0.0107503,0,0,0.0139759,0,0.0117505,0.00711146,0.0404692,0.0247274,0.0195734,0.0186896,0.0127698,0.0131733,0,0.0137157,0.0140402,0,0.0224395,0.00579501,0.0203896,0.0416058,0.00574931,0.00763572,0.00598025,0.00844205,0.00967714,0,0,0,0,0,0.0112204
140,0,0,0,0,0,0.0125009,0.0111426,0,0.00675574,0.0204272,0.00546601,0.00642247,0,0,0.0178344,0,0.0168287,0.0109337,0.0442972,0.00797102,0.016037,0.0128735,0.0034998,0.00594851,0.0144959,0.0159861,0.0103801,0.0191951,0.00733191,0.00614944,0.00388584,0.0123762,0.00789689,0.0126291,0.0055674,0.00142343,0.0299993,0.0206436,0.0168176,0.00239057,0.0114678,0,0,0.0131002,0,0.0116117,0.00754976,0.0410155,0.0274028,0.0195313,0.0179274,0.0117984,0.0134452,0,0.0142052,0.0144515,0,0.0241874,0.00701284,0.0218363,0.0426166,0.00651644,0.00773595,0.00608936,0.00845908,0.0103204,0,0,0,0,0,0.011692
141,0,0,0,0,0,0.0139529,0.0123751,0,0.00598403,0.020318,0.00481565,0.00521629,0,0,0.0201433,0,0.0171546,0.0126005,0.0442736,0.00477393,0.0169018,0.0092658,0.0032438,0.00640707,0.0109437,0.0114344,0.00685031,0.0203293,0.00573521,0.00583011,0.00429108,0.0121793,0.00823615,0.0143622,0.00597944,0.00154612,0.0313734,0.0206797,0.0175845,0.00187265,0.0122301,0,0,0.0121443,0,0.0114306,0.00805923,0.0415066,0.0291168,0.0194763,0.0158927,0.0106198,0.0140666,0,0.0145143,0.0148117,0,0.0246041,0.0072252,0.0225698,0.0444407,0.00738658,0.0079013,0.00621912,0.00870876,0.0107084,0,0,0,0,0,0.0123519
142,0,0,0,0,0,0.0159699,0.0141076,0,0.0123877,0.0202699,0.00895559,0.00409689,0,0,0.022447,0,0.0175724,0.0140109,0.0444089,0.00719038,0.0175027,0.00773608,0.00388224,0.00687346,0.00758513,0.00846071,0.00570885,0.0221197,0.00488731,0.00620108,0.00489532,0.0119098,0.0144195,0.0160676,0.0065652,0.00133977,0.0357068,0.020913,0.0173941,0.00133354,0.0130731,0,0,0.0107846,0,0.0111086,0.00862658,0.0418644,0.0305497,0.0193395,0.017495,0.00923726,0.0151829,0,0.014493,0.0151742,0,0.0236477,0.00599533,0.0223453,0.049419,0.00841854,0.00816014,0.00623062,0.00943495,0.0106227,0,0,0,0,0,0.0131753
143,0,0,0,0,0,0.00890256,0.00887347,0,0.0121415,0.0198664,0.0112063,0.00225524,0,0,0.0109472,0,0.0165721,0.00720652,0.0427607,0.0136673,0.0190777,0.00230251,0.00323234,0.00430827,0.00487137,0.00149104,0.00547913,0.0244143,0.00335224,0.00442481,0.00599672,0.0143525,0.0145997,0.00734578,0.00470345,0.00113224,0.0336619,0.0200954,0.0261318,0.0010003,0.0107709,0,0,0.0109402,0,0.01246,0.00771742,0.0430022,0.0372939,0.019802,0.0161503,0.00980752,0.0124442,0,0.016914,0.0166298,0,0.0290266,0.0147943,0.0290671,0.0465709,0.00795206,0.00721016,0.00604651,0.00640986,0.00864557,0,0,0,0,0,0.0135747
144,0,0,0,0,0,0.00941071,0.00925608,0,0.0152623,0.0198753,0.0137165,0.00125488,0,0,0.0121447,0,0.0166306,0.0079586,0.0423878,0.01791,0.0198848,0.00504786,0.00363071,0.00457355,0.00587304,0.00467634,0.00793527,0.0265593,0.00452342,0.00546457,0.0068961,0.0153862,0.017615,0.00824283,0.00480368,0.00124238,0.0375196,0.0199973,0.0305339,0.000930283,0.0109699,0,0,0.0111309,0,0.0124281,0.00804701,0.043539,0.0421491,0.0197017,0.0147461,0.00928151,0.0124992,0,0.017212,0.0173601,0,0.0304554,0.0182158,0.0314413,0.0509144,0.0082914,0.00730449,0.00619042,0.00598711,0.00875001,0,0,0,0,0,0.0141217
145,0,0,0,0,0,0.00997075,0.00976345,0,0.0182005,0.0199168,0.0160372,0.000766604,0,0,0.0134622,0,0.0167382,0.00874348,0.0423275,0.020766,0.0205392,0.00779477,0.00413938,0.00494476,0.00813347,0.00791472,0.0101118,0.0284026,0.00574486,0.00665598,0.00776297,0.0162577,0.0204233,0.00926813,0.00492071,0.0013236,0.0373442,0.0199634,0.0294431,0.00134913,0.0112408,0,0,0.0112376,0,0.0123314,0.00831267,0.0438966,0.0415594,0.0193685,0.013555,0.00892293,0.012697,0,0.017348,0.018007,0,0.0304183,0.0167073,0.0317624,0.0514059,0.00856229,0.00741287,0.00629472,0.00564226,0.00893786,0,0,0,0,0,0.014462
146,0,0,0,0,0,0.0105895,0.0103954,0,0.0209754,0.0199664,0.0183023,0.00103549,0,0,0.0150279,0,0.0168054,0.00979926,0.0425713,0.022703,0.0210747,0.0103571,0.00478812,0.0053109,0.0102913,0.0106,0.0120046,0.0297557,0.00652526,0.00749619,0.00838175,0.0165838,0.0230796,0.0105107,0.00502426,0.00148326,0.0368384,0.0199568,0.0272735,0.00180706,0.011582,0,0,0.0112848,0,0.0122247,0.00857538,0.0441314,0.0402344,0.0189499,0.0132858,0.00857829,0.0129351,0,0.0169056,0.0184256,0,0.0299332,0.014982,0.0314101,0.0515827,0.00885127,0.00752494,0.00628877,0.00569468,0.00925418,0,0,0,0,0,0.014616
147,0,0,0,0,0,0.0112473,0.0110281,0,0.0239727,0.0199833,0.0206613,0.00142129,0,0,0.0167069,0,0.0169275,0.0110425,0.0428949,0.0247101,0.021476,0.012199,0.00558435,0.00574235,0.0114748,0.0124321,0.0137358,0.0305878,0.00679108,0.00776473,0.00869265,0.0162486,0.0258765,0.0118704,0.00520346,0.00154572,0.0364944,0.0198901,0.0250539,0.00188892,0.0118328,0,0,0.0113929,0,0.0121484,0.00905874,0.0443698,0.0388634,0.0188801,0.0127901,0.00814506,0.013087,0,0.0163063,0.0186463,0,0.0292349,0.0139244,0.0309291,0.0518943,0.00929931,0.00774986,0.00646655,0.0059023,0.0096918,0,0,0,0,0,0.0146291
148,0,0,0,0,0,0.01211,0.0117955,0,0.026443,0.0200283,0.0225952,0.00154438,0,0,0.0185213,0,0.0170844,0.0121885,0.0430729,0.0271898,0.0216933,0.0130229,0.00613924,0.00629764,0.0116525,0.0132608,0.0150777,0.0311174,0.00662431,0.00754815,0.00871609,0.0155858,0.0282052,0.0133559,0.0054591,0.00155498,0.0365379,0.0198523,0.0236815,0.00210284,0.0122547,0,0,0.0114458,0,0.0119917,0.00954978,0.0445378,0.0385066,0.0187637,0.0119238,0.0078871,0.013411,0,0.0158729,0.0187146,0,0.0287824,0.0137253,0.0308521,0.052162,0.00975548,0.00801194,0.00666914,0.00636983,0.0100458,0,0,0,0,0,0.014517
149,0,0,0,0,0,0.0133622,0.0128695,0,0.0274277,0.0201014,0.0232932,0.00142521,0,0,0.0205353,0,0.0172152,0.0133345,0.0430713,0.0291773,0.0216892,0.0129512,0.00645315,0.00696593,0.0112874,0.0130178,0.0155338,0.0313233,0.00626274,0.00728301,0.00850739,0.0150678,0.0292872,0.0149568,0.0057779,0.00150214,0.0368821,0.0199292,0.0229066,0.00242862,0.0126404,0,0,0.0112257,0,0.0117374,0.0099826,0.044588,0.0389,0.0183817,0.0113445,0.00783101,0.0139876,0,0.0156631,0.0185953,0,0.0284288,0.0147514,0.0308816,0.0524088,0.010145,0.0082874,0.00672755,0.00719271,0.0103055,0,0,0,0,0,0.014235
150,0,0,0,0,0,0.0151648,0.0144392,0,0.0266963,0.0201799,0.0223795,0.00126539,0,0,0.0226379,0,0.0173353,0.0146298,0.042988,0.0291325,0.0215272,0.0123206,0.00685189,0.00764287,0.0106658,0.0118802,0.0148233,0.0309355,0.00585251,0.00713231,0.00813581,0.0149462,0.0285952,0.0166638,0.00618392,0.0013109,0.0375205,0.0201429,0.0214742,0.00278916,0.0134367,0,0,0.0106001,0,0.0114135,0.0104662,0.0444884,0.0387758,0.0178334,0.0106292,0.00761532,0.014907,0,0.0150317,0.018209,0,0.0275138,0.0159186,0.0300506,0.0526778,0.0106389,0.00868561,0.00666142,0.0084513,0.0105296,0,0,0,0,0,0.0139576
151,0,0,0,0,0,0.0177252,0.016748,0,0.0245606,0.0202646,0.0200564,0.00158337,0,0,0.0244653,0,0.0176411,0.0159784,0.0428088,0.0267461,0.0213253,0.0115187,0.0081186,0.00821047,0.0100986,0.0102737,0.0129553,0.0296607,0.00560261,0.00674332,0.00762622,0.0153221,0.0261611,0.0181262,0.00694019,0.0008844,0.0387331,0.0203508,0.0168367,0.00298297,0.0144722,0,0,0.00974924,0,0.0111791,0.0111872,0.0443413,0.0353413,0.0174611,0.0101512,0.00660958,0.0162398,0,0.0135816,0.0170633,0,0.0247911,0.0118558,0.0264413,0.0529045,0.0114669,0.00910682,0.0066611,0.0103382,0.0108051,0,0,0,0,0,0.0137916
152,0,0,0,0,0,0.0149996,0.0144002,0,0.0241592,0.0202469,0.0184843,0.00127017,0,0,0.0231953,0,0.0172502,0.014678,0.0427081,0.023819,0.0211047,0.00985388,0.00667584,0.00841152,0.00873844,0.00782152,0.0109052,0.0281175,0.00493085,0.00592481,0.00708462,0.0151174,0.0260675,0.0172446,0.00625317,0.00108963,0.0426645,0.0199766,0.0315612,0.00317778,0.0135203,0,0,0.0107116,0,0.0115376,0.0108028,0.0442553,0.0493107,0.0176274,0.0121286,0.00792343,0.014744,0,0.0160398,0.0181324,0,0.0309794,0.0212618,0.0350119,0.057281,0.0108198,0.0086488,0.00690905,0.00848724,0.0103828,0,0,0,0,0,0.0131288
153,0,0,0,0,0,0.0132634,0.0130199,0,0.0245163,0.0202582,0.0181819,0.00102585,0,0,0.0214399,0,0.0170154,0.0135189,0.0426075,0.0220786,0.0207496,0.00832144,0.00578226,0.00825662,0.00709585,0.00528379,0.00927088,0.0263519,0.00463763,0.00547258,0.00652668,0.0145556,0.0261318,0.0159661,0.00584007,0.00106228,0.0481748,0.0196927,0.0406093,0.00346734,0.0130239,0,0,0.0113455,0,0.0118258,0.0106029,0.0440549,0.0573023,0.0176642,0.0154595,0.00857807,0.0139192,0,0.0173019,0.0185949,0,0.034973,0.0271002,0.039731,0.0622071,0.0104125,0.00837503,0.0070642,0.00743948,0.0100251,0,0,0,0,0,0.0127427
154,0,0,0,0,0,0.0100016,0.0105443,0,0.0261411,0.020188,0.0190375,0.00101506,0,0,0.0145041,0,0.0164528,0.00955138,0.042649,0.0214853,0.0203123,0.00785916,0.00476478,0.00573539,0.00491467,0.00389024,0.0090006,0.0248956,0.00514422,0.00625175,0.00607375,0.0132162,0.027187,0.0103512,0.00467079,0.000812214,0.0472199,0.01943,0.0450701,0.00388906,0.0122423,0,0,0.0116191,0,0.0123746,0.0100873,0.0437271,0.0579224,0.0176993,0.0172569,0.00929011,0.0125096,0,0.0174662,0.0184592,0,0.0366517,0.0299503,0.042201,0.0641426,0.00987753,0.00763808,0.0068765,0.00554807,0.00943844,0,0,0,0,0,0.0119212
