Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTHI,RTIB,RTIBI,IMU_B,
All Timesteps RMSE,0,0,0,0,0.00517667,0.00364895,0,0,0.0411814,0.0214659,0.0216901,0.00516471,0,0,0.00416317,0,0.0158656,0.00239597,0.0398787,0.0205336,0.018721,0.0132856,0.00482368,0.00756623,0.008514,0.0150668,0.0127918,0.0297343,0.00920476,0.0153572,0.00821073,0.0114329,0.048672,0.00335476,0.00457426,0.00115149,0.0209498,0.0219349,0.0170196,0.00444016,0.00555869,0,0,0.00486757,0,0.0151402,0.00290756,0.0393964,0.0230842,0.023379,0.0157677,0.0077111,0.00440913,0.0207469,0.00568657,0.00588482,0.0282533,0.0482818,0.0233783,0.00467814,0.0041485,0.00249052,0.00604952,0.00502387,0,0,0,0.00557347,0.022063,0.0166308,0,0
0,0,0,0,0,0.00422127,0.00501895,0,0,0.0701168,0.0214785,0.0287856,0.00574985,0,0,0.00127652,0,0.0150405,0.00034379,0.0379635,0.00835609,0.0162171,0.0165106,0.00307571,0.0119419,0.0140804,0.0234577,0.0216926,0.0258511,0.0115723,0.0263428,0.0100998,0.0161391,0.0880007,0.00335318,0.00403216,0.000876167,0.0130403,0.0222459,0.00811308,0.0051606,0.00273763,0,0,0.00454958,0,0.015076,0.00328522,0.0379048,0.0102877,0.0222329,0.0123411,0.00730403,0.00553248,0.0203191,0.00213281,0.00245968,0.025882,0.0156599,0.015467,0.00495301,0.0053908,0.00250664,0.00686143,0.00236879,0,0,0,0,0,0,0,0
1,0,0,0,0,0.00382946,0.00480649,0,0,0.069139,0.0215381,0.027742,0.00584762,0,0,0.00154238,0,0.015415,0.000376309,0.0385163,0.00717663,0.0165153,0.0154589,0.00325225,0.0114791,0.0140875,0.0223816,0.0209567,0.0252947,0.0106816,0.0254017,0.00912803,0.0154957,0.086744,0.00330332,0.00405074,0.000739841,0.0131998,0.0222036,0.0081658,0.00527404,0.00285998,0,0,0.0050327,0,0.0152601,0.00343008,0.0380672,0.0101889,0.0223474,0.0125608,0.00674512,0.00562022,0.0205975,0.0020159,0.00225176,0.0258624,0.0158228,0.0159706,0.00486294,0.00515161,0.00226561,0.00624234,0.00204801,0,0,0,0.00193003,0,0,0,0
2,0,0,0,0,0.00421368,0.00526792,0,0,0.0665212,0.0213915,0.0263899,0.00635704,0,0,0.00194687,0,0.0156515,0.000440293,0.0390428,0.00653328,0.0164025,0.0133115,0.00333603,0.0121543,0.0137339,0.0204599,0.0197081,0.0248159,0.00968918,0.0232183,0.00836011,0.014825,0.0833382,0.00359359,0.0040356,0.000810242,0.0134207,0.0218938,0.00835865,0.00555184,0.00315091,0,0,0.00397487,0,0.0148542,0.00293704,0.0383448,0.0101268,0.0220795,0.0131691,0.0071773,0.00497718,0.0206144,0.00164496,0.00207635,0.025601,0.0157329,0.016591,0.00484703,0.00609177,0.00288881,0.00720216,0.00288373,0,0,0,0.00189143,0,0,0,0
3,0,0,0,0,0.00432168,0.00500806,0,0,0.0622051,0.0212295,0.0248096,0.00707167,0,0,0.00221319,0,0.0156406,0.000564446,0.0396111,0.00646035,0.0160906,0.0101224,0.00360795,0.0121239,0.0132463,0.0178938,0.0179659,0.0242649,0.00800813,0.0199749,0.00738952,0.014214,0.077627,0.00374942,0.00396774,0.000973032,0.0137217,0.0219088,0.00841904,0.0057116,0.00320351,0,0,0.00400587,0,0.0149428,0.00302274,0.0385663,0.00996151,0.0217605,0.0135778,0.00745817,0.00501587,0.0207092,0.00146154,0.00194761,0.0254489,0.0156552,0.0173009,0.00497108,0.00608213,0.0028127,0.00723607,0.00318252,0,0,0,0.00186331,0,0,0,0
4,0,0,0,0,0.00450964,0.00545252,0,0,0.0539047,0.0211582,0.0226585,0.00813554,0,0,0.00259052,0,0.0156915,0.000687999,0.04056,0.00893872,0.0154185,0.0073642,0.00396549,0.0120439,0.0136659,0.0157974,0.0163371,0.0237335,0.00529288,0.0133197,0.00585726,0.0141118,0.0662376,0.00379889,0.0039327,0.001102,0.013808,0.022002,0.00851043,0.0058443,0.00343784,0,0,0.00415495,0,0.0150405,0.00318106,0.0388343,0.00982446,0.0214301,0.013734,0.00792349,0.00509691,0.0208523,0.00143437,0.0020874,0.0253659,0.0155568,0.0176479,0.00519571,0.00601373,0.00279921,0.00714797,0.00371456,0,0,0,0,0,0,0,0
5,0,0,0,0,0.00439842,0.00567535,0,0,0.0460129,0.0210585,0.0199469,0.00881113,0,0,0.00334654,0,0.0158015,0.000719786,0.0415003,0.0102626,0.0153393,0.00896474,0.00443925,0.0117615,0.014407,0.0158567,0.0151085,0.0233263,0.00574826,0.00888587,0.00535494,0.014006,0.0559593,0.00396072,0.00390533,0.00125195,0.0145385,0.0220581,0.00805694,0.00587668,0.00337655,0,0,0.00409142,0,0.0150794,0.00302308,0.0389678,0.00973423,0.0211663,0.0136452,0.0078208,0.00484923,0.0209664,0.00145583,0.00233467,0.0253485,0.0155424,0.0194167,0.00501681,0.00559428,0.0028643,0.00685489,0.00398365,0,0,0,0.00597189,0,0,0,0
6,0,0,0,0,0.00440463,0.00571825,0,0,0.0407078,0.0197021,0.0174614,0.0094877,0,0,0.00320631,0,0.0172781,0.00226982,0.0430557,0.0103256,0.0157616,0.00893882,0.00673553,0.0124442,0.0147381,0.01517,0.0134737,0.0217396,0.00669546,0.00705127,0.00503997,0.0141517,0.0497609,0.00375246,0,0.00299376,0.0170375,0.0217769,0.0157222,0.0035119,0.00302598,0,0,0.00327668,0,0.0149934,0.0022434,0.0398005,0.0186965,0.0189086,0.0107712,0.00422451,0.00383005,0.0160793,0.0125856,0.012313,0,0.0298676,0.0211149,0.00377904,0.00531042,0.00307132,0.0071655,0.00483093,0,0,0,0.0124644,0,0,0,0
7,0,0,0,0,0.00407474,0.00558909,0,0,0.0330021,0.0195435,0.0145986,0.00945076,0,0,0.00422413,0,0.0172526,0.00262286,0.0440571,0.0106275,0.0160845,0.00915504,0.00801514,0.0122545,0.0140924,0.0140973,0.011248,0.0217239,0.00731017,0.00533186,0.00499972,0.0137214,0.0404601,0.00457757,0,0.00328924,0.0165463,0.0216567,0.017136,0.00357334,0.0024391,0,0,0.00308506,0,0.014967,0.0018914,0.0399227,0.0216824,0.0189874,0.0138277,0.00292933,0.00317969,0.0147827,0.0139325,0.013602,0,0.0323726,0.0201967,0.00300065,0.00532679,0.00310564,0.00747953,0.00506832,0,0,0,0.0127054,0.0711122,0,0,0
8,0,0,0,0,0.00401411,0.00945459,0,0,0.0255653,0.0192732,0.0119097,0.0123823,0,0,0.0114927,0,0.0167339,0.00490623,0.0447006,0.0111279,0.0167866,0.00894723,0.0174594,0.00971701,0.0130662,0.0130439,0.00900029,0.0217849,0.00765489,0.00443306,0.00487206,0.0132802,0.0315124,0.00821378,0.0039439,0.00332867,0.0158462,0.0208638,0.0167545,0.0023341,0.0016936,0,0,0.00841514,0,0.0146798,0.00378953,0.0401935,0.0214667,0.020123,0.0144018,0.00768722,0.00251822,0.014228,0.0137326,0.0132711,0,0.0324746,0.0189771,0.00333589,0.00395369,0.00325543,0.0116794,0.00759338,0,0,0,0.0115158,0.0765372,0.0235912,0,0
9,0,0,0,0,0.0050114,0.00627673,0,0,0.0169055,0.0211487,0.00932578,0,0,0,0.00422267,0,0.0155388,0.00129256,0.045666,0.011852,0.0165958,0.00915474,0.00344222,0.0119622,0.0105671,0.0124904,0.00698751,0.0222284,0.00812341,0.0040938,0.00445251,0.0127375,0.0205527,0.00454567,0.0039187,0.00140311,0.0159375,0.0223538,0.0164798,0.004125,0.00498927,0,0,0.00550366,0,0.0150835,0.00431121,0.0405557,0.0223086,0.0183789,0.0143175,0.00824833,0.00619117,0.01481,0.013694,0.0133043,0,0.0325018,0.0199423,0.00694549,0.0070266,0.00341212,0.00856067,0.00488099,0,0,0,0.0116934,0.0767986,0.0229113,0,0
10,0,0,0,0,0.00236697,0.0063791,0,0,0.0132409,0.0198043,0.00890348,0.00855466,0,0,0.00919141,0,0.0164199,0.00364455,0.0458792,0.0128293,0.0164609,0.00859245,0.00889759,0.0103202,0.00851273,0.0113992,0.00579645,0.022851,0.00821401,0.00454574,0.00414622,0.0125374,0.0152215,0.007309,0.00372419,0.00277247,0.0155393,0.021905,0.01633,0.00293351,0.00314202,0,0,0.00301783,0,0.0149703,0.00262188,0.0412465,0.0219409,0.0196039,0.0148245,0.00183219,0.00407057,0.0144831,0.0131399,0.0129593,0,0.0323741,0.0192352,0.00441756,0.00640906,0.0033464,0.00843897,0.00532238,0,0,0,0.01118,0.0539127,0.0228631,0,0
11,0,0,0,0,0.00401788,0.00617075,0,0,0.014035,0.019563,0.0103244,0.00844251,0,0,0.0103625,0,0.0165758,0.00519285,0.0461018,0.014934,0.0174093,0.00796507,0.0116807,0.00604748,0.00617606,0.00984846,0.00506595,0.0244081,0.00818447,0.00494466,0.00439452,0.0127456,0.0148861,0.00714406,0.00369952,0.00319195,0.0159931,0.022358,0.0164499,0.00237982,0.00619064,0,0,0.00444275,0,0.0155062,0.00331611,0.0416405,0.0211528,0.0196539,0.0136621,0.00152502,0.00675679,0.0148592,0.012255,0.0121037,0,0.0316636,0.0198289,0.00520145,0.00555024,0.00262309,0.00820426,0.00356131,0,0,0,0.0102219,0.0115082,0,0,0
12,0,0,0,0,0.00831391,0.00587129,0,0,0.0192714,0.0207048,0.0139525,0.00433288,0,0,0.00691517,0,0.0157764,0.00340838,0.0461752,0.0184471,0.0188805,0.00914124,0.00383516,0.00393547,0.00349076,0.00952972,0.006077,0.027698,0.00848265,0.00624619,0.00525926,0.012826,0.0196015,0.00577284,0.0035669,0.00216736,0.0159743,0.0235123,0.0119409,0.00548559,0.011118,0,0,0.00871646,0,0.0154216,0.00741282,0.0411542,0.0166679,0.0193893,0.0124535,0.00943735,0.0117248,0.0193568,0.0031893,0.00448232,0.028318,0.0199062,0.0224446,0.0123791,0.00745347,0.00382635,0.00708818,0.00521676,0,0,0,0.00436229,0.0166285,0.0104404,0,0
13,0,0,0,0,0.00465624,0.00535708,0,0,0.0222417,0.0209695,0.0161291,0.00415796,0,0,0.00595592,0,0.0157095,0.0019018,0.0457897,0.0212279,0.0193442,0.00839554,0.00408706,0.0095945,0.00345636,0.00702953,0.00736836,0.0291989,0.0076936,0.00578574,0.00507956,0.0135869,0.022849,0.00459193,0.00392054,0.00189865,0.0156779,0.0221066,0.0106636,0.00568444,0.00248946,0,0,0.00417363,0,0.0155642,0.00278996,0.0417499,0.0145923,0.0200744,0.0132731,0.00746719,0.00435034,0.0197666,0.00350007,0.00483721,0.0272788,0.018216,0.0222315,0.00429703,0.00562822,0.00261499,0.0062292,0.00361564,0,0,0,0.00467771,0.0151555,0.0089069,0,0
14,0,0,0,0,0.00394643,0.00556467,0,0,0.022908,0.0207729,0.0174116,0.00307324,0,0,0.00701003,0,0.0157696,0.00264345,0.0453778,0.0234581,0.0205564,0.00777442,0.00414827,0.00936516,0.00641219,0.00540667,0.00857278,0.030635,0.0068286,0.00565989,0.00562699,0.0147192,0.0241639,0.00590299,0.0037766,0.00221436,0.0162205,0.0224112,0.011671,0.00548127,0.00420826,0,0,0.00433013,0,0.0157533,0.0040862,0.0420407,0.0177655,0.0194069,0.0120471,0.00832908,0.00655422,0.0188266,0.00366645,0.00561116,0.0296271,0.0209196,0.0239652,0.00664335,0.00650443,0.00288667,0.00683217,0.0028755,0,0,0,0.00563855,0.0146738,0.0114389,0,0
15,0,0,0,0,0.00938413,0.00631966,0,0,0.0238564,0.0210246,0.0188448,0.00197818,0,0,0.00746131,0,0.0157028,0.00327376,0.0455889,0.0249702,0.0220976,0.00883889,0.00476972,0.00508275,0.00910575,0.00727614,0.0102302,0.0318705,0.00637274,0.00607404,0.00634852,0.0151926,0.0254848,0.00792141,0.00412531,0.0017089,0.0216568,0.0239894,0.0221976,0.00518407,0.0119921,0,0,0.00784806,0,0.0147348,0.00645549,0.0422284,0.0301973,0.0182069,0.0123058,0.0111757,0.0117021,0.0157211,0.00743593,0.0079527,0.036648,0.0301128,0.0294265,0.0117634,0.00661742,0.00373682,0.00690257,0.00668038,0,0,0,0.00814819,0.0212522,0.0207289,0,0
16,0,0,0,0,0.00442028,0.004403,0,0,0.0260543,0.0211708,0.0208052,0.00275275,0,0,0.00567406,0,0.0155285,0.00167756,0.0452647,0.0261112,0.0213581,0.0097332,0.00535261,0.00768584,0.00958936,0.00894043,0.0120107,0.0323877,0.0061651,0.00691874,0.00709876,0.0147385,0.0277254,0.00332389,0.00393277,0.0017257,0.0164254,0.0214977,0.0123101,0.00569576,0.00197594,0,0,0.00272296,0,0.0148864,0.00199809,0.0424556,0.0189008,0.0197738,0.0116805,0.00665365,0.00295258,0.0187933,0.00375104,0.00541012,0.0294901,0.0215713,0.024867,0.00270771,0.00619763,0.00353992,0.0050084,0.00307792,0,0,0,0.00605223,0.0142654,0.0121255,0,0
17,0,0,0,0,0.0159271,0.00815556,0,0,0.0264786,0.0212301,0.0221074,0.00218262,0,0,0.0082078,0,0.0158542,0.00607183,0.0449889,0.0282707,0.0228814,0.0102063,0.00547673,0.0073316,0.0106678,0.0105642,0.0132284,0.0333018,0.00528448,0.00658232,0.00761039,0.0144454,0.028328,0.00416774,0.00451699,0.00243154,0.0186658,0.0238921,0.0144787,0.00508224,0.0180983,0,0,0.00882204,0,0.0151661,0.00805524,0.0420953,0.025305,0.0181695,0.0118567,0.00965476,0.0144681,0.0172785,0.00594447,0.007319,0.0327377,0.0263044,0.0285765,0.0137703,0.00834531,0.00396962,0.00642739,0.0126438,0,0,0,0.00686157,0.0191125,0.0163167,0,0
18,0,0,0,0,0.00858662,0.00556847,0,0,0.0276072,0.0220027,0.0230322,0.00306656,0,0,0.0107926,0,0.0156205,0.00638977,0.0445429,0.029672,0.0218948,0.010308,0.00533575,0.00517209,0.0101484,0.0110182,0.01402,0.0335406,0.00518348,0.00705813,0.00792158,0.0140445,0.029441,0.00711495,0.00440372,0.00215629,0.0183946,0.0221755,0.00832127,0.00588614,0.0120015,0,0,0.00415724,0,0.0163344,0.0046974,0.0422453,0.0193329,0.0192641,0.0111362,0.00729252,0.00809797,0.0188724,0.00351114,0.00626826,0.028625,0.0212688,0.0278624,0.00682563,0.00692081,0.0029287,0.005539,0.00761218,0,0,0,0.005664,0.01531,0.0113737,0,0
19,0,0,0,0,0.0240549,0.0160803,0,0,0.0283787,0.021378,0.0229504,0.00235712,0,0,0.00675943,0,0.0155659,0.0049738,0.0447567,0.0294809,0.0224254,0.0101495,0.00570069,0.0149686,0.0100602,0.0110172,0.0140671,0.0338727,0.00503026,0.00694486,0.00762012,0.0137337,0.0299119,0.00474346,0.00448934,0.00153265,0.0199229,0.0239559,0.0142235,0.00513099,0.0214304,0,0,0.00966207,0,0.0155268,0.00863746,0.0419586,0.0275103,0.0177515,0.0124816,0.00990155,0.0146606,0.0171352,0.00678226,0.00783952,0.0324546,0.0269414,0.0304645,0.0147199,0.00777183,0.00416649,0.0127884,0.01594,0,0,0,0.00663174,0.0199492,0.0165069,0,0
20,0,0,0,0,0.0226593,0.0154725,0,0,0.0276469,0.0215845,0.021376,0.00240474,0,0,0.008392,0,0.0154166,0.00590006,0.0445311,0.0268615,0.0219558,0.00921686,0.00647271,0.0128247,0.00933892,0.00974481,0.0127791,0.0331852,0.00530632,0.00675123,0.00702917,0.0138397,0.0286253,0.00429291,0.00435225,0.00147541,0.0204479,0.0240038,0.0103049,0.00480083,0.0201447,0,0,0.00788899,0,0.0151338,0.00740283,0.0417131,0.023902,0.0176393,0.0110461,0.0087826,0.0138183,0.0186141,0.00489104,0.0064556,0.0293715,0.0230993,0.0299858,0.0130663,0.00686194,0.00381638,0.0125055,0.014264,0,0,0,0.00547146,0.0169184,0.0126772,0,0
21,0,0,0,0,0.0188414,0.0121958,0,0,0.0261657,0.0217646,0.0190628,0.00261007,0,0,0.0087933,0,0.0153144,0.00595001,0.0441442,0.0239761,0.0215897,0.00744089,0.00554162,0.00867185,0.0083298,0.0077106,0.0105799,0.0318836,0.00557287,0.0063841,0.00632236,0.0138432,0.0269763,0.00403856,0.00433274,0.00157803,0.0212683,0.023576,0.0176477,0.00530659,0.0185933,0,0,0.00815695,0,0.0156641,0.00763224,0.0417146,0.031188,0.017718,0.0131848,0.00953424,0.0131188,0.0168316,0.00714528,0.00784694,0.0327784,0.0282779,0.0314841,0.0130366,0.0074413,0.00366803,0.00978242,0.012245,0,0,0,0.00682658,0.020795,0.0181202,0,0
22,0,0,0,0,0.00368099,0.00448775,0,0,0.0264018,0.0208879,0.017907,0.00265943,0,0,0.00608349,0,0.0157042,0.00194992,0.0440346,0.0218016,0.0213407,0.00541196,0.00390818,0.00800669,0.00615853,0.00614655,0.00862872,0.0301825,0.00623007,0.006457,0.00548565,0.013049,0.0272622,0.00461152,0.00393198,0.00185315,0.0195748,0.0230924,0.0220714,0.00575581,0.00886136,0,0,0.00740488,0,0.015482,0.00599488,0.0416449,0.035808,0.0171798,0.0172551,0.0118089,0.00992455,0.0165656,0.0106862,0.0101055,0.0350701,0.0330783,0.0329659,0.0109355,0.00674224,0.00336519,0.00763446,0.00403294,0,0,0,0.00766946,0.0252296,0.0222677,0,0
23,0,0,0,0,0.00285693,0.00399849,0,0,0.0248629,0.0209414,0.0172086,0.0029913,0,0,0.00569781,0,0.0157098,0.00174077,0.0436596,0.0209729,0.0210707,0.00320731,0.00357949,0.00938146,0.00509058,0.00446857,0.00652738,0.0285529,0.00664071,0.0062387,0.00514174,0.0128977,0.0257753,0.00458054,0.00391536,0.00180958,0.0184532,0.0229609,0.0221771,0.00568402,0.00785813,0,0,0.00657839,0,0.0154808,0.00539841,0.0416331,0.0359573,0.0170072,0.017565,0.011825,0.00900247,0.0173027,0.0107232,0.00977475,0.0339081,0.0326214,0.0319726,0.00990606,0.0063059,0.00322611,0.00737028,0.00444338,0,0,0,0.00733354,0.0248947,0.0219036,0,0
24,0,0,0,0,0.00276742,0.0036307,0,0,0.0226013,0.0209837,0.0164256,0.00312424,0,0,0.00545888,0,0.0156894,0.00158471,0.0434216,0.0196683,0.0210203,0.00245642,0.00336286,0.0104013,0.00421284,0.00417116,0.0057028,0.0273796,0.00706824,0.00639724,0.00466972,0.0127167,0.023642,0.00453046,0.00397022,0.00180165,0.0167413,0.0228141,0.0217565,0.00562002,0.00703361,0,0,0.0058742,0,0.015474,0.0049018,0.0416637,0.035523,0.0167466,0.0176127,0.0117628,0.00809837,0.0181474,0.010454,0.00912074,0.0322851,0.0315094,0.0304825,0.00895428,0.00594929,0.00300625,0.00710256,0.00485378,0,0,0,0.00674797,0.0240294,0.0209843,0,0
25,0,0,0,0,0.00312304,0.00345002,0,0,0.0201639,0.0210782,0.0146818,0.00311727,0,0,0.00523608,0,0.0156686,0.00138688,0.0432389,0.0178669,0.0211815,0.00358355,0.00327771,0.0111663,0.00326442,0.00526932,0.00611402,0.0268933,0.00689055,0.00656943,0.00434264,0.012425,0.0209511,0.00449687,0.00402482,0.0017603,0.0147985,0.0226903,0.0210701,0.00555608,0.00646717,0,0,0.00538108,0,0.0154781,0.00455931,0.0416445,0.0344712,0.0164758,0.0174511,0.0116078,0.00721944,0.019158,0.00985239,0.00816922,0.0305525,0.0296803,0.0285767,0.00813855,0.00571283,0.00286458,0.00694147,0.00519775,0,0,0,0.00604516,0.0225472,0.0196997,0,0
26,0,0,0,0,0.00356163,0.00331933,0,0,0.0182679,0.0211438,0.012804,0.00302825,0,0,0.00484933,0,0.0156486,0.00112776,0.0429388,0.0163334,0.0212747,0.00582005,0.00339681,0.0116637,0.00260718,0.00711805,0.00729139,0.0271076,0.00620492,0.00687333,0.00469505,0.0120672,0.0186298,0.00443014,0.00404124,0.00165417,0.0136023,0.0225763,0.0203027,0.0054667,0.00617562,0,0,0.00507808,0,0.0154863,0.00431619,0.0415587,0.032736,0.0161452,0.0172813,0.0113786,0.00643726,0.0203382,0.00895413,0.0068321,0.0291694,0.0270745,0.0265045,0.0074235,0.00553685,0.00267458,0.00685691,0.00543162,0,0,0,0.00515171,0.0203577,0.0181743,0,0
27,0,0,0,0,0.00393939,0.00323929,0,0,0.0168344,0.0212506,0.0114156,0.00300175,0,0,0.00444756,0,0.0156849,0.000870112,0.0425069,0.0152827,0.0213437,0.00778445,0.00368458,0.0118886,0.00271136,0.00906989,0.00866646,0.0277664,0.00592878,0.0078467,0.00531937,0.0117489,0.0168418,0.00435636,0.00406128,0.00155777,0.0137118,0.0224638,0.0198081,0.00528777,0.00611793,0,0,0.00484533,0,0.0155098,0.00409941,0.0413988,0.0304811,0.0157816,0.0166244,0.0109908,0.00581609,0.0216248,0.00792093,0.0051372,0.0274851,0.0235942,0.0240237,0.00680868,0.0052763,0.00259447,0.00681078,0.00558943,0,0,0,0.00421355,0.0174525,0.0159667,0,0
28,0,0,0,0,0.00424979,0.00306867,0,0,0.0149521,0.0214671,0.0101458,0.00281336,0,0,0.00395151,0,0.0156601,0.000680127,0.0420089,0.0144724,0.0211932,0.00870423,0.00389238,0.0119594,0.00315889,0.010585,0.00941846,0.0283837,0.00632237,0.00918588,0.00572398,0.0113363,0.0149496,0.00424213,0.00410857,0.00150039,0.0156949,0.0223946,0.0204193,0.00504699,0.00623643,0,0,0.00463085,0,0.0155414,0.00394881,0.0411731,0.0283818,0.0155363,0.0147517,0.0105372,0.00540518,0.0226818,0.00671631,0.00347581,0.0247085,0.0195731,0.0212051,0.00637842,0.00484926,0.00267364,0.00672367,0.00560091,0,0,0,0.00363844,0.0142775,0.0139915,0,0
29,0,0,0,0,0.00448012,0.00278868,0,0,0.0129494,0.0218182,0.0089688,0.00267641,0,0,0.00339739,0,0.0154036,0.000584019,0.0414288,0.0138177,0.0209555,0.00908899,0.00366057,0.0119536,0.00340814,0.0116281,0.00938435,0.0285833,0.00681698,0.0103645,0.00584731,0.0106452,0.0133756,0.00413989,0.00412382,0.00150309,0.0195782,0.0224152,0.0215751,0.00494225,0.00650811,0,0,0.0046006,0,0.0155238,0.00393068,0.040812,0.0260445,0.0152907,0.0123131,0.0101663,0.00529911,0.0235183,0.00520271,0.00261755,0.0219353,0.0151628,0.0185148,0.00628383,0.00466119,0.00267714,0.00656282,0.00545939,0,0,0,0.00334252,0.0108796,0.0127046,0,0
30,0,0,0,0,0.00575074,0.00352265,0,0,0.0118938,0.0218317,0.00773593,0.00237297,0,0,0.00344026,0,0.0154361,0.000999973,0.0409019,0.0131401,0.0207268,0.00953128,0.00260779,0.0136201,0.00361662,0.0126527,0.00905709,0.0281858,0.00704021,0.0109575,0.00564594,0.0097428,0.01202,0.0045499,0.00405513,0.00182235,0.0212611,0.0222232,0.0228092,0.00516142,0.00622588,0,0,0.00488471,0,0.0150209,0.00359728,0.0403848,0.0261005,0.014901,0.01195,0.0102924,0.00443511,0.0236524,0.00493569,0.00272187,0.020726,0.013449,0.0161778,0.00633302,0.00529808,0.00340779,0.00781866,0.00601754,0,0,0,0.00393829,0.0094858,0.0126632,0,0
31,0,0,0,0,0.00549283,0.00315097,0,0,0.00987188,0.0219005,0.00621769,0.00177112,0,0,0.00373734,0,0.0154091,0.000999068,0.0406256,0.0125701,0.0206127,0.00920291,0.00324405,0.0133975,0.0041609,0.0125028,0.00847957,0.0272733,0.00666211,0.0106406,0.00518907,0.00909357,0.0100234,0.00460232,0.00390355,0.00201016,0.0323286,0.0221994,0.0295559,0.00613051,0.00551296,0,0,0.00396365,0,0.015046,0.00308031,0.0415915,0.0358297,0.0162156,0.0103635,0.00835789,0.00374587,0.0196629,0.00205312,0.0096084,0.0192671,0.0258954,0.0260053,0.00548737,0.00480893,0.00319184,0.00727832,0.00535445,0,0,0,0.00949363,0.0172658,0.0179258,0,0
32,0,0,0,0,0.0060202,0.00320091,0,0,0.00957249,0.0219185,0.00548403,0.00209434,0,0,0.00253475,0,0.0155718,0.000929237,0.0403166,0.0120524,0.0202957,0.00966744,0.00265129,0.0134924,0.00562112,0.0131989,0.0086889,0.0265254,0.00669541,0.0113089,0.00509212,0.00858482,0.00953869,0.00408524,0.00400423,0.00149454,0.0253673,0.0221989,0.0231602,0.00413836,0.00599124,0,0,0.00395224,0,0.015071,0.00318048,0.0399506,0.0251863,0.0151618,0.0127132,0.0085859,0.00372697,0.0222897,0.00315729,0.00464899,0.0188128,0.0141039,0.0120256,0.0053373,0.00454296,0.0030538,0.00732587,0.00557302,0,0,0,0.00616845,0.00958118,0.012957,0,0
33,0,0,0,0,0.00597035,0.00283229,0,0,0.00899541,0.0217078,0.00452179,0.00235438,0,0,0.0019964,0,0.0158601,0.000972306,0.0402361,0.0112917,0.0201049,0.00919123,0.00301561,0.0132888,0.00617412,0.0124099,0.00841226,0.0258478,0.00629334,0.0110662,0.00493781,0.0085314,0.00816989,0.00385059,0.00415787,0.0011728,0.0318414,0.022027,0.028206,0.00430936,0.00556158,0,0,0.00354885,0,0.0150136,0.00279449,0.0406291,0.0352067,0.0162484,0.0109709,0.00738622,0.00320972,0.0193163,0.00113565,0.00854607,0.0176662,0.0244304,0.0191734,0.00463165,0.00423223,0.00307175,0.00705634,0.00475816,0,0,0,0.00916888,0.0165515,0.0174158,0,0
34,0,0,0,0,0.00630422,0.00292098,0,0,0.00896053,0.0218298,0.00388963,0.00252967,0,0,0.00121697,0,0.0158334,0.00133454,0.0401636,0.0104075,0.0200057,0.00857884,0.00284079,0.0133647,0.0065942,0.0117668,0.0081959,0.0255477,0.00609933,0.0110796,0.0047845,0.00859421,0.00821879,0.00346326,0.00422253,0.00102982,0.029145,0.0220509,0.0248199,0.00371475,0.00571911,0,0,0.00381592,0,0.0149855,0.00287159,0.0398731,0.0310441,0.0157286,0.0123884,0.00731169,0.00321068,0.0194933,0.00152088,0.00708174,0.0166541,0.0209956,0.0124498,0.00466224,0.00423262,0.00318392,0.00747184,0.00452014,0,0,0,0.00772276,0.0144045,0.0163511,0,0
35,0,0,0,0,0.00697317,0.00346499,0,0,0.00943282,0.0219601,0.00344113,0.0025115,0,0,0.000708827,0,0.0156637,0.00187658,0.0400739,0.00961367,0.0201033,0.00779279,0.0023246,0.0136261,0.00668045,0.0115595,0.00780521,0.0255671,0.00592392,0.0107461,0.00448107,0.00865705,0.0091186,0.00307378,0.00424409,0.00106309,0.0251348,0.0222054,0.0205894,0.00322365,0.00616084,0,0,0.004607,0,0.015024,0.00332224,0.0389511,0.0232552,0.0145274,0.0149984,0.00788855,0.00360767,0.0212645,0.00214542,0.00486961,0.0174014,0.0144416,0.00310038,0.00512205,0.00438948,0.00329985,0.00814514,0.00478838,0,0,0,0.00509956,0.0106841,0.014862,0,0
