Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTHI,RTIB,RTIBI,IMU_B,
110,0,0,0,0,0.00438322,0.0032152,0,0,0.0688934,0.0219861,0.0372573,0.00948144,0,0,0.00385717,0,0.0155516,0.00261826,0.0371033,0.0298776,0.0115937,0.0156833,0.00256262,0.00706349,0.0107357,0.0183707,0.0222293,0.0271173,0.00407376,0.0141443,0.00886971,0.0167184,0.0816064,0.00321582,0.00453272,0.000946489,0.0179762,0.0219516,0.0169028,0.00429456,0.00614323,0,0,0.00493252,0,0.0147428,0.00298547,0.0373445,0.0224143,0.0208712,0.00722559,0.00417221,0.00426504,0.0171045,0.0126441,0.0123467,0,0.027784,0.0129292,0.00522302,0.00562072,0.00213711,0.00639648,0.00503391,0,0,0,0.0115472,0.0185977,0.0154728,0,0
111,0,0,0,0,0.00152024,0.00227792,0,0,0.0725134,0.0221749,0.0323213,0.00480484,0,0,0.00234978,0,0.0152581,0.00161047,0.036918,0.0147321,0.015976,0.0167837,0.00314232,0.0055722,0.0118584,0.0262516,0.0189064,0.0265477,0.0134987,0.0288011,0.0134598,0.0159364,0.0900692,0.0022937,0.00448929,0.000857344,0.0122407,0.0223015,0.00714251,0.00367984,0.00355262,0,0,0.00724969,0,0.0154756,0.00398066,0.0363845,0.0119168,0.0243164,0.00765997,0.00447276,0.00482472,0.0201582,0.00409087,0.0026809,0.0279581,0.0170912,0.0128198,0.00430014,0.00273292,0.00123813,0.00547786,0.00241456,0,0,0,0.00377089,0.00942387,0.00410529,0,0
112,0,0,0,0,0.00234968,0.0028834,0,0,0.0717438,0.0222827,0.0314428,0.00515597,0,0,0.00217336,0,0.0151039,0.00121642,0.0371862,0.0135212,0.0158127,0.0157099,0.0033977,0.00611277,0.0117673,0.0250498,0.0190023,0.026044,0.0124109,0.0274692,0.0122958,0.0153669,0.0891927,0.00221865,0.00452767,0.00102721,0.0123912,0.0217978,0.00754274,0.00406141,0.00418551,0,0,0.00326173,0,0.0147005,0.00199587,0.0366207,0.0123747,0.0238999,0.00845264,0.00494237,0.00349002,0.0201678,0.00361998,0.00244526,0.0276487,0.016633,0.0138517,0.00406819,0.00532547,0.00201927,0.00694134,0.00225747,0,0,0,0.00283677,0.00948909,0.00400004,0,0
113,0,0,0,0,0.00272945,0.00253709,0,0,0.0711905,0.0220853,0.0308678,0.00589237,0,0,0.00218041,0,0.0152842,0.00125911,0.0375156,0.0128675,0.0156041,0.0140782,0.0039471,0.00591151,0.0115187,0.0236586,0.0189212,0.0254757,0.0111465,0.0259646,0.0111243,0.0148123,0.0884254,0.00216977,0.00439323,0.000870357,0.0124072,0.0218146,0.00738936,0.00426032,0.00434309,0,0,0.0032212,0,0.0146504,0.00188612,0.0367764,0.0128264,0.0235382,0.00881708,0.00481639,0.00351875,0.0201238,0.00352243,0.0023694,0.0275034,0.0156343,0.0149982,0.00394445,0.00514557,0.0019617,0.00657151,0.00246179,0,0,0,0.00252982,0.00971996,0.00411982,0,0
114,0,0,0,0,0.00397133,0.00269125,0,0,0.0682944,0.0218363,0.0309008,0.00871519,0,0,0.00308753,0,0.0156031,0.00204128,0.0387428,0.0157189,0.0140088,0.00845868,0.00572413,0.0070964,0.0111916,0.0195394,0.0185994,0.0233744,0.00649651,0.0200089,0.00857788,0.0147398,0.0838956,0.00264343,0.00445948,0.00071665,0.0173313,0.0218008,0.0170058,0.00324536,0.00532177,0,0,0.00365348,0,0.0147814,0.00225981,0.0380569,0.0227825,0.0200241,0.00793578,0.00302451,0.00388334,0.0163548,0.011954,0.0112927,0,0.0266306,0.0147834,0.00430986,0.00507323,0.00201389,0.00638048,0.00458322,0,0,0,0.00901521,0.0194213,0.0159675,0,0
115,0,0,0,0,0.00389025,0.00352221,0,0,0.0645783,0.0219144,0.0310876,0.00843379,0,0,0.00352689,0,0.0156066,0.00232639,0.0386495,0.0192575,0.0135862,0.0101749,0.00418361,0.00757719,0.0115131,0.0175883,0.0192191,0.0244244,0.00383894,0.0151719,0.00754934,0.0142688,0.0775811,0.00292447,0.0045118,0.000721887,0.0140394,0.0220133,0.0083849,0.00531465,0.00549255,0,0,0.00477124,0,0.0149863,0.00321401,0.037352,0.0132886,0.0226776,0.0110543,0.00671397,0.00486841,0.0198742,0.00262746,0.00236574,0.0265831,0.0151949,0.0169811,0.00544835,0.00510117,0.00203763,0.00635335,0.00397128,0,0,0,0.00301387,0.0103616,0.00496466,0,0
116,0,0,0,0,0.00401286,0.00354635,0,0,0.0614829,0.0222219,0.0302562,0.00906928,0,0,0.00346497,0,0.0152885,0.00205382,0.0393359,0.0202347,0.0129998,0.0118066,0.00458699,0.00754663,0.012956,0.0180894,0.0195448,0.0238648,0.00465143,0.0129531,0.00712684,0.014421,0.0733753,0.00295693,0.00452988,0.000670282,0.0143112,0.0220996,0.00804977,0.00552401,0.00584852,0,0,0.00501496,0,0.014986,0.00333115,0.0377108,0.0134663,0.0222738,0.0114242,0.00690722,0.0051625,0.0197652,0.00247484,0.00246585,0.0263234,0.0153916,0.0183011,0.00583164,0.00512155,0.00209033,0.00618859,0.00422346,0,0,0,0.00292578,0.0107226,0.00502166,0,0
117,0,0,0,0,0.00423837,0.00379157,0,0,0.0578176,0.0222377,0.028948,0.00947843,0,0,0.00370817,0,0.0151707,0.00205584,0.0400523,0.020525,0.0127291,0.0127754,0.00486687,0.00781372,0.013999,0.0187887,0.0192688,0.0232306,0.00609673,0.0114764,0.00711796,0.0145823,0.0686467,0.00312564,0.00449205,0.00076316,0.0150449,0.0220603,0.00766083,0.0056445,0.00625781,0,0,0.00524938,0,0.0149615,0.00341021,0.0380422,0.013123,0.0217451,0.0122597,0.00739513,0.00538773,0.0200371,0.00184587,0.00237227,0.0257908,0.0153446,0.0196185,0.0061495,0.00556137,0.00222945,0.00632484,0.00450573,0,0,0,0.00256756,0.0108976,0.00445978,0,0
118,0,0,0,0,0.00456475,0.00389253,0,0,0.0528503,0.0219156,0.0271534,0.00981505,0,0,0.00389535,0,0.0152434,0.00221583,0.0408814,0.0205814,0.0126082,0.0136593,0.00521795,0.00814246,0.0149137,0.019613,0.0186784,0.0225808,0.0075198,0.00986615,0.00715704,0.0147195,0.0624966,0.00323927,0.00437718,0.000688644,0.0160325,0.0220271,0.00665707,0.00557084,0.0065981,0,0,0.00542342,0,0.0149323,0.00340582,0.0383099,0.0118923,0.02105,0.0132763,0.0079973,0.00544742,0.0205125,0.000173238,0.00253999,0.0250553,0.0147258,0.0212661,0.00624313,0.00563286,0.00233676,0.00628106,0.0048554,0,0,0,0.00190502,0.0109003,0.0035577,0,0
119,0,0,0,0,0.00476275,0.0038887,0,0,0.0471376,0.0216931,0.0247639,0.00989928,0,0,0.00385267,0,0.0154735,0.00227895,0.0417136,0.0198725,0.0126962,0.0135924,0.00543766,0.0082749,0.0153695,0.0196512,0.017351,0.0220147,0.00856055,0.00861353,0.00708581,0.0146283,0.0557387,0.00316304,0.00434608,0.000497933,0.0165026,0.0219694,0.00651991,0.0056615,0.00671426,0,0,0.00543183,0,0.0148996,0.00331683,0.0385691,0.0113726,0.0205743,0.0138448,0.00848416,0.00538096,0.0206135,0.000894259,0.00294069,0.0246924,0.014233,0.0221201,0.00616741,0.00539973,0.00243002,0.00617364,0.00503387,0,0,0,0.00188123,0.0108881,0.0034477,0,0
120,0,0,0,0,0.00434215,0.00384889,0,0,0.0419541,0.0219032,0.0218214,0.00970215,0,0,0.0037652,0,0.0153338,0.00206254,0.0422968,0.0180137,0.013221,0.0112801,0.00542725,0.00805584,0.0145397,0.017647,0.0146683,0.0216569,0.00877273,0.00840049,0.00697146,0.014079,0.0498803,0.00316992,0.00435666,0.000612881,0.0163096,0.0222426,0.00700081,0.00577465,0.00594366,0,0,0.00578657,0,0.0153941,0.00373357,0.0388009,0.0114618,0.0203827,0.0142278,0.00837796,0.00529131,0.0204695,0.00149268,0.00319046,0.0244886,0.0141679,0.0219582,0.00607289,0.00368253,0.00182896,0.0055569,0.00478141,0,0,0,0.00195018,0.0107542,0.0035767,0,0
121,0,0,0,0,0.00422884,0.00331541,0,0,0.0376912,0.0219244,0.018998,0.00892784,0,0,0.00333576,0,0.0153921,0.00160006,0.0425114,0.0150717,0.0141359,0.00672876,0.00511512,0.00785949,0.0116579,0.0133952,0.0108318,0.0217339,0.00830332,0.00933366,0.00675199,0.0129799,0.0453893,0.00297078,0.00427135,0.000856781,0.0161882,0.0218256,0.00727829,0.0058179,0.00577893,0,0,0.00427199,0,0.0148491,0.00235371,0.0389691,0.0115964,0.0202658,0.0142899,0.00812634,0.00453489,0.020348,0.0019449,0.00342691,0.0244241,0.0141073,0.0216376,0.00512481,0.00492216,0.00244923,0.00586292,0.00451909,0,0,0,0.00151448,0.0106058,0.00375906,0,0
122,0,0,0,0,0.0037232,0.00294263,0,0,0.0343346,0.0217506,0.0158086,0.00751607,0,0,0.00302843,0,0.0156363,0.0013792,0.0422495,0.0107999,0.0152803,0.00188179,0.00464013,0.00741484,0.00802235,0.00806621,0.00722286,0.0226286,0.00796808,0.011701,0.00678275,0.0114675,0.0423363,0.00276892,0.00422326,0.000830641,0.0160336,0.0217028,0.00753982,0.00588049,0.0049173,0,0,0.00356135,0,0.0148904,0.00177946,0.0391963,0.0117011,0.0202266,0.0147681,0.00776058,0.00384936,0.0202514,0.00255575,0.0037154,0.024335,0.0142669,0.020994,0.00431772,0.00469687,0.00250629,0.00566444,0.00385673,0,0,0,0.00135368,0.0103696,0.00385939,0,0
123,0,0,0,0,0.00467073,0.00357507,0,0,0.0105348,0.0215142,0.00904065,0.00846568,0,0,0.00329073,0,0.0157609,0.00172479,0.0453842,0.0151335,0.0141337,0.0164018,0.00513108,0.00804792,0.0135956,0.0204819,0.011499,0.0219545,0.0108151,0.00854752,0.00500229,0.0125794,0.0100312,0.00279986,0.00425073,0.000434755,0.0168934,0.0218997,0.0073934,0.0059845,0.00579332,0,0,0.00416238,0,0.0149813,0.00238403,0.0400583,0.0121868,0.0196852,0.0153266,0.00942184,0.00458246,0.0200416,0.00279443,0.00470302,0.0241623,0.0145986,0.0222222,0.0049783,0.00453399,0.00250112,0.00542042,0.00487627,0,0,0,0.00241478,0.0109538,0.00420887,0,0
124,0,0,0,0,0.00245766,0.00145529,0,0,0.0161962,0.0213204,0.00617644,0.00519557,0,0,0.00241688,0,0.0157104,0.000890723,0.0400388,0.0204745,0.0201926,0.0274464,0.00534573,0.00578884,0.0128531,0.0199472,0.0176196,0.0249304,0.0116181,0.0146214,0.00734381,0.0189295,0.0240198,0.00241294,0.00411616,0.00103878,0.0156906,0.0214098,0.00754562,0.00607083,0.0026612,0,0,0.00382136,0,0.0148123,0.0010461,0.0405201,0.011841,0.020019,0.0152721,0.00675361,0.00212204,0.0199771,0.00334569,0.00490694,0.0243311,0.0143891,0.0205149,0.00182986,0.00393072,0.00248763,0.00525294,0.00223789,0,0,0,0.00346075,0.0101904,0.0045246,0,0
125,0,0,0,0,0.00400046,0.00256992,0,0,0.019038,0.021696,0.0117695,0.00640448,0,0,0.00292442,0,0.0154559,0.00118686,0.0455169,0.0142022,0.0161622,0.011998,0.00397894,0.00701757,0.00675259,0.0136933,0.00703075,0.0247979,0.0091964,0.0100894,0.00514262,0.0118844,0.0197272,0.00269336,0.0042056,0.00114668,0.0166509,0.0216828,0.00742388,0.00576625,0.00480867,0,0,0.0031909,0,0.0148663,0.00136749,0.0410105,0.0125367,0.0198401,0.0150512,0.00806438,0.00356112,0.0201207,0.00312149,0.00508504,0.0245445,0.015005,0.0223016,0.00388966,0.00451064,0.00259141,0.00457057,0.00419441,0,0,0,0.00375477,0.0108966,0.00430756,0,0
126,0,0,0,0,0.00376815,0.00218097,0,0,0.024689,0.0214411,0.0150234,0.00524676,0,0,0.00261822,0,0.0156733,0.00113272,0.0453888,0.0166744,0.0169924,0.0103961,0.00362893,0.00651314,0.00297004,0.0108926,0.00722659,0.0268486,0.00843831,0.010208,0.00567188,0.0123126,0.0255781,0.0024877,0.00416854,0.000940827,0.0167492,0.0215861,0.00744393,0.00562541,0.00447887,0,0,0.00287126,0,0.0148615,0.00110456,0.0414924,0.0124783,0.0197728,0.0147141,0.00737395,0.00318398,0.0201712,0.00325576,0.00518208,0.0245918,0.0151016,0.0226323,0.00351272,0.00454734,0.00276422,0.00419868,0.00387727,0,0,0,0.00394354,0.0107424,0.00426146,0,0
127,0,0,0,0,0.00320879,0.00128293,0,0,0.0222171,0.0209588,0.0154391,0.00356943,0,0,0.00186384,0,0.0160807,0.00105361,0.0435364,0.0196327,0.0190167,0.00148209,0.00435561,0.00575414,0.00506834,0.00270182,0.00534539,0.0288867,0.00496005,0.00663749,0.00645993,0.0146035,0.0230828,0.001909,0.00426712,0.000608706,0.0166997,0.0214014,0.00705246,0.00550889,0.00352631,0,0,0.00263451,0,0.0147581,0.000850371,0.041897,0.0122012,0.0196756,0.0141377,0.00632125,0.00217032,0.0202379,0.00319304,0.00528708,0.024658,0.0151613,0.022769,0.00239868,0.00465483,0.00296135,0.00390802,0.00299714,0,0,0,0.00405426,0.0105993,0.00438177,0,0
128,0,0,0,0,0.00311868,0.00111702,0,0,0.0310078,0.0212864,0.0201657,0.00333026,0,0,0.00187714,0,0.0156722,0.000778239,0.0447514,0.0216527,0.0190712,0.00783856,0.00452853,0.00575199,0.005105,0.00775983,0.00987545,0.0308403,0.00754375,0.00984093,0.00752017,0.0142604,0.0318752,0.00190419,0.00418232,0.00103656,0.0169705,0.021387,0.00674683,0.00546567,0.00353917,0,0,0.0026032,0,0.014742,0.000882702,0.0422862,0.0123697,0.0195034,0.0137041,0.00594677,0.00217693,0.0202785,0.00307678,0.00544564,0.0247495,0.0154101,0.0233994,0.00240705,0.00474769,0.00303971,0.00385907,0.00315464,0,0,0,0.0042591,0.0108035,0.00460558,0,0
129,0,0,0,0,0.00253025,0.00107485,0,0,0.0326473,0.0214115,0.0223003,0.00287604,0,0,0.00136094,0,0.015549,0.000443075,0.0445768,0.0235494,0.0199802,0.00717849,0.0058493,0.00503097,0.00796162,0.00849251,0.0114381,0.0322065,0.00712418,0.00977227,0.00845852,0.0148328,0.03349,0.00147402,0.00414645,0.00128986,0.01715,0.0217692,0.00620948,0.00536567,0.00230623,0,0,0.00842448,0,0.0154304,0.00299957,0.0425401,0.0125334,0.019403,0.0128901,0.00502684,0.00304673,0.0202679,0.00265059,0.00551997,0.0248827,0.0156862,0.0240295,0.0028424,0.00201119,0.00167222,0.00275659,0.00329527,0,0,0,0.00452763,0.0110609,0.00490692,0,0
130,0,0,0,0,0.00260131,0.000297404,0,0,0.0328016,0.0208086,0.0238417,0.00251603,0,0,0.000921946,0,0.016175,0.000608035,0.0441452,0.0261838,0.0208811,0.00742071,0.00672865,0.00483397,0.0101159,0.00979336,0.0125353,0.0330507,0.00635211,0.00931374,0.00922464,0.0152262,0.0338552,0.0012121,0.00431121,0.000662621,0.0176553,0.0213745,0.00572036,0.00536152,0.002153,0,0,0.00552923,0,0.0149283,0.00192534,0.0427577,0.012959,0.0191604,0.012124,0.00492532,0.00186861,0.0202405,0.00217031,0.00566811,0.0248668,0.0159834,0.0248937,0.00155698,0.00323994,0.00259696,0.00344011,0.00300858,0,0,0,0.00474485,0.0114335,0.0052737,0,0
131,0,0,0,0,0.00254271,0.000485616,0,0,0.0337647,0.0205146,0.025322,0.00248146,0,0,0.0004921,0,0.0165443,0.000912255,0.043912,0.0292561,0.0212964,0.00846924,0.00748861,0.00465883,0.0109292,0.0111963,0.0137064,0.0335978,0.00570261,0.00914516,0.00960242,0.0148973,0.0351129,0.000877384,0.00458775,0.000600131,0.0180688,0.0213074,0.00567033,0.00530822,0.00194656,0,0,0.00625118,0,0.0149283,0.00231498,0.0429317,0.0137009,0.0189881,0.0114489,0.00498443,0.00203322,0.0202669,0.00180849,0.00581443,0.0247559,0.0162809,0.0256425,0.00137182,0.00331127,0.00263959,0.00345862,0.00321548,0,0,0,0.00479741,0.0118162,0.00568388,0,0
132,0,0,0,0,0.00254276,0.000514817,0,0,0.034926,0.0204709,0.0259007,0.00266648,0,0,0.000485202,0,0.0166469,0.00101263,0.0437597,0.0313312,0.0212756,0.00875021,0.00773175,0.00476938,0.0109735,0.0115737,0.0142556,0.033812,0.0053473,0.00936427,0.00964547,0.0144138,0.036507,0.000772811,0.00471852,0.000683883,0.0180315,0.0212823,0.00612214,0.00533475,0.00200818,0,0,0.00650432,0,0.0149195,0.00242919,0.0430908,0.0146235,0.0188006,0.0110472,0.00510394,0.00227639,0.0203232,0.0016728,0.0058651,0.0244988,0.0163866,0.0259271,0.0014331,0.00332343,0.00269608,0.00356172,0.00342926,0,0,0,0.00482624,0.011993,0.00603244,0,0
133,0,0,0,0,0.00265217,0.000417819,0,0,0.0357548,0.020569,0.0254563,0.00300493,0,0,0.000546449,0,0.0165362,0.000908851,0.0436385,0.0309389,0.0210052,0.00831436,0.00770287,0.00507149,0.0102353,0.0109758,0.0138583,0.0335232,0.00539999,0.00974948,0.00940497,0.0140167,0.0376601,0.000714864,0.00468844,0.000631837,0.0176637,0.02129,0.00686604,0.00538146,0.00209276,0,0,0.00663516,0,0.0148857,0.00247865,0.0431572,0.0160674,0.0186084,0.0106159,0.00530329,0.00252141,0.0203104,0.00143512,0.0057986,0.0241475,0.0168302,0.026184,0.0015603,0.00320652,0.00272268,0.00374274,0.00378408,0,0,0,0.00493669,0.0122896,0.0066275,0,0
134,0,0,0,0,0.0027786,0.000451656,0,0,0.0372941,0.0205997,0.0245414,0.00347443,0,0,0.000662937,0,0.0164542,0.00105087,0.0438103,0.0276916,0.0203984,0.00812141,0.00740121,0.00527672,0.00830769,0.0103779,0.0133013,0.0325232,0.00619358,0.0106176,0.00872978,0.0131747,0.0394858,0.000608545,0.00480719,0.000676032,0.0173245,0.0212631,0.00819926,0.00526024,0.0024615,0,0,0.00591406,0,0.0148248,0.00223417,0.0430272,0.0180135,0.0183315,0.010212,0.00557887,0.0024111,0.020381,0.00159292,0.00570698,0.024008,0.0175587,0.0262725,0.00159419,0.00373093,0.0029029,0.0038483,0.00453488,0,0,0,0.00490799,0.0127982,0.00754828,0,0
135,0,0,0,0,0.00296752,0.00047431,0,0,0.0386748,0.0205607,0.0235072,0.00393661,0,0,0.000811256,0,0.016445,0.00116789,0.0439674,0.0239439,0.0196934,0.00905137,0.00679049,0.00557918,0.00570444,0.0104995,0.0126588,0.0309876,0.00753224,0.011611,0.00778654,0.0121255,0.0409388,0.000434602,0.00488111,0.000786065,0.016246,0.0212412,0.0100257,0.00506889,0.00289988,0,0,0.00498871,0,0.0147684,0.00189897,0.0427883,0.020524,0.0179649,0.0102039,0.00596764,0.00214281,0.0203802,0.00272496,0.00570488,0.0244881,0.0190298,0.0257639,0.00166275,0.00415631,0.00308531,0.00380863,0.00509408,0,0,0,0.00461226,0.0135833,0.00872763,0,0
136,0,0,0,0,0.00316384,0.000518903,0,0,0.0388689,0.0205479,0.0224255,0.00430413,0,0,0.000926934,0,0.0163952,0.00129518,0.0437707,0.02173,0.0191653,0.0101842,0.00623809,0.00592174,0.00326697,0.0108385,0.0119364,0.0293572,0.00874503,0.0121644,0.00676849,0.011036,0.0406287,0.00039667,0.00480844,0.000807926,0.0148441,0.0212109,0.0120171,0.00489773,0.00323298,0,0,0.00416903,0,0.0147088,0.00164233,0.0424865,0.0227998,0.017594,0.0105948,0.00650095,0.00187642,0.0205905,0.00385093,0.00563395,0.0247066,0.0201507,0.0246225,0.00175081,0.0043837,0.00324841,0.00378276,0.00539029,0,0,0,0.00419865,0.0142193,0.00979845,0,0
137,0,0,0,0,0.00331603,0.000535711,0,0,0.0379832,0.020724,0.0221795,0.00455387,0,0,0.000811967,0,0.0161718,0.00100703,0.0432988,0.0206332,0.0188984,0.0105729,0.00599584,0.00626315,0.001545,0.0109662,0.011144,0.0278869,0.0095348,0.0123068,0.0061158,0.0103354,0.039136,0.000837287,0.00451645,0.000659876,0.0135646,0.0211507,0.0138678,0.0046857,0.00340937,0,0,0.00355787,0,0.0146412,0.00150921,0.0422314,0.024472,0.0172803,0.0109851,0.00691947,0.0017006,0.0210608,0.00466177,0.00538782,0.0243458,0.0205333,0.0230064,0.00181834,0.00458304,0.00338039,0.00393986,0.00563247,0,0,0,0.00368087,0.0144131,0.0105083,0,0
138,0,0,0,0,0.0032009,0.00095366,0,0,0.0354531,0.0209663,0.0216847,0.00466459,0,0,0.000976792,0,0.0161136,0.0010769,0.0427493,0.0192535,0.0189636,0.01068,0.00619035,0.00629187,0.00183982,0.0113016,0.0108706,0.0269046,0.0099469,0.0122647,0.00581217,0.0100234,0.0367329,0.000727702,0.00441186,0.00054706,0.012781,0.0215382,0.0156713,0.0043909,0.00367471,0,0,0.00818464,0,0.0152571,0.00295346,0.042025,0.0253812,0.017016,0.0110384,0.00712099,0.00325286,0.0217847,0.00501217,0.00489307,0.0233132,0.019602,0.020929,0.00268842,0.00235544,0.00206028,0.0030982,0.00603835,0,0,0,0.00325221,0.0138715,0.0107689,0,0
139,0,0,0,0,0.00364031,0.000762641,0,0,0.0323682,0.0210918,0.0198718,0.00457121,0,0,0.00103573,0,0.0163056,0.000785123,0.0423486,0.0175212,0.0192997,0.0113991,0.00634408,0.00673087,0.00331076,0.0128194,0.0117898,0.0267295,0.0099121,0.0127228,0.00604238,0.00985762,0.0340679,0.00110101,0.00433897,0.000505238,0.012332,0.0212216,0.0175153,0.00424603,0.0034592,0,0,0.00522644,0,0.0148228,0.00186053,0.0418751,0.0260239,0.0167721,0.0110372,0.00734629,0.00192342,0.0224264,0.00518563,0.00430765,0.0221823,0.0181064,0.0188539,0.00187172,0.00354737,0.00287402,0.00384822,0.00605106,0,0,0,0.00311538,0.0127957,0.0110571,0,0
140,0,0,0,0,0.00392561,0.000969131,0,0,0.0298719,0.0208867,0.0175702,0.00445628,0,0,0.00117211,0,0.0165455,0.00106436,0.0421851,0.0161424,0.0196839,0.0131037,0.00671928,0.00681856,0.00491642,0.0152767,0.0136914,0.0274771,0.00973813,0.0138779,0.00667474,0.00975942,0.0318143,0.00114322,0.00462764,0.00064231,0.0122297,0.0211854,0.019041,0.00418866,0.00346699,0,0,0.00560979,0,0.0148205,0.00206196,0.0417282,0.0263636,0.0165642,0.0112565,0.00711429,0.00164487,0.0226068,0.0053468,0.00376542,0.0214839,0.0170803,0.0165108,0.00172796,0.0031475,0.00285224,0.00376254,0.00608931,0,0,0,0.00314608,0.0119631,0.0114593,0,0
141,0,0,0,0,0.00423605,0.00112803,0,0,0.0277534,0.0207102,0.015586,0.00435624,0,0,0.00119337,0,0.0163805,0.00107998,0.0420407,0.0155079,0.0200098,0.0151187,0.00710095,0.00691127,0.0062645,0.0177017,0.0155391,0.0287043,0.0100682,0.0154439,0.00725909,0.00976658,0.0297268,0.00128647,0.00465336,0.000680464,0.0127188,0.0211757,0.0199353,0.00420767,0.00361479,0,0,0.00592946,0,0.0148297,0.00219982,0.0415031,0.0258634,0.01638,0.0114087,0.00661264,0.00150172,0.0225665,0.00527644,0.00335055,0.0208599,0.0157538,0.0141013,0.00176416,0.00303023,0.00282511,0.00364978,0.00610284,0,0,0,0.00291946,0.0110932,0.0117137,0,0
142,0,0,0,0,0.00452315,0.00135646,0,0,0.0249667,0.0206533,0.0136254,0.00428334,0,0,0.00119937,0,0.0162931,0.00087033,0.0415847,0.0152857,0.020264,0.0159741,0.00736019,0.00695592,0.00691683,0.0189819,0.016237,0.029633,0.0105694,0.0165049,0.00739246,0.00962642,0.0270019,0.00151851,0.00457846,0.000610267,0.0139989,0.0211915,0.0204779,0.00424392,0.00381678,0,0,0.00613306,0,0.0148425,0.00225782,0.0412012,0.0248874,0.0161608,0.01141,0.00594087,0.0015505,0.0223615,0.00513277,0.00331941,0.0202912,0.0143024,0.0115231,0.00183199,0.00309061,0.00275972,0.00343169,0.00604371,0,0,0,0.00162291,0.00998878,0.0119176,0,0
143,0,0,0,0,0.004772,0.00156767,0,0,0.0221163,0.0207801,0.0118617,0.00425703,0,0,0.0011179,0,0.0163434,0.000876691,0.040912,0.0152143,0.0203036,0.0164205,0.00718051,0.00709642,0.0069947,0.0194435,0.0158858,0.0296495,0.0108691,0.0168005,0.00703696,0.00909707,0.0242112,0.0016417,0.00457025,0.000514121,0.0173881,0.0211629,0.0207586,0.00429498,0.00406688,0,0,0.00506282,0,0.0147909,0.00181309,0.0409263,0.0229277,0.0159879,0.0113347,0.00532769,0.0016895,0.022061,0.00481092,0.00394606,0.0197837,0.0131464,0.00832485,0.00159017,0.00339263,0.00294204,0.00335986,0.00589935,0,0,0,0.00131769,0.00894476,0.0120996,0,0
144,0,0,0,0,0.00470953,0.00147722,0,0,0.0190545,0.020707,0.00999552,0.00412288,0,0,0.00135648,0,0.0163971,0.000824576,0.0404383,0.0149429,0.0202464,0.0158689,0.00794571,0.00696967,0.00684887,0.0188165,0.0146464,0.0286525,0.0105195,0.0159497,0.00617636,0.00841253,0.0205085,0.00195857,0.00467077,0.00067267,0.0232147,0.0210756,0.0239148,0.00508113,0.0036705,0,0,0.0050044,0,0.0147053,0.00193907,0.0419159,0.0294938,0.0171182,0.0101505,0.00314539,0.00177827,0.0188226,0.00309283,0.0104702,0.0190794,0.0218702,0.0145381,0.00138475,0.00345162,0.00299277,0.00322424,0.00533041,0,0,0,0.00722485,0.0143416,0.0165415,0,0
145,0,0,0,0,0.00507813,0.00170705,0,0,0.0180507,0.0208749,0.00879551,0.00430107,0,0,0.000580351,0,0.0162862,0.00145409,0.0399829,0.0144802,0.019894,0.0153363,0.00691396,0.00745094,0.00767821,0.0188911,0.013894,0.0276281,0.010261,0.0157378,0.00563012,0.00762857,0.0194738,0.00174242,0.00476063,0.00099542,0.0215172,0.0211327,0.0203146,0.00403235,0.0041161,0,0,0.00388825,0,0.0146444,0.00129275,0.0404364,0.0217491,0.0161296,0.0119398,0.00392141,0.00185076,0.0214028,0.00343103,0.00662504,0.0187333,0.0135329,0.00267479,0.00128327,0.00394097,0.00297677,0.00374119,0.00548977,0,0,0,0.00546952,0.00887489,0.0124727,0,0
146,0,0,0,0,0.00511051,0.00182568,0,0,0.0167758,0.0211189,0.00742184,0.00429818,0,0,0.000293583,0,0.016086,0.00169711,0.0397072,0.0136648,0.0195078,0.0145262,0.00662636,0.00786059,0.00833184,0.0182575,0.0131923,0.026657,0.00967312,0.0152054,0.00521838,0.00723046,0.0181015,0.0019045,0.00464595,0.00110497,0.0232028,0.0210941,0.0202838,0.0036382,0.00399593,0,0,0.00336857,0,0.0145678,0.00104538,0.0400994,0.0225053,0.0160523,0.0124311,0.00370636,0.00173324,0.0212085,0.0029378,0.00726484,0.0183314,0.014648,0.00174258,0.00131121,0.00418697,0.00301583,0.0044094,0.00536947,0,0,0,0.00582097,0.00983255,0.0130484,0,0
