Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTHI,IMU_B,
113,0,0,0,0,0.0123585,0.00993774,0,0,0.0578142,0.0233922,0.0327353,0.0125134,0,0,0.0089139,0,0.0142007,0.00415728,0.0379051,0.0292274,0.0124338,0.0177417,0.00991458,0.00741041,0.0148534,0.0201443,0.02312,0.0301823,0.0055906,0.00855053,0.00544112,0.0153539,0.0683311,0.00707559,0.00395879,0.00303631,0.029667,0.018883,0.0249722,0.0119486,0.0126074,0,0,0.0373576,0,0.010858,0.0206117,0.0376033,0.020917,0.0239431,0.0132865,0.01487,0.0196624,0.0239436,0.0175169,0,0.00687514,0.0215728,0.0112835,0.0124481,0.0314315,0.0141336,0.0147276,0.0122437,0.0105325,0.0122559,0,0,0,0,0,0
114,0,0,0,0,0.0123895,0.00997556,0,0,0.0538966,0.023412,0.0306104,0.0132818,0,0,0.00902509,0,0.0142062,0.0042162,0.0385362,0.0283019,0.0125428,0.0194091,0.0105986,0.0073485,0.016533,0.0222067,0.0235367,0.029515,0.00712717,0.0071784,0.00521091,0.0151349,0.0636531,0.007222,0.00401928,0.00305128,0.0281232,0.0189107,0.0231556,0.01212,0.0129595,0,0,0.0378133,0,0.0108786,0.0208743,0.0380489,0.0190408,0.0234391,0.0138233,0.0155669,0.0198767,0.0237313,0.0177999,0,0.00644365,0.0203563,0.0108217,0.0128517,0.0297683,0.0142379,0.0148551,0.0123434,0.0102824,0.0125108,0,0,0,0,0,0
115,0,0,0,0,0.0123669,0.0100129,0,0,0.0495992,0.0234776,0.0284602,0.0137242,0,0,0.00905226,0,0.0141823,0.00415872,0.0390895,0.0268265,0.0127388,0.0203361,0.0113433,0.00728602,0.0178214,0.0239186,0.0233666,0.0288928,0.00834782,0.00669176,0.00561644,0.0149803,0.0584134,0.00730299,0.00404016,0.0029961,0.028117,0.0189637,0.0230768,0.0123942,0.0132593,0,0,0.0381328,0,0.0109016,0.0209825,0.0385043,0.0190403,0.022994,0.0141027,0.0162497,0.019971,0.0237861,0.0177159,0,0.00661039,0.0198746,0.0114686,0.0128386,0.029695,0.0142265,0.0149477,0.0123688,0.0101153,0.0126833,0,0,0,0,0,0
116,0,0,0,0,0.0123359,0.0100871,0,0,0.0446412,0.0235134,0.0261271,0.0141128,0,0,0.00910551,0,0.0141595,0.00411164,0.0396049,0.0249567,0.0129618,0.0204872,0.0121664,0.00724366,0.0186362,0.0251226,0.0225721,0.0283094,0.00928675,0.00662479,0.0061533,0.0148464,0.0522709,0.00736636,0.00403364,0.00298932,0.0299324,0.0190227,0.0247205,0.0127801,0.0134667,0,0,0.0384157,0,0.0109263,0.0210764,0.0388702,0.0206262,0.0225479,0.0142785,0.0170803,0.0200446,0.0238666,0.0174282,0,0.00730632,0.0201035,0.0139363,0.0121708,0.0314596,0.0142891,0.0149291,0.0123394,0.00997714,0.0128663,0,0,0,0,0,0
117,0,0,0,0,0.0122565,0.0101414,0,0,0.0390587,0.0234937,0.0233095,0.0142833,0,0,0.00911627,0,0.0141866,0.00406867,0.0403052,0.0228733,0.0132363,0.0196909,0.0125486,0.00717016,0.0188056,0.0254195,0.021041,0.0276484,0.00980659,0.00647708,0.00646826,0.0147574,0.0455415,0.00737511,0.00403465,0.00296642,0.0302489,0.0190373,0.0245936,0.012811,0.0134988,0,0,0.0386815,0,0.0109512,0.0212619,0.0389045,0.0205072,0.0220925,0.0146219,0.0175751,0.0200089,0.0231074,0.0175034,0,0.0074479,0.0195633,0.0146656,0.0124752,0.0319919,0.014418,0.0148781,0.0124796,0.0098697,0.012972,0,0,0,0,0,0
118,0,0,0,0,0.0119691,0.0100939,0,0,0.0328004,0.0234226,0.0200991,0.0141293,0,0,0.00903726,0,0.0142687,0.00396048,0.0410345,0.020809,0.0136385,0.0181014,0.0125202,0.00705,0.0183387,0.0248311,0.0188902,0.0270559,0.00998383,0.00612483,0.00652845,0.0145184,0.0382693,0.00729996,0.00405877,0.00292951,0.0282436,0.0190029,0.0224768,0.0127237,0.0133246,0,0,0.0386806,0,0.0110042,0.0213225,0.0391113,0.0185616,0.0217457,0.0150307,0.017728,0.0199313,0.0226824,0.0176111,0,0.00770305,0.0207124,0.0135145,0.0139129,0.0301067,0.0144703,0.0148156,0.0126014,0.00986434,0.0128431,0,0,0,0,0,0
119,0,0,0,0,0.0115735,0.0100531,0,0,0.025759,0.0233351,0.0163406,0.0136924,0,0,0.00869782,0,0.0142867,0.00374996,0.0416014,0.0183598,0.0144495,0.0155305,0.0118175,0.00698113,0.0172366,0.0232699,0.0161054,0.0267943,0.00960383,0.00568708,0.00633974,0.0140259,0.0299665,0.00710346,0.00406924,0.00278488,0.0253431,0.0189814,0.0201966,0.0125285,0.0129344,0,0,0.0379158,0,0.011012,0.021043,0.039405,0.0165968,0.0217084,0.0156002,0.0172856,0.0196115,0.0223561,0.0176349,0,0.00840175,0.0205086,0.012569,0.0160563,0.0271605,0.01426,0.014737,0.0124501,0.0101225,0.0124137,0,0,0,0,0,0
120,0,0,0,0,0.0110984,0.00997334,0,0,0.0186192,0.0232245,0.0124729,0.0127861,0,0,0.00827654,0,0.0143257,0.00357632,0.0420631,0.0158675,0.0152693,0.0123943,0.0106756,0.00691516,0.0153435,0.0205576,0.0125616,0.0266774,0.00853797,0.00507386,0.0059625,0.0132399,0.0217698,0.00683441,0.00407921,0.00266528,0.0221363,0.0189159,0.0185497,0.0123634,0.0124473,0,0,0.0370487,0,0.0110257,0.0207924,0.0399417,0.0157241,0.0218996,0.0158359,0.0163454,0.0192079,0.0227952,0.0177459,0,0.00909986,0.0209991,0.0122047,0.0174706,0.0236825,0.0140392,0.0145005,0.0124212,0.0104449,0.0118376,0,0,0,0,0,0
121,0,0,0,0,0.0108008,0.00993852,0,0,0.0126942,0.0231438,0.00898064,0.0116547,0,0,0.00801987,0,0.0143627,0.00349996,0.0424901,0.01359,0.0159459,0.00922457,0.00960755,0.006852,0.0124486,0.0166909,0.00825458,0.0269365,0.0070176,0.00421563,0.00535453,0.0122979,0.0145398,0.00666974,0.00405011,0.00263003,0.0243431,0.0188581,0.0203156,0.0120108,0.0120264,0,0,0.0363814,0,0.0110262,0.0205651,0.0399955,0.017388,0.0217702,0.0157451,0.0155297,0.0188051,0.0221822,0.0183762,0,0.00955425,0.0209078,0.0123614,0.0166433,0.0255794,0.0138732,0.0142734,0.0122879,0.0106097,0.0114994,0,0,0,0,0,0
122,0,0,0,0,0.0104794,0.00993263,0,0,0.0111132,0.0230137,0.00786093,0.0102228,0,0,0.00767183,0,0.0143982,0.0034124,0.0426413,0.0128706,0.0167583,0.00650989,0.00816798,0.00685557,0.00881491,0.0118928,0.00363986,0.0279629,0.00528971,0.00303485,0.00460918,0.0114764,0.0121473,0.00646898,0.00400466,0.00263339,0.0277727,0.0187819,0.023333,0.0118916,0.0114917,0,0,0.0355905,0,0.011024,0.0203128,0.0401492,0.0204209,0.0220823,0.0155545,0.0142539,0.0184167,0.0220079,0.0122754,0,0.00908016,0.0209408,0.0127832,0.0151746,0.0285469,0.0136726,0.013994,0.0122317,0.0109171,0.0110095,0,0,0,0,0,0
123,0,0,0,0,0.0101143,0.00990114,0,0,0.0135143,0.0228644,0.00974469,0.00860644,0,0,0.00730591,0,0.0144076,0.00338873,0.0425031,0.0144697,0.0177986,0.00582306,0.00610539,0.00695253,0.00567348,0.00721327,0.00263401,0.0296658,0.00364784,0.00151509,0.00367433,0.0110493,0.014633,0.00624367,0.00400215,0.00261757,0.0301832,0.018707,0.0256881,0.0116134,0.0109072,0,0,0.0349858,0,0.0110558,0.0201558,0.0403,0.0235013,0.0224217,0.0154583,0.0128035,0.0180344,0.021958,0,0,0.00871972,0.0194492,0.0142692,0.0146576,0.0306121,0.0135697,0.013723,0.012183,0.0112752,0.0104824,0,0,0,0,0,0
124,0,0,0,0,0.00974986,0.00987926,0,0,0.0161648,0.0226567,0.0118573,0.00703729,0,0,0.0068492,0,0.0144324,0.00353947,0.0422327,0.0175498,0.0190371,0.00750337,0.00379377,0.00724197,0.00563967,0.00548605,0.0066068,0.0317877,0.00296453,0.00205947,0.00287105,0.0112985,0.0176534,0.00595158,0.00399984,0.00252447,0.0298859,0.0186251,0.0255143,0.0112334,0.0102248,0,0,0.0340408,0,0.0111036,0.019936,0.0404754,0.0236817,0.022737,0.0152869,0.0108979,0.0176334,0.021253,0,0,0.00935343,0.0195005,0.0140093,0.0157232,0.0301484,0.0134403,0.0134016,0.0121409,0.0117494,0.00967676,0,0,0,0,0,0
125,0,0,0,0,0.00940715,0.0101609,0,0,0.0177951,0.0224358,0.0129724,0.00631991,0,0,0.00644795,0,0.0145293,0.00366131,0.0417478,0.0198651,0.0203965,0.0102302,0.00204197,0.00795499,0.0092918,0.00895965,0.0102949,0.0343652,0.0042686,0.00452969,0.00286477,0.0120245,0.0194465,0.0057455,0.00397298,0.00246586,0.0305431,0.0185553,0.0263151,0.0124619,0.00980753,0,0,0.0329563,0,0.011127,0.0197372,0.0406181,0.024639,0.0242259,0.0157208,0.00911714,0.0174263,0.0216177,0.107301,0,0.0101398,0.0186118,0.0146978,0.0164197,0.0305477,0.0132656,0.0130321,0.0122144,0.0126676,0.00853116,0,0,0,0,0,0
126,0,0,0,0,0.00921578,0.0103171,0,0,0.0190668,0.0223143,0.0139232,0.00563337,0,0,0.00619036,0,0.0146362,0.00360011,0.0417004,0.0209385,0.0214768,0.0130852,0.00206271,0.00832583,0.0132075,0.0130523,0.0126905,0.0362574,0.00620315,0.00667626,0.00388749,0.012958,0.0207716,0.00556289,0.00396012,0.00243391,0.030867,0.0184842,0.0268449,0.0122854,0.00942787,0,0,0.0322083,0,0.0111732,0.0196375,0.0409217,0.0251524,0.0244315,0.0160614,0.0076845,0.0170714,0.0214364,0.11573,0,0.0105823,0.0187387,0.0154759,0.0167433,0.0306044,0.0132977,0.0128914,0.0121939,0.0131579,0.0078157,0,0,0,0,0,0
127,0,0,0,0,0.00907564,0.0105498,0,0,0.0199301,0.0221801,0.0153194,0.0050981,0,0,0.0060142,0,0.0147366,0.0036839,0.0419438,0.0218459,0.0223481,0.0159875,0.00367021,0.00869383,0.0164932,0.0165921,0.0142567,0.0375144,0.00784946,0.00778858,0.00487522,0.0134862,0.0216666,0.00538321,0.0039678,0.00242996,0.0306096,0.0183811,0.026949,0.012088,0.00904,0,0,0.0314186,0,0.0111975,0.0195633,0.0410941,0.0252838,0.0247074,0.0166578,0.00635738,0.0167215,0.0213937,0.114111,0,0.0109711,0.0187942,0.0159124,0.0169098,0.030019,0.0132978,0.0128393,0.012151,0.0136229,0.00724334,0,0,0,0,0,0
128,0,0,0,0,0.00902763,0.0107812,0,0,0.0204325,0.0220853,0.017387,0.00476767,0,0,0.00599377,0,0.0147774,0.00361609,0.0420964,0.0241599,0.0229827,0.0186619,0.00522437,0.00894414,0.0183505,0.0190496,0.015281,0.0381014,0.00916781,0.00812327,0.00531903,0.0135094,0.0222039,0.00524727,0.00395764,0.00241602,0.0305288,0.0182801,0.0265218,0.0118712,0.00870475,0,0,0.0308842,0,0.0111813,0.0195887,0.0412127,0.0254733,0.0247975,0.0164025,0.00551323,0.0163792,0.0211502,0.112965,0,0.0110552,0.018729,0.0155591,0.0171532,0.029599,0.0134454,0.012743,0.0121956,0.013948,0.00686668,0,0,0,0,0,0
129,0,0,0,0,0.00906051,0.0109392,0,0,0.0205901,0.0220256,0.0193341,0.0045838,0,0,0.00606601,0,0.0147226,0.00366073,0.0419896,0.0280217,0.0232858,0.0201839,0.00616235,0.00895013,0.0186871,0.019868,0.0157788,0.0382938,0.0100581,0.00805707,0.00537213,0.0132412,0.0223726,0.00514663,0.00394056,0.00245165,0.030195,0.0182213,0.0263167,0.0117884,0.00843178,0,0,0.0305503,0,0.0111881,0.0195824,0.0413888,0.0256102,0.0247947,0.016209,0.00518498,0.016033,0.0210508,0.113207,0,0.0110664,0.0184948,0.0148971,0.0172514,0.028847,0.0136216,0.012713,0.012256,0.0141002,0.00664257,0,0,0,0,0,0
130,0,0,0,0,0.00916438,0.011033,0,0,0.0203198,0.0220239,0.0198271,0.00441032,0,0,0.00612275,0,0.0146763,0.00377122,0.0417067,0.0310283,0.0232587,0.0201608,0.00647006,0.00876708,0.0181055,0.0189236,0.015405,0.0382153,0.0101867,0.0078461,0.00524383,0.0130737,0.0223656,0.00507444,0.00393937,0.00244412,0.0298524,0.0182117,0.0264114,0.0118332,0.00824063,0,0,0.0303771,0,0.0111903,0.0194968,0.0415073,0.0256434,0.024661,0.0165702,0.00526757,0.0157923,0.020832,0.113514,0,0.0113582,0.0181055,0.0151645,0.0173868,0.0279494,0.0136724,0.0126937,0.0122934,0.0140677,0.00657429,0,0,0,0,0,0
131,0,0,0,0,0.00926876,0.0110659,0,0,0.0202406,0.0220697,0.0185598,0.00426668,0,0,0.00618496,0,0.0146837,0.00391541,0.0414447,0.0307041,0.0229984,0.0186127,0.00616338,0.00846765,0.016793,0.0165191,0.0140913,0.0377084,0.00934029,0.0076625,0.00494609,0.0129196,0.0227526,0.00506294,0.00394155,0.0023944,0.0293029,0.018219,0.0261497,0.0119527,0.00818354,0,0,0.0302436,0,0.0111799,0.0194024,0.0416251,0.025574,0.0243894,0.0169891,0.00563277,0.015562,0.0208456,0.113478,0,0.0116739,0.0175919,0.0155922,0.0174773,0.0267194,0.0135626,0.0127725,0.0123639,0.013872,0.00667363,0,0,0,0,0,0
132,0,0,0,0,0.00928175,0.010966,0,0,0.0215684,0.0221853,0.0166556,0.00418611,0,0,0.00622185,0,0.0146972,0.00382859,0.0413692,0.0271954,0.0225494,0.0158039,0.00542982,0.00811412,0.0146986,0.0131649,0.0121034,0.0366297,0.00783555,0.00701094,0.00434219,0.0125122,0.0239956,0.00505307,0.00393842,0.00237123,0.0285768,0.0182239,0.0257035,0.0120602,0.00812815,0,0,0.0305011,0,0.0111499,0.019451,0.04165,0.0255792,0.0240687,0.0172823,0.00622855,0.0154656,0.0210735,0.113184,0,0.011917,0.0169335,0.0159428,0.017527,0.025171,0.0134736,0.0128019,0.0123708,0.0135378,0.00692282,0,0,0,0,0,0
133,0,0,0,0,0.00923515,0.0108065,0,0,0.0239456,0.0222954,0.0158151,0.00403837,0,0,0.00626432,0,0.0146298,0.00371286,0.0414776,0.0237646,0.0219708,0.0127157,0.00485427,0.00782189,0.0122667,0.00971078,0.00976807,0.0350251,0.00630674,0.00603641,0.00352911,0.0119387,0.025666,0.00499845,0.00393545,0.00236919,0.0257602,0.0182092,0.0230619,0.0121307,0.00799271,0,0,0.0308149,0,0.0111378,0.0195335,0.0415255,0.0236165,0.0238108,0.0190361,0.00673962,0.0154371,0.0207376,0.113347,0,0.0132451,0.0170492,0.0158049,0.0191527,0.0211772,0.013444,0.0126706,0.0123182,0.0132742,0.00709558,0,0,0,0,0,0
134,0,0,0,0,0.00914756,0.0107313,0,0,0.0255159,0.0223392,0.0163963,0.00403195,0,0,0.00633417,0,0.0146269,0.0038135,0.0415146,0.0220469,0.0214175,0.0105291,0.00467528,0.00755682,0.0101839,0.00706604,0.00763237,0.0332626,0.00553942,0.00528403,0.0029983,0.0113915,0.0263615,0.00495985,0.00393299,0.00236371,0.0231914,0.0181731,0.0205793,0.012208,0.00775459,0,0,0.0309335,0,0.0111492,0.0196113,0.0413986,0.0220115,0.0236818,0.0219546,0.00710156,0.015445,0.0205322,0.113697,0,0.0151866,0.017997,0.0163656,0.0215217,0.0169023,0.0134906,0.0125839,0.0122972,0.0132005,0.00715261,0,0,0,0,0,0
135,0,0,0,0,0.0090141,0.0107359,0,0,0.0240676,0.0223118,0.0163368,0.00415774,0,0,0.0064174,0,0.0146023,0.00398377,0.0412073,0.0205063,0.0211297,0.0100078,0.00489529,0.00727465,0.00873145,0.00568846,0.00625729,0.0316805,0.00557253,0.00526909,0.0027534,0.0110154,0.0246293,0.00490871,0.00392617,0.002357,0.0223593,0.0181374,0.0196017,0.0122124,0.00741678,0,0,0.0308775,0,0.0111652,0.0195985,0.0413213,0.0216875,0.0235762,0.0232606,0.00732613,0.0155039,0.0207517,0.113931,0,0.0166893,0.0188979,0.0173846,0.0233157,0.0141619,0.0136165,0.0125683,0.0122307,0.0132107,0.0071346,0,0,0,0,0,0
136,0,0,0,0,0.00890883,0.0107677,0,0,0.0205506,0.0223377,0.0142962,0.00431599,0,0,0.00648387,0,0.0146248,0.00401964,0.0406342,0.0189028,0.0211752,0.0108718,0.0052547,0.00698266,0.00732054,0.00507401,0.00577607,0.0305517,0.00518966,0.00507982,0.00283191,0.0107862,0.0212948,0.00480852,0.00389905,0.00228454,0.022542,0.0180843,0.0198086,0.0121076,0.0069587,0,0,0.0308159,0,0.0111693,0.0196277,0.0411071,0.0223274,0.0234633,0.0227379,0.00740115,0.0155656,0.0208842,0.11381,0,0.0175108,0.0188541,0.0182472,0.0241473,0.0128678,0.0138546,0.0125886,0.0123248,0.0132106,0.0071614,0,0,0,0,0,0
137,0,0,0,0,0.00891082,0.0107738,0,0,0.0169916,0.0223487,0.0114354,0.00446512,0,0,0.00658369,0,0.0146219,0.00403548,0.0400591,0.0180348,0.0215213,0.0114357,0.00566587,0.00675388,0.00569382,0.00503553,0.00609248,0.0302282,0.00415603,0.0044944,0.00364548,0.0108889,0.0181407,0.00467577,0.00391206,0.0022209,0.0229293,0.0180353,0.0203051,0.012,0.00645344,0,0,0.0305984,0,0.0111777,0.0195837,0.0407773,0.0229495,0.0233974,0.0221613,0.00729288,0.0156477,0.0209227,0.113491,0,0.0176905,0.0180378,0.0188809,0.0242583,0.0118533,0.0141164,0.0125752,0.0123944,0.0132162,0.00719152,0,0,0,0,0,0
138,0,0,0,0,0.0090149,0.0106839,0,0,0.0143965,0.0223681,0.00922463,0.00468177,0,0,0.00660874,0,0.0145669,0.00404024,0.0397397,0.0179046,0.021966,0.00970139,0.00596593,0.0065229,0.0043645,0.00578523,0.0068856,0.0307904,0.0040022,0.00473505,0.00480597,0.011415,0.0157716,0.00457572,0.00392808,0.00222947,0.0232499,0.0180076,0.0208325,0.0117875,0.00607955,0,0,0.0303452,0,0.0111724,0.0194717,0.040411,0.023446,0.0232512,0.0213858,0.00712238,0.0158147,0.0210412,0.113022,0,0.0173284,0.0166163,0.019027,0.0238055,0.0104293,0.0142701,0.012548,0.0123682,0.0130839,0.00724515,0,0,0,0,0,0
139,0,0,0,0,0.00912641,0.0104247,0,0,0.0127903,0.022496,0.00794387,0.0048702,0,0,0.00652425,0,0.0144986,0.00391963,0.0397243,0.017995,0.0221156,0.00620824,0.00594004,0.00617081,0.00401273,0.00708942,0.00736829,0.0317412,0.00486722,0.00627805,0.00576654,0.0118226,0.0140683,0.00450002,0.00392049,0.00220921,0.0233941,0.0180385,0.0216642,0.011389,0.00593203,0,0,0.0303253,0,0.0111465,0.0192459,0.0402159,0.0245524,0.0229912,0.0198765,0.00701143,0.0161517,0.0213054,0.112278,0,0.0164105,0.0143298,0.0186567,0.0226054,0.00784958,0.014249,0.0125099,0.0123001,0.0127034,0.00746591,0,0,0,0,0,0
140,0,0,0,0,0.00916588,0.0100001,0,0,0.0119978,0.0226697,0.0072701,0.00497885,0,0,0.00647899,0,0.0144227,0.0037297,0.0396947,0.0178372,0.0217984,0.00460751,0.00552438,0.00567162,0.00399128,0.0085954,0.00721741,0.0322843,0.00559673,0.00810232,0.00618763,0.0115466,0.0130493,0.0044787,0.00392137,0.00221133,0.024159,0.0181397,0.0232828,0.010741,0.00597283,0,0,0.0305782,0,0.0111168,0.0189851,0.0401584,0.0270825,0.022645,0.0178913,0.00700949,0.0165695,0.0218186,0.111459,0,0.0156594,0.012276,0.0184893,0.0210886,0.00455881,0.0140581,0.0125276,0.0122097,0.0120766,0.00795069,0,0,0,0,0,0
141,0,0,0,0,0.00905597,0.00951137,0,0,0.0118028,0.0228347,0.00659489,0.00499868,0,0,0.00652283,0,0.0143924,0.00356328,0.0395547,0.0173868,0.021238,0.00591437,0.00501475,0.0052302,0.00363858,0.0100813,0.00683314,0.0319479,0.00586179,0.00941562,0.00603171,0.0106653,0.0124115,0.00447421,0.0039175,0.00221148,0.0248031,0.0182372,0.0235159,0.0099219,0.00600327,0,0,0.0310106,0,0.0111047,0.0188403,0.0401849,0.0283766,0.0223131,0.017043,0.00686067,0.0169218,0.0219314,0.111471,0,0.0160971,0.0119438,0.0185413,0.0214335,0.00315674,0.0139572,0.01256,0.0121218,0.0114549,0.00844623,0,0,0,0,0,0
142,0,0,0,0,0.0088775,0.0090371,0,0,0.0120594,0.0230027,0.00599597,0.00510931,0,0,0.00653367,0,0.0143456,0.00343295,0.0392411,0.0167492,0.0207135,0.00712246,0.00449122,0.00482397,0.0036945,0.011214,0.00652779,0.0310342,0.00585743,0.0102911,0.00562041,0.0096284,0.0123005,0.0044193,0.0038916,0.00225066,0.025631,0.0183323,0.0234351,0.00900017,0.00605419,0,0,0.0314888,0,0.0110819,0.0187723,0.0402638,0.0297963,0.0219232,0.0158165,0.00679767,0.017077,0.021981,0.111792,0,0.0165516,0.012108,0.0186175,0.0223988,0.00287324,0.0138846,0.0125555,0.0121706,0.0108618,0.00890295,0,0,0,0,0,0
143,0,0,0,0,0.00864026,0.00859094,0,0,0.0124426,0.0232244,0.00557978,0.00533345,0,0,0.00666387,0,0.0142233,0.00344085,0.0388074,0.016032,0.0202757,0.00766456,0.00403265,0.0043942,0.00421387,0.0117541,0.00628259,0.030106,0.00587708,0.0108907,0.00529383,0.0088938,0.0126839,0.00432953,0.00385885,0.00236041,0.0269535,0.0184112,0.023846,0.00814861,0.0061042,0,0,0.0320376,0,0.0110456,0.018726,0.0401101,0.0318617,0.0215359,0.0156085,0.00706227,0.0170229,0.0216949,0.111425,0,0.0170904,0.0122189,0.0190131,0.0234195,0.004189,0.0136598,0.0126358,0.0122944,0.0101985,0.00933476,0,0,0,0,0,0
144,0,0,0,0,0.00839844,0.00830251,0,0,0.0124133,0.0234198,0.00512717,0.00548498,0,0,0.00689335,0,0.0141509,0.00352148,0.0384663,0.0151856,0.0200217,0.00765601,0.00398865,0.00410668,0.00444358,0.0116116,0.00596635,0.0294516,0.00595287,0.0112512,0.0051077,0.00859142,0.0128975,0.00424914,0.00387097,0.00250876,0.0261039,0.0184663,0.0226921,0.00750344,0.00600214,0,0,0.0325279,0,0.0110236,0.0187115,0.0399604,0.033155,0.0213548,0.016299,0.00736097,0.0168779,0.0210783,0.109932,0,0.0177953,0.0121906,0.0191787,0.0247865,0.00764064,0.0135234,0.0126873,0.0123155,0.009669,0.00973101,0,0,0,0,0,0
145,0,0,0,0,0.00832386,0.00807553,0,0,0.0124237,0.0236472,0.00462987,0.00559137,0,0,0.00710695,0,0.0141096,0.00359477,0.0385007,0.0141588,0.0198372,0.00734266,0.00440953,0.00393804,0.00412163,0.0109438,0.00554338,0.0291666,0.00596939,0.0110474,0.0049479,0.00859834,0.0131822,0.00415057,0.00387206,0.00261385,0.0247786,0.0185073,0.0214033,0.00668419,0.00590868,0,0,0.0330108,0,0.0110041,0.0188478,0.0396062,0.0339076,0.0210388,0.0174651,0.0074407,0.0166125,0.0204352,0.106693,0,0.0184441,0.012109,0.0194355,0.0259121,0.010787,0.0135751,0.012702,0.0122633,0.00916924,0.0101947,0,0,0,0,0,0
146,0,0,0,0,0.00839198,0.0078682,0,0,0.0126893,0.0239109,0.00408455,0.00573362,0,0,0.00735705,0,0.0140737,0.00366723,0.038773,0.0130886,0.0196717,0.00680905,0.00457012,0.00389402,0.00352421,0.00994964,0.00498509,0.0292552,0.00573427,0.0102182,0.00467225,0.00865419,0.0136761,0.00411363,0.00386449,0.00274536,0.0233272,0.0185804,0.0198758,0.00593235,0.00603778,0,0,0.0335508,0,0.0109938,0.0190234,0.0392793,0.0337555,0.0206507,0.0186754,0.00746957,0.0163973,0.0199594,0.105381,0,0.0188392,0.0120069,0.0196506,0.026737,0.0139026,0.0137002,0.0126786,0.0121618,0.00872997,0.0106098,0,0,0,0,0,0
147,0,0,0,0,0.00856491,0.0077423,0,0,0.0130309,0.0240801,0.00359375,0.00574787,0,0,0.00771167,0,0.0140267,0.00373952,0.039179,0.0121661,0.0195256,0.00606179,0.00460998,0.00401273,0.00282961,0.00882164,0.00420776,0.0294963,0.00515375,0.00897416,0.00421341,0.00866383,0.0143145,0.00421833,0.00389351,0.00288499,0.0210522,0.0186733,0.0179754,0.00532718,0.00639311,0,0,0.0342087,0,0.0109807,0.0191662,0.039016,0.0331859,0.0202923,0.0192498,0.00738712,0.0162929,0.0195509,0.104905,0,0.0190074,0.0120817,0.0196571,0.0271112,0.0179254,0.0138316,0.0126816,0.0121653,0.00842206,0.010863,0,0,0,0,0,0
148,0,0,0,0,0.00881814,0.00763025,0,0,0.0136525,0.0242249,0.00330467,0.00555281,0,0,0.00800638,0,0.0140001,0.0037824,0.0395775,0.0113547,0.0194253,0.00529088,0.00520763,0.00424352,0.00231348,0.00788676,0.00349888,0.0296606,0.00445267,0.00773969,0.00372827,0.00860154,0.0151448,0.00437934,0.00393342,0.00298541,0.0190498,0.0187928,0.0168859,0.00473284,0.00681367,0,0,0.0349244,0,0.0109735,0.0192734,0.0388984,0.0333042,0.0200106,0.0189917,0.00711364,0.0163426,0.0196683,0.102648,0,0.0190032,0.012437,0.0194891,0.0275986,0.0242961,0.0139893,0.0127581,0.0122327,0.00817959,0.0110812,0,0,0,0,0,0
149,0,0,0,0,0.00921701,0.00742843,0,0,0.0143812,0.0243227,0.00345371,0.00531413,0,0,0.00832527,0,0.0140019,0.00383028,0.0402476,0.0104907,0.0192184,0.00491077,0.00532014,0.00450903,0.001813,0.0070957,0.00302854,0.0293824,0.00390188,0.00688862,0.00348079,0.00863665,0.0161105,0.00459384,0.00398619,0.00306496,0.0189048,0.0188689,0.0175186,0.00364491,0.00716394,0,0,0.0356368,0,0.0110247,0.0194911,0.0388682,0.0365087,0.0194655,0.0202364,0.00588963,0.016365,0.0180166,0,0,0.0185968,0.0136497,0.0190181,0.0281857,0.0323283,0.0143229,0.0129239,0.012237,0.00783784,0.0114222,0,0,0,0,0,0
150,0,0,0,0,0.00945606,0.00748725,0,0,0.0152413,0.0243055,0.00386473,0.00528796,0,0,0.00858561,0,0.0139933,0.00392575,0.0401835,0.00964139,0.0191889,0.00449188,0.00513691,0.00471568,0.00156313,0.00652074,0.00276389,0.02938,0.00359132,0.00656133,0.00333602,0.00842228,0.0173927,0.00490683,0.00399413,0.00312839,0.019458,0.0189547,0.0174693,0.00308261,0.00742061,0,0,0.0361117,0,0.0110189,0.0196164,0.0388726,0.0372832,0.0195482,0.0209356,0.00448044,0.0165301,0.0179738,0,0,0.0187344,0.0139704,0.0192852,0.0282528,0.0355168,0.0144535,0.0129677,0.0121738,0.00789058,0.0115493,0,0,0,0,0,0
