Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTIBA,RTIBI
37,0,0,0,0,0.0084363,0.00881268,0,0,0,0.0264931,0.0214136,0.0164273,0.00407123,0,0,0.00943123,0,0.0153482,0.00630504,0.0440248,0.0180808,0.0197829,0.0154799,0.00406414,0.00611342,0.0041758,0.0137009,0.0149075,0.0312154,0.00548273,0.00804082,0.00554272,0.0108184,0.0267255,0.00652589,0.00411754,0.00289041,0.0350356,0.0180633,0.0308103,0.0134981,0.00842953,0,0,0.0359794,0,0.010829,0.0199233,0.037693,0.0435016,0.0276693,0.0216393,0.00811255,0.0219914,0.015162,0,0.0212577,0.014422,0.0210742,0.0321308,0.051477,0.0174747,0.0138992,0.0110939,0.0117341,0.00867648,0,0,0,0.0315446,0.0241528
38,0,0,0,0,0.00851841,0.00849288,0,0,0,0.0258968,0.0214995,0.0152472,0.00397104,0,0,0.00938539,0,0.0153309,0.00605891,0.043982,0.0175213,0.0198413,0.0117518,0.00389587,0.00593282,0.0050825,0.0144875,0.015503,0.0323157,0.0055483,0.00911225,0.00599485,0.010694,0.0260446,0.00659192,0.00418706,0.00276404,0.0338543,0.0180643,0.0294451,0.013002,0.0086881,0,0,0.036162,0,0.0107563,0.0200055,0.0375716,0.0400364,0.0272828,0.0199373,0.00796747,0.022081,0.0155638,0,0.0198828,0.0144376,0.0184224,0.0291463,0.0497696,0.0175073,0.0141776,0.0110457,0.0113475,0.00858478,0,0,0,0.0286949,0.0222243
39,0,0,0,0,0.00843889,0.00799265,0,0,0,0.0257981,0.0216566,0.014229,0.00390906,0,0,0.00917062,0,0.0152345,0.00577697,0.0438726,0.0166377,0.0195114,0.0102344,0.00354333,0.00567993,0.00529941,0.0147227,0.0148751,0.0326506,0.00615551,0.0103363,0.00591721,0.0101054,0.0256367,0.00652709,0.00414361,0.00265551,0.0314604,0.0181811,0.0267652,0.0122983,0.00879559,0,0,0.0365564,0,0.0107355,0.0200501,0.0375091,0.0351047,0.026826,0.0177624,0.00792605,0.0220596,0.0157586,0,0.0183349,0.014591,0.0148293,0.0250558,0.0467048,0.0171989,0.014388,0.0110069,0.0107355,0.00846153,0,0,0,0.0248879,0.0194805
40,0,0,0,0,0.00816866,0.00738559,0,0,0,0.0253475,0.0219283,0.012888,0.00400604,0,0,0.00883371,0,0.0150322,0.00563415,0.04358,0.0152127,0.0190695,0.0114514,0.00312717,0.00531024,0.0046461,0.0149679,0.0137886,0.0319047,0.00673276,0.0115883,0.00550115,0.00912397,0.0250316,0.00642852,0.00401795,0.00257099,0.0282596,0.0183645,0.023363,0.0115374,0.00885734,0,0,0.0371726,0,0.0107249,0.0200835,0.0373807,0.0294302,0.026413,0.0157729,0.0080312,0.0218991,0.0162721,0,0.0171093,0.0153958,0.0106875,0.0202519,0.0421957,0.0166976,0.0142699,0.0109423,0.0100033,0.00832856,0,0,0,0.0208547,0.0163653
41,0,0,0,0,0.00789818,0.00683303,0,0,0,0.024392,0.0222118,0.0111495,0.0043015,0,0,0.0085099,0,0.0148404,0.00564193,0.0431718,0.0134739,0.018764,0.0128716,0.00280618,0.0048627,0.0045695,0.01538,0.0128282,0.0306018,0.00705067,0.0127034,0.0051489,0.00811145,0.0241967,0.00623897,0.00387998,0.00247349,0.0249575,0.0185175,0.0190826,0.010827,0.0088465,0,0,0.0378943,0,0.0106153,0.020108,0.0371987,0.0228209,0.0260862,0.0144117,0.0083403,0.0215924,0.0171955,0,0.0166286,0.0170886,0.00652722,0.0147349,0.0360833,0.0161326,0.0140178,0.0109058,0.00926318,0.00834705,0,0,0,0.0170034,0.0132917
42,0,0,0,0,0.00766059,0.00623949,0,0,0,0.0236765,0.0225121,0.00952982,0.00468482,0,0,0.00815458,0,0.0147138,0.00537985,0.0425939,0.011974,0.0186001,0.0134664,0.00267928,0.00442052,0.00562394,0.0158851,0.0121786,0.0295049,0.00716557,0.0136105,0.00497723,0.00735029,0.0238145,0.00592029,0.00381568,0.0023908,0.0205231,0.0186661,0.0142686,0.0101766,0.00877984,0,0,0.0388096,0,0.0105069,0.0200189,0.0369913,0.0164284,0.025741,0.0141721,0.00902841,0.0212119,0.0184832,0,0.0175543,0.0195777,0.00651036,0.00933285,0.0279115,0.0155379,0.0138218,0.0108646,0.00842377,0.00856019,0,0,0,0.0145979,0.0118188
43,0,0,0,0,0.00730394,0.00546716,0,0,0,0.0235936,0.022776,0.00839221,0.00501627,0,0,0.0077742,0,0.0147107,0.00485229,0.0418035,0.0109815,0.0184827,0.0131923,0.00316659,0.00434927,0.00640834,0.0161295,0.0116955,0.0290453,0.00717645,0.0139493,0.00488641,0.00695698,0.024116,0.00557305,0.00385418,0.00229858,0.0136599,0.0187176,0.0113723,0.00958135,0.00871159,0,0,0.0401479,0,0.0105345,0.0200414,0.0367406,0.0151574,0.0253701,0.0145208,0.0100904,0.0207943,0.0196526,0,0.0194497,0.0218045,0.0101274,0.00798864,0.0209682,0.0150076,0.0136157,0.0108475,0.00743157,0.00887885,0,0,0,0.0147422,0.0127698
44,0,0,0,0,0.00723507,0.0051266,0,0,0,0.0235671,0.0229453,0.00761615,0.00504427,0,0,0.0076862,0,0.0147189,0.00463082,0.0412337,0.0104249,0.018321,0.0123197,0.00378731,0.00439974,0.00634844,0.0155896,0.011252,0.0290862,0.00687644,0.0133609,0.00468384,0.0068822,0.0243126,0.00539485,0.00384593,0.00230421,0.0104761,0.0187413,0.00972727,0.00884604,0.00863403,0,0,0.0408606,0,0.0105128,0.0201846,0.0363466,0.0137028,0.0250828,0.0145497,0.0102998,0.0204407,0.0197902,0,0.0195526,0.0221228,0.0107644,0.00938485,0.0175604,0.0147906,0.0135499,0.0108995,0.0071247,0.00907717,0,0,0,0.0148477,0.0127337
45,0,0,0,0,0.00718617,0.00493198,0,0,0,0.0235229,0.0231014,0.00704713,0.00487884,0,0,0.00765834,0,0.014678,0.00455152,0.0410555,0.0100037,0.0181402,0.0110837,0.00420899,0.00455011,0.00587054,0.0147605,0.0107827,0.0293716,0.00621993,0.0121474,0.00441729,0.0069364,0.0243843,0.00526357,0.00378847,0.00233945,0.00935419,0.0188289,0.00817584,0.00804924,0.00855234,0,0,0.0416038,0,0.0104895,0.020411,0.035919,0.0120136,0.0247429,0.0153487,0.010234,0.0201935,0.0197462,0,0.0191749,0.0221023,0.0110838,0.0110369,0.0134585,0.0146784,0.0135007,0.0109819,0.00712784,0.0092401,0,0,0,0.0150349,0.0126796
46,0,0,0,0,0.00707772,0.00484356,0,0,0,0.0238278,0.0232293,0.00675995,0.00467695,0,0,0.00763107,0,0.0146503,0.00453196,0.0412345,0.00951647,0.0181077,0.00993862,0.00452829,0.00462139,0.00536763,0.013899,0.0103315,0.0296277,0.00541108,0.0108536,0.00418279,0.00698126,0.0248159,0.00516829,0.00375972,0.00242349,0.00989556,0.0189123,0.00705532,0.00725887,0.00850874,0,0,0.0423991,0,0.010478,0.0207359,0.0357175,0.0104916,0.0244516,0.0148323,0.00984246,0.0200642,0.0195931,0,0.0188486,0.0221075,0.0115143,0.0128783,0.00954378,0.0146817,0.0134543,0.0110359,0.00732346,0.00923347,0,0,0,0.0153178,0.0128175
47,0,0,0,0,0.00699052,0.00481551,0,0,0,0.0243972,0.0232255,0.00686218,0.00443612,0,0,0.00757571,0,0.0147005,0.00447822,0.0414481,0.00898354,0.0181736,0.00922656,0.00463976,0.00454928,0.0050647,0.0132105,0.00995002,0.0297304,0.00476275,0.0098401,0.00398718,0.00694183,0.0254903,0.00509412,0.00374503,0.00247527,0.0115479,0.0189965,0.00671172,0.00652358,0.00850061,0,0,0.0431942,0,0.0104821,0.0210498,0.0357429,0.00932752,0.0243057,0.0137947,0.00913319,0.0201,0.0195576,0,0.0186119,0.0221462,0.0114568,0.0143314,0.011328,0.0147609,0.0134128,0.011074,0.00756557,0.00909038,0,0,0,0.0157443,0.0128169
48,0,0,0,0,0.00699527,0.00476659,0,0,0,0.0250536,0.0231657,0.00728234,0.00420502,0,0,0.00736197,0,0.0147147,0.00436164,0.0414375,0.00794642,0.0182463,0.00888188,0.00446135,0.00431176,0.00489008,0.012926,0.00967811,0.029786,0.00434061,0.00928875,0.00388227,0.00678178,0.0262092,0.00492436,0.00370459,0.00250731,0.0143257,0.0190763,0.00628336,0.00590748,0.00850826,0,0,0.0438852,0,0.0105106,0.0212652,0.0358966,0.00877571,0.0243594,0.0129911,0.00809089,0.0201875,0.0194318,0,0.0181538,0.0218867,0.0112428,0.0152293,0.0171366,0.0148925,0.0133756,0.0110838,0.00772527,0.00884257,0,0,0,0.0162066,0.0126666
49,0,0,0,0,0.00712612,0.00466647,0,0,0,0.0256082,0.0230601,0.00792982,0.00387706,0,0,0.00695156,0,0.0147132,0.00421965,0.0411982,0.00634721,0.0182916,0.00870169,0.00401739,0.00380971,0.00461119,0.0127165,0.00956076,0.0298718,0.00411302,0.0092497,0.00397844,0.00652841,0.0269026,0.00461885,0.00366589,0.00254591,0.0171856,0.019106,0.00516163,0.00551802,0.0084617,0,0,0.044178,0,0.0105452,0.0214242,0.0360694,0.00899334,0.0245425,0.0129895,0.00667284,0.020271,0.0189245,0,0.0172516,0.0209955,0.011621,0.015496,0.021143,0.0150746,0.0132872,0.0110267,0.00774368,0.00871644,0,0,0,0.0164593,0.0125827
50,0,0,0,0,0.0073444,0.00460971,0,0,0,0.0262802,0.0229243,0.00862511,0.0034265,0,0,0.00645186,0,0.0147534,0.00400757,0.0409127,0.00440386,0.0183158,0.00838652,0.00348441,0.00313166,0.00421458,0.0123435,0.00955524,0.0300992,0.00407582,0.0095975,0.00429572,0.00625114,0.0276738,0.00435296,0.00366761,0.00256281,0.0188354,0.0191696,0.0045905,0.00554064,0.00829493,0,0,0.0440518,0,0.0105948,0.0214565,0.0361918,0.00899489,0.0247578,0.0138661,0.00536816,0.0203911,0.018147,0,0.016216,0.0200469,0.0122609,0.0155834,0.0228884,0.0152493,0.0131082,0.0109046,0.00767526,0.00854466,0,0,0,0.0165844,0.012546
51,0,0,0,0,0.00796515,0.00441922,0,0,0,0.0272476,0.0228721,0.00953523,0.00296976,0,0,0.00576115,0,0.0147804,0.00357943,0.0412173,0.00335663,0.0182249,0.00851354,0.00303874,0.0029095,0.00378343,0.0116498,0.00988204,0.0299432,0.0038866,0.0102547,0.00456566,0.00618033,0.0287666,0.00387494,0.00368566,0.00255756,0.0140312,0.0193253,0.012123,0.00645766,0.00857359,0,0,0.0441179,0,0.0106503,0.021462,0.0388561,0.024642,0.0226978,0.0186261,0.00425358,0.020242,0.015392,0.0158156,0.0131197,0.017216,0.0136778,0.0204285,0.0237589,0.0153634,0.0128603,0.0107922,0.00709187,0.00872423,0,0,0,0.0141551,0.0163807
52,0,0,0,0,0.00807283,0.00445334,0,0,0,0.0280089,0.0226845,0.0104078,0.00255458,0,0,0.0052657,0,0.0148377,0.00337295,0.041353,0.00273527,0.0184186,0.00770941,0.00297347,0.00229899,0.00351951,0.0106335,0.00993617,0.0303865,0.0034501,0.0102066,0.00480134,0.00610578,0.0297053,0.00374728,0.00372426,0.00255686,0.0129922,0.0194104,0.0110115,0.00745992,0.00821675,0,0,0.043716,0,0.0106964,0.0213135,0.0386748,0.0221171,0.0227777,0.0192703,0.00435353,0.0202647,0.0146415,0.0148418,0.0125311,0.016847,0.0135809,0.0198226,0.0221316,0.0153035,0.012728,0.0107092,0.00709185,0.00829312,0,0,0,0.0147975,0.0157145
53,0,0,0,0,0.0080464,0.00458072,0,0,0,0.0286433,0.0225347,0.0110926,0.00218,0,0,0.00490868,0,0.0148616,0.00323347,0.0415143,0.00298945,0.0186349,0.00689828,0.00299656,0.00194268,0.00345412,0.00983791,0.00995151,0.0308005,0.0028382,0.00943865,0.00480578,0.0061166,0.0304807,0.00362883,0.00373365,0.00254154,0.0121851,0.0194813,0.0104522,0.00827579,0.00790576,0,0,0.0433346,0,0.0107133,0.0211803,0.0384268,0.0201145,0.0228207,0.0208529,0.00485909,0.0202238,0.0145134,0.014742,0.0124475,0.0170386,0.0139255,0.0197686,0.0206869,0.0151048,0.0126239,0.0105516,0.00718084,0.00785534,0,0,0,0.014831,0.0157067
54,0,0,0,0,0.00792043,0.00462456,0,0,0,0.0293091,0.022447,0.0115527,0.0018829,0,0,0.00481573,0,0.0149012,0.00304841,0.0415589,0.00341322,0.018751,0.00621477,0.00285919,0.00189653,0.00348515,0.00929298,0.00986568,0.0310685,0.00231733,0.00822406,0.00466365,0.00613186,0.0312924,0.00365463,0.00370558,0.00241317,0.012092,0.0196064,0.0108724,0.00881307,0.00772562,0,0,0.0432693,0,0.0107242,0.0210806,0.0381916,0.0190327,0.022668,0.0231632,0.0051936,0.0201851,0.0145771,0.0157897,0.0122203,0.0176918,0.0145705,0.020189,0.0196663,0.0148289,0.0124807,0.0104264,0.00719763,0.00755582,0,0,0,0.0144846,0.0161241
55,0,0,0,0,0.00776518,0.00473498,0,0,0,0.0296906,0.0223949,0.0117857,0.00173386,0,0,0.00487001,0,0.014911,0.00296088,0.041478,0.00384395,0.018884,0.00576684,0.00288547,0.0021577,0.00347998,0.00850594,0.00963936,0.0311414,0.00209331,0.00689593,0.00442129,0.00611974,0.0317907,0.00385838,0.00369071,0.00221236,0.0123358,0.0197262,0.0110731,0.00934085,0.00754741,0,0,0.0432665,0,0.0107385,0.0209336,0.0377877,0.0176529,0.0226971,0.0246695,0.00566205,0.0200967,0.0140135,0.0156912,0.0113102,0.018008,0.0148088,0.0202666,0.0187539,0.014575,0.0123114,0.0103459,0.00735644,0.0071724,0,0,0,0.0146405,0.0160169
56,0,0,0,0,0.0075967,0.0047763,0,0,0,0.0302365,0.0224005,0.012267,0.0017006,0,0,0.00499545,0,0.014913,0.00293031,0.0412796,0.00429642,0.0189903,0.0056316,0.00292238,0.00253767,0.003546,0.00800767,0.00950778,0.0312157,0.00230877,0.00601732,0.00430742,0.00600067,0.0324311,0.00419288,0.00371313,0.00203346,0.012429,0.0198361,0.0111019,0.00956749,0.00737264,0,0,0.043244,0,0.0107283,0.0208072,0.0373535,0.0166577,0.0228764,0.0255928,0.00604756,0.0200226,0.0136246,0.0153878,0.011606,0.0181722,0.0148789,0.0201519,0.0178391,0.014282,0.0122067,0.0102758,0.00757316,0.00675192,0,0,0,0.0147852,0.0158377
57,0,0,0,0,0.00766199,0.00498134,0,0,0,0.0308819,0.0224147,0.0128258,0.00184998,0,0,0.00517835,0,0.0149301,0.00298834,0.0410732,0.00485165,0.0190491,0.00557929,0.00293888,0.00296081,0.00375568,0.00792256,0.00956919,0.0314199,0.00263507,0.00571384,0.00434516,0.00581998,0.0332168,0.00454677,0.0036914,0.00195759,0.0126218,0.0199154,0.0115557,0.00943862,0.00725029,0,0,0.0432555,0,0.0107206,0.0207551,0.0372988,0.0164964,0.0229954,0.0264614,0.00622724,0.0198612,0.0134653,0.0155902,0.0116567,0.0183042,0.0151799,0.0202557,0.0174059,0.0140465,0.0121512,0.010228,0.00792548,0.0063745,0,0,0,0.0144042,0.0161754
58,0,0,0,0,0.00783133,0.00531534,0,0,0,0.0315961,0.0224226,0.013394,0.00210302,0,0,0.00538796,0,0.0149385,0.00310793,0.0408756,0.00556528,0.0191371,0.00561228,0.00299186,0.00341586,0.00404613,0.00808068,0.00979283,0.0317041,0.00293218,0.00582778,0.00451149,0.00561412,0.0341491,0.00470745,0.00366582,0.00193756,0.0125123,0.0199737,0.0120251,0.00903162,0.00710803,0,0,0.0432698,0,0.010717,0.0206884,0.0376673,0.0166017,0.0232488,0.0269228,0.00643366,0.0196035,0.0133842,0.015481,0.0114147,0.0180334,0.0153741,0.0204574,0.016895,0.0139188,0.0121133,0.0102359,0.00828468,0.00604267,0,0,0,0.013967,0.0166148
59,0,0,0,0,0.00812003,0.00570955,0,0,0,0.0323668,0.0224409,0.014089,0.00249279,0,0,0.00554196,0,0.0149063,0.00316889,0.0406507,0.00640681,0.0191662,0.00580093,0.0030326,0.00383039,0.00432707,0.00822837,0.0100825,0.0319826,0.00317237,0.00602468,0.00468641,0.00543433,0.035166,0.00475819,0.00362763,0.00189469,0.0123842,0.0200214,0.0124618,0.00847927,0.00708926,0,0,0.0433759,0,0.010698,0.0207364,0.0382234,0.0168892,0.0234416,0.027369,0.00653118,0.0192719,0.0130957,0.0153467,0.0105058,0.0174502,0.0155578,0.0206636,0.0164508,0.0138886,0.0120802,0.0102775,0.00858014,0.00587471,0,0,0,0.0135473,0.0171132
60,0,0,0,0,0.00843882,0.00609724,0,0,0,0.033131,0.0224467,0.0148484,0.00288433,0,0,0.00569787,0,0.0148839,0.00317844,0.0403451,0.00733175,0.0191625,0.00612548,0.00316818,0.00425164,0.00459265,0.00838845,0.0103577,0.0322429,0.00342518,0.00609453,0.00481654,0.00528814,0.0361667,0.00478353,0.00360456,0.00183836,0.0125078,0.0200589,0.0130645,0.00785597,0.00720701,0,0,0.0435304,0,0.0106647,0.020804,0.0387565,0.0175861,0.0235659,0.0280369,0.00662834,0.0189997,0.0126076,0.0154668,0.00999997,0.0167411,0.0158998,0.0207265,0.0165629,0.0138728,0.0120589,0.0103408,0.00879787,0.00582078,0,0,0,0.0131439,0.0177296
61,0,0,0,0,0.00873052,0.00645009,0,0,0,0.0339985,0.0224661,0.0155595,0.00315691,0,0,0.00576106,0,0.014855,0.00318773,0.0399672,0.00817727,0.0192093,0.00654515,0.00342707,0.0047032,0.00481502,0.00845341,0.0106228,0.0324986,0.00375844,0.00602293,0.0049047,0.00518651,0.0372454,0.00479305,0.00359147,0.00183691,0.013355,0.0200854,0.0142646,0.00729894,0.00738291,0,0,0.043785,0,0.010619,0.0208795,0.0392129,0.0189413,0.0235887,0.0289087,0.00725193,0.0187887,0.0120646,0.0160916,0.010223,0.0159896,0.0165785,0.02074,0.0175778,0.0138787,0.0120836,0.0104387,0.00897779,0.00580721,0,0,0,0.0128328,0.0185506
62,0,0,0,0,0.00895184,0.00674223,0,0,0,0.0349899,0.0224852,0.0161273,0.00330755,0,0,0.00566095,0,0.0148374,0.00330528,0.0396191,0.00881238,0.0193308,0.00697963,0.00365587,0.0052136,0.00486426,0.00859667,0.0108539,0.0326882,0.00412785,0.00591682,0.00499742,0.00512063,0.0385066,0.00471992,0.00361665,0.00189801,0.0154192,0.0200999,0.0164672,0.00682368,0.00757822,0,0,0.0441065,0,0.01057,0.0209574,0.0396115,0.0213486,0.0234918,0.030034,0.00815251,0.018579,0.0115938,0.0173162,0.0104155,0.0153006,0.0177605,0.0215257,0.0199147,0.0139317,0.0121504,0.0105493,0.00911295,0.00588669,0,0,0,0.0127257,0.0195889
63,0,0,0,0,0.00916569,0.00701325,0,0,0,0.0358955,0.0225038,0.0165663,0.0033675,0,0,0.00550611,0,0.0148152,0.00326425,0.0392615,0.00935278,0.0194989,0.00739189,0.00393138,0.00585173,0.00499308,0.00869323,0.011083,0.0328974,0.00447519,0.00581193,0.00511108,0.00506373,0.0396767,0.00459386,0.00360778,0.00196924,0.0174783,0.0201115,0.0188159,0.0064548,0.00778552,0,0,0.0443347,0,0.010549,0.0210405,0.0398676,0.0238496,0.0234442,0.0311308,0.00915572,0.0183526,0.0112612,0.0185663,0.0105985,0.0147182,0.01917,0.0230022,0.0222667,0.0139618,0.0122132,0.0106233,0.00928244,0.00596145,0,0,0,0.0128367,0.0206392
64,0,0,0,0,0.00928899,0.00723716,0,0,0,0.0366113,0.0224644,0.01698,0.0035247,0,0,0.0053829,0,0.0148238,0.00325578,0.0389348,0.00992284,0.0196817,0.0078809,0.0043107,0.00656631,0.00517122,0.00900197,0.0112913,0.0330824,0.00470391,0.00572064,0.00515645,0.00500225,0.0405989,0.00447026,0.0036689,0.00203956,0.0170633,0.0200723,0.0195743,0.00632148,0.00791143,0,0,0.0445616,0,0.0105153,0.0211348,0.0399402,0.0249574,0.0234062,0.0326102,0.0101493,0.0181315,0.0110765,0.0196061,0.0110795,0.0144303,0.0206541,0.0250234,0.0222485,0.0139497,0.0122472,0.0106925,0.00946786,0.0059439,0,0,0,0.0125019,0.0215541
65,0,0,0,0,0.00939022,0.00744273,0,0,0,0.0371886,0.0224066,0.0173833,0.00365668,0,0,0.00530316,0,0.0148119,0.00316534,0.0386042,0.01048,0.0199307,0.00822228,0.00487802,0.0073665,0.00537466,0.00929033,0.0114783,0.0332302,0.00485381,0.00570187,0.00515687,0.00492147,0.0413775,0.004362,0.00371598,0.00215221,0.0171522,0.0200188,0.0203985,0.00634593,0.00799607,0,0,0.0447736,0,0.0104716,0.0211857,0.0399065,0.0262978,0.0234495,0.0337165,0.0112018,0.0178986,0.0106983,0.0205182,0.0113495,0.0140925,0.0219399,0.0268294,0.0225602,0.0139272,0.0122591,0.0107499,0.00970224,0.0058289,0,0,0,0.0124264,0.0222316
66,0,0,0,0,0.00954289,0.00769633,0,0,0,0.0376883,0.022399,0.0177484,0.00390232,0,0,0.00512041,0,0.0147762,0.00306244,0.0383473,0.0110344,0.020137,0.0083627,0.00539249,0.00829446,0.00559509,0.00956702,0.0116093,0.0333639,0.00501615,0.00571705,0.00518672,0.00483815,0.0420396,0.00413527,0.00369307,0.00223831,0.0183787,0.0199742,0.0217719,0.00636427,0.00814297,0,0,0.0449912,0,0.0104201,0.0212714,0.039881,0.0280008,0.0235497,0.0344641,0.0121198,0.0175586,0.0102112,0.0213587,0.0122145,0.0138311,0.0231544,0.0283786,0.0238985,0.0139383,0.0122885,0.0107884,0.00998593,0.00572638,0,0,0,0.0126932,0.0227331
67,0,0,0,0,0.0096803,0.00797582,0,0,0,0.0380635,0.0223551,0.0181301,0.0043405,0,0,0.00473946,0,0.014809,0.00297923,0.0382982,0.0116109,0.0202473,0.00847356,0.00554505,0.00932894,0.00585857,0.00983032,0.0117431,0.0335235,0.00522773,0.0056856,0.00526706,0.00480787,0.0426041,0.00374252,0.00373486,0.00231126,0.0199876,0.0199397,0.0234305,0.00621801,0.0083,0,0,0.0451172,0,0.0103924,0.0213275,0.040236,0.0297035,0.0236712,0.0347317,0.0126264,0.0171454,0.00984002,0.0220547,0.0127504,0.0134607,0.02441,0.0298461,0.0257067,0.0139699,0.0123542,0.0108254,0.0102352,0.00571769,0,0,0,0.0130123,0.0231457
