Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTHI
226,0,0,0,0,0.0155474,0.0149108,0,0,0,0.0249344,0.0207643,0.00882329,0.00553347,0,0,0.010797,0,0.0158107,0.00759979,0.0381492,0.00751125,0.0261044,0.0277406,0.0134316,0.0115617,0.0166247,0.0232373,0.0164595,0.0339735,0.0169555,0.022823,0.0110521,0.00912833,0.0300403,0.00566873,0.00422775,0.00399557,0.0319851,0.018111,0.0308194,0.0107725,0.00747518,0,0,0.0301363,0,0.0115728,0.0193886,0.041782,0.0300746,0.0266726,0.0208381,0.00550346,0.0173244,0.018004,0,0.0150399,0.0158487,0.0201923,0.0143802,0.0221248,0.0325947,0.015142,0.0129766,0.0122456,0.0182375,0.00817869,0,0,0,0.0120569
227,0,0,0,0,0.0157631,0.0153675,0,0,0,0.019723,0.0206858,0.00593607,0.00521952,0,0,0.0111065,0,0.0158292,0.00780184,0.0401609,0.00938286,0.0257912,0.028394,0.0137647,0.0120533,0.019793,0.0254058,0.0175286,0.0353786,0.0169254,0.0220267,0.0101403,0.00928594,0.0244702,0.00581306,0.00422181,0.00404281,0.0427237,0.018004,0.0283816,0.0120752,0.00744673,0,0,0.0297837,0,0.0115533,0.0193737,0.0397622,0.0254314,0.0281343,0.0206475,0.00620137,0.0170814,0,0,0.00869603,0.015741,0.0189182,0.015981,0.02069,0.0455472,0.0154821,0.0128071,0.0121513,0.0187738,0.00846071,0,0,0,0.0103746
228,0,0,0,0,0.0156528,0.0154943,0,0,0,0.0164252,0.0206499,0.00471386,0.00630444,0,0,0.0112955,0,0.0158843,0.00787077,0.0397575,0.00929497,0.0270793,0.0290636,0.014862,0.0123303,0.0199393,0.025661,0.0169837,0.0351981,0.0172859,0.0214162,0.00986209,0.00919401,0.0210762,0.00597444,0.00426343,0.0040516,0.0320546,0.018038,0.030265,0.0108681,0.00729676,0,0,0.0297796,0,0.0116176,0.0193569,0.0427545,0.0305614,0.0262259,0.0191448,0.00584761,0.017185,0.0176218,0,0.0142426,0.0164318,0.019904,0.0147689,0.0222481,0.0321983,0.0154482,0.0127946,0.012185,0.0190516,0.00785147,0,0,0,0.0114264
229,0,0,0,0,0.0157645,0.0157448,0,0,0,0.0133405,0.0205564,0.00414787,0.00668368,0,0,0.0114535,0,0.0159923,0.0079426,0.0402075,0.0120573,0.0274536,0.0299929,0.015459,0.012601,0.0202783,0.026279,0.0171488,0.0354151,0.0175985,0.0204695,0.00885898,0.00884349,0.0181864,0.00604667,0.00432388,0.0041202,0.0316924,0.0179734,0.0302783,0.0109845,0.00734,0,0,0.0295446,0,0.0116319,0.0194641,0.0431631,0.0304705,0.0259526,0.0192207,0.00566458,0.0169801,0.017386,0,0.0144097,0.0165067,0.0195125,0.0153322,0.022345,0.0314868,0.0157383,0.0127507,0.0122389,0.0193783,0.00784559,0,0,0,0.0115197
230,0,0,0,0,0.0157133,0.0157921,0,0,0,0.0123324,0.0205103,0.00562124,0.00698243,0,0,0.0114695,0,0.0160027,0.007957,0.0402507,0.0154212,0.0277353,0.0305856,0.0157681,0.0126621,0.0201115,0.0263551,0.0173518,0.0355999,0.0178389,0.0199807,0.00815208,0.00865176,0.0176818,0.00601407,0.00436752,0.00412174,0.0318775,0.0178874,0.0305238,0.0111577,0.00723092,0,0,0.0294563,0,0.0115928,0.0194333,0.0432586,0.0309088,0.0256784,0.0204308,0.0054625,0.0168052,0.0172989,0,0.014944,0.0173851,0.0190655,0.0162529,0.0229506,0.0311739,0.0160008,0.012683,0.0122449,0.0194588,0.00785218,0,0,0,0.0117018
231,0,0,0,0,0.0156429,0.0157804,0,0,0,0.0135669,0.0205564,0.00653033,0.00692997,0,0,0.0114233,0,0.0159282,0.0079408,0.0400832,0.0174574,0.0278171,0.0307705,0.0159937,0.0126113,0.0198722,0.0258589,0.0172465,0.0356212,0.0178495,0.020187,0.00814294,0.00878577,0.0194202,0.00595175,0.0043666,0.00408636,0.0318253,0.0178286,0.0305407,0.0111178,0.00733062,0,0,0.0295438,0,0.0115857,0.0193539,0.0433243,0.0309936,0.0252839,0.0206856,0.00543649,0.016691,0.0174425,0,0.0148891,0.0173783,0.018861,0.0161928,0.0229365,0.0308029,0.0157612,0.012647,0.0122098,0.019458,0.00781145,0,0,0,0.0114203
232,0,0,0,0,0.0156884,0.0157682,0,0,0,0.0158536,0.0206472,0.00591436,0.00663611,0,0,0.0113097,0,0.015857,0.00788303,0.0399285,0.0169194,0.027685,0.0306394,0.0159397,0.0125027,0.0195979,0.0250321,0.0167564,0.0352901,0.0175875,0.0208283,0.00866028,0.00905231,0.02167,0.00580895,0.0043015,0.00404348,0.0300181,0.01781,0.0288443,0.0110077,0.00765839,0,0,0.0295715,0,0.0116328,0.0192642,0.0436022,0.0289014,0.024801,0.0185112,0.00527101,0.0164881,0.0171751,0,0.0137564,0.0152609,0.018498,0.0151377,0.021475,0.0287642,0.0155375,0.0128157,0.0122446,0.0193966,0.00776847,0,0,0,0.0107086
233,0,0,0,0,0.0157769,0.0155705,0,0,0,0.0171859,0.020734,0.00453874,0.00567322,0,0,0.0108492,0,0.0158529,0.00755847,0.040803,0.0147333,0.0267851,0.0303305,0.0148799,0.0120797,0.0199371,0.0247781,0.0165066,0.0349261,0.0171334,0.0214108,0.00896667,0.00934364,0.022739,0.00542824,0.00429214,0.00392788,0.0375769,0.0177574,0.025506,0.0114156,0.00813824,0,0,0.0295028,0,0.0116582,0.0191638,0.0409794,0.0256064,0.0251696,0.0186567,0.00496923,0.0160099,0,0,0.00809577,0.0145289,0.0171289,0.0161815,0.0199481,0.0405589,0.0160157,0.0129191,0.0122596,0.0190306,0.00820575,0,0,0,0.00960569
234,0,0,0,0,0.0158769,0.0155109,0,0,0,0.0188091,0.020791,0.00463398,0.00552785,0,0,0.0107744,0,0.0158321,0.00740803,0.0407494,0.0107113,0.0266305,0.0295418,0.0142003,0.0118325,0.0190512,0.0240088,0.0156848,0.0338146,0.0167929,0.0220897,0.00971592,0.00952194,0.0242866,0.00526664,0.00427067,0.00382223,0.0359127,0.0177597,0.0250528,0.0114534,0.00848102,0,0,0.029386,0,0.0116812,0.0190687,0.0411514,0.0259248,0.0247797,0.018668,0.00437226,0.0157935,0,0,0.00875591,0.0144482,0.0163666,0.0169604,0.0197493,0.0385246,0.0161898,0.0128684,0.0121507,0.0188823,0.0081034,0,0,0,0.010007
235,0,0,0,0,0.0158197,0.0153999,0,0,0,0.0207707,0.0208477,0.00597159,0.00534824,0,0,0.0105926,0,0.0157475,0.00725734,0.040587,0.0082469,0.0265023,0.0286569,0.013619,0.0115954,0.0178631,0.0234671,0.0150918,0.0325368,0.0165799,0.0226692,0.010425,0.00955426,0.0260408,0.00519257,0.0042357,0.00370819,0.0340386,0.0177252,0.0239351,0.0115162,0.00877832,0,0,0.0294241,0,0.0117202,0.0190899,0.0408491,0.0256381,0.0245509,0.0185172,0.00385846,0.0156687,0,0,0.00909614,0.0138714,0.0156799,0.0169946,0.019006,0.0366206,0.0160469,0.0127582,0.0120405,0.0186936,0.00791164,0,0,0,0.0105027
236,0,0,0,0,0.0157815,0.0154787,0,0,0,0.0219711,0.0207703,0.00730501,0.00511909,0,0,0.0103913,0,0.0157828,0.0071333,0.0399617,0.00801873,0.026475,0.0283082,0.0135188,0.0114959,0.0165453,0.0231124,0.014949,0.0312874,0.0165185,0.0230232,0.0108967,0.00939256,0.0271385,0.00526389,0.00429647,0.00357958,0.0321172,0.0176193,0.0227958,0.0115038,0.00892844,0,0,0.0293242,0,0.0117548,0.0191898,0.040156,0.0251916,0.0244871,0.0183398,0.00372482,0.0156152,0,0,0.00920593,0.0129778,0.0152861,0.0165728,0.0179887,0.0349933,0.0159582,0.0126106,0.0119626,0.0186687,0.007697,0,0,0,0.0109802
237,0,0,0,0,0.0158175,0.0156834,0,0,0,0.0217842,0.020687,0.00795748,0.00498061,0,0,0.0102838,0,0.0158615,0.00700994,0.0390278,0.00915836,0.0266545,0.0288047,0.0138496,0.0115538,0.0152925,0.0228837,0.0151211,0.0302537,0.016531,0.0230513,0.0109745,0.00911763,0.0270842,0.0053289,0.00436086,0.00343118,0.0305292,0.0175215,0.0217382,0.0114115,0.008927,0,0,0.0290128,0,0.0118411,0.0190394,0.0395818,0.0249479,0.0244264,0.0174784,0.00392146,0.0155318,0,0,0.0095369,0.0121185,0.0151336,0.0164358,0.0167595,0.0335318,0.0159701,0.0125511,0.0119644,0.0187821,0.00750892,0,0,0,0.0114223
238,0,0,0,0,0.0160088,0.0160978,0,0,0,0.0224266,0.020582,0.0083559,0.00516272,0,0,0.0104175,0,0.0160233,0.00694107,0.039348,0.0128645,0.0273201,0.0303963,0.0148446,0.0119319,0.0141773,0.0232402,0.0153015,0.0295637,0.016883,0.0231287,0.0107021,0.00932928,0.0275287,0.00553937,0.00439926,0.00321203,0.0305537,0.0173663,0.0212434,0.0111299,0.00842582,0,0,0.0282672,0,0.0119416,0.018389,0.0393525,0.0248746,0.024205,0.0166912,0.00453093,0.0154451,0,0,0.010493,0.0111788,0.0152962,0.0170168,0.014196,0.0330542,0.0160973,0.012333,0.011925,0.0191973,0.00733898,0,0,0,0.0123572
