Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTHI
75,0,0,0,0,0.0150297,0.0148002,0,0,0,0.0583317,0.0206811,0.0293287,0.00701992,0,0,0.0100685,0,0.0163724,0.00779026,0.0342781,0.0172296,0.0219357,0.0197144,0.0126919,0.0193076,0.00439861,0.0202287,0.0122104,0.0331553,0.0164887,0.0294815,0.0153018,0.00562821,0.0608094,0.00814385,0.00468943,0.00499964,0.0344584,0.0184749,0.0356266,0.00732807,0.00686681,0,0,0.0303279,0,0.0115639,0.0182727,0.0384809,0.0412564,0.0288502,0.0304843,0.019523,0.019306,0.0181605,0.023891,0.0207802,0.0203791,0.0290906,0.0158675,0,0.0423263,0.016136,0.011216,0.0105754,0.0197865,0.00644014,0,0,0,0.0121478
76,0,0,0,0,0.0147796,0.0143552,0,0,0,0.0630256,0.0207795,0.030632,0.0067259,0,0,0.00969138,0,0.016369,0.00750017,0.0346649,0.018662,0.0215471,0.0203173,0.0121948,0.0189103,0.00568209,0.0220713,0.0126574,0.033718,0.0168533,0.0311771,0.0150743,0.00678311,0.0669669,0.00779158,0.00465634,0.00487066,0.033878,0.018456,0.0345523,0.0071486,0.00713088,0,0,0.030678,0,0.0114749,0.0183256,0.0392483,0.0387403,0.0288225,0.0290242,0.0187295,0.0193609,0.0174747,0.023032,0.019198,0.0196472,0.0288466,0.0151198,0.0260375,0.0412677,0.0158092,0.0113098,0.0107119,0.0193051,0.00608099,0,0,0,0.0121428
77,0,0,0,0,0.0143436,0.0139037,0,0,0,0.0669345,0.0209006,0.0319668,0.00663486,0,0,0.00924645,0,0.016312,0.0072066,0.0348871,0.0208226,0.0211674,0.0205176,0.0120199,0.0184333,0.00707674,0.0236253,0.0127236,0.0343442,0.0172374,0.0326587,0.0150492,0.00783543,0.0724846,0.00731819,0.00459153,0.00476021,0.0337765,0.0184303,0.0341205,0.00702268,0.0074545,0,0,0.0311478,0,0.0114171,0.0184443,0.0396439,0.037328,0.0289046,0.0286713,0.0180742,0.0192298,0.0167974,0.0230321,0.01942,0.0199458,0.0289413,0.0149723,0.0254301,0.0407571,0.0154637,0.0114207,0.0107875,0.0188035,0.0056581,0,0,0,0.0125127
78,0,0,0,0,0.0138633,0.0134891,0,0,0,0.0704457,0.0210158,0.0328739,0.0066963,0,0,0.008853,0,0.0161864,0.00697879,0.0347721,0.0233435,0.020771,0.0204974,0.012156,0.0178781,0.00845671,0.0248891,0.0123447,0.0350277,0.0175379,0.0337467,0.0150501,0.0087914,0.0789929,0.00690934,0.00452553,0.0047244,0.0334832,0.0184183,0.0336183,0.0067557,0.00778714,0,0,0.0315182,0,0.0113823,0.0186532,0.0396478,0.0361019,0.0291525,0.0283264,0.0176284,0.019143,0.0163744,0.0235605,0.0207229,0.0202738,0.0291357,0.0149897,0.0253861,0.0402346,0.0151846,0.0115277,0.0107836,0.018372,0.00578681,0,0,0,0.0127262
79,0,0,0,0,0.0135044,0.013153,0,0,0,0.0743031,0.0211027,0.0333687,0.00689048,0,0,0.00863043,0,0.0160433,0.00683194,0.0346231,0.0256029,0.0205017,0.0203423,0.0127104,0.01731,0.00957011,0.0259022,0.0115848,0.035551,0.0175723,0.034316,0.0149536,0.00966539,0.0869186,0.00660513,0.00448638,0.00468899,0.0327945,0.0184047,0.0330901,0.0065552,0.00806282,0,0,0.0317496,0,0.0113744,0.0186298,0.0391945,0.0351202,0.0293916,0.0281987,0.0173693,0.0190403,0.0161256,0.0246077,0.0223287,0.0207338,0.0293014,0.0145096,0.0255615,0.0395718,0.0149237,0.0116707,0.0107858,0.0180436,0.00593506,0,0,0,0
80,0,0,0,0,0.0133864,0.0129814,0,0,0,0.0785107,0.0211576,0.0337229,0.00711486,0,0,0.00857627,0,0.0159342,0.00676753,0.0343754,0.0261279,0.0204439,0.0201843,0.0138088,0.0168837,0.0103004,0.0267685,0.0106341,0.0358183,0.0174789,0.0346394,0.0145772,0.0103883,0.0943044,0.00643519,0.00446581,0.00460624,0.0315443,0.0183662,0.0320416,0.00659217,0.00816249,0,0,0.0318336,0,0.0113664,0.0185085,0.0385235,0.033623,0.0295859,0.0276234,0.0173885,0.0189684,0.01617,0.0244628,0.0210779,0.0202871,0.0293157,0,0.0249821,0.0383523,0.0149269,0.0117726,0.0108877,0.0179204,0.00599146,0,0,0,0.0135308
81,0,0,0,0,0.0136191,0.0129812,0,0,0,0.082288,0.0212468,0.0341783,0.0072064,0,0,0.00859393,0,0.0157574,0.00675706,0.0341156,0.0242163,0.0204369,0.0200937,0.0148212,0.0164714,0.0107582,0.027501,0.00970611,0.0358354,0.0173691,0.0349725,0.0141611,0.0109114,0.0998809,0.00631931,0.00440971,0.00450288,0.0307639,0.0182956,0.0310889,0.00660174,0.0082568,0,0,0.0317556,0,0.0113321,0.0185914,0.0376995,0.0319527,0.0294647,0.0271788,0.0173341,0.0187862,0.016448,0.0237095,0.0206487,0.0183812,0.0288867,0.0115031,0.0234987,0.0374223,0.0150783,0.011915,0.0110436,0.0178927,0.00587215,0,0,0,0.0142104
82,0,0,0,0,0.0140066,0.0131241,0,0,0,0.0849801,0.0213185,0.034965,0.00731846,0,0,0.00869217,0,0.0157393,0.00682458,0.0337893,0.0214612,0.0204806,0.0202191,0.015607,0.0161335,0.0110046,0.0281616,0.0089923,0.0357107,0.0174175,0.0355894,0.0140323,0.0113489,0.104181,0.00627517,0.00436953,0.0044356,0.0308016,0.0182579,0.0312437,0.00657601,0.00832312,0,0,0.0313406,0,0.0113412,0.0186366,0.0369182,0.03182,0.0292885,0.0268179,0.0172728,0.0185934,0.0170366,0.0234018,0.0215299,0.0172144,0.0282526,0.0118356,0.0225527,0.037254,0.0151937,0.0120474,0.0110901,0.0179341,0.00558267,0,0,0,0.0147191
83,0,0,0,0,0.0148441,0.0128452,0,0,0,0.086583,0.0216435,0.0356815,0.00934358,0,0,0.00802049,0,0.0155739,0.00647739,0.0339086,0.0192662,0.0192643,0.0197002,0.0186787,0.0145905,0.0105005,0.0287229,0.0077666,0.0339482,0.0175481,0.0362604,0.0140486,0.0121897,0.107773,0.00571525,0.00434144,0.00419226,0.0149998,0.0182871,0.0258656,0.0130115,0.00937509,0,0,0.0315893,0,0.0113081,0.0185836,0.0377056,0.0338794,0.0234792,0.0288871,0.0176271,0.0178732,0.0168683,0.0242454,0.0250456,0.027966,0,0,0.0360968,0.0145757,0.0153772,0.0123209,0.0111582,0.0174398,0.00622946,0,0,0,0
84,0,0,0,0,0.0150677,0.0130628,0,0,0,0.0881202,0.0215817,0.0363788,0.00956172,0,0,0.00819728,0,0.0156043,0.0064813,0.033665,0.0180344,0.0191262,0.020055,0.0186903,0.0143076,0.0104619,0.0293497,0.00792233,0.0335919,0.0178213,0.0370494,0.0142422,0.0127447,0.110235,0.00571717,0.00433396,0.00421386,0.0145601,0.0182041,0.0250347,0.0126817,0.00940921,0,0,0.0310702,0,0.0112951,0.0184937,0.0376394,0.0326633,0.023677,0.0280676,0.017173,0.0177602,0.0172231,0.0235964,0.0242521,0.0271309,0,0,0.0352237,0.0139487,0.0154992,0.0123968,0.0112271,0.017512,0.00651969,0,0,0,0
85,0,0,0,0,0.0152135,0.0132014,0,0,0,0.0894207,0.0214487,0.0371704,0.00965663,0,0,0.00819109,0,0.0157662,0.00632044,0.0335729,0.0177407,0.0189511,0.020226,0.0181758,0.0140554,0.0103832,0.0298363,0.00836089,0.0330595,0.0180839,0.0377846,0.0143802,0.0133171,0.112121,0.00565999,0.00438916,0.00417845,0.0142506,0.0181188,0.0244287,0.0121949,0.00947508,0,0,0.0306382,0,0.0112873,0.018489,0.0377158,0.0318124,0.0238444,0.0273949,0.0162971,0.0175816,0.0174052,0.0221637,0.0223951,0.0266611,0,0,0.0347876,0.0137121,0.0155691,0.0124861,0.0112945,0.017441,0.00680086,0,0,0,0
86,0,0,0,0,0.0153532,0.013267,0,0,0,0.0901908,0.0214111,0.0378233,0.00957525,0,0,0.00812446,0,0.0158259,0.00622152,0.0336593,0.0177586,0.0188292,0.0202941,0.0173885,0.0137306,0.0103522,0.0301654,0.00894158,0.0324777,0.0182244,0.0383998,0.0144596,0.0138334,0.113157,0.00549507,0.00439809,0.00411427,0.0140941,0.0180517,0.0242406,0.0116557,0.00954698,0,0,0.0302094,0,0.0112785,0.0184787,0.0377866,0.0312316,0.0238888,0.0268417,0.0152502,0.0173311,0.0173667,0.0219088,0.0211808,0.0264522,0,0,0.0347467,0.0135686,0.0155588,0.0125572,0.0113198,0.0172918,0.00694263,0,0,0,0
87,0,0,0,0,0.015537,0.0133029,0,0,0,0.0904496,0.0214306,0.0381328,0.00936557,0,0,0.00814281,0,0.015809,0.00620643,0.0337995,0.0175504,0.0187608,0.0203822,0.0165542,0.0132845,0.0103736,0.0303051,0.00957363,0.0318854,0.0182798,0.0388437,0.0145958,0.0142436,0.113328,0.00527623,0.00435931,0.00409309,0.0142214,0.0179959,0.0242693,0.0111401,0.0096025,0,0,0.0297522,0,0.0112676,0.0184717,0.0378405,0.0309247,0.0238639,0.0263931,0.0142471,0.0170649,0.0172256,0.0226694,0.0207955,0.0264475,0,0,0.0349096,0.0136129,0.0155211,0.0125855,0.0113518,0.0171724,0.00694812,0,0,0,0
88,0,0,0,0,0.015734,0.0133207,0,0,0,0.0901758,0.0214461,0.0379894,0.00917226,0,0,0.00821799,0,0.0157928,0.00622835,0.0339565,0.0169487,0.0186258,0.0204327,0.0157973,0.0127989,0.0104275,0.0302449,0.0102155,0.0312651,0.0182241,0.0390147,0.0147933,0.0145421,0.112923,0.00506622,0.00431293,0.00406732,0.0144198,0.0179336,0.0242996,0.0105136,0.00958519,0,0,0.0294553,0,0.0112441,0.0185477,0.0379412,0.0306211,0.0238181,0.02584,0.0133041,0.0168515,0.0171253,0.0228795,0.0205689,0.0261379,0,0,0.0351398,0.0137633,0.01546,0.0125946,0.0114447,0.0170693,0.00710613,0,0,0,0
89,0,0,0,0,0.0158565,0.0133423,0,0,0,0.0893672,0.021435,0.0376257,0.00902236,0,0,0.0083293,0,0.015825,0.00628434,0.0341035,0.0162487,0.0184919,0.0204127,0.0152813,0.0123104,0.0104718,0.0300077,0.0108391,0.0306459,0.0180612,0.038844,0.0147336,0.0147046,0.112124,0.00491807,0.0042822,0.00400178,0.0146953,0.0178693,0.0243491,0.00986753,0.00952524,0,0,0.0293003,0,0.0112192,0.0187094,0.0381211,0.0302568,0.0238514,0.0251853,0.0125077,0.0166964,0.0171079,0.0226596,0.0203201,0.025607,0,0,0.0353052,0.0140018,0.0153851,0.0126625,0.0115766,0.0169879,0.00729939,0,0,0,0
90,0,0,0,0,0.0159066,0.0133895,0,0,0,0.0882233,0.0213825,0.0370663,0.00881156,0,0,0.0084839,0,0.0158635,0.00639379,0.0342661,0.0155157,0.0184506,0.0202716,0.0151655,0.011821,0.0105499,0.0295843,0.0114,0.0300353,0.0177866,0.0384052,0.0143893,0.0147482,0.110881,0.00486454,0.00426332,0.003941,0.0149193,0.0178054,0.0242118,0.00930391,0.00943531,0,0,0.0291859,0,0.0112104,0.0188506,0.0382857,0.0297121,0.0239398,0.0247561,0.011995,0.0165107,0.0171387,0.0225515,0.0201545,0.0250433,0,0,0.0346537,0.0141408,0.015323,0.0128115,0.011707,0.0169604,0.00740444,0,0,0,0
91,0,0,0,0,0.015949,0.0135033,0,0,0,0.0869938,0.0213258,0.0362709,0.00832055,0,0,0.00868932,0,0.0159025,0.00651363,0.0344421,0.014771,0.0185055,0.0199534,0.0154103,0.0114043,0.0107054,0.0290742,0.0118866,0.029459,0.0174104,0.0377837,0.0138924,0.0147017,0.109318,0.00493875,0.00425433,0.00390201,0.0150914,0.0177454,0.024233,0.00880761,0.00933352,0,0,0.0290821,0,0.0112031,0.0189653,0.0383597,0.0293594,0.0240942,0.024268,0.0117132,0.0163538,0.0171447,0.0223685,0.0199087,0.0244019,0,0,0.0346729,0.0143946,0.0153502,0.0129412,0.0118515,0.0170416,0.00741905,0,0,0,0
92,0,0,0,0,0.0160099,0.0136672,0,0,0,0.0857954,0.0212425,0.0354625,0.00757481,0,0,0.0089193,0,0.0159472,0.00667493,0.0346059,0.0139128,0.0186301,0.0195689,0.0159695,0.0110491,0.0107304,0.0285075,0.0122578,0.0289066,0.0170764,0.0371211,0.0136222,0.0146597,0.107771,0.00509205,0.00425314,0.00388634,0.0152195,0.0176885,0.0240673,0.00839333,0.00921983,0,0,0.0289465,0,0.0111953,0.0190799,0.0383614,0.0288703,0.0243131,0.0239656,0.0115729,0.0162701,0.0171662,0.0221915,0.0196601,0.0239835,0,0,0.034164,0.0146138,0.0154508,0.0130294,0.0119989,0.0172121,0.00740054,0,0,0,0
93,0,0,0,0,0.0163025,0.0135277,0,0,0,0.0837802,0.0213957,0.0347019,0.00673989,0,0,0.00870497,0,0.0158693,0.00658714,0.0358534,0.0134801,0.0179441,0.0186371,0.014657,0.0100819,0.0113667,0.0278243,0.0125966,0.0285368,0.016502,0.0359403,0.0134515,0.0144036,0.105021,0.00482513,0.00421097,0.00385676,0.0425706,0.0177444,0.0288395,0.00675773,0.00984684,0,0,0.0293014,0,0.0111361,0.0191862,0.0354847,0.0229975,0.0238588,0.0317712,0.00948869,0.0156571,0,0.0313253,0.0159214,0.0229696,0,0,0.0303009,0.0476892,0.0154824,0.0131481,0.0121346,0.0168781,0.00852669,0,0,0,0
94,0,0,0,0,0.0161494,0.0139145,0,0,0,0.083521,0.0211399,0.0340898,0.00627436,0,0,0.00965318,0,0.0160603,0.00708945,0.034842,0.0125712,0.0190191,0.0188516,0.0172316,0.0105017,0.0111507,0.027473,0.0131006,0.027915,0.0165309,0.0358422,0.0133998,0.0145857,0.104795,0.00565263,0.00429792,0.00393821,0.0155847,0.0176637,0.0228894,0.00815968,0.00903447,0,0,0.0289027,0,0.0111983,0.0192703,0.0384178,0.0266243,0.0247458,0.0245051,0.0114259,0.0161897,0.0175682,0.0220155,0.0193353,0.0239039,0,0,0.0318775,0.0150472,0.0157192,0.0131079,0.0122802,0.0174632,0.0075456,0,0,0,0
95,0,0,0,0,0.0162877,0.0140837,0,0,0,0.0825478,0.0210397,0.0335497,0.00565421,0,0,0.00971212,0,0.0160114,0.00704003,0.0350774,0.0122624,0.0192698,0.0186477,0.0179785,0.0104406,0.0113929,0.0271026,0.0136638,0.0274397,0.0163677,0.0352134,0.0134019,0.0145779,0.103546,0.00573711,0.00428092,0.00392752,0.0157288,0.0176586,0.0227481,0.00844233,0.00890896,0,0,0.0288001,0,0.011179,0.0193297,0.0385039,0.0259964,0.0247963,0.0255356,0.0117131,0.0162368,0.0177995,0.0220773,0.0196563,0.02469,0,0,0.0327464,0.0151415,0.0157377,0.0131086,0.0123967,0.0176244,0.007457,0,0,0,0
96,0,0,0,0,0.0163561,0.0142186,0,0,0,0.08174,0.0208843,0.0329873,0.00507665,0,0,0.00981918,0,0.0158642,0.00706833,0.0353541,0.012087,0.0195274,0.0184668,0.0185973,0.0104093,0.0116329,0.0267333,0.0142889,0.0269866,0.0163179,0.0347536,0.0132897,0.0145443,0.102549,0.00585966,0.00427075,0.00399383,0.0160796,0.0176696,0.0226722,0.00856668,0.00875864,0,0,0.0286899,0,0.0112097,0.0194033,0.0385551,0.0253459,0.0250127,0.0258353,0.0119332,0.0163045,0.0178596,0.022403,0.0194628,0.0248079,0,0,0.0327377,0.0155485,0.0156815,0.0130997,0.0124486,0.0177891,0.0073813,0,0,0,0
97,0,0,0,0,0.016459,0.0139963,0,0,0,0.0799778,0.0209854,0.0322165,0.0042909,0,0,0.00929052,0,0.0157326,0.00679329,0.0367836,0.011926,0.0189491,0.0178174,0.0169422,0.00977334,0.0122535,0.0261392,0.0149385,0.0267976,0.016078,0.0337493,0.0129684,0.0142611,0.100303,0.00540462,0.00422807,0.00400639,0.0463093,0.0177639,0.0296048,0.00724529,0.00920661,0,0,0.0289231,0,0.011201,0.0195726,0.0350643,0.0220663,0.0249859,0.0309617,0.00997045,0.0158371,0,0.0304118,0.0143248,0.0223743,0,0,0.0297235,0.0520806,0.0156026,0.0131288,0.0124795,0.0173996,0.00827777,0,0,0,0
98,0,0,0,0,0.0161735,0.0140602,0,0,0,0.0804503,0.0208503,0.0317556,0.00397151,0,0,0.0096496,0,0.015846,0.00697553,0.0358952,0.0113831,0.0201287,0.0180836,0.0183632,0.0100418,0.0119202,0.0254573,0.0154879,0.026028,0.0164152,0.0338605,0.012767,0.014256,0.101219,0.00578216,0.00431464,0.00404267,0.0185321,0.0177707,0.0224954,0.00792025,0.00871537,0,0,0.0287585,0,0.0112703,0.0197487,0.0386722,0.0237894,0.0246369,0.023814,0.0108939,0.016232,0.0177851,0.0219385,0.0187888,0.0227114,0,0,0.0315935,0.0184334,0.015618,0.0130806,0.0125081,0.0175689,0.00766542,0,0,0,0
99,0,0,0,0,0.0162462,0.0142198,0,0,0,0.0797957,0.0208437,0.0309114,0.00383336,0,0,0.00959669,0,0.0158597,0.00695181,0.0361849,0.0102907,0.0204634,0.018027,0.0183492,0.010079,0.012139,0.0245513,0.0159722,0.0255427,0.0164394,0.0333271,0.01248,0.0139758,0.100617,0.00572065,0.00431627,0.0039966,0.0195042,0.017801,0.0225154,0.00754557,0.00875558,0,0,0.028718,0,0.0112719,0.0196776,0.0388485,0.0232175,0.0243423,0.0227618,0.010594,0.0161211,0.017953,0.0218582,0.0203626,0.0215198,0,0,0.0307365,0.0196413,0.0155638,0.0130695,0.0125531,0.0176926,0.00782734,0,0,0,0
100,0,0,0,0,0.0161904,0.0142078,0,0,0,0.0791868,0.0208736,0.0301252,0.00374575,0,0,0.009553,0,0.0158278,0.00691231,0.0364148,0.00925808,0.0207144,0.0180684,0.0180388,0.00992568,0.0123095,0.0236856,0.0163093,0.0251773,0.0165614,0.0328588,0.0124753,0.0136687,0.0998829,0.00567967,0.00429195,0.00393365,0.0202819,0.0178361,0.0225359,0.00718064,0.00876193,0,0,0.0287289,0,0.0112618,0.0196127,0.0391279,0.0227829,0.0240934,0.0222987,0.0100736,0.0159333,0.0180791,0.02167,0.0209045,0.0204184,0,0,0.0303953,0.0206515,0.0154425,0.0131054,0.0125696,0.0176523,0.00798597,0,0,0,0
101,0,0,0,0,0.0161597,0.014172,0,0,0,0.0784537,0.0208799,0.0294924,0.00375429,0,0,0.00954657,0,0.0158191,0.00691895,0.0366476,0.00828631,0.0208933,0.0182921,0.0176666,0.00975844,0.0124189,0.0228634,0.0164493,0.0249269,0.0166288,0.0325329,0.01229,0.0133518,0.0988472,0.00565039,0.00428772,0.00395863,0.021234,0.0178553,0.0227067,0.00681115,0.00872139,0,0,0.0288127,0,0.0112651,0.0196332,0.039438,0.0226536,0.0238362,0.0222597,0.00959269,0.0156778,0.0180494,0.0215376,0.0205753,0.0201185,0,0,0.0305015,0.0217197,0.0153755,0.0131283,0.0126077,0.0175918,0.00816361,0,0,0,0
102,0,0,0,0,0.0161635,0.0141089,0,0,0,0.077328,0.0208562,0.0290559,0.00388517,0,0,0.00949532,0,0.0158014,0.00695302,0.0368973,0.00755529,0.0211772,0.0187454,0.0171375,0.00951719,0.012359,0.0219897,0.016334,0.0247796,0.0165761,0.0322861,0.0120533,0.0130067,0.0972879,0.00556484,0.00433368,0.00403227,0.0222798,0.0178938,0.0229923,0.00634612,0.00873639,0,0,0.0290286,0,0.0112572,0.0197583,0.0397647,0.022582,0.0232338,0.0232855,0.00886574,0.0155559,0.0181605,0,0.0205393,0.0208485,0,0,0.0311089,0.0229038,0.0153678,0.0131315,0.0127262,0.0174629,0.00843975,0,0,0,0
103,0,0,0,0,0.0161217,0.0141586,0,0,0,0.0753388,0.0208174,0.0284892,0.00376222,0,0,0.00963564,0,0.0158626,0.00703957,0.0372868,0.00714968,0.0214948,0.0194418,0.0167197,0.0095097,0.0122572,0.0212201,0.0160214,0.0249276,0.0165892,0.0320503,0.0121717,0.0126024,0.0947102,0.00564344,0.00444699,0.00407459,0.0216003,0.017923,0.0219785,0.0063477,0.00858749,0,0,0.0289362,0,0.0112903,0.0198707,0.039912,0.0211344,0.0233408,0.0220259,0.00850677,0.0155303,0.0179297,0.0207643,0.0191012,0.0194369,0,0.0180205,0.0294549,0.0224212,0.0154249,0.0130964,0.0127945,0.0174987,0.00859649,0,0,0,0
104,0,0,0,0,0.0160891,0.0142603,0,0,0,0.0725464,0.0208965,0.0278527,0.00362614,0,0,0.00980567,0,0.0158728,0.00711077,0.0376737,0.00706182,0.0219012,0.0202911,0.0167013,0.00953108,0.0119877,0.0205132,0.0154831,0.0251185,0.0168362,0.0319911,0.0126002,0.0121225,0.0912058,0.00569226,0.00440824,0.00405278,0.0226861,0.0179437,0.0236587,0.00633858,0.00846346,0,0,0.0288463,0,0.0113399,0.0199347,0.0400661,0.0232343,0.023257,0.022415,0.00825545,0.015433,0.0179894,0.0205448,0.0192438,0.0204873,0,0,0.0306693,0.0232114,0.0154986,0.0130581,0.0128098,0.0175946,0.00873571,0,0,0,0
105,0,0,0,0,0.0161503,0.014453,0,0,0,0.0683899,0.0208913,0.0268186,0.00336845,0,0,0.00999819,0,0.0158316,0.00725617,0.0380569,0.00665525,0.022318,0.0213593,0.0165375,0.00958494,0.0115522,0.0198671,0.0147863,0.0254311,0.0173013,0.0318306,0.0129727,0.0114469,0.0859157,0.00576388,0.00435951,0.00405185,0.0222839,0.0179477,0.0226492,0.00611719,0.00837783,0,0,0.0287454,0,0.0113625,0.0199673,0.040187,0.0219999,0.0231059,0.0216591,0.00780822,0.0152521,0.0178536,0.0195935,0.0184328,0.0194901,0,0.0181462,0.029912,0.0229986,0.0156149,0.0129839,0.0128313,0.017763,0.00892627,0,0,0,0
106,0,0,0,0,0.0162125,0.0146808,0,0,0,0.0627549,0.020821,0.0248733,0.00291452,0,0,0.0102262,0,0.0158473,0.00758172,0.0383677,0.00581105,0.0227909,0.0226687,0.0165091,0.00971298,0.0111437,0.0195252,0.0139742,0.0258714,0.0177738,0.0312875,0.0130781,0.0105725,0.0786281,0.0058843,0.00437494,0.00410192,0.0227103,0.0179206,0.0231327,0.00607065,0.0082814,0,0,0.0286125,0,0.0113816,0.020027,0.0402762,0.022568,0.0230193,0.0213023,0.00761214,0.0151226,0.0177095,0.0188747,0.0181533,0.0194489,0,0.0189479,0.0309234,0.0232484,0.0158348,0.0129253,0.0128647,0.0179688,0.00905584,0,0,0,0
107,0,0,0,0,0.0162599,0.0149401,0,0,0,0.0557114,0.0207987,0.0219719,0.00243226,0,0,0.0104735,0,0.0158944,0.00799094,0.0385847,0.00456633,0.0233047,0.0240713,0.0167408,0.00993335,0.0110839,0.019626,0.0132778,0.0265748,0.0180841,0.0300615,0.0128908,0.00967557,0.0694455,0.00599273,0.00437638,0.00410588,0.0231457,0.0179154,0.0237181,0.00608252,0.00823726,0,0,0.0284383,0,0.0114136,0.0200692,0.0404004,0.0231919,0.0229452,0.0212185,0.00760337,0.0151099,0.0174833,0.0181489,0.0179692,0.019471,0,0.0202442,0.0311309,0.0235087,0.0160242,0.0127951,0.0127989,0.0182037,0.00909347,0,0,0,0
108,0,0,0,0,0.0163141,0.0152347,0,0,0,0.0481385,0.0207518,0.0184676,0.00194919,0,0,0.0107471,0,0.0159335,0.00824074,0.0387021,0.00397099,0.0238597,0.0254096,0.0172031,0.0101888,0.0116329,0.0202997,0.0131416,0.0275877,0.0181409,0.02828,0.012479,0.00900094,0.0595435,0.00614544,0.00440493,0.00412506,0.0230931,0.0179345,0.0239971,0.00618706,0.00816171,0,0,0.0282387,0,0.0114812,0.0200854,0.040617,0.0236447,0.0229199,0.0215288,0.007874,0.0151617,0.017418,0.0175981,0.0179808,0.0198117,0,0.0202149,0.0307348,0.023315,0.0162342,0.0126975,0.0127116,0.0185174,0.00898431,0,0,0,0
109,0,0,0,0,0.0162984,0.0154589,0,0,0,0.038148,0.0207504,0.0144007,0.00447594,0,0,0.0109489,0,0.0159151,0.0082465,0.0380705,0.00486474,0.0245096,0.0265335,0.0129336,0.0107454,0.0127368,0.020619,0.0140173,0.0302243,0.0176831,0.0253037,0.0117359,0.00810972,0.0462365,0.00624572,0.00438304,0.00416114,0.0326007,0.0181095,0.0310242,0.00924872,0.00829213,0,0,0.0280674,0,0.0114044,0.0199359,0.0407549,0.0292458,0.0249402,0.0165451,0.00448354,0.0152429,0.0188684,0.0124123,0.013236,0.0113529,0.0208007,0.0137651,0.0182693,0.0325012,0.0159652,0.0125642,0.0126137,0.0187717,0.00900724,0,0,0,0
110,0,0,0,0,0.0162215,0.0156106,0,0,0,0.0351252,0.0206079,0.0127693,0.00145467,0,0,0.0111358,0,0.0159541,0.00821555,0.0387426,0.0068609,0.0248546,0.0271756,0.0182896,0.0106651,0.0144755,0.0227087,0.0145998,0.0303729,0.0179705,0.0248941,0.0117246,0.00903311,0.0425351,0.00635468,0.00444576,0.00423821,0.0230895,0.0179215,0.0239904,0.00662246,0.00792733,0,0,0.0280087,0,0.0115775,0.0201282,0.0414857,0.0236527,0.0229207,0.0219752,0.00868678,0.0152775,0.0173384,0.0164905,0.0179781,0.0203464,0,0.0200575,0.0306994,0.0229201,0.016803,0.0126386,0.0127273,0.0190679,0.00852667,0,0,0,0
111,0,0,0,0,0.0161876,0.016027,0,0,0,0.0276888,0.0206611,0.0104236,0.00415752,0,0,0.0114841,0,0.015965,0.00851463,0.0382844,0.00718736,0.0254189,0.0274368,0.0145837,0.0113654,0.0166378,0.0233942,0.0158796,0.0331787,0.017807,0.0228384,0.0112735,0.009043,0.0325475,0.00653227,0.00437333,0.00431126,0.0332195,0.0180762,0.031094,0.00914022,0.00805323,0,0,0.0275901,0,0.0114747,0.019853,0.0420383,0.029464,0.0249579,0.0174059,0.00572929,0.0151805,0.0187612,0.0113406,0.0129395,0.0117328,0.0211448,0.0146568,0.0187398,0.0324696,0.0164259,0.0125332,0.0125736,0.0195134,0.00818747,0,0,0,0
112,0,0,0,0,0.015621,0.0160732,0,0,0,0.0235757,0.0206592,0.00920433,0.0045154,0,0,0.0116436,0,0.0160019,0.00861037,0.0385104,0.00648864,0.0259471,0.0277065,0.0151266,0.0114669,0.0185197,0.0244207,0.0162642,0.0344031,0.018019,0.0221383,0.011411,0.00975637,0.0272542,0.00660783,0.00439542,0.00424972,0.0338719,0.018001,0.0314749,0.00933961,0.00790277,0,0,0.0277913,0,0.0115331,0.0199391,0.0427025,0.0296886,0.0249133,0.0177762,0.00603163,0.0151709,0.0191452,0.0107979,0.0124343,0.0116541,0.0214464,0.0148601,0.0182215,0.0327268,0.0164758,0.0125975,0.0126836,0.0195833,0.00789603,0,0,0,0.00984595
