Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LWRB,LILC
106,0,0,0,0,0,0,0.0178055,0.017346,0,0,0,0.0253914,0.0144463,0.0206574,0,0,0.00138326,0,0.0249257,0.00486506,0.036287,0.0204015,0.00447694,0.00522455,0.00707965,0.0132672,0.00439509,0.00658126,0.0218444,0.00847941,0.00902379,0.00536861,0.0155615,0.0312026,0.00264375,0.0100743,0.00846638,0.0215385,0.0116939,0.0201458,0.0256322,0,0,0.0112801,0,0.0222252,0.00894443,0.0444211,0.0177475,0.0274036,0.0106469,0.00675444,0.0567424,0.010245,0.0448615,0.0142832,0.00994349,0.00712713,0.00398577,0.0100683,0.0148077,0.010135,0.0257084,0.0094655,0.00236672,0.0194301,0.0212173,0,0,0,0.000748544,0.0259698
107,0,0,0,0,0,0,0.0177993,0.0172732,0,0,0,0.0264104,0.0143969,0.0210815,0,0,0.00132349,0,0.024984,0.00480956,0.0360877,0.0204814,0.00445623,0.00537326,0.0071059,0.0138302,0.00447938,0.00645529,0.0219402,0.00868522,0.00929272,0.0055281,0.0154338,0.0324245,0.00261894,0.0101273,0.00801159,0.0215151,0.0114423,0.0201155,0.0255728,0,0,0.0111231,0,0.0221939,0.00885992,0.0440846,0.0177008,0.0274919,0.00990543,0.00691307,0.0564947,0.0101139,0.044228,0.0133573,0.0093739,0.00701082,0.00396661,0.00978759,0.0144865,0.0110399,0.0255007,0.00952828,0.00227207,0.0193863,0.021197,0,0,0,0.000841956,0.0260059
108,0,0,0,0,0,0,0.01782,0.0172281,0,0,0,0.0271819,0.0143597,0.0215005,0,0,0.00128814,0,0.0250646,0.00477607,0.0358889,0.0207727,0.00447913,0.00535179,0.00713695,0.0143725,0.00458275,0.00633403,0.0219868,0.00891584,0.00950318,0.00557837,0.0153367,0.0334884,0.00255274,0.0101838,0.00817657,0.0215597,0.0110514,0.0201115,0.0255505,0,0,0.010957,0,0.0222629,0.00879621,0.0438103,0.0179782,0.0275559,0.00918821,0.00705175,0.0562985,0.00997954,0.0435756,0.0123852,0.00878434,0.00677454,0.00388573,0.00938017,0.0140497,0.0115816,0.0252579,0.00941102,0.00224552,0.0194468,0.0211907,0,0,0,0.00100261,0.0260297
109,0,0,0,0,0,0,0.0177925,0.0172384,0,0,0,0.0277142,0.0143987,0.0218231,0,0,0.00127549,0,0.0250049,0.00480459,0.0356849,0.0210366,0.00456359,0.00533838,0.0072673,0.0146041,0.00460804,0.00638728,0.0220262,0.0091274,0.00969309,0.00576787,0.0152401,0.0345533,0.00273718,0.0101397,0.00827602,0.021539,0.0106966,0.0201648,0.0254888,0,0,0.0108162,0,0.0222508,0.0087157,0.0435814,0.0179671,0.0276275,0.00830561,0.00716007,0.0561381,0.00978828,0.0428365,0.0112478,0.00809626,0.00666439,0.00380451,0.00910304,0.0138154,0.0122369,0.0250932,0.00931781,0.00227222,0.0195941,0.0211509,0,0,0,0.000869165,0.0260351
110,0,0,0,0,0,0,0.0177469,0.0172116,0,0,0,0.0282593,0.0144675,0.022069,0,0,0.00122875,0,0.0249872,0.00476047,0.0354461,0.0211582,0.00467256,0.00531574,0.00740942,0.0147253,0.00466962,0.00656134,0.0220974,0.00930572,0.00987845,0.00600491,0.0151571,0.0355418,0.0029474,0.0101171,0.00830582,0.0215185,0.0103622,0.0202048,0.0254132,0,0,0.0106899,0,0.0222413,0.00862553,0.0433656,0.0178263,0.0277386,0.00727715,0.00727606,0.0559388,0.00946078,0.0420402,0.00994334,0.00727291,0.00661812,0.00378551,0.0088706,0.0137142,0.0128344,0.0249771,0.0092511,0.00225007,0.0196747,0.021105,0,0,0,0.000873008,0.0260254
111,0,0,0,0,0,0,0.0177803,0.0171446,0,0,0,0.0287859,0.0145533,0.0223169,0,0,0.00116769,0,0.0249987,0.00464605,0.0351703,0.0213829,0.00478771,0.00539797,0.00754184,0.0148672,0.00476986,0.00658768,0.0221432,0.00947965,0.0100533,0.00609666,0.0150933,0.0364475,0.00313407,0.0101244,0.00848904,0.021528,0.00996628,0.0202253,0.0254077,0,0,0.0105234,0,0.0222598,0.00852117,0.0432231,0.017417,0.0278073,0.00615932,0.00738293,0.055758,0.00901967,0.0412375,0.00854884,0.0063936,0.00653081,0.00384578,0.00857135,0.0135339,0.01297,0.0249015,0.00912531,0.00221043,0.0196886,0.0210986,0,0,0,0.00105606,0.0260155
112,0,0,0,0,0,0,0.0177707,0.0170568,0,0,0,0.0293109,0.0144892,0.0226353,0,0,0.00130456,0,0.0248582,0.00478868,0.0348636,0.0216897,0.00487472,0.00538953,0.00749067,0.0150749,0.00492277,0.00647696,0.0221513,0.00964026,0.0102426,0.0060725,0.015029,0.0371859,0.00289639,0.0101073,0.00903614,0.0215531,0.00948245,0.0202696,0.0253628,0,0,0.0103178,0,0.0223432,0.00834921,0.0431962,0.0166835,0.0278987,0.00492862,0.00743516,0.0554613,0.00854205,0.0403936,0.00707418,0.00542953,0.00647866,0.00402237,0.00820925,0.0130996,0.0126576,0.0246768,0.00865242,0.00228957,0.0196731,0.0210472,0,0,0,0.00111042,0.026
113,0,0,0,0,0,0,0.0177654,0.0169999,0,0,0,0.0297948,0.0144301,0.0229341,0,0,0.00137843,0,0.0248168,0.0048862,0.0345451,0.0220097,0.00495919,0.00542513,0.00754804,0.0151157,0.00513618,0.00646994,0.0221039,0.0097698,0.0104878,0.00611452,0.0149146,0.0378506,0.00289828,0.0101132,0.00898564,0.0215315,0.00882289,0.0203708,0.0252939,0,0,0.0100951,0,0.0223016,0.00823702,0.0432428,0.0158791,0.0280431,0.00378258,0.00751149,0.0552638,0.00807576,0.0395423,0.00558982,0.004471,0.00635168,0.00444757,0.00765537,0.0121807,0.0127574,0.0245502,0.00863316,0.00220303,0.0196466,0.0210026,0,0,0,0.00113727,0.0259362
114,0,0,0,0,0,0,0.0177927,0.0169267,0,0,0,0.0301636,0.0144247,0.0232723,0,0,0.00140649,0,0.0248159,0.0048867,0.0341712,0.0223859,0.00490073,0.00550078,0.00764704,0.0148683,0.00537304,0.00630351,0.0221144,0.0100024,0.0108007,0.00624921,0.0148063,0.038456,0.00300292,0.01012,0.00916147,0.0215242,0.00803211,0.0205148,0.0251907,0,0,0.00986585,0,0.02228,0.00806477,0.0433264,0.0151846,0.0281811,0.00314206,0.0075592,0.0550251,0.00761123,0.0386725,0.00423124,0.00353529,0.00623385,0.00514951,0.00692048,0.0110693,0.0128062,0.0243588,0.00857457,0.00214286,0.0196162,0.0209531,0,0,0,0.00123919,0.0258573
115,0,0,0,0,0,0,0.0177898,0.0168587,0,0,0,0.0304169,0.0144324,0.0235978,0,0,0.00146768,0,0.0247883,0.00487793,0.0337639,0.0227609,0.00467579,0.00560001,0.0077604,0.0145609,0.00560512,0.00600332,0.0221674,0.0102474,0.0111252,0.00637922,0.014699,0.0390127,0.00309608,0.0101284,0.00968197,0.021533,0.00754418,0.0207568,0.0250805,0,0,0.00962749,0,0.0222793,0.00791054,0.0434981,0.0146579,0.02828,0.00350162,0.00756921,0.0547332,0.00709826,0.0377284,0.00337359,0.00262291,0.00633749,0.00621671,0.00621917,0.00999758,0.0125206,0.0241659,0.00853074,0.00208659,0.0196045,0.0208908,0,0,0,0.00136688,0.0257876
116,0,0,0,0,0,0,0.0177403,0.0167706,0,0,0,0.0306014,0.0144496,0.0238366,0,0,0.00159079,0,0.0247496,0.00489666,0.0333738,0.0230664,0.00440557,0.00568796,0.00787575,0.0147647,0.00592635,0.00573909,0.0221489,0.0104462,0.0114326,0.00648765,0.0145859,0.0395383,0.00313742,0.0101359,0.010714,0.0215237,0.00747571,0.0211184,0.0249555,0,0,0.00937243,0,0.0222793,0.00777042,0.0437519,0.0142481,0.0283441,0.00468009,0.0075635,0.0544229,0.00651803,0.0367285,0.00380456,0.00223575,0.00672774,0.00765001,0.00579111,0.00896524,0.0119172,0.0239603,0.00842128,0.00201558,0.0195804,0.0208444,0,0,0,0.00147299,0.0257335
117,0,0,0,0,0,0,0.0176983,0.0166539,0,0,0,0.0308218,0.0144553,0.0237754,0,0,0.00170623,0,0.0247458,0.00495407,0.0330256,0.0231495,0.00418893,0.00563242,0.00797892,0.0148871,0.00634998,0.00560948,0.021803,0.0105589,0.0115752,0.00650332,0.0144694,0.0399069,0.003161,0.0101427,0.0119408,0.0215018,0.00780191,0.0216027,0.0248252,0,0,0.00912737,0,0.0222684,0.00761577,0.0440776,0.0134283,0.0283645,0.00598236,0.00753608,0.054076,0.00576424,0.0357839,0.00533707,0.00275791,0.00748341,0.00937314,0.00612441,0.00820801,0.0110488,0.0237366,0.00829697,0.00197435,0.0195377,0.0208148,0,0,0,0.0015458,0.0257271
118,0,0,0,0,0,0,0.0176314,0.016514,0,0,0,0.0311094,0.0144502,0.0237346,0,0,0.00186629,0,0.0247204,0.00504474,0.0326661,0.0232878,0.00399139,0.00552116,0.00812186,0.0152213,0.00669897,0.00550556,0.0216738,0.0106418,0.0117229,0.00657728,0.0143371,0.0403441,0.00317393,0.0101332,0.013489,0.0214892,0.00838208,0.0220774,0.0246718,0,0,0.00887998,0,0.0222662,0.00749388,0.0445673,0.0123081,0.0283219,0.00698723,0.0074533,0.0535742,0.00501936,0.0350256,0.00718161,0.00398488,0.00864506,0.011477,0.00744362,0.00817616,0.0103926,0.0234815,0.00822705,0.00195239,0.0194722,0.0208084,0,0,0,0.00158209,0.0257522
119,0,0,0,0,0,0,0.0175348,0.0163967,0,0,0,0.0313464,0.0144144,0.0240197,0,0,0.00205705,0,0.0247624,0.00516323,0.03231,0.0234137,0.00399751,0.005447,0.00833218,0.0154309,0.00698202,0.00530095,0.021585,0.0107328,0.0118887,0.00670338,0.0141785,0.040776,0.00316687,0.0101534,0.0155512,0.0215023,0.00938964,0.0226181,0.0245681,0,0,0.00859245,0,0.0222937,0.00739098,0.0451418,0.0116837,0.0283245,0.00782556,0.0074074,0.0530493,0.00445583,0.0344832,0.00898548,0.00567317,0.0102146,0.0137111,0.00934621,0.00911206,0.0110557,0.0232206,0.00815867,0.00189375,0.0193996,0.0208347,0,0,0,0.00155307,0.0257268
120,0,0,0,0,0,0,0.0174314,0.0162811,0,0,0,0.0315479,0.0143777,0.0243836,0,0,0.00223922,0,0.0248527,0.00530199,0.0319346,0.0236529,0.00416913,0.00525751,0.0085097,0.0154461,0.00736646,0.00520343,0.0213845,0.0108931,0.0120916,0.00684084,0.0139801,0.0411455,0.00317951,0.0101938,0.0179984,0.0215228,0.0106646,0.0232069,0.0244604,0,0,0.00835309,0,0.0223175,0.00731307,0.0457703,0.0116916,0.0283333,0.00831568,0.00740159,0.0525279,0.00428439,0.0341831,0.0105276,0.00740812,0.0121104,0.0158976,0.0115138,0.0108597,0.0132276,0.0229344,0.00811682,0.00184325,0.0192242,0.0208725,0,0,0,0.00152425,0.0257503
121,0,0,0,0,0,0,0.0172747,0.016036,0,0,0,0.0316826,0.0143872,0.0245971,0,0,0.00240646,0,0.0249147,0.00546656,0.0315746,0.0239545,0.00408164,0.00504978,0.0086517,0.0153958,0.00769514,0.00507252,0.021151,0.011107,0.0123554,0.007018,0.0137821,0.0414113,0.00319283,0.010201,0.0203471,0.021583,0.0119419,0.0237078,0.0242045,0,0,0.00814248,0,0.022448,0.00715611,0.0464696,0.0123845,0.0282961,0.00831361,0.00733507,0.0516479,0.00454057,0.0340948,0.0116003,0.00886043,0.0140868,0.017903,0.0137079,0.0131301,0.0163101,0.0224457,0.00781513,0.00207705,0.0189049,0.020807,0,0,0,0.00164775,0.0258858
122,0,0,0,0,0,0,0.0173759,0.0159668,0,0,0,0.0315165,0.01436,0.0245394,0,0,0.00263598,0,0.0250212,0.00568166,0.0312791,0.0239035,0.00391415,0.00499183,0.00886169,0.0152814,0.00796519,0.00502382,0.0209379,0.0112095,0.0124815,0.00707586,0.0136816,0.0414701,0.00329155,0.0102174,0.022872,0.0216043,0.0132109,0.0241688,0.0242394,0,0,0.00777501,0,0.0224194,0.00696838,0.046959,0.0134627,0.0283446,0.00883957,0.0075171,0.0514085,0.00498441,0.033945,0.0126446,0.0102516,0.0156827,0.0194596,0.0153432,0.0149652,0.0197536,0.0222114,0.0078084,0.00255279,0.0187963,0.0209439,0,0,0,0.00162053,0.025822
123,0,0,0,0,0,0,0.0173643,0.0159805,0,0,0,0.0314645,0.0143143,0.024331,0,0,0.0028914,0,0.0251227,0.00574521,0.0312425,0.0237531,0.00363913,0.00478958,0.00890178,0.0150363,0.00821675,0.0050944,0.0206484,0.0113146,0.0125626,0.00711639,0.0135305,0.0416206,0.00324662,0.0102705,0.0243945,0.0215976,0.0140595,0.0243965,0.0242599,0,0,0.00772538,0,0.0223703,0.00695859,0.0473768,0.0144212,0.0281557,0.00862322,0.00741006,0.0513043,0.00555074,0.034087,0.0128758,0.0111181,0.0170684,0.0206102,0.0167697,0.0167337,0.0225392,0.0222084,0.00809233,0.00285779,0.0188065,0.0210197,0,0,0,0.00140323,0.0260811
124,0,0,0,0,0,0,0.0173669,0.0160289,0,0,0,0.031294,0.0142696,0.0237853,0,0,0.00319382,0,0.025226,0.00581347,0.031325,0.02333,0.00324543,0.004659,0.00896804,0.0148236,0.0084243,0.00484837,0.0202557,0.0112921,0.0124399,0.00697393,0.0134739,0.0414311,0.00331017,0.0103018,0.0253608,0.0216001,0.0145375,0.0245511,0.0242887,0,0,0.0075846,0,0.0223396,0.00688661,0.0474341,0.0149624,0.0280159,0.00907904,0.00748881,0.0512757,0.00591126,0.0342467,0.0130049,0.0115904,0.0177005,0.0211664,0.017359,0.0173456,0.0244378,0.0222133,0.00818891,0.00297377,0.0188636,0.0210816,0,0,0,0.00129828,0.0262282
125,0,0,0,0,0,0,0.0173279,0.0161069,0,0,0,0.0311173,0.014255,0.0230642,0,0,0.00345167,0,0.0252952,0.00585814,0.0315499,0.0226843,0.002772,0.00447725,0.00907354,0.0144929,0.00861286,0.00438135,0.0197027,0.011258,0.0123659,0.00685517,0.0133852,0.0411269,0.00348283,0.0103027,0.0251728,0.0216126,0.014562,0.024444,0.0242928,0,0,0.00756694,0,0.0223431,0.00690479,0.0472891,0.0150091,0.0277997,0.00958918,0.00763324,0.0514311,0.00597463,0.0345546,0.0127295,0.0114811,0.0176911,0.0211801,0.0172924,0.0170779,0.0247932,0.022352,0.00835595,0.00266129,0.0190351,0.0210787,0,0,0,0.00123839,0.0264002
126,0,0,0,0,0,0,0.0173311,0.0161555,0,0,0,0.0304352,0.0142591,0.022273,0,0,0.00362909,0,0.0252771,0.00596815,0.0318596,0.0220128,0.00241571,0.00429985,0.00902252,0.0141501,0.00874533,0.00425185,0.0189619,0.0112038,0.0123416,0.00674109,0.013324,0.0405454,0.00350495,0.0102929,0.0236469,0.0216275,0.0141045,0.0242165,0.0242731,0,0,0.00765622,0,0.0223887,0.00699151,0.0470919,0.0145799,0.0275985,0.00989322,0.00765523,0.0515125,0.00571975,0.0349416,0.0121185,0.0108006,0.0170773,0.0206143,0.0166269,0.0161466,0.0233504,0.0225316,0.00850199,0.00202465,0.0190456,0.0210062,0,0,0,0.00118465,0.0266496
127,0,0,0,0,0,0,0.0173732,0.0161448,0,0,0,0.0292986,0.014292,0.0213861,0,0,0.00361849,0,0.0252398,0.00606749,0.0321254,0.0213844,0.00233783,0.00420283,0.008894,0.0138966,0.00884535,0.00424072,0.0182904,0.011052,0.0123308,0.00655458,0.0133623,0.0395592,0.00347828,0.0102588,0.0211304,0.0216677,0.0131114,0.0239528,0.0242504,0,0,0.00785966,0,0.0224353,0.00711942,0.0469104,0.0133997,0.0274439,0.00966342,0.00740517,0.051498,0.00528464,0.0353853,0.0111642,0.0096945,0.015955,0.0194579,0.0154714,0.0148623,0.0205301,0.0227372,0.0086461,0.00209104,0.0188248,0.0209128,0,0,0,0.00115144,0.0269887
128,0,0,0,0,0,0,0.017412,0.0160433,0,0,0,0.0279067,0.0143409,0.0201578,0,0,0.00346893,0,0.0251668,0.00618096,0.032316,0.0204322,0.00273741,0.00424233,0.00881941,0.0135257,0.00904899,0.00436087,0.0175432,0.0107795,0.0121623,0.00624816,0.0134559,0.0380189,0.00350108,0.0101928,0.0177967,0.0217354,0.011841,0.0237238,0.0241965,0,0,0.00816268,0,0.0224709,0.00729396,0.0466742,0.0119477,0.027262,0.00898625,0.00707046,0.0514489,0.00476953,0.0358956,0.0100301,0.00847311,0.0144282,0.0178545,0.0138844,0.0132288,0.0169027,0.0230101,0.00879221,0.00297675,0.0187068,0.0208279,0,0,0,0.00116616,0.0272796
129,0,0,0,0,0,0,0.0174736,0.0159597,0,0,0,0.0257996,0.0144042,0.0185686,0,0,0.00335632,0,0.0249995,0.00613907,0.0324669,0.0191259,0.00360269,0.00429803,0.00871178,0.012987,0.00911435,0.00480907,0.0166221,0.0103389,0.0116979,0.00582382,0.0136747,0.0356359,0.00339179,0.0101041,0.0135869,0.0217866,0.0113936,0.0236107,0.024222,0,0,0.0085453,0,0.0224963,0.00748766,0.0465167,0.0126833,0.0269357,0.00806165,0.00669192,0.0514307,0.00435768,0.0365623,0.00890917,0.0074642,0.0132265,0.0166652,0.0123843,0.0117439,0.0128079,0.0233196,0.00891576,0.00349003,0.0182439,0.0208534,0,0,0,0.0012471,0.0276807
130,0,0,0,0,0,0,0.0174503,0.0159315,0,0,0,0.0229804,0.0144482,0.0165074,0,0,0.00321659,0,0.0249412,0.00584735,0.0326501,0.0172613,0.00460524,0.00423575,0.00860288,0.0123916,0.0091002,0.00548151,0.0157657,0.00974009,0.010928,0.00530547,0.0140362,0.0324313,0.00334665,0.010113,0.00980238,0.0218099,0.0134285,0.023595,0.0243447,0,0,0.0088524,0,0.0225204,0.00757543,0.0465877,0.0162721,0.0263073,0.00835573,0.00642346,0.0513907,0.0040187,0.0372074,0.00862315,0.00756561,0.0133599,0.0167099,0.0117706,0.0113868,0.0110179,0.0235428,0.00894329,0.00369002,0.0179817,0.0210335,0,0,0,0.00126224,0.0281057
131,0,0,0,0,0,0,0.0173485,0.0159644,0,0,0,0.019395,0.014444,0.0137577,0,0,0.00326422,0,0.0248815,0.00572797,0.0329472,0.0146493,0.0056779,0.00402831,0.00826082,0.0116233,0.0091455,0.00630928,0.0148439,0.00893465,0.00975205,0.00459168,0.0145402,0.0283136,0.00331207,0.0101409,0.00810078,0.0218505,0.0153061,0.0234847,0.0245944,0,0,0.00901915,0,0.0225797,0.00759636,0.0469198,0.0182791,0.0256195,0.0103139,0.00615087,0.0512623,0.00351591,0.0377467,0.00939591,0.00867335,0.0143118,0.0174139,0.0123195,0.012735,0.0122414,0.0236346,0.00885119,0.00378902,0.0178982,0.0213136,0,0,0,0.00122753,0.028496
132,0,0,0,0,0,0,0.0172846,0.0159998,0,0,0,0.015474,0.0143924,0.0107051,0,0,0.00337142,0,0.0248312,0.00574949,0.0334458,0.0116549,0.00666748,0.00385908,0.00779141,0.010851,0.00953725,0.00719978,0.0138877,0.00775108,0.00818462,0.003808,0.0150916,0.0236998,0.00321906,0.010159,0.00757352,0.0218709,0.0143251,0.0233612,0.0247714,0,0,0.0093379,0,0.0225907,0.00784668,0.0470047,0.0180165,0.0252225,0.0120756,0.00576642,0.051199,0.00304431,0.0380511,0.00991448,0.00931054,0.0140398,0.0172275,0.0122912,0.0124869,0.0123263,0.0238419,0.0090675,0.00391269,0.0177867,0.0213862,0,0,0,0.00114991,0.028854
133,0,0,0,0,0,0,0.0173367,0.0161172,0,0,0,0.0114431,0.0143394,0.00783349,0,0,0.00338692,0,0.0247861,0.00566248,0.0340088,0.0086115,0.00773179,0.00361548,0.00733911,0.0102905,0.00973853,0.00801171,0.0128986,0.00630793,0.00636361,0.00315665,0.0156701,0.0186841,0.00290668,0.0101798,0.006659,0.0219308,0.0122998,0.0234652,0.0248758,0,0,0.00977809,0,0.0226746,0.008113,0.0465083,0.0172116,0.0252581,0.0119456,0.00546681,0.0514776,0.00282054,0.0382881,0.00939621,0.00908218,0.0122924,0.0154313,0.0110084,0.0107252,0.0106111,0.0241806,0.00899269,0.00381885,0.0177703,0.0213312,0,0,0,0.00115035,0.0290282
134,0,0,0,0,0,0,0.0172224,0.0162565,0,0,0,0.0079249,0.0143053,0.00591417,0,0,0.00325026,0,0.0247214,0.00569881,0.0344547,0.00570619,0.0087321,0.00315917,0.00704299,0.00951897,0.00961462,0.00880239,0.0119404,0.00478015,0.00465031,0.00292245,0.0162508,0.0135237,0.00255633,0.0102006,0.00675719,0.0220024,0.0106369,0.0238132,0.0247958,0,0,0.0102489,0,0.0227816,0.008385,0.0459683,0.016635,0.0255649,0.00904887,0.00529487,0.0518667,0.00284361,0.0387978,0.00801639,0.00807469,0.0103792,0.0132193,0.00941724,0.00923584,0.00841354,0.0247237,0.00899205,0.00368388,0.0177528,0.0211681,0,0,0,0.00124645,0.0290331
135,0,0,0,0,0,0,0.0171359,0.0164365,0,0,0,0.00726172,0.0143167,0.00650497,0,0,0.00313016,0,0.0246416,0.00561132,0.0347664,0.00428533,0.00952717,0.00270823,0.00683854,0.00846016,0.00941748,0.00965833,0.0110861,0.00329604,0.00370406,0.00330976,0.0168655,0.00891576,0.00221321,0.010202,0.00417837,0.0220585,0.00984153,0.024174,0.0248404,0,0,0.0106774,0,0.0228343,0.00857884,0.0460065,0.0165954,0.0259719,0.00529219,0.00496468,0.0524892,0.00311573,0.0396587,0.00624227,0.0067411,0.00910835,0.0118208,0.00815794,0.00833422,0.00623772,0.0254711,0.00915529,0.00386625,0.0177684,0.0210559,0,0,0,0.00138241,0.0290457
136,0,0,0,0,0,0,0.017012,0.0162171,0,0,0,0.00997733,0.0143142,0.00931315,0,0,0.00300808,0,0.0245887,0.00572414,0.0350168,0.00623364,0.00994254,0.00220237,0.00691164,0.00786105,0.00937331,0.0102917,0.0104316,0.00208871,0.00434804,0.00393932,0.0173239,0.00834186,0.00220134,0.0101988,0.00104573,0.0220915,0.00955054,0.0244694,0.0246108,0,0,0.0104043,0,0.0229199,0.00837196,0.0463697,0.0166696,0.0263176,0.00417705,0.00492578,0.0518655,0.00373624,0.0404516,0.00493702,0.00602035,0.00844898,0.0110839,0.00704288,0.00749325,0.00788098,0.0252339,0.00897374,0.00404583,0.0173481,0.0207056,0,0,0,0.00141201,0.0289943
137,0,0,0,0,0,0,0.0170789,0.0160454,0,0,0,0.0147947,0.0143534,0.0128203,0,0,0.00280358,0,0.0245216,0.00575512,0.0354398,0.00970907,0.0102985,0.00219699,0.00685353,0.00735882,0.00898385,0.010987,0.00981892,0.00244827,0.00641486,0.00452527,0.0177076,0.0126653,0.0020339,0.0101707,0.0025316,0.0221002,0.00915691,0.0245969,0.0247185,0,0,0.0103154,0,0.0229369,0.00827838,0.0467029,0.0160898,0.0263036,0.00542683,0.00454656,0.0515058,0.004541,0.0410363,0.0042306,0.00604067,0.00787329,0.0104974,0.00605885,0.00630583,0.00893652,0.0249505,0.0089964,0.00406503,0.0170894,0.0207277,0,0,0,0.0014082,0.0293898
138,0,0,0,0,0,0,0.0171561,0.0158937,0,0,0,0.0199551,0.0144227,0.0160281,0,0,0.00260322,0,0.0244624,0.00571471,0.0360712,0.0135487,0.0102969,0.00258314,0.00672207,0.00711714,0.00837761,0.011659,0.00933938,0.00376338,0.00885103,0.00489172,0.0179984,0.0185928,0.00202427,0.0101279,0.00344794,0.0220951,0.00843738,0.0245419,0.0248609,0,0,0.0103619,0,0.0229428,0.00826569,0.0464207,0.014903,0.0259821,0.00733376,0.00416052,0.051179,0.00505318,0.0411465,0.00455602,0.00652184,0.00713871,0.00987528,0.00523287,0.0051801,0.00832251,0.0245866,0.00907354,0.00391642,0.0169074,0.0209287,0,0,0,0.00138135,0.0300766
139,0,0,0,0,0,0,0.0172703,0.0158037,0,0,0,0.0249021,0.0145207,0.0187924,0,0,0.00238928,0,0.0243997,0.0056103,0.0367569,0.0173879,0.00985476,0.00309123,0.00658524,0.00693999,0.00772628,0.0119492,0.00904554,0.00523769,0.0108739,0.00502046,0.0183028,0.0245861,0.00212705,0.0100623,0.00471987,0.0221134,0.00775019,0.0243221,0.0249966,0,0,0.0105665,0,0.0229762,0.00838851,0.0455934,0.0139464,0.0256634,0.00783809,0.0039063,0.0510344,0.00505549,0.0408901,0.00530103,0.00685523,0.00634529,0.0093561,0.00488636,0.00450889,0.00734977,0.0243872,0.00919806,0.0037432,0.0167637,0.021137,0,0,0,0.00140453,0.0307964
140,0,0,0,0,0,0,0.0174232,0.0157464,0,0,0,0.0296921,0.0146141,0.0209045,0,0,0.00217907,0,0.0243436,0.005485,0.0374216,0.0208103,0.00928673,0.00336484,0.0065394,0.00667385,0.00744308,0.0120939,0.00896081,0.00676093,0.012533,0.00506318,0.0186195,0.0304468,0.00229918,0.0099946,0.00702664,0.022148,0.00755369,0.0241371,0.0251932,0,0,0.0108201,0,0.0230355,0.00852732,0.0447076,0.0136243,0.0255299,0.00639001,0.00384218,0.0511129,0.0047404,0.0406249,0.00567088,0.0067356,0.0057246,0.00899436,0.00493003,0.00433193,0.00749737,0.0244216,0.00926732,0.00362501,0.0167479,0.021241,0,0,0,0.00136053,0.0313252
141,0,0,0,0,0,0,0.0175408,0.0158172,0,0,0,0.0340121,0.0146787,0.0223922,0,0,0.00189863,0,0.0243022,0.00534789,0.0380604,0.0236809,0.00863376,0.00323042,0.00663609,0.00661804,0.00736,0.011988,0.00900394,0.00814758,0.0137944,0.00487968,0.0189006,0.0362251,0.00263279,0.00992259,0.00849982,0.0221215,0.00782709,0.0241377,0.0254929,0,0,0.0112517,0,0.0228788,0.00887899,0.0442718,0.0135171,0.0255703,0.00412655,0.00390595,0.051766,0.00438272,0.0406954,0.00543584,0.00630157,0.00537773,0.00858494,0.00502285,0.00464431,0.00919827,0.0250875,0.0101826,0.00365179,0.0169656,0.0212543,0,0,0,0.00110408,0.0315979
142,0,0,0,0,0,0,0.0175036,0.0158734,0,0,0,0.0380271,0.0147765,0.0235369,0,0,0.00168947,0,0.0242576,0.00519882,0.0386801,0.0260315,0.00810815,0.00285848,0.00664797,0.00651936,0.00720681,0.011628,0.00905463,0.00926727,0.0147001,0.00461248,0.0191854,0.0423059,0.00285673,0.00985674,0.00963627,0.0221332,0.00832828,0.0241395,0.0256391,0,0,0.0115354,0,0.0228662,0.00908433,0.044623,0.0135683,0.0256402,0.00239002,0.0038386,0.0521337,0.00407654,0.0411514,0.00485311,0.00580858,0.00515787,0.00817325,0.00520823,0.00541265,0.010113,0.0255043,0.0103935,0.00361501,0.0171583,0.0211829,0,0,0,0.00132399,0.0316367
143,0,0,0,0,0,0,0.0175354,0.0158989,0,0,0,0.0417615,0.0148815,0.0241862,0,0,0.00154261,0,0.024208,0.00507226,0.0392497,0.0277448,0.00771639,0.00226069,0.00656293,0.00644358,0.00709274,0.0110379,0.0091103,0.0100919,0.0152233,0.00448989,0.0194287,0.048742,0.00289259,0.0098122,0.0105468,0.0221405,0.00878457,0.0238078,0.0256803,0,0,0.0117651,0,0.0228596,0.00927704,0.0455619,0.0136411,0.0257237,0.00204046,0.00380501,0.0524272,0.00398131,0.0418463,0.00435026,0.00547105,0.00507555,0.00778956,0.00553674,0.00639138,0.011006,0.0258074,0.0105511,0.00357546,0.0172697,0.021167,0,0,0,0.00300943,0.0314702
