Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LTHI
38,0,0,0,0,0,0,0.0265364,0.0385536,0,0,0,0.035215,0.0197239,0.0232735,0,0,0.0148145,0,0.0200145,0.00449527,0.0353427,0.02682,0.0111053,0.00856064,0.065729,0.0210562,0.0115286,0.0100109,0.010312,0.00523345,0.0129841,0.00789448,0.0148569,0.0419857,0.0167554,0.00762489,0.00787704,0.0175078,0.00756014,0.0179764,0,0,0.0404502,0,0.0185265,0.0255176,0.0559976,0.0137567,0.0144385,0.010536,0.0517624,0.0361204,0.00410099,0.0351604,0.00847309,0.0046558,0.00723161,0.00339397,0.00918269,0.0150198,0.00554004,0.0385655,0.0147055,0.00925472,0.0424603,0.0177926,0,0,0,0.00270678
39,0,0,0,0,0,0,0.0267395,0.0389306,0,0,0,0.0298379,0.0197011,0.0200158,0,0,0.0149786,0,0.0200539,0.00449294,0.0356532,0.02328,0.0108599,0.00854087,0.0661828,0.0213112,0.0115982,0.00963543,0.0107955,0.00475828,0.0116091,0.00743899,0.0142773,0.0360268,0.0169133,0.00766485,0.00774671,0.017527,0.00755526,0.0182146,0,0,0.0407582,0,0.0185493,0.0257438,0.0559592,0.0139234,0.0144035,0.0108607,0.052154,0.036501,0.00404056,0.0353036,0.00833019,0.00478756,0.00742021,0.00328781,0.00931799,0.015406,0.00540241,0.0388434,0.0148006,0.00926374,0.0428542,0.0180811,0,0,0,0.00194657
40,0,0,0,0,0,0,0.0269493,0.0393046,0,0,0,0.0240084,0.0197391,0.0165256,0,0,0.0152699,0,0.0201689,0.00470992,0.0359614,0.019394,0.0105601,0.00874751,0.0667463,0.021575,0.0119308,0.00896784,0.0113034,0.00504494,0.0104997,0.00717127,0.013687,0.0296588,0.017107,0.00772967,0.00765377,0.0175233,0.00752374,0.0184543,0,0,0.0410667,0,0.0185431,0.0259445,0.0559165,0.0140037,0.0142795,0.0112025,0.052709,0.036883,0.00405058,0.0354609,0.00821859,0.00487946,0.00757865,0.00326778,0.00936145,0.015783,0.00526363,0.039134,0.0148758,0.00921846,0.0432597,0.0183769,0,0,0,0.00105772
41,0,0,0,0,0,0,0.0271329,0.0396426,0,0,0,0.0180827,0.0198064,0.0133664,0,0,0.0156689,0,0.0203229,0.00487854,0.0363054,0.0156612,0.0102328,0.00950418,0.0674304,0.0218726,0.0127062,0.00861141,0.0117621,0.00603865,0.00983118,0.00702776,0.0131707,0.0231446,0.0174027,0.00780324,0.00745988,0.0175353,0.00738787,0.0186314,0,0,0.0414055,0,0.0185542,0.0261422,0.0559051,0.0139574,0.0140834,0.0115743,0.0533929,0.0372823,0.00403675,0.0356449,0.00809386,0.00499556,0.00775828,0.00334021,0.00946932,0.0159957,0.00512473,0.0394474,0.0149547,0.00925906,0.0436548,0.0186456,0,0,0,0.000897346
42,0,0,0,0,0,0,0.027345,0.0400129,0,0,0,0.012422,0.0198186,0.0111302,0,0,0.0158235,0,0.0202855,0.00482053,0.0366546,0.0125709,0.00995061,0.0105921,0.0683209,0.0221541,0.0139905,0.00878345,0.0120477,0.0074714,0.00995286,0.00700545,0.0127598,0.0171697,0.0176434,0.00775959,0.00712255,0.0175758,0.00715754,0.0187459,0,0,0.0416783,0,0.0186014,0.0262898,0.0559203,0.01382,0.0138173,0.0119956,0.054262,0.0377808,0.00400118,0.0358682,0.00799151,0.00514634,0.00771616,0.0033923,0.00938615,0.0159433,0.00523295,0.0397633,0.0149678,0.00923515,0.044067,0.018858,0,0,0,0.00225996
43,0,0,0,0,0,0,0.0275221,0.0403709,0,0,0,0.00810734,0.0198463,0.0100145,0,0,0.015966,0,0.0202414,0.00489092,0.0369956,0.0104836,0.00975738,0.011903,0.0692797,0.0223819,0.0156446,0.00923465,0.0121246,0.00890941,0.0105568,0.0071394,0.0123859,0.0122141,0.0178397,0.00771917,0.00690315,0.0176011,0.00690236,0.0187878,0,0,0.0418301,0,0.0186247,0.026416,0.0559201,0.0135507,0.0134645,0.0123893,0.0552255,0.0382119,0.00402855,0.0361563,0.00785342,0.00533726,0.00750593,0.00342697,0.00913431,0.0157381,0.00548308,0.040029,0.014947,0.009113,0.0444704,0.0189588,0,0,0,0.00389307
44,0,0,0,0,0,0,0.0276477,0.040738,0,0,0,0.00671003,0.0198983,0.0100595,0,0,0.0162138,0,0.0202527,0.00501597,0.0374251,0.00968814,0.00956505,0.0133043,0.0703259,0.0226087,0.0174357,0.00993757,0.0123653,0.0102475,0.0114303,0.00745705,0.0121043,0.00853375,0.0180835,0.0076983,0.00685644,0.0176298,0.00668498,0.0187582,0,0,0.0419956,0,0.0186562,0.0265345,0.0558694,0.0131543,0.0131543,0.0125982,0.0562216,0.0386302,0.0040695,0.0365489,0.00763348,0.00553475,0.0074828,0.00346398,0.00897002,0.0154887,0.00573981,0.0402896,0.0149676,0.00910461,0.0449116,0.0189789,0,0,0,0.00556176
45,0,0,0,0,0,0,0.0278228,0.0411366,0,0,0,0.00841529,0.0199843,0.0108542,0,0,0.0165186,0,0.0202958,0.00515682,0.0379,0.00974206,0.00939876,0.0145418,0.0713874,0.0228343,0.0191708,0.0108865,0.0128365,0.0114867,0.0124009,0.007863,0.0118915,0.00777872,0.0183628,0.00769684,0.00681005,0.0176464,0.00657591,0.0187297,0,0,0.0421579,0,0.0186767,0.0265877,0.0558327,0.0128775,0.0128112,0.0132262,0.0572521,0.0390998,0.00421432,0.0369283,0.00746258,0.00582811,0.00772299,0.00353609,0.00895345,0.0153671,0.00598373,0.0405228,0.0149793,0.00914218,0.0454011,0.0190182,0,0,0,0.00715702
46,0,0,0,0,0,0,0.0280035,0.0414994,0,0,0,0.0108233,0.0199768,0.011948,0,0,0.0166721,0,0.0202989,0.00519979,0.0383791,0.0101779,0.00931592,0.0155712,0.0724086,0.0229882,0.0207014,0.0118013,0.0132821,0.0124955,0.0132655,0.00825582,0.0116578,0.00923086,0.0184955,0.0076851,0.00664325,0.0176473,0.00639501,0.0187367,0,0,0.0422568,0,0.0186752,0.0265947,0.0558418,0.0126527,0.0124711,0.0138927,0.0582689,0.0394827,0.00435003,0.0372337,0.00732972,0.00614556,0.00787869,0.00365409,0.00888198,0.0153119,0.0061766,0.0406823,0.0149764,0.00913299,0.0458453,0.0190858,0,0,0,0.00861967
47,0,0,0,0,0,0,0.0281276,0.041829,0,0,0,0.012981,0.020029,0.0129921,0,0,0.0169005,0,0.0203356,0.00532904,0.0388234,0.0107125,0.00927553,0.0163114,0.0732761,0.0232265,0.0219575,0.0125251,0.0137167,0.0132523,0.0138743,0.00855542,0.0114057,0.0107313,0.0187274,0.00766675,0.00653579,0.0176442,0.0062117,0.0187564,0,0,0.0422852,0,0.0186764,0.0265925,0.055846,0.0124521,0.0121692,0.0143579,0.0591115,0.0397525,0.00438996,0.0375259,0.00730673,0.00647863,0.00798129,0.00375314,0.00884498,0.015258,0.00632227,0.0407706,0.0149603,0.00912713,0.0461929,0.0191784,0,0,0,0.00986415
48,0,0,0,0,0,0,0.0282789,0.0422199,0,0,0,0.0143723,0.0201826,0.0140605,0,0,0.017272,0,0.0204298,0.00560625,0.0392512,0.011558,0.00926428,0.0170457,0.0741418,0.023525,0.0230173,0.0130715,0.0141731,0.0139328,0.0143803,0.0088246,0.0112285,0.0117906,0.0191114,0.00766908,0.00638007,0.0176265,0.00603005,0.0187941,0,0,0.0423247,0,0.0186597,0.0265973,0.0557986,0.0123219,0.0118936,0.0146722,0.0599077,0.0400202,0.00456786,0.0378399,0.00730902,0.00681105,0.00809541,0.0037802,0.00881951,0.0151216,0.00656272,0.040862,0.0149544,0.0090977,0.0466295,0.0192534,0,0,0,0.0108805
49,0,0,0,0,0,0,0.0284613,0.0426107,0,0,0,0.0150656,0.020285,0.0151899,0,0,0.0175796,0,0.0205188,0.00582212,0.0396693,0.0129548,0.00932626,0.0176762,0.0749518,0.0237747,0.0238458,0.0137119,0.0146382,0.014558,0.0148291,0.00891863,0.0111121,0.0120463,0.0194585,0.00768119,0.00620624,0.0176147,0.00597078,0.01887,0,0,0.0423706,0,0.0186389,0.0266057,0.0557206,0.0123667,0.0116921,0.0148583,0.0605803,0.0402771,0.00481366,0.0381618,0.00729816,0.00711349,0.00822448,0.00368933,0.00884589,0.0150463,0.00675737,0.0409842,0.0149677,0.00903215,0.047089,0.0194067,0,0,0,0.0117589
50,0,0,0,0,0,0,0.0286443,0.0429987,0,0,0,0.0155931,0.0203017,0.0161981,0,0,0.0178008,0,0.0205796,0.00597124,0.0399905,0.0145126,0.00945989,0.0182165,0.0756982,0.024009,0.0241931,0.0142111,0.0151053,0.0150336,0.0151888,0.00901452,0.0110252,0.0116856,0.0197468,0.00769166,0.00616916,0.0175942,0.006046,0.0190277,0,0,0.0423871,0,0.0186097,0.0266203,0.0555946,0.0126207,0.0115553,0.0149782,0.0611241,0.0405355,0.00511629,0.0384401,0.00734369,0.00742616,0.00831443,0.00355537,0.00902912,0.0151471,0.00676368,0.0410545,0.0150029,0.00897421,0.0474824,0.0196621,0,0,0,0.012487
51,0,0,0,0,0,0,0.0288271,0.0434312,0,0,0,0.0155374,0.0202907,0.0170108,0,0,0.0179829,0,0.0206284,0.0060711,0.0401873,0.0157261,0.00958648,0.0187863,0.0764242,0.0242912,0.0240187,0.0145754,0.0154321,0.0151765,0.0154581,0.00913031,0.0110758,0.0111741,0.0200011,0.00768901,0.00594163,0.0175616,0.00614365,0.0192624,0,0,0.0424385,0,0.0185781,0.0266784,0.0554988,0.0129057,0.0114616,0.0150324,0.0616626,0.0408611,0.00545092,0.0386962,0.00736139,0.0076941,0.00837571,0.00340554,0.00922988,0.0152903,0.00661561,0.0411309,0.0150802,0.00905012,0.047899,0.0199139,0,0,0,0.0131684
52,0,0,0,0,0,0,0.0289702,0.0438391,0,0,0,0.0148854,0.0202652,0.0177412,0,0,0.0180612,0,0.0206404,0.00603698,0.0403673,0.016087,0.00970279,0.0194142,0.0770744,0.0245873,0.0237337,0.0147319,0.0156304,0.0150271,0.0156408,0.00922743,0.0112208,0.0106702,0.0201819,0.00770095,0.00566959,0.0175343,0.00633218,0.0195268,0,0,0.0425296,0,0.0185507,0.0267836,0.0555815,0.0132514,0.0114363,0.0148967,0.0621879,0.0412105,0.00575578,0.0389933,0.00731252,0.00785973,0.00844215,0.00323933,0.00948835,0.0154174,0.0063338,0.0412517,0.0151833,0.00913505,0.0483405,0.0201196,0,0,0,0.0138321
53,0,0,0,0,0,0,0.0290717,0.0441971,0,0,0,0.0138486,0.0202215,0.0176286,0,0,0.017983,0,0.0206015,0.00597198,0.0405648,0.0156069,0.00986744,0.0199375,0.0775996,0.0248224,0.0233737,0.0149036,0.0157174,0.0148111,0.0158103,0.00926194,0.0111645,0.0100561,0.0202614,0.00771725,0.00545691,0.0175276,0.00655,0.0196996,0,0,0.0426173,0,0.0185249,0.0268738,0.0558925,0.0135928,0.0114636,0.0145958,0.062622,0.041471,0.0059708,0.0393706,0.00723384,0.0079478,0.00862465,0.00306977,0.00978282,0.0154852,0.00594808,0.0413497,0.0152806,0.00918778,0.0487179,0.0202364,0,0,0,0.0141405
54,0,0,0,0,0,0,0.0291983,0.0445114,0,0,0,0.0126435,0.0201922,0.0173416,0,0,0.0179098,0,0.0206029,0.00589573,0.0408118,0.0149525,0.0100032,0.0203636,0.078001,0.0249905,0.0229175,0.0147529,0.0156743,0.0144907,0.0159278,0.00928122,0.0111701,0.0093556,0.0203808,0.0077346,0.0052997,0.0174953,0.00684078,0.019888,0,0,0.0427314,0,0.0184798,0.0269678,0.0563589,0.0138259,0.0115614,0.0142499,0.0628495,0.0417716,0.00616037,0.0397689,0.00710721,0.00798812,0.00884399,0.00293464,0.0100205,0.0153845,0.00544366,0.0414287,0.0153913,0.00922059,0.0491074,0.0204038,0,0,0,0.0133295
55,0,0,0,0,0,0,0.0293388,0.044755,0,0,0,0.0113558,0.0201539,0.0169088,0,0,0.0177982,0,0.0206043,0.00591349,0.0411093,0.0142323,0.0101246,0.0205955,0.0782546,0.0250702,0.022326,0.0144736,0.015502,0.0142141,0.0159564,0.00928915,0.0112425,0.00880123,0.0204462,0.00774052,0.00507894,0.0174399,0.00700534,0.0200847,0,0,0.0428421,0,0.0184227,0.0270505,0.0568973,0.0138333,0.0116748,0.0137497,0.0629489,0.0421115,0.00625421,0.0403271,0.00686132,0.00789023,0.00891597,0.00278293,0.0100755,0.0151174,0.00498246,0.0415315,0.015498,0.00925005,0.0493933,0.020606,0,0,0,0.0113719
56,0,0,0,0,0,0,0.0294414,0.0449177,0,0,0,0.0100137,0.0200956,0.0163453,0,0,0.0176666,0,0.0205889,0.00589703,0.041362,0.013526,0.010248,0.0205255,0.0782846,0.0251128,0.0214538,0.0139449,0.0152256,0.013973,0.0158279,0.00927453,0.0112856,0.00855326,0.0204246,0.0077289,0.00488884,0.0173802,0.00717946,0.0202193,0,0,0.0429394,0,0.0183598,0.0271184,0.0574319,0.01379,0.0118692,0.0131959,0.062876,0.042372,0.00625778,0.0409152,0.00659308,0.00770754,0.00899098,0.00270691,0.0100938,0.0147466,0.00447755,0.0416563,0.0155962,0.00926171,0.0496237,0.0207709,0,0,0,0.00950342
57,0,0,0,0,0,0,0.0294854,0.0450415,0,0,0,0.00868912,0.0200448,0.0157884,0,0,0.0175404,0,0.0205735,0.00580121,0.0414606,0.0128206,0.0103989,0.0200374,0.0781936,0.0250907,0.0204214,0.0131801,0.0148261,0.0136925,0.0156076,0.00919295,0.0112953,0.00842469,0.0203373,0.00771674,0.00484011,0.0173373,0.00736481,0.0202465,0,0,0.0429978,0,0.018311,0.0271932,0.0578332,0.01375,0.0120975,0.0125228,0.0627811,0.0426032,0.00613998,0.0415007,0.00628595,0.00735243,0.00909232,0.00270462,0.0100629,0.0142432,0.00399352,0.0417801,0.015687,0.00927338,0.0497988,0.0208519,0,0,0,0.00832066
58,0,0,0,0,0,0,0.029498,0.0451409,0,0,0,0.00783548,0.0199946,0.0151101,0,0,0.0173907,0,0.0205227,0.00563171,0.0413651,0.0121667,0.010555,0.0192065,0.0779542,0.0249765,0.0195227,0.0123407,0.0143358,0.0133643,0.0152892,0.00901541,0.011266,0.00832693,0.0201384,0.00770357,0.00479171,0.0173025,0.0075435,0.0202088,0,0,0.0431063,0,0.0182889,0.0273032,0.0580932,0.0136539,0.0123349,0.011677,0.0626391,0.0427493,0.0059326,0.042105,0.00593517,0.00679751,0.0091436,0.00275192,0.00984686,0.0135047,0.00356171,0.0418969,0.0158278,0.00928913,0.0499249,0.02083,0,0,0,0.00812376
59,0,0,0,0,0,0,0.0294935,0.0452101,0,0,0,0.00750577,0.0200457,0.0144658,0,0,0.0173041,0,0.0205475,0.00562389,0.0411147,0.0117341,0.0107073,0.0182958,0.077692,0.0248323,0.0189475,0.0115917,0.013804,0.0129441,0.0147769,0.00874044,0.011223,0.00828802,0.0199541,0.00774301,0.0048661,0.0172814,0.00798642,0.0201065,0,0,0.0431846,0,0.0182719,0.0273838,0.0581957,0.0139238,0.012629,0.0109088,0.0623306,0.0428511,0.0056774,0.0426843,0.00565567,0.00616301,0.00916932,0.00301162,0.00964047,0.0126696,0.00327033,0.0419415,0.0159527,0.00938025,0.0499821,0.0207181,0,0,0,0.0084812
60,0,0,0,0,0,0,0.0294694,0.0454178,0,0,0,0.00774959,0.020075,0.0129263,0,0,0.0174075,0,0.0205404,0.00565233,0.0408796,0.0109521,0.0107059,0.0174701,0.0776838,0.024771,0.0184952,0.0107733,0.0133845,0.0121344,0.0136345,0.00829378,0.0112481,0.00886765,0.0199559,0.00777741,0.00471282,0.0172386,0.00830945,0.0200226,0,0,0.0432309,0,0.0182362,0.0274294,0.0583281,0.0139524,0.0128929,0.00987706,0.0621221,0.0430939,0.00548901,0.0431957,0.00546084,0.00539142,0.00900037,0.00336489,0.00939418,0.0116026,0.0028414,0.0420384,0.0160912,0.0094236,0.0501619,0.0206272,0,0,0,0.00828744
61,0,0,0,0,0,0,0.0293015,0.0458496,0,0,0,0.0081375,0.0200019,0.0107462,0,0,0.0176483,0,0.0204581,0.00560071,0.0410146,0.0081019,0.0102977,0.0172595,0.0781406,0.0247603,0.0178775,0.00991337,0.0138158,0.0105231,0.011763,0.00716817,0.0116981,0.00999936,0.0201297,0.00780183,0.00476603,0.0171924,0.00900838,0.0199762,0,0,0.0435094,0,0.0182023,0.0276283,0.0586258,0.0142507,0.0131639,0.00904253,0.062167,0.043609,0.00544502,0.0434383,0.00544668,0.0047103,0.00885452,0.00390493,0.00934868,0.0107779,0.00262486,0.0424432,0.0163476,0.00949381,0.0506259,0.0206733,0,0,0,0.00812285
62,0,0,0,0,0,0,0.0290698,0.0465324,0,0,0,0.00775579,0.0198711,0.0100244,0,0,0.0180229,0,0.0203482,0.00557093,0.041711,0.00733756,0.00960054,0.0172459,0.0787133,0.0248276,0.0174661,0.00967091,0.0157022,0.00895767,0.0108186,0.00607391,0.012692,0.00923854,0.0204934,0.00784074,0.00534277,0.0171317,0.00988124,0.0200318,0,0,0.0441821,0,0.0181507,0.0280984,0.0591897,0.014563,0.0133517,0.00827804,0.0623009,0.0444945,0.00552155,0.0435409,0.00562728,0.00417741,0.00866282,0.00443953,0.00936796,0.010129,0.00243375,0.0432566,0.0167717,0.00962207,0.0514417,0.0207914,0,0,0,0.00870584
63,0,0,0,0,0,0,0.0288112,0.0470502,0,0,0,0.00806214,0.019805,0.0091663,0,0,0.0182726,0,0.0202923,0.00566016,0.0422357,0.0101856,0.00896206,0.0169867,0.0788939,0.0248399,0.0178268,0.0102702,0.0175834,0.00924654,0.0110679,0.00607625,0.0135203,0.00610236,0.0208451,0.0078685,0.00647759,0.017057,0.0107273,0.019856,0,0,0.0449053,0,0.0180862,0.0285711,0.0598829,0.0148099,0.0135209,0.00764877,0.0623374,0.0453369,0.00556457,0.0437515,0.00594303,0.00381098,0.00847991,0.00500809,0.00940162,0.00957068,0.00240775,0.0440998,0.0172207,0.00974072,0.0521455,0.0204218,0,0,0,0.00935786
64,0,0,0,0,0,0,0.0285809,0.047053,0,0,0,0.0102938,0.0197958,0.00898833,0,0,0.0182426,0,0.0202866,0.00568637,0.0418946,0.0116703,0.00869293,0.0156914,0.0784105,0.0245899,0.018233,0.0103661,0.0177103,0.0101221,0.0111417,0.00657283,0.0135251,0.00509537,0.0208281,0.00786056,0.00786382,0.0169917,0.011429,0.0193358,0,0,0.0452268,0,0.0180499,0.0288521,0.0605422,0.0147613,0.0136729,0.00714561,0.0621047,0.0456483,0.00552535,0.0441243,0.0064377,0.00367739,0.00856514,0.00567308,0.00948832,0.00924509,0.00288641,0.0444717,0.0175494,0.00979435,0.0523879,0.0195004,0,0,0,0.00920691
65,0,0,0,0,0,0,0.028445,0.0466622,0,0,0,0.0107406,0.0198087,0.00954813,0,0,0.0178662,0,0.0202643,0.00550877,0.0410496,0.0122724,0.00884839,0.0136431,0.0772496,0.0240942,0.0173266,0.00954918,0.0162267,0.010113,0.0107957,0.00688546,0.0128367,0.00556563,0.0203596,0.00781703,0.00970039,0.0169603,0.0120603,0.0187145,0,0,0.0450971,0,0.0180384,0.0288685,0.0610438,0.0143643,0.0138513,0.00694415,0.0613986,0.0454081,0.00549687,0.0445027,0.00709368,0.00392186,0.00896169,0.00646439,0.00974531,0.00932335,0.00336167,0.0442085,0.0176717,0.00976918,0.0521924,0.0185819,0,0,0,0.00835525
66,0,0,0,0,0,0,0.0282453,0.0461348,0,0,0,0.00937124,0.0198889,0.0102899,0,0,0.0175454,0,0.0202743,0.00532828,0.0403233,0.0133717,0.00917757,0.0118908,0.0756205,0.0236166,0.0148688,0.00830139,0.0144403,0.009485,0.0101073,0.00719865,0.011765,0.00577338,0.0198715,0.00778045,0.0110009,0.0169604,0.012643,0.0182604,0,0,0.0446502,0,0.0180525,0.0286304,0.0613229,0.0136223,0.0140902,0.00714181,0.0603198,0.044752,0.00568673,0.0447541,0.00787083,0.00450156,0.00949088,0.00730624,0.0101197,0.00964677,0.00492312,0.0435539,0.0176281,0.00962944,0.0516985,0.0181483,0,0,0,0.00733109
67,0,0,0,0,0,0,0.0279042,0.0457442,0,0,0,0.00795076,0.0200292,0.0108991,0,0,0.0174839,0,0.0203548,0.00544705,0.0399782,0.0151238,0.00921867,0.0112019,0.0739847,0.023249,0.0125783,0.00716963,0.0135625,0.00903129,0.00924976,0.00742581,0.0108967,0.00557171,0.019632,0.00775903,0.0116961,0.0169864,0.0129545,0.0179497,0,0,0.044249,0,0.0180969,0.0283328,0.061361,0.0122518,0.0144193,0.00762027,0.0592291,0.044059,0.00575042,0.044707,0.00881837,0.00545062,0.00986266,0.00800409,0.010383,0.00980794,0.00750787,0.0429992,0.0175598,0.00951103,0.0511758,0.0180979,0,0,0,0.00670465
68,0,0,0,0,0,0,0.027552,0.0455283,0,0,0,0.00800942,0.0200485,0.0114922,0,0,0.0173261,0,0.0203626,0.00538535,0.0397194,0.0167387,0.00881409,0.0115367,0.0725802,0.0229583,0.0117421,0.00645504,0.0140055,0.00912111,0.00855807,0.00747673,0.0105686,0.00667453,0.0194829,0.00774648,0.0123115,0.0170049,0.0128611,0.0177617,0,0,0.043986,0,0.0181319,0.0281711,0.0612837,0.0101186,0.0146724,0.00847945,0.0584257,0.0435187,0.0059381,0.0442473,0.0100588,0.00686831,0.0099456,0.00847022,0.0103783,0.00966608,0.0106727,0.042694,0.0175199,0.00939384,0.0506832,0.0182239,0,0,0,0.00661474
69,0,0,0,0,0,0,0.0273261,0.0452788,0,0,0,0.0100669,0.0200143,0.0119508,0,0,0.0172714,0,0.0203115,0.00542294,0.0393235,0.0176415,0.00817247,0.0122452,0.0713727,0.0227703,0.0124258,0.00633587,0.0152902,0.00962386,0.00846618,0.00732546,0.0109084,0.00987349,0.0194727,0.00769464,0.013498,0.0170344,0.0124571,0.0176341,0,0,0.0438498,0,0.0181528,0.0281432,0.0612041,0.00750128,0.0148209,0.00952923,0.0578684,0.043271,0.00644961,0.0436402,0.0115067,0.00855643,0.00979965,0.00875323,0.0100866,0.00937186,0.0132045,0.0425478,0.0174416,0.00932088,0.0502757,0.0182814,0,0,0,0.00711497
70,0,0,0,0,0,0,0.0271842,0.0448139,0,0,0,0.0114089,0.0200696,0.0122849,0,0,0.0174537,0,0.0202988,0.00550471,0.0388376,0.0179654,0.0075525,0.0127171,0.0700742,0.0226219,0.0135991,0.00698112,0.016551,0.0102403,0.00903383,0.00723363,0.011672,0.0125128,0.0196281,0.00757956,0.0138594,0.0170858,0.0117905,0.0174602,0,0,0.0437197,0,0.0181935,0.0280533,0.061284,0.0050613,0.0149124,0.0105889,0.0572505,0.0430775,0.00739409,0.0430082,0.0130451,0.0103539,0.00946358,0.00876645,0.00954557,0.00902948,0.0145052,0.0424253,0.0172846,0.00932276,0.0497681,0.0180998,0,0,0,0.00806325
71,0,0,0,0,0,0,0.0270472,0.0441401,0,0,0,0.0120013,0.0202435,0.0125021,0,0,0.0175826,0,0.0203215,0.00559772,0.0384543,0.017996,0.00708117,0.0126194,0.0687013,0.0223322,0.014159,0.00790926,0.0172009,0.0107113,0.00963445,0.00730416,0.0123437,0.0143015,0.0196434,0.00749672,0.0129589,0.0171299,0.0107007,0.0172559,0,0,0.0434347,0,0.0182173,0.0277819,0.0615852,0.00382115,0.0149957,0.0115523,0.056515,0.0427752,0.0086871,0.0423422,0.0145395,0.0120557,0.0090489,0.00845874,0.0088402,0.00864104,0.0142702,0.0421719,0.0170419,0.00929263,0.0490762,0.0177018,0,0,0,0.00878323
72,0,0,0,0,0,0,0.0268407,0.043369,0,0,0,0.0130665,0.0205442,0.0123772,0,0,0.0177587,0,0.020339,0.00581649,0.0383458,0.0173969,0.00679358,0.0117969,0.0672527,0.0220002,0.0137092,0.00813395,0.0171696,0.0107428,0.00971523,0.00730225,0.0125897,0.0164672,0.019585,0.00742674,0.0109355,0.017186,0.00937344,0.0169746,0,0,0.0430796,0,0.018243,0.0273979,0.0621469,0.0050461,0.015084,0.0122218,0.0556341,0.0422579,0.00996291,0.0417909,0.0157088,0.0134087,0.00872734,0.00799034,0.00819592,0.008216,0.0130943,0.041757,0.0167618,0.00926489,0.0482115,0.01719,0,0,0,0.0090997
73,0,0,0,0,0,0,0.0265593,0.0425591,0,0,0,0.0141585,0.020534,0.0121581,0,0,0.01769,0,0.0202567,0.00566855,0.0386388,0.0162472,0.00664558,0.010469,0.0657985,0.021573,0.0125276,0.00760518,0.0169352,0.010426,0.00939612,0.00716055,0.0125195,0.0186232,0.0192107,0.00736612,0.00982992,0.0172568,0.00821123,0.0167887,0,0,0.0427322,0,0.0182851,0.0270618,0.0629612,0.00738938,0.0151811,0.012677,0.0545937,0.0416755,0.0110069,0.0413372,0.0165479,0.0143269,0.00854706,0.00742542,0.00759632,0.00768726,0.0122641,0.0413334,0.0164735,0.00922449,0.047204,0.0167439,0,0,0,0.00891386
74,0,0,0,0,0,0,0.0263016,0.0418982,0,0,0,0.0154878,0.0205232,0.0120824,0,0,0.0175416,0,0.0201793,0.0056179,0.0392859,0.0151107,0.00655902,0.00900917,0.0645481,0.02112,0.0111446,0.00689578,0.0170461,0.0101707,0.00916635,0.00704019,0.0124639,0.0204266,0.0187765,0.0073006,0.0109533,0.0173013,0.00769602,0.0165572,0,0,0.042412,0,0.0183161,0.0267915,0.0638355,0.00951408,0.0151737,0.0130338,0.0536712,0.0410967,0.0118391,0.0410832,0.017261,0.0148702,0.00863377,0.00692108,0.00712162,0.00726648,0.013293,0.0409764,0.0161999,0.0091065,0.0462855,0.0163543,0,0,0,0.00858018
75,0,0,0,0,0,0,0.0260226,0.0413826,0,0,0,0.0170424,0.0205145,0.0120964,0,0,0.0175603,0,0.0201594,0.00563532,0.0400284,0.0143157,0.00644054,0.00792919,0.0633325,0.0207381,0.00999154,0.00653629,0.0175288,0.0102645,0.00920202,0.00699532,0.0126108,0.0225079,0.0185661,0.00721447,0.0135038,0.0173278,0.00855235,0.0162526,0,0,0.0420928,0,0.0183366,0.0265725,0.0644908,0.0109105,0.0149749,0.0135606,0.0529651,0.0404596,0.0125715,0.0410828,0.0179845,0.0152083,0.0090216,0.00663631,0.0067613,0.0071201,0.0173144,0.0406482,0.0159358,0.00901213,0.0455107,0.0160221,0,0,0,0.00872716
76,0,0,0,0,0,0,0.0257708,0.0408848,0,0,0,0.0188104,0.0204968,0.012429,0,0,0.0175711,0,0.0201283,0.00546354,0.0405534,0.0140596,0.00625677,0.00753297,0.0619648,0.0204477,0.00938051,0.00660192,0.0179941,0.0106421,0.00946977,0.00702683,0.0128358,0.0248436,0.0184973,0.00712751,0.0168516,0.0173573,0.0102957,0.0159471,0,0,0.0417761,0,0.0183597,0.0263402,0.0646768,0.0117467,0.0145415,0.0144066,0.0523546,0.0397867,0.0131682,0.0412577,0.0186997,0.015584,0.00948541,0.00651644,0.0064942,0.00721291,0.0214145,0.0403647,0.0156521,0.00900379,0.0447982,0.0158128,0,0,0,0.00923133
