Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LTHI
155,0,0,0,0,0,0,0.0273797,0.0408421,0,0,0,0.0407128,0.0193858,0.0283755,0,0,0.014565,0,0.0203794,0.00473654,0.0364204,0.0294405,0.0100777,0.0131547,0.0670511,0.0213262,0.0160501,0.0123103,0.0122658,0.00663213,0.0167743,0.00927116,0.0163281,0.0464901,0.0167653,0.00769718,0.0080106,0.0181279,0.00231563,0.0183479,0,0,0.0422148,0,0.0192412,0.0262754,0.0555382,0.00510724,0.0141069,0.00631017,0.0535369,0.0361352,0.00397254,0.036147,0.00526148,0.00261244,0.00569996,0.00248954,0.0055678,0.00689671,0.00607587,0.0400623,0.0134488,0.00887252,0.0444924,0.0180505,0,0,0,0.00325498
156,0,0,0,0,0,0,0.0275747,0.0411402,0,0,0,0.0351724,0.0192542,0.0252073,0,0,0.0147767,0,0.0203678,0.00483264,0.0365139,0.0262065,0.0100925,0.0126188,0.0673444,0.0215682,0.0162206,0.0121581,0.0127159,0.00546592,0.0148263,0.00855435,0.0155755,0.0402474,0.0169549,0.00775299,0.00772004,0.0181607,0.00217089,0.0186157,0,0,0.0421977,0,0.0192559,0.0263437,0.0556155,0.00482016,0.014032,0.00635301,0.0538155,0.0362094,0.00379611,0.0365014,0.00508156,0.00242497,0.00581006,0.00246956,0.00559638,0.00679301,0.00580946,0.0401533,0.0135255,0.00812348,0.0448089,0.0183029,0,0,0,0.00318518
157,0,0,0,0,0,0,0.0278128,0.041386,0,0,0,0.0293778,0.0191074,0.0218243,0,0,0.0151651,0,0.0203522,0.004954,0.0366212,0.0226215,0.0101044,0.0125742,0.0675548,0.0218054,0.0163803,0.0119747,0.0130508,0.00474802,0.0128961,0.00779989,0.0148179,0.0337388,0.0171884,0.00779318,0.00772829,0.0181806,0.00201903,0.0188472,0,0,0.0423328,0,0.0192911,0.0263856,0.0556808,0.00444082,0.0139007,0.00641808,0.0540624,0.036338,0.00359194,0.0368694,0.00492019,0.00224751,0.00589542,0.00246078,0.00537669,0.00665434,0.00559015,0.0403378,0.0135731,0.00813024,0.0450535,0.0185554,0,0,0,0.00320987
158,0,0,0,0,0,0,0.028057,0.0415963,0,0,0,0.0233791,0.0192679,0.0183189,0,0,0.0153075,0,0.0203962,0.00492363,0.0367774,0.018767,0.0100588,0.0127107,0.0676848,0.0219235,0.0165947,0.0117186,0.0132584,0.00485822,0.0110708,0.00743274,0.014143,0.0271502,0.0172348,0.0077478,0.00772175,0.0181652,0.00184886,0.0190429,0,0,0.042534,0,0.0193661,0.0264348,0.0558001,0.00425044,0.013758,0.00651651,0.0542106,0.0365765,0.00348425,0.0372642,0.00477155,0.0020527,0.00596536,0.00246936,0.00485828,0.00647946,0.00547252,0.0404309,0.0135642,0.00801005,0.045265,0.0188115,0,0,0,0.00326962
159,0,0,0,0,0,0,0.0282719,0.0417732,0,0,0,0.0175956,0.0193771,0.0150387,0,0,0.015409,0,0.0204666,0.00491487,0.0369563,0.015248,0.00994661,0.0129124,0.0678471,0.0220355,0.0168213,0.0114633,0.0132487,0.00589131,0.00977184,0.00717807,0.0135468,0.0209354,0.0173161,0.0077585,0.00759901,0.0181951,0.00173798,0.0191675,0,0,0.0425784,0,0.0193919,0.0265669,0.0560033,0.00401414,0.0135477,0.00663913,0.0543661,0.0367308,0.00341823,0.0376981,0.00463276,0.00179438,0.00605047,0.00254161,0.00461437,0.00638702,0.00530399,0.0405423,0.0136783,0.00790244,0.0454603,0.0190393,0,0,0,0.00332903
160,0,0,0,0,0,0,0.0283675,0.0419147,0,0,0,0.0126505,0.0193938,0.0125029,0,0,0.0155719,0,0.0205812,0.00498437,0.0370848,0.0124491,0.00986176,0.0132063,0.0681036,0.0221411,0.0171969,0.0110928,0.0128554,0.00726515,0.00967189,0.00715934,0.0128686,0.0149395,0.0175331,0.00783468,0.00751602,0.0182383,0.00167401,0.0192619,0,0,0.0427556,0,0.0194056,0.0266936,0.0562407,0.00371421,0.013253,0.00678239,0.0546326,0.0368415,0.00335455,0.0381709,0.00446547,0.00143259,0.00615641,0.00266107,0.00455562,0.00633095,0.00501034,0.0407055,0.0136649,0.00801848,0.045656,0.0192373,0,0,0,0.00354242
161,0,0,0,0,0,0,0.0285461,0.0421654,0,0,0,0.00871138,0.0193837,0.0108896,0,0,0.0156183,0,0.0205709,0.00498946,0.0372094,0.010036,0.00970237,0.0138253,0.0684101,0.0222244,0.0177189,0.0109123,0.012216,0.0085574,0.0105602,0.00728906,0.0123029,0.00988441,0.0177581,0.00785989,0.00719016,0.0182726,0.00176768,0.0194832,0,0,0.0429881,0,0.0194309,0.0268212,0.0564862,0.00336215,0.0128987,0.00690227,0.0549327,0.0370315,0.00323401,0.0386611,0.00439289,0.00108237,0.00627647,0.00281729,0.00449558,0.00630341,0.00473773,0.0407622,0.013675,0.00807734,0.0459355,0.0194841,0,0,0,0.00401161
162,0,0,0,0,0,0,0.0286415,0.0424188,0,0,0,0.00846963,0.0193527,0.0104021,0,0,0.0159605,0,0.0205338,0.00522506,0.037345,0.00847405,0.009519,0.0149992,0.0688705,0.0224915,0.0184687,0.0110423,0.0116578,0.00986931,0.0116405,0.00760236,0.0117861,0.00719797,0.0181678,0.00788861,0.00684442,0.0182813,0.00195911,0.0197224,0,0,0.0432807,0,0.0194707,0.0269322,0.0566495,0.00316961,0.0124656,0.0070445,0.0554121,0.0371992,0.00316565,0.0391659,0.00445362,0.000926263,0.00644117,0.00297119,0.00450008,0.00635888,0.00437005,0.0408665,0.0136987,0.0078748,0.0462274,0.0197501,0,0,0,0.00491804
163,0,0,0,0,0,0,0.0288757,0.0428055,0,0,0,0.0106646,0.0193765,0.0108686,0,0,0.0161208,0,0.0205308,0.00533148,0.0374687,0.00777889,0.00930552,0.0166351,0.0694654,0.0227543,0.0195722,0.0116206,0.0113288,0.0110719,0.0125359,0.00790882,0.011474,0.00876289,0.0183027,0.00789762,0.00634589,0.0183074,0.00227624,0.0199792,0,0,0.0435613,0,0.0195116,0.0270079,0.0568202,0.00340864,0.0119774,0.00723089,0.0560346,0.0374341,0.00328735,0.0396782,0.00467303,0.00125225,0.00660707,0.00310569,0.00444761,0.0064732,0.00411069,0.0410655,0.0137474,0.00744156,0.0466418,0.0200233,0,0,0,0.00607234
164,0,0,0,0,0,0,0.0290779,0.043214,0,0,0,0.0137735,0.0193873,0.012054,0,0,0.0162035,0,0.0205538,0.00537296,0.0376462,0.00819893,0.00912782,0.0182386,0.0701588,0.0230828,0.0208018,0.0126537,0.0114779,0.0121177,0.0133256,0.00826744,0.0112301,0.0115189,0.0183719,0.00791404,0.00587029,0.018299,0.00265632,0.0202701,0,0,0.0436053,0,0.0195236,0.0270953,0.0569277,0.00366207,0.011472,0.00748161,0.056804,0.0377043,0.00393743,0.0401901,0.00501669,0.00188847,0.00680261,0.00320787,0.00439359,0.00663718,0.00392628,0.0412412,0.0137839,0.00746175,0.0470696,0.0203366,0,0,0,0.00727333
165,0,0,0,0,0,0,0.0292352,0.0436277,0,0,0,0.0165904,0.0193765,0.0134606,0,0,0.0163401,0,0.0205958,0.00546706,0.0379807,0.00917605,0.00902126,0.0196189,0.0709068,0.023392,0.0221124,0.0139795,0.0120654,0.0130819,0.0141146,0.00864822,0.0110749,0.0141369,0.0185736,0.00794365,0.0054965,0.0183076,0.00320076,0.0204645,0,0,0.0435798,0,0.0195308,0.02711,0.056945,0.00395696,0.0110086,0.00772843,0.0576862,0.038028,0.0045452,0.0407335,0.00543254,0.00256327,0.00690906,0.00327123,0.00423922,0.006694,0.00382172,0.0413824,0.0138072,0.00790738,0.0475285,0.0205704,0,0,0,0.00859466
166,0,0,0,0,0,0,0.0294095,0.044075,0,0,0,0.0183898,0.019356,0.0146509,0,0,0.0164542,0,0.020668,0.00558413,0.0384078,0.0101191,0.00896482,0.0207482,0.0717575,0.0236451,0.0235783,0.0151293,0.0129412,0.0138397,0.015018,0.00928002,0.0110233,0.0160657,0.0187603,0.00798968,0.00530829,0.01834,0.00375356,0.0206965,0,0,0.0435858,0,0.0195401,0.0272285,0.0568956,0.00416854,0.0106337,0.00797242,0.0585407,0.0384035,0.00492452,0.0412711,0.0058436,0.00309577,0.0070232,0.0033002,0.00411999,0.00672812,0.0037641,0.0415441,0.0139078,0.00725671,0.0480384,0.0208204,0,0,0,0.010185
167,0,0,0,0,0,0,0.0295766,0.0444818,0,0,0,0.0194589,0.0193326,0.0157017,0,0,0.0165164,0,0.0207307,0.00570142,0.0390032,0.0107402,0.00889914,0.0213782,0.0725102,0.0238641,0.0249821,0.0159004,0.013813,0.0143267,0.0157817,0.0102155,0.0110231,0.0170146,0.018878,0.00802499,0.00513932,0.0183311,0.00422981,0.0208758,0,0,0.0435451,0,0.019525,0.0273256,0.0567852,0.00463612,0.0103303,0.00812299,0.0592978,0.0387549,0.00501486,0.0417812,0.00609322,0.00345453,0.00699867,0.00325713,0.0038755,0.00663137,0.00391403,0.0417085,0.0139077,0.00710836,0.0484793,0.0210724,0,0,0,0.0116657
168,0,0,0,0,0,0,0.0279082,0.042712,0,0,0,0.0171146,0.0196492,0.0152332,0,0,0.0156106,0,0.0205515,0.00500464,0.037553,0.00939427,0.0094458,0.0209064,0.0741262,0.0217437,0.0246821,0.0146655,0.0146135,0.0137848,0.0157102,0.00979053,0.0117082,0.0150285,0.017601,0.00773278,0.0203124,0.018317,0.0194725,0.0181732,0,0,0.0428533,0,0.0195568,0.026755,0.0521149,0.0259499,0.0130637,0.0266669,0.0583829,0.0375654,0.00460708,0.0432673,0.0123276,0.00817721,0.0139251,0.00955979,0.0135136,0.0198893,0.023656,0.0408806,0.0134504,0.00690914,0.0468623,0.018075,0,0,0,0.0110379
169,0,0,0,0,0,0,0.0280954,0.0431777,0,0,0,0.0168902,0.01961,0.015821,0,0,0.0156879,0,0.0206182,0.0051378,0.0384169,0.00946905,0.00963574,0.0211374,0.075132,0.0219642,0.0255332,0.0148009,0.0151276,0.0139393,0.0159201,0.00953859,0.0117276,0.0141519,0.0178396,0.00778097,0.019465,0.0182878,0.0193625,0.0183294,0,0,0.0431443,0,0.0195474,0.0267332,0.0520441,0.025948,0.0128747,0.0264671,0.0591835,0.037987,0.0044131,0.0433137,0.0118723,0.00843041,0.0140992,0.00934533,0.0136586,0.0199742,0.0226546,0.0409485,0.0136282,0.00675773,0.0473885,0.0182654,0,0,0,0.012076
170,0,0,0,0,0,0,0.0283403,0.0435961,0,0,0,0.0161255,0.0195709,0.0162558,0,0,0.0157806,0,0.0206828,0.00535217,0.0391915,0.00947994,0.00981354,0.0212877,0.0759975,0.022178,0.0259434,0.0148573,0.0155432,0.0140857,0.0160993,0.00943533,0.0115661,0.0128312,0.0181558,0.00782474,0.018536,0.0183051,0.0189673,0.0184616,0,0,0.0430045,0,0.0194807,0.0267588,0.0521076,0.02565,0.0126932,0.0257905,0.0598216,0.0384328,0.00443162,0.0434718,0.0112802,0.00852795,0.0139879,0.00912689,0.0136242,0.0198258,0.0216612,0.0410582,0.0138589,0.00684257,0.0478889,0.0184308,0,0,0,0.0128228
171,0,0,0,0,0,0,0.028465,0.043895,0,0,0,0.0150077,0.0194741,0.0166596,0,0,0.0157712,0,0.0207103,0.00540863,0.0397951,0.0102127,0.00999012,0.0212955,0.076592,0.0223757,0.0258589,0.0147699,0.0157956,0.0141576,0.0163308,0.00955226,0.0114377,0.0113211,0.0182147,0.00788313,0.0176074,0.0182924,0.0186552,0.0186023,0,0,0.0428581,0,0.0194041,0.0267552,0.0522546,0.0253008,0.0125607,0.0249514,0.0602867,0.0388344,0.00445023,0.0437488,0.0106749,0.00853803,0.0139188,0.00893931,0.0136204,0.0196206,0.0206165,0.0411485,0.0138479,0.00736609,0.0482555,0.0185849,0,0,0,0.0131354
172,0,0,0,0,0,0,0.0286186,0.0441508,0,0,0,0.0134946,0.0194719,0.0168812,0,0,0.0156989,0,0.0207356,0.00539394,0.0402048,0.0111196,0.0101753,0.0211484,0.0769876,0.0225421,0.0252466,0.0145612,0.015932,0.0143087,0.0166879,0.00955819,0.0114818,0.0104385,0.0181373,0.00790951,0.0166351,0.0182352,0.0184158,0.0187009,0,0,0.0428536,0,0.0193429,0.0267776,0.0524832,0.0251172,0.0124777,0.0239537,0.0606518,0.0392567,0.00446553,0.0440806,0.00998012,0.00846726,0.0138928,0.00879825,0.0136229,0.0193549,0.0195607,0.0412987,0.013779,0.00796121,0.0485441,0.0187609,0,0,0,0.0129876
173,0,0,0,0,0,0,0.0287159,0.0443675,0,0,0,0.0120966,0.0195315,0.0168764,0,0,0.015676,0,0.0207151,0.00539077,0.0405342,0.0117075,0.0103706,0.0211167,0.0771494,0.0226716,0.0241133,0.0141478,0.0159668,0.0144366,0.0169279,0.00938827,0.0116456,0.00991939,0.0181366,0.00785009,0.0157825,0.0182613,0.0181899,0.0188089,0,0,0.0429119,0,0.0193196,0.0268813,0.0527463,0.0247753,0.0123929,0.0227136,0.0608785,0.0396538,0.00456363,0.0444696,0.00920422,0.00823791,0.0137994,0.00869817,0.0135931,0.0189399,0.0185879,0.0414294,0.0139122,0.00846371,0.0487802,0.0189398,0,0,0,0.0124876
174,0,0,0,0,0,0,0.0288666,0.0445573,0,0,0,0.0108543,0.0195078,0.0167018,0,0,0.015715,0,0.0207076,0.00540361,0.0407869,0.0109785,0.0105756,0.0211582,0.0770799,0.0227565,0.0224301,0.0134058,0.0157097,0.0142836,0.0168703,0.00952538,0.0117543,0.00958126,0.0182213,0.00784353,0.0150437,0.0182443,0.0179751,0.0189178,0,0,0.0429667,0,0.0192542,0.0268563,0.0530713,0.0245957,0.0124293,0.0212843,0.0608336,0.0400395,0.00464602,0.0448758,0.00835187,0.00783592,0.0136877,0.0086566,0.0135791,0.0184539,0.0175558,0.0413882,0.0140598,0.00871848,0.0489672,0.0189068,0,0,0,0.0115485
175,0,0,0,0,0,0,0.0290193,0.0446435,0,0,0,0.00960887,0.0195031,0.0162403,0,0,0.0156769,0,0.0206928,0.00535184,0.0409364,0.00979392,0.0108312,0.0212714,0.0767511,0.0227609,0.020631,0.0124302,0.0151384,0.0138972,0.0167078,0.00972077,0.0116897,0.00928352,0.018172,0.0078305,0.0144563,0.0181929,0.0178573,0.0189745,0,0,0.0429148,0,0.0192091,0.026769,0.0534107,0.0245957,0.0125118,0.0196591,0.0604656,0.0403605,0.00462247,0.0453077,0.0074021,0.00725326,0.0135892,0.00870577,0.0135788,0.0179644,0.016621,0.0414645,0.0140835,0.00878723,0.0490399,0.0188137,0,0,0,0.0102492
176,0,0,0,0,0,0,0.029077,0.0446442,0,0,0,0.00869198,0.0195021,0.0150854,0,0,0.0156322,0,0.0206634,0.00522888,0.0409906,0.00860422,0.0110832,0.0207073,0.0762161,0.0227104,0.0197147,0.0113948,0.0144894,0.0135343,0.0164645,0.00969275,0.0114864,0.0090983,0.0180685,0.00782639,0.0138149,0.0181569,0.0177857,0.0189468,0,0,0.0428363,0,0.019166,0.0266968,0.0537709,0.0243303,0.0126497,0.0179268,0.0598882,0.0405281,0.00448358,0.0457103,0.00641554,0.00653258,0.0135106,0.00880189,0.0135776,0.0174702,0.0158199,0.0415041,0.0141392,0.0088267,0.0489892,0.0187568,0,0,0,0.00895344
177,0,0,0,0,0,0,0.028985,0.0446947,0,0,0,0.00853016,0.0195474,0.0129235,0,0,0.0156449,0,0.0206187,0.0051511,0.0409783,0.00675214,0.0111865,0.0198335,0.0757236,0.0226331,0.0187597,0.0104026,0.0140317,0.0127414,0.0155432,0.00913266,0.0115263,0.00956775,0.017999,0.00776748,0.0129704,0.0181352,0.0177529,0.0189127,0,0,0.0428188,0,0.0191372,0.0266628,0.0542263,0.0240597,0.0128359,0.0161578,0.0592644,0.0407206,0.00426084,0.0460231,0.00544016,0.00564025,0.0134526,0.00897753,0.0136343,0.0169545,0.0149847,0.0415777,0.0142323,0.00881212,0.0489513,0.0187826,0,0,0,0.00814029
