Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,x70,x71,x72,LTHI,RWRB,LTHIP,LILC
107,0,0,0,0,0,0,0.0112294,0.01305,0,0,0,0.0158643,0.0166595,0.0107928,0,0,0.00960462,0,0.0221729,0.00321457,0.0369737,0.0125748,0.00908675,0.00507626,0.00426935,0.00753152,0.00750252,0.00890143,0.00877571,0.00452138,0.0151963,0.0286936,0.0076673,0.00799049,0.00337417,0.0207558,0.0172992,0.0215205,0,0,0.0144992,0,0.0211029,0.0083332,0.0465472,0.024048,0.0245099,0.00408536,0.00489425,0.0516686,0.00309203,0.0386727,0.00447863,0.00490805,0.0129704,0.0156674,0.0132132,0.0148618,0.0112457,0.0280503,0.00716959,0.0150591,0.014512,0,0,0,0.0122474,0.00280811,0.0125642,0.0281312
108,0,0,0,0,0,0,0.0113544,0.0131118,0,0,0,0.0124889,0.016571,0.00847625,0,0,0.00943225,0,0.0222021,0.00314449,0.0372835,0.0102615,0.00961127,0.00469594,0.0037079,0.00780417,0.0084364,0.00752639,0.00717488,0.00415893,0.0157372,0.0243533,0.00756903,0.00806068,0.00761822,0.0208093,0.0167636,0.0218377,0,0,0.0149103,0,0.0210985,0.00870206,0.0472589,0.0253497,0.0239926,0.00648621,0.00479544,0.0521522,0.00293902,0.0385825,0.00605467,0.00631617,0.0136817,0.0168131,0.0139022,0.0142283,0.0116952,0.0284656,0.00766953,0.0150809,0.0151087,0,0,0,0.0113339,0.00292678,0.0119209,0.0284769
109,0,0,0,0,0,0,0.0115176,0.0129777,0,0,0,0.0094304,0.016503,0.00697873,0,0,0.00916392,0,0.0223136,0.00288489,0.037746,0.00814355,0.0102232,0.00411507,0.003169,0.00787013,0.00920912,0.00583224,0.00535979,0.00391219,0.0163915,0.0198576,0.0073974,0.00818747,0.0115888,0.0208895,0.0154758,0.0216251,0,0,0.0153896,0,0.0212284,0.00910645,0.0475233,0.0256885,0.0240909,0.007448,0.00480462,0.0520708,0.00321211,0.0386488,0.00677874,0.00668463,0.0130689,0.016077,0.0132205,0.0126772,0.0112176,0.0286431,0.00773403,0.0149084,0.015194,0,0,0,0.0104303,0.00290405,0.0114528,0.0286832
110,0,0,0,0,0,0,0.011584,0.0130179,0,0,0,0.00734263,0.0165249,0.00702723,0,0,0.0090912,0,0.0223315,0.00275002,0.0382974,0.00754174,0.0104201,0.00334141,0.00286048,0.0076849,0.00969138,0.00418532,0.00422918,0.00445738,0.0168891,0.0153461,0.00729015,0.00821109,0.0143556,0.0209954,0.0152253,0.0213446,0,0,0.0160295,0,0.0213469,0.00950614,0.0476042,0.0252657,0.0244656,0.00576537,0.00505281,0.0526826,0.0040995,0.0394336,0.00637706,0.00620032,0.011811,0.0142351,0.0119416,0.0118407,0.0126757,0.0292968,0.00791841,0.0149271,0.0150114,0,0,0,0.0093909,0.00291905,0.0107836,0.0287833
111,0,0,0,0,0,0,0.0115198,0.0133172,0,0,0,0.00671815,0.0164046,0.0088132,0,0,0.00951357,0,0.0222611,0.00289351,0.0388271,0.00898981,0.0102055,0.00212934,0.00255158,0.00744504,0.00997819,0.00307196,0.00484161,0.00545313,0.0172142,0.0118778,0.00733996,0.00821751,0.0152144,0.0211754,0.014713,0.0211845,0,0,0.0160331,0,0.0215251,0.0095151,0.0478062,0.024434,0.0249027,0.00420401,0.00564478,0.05375,0.00512862,0.0406635,0.00537853,0.00557264,0.00972245,0.0125421,0.0102033,0.00994831,0.0143569,0.0298324,0.00745855,0.0153005,0.014646,0,0,0,0.00899733,0.00271582,0.0102802,0.0286109
112,0,0,0,0,0,0,0.0113434,0.0134848,0,0,0,0.00843461,0.0163209,0.0120149,0,0,0.00958665,0,0.0221995,0.00289382,0.0394669,0.0115856,0.0102569,0.00185689,0.00240862,0.00697734,0.0103581,0.00328196,0.00660414,0.0061892,0.0175192,0.0108159,0.00728331,0.00822956,0.0160472,0.021266,0.0144055,0.0209059,0,0,0.0160577,0,0.0216385,0.00955481,0.0482179,0.0240566,0.0249522,0.00342967,0.00552036,0.0544075,0.00573678,0.0421257,0.00419624,0.00497447,0.00783621,0.0111862,0.008523,0.0080468,0.0163208,0.0301926,0.00745365,0.0154861,0.0139523,0,0,0,0.0089985,0.00268958,0.00985897,0.0288764
113,0,0,0,0,0,0,0.0114573,0.0135704,0,0,0,0.0106659,0.0163071,0.0154467,0,0,0.00952609,0,0.022174,0.00283595,0.0402016,0.0146787,0.0102071,0.00228383,0.00231671,0.00639265,0.0106791,0.00409453,0.00846288,0.00641401,0.0176583,0.0130337,0.00733831,0.00822207,0.0172991,0.0213233,0.0145974,0.020771,0,0,0.0160959,0,0.0217139,0.00966837,0.047971,0.0243043,0.0245086,0.00279334,0.00496784,0.0548085,0.00606119,0.0431562,0.00457971,0.00483491,0.00651873,0.0100178,0.007255,0.00661797,0.0190662,0.030316,0.0075113,0.0156763,0.0134119,0,0,0,0.00906213,0.00267086,0.00951176,0.0295271
114,0,0,0,0,0,0,0.0118123,0.0135635,0,0,0,0.0127681,0.0163043,0.017722,0,0,0.00939499,0,0.0221575,0.00278501,0.040934,0.0175781,0.00984883,0.00306601,0.00237567,0.00598029,0.0109146,0.00488285,0.00983553,0.00652404,0.0177199,0.0171643,0.00745397,0.00821368,0.0190758,0.0213748,0.0153188,0.0207649,0,0,0.0162595,0,0.0217876,0.00979274,0.0467838,0.0248293,0.0238086,0.00384972,0.004235,0.0550229,0.00597959,0.0433144,0.00554187,0.00461255,0.00570879,0.00929126,0.00703701,0.00616591,0.0199277,0.0303051,0.00763163,0.0158245,0.0132777,0,0,0,0.00942947,0.0027091,0.00929894,0.0304123
115,0,0,0,0,0,0,0.0121236,0.0134618,0,0,0,0.0148652,0.0163262,0.0183411,0,0,0.00916655,0,0.022134,0.00274626,0.0415895,0.0193459,0.00906348,0.0037982,0.00254675,0.00591431,0.0109846,0.00535584,0.0106054,0.00663885,0.017846,0.0208556,0.00749949,0.00818933,0.0211012,0.0214413,0.0163496,0.0207977,0,0,0.0164443,0,0.0218757,0.00992275,0.0450794,0.0253296,0.0232716,0.00491513,0.00348291,0.0549799,0.00535082,0.0427132,0.00618575,0.00388547,0.0058788,0.0091869,0.00751683,0.00687799,0.0196166,0.0302469,0.00785005,0.0158759,0.013478,0,0,0,0.0102537,0.00279952,0.00934709,0.0312682
116,0,0,0,0,0,0,0.0123663,0.0133696,0,0,0,0.017982,0.0163991,0.0179059,0,0,0.00894432,0,0.0221075,0.00273138,0.0422386,0.0191893,0.00847118,0.00410636,0.00271841,0.00598923,0.0107883,0.00558767,0.0109401,0.00669804,0.0181487,0.0235252,0.00719583,0.00813757,0.0229232,0.0215109,0.0172542,0.020948,0,0,0.016572,0,0.02195,0.0100394,0.0436988,0.0256493,0.0231829,0.00561943,0.00291066,0.0548762,0.00467955,0.0419604,0.00637925,0.00298406,0.00677321,0.00938004,0.00824794,0.00819457,0.0193655,0.0301934,0.0080497,0.0158826,0.0139171,0,0,0,0.0108365,0.00290668,0.00929373,0.0317234
117,0,0,0,0,0,0,0.0125357,0.0132465,0,0,0,0.0226714,0.016451,0.0170542,0,0,0.00837208,0,0.0221004,0.00249114,0.0429168,0.0172773,0.00860377,0.0040251,0.0030371,0.00610916,0.0104393,0.00566771,0.0108193,0.00609172,0.018499,0.0276446,0.00670153,0.00810218,0.0231853,0.0214821,0.0176336,0.0210655,0,0,0.016938,0,0.0218588,0.0102963,0.0435115,0.0253591,0.023379,0.00644856,0.00265916,0.0547744,0.00408198,0.0417419,0.00628354,0.00231555,0.0074637,0.00945944,0.00880406,0.00933924,0.0196219,0.0303812,0.00915222,0.0156631,0.014256,0,0,0,0.0109665,0.00318911,0.00921728,0.0317787
118,0,0,0,0,0,0,0.0127826,0.0132455,0,0,0,0.0291512,0.016545,0.0177926,0,0,0.00802028,0,0.0221309,0.00233828,0.0436264,0.0163295,0.00905653,0.00353745,0.0031547,0.00644089,0.0100651,0.00633535,0.0108701,0.00529685,0.0187441,0.0343381,0.00628782,0.00805232,0.0231282,0.0214845,0.0177618,0.0212514,0,0,0.0171524,0,0.0218397,0.0104795,0.0448247,0.0247216,0.0237895,0.0076885,0.00273708,0.0548672,0.00365492,0.0422133,0.00626045,0.00232567,0.00766589,0.00939114,0.00917552,0.0102358,0.0194701,0.0305601,0.00945555,0.0155825,0.014437,0,0,0,0.0104351,0.00323022,0.00910912,0.0313511
119,0,0,0,0,0,0,0.0130576,0.0133319,0,0,0,0.0365631,0.016632,0.0210699,0,0,0.00784252,0,0.0221409,0.00223458,0.0441941,0.0181091,0.00948516,0.00286942,0.0030632,0.00700841,0.00957753,0.00814016,0.012224,0.00565872,0.0190152,0.0414546,0.0058275,0.00799809,0.022972,0.0214993,0.0177739,0.0213668,0,0,0.0173511,0,0.0218342,0.0106248,0.0470337,0.0240407,0.0243183,0.00942419,0.00295849,0.0551555,0.00385992,0.0431504,0.00655359,0.00294975,0.00783718,0.00920913,0.00942464,0.0109112,0.0191587,0.0308121,0.00968122,0.0157345,0.0144381,0,0,0,0.00940314,0.00332682,0.00911561,0.0306141
120,0,0,0,0,0,0,0.0133077,0.0134061,0,0,0,0.0431603,0.0166886,0.0258777,0,0,0.00759827,0,0.0221585,0.00213283,0.0444349,0.0217269,0.00974895,0.00230512,0.00289794,0.00750756,0.00921885,0.0104844,0.015072,0.00709806,0.019483,0.0468857,0.00547904,0.00797597,0.0229949,0.0215099,0.0178616,0.0213061,0,0,0.0175431,0,0.0218365,0.0107505,0.0491562,0.023418,0.0248014,0.0110635,0.00301595,0.0553867,0.00408981,0.0440061,0.00688483,0.0035891,0.00815519,0.00922697,0.00958015,0.0111728,0.0186353,0.030996,0.00986186,0.0158778,0.0143727,0,0,0,0.0081739,0.0034309,0.0092552,0.0298228
121,0,0,0,0,0,0,0.0134954,0.0134071,0,0,0,0.0472494,0.0167333,0.0306138,0,0,0.00736578,0,0.0222287,0.00205601,0.0442794,0.0263685,0.00990758,0.00195432,0.00273982,0.00794017,0.00901389,0.0125807,0.0183016,0.00882511,0.0200314,0.0499328,0.00526328,0.00799629,0.0231947,0.0215041,0.018032,0.021148,0,0,0.0177627,0,0.0218304,0.0108453,0.0505362,0.0229733,0.0252335,0.0123076,0.00278402,0.0555769,0.00379144,0.0444503,0.00710721,0.00405024,0.00867813,0.00932837,0.00958208,0.0111785,0.0182175,0.0311446,0.0100051,0.0159678,0.0143091,0,0,0,0.00700021,0.0034893,0.00953774,0.0291742
122,0,0,0,0,0,0,0.01361,0.0133776,0,0,0,0.0486061,0.0167319,0.0339829,0,0,0.00718403,0,0.0222974,0.00201599,0.043762,0.0310339,0.00991926,0.00174565,0.00262472,0.00814328,0.00883543,0.0142262,0.0212988,0.0105132,0.0204603,0.0508723,0.00521361,0.00802552,0.0243076,0.0215026,0.0181604,0.0209697,0,0,0.0178412,0,0.0218647,0.0108955,0.0511466,0.0225088,0.0255055,0.0128709,0.00221777,0.0556489,0.00339116,0.0445214,0.00719294,0.00430567,0.00921976,0.00942975,0.00949923,0.0111033,0.01757,0.0312135,0.00982323,0.0159354,0.0142509,0,0,0,0.00603989,0.00341647,0.00996268,0.0286468
123,0,0,0,0,0,0,0.0137017,0.0134023,0,0,0,0.0481141,0.0167603,0.0361618,0,0,0.00725437,0,0.0222703,0.00201101,0.0429059,0.0345833,0.0098411,0.00174263,0.0026247,0.00830898,0.00852119,0.0154835,0.023609,0.0116528,0.0206974,0.0506424,0.00556445,0.00796152,0.0248998,0.0215034,0.0182779,0.0209885,0,0,0.0180469,0,0.0218517,0.0110288,0.0514142,0.0220653,0.0257529,0.0129884,0.00146135,0.0559453,0.00311697,0.044433,0.00729794,0.00441637,0.00977156,0.00961192,0.00934777,0.0111503,0.0177627,0.0314385,0.00997398,0.0158979,0.0143731,0,0,0,0.00547616,0.00339726,0.0105089,0.0282443
124,0,0,0,0,0,0,0.0137754,0.0133234,0,0,0,0.0471551,0.0167442,0.0375132,0,0,0.00738029,0,0.022282,0.00202608,0.0417843,0.0369202,0.009569,0.00191669,0.00277932,0.00846462,0.0080719,0.0163054,0.0249447,0.012236,0.0208274,0.0498623,0.00619071,0.00792709,0.0252067,0.0214924,0.0184297,0.0211,0,0,0.0182438,0,0.0218264,0.0111183,0.0515847,0.0216687,0.0260498,0.013031,0.000766297,0.0561019,0.003069,0.0444198,0.00746422,0.00441389,0.0103049,0.00977042,0.00929733,0.0113709,0.017831,0.0315381,0.0100864,0.0157564,0.0145975,0,0,0,0.00535257,0.00340483,0.0110895,0.0279634
125,0,0,0,0,0,0,0.0139019,0.013277,0,0,0,0.0464321,0.0167282,0.0378274,0,0,0.00756415,0,0.0223213,0.00207651,0.0405345,0.0373874,0.00918315,0.00217216,0.00293226,0.0085092,0.00751265,0.016484,0.0252482,0.0122721,0.0208524,0.0490168,0.0068193,0.00792548,0.0250828,0.0214727,0.0187612,0.0213308,0,0,0.0184024,0,0.0218219,0.0111832,0.0517136,0.0216164,0.0263872,0.0133121,0.000527116,0.0562357,0.00302829,0.0444795,0.00765518,0.00441306,0.0106937,0.00988396,0.00939666,0.0116901,0.0177895,0.0316434,0.00995574,0.0156447,0.0148852,0,0,0,0.00558297,0.0034028,0.011644,0.0277838
126,0,0,0,0,0,0,0.0140015,0.0132771,0,0,0,0.0453973,0.0167051,0.0367882,0,0,0.00776341,0,0.0223447,0.0021903,0.0393725,0.0364815,0.00861647,0.00233416,0.00302729,0.00843299,0.00698224,0.0161259,0.0246871,0.0117259,0.0206999,0.0480991,0.00718438,0.00791565,0.0250528,0.0214547,0.0189814,0.0215801,0,0,0.0185925,0,0.021773,0.0112447,0.0517283,0.0216153,0.0267122,0.0138752,0.000953797,0.0564454,0.00297022,0.044577,0.0077299,0.00451614,0.0109905,0.00989302,0.00950658,0.0119786,0.0172674,0.0318412,0.0100416,0.0155875,0.015174,0,0,0,0.00602136,0.00343079,0.0121039,0.0276622
127,0,0,0,0,0,0,0.0140381,0.013215,0,0,0,0.0440776,0.0167047,0.0351126,0,0,0.00786789,0,0.0223512,0.0022841,0.0383982,0.0348251,0.00798728,0.00242265,0.00309554,0.00821457,0.00656669,0.0153693,0.023437,0.0112665,0.0204426,0.0471433,0.00751296,0.00791253,0.0248863,0.0214716,0.0191771,0.0217262,0,0,0.0186324,0,0.0217865,0.0112175,0.0516808,0.0216387,0.027031,0.0145363,0.00139561,0.0564844,0.00285749,0.0446599,0.00758021,0.00463497,0.0112339,0.00992888,0.00957156,0.0122263,0.0167083,0.0318777,0.0100165,0.0154839,0.0153305,0,0,0,0.00651999,0.00334099,0.012409,0.027602
128,0,0,0,0,0,0,0.0140167,0.0131206,0,0,0,0.0428425,0.0166898,0.0331374,0,0,0.00789012,0,0.0223502,0.00233652,0.0375873,0.0327402,0.00729504,0.00231924,0.00317264,0.00788996,0.00630163,0.0144867,0.0215115,0.0107099,0.0201211,0.0463985,0.00777439,0.00793479,0.0246772,0.0214802,0.0193262,0.0217009,0,0,0.0185027,0,0.0218098,0.0110695,0.0516736,0.0215912,0.0273398,0.015246,0.00171863,0.0563575,0.00270539,0.0446896,0.00749606,0.00487083,0.0115215,0.0100383,0.0096779,0.0125356,0.0162175,0.0317299,0.00992923,0.0153463,0.0152911,0,0,0,0.00705563,0.00324264,0.0125997,0.027621
129,0,0,0,0,0,0,0.013924,0.0130877,0,0,0,0.0419008,0.0166934,0.0309794,0,0,0.00787241,0,0.0223663,0.00236946,0.0368032,0.030648,0.00660083,0.00212486,0.00326257,0.00753583,0.00610687,0.013723,0.0191192,0.0100285,0.0197675,0.0459488,0.00768607,0.00797464,0.0244613,0.0214732,0.0194155,0.0215306,0,0,0.0182279,0,0.0218128,0.0108461,0.0517751,0.021444,0.0276634,0.0158666,0.00190429,0.0560993,0.00228399,0.0446643,0.00743417,0.00512875,0.0118459,0.0102102,0.009774,0.0128579,0.0157459,0.0314424,0.00976074,0.0153131,0.015089,0,0,0,0.00747866,0.00321162,0.0126565,0.0276392
130,0,0,0,0,0,0,0.0137914,0.0131026,0,0,0,0.0411106,0.0167172,0.0291196,0,0,0.00780069,0,0.0223737,0.00238924,0.0359173,0.0287548,0.00599071,0.00191217,0.00327649,0.00708998,0.00586201,0.013252,0.0177144,0.00927486,0.0194271,0.0457357,0.0075206,0.00797139,0.0241776,0.0215002,0.0191676,0.0213217,0,0,0.0179101,0,0.0218461,0.0106497,0.0520265,0.0212343,0.0279774,0.0162428,0.00205566,0.0557044,0.00189811,0.0447016,0.00729976,0.00537094,0.0122342,0.0102953,0.00986951,0.0132226,0.0152751,0.0310846,0.00957346,0.0154344,0.0148116,0,0,0,0.00742529,0.00320249,0.0126121,0.0275657
131,0,0,0,0,0,0,0.0136689,0.0131249,0,0,0,0.0408213,0.0167307,0.0281203,0,0,0.00766422,0,0.0223702,0.0023586,0.0348975,0.0273427,0.00553647,0.00164748,0.0033243,0.0066523,0.00579602,0.0130512,0.017134,0.00873856,0.0191792,0.0459264,0.00736372,0.00795103,0.0237733,0.0215347,0.0190431,0.0211133,0,0,0.0175508,0,0.0218966,0.0104762,0.0524848,0.0210735,0.0282833,0.0163939,0.00222893,0.0551929,0.00169116,0.0447614,0.00713552,0.00561174,0.0126127,0.0103644,0.00994914,0.0135488,0.0146532,0.030668,0.00940444,0.0154852,0.0145709,0,0,0,0.00709313,0.00313883,0.0125469,0.0273521
132,0,0,0,0,0,0,0.0135633,0.0131028,0,0,0,0.0411229,0.0167627,0.0276917,0,0,0.00758904,0,0.0223331,0.00235422,0.0338349,0.0268516,0.00499359,0.00143574,0.00337192,0.00622444,0.00599498,0.0129537,0.0169031,0.00847288,0.0190522,0.0464528,0.00722296,0.00794493,0.0231197,0.0215829,0.0189263,0.0208851,0,0,0.0171521,0,0.021972,0.0102743,0.0531029,0.0207904,0.0285852,0.0163206,0.0025133,0.0545606,0.0016221,0.0447946,0.00690039,0.00576301,0.0128088,0.0104506,0.00991685,0.0137176,0.013858,0.0301347,0.00925192,0.0155398,0.014408,0,0,0,0.00684282,0.00301352,0.0124737,0.027016
133,0,0,0,0,0,0,0.0136254,0.0132024,0,0,0,0.0415308,0.0168287,0.0277685,0,0,0.0075028,0,0.0223062,0.00227388,0.0329315,0.0277454,0.00436639,0.00125785,0.00341992,0.00585289,0.00610805,0.0128104,0.0168373,0.00846683,0.019085,0.047159,0.00708231,0.00793035,0.0222923,0.0216087,0.0185658,0.020909,0,0,0.0168231,0,0.0220341,0.0100713,0.0538102,0.0204396,0.0289083,0.0162485,0.0028968,0.0543734,0.00163174,0.0448064,0.00661271,0.00579415,0.0129044,0.0104796,0.00982336,0.0137743,0.0129873,0.0297767,0.00910357,0.0158338,0.0144326,0,0,0,0.00672214,0.00283505,0.0124731,0.0266036
134,0,0,0,0,0,0,0.0136639,0.0132696,0,0,0,0.0415902,0.0168641,0.0280555,0,0,0.0072739,0,0.0222814,0.00215157,0.0323609,0.0302426,0.00382009,0.00108109,0.00355211,0.00551712,0.00608097,0.0128446,0.0167577,0.00834798,0.0192388,0.0477736,0.00689096,0.00791206,0.0213308,0.0216607,0.0181397,0.0209245,0,0,0.0164131,0,0.022197,0.00984894,0.0545892,0.0201366,0.0292439,0.0163609,0.00341671,0.0540346,0.0016962,0.0448586,0.00635634,0.0057968,0.0130486,0.0104794,0.00978087,0.0138718,0.0123219,0.0293039,0.00835724,0.0160648,0.0144545,0,0,0,0.00671112,0.00257185,0.0125193,0.0261571
135,0,0,0,0,0,0,0.0137183,0.0134019,0,0,0,0.0415416,0.0168929,0.0279609,0,0,0.00709338,0,0.0222921,0.00207163,0.0320807,0.0314433,0.00329052,0.000735662,0.0036621,0.0052928,0.00592987,0.0128217,0.0166623,0.00823226,0.0193175,0.047812,0.00678491,0.00790808,0.0200027,0.0216542,0.017608,0.0210783,0,0,0.016585,0,0.0221504,0.00988831,0.0552799,0.0197155,0.0295591,0.0162029,0.00391916,0.0541983,0.00180115,0.0448712,0.00602206,0.0057459,0.0129747,0.0104859,0.00958754,0.0138311,0.0116704,0.0294343,0.00886524,0.0161688,0.0145568,0,0,0,0.00678552,0.00274738,0.0126611,0.0257257
136,0,0,0,0,0,0,0.0137766,0.0134136,0,0,0,0.0412447,0.0169007,0.027484,0,0,0.00698913,0,0.0223223,0.00202866,0.0319555,0.03117,0.00290934,0.0004353,0.00371762,0.0052631,0.00568494,0.0126784,0.0167149,0.0083288,0.0192891,0.0473624,0.00676793,0.0079016,0.0183016,0.0216849,0.01672,0.0211902,0,0,0.016522,0,0.0221846,0.00986589,0.0557475,0.0185757,0.0298794,0.0155893,0.0043064,0.054101,0.001961,0.0448819,0.00557423,0.00558495,0.0127044,0.0103637,0.00925155,0.0135497,0.0108533,0.029375,0.00898295,0.0161795,0.0146612,0,0,0,0.0068859,0.00275824,0.0129101,0.0252834
137,0,0,0,0,0,0,0.0138247,0.0133418,0,0,0,0.0405453,0.0169035,0.0270048,0,0,0.00698036,0,0.0223391,0.00204933,0.0318898,0.0304052,0.00264068,0.000776163,0.00374615,0.0052526,0.00524806,0.0124645,0.0167151,0.00862247,0.0190964,0.0464689,0.00678765,0.00788555,0.0161155,0.0216839,0.0150178,0.0212443,0,0,0.0164226,0,0.0221858,0.00983603,0.0559421,0.0165274,0.0302317,0.0138858,0.00457703,0.0539321,0.00225641,0.0447297,0.00462608,0.00522461,0.011771,0.0101132,0.00850158,0.0125895,0.00958105,0.0292499,0.00905406,0.0161739,0.0147438,0,0,0,0.00712303,0.00271838,0.0133631,0.0248715
138,0,0,0,0,0,0,0.0138794,0.0133009,0,0,0,0.0393562,0.0169281,0.0261862,0,0,0.00699641,0,0.0223376,0.00211007,0.031483,0.0298689,0.00243763,0.00183145,0.0037522,0.00521753,0.00472165,0.012056,0.0163868,0.00906613,0.0189892,0.0453481,0.00654728,0.00786465,0.00966921,0.0216436,0.00782047,0.0212155,0,0,0.0163732,0,0.0221366,0.00981631,0.0550635,0.0092308,0.0310699,0.0069353,0.00498168,0.0538253,0.00359461,0.0441367,0.0037333,0.00394946,0.00708051,0.00915712,0.00499619,0.00806923,0.00690064,0.0291566,0.00914061,0.0160394,0.014731,0,0,0,0.00753044,0.00271159,0.0139875,0.0241705
139,0,0,0,0,0,0,0.0138472,0.013256,0,0,0,0.0370807,0.0169402,0.0249089,0,0,0.00703142,0,0.0223272,0.00212143,0.0313709,0.0285474,0.00233291,0.00258385,0.00376738,0.00507959,0.00405496,0.0113657,0.0153546,0.0092028,0.0187567,0.0430795,0.00652277,0.00783851,0.0074481,0.0216279,0.00390575,0.0211244,0,0,0.0163743,0,0.0221213,0.00977948,0.0547912,0.00751497,0.03166,0.00583495,0.00531606,0.0537627,0.00459376,0.0442336,0.00617765,0.0040737,0.00442603,0.00871795,0.00322122,0.00648894,0.00781261,0.0291567,0.00921974,0.0159126,0.0146992,0,0,0,0.0077909,0.00274236,0.0145492,0.0236852
140,0,0,0,0,0,0,0.0138344,0.0131946,0,0,0,0.0343136,0.0169819,0.0231914,0,0,0.00695155,0,0.0223562,0.00210492,0.031348,0.026597,0.00221468,0.00320352,0.00382923,0.00461147,0.00316794,0.0105085,0.0143666,0.00838449,0.018418,0.0401516,0.00663467,0.00780474,0.00791767,0.021631,0.002988,0.0210619,0,0,0.0163332,0,0.0221245,0.00975916,0.0546095,0.00968414,0.0322529,0.00800832,0.00564703,0.053733,0.00549908,0.0445871,0.00880812,0.00478716,0.00223746,0.00836586,0.00291834,0.0066817,0.0087346,0.0291792,0.00918411,0.0159144,0.0147074,0,0,0,0.0079499,0.00268297,0.0152201,0.0232853
141,0,0,0,0,0,0,0.0138329,0.0130769,0,0,0,0.031178,0.0170397,0.0206771,0,0,0.00692036,0,0.0223714,0.00212219,0.0312811,0.023844,0.00214513,0.00385468,0.0038503,0.00389714,0.00203928,0.00969841,0.013324,0.00688513,0.0180331,0.0368346,0.00662915,0.00778467,0.00921663,0.0216095,0.00624377,0.0209414,0,0,0.016215,0,0.0220947,0.00974383,0.0543448,0.013823,0.032887,0.0115888,0.00586326,0.0534469,0.00628878,0.0451414,0.0114592,0.00598639,0.00182604,0.00804968,0.00430975,0.00827083,0.0104455,0.0290891,0.00918006,0.0159043,0.0146756,0,0,0,0.0080565,0.00267638,0.0160186,0.022948
142,0,0,0,0,0,0,0.0137235,0.012992,0,0,0,0.0271711,0.0170811,0.0174165,0,0,0.00695782,0,0.0223655,0.00216409,0.0313734,0.0204415,0.00249596,0.00423335,0.0038996,0.00281034,0.00075535,0.00857378,0.0118096,0.00594635,0.0177387,0.0326969,0.00663788,0.00775393,0.0100203,0.0215947,0.00793333,0.0208164,0,0,0.0160825,0,0.0220658,0.00968709,0.05446,0.0158844,0.0332759,0.013197,0.00590528,0.0531597,0.0066487,0.0455701,0.0125502,0.0065103,0.00275341,0.0077947,0.00521079,0.00926139,0.011196,0.0289649,0.00914979,0.0157971,0.0146022,0,0,0,0.00817539,0.00265148,0.0167787,0.0228301
143,0,0,0,0,0,0,0.0135412,0.0128884,0,0,0,0.0228495,0.0171389,0.0143855,0,0,0.00692964,0,0.0223525,0.00221852,0.0313522,0.0169307,0.00365518,0.00451394,0.00397219,0.00222528,0.000967177,0.00742787,0.0105925,0.00564981,0.0176362,0.028553,0.00668463,0.00770487,0.0109634,0.0216024,0.00976948,0.0206467,0,0,0.0159033,0,0.0220739,0.00958795,0.0545929,0.0180284,0.0337006,0.0150458,0.00593042,0.0527717,0.00696658,0.0460751,0.0136409,0.00715243,0.00412454,0.00755004,0.00632094,0.0104194,0.0121627,0.0287675,0.00908264,0.0155657,0.0144683,0,0,0,0.00831135,0.00260765,0.0175429,0.0227527
144,0,0,0,0,0,0,0.013463,0.0129193,0,0,0,0.0185433,0.0171815,0.0117327,0,0,0.0069015,0,0.0223301,0.00224964,0.0313985,0.013444,0.00532467,0.00451945,0.00401658,0.0033543,0.00276596,0.00663003,0.00991624,0.00568278,0.017557,0.0242197,0.0067462,0.00765189,0.0107317,0.0216493,0.00987483,0.0206515,0,0,0.0156261,0,0.0221551,0.00944329,0.0550182,0.0181836,0.0338922,0.014874,0.00599821,0.0526417,0.0069504,0.046356,0.0134388,0.00696445,0.00431419,0.00733636,0.00657914,0.0106415,0.012466,0.0285854,0.00878469,0.0154923,0.0144557,0,0,0,0.0086695,0.0025189,0.0181585,0.022852
145,0,0,0,0,0,0,0.0133375,0.0129985,0,0,0,0.0144265,0.0172161,0.00912766,0,0,0.00695194,0,0.0223207,0.00229818,0.0315148,0.0102476,0.00763336,0.00464382,0.00415976,0.0054558,0.00480376,0.00672844,0.0098282,0.00584876,0.0176335,0.0197681,0.00684258,0.0076111,0.0107027,0.0216463,0.00995176,0.0206202,0,0,0.0154202,0,0.0221308,0.00930083,0.0553517,0.0183041,0.0339754,0.0147346,0.00593333,0.0526148,0.00688637,0.0466442,0.0132232,0.00678865,0.00448275,0.00716565,0.00680855,0.0108712,0.012577,0.0284744,0.0088631,0.0155555,0.0143693,0,0,0,0.00943486,0.00257534,0.018773,0.0229702
