Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,x70,x71,x72,LTHI,RWRB,LTHIP,LILC
146,0,0,0,0,0,0,0.0132113,0.013072,0,0,0,0.00956646,0.0172657,0.00530271,0,0,0.00700573,0,0.0223192,0.0023671,0.0317195,0.00724194,0.00939544,0.00484973,0.00434401,0.00723862,0.00650643,0.00665352,0.00914243,0.00537075,0.0175421,0.0135029,0.00693319,0.00758065,0.0106333,0.0216447,0.00999898,0.0206012,0,0,0.0151889,0,0.0221229,0.00914214,0.0556576,0.0183929,0.0339513,0.01452,0.00585132,0.0525464,0.006826,0.046973,0.0129825,0.00667588,0.00462176,0.00700019,0.00696478,0.0110888,0.0128493,0.0283224,0.00886792,0.0156334,0.0142706,0,0,0,0.0101403,0.00255879,0.0194303,0.0231225
147,0,0,0,0,0,0,0.0130613,0.0131498,0,0,0,0.00731197,0.0173057,0.00249135,0,0,0.00709006,0,0.0223262,0.00246795,0.0318915,0.00641602,0.0116441,0.00520004,0.00445396,0.0097021,0.00812367,0.00654498,0.00861796,0.00459047,0.0182765,0.00901724,0.00712355,0.00756258,0.010482,0.0216259,0.00995666,0.0205111,0,0,0.0148125,0,0.0221055,0.00890315,0.055977,0.0183604,0.0339249,0.0142274,0.00574838,0.0523068,0.00673288,0.0473117,0.0126865,0.00650843,0.0047726,0.00682914,0.00709951,0.0112415,0.0129986,0.028034,0.00881472,0.0157202,0.0141258,0,0,0,0.0111577,0.0024144,0.0199872,0.0232962
148,0,0,0,0,0,0,0.0128777,0.0132465,0,0,0,0.00746944,0.0173191,0.00227772,0,0,0.00719306,0,0.0223268,0.00255988,0.0321255,0.00655451,0.0143784,0.00557004,0.00457262,0.0125584,0.00986622,0.00783463,0.00884169,0.00389794,0.019104,0.00638948,0.00734867,0.00754191,0.0103026,0.0216308,0.00987239,0.0204014,0,0,0.0143868,0,0.0221115,0.00864762,0.0562931,0.0182844,0.0338882,0.013876,0.00568821,0.0520087,0.006634,0.0476703,0.0123613,0.00634245,0.00490936,0.00666407,0.0072193,0.0113511,0.0131646,0.0276717,0.00868676,0.0158097,0.0139796,0,0,0,0.012591,0.0023243,0.0205375,0.0235077
149,0,0,0,0,0,0,0.0126679,0.0133599,0,0,0,0.00928416,0.0173386,0.00439974,0,0,0.00734259,0,0.0223345,0.00265181,0.0324168,0.00857519,0.0175449,0.00605424,0.00468417,0.015828,0.0119237,0.00944399,0.00972246,0.0035281,0.019779,0.00592479,0.00722262,0.0075287,0.0100893,0.0216546,0.00975984,0.0202681,0,0,0.0139861,0,0.0221331,0.00842148,0.0565886,0.0182136,0.0338215,0.0135305,0.00565299,0.0516657,0.00650261,0.0480321,0.0120631,0.00615578,0.00498776,0.00649883,0.00732546,0.0114606,0.0133241,0.0273094,0.00854222,0.0158744,0.0138273,0,0,0,0.0143743,0.00229675,0.020972,0.0237585
150,0,0,0,0,0,0,0.012595,0.0135611,0,0,0,0.0120365,0.017368,0.00695718,0,0,0.00750365,0,0.0223531,0.00274831,0.0328152,0.0117266,0.0203633,0.0065692,0.00479568,0.018863,0.0136415,0.0109946,0.0107893,0.00347868,0.0207431,0.00700217,0.00714722,0.00752529,0.00980412,0.02168,0.00965344,0.0202803,0,0,0.0136135,0,0.0221655,0.0082206,0.0569124,0.0181705,0.0337803,0.0131579,0.00566971,0.0515746,0.00633831,0.0483912,0.011744,0.00596473,0.0050471,0.00632556,0.00737713,0.0116016,0.0133366,0.0270288,0.00835778,0.0159934,0.0137963,0,0,0,0.0161433,0.00226033,0.0212951,0.0239891
151,0,0,0,0,0,0,0.0125231,0.0137534,0,0,0,0.0146181,0.0173838,0.00940254,0,0,0.00766187,0,0.0223795,0.00286719,0.0332952,0.0148899,0.0230344,0.00709402,0.00484323,0.021873,0.0148691,0.0124989,0.0120536,0.00419339,0.0220487,0.00854169,0.00717072,0.00752348,0.00941351,0.0216995,0.00955155,0.0202983,0,0,0.0132218,0,0.0221966,0.00798286,0.0572466,0.0180505,0.0338108,0.012696,0.00567872,0.0514671,0.00617187,0.0487461,0.0113972,0.00578771,0.00513969,0.0061318,0.00744077,0.0116943,0.0132612,0.0267481,0.008142,0.0160687,0.0137422,0,0,0,0.0178023,0.00215458,0.021497,0.0242255
152,0,0,0,0,0,0,0.0124426,0.0139183,0,0,0,0.0167906,0.0173797,0.0120873,0,0,0.00782572,0,0.0224188,0.00298066,0.0338049,0.0175697,0.0256233,0.00753987,0.00487791,0.0247314,0.0155771,0.0139894,0.0134714,0.00454156,0.0230555,0.0101345,0.00726186,0.00754096,0.00895338,0.0217273,0.00950362,0.0203026,0,0,0.0129103,0,0.0222381,0.00780584,0.0576266,0.0179881,0.0338669,0.0122845,0.00573801,0.051354,0.00604369,0.0491576,0.0110977,0.00564124,0.00528941,0.00594541,0.00753587,0.011716,0.0131805,0.0265277,0.00798658,0.0161188,0.0136732,0,0,0,0.0194457,0.00200525,0.0216099,0.0244531
153,0,0,0,0,0,0,0.0123534,0.0140005,0,0,0,0.0184018,0.0173791,0.0144955,0,0,0.00794091,0,0.0224551,0.00301556,0.0343189,0.0197129,0.0278949,0.0078363,0.00496414,0.0271881,0.0162484,0.0153502,0.0149901,0.00345684,0.0236394,0.0121422,0.00741674,0.00756237,0.00851857,0.0217985,0.00943615,0.0202975,0,0,0.0125679,0,0.0223702,0.00764272,0.0580903,0.0179029,0.0339336,0.0117654,0.00588439,0.0511906,0.00588528,0.0495636,0.0107309,0.00547834,0.00534752,0.00575226,0.00760189,0.011674,0.0131522,0.0262791,0.00748986,0.0161389,0.0136528,0,0,0,0.0212218,0.00182197,0.021644,0.0246329
154,0,0,0,0,0,0,0.0122889,0.0140413,0,0,0,0.0199835,0.0173494,0.0159681,0,0,0.00812053,0,0.0224905,0.00307031,0.0348463,0.0209702,0.0292043,0.00820794,0.00507306,0.0288004,0.016755,0.0162296,0.0162337,0.0027909,0.0238237,0.0128133,0.00769155,0.00758013,0.00813558,0.0218251,0.00932623,0.0202494,0,0,0.012464,0,0.0223725,0.00757714,0.0585356,0.0178401,0.0339872,0.0112247,0.00592794,0.0511047,0.00580259,0.0499689,0.0103708,0.00538342,0.0053109,0.00554841,0.00760345,0.0115147,0.0130183,0.0262064,0.00767516,0.0161449,0.013627,0,0,0,0.0226264,0.00218669,0.021805,0.0247446
155,0,0,0,0,0,0,0.0121608,0.0139975,0,0,0,0.0214741,0.017347,0.0177482,0,0,0.00826212,0,0.0225408,0.00310131,0.0353489,0.0228429,0.0305446,0.00845062,0.0050915,0.0298561,0.0168754,0.0169719,0.0172132,0.00250286,0.0240726,0.0144865,0.00778725,0.00759531,0.00756359,0.02184,0.00926251,0.0201216,0,0,0.0124148,0,0.0223804,0.00754318,0.0590846,0.0178767,0.0341406,0.0105167,0.00611036,0.0509196,0.00573138,0.0503233,0.00999026,0.00523383,0.00528171,0.00535495,0.00764247,0.0113786,0.0129361,0.0261329,0.00779893,0.0160586,0.0135533,0,0,0,0.0235352,0.00283364,0.021589,0.0247728
156,0,0,0,0,0,0,0.012085,0.0140269,0,0,0,0.0219328,0.0173284,0.0182084,0,0,0.00843953,0,0.02258,0.00319038,0.0357984,0.0234091,0.0310308,0.0086115,0.00511738,0.0298926,0.0168644,0.0170798,0.0171444,0.00252133,0.0240331,0.0138928,0.00784781,0.00761,0.0069492,0.0218333,0.00937945,0.020015,0,0,0.0122769,0,0.0223663,0.0075051,0.0595417,0.0179812,0.0343141,0.00982203,0.00614458,0.0507807,0.00567523,0.0506518,0.00962136,0.00504743,0.00524519,0.00519432,0.00770117,0.0111926,0.0125473,0.0260054,0.00780964,0.0160497,0.0135117,0,0,0,0.0239207,0.00295648,0.021665,0.0247164
157,0,0,0,0,0,0,0.0120588,0.0141307,0,0,0,0.0215254,0.0173051,0.0179985,0,0,0.00855811,0,0.0226084,0.00325744,0.0361249,0.0232063,0.0310335,0.00868502,0.00517641,0.0292856,0.0167569,0.0168114,0.0169481,0.00249652,0.0239382,0.0131026,0.00779532,0.00763505,0.00619357,0.02184,0.00965937,0.0199824,0,0,0.0121537,0,0.0223518,0.00748319,0.060012,0.0182438,0.0344814,0.00904633,0.00618012,0.0508418,0.00561648,0.0509371,0.0092008,0.00465514,0.00520101,0.005069,0.007823,0.0109797,0.0119886,0.0259153,0.00790723,0.0161422,0.0135156,0,0,0,0.0239129,0.00269596,0.0218705,0.0245761
158,0,0,0,0,0,0,0.0120038,0.0141389,0,0,0,0.020462,0.0173127,0.0174226,0,0,0.00857486,0,0.0226295,0.00326749,0.0363011,0.0226633,0.0303336,0.0086869,0.00515369,0.027978,0.0164378,0.0162141,0.0165614,0.00232059,0.0238921,0.0125406,0.00755489,0.00764431,0.00531704,0.0218431,0.00997587,0.0198954,0,0,0.0121891,0,0.0223437,0.00753591,0.0605792,0.0184539,0.0347557,0.00813909,0.00641819,0.0508225,0.00551839,0.0511726,0.0086797,0.00414121,0.00516664,0.00496537,0.00788537,0.0106623,0.0113921,0.0258974,0.00795995,0.0161306,0.0135092,0,0,0,0.0233257,0.00295629,0.0220421,0.0242844
159,0,0,0,0,0,0,0.0119416,0.0141088,0,0,0,0.018315,0.0173204,0.0159417,0,0,0.00847925,0,0.0226243,0.00321493,0.0363613,0.0211768,0.0288922,0.00855552,0.0050972,0.0260313,0.015926,0.0151448,0.0156933,0.00225056,0.0236878,0.0110191,0.0074111,0.00764157,0.00463452,0.0218252,0.0102811,0.0197708,0,0,0.0122814,0,0.0223287,0.00761783,0.0611629,0.0185679,0.0350638,0.00721049,0.00664961,0.0508231,0.00540636,0.0513808,0.00814582,0.00354622,0.00519618,0.00489453,0.0079104,0.0101589,0.0107567,0.0259256,0.0079478,0.0160751,0.0134821,0,0,0,0.0221967,0.00316471,0.0223284,0.0238788
160,0,0,0,0,0,0,0.0118829,0.014084,0,0,0,0.0153225,0.0173517,0.0139908,0,0,0.00827143,0,0.0225955,0.00309888,0.0363066,0.0192727,0.0269942,0.00844434,0.00504479,0.0237044,0.0151056,0.013708,0.014503,0.00219524,0.023361,0.00875594,0.00728161,0.00762092,0.00412585,0.0217962,0.0105256,0.0196246,0,0,0.0124066,0,0.0223023,0.00767462,0.0617333,0.018543,0.0353985,0.00632939,0.00682582,0.0508297,0.00533693,0.0515511,0.00764187,0.00289679,0.00531868,0.00481629,0.00788297,0.00949978,0.0101114,0.0260136,0.00793647,0.0159968,0.0133924,0,0,0,0.0207539,0.00307145,0.0224954,0.0233873
161,0,0,0,0,0,0,0.0119432,0.0141756,0,0,0,0.0124405,0.0174114,0.0118723,0,0,0.00797504,0,0.0225676,0.00293238,0.0361011,0.0173323,0.0247844,0.00828809,0.00504566,0.0212043,0.014005,0.0120789,0.0131599,0.00225745,0.0228798,0.006817,0.00707597,0.00757997,0.00383208,0.0217794,0.010672,0.0196584,0,0,0.0126211,0,0.0222808,0.00775593,0.0622575,0.0183068,0.0357311,0.00549989,0.00698798,0.0512284,0.00531924,0.0516605,0.00720264,0.00224908,0.00550019,0.00474754,0.00783227,0.00877933,0.00945425,0.0263204,0.00795283,0.0160438,0.0134366,0,0,0,0.0193068,0.00273996,0.0224615,0.0228387
162,0,0,0,0,0,0,0.0119671,0.0142495,0,0,0,0.0103879,0.017469,0.00932849,0,0,0.00767196,0,0.0225245,0.00279186,0.035742,0.0155041,0.0221775,0.00800887,0.00502488,0.0186326,0.0129243,0.0102401,0.0114258,0.00222858,0.0222849,0.0053974,0.00683315,0.00753381,0.00377939,0.021786,0.010699,0.0196714,0,0,0.0127226,0,0.0223295,0.00778131,0.0627255,0.0178522,0.0360663,0.00469648,0.00705527,0.0515448,0.00535033,0.0516974,0.00683255,0.00177918,0.00569771,0.00472858,0.00768497,0.00805934,0.00882512,0.0265283,0.00760812,0.0161044,0.0134527,0,0,0,0.0178219,0.0019678,0.022489,0.0221705
163,0,0,0,0,0,0,0.0119326,0.0144266,0,0,0,0.00880355,0.0175267,0.00698969,0,0,0.00729342,0,0.0224619,0.00264692,0.0352009,0.0155118,0.0201084,0.00766316,0.00495512,0.0165417,0.01209,0.00837568,0.0092614,0.0022283,0.0220172,0.00609989,0.00661575,0.00749418,0.0043774,0.0217472,0.0107674,0.0196788,0,0,0.0128523,0,0.022287,0.00780528,0.0634295,0.0172662,0.0365622,0.00412133,0.00730693,0.0520353,0.00530638,0.0515424,0.00652065,0.0016422,0.00593436,0.00473514,0.00747945,0.0073404,0.0084376,0.0268237,0.00760823,0.0163,0.0134645,0,0,0,0.0167129,0.00201707,0.0227145,0.0213559
164,0,0,0,0,0,0,0.0118018,0.0147714,0,0,0,0.00742515,0.01758,0.00618272,0,0,0.00700932,0,0.0223904,0.00252433,0.0346327,0.0182384,0.0184048,0.00744324,0.00486229,0.0148481,0.0118949,0.0067461,0.00738981,0.00330997,0.0220766,0.00701368,0.00653736,0.00747977,0.00553054,0.0217113,0.0109432,0.019656,0,0,0.012561,0,0.022235,0.0076415,0.0644852,0.0165629,0.0372193,0.00405858,0.00764695,0.0524984,0.00517231,0.0512333,0.00631473,0.00201837,0.00613618,0.00480435,0.00728244,0.00654067,0.00826321,0.0267965,0.00740366,0.0166949,0.0134636,0,0,0,0.0163839,0.00211992,0.0238248,0.0204297
165,0,0,0,0,0,0,0.0117217,0.015125,0,0,0,0.00744523,0.0176049,0.00557187,0,0,0.00670677,0,0.0223138,0.00235156,0.0341646,0.0224775,0.0165939,0.00711535,0.00486244,0.0131655,0.0119985,0.00659628,0.00732802,0.00434786,0.0222751,0.00745726,0.0065875,0.00745324,0.00696196,0.021653,0.0110148,0.0195451,0,0,0.0120114,0,0.0221582,0.00734912,0.0658038,0.015412,0.0379019,0.00426453,0.00796787,0.0527591,0.00493411,0.050931,0.00626424,0.00293234,0.00610155,0.0047987,0.00695833,0.00574734,0.0081764,0.0264699,0.00710364,0.0171122,0.0133479,0,0,0,0.0162585,0.00197859,0.025211,0.0197592
166,0,0,0,0,0,0,0.0119202,0.0153572,0,0,0,0.0101981,0.0176004,0.00528911,0,0,0.00644211,0,0.0222627,0.00216858,0.0335932,0.0248182,0.0139227,0.00672541,0.0049116,0.0113095,0.0111954,0.00694267,0.0067655,0.00443214,0.0216676,0.00745223,0.00670604,0.00743266,0.00870989,0.0216009,0.0106907,0.0194004,0,0,0.0116373,0,0.0220975,0.00714321,0.0671151,0.0139265,0.0383402,0.00454802,0.00798287,0.0528363,0.00471226,0.050914,0.00640464,0.00376796,0.00579727,0.00455201,0.00641246,0.00511665,0.00824382,0.0262497,0.00671678,0.0173939,0.0131409,0,0,0,0.0153736,0.00189836,0.0252559,0.019591
167,0,0,0,0,0,0,0.0121478,0.0155108,0,0,0,0.0116291,0.0175633,0.00545795,0,0,0.00635228,0,0.0222674,0.00209206,0.0330411,0.0248442,0.0108209,0.00636226,0.00492768,0.00872714,0.00902314,0.00621323,0.00509887,0.00338158,0.0203049,0.00921317,0.0066806,0.00744659,0.0104448,0.0215786,0.00985992,0.0193992,0,0,0.0117163,0,0.0220944,0.00712792,0.0681108,0.0113779,0.0384856,0.00521035,0.0076305,0.0529032,0.0045332,0.0510148,0.00683185,0.00437794,0.00550182,0.00411944,0.00571316,0.00501406,0.00888506,0.0264203,0.0063505,0.0175227,0.0130166,0,0,0,0.0136842,0.00188311,0.0237691,0.0197451
168,0,0,0,0,0,0,0.0120531,0.015591,0,0,0,0.0102338,0.0174928,0.00563117,0,0,0.00644779,0,0.0222891,0.00209968,0.0328209,0.0241607,0.00801462,0.00606854,0.00487535,0.00562121,0.00655928,0.00480195,0.00344212,0.00215819,0.0189385,0.0102859,0.00673807,0.00747637,0.0120721,0.0215656,0.00867898,0.019646,0,0,0.0120537,0,0.0221271,0.00727207,0.0687074,0.00816373,0.0384515,0.0063793,0.0071614,0.0530428,0.0042415,0.0510228,0.0074918,0.00493275,0.00538389,0.00366433,0.00511379,0.00582477,0.010213,0.0267898,0.00606112,0.0174391,0.0132064,0,0,0,0.0125279,0.00183977,0.0219218,0.0199626
169,0,0,0,0,0,0,0.0117419,0.0155784,0,0,0,0.00762095,0.0174175,0.0064795,0,0,0.00669651,0,0.0223158,0.00217228,0.0330198,0.0234002,0.00593229,0.00579359,0.00473735,0.00404676,0.0055572,0.00304209,0.00217346,0.00182859,0.0178575,0.00922851,0.00672305,0.00753065,0.0130465,0.021584,0.00748743,0.0199666,0,0,0.0123787,0,0.0221984,0.00745745,0.0689454,0.00476112,0.0383026,0.00790232,0.00680578,0.05313,0.00404093,0.0508695,0.00826238,0.00565156,0.0052206,0.00331215,0.00478534,0.00726605,0.012284,0.0270733,0.00578728,0.0171418,0.013667,0,0,0,0.0123219,0.00176414,0.0210046,0.0200162
170,0,0,0,0,0,0,0.0116447,0.0154688,0,0,0,0.00507787,0.0173909,0.00836359,0,0,0.00693346,0,0.0223435,0.00225509,0.0335633,0.0227224,0.00475703,0.00535379,0.00458568,0.00447448,0.0057435,0.00164035,0.00183154,0.00247214,0.017281,0.00767159,0.0069023,0.00757467,0.0140944,0.0216028,0.00659746,0.0201698,0,0,0.0126798,0,0.0222435,0.00762527,0.0689766,0.00292564,0.0381849,0.0098713,0.00671952,0.0531201,0.00385212,0.050445,0.00925772,0.00659813,0.00484862,0.00301571,0.00460621,0.00886356,0.0144084,0.0271595,0.00557963,0.0167592,0.0141084,0,0,0,0.0126949,0.00170095,0.0210167,0.0198379
171,0,0,0,0,0,0,0.011749,0.0152187,0,0,0,0.00548198,0.0173728,0.00984679,0,0,0.00715859,0,0.022365,0.00235522,0.0342869,0.0223095,0.00484926,0.00481286,0.00451067,0.00526067,0.00599339,0.0014509,0.00272286,0.00295388,0.0168938,0.00674101,0.0071591,0.00761006,0.0122344,0.021627,0.0065173,0.0201027,0,0,0.0128066,0,0.0223405,0.00766644,0.0688678,0.00598578,0.038083,0.0119057,0.00675469,0.0526297,0.00350493,0.0496707,0.0104193,0.00770991,0.00446918,0.00277482,0.00482087,0.0103942,0.0176541,0.0268516,0.00510319,0.0163056,0.0141619,0,0,0,0.0130878,0.00164526,0.0214581,0.0195262
172,0,0,0,0,0,0,0.0119553,0.0151409,0,0,0,0.00743217,0.0173857,0.0105235,0,0,0.00718078,0,0.0223783,0.00239439,0.0349866,0.0221082,0.005597,0.00420342,0.00447545,0.00588534,0.00601074,0.00223383,0.00359065,0.00326641,0.0170763,0.00612169,0.00726985,0.00760168,0.0132916,0.0216494,0.00702062,0.0202792,0,0,0.0129922,0,0.02238,0.00770355,0.0685633,0.0102372,0.0379677,0.0136346,0.00684247,0.0526648,0.00316149,0.0487668,0.0117096,0.0087617,0.00411491,0.00248872,0.00539166,0.0114809,0.017045,0.0268708,0.00491718,0.0161821,0.0142043,0,0,0,0.0131499,0.00170552,0.0218836,0.0194071
173,0,0,0,0,0,0,0.0119575,0.0149972,0,0,0,0.00865561,0.0174066,0.0103042,0,0,0.00709298,0,0.0223755,0.00239005,0.0357032,0.0214869,0.00617722,0.00367473,0.00442763,0.00629019,0.00603305,0.00337555,0.00391918,0.00310987,0.0177116,0.00644446,0.00718089,0.00758924,0.0128986,0.0216486,0.00803363,0.020314,0,0,0.0133928,0,0.0223053,0.00789479,0.0680977,0.0141493,0.0376798,0.0146471,0.00677898,0.0525757,0.0031131,0.0480374,0.0128827,0.00942576,0.00393067,0.00214662,0.00606701,0.0121085,0.0178563,0.0271744,0.00559993,0.0160653,0.0141054,0,0,0,0.0129939,0.00177756,0.0221987,0.0195739
174,0,0,0,0,0,0,0.0119168,0.0148674,0,0,0,0.00927862,0.0174527,0.00973498,0,0,0.00683441,0,0.0223691,0.00233121,0.0364428,0.0203673,0.00579627,0.00337988,0.00427874,0.006522,0.00608181,0.00400024,0.00400655,0.00281138,0.018401,0.00719705,0.00681625,0.00757743,0.0143776,0.0217235,0.00916068,0.020279,0,0,0.0136221,0,0.0223677,0.00814065,0.0676154,0.0171733,0.0371866,0.0151923,0.00671633,0.0523891,0.00313712,0.047633,0.0138601,0.00966203,0.00384589,0.00168057,0.00649367,0.0125058,0.017897,0.0273968,0.00579768,0.0159862,0.0140519,0,0,0,0.0128449,0.00178769,0.022159,0.0199137
175,0,0,0,0,0,0,0.0119693,0.0148349,0,0,0,0.0094142,0.0174821,0.00911946,0,0,0.00658399,0,0.0223632,0.00226648,0.0371952,0.018788,0.00434622,0.00337269,0.00415761,0.00628211,0.00589941,0.00385335,0.00373713,0.00234623,0.0185845,0.00795716,0.00634478,0.00755131,0.0164251,0.0218058,0.0104656,0.0202536,0,0,0.0139113,0,0.0224488,0.00842387,0.0672298,0.0196129,0.0365595,0.0155482,0.00658634,0.0523551,0.00325086,0.0474116,0.0146511,0.00960106,0.00378263,0.00123057,0.00680892,0.0124165,0.0193752,0.0276884,0.00601448,0.016022,0.0141037,0,0,0,0.0127833,0.00190071,0.0217326,0.0201855
176,0,0,0,0,0,0,0.0120516,0.0147931,0,0,0,0.00999469,0.0175361,0.00853816,0,0,0.00637301,0,0.02236,0.00220321,0.0380028,0.0173733,0.00290305,0.00343212,0.00402357,0.00570147,0.00537166,0.00340713,0.00280458,0.00144275,0.0182201,0.00815763,0.00610574,0.00750214,0.0187705,0.0218926,0.011696,0.0201971,0,0,0.0142834,0,0.0225379,0.00869137,0.0669621,0.0215177,0.0359028,0.0160524,0.00642341,0.0523383,0.00352616,0.0473525,0.0154343,0.00955171,0.00366721,0.00102869,0.00689926,0.0117851,0.0219531,0.0279497,0.00618528,0.0160706,0.0141664,0,0,0,0.0128065,0.00212354,0.0211813,0.020302
177,0,0,0,0,0,0,0.012108,0.0146901,0,0,0,0.0099909,0.0175737,0.00803564,0,0,0.00624682,0,0.0223574,0.00216667,0.0388138,0.0158229,0.00232116,0.00349367,0.0039082,0.00490167,0.00477375,0.00333551,0.0023917,0.00120103,0.0180933,0.00822528,0.00593328,0.00746564,0.0207699,0.0220106,0.0128269,0.0201344,0,0,0.0146251,0,0.0226886,0.00887067,0.066615,0.0227983,0.0353409,0.0168948,0.00617843,0.0522829,0.00407019,0.0473933,0.0163211,0.00972158,0.00355948,0.00115139,0.00683376,0.0110087,0.0242741,0.0281224,0.00628156,0.0160898,0.0141925,0,0,0,0.0123188,0.00218915,0.020748,0.0202677
178,0,0,0,0,0,0,0.0120988,0.014582,0,0,0,0.00977798,0.0175808,0.00791023,0,0,0.00620109,0,0.022353,0.00213157,0.0394025,0.0149142,0.00210457,0.00346762,0.0038487,0.00439966,0.00416174,0.00370737,0.00291607,0.00151547,0.0182187,0.00815894,0.00582637,0.00745061,0.0217828,0.0221252,0.0136283,0.0200491,0,0,0.0148699,0,0.0228344,0.00899188,0.0659681,0.023264,0.0348337,0.0179535,0.00589138,0.0522078,0.00466303,0.0473931,0.0172141,0.0101814,0.00353914,0.00122231,0.00680859,0.0103687,0.0249692,0.0281539,0.00634215,0.0160943,0.0141657,0,0,0,0.0119382,0.00211736,0.0205098,0.0201984
179,0,0,0,0,0,0,0.0120468,0.0144512,0,0,0,0.00988932,0.0175628,0.00860478,0,0,0.00620353,0,0.0223524,0.00205389,0.039539,0.0151152,0.00183593,0.00338099,0.0038801,0.00430854,0.00381495,0.00448662,0.00385027,0.00169919,0.0182354,0.0082658,0.00587357,0.00744452,0.0212692,0.022185,0.013621,0.0199608,0,0,0.0149658,0,0.0229001,0.00903471,0.0649709,0.0230028,0.0342943,0.0187265,0.00556055,0.0520681,0.00503859,0.0472835,0.0178678,0.0106734,0.00347776,0.00111217,0.00694683,0.0100737,0.024308,0.0280255,0.00638702,0.0160954,0.014123,0,0,0,0.0118121,0.00218624,0.0204269,0.0202004
180,0,0,0,0,0,0,0.0119922,0.0143121,0,0,0,0.010352,0.0175508,0.00957002,0,0,0.00622726,0,0.02235,0.00198513,0.039239,0.0153718,0.00149956,0.00326396,0.00396122,0.00426009,0.00364509,0.00543147,0.00489766,0.00183951,0.0181803,0.00856118,0.0060079,0.00744244,0.019559,0.0222396,0.0133379,0.0198509,0,0,0.0149491,0,0.0229631,0.00902093,0.0638076,0.0225387,0.0337049,0.0190136,0.00520759,0.0518227,0.00510819,0.0470821,0.0182609,0.0110046,0.00335804,0.000926741,0.00721707,0.010442,0.0227068,0.0277923,0.00637212,0.0161059,0.0140433,0,0,0,0.0117123,0.00244745,0.0203506,0.0203622
181,0,0,0,0,0,0,0.0119237,0.0141573,0,0,0,0.0109029,0.0175526,0.0101548,0,0,0.0062469,0,0.0223701,0.00194902,0.0387161,0.0153112,0.00113366,0.00324832,0.00400229,0.0039737,0.00351484,0.00584277,0.00547527,0.00202803,0.0181059,0.00901342,0.00601218,0.00746384,0.0176109,0.0222785,0.0132215,0.0196983,0,0,0.0149042,0,0.0230922,0.00899146,0.0626505,0.0221677,0.0331111,0.0190173,0.00487112,0.0514796,0.00487152,0.0468625,0.018524,0.0112374,0.00344133,0.000740815,0.00747912,0.0113627,0.020814,0.0275172,0.00627403,0.0161085,0.0138927,0,0,0,0.0114926,0.00240105,0.0201954,0.0206809
182,0,0,0,0,0,0,0.0118681,0.0141147,0,0,0,0.0109475,0.0175571,0.0101672,0,0,0.00624652,0,0.0223883,0.00192112,0.0381743,0.0146399,0.000974278,0.00336338,0.00399573,0.00355151,0.00330497,0.00538739,0.0054935,0.00226137,0.0180238,0.00984444,0.00591891,0.00746934,0.0160584,0.0222284,0.0132699,0.0196286,0,0,0.0150565,0,0.022992,0.00904275,0.0615041,0.0220553,0.0325498,0.0191282,0.00452956,0.0514023,0.00507798,0.0467585,0.0188436,0.0114668,0.00359709,0.000579698,0.0076586,0.0121956,0.018891,0.0275273,0.00667806,0.0161766,0.0138021,0,0,0,0.0111909,0.00242034,0.0200057,0.0210951
183,0,0,0,0,0,0,0.011798,0.014099,0,0,0,0.0111911,0.0175635,0.01005,0,0,0.00615425,0,0.0223786,0.00190723,0.0377422,0.0142088,0.00113702,0.00375959,0.00396323,0.00309129,0.00309587,0.00525488,0.00571322,0.00215704,0.0179223,0.0105069,0.00576674,0.00748893,0.0146666,0.0222225,0.0135543,0.0195444,0,0,0.0148831,0,0.0230132,0.00892716,0.0603407,0.02234,0.0320278,0.0193844,0.00424854,0.0512169,0.00544937,0.0467631,0.0192028,0.0117356,0.00363908,0.000402121,0.00792528,0.0127299,0.0174924,0.0273623,0.0064988,0.0162245,0.0137024,0,0,0,0.0108733,0.00236657,0.0197603,0.0215821
184,0,0,0,0,0,0,0.0117153,0.0141883,0,0,0,0.0113727,0.0175802,0.00985741,0,0,0.00601217,0,0.0223625,0.00187392,0.0374623,0.0137883,0.00141434,0.00434136,0.00389587,0.00276996,0.00296903,0.00559423,0.00606141,0.00193997,0.0178549,0.0115355,0.00566427,0.0075129,0.0134903,0.022184,0.0138728,0.0195362,0,0,0.0148074,0,0.0229468,0.00881975,0.0589916,0.0226571,0.0315183,0.0196828,0.0039219,0.0513243,0.00582131,0.046902,0.0196174,0.012045,0.0036196,0.000420372,0.00829477,0.0130868,0.0160954,0.0273821,0.00642382,0.0164141,0.0136526,0,0,0,0.0106493,0.00247637,0.0195512,0.0221015
