Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,x70,x71,x72,R5HD,LTHI,x73,LWRB,RASI,RWRB
118,0,0,0,0,0,0,0.0290398,0.0241374,0,0,0,0.056299,0.0192529,0.027316,0.0695562,0,0,0.0230497,0,0.0198958,0.00492423,0.0386179,0.0220744,0.0124791,0.0169001,0.0310092,0.0336254,0.0117225,0.0164171,0.0101716,0.00472221,0.0139935,0.00669958,0.0167388,0.0641616,0.0268297,0.00730977,0.0165017,0.00569557,0.0244368,0,0,0.0337661,0,0.0165463,0.0220389,0.0541075,0.00431438,0.0109602,0.00925635,0.0310229,0.019738,0.00910571,0.0343547,0.00912239,0.0052732,0.00731695,0.00584288,0.00810239,0.00779705,0.0172291,0.0303192,0.0227658,0.0237516,0.0261489,0,0,0,0.0166494,0.00527557,0,0.00965244,0.0163363,0
119,0,0,0,0,0,0,0.0289982,0.0240088,0,0,0,0.0597784,0.0193224,0.0313112,0.0693468,0,0,0.023276,0,0.0198967,0.00505386,0.0380133,0.0268111,0.0118777,0.0173059,0.031363,0.0335904,0.0122615,0.0165046,0.0107084,0.00722756,0.0170945,0.00814889,0.017407,0.0678329,0.0269646,0.00727505,0.0170725,0.00570661,0.0243717,0,0,0.0338194,0,0.0165547,0.0220161,0.054535,0.00464899,0.0114062,0.00931221,0.0304371,0.0197247,0.0090609,0.0343287,0.0091851,0.00534947,0.00740346,0.00617472,0.0080833,0.00776033,0.0174461,0.0302488,0.0230804,0.0235955,0.0260231,0,0,0,0.0166652,0.00526795,0,0.00959858,0.0170685,0
120,0,0,0,0,0,0,0.0289818,0.0238752,0,0,0,0.0616644,0.019425,0.0350893,0.069352,0,0,0.0234576,0,0.0199035,0.0051284,0.0373031,0.0315152,0.0113943,0.0174385,0.0314435,0.0336204,0.0126762,0.0165605,0.0114795,0.00936434,0.0201715,0.00967549,0.017963,0.0696432,0.0270522,0.00720386,0.0176169,0.00600722,0.0243717,0,0,0.0338821,0,0.0165751,0.0220571,0.0546021,0.00545737,0.0117657,0.00952219,0.0297285,0.0197081,0.00903995,0.0341178,0.00935535,0.00540233,0.00765161,0.00650259,0.00825891,0.00820348,0.0176483,0.03016,0.0231456,0.0234417,0.0260164,0,0,0,0.0166918,0.00536519,0,0.0095189,0.0177997,0
121,0,0,0,0,0,0,0.0290005,0.0238012,0,0,0,0.0625513,0.0194781,0.0381531,0.0689942,0,0,0.0235408,0,0.019918,0.00511786,0.0364592,0.0356967,0.0109884,0.0174242,0.0313913,0.0337336,0.0129683,0.0163125,0.0123325,0.011018,0.0227898,0.0109922,0.0183415,0.0700998,0.0271459,0.00713888,0.0178742,0.0063947,0.0244748,0,0,0.0338206,0,0.0165799,0.022055,0.054621,0.00630036,0.0120984,0.00970245,0.0290413,0.0197373,0.00904268,0.0338932,0.00954571,0.00558487,0.00780488,0.00663432,0.00841529,0.00862663,0.0175971,0.0302791,0.0231442,0.0233678,0.0261768,0,0,0,0.0166944,0.00537035,0,0.00938687,0.0183623,0
122,0,0,0,0,0,0,0.0290961,0.0238384,0,0,0,0.0631925,0.019492,0.0402792,0.0689029,0,0,0.02345,0,0.0199562,0.00511801,0.0354503,0.0388271,0.0106196,0.0172436,0.0313841,0.0339057,0.0131526,0.0161133,0.0130315,0.0122614,0.0247639,0.0119834,0.0185796,0.0702395,0.0271981,0.00712162,0.0178326,0.00653634,0.0246848,0,0,0.033768,0,0.0165643,0.0220099,0.0546696,0.00643541,0.0124926,0.00978079,0.0284922,0.019826,0.00908015,0.0337928,0.00968453,0.00582221,0.00792254,0.00657478,0.00842145,0.0087326,0.0173932,0.0303784,0.0231581,0.0234052,0.0264001,0,0,0,0.0166796,0.00528931,0,0.00921371,0.0188082,0
123,0,0,0,0,0,0,0.0292394,0.0239658,0,0,0,0.0635518,0.0194764,0.0413986,0.0687976,0,0,0.0232128,0,0.0199666,0.00500367,0.0342344,0.0407687,0.0102379,0.0167538,0.0315225,0.0340682,0.0132259,0.015766,0.0134339,0.0129812,0.025828,0.0125289,0.018656,0.0704058,0.0271493,0.00714117,0.0176364,0.00643806,0.0249391,0,0,0.0337752,0,0.0165447,0.0219973,0.054821,0.00657904,0.0129254,0.00983231,0.0281049,0.0200043,0.00912223,0.0338231,0.00974565,0.00605089,0.00793819,0.00638876,0.00834871,0.00863643,0.0171806,0.0303782,0.0231815,0.0235137,0.0266348,0,0,0,0.0166697,0.00532825,0,0.00905865,0.0191811,0
124,0,0,0,0,0,0,0.0293591,0.0240973,0,0,0,0.0634775,0.0194849,0.0415553,0.0684601,0,0,0.0230445,0,0.0199686,0.0048861,0.0328343,0.0418289,0.00985587,0.0161584,0.0318422,0.0342144,0.0131561,0.015565,0.0135338,0.0130878,0.0258596,0.0125821,0.0185415,0.0703546,0.0271266,0.00715455,0.0175719,0.00621698,0.0251773,0,0,0.0338147,0,0.016514,0.022066,0.0550653,0.00715271,0.0133437,0.00995625,0.0278601,0.0203101,0.00910206,0.033851,0.00975921,0.006219,0.00786969,0.00617153,0.0083067,0.00861498,0.0171599,0.0303045,0.0232511,0.0236225,0.0268906,0,0,0,0.0166578,0.00512664,0,0.00896681,0.0195393,0
125,0,0,0,0,0,0,0.029501,0.0242416,0,0,0,0.062779,0.0194913,0.0409971,0.0681181,0,0,0.0229182,0,0.0200109,0.00476919,0.031476,0.0419211,0.00951559,0.0155239,0.0323998,0.0344021,0.0128987,0.0155306,0.0133679,0.0126697,0.0248922,0.0121953,0.0182459,0.0699342,0.0270914,0.00716739,0.0178058,0.00633249,0.0254175,0,0,0.0338275,0,0.0165183,0.0221269,0.0553734,0.00795037,0.0137839,0.0101085,0.0278088,0.0206075,0.00907001,0.0337887,0.00983948,0.00629519,0.00773486,0.00589623,0.00826842,0.00872686,0.0172607,0.0304459,0.0232749,0.0237451,0.0271021,0,0,0,0.0166677,0.00469261,0,0.00887728,0.0199245,0
126,0,0,0,0,0,0,0.0296497,0.0243545,0,0,0,0.0616623,0.0194511,0.0399546,0.067944,0,0,0.0228169,0,0.0200592,0.00469599,0.0304195,0.0413553,0.00916435,0.0147049,0.0330484,0.0345394,0.0124994,0.0156408,0.0130062,0.0119394,0.0232327,0.0115652,0.0178077,0.0689145,0.0270241,0.0071983,0.0180973,0.0066989,0.0256375,0,0,0.0338433,0,0.0165292,0.0221907,0.0557238,0.00887802,0.0142304,0.0101958,0.027848,0.0208575,0.00899962,0.0337359,0.0100008,0.00625467,0.00767897,0.00578958,0.0082953,0.00911311,0.0173983,0.0305584,0.0232019,0.0238784,0.027149,0,0,0,0.0166781,0.00426203,0,0.00877604,0.0202962,0
127,0,0,0,0,0,0,0.0297774,0.0243747,0,0,0,0.060357,0.0194007,0.0388029,0.0678966,0,0,0.0227138,0,0.0200573,0.00463833,0.0297706,0.0407756,0.00878621,0.0140136,0.0336976,0.0345412,0.0121358,0.0158481,0.0125855,0.011049,0.0214058,0.0107561,0.0173053,0.0674693,0.0269746,0.00725166,0.018135,0.00718663,0.0258172,0,0,0.033835,0,0.0165152,0.0221794,0.0561386,0.00998013,0.0146573,0.0102715,0.0278858,0.0210318,0.00893981,0.0337454,0.0101663,0.00633043,0.00779728,0.00577106,0.00844895,0.00966726,0.017214,0.0305809,0.0231246,0.0239522,0.0270858,0,0,0,0.0166606,0.004111,0,0.0086497,0.0206887,0
128,0,0,0,0,0,0,0.0298529,0.0242935,0,0,0,0.0587862,0.01937,0.0376404,0.0677693,0,0,0.0227003,0,0.0200656,0.00459324,0.0293442,0.0403014,0.00840571,0.0135218,0.034327,0.0345632,0.01202,0.0161654,0.0120949,0.00998732,0.0194188,0.00989693,0.0167559,0.0658396,0.0269642,0.00729746,0.0177432,0.00769253,0.0259454,0,0,0.0338001,0,0.0165004,0.0221559,0.0566289,0.0110464,0.0150675,0.0104204,0.027883,0.0210786,0.00895793,0.0337574,0.0103256,0.00652465,0.00783183,0.00556636,0.00852891,0.00997374,0.0164688,0.0305343,0.0230924,0.0239262,0.0272923,0,0,0,0.0166386,0.00444345,0,0.00846095,0.0211825,0
129,0,0,0,0,0,0,0.0299338,0.024187,0,0,0,0.0568873,0.0193305,0.0364028,0.0676501,0,0,0.0227317,0,0.0200842,0.004596,0.0289212,0.0396757,0.00801731,0.0135417,0.0348752,0.0346199,0.0124916,0.0166779,0.0115494,0.00894989,0.0171942,0.00914677,0.0161279,0.0639169,0.0270073,0.00734084,0.0170746,0.00816177,0.0260277,0,0,0.0337784,0,0.0164938,0.0221574,0.0571712,0.0120281,0.0154978,0.0105661,0.0276938,0.021039,0.00901399,0.0337505,0.0104518,0.00674833,0.00786454,0.00523832,0.0085071,0.0102655,0.0152728,0.0304022,0.023062,0.0238426,0.0274933,0,0,0,0.0166219,0.00538746,0,0.00827766,0.021692,0
130,0,0,0,0,0,0,0.0300258,0.0240636,0,0,0,0.0543813,0.0192845,0.0350565,0.0675302,0,0,0.0227327,0,0.0201011,0.00465809,0.028532,0.0390938,0.00756545,0.0143241,0.0352139,0.0346474,0.013811,0.0175128,0.0110623,0.00884595,0.0145067,0.00859755,0.0154097,0.0611278,0.0270631,0.00737309,0.0162702,0.00847695,0.0260718,0,0,0.0337788,0,0.0164828,0.0221366,0.0577387,0.0129334,0.0159229,0.0106702,0.0272905,0.0209718,0.00904452,0.0337663,0.0105591,0.00693587,0.00793511,0.00497347,0.00856556,0.0105871,0.0138793,0.0302391,0.023038,0.0237188,0.0275669,0,0,0,0.0166033,0.00695875,0,0.00812222,0.0221197,0
131,0,0,0,0,0,0,0.0301074,0.0239339,0,0,0,0.0513213,0.0192519,0.0340323,0.0673637,0,0,0.0227754,0,0.0201094,0.00474925,0.028335,0.0387334,0.00715224,0.0157568,0.035356,0.0346554,0.015797,0.0184848,0.0109615,0.00916036,0.0118688,0.0081533,0.0145856,0.0576007,0.027058,0.0074047,0.0153714,0.00874021,0.0260616,0,0,0.0337502,0,0.016464,0.0220696,0.058283,0.0139169,0.0163536,0.0107256,0.0267675,0.0208542,0.00904841,0.0338128,0.0106399,0.0071053,0.00799366,0.00482311,0.0087312,0.010944,0.0124845,0.0302643,0.0230112,0.0235933,0.0276141,0,0,0,0.0165808,0.00882012,0,0.00798522,0.0225602,0
132,0,0,0,0,0,0,0.0301691,0.0238216,0,0,0,0.047967,0.0192183,0.0332923,0.0671351,0,0,0.0228259,0,0.0201078,0.00477054,0.028496,0.0388869,0.0068411,0.0177096,0.0355041,0.0345824,0.0181968,0.0194864,0.0114524,0.00942485,0.00948848,0.00786565,0.0137168,0.0535993,0.0270229,0.00743642,0.0144199,0.00901048,0.0260267,0,0,0.0337164,0,0.0164562,0.0220235,0.0587875,0.0147599,0.0167742,0.0107251,0.0262086,0.0207147,0.00901724,0.0338708,0.0106741,0.00725525,0.00796771,0.00468642,0.00890355,0.0113175,0.0109713,0.030232,0.0229879,0.0234872,0.0275907,0,0,0,0.0165667,0.0106434,0,0.00784932,0.0230115,0
133,0,0,0,0,0,0,0.0302616,0.0237796,0,0,0,0.0438291,0.0191753,0.0323485,0.0669525,0,0,0.022795,0,0.020114,0.00474465,0.0291154,0.0393801,0.00669196,0.0209878,0.0357018,0.0345253,0.0213687,0.0208689,0.011492,0.00978638,0.0069697,0.00779068,0.013061,0.0482328,0.0269231,0.00748491,0.0134244,0.00929265,0.0260547,0,0,0.0336826,0,0.0164805,0.022054,0.0593443,0.0154657,0.0171692,0.0107123,0.0257139,0.0206109,0.00898045,0.0339198,0.010639,0.0073838,0.00806098,0.00446218,0.00910142,0.0119428,0.00939601,0.0302175,0.0229328,0.0234538,0.0276384,0,0,0,0.0165803,0.0127104,0,0.00771647,0.0234318,0
134,0,0,0,0,0,0,0.0303321,0.0237393,0,0,0,0.0391849,0.0191322,0.0314118,0.0668272,0,0,0.0227137,0,0.0201428,0.00472662,0.0299521,0.0396593,0.00668742,0.024435,0.0360466,0.0345193,0.0245466,0.0222682,0.0111168,0.0102523,0.00554983,0.0080382,0.0125382,0.0422238,0.0268573,0.0075235,0.0123459,0.00957608,0.0261367,0,0,0.0336366,0,0.0164793,0.0221303,0.059939,0.0161697,0.0175573,0.010703,0.0253349,0.0205263,0.00893354,0.034002,0.0105472,0.0072974,0.00833585,0.00430855,0.00934555,0.0125875,0.00786383,0.0302282,0.0229057,0.023418,0.0278991,0,0,0,0.0165767,0.014985,0,0.00755846,0.0238123,0
135,0,0,0,0,0,0,0.0304031,0.023706,0,0,0,0.034096,0.0190802,0.0302212,0.0667937,0,0,0.0227,0,0.0201885,0.00468405,0.0308073,0.0390746,0.0066927,0.0267572,0.0364252,0.034579,0.0268702,0.0230746,0.0108347,0.010688,0.0054274,0.00842583,0.0119401,0.0361378,0.0268035,0.00755509,0.0113173,0.00987417,0.0262732,0,0,0.0337634,0,0.016439,0.0221275,0.0605624,0.0171387,0.0179428,0.0106783,0.0250703,0.0203989,0.00886207,0.0341095,0.0104231,0.00714838,0.00876306,0.00432174,0.00968853,0.0131498,0.00658728,0.0301243,0.0229338,0.0233825,0.0280964,0,0,0,0.0165564,0.0174085,0,0.00734949,0.0241013,0
136,0,0,0,0,0,0,0.0305003,0.0237125,0,0,0,0.0287195,0.0190258,0.0283452,0.0667956,0,0,0.0226535,0,0.0202341,0.00462835,0.0316475,0.0377871,0.00676494,0.0281316,0.0367986,0.0347109,0.0282584,0.0233016,0.010773,0.0109935,0.00579962,0.00875162,0.0112349,0.0298697,0.0267912,0.00758329,0.0103957,0.0102586,0.0263902,0,0,0.0338525,0,0.0164193,0.0221417,0.0611908,0.0182374,0.0182871,0.0107094,0.0249583,0.0203452,0.00876741,0.0342439,0.0102872,0.0070875,0.00913488,0.00433484,0.0101011,0.013887,0.00556794,0.0300244,0.0229935,0.0234355,0.0282953,0,0,0,0.0165592,0.0182385,0,0.00691666,0.0242823,0
137,0,0,0,0,0,0,0.0306196,0.0237729,0,0,0,0.0232693,0.0189914,0.025905,0.0668742,0,0,0.0226467,0,0.0202625,0.00459795,0.0324503,0.0358384,0.00689,0.0285785,0.0372193,0.0348569,0.0288248,0.0231151,0.0108478,0.0112122,0.00656328,0.00904367,0.0104573,0.0232302,0.0267818,0.00759299,0.00949116,0.0105559,0.0265151,0,0,0.0340352,0,0.0164736,0.0221859,0.0617746,0.0190335,0.0185425,0.0108323,0.0250027,0.0203904,0.00865754,0.0344194,0.0101602,0.00714374,0.00952277,0.00425179,0.0103807,0.0147227,0.00486464,0.0300852,0.0229007,0.0235607,0.0285733,0,0,0,0.0165677,0.0182228,0,0.0061915,0.024373,0
138,0,0,0,0,0,0,0.0307745,0.0238851,0,0,0,0.0177021,0.018973,0.0234816,0.0668237,0,0,0.0225415,0,0.0202766,0.0044822,0.0331468,0.0333987,0.00707175,0.0284428,0.0376786,0.0350483,0.0289578,0.0225313,0.0109431,0.0109438,0.00772113,0.00930248,0.00968863,0.016711,0.0267187,0.00760546,0.00870126,0.0107232,0.0266928,0,0,0.0342042,0,0.0165192,0.0222493,0.0622773,0.0194112,0.01871,0.0109472,0.0252705,0.0204701,0.00853611,0.0346557,0.0100395,0.00725548,0.00973692,0.00412617,0.0105735,0.0153062,0.0045948,0.0301234,0.0228098,0.0237431,0.0288851,0,0,0,0.0165829,0.0179797,0,0.00596043,0.0243819,0
139,0,0,0,0,0,0,0.0309699,0.0240379,0,0,0,0.0126433,0.0189656,0.0207583,0.0665696,0,0,0.0223728,0,0.0202949,0.00428194,0.0337038,0.030435,0.00730908,0.0275433,0.0381543,0.0352648,0.0281828,0.0214382,0.011181,0.0105343,0.00877812,0.00950725,0.00891815,0.0105495,0.0266701,0.00761695,0.00813629,0.0108115,0.0269491,0,0,0.0343415,0,0.0165389,0.0222875,0.0626852,0.0195018,0.0187893,0.0110336,0.025663,0.0205944,0.00840166,0.034957,0.00989796,0.00736682,0.0100616,0.00417046,0.0108173,0.0157588,0.00460615,0.0301442,0.0227408,0.0239313,0.0292182,0,0,0,0.0165901,0.0173258,0,0.00598821,0.0242924,0
140,0,0,0,0,0,0,0.031211,0.0242354,0,0,0,0.00881662,0.0189729,0.0178629,0.0664821,0,0,0.022209,0,0.0203138,0.00412864,0.0341624,0.0265392,0.00763025,0.02606,0.0386895,0.0355173,0.026589,0.0200539,0.0117131,0.0101373,0.00972266,0.00952624,0.00812635,0.00492261,0.0266903,0.00762891,0.00764842,0.010767,0.0273184,0,0,0.0344169,0,0.016555,0.0222789,0.0629957,0.0194826,0.0188415,0.0111626,0.0261606,0.0209158,0.00823648,0.0352982,0.00968817,0.00744597,0.0104196,0.00427062,0.0109902,0.0161337,0.00471793,0.0303547,0.0226819,0.0241656,0.0296223,0,0,0,0.0165944,0.0161863,0,0.00594181,0.0242122,0
141,0,0,0,0,0,0,0.0315088,0.0244599,0,0,0,0.00803629,0.0189776,0.0153116,0.0665501,0,0,0.0220731,0,0.0203163,0.00399619,0.0345569,0.0220785,0.00791797,0.0238147,0.0391805,0.0357699,0.0243443,0.0189001,0.0124864,0.00976174,0.0105086,0.00946438,0.00750012,0.00458774,0.0266749,0.00761593,0.00717077,0.0106896,0.0277289,0,0,0.0344974,0,0.0165758,0.0222548,0.0632319,0.0192807,0.0187928,0.0112813,0.0266691,0.0213906,0.00806398,0.0356845,0.0093821,0.00748859,0.0106642,0.00437741,0.0110998,0.0163578,0.00488383,0.0305836,0.0225732,0.0244171,0.0300595,0,0,0,0.0166149,0.0145353,0,0.00579967,0.0240645,0
142,0,0,0,0,0,0,0.0317986,0.0246719,0,0,0,0.0103737,0.019005,0.0136266,0.0666184,0,0,0.0219201,0,0.0203667,0.00396041,0.0348175,0.0178916,0.00826269,0.0211113,0.0396411,0.036093,0.0219041,0.0181068,0.0133393,0.00955285,0.0111537,0.00946301,0.00716986,0.00933623,0.0267064,0.00762069,0.00671189,0.01051,0.0281589,0,0,0.0346094,0,0.0166045,0.0222866,0.0634492,0.0188098,0.0186522,0.0114048,0.0272303,0.0219356,0.00790289,0.0361126,0.00903998,0.00751222,0.0106417,0.00442149,0.0110545,0.0162984,0.00494176,0.0308273,0.0224525,0.0246484,0.0306183,0,0,0,0.0166446,0.0126633,0,0.00567905,0.0238347,0
143,0,0,0,0,0,0,0.0321324,0.0249499,0,0,0,0.0144092,0.0189964,0.0131724,0.0666832,0,0,0.0217245,0,0.0204183,0.0038674,0.0349426,0.014156,0.00865542,0.0182193,0.0401839,0.0363746,0.0198496,0.0170722,0.0141679,0.00990064,0.0117304,0.009535,0.00729399,0.0141378,0.026684,0.00765447,0.00625547,0.0102999,0.0286597,0,0,0.0347438,0,0.0166207,0.0223473,0.06369,0.0182863,0.0184381,0.0114917,0.0278527,0.0225115,0.00769249,0.0365573,0.00870891,0.00745437,0.0107077,0.00440786,0.0109579,0.01612,0.00493698,0.0310416,0.0223411,0.0249709,0.0310038,0,0,0,0.0166711,0.0108978,0,0.00562865,0.0235269,0
144,0,0,0,0,0,0,0.0325455,0.0253491,0,0,0,0.0184309,0.0189478,0.0137122,0.0667676,0,0,0.0214971,0,0.0204523,0.00372537,0.0349688,0.0109203,0.00907099,0.015355,0.040655,0.0366655,0.0185485,0.0157815,0.0148498,0.010401,0.012186,0.00958607,0.00777822,0.018337,0.0266793,0.00769955,0.00585144,0.0100505,0.0291839,0,0,0.0348734,0,0.0166363,0.0224249,0.0639281,0.0178242,0.0181352,0.0115204,0.0285649,0.0231255,0.00738805,0.0370418,0.00838694,0.00743208,0.0107051,0.00434997,0.0108455,0.0157798,0.00490335,0.0312589,0.0222528,0.0253958,0.0311823,0,0,0,0.0166965,0.00945084,0,0.0055154,0.0231133,0
145,0,0,0,0,0,0,0.0328978,0.0257753,0,0,0,0.022108,0.0189008,0.0148756,0.0668899,0,0,0.0212913,0,0.0204857,0.00350855,0.0349656,0.00887855,0.00952358,0.0131449,0.0410884,0.0369827,0.0176987,0.014975,0.0154745,0.0110606,0.0126043,0.00965812,0.00833362,0.021962,0.0266935,0.00772865,0.00556447,0.00986716,0.0296523,0,0,0.034955,0,0.0166499,0.0224817,0.0641154,0.0174931,0.0177606,0.0114598,0.0293361,0.0236681,0.00700669,0.0375621,0.00792694,0.00739769,0.0108144,0.00446365,0.0108566,0.0156598,0.00478955,0.0314525,0.0221551,0.0258186,0.0314987,0,0,0,0.0167158,0.00829318,0,0.00533813,0.0226249,0
146,0,0,0,0,0,0,0.0331428,0.0261986,0,0,0,0.025549,0.0189016,0.0162979,0.0670805,0,0,0.0211555,0,0.0205019,0.00333316,0.0350319,0.00884884,0.0100572,0.0120461,0.0415996,0.0372617,0.0174433,0.014977,0.016229,0.0117628,0.0131451,0.00981921,0.00870525,0.025474,0.0267333,0.00773754,0.0053109,0.0098209,0.0300744,0,0,0.0349248,0,0.0166568,0.0225057,0.0643022,0.0170407,0.0174155,0.0113291,0.0301077,0.0240742,0.00665674,0.0380808,0.00736999,0.00743113,0.0108753,0.00467132,0.01089,0.0157151,0.00479193,0.0315892,0.0221084,0.02623,0.0319328,0,0,0,0.0167238,0.00800509,0,0.00518727,0.0221295,0
147,0,0,0,0,0,0,0.0333178,0.02658,0,0,0,0.028724,0.0189285,0.0178853,0.0672923,0,0,0.0210551,0,0.0205431,0.00325277,0.0352301,0.00993918,0.0106304,0.0118317,0.0421165,0.0375271,0.0177353,0.0154531,0.0170359,0.0124316,0.0137386,0.0101293,0.0087346,0.0285632,0.0268045,0.00774031,0.00501193,0.00982856,0.0304344,0,0,0.0349634,0,0.0166598,0.0224022,0.0644864,0.0169151,0.0171145,0.0112274,0.0308339,0.0243513,0.00635074,0.0385707,0.00689803,0.00755262,0.0110324,0.00482282,0.0108816,0.0156662,0.00498758,0.0317153,0.0220746,0.0266298,0.0323446,0,0,0,0.0167175,0.00849465,0,0.00508883,0.0217031,0
148,0,0,0,0,0,0,0.0335505,0.0269983,0,0,0,0.0311037,0.0189422,0.0195511,0.0675246,0,0,0.0209211,0,0.0205978,0.00318852,0.035546,0.011539,0.0111778,0.0122744,0.042645,0.0377791,0.0182319,0.0159095,0.0176879,0.0129314,0.0139612,0.0103839,0.00853279,0.0307812,0.0268482,0.00775555,0.0046519,0.00990245,0.0308165,0,0,0.0349923,0,0.016667,0.0223396,0.0646686,0.0168232,0.0168573,0.0111749,0.0314567,0.024642,0.00608974,0.0390393,0.00652748,0.00772644,0.0112466,0.00499699,0.0109724,0.0157415,0.00529457,0.0318302,0.022024,0.027081,0.0325821,0,0,0,0.0167287,0.00928762,0,0.00499243,0.0213352,0
149,0,0,0,0,0,0,0.0337162,0.0273261,0,0,0,0.0326641,0.0189296,0.0210649,0.0677887,0,0,0.0208053,0,0.0206274,0.00316359,0.0360366,0.0128355,0.0116223,0.013391,0.0431388,0.0380099,0.0187059,0.0161701,0.0182082,0.0132658,0.0140824,0.0108097,0.00826469,0.0320422,0.0268625,0.00775542,0.00435602,0.0100882,0.0312034,0,0,0.0349157,0,0.0166859,0.0223109,0.0648987,0.0170862,0.0167083,0.0111514,0.0319023,0.0248882,0.00592399,0.0394641,0.00615248,0.0080208,0.0113917,0.00523748,0.0111636,0.015894,0.00563924,0.0319673,0.0219721,0.027462,0.0328591,0,0,0,0.0167472,0.0100401,0,0.00488721,0.0211142,0
150,0,0,0,0,0,0,0.0339064,0.0275716,0,0,0,0.033137,0.0189171,0.022029,0.0680243,0,0,0.0205958,0,0.0206258,0.00314689,0.0366623,0.0138811,0.0119249,0.0145775,0.0436766,0.0381568,0.0190267,0.0162937,0.0185751,0.0135123,0.0143295,0.0113365,0.00810866,0.0321875,0.0268601,0.00773166,0.00403814,0.010391,0.0316025,0,0,0.0347334,0,0.0166447,0.0223088,0.0652001,0.0174263,0.0166727,0.0111351,0.0322304,0.0251444,0.00583124,0.0398611,0.00567423,0.00827149,0.0114775,0.00554143,0.0114322,0.0162097,0.00610226,0.0320733,0.0220124,0.0277458,0.033232,0,0,0,0.0167368,0.0106014,0,0.00479308,0.0210579,0
151,0,0,0,0,0,0,0.0341159,0.0277743,0,0,0,0.0324308,0.0189095,0.0223451,0.0681699,0,0,0.0203616,0,0.0206177,0.00312864,0.037376,0.0145783,0.0121215,0.0154067,0.0441492,0.0382524,0.0191504,0.0163302,0.0187997,0.013721,0.0145253,0.0116609,0.00809918,0.0312935,0.0268466,0.007708,0.00379868,0.010797,0.0319466,0,0,0.0347682,0,0.0166164,0.0223316,0.0655894,0.0177498,0.0167528,0.011146,0.0324628,0.0253773,0.00579414,0.0402487,0.00527761,0.00852836,0.0117207,0.00581914,0.0116566,0.0164235,0.00682934,0.0319766,0.0221025,0.0279789,0.0334575,0,0,0,0.0167456,0.0108987,0,0.00476876,0.0210402,0
152,0,0,0,0,0,0,0.0332321,0.0267066,0,0,0,0.0301117,0.0190626,0.0222719,0.0673839,0,0,0.0207766,0,0.0205519,0.00349965,0.036402,0.0203765,0.0116407,0.0289775,0.0423966,0.037324,0.02634,0.0256617,0,0.0167692,0.0127442,0.0139197,0.00711906,0.0273029,0.0268727,0.0075653,0.00363349,0.0116026,0.0306552,0,0,0.0345143,0,0.0166218,0.0221525,0.0662291,0.0190086,0.0174436,0.0110378,0.0310843,0.0236529,0.0054169,0.0411869,0.00496419,0.00880304,0.0120034,0.00581959,0.0119641,0.016887,0.00794892,0.0310606,0.0222352,0.0270137,0.0321786,0,0,0,0.0167556,0.0182449,0,0.005037,0.0214071,0
153,0,0,0,0,0,0,0.0332134,0.0268225,0,0,0,0.0284019,0.0190539,0.0222006,0.0673097,0,0,0.0206284,0,0.0205909,0.00342826,0.036907,0.0205127,0.0116572,0.0289623,0.0427191,0.0373903,0.026101,0.0254845,0,0.0168491,0.0129964,0.0139076,0.00726915,0.0254714,0.026829,0.0075598,0.00368815,0.0121308,0.030691,0,0,0.0345005,0,0.0166193,0.0222342,0.0666235,0.0195844,0.0176537,0.0110852,0.0311862,0.0238442,0.00543144,0.0415767,0.00498635,0.0090705,0.0120839,0.00611389,0.012142,0.0168557,0.00820122,0.0312502,0.0222913,0.0272068,0.0321817,0,0,0,0.0167389,0.0181574,0,0.00501204,0.02153,0
154,0,0,0,0,0,0,0.0332198,0.0269004,0,0,0,0.0258962,0.0190569,0.0217233,0.0671497,0,0,0.0205292,0,0.0206134,0.00337995,0.0372052,0.0201144,0.0115943,0.0282798,0.0429237,0.0374575,0.0254436,0.0250508,0,0.016709,0.0131196,0.0139514,0.00737798,0.0231947,0.026857,0.00755093,0.00380419,0.0126353,0.0307074,0,0,0.0345981,0,0.0166197,0.0222636,0.0670364,0.0199803,0.0178854,0.0111688,0.0311969,0.0240011,0.00544524,0.0419513,0.00502466,0.00929011,0.0121477,0.00639949,0.0122202,0.0166559,0.00839406,0.0315269,0.0222019,0.0273391,0.0321934,0,0,0,0.016736,0.0177783,0,0.00499512,0.0217151,0
