Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,x70,x71,x72,RHEE,LTHI,R5HD,RWRB
118,0,0,0,0,0,0,0.0178289,0.0196793,0,0,0,0.0683864,0.0199498,0.0422822,0,0,0.00892644,0,0.0219967,0.00503357,0.0370081,0.0407496,0.0262743,0.00789262,0.00289664,0.00689529,0.00486541,0.00985528,0.0140326,0.018258,0.0261559,0.0127132,0.0224278,0.0778793,0.00765254,0.00597884,0.011395,0.00493877,0.0298516,0,0,0.0110797,0,0.0231108,0.00838754,0.0476196,0.0252844,0.0108917,0.00329495,0.0656976,0.00439785,0.0419188,0.00475109,0.00775886,0.00721805,0.00722618,0.00692878,0.00803515,0.0115536,0.0282316,0.0038023,0.022751,0.0238755,0,0,0,0.0086704,0.00696328,0.0205545,0
119,0,0,0,0,0,0,0.0180466,0.0199097,0,0,0,0.0670589,0.0198923,0.0417011,0,0,0.0087567,0,0.0220564,0.00485733,0.0357173,0.0406181,0.0259227,0.00733669,0.00299127,0.00688244,0.00464426,0.00960404,0.0145257,0.0178993,0.0255191,0.0126434,0.0222861,0.0771314,0.00789832,0.00599171,0.0113622,0.00496842,0.0301096,0,0,0.0113935,0,0.0230438,0.00860358,0.0475842,0.0257195,0.0105137,0.00288204,0.0662344,0.00439107,0.0419575,0.0047417,0.00753448,0.0070491,0.00696939,0.00678764,0.00803064,0.0109806,0.028562,0.00390444,0.0227968,0.0240064,0,0,0,0.00902544,0.00720954,0.0205411,0
120,0,0,0,0,0,0,0.018004,0.0198751,0,0,0,0.0656791,0.0198102,0.0406717,0,0,0.00867636,0,0.0220994,0.00475491,0.0345219,0.0402406,0.0256036,0.00705488,0.00322245,0.00695685,0.00445971,0.00954933,0.0148767,0.017537,0.0242837,0.0122646,0.0220083,0.0757554,0.00804085,0.0060644,0.0110568,0.0049364,0.0300222,0,0,0.0116405,0,0.0230368,0.00877901,0.0475009,0.0261349,0.0101452,0.0025045,0.0662017,0.0043313,0.0419028,0.00476492,0.00743965,0.00685435,0.00667729,0.00655913,0.00786925,0.0107497,0.0287677,0.00392013,0.0225315,0.0239073,0,0,0,0.00882237,0.00716427,0.0205291,0
121,0,0,0,0,0,0,0.0180029,0.0198753,0,0,0,0.064306,0.0197259,0.0392699,0,0,0.00864224,0,0.0221108,0.00444864,0.0333422,0.039802,0.0253181,0.00701772,0.00352498,0.00692024,0.00440463,0.00974592,0.0151453,0.0170631,0.0229395,0.0116366,0.0216225,0.0742346,0.00806891,0.0061078,0.0107064,0.00489847,0.0300399,0,0,0.0120239,0,0.0231378,0.00899374,0.0475345,0.0267383,0.00999775,0.00234917,0.0664941,0.0042836,0.0418084,0.00504515,0.00753808,0.00638175,0.00647448,0.00622025,0.00740847,0.0104044,0.02917,0.00423046,0.0223722,0.0238788,0,0,0,0.00872317,0.00714932,0.0205763,0
122,0,0,0,0,0,0,0.0181375,0.019985,0,0,0,0.0629449,0.019685,0.0379984,0,0,0.00868233,0,0.0221396,0.0042668,0.0322182,0.0392864,0.0249717,0.00721653,0.00361377,0.00690297,0.00449093,0.0101294,0.0152916,0.0166239,0.0217762,0.0109812,0.0211895,0.0727698,0.00807477,0.00615251,0.0106296,0.00498695,0.0302225,0,0,0.0123705,0,0.0230635,0.00919394,0.0477906,0.027285,0.00987408,0.00214414,0.0670248,0.00430754,0.0416314,0.00548152,0.00774976,0.00590366,0.00634553,0.0057891,0.00671038,0.00992725,0.0294464,0.00422458,0.0224401,0.0239586,0,0,0,0.00896097,0.00705671,0.0205513,0
123,0,0,0,0,0,0,0.0176368,0.0197032,0,0,0,0.0615418,0.0196285,0.0373506,0,0,0.00867361,0,0.0221214,0.00425785,0.0310592,0.0389455,0.0245024,0.00749414,0.00378166,0.00689852,0.00500009,0.0106077,0.0153984,0.0162536,0.0208811,0.0104411,0.0207454,0.0713455,0.00808893,0.00621222,0.0106868,0.00536454,0.0295992,0,0,0.0123019,0,0.0230862,0.0091617,0.0483213,0.0279105,0.00982974,0.00212414,0.0661454,0.00461511,0.0414478,0.00604476,0.00803496,0.00531863,0.00622645,0.00535642,0.00611484,0.00929195,0.0292635,0.00418726,0.0221159,0.0234586,0,0,0,0.00953358,0.00688164,0.0205558,0
124,0,0,0,0,0,0,0.0176924,0.0199538,0,0,0,0.0601686,0.0195887,0.0372602,0,0,0.00846462,0,0.0221165,0.00416035,0.029841,0.0389512,0.0240231,0.00795591,0.00393331,0.00677641,0.0059248,0.0111786,0.0155854,0.016038,0.0201701,0.0102425,0.020333,0.0697195,0.00791917,0.0062548,0.0106146,0.00582398,0.0297651,0,0,0.0126748,0,0.023085,0.00944101,0.0491538,0.0286334,0.00981551,0.00220888,0.0668091,0.00507974,0.0413236,0.00669171,0.00831732,0.00463887,0.00607602,0.00500365,0.00573971,0.00863055,0.029756,0.00430671,0.0224471,0.0235693,0,0,0,0.0101742,0.00724826,0.0205546,0
125,0,0,0,0,0,0,0.0176946,0.0201998,0,0,0,0.058671,0.0196172,0.0375317,0,0,0.00826226,0,0.0221698,0.00415283,0.0287027,0.0393802,0.0234946,0.00913581,0.00416266,0.00663886,0.00741217,0.0119714,0.0158116,0.0160656,0.0193929,0.0100877,0.0199729,0.0679193,0.00769096,0.00627917,0.0103829,0.00625876,0.0298435,0,0,0.0129894,0,0.0230991,0.00967861,0.0501523,0.0293538,0.00987294,0.00234502,0.0673458,0.00562374,0.0412855,0.0074232,0.00852659,0.00397674,0.0059103,0.00476947,0.00562123,0.00794324,0.0301894,0.00440311,0.022771,0.0236265,0,0,0,0.0109904,0.00785332,0.0205726,0
126,0,0,0,0,0,0,0.0170611,0.0199352,0,0,0,0.0568924,0.0196926,0.0379439,0,0,0.00826481,0,0.0222407,0.00420289,0.0278924,0.0401394,0.0228817,0.0112422,0.00450821,0.00657415,0.00964526,0.0130774,0.0160652,0.0161397,0.0185075,0.00979877,0.0195782,0.0655512,0.007579,0.00629369,0.010121,0.00670979,0.0290128,0,0,0.0127583,0,0.0231736,0.00954464,0.0511874,0.0300045,0.00987642,0.00254338,0.0662419,0.0061363,0.0412989,0.00808724,0.00866703,0.00342559,0.00570699,0.00457479,0.00555405,0.00724451,0.029844,0.00428197,0.0224972,0.0228615,0,0,0,0.0119107,0.00878518,0.0205937,0
127,0,0,0,0,0,0,0.0171857,0.0201065,0,0,0,0.0546453,0.0197279,0.0379538,0,0,0.00806607,0,0.0223029,0.00400132,0.0275362,0.0413626,0.0222907,0.0141961,0.00498332,0.00656994,0.0126889,0.0145279,0.016404,0.0162082,0.0172994,0.00921456,0.0191529,0.0623434,0.00739846,0.00630968,0.0101198,0.0072901,0.0291335,0,0,0.0129122,0,0.0231503,0.00963109,0.0521245,0.0305413,0.0099108,0.00281928,0.0667755,0.00661363,0.0413856,0.00870307,0.0092004,0.00302432,0.00551422,0.00452654,0.00572434,0.00644373,0.030171,0.00425904,0.0226898,0.0228781,0,0,0,0.0130053,0.0105112,0.0206012,0
128,0,0,0,0,0,0,0.0175304,0.0203926,0,0,0,0.0512061,0.0196975,0.037816,0,0,0.00798103,0,0.0223103,0.00395711,0.0277295,0.0428002,0.0216905,0.0190715,0.00544493,0.00660118,0.0171437,0.0169681,0.0167281,0.0165134,0.0153612,0.0084697,0.0186911,0.0575653,0.00731205,0.0063421,0.0099682,0.00795421,0.0295225,0,0,0.0129227,0,0.0231794,0.00968242,0.053089,0.0309984,0.00988364,0.00333321,0.067846,0.00707564,0.0415435,0.00924852,0.00942103,0.00252752,0.00533821,0.0046311,0.00623728,0.005944,0.0306739,0.00423188,0.0229737,0.0231863,0,0,0,0.0141393,0.0129324,0.0206228,0
129,0,0,0,0,0,0,0.0170957,0.0200707,0,0,0,0.046352,0.0197288,0.0369543,0,0,0.00812139,0,0.0223255,0.00400476,0.0284136,0.0440572,0.0210207,0.0254907,0.00600878,0.00664747,0.0227146,0.0200623,0.01696,0.0172517,0.0130537,0.00764532,0.0181916,0.0512829,0.00740557,0.00636557,0.00978242,0.00863007,0.0288148,0,0,0.0121887,0,0.023289,0.0093054,0.0540417,0.0313546,0.0098181,0.0039883,0.0668058,0.0074538,0.041773,0.00970287,0.00925048,0.00214007,0.00518393,0.00492065,0.00682472,0.00556335,0.0300286,0.00392758,0.0225587,0.022535,0,0,0,0.015342,0.0159807,0.0206816,0
130,0,0,0,0,0,0,0.0174579,0.0204111,0,0,0,0.0416268,0.0197709,0.0355496,0,0,0.0081035,0,0.0223957,0.00392007,0.0292201,0.0442964,0.0204836,0.0310911,0.00641985,0.00657392,0.0274265,0.0223703,0.016994,0.0178962,0.0114155,0.00676626,0.0177768,0.0447149,0.00742626,0.00638765,0.00944898,0.00929749,0.0291675,0,0,0.011985,0,0.0233282,0.00925602,0.054923,0.0316929,0.00969766,0.00466182,0.0678011,0.00764402,0.0420448,0.00994106,0.00907825,0.00201938,0.00503682,0.00535187,0.00745984,0.00524528,0.0302352,0.0039088,0.0229592,0.0226636,0,0,0,0.0164326,0.0188075,0.0206944,0
131,0,0,0,0,0,0,0.0176593,0.0207302,0,0,0,0.036703,0.0197409,0.0336395,0,0,0.00795762,0,0.0224419,0.00379359,0.0299962,0.0434633,0.0200733,0.0342645,0.0066711,0.00648044,0.0309317,0.0237336,0.0167254,0.0179036,0.0105523,0.00628225,0.0173871,0.0383592,0.00741533,0.0064296,0.00902115,0.0098919,0.0293032,0,0,0.0118151,0,0.0232258,0.00919901,0.0557319,0.0320464,0.00949304,0.00535854,0.0683872,0.00791547,0.0423075,0.00991022,0.00887757,0.00211624,0.00489402,0.00584417,0.00834767,0.00500442,0.0300508,0.00367835,0.0233903,0.0226735,0,0,0,0.0172848,0.0208563,0.020644,0
132,0,0,0,0,0,0,0.0175276,0.0209059,0,0,0,0.0314174,0.0196814,0.0309761,0,0,0.00782109,0,0.0224795,0.00361284,0.0307666,0.0417527,0.0197065,0.0358325,0.0069392,0.00638332,0.033349,0.0242596,0.0162231,0.0176591,0.0100119,0.00565117,0.0170194,0.0321437,0.00741514,0.00650245,0.00858993,0.0104614,0.0290876,0,0,0.0115403,0,0.0232492,0.00905884,0.0563875,0.0323639,0.0093645,0.00589794,0.0683772,0.00808032,0.0425869,0.0100036,0.00864448,0.00244453,0.00479847,0.00637646,0.00935503,0.00506952,0.0297005,0.00359053,0.0236796,0.0224582,0,0,0,0.0181433,0.022361,0.0206639,0
133,0,0,0,0,0,0,0.0178404,0.0213047,0,0,0,0.0259133,0.0196608,0.0276708,0,0,0.00762333,0,0.0225273,0.00338083,0.0315192,0.0391299,0.0194428,0.03651,0.00713959,0.0062048,0.0347887,0.0240375,0.0156152,0.0171745,0.0100524,0.00483572,0.0166282,0.0257274,0.00746345,0.00655173,0.00813671,0.0108269,0.0294207,0,0,0.0115345,0,0.023259,0.00906802,0.0569539,0.032716,0.00920119,0.00637996,0.0692115,0.00809792,0.0429061,0.0100804,0.00832031,0.00294152,0.00470278,0.0069045,0.0102767,0.00534595,0.0298792,0.00358708,0.0242415,0.0225905,0,0,0,0.0189614,0.0231442,0.0206958,0
134,0,0,0,0,0,0,0.0177057,0.0213531,0,0,0,0.0200903,0.0196824,0.0238251,0,0,0.00755331,0,0.0225784,0.00319103,0.032187,0.0354264,0.0192731,0.0362845,0.0073223,0.00601406,0.0351103,0.0231284,0.014988,0.0164627,0.0103374,0.00451999,0.0161344,0.0189282,0.00758956,0.00657245,0.00773504,0.0110191,0.0291427,0,0,0.011306,0,0.023281,0.00883954,0.0574299,0.0330129,0.0090289,0.00673252,0.0688277,0.00806004,0.0432728,0.0100846,0.00791685,0.00345364,0.00459712,0.00735401,0.010961,0.00581088,0.0295424,0.00346888,0.0243728,0.0222618,0,0,0,0.0194544,0.0231591,0.0207082,0
135,0,0,0,0,0,0,0.0176608,0.0214888,0,0,0,0.0145541,0.0196374,0.0197478,0,0,0.00754814,0,0.0226081,0.00302362,0.0327232,0.0312378,0.0191782,0.0347931,0.00745823,0.00572729,0.0344185,0.0216437,0.0144688,0.0154174,0.0106678,0.00463107,0.0156308,0.0117801,0.00772329,0.00660918,0.00756757,0.0109991,0.0290342,0,0,0.0112803,0,0.0233046,0.00873896,0.0578049,0.0332216,0.00884355,0.00687102,0.0687112,0.00801942,0.0436813,0.0099828,0.00744938,0.00381998,0.00448268,0.00768598,0.0114912,0.0064019,0.0295213,0.00338609,0.024522,0.0220932,0,0,0,0.0194154,0.0225475,0.0207054,0
136,0,0,0,0,0,0,0.017536,0.0215656,0,0,0,0.0103581,0.0196049,0.0156039,0,0,0.00749083,0,0.0226431,0.00289661,0.0330245,0.0269384,0.0192075,0.0324184,0.00749216,0.00554703,0.0327865,0.019525,0.0140907,0.0142737,0.0110906,0.00470088,0.0152369,0.00462577,0.00780646,0.0066223,0.00722606,0.0108789,0.0288389,0,0,0.0112982,0,0.0233069,0.00872304,0.0581851,0.033348,0.00852455,0.00692884,0.0683223,0.00793921,0.0441332,0.00977231,0.00688632,0.00426327,0.0043605,0.00798528,0.0119862,0.00712374,0.0294009,0.00332859,0.0245503,0.0218589,0,0,0,0.0193639,0.0214416,0.0207068,0
137,0,0,0,0,0,0,0.0173443,0.0215281,0,0,0,0.0104174,0.0195826,0.0115097,0,0,0.0074819,0,0.0226802,0.00265204,0.0330954,0.0226112,0.0193312,0.0292265,0.00755504,0.0054329,0.0301554,0.0168951,0.0139962,0.0129552,0.0113831,0.00500823,0.0149765,0.00374775,0.007831,0.00665581,0.00684469,0.0106758,0.0285846,0,0,0.0113431,0,0.0233241,0.00879473,0.0585186,0.0333994,0.0082366,0.00682475,0.0678511,0.00780354,0.0446327,0.00955248,0.00668793,0.00455315,0.00426234,0.00821945,0.0125525,0.00774655,0.0292449,0.00327284,0.0244728,0.0215325,0,0,0,0.0192128,0.019629,0.0207285,0
138,0,0,0,0,0,0,0.0172977,0.0215633,0,0,0,0.0147395,0.0195835,0.00887986,0,0,0.00742234,0,0.0227009,0.00239815,0.0329575,0.0181712,0.0195528,0.0253611,0.00776468,0.00533559,0.0266871,0.0140727,0.0142043,0.0110998,0.0114931,0.00559422,0.0149808,0.0104553,0.00780026,0.00668193,0.0065263,0.010478,0.0285389,0,0,0.01153,0,0.0233472,0.00894051,0.058823,0.0334199,0.00813364,0.00663279,0.0677149,0.0076936,0.0451208,0.00940503,0.00659615,0.00489786,0.00421777,0.0083991,0.0130399,0.00835871,0.0292577,0.00334732,0.0244988,0.021332,0,0,0,0.0190981,0.0174203,0.0207764,0
139,0,0,0,0,0,0,0.0174917,0.0218626,0,0,0,0.0193348,0.0195537,0.00854231,0,0,0.00732815,0,0.0227119,0.00227374,0.0326603,0.0140514,0.0197636,0.0209634,0.00798519,0.00518713,0.0224788,0.0109954,0.0147637,0.009196,0.011062,0.00598554,0.0151934,0.0164235,0.00773867,0.00669949,0.00641032,0.0103245,0.0288363,0,0,0.0118781,0,0.0233347,0.00915794,0.0591868,0.033394,0.00818323,0.00641432,0.0681921,0.00754437,0.0455575,0.00919595,0.00645553,0.00536184,0.00420213,0.00856689,0.0134206,0.00917132,0.0296561,0.00345844,0.0248141,0.0216016,0,0,0,0.0189863,0.0149808,0.0207966,0
140,0,0,0,0,0,0,0.0172307,0.0218402,0,0,0,0.0230779,0.0195242,0.00963072,0,0,0.0072085,0,0.022736,0.0020657,0.0322355,0.0103526,0.0200079,0.0158905,0.00832765,0.00512959,0.0175412,0.00776296,0.0156219,0.00716208,0.0101135,0.00594965,0.0157186,0.0210466,0.0075769,0.00673998,0.00638625,0.0102124,0.0283882,0,0,0.0117574,0,0.0233662,0.00908049,0.0596028,0.0333318,0.00822935,0.00608999,0.0672697,0.00733634,0.0460377,0.00894902,0.00625798,0.0056914,0.00416994,0.0088018,0.0137726,0.0100485,0.0294348,0.00332156,0.0246693,0.021289,0,0,0,0.0189431,0.0119928,0.0208089,0
141,0,0,0,0,0,0,0.0176109,0.0221499,0,0,0,0.0265567,0.0194942,0.0117948,0,0,0.00710296,0,0.0227793,0.00196865,0.0317669,0.00921066,0.0203517,0.010694,0.00871425,0.00496381,0.0124488,0.0051207,0.0166204,0.00570801,0.00920811,0.00582553,0.0165736,0.0247708,0.00728727,0.00678625,0.00641262,0.0102665,0.0287487,0,0,0.0121326,0,0.0232856,0.00931333,0.0599678,0.0333261,0.00842393,0.00579947,0.0677996,0.00722624,0.0465381,0.008967,0.0062087,0.00575579,0.00415247,0.00911793,0.0143294,0.0109104,0.0296716,0.00346219,0.0250112,0.0215667,0,0,0,0.0192925,0.00887124,0.0207772,0
142,0,0,0,0,0,0,0.0181469,0.0226041,0,0,0,0.0298003,0.01948,0.0145124,0,0,0.00700255,0,0.0227614,0.00183974,0.0314357,0.0110603,0.0207735,0.00652295,0.00920468,0.0047545,0.0080924,0.0040329,0.0177442,0.00519391,0.00875739,0.00586007,0.0173923,0.0279853,0.00695126,0.00677753,0.00645927,0.0103016,0.0294004,0,0,0.012488,0,0.0232711,0.00956303,0.0602335,0.0332213,0.00863706,0.00544616,0.0688533,0.00719199,0.0470525,0.00897089,0.00619166,0.00581967,0.00414721,0.00935517,0.0148633,0.0115368,0.0300978,0.00356639,0.0256053,0.0220133,0,0,0,0.0194996,0.00644533,0.0207902,0
143,0,0,0,0,0,0,0.0174978,0.0222355,0,0,0,0.0322425,0.0194484,0.0169636,0,0,0.00701691,0,0.0226774,0.00204679,0.031367,0.0138626,0.0211712,0.00394814,0.00978944,0.00466517,0.00599694,0.00486269,0.018822,0.00572489,0.00867788,0.00592168,0.0183281,0.0301493,0.00675946,0.00676974,0.00653117,0.0103235,0.0284414,0,0,0.0119237,0,0.0233368,0.00919818,0.0604275,0.0330581,0.00860902,0.00503719,0.0667686,0.00716645,0.0475694,0.00894717,0.00621374,0.00598119,0.0041327,0.00945224,0.0150535,0.0120274,0.0290477,0.00339079,0.0252153,0.0212418,0,0,0,0.0195947,0.00558598,0.0208454,0
144,0,0,0,0,0,0,0.0180495,0.022743,0,0,0,0.034563,0.019323,0.018835,0,0,0.00695739,0,0.0225934,0.00220076,0.031663,0.0165565,0.0216492,0.00415623,0.0102353,0.00440103,0.00724858,0.00668822,0.0200259,0.00655857,0.00895611,0.00605525,0.0192503,0.0320424,0.006577,0.00676541,0.00666556,0.0103768,0.0291238,0,0,0.0122352,0,0.0232887,0.00929546,0.0605926,0.0329423,0.00855318,0.00482224,0.067613,0.00713642,0.0480788,0.00898873,0.00624777,0.00607303,0.00411752,0.00949238,0.0150509,0.0123454,0.0294187,0.00350804,0.0258229,0.02172,0,0,0,0.0195879,0.00637106,0.0208101,0
145,0,0,0,0,0,0,0.0183721,0.0230917,0,0,0,0.0355049,0.0192879,0.0199487,0,0,0.00689622,0,0.0225853,0.00219334,0.032109,0.0187567,0.0221543,0.0057676,0.0106893,0.00417479,0.00977064,0.00841823,0.021045,0.00782848,0.00909627,0.0060594,0.0204829,0.032621,0.00643838,0.00677405,0.00663097,0.0103801,0.0295165,0,0,0.0122896,0,0.023268,0.00922626,0.060831,0.0328398,0.0084889,0.00467511,0.0678244,0.00711062,0.048571,0.00892806,0.00626566,0.00611705,0.00406679,0.00954435,0.0151303,0.0126252,0.0295124,0.00349552,0.0262392,0.0220357,0,0,0,0.0196273,0.00809156,0.0207911,0
146,0,0,0,0,0,0,0.0181883,0.0230886,0,0,0,0.0359383,0.0192882,0.0210535,0,0,0.00691932,0,0.022572,0.00214105,0.0326403,0.0209636,0.0226918,0.00773002,0.0111975,0.00408867,0.0123317,0.00996018,0.0219224,0.00845303,0.00914856,0.00609665,0.0213843,0.0326406,0.00647064,0.00678169,0.00650316,0.010491,0.0292161,0,0,0.0114991,0,0.0229857,0.00853706,0.0611367,0.0327499,0.0083429,0.0046637,0.0667804,0.00709792,0.0490809,0.00883734,0.00623682,0.00610454,0.00402169,0.00958562,0.0151241,0.0127133,0.0290782,0.00275834,0.0262462,0.0218572,0,0,0,0.0196507,0.0101079,0.02109,0.00345668
147,0,0,0,0,0,0,0.0189066,0.0238743,0,0,0,0.0348161,0.0192212,0.0220355,0,0,0.00704386,0,0.022544,0.00203443,0.0330551,0.0233021,0.0231744,0.0103075,0.011644,0.00399407,0.0147316,0.0109127,0.0223573,0.00890606,0.00921774,0.00632603,0.0223992,0.0313377,0.00664131,0.00680636,0.00621428,0.0107165,0.0302941,0,0,0.0116466,0,0.0230721,0.00860319,0.0616054,0.0326856,0.00803265,0.00473239,0.0685277,0.00701527,0.049596,0.00868888,0.00614299,0.00615518,0.0039465,0.00966499,0.0150722,0.0129227,0.0299446,0.00336242,0.0271346,0.0226614,0,0,0,0.0197454,0.0124284,0.021116,0.00340509
148,0,0,0,0,0,0,0.0191202,0.024361,0,0,0,0.0346606,0.0191531,0.0228312,0,0,0.00722292,0,0.0225287,0.00188151,0.033624,0.0244843,0.0234442,0.0117352,0.0120571,0.0040945,0.0161237,0.0117005,0.0228426,0.00877454,0.00914587,0.00670114,0.0227248,0.0307359,0.00689122,0.00684205,0.00606082,0.0109146,0.0307161,0,0,0.0115847,0,0.023049,0.00849193,0.0621481,0.0327007,0.00764696,0.00487875,0.0691198,0.00690942,0.050098,0.00857568,0.00598291,0.00615261,0.00384073,0.00966633,0.0148441,0.0131214,0.030053,0.00338689,0.0276642,0.0230169,0,0,0,0.0198808,0.0142294,0.0211384,0.00317713
149,0,0,0,0,0,0,0.0189924,0.0245046,0,0,0,0.0342603,0.0191035,0.0231971,0,0,0.00756418,0,0.0225627,0.00166888,0.0342495,0.0246893,0.0234511,0.0127328,0.012497,0.00428245,0.0168013,0.0119898,0.0230846,0.00847552,0.00882116,0.00693576,0.0227871,0.0298853,0.00714232,0.00688446,0.00609512,0.0112188,0.0304269,0,0,0.0111127,0,0.0230909,0.00814604,0.0627682,0.0327451,0.00730213,0.00495852,0.0683903,0.0067554,0.0505244,0.00841629,0.00573349,0.00611232,0.00370178,0.00962956,0.0145493,0.0133262,0.0294349,0.00325917,0.0277974,0.0227735,0,0,0,0.0201867,0.0154009,0.0211326,0.002937
150,0,0,0,0,0,0,0.0197826,0.0253599,0,0,0,0.0340015,0.0189735,0.0231362,0,0,0.00795889,0,0.0225904,0.00167917,0.0350353,0.0239538,0.0232053,0.0129862,0.0126333,0.00436147,0.0165331,0.0118312,0.0230869,0.00805804,0.0083307,0.00702967,0.0224252,0.0297515,0.00737571,0.00693407,0.00598584,0.0116532,0.0314797,0,0,0.0113185,0,0.0230037,0.00820624,0.0634614,0.0330042,0.00667455,0.00506334,0.070256,0.00657118,0.0508512,0.00809937,0.00539554,0.00611593,0.00356105,0.00964637,0.0143179,0.0134056,0.0301213,0.00318025,0.0288033,0.0234544,0,0,0,0.0204972,0.0154526,0.0210641,0.00267367
151,0,0,0,0,0,0,0.0195034,0.0251953,0,0,0,0.0331112,0.0188949,0.0221549,0,0,0.00844726,0,0.0226052,0.00163375,0.0359418,0.0229756,0.0226722,0.0129583,0.0127105,0.00456052,0.0158199,0.0109907,0.0226679,0.00746855,0.00785207,0.00695699,0.0220186,0.0291275,0.00751783,0.00697718,0.00566292,0.012152,0.0309863,0,0,0.0108408,0,0.0230094,0.00786829,0.0640827,0.033284,0.00586147,0.00503433,0.0691072,0.0064383,0.0511048,0.00762979,0.004979,0.00622614,0.00345966,0.00975952,0.0142012,0.0132634,0.029623,0.00299646,0.0286977,0.0229629,0,0,0,0.0207862,0.0148473,0.0210352,0.00244521
152,0,0,0,0,0,0,0.0204078,0.0259139,0,0,0,0.0324525,0.0188045,0.0207139,0,0,0.00884175,0,0.0226497,0.00152207,0.0368456,0.0215868,0.022056,0.0118743,0.0126222,0.00460715,0.0145749,0.00947068,0.0221538,0.00673042,0.00743151,0.00689835,0.0214763,0.0287973,0.0074442,0.00702576,0.00526254,0.0127072,0.0323377,0,0,0.0115967,0,0.022942,0.00819917,0.0646692,0.0336361,0.00521482,0.00507365,0.0713879,0.00642395,0.0513414,0.00726882,0.00454517,0.00624272,0.00337277,0.00977164,0.013936,0.013245,0.0309004,0.00321071,0.0296867,0.0238902,0,0,0,0.0212603,0.0137463,0.020978,0.00229715
153,0,0,0,0,0,0,0.020604,0.0260866,0,0,0,0.0319179,0.0187297,0.0193704,0,0,0.00912909,0,0.0226761,0.00149999,0.0374669,0.019651,0.0213593,0.00966981,0.0125172,0.00472233,0.013111,0.00790454,0.0215515,0.00619569,0.00716929,0.00660384,0.0208899,0.0286957,0.00745029,0.00704373,0.00483545,0.013051,0.0328334,0,0,0.0119476,0,0.0228946,0.00830745,0.0652791,0.0339877,0.00466132,0.00518887,0.0718569,0.00645315,0.0515607,0.00695119,0.00398401,0.00611759,0.00323168,0.00958142,0.0131819,0.0132817,0.0314495,0.00327495,0.0299341,0.0242282,0,0,0,0.0215124,0.0123798,0.0209495,0.0022285
154,0,0,0,0,0,0,0.0200313,0.0255748,0,0,0,0.0310741,0.0186777,0.0182238,0,0,0.00930385,0,0.0226261,0.00151864,0.0375889,0.017779,0.0206192,0.00764386,0.0124483,0.00485536,0.0118376,0.00659129,0.020676,0.00606375,0.00712935,0.00590744,0.0205108,0.0283983,0.00746056,0.00702974,0.00473234,0.0133729,0.0322947,0,0,0.0117313,0,0.0228741,0.00810342,0.0659826,0.0343053,0.00429626,0.00525856,0.0702284,0.00649452,0.0517955,0.00663905,0.00334734,0.00596798,0.00311514,0.00932274,0.012178,0.0134668,0.0310584,0.00305153,0.0292847,0.0238502,0,0,0,0.0213878,0.0111651,0.0209331,0.00214007
155,0,0,0,0,0,0,0.0205657,0.0260176,0,0,0,0.0317047,0.0186693,0.0176368,0,0,0.00925029,0,0.0226262,0.00161384,0.0374485,0.0165845,0.0199896,0.00529418,0.0122582,0.00476821,0.0101163,0.00546253,0.0199814,0.0056846,0.00716311,0.00559136,0.0196201,0.0293332,0.00728598,0.00699259,0.0049356,0.0135225,0.0333523,0,0,0.0123402,0,0.022749,0.00847993,0.0666975,0.0346484,0.00429254,0.00541571,0.0719043,0.00655716,0.0520219,0.0064355,0.00277423,0.00579169,0.00306036,0.00889752,0.0108973,0.0138117,0.0320955,0.00320778,0.029693,0.0247026,0,0,0,0.020938,0.00988426,0.0208524,0.00189562
156,0,0,0,0,0,0,0.0206702,0.0259422,0,0,0,0.0323719,0.0187521,0.0175598,0,0,0.00908859,0,0.022613,0.00181298,0.0371389,0.0163573,0.0193436,0.00350996,0.0121201,0.00456262,0.00827896,0.00422977,0.0196028,0.00478756,0.00717261,0.00616382,0.0187881,0.029693,0.0069818,0.00697358,0.00549405,0.0135945,0.0336763,0,0,0.0124712,0,0.0226875,0.00857374,0.0674833,0.0350569,0.00476914,0.00562335,0.0720179,0.00649329,0.0521,0.00634324,0.00234096,0.00569918,0.00320852,0.0084479,0.00956902,0.0143964,0.0322926,0.00322808,0.0295248,0.0250295,0,0,0,0.0204069,0.00909514,0.0208032,0.00167375
