Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,STRN,T10,x70,x71,x72,RHEE,LTHI,R5HD,RWRB
39,0,0,0,0,0,0,0.0189407,0.0241955,0,0,0,0.0182305,0.0185375,0.0136248,0,0,0.00903338,0,0.0226082,0.00154505,0.0418241,0.0132001,0.0178764,0.00674471,0.0154931,0.00516107,0.0086103,0.00472474,0.0197338,0.00234477,0.00315319,0.00537274,0.0206539,0.0148834,0.00728488,0.00693821,0.00900682,0.0154331,0.027644,0,0,0.0130612,0,0.0221666,0.00988107,0.066394,0.0337838,0.00422875,0.00400815,0.0660922,0.00706352,0.052302,0.00770092,0.00501749,0.0083442,0.00371484,0.0115417,0.0179653,0.0216319,0.0294734,0.00530426,0.0268175,0.0206641,0,0,0,0.027267,0.00934325,0.0201908,0
40,0,0,0,0,0,0,0.0185159,0.0236676,0,0,0,0.015651,0.018664,0.0138641,0,0,0.00898745,0,0.0226926,0.00134882,0.0416614,0.01438,0.0173737,0.00430555,0.0153746,0.00510645,0.00682884,0.00303696,0.0190747,0.00223838,0.00357221,0.00632249,0.0199824,0.0127738,0.00720566,0.00694177,0.00907143,0.0157064,0.0270598,0,0,0.012784,0,0.0221961,0.00967647,0.066871,0.0340786,0.00357118,0.0040652,0.0644879,0.00688421,0.0523954,0.00694753,0.00424137,0.00830906,0.00370467,0.0111457,0.0169665,0.022108,0.0288334,0.00529023,0.0262393,0.0203253,0,0,0,0.0271818,0.00823474,0.0202065,0
41,0,0,0,0,0,0,0.0193591,0.0239327,0,0,0,0.0118748,0.0187486,0.0147453,0,0,0.00902026,0,0.0227783,0.00137673,0.0416044,0.0176494,0.0166765,0.00259593,0.0153023,0.00488595,0.00447633,0.00226079,0.0193904,0.00224332,0.00466425,0.0076181,0.0195995,0.0100758,0.00705359,0.00695043,0.00948596,0.0156562,0.0283124,0,0,0.0133515,0,0.0221091,0.0100117,0.0675579,0.034542,0.00396491,0.00415945,0.0660269,0.00657736,0.0522291,0.00624178,0.00329266,0.00814166,0.00372546,0.0105255,0.0153652,0.0227237,0.0296639,0.00546909,0.0265944,0.0213499,0,0,0,0.026425,0.00799698,0.0201576,0
42,0,0,0,0,0,0,0.0194856,0.0237321,0,0,0,0.00627197,0.0187444,0.0152174,0,0,0.00901934,0,0.0227617,0.00128618,0.0417362,0.0226997,0.0156662,0.00319081,0.0155008,0.0048166,0.00260931,0.00352686,0.0209826,0.00373251,0.00494696,0.00799367,0.0203005,0.0107696,0.00676035,0.00699768,0.00954982,0.0156862,0.0289554,0,0,0.0138699,0,0.02205,0.0102277,0.0685902,0.0350511,0.00489368,0.00398738,0.0660339,0.00615514,0.0519248,0.00576197,0.00221512,0.00780918,0.00395203,0.00990572,0.0135282,0.0227836,0.0299149,0.00562958,0.0263398,0.0219136,0,0,0,0.0257099,0.00902819,0.0201199,0
43,0,0,0,0,0,0,0.0184699,0.0229712,0,0,0,0.0048309,0.0186771,0.0132244,0,0,0.00901585,0,0.0227341,0.00106814,0.0420845,0.0259931,0.0150064,0.00528787,0.015708,0.00513476,0.00296444,0.00521105,0.0225094,0.00345897,0.00399862,0.00747533,0.0213144,0.0121532,0.00655629,0.00705652,0.00913879,0.0155432,0.0283702,0,0,0.0139945,0,0.0220264,0.0101178,0.0699039,0.035387,0.00555651,0.00369322,0.0639826,0.00581547,0.0518345,0.00585255,0.00149388,0.00711778,0.0040087,0.00911957,0.0114229,0.0218525,0.0293196,0.00573919,0.0254385,0.0216822,0,0,0,0.0247756,0.00976827,0.0201094,0
44,0,0,0,0,0,0,0.0188909,0.0234952,0,0,0,0.00847577,0.0185581,0.0114062,0,0,0.00918953,0,0.0228134,0.000957443,0.0422241,0.025463,0.0150238,0.00645777,0.0155687,0.00544829,0.00435438,0.00519609,0.0223713,0.00236839,0.00361116,0.00722512,0.0212281,0.0113772,0.00659658,0.00712869,0.00882356,0.0149942,0.0294015,0,0,0.014762,0,0.0219134,0.0104622,0.0712595,0.0355929,0.00594917,0.00358504,0.0658751,0.00560642,0.0519956,0.00644958,0.00177923,0.00628874,0.00372791,0.00809767,0.00901795,0.0201374,0.0305075,0.00579226,0.0261094,0.0228121,0,0,0,0.0229511,0.00960309,0.0200252,0
45,0,0,0,0,0,0,0.0194296,0.0238203,0,0,0,0.0071717,0.0184083,0.0102579,0,0,0.00975908,0,0.0228985,0.00105354,0.0420862,0.0225922,0.0151733,0.0067568,0.0154426,0.00581392,0.00567609,0.00343125,0.0209374,0.00327384,0.00464985,0.00767508,0.0202813,0.01085,0.00680945,0.00724576,0.00904112,0.014135,0.0296563,0,0,0.0149607,0,0.0218384,0.0105281,0.0723503,0.0357286,0.00664299,0.00360773,0.0668294,0.00534722,0.0520828,0.00711894,0.00260801,0.00561739,0.00339979,0.00700008,0.00662105,0.018692,0.0310355,0.00589558,0.0265675,0.023306,0,0,0,0.0202045,0.00931718,0.0199385,0
46,0,0,0,0,0,0,0.01885,0.0231647,0,0,0,0.00458334,0.0182701,0.00954894,0,0,0.0105582,0,0.0229539,0.00122316,0.0419237,0.0192831,0.0149977,0.00780346,0.0155114,0.00625672,0.00758338,0.00250678,0.0195326,0.00542558,0.00612306,0.00829837,0.0191501,0.0106909,0.00714984,0.0073334,0.00972431,0.0130411,0.0281711,0,0,0.0141962,0,0.0218186,0.00997323,0.0729397,0.0357994,0.00796382,0.00366904,0.064309,0.00498145,0.0519596,0.00780384,0.00362864,0.0051484,0.00318312,0.00587035,0.00445574,0.0181732,0.0299709,0.00606277,0.0259858,0.0221738,0,0,0,0.0169662,0.00963161,0.0198953,0
47,0,0,0,0,0,0,0.0202478,0.0243246,0,0,0,0.00551029,0.0181155,0.00912008,0,0,0.0113729,0,0.0230744,0.00141446,0.0418747,0.0165012,0.014552,0.00916309,0.015298,0.00617253,0.00937261,0.00416721,0.018853,0.00745724,0.00732901,0.00844534,0.0180671,0.0111944,0.00742815,0.00741153,0.00904225,0.0116707,0.0300888,0,0,0.0150063,0,0.0217731,0.0103004,0.0730503,0.0359228,0.00986549,0.00370583,0.0679868,0.00474896,0.0516039,0.00849909,0.00492153,0.00478324,0.00301249,0.00468964,0.00273425,0.019489,0.0319963,0.00524723,0.0277643,0.0233464,0,0,0,0.0135247,0.0109363,0.0197958,0
48,0,0,0,0,0,0,0.019115,0.0235567,0,0,0,0.00735631,0.0180083,0.00912944,0,0,0.0119873,0,0.0231218,0.00147694,0.0419217,0.0149588,0.0138746,0.0101155,0.0150485,0.00647535,0.00973928,0.00531566,0.0186276,0.00827562,0.00819039,0.00841838,0.0172935,0.0120285,0.00786355,0.00745891,0.0104825,0.0101699,0.0284994,0,0,0.0139836,0,0.0217367,0.00960159,0.0727488,0.0360353,0.0121624,0.00378942,0.0647582,0.00472202,0.0508402,0.00926479,0.00660077,0.00452793,0.00278884,0.00338711,0.00269235,0.0205745,0.0306588,0.00561045,0.0270453,0.0218062,0,0,0,0.010335,0.0117799,0.01975,0
49,0,0,0,0,0,0,0.0203396,0.0246605,0,0,0,0.00799612,0.0178995,0.00970411,0,0,0.012434,0,0.0231848,0.00165334,0.0421508,0.0142542,0.0135014,0.010844,0.0146099,0.00636436,0.00870539,0.00510871,0.0186314,0.00786323,0.00882243,0.0083931,0.0168187,0.011851,0.00809071,0.00749868,0.00843005,0.00872845,0.0300462,0,0,0.0146828,0,0.0216034,0.0100814,0.0721182,0.0360746,0.0141996,0.00390765,0.0677802,0.00492684,0.0498321,0.010072,0.0084683,0.0043866,0.00262817,0.00215529,0.00427016,0.0224872,0.0321275,0.00575282,0.0283686,0.0227149,0,0,0,0.00834024,0.01129,0.0196334,0
50,0,0,0,0,0,0,0.020224,0.0245193,0,0,0,0.00860093,0.0178854,0.00986002,0,0,0.0124425,0,0.0232091,0.0017052,0.042751,0.0135686,0.0134244,0.0115522,0.0143195,0.00645926,0.00709758,0.00460484,0.0187583,0.00705083,0.00894257,0.00802159,0.016703,0.0107836,0.00828058,0.00747093,0.00790587,0.00713202,0.0296696,0,0,0.0144523,0,0.0215403,0.00996787,0.0712419,0.0358911,0.0156138,0.0041016,0.066767,0.00507784,0.0489351,0.0109934,0.00964798,0.00441982,0.00238747,0.00125847,0.00596778,0.0215368,0.0314975,0.00578355,0.0280928,0.0221999,0,0,0,0.00783657,0.00993092,0.0196174,0
51,0,0,0,0,0,0,0.0190036,0.0235755,0,0,0,0.00926505,0.0179795,0.00961159,0,0,0.0123056,0,0.0231254,0.00178349,0.043603,0.0127804,0.013746,0.0120028,0.0139335,0.00644974,0.00621189,0.00493181,0.0187844,0.00667174,0.00912501,0.00763583,0.0169334,0.0100702,0.00817192,0.00743321,0.00795502,0.00586615,0.0283098,0,0,0.0135301,0,0.0216728,0.00936077,0.0705042,0.0355145,0.016347,0.00417475,0.0634923,0.00510613,0.0481765,0.0118809,0.0105182,0.00445821,0.00211431,0.00132447,0.00729152,0.0192076,0.0296891,0.00567495,0.0268806,0.0210282,0,0,0,0.00922644,0.00854527,0.0196632,0
52,0,0,0,0,0,0,0.0197913,0.0242403,0,0,0,0.00903778,0.018081,0.00900711,0,0,0.0116879,0,0.0230799,0.00173849,0.0445107,0.0111714,0.0143211,0.0127238,0.0135322,0.00612512,0.00650658,0.00559396,0.0187201,0.00697096,0.00942919,0.0074587,0.0171628,0.0101098,0.00779234,0.00734813,0.00807848,0.00522717,0.0298914,0,0,0.0139501,0,0.0216042,0.00951671,0.0699887,0.0351056,0.0162885,0.0040734,0.0659488,0.00488797,0.0475786,0.012484,0.0109103,0.00437194,0.00197467,0.00212377,0.00824493,0.0166935,0.0304063,0.00579083,0.0276465,0.022307,0,0,0,0.0113403,0.0074339,0.0196622,0
53,0,0,0,0,0,0,0.0192986,0.023846,0,0,0,0.00886066,0.0182617,0.00822535,0,0,0.0109861,0,0.0229807,0.00168946,0.0452397,0.00918842,0.0147203,0.0132765,0.013316,0.00605304,0.00739762,0.00574758,0.0184727,0.00726338,0.00931614,0.0072123,0.0172673,0.0102237,0.00735088,0.0072457,0.0095016,0.00565976,0.0293834,0,0,0.0132941,0,0.0216336,0.00907349,0.0698648,0.0346276,0.0161158,0.0039064,0.0649408,0.00453136,0.0471496,0.0129383,0.0107703,0.00438298,0.00209179,0.00288933,0.00891105,0.0140886,0.0292819,0.0058211,0.0271336,0.0222985,0,0,0,0.0134041,0.00745784,0.0197482,0
54,0,0,0,0,0,0,0.0184015,0.0231792,0,0,0,0.00897323,0.0184933,0.00763925,0,0,0.0105056,0,0.0228552,0.00190963,0.0458771,0.00731317,0.0148888,0.0142227,0.0131779,0.00606132,0.00840524,0.00572484,0.0182211,0.00746085,0.00898764,0.00699699,0.0171629,0.010383,0.00698824,0.00715404,0.0115449,0.00684875,0.0281671,0,0,0.012306,0,0.0218136,0.00855194,0.0699295,0.0341438,0.0163709,0.00375805,0.0630883,0.00412004,0.047034,0.0136486,0.0103003,0.00447913,0.00206079,0.00335159,0.00926385,0.0136417,0.0276375,0.00565958,0.0263396,0.0219552,0,0,0,0.0152189,0.00850278,0.019877,0
55,0,0,0,0,0,0,0.0193555,0.0239787,0,0,0,0.00887007,0.0186721,0.00757477,0,0,0.00983794,0,0.0227658,0.0019391,0.046406,0.0062193,0.0149047,0.0146741,0.0129758,0.00592245,0.0089916,0.00583654,0.0180173,0.00762094,0.00886127,0.00685094,0.0170632,0.0109129,0.00667587,0.0069937,0.0144669,0.00822618,0.0294585,0,0,0.0126946,0,0.0218899,0.00889964,0.0698031,0.0337233,0.0172564,0.00359904,0.0662074,0.00389518,0.0472485,0.0148783,0.0100854,0.00462298,0.00153681,0.0035173,0.00928949,0.0173238,0.0283803,0.00533022,0.0272998,0.0233013,0,0,0,0.0165795,0.00947293,0.019963,0
56,0,0,0,0,0,0,0.0190556,0.0237145,0,0,0,0.00916928,0.0188646,0.00804506,0,0,0.00937978,0,0.0226632,0.00191365,0.0466873,0.00622412,0.0147359,0.014377,0.0126718,0.00599109,0.00892815,0.00592939,0.0178304,0.00774285,0.00905464,0.00689607,0.016976,0.010913,0.00646374,0.00686325,0.0176617,0.00984744,0.0289493,0,0,0.0122704,0,0.0220854,0.00870401,0.0693532,0.0331673,0.0182434,0.00367136,0.0658982,0.00414324,0.0473915,0.0160229,0.0102262,0.00470367,0.00125206,0.00378516,0.009304,0.0217913,0.0280129,0.00486868,0.0269458,0.0230302,0,0,0,0.0177177,0.00930166,0.0201068,0
57,0,0,0,0,0,0,0.0185535,0.0232484,0,0,0,0.00905405,0.0189995,0.00859042,0,0,0.00927031,0,0.0226215,0.00229352,0.0465085,0.0067704,0.0146369,0.0140481,0.0121158,0.0058784,0.00848274,0.00591435,0.0177999,0.00774136,0.0092964,0.00705579,0.0168434,0.0108219,0.00667609,0.0067704,0.0202615,0.0108344,0.0281526,0,0,0.0117316,0,0.0221818,0.00850006,0.0683957,0.0325319,0.0190136,0.00384304,0.0648051,0.00459102,0.0474164,0.0169149,0.0104696,0.0046719,0.00130906,0.00434539,0.00955512,0.0234226,0.0273452,0.00542159,0.0263254,0.0223544,0,0,0,0.0187525,0.00906845,0.0201951,0
58,0,0,0,0,0,0,0.0192906,0.0237583,0,0,0,0.00905301,0.0190924,0.0090752,0,0,0.00909534,0,0.0225978,0.00231423,0.0459355,0.0076186,0.0147557,0.0141654,0.0114419,0.00569396,0.00816387,0.0059709,0.017885,0.00753054,0.0100078,0.00730619,0.0166145,0.0106059,0.00665194,0.0066446,0.0205358,0.0113202,0.02908,0,0,0.0122059,0,0.0222237,0.00884612,0.0672338,0.0318171,0.0190411,0.00413133,0.0669383,0.00500807,0.0473106,0.0173832,0.0105173,0.00453952,0.00132596,0.0053738,0.0104571,0.023983,0.0283536,0.00521703,0.0268543,0.0228932,0,0,0,0.01965,0.00885216,0.0202427,0
59,0,0,0,0,0,0,0.0189949,0.0234364,0,0,0,0.00947118,0.0191532,0.0095503,0,0,0.00912595,0,0.022533,0.00235231,0.0452657,0.00823264,0.0150106,0.0147455,0.0108039,0.0056745,0.00825651,0.00616596,0.0178834,0.00729564,0.0111247,0.00743245,0.0163051,0.0106519,0.00666736,0.00652897,0.0191636,0.0117241,0.0285758,0,0,0.011848,0,0.022303,0.00869002,0.0660431,0.0310262,0.0185357,0.00457416,0.0662378,0.00529184,0.0471493,0.0175293,0.0104391,0.00472446,0.00131739,0.0066246,0.0120407,0.023345,0.0281266,0.00503137,0.0263866,0.0224495,0,0,0,0.0202785,0.00886658,0.0203021,0
60,0,0,0,0,0,0,0.0186351,0.0232147,0,0,0,0.0101009,0.019181,0.00993488,0,0,0.00925174,0,0.0224866,0.0023592,0.0447612,0.00839431,0.0154001,0.0153559,0.0104143,0.00568924,0.00859095,0.00636204,0.0177926,0.00719303,0.0124752,0.00706686,0.0159708,0.0111936,0.00679757,0.00646276,0.0174688,0.0118299,0.0280995,0,0,0.0115829,0,0.0223511,0.00852492,0.0648107,0.0302886,0.0184273,0.00509381,0.0655616,0.00562712,0.0471605,0.0178814,0.0105487,0.00501641,0.000867118,0.00746096,0.013604,0.0222349,0.0281138,0.00488589,0.0260481,0.0221485,0,0,0,0.0204197,0.00871064,0.020321,0
61,0,0,0,0,0,0,0.0186103,0.0233228,0,0,0,0.010663,0.0192001,0.0101094,0,0,0.00925293,0,0.0225285,0.0023144,0.044545,0.00830304,0.0158245,0.015682,0.0100575,0.00569133,0.00897613,0.00642746,0.0176579,0.00740597,0.0134632,0.00681878,0.0157698,0.01188,0.00676119,0.00644595,0.0156658,0.012041,0.0280993,0,0,0.0115731,0,0.0224078,0.00850471,0.0636817,0.0297018,0.0180904,0.00560529,0.0657444,0.00591472,0.0468758,0.018,0.0106265,0.00539505,0.000825291,0.00829641,0.0149878,0.0200044,0.0285638,0.00486771,0.0260825,0.0223001,0,0,0,0.0206693,0.00851728,0.0203832,0
62,0,0,0,0,0,0,0.0179048,0.0228892,0,0,0,0.011158,0.0192122,0.0102498,0,0,0.00944916,0,0.0225373,0.00214959,0.0445617,0.00829712,0.0161774,0.0157591,0.0098376,0.00569964,0.00934662,0.0064162,0.0175119,0.00760104,0.0137189,0.00682804,0.0157119,0.0124892,0.00691234,0.00648357,0.0139614,0.0120548,0.0271106,0,0,0.0109391,0,0.0225068,0.00812989,0.0626009,0.0291417,0.017767,0.00607265,0.0641423,0.00615618,0.0466117,0.0181024,0.010776,0.00546109,0.000860533,0.00866951,0.0157103,0.0174601,0.0280808,0.00485527,0.0255294,0.0217749,0,0,0,0.0205914,0.00852179,0.0204262,0
63,0,0,0,0,0,0,0.0181827,0.0232769,0,0,0,0.0118053,0.0191981,0.0106034,0,0,0.00950823,0,0.0225537,0.002014,0.0446899,0.00855027,0.0165751,0.0160269,0.00956983,0.00561682,0.0097148,0.00641129,0.0174298,0.00766284,0.0133197,0.00692562,0.0157083,0.0130535,0.0070523,0.00652524,0.0118004,0.0118161,0.0275014,0,0,0.0109829,0,0.0224988,0.00815779,0.0614835,0.0286601,0.0174667,0.00632977,0.0651314,0.00638148,0.0464292,0.0181295,0.0109965,0.00527884,0.000845465,0.0087321,0.0158121,0.0159415,0.0286283,0.00494968,0.0260005,0.0222462,0,0,0,0.0200873,0.00839162,0.0203941,0
64,0,0,0,0,0,0,0.0177479,0.02307,0,0,0,0.0120905,0.0191945,0.0112458,0,0,0.00940338,0,0.0225578,0.00180682,0.0446906,0.0093598,0.0169149,0.0159459,0.00928704,0.00581712,0.00980376,0.00648048,0.0173558,0.00764406,0.0133789,0.00694065,0.015769,0.0134382,0.00727447,0.00656054,0.0105857,0.0117249,0.0268684,0,0,0.0105279,0,0.0225951,0.00784611,0.0601978,0.028188,0.0173947,0.00658605,0.0640044,0.00670766,0.0464226,0.0182943,0.0113049,0.00510466,0.000843977,0.00869577,0.0155982,0.0145029,0.0280131,0.00434859,0.0257449,0.0218713,0,0,0,0.0197111,0.00791157,0.0204608,0
65,0,0,0,0,0,0,0.0171718,0.0227859,0,0,0,0.0127509,0.019131,0.0120039,0,0,0.00963017,0,0.0225432,0.00194559,0.044573,0.0103207,0.0173082,0.0160053,0.00906321,0.00582783,0.0101119,0.00669296,0.0172903,0.00787231,0.0141707,0.00715188,0.0156081,0.013882,0.00769527,0.0066564,0.00976818,0.0118714,0.0260919,0,0,0.0100527,0,0.0227131,0.00759537,0.0587292,0.0277358,0.0171633,0.00678058,0.0625478,0.00706893,0.0464092,0.0184198,0.0115032,0.00516928,0.00101849,0.00879141,0.015422,0.014253,0.0271081,0.00486069,0.0254049,0.0213264,0,0,0,0.0196711,0.00780268,0.0205083,0
66,0,0,0,0,0,0,0.0169434,0.0225226,0,0,0,0.0132016,0.0190884,0.0128204,0,0,0.00961974,0,0.0225364,0.00177054,0.0442907,0.0114451,0.0176804,0.0157366,0.00897569,0.00601014,0.0101815,0.00665541,0.0171381,0.0081087,0.0148087,0.00748818,0.0155058,0.0139806,0.00778638,0.00668597,0.0100094,0.0119888,0.0255769,0,0,0.00966996,0,0.0228323,0.00728237,0.0570999,0.0272745,0.0168887,0.00711646,0.0614827,0.0075689,0.0464562,0.0186317,0.0117575,0.00523943,0.00132799,0.00880084,0.0150854,0.0143296,0.0265154,0.00396007,0.0250001,0.0208925,0,0,0,0.0198568,0.00764421,0.0205915,0
67,0,0,0,0,0,0,0.017364,0.0227602,0,0,0,0.0136128,0.0190471,0.0136876,0,0,0.00957917,0,0.022519,0.00171978,0.043916,0.0125864,0.0181002,0.0154833,0.00863389,0.0060475,0.0101461,0.00648453,0.0170183,0.00835402,0.0150991,0.00778446,0.0154982,0.0141136,0.00795201,0.00669344,0.0105883,0.0120362,0.0259985,0,0,0.0097212,0,0.0226929,0.00743321,0.0554148,0.0268827,0.0164643,0.00731607,0.0621808,0.00814051,0.0465453,0.0187105,0.012021,0.00534698,0.00186276,0.00877548,0.014572,0.0149487,0.0266381,0.004832,0.0252207,0.0210941,0,0,0,0.0198958,0.00751502,0.020532,0
68,0,0,0,0,0,0,0.0167312,0.0222788,0,0,0,0.0141025,0.0190173,0.0142997,0,0,0.00966403,0,0.0224875,0.00173159,0.043563,0.0135143,0.0184006,0.015331,0.00839814,0.00612887,0.0101396,0.00636664,0.0169104,0.00858391,0.0151432,0.00769654,0.015407,0.0146544,0.00804035,0.00675269,0.0110916,0.0121826,0.0250686,0,0,0.00905831,0,0.0227313,0.00712175,0.053672,0.026482,0.0158207,0.00758816,0.0604231,0.00865626,0.0466198,0.0186488,0.0122652,0.00567741,0.00256295,0.00894972,0.0141155,0.0156075,0.0257196,0.00492796,0.0245901,0.0202846,0,0,0,0.0197935,0.00736139,0.0205219,0
69,0,0,0,0,0,0,0.0173642,0.0227627,0,0,0,0.0146495,0.0190318,0.0150777,0,0,0.00960155,0,0.0225187,0.00152617,0.0431412,0.0143527,0.0187372,0.014757,0.00823289,0.00611335,0.010002,0.00615965,0.0168354,0.00876254,0.0151688,0.00743094,0.0154379,0.0150507,0.00783478,0.00674744,0.011493,0.0124427,0.0258297,0,0,0.00933322,0,0.0226663,0.00732173,0.05191,0.0261525,0.0150101,0.00777147,0.0619216,0.0090795,0.0466343,0.0183926,0.0123948,0.00622775,0.00327208,0.0093979,0.0139034,0.0161545,0.0262496,0.00489616,0.0251134,0.0207459,0,0,0,0.0197748,0.00736207,0.0204925,0
70,0,0,0,0,0,0,0.0171884,0.0226426,0,0,0,0.0153466,0.0190442,0.0159857,0,0,0.00948732,0,0.0225131,0.00157121,0.0428101,0.0151926,0.0190324,0.0141676,0.00820037,0.00616627,0.00987287,0.00592017,0.0168483,0.00891724,0.0154048,0.00751251,0.0154481,0.0156528,0.00780845,0.00673853,0.0114737,0.0125378,0.0254799,0,0,0.00914709,0,0.0226551,0.00723925,0.0501546,0.0258702,0.0140427,0.00803274,0.0613092,0.00944372,0.0465586,0.0176448,0.0124346,0.0068898,0.00407406,0.00994547,0.0139205,0.0168165,0.0258039,0.00488204,0.0250062,0.0204148,0,0,0,0.0196861,0.00728225,0.0204987,0
71,0,0,0,0,0,0,0.0164399,0.0221502,0,0,0,0.0162274,0.019097,0.0167836,0,0,0.00935117,0,0.0224866,0.00176869,0.0425707,0.0162416,0.0192922,0.01362,0.00822771,0.00622388,0.00969196,0.00568505,0.0169339,0.009189,0.0157087,0.00775209,0.0154418,0.0166004,0.00778698,0.00678015,0.0110926,0.0124067,0.0245039,0,0,0.00867546,0,0.0227154,0.00700628,0.0485998,0.0256623,0.0126853,0.00831109,0.0595294,0.00971189,0.0463647,0.0167231,0.0123159,0.00773403,0.00497435,0.0105484,0.0142088,0.0173191,0.024909,0.00486918,0.0244916,0.0196696,0,0,0,0.0194484,0.00742642,0.0205097,0
72,0,0,0,0,0,0,0.016973,0.0226187,0,0,0,0.0171165,0.0191366,0.0175721,0,0,0.0090306,0,0.0224903,0.00180846,0.0422481,0.0173367,0.0196591,0.0130157,0.00822185,0.00616663,0.00938919,0.00538993,0.0170726,0.00948657,0.0159137,0.0078172,0.0154546,0.0176281,0.00758744,0.00681272,0.0103387,0.0120917,0.0253443,0,0,0.00917104,0,0.0226502,0.00731093,0.0473148,0.0255951,0.0106289,0.0085187,0.0611785,0.00977718,0.0461164,0.0152806,0.0119509,0.00891912,0.00614703,0.0112892,0.0148253,0.0173701,0.0256381,0.00473087,0.0250881,0.0203332,0,0,0,0.018721,0.00770736,0.0204895,0
73,0,0,0,0,0,0,0.0161766,0.0221224,0,0,0,0.0181587,0.0191868,0.0184097,0,0,0.00897332,0,0.0224177,0.00206181,0.0417268,0.0183835,0.0199518,0.0128393,0.00830776,0.00626414,0.00937436,0.005159,0.017257,0.00969847,0.0161542,0.00782751,0.0153601,0.0190244,0.00751859,0.00681316,0.00908576,0.0118653,0.0244818,0,0,0.00879443,0,0.0227386,0.00710386,0.0460619,0.0256737,0.00704018,0.00879443,0.0596223,0.00950637,0.0459112,0.0129832,0.0112606,0.0109714,0.00807418,0.0126323,0.0160679,0.0164693,0.0250223,0.00467555,0.0245469,0.0197964,0,0,0,0.0173327,0.00794153,0.0205091,0
74,0,0,0,0,0,0,0.0168271,0.0228132,0,0,0,0.019297,0.0192407,0.0190557,0,0,0.00875031,0,0.0223847,0.0021942,0.0405053,0.019015,0.0204914,0.0131926,0.00838021,0.00637817,0.00986733,0.00515766,0.0173616,0.009759,0.0165222,0.00785876,0.0152285,0.0208391,0.0075348,0.00672231,0.00622997,0.0119437,0.0257438,0,0,0.00926049,0,0.0227381,0.00740244,0.044179,0.0259798,0.00675029,0.00913475,0.0620291,0.0110349,0.0479517,0.0123194,0.0115416,0.0157816,0.0129893,0.0154163,0.0184698,0.0115626,0.026171,0.00443108,0.0254012,0.0208745,0,0,0,0.0147283,0.00849258,0.0205013,0
75,0,0,0,0,0,0,0.0167064,0.0226926,0,0,0,0.0202806,0.0192381,0.019799,0,0,0.00860565,0,0.0223512,0.00221842,0.0399557,0.01946,0.0209364,0.0126696,0.00825474,0.00641122,0.00986431,0.00489582,0.017344,0.0101339,0.0168886,0.00806904,0.0150677,0.0222763,0.00749233,0.00669866,0.00527497,0.012556,0.0256916,0,0,0.00938976,0,0.0227578,0.00746214,0.0433642,0.0258686,0.00850461,0.00944184,0.0619938,0.011606,0.0483345,0.0126096,0.0112697,0.0167064,0.0139847,0.0160258,0.0189545,0.00967512,0.026363,0.00415487,0.0252576,0.0208441,0,0,0,0.0155973,0.00818786,0.0204996,0
76,0,0,0,0,0,0,0.0160201,0.0221804,0,0,0,0.0213827,0.0192191,0.0204306,0,0,0.00857004,0,0.0223021,0.00228139,0.039283,0.0199533,0.0215398,0.0119898,0.00813914,0.00643893,0.00978779,0.00455801,0.0174319,0.0104078,0.0173045,0.00802527,0.0150845,0.0234719,0.00765748,0.00669399,0.00552323,0.0131674,0.0249035,0,0,0.00917452,0,0.0227484,0.00734896,0.0426987,0.025823,0.00946452,0.00973813,0.0605683,0.0116943,0.0481162,0.0123347,0.0105248,0.016961,0.0143939,0.0163379,0.0190945,0.00845885,0.025864,0.00468774,0.02461,0.0202194,0,0,0,0.0166765,0,0.0204862,0
77,0,0,0,0,0,0,0.0169019,0.0228444,0,0,0,0.022363,0.0192387,0.021134,0,0,0.00837619,0,0.0223251,0.00209438,0.0387171,0.0205796,0.0219713,0.0111749,0.00801597,0.00630927,0.00956058,0.00426962,0.0175049,0.0106051,0.0176516,0.00803572,0.0149681,0.0245703,0.00756263,0.00664505,0.00634809,0.0137357,0.0262738,0,0,0.0100868,0,0.0226924,0.00787881,0.0421531,0.0259057,0.0103679,0.00978513,0.0631976,0.0114619,0.0475995,0.0119112,0.00950812,0.0166453,0.0144701,0.0164973,0.0190117,0.00779503,0.027312,0.00460385,0.0253765,0.021135,0,0,0,0.0176302,0,0.0204551,0
