Timestep,C7,CLAV,IMUL_L,IMUL_R,IMUR_B,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,,LHEE,RTHIA,IMUR_T,RHEE,LASI,IMUL_M,IMUR_M
107,0.0533374,0.0312032,0,0,0,0.0447307,0,0.0360097,0,0,0.0210168,0,0,0.0536032,0.0405965,0.0297663,0.0126279,0.0363192,0.0202133,0.0327063,0.0280662,0.0289531,0.0323505,0.0267469,0.0301748,0.0184103,0.0252517,0.0137727,0.053035,0.015661,0.0160458,0.0438117,0,0.0213867,0.0609861,0.0380936,0,0,0.010298,0,0,0.0165291,0.0474801,0.0414519,0.0183509,0.0473789,0.0329811,0.0509931,0.0417134,0.0458309,0.0627074,0.0450204,0.0494279,0.0725258,0.0230279,0.0399407,0.0150354,0.00506958,0.0402342,0.0684683,0,0,0,0,0,0,0,0,0,0,0.059116,0,0.0376444,0.0551311,0,0
108,0.0533147,0.0313719,0,0,0,0.0451668,0,0.0348791,0,0,0.0210365,0,0,0.0533915,0.0410516,0.0295071,0.0122276,0.0363432,0.0198667,0.0327406,0.0285305,0.028912,0.0322508,0.0264424,0.0300194,0.018027,0.0248505,0.0136895,0.0531358,0.0156347,0.0156116,0.0432116,0,0.0209305,0.0610323,0.038338,0,0,0.010071,0,0,0.0165854,0.0468059,0.0415508,0.0180084,0.0470651,0.0332915,0.049797,0.040625,0.0447339,0.0619843,0.0436539,0.0481502,0.0717634,0.022607,0.0398807,0.014931,0.00515363,0.040514,0.0684325,0,0,0,0,0,0,0,0,0,0,0.0584057,0,0.0359013,0.0546631,0,0
109,0.0532059,0.0315846,0,0,0,0.0454607,0,0.0339482,0,0,0.0209769,0,0,0.053171,0.0415731,0.0292476,0.0117679,0.0364257,0.019586,0.0326563,0.0292653,0.0288575,0.0320145,0.0261684,0.029688,0.0177521,0.0245267,0.013919,0.0533393,0.015632,0.0149997,0.0425274,0,0.0206701,0.0612961,0.0386574,0,0,0.00980821,0,0,0.0166578,0.0460107,0.0412767,0.0174414,0.0467612,0.0337651,0.0488009,0.0398154,0.0438467,0.0617589,0.0426992,0.0475319,0.0710965,0.0229334,0.0398055,0.0147379,0.00529192,0.040817,0.0685313,0,0,0,0,0,0,0,0,0,0,0.0581438,0,0.0348871,0.0541234,0,0
110,0.0530629,0.0317594,0,0,0,0.0456663,0,0.0328769,0,0,0.0209549,0,0,0.0529524,0.0420886,0.0286812,0.0113556,0.036536,0.0194138,0.0324777,0.0300092,0.0288851,0.0315462,0.0256095,0.0292606,0.0174336,0.0241886,0.0145083,0.0536771,0.015588,0.0143997,0.0421933,0,0.0206801,0.0615935,0.0389842,0,0,0.00959758,0,0,0.0167087,0.045127,0.0408787,0.0171852,0.0465604,0.0343193,0.0483237,0.0398558,0.0431835,0.0619516,0.0423556,0.0474176,0.0706842,0.0236965,0.0396813,0.0146054,0.00539884,0.0411062,0.0686579,0,0,0,0,0,0,0,0,0,0,0.0584347,0,0.034798,0.0537875,0,0
111,0.0529617,0.0318803,0,0,0,0.0456753,0,0.0317389,0,0,0.0210015,0,0,0.052723,0.042576,0.0279223,0.0111037,0.0366968,0.0192787,0.0322913,0.0307259,0.0289568,0.0309044,0.0243821,0.0289285,0.0171544,0.0237152,0.0156592,0.0539665,0.0154648,0.013876,0.0424738,0,0.020883,0.0617566,0.0392965,0,0,0.00955361,0,0,0.0166033,0.0442437,0.0404712,0.0173221,0.0464298,0.0348979,0.0484514,0.0399284,0.0424581,0.062014,0.0423626,0.0473417,0.0703663,0.0243945,0.039583,0.0144946,0.00541098,0.0413687,0.0688063,0,0,0,0,0,0,0,0,0,0,0.0594051,0,0.0352958,0.0533201,0,0
112,0.0528851,0.0319461,0,0,0,0.0457704,0,0.0307758,0,0,0.0210889,0,0,0.0525249,0.0430961,0.0270707,0.0109479,0.0371012,0.0191708,0.0319866,0.031352,0.0292672,0.0301951,0.0238761,0.0286368,0.0167352,0.0230379,0.0172537,0.0542287,0.0153311,0.0134142,0.0428074,0,0.0210891,0.0617783,0.0395865,0,0,0.00962992,0,0,0.0163615,0.043288,0.0401587,0.017819,0.0463236,0.035421,0.0487985,0.0397691,0.041857,0.0616389,0.0424626,0.0469836,0.0698886,0.024648,0.0395073,0.0143922,0.00530862,0.0415936,0.0690827,0,0,0,0,0,0,0,0,0,0,0.0599686,0,0.0358923,0.0524663,0,0
113,0.0528393,0.0319524,0,0,0,0.0457248,0,0.0298615,0,0,0.0212095,0,0,0.0524192,0.0438077,0.0263819,0.0109833,0.0376239,0.0191388,0.0314901,0.0321555,0.0297284,0.0295131,0.0241948,0.0283976,0.0162213,0.0220208,0.0193453,0.0543442,0.0152444,0.0130946,0.0428881,0,0.0212152,0.0616271,0.0397059,0,0,0.00973421,0,0,0.016115,0.0424399,0.0399387,0.0184436,0.046113,0.0357952,0.0489593,0.0394068,0.0412427,0.060884,0.0424096,0.0463547,0.0693615,0.0248866,0.0393993,0.0143442,0.00518289,0.0418075,0.0693564,0,0,0,0,0,0,0,0,0,0,0.0600063,0,0.0364137,0.0513988,0,0
114,0.0528589,0.0319445,0,0,0,0.045326,0,0.0289062,0,0,0.0213477,0,0,0.0523283,0.0444133,0.0256458,0.0112386,0.0382677,0.0193943,0.0306839,0.0330042,0.0302171,0.0289596,0.0242794,0.0282274,0.0156033,0.0207949,0.0219119,0.0543619,0.0147796,0.0132195,0.0430436,0,0.0212064,0.0611731,0.0398047,0,0,0.00953537,0,0,0.0162517,0.0416733,0.0399942,0.0188311,0.0459802,0.0359578,0.0487885,0.0389648,0.0404223,0.0602758,0.042129,0.0458654,0.0689385,0.0249332,0.0393797,0.0143269,0.00555665,0.0419872,0.0695862,0,0,0,0,0,0,0,0,0,0,0.059728,0,0.036924,0.0498602,0,0
115,0.0529433,0.0319256,0,0,0,0.0443804,0,0.0284222,0,0,0.0214159,0,0,0.0523799,0.044665,0.0249677,0.011298,0.0389372,0.0193286,0.0298466,0.0334981,0.0308009,0.0283478,0.0240033,0.0280299,0.0147372,0.0192956,0.0253335,0.0543283,0.0151101,0.0129309,0.0429938,0,0.0209935,0.0607093,0.039843,0,0,0.0096705,0,0,0.0160037,0.0411137,0.0404443,0.0189384,0.0457411,0.0362234,0.0484654,0.0386216,0.0393972,0.0602747,0.0416909,0.0456713,0.0687649,0.0247861,0.0392928,0.0143155,0.00530939,0.0420943,0.069774,0,0,0,0,0,0,0,0,0,0,0.0593012,0,0.0372048,0.0484033,0,0
116,0.0530357,0.0318755,0,0,0,0.0435015,0,0.0281703,0,0,0.0214089,0,0,0.0525621,0.0450125,0.0243076,0.0111899,0.0396297,0.0194675,0.0296941,0.0337502,0.0314443,0.0277742,0.0235407,0.0278728,0.0138617,0.0178627,0.0290066,0.0541772,0.0153487,0.0128323,0.0427957,0,0.0205284,0.0603133,0.0397602,0,0,0.00984813,0,0,0.0157758,0.040565,0.0411072,0.0191184,0.0456777,0.0364514,0.0478857,0.038011,0.0383094,0.0601551,0.041166,0.0454637,0.0688594,0.0246012,0.0392354,0.0142325,0.00507487,0.0421299,0.0698953,0,0,0,0,0,0,0,0,0,0,0.0590205,0,0.0368057,0.0468338,0,0
117,0.0531047,0.0318504,0,0,0,0.0428867,0,0.0280669,0,0,0.0213556,0,0,0.0528136,0.0454679,0.0237269,0.0110904,0.0402797,0.0197966,0.0296571,0.0339149,0.0321773,0.0272652,0.0231318,0.0275587,0.0132595,0.01662,0.0327378,0.0539355,0.0154063,0.0130881,0.0426613,0,0.020173,0.0601252,0.0395842,0,0,0.0103587,0,0,0.0152493,0.0399797,0.0419046,0.0193377,0.0460173,0.0368351,0.0472438,0.0377295,0.0373874,0.0599626,0.0409268,0.0452278,0.0688318,0.0245539,0.0390518,0.0141614,0.00440594,0.0421689,0.0699727,0,0,0,0,0,0,0,0,0,0,0.0587774,0,0.0360302,0.0453012,0,0
118,0.0531614,0.0318074,0,0,0,0.042015,0,0.0282782,0,0,0.0212836,0,0,0.0530338,0.0459551,0.0231036,0.0111012,0.040893,0.0200603,0.0294256,0.0341489,0.0330234,0.026633,0.0228777,0.0273282,0.0129905,0.015651,0.0366589,0.0536266,0.0154968,0.0134147,0.0423832,0,0.019875,0.0600927,0.0394754,0,0,0.0103405,0,0,0.0152269,0.0394084,0.0426347,0.0193592,0.0465538,0.0371366,0.0474379,0.0375556,0.0367464,0.0596947,0.0408881,0.0450625,0.0686831,0.0246907,0.0387828,0.0139588,0.00447431,0.0422205,0.07004,0,0,0,0,0,0,0,0,0,0,0.0582267,0,0.035413,0.0440457,0,0
119,0.0531978,0.0317215,0,0,0,0.0409105,0,0.0291687,0,0,0.0212781,0,0,0.0531541,0.046473,0.0226265,0.0111906,0.0416736,0.0203563,0.0291833,0.0344571,0.0338341,0.0259287,0.0228202,0.0271765,0.0131807,0.0148784,0.0413347,0.0533376,0.0154866,0.0137955,0.042097,0,0.0196582,0.0601831,0.0394513,0,0,0.0102954,0,0,0.0152826,0.038735,0.0432206,0.0191248,0.0472767,0.0374996,0.0475653,0.0375791,0.0362656,0.0593244,0.0408853,0.0449794,0.0685687,0.0248088,0.0385265,0.0136352,0.00469465,0.0422169,0.0702251,0,0,0,0,0,0,0,0,0,0,0.0579004,0,0.0351483,0.0430104,0,0
120,0.0532636,0.031589,0,0,0,0.0396067,0,0.0306795,0,0,0.0212809,0,0,0.0531615,0.0469953,0.0221779,0.0112858,0.04263,0.0205788,0.0289463,0.0347488,0.0346203,0.025294,0.0231379,0.0272387,0.0135143,0.0141874,0.0472599,0.0531037,0.0154428,0.0141943,0.0419047,0,0.019661,0.0603333,0.0394632,0,0,0.0102712,0,0,0.0153892,0.0380977,0.0436127,0.0188824,0.047968,0.0379596,0.0474667,0.0376053,0.035895,0.0591037,0.0408435,0.0449094,0.0683701,0.0249539,0.0382938,0.0132586,0.00503224,0.0422206,0.0704417,0,0,0,0,0,0,0,0,0,0,0.05792,0,0.0352704,0.0420504,0,0
121,0.0532899,0.0314736,0,0,0,0.0375419,0,0.0326456,0,0,0.0212701,0,0,0.0532916,0.0475568,0.0218758,0.0112703,0.0436592,0.0205571,0.0288671,0.0349035,0.0354029,0.0248121,0.0236504,0.0273148,0.0139826,0.0137998,0.0532003,0.0528187,0.0157153,0.014411,0.0418351,0,0.0199262,0.0605686,0.0394934,0,0,0.0102851,0,0,0.0155188,0.0376435,0.0437441,0.018827,0.0482606,0.0384166,0.0472546,0.037541,0.0356982,0.0589907,0.0407609,0.0447959,0.0681643,0.0250127,0.0380393,0.0129517,0.00540073,0.0422376,0.0706621,0,0,0,0,0,0,0,0,0,0,0.0580975,0,0.0357,0.0413033,0,0
122,0.0532428,0.0315245,0,0,0,0.0348569,0,0.0349336,0,0,0.021208,0,0,0.0533658,0.0480989,0.021843,0.0111498,0.0448166,0.0206982,0.0288716,0.0350636,0.0359425,0.0246409,0.0242592,0.0271371,0.0148931,0.01415,0.0584644,0.0525676,0.015667,0.0145417,0.041771,0,0.0202839,0.0607655,0.0396488,0,0,0.0104825,0,0,0.0154275,0.037375,0.0437302,0.0189079,0.0482889,0.0387824,0.0471114,0.0375348,0.0356667,0.0589621,0.0406808,0.0447033,0.0679532,0.0251198,0.0378575,0.0127131,0.00556284,0.0423101,0.070865,0,0,0,0,0,0,0,0,0,0,0.0583267,0,0.0362845,0.0406077,0,0
123,0.0532719,0.0316119,0,0,0,0.032797,0,0.0370142,0,0,0.0212917,0,0,0.0533454,0.0485578,0.021841,0.0113085,0.0459647,0.0211177,0.0288592,0.0355212,0.0363871,0.0245086,0.0249664,0.0270741,0.0161827,0.0149961,0.0634457,0.0522592,0.0149939,0.0150152,0.0416608,0,0.0207205,0.0610362,0.039755,0,0,0.010291,0,0,0.0155866,0.0373215,0.0435527,0.0189921,0.0481534,0.0388489,0.0469606,0.0375983,0.0358719,0.0589853,0.0406227,0.0446207,0.0674959,0.0252935,0.0378026,0.0124896,0.00623088,0.0423036,0.0710487,0,0,0,0,0,0,0,0,0,0,0.0584296,0,0.0369559,0.0401162,0,0
124,0.0533546,0.0316977,0,0,0,0.0320307,0,0.0381594,0,0,0.0211105,0,0,0.0534139,0.0489221,0.0219634,0.0116382,0.0467873,0.0212128,0.0287951,0.0355828,0.0368707,0.0242875,0.0256009,0.0272287,0.0175227,0.0160084,0.0682127,0.0521111,0.0151308,0.0152332,0.0415862,0,0.021076,0.0613993,0.0397175,0,0,0.0108806,0,0,0.0148723,0.0375588,0.0433419,0.0189235,0.0479391,0.0391183,0.0468701,0.0377318,0.0360673,0.0586817,0.0405703,0.0445133,0.067187,0.0252362,0.0377384,0.0123174,0.00540383,0.0420507,0.0711922,0,0,0,0,0,0,0,0,0,0,0.0586005,0,0.0376467,0.0395446,0,0
125,0.0534836,0.0317654,0,0,0,0.0320119,0,0.0382382,0,0,0.0210038,0,0,0.053452,0.0491467,0.0220572,0.0118517,0.047164,0.0213148,0.0286141,0.0356529,0.037374,0.0242498,0.0263469,0.027414,0.0183995,0.0169915,0.071592,0.0520374,0.0151748,0.0153844,0.0416473,0,0.0212303,0.0616795,0.0396658,0,0,0.0108736,0,0,0.014751,0.0378973,0.0430857,0.0187793,0.0477343,0.0390697,0.0468452,0.0378179,0.03616,0.0584894,0.0405951,0.0444816,0.067125,0.0251948,0.0378014,0.0123552,0.00537066,0.0416067,0.0713977,0,0,0,0,0,0,0,0,0,0,0.0587282,0,0.0382465,0.0390897,0,0
126,0.0536261,0.0318472,0,0,0,0.03227,0,0.0378274,0,0,0.0209122,0,0,0.0535083,0.0493198,0.0219371,0.0120919,0.0471241,0.0214003,0.0284685,0.0359903,0.0378459,0.0243656,0.0267488,0.0275784,0.0189116,0.0178175,0.0737114,0.0520193,0.0152452,0.0154304,0.0418429,0,0.021287,0.0618961,0.0396064,0,0,0.0108262,0,0,0.0148312,0.0382407,0.04281,0.0185644,0.0475453,0.0389077,0.0466275,0.0380694,0.0361377,0.058459,0.040732,0.0445689,0.0672164,0.0251447,0.0379017,0.0125753,0.00541802,0.0410767,0.0716381,0,0,0,0,0,0,0,0,0,0,0.058782,0,0.0386842,0.0388387,0,0
127,0.05378,0.0318719,0,0,0,0.0325863,0,0.0375252,0,0,0.0208248,0,0,0.0535578,0.049372,0.0218053,0.0123908,0.0467885,0.0214861,0.0283448,0.036644,0.0382532,0.0245336,0.0267209,0.0276505,0.0193587,0.0186041,0.0751987,0.052061,0.0152668,0.01546,0.0421352,0,0.0212476,0.0621661,0.0395406,0,0,0.0106435,0,0,0.01504,0.038556,0.0426108,0.0182626,0.0473599,0.0386022,0.0460959,0.038484,0.0360726,0.0585555,0.0408579,0.0447225,0.0673682,0.0251128,0.0380699,0.0130727,0.00557736,0.0406326,0.0719368,0,0,0,0,0,0,0,0,0,0,0.0587675,0,0.0388117,0.0385898,0,0
128,0.0539117,0.0317744,0,0,0,0.0328651,0,0.0373126,0,0,0.0207211,0,0,0.0535635,0.0493008,0.0217419,0.012867,0.0463847,0.0214686,0.0280649,0.0370883,0.0385769,0.0247609,0.0268771,0.0276677,0.0199473,0.0193396,0.0762348,0.0521667,0.015337,0.0153499,0.0424517,0,0.0212053,0.0625241,0.039476,0,0,0.0103906,0,0,0.015301,0.0388371,0.0424437,0.0179762,0.0469809,0.0382041,0.0457224,0.0387098,0.0358615,0.0587723,0.0409436,0.0448551,0.0674972,0.0251093,0.038339,0.0136363,0.00563675,0.0404304,0.0722017,0,0,0,0,0,0,0,0,0,0,0.0585097,0,0.038758,0.0384224,0,0
129,0.0540098,0.0316062,0,0,0,0.0330683,0,0.0370814,0,0,0.0206555,0,0,0.0534872,0.0491408,0.0217274,0.0133285,0.045978,0.0214978,0.0279311,0.037351,0.0388336,0.0251501,0.0270726,0.0276913,0.0205245,0.0200152,0.0765811,0.0523236,0.015382,0.0151404,0.0426783,0,0.0211562,0.0629027,0.0394059,0,0,0.010526,0,0,0.015102,0.0391114,0.0420789,0.0177663,0.0463673,0.0378235,0.0459753,0.0386653,0.0354593,0.058883,0.0410021,0.0449898,0.0675513,0.0250771,0.0386323,0.0142285,0.00514969,0.0405193,0.0724104,0,0,0,0,0,0,0,0,0,0,0.0581852,0,0.0387578,0.038207,0,0
130,0.0540873,0.0314153,0,0,0,0.0330931,0,0.0368185,0,0,0.0207372,0,0,0.0533663,0.0490097,0.0216961,0.013671,0.0456718,0.0214384,0.027932,0.0375496,0.0390809,0.0255081,0.0273058,0.0277456,0.021065,0.0206129,0.0760552,0.0525289,0.0154388,0.0149643,0.0427981,0,0.0209429,0.0634167,0.0393339,0,0,0.0105054,0,0,0.0150135,0.0392842,0.0414731,0.0175937,0.0457002,0.0372791,0.0459589,0.0386603,0.0349309,0.0588747,0.0410081,0.0450295,0.0674469,0.0247076,0.0389691,0.0144462,0.00487305,0.0408917,0.0725449,0,0,0,0,0,0,0,0,0,0,0.0577708,0,0.0388546,0.0380749,0,0
131,0.0541414,0.031134,0,0,0,0.0330217,0,0.0364488,0,0,0.0209276,0,0,0.0532515,0.0488897,0.0216132,0.0140846,0.045584,0.0213342,0.0280502,0.0377255,0.0392139,0.0255783,0.0275216,0.0278465,0.0214671,0.0211277,0.0752075,0.052751,0.0154989,0.0147615,0.04296,0,0.0208466,0.0639143,0.0393098,0,0,0.0105228,0,0,0.0150824,0.0394442,0.0407903,0.0174533,0.0450142,0.0368393,0.0457124,0.0386049,0.0344189,0.0587512,0.0410065,0.0449582,0.0673845,0.0244596,0.0392672,0.0146706,0.0046871,0.0413843,0.0726309,0,0,0,0,0,0,0,0,0,0,0.0573376,0,0.0390715,0.0381003,0,0
132,0.0541365,0.0307565,0,0,0,0.0328951,0,0.036016,0,0,0.0212091,0,0,0.053114,0.0487482,0.0215598,0.0144998,0.0457298,0.021171,0.0282787,0.0378877,0.0390402,0.0256077,0.0275894,0.0279143,0.0217813,0.0215539,0.0741568,0.052965,0.015347,0.0146524,0.0431399,0,0.0209902,0.0642672,0.0393512,0,0,0.00976796,0,0,0.0159578,0.0397248,0.0402603,0.0173592,0.0444499,0.0362765,0.0454406,0.0384377,0.033991,0.0585943,0.0409637,0.0448989,0.0672838,0.024404,0.039532,0.0148306,0.00567983,0.0418586,0.0727084,0,0,0,0,0,0,0,0,0,0,0.0569564,0,0.0394137,0.0381977,0,0
133,0.0540699,0.0305077,0,0,0,0.0329313,0,0.0356321,0,0,0.021332,0,0,0.0530205,0.0486633,0.0214437,0.0150021,0.0459678,0.0209979,0.0285574,0.0383004,0.03897,0.0256567,0.0276947,0.0278968,0.0222078,0.0219815,0.072735,0.0531557,0.0154638,0.0144719,0.0433574,0,0.0211275,0.0646309,0.0393912,0,0,0.00996725,0,0,0.0157358,0.0401374,0.0398043,0.017355,0.044002,0.0361228,0.0452528,0.0383303,0.0337023,0.0585032,0.0408641,0.0449057,0.0671919,0.0243037,0.0396403,0.0149032,0.00529361,0.0423497,0.0725774,0,0,0,0,0,0,0,0,0,0,0.0565705,0,0.0396723,0.0382178,0,0
134,0.0540501,0.0303268,0,0,0,0.0330805,0,0.0352626,0,0,0.0214309,0,0,0.0529638,0.0486656,0.0213734,0.0154845,0.0463315,0.0208865,0.028939,0.0387843,0.0390443,0.0256779,0.0278152,0.027936,0.0225639,0.0223099,0.0712785,0.0532586,0.0155623,0.0143577,0.0435381,0,0.0213071,0.0650779,0.0394256,0,0,0.0101527,0,0,0.0155083,0.040195,0.0391377,0.0173962,0.0437544,0.0360544,0.0452476,0.0382858,0.0334536,0.0584028,0.0408714,0.0449412,0.0671435,0.0241052,0.0396942,0.0148785,0.00498551,0.042742,0.0725007,0,0,0,0,0,0,0,0,0,0,0.0561326,0,0.0396894,0.0384723,0,0
135,0.0540468,0.0302475,0,0,0,0.0333035,0,0.0350286,0,0,0.0214994,0,0,0.0529918,0.0486716,0.0212054,0.0159927,0.046711,0.0208131,0.0296348,0.0392518,0.0390971,0.0257128,0.0278004,0.0280385,0.022746,0.0225876,0.0701295,0.05331,0.015647,0.0143514,0.0436723,0,0.0215033,0.0655244,0.0395004,0,0,0.0102784,0,0,0.01535,0.0401169,0.0381561,0.0174843,0.0435931,0.0361011,0.0452829,0.0383262,0.0333162,0.0583047,0.0409542,0.0450312,0.0671386,0.0240327,0.0396793,0.0147451,0.00487193,0.0430152,0.0724725,0,0,0,0,0,0,0,0,0,0,0.0557721,0,0.0396027,0.0388772,0,0
136,0.0540264,0.030197,0,0,0,0.0334543,0,0.0349508,0,0,0.0214538,0,0,0.0530656,0.0486145,0.0211366,0.0165411,0.0472223,0.020811,0.0306138,0.0397801,0.0390383,0.0258155,0.0278005,0.02821,0.022842,0.0229095,0.0690654,0.0532793,0.0156819,0.0145036,0.0437884,0,0.0217393,0.065877,0.0395686,0,0,0.0104419,0,0,0.0152477,0.0402706,0.0376794,0.0175721,0.0435975,0.0361581,0.0453131,0.038323,0.0332892,0.0582448,0.0410432,0.0449744,0.0671279,0.0240185,0.039651,0.014649,0.00485302,0.0430837,0.0724741,0,0,0,0,0,0,0,0,0,0,0.0554406,0,0.040001,0.0393519,0,0
137,0.0539916,0.0301848,0,0,0,0.033483,0,0.0348972,0,0,0.0212912,0,0,0.053178,0.0485644,0.0212202,0.0171795,0.047826,0.0208536,0.0311173,0.0404457,0.0389562,0.0258075,0.0278465,0.028646,0.0230047,0.0233428,0.0680659,0.0531682,0.0156888,0.0147323,0.0438662,0,0.0219624,0.0661119,0.039558,0,0,0.0105824,0,0,0.0151895,0.0406076,0.0374949,0.0176718,0.0436352,0.0362635,0.0452913,0.0383085,0.0332901,0.0581983,0.0411423,0.0449462,0.067082,0.0240523,0.0395696,0.0145779,0.00486664,0.0429192,0.0724365,0,0,0,0,0,0,0,0,0,0,0.0551969,0,0.0407525,0.0397594,0,0
138,0.0540328,0.0301443,0,0,0,0.0337486,0,0.0347406,0,0,0.0210977,0,0,0.0533072,0.0485947,0.0213932,0.0179052,0.0483234,0.0209176,0.0314592,0.0412042,0.0386584,0.0257418,0.0280531,0.0290724,0.0230984,0.0237311,0.068084,0.0531133,0.0156783,0.0150218,0.0439776,0,0.0221872,0.0666442,0.0394727,0,0,0.0105464,0,0,0.0151291,0.0409947,0.0373371,0.0177834,0.0435922,0.0364041,0.0452605,0.0383529,0.0332706,0.0582106,0.0412323,0.0449385,0.0670555,0.024097,0.0394764,0.0145902,0.00487097,0.0425343,0.0723338,0,0,0,0,0,0,0,0,0,0,0.0550684,0,0.0411331,0.0401245,0,0
139,0.0540645,0.030101,0,0,0,0.0339564,0,0.0345339,0,0,0.0208971,0,0,0.0533841,0.048741,0.0216326,0.0186752,0.0486539,0.0209671,0.031761,0.0420171,0.0383211,0.025684,0.0285061,0.0295004,0.0233179,0.0241834,0.067977,0.05312,0.0156697,0.0152405,0.0442106,0,0.0225232,0.0673319,0.0394159,0,0,0.01051,0,0,0.0150202,0.0413586,0.0371513,0.0178945,0.0434789,0.0363774,0.0452793,0.038438,0.0331047,0.0581767,0.0412083,0.0448157,0.0670043,0.0239686,0.0394621,0.0146641,0.00486683,0.0420121,0.0723106,0,0,0,0,0,0,0,0,0,0,0.0548745,0,0.0407337,0.0405432,0,0
140,0.0540363,0.030092,0,0,0,0.0341713,0,0.0342649,0,0,0.0207625,0,0,0.0533838,0.048975,0.0218207,0.0194285,0.0488494,0.0209865,0.0320168,0.0427432,0.038033,0.0256137,0.0289007,0.029962,0.0238164,0.0248023,0.0675634,0.0531579,0.0156576,0.0153534,0.0443581,0,0.0229376,0.0679442,0.0393736,0,0,0.0105552,0,0,0.0149561,0.0416855,0.0368498,0.0179539,0.0432871,0.0362465,0.0453221,0.0385286,0.0327626,0.0579252,0.0411838,0.0446936,0.0671241,0.0237288,0.0395129,0.0145966,0.00482831,0.0414389,0.072458,0,0,0,0,0,0,0,0,0,0,0.0547046,0,0.04099,0.0409127,0,0
141,0.0540664,0.0300691,0,0,0,0.0345125,0,0.0339814,0,0,0.0207716,0,0,0.0531842,0.0492441,0.0220035,0.0200695,0.0489059,0.0213823,0.0325534,0.0435222,0.0378066,0.0255159,0.0292864,0.0304244,0.0244525,0.025652,0.0671333,0.0531749,0.0148901,0.0157489,0.0443682,0,0.0233059,0.0684621,0.039284,0,0,0.0100123,0,0,0.0154762,0.0420419,0.0363863,0.0180414,0.043001,0.0359084,0.0451991,0.0385743,0.0327166,0.0577803,0.0412235,0.0446334,0.0671073,0.0236288,0.0396152,0.01461,0.00559868,0.0407991,0.0729894,0,0,0,0,0,0,0,0,0,0,0.0545284,0,0.0415719,0.0412779,0,0
142,0.0540505,0.0301088,0,0,0,0.0349344,0,0.0335717,0,0,0.0206956,0,0,0.0532108,0.0495016,0.0220831,0.0205961,0.0488856,0.0210231,0.0332098,0.0444787,0.0375599,0.025534,0.0298882,0.0308431,0.0251135,0.0265308,0.0662985,0.053308,0.0154068,0.0155027,0.0443959,0,0.0235668,0.0691081,0.0391763,0,0,0.0103399,0,0,0.0152411,0.0424034,0.0359028,0.0180557,0.0426308,0.03586,0.0451361,0.0387011,0.0328536,0.0576233,0.0412879,0.0446725,0.0670839,0.0235393,0.0396563,0.0148727,0.00527504,0.0401631,0.0732974,0,0,0,0,0,0,0,0,0,0,0.0542641,0,0.0421263,0.0417071,0,0
143,0.0540367,0.0301103,0,0,0,0.0349726,0,0.0330382,0,0,0.0207695,0,0,0.0532177,0.049834,0.0224685,0.0211485,0.0488301,0.0209272,0.0338894,0.0452986,0.0372645,0.0256177,0.0304665,0.0315513,0.0256712,0.0271905,0.0648546,0.0534065,0.0155865,0.0153854,0.044371,0,0.023763,0.0696184,0.0390959,0,0,0.01059,0,0,0.0151384,0.0427359,0.0353585,0.018161,0.0422695,0.0357122,0.0450774,0.0388454,0.0328963,0.0575855,0.041385,0.0448125,0.0668641,0.0235019,0.0396989,0.0150964,0.00501741,0.0397743,0.0731964,0,0,0,0,0,0,0,0,0,0,0.053478,0,0.0429019,0.0421705,0,0
144,0.0540349,0.0300782,0,0,0,0.0348,0,0.032606,0,0,0.0208699,0,0,0.053239,0.0500972,0.0228622,0.0214088,0.0487561,0.0208299,0.0345159,0.0458275,0.0369062,0.0259087,0.0309116,0.032119,0.0260227,0.0276287,0.0629093,0.0534529,0.0156339,0.015339,0.044348,0,0.0239549,0.070009,0.0389964,0,0,0.0107307,0,0,0.0151025,0.0431462,0.034829,0.0183366,0.0418809,0.0355006,0.0449573,0.0389786,0.0328836,0.0574642,0.0413564,0.0448259,0.0668517,0.0234995,0.0397699,0.0152512,0.00482237,0.0396286,0.0728463,0,0,0,0,0,0,0,0,0,0,0.0528916,0,0.043428,0.0425063,0,0
145,0.0540509,0.03005,0,0,0,0.0347928,0,0.0323674,0,0,0.0209787,0,0,0.0533135,0.0502887,0.0232526,0.0213294,0.0486491,0.0206824,0.035115,0.0463565,0.0364921,0.026397,0.0312272,0.0324794,0.0262439,0.0278655,0.060591,0.0534597,0.0155763,0.0153293,0.0443471,0,0.0242096,0.0702772,0.0388928,0,0,0.0108013,0,0,0.0150782,0.0436357,0.0343081,0.0185687,0.0414785,0.0352532,0.0448756,0.0390355,0.0328942,0.0574878,0.041082,0.0449144,0.0669657,0.0234022,0.0398689,0.0154055,0.0047207,0.0394821,0.0726565,0,0,0,0,0,0,0,0,0,0,0.0526161,0,0.0437826,0.042778,0,0
