Timestep,C7,CLAV,IMUL_L,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,RANK,RTHII,IMUL_R,IMUL_M,LASI,IMUR_M
152,0.0521385,0.036514,0,0,0,0.0430157,0,0.0282119,0,0,0.0198696,0,0,0.0579379,0.0428406,0.0337209,0.0289412,0.0143496,0.0543891,0.0287428,0.0361614,0.05166,0,0.0232486,0.0345338,0.0366443,0.0296322,0.0292716,0.0340651,0.04885,0.0180466,0.0216912,0.191294,0,0.0608931,0.0362567,0,0,0.0130063,0,0,0.0163805,0.0466629,0.241648,0.0293571,0.0215605,0.0463385,0.0345524,0.0472916,0.0821234,0.0402178,0.0586677,0.0339344,0.0446354,0.0642951,0.0702694,0.0348347,0.011637,0.00624777,0.0445035,0.0671181,0,0,0,0,0,0,0,0,0.0172021,0.0557485,0,0,0.0468463,0
153,0.0520559,0.0365653,0,0,0,0.0450427,0,0.0290965,0,0,0.0199588,0,0,0.0578205,0.0427433,0.0326321,0.0300803,0,0.0540821,0.0283643,0.0381968,0.0516541,0,0.0243741,0.0351116,0.0371409,0.0294151,0.0291577,0.0276009,0.0490152,0.0181295,0.0215726,0.192514,0,0.0603872,0.0363721,0,0,0.0126953,0,0,0.0166696,0.0475341,0.242255,0.0284384,0.0218832,0.0460755,0.0345331,0.0468082,0.080821,0.0403228,0.059006,0.0346128,0.0449196,0.0644721,0.0680996,0.0348227,0.0114172,0.00660933,0.0449729,0.0669564,0,0,0,0,0,0,0,0,0.0176179,0.0549481,0,0,0.0476621,0
154,0.0520438,0.036531,0,0,0,0.053104,0,0.0275381,0,0,0.0204759,0,0,0.0577998,0.0433068,0.0320174,0.0258025,0,0.0536313,0.0286847,0.0380627,0.0520779,0.0402344,0.0266987,0.0362855,0.0392596,0.0298697,0.0315449,0.0181689,0.0485369,0.0176002,0.02203,0.19294,0,0.0591934,0.0373971,0,0,0.0129583,0,0,0.0173195,0.0475679,0.242736,0.029773,0.0220605,0.0476349,0.0359754,0.046366,0.0801658,0.0399813,0.0597872,0.0354142,0.0455029,0.0650446,0.0677471,0.0338417,0.0105557,0.00787852,0.0447279,0.0681933,0,0,0,0,0,0,0,0,0.0175919,0.053853,0,0,0.0444509,0
155,0.0518485,0.0366459,0,0,0,0.0513771,0,0.0295994,0,0,0.0200476,0,0,0.0577316,0.0421235,0.0340442,0.0281981,0.0135886,0.0535118,0.027797,0.03831,0.0486377,0.0407764,0.0283046,0.0373233,0.0393595,0.0311309,0.0324144,0.0200779,0.0489989,0.0187273,0.0213745,0.193385,0,0.0586644,0.0372603,0,0,0.0134027,0,0,0.0164526,0.0487658,0.243169,0.0291169,0.0224926,0.0470851,0.0358958,0.0463681,0.078941,0.0404792,0.0603688,0.0359036,0.0458115,0.065259,0.0674168,0.0339176,0.0109202,0.00680487,0.0450461,0.0672949,0,0,0,0,0,0,0,0,0.0180094,0.0533254,0,0,0.0457059,0
156,0.0517221,0.0367148,0,0,0,0.0527797,0,0.0306939,0,0,0.0201023,0,0,0.057635,0.0416301,0.0340364,0.0292178,0.0155432,0.0532316,0.0274356,0.0386121,0.0469786,0.0415262,0.0294496,0.0377393,0.0394945,0.0317027,0.0329437,0.0184679,0.0491251,0.0188919,0.0210467,0.193682,0,0.0582161,0.0374224,0,0,0.0133474,0,0,0.0164975,0.049839,0.243632,0.0288298,0.0229428,0.0469172,0.0360703,0.046237,0.0779028,0.0408675,0.0610278,0.0364316,0.0461407,0.0655197,0.0672402,0.0338359,0.0110178,0.00703688,0.0451041,0.0668943,0,0,0,0,0,0,0,0,0.0183995,0.0526781,0,0,0.0465298,0
157,0.0515945,0.0367302,0,0,0,0.0536755,0,0.0317805,0,0,0.0201933,0,0,0.057585,0.041161,0.0364189,0.0297822,0.0177728,0.0529685,0.0271572,0.0389369,0.0455597,0.0422942,0.0303996,0.0383014,0.0397287,0.0321666,0.0329899,0.01766,0.0492902,0.0187913,0.0208593,0.193637,0,0.0578847,0.0375953,0,0,0.0133425,0,0,0.0164692,0.0507787,0.243858,0.0287768,0.0233075,0.0468539,0.0363091,0.0461459,0.0773241,0.0411345,0.0615274,0.0369388,0.0465221,0.0659145,0.0676885,0.033824,0.0109035,0.00727506,0.0450983,0.0666455,0,0,0,0,0,0,0,0,0.0187399,0.0522987,0,0,0.0469818,0
158,0.0514649,0.0367312,0,0,0,0.053341,0,0.0329146,0,0,0.0202576,0,0,0.0575306,0.0407483,0.0383791,0.030325,0.0197887,0.0527101,0.0269105,0.0391759,0.0442997,0.0430014,0.0312236,0.0385449,0.039821,0.0321933,0.0326251,0.0178197,0.0495058,0.0186957,0.0207608,0.19368,0,0.0576864,0.0377615,0,0,0.0133035,0,0,0.0164402,0.0517092,0.243985,0.0288218,0.0234,0.0467365,0.0365377,0.0461126,0.0767764,0.0414337,0.0620316,0.0373745,0.0468885,0.0664412,0.0684139,0.0338174,0.0108776,0.00747324,0.0451243,0.0663443,0,0,0,0,0,0,0,0,0.0191504,0.0517311,0,0,0.0470338,0
159,0.0513658,0.0366794,0,0,0,0.0537048,0,0.0323341,0,0,0.0202521,0,0,0.0574471,0.0408799,0.0389832,0.0305748,0.020744,0.0525841,0.0267322,0.0393799,0.0432182,0.0435462,0.0320509,0.0388744,0.0403893,0.031559,0.0317678,0.020592,0.0497022,0.0185454,0.0206734,0.19399,0,0.0577766,0.0378773,0,0,0.0131966,0,0,0.0164664,0.0522807,0.244031,0.0290306,0.023218,0.0465859,0.0366061,0.0460148,0.0761963,0.0414611,0.0624957,0.03778,0.0471622,0.0666915,0.068977,0.0338574,0.0108877,0.00751174,0.0451479,0.0660283,0,0,0,0,0,0,0,0,0.0195315,0.05108,0,0,0.0468488,0
160,0.0517726,0.0375003,0,0,0,0.0520106,0,0.0311101,0,0,0.0190612,0,0,0.0587936,0.0419231,0.0388727,0.0318491,0.0172601,0.0516751,0.0262691,0.0382449,0.0429189,0.0455334,0.0336594,0.0404721,0.0422561,0.0336134,0.034799,0.0235621,0.0495247,0.0177301,0.0203699,0.191489,0,0.0578961,0.0371364,0,0,0.0129218,0,0,0.0170427,0.0520849,0.245899,0.0281521,0.0253549,0.044735,0.0368256,0.0446412,0.0732893,0.0411981,0.0651032,0.0419052,0.0505609,0.0683355,0.0632416,0.0335135,0.0103033,0.00789711,0.0460871,0.0654967,0,0,0,0,0,0,0,0,0.0163504,0.0489802,0,0,0.0465905,0
161,0.0518373,0.0376549,0,0,0,0.0525022,0,0.0311168,0,0,0.0187896,0,0,0.0590815,0.0423995,0.0394143,0.032678,0.0157248,0.0514633,0.0262986,0.037623,0.0431556,0.0463728,0.0345503,0.0412639,0.0433639,0.0340798,0.0359111,0.0258899,0.0494867,0.0174984,0.02019,0.191492,0,0.0582207,0.0369249,0,0,0.0127577,0,0,0.017176,0.0526534,0.24609,0.0277266,0.0253752,0.0439994,0.0368356,0.0443658,0.0727039,0.0409904,0.0653909,0.0422986,0.0507132,0.0682152,0.0628695,0.0335555,0.0102613,0.00806559,0.046319,0.0651694,0,0,0,0,0,0,0,0,0.0167558,0.0486941,0,0,0.0469554,0
162,0.0518935,0.0376477,0,0,0,0.0523516,0,0.031637,0,0,0.0187274,0,0,0.0592025,0.0426215,0.0388578,0.033291,0.0153009,0.0515894,0.0266103,0.0374071,0.0435607,0.0463659,0.0350897,0.0415477,0.0436984,0.0342401,0.0366095,0.0275845,0.049451,0.0174503,0.0201412,0.191717,0,0.0584374,0.0367542,0,0,0.0126035,0,0,0.0171787,0.0534307,0.246213,0.0274272,0.0254539,0.0435204,0.036756,0.0440961,0.0722345,0.0408036,0.065508,0.0425582,0.0508715,0.0680867,0.0624416,0.0337015,0.0103507,0.00809657,0.0463229,0.0650028,0,0,0,0,0,0,0,0,0.0170387,0.0485208,0,0,0.0472636,0
163,0.051959,0.0375775,0,0,0,0.0518593,0,0.0313995,0,0,0.0188191,0,0,0.0592298,0.0424978,0.0391319,0.0333153,0.0155328,0.0519109,0.0271402,0.037559,0.0440016,0.0454856,0.0351496,0.0413223,0.0434962,0.0340332,0.0365267,0.0285231,0.0493963,0.0173583,0.0202735,0.191938,0,0.0585162,0.0366185,0,0,0.0125159,0,0,0.0173081,0.0541719,0.246263,0.027498,0.0253623,0.0433528,0.036624,0.0437401,0.0718122,0.0406197,0.0652948,0.0426371,0.0508753,0.0678573,0.0618526,0.0338631,0.0104909,0.00807034,0.0461559,0.0651175,0,0,0,0,0,0,0,0,0.0172175,0.0483512,0,0,0.0473591,0
164,0.0520779,0.0375887,0,0,0,0.0502754,0,0.0313335,0,0,0.0188079,0,0,0.0591836,0.0425046,0.0388964,0.0329769,0.0166702,0.0522515,0.0272751,0.0385779,0.0442583,0.0440381,0.0343761,0.0405567,0.0424946,0.0334502,0.0357974,0.0284801,0.049548,0.0178551,0.0203557,0.191969,0,0.0588939,0.0363679,0,0,0.0124912,0,0,0.0172455,0.054452,0.245988,0.0275338,0.0247451,0.0432914,0.0363217,0.0434605,0.0717293,0.0403367,0.0647437,0.0422885,0.0504748,0.0673521,0.0617927,0.0340119,0.0106923,0.00771824,0.0460469,0.0651436,0,0,0,0,0,0,0,0,0.0175196,0.048515,0,0,0.0469737,0
165,0.0521455,0.0373772,0,0,0,0.0478893,0,0.0325746,0,0,0.0190584,0,0,0.0589887,0.0421165,0.0377639,0.0325375,0.0184584,0.0525689,0.0275512,0.0399048,0.0447959,0.0423722,0.0333522,0.0396913,0.0411813,0.0328947,0.0348777,0.0278716,0.0495414,0.01838,0.0205672,0.192076,0,0.0592674,0.0363585,0,0,0.0125472,0,0,0.0169973,0.0547731,0.245615,0.0271668,0.0243519,0.0434642,0.0360906,0.0430475,0.0716214,0.0401128,0.0638418,0.042049,0.0501686,0.0669013,0.0612464,0.0341515,0.0108885,0.0073027,0.0457986,0.0652961,0,0,0,0,0,0,0,0,0.0176344,0.0486695,0,0,0.046877,0
166,0.0517903,0.0367558,0,0,0,0.046572,0,0.0344773,0,0,0.0200601,0,0,0.0580266,0.0410384,0.0370904,0.031774,0.0209484,0.0532006,0.028022,0.0410336,0.0455315,0.0405476,0.0321836,0.038835,0.0401084,0.0320178,0.033439,0.0277358,0.0496527,0.019279,0.0209409,0.194563,0,0.0597389,0.0369987,0,0,0.0126607,0,0,0.0165422,0.0556493,0.243618,0.027213,0.0215885,0.0444563,0.0358242,0.0439865,0.0739789,0.0399538,0.060643,0.038029,0.0466892,0.0647657,0.0662456,0.0345631,0.0113089,0.00658867,0.0451497,0.0658913,0,0,0,0,0,0,0,0,0.0210258,0.0504826,0,0,0.0471608,0
167,0.0518947,0.0369113,0,0,0,0.044937,0,0.0359611,0,0,0.0199634,0,0,0.0582105,0.040773,0.03563,0.032071,0.0204123,0.0533166,0.0281678,0.0412007,0.0462445,0.0398851,0.0315025,0.0386328,0.0398811,0.0325645,0.0341619,0.0272687,0.0496281,0.019503,0.0211923,0.194421,0,0.059728,0.0368123,0,0,0.0126793,0,0,0.0164937,0.0558656,0.243374,0.0263142,0.0210977,0.0441382,0.0355985,0.0436973,0.0739313,0.0396935,0.0600816,0.0377652,0.0463565,0.0640954,0.0650561,0.0346828,0.011386,0.00628423,0.0452414,0.0667894,0,0,0,0,0,0,0,0,0.0211381,0.0506414,0,0,0.0471804,0
168,0.0520171,0.0370761,0,0,0,0.043827,0,0.0355513,0,0,0.0198632,0,0,0.0583396,0.0404531,0.0337434,0.0324591,0.0194162,0.0534569,0.028429,0.0414089,0.0468047,0.0394799,0.0310688,0.0383307,0.0399376,0.0322564,0.0340842,0.0271977,0.0495991,0.0197921,0.0211957,0.194475,0,0.0595698,0.0367094,0,0,0.0126284,0,0,0.0164062,0.0561273,0.243182,0.0257149,0.0206205,0.043837,0.0353305,0.0434653,0.0738542,0.0392882,0.0597924,0.0374911,0.0459465,0.0635729,0.0637452,0.0347984,0.0114521,0.00593134,0.0452888,0.0671551,0,0,0,0,0,0,0,0,0.021215,0.0508386,0,0,0.0472922,0
169,0.0521626,0.0371875,0,0,0,0.0417259,0,0.0347078,0,0,0.0197857,0,0,0.0584819,0.0400048,0.031924,0.0328154,0.018246,0.0535106,0.0287458,0.0413159,0.0472229,0.0392458,0.0306604,0.0379675,0.0398858,0.0313989,0.0334346,0.0268901,0.0495545,0.0200611,0.0212289,0.194441,0,0.0592511,0.0366527,0,0,0.0127018,0,0,0.0162312,0.0564771,0.242976,0.0251087,0.0202289,0.0435134,0.0350666,0.0433448,0.0738285,0.0387259,0.0595567,0.0372082,0.0454218,0.0635685,0.0622571,0.0350189,0.011589,0.00556948,0.0453256,0.0671427,0,0,0,0,0,0,0,0,0.0213327,0.051093,0,0,0.047645,0
170,0.0523408,0.0372896,0,0,0,0.0389936,0,0.0346772,0,0,0.0196888,0,0,0.058641,0.0395794,0.0302334,0.0330967,0.0169641,0.0534689,0.0290527,0.0407316,0.0470516,0.0391383,0.030366,0.0375072,0.0398356,0.0303043,0.0324957,0.0270724,0.0495109,0.0202334,0.021291,0.194292,0,0.0587601,0.0365192,0,0,0.0128071,0,0,0.0161902,0.0568654,0.24267,0.0247487,0.0198028,0.0431242,0.0348571,0.0430784,0.0737698,0.0380927,0.0590489,0.0369849,0.0450651,0.063344,0.0605195,0.0352668,0.0117687,0.00523414,0.0453434,0.0672453,0,0,0,0,0,0,0,0,0.0214944,0.0513291,0,0,0.0478122,0
171,0.0525012,0.0373993,0,0,0,0.0365281,0,0.0347293,0,0,0.0195987,0,0,0.0587644,0.0392249,0.0289352,0.0333027,0.0156746,0.0533913,0.0293411,0.0396683,0.0465635,0.0392808,0.0302461,0.036984,0.039978,0.0290404,0.0314377,0.0280028,0.0495109,0.0202133,0.0217223,0.194068,0,0.0582457,0.0363372,0,0,0.0128653,0,0,0.0162067,0.0572039,0.242251,0.0243469,0.0195251,0.0428821,0.0347224,0.042739,0.0737206,0.0372759,0.0585641,0.0368135,0.0446908,0.0628082,0.0585092,0.0354843,0.0120728,0.00501915,0.0454193,0.0674335,0,0,0,0,0,0,0,0,0.021739,0.0515787,0,0,0.0477814,0
172,0.0526924,0.0374426,0,0,0,0.0343814,0,0.0347083,0,0,0.0195465,0,0,0.0587855,0.0386668,0.0277135,0.0334258,0.0144073,0.0533877,0.0299521,0.0381197,0.0463165,0.0397223,0.0304482,0.0365201,0.0401381,0.0279345,0.0306037,0.0290278,0.0493847,0.0196859,0.0222141,0.192162,0,0.05753,0.0362833,0,0,0.0122552,0,0,0.0169128,0.057817,0.241618,0.0237937,0.0199502,0.0429095,0.0345013,0.0427056,0.0748934,0.0362591,0.0579602,0.0361674,0.0441213,0.0619979,0.0598963,0.0357012,0.012212,0.00580874,0.0455224,0.0677539,0,0,0,0,0,0,0,0,0.0223281,0.052359,0,0,0.0479589,0
173,0.0528378,0.0375878,0,0,0,0.0326971,0,0.0345321,0,0,0.019354,0,0,0.0588166,0.037918,0.0269825,0.0333433,0.0134918,0.0535644,0.0299987,0.0365633,0.0459244,0.0402195,0.0307548,0.036147,0.0405747,0.027133,0.0300035,0.0297684,0.049483,0.020297,0.0219764,0.192198,0,0.0567395,0.0362272,0,0,0.0125194,0,0,0.0165723,0.0580517,0.241124,0.0233213,0.0198163,0.0428776,0.0344028,0.0420408,0.0743751,0.0349147,0.0575557,0.0360954,0.0436856,0.0617091,0.0562932,0.0359631,0.0123739,0.00518164,0.0457442,0.067989,0,0,0,0,0,0,0,0,0.0224577,0.0525579,0,0,0.0480793,0
174,0.0529453,0.0376752,0,0,0,0.0299149,0,0.0352886,0,0,0.0192602,0,0,0.058803,0.0362946,0.026707,0.0329132,0,0.0536576,0.029882,0.036185,0.0446707,0.0392679,0.0302393,0.0362719,0.0407444,0.0267169,0.0293085,0.0308311,0.0495365,0.0205938,0.0215855,0.190956,0,0.055808,0.0363761,0,0,0.0123618,0,0,0.0166796,0.0586842,0.240477,0.0228144,0.0204255,0.0432692,0.0343918,0.0413989,0.0745444,0.0334654,0.0570712,0.0355982,0.0430391,0.0615215,0.0557772,0.0361277,0.0123972,0.0053038,0.0458196,0.0684827,0,0,0,0,0,0,0,0,0.02276,0.053122,0,0,0.0484366,0
175,0.0530402,0.03788,0,0,0,0.0289991,0,0.0351474,0,0,0.0192922,0,0,0.0587649,0.0356696,0.0262528,0.0326101,0,0.0535366,0.029952,0.0354199,0.0451395,0.0385755,0.0289888,0.0357454,0.0407367,0.0260347,0.0291105,0.0316307,0.0495626,0.0205373,0.0215662,0.191138,0,0.0550341,0.0363782,0,0,0.0123328,0,0,0.0165017,0.0587565,0.239997,0.0222287,0.0205358,0.0435493,0.0343681,0.0405291,0.0734333,0.0317888,0.0568378,0.0358543,0.0426288,0.0614911,0.0509662,0.0362475,0.0123887,0.00516378,0.0459084,0.0687678,0,0,0,0,0,0,0,0,0.0226596,0.0532238,0,0,0.0482063,0
176,0.0531156,0.0380268,0,0,0,0.0279925,0,0.0349874,0,0,0.0193999,0,0,0.0587693,0.0354114,0.0261322,0.0322859,0,0.0532469,0.0300507,0.0350987,0.0459348,0.0377925,0.0274643,0.034998,0.0404956,0.02518,0.0286267,0.0334306,0.0495563,0.0204343,0.0218374,0.191279,0,0.0542279,0.0364137,0,0,0.0123184,0,0,0.016369,0.0586231,0.239563,0.0219762,0.0204474,0.043999,0.0344842,0.0394246,0.0720092,0.0301145,0.056683,0.036457,0.04226,0.0619861,0.0454932,0.0363402,0.0122328,0.00508683,0.0458405,0.0690195,0,0,0,0,0,0,0,0,0.0228126,0.0532586,0,0,0.047543,0
177,0.0531256,0.0381505,0,0,0,0.0274618,0,0.0345435,0,0,0.0194028,0,0,0.0588225,0.0350788,0.0264943,0.0325325,0.0125647,0.0530193,0.0301393,0.0342574,0.0464922,0.0379875,0.0265486,0.033701,0.0396666,0.024054,0.0281929,0.0356946,0.0495255,0.020441,0.0219858,0.191465,0,0.0533021,0.0363558,0,0,0.0124369,0,0,0.0163551,0.0582778,0.239186,0.0220383,0.0202893,0.0443073,0.034462,0.038179,0.0703769,0.0284701,0.0568886,0.0375874,0.0421604,0.0629956,0.0394382,0.0364449,0.0122127,0.00507908,0.0457255,0.0694972,0,0,0,0,0,0,0,0,0.0231796,0.0532377,0,0,0.0468698,0
178,0.0530531,0.0382048,0,0,0,0.0268821,0,0.0342307,0,0,0.019465,0,0,0.0589113,0.0347738,0.0264152,0.0323776,0.012755,0.052894,0.0301403,0.033945,0.0467106,0.0381522,0.0261239,0.0330199,0.0392467,0.0233912,0.0275333,0.0363823,0.0493198,0.0205164,0.0219476,0.191643,0,0.0520313,0.0365047,0,0,0.0125822,0,0,0.0164182,0.0579071,0.238986,0.0226207,0.0200798,0.0448249,0.0347295,0.0369985,0.0685053,0.0271883,0.0575429,0.0393018,0.042538,0.064239,0.0331172,0.0362851,0.0120499,0.00516815,0.0454679,0.0705949,0,0,0,0,0,0,0,0,0.0233759,0.0529963,0,0,0.0459695,0
179,0.0529472,0.0381765,0,0,0,0.0265208,0,0.0334062,0,0,0.0196407,0,0,0.0590584,0.0350394,0.0256173,0.0318498,0.0118235,0.052967,0.0302963,0.0334227,0.0470282,0.0392671,0.0260149,0.0325694,0.0391566,0.0230257,0.0272769,0.0361608,0.0489117,0.0205839,0.0223292,0.191802,0,0.0507147,0.0367629,0,0,0.0128225,0,0,0.0165404,0.057384,0.239054,0.0231671,0.0198721,0.0453587,0.0351739,0.036157,0.0666084,0.0264866,0.0583478,0.0413449,0.0430387,0.0656523,0.026732,0.0358635,0.0116829,0.00542995,0.0451227,0.070821,0,0,0,0,0,0,0,0,0.023272,0.0526599,0,0,0.0449687,0
180,0.0528185,0.0380671,0,0,0,0.0262812,0,0.0329126,0,0,0.0198213,0,0,0.0592524,0.0357588,0.0248364,0.0316828,0.011577,0.0533728,0.0305907,0.0331439,0.047389,0.0401744,0.0256134,0.0321183,0.0390687,0.0226655,0.0268045,0.0360839,0.0485913,0.0204642,0.0228219,0.192104,0,0.0492504,0.0369972,0,0,0.0130167,0,0,0.0166496,0.0569289,0.239552,0.0236583,0.0204791,0.0459454,0.0355642,0.0353594,0.0645312,0.026157,0.0590149,0.0432245,0.0433158,0.0671443,0.0218353,0.0354527,0.0113056,0.00585045,0.0448191,0.0705564,0,0,0,0,0,0,0,0,0.0234778,0.0521461,0,0,0.043822,0
181,0.0527419,0.0378956,0,0,0,0.0262792,0,0.0330767,0,0,0.020034,0,0,0.0595935,0.0365684,0.0237497,0.0317705,0,0.0539049,0.0310292,0.0334108,0.0471007,0.0399208,0.0248988,0.0321583,0.0394352,0.0224015,0.0258323,0.0347211,0.0482328,0.0204174,0.0234393,0.193016,0,0.047661,0.0372893,0,0,0.0134032,0,0,0.0168563,0.0567704,0.240528,0.0242782,0.0216047,0.0467846,0.0361189,0.0347157,0.062403,0.026006,0.0594878,0.0445231,0.043364,0.0686272,0.0181479,0.0349733,0.010775,0.00651029,0.0445529,0.070377,0,0,0,0,0,0,0,0,0.0236139,0.0518387,0,0,0.0426829,0
182,0.0527473,0.0378393,0,0,0,0.0259821,0,0.0329321,0,0,0.0201674,0,0,0.0600128,0.0367275,0.023684,0.0331242,0.0119603,0.0548784,0.031451,0.0328126,0.0467939,0.0404942,0.0244923,0.0315607,0.0386342,0.0220246,0.0255807,0.0356053,0.0479129,0.0207241,0.0242855,0.193353,0,0.0465098,0.0371397,0,0,0.0140823,0,0,0.0165641,0.0568794,0.242219,0.0246318,0.0236328,0.0473652,0.0362778,0.0344482,0.0613351,0.0259792,0.0594345,0.044583,0.0431481,0.0697789,0.0212137,0.0347757,0.0105233,0.00631447,0.0446109,0.0699439,0,0,0,0,0,0,0,0,0.0232517,0.0523052,0,0,0.0423673,0
183,0.0528718,0.0377732,0,0,0,0.0259018,0,0.0330521,0,0,0.0203154,0,0,0.0605239,0.0364182,0.0234772,0.0336556,0.0123275,0.0559573,0.032157,0.0329872,0.0465843,0.0403247,0.0245002,0.0314734,0.0385908,0.0220186,0.0256609,0.0356346,0.0472947,0.0209432,0.0252946,0.194964,0,0.0454537,0.0369981,0,0,0.0143838,0,0,0.0165597,0.0571714,0.244013,0.0250853,0.0256055,0.048253,0.0364933,0.0345387,0.0600493,0.0264165,0.0592472,0.0445914,0.0430153,0.07071,0.0228073,0.034449,0.0102325,0.00660382,0.0447421,0.06973,0,0,0,0,0,0,0,0,0.0219603,0.052335,0,0,0.0419269,0
184,0.0530673,0.03768,0,0,0,0.0259746,0,0.0333286,0,0,0.0204103,0,0,0.0610817,0.0358051,0.0237207,0.0338535,0.0126058,0.0568676,0.0330131,0.033313,0.0463015,0.0399368,0.0247996,0.0315291,0.0386208,0.0220602,0.0259073,0.0358743,0.0466367,0.0213688,0.0262756,0.196771,0,0.0446108,0.0367943,0,0,0.0147029,0,0,0.0165811,0.0574364,0.24561,0.0255357,0.0281316,0.0494084,0.0366674,0.0347607,0.0592497,0.0271659,0.0587052,0.0443722,0.0426349,0.0712428,0.0252548,0.034129,0.0100691,0.00688246,0.0450148,0.0697322,0,0,0,0,0,0,0,0,0.0204578,0.0524133,0,0,0.0416243,0
185,0.0525634,0.0374967,0,0,0,0.0263882,0,0.0339929,0,0,0.0203471,0,0,0.0607666,0.0349037,0.0240955,0.032924,0,0.0561748,0.0328558,0.0337564,0.0462522,0.0392428,0.0248927,0.0315931,0.038813,0.0219098,0.0258197,0.0349331,0.0469435,0.0206275,0.0259867,0.198023,0,0.0467642,0.0370779,0,0,0.0148302,0,0,0.0166607,0.0581555,0.246186,0.0294676,0.0299243,0.0516935,0.0370316,0.0363366,0.0631918,0.0293853,0.0561401,0.0407722,0.0405991,0.070543,0.0284449,0.0341539,0.0099912,0.00718837,0.0455583,0.0689946,0,0,0,0,0,0,0,0,0.0190789,0,0,0,0.0424169,0
186,0.0534902,0.0375385,0,0,0,0.026444,0,0.0342695,0,0,0.0208596,0,0,0.0622515,0.03436,0.0241586,0.0333282,0,0.0575063,0.0350773,0.0340585,0.0462793,0.0384824,0.0254766,0.0319962,0.0393458,0.0222247,0.0263519,0.0350391,0.0455078,0.0216119,0.0283255,0.199744,0,0.0421566,0.0366759,0,0,0.0153521,0,0,0.0167495,0.0580251,0.246128,0.0269915,0.0342022,0.0528435,0.037198,0.0349158,0.0586755,0.0282425,0.0568949,0.0423634,0.0412393,0.0708911,0.0333107,0.0335312,0.00948212,0.00758452,0.0454544,0.0705107,0,0,0,0,0,0,0,0,0.0179072,0.0540498,0,0,0.0408087,0
187,0.0528497,0.0376154,0,0,0,0.0257277,0,0.0344152,0,0,0.0206238,0,0,0.0615101,0.033842,0.0253579,0.0334316,0.0114037,0.0563388,0.0343031,0.0335056,0.046291,0.0391682,0.0254857,0.0311604,0.0383372,0.0214988,0.0265429,0.0361025,0.0461387,0.0207045,0.0274443,0.201622,0,0.0445163,0.0366471,0,0,0.015172,0,0,0.0168015,0.0592527,0.245552,0.0307312,0.0355979,0.055073,0.0370327,0.0363703,0.0624292,0.0300777,0.0542452,0.0386002,0.0392826,0.0699886,0.0382273,0.0338703,0.00966717,0.00747305,0.0459703,0.0692377,0,0,0,0,0,0,0,0,0.0168806,0,0,0,0.0422501,0
188,0.0537259,0.0378667,0,0,0,0.0255029,0,0.0348441,0,0,0.0212031,0,0,0.0627879,0.0335344,0.0252963,0.0341327,0.0119631,0.0572328,0.0363262,0.0336045,0.0457406,0.0386317,0.0257837,0.0314329,0.0388389,0.0215935,0.026466,0.0360258,0.0447977,0.021547,0.0295329,0.203962,0,0.0398861,0.036419,0,0,0.0156016,0,0,0.0170133,0.0593198,0.246185,0.0274581,0.0376196,0.0562157,0.0371816,0.0346771,0.0586861,0.0288074,0.0556057,0.0403035,0.0404827,0.0707314,0.0441853,0.0332381,0.00911136,0.00782031,0.04548,0.0707804,0,0,0,0,0,0,0,0,0.0166827,0.0548144,0,0,0.0413814,0
189,0.0537974,0.0381342,0,0,0,0.0258203,0,0.0350945,0,0,0.0211103,0,0,0.062926,0.0332584,0.0253684,0.0342955,0.0121178,0.0569258,0.0360482,0.0335121,0.0455945,0.0384747,0.0258152,0.0313364,0.0386802,0.0214733,0.026244,0.0358957,0.0447464,0.0220459,0.0296537,0.205898,0,0.0388946,0.0364534,0,0,0.015843,0,0,0.0169435,0.0595907,0.246587,0.0276619,0.0384895,0.0573589,0.0372816,0.0342883,0.0589112,0.0289276,0.0561337,0.0402989,0.0413219,0.071557,0.0506889,0.0331616,0.00908646,0.00766441,0.045089,0.0709288,0,0,0,0,0,0,0,0,0.0174562,0.0549329,0,0,0.0418799,0
190,0.053819,0.0382973,0,0,0,0.0259497,0,0.0351404,0,0,0.0214203,0,0,0.0626606,0.0331199,0.0251934,0.0343821,0.0120854,0.0565603,0.0367134,0.0334216,0.0453233,0.038289,0.0258164,0.0313718,0.0383127,0.0214725,0.0261071,0.0358456,0.0444457,0.020732,0.0298692,0.206691,0,0.038006,0.0365236,0,0,0.0154165,0,0,0.017366,0.0593554,0.245821,0.0278153,0.0396956,0.0572935,0.0371043,0.034034,0.0588056,0.0289768,0.0567431,0.0406641,0.0423002,0.0725495,0.0560792,0.0331843,0.00923017,0.0079428,0.0443486,0.0710903,0,0,0,0,0,0,0,0,0.0188398,0.0552383,0,0,0.0424365,0
