Timestep,C7,CLAV,IMUL_L,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUR_M,IMUL_M
178,0.0480948,0.0391879,0,0,0,0,0.0300301,0,0.0351508,0.0480747,0,0,0.0203105,0,0,0.0606859,0.0280354,0.026727,0.0288845,0.0164028,0.0476442,0.0314818,0.0279446,0.0342904,0.0351073,0.0262848,0.0345042,0.0378365,0.0244137,0.0269957,0.0260342,0.042901,0.0170393,0.0251036,0.0501014,0,0.0166986,0.0393294,0.0414967,0,0,0.0141202,0,0,0.0190728,0.0510196,0.0534617,0.0304835,0.0294827,0.057231,0.0426884,0.0387827,0.0713471,0.0540083,0.025371,0.0672314,0.047594,0.0504501,0.0792836,0.0639805,0.0324422,0.0108483,0.0106816,0.0441276,0.068382,0,0,0,0,0,0,0,0,0,0
179,0.0480438,0.0390304,0,0,0,0,0.0304077,0,0.0351434,0.0484197,0,0,0.0203139,0,0,0.060599,0.028261,0.0269071,0.0285117,0.0166439,0.0472633,0.0313881,0.0277226,0.0341121,0.0351971,0.0264363,0.0344297,0.0376935,0.0243584,0.0270663,0.0253051,0.0428339,0.0168283,0.0250653,0.0499903,0,0.016497,0.0403695,0.0414976,0,0,0.0141337,0,0,0.0190846,0.0509748,0.0529497,0.0312563,0.0271991,0.0574619,0.0427101,0.0398636,0.0721598,0.0540043,0.0266665,0.0678532,0.0486536,0.0511409,0.079269,0.0638242,0.0323451,0.010948,0.0107239,0.0441717,0.0682203,0,0,0,0,0,0,0,0,0,0
180,0.0479825,0.0389003,0,0,0,0,0.030804,0,0.0351959,0.0486659,0,0,0.0202859,0,0,0.060476,0.0285399,0.0270535,0.0282368,0.0167141,0.0468547,0.031274,0.0276381,0.0339259,0.0351777,0.0266,0.0343559,0.0376453,0.024434,0.0272395,0.0245773,0.0429173,0.0167209,0.0249491,0.0494365,0,0.0161452,0.0417244,0.0414928,0,0,0.0141184,0,0,0.0190267,0.0512858,0.0522212,0.0318567,0.0251089,0.0575133,0.042652,0.0410623,0.0730842,0.0540759,0.0283877,0.0682941,0.0491304,0.0514776,0.0790351,0.0623705,0.0322639,0.0110338,0.010679,0.0444163,0.0681143,0,0,0,0,0,0,0,0,0,0
181,0.0479739,0.0387863,0,0,0,0,0.0313322,0,0.035298,0.0487028,0,0,0.020244,0,0,0.0603331,0.0288729,0.0272208,0.0279225,0.0167317,0.0465723,0.0311491,0.0276201,0.0336864,0.0350866,0.0268183,0.0343716,0.0376233,0.0244572,0.0273358,0.0237795,0.042999,0.0165621,0.0248663,0.0482601,0,0.0156746,0.0428938,0.0414355,0,0,0.0140029,0,0,0.0188907,0.0514539,0.0511451,0.0324032,0.0230071,0.0575395,0.0425573,0.0421219,0.0738948,0.0541196,0.0302957,0.0684984,0.0490327,0.0514951,0.0786405,0.0592387,0.0323663,0.0110554,0.0105891,0.0445851,0.0680511,0,0,0,0,0,0,0,0,0,0
182,0.0479872,0.0387244,0,0,0,0,0.0320258,0,0.0354012,0.0487385,0,0,0.0201971,0,0,0.0602746,0.0292671,0.027312,0.0275393,0.0168141,0.0464339,0.0310629,0.0277148,0.0333647,0.0350034,0.0270301,0.0344992,0.0375871,0.0244474,0.0274876,0.0228771,0.0429925,0.0165296,0.0248334,0.046659,0,0.0159254,0.0438702,0.0413511,0,0,0.0138959,0,0,0.0187645,0.0514643,0.0498622,0.0328706,0.0207429,0.0574705,0.0423719,0.0431168,0.0744561,0.0539796,0.0321376,0.0682392,0.0486916,0.0514786,0.0778562,0.0547589,0.0325005,0.0110632,0.010401,0.0445952,0.068006,0,0,0,0,0,0,0,0,0,0
183,0.0480377,0.0387009,0,0,0,0,0.032893,0,0.0354736,0.0486023,0,0,0.0201858,0,0,0.0602856,0.0296448,0.0272989,0.0270969,0.0168708,0.0464384,0.0309338,0.0280125,0.0330239,0.0352202,0.0271693,0.0346851,0.0376233,0.024504,0.0278224,0.0219961,0.0430327,0.0165407,0.0247344,0.0452118,0,0.0163097,0.0444452,0.0412028,0,0,0.0137753,0,0,0.0186865,0.0514256,0.0485069,0.0331025,0.0188396,0.0572524,0.042042,0.0440119,0.074733,0.0537815,0.0338,0.0677692,0.0483617,0.0514287,0.0768969,0.0491595,0.0326533,0.011267,0.0102209,0.0445134,0.0680028,0,0,0,0,0,0,0,0,0,0
184,0.0480907,0.0385797,0,0,0,0,0.0339338,0,0.0356302,0.0482818,0,0,0.0202229,0,0,0.0602822,0.0301655,0.0272632,0.026488,0.0170154,0.0460801,0.0308257,0.028008,0.0326721,0.0353556,0.0271995,0.0348788,0.0377414,0.0246399,0.0282141,0.0211121,0.0431171,0.0165387,0.0245917,0.0442341,0,0.0164962,0.0452746,0.0410202,0,0,0.0135772,0,0,0.0185374,0.0513391,0.0471027,0.0334557,0.0170435,0.0570372,0.041647,0.0447212,0.0749087,0.0536411,0.0353694,0.0674858,0.048018,0.0514766,0.076182,0.0424602,0.0327876,0.0114039,0.0100283,0.0445194,0.0679698,0,0,0,0,0,0,0,0,0,0
185,0.0481678,0.03847,0,0,0,0,0.0350475,0,0.035888,0.0477104,0,0,0.0202348,0,0,0.0602563,0.0308269,0.0271976,0.025855,0.0172965,0.0457789,0.0307392,0.0279072,0.0322417,0.0353027,0.0273682,0.0350844,0.0379552,0.0249213,0.0283992,0.0203655,0.0431886,0.016508,0.0245438,0.0445299,0,0.0174877,0.0460663,0.0408043,0,0,0.0133472,0,0,0.0183809,0.0511484,0.0453724,0.0337777,0.0156439,0.0568109,0.041224,0.0452372,0.0748851,0.0532806,0.0368985,0.0675879,0.0476275,0.0514973,0.0754979,0.0352536,0.0329416,0.011511,0.00979266,0.0446557,0.0678853,0,0,0,0,0,0,0,0,0,0
186,0.0482654,0.0384025,0,0,0,0,0.0360461,0,0.0361847,0.0470689,0,0,0.0201366,0,0,0.0602034,0.0317536,0.0272877,0.0253972,0.0175573,0.0454724,0.0306646,0.0284137,0.0316098,0.0352193,0.0280026,0.0354805,0.0383135,0.0252403,0.0285888,0.0193486,0.0432989,0.0164302,0.0245055,0.0459888,0,0.018781,0.0469383,0.0405841,0,0,0.0131309,0,0,0.0182433,0.0507993,0.0436179,0.0341988,0.0148006,0.0564546,0.0407577,0.0456344,0.0738927,0.0528389,0.0384977,0.0677479,0.0473114,0.0516473,0.0750129,0.0286605,0.0331916,0.0116869,0.00944742,0.0448037,0.067703,0,0,0,0,0,0,0,0,0,0
187,0.0483685,0.038364,0,0,0,0,0.0366918,0,0.0363003,0.0464513,0,0,0.0199976,0,0,0.0601443,0.03253,0.0272031,0.025012,0.0178042,0.0452387,0.0306268,0.029197,0.030956,0.0351542,0.0287832,0.0357934,0.0389082,0.0253857,0.0288949,0.0185096,0.0434732,0.0164265,0.0244417,0.0487884,0,0.0199673,0.0474773,0.0402695,0,0,0.0129117,0,0,0.0181375,0.0504078,0.0421684,0.0344925,0.0150557,0.0559957,0.0401812,0.045929,0.0720346,0.0523072,0.0400103,0.0678776,0.0471931,0.0519513,0.0748197,0.0239388,0.0335026,0.0120308,0.00904644,0.0449768,0.0675066,0,0,0,0,0,0,0,0,0,0
188,0.0484386,0.0383296,0,0,0,0,0.0374142,0,0.0363832,0.0458476,0,0,0.0198936,0,0,0.0601124,0.033231,0.0269638,0.0244529,0.0181603,0.0450118,0.030616,0.0301429,0.0303051,0.0351433,0.0295072,0.035931,0.0391487,0.0255837,0.0291261,0.017953,0.0435811,0.0164715,0.0243818,0.0518552,0,0.0207678,0.0481188,0.0399431,0,0,0.012728,0,0,0.0180108,0.0498949,0.0407605,0.0348779,0.0160907,0.0556235,0.0395287,0.0458852,0.0697437,0.0517577,0.0413877,0.0675865,0.0473144,0.0523752,0.0749772,0.0216667,0.0338134,0.0122788,0.00864875,0.0451478,0.0673508,0,0,0,0,0,0,0,0,0,0
189,0.048507,0.0383132,0,0,0,0,0.0383188,0,0.0365513,0.0452097,0,0,0.0198084,0,0,0.0600433,0.0339011,0.0268419,0.0237914,0.0186,0.0446286,0.0305883,0.030859,0.0296717,0.0351261,0.0301611,0.0362537,0.0393934,0.0258694,0.0292315,0.0174018,0.0436353,0.0165107,0.0243774,0.0544675,0,0.0216734,0.0488149,0.0396012,0,0,0.0125853,0,0,0.0178688,0.0494157,0.0394062,0.0353667,0.0174351,0.0551663,0.0388833,0.0456607,0.0670824,0.0514048,0.0426219,0.0669296,0.0475864,0.0528399,0.0754565,0.0213753,0.034126,0.012532,0.008278,0.0453237,0.0671315,0,0,0,0,0,0,0,0,0,0
190,0.0486212,0.0382818,0,0,0,0,0.0393599,0,0.0367149,0.0445874,0,0,0.0196735,0,0,0.0600094,0.0346223,0.0268123,0.0233358,0.0192317,0.0442196,0.0305466,0.0296722,0.0290768,0.0349739,0.0306586,0.0366919,0.0396362,0.0262719,0.0294876,0.0167156,0.0438165,0.0164673,0.024384,0.0561824,0,0.0226053,0.0494928,0.0392774,0,0,0.012367,0,0,0.0177385,0.0490598,0.0383587,0.0359349,0.0186446,0.0547395,0.0383202,0.0454558,0.0642854,0.0513018,0.043579,0.0666367,0.0479161,0.0532411,0.0759976,0.0220089,0.034361,0.0128825,0.00793231,0.0454897,0.0668831,0,0,0,0,0,0,0,0,0,0
191,0.0487264,0.0382366,0,0,0,0,0.0403378,0,0.0367944,0.0441744,0,0,0.0195658,0,0,0.0600033,0.0355003,0.0268209,0.0231346,0.0197756,0.0440015,0.0305599,0.0292891,0.0285132,0.034883,0.0312179,0.0370772,0.0397282,0.0266439,0.0298108,0.0161091,0.0439918,0.0163958,0.0244083,0.0571251,0,0.023572,0.0501838,0.0390426,0,0,0.0121169,0,0,0.0176378,0.0489002,0.0378388,0.036451,0.0198015,0.0543573,0.0378048,0.0453235,0.0617759,0.0512592,0.0443761,0.0666054,0.0481685,0.0535375,0.0765276,0.022619,0.0345056,0.0131418,0.00765714,0.0455616,0.0667326,0,0,0,0,0,0,0,0,0,0
192,0.048803,0.0382221,0,0,0,0,0.0410869,0,0.0367722,0.0440605,0,0,0.0195082,0,0,0.0599494,0.0362065,0.0267855,0.0228627,0.0201602,0.0439032,0.0306671,0.0296003,0.0280317,0.0348762,0.0317381,0.037422,0.0397859,0.0268858,0.030061,0.0157231,0.0440641,0.0163819,0.0245185,0.0577426,0,0.0245476,0.05081,0.0388754,0,0,0.0119857,0,0,0.017541,0.0488948,0.0379582,0.0368419,0.0208024,0.0539175,0.0374471,0.0452598,0.0599275,0.0512443,0.0450252,0.0664882,0.0483602,0.0536903,0.0768852,0.0226821,0.0347014,0.0133835,0.00743148,0.045542,0.066657,0,0,0,0,0,0,0,0,0,0
193,0.0488649,0.0382744,0,0,0,0,0.0420185,0,0.0366034,0.0437746,0,0,0.019457,0,0,0.0599207,0.0366501,0.0266934,0.0224902,0.0204007,0.0438417,0.030792,0.0299251,0.0277449,0.0349252,0.0320128,0.0375567,0.0398354,0.026941,0.0301908,0.0153428,0.044033,0.0163641,0.0246119,0.0583205,0,0.0254553,0.0512862,0.0388485,0,0,0.0118233,0,0,0.0174295,0.0489694,0.0385809,0.03707,0.0216155,0.0535142,0.0372496,0.0452426,0.0587412,0.0513719,0.0455893,0.0663888,0.0485603,0.0538935,0.0771298,0.022435,0.0348403,0.0134983,0.00727774,0.0454698,0.0666434,0,0,0,0,0,0,0,0,0,0
194,0.0489241,0.0383437,0,0,0,0,0.0428296,0,0.0363405,0.0433218,0,0,0.0194066,0,0,0.0598993,0.0369207,0.0266955,0.0223109,0.0205395,0.0435173,0.0308632,0.0299891,0.027547,0.0349637,0.0322036,0.0374851,0.0397598,0.0269464,0.0302084,0.0149608,0.0440089,0.0162888,0.0246466,0.0590967,0,0.0257876,0.0515854,0.0389611,0,0,0.0116869,0,0,0.0173526,0.0489647,0.0393996,0.0371943,0.022136,0.0534505,0.0371891,0.0452914,0.0582687,0.0512557,0.0461832,0.0663331,0.048822,0.0541613,0.0772169,0.022091,0.0349224,0.0136193,0.00718749,0.0453353,0.0666075,0,0,0,0,0,0,0,0,0,0
195,0.048975,0.0384288,0,0,0,0,0.0434699,0,0.035995,0.0434169,0,0,0.0194131,0,0,0.0599223,0.0370163,0.0266318,0.0220845,0.0205483,0.0431873,0.0308876,0.0300225,0.0274401,0.0349194,0.0323402,0.0373868,0.0396029,0.027034,0.0301625,0.0142773,0.0439429,0.016207,0.0246593,0.0599678,0,0.0256437,0.0517407,0.0390003,0,0,0.011556,0,0,0.0174253,0.0488371,0.0401121,0.037283,0.0223565,0.0534818,0.0371824,0.0452838,0.0584833,0.0509259,0.0466736,0.0664563,0.0491229,0.0543765,0.0771414,0.0219008,0.0349356,0.0136233,0.00721647,0.0452181,0.0665639,0,0,0,0,0,0,0,0,0,0
196,0.0490255,0.0384894,0,0,0,0,0.0439403,0,0.0355249,0.043983,0,0,0.0194754,0,0,0.0599196,0.0369843,0.0266424,0.0217356,0.0204646,0.042897,0.0309023,0.029974,0.0274643,0.0348629,0.0323493,0.0373459,0.0394796,0.0270739,0.0300946,0.0135967,0.0439282,0.0161674,0.0247087,0.0602212,0,0.0253464,0.0518462,0.0390338,0,0,0.0115092,0,0,0.0175008,0.0487174,0.0400653,0.0374352,0.022112,0.0535888,0.0372276,0.0453605,0.0591288,0.0507612,0.0468127,0.0668048,0.0493147,0.0543103,0.0769572,0.0216894,0.0348981,0.0136197,0.00727928,0.045252,0.0665,0,0,0,0,0,0,0,0,0,0
197,0.0490308,0.0385466,0,0,0,0,0.0443966,0,0.034967,0.0444273,0,0,0.0195629,0,0,0.0599274,0.0368366,0.0266373,0.021553,0.0203343,0.042698,0.0309157,0.0293879,0.0276707,0.0347774,0.0322634,0.0372784,0.0393481,0.0269532,0.0299466,0.0131176,0.0438631,0.0161643,0.0247453,0.0599742,0,0.025036,0.0518527,0.0391211,0,0,0.0115115,0,0,0.0175531,0.0486088,0.0391642,0.0376323,0.021315,0.0538124,0.0373464,0.0455202,0.0601412,0.0505764,0.0466746,0.0674715,0.0493823,0.0540853,0.0767561,0.0215784,0.0348602,0.0136482,0.00733349,0.0454206,0.0665339,0,0,0,0,0,0,0,0,0,0
198,0.0490331,0.0385673,0,0,0,0,0.0448994,0,0.0343899,0.0447425,0,0,0.0196958,0,0,0.059902,0.0365602,0.026583,0.0214965,0.020147,0.0424944,0.0309584,0.0289053,0.0280427,0.0346974,0.0320488,0.0371459,0.039324,0.0267194,0.0297838,0.0126481,0.0437279,0.0161687,0.0247156,0.059521,0,0.0243401,0.0517078,0.0392301,0,0,0.0115619,0,0,0.0175372,0.0485192,0.0382223,0.0378215,0.0202498,0.0541988,0.0374502,0.045798,0.061193,0.0505433,0.0462666,0.0676772,0.0495179,0.0541356,0.0767169,0.0216075,0.0347815,0.0136576,0.00736743,0.0455991,0.0665906,0,0,0,0,0,0,0,0,0,0
199,0.0490479,0.0386179,0,0,0,0,0.0454,0,0.0337875,0.0450015,0,0,0.0198499,0,0,0.0598471,0.0362224,0.0264916,0.0212381,0.0199022,0.0421493,0.0310126,0.0286845,0.0284691,0.0345842,0.0317275,0.0369637,0.0393575,0.0265159,0.029615,0.0120997,0.0436323,0.0161571,0.0246085,0.059178,0,0.0230243,0.0514865,0.039375,0,0,0.0116627,0,0,0.0175527,0.0484234,0.0377955,0.0380382,0.0191301,0.0545043,0.0375822,0.0461364,0.0622425,0.0505349,0.0458145,0.067456,0.0496467,0.0543966,0.0769539,0.0219276,0.0346951,0.0136241,0.00739915,0.0458322,0.0665828,0,0,0,0,0,0,0,0,0,0
200,0.0490152,0.0387066,0,0,0,0,0.0460226,0,0.033068,0.0450919,0,0,0.0200334,0,0,0.0597858,0.0360369,0.0262848,0.0209694,0.0196571,0.0418099,0.0310056,0.0285685,0.0288455,0.0344869,0.0314322,0.0365262,0.03892,0.0263956,0.0294762,0.0114896,0.0436804,0.0160605,0.0244672,0.0586184,0,0.0214144,0.0514184,0.0395092,0,0,0.0117748,0,0,0.0175972,0.0482271,0.036637,0.0384471,0.018213,0.0547538,0.037684,0.0465686,0.0633471,0.0505365,0.0454865,0.0671851,0.0496619,0.054595,0.0772723,0.0221179,0.0346417,0.0135387,0.00739646,0.0460728,0.0664879,0,0,0,0,0,0,0,0,0,0
201,0.0489678,0.0387791,0,0,0,0,0.0467133,0,0.0323292,0.0450534,0,0,0.0202136,0,0,0.0596733,0.0360997,0.0260115,0.0208145,0.0192936,0.0415545,0.0309493,0.0284264,0.0290706,0.0344811,0.0312435,0.0363438,0.0385373,0.0262094,0.0292686,0.0107598,0.0436987,0.0159366,0.0242448,0.057587,0,0.0207108,0.0514892,0.0395927,0,0,0.0118006,0,0,0.0176185,0.0479668,0.0346254,0.0388797,0.0176836,0.0549335,0.0377687,0.0470295,0.0640271,0.0505894,0.0451067,0.066962,0.0495025,0.0545504,0.0772286,0.0218781,0.0346454,0.0135509,0.00738184,0.0463091,0.066409,0,0,0,0,0,0,0,0,0,0
202,0.0489292,0.0388093,0,0,0,0,0.047536,0,0.0315233,0.0448027,0,0,0.0203082,0,0,0.0594689,0.0364098,0.0256126,0.0207597,0.0188957,0.041443,0.0308451,0.0283892,0.0292278,0.0345366,0.0311866,0.0358954,0.0383771,0.0259715,0.0289577,0.00991924,0.0436822,0.0158975,0.0239745,0.0557017,0,0.0206769,0.0515887,0.0396828,0,0,0.0118215,0,0,0.0175926,0.0476165,0.0325355,0.0392334,0.017731,0.0549074,0.0378096,0.0473699,0.064076,0.0504652,0.0444557,0.0665975,0.0491575,0.0539598,0.0765308,0.0217338,0.0346873,0.0135998,0.00735685,0.0465057,0.0663469,0,0,0,0,0,0,0,0,0,0
203,0.0488644,0.0388312,0,0,0,0,0.0483597,0,0.0306727,0.0443769,0,0,0.0203989,0,0,0.0593403,0.0368083,0.0251572,0.0205032,0.0185503,0.041013,0.0307144,0.0283515,0.0294309,0.0345686,0.0311539,0.0352393,0.0383421,0.0257686,0.0286622,0.00904104,0.0437899,0.0158678,0.0236927,0.0535724,0,0.0205078,0.0516062,0.0397872,0,0,0.0117716,0,0,0.0175686,0.0471569,0.0310655,0.0393887,0.0181714,0.0546717,0.0379144,0.047325,0.0636271,0.0500942,0.0435533,0.0659859,0.0484693,0.0528839,0.0755772,0.0221186,0.0347197,0.0135376,0.00732351,0.0466939,0.0662724,0,0,0,0,0,0,0,0,0,0
204,0.0487559,0.0388629,0,0,0,0,0.0491167,0,0.0298413,0.0439022,0,0,0.0204802,0,0,0.0592405,0.0371725,0.0247623,0.0201268,0.0181607,0.0407223,0.0306099,0.0282707,0.0296909,0.0345497,0.0310624,0.035047,0.0383146,0.0255754,0.0282794,0.00813898,0.0439532,0.015821,0.0234251,0.0517738,0,0.0199448,0.0515373,0.039899,0,0,0.0117298,0,0,0.0176654,0.0465504,0.0299709,0.0394043,0.0183471,0.0542821,0.0380812,0.0466915,0.0629693,0.0497092,0.0426571,0.0651237,0.0474769,0.0517041,0.0747082,0.0223952,0.0346916,0.0135029,0.00736964,0.046937,0.0662436,0,0,0,0,0,0,0,0,0,0
205,0.0487176,0.0389437,0,0,0,0,0.049739,0,0.0289762,0.0433851,0,0,0.0205097,0,0,0.0592032,0.037495,0.0243795,0.0197505,0.0176641,0.0408219,0.0305726,0.0281853,0.0299848,0.0345293,0.0308622,0.0347036,0.0382514,0.0253595,0.0278593,0.00722388,0.0439443,0.0157925,0.0231933,0.0503026,0,0.0195469,0.0514914,0.0400113,0,0,0.0116565,0,0,0.017771,0.0457614,0.0290441,0.0393804,0.0179127,0.054077,0.0382828,0.045648,0.0623116,0.0495114,0.0420354,0.0644427,0.0464522,0.0508151,0.074192,0.02224,0.034605,0.0135067,0.00752868,0.0471637,0.0662552,0,0,0,0,0,0,0,0,0,0
206,0.0486997,0.0390675,0,0,0,0,0.050099,0,0.0279851,0.0428351,0,0,0.0204962,0,0,0.0591425,0.0378038,0.0240823,0.0195062,0.0170752,0.0412747,0.0305133,0.0281436,0.0303873,0.0344844,0.0304597,0.0346865,0.0380901,0.0250793,0.0273276,0.0062499,0.0439747,0.0157806,0.0229556,0.049335,0,0.0194877,0.0514623,0.0401498,0,0,0.011661,0,0,0.0178234,0.0450713,0.0282229,0.0393219,0.0170398,0.0538713,0.038575,0.0449057,0.0619741,0.0495049,0.0417941,0.0640347,0.0456539,0.050284,0.0738978,0.0219387,0.0345283,0.0135193,0.0077184,0.0474024,0.0662894,0,0,0,0,0,0,0,0,0,0
207,0.0486558,0.0392055,0,0,0,0,0.0501876,0,0.0268625,0.0421839,0,0,0.0204767,0,0,0.0589403,0.0382648,0.0238723,0.0191496,0.0164811,0.0416241,0.0304682,0.0280473,0.0309905,0.0344733,0.0300087,0.034531,0.0379465,0.0247795,0.0268021,0.00528265,0.044013,0.0157267,0.0226966,0.0488818,0,0.0196155,0.0515747,0.0403723,0,0,0.0118179,0,0,0.0178332,0.0445027,0.0274838,0.0393567,0.0164552,0.0536512,0.0389717,0.0444577,0.0619988,0.0494292,0.0413944,0.0638089,0.0452012,0.0499256,0.073646,0.0219007,0.0343789,0.0134791,0.00783575,0.0475671,0.0663373,0,0,0,0,0,0,0,0,0,0
208,0.0486047,0.0393042,0,0,0,0,0.050154,0,0.0256918,0.0414149,0,0,0.0204772,0,0,0.0587065,0.0387757,0.0238003,0.018581,0.0160447,0.0415079,0.0304391,0.0276561,0.0317076,0.0344743,0.0294615,0.0340013,0.0378161,0.0243633,0.0262885,0.00446235,0.0440082,0.01572,0.0224821,0.0488045,0,0.0197834,0.0518661,0.0406578,0,0,0.0120086,0,0,0.0178235,0.0439126,0.0274648,0.039464,0.0162879,0.053556,0.0393423,0.0441979,0.0622628,0.0491219,0.040295,0.0637655,0.0449994,0.0495712,0.0733805,0.0222316,0.0340925,0.0132239,0.00800512,0.0476201,0.0664597,0,0,0,0,0,0,0,0,0,0
209,0.0485515,0.0393626,0,0,0,0,0.0501403,0,0.0245429,0.0405983,0,0,0.0205615,0,0,0.0585755,0.0393133,0.0238329,0.0179041,0.0157016,0.0415911,0.0304526,0.0273345,0.0325402,0.034479,0.0287564,0.0332918,0.0375559,0.0239451,0.025538,0.00426384,0.0438546,0.0157421,0.0223865,0.0489129,0,0.0198774,0.0521759,0.040909,0,0,0.0122041,0,0,0.0178682,0.0431518,0.0280108,0.039632,0.0165195,0.0537249,0.039804,0.0440461,0.0625887,0.0486131,0.0389201,0.0637235,0.0448985,0.0491672,0.0730498,0.0227502,0.0338323,0.0129969,0.0082535,0.0475373,0.066679,0,0,0,0,0,0,0,0,0,0
210,0.0484943,0.0394488,0,0,0,0,0.0500476,0,0.023512,0.0397932,0,0,0.0207603,0,0,0.0587423,0.040005,0.0240302,0.0172173,0.0152691,0.0418962,0.0304751,0.028345,0.0334846,0.034653,0.0279011,0.0327815,0.0371908,0.0235646,0.0246606,0.00536372,0.0437107,0.0158442,0.0224511,0.0490699,0,0.0200905,0.0522719,0.0411285,0,0,0.0123958,0,0,0.0179184,0.0422895,0.0285738,0.0398136,0.016912,0.053877,0.0402904,0.0440045,0.0627724,0.0481039,0.037519,0.0635867,0.0446461,0.048649,0.0725555,0.0229443,0.0335397,0.0128188,0.00853822,0.0472659,0.066911,0,0,0,0,0,0,0,0,0,0
211,0.0485182,0.0395543,0,0,0,0,0.0497134,0,0.0225513,0.0389264,0,0,0.0210275,0,0,0.0587506,0.0405908,0.0242362,0.0165425,0.0147482,0.0424298,0.0305871,0.0307808,0.0344831,0.0350716,0.0270899,0.0323389,0.0368243,0.0231306,0.0235757,0.00772644,0.0434115,0.015939,0.0224469,0.0491588,0,0.0203422,0.0521812,0.0413971,0,0,0.0126284,0,0,0.0180027,0.0414812,0.0287813,0.0399792,0.017245,0.0538378,0.0407698,0.0436152,0.062657,0.0477567,0.0363462,0.0632452,0.0441856,0.0481126,0.0720663,0.0227267,0.0331902,0.0125669,0.00891306,0.0469872,0.0671812,0,0,0,0,0,0,0,0,0,0
212,0.0486304,0.0396091,0,0,0,0,0.0489453,0,0.0214059,0.0377656,0,0,0.0212528,0,0,0.0586226,0.0411262,0.0240808,0.0159052,0.0143769,0.0431452,0.0308663,0.029156,0.0353789,0.0355059,0.0263785,0.0320303,0.0366906,0.02268,0.0223069,0.0109974,0.0429399,0.0160368,0.0225836,0.0491356,0,0.0204907,0.0520448,0.0416626,0,0,0.012902,0,0,0.0180939,0.0407213,0.0285683,0.040203,0.017385,0.0537687,0.0411403,0.0430061,0.0623717,0.0476916,0.0356065,0.0627795,0.0436295,0.0476228,0.0717012,0.022373,0.0329038,0.0123093,0.00926907,0.0468577,0.0674529,0,0,0,0,0,0,0,0,0,0
213,0.0487314,0.0395814,0,0,0,0,0.0480443,0,0.02011,0.0364131,0,0,0.0215372,0,0,0.05876,0.0417014,0.0240476,0.0152365,0.0138772,0.0439919,0.0313842,0.0275289,0.0362816,0.036069,0.0257378,0.0316152,0.0366402,0.0220265,0.0207362,0.0148751,0.0424922,0.0161742,0.0228729,0.0490917,0,0.0205064,0.0519595,0.0417958,0,0,0.0132079,0,0,0.0182231,0.0401721,0.0282615,0.0406483,0.0174164,0.0538807,0.0414798,0.0424249,0.0620192,0.0479248,0.0347595,0.0624294,0.0431983,0.047292,0.0715994,0.0223073,0.0325624,0.0120585,0.00956784,0.046724,0.0677073,0,0,0,0,0,0,0,0,0,0
214,0.0487965,0.0395306,0,0,0,0,0.0470362,0,0.0190373,0.035191,0,0,0.0219539,0,0,0.0591613,0.0423904,0.0241668,0.0146072,0.0131824,0.0447851,0.0319858,0.0269847,0.0369824,0.0368437,0.0251807,0.0310368,0.0363419,0.0211396,0.0191541,0.0190393,0.0420063,0.0162483,0.023267,0.048926,0,0.0204262,0.0519393,0.0418663,0,0,0.013578,0,0,0.0183755,0.0399891,0.0280616,0.0411878,0.0175181,0.0540462,0.0418753,0.042387,0.0615983,0.0480668,0.0341244,0.0620993,0.043017,0.0472036,0.0715377,0.0225612,0.0322239,0.0117513,0.00988068,0.0466126,0.067879,0,0,0,0,0,0,0,0,0,0
215,0.0487972,0.0394697,0,0,0,0,0.0458509,0,0.0186004,0.0341428,0,0,0.0223366,0,0,0.0597171,0.0430661,0.0243148,0.0139661,0.0123045,0.0455048,0.0325298,0.0269519,0.0377888,0.0378054,0.0250251,0.0304464,0.0357613,0.0202252,0.017821,0.0229992,0.0415283,0.0163349,0.0237549,0.0489269,0,0.02042,0.0519954,0.0418885,0,0,0.01395,0,0,0.0185317,0.0399568,0.0275983,0.041881,0.0175291,0.0543743,0.0424137,0.0421082,0.0612549,0.0481721,0.0335142,0.0619667,0.0428019,0.0470831,0.0715017,0.0227672,0.0318345,0.0114533,0.0102289,0.0465173,0.067935,0,0,0,0,0,0,0,0,0,0
