Timestep,C7,CLAV,IMUL_L,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUL_M
106,0.0599209,0.0349649,0,0,0,0,0,0.0379484,0,0.0362954,0.054289,0,0,0.0191889,0,0,0.0603331,0.0310775,0.0325362,0.0396048,0.0147241,0.0443295,0.0331431,0.0325183,0.0348774,0.0333435,0.0266234,0.0305728,0.0334239,0.0220479,0.0273004,0.0214477,0.0481043,0.0234315,0.0246498,0.0466367,0,0.0161271,0.0387231,0.0322022,0,0,0.0183504,0,0,0.0207618,0.0524956,0.0521369,0.0251042,0.033923,0.0480545,0.0427866,0.0346192,0.0597388,0.0456306,0.0224228,0.0617365,0.042111,0.046929,0.0764535,0.0608125,0.0291793,0.00604392,0.0140127,0.0413563,0.0696319,0,0,0,0,0,0,0,0,0
107,0.0598297,0.0350137,0,0,0,0,0,0.042539,0,0.0354262,0.0562729,0,0,0.0190567,0,0,0.0601122,0.0323258,0.0325398,0.0416278,0.0137657,0.0440886,0.0329148,0.0337218,0,0.0335487,0.0252597,0.029086,0.03242,0.0203571,0.0271349,0.0169381,0.0483137,0.0230948,0.024429,0.0465525,0,0.0165217,0.0382949,0.0319287,0,0,0.0180448,0,0,0.020489,0.0528476,0.0522493,0.0248655,0.0327919,0.0479178,0.042346,0.0355222,0.0605401,0.0459382,0.0235419,0.0622303,0.0423346,0.0472055,0.0763728,0.0592932,0.0294763,0.00627556,0.0136552,0.0413619,0.0690693,0,0,0,0,0,0,0,0,0
108,0.0597348,0.0351059,0,0,0,0,0,0.0387874,0,0.036234,0.0552194,0,0,0.0191478,0,0,0.0600815,0.0313539,0.0316045,0.0391673,0.0153554,0.0435455,0.0328053,0.0325229,0.0326905,0.0332308,0.026406,0.0304353,0.033029,0.0217921,0.0270391,0.0202931,0.0481892,0.022764,0.0245442,0.0465834,0,0.0164699,0.0394107,0.0322447,0,0,0.0183321,0,0,0.0204851,0.0519049,0.0522095,0.0257758,0.0314295,0.0483535,0.0427029,0.035803,0.0613072,0.0459483,0.0240237,0.0626876,0.0432291,0.0479928,0.0769534,0.0591783,0.0291622,0.00617916,0.0137291,0.0411579,0.0696959,0,0,0,0,0,0,0,0,0
109,0.0596065,0.0351492,0,0,0,0,0,0.0392267,0,0.0362954,0.0555458,0,0,0.0191304,0,0,0.0600065,0.031532,0.0315947,0.0389266,0.0156855,0.0430678,0.0324937,0.0325443,0.03232,0.0331736,0.0263469,0.0304304,0.0329465,0.0218572,0.0271209,0.0197156,0.0483479,0.022701,0.0243037,0.0464025,0,0.0165546,0.0397191,0.0322875,0,0,0.0183346,0,0,0.0204167,0.0516236,0.0521425,0.0261539,0.0300536,0.0483765,0.0426641,0.0364201,0.0620519,0.046192,0.0252703,0.0633303,0.0440688,0.048708,0.0774619,0.0584909,0.0291072,0.00626572,0.0135169,0.041165,0.0696206,0,0,0,0,0,0,0,0,0
110,0.0595275,0.0351197,0,0,0,0,0,0.0395828,0,0.0361921,0.0558861,0,0,0.0190712,0,0,0.059842,0.0315728,0.0317005,0.0386744,0.0157744,0.0426847,0.0321214,0.03243,0.0323364,0.0333047,0.0263459,0.0304697,0.0328239,0.0218887,0.0271805,0.0194218,0.0485553,0.0226231,0.0240265,0.0464528,0,0.0165335,0.0402368,0.0323326,0,0,0.0181123,0,0,0.0203771,0.0512623,0.0518239,0.0265197,0.0285179,0.0484389,0.0425956,0.0371886,0.062847,0.0463555,0.026342,0.0641734,0.0450342,0.0495148,0.0779134,0.0577372,0.0291405,0.00629012,0.0134363,0.0411542,0.0693686,0,0,0,0,0,0,0,0,0
111,0.0594594,0.0351471,0,0,0,0,0,0.0395782,0,0.036212,0.0562378,0,0,0.019098,0,0,0.0595936,0.0316119,0.0318305,0.0384453,0.0158984,0.0423991,0.0317226,0.0318333,0.0323442,0.033438,0.0262566,0.030458,0.0326776,0.0219602,0.0272002,0.0192052,0.0487578,0.0225825,0.0237024,0.0464424,0,0.0163387,0.041041,0.0323352,0,0,0.0180009,0,0,0.02018,0.051079,0.0511929,0.0268796,0.026866,0.0484414,0.0425324,0.0380104,0.0638194,0.0466594,0.027397,0.0649421,0.0458923,0.0503197,0.0780406,0.0568463,0.0292618,0.00639563,0.0133632,0.0412903,0.0691464,0,0,0,0,0,0,0,0,0
112,0.0593612,0.0351205,0,0,0,0,0,0.0394106,0,0.0362459,0.0565388,0,0,0.0191351,0,0,0.0594039,0.0317209,0.0317877,0.0382982,0.016069,0.0421556,0.0313751,0.0308613,0.0323213,0.0335575,0.0261523,0.030476,0.0326664,0.0221401,0.0271866,0.0187001,0.0488761,0.0225899,0.0234452,0.0462127,0,0.0159781,0.0418205,0.0323481,0,0,0.0179638,0,0,0.0200437,0.0511615,0.0506286,0.0272284,0.0251496,0.048539,0.0424079,0.0390245,0.0649475,0.0470053,0.0286667,0.0654759,0.0465027,0.0509802,0.0782415,0.0555419,0.0293483,0.00647112,0.0132259,0.0414945,0.0689741,0,0,0,0,0,0,0,0,0
113,0.0592801,0.0350774,0,0,0,0,0,0.0399283,0,0.0362554,0.0567869,0,0,0.0191923,0,0,0.0593012,0.0318364,0.0316649,0.0380988,0.0163047,0.0418865,0.0310697,0.0306486,0.0322656,0.0336645,0.0262361,0.030533,0.0327131,0.022185,0.0271286,0.0180674,0.0489321,0.022571,0.0232856,0.0455828,0,0.0156469,0.0426638,0.0323997,0,0,0.0179276,0,0,0.0199445,0.0513278,0.0500686,0.0276155,0.0233484,0.0486128,0.0422612,0.0401549,0.0660724,0.0474433,0.0301209,0.0657985,0.046908,0.0513336,0.0781537,0.0533527,0.0293567,0.00643109,0.0130983,0.0416813,0.0688525,0,0,0,0,0,0,0,0,0
114,0.0591786,0.0349871,0,0,0,0,0,0.0405416,0,0.0363201,0.0570982,0,0,0.0192068,0,0,0.0592455,0.0319908,0.0316219,0.037771,0.0165969,0.0416346,0.0308112,0.0308342,0.0322052,0.0337363,0.0264744,0.0306188,0.032691,0.0222521,0.0270693,0.0177121,0.048983,0.0225034,0.0231542,0.0447501,0,0.015702,0.0436242,0.0324799,0,0,0.017877,0,0,0.0199755,0.0512931,0.0494264,0.0280311,0.0215007,0.0487134,0.0421215,0.0413031,0.0672464,0.0478321,0.0316907,0.0660271,0.0471017,0.0515556,0.0778951,0.0503913,0.0293179,0.00633069,0.0130159,0.0417985,0.0689117,0,0,0,0,0,0,0,0,0
115,0.0590948,0.0348827,0,0,0,0,0,0.0410689,0,0.0364566,0.0573715,0,0,0.0192179,0,0,0.0592771,0.0321495,0.0316779,0.0375005,0.0169414,0.04136,0.0306825,0.0310209,0.0320062,0.0337558,0.0267797,0.0307617,0.032609,0.0223551,0.0271576,0.0176712,0.0490916,0.0223983,0.0230788,0.0439224,0,0.0159728,0.0447775,0.0325332,0,0,0.0178319,0,0,0.0199854,0.0511585,0.048802,0.0284427,0.0195546,0.0486647,0.0419976,0.0425299,0.0684182,0.0482076,0.0331512,0.0661496,0.0471244,0.0515822,0.077422,0.0469143,0.0293748,0.00638598,0.0129316,0.0418579,0.0692551,0,0,0,0,0,0,0,0,0
116,0.0590663,0.0348329,0,0,0,0,0,0.0414423,0,0.0367067,0.0574584,0,0,0.0191927,0,0,0.0593227,0.0324247,0.0316986,0.0373394,0.0173046,0.0411221,0.030693,0.0310176,0.0316901,0.0337383,0.0270287,0.0309166,0.0326088,0.0225895,0.0272858,0.0176601,0.049163,0.0222563,0.023123,0.0433341,0,0.0165267,0.0460422,0.032525,0,0,0.0177419,0,0,0.0198735,0.0510013,0.0481087,0.0289086,0.0174974,0.0485068,0.0418636,0.0438612,0.069396,0.0484911,0.0341313,0.0661898,0.0470424,0.0516201,0.0767296,0.0427139,0.0294511,0.00657585,0.0127955,0.0418429,0.0693946,0,0,0,0,0,0,0,0,0
117,0.0590515,0.0347985,0,0,0,0,0,0.0418469,0,0.0368249,0.0572739,0,0,0.019037,0,0,0.0593189,0.0327389,0.0316705,0.0372575,0.0177834,0.0409346,0.030666,0.0306955,0.0312684,0.0336867,0.0275223,0.0311241,0.0327478,0.0228581,0.0274353,0.0172034,0.0492188,0.0221922,0.0231873,0.0432629,0,0.0174285,0.0470662,0.0324283,0,0,0.0175306,0,0,0.0196813,0.0508124,0.0472462,0.0294002,0.0156061,0.0482352,0.0416766,0.0451613,0.069939,0.0483133,0.0354878,0.0662195,0.0469193,0.0517098,0.0760245,0.037673,0.0295306,0.00670351,0.0126049,0.041759,0.0692597,0,0,0,0,0,0,0,0,0
118,0.0590947,0.0347899,0,0,0,0,0,0.0424151,0,0.0368967,0.0571207,0,0,0.0188752,0,0,0.0592728,0.0331882,0.0316554,0.0369661,0.018425,0.0406956,0.0306899,0.0305196,0.0307348,0.0336897,0.0280461,0.0314206,0.0329027,0.0230813,0.0276182,0.0167236,0.0492961,0.0221635,0.0232509,0.0437648,0,0.0182688,0.0480355,0.0322529,0,0,0.0173629,0,0,0.0194564,0.0505483,0.046232,0.0299578,0.0140936,0.0480529,0.0415391,0.0462617,0.0699286,0.0477586,0.0371818,0.0662537,0.0468916,0.0518592,0.0755182,0.0324485,0.029615,0.00681801,0.0123351,0.0416691,0.0690948,0,0,0,0,0,0,0,0,0
119,0.0591496,0.0348051,0,0,0,0,0,0.0431275,0,0.0369839,0.056835,0,0,0.0187536,0,0,0.0592524,0.0337713,0.0315239,0.0366966,0.0190892,0.0403943,0.0307954,0.0304957,0.0301859,0.0337303,0.0285251,0.0318009,0.0331436,0.0232179,0.0277192,0.0163621,0.0494129,0.0221207,0.0233331,0.0449294,0,0.0190236,0.0489875,0.031999,0,0,0.0172526,0,0,0.0192106,0.0502019,0.0448816,0.0305378,0.0134017,0.0476481,0.0414101,0.0469859,0.0693601,0.0472247,0.0391541,0.066245,0.0469461,0.052071,0.075409,0.0278778,0.0296812,0.00704957,0.0119861,0.0416082,0.0689517,0,0,0,0,0,0,0,0,0
120,0.0592048,0.0347559,0,0,0,0,0,0.0438998,0,0.0371611,0.0563144,0,0,0.018619,0,0,0.0593115,0.0344479,0.0312989,0.0365136,0.0197296,0.0400342,0.0309591,0.0306195,0.0296436,0.0337591,0.0290212,0.0320701,0.0335896,0.0233993,0.0278474,0.0159929,0.0495514,0.0220952,0.0234543,0.0462904,0,0.0202141,0.0500797,0.0317553,0,0,0.0170795,0,0,0.0190617,0.0497965,0.0437877,0.0308302,0.0138025,0.047138,0.0411539,0.0474055,0.0680492,0.0466657,0.0414433,0.0663505,0.0471671,0.0524339,0.0756351,0.0243741,0.0297455,0.00733804,0.0117362,0.0415706,0.0687201,0,0,0,0,0,0,0,0,0
121,0.0592003,0.0347535,0,0,0,0,0,0.0446627,0,0.0374232,0.0557347,0,0,0.0185332,0,0,0.0593959,0.0351879,0.0310889,0.0361792,0.020425,0.0396713,0.0311339,0.0309469,0.0290821,0.0337333,0.0297838,0.0323488,0.0335795,0.023635,0.0279863,0.0155636,0.049645,0.0220009,0.0236409,0.0474501,0,0.0215356,0.051326,0.0315797,0,0,0.0169255,0,0,0.0189476,0.0493564,0.0429796,0.0307472,0.015255,0.0467303,0.0409097,0.0476588,0.0659545,0.0463705,0.0435466,0.0665162,0.0474927,0.0528665,0.0760058,0.0220071,0.0298887,0.0074266,0.0115125,0.0415491,0.0684253,0,0,0,0,0,0,0,0,0
122,0.0592137,0.0347373,0,0,0,0,0,0.0453703,0,0.037694,0.0550819,0,0,0.0184545,0,0,0.0594021,0.0359474,0.0310097,0.0358633,0.0210249,0.0395585,0.0313298,0.0313374,0.0285806,0.0336883,0.0304373,0.0327397,0.0336814,0.023966,0.0282689,0.0152496,0.0496465,0.0218612,0.0238462,0.0479828,0,0.0225583,0.0525041,0.0313925,0,0,0.0167967,0,0,0.0189138,0.0490434,0.0424682,0.0311987,0.0170739,0.0461926,0.0406304,0.0477123,0.0632446,0.0466543,0.045086,0.0664811,0.047638,0.0532371,0.0765034,0.0205921,0.0299997,0.00751674,0.0112769,0.0415014,0.0681845,0,0,0,0,0,0,0,0,0
123,0.0593012,0.0347525,0,0,0,0,0,0.0461011,0,0.0378605,0.0544633,0,0,0.0184018,0,0,0.0593523,0.0367246,0.0308439,0.035639,0.0215549,0.0395744,0.0315715,0.0317683,0.0281558,0.0336648,0.0308491,0.0330788,0.0338853,0.0242546,0.028502,0.0149866,0.0495785,0.0217991,0.0238959,0.0476105,0,0.0234621,0.0535174,0.0311924,0,0,0.0167208,0,0,0.018917,0.0489538,0.0425876,0.0320096,0.0187374,0.0456407,0.0403284,0.0478287,0.060444,0.0475022,0.0457922,0.0659364,0.0475444,0.053393,0.0769466,0.0198827,0.0301388,0.00777489,0.0110614,0.0414313,0.0680494,0,0,0,0,0,0,0,0,0
124,0.0593783,0.0347758,0,0,0,0,0,0.0468915,0,0.0379084,0.0540251,0,0,0.0183106,0,0,0.0593492,0.0374478,0.0306323,0.0354017,0.0219889,0.0396919,0.0318682,0.0321184,0.0277718,0.0337285,0.0310853,0.0333824,0.0341384,0.0244706,0.0284765,0.0147143,0.049552,0.0217742,0.02394,0.0465678,0,0.0243911,0.0543239,0.0310598,0,0,0.0166349,0,0,0.0188286,0.0491215,0.0434667,0.0325704,0.0201791,0.0453144,0.0400902,0.0480796,0.0580469,0.0479319,0.0470062,0.0653235,0.0473454,0.0534502,0.0772688,0.0196903,0.0301889,0.00797515,0.0108788,0.0413865,0.0680279,0,0,0,0,0,0,0,0,0
125,0.0594117,0.0348159,0,0,0,0,0,0.0476045,0,0.0377998,0.0537329,0,0,0.0182232,0,0,0.0593883,0.037918,0.0304748,0.0352829,0.0222209,0.0398129,0.0320346,0.0323336,0.0275204,0.033757,0.0312183,0.0335808,0.0342931,0.0246348,0.0284872,0.0144636,0.0496355,0.02181,0.0240191,0.0492086,0,0.0259447,0.0548196,0.0310145,0,0,0.0165497,0,0,0.0187487,0.0491049,0.0455665,0.0327791,0.0212825,0.0450822,0.0399305,0.0483717,0.0566305,0.0481634,0.0479857,0.064346,0.0465263,0.0521129,0.0761261,0.0232922,0.0302279,0.00810415,0.0108275,0.0414419,0.0680843,0,0,0,0,0,0,0,0,0
126,0.0590943,0.0354371,0,0,0,0,0,0.0450424,0,0.0354878,0.0535455,0,0,0.0180403,0,0,0.0598932,0.0380818,0.0291636,0.0350849,0.0228496,0.0388782,0.0320456,0.0325356,0.0266289,0.0339324,0.0318804,0.0347699,0.0351397,0.0261705,0.0299961,0.015237,0.0493576,0.0213914,0.0241974,0.0479556,0,0.024911,0.0556759,0.0310209,0,0,0.0160848,0,0,0.0196575,0.0487187,0.0456229,0.0334358,0.0221844,0.0442082,0.0401139,0.0471991,0.0551244,0.0469374,0.0477986,0.0666271,0.0491975,0.0541805,0.0771098,0.0222843,0.0299442,0.00740244,0.0110054,0.0421862,0.0678277,0,0,0,0,0,0,0,0,0
127,0.0590494,0.0355387,0,0,0,0,0,0.0454348,0,0.0352574,0.053467,0,0,0.0180035,0,0,0.0599701,0.0382099,0.0290305,0.0349995,0.0227929,0.0386674,0.0319047,0.0325296,0.0266336,0.0339658,0.0317576,0.0347566,0.0351595,0.0261082,0.0299914,0.015014,0.0492237,0.0212484,0.0242593,0.0486159,0,0.0252501,0.0560015,0.0310295,0,0,0.0159661,0,0,0.0198535,0.0483281,0.0464275,0.033724,0.0224491,0.0440828,0.0401331,0.0474337,0.0551443,0.0460721,0.0481641,0.0670713,0.0497297,0.0543469,0.0771012,0.0231673,0.0298992,0.00727202,0.0111092,0.0423807,0.0677558,0,0,0,0,0,0,0,0,0
128,0.0589894,0.0354378,0,0,0,0,0,0.0458352,0,0.0349087,0.0534596,0,0,0.0180661,0,0,0.0599373,0.0383316,0.0290301,0.0348105,0.0225723,0.0387243,0.0317488,0.032359,0.0266589,0.034077,0.0318609,0.034721,0.0350518,0.0260836,0.0301272,0.0145202,0.0491375,0.0212268,0.0242456,0.0481219,0,0.0249966,0.0559883,0.0311881,0,0,0.0159913,0,0,0.019732,0.0480317,0.0465188,0.0339075,0.0223351,0.0444262,0.0401637,0.0482949,0.0559079,0.0457762,0.0487064,0.0669382,0.0497799,0.0543082,0.0771335,0.0235094,0.0298155,0.00711558,0.0112415,0.0423409,0.0678032,0,0,0,0,0,0,0,0,0
129,0.059153,0.0357597,0,0,0,0,0,0.045665,0,0.034629,0,0,0,0.0183053,0,0,0.0601907,0.0379052,0.0328538,0.0402459,0.0200159,0.0374553,0.0321181,0.0303833,0.0299478,0.0365988,0.0291989,0.0314671,0.0312755,0.0238541,0.0296278,0.0137663,0.0487195,0.0216584,0.0250181,0.0470485,0,0.025349,0.056668,0.0308289,0,0,0.0164002,0,0,0.019526,0.0505602,0.0464434,0.0318702,0.0232028,0.0421834,0.0403313,0.0493588,0.055657,0.0461708,0.050727,0.066155,0.0493967,0.0537721,0.076659,0.022561,0.029413,0.00697658,0.0115009,0.0433158,0.0671146,0,0,0,0,0,0,0,0,0
130,0.0591499,0.0349139,0,0,0,0,0,0.0502555,0,0.0362429,0.0541922,0,0,0.0183166,0,0,0.0595123,0.0385245,0.0302602,0.0345901,0.0210691,0.0393804,0.0316648,0.0317496,0.0277442,0.0341684,0.0311081,0.0328818,0.0337861,0.0237687,0.0282753,0.0127718,0.049272,0.021286,0.0243313,0.0444407,0,0.0247113,0.0556443,0.0314579,0,0,0.0166762,0,0,0.019103,0.047782,0.0455388,0.0339481,0.0210101,0.0456798,0.0402169,0.0507915,0.0590099,0.046854,0.0496167,0.065304,0.0485316,0.0534263,0.0768908,0.0226155,0.0295885,0.00750808,0.0113828,0.0418242,0.0680437,0,0,0,0,0,0,0,0,0
131,0.0590254,0.0348899,0,0,0,0,0,0.0512798,0,0.0354696,0.0543859,0,0,0.0182953,0,0,0.0594187,0.0384151,0.0301142,0.034408,0.0202355,0.0391517,0.0315222,0.0313481,0.0281604,0.0342279,0.0310202,0.0325073,0.0339972,0.0234323,0.0282678,0.012365,0.0492415,0.0210847,0.0242295,0.0436579,0,0.0238558,0.0554818,0.0315945,0,0,0.0167975,0,0,0.0192382,0.0475631,0.0449916,0.0342691,0.019436,0.0459965,0.0404098,0.0511895,0.0607933,0.0470826,0.0485968,0.0653314,0.0486398,0.0534684,0.0767308,0.023269,0.0294936,0.00757607,0.0115121,0.0418406,0.067918,0,0,0,0,0,0,0,0,0
132,0.0589083,0.0348015,0,0,0,0,0,0.0520602,0,0.0347421,0.0545155,0,0,0.0183204,0,0,0.0593336,0.0382245,0.0300607,0.0343592,0.0194009,0.0388866,0.0313095,0.0309385,0.0285146,0.0342827,0.0307931,0.0320823,0.0339635,0.0230426,0.0282523,0.0118575,0.0490949,0.0209367,0.0241524,0.0442924,0,0.0227647,0.055102,0.0317035,0,0,0.0169796,0,0,0.0193242,0.0473409,0.0444993,0.034389,0.0174802,0.0461493,0.0407181,0.0514458,0.0626004,0.0472159,0.0481459,0.0657134,0.0487859,0.0538461,0.0768991,0.0235162,0.0293078,0.00772839,0.011703,0.041927,0.0678953,0,0,0,0,0,0,0,0,0
133,0.0588355,0.0347623,0,0,0,0,0,0.0526745,0,0.0340541,0.054627,0,0,0.0183697,0,0,0.0592373,0.0381006,0.0299822,0.0342075,0.0187052,0.0386079,0.0310541,0.0305758,0.0288263,0.0343862,0.0305728,0.0316992,0.0336794,0.0226552,0.028019,0.0112087,0.0488588,0.0207485,0.024044,0.0449737,0,0.0218328,0.0548601,0.0318086,0,0,0.0171257,0,0,0.0194127,0.0470395,0.0436848,0.0346077,0.0158792,0.0462112,0.0410642,0.0517461,0.0641503,0.0474377,0.0480294,0.0661073,0.0491382,0.0545201,0.0772894,0.023966,0.0292113,0.00788139,0.0118814,0.0420544,0.0678953,0,0,0,0,0,0,0,0,0
134,0.0587568,0.034787,0,0,0,0,0,0.0533602,0,0.0332976,0.0546646,0,0,0.0183639,0,0,0.0591041,0.0382198,0.0297457,0.0339103,0.017984,0.0383686,0.0308795,0.0303272,0.0291201,0.0344251,0.0304328,0.0313615,0.0334228,0.0222434,0.0275844,0.0105823,0.0487979,0.0205633,0.0238628,0.0450914,0,0.0215303,0.0550199,0.031922,0,0,0.0171974,0,0,0.0194332,0.0466038,0.0414527,0.0351034,0.0151878,0.0462248,0.0413091,0.0519071,0.0652462,0.0473339,0.0476556,0.066325,0.0492729,0.0546485,0.0772387,0.0236247,0.0291949,0.00785125,0.0119643,0.0422577,0.0678839,0,0,0,0,0,0,0,0,0
135,0.0586267,0.0348107,0,0,0,0,0,0.0540354,0,0.0324101,0.05433,0,0,0.0183309,0,0,0.0589526,0.0386209,0.0295038,0.0335309,0.0172452,0.0383156,0.0307914,0.0301491,0.0294952,0.034415,0.0303801,0.0310577,0.033187,0.0218992,0.0272397,0.00991951,0.0489396,0.0203407,0.0235811,0.0437336,0,0.0217089,0.0554643,0.0320623,0,0,0.0172167,0,0,0.0193066,0.0460214,0.0392009,0.0357551,0.0157865,0.0461065,0.0414847,0.051662,0.0653628,0.0465289,0.0467528,0.0660434,0.0489614,0.0536896,0.0763555,0.0228107,0.0292304,0.00771799,0.0119587,0.0425019,0.0679307,0,0,0,0,0,0,0,0,0
136,0.0584395,0.0348118,0,0,0,0,0,0.0546343,0,0.0313781,0.0536675,0,0,0.018282,0,0,0.0587982,0.039245,0.0292759,0.0329954,0.0165492,0.0384686,0.0307431,0.0300788,0.0298866,0.0343285,0.0302866,0.0307414,0.0327771,0.0215946,0.0268661,0.00914679,0.049043,0.0202066,0.0233211,0.0415851,0,0.0217326,0.0559359,0.032231,0,0,0.017243,0,0,0.0192061,0.0452815,0.0378342,0.0359312,0.0171513,0.0457504,0.041695,0.0508143,0.0645272,0.0458022,0.0455674,0.0653129,0.0482805,0.052221,0.0750084,0.0231479,0.0292402,0.00757909,0.0120022,0.0427583,0.0679941,0,0,0,0,0,0,0,0,0
137,0.0582844,0.0347916,0,0,0,0,0,0.055179,0,0.0303142,0.0526475,0,0,0.0182723,0,0,0.058689,0.0399038,0.0291246,0.0323286,0.0157787,0.0387268,0.0307194,0.0300941,0.0303448,0.0342362,0.0299985,0.0304102,0.0327352,0.0212692,0.026365,0.00836681,0.0490384,0.020113,0.0230756,0.0400958,0,0.0211891,0.0563685,0.032395,0,0,0.017339,0,0,0.0193666,0.0444711,0.0367329,0.0358132,0.0181,0.0452929,0.0419836,0.0495632,0.0631374,0.0452928,0.0445807,0.0644109,0.0473249,0.0510738,0.0740456,0.0244014,0.0291405,0.00770899,0.0121845,0.0430437,0.0680367,0,0,0,0,0,0,0,0,0
138,0.058164,0.0348969,0,0,0,0,0,0.0557189,0,0.0291909,0.051546,0,0,0.0182596,0,0,0.0586845,0.0405658,0.0290328,0.0316556,0.0150058,0.0390752,0.0307166,0.0301974,0.0309178,0.0341536,0.0295697,0.0300371,0.0328409,0.0208887,0.0257061,0.00770143,0.0490834,0.0200805,0.0229083,0.0395119,0,0.0208892,0.0568379,0.0325459,0,0,0.0175048,0,0,0.0195109,0.0437118,0.0353793,0.0357542,0.0179669,0.0448524,0.0422543,0.0483685,0.0617812,0.0451289,0.0441187,0.0638867,0.0462944,0.0504609,0.073837,0.0249566,0.0289441,0.0076687,0.0123451,0.0434406,0.067983,0,0,0,0,0,0,0,0,0
139,0.0580388,0.0350565,0,0,0,0,0,0.056187,0,0.028069,0.0503409,0,0,0.0182339,0,0,0.0586132,0.041218,0.0290663,0.0309578,0.0143263,0.0395212,0.0306244,0.0303296,0.0316852,0.0339982,0.0290006,0.0296615,0.0324822,0.0205232,0.0250801,0.00702889,0.0491217,0.0200145,0.0227548,0.0394563,0,0.0208246,0.0574375,0.0327212,0,0,0.0176787,0,0,0.0195918,0.0430488,0.0339758,0.0358913,0.0171195,0.0446532,0.0426402,0.0476219,0.0611229,0.0450601,0.043723,0.0641315,0.0454554,0.0501755,0.073928,0.0248814,0.0287714,0.00743008,0.0125875,0.0439176,0.0678999,0,0,0,0,0,0,0,0,0
140,0.0578088,0.0352354,0,0,0,0,0,0.0565867,0,0.0270736,0.0492402,0,0,0.0182307,0,0,0.0584512,0.0419434,0.0291468,0.0301801,0.0136871,0.0399466,0.0303987,0.0304646,0.0327758,0.0340181,0.0282646,0.0292557,0.0319739,0.0201672,0.0244911,0.00638064,0.0491826,0.0198211,0.022394,0.0397912,0,0.0209241,0.0581923,0.0330068,0,0,0.0178415,0,0,0.0197704,0.0423753,0.0332533,0.0360979,0.0163641,0.0447799,0.0431789,0.0474954,0.0612689,0.0445981,0.0426788,0.0647421,0.0451817,0.0501162,0.0738727,0.0248584,0.0285006,0.00739817,0.0129414,0.0444572,0.0678928,0,0,0,0,0,0,0,0,0
141,0.057511,0.0353958,0,0,0,0,0,0.0567276,0,0.0260067,0.0483482,0,0,0.0182564,0,0,0.0582188,0.0428846,0.029289,0.029417,0.0129796,0.0404657,0.0300645,0.0306022,0.0341237,0.0342532,0.0275399,0.02875,0.0315889,0.0198444,0.0236566,0.00603855,0.0493389,0.0196137,0.0219537,0.0406345,0,0.0210196,0.0588347,0.0333511,0,0,0.0180645,0,0,0.0199001,0.0414524,0.0332663,0.0361472,0.0164323,0.0450483,0.0438336,0.0477049,0.0616872,0.0437752,0.0418711,0.0645568,0.0455041,0.0502968,0.0735019,0.0248879,0.0283399,0.00728075,0.0133918,0.0449329,0.0679297,0,0,0,0,0,0,0,0,0
142,0.0571905,0.0355675,0,0,0,0,0,0.0563072,0,0.0249329,0.0471447,0,0,0.0183441,0,0,0.0579523,0.0439963,0.0294629,0.0286536,0.0120644,0.0411718,0.0296642,0.0306483,0.0353977,0.0347709,0.0267961,0.0281955,0.0314957,0.0193634,0.0222716,0.00655728,0.0495527,0.0194554,0.0215689,0.0415953,0,0.0208361,0.0591794,0.033738,0,0,0.0183503,0,0,0.0200285,0.0402801,0.0335489,0.0360621,0.0171539,0.0453882,0.0445299,0.0478724,0.061766,0.0431716,0.0410958,0.0639922,0.0461902,0.0503562,0.0731356,0.0248289,0.0281406,0.0070365,0.013774,0.0452784,0.0679727,0,0,0,0,0,0,0,0,0
143,0.0569175,0.03576,0,0,0,0,0,0.0554213,0,0.0239617,0.045695,0,0,0.0184648,0,0,0.057802,0.0450912,0.0295362,0.0278325,0.0110308,0.0421606,0.0292893,0.0305971,0.0365602,0.0355312,0.0262687,0.0276465,0.0314277,0.0185187,0.020643,0.00843022,0.0495825,0.0193807,0.0212173,0.04266,0,0.0208446,0.0590004,0.0341687,0,0,0.0186758,0,0,0.0202526,0.0390812,0.0337517,0.0358887,0.01788,0.0456343,0.0452622,0.0477978,0.0614445,0.0425084,0.0404115,0.0638262,0.0466088,0.0501921,0.0729911,0.0246753,0.0278776,0.00684357,0.0141957,0.0454359,0.0680165,0,0,0,0,0,0,0,0,0
