Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,RTHII,RTOE,IMUR_M
38,0.047204,0.0385333,0,0,0,0,0,0.0543315,0,0.0244814,0.0435181,0,0,0.0286345,0,0,0.0638665,0.039851,0.0306856,0.0230315,0.0153208,0.0337169,0.0395163,0.0316879,0.0368566,0.0330502,0.0295213,0.0344253,0.0377248,0.0250306,0.0284104,0.00588585,0.0350666,0.0173978,0.0289355,0.0452394,0,0.0203411,0.0541384,0.0387655,0,0,0.00996366,0,0,0.0165876,0.044721,0.0299491,0.0435164,0.0163327,0.0503989,0.0364289,0.0483067,0.0636693,0.0438944,0.0615906,0.0424188,0.0477794,0.0725259,0.0374126,0.0144924,0.0054285,0.0476373,0.0650664,0,0,0,0,0,0,0,0,0,0.0224202,0
39,0.0472039,0.0385209,0,0,0,0,0,0.0536264,0,0.0232934,0.0424598,0,0,0.0287081,0,0,0.0639331,0.0405203,0.0307825,0.0221517,0.0150378,0.0340681,0.0396985,0.0318928,0.0377302,0.0331508,0.0288477,0.0333835,0.0373751,0.0246432,0.0274862,0.00531282,0.0349063,0.0174898,0.0288772,0.0451786,0,0.020505,0.0543273,0.0389006,0,0,0.00998823,0,0,0.016663,0.0436996,0.0300882,0.0437914,0.0159664,0.0505187,0.0367377,0.0482604,0.0639153,0.0419866,0.0613486,0.0421674,0.0472795,0.0718907,0.0371324,0.0143544,0.00565221,0.0476595,0.0653514,0,0,0,0,0,0,0,0,0,0.0228748,0
40,0.0472306,0.0385277,0,0,0,0,0,0.0526093,0,0.0221538,0.0413962,0,0,0.0288333,0,0,0.0640643,0.0411958,0.0311058,0.0211633,0.0149748,0.0347036,0.0398567,0.0318744,0.0386686,0.0334195,0.0279984,0.0334807,0.0370156,0.0242973,0.0263169,0.00648898,0.0346575,0.0175379,0.0290038,0.0451042,0,0.0205753,0.0543615,0.039068,0,0,0.0101117,0,0,0.0166689,0.0424664,0.03009,0.0440949,0.0159952,0.0506124,0.0370868,0.0481201,0.0640021,0.0401971,0.0608789,0.0416252,0.0467713,0.0712227,0.0367842,0.0141133,0.00589949,0.0476463,0.0656866,0,0,0,0,0,0,0,0,0,0.0225778,0
41,0.0472576,0.0385226,0,0,0,0,0,0.0516974,0,0.0210581,0.0401549,0,0,0.0290113,0,0,0.0643286,0.041873,0.0312555,0.0202033,0.0150899,0.0355611,0.0401045,0.0317531,0.0396686,0.0339294,0.0270843,0.0335096,0.0367656,0.0239046,0.0248696,0.00944995,0.0343575,0.0175872,0.0292427,0.0450419,0,0.0205376,0.0543102,0.0392126,0,0,0.0102932,0,0,0.0166672,0.0412592,0.0299258,0.0444626,0.0160259,0.0505958,0.0374372,0.0476674,0.0637144,0.0388772,0.0603313,0.0410904,0.0461288,0.0707976,0.0365308,0.0139253,0.00615964,0.0475954,0.0660209,0,0,0,0,0,0,0,0,0,0.0219491,0
42,0.0472823,0.0385057,0,0,0,0,0,0.0502746,0,0.0200402,0.0387786,0,0,0.029329,0,0,0.0646701,0.0425001,0.0314462,0.0193298,0.0150983,0.0365432,0.0404354,0.0315123,0.0405956,0.0345671,0.0260831,0.0331915,0.0365958,0.0234479,0.0232816,0.0136639,0.034047,0.0176188,0.0296702,0.0451363,0,0.0204701,0.0543202,0.0393766,0,0,0.0104322,0,0,0.0167215,0.0403799,0.0298211,0.0449442,0.0160232,0.0505025,0.0377968,0.0470062,0.063263,0.0379842,0.0598397,0.0408847,0.0455941,0.0704797,0.0360923,0.0136469,0.00648705,0.0474986,0.0663861,0,0,0,0,0,0,0,0,0,0.0213231,0
43,0.047808,0.0383244,0,0,0,0,0,0.048814,0,0.0189778,0.0375794,0,0,0.0305374,0,0,0.0656736,0.042143,0.031491,0.0183879,0.0151673,0.0387496,0.0421628,0.0308277,0.0411836,0.0352196,0.024914,0.0328685,0.0366909,0.0229004,0.021671,0.0189135,0.0328977,0.0180278,0.0308027,0.0456118,0,0.0201714,0.0513474,0.0395002,0,0,0.0108731,0,0,0.0169218,0.0402095,0.0275864,0.0419123,0.0171466,0.0503088,0.0380428,0.0444451,0.0600393,0.0355984,0.0623494,0.0433317,0.0474821,0.0722866,0.0352897,0.0131452,0.00691119,0.0467611,0.0678301,0,0,0,0,0,0,0,0,0.047253,0.0213568,0
44,0.0478212,0.0382695,0,0,0,0,0,0.0476152,0,0.018294,0.0361131,0,0,0.0313055,0,0,0.0660628,0.042753,0.0317686,0.0177635,0.0149704,0.039798,0.0430517,0.0307839,0.0417968,0.0360978,0.0238897,0.0321919,0.0365812,0.022082,0.0200796,0.0245719,0.0323341,0.0181213,0.0310986,0.0456727,0,0.0202092,0.0514099,0.0397482,0,0,0.0112475,0,0,0.0170617,0.0396289,0.0274507,0.0424251,0.0172655,0.0504234,0.0385102,0.0439414,0.059627,0.0348626,0.0620935,0.0430481,0.0474079,0.0721474,0.0348423,0.0128557,0.00730788,0.0465642,0.0680958,0,0,0,0,0,0,0,0,0.0474013,0.021585,0
45,0.047805,0.0382209,0,0,0,0,0,0.0464804,0,0.0178769,0.0347316,0,0,0.0320508,0,0,0.066503,0.0434489,0.0322093,0.0171896,0.0147286,0.0406719,0.0437751,0.0307413,0.0425016,0.0371583,0.0228554,0.0315676,0.0363829,0.0213551,0.0187785,0.0300208,0.0317119,0.018221,0.031531,0.0454729,0,0.0201271,0.0516361,0.039987,0,0,0.0115949,0,0,0.0171056,0.0389596,0.0273156,0.0430661,0.0172407,0.0507057,0.0391412,0.0436227,0.0594141,0.0341388,0.0619441,0.0427482,0.0474335,0.0720479,0.0342956,0.0124848,0.00775293,0.0464101,0.0682319,0,0,0,0,0,0,0,0,0.0474138,0.0221191,0
46,0.0478223,0.0381638,0,0,0,0,0,0.0454051,0,0.0178085,0.0336192,0,0,0.0327196,0,0,0.066927,0.0442471,0.0325751,0.0165111,0.0145386,0.0414865,0.044427,0.0305054,0.0432011,0.0384343,0.0219838,0.0312601,0.0359944,0.0208665,0.0179491,0.035098,0.0311118,0.0182967,0.0320442,0.0453064,0,0.0201122,0.0518364,0.040197,0,0,0.0118955,0,0,0.0171495,0.0381895,0.0272969,0.0436118,0.0171722,0.0511969,0.0398643,0.0435804,0.059344,0.033618,0.0619603,0.0426723,0.0474008,0.0719567,0.0337503,0.012105,0.00827945,0.0463447,0.068439,0,0,0,0,0,0,0,0,0.0474086,0.0226204,0
47,0.0478918,0.038089,0,0,0,0,0,0.0447677,0,0.0180337,0.0326789,0,0,0.0333186,0,0,0.0672244,0.0451178,0.0335787,0.0158099,0.014458,0.0424798,0.0449981,0.0303243,0.0439236,0.039788,0.0213145,0.0313232,0.0355557,0.0209662,0.017599,0.0401714,0.030578,0.0183815,0.0323547,0.0452721,0,0.0201955,0.0520359,0.0404209,0,0,0.0122249,0,0,0.0173096,0.037553,0.0273994,0.043982,0.0170956,0.0516237,0.0406283,0.043344,0.059203,0.033208,0.0617464,0.0427524,0.0473978,0.0717288,0.0332738,0.0117456,0.00880321,0.0463443,0.0687897,0,0,0,0,0,0,0,0,0.0476068,0.0228249,0
48,0.0479771,0.037952,0,0,0,0,0,0.0448952,0,0.0184688,0.0318208,0,0,0.0337921,0,0,0.0673991,0.0458866,0.0344148,0.0153784,0.0142665,0.0436253,0.0453765,0.0305734,0.0445347,0.0411335,0.020959,0.0314766,0.035172,0.0211025,0.0173324,0.0459768,0.0301094,0.0183585,0.0326618,0.0453524,0,0.0203639,0.0523835,0.0406716,0,0,0.0125744,0,0,0.0175698,0.0372844,0.0276846,0.0441628,0.0171072,0.0518572,0.0413769,0.0429446,0.0590355,0.0329173,0.0612918,0.0428606,0.0474116,0.0715181,0.0328878,0.0113634,0.00938766,0.0463647,0.0691418,0,0,0,0,0,0,0,0,0.0477246,0.0228974,0
49,0.0480793,0.0377937,0,0,0,0,0,0.0449491,0,0.0193845,0.0310364,0,0,0.0341619,0,0,0.0674685,0.046532,0.0353462,0.0148698,0.0139645,0.044873,0.0455591,0.0315025,0.0448425,0.0422304,0.0209323,0.0318207,0.0350848,0.0208718,0.0169258,0.05318,0.0296929,0.0181484,0.0330211,0.0454889,0,0.0206212,0.0527954,0.0409523,0,0,0.0128823,0,0,0.0176766,0.037187,0.0281048,0.0441997,0.0171631,0.0518595,0.0420502,0.0429224,0.0589072,0.0326917,0.060941,0.0429348,0.0473974,0.071334,0.0324796,0.0111092,0.00969615,0.046354,0.069506,0,0,0,0,0,0,0,0,0.0477353,0.0230087,0
50,0.0481042,0.0377566,0,0,0,0,0,0.0430201,0,0.0207422,0.030267,0,0,0.0344,0,0,0.067413,0.0470775,0.0367692,0.0143422,0.0136719,0.0460233,0.0454972,0.03199,0.0445879,0.0430809,0.0208982,0.0322279,0.0352002,0.0207315,0.016512,0.0599575,0.0293175,0.0178957,0.0330576,0.045652,0,0.0209271,0.0531317,0.0412937,0,0,0.013123,0,0,0.0176776,0.0371597,0.0285484,0.0440471,0.017211,0.0516202,0.0425571,0.0429294,0.058777,0.0326188,0.0610364,0.0429146,0.0473154,0.071141,0.0321185,0.0108692,0.00992332,0.0463238,0.069875,0,0,0,0,0,0,0,0,0.0476796,0.0230737,0
51,0.0481079,0.0378185,0,0,0,0,0,0.0399378,0,0.0227837,0.0294114,0,0,0.0345629,0,0,0.0673003,0.0474555,0.0389544,0.0139099,0.0134527,0.0468697,0.0453903,0.0322706,0.0442916,0.0435575,0.020833,0.0325792,0.0355671,0.0211582,0.0165824,0.0653678,0.0289999,0.0177262,0.0327542,0.0457799,0,0.0211812,0.0533506,0.0416174,0,0,0.0133066,0,0,0.0176489,0.0372375,0.0289039,0.0437833,0.0172521,0.0512657,0.0429168,0.0428707,0.0585579,0.0326428,0.0610452,0.0428423,0.0472406,0.0709611,0.0319901,0.0107029,0.010141,0.0462107,0.0702292,0,0,0,0,0,0,0,0,0.0475972,0.0230319,0
52,0.048138,0.0379074,0,0,0,0,0,0.0373546,0,0.0249045,0.0287079,0,0,0.0346861,0,0,0.0671444,0.0476212,0.0403458,0.0137556,0.0134204,0.0472578,0.045265,0.0324633,0.0442865,0.0438107,0.0207933,0.0324414,0.0359565,0.0223733,0.0176122,0.0686432,0.0288321,0.0174904,0.0324894,0.0458053,0,0.0213584,0.0535457,0.041839,0,0,0.0135173,0,0,0.0175487,0.0374349,0.0291973,0.0434912,0.0173505,0.0508464,0.0431586,0.0427917,0.0582714,0.0327559,0.0608642,0.0427453,0.0471844,0.0708139,0.0319719,0.0105397,0.0100664,0.045962,0.0705037,0,0,0,0,0,0,0,0,0.0475377,0.0229919,0
53,0.0481725,0.0380127,0,0,0,0,0,0.0366221,0,0.0258402,0.0281449,0,0,0.0346018,0,0,0.0669522,0.0476022,0.0398009,0.0138087,0.0134564,0.047245,0.045045,0.0321687,0.0443671,0.04417,0.0209051,0.0325005,0.0357299,0.0237206,0.0188003,0.068673,0.0288501,0.0173545,0.0321709,0.0457103,0,0.0214901,0.0536949,0.0418506,0,0,0.0135542,0,0,0.0174271,0.0377063,0.0294578,0.0431817,0.0174417,0.0504079,0.0431482,0.0426356,0.0580518,0.0327807,0.0606198,0.042647,0.047116,0.0706635,0.0320727,0.0104636,0.00994574,0.0456858,0.0706538,0,0,0,0,0,0,0,0,0.0475268,0.0230232,0
54,0.0482575,0.0381148,0,0,0,0,0,0.0362093,0,0.0257904,0.0276684,0,0,0.0344114,0,0,0.066761,0.0474055,0.0388185,0.0139309,0.0135306,0.047032,0.0447769,0.031254,0.0443727,0.0446655,0.0213012,0.0327337,0.0355121,0.0245278,0.0197683,0.066628,0.0289757,0.0172666,0.0318909,0.0455899,0,0.0215242,0.054077,0.0417942,0,0,0.0134346,0,0,0.0172455,0.0379961,0.0296891,0.0428654,0.0173061,0.0499541,0.0429277,0.0425412,0.0578936,0.0326818,0.0604468,0.0426166,0.0470955,0.0705704,0.0323047,0.0106034,0.00974227,0.0454402,0.0708047,0,0,0,0,0,0,0,0,0.0473453,0.0231077,0
55,0.0483901,0.0381878,0,0,0,0,0,0.0369838,0,0.0259317,0.0273864,0,0,0.0341509,0,0,0.0666305,0.047072,0.0378189,0.014056,0.0134987,0.0468107,0.044407,0.0304575,0.0444237,0.0452462,0.0218786,0.0332324,0.0354512,0.0250234,0.0206065,0.0641556,0.0291608,0.0172936,0.031635,0.0454115,0,0.0214302,0.0546459,0.0417025,0,0,0.0132332,0,0,0.0171085,0.0383362,0.0299529,0.0425259,0.0170661,0.0494628,0.0425831,0.0425315,0.0577575,0.03252,0.0603602,0.0425576,0.0471011,0.0704994,0.0325935,0.0109061,0.00951867,0.0452188,0.0709764,0,0,0,0,0,0,0,0,0.0469803,0.0231881,0
56,0.048568,0.0382247,0,0,0,0,0,0.0382687,0,0.0260992,0.0273124,0,0,0.0339296,0,0,0.0665866,0.0466887,0.0374149,0.0141044,0.013499,0.0466132,0.0439554,0.0300194,0.0444493,0.0457275,0.0223023,0.0337244,0.0355938,0.0256978,0.0213274,0.0623648,0.0293283,0.0175325,0.031381,0.0453045,0,0.0212911,0.055451,0.0416229,0,0,0.0129786,0,0,0.0170318,0.0387288,0.0301845,0.0421105,0.0168289,0.0490306,0.0422354,0.0423837,0.0576291,0.032258,0.0604154,0.0425304,0.0471636,0.0705141,0.0329158,0.0111094,0.00938501,0.0450151,0.0711324,0,0,0,0,0,0,0,0,0.0469882,0.0231316,0
57,0.048863,0.0382554,0,0,0,0,0,0.0386957,0,0.0264271,0.0273371,0,0,0.0337258,0,0,0.0664905,0.0463525,0.0373396,0.0139891,0.0135996,0.046494,0.0434637,0.0297576,0.0445686,0.0459236,0.0226498,0.03396,0.0357099,0.0260828,0.0215358,0.0613153,0.0294164,0.0176463,0.031234,0.0451999,0,0.0211618,0.0562738,0.0415732,0,0,0.0127818,0,0,0.0170258,0.0393254,0.0302223,0.0416641,0.0166422,0.0486162,0.0419773,0.041985,0.0576367,0.0319105,0.060161,0.0424951,0.0472335,0.070518,0.0331633,0.0112285,0.00921215,0.0448776,0.0712555,0,0,0,0,0,0,0,0,0.0472764,0.022987,0
58,0.0490096,0.0382946,0,0,0,0,0,0.0386104,0,0.0269615,0.0273832,0,0,0.0335745,0,0,0.0663782,0.0460569,0.0374068,0.0138163,0.0138839,0.0465482,0.0429714,0.0295563,0.0449017,0.0460906,0.02295,0.0340265,0.035747,0.026075,0.0215257,0.0606986,0.0295698,0.0175082,0.031314,0.0451359,0,0.0211319,0.0568963,0.0415226,0,0,0.0126594,0,0,0.0170603,0.0401275,0.0303358,0.0411898,0.0164708,0.0482656,0.0418124,0.0414502,0.0576118,0.0315005,0.0598746,0.0423597,0.0472062,0.0704217,0.0332739,0.0113067,0.00902576,0.0448367,0.0712963,0,0,0,0,0,0,0,0,0.047199,0.0228041,0
59,0.0489596,0.0383279,0,0,0,0,0,0.0386119,0,0.0274674,0.0274758,0,0,0.0334463,0,0,0.0662753,0.045788,0.0372342,0.0137342,0.0141887,0.0467678,0.0424633,0.0294134,0.0449357,0.046139,0.0232334,0.0340081,0.0357132,0.025968,0.0215901,0.0601764,0.0297142,0.0172224,0.0315065,0.0451128,0,0.0211429,0.057289,0.0415141,0,0,0.0125927,0,0,0.0170882,0.0403015,0.0306117,0.0404357,0.0163976,0.0479563,0.0417784,0.0410412,0.057163,0.0310913,0.0597145,0.0422177,0.0471615,0.0703337,0.0333076,0.0113622,0.00900562,0.044914,0.071265,0,0,0,0,0,0,0,0,0.0472482,0.0226382,0
60,0.0488113,0.0383441,0,0,0,0,0,0.0388523,0,0.0276938,0.0276655,0,0,0.0333502,0,0,0.0661752,0.0455635,0.0368382,0.0136252,0.0144184,0.0471329,0.0419573,0.0294026,0.0447747,0.045955,0.0235756,0.0338513,0.0357302,0.0258933,0.0217118,0.0591626,0.029842,0.0171738,0.0315526,0.0451415,0,0.0211762,0.0576616,0.0415683,0,0,0.0125467,0,0,0.0171099,0.0402098,0.0308937,0.0393698,0.016372,0.0476606,0.0418692,0.0406987,0.0567064,0.0308025,0.0597779,0.0421245,0.0471653,0.0702791,0.0332776,0.0113003,0.00897592,0.045148,0.0711343,0,0,0,0,0,0,0,0,0.047509,0.0225567,0
61,0.0487042,0.0383273,0,0,0,0,0,0.0392385,0,0.0275897,0.0280302,0,0,0.0332258,0,0,0.0661047,0.0453695,0.0361812,0.0136642,0.01451,0.0476609,0.0414409,0.0294036,0.0445757,0.0457739,0.0238723,0.0337658,0.0357642,0.0261036,0.022043,0.0573388,0.0299697,0.0172546,0.031596,0.0452378,0,0.0213429,0.057947,0.0416326,0,0,0.0125093,0,0,0.0170935,0.0404566,0.0311655,0.0386773,0.0163887,0.0474276,0.0419694,0.0403467,0.0562938,0.030877,0.0596799,0.042102,0.0471562,0.0702579,0.0332364,0.0112177,0.00903157,0.0454986,0.0709611,0,0,0,0,0,0,0,0,0.04765,0.0226417,0
62,0.0485212,0.0382809,0,0,0,0,0,0.0397477,0,0.0273766,0.0285499,0,0,0.0330209,0,0,0.0660175,0.0452553,0.0352334,0.0141064,0.0145658,0.0482765,0.0408341,0.0294978,0.0445731,0.0460587,0.0238785,0.033876,0.0357824,0.0265103,0.0225728,0.0550495,0.0301894,0.01731,0.0316861,0.0454042,0,0.0215535,0.0582934,0.0415925,0,0,0.0124988,0,0,0.0171109,0.040951,0.0314477,0.0381565,0.0164221,0.0471591,0.0419951,0.0401772,0.0560649,0.030935,0.059748,0.0420713,0.0470911,0.0701721,0.0332127,0.0113317,0.00917825,0.0458999,0.0706953,0,0,0,0,0,0,0,0,0.0476298,0.0226943,0
63,0.0482891,0.038124,0,0,0,0,0,0.041412,0,0.0276201,0.0306886,0,0,0.0325613,0,0,0.0657676,0.0452472,0.0365812,0.0164545,0.014671,0.0492678,0.0399133,0.0284535,0.0457677,0,0.0236202,0.0320636,0.0333275,0.0251441,0.0218034,0.051924,0.0307096,0.017251,0.0317321,0.045532,0,0.0217699,0.0596931,0.0409684,0,0,0.0121634,0,0,0.0169931,0.0418511,0.0320211,0.0368885,0.0167612,0.0461916,0.041127,0.0399923,0.055731,0.0310835,0.0592162,0.0417711,0.0467372,0.0698131,0.0337332,0.0117644,0.00872776,0.0463071,0.0696647,0,0,0,0,0,0,0,0,0.0480234,0.0226439,0
64,0.0481186,0.0381571,0,0,0,0,0,0.0425085,0,0.0272994,0.0310957,0,0,0.0323844,0,0,0.0656336,0.0452418,0.0360685,0.0169592,0.0145489,0.0497555,0.039387,0.0295401,0.0460404,0,0.0234106,0.0320685,0.0329006,0.025468,0.0224099,0.04934,0.0309135,0.0173142,0.0317913,0.0456398,0,0.0218849,0.0599185,0.0409333,0,0,0.0121494,0,0,0.0170932,0.0421779,0.0322268,0.036331,0.016863,0.0459105,0.0411443,0.0400285,0.0555168,0.0309671,0.0591092,0.0418467,0.0468032,0.0698628,0.0337422,0.0117027,0.0088484,0.0464571,0.0692618,0,0,0,0,0,0,0,0,0.0481448,0.0225096,0
65,0.0479632,0.0382049,0,0,0,0,0,0.0437232,0,0.0269362,0.0316765,0,0,0.0323661,0,0,0.0654694,0.0451385,0.0358997,0.0173566,0.0145223,0.0502072,0.0389993,0.0302485,0.0461593,0,0.0235613,0.0320976,0.0328721,0.025781,0.0229288,0.0473742,0.0309613,0.0174736,0.0316077,0.045633,0,0.0219342,0.0602878,0.0409656,0,0,0.0121921,0,0,0.0171315,0.0426635,0.0328433,0.0356249,0.017036,0.0456614,0.0412422,0.0399669,0.0552629,0.0308715,0.0591142,0.0419131,0.0468701,0.0697276,0.0336844,0.0117767,0.00910477,0.0464189,0.0689905,0,0,0,0,0,0,0,0,0.0482214,0.0225266,0
66,0.0478478,0.038217,0,0,0,0,0,0.0451059,0,0.0267858,0.0322109,0,0,0.0324065,0,0,0.0653133,0.0450843,0.0356104,0.017818,0.0146378,0.050562,0.0386744,0.0307883,0.0460752,0,0.0237575,0.0319825,0.0329656,0.026196,0.0233728,0.0458947,0.0309245,0.0175088,0.0314524,0.0457251,0,0.0220058,0.0606433,0.0409863,0,0,0.0122399,0,0,0.0171016,0.0431378,0.0333399,0.0349409,0.017126,0.0454333,0.0413227,0.0399342,0.0551292,0.0307778,0.0592146,0.0419441,0.0469078,0.0696503,0.0336871,0.0118373,0.00940297,0.0462779,0.0687931,0,0,0,0,0,0,0,0,0.048281,0.0224772,0
67,0.0477531,0.0382061,0,0,0,0,0,0.0465883,0,0.0267184,0.0328643,0,0,0.0324641,0,0,0.0651799,0.0450975,0.0352576,0.0183297,0.0146077,0.0508763,0.0383518,0.0312559,0.0463611,0,0.0238452,0.0318461,0.0331637,0.026545,0.0237621,0.0444986,0.0309706,0.0173877,0.0313333,0.045873,0,0.0221211,0.061011,0.0409855,0,0,0.0122801,0,0,0.0170695,0.0435957,0.033593,0.0343254,0.0171479,0.045176,0.0413359,0.0399366,0.0551605,0.0304928,0.0589676,0.0418719,0.0468542,0.0696513,0.0337386,0.0118115,0.00956472,0.0460657,0.0685451,0,0,0,0,0,0,0,0,0.048259,0.0220672,0
68,0.0476845,0.0382251,0,0,0,0,0,0.0462817,0,0.0263775,0.0335819,0,0,0.0324984,0,0,0.0650752,0.0451483,0.0350398,0.0187799,0.0144779,0.0511737,0.0380724,0.031585,0.0470147,0,0.0240345,0.0318813,0.0333662,0.0267491,0.0240948,0.043005,0.0311023,0.0171661,0.0312866,0.0459036,0,0.0221893,0.0614395,0.0409761,0,0,0.0123533,0,0,0.0169769,0.0440695,0.0339382,0.0337484,0.0171911,0.0448821,0.0412983,0.0399872,0.0553163,0.0300461,0.0586573,0.0417532,0.0467526,0.0697869,0.0337693,0.0117139,0.00960145,0.0457747,0.0682561,0,0,0,0,0,0,0,0,0.04816,0.0217965,0
69,0.0477822,0.0382932,0,0,0,0,0,0.0453968,0,0.0252293,0.0328909,0,0,0.0328303,0,0,0.0651699,0.0450467,0.0327121,0.0167498,0.01519,0.0511231,0.0380902,0.0327294,0.0463962,0.0429204,0.0246096,0.0341883,0.0357025,0.028822,0.0258503,0.041837,0.0308621,0.0171398,0.031411,0.0459337,0,0.0221461,0.0611963,0.0414806,0,0,0.0126758,0,0,0.0171485,0.0443888,0.0340927,0.0337858,0.0171408,0.0454639,0.0421663,0.0398199,0.0551203,0.0297604,0.0588015,0.041916,0.0469205,0.0704028,0.0332808,0.0112996,0.0101068,0.0451661,0.0689148,0,0,0,0,0,0,0,0,0.0478833,0.021651,0
70,0.0476355,0.0382836,0,0,0,0,0,0.0468674,0,0.0257519,0.0349409,0,0,0.0324641,0,0,0.0648585,0.0451582,0.0352917,0.0196306,0.0148546,0.0515266,0.0376179,0.0320397,0.0478688,0,0.0237471,0.0325885,0.033841,0.0275967,0.0253541,0.0407834,0.0312962,0.0171081,0.0310464,0.0460182,0,0.0224047,0.06209,0.0408551,0,0,0.0122265,0,0,0.0168938,0.0450303,0.0349312,0.0324939,0.0173946,0.0444544,0.0412704,0.0398214,0.0545712,0.030064,0.058484,0.0418063,0.0466883,0.0700243,0.0338111,0.0118388,0.00952845,0.0451525,0.0678874,0,0,0,0,0,0,0,0,0.0482725,0.0214363,0
71,0.0477078,0.0383672,0,0,0,0,0,0.0468269,0,0.0248184,0.0343581,0,0,0.0327201,0,0,0.0649391,0.0450255,0.0327199,0.0175607,0.0158621,0.0513443,0.037699,0.0339168,0.0470266,0.0417345,0.0243596,0.0350408,0.0361575,0.0295646,0.0270398,0.039704,0.0310861,0.0172539,0.0308766,0.0459989,0,0.0224422,0.061783,0.041337,0,0,0.0125165,0,0,0.0170323,0.0454099,0.0349398,0.0323907,0.0173057,0.0449479,0.0419979,0.0395956,0.0540425,0.029799,0.0586292,0.0419439,0.0468318,0.0700473,0.0334418,0.0115404,0.0100004,0.0447749,0.068609,0,0,0,0,0,0,0,0,0.0482898,0.0211977,0
72,0.0476148,0.0384214,0,0,0,0,0,0.0475387,0,0.0246891,0.0351201,0,0,0.0325627,0,0,0.0648472,0.0451282,0.0321412,0.0181739,0.0158593,0.0513572,0.0373994,0.0350896,0.0472313,0.0412264,0.024851,0.0353179,0.0364307,0.0298684,0.0275615,0.0379385,0.0312911,0.0172301,0.0306198,0.0459328,0,0.0225393,0.0619586,0.0413178,0,0,0.0124869,0,0,0.0169629,0.0458383,0.0352664,0.0318242,0.0173334,0.0448531,0.0418761,0.0395323,0.0539198,0.02969,0.0585027,0.0419967,0.0468493,0.0700742,0.0335675,0.0115742,0.00989915,0.0447235,0.0684527,0,0,0,0,0,0,0,0,0.0484857,0.0211423,0
73,0.0474235,0.0384223,0,0,0,0,0,0.0488314,0,0.024901,0.0372183,0,0,0.0320147,0,0,0.0646471,0.0454073,0.0337984,0.0211538,0.0145946,0.0515104,0.0367793,0.0348053,0.0488149,0,0.0250327,0.0336189,0.0348439,0.0287196,0.0271216,0.0357066,0.0318114,0.0170378,0.0303909,0.0460506,0,0.0227691,0.0625675,0.0407909,0,0,0.0120922,0,0,0.0167356,0.0462714,0.0357712,0.0307998,0.017662,0.0438399,0.0409505,0.0397004,0.0540082,0.0297951,0.0583164,0.0419764,0.0466951,0.0699284,0.0340677,0.0119281,0.00925304,0.0450071,0.0674705,0,0,0,0,0,0,0,0,0.0486919,0.0211651,0
74,0.0475091,0.038519,0,0,0,0,0,0.04878,0,0.023521,0.0367294,0,0,0.0320356,0,0,0.0647897,0.0454889,0.0309695,0.0192388,0.0152408,0.0510232,0.0366222,0.0360127,0.0484019,0.04011,0.0262955,0.0357032,0.0370469,0.0304423,0.0285402,0.0331156,0.031702,0.0170607,0.0305106,0.0461116,0,0.0228648,0.0621856,0.0412603,0,0,0.0124151,0,0,0.0169991,0.0466734,0.0355335,0.030842,0.0177414,0.0443235,0.0416457,0.0397163,0.0538324,0.0295268,0.058452,0.0421341,0.0467925,0.070167,0.0336442,0.0116621,0.00953132,0.0449069,0.0681531,0,0,0,0,0,0,0,0,0.0482121,0.0210559,0
75,0.0475311,0.0385523,0,0,0,0,0,0.0500453,0,0.0232321,0.0377474,0,0,0.0317607,0,0,0.064683,0.0455543,0.0304693,0.0197038,0.0143246,0.0507992,0.03627,0.036415,0.0485726,0.0395001,0.0269477,0.035991,0.0373225,0.0307582,0.0290534,0.0302335,0.0319848,0.0171619,0.030341,0.0461741,0,0.0230823,0.0623122,0.0412927,0,0,0.012191,0,0,0.0169797,0.0474398,0.0356972,0.0302739,0.0179856,0.0440201,0.0415962,0.0398289,0.0536808,0.0296393,0.0584389,0.0421879,0.0467408,0.0701654,0.0337434,0.0118979,0.00937312,0.0451379,0.0680192,0,0,0,0,0,0,0,0,0.0477319,0.0209602,0
