Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUL_R,IMUR_M,LTHII,
116,0.0466232,0.0400177,0,0,0,0,0.0489591,0,0.0262006,0.0446427,0,0,0.0241004,0,0,0.0596349,0.0422133,0.03251,0.0281702,0,0.0516923,0.0242525,0.0408015,0.0396438,0.03423,0.0417506,0.0415758,0.0320071,0.0314165,0.0274304,0.0426394,0.0202963,0.0244867,0.0469373,0,0.0282752,0.0600456,0.0408575,0,0,0.0136499,0,0,0.0182311,0.0535679,0.0406988,0.0240173,0.0201675,0.0421182,0.0375323,0.040456,0.0530143,0.0433609,0.033888,0.0606172,0.0425423,0.0474125,0.0686792,0.0243499,0.0368197,0.0122719,0.0078927,0.0467739,0.0634002,0,0,0,0,0,0,0,0,0,0,0.0413394,0
117,0.0466918,0.039983,0,0,0,0,0.0473798,0,0.0309697,0.0447549,0,0,0.0240963,0,0,0.0595546,0.0421028,0.031422,0.0290079,0.0260323,0.0509745,0.0242156,0.0381552,0.0390669,0.034955,0.0407808,0.0410541,0.0328767,0.0336805,0.0203407,0.0427521,0.0203748,0.0245021,0.0472176,0,0.0284397,0.0600425,0.0406213,0,0,0.0135942,0,0,0.0181857,0.0542215,0.0406374,0.0240985,0.0202428,0.0414679,0.0370738,0.040556,0.0528537,0.0432078,0.0341746,0.0610058,0.0427892,0.0476184,0.0690269,0.0244158,0.0370723,0.0125053,0.00776515,0.0467109,0.0630375,0,0,0,0,0,0,0,0,0,0,0.0434611,0
118,0.0468037,0.0399375,0,0,0,0,0.0503856,0,0.0270846,0.0445533,0,0,0.0241077,0,0,0.0596466,0.0421302,0.0325226,0.0288249,0.0256646,0.0504834,0.024276,0.0379514,0.038507,0.0357753,0.0411546,0.0423992,0.0314142,0.0322256,0.0290701,0.0426657,0.0205333,0.0245556,0.0474746,0,0.0285236,0.0603645,0.0404869,0,0,0.0135644,0,0,0.0182184,0.0545666,0.0406087,0.0239274,0.0200961,0.0411026,0.0368559,0.0404143,0.0528216,0.0431151,0.0341688,0.0612093,0.0429525,0.0478363,0.0691655,0.0244881,0.0371326,0.012693,0.00776575,0.0464889,0.0629645,0,0,0,0,0,0,0,0,0,0,0.0431921,0
119,0.0471198,0.0402572,0,0,0,0,0.0449508,0,0.0299619,0.0444972,0,0,0.0236224,0,0,0.0604444,0.0422313,0.0313513,0.0292623,0.0211211,0.0496856,0.0242049,0.0364374,0.03792,0.0368671,0.0416222,0.0427289,0.0335511,0.0354792,0.0260192,0.0422699,0.0204229,0.0245669,0.0455176,0,0.0256571,0.0605968,0.0399531,0,0,0.0135092,0,0,0.0181902,0.055048,0.0397654,0.0232208,0.0214193,0.0399313,0.0367468,0.0399358,0.0515065,0.0423374,0.0340738,0.0623768,0.0450788,0.049125,0.0696408,0.0221518,0.0368937,0.0125588,0.00774976,0.0467381,0.0629044,0,0,0,0,0,0,0,0,0,0,0.0438701,0
120,0.0474322,0.0406447,0,0,0,0,0.0414998,0,0.0294381,0.0446439,0,0,0.0231369,0,0,0.0613,0.0420351,0.0324108,0.0292788,0,0.0490864,0.0241344,0.0360404,0.037447,0.0367366,0.0413412,0.0427204,0.0330082,0.034577,0.0309939,0.0419353,0.0203955,0.0248038,0.0457318,0,0.0257269,0.0613123,0.0393978,0,0,0.0134391,0,0,0.0183023,0.0552806,0.0401638,0.0225067,0.0211996,0.0389532,0.0366182,0.0396769,0.0513096,0.0423667,0.0336784,0.0621264,0.0449993,0.048934,0.0693729,0.0221222,0.0367401,0.0123846,0.00764618,0.0470924,0.0629842,0,0,0,0,0,0,0,0,0,0,0.0436637,0
121,0.0460521,0.0397303,0,0,0,0,0.0429743,0,0.0295012,0.0430555,0,0,0.0237024,0,0,0.0588057,0.0421336,0.0308737,0.0269734,0.0232666,0.0484466,0.0233715,0.0383035,0.0388978,0.0353831,0.0406871,0.0420745,0.0316177,0.0329319,0.0290387,0.0436891,0.0196475,0.0229082,0.0486478,0,0.027525,0.0635379,0.0405969,0,0,0.0132647,0,0,0.0179244,0.0530511,0.0399933,0,0.0186905,0.0397197,0.0366762,0,0.0567953,0.0457835,0.0358491,0.0597799,0.0418354,0.0469072,0.0679997,0.0251429,0.0373757,0.0130612,0.00728014,0.0469524,0.0614847,0,0,0,0,0,0,0,0,0,0,0.041526,0
122,0.0472795,0.0399231,0,0,0,0,0.0382792,0,0.0313661,0.0440962,0,0,0.0232641,0,0,0.0606453,0.0414905,0.0312635,0.0286893,0,0.0489539,0.0242437,0.0384522,0.0391483,0.0343004,0.04005,0.0409169,0.0316853,0.0331591,0.0306445,0.0423211,0.0206305,0.0245603,0.0462167,0,0.023993,0.0616506,0.0393035,0,0,0.013591,0,0,0.0178142,0.0546374,0.0384984,0.0228651,0.0203358,0.0382132,0.0362738,0,0.0534895,0.0433168,0.0351629,0.0613863,0.0445234,0.0487298,0.068752,0.0215393,0.0369734,0.0129875,0.00714722,0.0467927,0.0626183,0,0,0,0,0,0,0,0,0,0,0.0409079,0
123,0.0472713,0.0393997,0,0,0,0,0.0394156,0,0.0329691,0.0449013,0,0,0.0237447,0,0,0.0601397,0.0412947,0.0294909,0.0288755,0.0253578,0.0497938,0.0252709,0.0385861,0.0400391,0.0337287,0.0393357,0.0403068,0.0314347,0.0335132,0.0276571,0.0424043,0.0212628,0.0251305,0.0484702,0,0.0278228,0.0621273,0.0392277,0,0,0.0133737,0,0,0.017774,0.0554544,0.0408796,0.0226228,0.0188941,0.0387053,0.0353794,0.0400021,0.05339,0.0434529,0.033352,0.0604136,0.0424322,0.0470001,0.068092,0.0243553,0.0373495,0.0137828,0.00648401,0.0462015,0.0627899,0,0,0,0,0,0,0,0,0,0,0.0402449,0
124,0.0471037,0.0393369,0,0,0,0,0.037831,0,0.0303584,0.0450485,0,0,0.0235554,0,0,0.0599768,0.0404588,0.0282582,0.0285333,0,0.0496453,0.0252486,0.0418241,0.041127,0.0324658,0.0396147,0.0399423,0.0299203,0.0314009,0.0357114,0.0427092,0.0211284,0.0247452,0.0501462,0,0.0268126,0.0622829,0.0393251,0,0,0.0133977,0,0,0.0178761,0.0547115,0.0391455,0.0248236,0.0174492,0.0385023,0.0353589,0,0.0561056,0.0447761,0.0348761,0.0598229,0.0411324,0.0463552,0.0675905,0.0259597,0.0374586,0.0139534,0.0063089,0.0462862,0.0627943,0,0,0,0,0,0,0,0,0,0,0.0384514,0
125,0.0471753,0.0393415,0,0,0,0,0.0363465,0,0.0305403,0.0455918,0,0,0.023464,0,0,0.0600652,0.039763,0.0267843,0.0290857,0,0.0495478,0.025391,0.042273,0.0415626,0.031911,0.0392488,0.040095,0.0295288,0.0307956,0.0359299,0.0427135,0.0211136,0.0246494,0.0503051,0,0.0263296,0.0625064,0.0391952,0,0,0.0134376,0,0,0.0178308,0.0549789,0.0391192,0.0242443,0.0168295,0.037964,0.0350596,0,0.0565482,0.0450214,0.0347643,0.0598422,0.0407784,0.0461121,0.0673636,0.0256977,0.0377332,0.0141798,0.00597239,0.0464108,0.0633162,0,0,0,0,0,0,0,0,0,0,0.0379718,0
126,0.0473445,0.0393182,0,0,0,0,0.0344552,0,0.0307356,0.046179,0,0,0.0233341,0,0,0.0601,0.0389803,0.0257326,0.0295692,0,0.0493826,0.0256953,0.0420158,0.0414127,0.0315568,0.0391503,0.0405656,0.029157,0.0300556,0.0354975,0.0427202,0.0211423,0.0245168,0.0504278,0,0.0258653,0.0622598,0.0390731,0,0,0.0132877,0,0,0.0177793,0.0554169,0.0391447,0.0248939,0.0161079,0.0376342,0.0346317,0,0.0569033,0.0450977,0.0345564,0.0597197,0.0404442,0.0458363,0.0670991,0.0253551,0.038038,0.0144126,0.00573393,0.0464855,0.0636994,0,0,0,0,0,0,0,0,0,0,0.037565,0
127,0.0477853,0.0392978,0,0,0,0,0.0341533,0,0.0327018,0.0470301,0,0,0.0232988,0,0,0.0603448,0.0387822,0.0248709,0.0304513,0.0226148,0.0492676,0.0263841,0.0387036,0.0403415,0.0321494,0.0386858,0.0409481,0.0296101,0.0312157,0.0299867,0.0424761,0.0215962,0.0249605,0.0492174,0,0.0260832,0.0617014,0.0386575,0,0,0.0131472,0,0,0.0176475,0.0566079,0.0409474,0.0230409,0.01712,0.0371891,0.033985,0.0392094,0.0550249,0.0439726,0.0324782,0.0601376,0.0410129,0.0458938,0.0672254,0.0230108,0.0384042,0.0147569,0.00543943,0.0464773,0.0640311,0,0,0,0,0,0,0,0,0,0,0.0385136,0
128,0.0478373,0.039372,0,0,0,0,0.0336121,0,0.0327793,0.0469782,0,0,0.0232434,0,0,0.0603142,0.0383823,0.0242848,0.0305219,0.022316,0.0487266,0.0265671,0.0374758,0.0393534,0.032972,0.0386654,0.0407522,0.0292789,0.0306339,0.0293917,0.0425665,0.0216559,0.0247968,0.0488547,0,0.0255595,0.0610927,0.0386453,0,0,0.0130671,0,0,0.0175495,0.0568893,0.0410203,0.0219486,0.0166967,0.0369235,0.033762,0.0390517,0.0556629,0.0440783,0.031941,0.0599701,0.0410354,0.0458706,0.0670898,0.0218515,0.0386691,0.0149944,0.00530832,0.0466191,0.0641098,0,0,0,0,0,0,0,0,0,0,0.0387521,0
