Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUL_R,IMUR_M,LTHII,
All Timesteps RMSE,0.0480294,0.0414269,0,0,0,0,0.0381956,0,0.0307882,0.0454362,0,0,0.0245657,0,0,0.0619205,0.0380991,0.0290984,0.0282072,0.0173148,0.0481739,0.0293085,0.031106,0.036973,0.0284733,0.0350283,0.0367054,0.0270083,0.0278679,0.0354108,0.0407639,0.0219047,0.0283813,0.0448836,0,0.0217827,0.053449,0.0393958,0,0,0.0138103,0,0,0.0181341,0.0503518,0.0420029,0.0321973,0.0222274,0.049593,0.0370179,0.0419511,0.0625189,0.0491395,0.0353488,0.0610509,0.0429024,0.0472561,0.072019,0.038658,0.0368418,0.0126272,0.00725742,0.0485958,0.0656078,0,0,0,0,0,0,0,0,0,0,0.0432444,0
0,0.0511401,0.0439935,0,0,0,0,0.0495808,0,0.0293003,0.0452219,0,0,0.0245583,0,0,0.0613771,0.0448556,0.0376539,0.0300975,0.0238526,0.0503946,0.0264014,0.044294,0.0413233,0.0379245,0.0403735,0.0413245,0.0324719,0.0327543,0.0364204,0.0426007,0.0227828,0.0294673,0.0538747,0,0.0295789,0.0640296,0.0352271,0,0,0.0123753,0,0,0.0170461,0.0543812,0.045123,0.0257155,0.0210777,0.039894,0.0340035,0.0403528,0.0533197,0.0437911,0.0342144,0.0630458,0.0470575,0.050176,0.0702334,0.0313459,0.0386574,0.0135258,0.00521577,0.0517369,0.0664185,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0508444,0.0442291,0,0,0,0,0.0455031,0,0.0332242,0.0452753,0,0,0.0242406,0,0,0.0614408,0.0446849,0.035423,0.0305051,0.0239939,0.0499662,0.0268601,0.0449118,0.0420102,0.0373784,0.0399463,0.0400803,0.0339243,0.0344196,0.032707,0.042565,0.022987,0.0289967,0.0534679,0,0.0292835,0.0642562,0.0353116,0,0,0.0125095,0,0,0.0169824,0.05442,0.0453708,0.0256851,0.0211678,0.0389468,0.0335468,0.0403457,0.0536782,0.0441605,0.0338797,0.0619033,0.0469604,0.0497773,0.0701589,0.0308374,0.0386831,0.0136657,0.00508631,0.0518059,0.0659572,0,0,0,0,0,0,0,0,0,0,0,0
2,0.0507444,0.044366,0,0,0,0,0.0434595,0,0.0332888,0.0452344,0,0,0.0239791,0,0,0.0615691,0.0440915,0.0329335,0.0309016,0.0229345,0.049885,0.0272587,0.0452377,0.0421536,0.0369259,0.0395182,0.0396004,0.0337253,0.03416,0.0321164,0.0426241,0.0228094,0.0294669,0.0538805,0,0.0289686,0.0642532,0.035322,0,0,0.0127696,0,0,0.016875,0.0545699,0.0452882,0.0255813,0.020761,0.0388456,0.0334462,0.0402111,0.054017,0.0443799,0.033413,0.0617083,0.0468245,0.049301,0.0697865,0.0310839,0.0387341,0.0136984,0.0048769,0.0519291,0.0657883,0,0,0,0,0,0,0,0,0,0,0,0
3,0.0507015,0.0445029,0,0,0,0,0.0407294,0,0.0327998,0.0454913,0,0,0.0237869,0,0,0.0617076,0.043232,0.0305074,0.0313469,0.0214809,0.0501112,0.0276846,0.0453314,0.0418633,0.0361414,0.0391317,0.0394672,0.0329115,0.033468,0.0308985,0.0427196,0.0226983,0.0298677,0.0546448,0,0.0286311,0.064111,0.0352915,0,0,0.0129438,0,0,0.0167639,0.0547313,0.0449155,0.0255102,0.0201596,0.0389288,0.0335038,0.0400707,0.054458,0.0445064,0.0331588,0.0620511,0.0464662,0.0488828,0.0692302,0.0313005,0.0388082,0.0136892,0.00465514,0.052121,0.0657162,0,0,0,0,0,0,0,0,0,0,0,0
4,0.0506888,0.0446089,0,0,0,0,0.0374685,0,0.0324023,0.0458326,0,0,0.0236258,0,0,0.0618747,0.0423337,0.0289035,0.0315913,0.0201463,0.0502256,0.0281982,0.0442989,0.0412054,0.0351737,0.0387034,0.0395135,0.0316332,0.032485,0.0304521,0.042641,0.0228666,0.0298034,0.0553356,0,0.0281691,0.063893,0.0352227,0,0,0.0131159,0,0,0.0166685,0.054891,0.0445572,0.0253873,0.0194868,0.0387666,0.03354,0.0399229,0.0549477,0.0446248,0.0329323,0.0620841,0.0462207,0.0485587,0.0687821,0.0315221,0.038885,0.0136899,0.00443077,0.0523337,0.0657471,0,0,0,0,0,0,0,0,0,0,0,0
5,0.0506799,0.0447437,0,0,0,0,0.035091,0,0.0325721,0.0460891,0,0,0.0235099,0,0,0.0620531,0.0415393,0.0282021,0.0317685,0.0191664,0.0503516,0.028837,0.0423968,0.0403721,0.0345138,0.0379219,0.0395508,0.030218,0.0316016,0.0316833,0.0424614,0.0231917,0.0296107,0.0555362,0,0.0275475,0.0635266,0.0351983,0,0,0.0133826,0,0,0.0165823,0.0549908,0.0443383,0.0252933,0.0187559,0.0385642,0.033693,0.0396885,0.0554504,0.0447376,0.0325605,0.0618552,0.0460406,0.048228,0.0682828,0.031622,0.0389188,0.0136756,0.00424618,0.0525681,0.0657926,0,0,0,0,0,0,0,0,0,0,0,0
6,0.0506928,0.0449135,0,0,0,0,0.033341,0,0.03331,0.0461899,0,0,0.0233977,0,0,0.0622905,0.0407838,0.0283099,0.0320169,0.0193505,0.0505273,0.0294272,0.0402237,0.0395662,0.0342679,0.0370474,0.0391169,0.0290367,0.0311733,0.033898,0.0423621,0.0232817,0.0298912,0.0552062,0,0.026902,0.0631464,0.0351852,0,0,0.0135912,0,0,0.0164992,0.0551567,0.0442442,0.0251456,0.0180128,0.0385579,0.033902,0.0393774,0.0559608,0.0448903,0.0321426,0.0616849,0.0457699,0.0479703,0.0675342,0.0312481,0.038926,0.0136487,0.00412826,0.0528262,0.0658712,0,0,0,0,0,0,0,0,0,0,0,0
7,0.0507213,0.0451327,0,0,0,0,0.031991,0,0.0340555,0.0464072,0,0,0.0232761,0,0,0.0624154,0.0398697,0.0288955,0.0324188,0.0195161,0.0506337,0.0299453,0.0383834,0.0387891,0.0342171,0.0366861,0.0389765,0.0284452,0.0313319,0.035438,0.0423381,0.0231165,0.0304457,0.0550556,0,0.0264597,0.0626692,0.0351736,0,0,0.0136654,0,0,0.0164201,0.0555078,0.0442833,0.0249158,0.0172779,0.0387148,0.0340499,0.0390978,0.0565276,0.045131,0.0317577,0.061497,0.0454585,0.0478408,0.0675298,0.0302041,0.0389853,0.0136577,0.00404074,0.0530923,0.0659794,0,0,0,0,0,0,0,0,0,0,0,0
8,0.0507489,0.0453183,0,0,0,0,0.0312886,0,0.0343224,0.0469187,0,0,0.0232415,0,0,0.0624821,0.0386193,0.0294884,0.0324526,0.0194327,0.0506213,0.0305195,0.0378276,0.0380211,0.0339333,0.0364174,0.0390228,0.0281165,0.0316507,0.0356597,0.042275,0.0230168,0.0305374,0.0548474,0,0.0260485,0.061684,0.0350587,0,0,0.0136299,0,0,0.0164066,0.055987,0.0443633,0.024642,0.0166258,0.0389586,0.0341309,0.0388835,0.0571963,0.0454388,0.0312663,0.0612774,0.0452906,0.0476045,0.0671743,0.028773,0.0391094,0.0137464,0.00398417,0.0532906,0.0661422,0,0,0,0,0,0,0,0,0,0,0,0
9,0.0508163,0.0454384,0,0,0,0,0.0313522,0,0.0344083,0.0475224,0,0,0.0232461,0,0,0.062588,0.0372486,0.0289522,0.0325078,0.0188284,0.0503998,0.031089,0.0375656,0.0377571,0.0331217,0.0359482,0.0387736,0.0276466,0.0315422,0.035637,0.0421032,0.0229879,0.0307623,0.0539399,0,0.0254394,0.0607226,0.034881,0,0,0.0134671,0,0,0.0164907,0.056378,0.0445991,0.024338,0.0160777,0.0392178,0.0341955,0.0386546,0.0578882,0.0459207,0.0305879,0.0611838,0.045253,0.0472013,0.0668062,0.0269155,0.0392103,0.0138546,0.00401635,0.0533591,0.0663057,0,0,0,0,0,0,0,0,0,0,0,0
10,0.0510579,0.0455821,0,0,0,0,0.0314821,0,0.0345838,0.0459989,0,0,0.0233471,0,0,0.0629869,0.0368263,0.0289391,0.0325244,0.018259,0.0503756,0.0321785,0.0377661,0.0380809,0.0324986,0.0358107,0.0386973,0.0275198,0.0313361,0.0364384,0.0416574,0.0234016,0.0311125,0.0565093,0,0.0243272,0.0577707,0.0346042,0,0,0.0134581,0,0,0.0165918,0.0554298,0.036946,0.0242203,0.0164054,0.0388844,0.0342695,0.0376021,0.055956,0.0438146,0.0279092,0.0641308,0.0480574,0.049577,0,0,0.0392345,0.0139455,0.00408858,0.0535025,0.0667417,0,0,0,0,0,0,0,0,0,0,0,0
11,0.0508316,0.0456324,0,0,0,0,0.0319411,0,0.0346624,0.0473012,0,0,0.0231334,0,0,0.0627974,0.0354847,0.0294026,0.0323702,0.0179155,0.0493483,0.0321448,0.0368035,0.0382228,0.0320725,0.0349924,0.0376364,0.0267834,0.0307369,0.0362894,0.0419291,0.0230543,0.0308073,0.0623215,0,0.027325,0.0586307,0.0349147,0,0,0.013333,0,0,0.0168,0.0565999,0.0399636,0.0242154,0.0164432,0.0401579,0.0347328,0.0371484,0.0588037,0.0468169,0.0286563,0.0603401,0.0454938,0.0451648,0.0651507,0,0.0393015,0.0139529,0.00425784,0.0534837,0.0666536,0,0,0,0,0,0,0,0,0,0,0,0
12,0.0508604,0.0456043,0,0,0,0,0.0311165,0,0.0348716,0.0471451,0,0,0.023233,0,0,0.0630917,0.0346341,0.0296943,0.0327591,0.0178957,0.0490807,0.0325947,0.0360886,0.0379816,0.0313501,0.0344372,0.0368104,0.0261582,0.029898,0.0367188,0.0417261,0.0231957,0.0314175,0.0493992,0,0.0245419,0.0565167,0.0350906,0,0,0.0129978,0,0,0.01715,0.0571828,0.0452214,0.0236377,0.0156147,0.0409318,0.0351453,0.0374602,0.0600629,0.0472827,0.0286466,0.0613552,0.0468362,0.0465983,0.0663169,0.0165533,0.0391335,0.0136988,0.00477921,0.0532666,0.066666,0,0,0,0,0,0,0,0,0,0,0,0
13,0.0531008,0.0467881,0,0,0,0,0.0304771,0,0.0350747,0.0448711,0,0,0.0228481,0,0,0.0628872,0.035443,0.0293669,0.0334018,0.0177929,0.0497681,0.0323359,0.0360974,0.0376578,0.0307855,0.0342853,0.0363376,0.0256683,0.0292315,0.0366805,0.0423574,0.0232024,0.0313922,0.0445009,0,0.0219377,0.0528282,0.0328567,0,0,0.0134764,0,0,0.0173071,0.0559729,0.0410916,0.0226079,0.015426,0.0407376,0.0359704,0.0375592,0.0590017,0.0450459,0.0267086,0.0646142,0.0499402,0.0498676,0,0.0104649,0.0378791,0.012656,0.0050845,0.054051,0.0670522,0,0,0,0,0,0,0,0,0,0,0,0
14,0.0509126,0.0453573,0,0,0,0,0.0303413,0,0.0350514,0.0460079,0,0,0.0239905,0,0,0.0634459,0.0343337,0.0286703,0.0335745,0.0178934,0.0493298,0.0337622,0.0348906,0.0371461,0.0291971,0.0336414,0.0354434,0.0247927,0.0283393,0.0357744,0.0411893,0.0232097,0.0315168,0.0477795,0,0.0253512,0.0529124,0.0353554,0,0,0.0129442,0,0,0.0175837,0.0573511,0.0436791,0.0230891,0.0176625,0.0423097,0.0363664,0.0373187,0.0612744,0.0475016,0.0276682,0.0606126,0.0472017,0.0452838,0.0661468,0.00822005,0.038178,0.0127007,0.00538362,0.053039,0.0666795,0,0,0,0,0,0,0,0,0,0,0,0
15,0.0493997,0.0434929,0,0,0,0,0.0297823,0,0.0351703,0.0456131,0,0,0.0238559,0,0,0.0641206,0.0335659,0.0279379,0.0342583,0.0180279,0.0504114,0.0364404,0.034672,0.0369485,0.0275099,0.0334212,0.0351415,0.0244951,0.0276131,0.0355177,0.0407763,0.0231917,0.0314377,0.0474328,0,0.0252808,0.0509628,0.0372647,0,0,0.0129507,0,0,0.0176847,0.0574794,0.0426633,0.0235844,0.0195451,0.0439792,0.036459,0.037355,0.0618102,0.0482598,0.027839,0.0595073,0.0463044,0.0439367,0.0662698,0.00720123,0.0379579,0.0124202,0.00598283,0.0515851,0.0665264,0,0,0,0,0,0,0,0,0,0,0,0
16,0.0490905,0.0432001,0,0,0,0,0.0286996,0,0.0356022,0.0435207,0,0,0.0243634,0,0,0.0645337,0.0332988,0.0260033,0.0333612,0.0209451,0.050881,0.0370619,0.0362177,0.0367153,0.0264501,0.0346511,0.036112,0.0249878,0.0271323,0.0337019,0.0402475,0.0235319,0.0319505,0.054291,0,0.0264072,0.0496446,0.0378011,0,0,0.013164,0,0,0.0177933,0.0567724,0.0384592,0.0246295,0.0228769,0.0453439,0.0374879,0.0368494,0.0607358,0.0474563,0.0275212,0.0576329,0.0456566,0.0415621,0.0646812,0,0.0372825,0.0117084,0.00657948,0.0516923,0.0665585,0,0,0,0,0,0,0,0,0,0,0.0355304,0
17,0.0487942,0.0429521,0,0,0,0,0.0290195,0,0.0346617,0.046037,0,0,0.0241219,0,0,0.0642192,0.032036,0.027065,0.0355138,0.0177609,0.0516812,0.0368902,0.0334481,0.036491,0.0259481,0.0329096,0.034361,0.0238486,0.026926,0.0343688,0.0406343,0.0230323,0.0316103,0.0475895,0,0.0224429,0.051417,0.0376882,0,0,0.0132637,0,0,0.0175435,0.0577431,0.0392763,0.0257398,0.0218879,0.0468334,0.0374956,0.0389309,0.0652983,0,0.0297348,0.0555668,0.0417978,0.0402663,0.0657253,0.0129825,0.0372472,0.0116384,0.00658595,0.0521309,0.0655815,0,0,0,0,0,0,0,0,0,0,0,0
18,0.0486803,0.0426749,0,0,0,0,0.0280833,0,0.034903,0.0444303,0,0,0.0247879,0,0,0.0647353,0.0311214,0.0252422,0.0344953,0.0196343,0.0523626,0.0376905,0.0346728,0.0362659,0.0255913,0.0342972,0.0355992,0.0247581,0.0270888,0.0331788,0.0398221,0.0233909,0.0323557,0.047392,0,0.020806,0.0498454,0.038217,0,0,0.0137234,0,0,0.0175701,0.0577493,0.0373186,0.026503,0.0247408,0.0487266,0.0385389,0.0389091,0.0653222,0,0.029796,0.0546662,0.0406502,0.0394748,0.0664449,0.0180173,0.0365986,0.0109716,0.00708666,0.052219,0.0661183,0,0,0,0,0,0,0,0,0,0,0.0359734,0
19,0.0487427,0.042412,0,0,0,0,0.0264838,0,0.0356932,0.0458485,0,0,0.025044,0,0,0.0650449,0.0304368,0.0266641,0.0364599,0,0.053495,0.0385032,0.034869,0.0365609,0.0247746,0.0338327,0.0344268,0.0240382,0.0265028,0.0351043,0.0394505,0.0236782,0.0328963,0.0462422,0,0.0192796,0.049511,0.0380768,0,0,0.0139556,0,0,0.0174038,0.0584088,0.035288,0.0264041,0.0272518,0.0500401,0.0385142,0.0384675,0.0652308,0,0.0301762,0.053362,0.0392036,0.0385312,0.0660212,0.0230094,0.0364657,0.0108572,0.00707855,0.0523476,0.0661951,0,0,0,0,0,0,0,0,0,0,0,0
20,0.0488073,0.0422671,0,0,0,0,0.0263622,0,0.0360988,0.0459587,0,0,0.0254138,0,0,0.0653919,0.0300943,0.0274727,0.0368625,0,0.0538254,0.0394382,0.0350211,0.0363788,0.0246776,0.0338393,0.0343795,0.0240105,0.0269192,0.0349174,0.0389149,0.023871,0.0335597,0.045099,0,0.0177224,0.0483403,0.038158,0,0,0.0141464,0,0,0.0174238,0.0589468,0.0333863,0.0266511,0.0296401,0.0516921,0.0387287,0.038202,0.0648972,0,0.0302087,0.0525083,0.0379728,0.0380158,0.0655363,0.0280358,0.0361388,0.0105099,0.00727312,0.0522101,0.0665974,0,0,0,0,0,0,0,0,0,0,0,0
21,0.0487933,0.0423668,0,0,0,0,0.0282891,0,0.0355751,0.0445956,0,0,0.0260673,0,0,0.0656606,0.0301042,0.0274189,0.0358688,0.0191793,0.0533795,0.0404791,0.0347295,0.0362059,0.0256328,0.0341429,0.0356515,0.0246093,0.0282125,0.0323273,0.0382441,0.0232379,0.0342771,0.0445952,0,0.0162774,0.0461391,0.0385145,0,0,0.0144058,0,0,0.0176431,0.0591483,0.0330191,0.0271152,0.0315715,0.0535245,0.0392699,0.0384746,0.0647773,0,0.0299573,0.0523785,0.0371962,0.0377878,0.0657037,0.0338159,0.0356278,0.0101223,0.00759358,0.0516843,0.0670946,0,0,0,0,0,0,0,0,0,0,0.0327831,0
22,0.0488745,0.0426877,0,0,0,0,0.0258738,0,0.0368642,0.043265,0,0,0.026574,0,0,0.0660793,0.02982,0.0267599,0.0339397,0,0.0527947,0.0410383,0.0367292,0.0347771,0.0263543,0.0364159,0.0372351,0.0260166,0.0288823,0.0340925,0.0376593,0.0234468,0.0349319,0.0453204,0,0.014904,0.045149,0.0390694,0,0,0.014806,0,0,0.0179778,0.058834,0.0348133,0.0279602,0.0324448,0.0554035,0.0400394,0.0379758,0.0650333,0,0.0295056,0.0529128,0.0371278,0.0384692,0.0666379,0.0404885,0.0349333,0.00965682,0.00798318,0.0508052,0.0679455,0,0,0,0,0,0,0,0,0,0,0.0476052,0
23,0.0490637,0.0431565,0,0,0,0,0.0247968,0,0.0373491,0.0395859,0,0,0.0275154,0,0,0.0666099,0.030252,0.024183,0.0292391,0,0.0519384,0.0422399,0.0371048,0.031189,0.0298031,0.0395255,0.040907,0.0293862,0.0310715,0.0367329,0.0366762,0.0233005,0.0356272,0.046061,0,0.0141299,0.0441532,0.0399819,0,0,0.0153717,0,0,0.0184635,0.0571227,0.0374196,0.0296269,0.0326735,0.0569764,0.0414854,0.0373185,0.0653157,0,0.0283088,0.0540071,0.0379033,0.0398237,0.067725,0.0475252,0.0340956,0.00906647,0.00859007,0.0499412,0.0693165,0,0,0,0,0,0,0,0,0,0,0.0955879,0
24,0.0491977,0.0436455,0,0,0,0,0.0232592,0,0.0370114,0.0380374,0,0,0.0276843,0,0,0.0668097,0.0309428,0.0223806,0.0266222,0,0.0515576,0.0424577,0.0377233,0.0292557,0.0318028,0.041458,0.0426041,0.0313588,0.0326259,0.039865,0.0364284,0.0232395,0.0356593,0.0457903,0,0.0140769,0.0437078,0.0403997,0,0,0.0155038,0,0,0.0187054,0.0556844,0.0401364,0.0306303,0.032914,0.057217,0.0420779,0.0368025,0.0656445,0,0.0275278,0.0546287,0.038755,0.0409275,0.0682296,0.053321,0.0338792,0.00885141,0.00894931,0.049672,0.0699865,0,0,0,0,0,0,0,0,0,0,0.116374,0
25,0.0492084,0.0439652,0,0,0,0,0.0226737,0,0.0369505,0.0372966,0,0,0.0274119,0,0,0.066612,0.0319064,0.0215539,0.025882,0,0.0513727,0.0420308,0.0382368,0.0288874,0.0323762,0.0419606,0.0428998,0.0316357,0.03273,0.0405335,0.0366943,0.023128,0.0353049,0.0571785,0,0.0177232,0.0435441,0.0404237,0,0,0.0153028,0,0,0.0186145,0.0541423,0.0400761,0.0311955,0.0363796,0.0564,0.0416694,0.0353261,0.064823,0,0.0269261,0.0515719,0.0381347,0.0367238,0.0641759,0,0.0342153,0.0091065,0.00874228,0.0499152,0.0700381,0,0,0,0,0,0,0,0,0,0,0.1168,0
26,0.0491904,0.0441561,0,0,0,0,0.0239424,0,0.0371345,0.038226,0,0,0.0268282,0,0,0.0660818,0.0307598,0.0212326,0.0264746,0,0.0510265,0.0409979,0.0368209,0.028875,0.0314452,0.0409016,0.0422903,0.0303253,0.0312687,0.0381925,0.0372986,0.0230373,0.0345677,0.0580828,0,0.0175544,0.0419045,0.0407073,0,0,0.0152006,0,0,0.0185591,0.0540172,0.0426216,0.0310233,0.0372102,0.0558669,0.0415787,0.0352497,0.0646467,0,0.0268373,0.0520598,0.0384509,0.0372404,0.0652193,0,0.0344827,0.00933048,0.00842092,0.050249,0.0702554,0,0,0,0,0,0,0,0,0,0,0.115038,0
27,0.0488729,0.0441131,0,0,0,0,0.02428,0,0.0360076,0.0469987,0,0,0.0251753,0,0,0.0648243,0.0297164,0.0267622,0.0357866,0,0.051649,0.0389611,0.0345103,0.0342374,0.0253622,0.0344428,0.034126,0.0235463,0.0272591,0.0363073,0.0391582,0.0225879,0.0328429,0.0586967,0,0.0172883,0.0429199,0.039306,0,0,0.0143595,0,0,0.017728,0.0562165,0.0444386,0.0284333,0.0376238,0.053404,0.0388463,0.0350483,0.0645002,0,0.028164,0.0520656,0.0381402,0.0377156,0.0660331,0,0.0363277,0.0108811,0.00657067,0.0511304,0.0681615,0,0,0,0,0,0,0,0,0,0,0,0
28,0.0487685,0.0439115,0,0,0,0,0.0258375,0,0.0347233,0.0489299,0,0,0.0246122,0,0,0.0643016,0.0285726,0.027196,0.0371846,0.0201264,0.0510096,0.0378906,0.0309508,0.0343573,0.0251075,0.0322758,0.0331485,0.0227062,0.0272235,0.0361624,0.0397986,0.0223244,0.0319295,0.0474471,0,0.0154168,0.0413741,0.039622,0,0,0.0144486,0,0,0.0175762,0.0569507,0.0501622,0.0280673,0.0355748,0.053103,0.0385769,0.0354864,0.0654086,0,0.0280144,0.0559441,0.0391771,0.0424646,0.0716598,0.0677588,0.0366872,0.0111145,0.00626476,0.0511242,0.068219,0,0,0,0,0,0,0,0,0,0,0,0
29,0.0487269,0.0437643,0,0,0,0,0.0267202,0,0.0349822,0.0491525,0,0,0.0241355,0,0,0.0639363,0.0282578,0.0264379,0.0370376,0.0186445,0.0502689,0.0366436,0.0299785,0.0347802,0.0245101,0.0314518,0.0332355,0.0218663,0.0263864,0.0347042,0.0403979,0.0224937,0.0311712,0.0477587,0,0.0155312,0.040332,0.0398271,0,0,0.0144107,0,0,0.0175144,0.0567974,0.0516709,0.0284849,0.0358887,0.0530616,0.0381964,0.0350791,0.0649234,0,0.0275899,0.0560252,0.0391118,0.0424154,0.0721025,0.0707683,0.0369157,0.0113648,0.0060158,0.0510875,0.0682336,0,0,0,0,0,0,0,0,0,0,0,0
30,0.0485453,0.0437083,0,0,0,0,0.0270526,0,0.0348423,0.0492372,0,0,0.0240302,0,0,0.0638525,0.0281023,0.0257665,0.0368046,0.0175871,0.049533,0.0357507,0.0293202,0.0348775,0.0244064,0.0312172,0.0333481,0.0215338,0.0261973,0.0338717,0.0405884,0.0227348,0.0308683,0.0485038,0,0.0153873,0.0399099,0.040132,0,0,0.0141853,0,0,0.017394,0.0564654,0.0524416,0.0290614,0.0360178,0.0532159,0.0377198,0.0346309,0.0644891,0,0.0269284,0.0559789,0.038976,0.0423621,0.0723885,0.0729827,0.0372571,0.0116156,0.00591582,0.0512939,0.0681561,0,0,0,0,0,0,0,0,0,0,0,0
31,0.0486109,0.0435603,0,0,0,0,0.0268982,0,0.0347207,0.049147,0,0,0.0238598,0,0,0.0636462,0.0279816,0.0255819,0.0364723,0.0172559,0.0491077,0.0351669,0.0288831,0.0347452,0.0242939,0.0311517,0.0332561,0.0215082,0.0261524,0.033709,0.0408055,0.0229305,0.0304628,0.0491574,0,0.0150865,0.0398056,0.0401113,0,0,0.0141135,0,0,0.0173482,0.0560958,0.0529405,0.029709,0.0361423,0.0537666,0.037193,0.0341335,0.0641566,0,0.0263798,0.0561703,0.0389817,0.0424299,0.0729615,0.0745925,0.0374615,0.0117769,0.00585653,0.0516193,0.0680671,0,0,0,0,0,0,0,0,0,0,0,0
32,0.0486851,0.0433859,0,0,0,0,0.0268895,0,0.034646,0.0489816,0,0,0.0237341,0,0,0.0634035,0.0280046,0.0257115,0.0358796,0.0171184,0.0488997,0.0347057,0.0283155,0.0346151,0.024182,0.0310867,0.0331976,0.0216043,0.0260981,0.0335098,0.0409997,0.0230782,0.0301313,0.0495874,0,0.0146992,0.0398369,0.0400026,0,0,0.0140752,0,0,0.0173648,0.0558176,0.0530923,0.0303856,0.0361328,0.0545196,0.0367148,0.0337762,0.0637631,0,0.026043,0.0568019,0.0392525,0.0426661,0.0736254,0.0758666,0.0376635,0.0119081,0.00578163,0.0520658,0.0679997,0,0,0,0,0,0,0,0,0,0,0,0
33,0.0487381,0.0431672,0,0,0,0,0.0240839,0,0.0353981,0.0485966,0,0,0.023711,0,0,0.0633016,0.028072,0.025899,0.0346052,0,0.0489016,0.0342757,0.0303571,0.0342255,0.0224041,0.0324739,0.0331551,0.0221104,0.0254913,0.0352965,0.041068,0.0233452,0.0299161,0.0499063,0,0.0142227,0.0402331,0.0399065,0,0,0.0139272,0,0,0.0173911,0.055412,0.0529941,0.031292,0.0358234,0.0554819,0.0364701,0.0335849,0.0634487,0,0.0257533,0.0578445,0.0399621,0.0433293,0.0742294,0.0769905,0.0377342,0.0118299,0.00582075,0.0523571,0.0681476,0,0,0,0,0,0,0,0,0,0,0,0
34,0.0487344,0.0429366,0,0,0,0,0.0261166,0,0.0346642,0.0489085,0,0,0.0236853,0,0,0.063377,0.0279218,0.027211,0.0348456,0.0186794,0.0487431,0.0338115,0.0280508,0.0343295,0.0237192,0.0311413,0.0328868,0.0218968,0.0258192,0.0341141,0.0412297,0.0237261,0.0297508,0.0502293,0,0.0138456,0.040422,0.0396251,0,0,0.013763,0,0,0.0174063,0.0553034,0.0527642,0.0319825,0.0351905,0.0560506,0.03613,0.0336986,0.0633614,0,0.0258923,0.0585383,0.0407748,0.0442461,0.0750055,0.0772544,0.037851,0.0118562,0.00584654,0.0526287,0.0679227,0,0,0,0,0,0,0,0,0,0,0,0
35,0.048735,0.0427242,0,0,0,0,0.026377,0,0.0345397,0.0487478,0,0,0.023678,0,0,0.0635639,0.0279831,0.0278393,0.0344487,0.0184308,0.0486925,0.0334485,0.0278948,0.0342889,0.023772,0.0309935,0.0329678,0.0216765,0.0256718,0.0343438,0.0413016,0.02397,0.0297437,0.0506271,0,0.0135588,0.0407428,0.0393904,0,0,0.0136336,0,0,0.017489,0.054972,0.0526023,0.0329699,0.0343213,0.0568811,0.0359765,0.0338802,0.0633875,0,0.0259619,0.0595677,0.041792,0.0453184,0.0759519,0.0773477,0.037872,0.0118868,0.00597923,0.0526653,0.0676023,0,0,0,0,0,0,0,0,0,0,0,0
36,0.0493395,0.0425767,0,0,0,0,0.0273907,0,0.034236,0.0487872,0,0,0.0241177,0,0,0.0643798,0.0276543,0.0276659,0.0344201,0.0172051,0.0492822,0.034355,0.0269942,0.0341256,0.0242122,0.0308188,0.0332396,0.0213931,0.025685,0.0334731,0.0405329,0.024814,0.0310859,0.051377,0,0.0132037,0.0388129,0.0390708,0,0,0.0137148,0,0,0.0176379,0.0553625,0.0527577,0.0308407,0.0335987,0.0574035,0.0360816,0.032679,0.0595213,0.0514756,0.0253319,0.0620341,0.0449969,0.0473879,0.0771466,0.0784492,0.0375103,0.0116831,0.00622498,0.0520923,0.0687207,0,0,0,0,0,0,0,0,0,0,0,0
37,0.0492586,0.0424117,0,0,0,0,0.0274013,0,0.0341335,0.0490282,0,0,0.024054,0,0,0.0642518,0.0279708,0.0276328,0.0340816,0.0169602,0.0490059,0.0342163,0.0267697,0.0338928,0.0242012,0.0307389,0.0330675,0.0212324,0.0255527,0.033408,0.0406184,0.0247103,0.0311651,0.0517288,0,0.0129643,0.0393518,0.0389314,0,0,0.0135698,0,0,0.0175975,0.0551642,0.0530944,0.0317391,0.0324518,0.0580127,0.0359815,0.0331794,0.0598055,0.0518589,0.0252772,0.0632511,0.0460451,0.0482435,0.0780831,0.0776339,0.0375622,0.0116626,0.0063426,0.0517013,0.0683449,0,0,0,0,0,0,0,0,0,0,0,0
