Timestep,C7,CLAV,IMUL_L,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LTIB,IMUL_R,LASI,RTHII,IMUR_M,IMUL_M
107,0.0517254,0.0340868,0,0,0,0.0360603,0,0.0352209,0,0,0.0201507,0,0,0.0544234,0.0320091,0.0301907,0.0315788,0.0150372,0.0406159,0.022549,0.0297584,0.0343074,0.0352798,0.0267993,0.0348405,0.0235953,0.028439,0.0177466,0.0529548,0.0174597,0.0172525,0.0415621,0,0.0147257,0.0426491,0.0391091,0,0,0.011414,0,0,0.015789,0.0503641,0.047266,0.0351348,0.020242,0.0547375,0.0352138,0.0436566,0.0691007,0.0321303,0.0659553,0.046505,0.0517735,0.0773218,0.036412,0.0383503,0.0134706,0.0049182,0.0418744,0.0692667,0,0,0,0,0,0,0,0,0.0322006,0,0.0523044,0.0505232,0,0
108,0.0517688,0.0340848,0,0,0,0.0367148,0,0.035497,0,0,0.0201612,0,0,0.0544402,0.032292,0.0302808,0.031291,0.015605,0.0400515,0.0227531,0.0297182,0.033702,0.0351396,0.0271872,0.0351634,0.0237489,0.0286811,0.0169002,0.052936,0.017286,0.017335,0.0413366,0,0.0152266,0.0438777,0.0389279,0,0,0.0113503,0,0,0.0158162,0.0502725,0.0464157,0.0355484,0.0183465,0.0543837,0.0350315,0.0440149,0.068813,0.0337663,0.0655866,0.0460015,0.0515094,0.0764374,0.0319819,0.0384618,0.0135775,0.00493779,0.0419769,0.0691646,0,0,0,0,0,0,0,0,0.0324524,0,0.0524647,0.0503537,0,0
109,0.0518637,0.03413,0,0,0,0.0374632,0,0.035479,0,0,0.0201279,0,0,0.0544577,0.0325837,0.0300713,0.0310621,0.0159966,0.0397377,0.023046,0.0298628,0.0331639,0.0350377,0.0275822,0.0350425,0.0238862,0.0288534,0.0161418,0.0528666,0.0172148,0.0173755,0.0414796,0,0.0159848,0.0445986,0.0386592,0,0,0.0112721,0,0,0.0159145,0.0502288,0.0455878,0.0356947,0.0170058,0.054064,0.0347656,0.0447047,0.0684648,0.0353455,0.06537,0.0455751,0.051282,0.0759479,0.0286859,0.0385151,0.0137299,0.0049593,0.0420652,0.0690015,0,0,0,0,0,0,0,0,0.032689,0,0.0524862,0.0500121,0,0
110,0.052047,0.0341977,0,0,0,0.0382402,0,0.0353392,0,0,0.020079,0,0,0.0544623,0.0328983,0.030264,0.030887,0.0163908,0.0395438,0.0233705,0.0300003,0.0326168,0.0349983,0.0279533,0.0349476,0.0241108,0.0289774,0.0155428,0.0527481,0.0170391,0.0176454,0.0418153,0,0.0167173,0.0452155,0.0383181,0,0,0.0111737,0,0,0.016019,0.0501782,0.0447037,0.0358029,0.0158021,0.0537402,0.0345546,0.0452855,0.0680926,0.0370223,0.0652295,0.0453167,0.0512034,0.0755618,0.0261312,0.0386023,0.0138593,0.00501808,0.0420984,0.0688441,0,0,0,0,0,0,0,0,0.032958,0,0.0524607,0.0496109,0,0
111,0.0521314,0.0342269,0,0,0,0.0389351,0,0.0353732,0,0,0.0199609,0,0,0.0544959,0.0331808,0.0304268,0.0306848,0.0169224,0.0393273,0.0238059,0.030004,0.0321156,0.0348558,0.0283427,0.0350546,0.0244217,0.0291726,0.014964,0.0526325,0.0167249,0.0179417,0.0424831,0,0.0174391,0.0458039,0.0380678,0,0,0.0110441,0,0,0.0161154,0.0501139,0.0440398,0.035904,0.0148831,0.0534032,0.0342724,0.0454339,0.0674742,0.0387523,0.0652007,0.045311,0.0513006,0.0753336,0.0237699,0.0386841,0.0139634,0.00513038,0.0420574,0.0686608,0,0,0,0,0,0,0,0,0.0332914,0,0.0524253,0.0492586,0,0
112,0.0521623,0.03426,0,0,0,0.0397267,0,0.0353105,0,0,0.0198537,0,0,0.0546004,0.0337051,0.0303056,0.0306801,0.0173331,0.0389483,0.0244619,0.0297898,0.0318019,0.0347259,0.0287416,0.0352431,0.0246433,0.0294279,0.0143885,0.0525331,0.0161608,0.0183832,0.0432079,0,0.0181363,0.0465806,0.0378402,0,0,0.0108998,0,0,0.0161742,0.0499723,0.0436141,0.0360496,0.0144056,0.052849,0.0339842,0.0460195,0.0667032,0.0404166,0.0651944,0.0453705,0.0514212,0.0752403,0.0218902,0.0387626,0.0140826,0.00528678,0.0420665,0.0684102,0,0,0,0,0,0,0,0,0.0335286,0,0.0523976,0.0490918,0,0
113,0.0521993,0.0342408,0,0,0,0.0405677,0,0.0352967,0,0,0.019738,0,0,0.054908,0.0343249,0.0302501,0.0302479,0.0179131,0.0389002,0.0237212,0.0298603,0.0313008,0.0346999,0.0291825,0.0353503,0.0248272,0.0295996,0.0137036,0.0526932,0.0176968,0.0178842,0.0434364,0,0.0186698,0.047507,0.0376164,0,0,0.0113102,0,0,0.015671,0.0498774,0.0428508,0.0364502,0.0140051,0.0526875,0.0338773,0.0465259,0.0654508,0.0419892,0.0652468,0.0455635,0.0517835,0.0755499,0.0205369,0.0387663,0.0142308,0.00460357,0.04191,0.0682486,0,0,0,0,0,0,0,0,0.033791,0,0.0521762,0.0487871,0,0
114,0.0522355,0.0342557,0,0,0,0.0414611,0,0.0352808,0,0,0.0196838,0,0,0.0549794,0.0347786,0.0300597,0.0300371,0.0184701,0.0388097,0.0238909,0.0301161,0.0309102,0.0346539,0.0294815,0.0353487,0.0249716,0.0296853,0.0130981,0.0525849,0.0178926,0.0180102,0.0437357,0,0.0194762,0.0484178,0.0373775,0,0,0.0112525,0,0,0.0157071,0.0498745,0.042282,0.0368192,0.0143417,0.052413,0.0336349,0.0470658,0.0642041,0.0433237,0.0652327,0.0456674,0.0519971,0.0756703,0.0196933,0.0387389,0.0142871,0.00463861,0.041799,0.0680384,0,0,0,0,0,0,0,0,0.0339437,0,0.0519317,0.0486139,0,0
115,0.0522131,0.0342556,0,0,0,0.0423555,0,0.0351399,0,0,0.0196852,0,0,0.0550798,0.0351065,0.0300297,0.0298137,0.0189911,0.0386666,0.0240598,0.0302901,0.0305353,0.0345065,0.0298051,0.0353003,0.0251032,0.0297143,0.0126148,0.0525187,0.0180598,0.0181259,0.043847,0,0.0206847,0.0491894,0.0372062,0,0,0.0112699,0,0,0.0158371,0.0498743,0.0421046,0.0370909,0.0148329,0.0521569,0.033372,0.047298,0.0630218,0.0443778,0.0651475,0.0457892,0.0521268,0.0756251,0.0192,0.0385816,0.0143708,0.00466024,0.0417332,0.0678413,0,0,0,0,0,0,0,0,0.0341531,0,0.0518073,0.0485666,0,0
116,0.052216,0.0342567,0,0,0,0.0431507,0,0.0350434,0,0,0.0197123,0,0,0.0551954,0.0353255,0.0298759,0.0297025,0.0194052,0.0384415,0.0242538,0.0302442,0.0301433,0.0345029,0.0301323,0.0352847,0.0252222,0.0297926,0.0120331,0.0525145,0.0181298,0.0183512,0.0437813,0,0.0217882,0.0497087,0.0370568,0,0,0.0112671,0,0,0.015891,0.0498925,0.0423636,0.0372445,0.015924,0.051891,0.0331191,0.0471003,0.0619204,0.0451301,0.065001,0.0458688,0.0522363,0.0757327,0.0188388,0.0385601,0.0145011,0.00471043,0.0417623,0.0677311,0,0,0,0,0,0,0,0,0.0343364,0,0.0516334,0.048622,0,0
117,0.0522578,0.0342926,0,0,0,0.0440478,0,0.0346947,0,0,0.0196778,0,0,0.0552417,0.0355006,0.0296955,0.0295677,0.0196719,0.0381564,0.0244734,0.0300584,0.0298082,0.0345054,0.0303699,0.0353232,0.0253868,0.0299003,0.0113892,0.0525127,0.0181184,0.0184524,0.0436305,0,0.0226061,0.0502241,0.036908,0,0,0.011196,0,0,0.0159184,0.0499456,0.042936,0.0373615,0.0171891,0.0516182,0.0328769,0.0472999,0.0609509,0.0456353,0.0649337,0.0460825,0.0523606,0.0759652,0.0185405,0.0386802,0.0145595,0.00480214,0.0418993,0.0676487,0,0,0,0,0,0,0,0,0.0344512,0,0.0514972,0.0486954,0,0
118,0.052337,0.0343396,0,0,0,0.0450919,0,0.0344056,0,0,0.0196403,0,0,0.0552472,0.035627,0.0296618,0.029395,0.019902,0.0378743,0.0247002,0.0299238,0.0295576,0.0344696,0.0304875,0.0353641,0.0255271,0.0299726,0.0106733,0.0525093,0.0180892,0.018489,0.0435266,0,0.0231707,0.0504907,0.0367784,0,0,0.0111355,0,0,0.0159573,0.0500069,0.0435549,0.0374437,0.0182184,0.0513109,0.0326559,0.0480044,0.0603149,0.0459626,0.0648819,0.0463298,0.0524658,0.0761091,0.018431,0.0387494,0.0145976,0.00488889,0.0419923,0.0675954,0,0,0,0,0,0,0,0,0.0346254,0,0.0512477,0.0487371,0,0
119,0.0524009,0.0343739,0,0,0,0.0460332,0,0.034191,0,0,0.0196198,0,0,0.0552929,0.0356399,0.0292736,0.0294301,0.0200304,0.0375381,0.0248874,0.0297314,0.0293487,0.034354,0.0305182,0.0353642,0.0255805,0.0299865,0.010053,0.0524137,0.0181005,0.0185147,0.0437688,0,0.0234849,0.0505838,0.0366366,0,0,0.0111024,0,0,0.0160175,0.0500252,0.0441404,0.0374027,0.0191739,0.0510097,0.032485,0.0484929,0.0600396,0.0462689,0.0648368,0.0466376,0.0525593,0.076132,0.0183402,0.0388117,0.0147132,0.00495452,0.0420917,0.0675359,0,0,0,0,0,0,0,0,0.0347595,0,0.0510541,0.0486135,0,0
120,0.0523993,0.0343665,0,0,0,0.0469487,0,0.0337688,0,0,0.0196179,0,0,0.0553672,0.0355692,0.029014,0.0294062,0.0199838,0.0371806,0.0248761,0.0295506,0.0292809,0.0343811,0.0305837,0.0353479,0.025607,0.0299251,0.00951977,0.0523711,0.0185091,0.0182807,0.0438258,0,0.0235127,0.0507695,0.0365105,0,0,0.0113849,0,0,0.0157725,0.0500305,0.0447097,0.0373425,0.0198415,0.050863,0.0324339,0.0487094,0.0599302,0.0466094,0.0647954,0.0469297,0.052678,0.0761447,0.0183417,0.038788,0.0148053,0.00458938,0.0422175,0.0674334,0,0,0,0,0,0,0,0,0.0348264,0,0.0510422,0.0483764,0,0
121,0.0523943,0.0343093,0,0,0,0.0479335,0,0.0331603,0,0,0.0196769,0,0,0.0552294,0.0354518,0.0287821,0.0293384,0.0197563,0.0368671,0.0260454,0.0293889,0.0292644,0.0344827,0.0306812,0.0353467,0.0255373,0.0298743,0.00903259,0.052154,0.0169185,0.0190916,0.0437095,0,0.0234148,0.0509021,0.0364092,0,0,0.0108124,0,0,0.016304,0.0499796,0.0449575,0.0373913,0.0197772,0.0507031,0.0322152,0.0487571,0.0600146,0.04676,0.0647933,0.0471097,0.0528054,0.0762728,0.0187824,0.0388836,0.014823,0.00534572,0.0423355,0.0673471,0,0,0,0,0,0,0,0,0.0347841,0,0.0513493,0.0483762,0,0
122,0.052358,0.0342995,0,0,0,0.0486974,0,0.0324885,0,0,0.01966,0,0,0.0552847,0.0352949,0.0283887,0.0290671,0.0195712,0.0368274,0.0258644,0.0291613,0.0293034,0.0345458,0.0306613,0.0352628,0.0253425,0.029717,0.00839915,0.0521445,0.0174499,0.0188849,0.0435183,0,0.0232205,0.0508248,0.0363503,0,0,0.0108307,0,0,0.0161615,0.0499291,0.0448072,0.0376064,0.0193021,0.050732,0.0322207,0.0486824,0.0603657,0.0466943,0.0648307,0.0471738,0.0529362,0.0764549,0.0193779,0.0388985,0.0147516,0.00524756,0.0423877,0.0672177,0,0,0,0,0,0,0,0,0.0346596,0,0.0518215,0.0485321,0,0
123,0.0523037,0.0343144,0,0,0,0.049433,0,0.0318419,0,0,0.0196265,0,0,0.0553327,0.0352969,0.0277662,0.0287002,0.0193049,0.0369079,0.0257531,0.0289097,0.0293608,0.0347232,0.030653,0.035188,0.0251736,0.0295546,0.00786536,0.0521062,0.0178441,0.0186331,0.0436526,0,0.0227815,0.0508656,0.0363381,0,0,0.0108312,0,0,0.0160492,0.0498215,0.0442874,0.0377546,0.0186116,0.0508296,0.0322536,0.0483464,0.06071,0.0463106,0.0648129,0.047215,0.0529835,0.0764068,0.0190584,0.0389811,0.0145579,0.00514174,0.0423897,0.0670922,0,0,0,0,0,0,0,0,0.0344798,0,0.051977,0.048657,0,0
124,0.0521993,0.0344009,0,0,0,0.0502394,0,0.0312754,0,0,0.0195663,0,0,0.0554223,0.0353555,0.0273923,0.0286391,0.0189037,0.0366362,0.0257441,0.0286272,0.0294709,0.034762,0.0305775,0.0351444,0.0249779,0.0292769,0.00727319,0.052071,0.0181218,0.0183506,0.0440647,0,0.0220951,0.0511422,0.0363862,0,0,0.0108284,0,0,0.0160587,0.0496384,0.0428818,0.0378614,0.0175604,0.0508588,0.0322962,0.0485095,0.0614926,0.0458272,0.0649112,0.047196,0.053315,0.0764214,0.019503,0.0389807,0.0144973,0.00507309,0.0424385,0.0668904,0,0,0,0,0,0,0,0,0.0343174,0,0.0519549,0.0487829,0,0
125,0.0521046,0.0345263,0,0,0,0.0510378,0,0.0307311,0,0,0.0195121,0,0,0.0554127,0.0354133,0.0271788,0.0286721,0.0184629,0.0361622,0.0257511,0.0284404,0.0296094,0.0348171,0.0304223,0.035139,0.024792,0.0289465,0.00662593,0.0520653,0.0183264,0.018125,0.0450166,0,0.0212548,0.0514583,0.036434,0,0,0.0108348,0,0,0.0161019,0.0494058,0.0403328,0.0383125,0.0166272,0.0507429,0.0323629,0.048924,0.0625795,0.0453263,0.0650658,0.0471777,0.053894,0.0768459,0.0193509,0.0389172,0.0145552,0.00501427,0.0425466,0.066771,0,0,0,0,0,0,0,0,0.0342108,0,0.0518847,0.0491003,0,0
126,0.0520055,0.0346465,0,0,0,0.0519992,0,0.029944,0,0,0.0195081,0,0,0.0553063,0.035735,0.0268697,0.0286793,0.0180181,0.0358191,0.0256888,0.0283666,0.0298482,0.0349155,0.0303102,0.0351856,0.0245253,0.0286379,0.00617678,0.0521089,0.0183185,0.0179152,0.0451201,0,0.0207976,0.0518924,0.0365225,0,0,0.0108353,0,0,0.0161209,0.0490169,0.036874,0.0390442,0.0162355,0.0506234,0.0324511,0.0493402,0.0632958,0.0449031,0.0652113,0.0471108,0.0540594,0.077083,0.0187491,0.0389601,0.0146103,0.00495617,0.0427214,0.0666737,0,0,0,0,0,0,0,0,0.0340513,0,0.0517991,0.0493696,0,0
127,0.0519175,0.0347707,0,0,0,0.0531428,0,0.0289087,0,0,0.0195765,0,0,0.0552031,0.0363775,0.0263186,0.0283593,0.01756,0.0356293,0.0256063,0.0282774,0.0300637,0.0349327,0.0303271,0.0353455,0.0242522,0.0282995,0.00611797,0.0521716,0.018187,0.0176977,0.0431582,0,0.0209667,0.0523721,0.0366418,0,0,0.0108535,0,0,0.0161376,0.048599,0.0339708,0.039481,0.0168699,0.0504996,0.03255,0.049322,0.0632619,0.0442811,0.0651096,0.0469648,0.0534309,0.0765144,0.0190285,0.0389787,0.0145741,0.00489949,0.04296,0.0665641,0,0,0,0,0,0,0,0,0.0338937,0,0.0516384,0.0492479,0,0
128,0.0517722,0.0349094,0,0,0,0.0543504,0,0.0279514,0,0,0.0196692,0,0,0.0551173,0.0372175,0.0259488,0.0278353,0.0170934,0.0354748,0.0256006,0.0283692,0.0303127,0.0349285,0.0303918,0.0354513,0.0241267,0.0279876,0.0063152,0.0522269,0.0181403,0.0172722,0.0407026,0,0.0209959,0.0527388,0.0367821,0,0,0.0108156,0,0,0.0162087,0.0480923,0.0319012,0.0395918,0.0180591,0.0501633,0.0326843,0.0484117,0.0623407,0.0433301,0.0645374,0.0465895,0.0521255,0.0753198,0.0189378,0.0388757,0.0145157,0.00487603,0.0432057,0.0665356,0,0,0,0,0,0,0,0,0.0338017,0,0.051255,0.0486675,0,0
129,0.0515958,0.0350545,0,0,0,0.0556306,0,0.0269648,0,0,0.0197515,0,0,0.0550114,0.0380638,0.0259944,0.0273208,0.0165643,0.0353395,0.0256114,0.0286187,0.0306868,0.034909,0.0303824,0.0354571,0.0240621,0.0276583,0.00679673,0.0523359,0.0183024,0.0167415,0.039171,0,0.0205587,0.0530031,0.0369801,0,0,0.0107107,0,0,0.0163018,0.0472548,0.0302541,0.0395496,0.018636,0.0496687,0.0328658,0.0475328,0.0612892,0.0426952,0.0638076,0.0457637,0.0508824,0.0745801,0.0191759,0.0387847,0.0144591,0.00491171,0.043443,0.0664421,0,0,0,0,0,0,0,0,0.0337073,0,0.050544,0.0480568,0,0
130,0.0514419,0.0352064,0,0,0,0.0571613,0,0.0257525,0,0,0.0198518,0,0,0.054705,0.03871,0.0258478,0.0268796,0.0157081,0.0351802,0.0258411,0.028758,0.0313122,0.0347274,0.0303206,0.0355189,0.0238178,0.0272162,0.0077385,0.052457,0.0176917,0.0165237,0.0389636,0,0.0201361,0.0531727,0.0372619,0,0,0.0103299,0,0,0.0166702,0.0461259,0.0285754,0.0395613,0.0180144,0.0491303,0.0330817,0.0465132,0.0610754,0.0425164,0.0635885,0.0449334,0.0503069,0.0744507,0.0191638,0.0388072,0.0143214,0.0053889,0.0436902,0.0663708,0,0,0,0,0,0,0,0,0.0335073,0,0.0494478,0.0479001,0,0
131,0.0512755,0.0354336,0,0,0,0.0575622,0,0.0248248,0,0,0.0200533,0,0,0.0543904,0.0392089,0.025882,0.0267465,0.0151726,0.0349714,0.0253506,0.0286711,0.031818,0.0347599,0.0298423,0.0353323,0.0234895,0.0264822,0.00801706,0.0526221,0.0175884,0.0159472,0.0387326,0,0.0198381,0.0533952,0.0376388,0,0,0.0101659,0,0,0.0167877,0.0452985,0.0274549,0.0393866,0.0168114,0.0486305,0.033531,0.0454951,0.0612355,0.0422297,0.0638695,0.0444448,0.0502214,0.0746386,0.0197923,0.0387749,0.014118,0.00533987,0.0439824,0.0664078,0,0,0,0,0,0,0,0,0.0331727,0,0.0486588,0.0477393,0,0
132,0.051124,0.0356259,0,0,0,0.0578737,0,0.0238552,0,0,0.0202548,0,0,0.0540728,0.0396959,0.0265762,0.0267146,0.0145237,0.0347147,0.0249098,0.0283097,0.0323461,0.0350452,0.0291512,0.035234,0.0231657,0.0257397,0.0086212,0.0527762,0.0174757,0.0152812,0.0391717,0,0.0198178,0.0532643,0.0380771,0,0,0.0100213,0,0,0.0168803,0.0443348,0.0270901,0.0390576,0.0158833,0.0481937,0.0340754,0.0451797,0.0622511,0.0411414,0.0643002,0.0443353,0.0500582,0.0744092,0.0205894,0.0386058,0.0137669,0.00533049,0.0442611,0.066376,0,0,0,0,0,0,0,0,0.0327019,0,0.0480165,0.0472562,0,0
133,0.0509488,0.0357502,0,0,0,0.0582232,0,0.0229261,0,0,0.0205125,0,0,0.0537492,0.040235,0.0273848,0.026166,0.0139023,0.0347782,0.0244947,0.0277234,0.0331375,0.0353935,0.0283067,0.0350332,0.0226851,0.0249098,0.0100347,0.0529492,0.0173805,0.0145318,0.0399605,0,0.019818,0.0526634,0.0385911,0,0,0.0100086,0,0,0.0169741,0.043123,0.0274552,0.038911,0.0158389,0.0481253,0.0346841,0.0453124,0.0634961,0.0396847,0.0645808,0.044527,0.0497927,0.0736537,0.0212501,0.0384471,0.0133935,0.00530551,0.0444601,0.0664835,0,0,0,0,0,0,0,0,0.0321527,0,0.0473082,0.0467359,0,0
134,0.0507955,0.0358338,0,0,0,0.0584307,0,0.0222039,0,0,0.020786,0,0,0.0535414,0.0408453,0.0280533,0.0255087,0.0132406,0.0351689,0.0241481,0.0272093,0.0340959,0.0358027,0.0273585,0.0348306,0.0221863,0.0240776,0.0119465,0.0530304,0.0173246,0.0139063,0.0408841,0,0.0199795,0.0518564,0.039078,0,0,0.0100836,0,0,0.0170263,0.0418701,0.0281817,0.0389009,0.0167043,0.0482061,0.0354288,0.045427,0.0642479,0.0386288,0.0647132,0.044707,0.0494152,0.0726978,0.0217069,0.0381668,0.0130808,0.00528074,0.0446619,0.0666342,0,0,0,0,0,0,0,0,0.0317741,0,0.0460575,0.0461812,0,0
135,0.0506959,0.0359258,0,0,0,0.0585326,0,0.0216767,0,0,0.0210037,0,0,0.0535128,0.0415352,0.0286425,0.0249275,0.0125396,0.0358807,0.0239323,0.0269935,0.0350208,0.0364711,0.0263779,0.0345941,0.0217363,0.0231531,0.0140056,0.0529521,0.0173986,0.0135838,0.0416278,0,0.0201217,0.0510529,0.0393719,0,0,0.010292,0,0,0.0171488,0.0408218,0.0289591,0.0389692,0.0176078,0.0481827,0.0361737,0.0453364,0.0642361,0.037992,0.0645244,0.0445541,0.0489466,0.0721281,0.0221011,0.0377509,0.0127425,0.00534315,0.0448475,0.0667672,0,0,0,0,0,0,0,0,0.0315682,0,0.0445403,0.0455159,0,0
136,0.0507011,0.0360614,0,0,0,0.0586442,0,0.0211566,0,0,0.021096,0,0,0.0536419,0.042305,0.0293897,0.0243573,0.0118025,0.0368107,0.0239276,0.0268217,0.0358861,0.0373327,0.0252831,0.0344862,0.0214831,0.0219486,0.0160805,0.0526724,0.0175596,0.013542,0.0421072,0,0.0203389,0.0503327,0.0395026,0,0,0.0105715,0,0,0.0170852,0.0401558,0.0294152,0.0389941,0.0182482,0.0480784,0.0368521,0.0449801,0.0637119,0.0373908,0.0640072,0.0440614,0.0484879,0.0715879,0.0225435,0.037387,0.0122894,0.00534699,0.0449337,0.0669167,0,0,0,0,0,0,0,0,0.0313873,0,0.0429158,0.0448314,0,0
137,0.0507018,0.0361939,0,0,0,0.0586569,0,0.0204998,0,0,0.0211815,0,0,0.0538614,0.0430996,0.0302481,0.0237606,0.0111222,0.0378628,0.0240875,0.0266062,0.036672,0.0383034,0.0241561,0.0345914,0.0210262,0.0206926,0.0181066,0.0522769,0.0177193,0.013679,0.0423502,0,0.0203456,0.0497955,0.0395266,0,0,0.0109427,0,0,0.0168858,0.0396301,0.0294225,0.0389945,0.0186604,0.0481434,0.0374738,0.0446568,0.0632923,0.0366981,0.0635473,0.0434678,0.0480215,0.0711093,0.0228021,0.0369998,0.0116538,0.00536465,0.0448965,0.0669568,0,0,0,0,0,0,0,0,0.031188,0,0.0413841,0.0444568,0,0
138,0.0507019,0.036312,0,0,0,0.0581041,0,0.0199723,0,0,0.0211409,0,0,0.0541708,0.0440171,0.0308405,0.0232042,0.0105285,0.0390689,0.0244568,0.0264254,0.0375144,0.0394731,0.0234484,0.0346775,0.0205069,0.0196461,0.0202395,0.0518529,0.0179389,0.0140284,0.0422263,0,0.0202991,0.0494955,0.0394461,0,0,0.0114779,0,0,0.0166447,0.0392402,0.0290514,0.039592,0.0189569,0.0485941,0.038044,0.0442925,0.0629657,0.0359493,0.0632993,0.0430781,0.0476502,0.070933,0.0230804,0.0365547,0.011118,0.0052881,0.0448285,0.0669923,0,0,0,0,0,0,0,0,0.0311564,0,0.0399251,0.0442479,0,0
139,0.0507885,0.0363826,0,0,0,0.056783,0,0.0198575,0,0,0.021249,0,0,0.0544496,0.0448589,0.0316104,0.0227644,0.010145,0.0400722,0.02509,0.0262633,0.0387091,0.0407965,0.0230064,0.0348498,0.0202112,0.0186898,0.022066,0.0512979,0.0177671,0.0146194,0.041984,0,0.0201647,0.0493221,0.0392981,0,0,0.0115228,0,0,0.0170714,0.0385718,0.028378,0.0404533,0.0188534,0.0492174,0.0385922,0.0440227,0.0628562,0.0354328,0.063125,0.0428332,0.0474354,0.0709027,0.0234286,0.0360838,0.0106766,0.0062241,0.0447666,0.0671247,0,0,0,0,0,0,0,0,0.0310147,0,0.0387508,0.0440456,0,0
140,0.0508903,0.0364609,0,0,0,0.0547285,0,0.0202769,0,0,0.0209601,0,0,0.0548435,0.0457205,0.0327793,0.0224786,0.00989855,0.0408626,0.0257134,0.0261395,0.0398935,0.0422457,0.0225517,0.0351027,0.0200682,0.0179759,0.0234611,0.0507909,0.0181996,0.0150495,0.0412873,0,0.0198444,0.0495234,0.03922,0,0,0.0123813,0,0,0.0166141,0.0379002,0.0277876,0.0413226,0.0183391,0.0500135,0.0393733,0.0437617,0.0628223,0.0350188,0.0628586,0.0425927,0.047266,0.0708642,0.0240784,0.0355072,0.0104322,0.00571542,0.0446512,0.0672917,0,0,0,0,0,0,0,0,0.0304933,0,0.0378172,0.0437531,0,0
141,0.0510179,0.0364565,0,0,0,0.0527444,0,0.0206843,0,0,0.0208762,0,0,0.0549731,0.0474178,0.0342955,0.0242057,0.0121389,0.0419213,0.0261743,0.0269043,0,0.0451892,0.0197758,0.0346911,0.0190283,0.0161332,0.0232897,0.0505962,0.0182203,0.0152909,0.040855,0,0.0196447,0.0505518,0.0385721,0,0,0.0123208,0,0,0.0164333,0.0374421,0.0277785,0.0413467,0.0178537,0.0500183,0.0389696,0.0434941,0.0628518,0.034652,0.0625122,0.0420878,0.0468192,0.0705741,0.0247681,0.0357556,0.0105639,0.00548109,0.0447128,0.066708,0,0,0,0,0,0,0,0,0.0297234,0,0.0390457,0.0438901,0,0
142,0.0511844,0.036396,0,0,0,0.0489274,0,0.0232179,0,0,0.0209649,0,0,0.0553233,0.0467496,0.0348804,0.0218747,0.00935688,0.0427437,0.0266911,0.0260758,0.0422842,0.0451222,0.0222258,0.0354285,0.020747,0.017297,0.0291298,0.0497936,0.0181633,0.0160936,0.0404971,0,0.0196286,0.0503429,0.039215,0,0,0.0129541,0,0,0.0168428,0.036824,0.0276004,0.0423597,0.0175602,0.0515101,0.0405275,0.04325,0.062879,0.034018,0.062469,0.0419053,0.0466623,0.0705982,0.0250816,0.0347957,0.00968427,0.00634572,0.0442986,0.0679084,0,0,0,0,0,0,0,0,0.0311859,0,0.0367427,0.043675,0,0
143,0.0512777,0.0364029,0,0,0,0.0441387,0,0.0255256,0,0,0.0209305,0,0,0.0554132,0.046959,0.0363149,0.021648,0.00938023,0.043999,0.0270385,0.0263536,0.0426344,0.0459812,0.0224569,0.0353609,0.0214099,0.0176698,0.0365081,0.0493037,0.0179993,0.0166176,0.0401189,0,0.0196579,0.0508131,0.0392103,0,0,0.0131533,0,0,0.0170902,0.0365428,0.0279381,0.0425526,0.0173233,0.0518049,0.040912,0.0430902,0.062967,0.0337245,0.0620039,0.0415376,0.0463067,0.0702665,0.0251659,0.0345933,0.00948533,0.0067787,0.0441346,0.0681405,0,0,0,0,0,0,0,0,0.0316983,0,0.0359905,0.0435426,0,0
144,0.0513805,0.0364868,0,0,0,0.0396861,0,0.0276067,0,0,0.0208555,0,0,0.0554519,0.0470663,0.0381778,0.0215156,0.00910404,0.0452798,0.0272493,0.0269689,0.0427187,0.0465949,0.0227022,0.0353544,0.0222059,0.0181606,0.0453623,0.0488703,0.0178418,0.0169486,0.0399546,0,0.019831,0.0511776,0.0392121,0,0,0.0133083,0,0,0.017252,0.0364346,0.0284533,0.0426692,0.0171656,0.0517225,0.0411004,0.0429032,0.0631632,0.0335848,0.0614304,0.0412153,0.0460519,0.0698484,0.0252852,0.0344834,0.00937767,0.00703445,0.044012,0.0683932,0,0,0,0,0,0,0,0,0.0324791,0,0.0354668,0.043202,0,0
