Timestep,C7,CLAV,IMUL_L,IMUL_R,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUL_M,IMUR_M,
125,0.036252,0.0426648,0,0,0,0,0.0459419,0,0.030292,0.0503542,0,0,0.0304041,0,0,0.0539361,0.0317995,0.0191073,0.0206268,0.0615633,0.0161978,0.0393831,0.0256504,0.10821,0.0407712,0.0539135,0.0561354,0.0456112,0.0430551,0.0235844,0.0449626,0.0140303,0.0190572,0.0556482,0,0.0299939,0.0557849,0.0571156,0,0,0.00802885,0,0,0.0212781,0.0613823,0.0475803,0.0379783,0.0287427,0.0630278,0.0403776,0.0460332,0.0474184,0.0422324,0.0422147,0.0631725,0.049003,0.050956,0.0701072,0.0313016,0.0494102,0.0184159,0.00859599,0.0468088,0.07506,0,0,0,0,0,0,0,0,0,0,0
126,0.0363675,0.0425125,0,0,0,0,0.0425426,0,0.0319185,0.0504253,0,0,0.0301999,0,0,0.0541576,0.0318577,0.0206331,0.0211592,0.0615465,0.0163839,0.0399128,0.0254682,0.109065,0.0402207,0.0539294,0.0556859,0.045177,0.0427703,0.0246185,0.0447357,0.0143174,0.0193143,0.0554644,0,0.0301986,0.0561488,0.0570939,0,0,0.00803004,0,0,0.0213368,0.0621269,0.048111,0.0381281,0.0290002,0.0631731,0.0403109,0.0460931,0.04719,0.0423316,0.0424416,0.0628348,0.0492053,0.0510172,0.0701502,0.0311985,0.0493754,0.0184151,0.00861998,0.0467199,0.0752356,0,0,0,0,0,0,0,0,0,0,0
127,0.0367513,0.0425818,0,0,0,0,0.0412861,0,0.031071,0.05,0,0,0.0294321,0,0,0.0549777,0.0318982,0.0199915,0.0203966,0.0606098,0.0162498,0.0385547,0.0241167,0.109251,0.0410364,0.0541905,0.0561607,0.0455103,0.0433131,0.0276826,0.0442441,0.0144513,0.019549,0.0515201,0,0.0263883,0.0560741,0.0566739,0,0,0.00799557,0,0,0.0215397,0.0628241,0.0467076,0.0376138,0.0310004,0.0625884,0.0403936,0.0457413,0.0453308,0.0413667,0.0426602,0.0644989,0.0527874,0.0532922,0.0708665,0.0264614,0.049225,0.0182632,0.00881899,0.0467774,0.0752277,0,0,0,0,0,0,0,0,0,0,0
128,0.0368752,0.042592,0,0,0,0,0.0413199,0,0.0305853,0.0501963,0,0,0.028988,0,0,0.055467,0.0316181,0.0196597,0.0201031,0.059936,0.016275,0.036807,0.0231181,0.109232,0.0419047,0.054461,0.0563929,0.0456322,0.0434884,0.0299999,0.0439047,0.0145495,0.0197221,0.0513842,0,0.0263617,0.0562652,0.056484,0,0,0.00794762,0,0,0.0217474,0.0631118,0.0470438,0.0375816,0.0311281,0.0620735,0.0404244,0.0456701,0.0451538,0.0412509,0.0427064,0.0648269,0.0532437,0.0534721,0.0709267,0.0262602,0.049252,0.0182027,0.00884592,0.0468475,0.0751056,0,0,0,0,0,0,0,0,0,0,0
129,0.0369771,0.0425736,0,0,0,0,0.0412733,0,0.0301295,0.0502179,0,0,0.0285868,0,0,0.0558362,0.0313943,0.019864,0.0199747,0.0596582,0.0162336,0.0357294,0.0227657,0.109208,0.0425026,0.0545577,0.0566759,0.0455801,0.0435269,0.0315911,0.0437282,0.0144812,0.0199579,0.0516262,0,0.0263578,0.0564509,0.0561862,0,0,0.00784758,0,0,0.0217257,0.063261,0.0473077,0.0378148,0.0311714,0.0615946,0.0402298,0.0456162,0.04519,0.0411891,0.0426769,0.06517,0.0535044,0.053575,0.0708946,0.0264319,0.0492928,0.0182233,0.0088733,0.0469541,0.0748699,0,0,0,0,0,0,0,0,0,0,0
130,0.0370796,0.0424695,0,0,0,0,0.0410423,0,0.0300394,0.0501771,0,0,0.0283441,0,0,0.0560385,0.0311484,0.0196882,0.0201002,0.0597491,0.0163167,0.0352659,0.022742,0.109102,0.0426548,0.054376,0.0568845,0.0453538,0.0433732,0.0322647,0.0435916,0.0144866,0.0201154,0.052143,0,0.026372,0.0565663,0.0559129,0,0,0.00786522,0,0,0.0215772,0.0633953,0.0474812,0.0377898,0.0311715,0.0613107,0.0399076,0.045468,0.045308,0.0410881,0.0424425,0.0652783,0.0536967,0.0537157,0.0708356,0.0268978,0.0493189,0.0181898,0.00896476,0.0469548,0.0746562,0,0,0,0,0,0,0,0,0,0,0
131,0.0361379,0.0430225,0,0,0,0,0.0389769,0,0.0314364,0.0502967,0,0,0.028248,0,0,0.0547701,0.0311178,0.0193384,0.0197406,0.0602348,0.015513,0.0363991,0.0230602,0.108096,0.0424364,0.0547074,0.0573157,0.0456242,0.0432941,0.0321397,0.0454784,0.0128581,0.0180054,0.0527391,0,0.0272947,0.0591829,0.0567585,0,0,0.00766696,0,0,0.0215835,0.0628908,0.0494186,0,0.0313049,0.0636913,0.0407772,0.0459545,0.0472272,0.0429098,0.0430114,0.0642286,0.0533216,0.0529246,0.0691821,0.0272914,0.0494862,0.0180714,0.00911923,0.0480335,0.0741694,0,0,0,0,0,0,0,0,0,0,0
132,0.0361291,0.0429246,0,0,0,0,0.0386214,0,0.0326077,0.0501968,0,0,0.0283233,0,0,0.0546821,0.031019,0.0184783,0.0201581,0.0606657,0.0157362,0.0373136,0.0236145,0.107844,0.0417833,0.05428,0.056477,0.0453075,0.0429843,0.0312577,0.0456083,0.0130075,0.0179987,0.0534667,0,0.0274647,0.0591961,0.0566618,0,0,0.00777957,0,0,0.021539,0.0628168,0.0492907,0,0.0312279,0.0637196,0.0405282,0.0459068,0.0473871,0.0428159,0.0433104,0.0642622,0.0536056,0.0529501,0.0689484,0.0276658,0.049511,0.0183448,0.0091643,0.0480135,0.0741804,0,0,0,0,0,0,0,0,0,0,0
133,0.0361083,0.0428252,0,0,0,0,0.0369292,0,0.0336869,0.0503692,0,0,0.0283785,0,0,0.0546768,0.0307704,0.0178409,0.0208605,0.0609547,0.0159858,0.0383287,0.0244749,0.107753,0.04076,0.0536262,0.0555052,0.044679,0.0424815,0.0303537,0.0455783,0.0132112,0.0181121,0.0542627,0,0.0274957,0.0592671,0.056579,0,0,0.00793814,0,0,0.0213869,0.062981,0.0491655,0,0.0311653,0.0636423,0.0402875,0.0458061,0.0474052,0.0427313,0.0435582,0.0643972,0.0539423,0.0528701,0.0688481,0.0280454,0.0495499,0.0185689,0.00913752,0.0479655,0.0741884,0,0,0,0,0,0,0,0,0,0,0
134,0.0369598,0.042053,0,0,0,0,0.035553,0,0.0334816,0.0503209,0,0,0.0285861,0,0,0.0559925,0.0301404,0.01706,0.022456,0.0607689,0.0172462,0.0382036,0.0250611,0.108259,0.0394175,0.0523185,0.0541516,0.0432944,0.0415312,0.0291845,0.0436274,0.0152491,0.0204499,0.0552201,0,0.0262797,0.0568735,0.0556781,0,0,0.00852896,0,0,0.0212929,0.0635885,0.0469127,0.035543,0.0310888,0.0612419,0.0389962,0.0448406,0.0457588,0.0405425,0.0433055,0.0660056,0.0549608,0.0538705,0.0700521,0.0286967,0.049496,0.0187606,0.00909948,0.0468262,0.0745357,0,0,0,0,0,0,0,0,0,0,0
135,0.0371283,0.0420303,0,0,0,0,0.0335984,0,0.0336663,0.0507927,0,0,0.0284874,0,0,0.0561855,0.0293693,0.0167589,0.0232859,0.0608726,0.0175138,0.0388216,0.0256644,0.107943,0.0384436,0.0518721,0.0537223,0.042515,0.0407542,0.0290547,0.0434282,0.0154328,0.0207014,0.0561791,0,0.0263493,0.0566043,0.0555631,0,0,0.00868631,0,0,0.0215088,0.0643227,0.046694,0.0356743,0.0308852,0.0610046,0.0385631,0.0443711,0.045812,0.0404215,0.0435113,0.0660187,0.0547887,0.0536331,0.0695954,0.0292829,0.049544,0.0187994,0.00928278,0.0467239,0.0746464,0,0,0,0,0,0,0,0,0,0,0
136,0.0371814,0.0420962,0,0,0,0,0.0312879,0,0.0346442,0.0511114,0,0,0.0283823,0,0,0.0562014,0.028517,0.0171473,0.0238442,0.061014,0.0177413,0.0393186,0.0258897,0.107552,0.0379216,0.0516152,0.0537487,0.0417928,0.0398852,0.028982,0.0434358,0.0155567,0.0207369,0.0568733,0,0.0262161,0.0561754,0.0556152,0,0,0.0088138,0,0,0.021646,0.0649993,0.0463592,0.0352858,0.0305342,0.0608562,0.0381714,0.0439633,0.0461005,0.0403961,0.043712,0.0659515,0.0546185,0.0535243,0.0690873,0.0298386,0.0496639,0.0189179,0.00941442,0.0467425,0.0747854,0,0,0,0,0,0,0,0,0,0,0
137,0.0371533,0.0421213,0,0,0,0,0.0287838,0,0.0363696,0.0511629,0,0,0.0283386,0,0,0.0561547,0.0277621,0.0182165,0.0241692,0.0611518,0.0180886,0.039302,0.0260101,0.107498,0.0378678,0.0513193,0.0539291,0.0409766,0.0390852,0.0285159,0.0434582,0.0159358,0.0205907,0.0571909,0,0.025856,0.0556168,0.0558033,0,0,0.00901001,0,0,0.0215674,0.0655467,0.04601,0.0351507,0.0300617,0.060752,0.0379101,0.0437434,0.0464912,0.0402315,0.0437096,0.0658934,0.0545163,0.0533478,0.0686628,0.0302126,0.0498432,0.0190657,0.00942742,0.0467447,0.074917,0,0,0,0,0,0,0,0,0,0,0
138,0.0365522,0.042239,0,0,0,0,0.0264786,0,0.0376932,0.0515688,0,0,0.0288502,0,0,0.0555854,0.0268926,0.0186549,0.0248383,0.0615973,0.0186983,0.0386159,0.0249085,0.107176,0.0384656,0.0514023,0.0541031,0.0406931,0.0389671,0.0298574,0.0436473,0.0161612,0.0203189,0.0641637,0,0.0300134,0.055292,0.0566275,0,0,0.00894901,0,0,0.0219433,0.0656588,0.0469836,0.0358292,0.0257136,0.0613489,0.0378789,0.0446702,0.0500978,0.0414178,0.0431332,0.0631281,0.0496015,0.049868,0.067489,0.0392473,0.0502951,0.0191846,0.00913562,0.046894,0.0750961,0,0,0,0,0,0,0,0,0,0,0
139,0.036091,0.0425069,0,0,0,0,0.025368,0,0.0382354,0.0516348,0,0,0.0287534,0,0,0.0551374,0.0252546,0.0180412,0.025507,0.0616473,0.0185481,0.0375175,0.0245285,0.107154,0.0385103,0.0509511,0.053819,0.0402934,0.0385867,0.0310505,0.0442512,0.0157691,0.0194851,0.0646365,0,0.0283774,0.0535838,0.0570578,0,0,0.00891254,0,0,0.0219794,0.0663588,0.0440479,0.0364328,0.0236573,0.0616799,0.0382999,0,0.0529014,0.0429093,0.0448472,0.0624441,0.0487689,0.049594,0.0674116,0.0398207,0.0504644,0.0191256,0.00920793,0.0473509,0.0747741,0,0,0,0,0,0,0,0,0,0,0
140,0.0363994,0.0423617,0,0,0,0,0.0256099,0,0.0388146,0.0511462,0,0,0.0288455,0,0,0.055505,0.0254229,0.0172194,0.0250898,0.0615562,0.0189427,0.037157,0.023323,0.106474,0.0394954,0.0508672,0.0540755,0.0401985,0.0385074,0.0305239,0.043698,0.0163504,0.020119,0.0643517,0,0.0292538,0.0531903,0.0569825,0,0,0.00903386,0,0,0.0220805,0.0666693,0.0460463,0.0348472,0.0234322,0.06126,0.0381161,0.044203,0.0516179,0.0413649,0.0420396,0.0628084,0.0489585,0.0493052,0.0672734,0.038283,0.0504629,0.0192261,0.00927344,0.0470081,0.0750896,0,0,0,0,0,0,0,0,0,0,0
141,0.0363574,0.0423833,0,0,0,0,0.0257028,0,0.0385194,0.0509902,0,0,0.028963,0,0,0.0554833,0.0246781,0.0161641,0.0255406,0.0615655,0.0189968,0.0369162,0.0234097,0.106257,0.0390607,0.0502834,0.0540506,0.0396909,0.0380543,0.0309422,0.0437393,0.0163996,0.0199857,0.0638922,0,0.0290208,0.0518148,0.0572409,0,0,0.00895322,0,0,0.0221519,0.0670397,0.0459396,0.0342607,0.0221708,0.0613043,0.038421,0.0434765,0.0523576,0.0414073,0.0408215,0.0626656,0.0487554,0.0488541,0.0670661,0.0369868,0.0503516,0.0191999,0.00929304,0.0469964,0.0752351,0,0,0,0,0,0,0,0,0,0,0
142,0.0363298,0.0424292,0,0,0,0,0.0257156,0,0.0379073,0.0508791,0,0,0.0291147,0,0,0.055534,0.0239403,0.0148754,0.0260259,0.0616362,0.0190445,0.0366627,0.0237307,0.106358,0.0384018,0.0495112,0.0537463,0.039006,0.0373289,0.0316715,0.0437443,0.0164416,0.0199206,0.0626918,0,0.0288478,0.0503568,0.0576846,0,0,0.00872909,0,0,0.0220895,0.0671747,0.0458824,0.0337359,0.0208253,0.0617028,0.0388748,0.0426596,0.0532457,0.0416937,0.0393768,0.0624804,0.0487843,0.0485316,0.067017,0.0348963,0.0501008,0.0189695,0.00926186,0.0469766,0.0754962,0,0,0,0,0,0,0,0,0,0,0
143,0.0363009,0.0425227,0,0,0,0,0.0255697,0,0.0373415,0.0507549,0,0,0.0292692,0,0,0.0556127,0.0230464,0.0137721,0.026295,0.0619074,0.019106,0.0360862,0.023828,0.106679,0.0378509,0.0486149,0.0530334,0.0381913,0.0363151,0.0323225,0.0437024,0.0165588,0.0198322,0.0612262,0,0.0288633,0.0487132,0.0582934,0,0,0.00839425,0,0,0.0218387,0.0672546,0.0458153,0.0333481,0.0196007,0.0622831,0.0394753,0.041754,0.0540013,0.0420219,0.0378263,0.0623923,0.0490973,0.0483207,0.067221,0.032047,0.0498332,0.0185194,0.00911864,0.0470445,0.0757497,0,0,0,0,0,0,0,0,0,0,0
144,0.0362157,0.0426663,0,0,0,0,0.0251449,0,0.0368897,0.050688,0,0,0.0293981,0,0,0.0557037,0.0221467,0.013068,0.0263015,0.0624225,0.0191588,0.0352061,0.0240605,0.1072,0.0373342,0.0476934,0.0520478,0.0374135,0.0353112,0.0326503,0.0435761,0.0166773,0.0199958,0.0595031,0,0.0290078,0.0468055,0.058965,0,0,0.00798197,0,0,0.0216426,0.0674276,0.0457156,0.0331111,0.0190305,0.0630585,0.040271,0.0406323,0.0546604,0.0424012,0.0362322,0.0623384,0.0494022,0.0480743,0.0675308,0.0286419,0.0494578,0.0180366,0.00890614,0.0471954,0.0760048,0,0,0,0,0,0,0,0,0,0,0
145,0.0360832,0.042843,0,0,0,0,0.0244869,0,0.0366621,0.050641,0,0,0.0295216,0,0,0.0558389,0.0214633,0.0126883,0.0268573,0.063178,0.0192561,0.0342348,0.0242146,0.107831,0.0366596,0.0469812,0.0509025,0.0367961,0.0346042,0.0331915,0.0433224,0.0168596,0.0205573,0.0581504,0,0.029231,0.0446831,0.0596181,0,0,0.00754925,0,0,0.0215721,0.0674326,0.0453533,0.0329596,0.0194153,0.0639774,0.0411692,0.0392296,0.0552766,0.042891,0.0346295,0.0620781,0.0493435,0.0475216,0.0677181,0.0246027,0.0488902,0.0177168,0.00865367,0.0473438,0.0762003,0,0,0,0,0,0,0,0,0,0,0
146,0.036002,0.0429647,0,0,0,0,0.0237673,0,0.036705,0.0505886,0,0,0.0297276,0,0,0.0561237,0.0209044,0.0122296,0.0277691,0.0641729,0.0194498,0.0332698,0.0241056,0.108356,0.0359257,0.046388,0.0501727,0.0360979,0.0337643,0.0341644,0.0428466,0.0171065,0.0213339,0.0572706,0,0.0292782,0.0424666,0.0602125,0,0,0.00710767,0,0,0.0213263,0.0670504,0.0446869,0.0328599,0.0204735,0.0649974,0.0420619,0.0380379,0.0555779,0.0433702,0.0330583,0.0616102,0.048823,0.0465734,0.0676747,0.0202469,0.0482539,0.0171739,0.00848671,0.0474086,0.0764061,0,0,0,0,0,0,0,0,0,0,0
147,0.0359973,0.0430217,0,0,0,0,0.0231504,0,0.0367677,0.0505554,0,0,0.0300104,0,0,0.0564403,0.0201489,0.0119791,0.0287417,0.0652609,0.0197701,0.0325332,0.0240019,0.108801,0.0352897,0.0459018,0.04962,0.0354917,0.032974,0.0351702,0.042153,0.0176462,0.0215484,0.0567477,0,0.0287604,0.0400859,0.0607061,0,0,0.00680756,0,0,0.02108,0.06668,0.0436324,0.0327623,0.0219294,0.0661312,0.0429467,0.0372174,0.0555542,0.0438214,0.0317514,0.0608895,0.0479068,0.0454723,0.0674637,0.01581,0.0477047,0.0164326,0.00840759,0.0473999,0.0765611,0,0,0,0,0,0,0,0,0,0,0
148,0.0361106,0.0429833,0,0,0,0,0.0227568,0,0.0367814,0.0506067,0,0,0.030262,0,0,0.0568448,0.0190622,0.0119104,0.0298106,0.0665757,0.0201959,0.0320582,0.0241623,0.109156,0.0348355,0.0454742,0.0492126,0.0350277,0.0325264,0.03596,0.0414506,0.0182462,0.0221637,0.0563414,0,0.027649,0.0374305,0.0609401,0,0,0.00676576,0,0,0.0209865,0.0664158,0.0425302,0.0326119,0.0238805,0.0672655,0.0436434,0.0366969,0.0554063,0.0441557,0.030953,0.0601553,0.0467371,0.044406,0.0674199,0.0115523,0.0472267,0.0156393,0.00836047,0.0472745,0.0767807,0,0,0,0,0,0,0,0,0,0,0
149,0.0363097,0.0428344,0,0,0,0,0.0225149,0,0.0366887,0.0506602,0,0,0.0304278,0,0,0.057313,0.0180115,0.0119399,0.0308882,0.0676149,0.0207925,0.0318164,0.0243998,0.109342,0.0346494,0.0451395,0.0488748,0.0347015,0.0323698,0.0365749,0.0406093,0.0190171,0.0231505,0.0561139,0,0.0260475,0.035257,0.0610116,0,0,0.00692223,0,0,0.0209677,0.0663203,0.0411565,0.0324041,0.025877,0.0682777,0.0442567,0.0362927,0.0553444,0.0447945,0.0301839,0.059311,0.0454284,0.0434937,0.0675105,0.008984,0.0466985,0.0150076,0.00825022,0.0470932,0.0770266,0,0,0,0,0,0,0,0,0,0,0
150,0.0366001,0.0426427,0,0,0,0,0.022235,0,0.0363166,0.050575,0,0,0.0307171,0,0,0.0578409,0.017191,0.0119776,0.0320432,0.068467,0.0214814,0.0316831,0.0245556,0.109331,0.0346057,0.0449024,0.0485504,0.0344353,0.0322398,0.0368312,0.039704,0.0197991,0.0241902,0.0558392,0,0.0242606,0.0331984,0.0609392,0,0,0.00715338,0,0,0.0208856,0.0663192,0.0395853,0.0321943,0.0280309,0.0692095,0.0448015,0.0360989,0.05541,0.0454354,0.0296644,0.0583345,0.0440212,0.0425954,0.0676082,0.00954223,0.0461353,0.0145333,0.00809171,0.0468415,0.0773124,0,0,0,0,0,0,0,0,0,0,0
151,0.0370061,0.0424331,0,0,0,0,0.0221598,0,0.0357222,0.0504829,0,0,0.0311601,0,0,0.0585437,0.0166425,0.012136,0.032568,0.0690434,0.0221813,0.0317903,0.0246643,0.108974,0.0345872,0.0447016,0.0482553,0.0341967,0.0321169,0.0367221,0.0388525,0.0205509,0.0251858,0.0550946,0,0.0224235,0.031152,0.0608033,0,0,0.00747957,0,0,0.0208401,0.0665108,0.037771,0.0324428,0.0302952,0.0702292,0.0452154,0.0359844,0.0554845,0.0460077,0.0294806,0.0572514,0.0423213,0.0416611,0.0672066,0.0127475,0.0456604,0.0141844,0.00795829,0.0464814,0.0776734,0,0,0,0,0,0,0,0,0,0,0
152,0.0374131,0.0423008,0,0,0,0,0.0223157,0,0.0353307,0.0504262,0,0,0.0315709,0,0,0.0592339,0.0162964,0.012355,0.0327295,0.0692905,0.0228381,0.0321947,0.0247353,0.108489,0.034573,0.0445361,0.0479669,0.0339711,0.032082,0.0364511,0.0381368,0.021344,0.0261529,0.0537656,0,0.020727,0.0292435,0.0606418,0,0,0.00779466,0,0,0.0207194,0.0668992,0.035837,0.0327253,0.0325303,0.0711958,0.0454501,0.0359987,0.056041,0.0466741,0.0293728,0.0559997,0.0402828,0.0404005,0.0664011,0.0171611,0.0452717,0.0140434,0.00780197,0.0460456,0.078135,0,0,0,0,0,0,0,0,0,0,0
153,0.0378444,0.0422397,0,0,0,0,0.0224696,0,0.0356673,0.0504017,0,0,0.0319388,0,0,0.0598789,0.0160721,0.0124134,0.0332463,0.0690937,0.0234343,0.0324206,0.0245732,0.108789,0.0346628,0.0443404,0.0478059,0.0338081,0.0321065,0.0363466,0.0374282,0.0221613,0.0269668,0.0525017,0,0.0194271,0.0276723,0.0605566,0,0,0.00808085,0,0,0.0206818,0.067201,0.0348308,0.03286,0.0339822,0.0718199,0.0456834,0.0363435,0.0583277,0.0482336,0.028772,0.0546672,0.0371515,0.038847,0.0657964,0.0214057,0.0449321,0.0141211,0.00768995,0.0455508,0.0785897,0,0,0,0,0,0,0,0,0,0,0
154,0.03815,0.0422699,0,0,0,0,0.0224832,0,0.0359216,0.0503578,0,0,0.0322034,0,0,0.0602505,0.0159188,0.012376,0.0335735,0.0689181,0.0237736,0.0321808,0.0242332,0.109198,0.0346441,0.0441324,0.0477001,0.0336404,0.0320239,0.0360488,0.036863,0.0226407,0.0273951,0.0511677,0,0.0180722,0.0264183,0.0605118,0,0,0.00823201,0,0,0.0205876,0.0674041,0.0357666,0.0331949,0.0347118,0.0724391,0.045789,0.036415,0.0592423,0.0490622,0.0287015,0.0540661,0.0355115,0.0383083,0.0658816,0.0269521,0.0447991,0.0141826,0.00760712,0.0450972,0.0789278,0,0,0,0,0,0,0,0,0,0,0
155,0.0374738,0.0427226,0,0,0,0,0.0225815,0,0.0356867,0.0507883,0,0,0.0319516,0,0,0.0593608,0.0158077,0.0125003,0.0333242,0.0684361,0.0228176,0.0318305,0.0240675,0.109394,0.0343241,0.0437546,0.0472564,0.0332772,0.0316998,0.0355099,0.0377335,0.0214406,0.0262128,0.0494476,0,0.0169462,0.0277079,0.0606503,0,0,0.00804091,0,0,0.0205711,0.067195,0.0388237,0.0358119,0.0350057,0.0738029,0.0459046,0.0372434,0.0638474,0,0.0290456,0.0531933,0.0324193,0.0373906,0.0662364,0.0315466,0.0452576,0.0144513,0.00762583,0.0454581,0.0783569,0,0,0,0,0,0,0,0,0,0,0
156,0.0386064,0.0424515,0,0,0,0,0.022511,0,0.0354823,0.0506535,0,0,0.0325239,0,0,0.0602893,0.015543,0.0125395,0.0335736,0.0686736,0.0237239,0.0317024,0.0240383,0.10919,0.0340762,0.0438972,0.0471972,0.0333762,0.031563,0.0354446,0.0365812,0.0226285,0.0276129,0.0484716,0,0.0165973,0.0244812,0.0608648,0,0,0.00826724,0,0,0.0206638,0.0670974,0.0400961,0.0339852,0.0361599,0.0735221,0.045964,0.0356905,0.0599295,0.0496945,0.0286248,0.0548025,0.0346313,0.0389296,0.0672766,0.036008,0.044911,0.0142376,0.00776917,0.0445062,0.0796719,0,0,0,0,0,0,0,0,0,0,0
157,0.0387584,0.0425299,0,0,0,0,0.0224257,0,0.0350713,0.0508737,0,0,0.0324933,0,0,0.0600042,0.0152709,0.0126989,0.0336133,0.0684586,0.023355,0.0314703,0.0241385,0.109234,0.0336116,0.043912,0.0470401,0.033331,0.0313346,0.0352898,0.0368876,0.0223214,0.0272258,0.0473853,0,0.0167773,0.0236222,0.0611408,0,0,0.00825576,0,0,0.02084,0.066868,0.041967,0.0342849,0.0371136,0.0735815,0.0459885,0.0352874,0.060226,0.0500748,0.0280208,0.0554862,0.0349585,0.0395064,0.0684131,0.0390036,0.0451109,0.0142109,0.00790346,0.0445722,0.0800409,0,0,0,0,0,0,0,0,0,0,0
158,0.0388727,0.042601,0,0,0,0,0.0224344,0,0.0347937,0.051063,0,0,0.0323829,0,0,0.0595308,0.0150399,0.0128129,0.033595,0.0680239,0.0228597,0.0312851,0.0241348,0.10931,0.033297,0.0438588,0.0469006,0.0332655,0.0311416,0.0350693,0.0373104,0.021869,0.0266644,0.046959,0,0.0169791,0.0228726,0.0614292,0,0,0.0082268,0,0,0.0209059,0.0663735,0.0442721,0.0345238,0.0378818,0.0733336,0.0458387,0.0350307,0.0605848,0.0504745,0.0271749,0.0563445,0.035627,0.0405056,0.0698861,0.0429351,0.0453103,0.0140884,0.00791763,0.0445356,0.080364,0,0,0,0,0,0,0,0,0,0,0
159,0.0389514,0.0426304,0,0,0,0,0.0224943,0,0.0347766,0.0512475,0,0,0.0322408,0,0,0.0590488,0.014927,0.0129944,0.033417,0.0675128,0.0223356,0.0309922,0.0240392,0.109392,0.033201,0.0437718,0.0468307,0.0331832,0.031003,0.0347355,0.0377912,0.0212788,0.0258828,0.04702,0,0.0169796,0.0222179,0.0616845,0,0,0.00819418,0,0,0.0209472,0.0656838,0.0469646,0.0347218,0.0383054,0.073046,0.0455859,0.0348933,0.0609731,0.0506276,0.0268523,0.0573808,0.036472,0.0417049,0.0713514,0.0477313,0.0454995,0.0141777,0.00788967,0.0446126,0.0806254,0,0,0,0,0,0,0,0,0,0,0
160,0.0379488,0.0430573,0,0,0,0,0.0224789,0,0.0345649,0.0515533,0,0,0.0316795,0,0,0.0576341,0.0149162,0.0133077,0.0328109,0.066661,0.0208268,0.0305476,0.0240043,0.109676,0.0330882,0.0435424,0.0466424,0.0329653,0.0307822,0.0346243,0.0396104,0.019298,0.0238179,0.0465326,0,0.0170274,0.0233939,0.0619224,0,0,0.00799449,0,0,0.0209088,0.0646626,0.0495175,0.0373116,0.0390727,0.0735616,0.0453796,0.036021,0.0657119,0,0.0263624,0.0573029,0.0347112,0.0415335,0.0723487,0.0510609,0.0461247,0.0146067,0.00778855,0.0456047,0.0797069,0,0,0,0,0,0,0,0,0,0,0
161,0.0378876,0.0431019,0,0,0,0,0.0225364,0,0.0343608,0.0513875,0,0,0.0316291,0,0,0.0572897,0.0150612,0.0135199,0.0324899,0.0662476,0.0204354,0.0300021,0.0238766,0.109698,0.0330565,0.0436143,0.0466223,0.0329441,0.0306533,0.0342589,0.0400513,0.0188731,0.0234338,0.0460754,0,0.0169169,0.0230726,0.0621589,0,0,0.00798403,0,0,0.020828,0.0639781,0.0512119,0.0377901,0.0396861,0.0735476,0.0451299,0.0358688,0.0657039,0,0.0258011,0.0575973,0.0347648,0.0419007,0.0729808,0.0547109,0.046189,0.0145396,0.00784806,0.0458558,0.0796846,0,0,0,0,0,0,0,0,0,0,0
162,0.0377712,0.0431964,0,0,0,0,0.0227272,0,0.0342992,0.0512183,0,0,0.0316675,0,0,0.0570403,0.0152115,0.0136452,0.0322443,0.0660888,0.0201692,0.0294958,0.0237505,0.109647,0.0329737,0.0435866,0.0465919,0.0328826,0.0305614,0.0337243,0.0402953,0.018625,0.0231333,0.045611,0,0.0167088,0.0227993,0.0622944,0,0,0.00796825,0,0,0.020673,0.0633377,0.0523974,0.0381837,0.0402438,0.0737759,0.0448497,0.0357693,0.0655571,0,0.0254263,0.0576499,0.0346185,0.0416648,0.073324,0.0573744,0.0462337,0.0141023,0.00792632,0.0461265,0.0794997,0,0,0,0,0,0,0,0,0,0,0
163,0.0376381,0.0432724,0,0,0,0,0.0229664,0,0.0340507,0.0508887,0,0,0.0317272,0,0,0.0569758,0.0153627,0.0139304,0.0319699,0.0661195,0.0198976,0.0289627,0.0236578,0.109476,0.0329148,0.0435067,0.0465587,0.0328277,0.0306058,0.0331381,0.0403665,0.018491,0.0229084,0.0452581,0,0.0163792,0.0225844,0.0621444,0,0,0.0079528,0,0,0.0205908,0.0627536,0.0531107,0.03859,0.0405402,0.0742559,0.0446653,0.0357136,0.0654584,0,0.02502,0.0576916,0.0346484,0.0414998,0.0735804,0.0593017,0.0462238,0.0140485,0.00787648,0.0463216,0.0792379,0,0,0,0,0,0,0,0,0,0,0
