Timestep,C7,CLAV,IMUL_L,IMUR_B,IMUR_T,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUL_R,LASI,LKNE,RTIBP,IMUR_M,IMUL_M,LTHII,RTHII
195,0.0497969,0.0379385,0,0,0,0.039817,0,0.0234745,0,0,0.0238021,0,0,0.0622043,0.0468042,0.0346854,0.0208524,0.0479176,0.0345139,0.02885,0.0482529,0.0195359,0.0295865,0.0339673,0.0199702,0.0159195,0.0606801,0.0403128,0.0191496,0.0276176,0.0446531,0,0.01962,0.0527978,0.0392932,0,0,0.0157582,0,0,0.0190146,0.0379047,0.0278593,0.0399247,0.0167503,0.0496048,0.0409188,0.0439223,0.0620717,0.035661,0.0624468,0.0453219,0.0490434,0.023097,0.0317064,0.00969388,0.0103244,0.0441205,0.0672596,0,0,0,0,0,0,0,0,0,0.0348812,0.00800787,0.0730565,0,0,0.0476353,0.0506025
196,0.0498242,0.0377722,0,0,0,0.0378857,0,0.0251129,0,0,0.024,0,0,0.06229,0.0471715,0.0373911,0.0207462,0.0489695,0.0347885,0.0290995,0.0487244,0.0193224,0.030569,0.0345638,0.0210933,0.0167039,0.0662829,0.040072,0.0190745,0.0279767,0.0446485,0,0.0204282,0.0531376,0.0393317,0,0,0.016007,0,0,0.0190226,0.0378006,0.0288753,0.0397752,0.0168801,0.0495574,0.0410363,0.0441554,0.0620167,0.0357335,0.0622843,0.0449632,0.0488687,0.0231506,0.0314002,0.0095188,0.0105075,0.0441208,0.067474,0,0,0,0,0,0,0,0,0,0.0343469,0.00783439,0.072606,0,0,0.0481457,0.0504058
197,0.0498681,0.0377161,0,0,0,0.0361582,0,0.0268629,0,0,0.0243106,0,0,0.0623659,0.0474654,0.0392349,0.020796,0.0497202,0.0352124,0.0294047,0.0490372,0.0192481,0.0316677,0.0351363,0.0227359,0.0182452,0.0713484,0.0398222,0.018793,0.0282443,0.0444037,0,0.021068,0.0534618,0.0393467,0,0,0.0161617,0,0,0.0190595,0.0378357,0.0297847,0.0393853,0.0170433,0.0492974,0.0410879,0.0442355,0.0619476,0.035929,0.0620505,0.0446712,0.0485804,0.0232886,0.0312905,0.00945111,0.0104855,0.0439938,0.0676603,0,0,0,0,0,0,0,0,0,0.0338607,0.00776422,0.0720644,0,0,0.0485124,0.0503177
198,0.0499575,0.0378102,0,0,0,0.0351587,0,0.0277992,0,0,0.0244303,0,0,0.0624561,0.0475622,0.0396332,0.0209544,0.0499272,0.0353528,0.0294625,0.0490944,0.0193686,0.0326088,0.0355698,0.0244115,0.0201949,0.0741903,0.0397672,0.0187107,0.0283237,0.0440784,0,0.0213324,0.0537775,0.0392581,0,0,0.0161808,0,0,0.019124,0.0380161,0.0305151,0.038848,0.0172574,0.0488253,0.0410178,0.0442947,0.0618817,0.0362625,0.0619006,0.0445328,0.0482978,0.023488,0.031347,0.00955572,0.010329,0.043763,0.067762,0,0,0,0,0,0,0,0,0,0.0334927,0.00774514,0.0715316,0,0,0.048994,0.0503247
199,0.0501237,0.0379885,0,0,0,0.0352342,0,0.0275006,0,0,0.0244214,0,0,0.0624594,0.047568,0.0389001,0.0212273,0.0498797,0.0354465,0.0291992,0.0489904,0.0197118,0.0332858,0.0358596,0.0256456,0.0217482,0.0739309,0.0397674,0.018584,0.0282823,0.0438977,0,0.0213569,0.0541052,0.0390852,0,0,0.0159616,0,0,0.0190396,0.0384486,0.0309951,0.0387195,0.0175123,0.0485583,0.0408465,0.0443507,0.0617489,0.0366269,0.0617736,0.044498,0.048112,0.0236141,0.0315983,0.00983043,0.00996189,0.0434906,0.0678742,0,0,0,0,0,0,0,0,0,0.0332494,0.00773787,0.0713163,0,0,0.0495542,0.0503435
200,0.050317,0.0381272,0,0,0,0.036294,0,0.0271411,0,0,0.0243179,0,0,0.0624252,0.0475536,0.0380775,0.0213436,0.0494545,0.035456,0.0287987,0.049013,0.0201564,0.0336467,0.0359367,0.026395,0.0227127,0.0719947,0.0398257,0.0184589,0.0281353,0.0436434,0,0.0212482,0.0545936,0.0388855,0,0,0.0155474,0,0,0.0187923,0.03881,0.0312478,0.0379393,0.0176391,0.0481823,0.0405862,0.0443787,0.0617246,0.036895,0.0616876,0.0444938,0.0480546,0.0237527,0.031895,0.0100903,0.0095294,0.0434248,0.0679658,0,0,0,0,0,0,0,0,0,0.0331296,0.00773538,0.0713393,0,0,0.0500818,0.0504976
201,0.0505234,0.0381203,0,0,0,0.0367632,0,0.0271498,0,0,0.0241416,0,0,0.0623527,0.0475581,0.0370799,0.0213187,0.0489189,0.0354709,0.0285104,0.0491378,0.020427,0.0338181,0.0358654,0.0268052,0.0231458,0.0697635,0.0399612,0.0184096,0.0279689,0.0433463,0,0.0212616,0.0550863,0.038696,0,0,0.0152292,0,0,0.0185212,0.0391255,0.0312126,0.0369452,0.0176221,0.0477117,0.0401297,0.0440963,0.0616178,0.0369213,0.0615673,0.0445046,0.0480568,0.0239096,0.0322132,0.0103893,0.00908887,0.0435621,0.0681847,0,0,0,0,0,0,0,0,0,0.0329595,0.00801228,0.0713357,0,0,0.0504468,0.0507128
202,0.0506523,0.0380802,0,0,0,0.0365341,0,0.0273545,0,0,0.0239245,0,0,0.0622892,0.0473508,0.0362282,0.0212198,0.0484408,0.0353766,0.0285548,0.0491205,0.0209047,0.033842,0.0357288,0.0269135,0.0231593,0.0673911,0.0402558,0.0184224,0.0277504,0.0431331,0,0.0213128,0.0554427,0.0385477,0,0,0.0149068,0,0,0.0183005,0.0395402,0.0310298,0.0364656,0.0176231,0.0472482,0.0396403,0.0437792,0.0612467,0.0366283,0.0613641,0.0444545,0.0480414,0.0240358,0.0325805,0.0106532,0.00868143,0.0437803,0.068471,0,0,0,0,0,0,0,0,0,0.0329045,0.00828796,0.0714085,0,0,0.0506305,0.0507595
203,0.0507487,0.0380929,0,0,0,0.0362631,0,0.0276336,0,0,0.0237113,0,0,0.0621964,0.0469548,0.0355238,0.0210699,0.0480983,0.0351499,0.0289441,0.0490433,0.0215261,0.0336831,0.0354819,0.0267493,0.0229877,0.0647303,0.040481,0.0184484,0.0275079,0.0429434,0,0.02138,0.0557244,0.0384025,0,0,0.0146504,0,0,0.0181927,0.0399668,0.0309528,0.0361987,0.0175977,0.0467298,0.0392562,0.0438455,0.0605729,0.0361971,0.0611965,0.04436,0.0479548,0.0240853,0.0329112,0.0109615,0.00832461,0.0438764,0.068677,0,0,0,0,0,0,0,0,0,0.0329282,0.00842924,0.0714689,0,0,0.0504648,0.0509126
204,0.050806,0.0380964,0,0,0,0.0363905,0,0.0277579,0,0,0.0234897,0,0,0.0620513,0.0464706,0.0348339,0.0209015,0.0478408,0.0347331,0.0290347,0.0489883,0.0219312,0.0333307,0.0351885,0.0265705,0.0228067,0.0617996,0.040645,0.0184704,0.0272772,0.042781,0,0.0215672,0.0559688,0.038266,0,0,0.0143266,0,0,0.0181338,0.0403476,0.0308552,0.0359867,0.0175576,0.0461418,0.0389652,0.043253,0.0600934,0.0356344,0.0611387,0.044195,0.0477616,0.0240237,0.0332688,0.0111214,0.00804348,0.0438724,0.0687305,0,0,0,0,0,0,0,0,0,0.0329924,0.00839377,0.071535,0,0,0.0498808,0.0509085
205,0.0508002,0.038079,0,0,0,0.0370871,0,0.0277095,0,0,0.0233542,0,0,0.061944,0.0459729,0.0341135,0.0207645,0.0477749,0.0342196,0.0290543,0.0489688,0.0219706,0.0329486,0.0348609,0.0265282,0.0227809,0.0585372,0.0409536,0.0185586,0.0271106,0.0426748,0,0.0219684,0.0562425,0.0382364,0,0,0.0140951,0,0,0.0181438,0.0407323,0.0307093,0.0357124,0.0175736,0.0457039,0.0386895,0.042738,0.0597358,0.0348214,0.0610768,0.0438919,0.0475573,0.0238057,0.0335585,0.0111653,0.00787438,0.043889,0.0686999,0,0,0,0,0,0,0,0,0,0.0331139,0.00840919,0.0712824,0,0,0.0498956,0.0506121
206,0.0507599,0.0380379,0,0,0,0.0381188,0,0.0274887,0,0,0.0232441,0,0,0.0619018,0.0455225,0.0334625,0.0207097,0.0479347,0.0337212,0.0292329,0.0489905,0.0219699,0.0327943,0.0345659,0.0266579,0.0228333,0.0548655,0.0413493,0.0187284,0.0270493,0.0426106,0,0.0224231,0.0565302,0.0382847,0,0,0.0139698,0,0,0.018186,0.0410826,0.0309813,0.0352723,0.0177333,0.0453376,0.0384723,0.0422915,0.0592757,0.0341901,0.0608401,0.0436093,0.0474476,0.0236925,0.0337324,0.0112835,0.00778953,0.0439726,0.0686076,0,0,0,0,0,0,0,0,0,0.0333735,0.00848022,0.0709751,0,0,0.049807,0.0503566
207,0.0507181,0.0380354,0,0,0,0.0391609,0,0.0271617,0,0,0.0231473,0,0,0.0618681,0.0451203,0.0328843,0.0207673,0.048338,0.0331911,0.0296077,0.0489268,0.0218478,0.0324899,0.0342949,0.026888,0.023057,0.0507548,0.0416197,0.0189545,0.0270166,0.0426779,0,0.022876,0.056848,0.0383628,0,0,0.0139354,0,0,0.0182355,0.0414607,0.0312084,0.0347844,0.0179926,0.0450447,0.0383538,0.0419374,0.0588451,0.0337388,0.0605857,0.0434485,0.0473767,0.0236162,0.0337702,0.0113531,0.0077373,0.0441691,0.0684771,0,0,0,0,0,0,0,0,0,0.0337874,0.0085393,0.0708456,0,0,0.0494457,0.0502256
208,0.0506935,0.0378885,0,0,0,0.0401167,0,0.0268691,0,0,0.0230628,0,0,0.0617927,0.0447044,0.0323237,0.0209216,0.0489134,0.0326564,0.0300841,0.0488103,0.0216128,0.0321527,0.034019,0.0270738,0.0233699,0.046668,0.0419108,0.0191253,0.027001,0.0428684,0,0.0233646,0.0571861,0.0384141,0,0,0.0139502,0,0,0.0182295,0.0418525,0.0309291,0.0343001,0.0182924,0.0448952,0.0383065,0.0417284,0.0585023,0.0332614,0.0604518,0.0433531,0.0473547,0.0235563,0.0337245,0.0113551,0.00767822,0.0444124,0.0683729,0,0,0,0,0,0,0,0,0,0.03429,0.00863132,0.0708245,0,0,0.0490197,0.0502157
209,0.0506677,0.037325,0,0,0,0.0410434,0,0.0266293,0,0,0.0229916,0,0,0.0616946,0.044411,0.0316414,0.0211067,0.0494717,0.0321727,0.0303073,0.0485455,0.0217003,0.0319041,0.0336995,0.0272073,0.023603,0.0432476,0.0420683,0.0192864,0.0270709,0.0430319,0,0.0238927,0.0575705,0.0383812,0,0,0.0139772,0,0,0.018159,0.0422069,0.0305251,0.033806,0.0186468,0.0448315,0.0382077,0.0416111,0.0582179,0.0331588,0.0603927,0.0433046,0.0473658,0.0235977,0.0337282,0.0113368,0.00769044,0.044674,0.0681607,0,0,0,0,0,0,0,0,0,0.034782,0.0088725,0.0708302,0,0,0.0486864,0.0501133
210,0.0506034,0.0370027,0,0,0,0.042206,0,0.026424,0,0,0.0229669,0,0,0.0615967,0.0442198,0.0310456,0.0213024,0.0501039,0.0317606,0.0304515,0.0485756,0.0219121,0.0318701,0.0334174,0.0273089,0.0238825,0.0407206,0.0421576,0.0193701,0.02716,0.0431512,0,0.0243243,0.0579571,0.0383786,0,0,0.0140524,0,0,0.0180294,0.042571,0.0305462,0.033282,0.0189834,0.0448079,0.0381709,0.0415711,0.0579827,0.0331547,0.0603667,0.0432362,0.0474283,0.0236584,0.0336598,0.0112309,0.00772933,0.0447974,0.0678782,0,0,0,0,0,0,0,0,0,0.0352504,0.00917312,0.0707534,0,0,0.0483882,0.0499386
211,0.0505344,0.0369492,0,0,0,0.0431876,0,0.0263074,0,0,0.0229568,0,0,0.0615469,0.0441159,0.0310138,0.0215243,0.0507111,0.0314923,0.0307942,0.0488809,0.0220095,0.0318166,0.0333631,0.0274907,0.0242797,0.0393696,0.0421962,0.0193694,0.0272383,0.0432061,0,0.0246086,0.0583891,0.0384471,0,0,0.0141599,0,0,0.0179638,0.0429686,0.0308376,0.032769,0.0191357,0.0448126,0.0382522,0.0415622,0.0578142,0.0331252,0.0604647,0.0432374,0.0474887,0.0236859,0.0335202,0.0111646,0.00775774,0.0447743,0.0676561,0,0,0,0,0,0,0,0,0,0.0357303,0.00961113,0.0705749,0,0,0.0480112,0.0498003
212,0.0503967,0.0370113,0,0,0,0.04389,0,0.0261789,0,0,0.0229689,0,0,0.0615507,0.0440669,0.0311926,0.0217989,0.0513512,0.031378,0.031288,0.0493053,0.0219688,0.0317167,0.0334426,0.0277234,0.0247888,0.039053,0.0421743,0.0193811,0.0273722,0.0431533,0,0.0247859,0.058867,0.0384872,0,0,0.014297,0,0,0.0179443,0.0434071,0.0312061,0.0322302,0.0191905,0.0448435,0.0383127,0.0415925,0.0576941,0.0330724,0.060403,0.0432479,0.0475197,0.0236627,0.0333635,0.0111007,0.00776324,0.0446773,0.0674929,0,0,0,0,0,0,0,0,0,0.0361913,0.0101886,0.070442,0,0,0.0475195,0.049693
213,0.050345,0.0370357,0,0,0,0.0443413,0,0.0261031,0,0,0.0229822,0,0,0.0615992,0.0440835,0.0315005,0.0220981,0.0519799,0.0313752,0.0319098,0.0496979,0.0219094,0.0317897,0.0336851,0.0280877,0.0253224,0.0395544,0.0421601,0.0193749,0.027576,0.0430548,0,0.0249776,0.0593818,0.0384663,0,0,0.0143964,0,0,0.0179159,0.0438624,0.031632,0.03183,0.0192223,0.0447869,0.03832,0.0416468,0.0576098,0.0330422,0.0603138,0.0432573,0.0475215,0.0236009,0.0333247,0.0110958,0.00779938,0.0445636,0.0672853,0,0,0,0,0,0,0,0,0,0.0366445,0.010898,0.0703112,0,0,0.0472037,0.0495554
214,0.0500258,0.0371563,0,0,0,0.0445733,0,0.0264091,0,0,0.0228072,0,0,0.0612653,0.0441954,0.0323646,0.0222788,0.0520502,0.0307735,0.0331119,0.0504849,0.0214753,0.03201,0.0339575,0.0285826,0.0260722,0.0411206,0.0426043,0.0190993,0.0271479,0.0439257,0,0.0249153,0.0597956,0.0385645,0,0,0.0144109,0,0,0.0179402,0.0428409,0.0308728,0.0327226,0.0197759,0.0443255,0.0385262,0,0.0602954,0.0352543,0.0593057,0.042019,0.0468653,0.0229819,0.0333615,0.0111449,0.00783072,0.0447305,0.0666586,0,0,0,0,0,0,0,0,0,0.0366198,0.0113381,0.0696061,0,0,0.0475915,0.0506941
215,0.0504718,0.0372137,0,0,0,0.0448591,0,0.0260918,0,0,0.022831,0,0,0.0616515,0.0443035,0.0331476,0.0225067,0.0528844,0.0314018,0.0336149,0.0507515,0.0217074,0.0327568,0.0345771,0.029284,0.0271039,0.0412427,0.042202,0.019317,0.0278486,0.0430043,0,0.025306,0.0604744,0.0382919,0,0,0.014419,0,0,0.0179065,0.044661,0.0328942,0.0310276,0.0194061,0.0442938,0.0382888,0.0415376,0.057611,0.032833,0.0601871,0.0432629,0.047496,0.0234088,0.0333113,0.0112003,0.0077385,0.0443405,0.0672475,0,0,0,0,0,0,0,0,0,0.0374318,0.0128182,0.0701748,0,0,0.0475122,0.0490951
216,0.0504256,0.0372285,0,0,0,0.0459289,0,0.0267443,0,0,0.0225697,0,0,0.0614771,0.0449007,0.0359955,0.0255556,0.0533415,0.0315154,0.0340179,0.0534356,0.0206417,0.0312901,0.0326272,0.0280247,0.0267573,0.0409528,0.0424837,0.0190249,0.0277442,0.0429902,0,0.025403,0.0615495,0.0376303,0,0,0.0139349,0,0,0.017573,0.0452975,0.0341876,0.030083,0.0194586,0.0430809,0.0371931,0.0418493,0.0577236,0.0330132,0.0599756,0.0432293,0.0473642,0.0234806,0.0339076,0.0117321,0.00714253,0.0444136,0.0663412,0,0,0,0,0,0,0,0,0,0.0397199,0.0140946,0.0699247,0,0,0,0.049109
217,0.0504667,0.037268,0,0,0,0.0460717,0,0.0265743,0,0,0.022583,0,0,0.0615473,0.0450569,0.0362342,0.02573,0.053292,0.0316628,0.0350597,0.0542362,0.0205918,0.0318315,0.0330965,0.0285731,0.0275882,0.0411812,0.0424184,0.018912,0.027859,0.0429573,0,0.0254602,0.0619303,0.0375215,0,0,0.0138383,0,0,0.0175717,0.0458095,0.0347346,0.0297191,0.0194231,0.0428491,0.0370534,0.0418357,0.0576384,0.0329273,0.0599677,0.0431027,0.0474351,0.023457,0.0339119,0.0118965,0.00716259,0.0441416,0.0663122,0,0,0,0,0,0,0,0,0,0.040202,0.0152585,0.0699513,0,0,0,0.0490439
218,0.0505356,0.0373521,0,0,0,0.0463019,0,0.02637,0,0,0.0225882,0,0,0.0616235,0.0452371,0.0362941,0.0259924,0.0531937,0.0317655,0.0361933,0.0549767,0.0208325,0.0323341,0.0336602,0.0290396,0.0283877,0.0409752,0.0424143,0.018784,0.0278893,0.0430251,0,0.0256382,0.0622412,0.0373767,0,0,0.0137219,0,0,0.0175319,0.0463579,0.0350559,0.0293501,0.0195557,0.0426715,0.0371086,0.0416634,0.0575384,0.0328699,0.0599786,0.0429284,0.0474927,0.0232868,0.0339885,0.0120482,0.00709389,0.0439712,0.0662925,0,0,0,0,0,0,0,0,0,0.0407004,0.0161437,0.069947,0,0,0,0.0489972
219,0.0506108,0.037408,0,0,0,0.0468541,0,0.02603,0,0,0.0225475,0,0,0.0617084,0.0454408,0.0363623,0.0262503,0.0530054,0.0318517,0.0372932,0.0555839,0.0212347,0.032808,0.0343155,0.0294946,0.0291108,0.0399298,0.042387,0.0187281,0.0278362,0.0432973,0,0.0259379,0.0623942,0.0372213,0,0,0.0135953,0,0,0.0174866,0.0469101,0.035728,0.02903,0.019673,0.0424339,0.0371082,0.0414643,0.0573793,0.0327768,0.0599331,0.0429526,0.0475558,0.0229944,0.034092,0.0121688,0.00695696,0.0440236,0.0663277,0,0,0,0,0,0,0,0,0,0.0411099,0.0166343,0.0699131,0,0,0,0.0489335
220,0.0506552,0.0374141,0,0,0,0.0475417,0,0.0259413,0,0,0.0224722,0,0,0.0617411,0.0456888,0.0360649,0.0265127,0.05263,0.0318959,0.0381759,0.0560337,0.021792,0.0333593,0.0350845,0.0299299,0.0298256,0.037912,0.0424472,0.018737,0.0277553,0.0442138,0,0.0262444,0.062414,0.0371099,0,0,0.0134437,0,0,0.0174555,0.047496,0.0363481,0.0287858,0.0197428,0.0421171,0.0369487,0.0412862,0.0571626,0.0327744,0.0597788,0.0429174,0.0473727,0.0233384,0.0341947,0.012304,0.00681551,0.044315,0.0663692,0,0,0,0,0,0,0,0,0,0.0413801,0.0165777,0.0697075,0,0,0,0.04885
221,0.0507072,0.0373604,0,0,0,0.048149,0,0.0250331,0,0,0.0226096,0,0,0.0618903,0.0456296,0.0332274,0.0242803,0.0520166,0.0320628,0.0392456,0.0552241,0.0232451,0.0356406,0.0376747,0.031527,0.0311656,0.0345221,0.0423739,0.018842,0.0278682,0.0456288,0,0.026436,0.0617992,0.0375582,0,0,0.0136224,0,0,0.017542,0.0480558,0.0366026,0.0289764,0.019662,0.042808,0.0375587,0.0409814,0.0567281,0.0326036,0.0597807,0.0428477,0.0471986,0.0241466,0.033785,0.0119963,0.00714598,0.0444865,0.0672325,0,0,0,0,0,0,0,0,0,0.040156,0.0165317,0.0695474,0,0,0.0423715,0.0484466
222,0.0507339,0.0373331,0,0,0,0.0505418,0,0.0251643,0,0,0.0225173,0,0,0.0618086,0.0458744,0.0325558,0.0245574,0.0517144,0.032002,0.03959,0.0548848,0.0244001,0.0362669,0.0384728,0.0318649,0.0319172,0.0306009,0.0425701,0.0188269,0.0277552,0.0462416,0,0.026498,0.0616952,0.0374418,0,0,0.0135138,0,0,0.0174053,0.0486673,0.0370498,0.0287121,0.0196734,0.0427042,0.0373616,0.0408515,0.0564354,0.0325793,0.0597905,0.0428331,0.0471569,0.0245459,0.0339695,0.0121192,0.00697984,0.0450014,0.0671543,0,0,0,0,0,0,0,0,0,0.0404882,0.0146906,0.0694525,0,0,0.0423626,0.0482757
223,0.0507244,0.0373243,0,0,0,0.0494883,0,0.0264773,0,0,0.0223137,0,0,0.0615509,0.0453038,0.0306964,0.0266761,0.0513871,0.0316154,0.0405327,0.0523782,0.0260506,0.0376161,0.0398285,0.0329176,0.0322174,0.030828,0.0430104,0.0187722,0.0274041,0.0460996,0,0.0267231,0.0614311,0.0370854,0,0,0.0132611,0,0,0.0172522,0.0496566,0.0374269,0.0282214,0.0199914,0.042083,0.0368002,0.0409704,0.0560242,0.0329638,0.0599523,0.0430879,0.0473719,0.0242731,0.0344929,0.0124997,0.00659836,0.0456765,0.0664734,0,0,0,0,0,0,0,0,0,0.0419721,0.0134054,0.0695987,0,0,0.0422963,0.0481422
224,0.0507209,0.0373062,0,0,0,0.0526937,0,0.0271018,0,0,0.0223105,0,0,0.0614536,0.0453459,0.0302735,0.026929,0.0509879,0.0312657,0.0408608,0.0514504,0.0276199,0.0379689,0.0401289,0.0328119,0.0328983,0.0263162,0.0431369,0.0188648,0.027144,0.0459125,0,0.0268783,0.0609319,0.0370805,0,0,0.013243,0,0,0.0173186,0.0503839,0.037413,0.0282285,0.0201471,0.041969,0.0367437,0.0410307,0.0556416,0.0331487,0.0602132,0.043393,0.0477134,0.0240844,0.0345995,0.0125639,0.00662209,0.0460283,0.0664025,0,0,0,0,0,0,0,0,0,0.0422195,0.0130865,0.0699283,0,0,0.0420301,0.0479009
225,0.0506184,0.0373433,0,0,0,0.0554931,0,0.027816,0,0,0.0222783,0,0,0.0613202,0.0452092,0.030166,0.0272276,0.0505769,0.0309032,0.0409326,0.0501655,0.0292199,0.0383509,0.0403616,0.0327585,0.0337003,0.0225743,0.0432353,0.0189332,0.0269119,0.0453255,0,0.027062,0.0603089,0.0371503,0,0,0.0131452,0,0,0.0174465,0.0512427,0.0373266,0.0283193,0.020181,0.0418732,0.0367127,0.0411995,0.0552685,0.0332772,0.0607249,0.0437254,0.0483401,0.0236847,0.0346841,0.0125352,0.00662117,0.0462674,0.066389,0,0,0,0,0,0,0,0,0,0.0424187,0.0132097,0.0704824,0,0,0.0418199,0.0476465
226,0.0504929,0.0374578,0,0,0,0.0579869,0,0.0285477,0,0,0.0222081,0,0,0.0611657,0.044902,0.0304162,0.0277501,0.0500416,0.0305745,0.0409409,0.0485755,0.0306434,0.0388153,0.0406338,0.0329473,0.0342853,0.0199137,0.0434227,0.0189264,0.0267991,0.0456116,0,0.0272917,0.059595,0.0372908,0,0,0.0129793,0,0,0.017629,0.0519855,0.0374137,0.0283909,0.0201183,0.0418496,0.0366757,0.0414105,0.0549251,0.033456,0.061149,0.0439915,0.0487705,0.0237438,0.0347864,0.0124521,0.0066145,0.0464164,0.0662044,0,0,0,0,0,0,0,0,0,0.0427019,0.0141736,0.070829,0,0,0.0419278,0.0474074
227,0.050359,0.0375767,0,0,0,0.0590195,0,0.0294136,0,0,0.0221579,0,0,0.0610041,0.044458,0.0307709,0.0285077,0.049506,0.0302013,0.0410193,0.0468124,0.0317329,0.0392145,0.0408161,0.0331702,0.0344276,0.018555,0.0437713,0.0189009,0.0266225,0.0461283,0,0.0275718,0.058896,0.0374494,0,0,0.0128407,0,0,0.0177332,0.0526454,0.0375932,0.0284066,0.0201242,0.0417567,0.0367819,0.0415501,0.0546092,0.0338862,0.0615039,0.0444618,0.0490731,0.0240867,0.0348832,0.0124313,0.00663204,0.0464977,0.0658223,0,0,0,0,0,0,0,0,0,0.0431008,0.0161074,0.0711578,0,0,0.0425573,0.0471355
228,0.0502687,0.0376964,0,0,0,0.056975,0,0.0306682,0,0,0.0220508,0,0,0.0608417,0.0439001,0.0314649,0.0294416,0.0491598,0.0298402,0.0409369,0.045215,0.0322207,0.0393299,0.0407637,0.0331354,0.0339242,0.0182304,0.0440353,0.01888,0.026416,0.0466966,0,0.0279427,0.0583832,0.0375956,0,0,0.012768,0,0,0.0177595,0.0533002,0.0378545,0.0285054,0.0202467,0.041713,0.0368463,0.0416762,0.0543184,0.0343499,0.0617298,0.045408,0.0493581,0.0244139,0.034937,0.0125086,0.00663215,0.0465409,0.0654489,0,0,0,0,0,0,0,0,0,0.0435441,0.0188061,0.0714596,0,0,0.0436157,0.0468552
229,0.0501851,0.037839,0,0,0,0.0547551,0,0.031486,0,0,0.0218793,0,0,0.0607214,0.0433431,0.0326213,0.0301845,0.0489494,0.0296074,0.0404911,0.0439621,0.0324112,0.0393689,0.0407367,0.0326763,0.0329224,0.0199,0.0442728,0.0188463,0.0262543,0.047266,0,0.0282115,0.0580871,0.0377569,0,0,0.0126977,0,0,0.0177324,0.0538527,0.0380962,0.0286235,0.0202524,0.0415668,0.0367796,0.0419283,0.0540583,0.034702,0.0619545,0.0459178,0.0496159,0.0246185,0.0349006,0.0125802,0.00658825,0.0465559,0.0653113,0,0,0,0,0,0,0,0,0,0.0438618,0.0214806,0.0716061,0,0,0.0440904,0.0465846
230,0.0502787,0.0384443,0,0,0,0.0528248,0,0.0292354,0,0,0.0213157,0,0,0.0614417,0.0434832,0.0322761,0.0312811,0.048357,0.0293297,0.037982,0.0432029,0.0342578,0.0414385,0.0432128,0.0347222,0.0357956,0.0240773,0.0441327,0.0184668,0.0261197,0.0458506,0,0.0257866,0.0579798,0.0375705,0,0,0.0126057,0,0,0.0181115,0.054402,0.0374041,0.0282861,0.0212888,0.0404054,0.0368234,0.0417326,0.0528818,0.0348064,0.0631261,0.0478386,0.0508787,0.0229879,0.0345292,0.0121945,0.00673163,0.0471219,0.0652349,0,0,0,0,0,0,0,0,0,0.0441675,0.0186154,0.0719942,0,0,0.0461096,0.0457016
231,0.0503535,0.0388417,0,0,0,0.0532112,0,0.0290101,0,0,0.0208895,0,0,0.0617113,0.043806,0.0337367,0.0322429,0.0482611,0.0291545,0.0376466,0.0432956,0.0353496,0.0424515,0.0445936,0.0352002,0.0370433,0.0264695,0.0442394,0.018294,0.0259712,0.0458644,0,0.025842,0.0580996,0.0374286,0,0,0.0124834,0,0,0.0180808,0.0547643,0.0379031,0.0281299,0.021067,0.0397045,0.0367217,0.0416491,0.0528336,0.0347124,0.0632239,0.0479194,0.0509791,0.0228408,0.0345421,0.0121429,0.00667621,0.0475286,0.0651737,0,0,0,0,0,0,0,0,0,0.044521,0.0172009,0.0719962,0,0,0.0473482,0.0454876
232,0.0504218,0.0393693,0,0,0,0.0527779,0,0.0295011,0,0,0.0206698,0,0,0.0617498,0.0443527,0.0352468,0.0327903,0.0482076,0.0289272,0.0367275,0.0435113,0.0358638,0.0427957,0.0449888,0.03528,0.0376621,0.0281063,0.0445107,0.018319,0.0258931,0.0452443,0,0.0257187,0.0585119,0.0372425,0,0,0.0124886,0,0,0.0175128,0.0549724,0.0385394,0.0281765,0.0207181,0.0393277,0.0367279,0.041899,0.0530898,0.034469,0.0632068,0.0479795,0.050898,0.0225241,0.0349255,0.0122677,0.00652829,0.0479989,0.0651687,0,0,0,0,0,0,0,0,0,0.0445835,0.0167334,0.0719253,0,0,0.0466277,0.04552
