Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LTHI,IMUR_B,
832,0.0362355,0.0281283,0,0,0,0,0,0.0246661,0,0.0323481,0.0452993,0,0,0.0218333,0,0,0.0520545,0.0422535,0.0437467,0.0166039,0.0257659,0.0555482,0.0318199,0.0547422,0.0486553,0.0147225,0.0374074,0.0369687,0.0250165,0.0270401,0.0784942,0.0499292,0.0116636,0.0128451,0.028204,0,0.0156198,0.0356101,0.0331905,0,0,0.0187347,0,0,0.0177862,0.0539131,0.045093,0.0154137,0.033084,0.0594579,0.045006,0.0322004,0.0670465,0.0729198,0.0405042,0.0666483,0.0450201,0.0489814,0.0774132,0.0410946,0.0254559,0.00516018,0.00525576,0.0308928,0.0790172,0,0,0,0,0,0,0,0,0.0343406,0,0
833,0.0361854,0.0281971,0,0,0,0,0,0.0246917,0,0.0323271,0.0452501,0,0,0.0218308,0,0,0.052027,0.0422731,0.0436356,0.0165771,0.0258821,0.0556491,0.031693,0.054749,0.0485538,0.0146531,0.0373543,0.0368692,0.0250503,0.0270782,0.078802,0.0498756,0.0116649,0.0126787,0.0282421,0,0.015774,0.0355252,0.0332687,0,0,0.0188147,0,0,0.0177509,0.0538737,0.0453556,0.0153482,0.0334763,0.0596012,0.0450672,0.0319252,0.0668293,0.0726747,0.0406913,0.0667237,0.0449582,0.0488185,0.0770871,0.0412876,0.0254177,0.00494162,0.00517221,0.0309757,0.0789394,0,0,0,0,0,0,0,0,0.0342559,0,0
834,0.0361131,0.0282678,0,0,0,0,0,0.0247198,0,0.0321316,0.0451487,0,0,0.0217973,0,0,0.0520202,0.0423307,0.0436743,0.0165135,0.0259379,0.0557806,0.0315372,0.054452,0.0484727,0.0145095,0.0372908,0.0368305,0.025011,0.0270595,0.0790005,0.049832,0.011652,0.0125733,0.028263,0,0.0158805,0.0353746,0.033308,0,0,0.0188773,0,0,0.0177427,0.053941,0.0455669,0.0152834,0.0339869,0.0597987,0.0450719,0.0316693,0.0667276,0.0725325,0.0406564,0.0669258,0.0447986,0.0486653,0.077146,0.041441,0.025333,0.00467643,0.0050983,0.0310645,0.0789981,0,0,0,0,0,0,0,0,0.0342627,0,0
835,0.0360516,0.028384,0,0,0,0,0,0.0245735,0,0.0320167,0.0454013,0,0,0.02183,0,0,0.0520279,0.0423718,0.0434126,0.0165358,0.0260338,0.0557852,0.0314484,0.0536214,0.0485781,0.0144078,0.037222,0.0369626,0.0249617,0.027015,0.078768,0.0497983,0.0115756,0.0126418,0.0281837,0,0.0157565,0.0352678,0.0333013,0,0,0.0190358,0,0,0.0177687,0.0541264,0.0455253,0.0155416,0.0343166,0.0599872,0.0452075,0.0312887,0.0666242,0.0725056,0.0406,0.0669849,0.044771,0.0486907,0.0772607,0.0416605,0.0252904,0.00445657,0.00504595,0.0312391,0.0789952,0,0,0,0,0,0,0,0,0.0342494,0,0
836,0.035763,0.0284648,0,0,0,0,0,0.0239386,0,0.0316975,0.0464249,0,0,0.0219246,0,0,0.0519865,0.0444989,0.0417836,0.0164755,0.0258056,0.0558645,0.0314841,0.0528224,0.0492127,0.016352,0.0370681,0.036948,0.0246525,0.0264909,0.0752721,0.0499844,0.0114456,0.0127546,0.0280012,0,0.0148699,0,0.0329327,0,0,0.0191414,0,0,0.0175362,0.0522798,0.0451552,0.0187456,0.0338398,0.0603481,0.0449983,0.0296565,0.0660113,0.073072,0.0413021,0.0672433,0.0453172,0.0491858,0.0778096,0.0443035,0.0254832,0.00450473,0.00459713,0.0317653,0.0782448,0,0,0,0,0,0,0,0,0.0336271,0,0
837,0.0359532,0.028458,0,0,0,0,0,0.0239677,0,0.03173,0.0465962,0,0,0.0219567,0,0,0.0520162,0.0445097,0.0418955,0.0165215,0.0261805,0.0560688,0.0315179,0.0530578,0.0489818,0.0162797,0.0370724,0.0367764,0.0247172,0.0265335,0.0754107,0.0499273,0.0114361,0.0127872,0.0280298,0,0.0148946,0,0.032937,0,0,0.0193574,0,0,0.0175167,0.0521832,0.045271,0.0185619,0.0342618,0.06053,0.04505,0.0294362,0.0658114,0.0730229,0.0413865,0.0672226,0.0454695,0.0492006,0.0778285,0.0446133,0.0253797,0.00441526,0.00445547,0.031936,0.0782422,0,0,0,0,0,0,0,0,0.0333667,0,0
838,0.0359205,0.0284337,0,0,0,0,0,0.0240784,0,0.0318179,0.047325,0,0,0.021954,0,0,0.0520174,0.0446139,0.0422397,0.0163893,0.0262333,0.0561837,0.031558,0.0534598,0.0488519,0.01638,0.0369659,0.0364783,0.0246797,0.0266717,0.0756413,0.0497899,0.0116027,0.0124026,0.0280872,0,0.0148938,0,0.0329577,0,0,0.0195023,0,0,0.0174064,0.0521872,0.0453667,0.0184221,0.0354502,0.0606108,0.0450328,0.0294309,0.0657084,0.0728883,0.0414151,0.0671791,0.0456732,0.0492848,0.0779928,0.0449239,0.0253148,0.00430054,0.00429673,0.0321452,0.0783708,0,0,0,0,0,0,0,0,0.0329084,0,0
839,0.0359372,0.0283999,0,0,0,0,0,0.0240951,0,0.0318475,0.0473322,0,0,0.0220769,0,0,0.0519317,0.0445946,0.0423306,0.0163679,0.0259797,0.0561337,0.0315523,0.0536017,0.0487692,0.0163465,0.0368911,0.0363841,0.0246457,0.0267743,0.0757549,0.0497922,0.0117149,0.0118759,0.0280603,0,0.0148641,0,0.0329459,0,0,0.0197493,0,0,0.0169777,0.0523038,0.0454334,0.0185384,0.0379226,0.0605686,0.0450984,0.0293845,0.0658797,0.0727132,0.0414606,0.0669553,0.0459047,0.0492729,0.0781548,0.0452746,0.0253848,0.00421962,0.00383956,0.0324747,0.0784079,0,0,0,0,0,0,0,0,0.0328169,0,0
840,0.0363726,0.0281626,0,0,0,0,0,0.0241581,0,0.0317361,0.0461657,0,0,0.0217957,0,0,0.0522633,0.0444743,0.0422906,0.0165392,0.0267678,0.0570595,0.0324338,0.0527705,0.0478129,0.0162333,0.0370415,0.0365533,0.0248363,0.0271781,0.0757418,0.0495059,0.0119903,0.0120733,0.0292953,0,0.0183009,0,0.0329247,0,0,0.0199768,0,0,0.0167471,0.0536466,0.0498834,0.0162177,0,0.0604817,0.0446594,0.0267765,0.0634737,0.0710626,0.0403117,0.0659399,0.0453501,0.0479525,0.0766244,0.0459933,0.0254247,0.00413155,0.00358672,0.0322214,0.079661,0,0,0,0,0,0,0,0,0.0329856,0,0
841,0.0364646,0.0280487,0,0,0,0,0,0.0242719,0,0.0318134,0.0453601,0,0,0.0216787,0,0,0.0523981,0.044515,0.0425772,0.0163619,0.0269472,0.0570927,0.0323258,0.0523806,0.0476191,0.0163503,0.0368711,0.0363434,0.0247241,0.0271661,0.0760803,0.0495344,0.0118794,0.0123893,0.0293316,0,0.018544,0,0.0330038,0,0,0.0199143,0,0,0.0170166,0.0535574,0.0501898,0.0161525,0,0.060524,0.0444643,0.0265955,0.0632931,0.0709956,0.0400323,0.0659042,0.0452767,0.0478224,0.0765569,0.0464889,0.0254472,0.00407531,0.0036771,0.032502,0.0798739,0,0,0,0,0,0,0,0,0.0330115,0,0
842,0.0364796,0.0279984,0,0,0,0,0,0.024326,0,0.031882,0.0467099,0,0,0.0216506,0,0,0.0525133,0.0447186,0.0427391,0.0160401,0.0271378,0.0569721,0.0323494,0.0524631,0.0475308,0.0164218,0.0366618,0.0362172,0.0246765,0.0271071,0.0761525,0.0495161,0.0118855,0.012577,0.029337,0,0.0187038,0,0.0330523,0,0,0.0201388,0,0,0.0170031,0.0532597,0.050508,0.0162341,0,0.0604884,0.0443001,0.0262605,0.0631424,0.0708291,0.0398314,0.0658975,0.0452288,0.0476117,0.0762991,0.0469035,0.0254809,0.00404027,0.00349389,0.0328527,0.0800803,0,0,0,0,0,0,0,0,0.0329785,0,0
843,0.0363395,0.0280034,0,0,0,0,0,0.0243192,0,0.0321125,0.0473665,0,0,0.0219185,0,0,0.0523427,0.0448799,0.0428437,0.0157013,0.0265109,0.0562823,0.0315811,0.0531347,0.0480882,0.0164257,0.0363643,0.0359605,0.024499,0.0268007,0.0763815,0.0496737,0.0118199,0.0121275,0.0282081,0,0.0154934,0,0.0330379,0,0,0.020196,0,0,0.0170194,0.0521038,0.0467665,0.0181299,0.0365118,0.0605659,0.0444807,0.0285581,0.064967,0.0719662,0.0406967,0.0667211,0.0461991,0.0488715,0.077598,0.047192,0.0255243,0.00397116,0.00342943,0.0336839,0.0792915,0,0,0,0,0,0,0,0,0.0331612,0,0
844,0.0361734,0.0279619,0,0,0,0,0,0.0243439,0,0.0322214,0.0470942,0,0,0.0218935,0,0,0.0524598,0.0448148,0.0428219,0.0156066,0.0266842,0.0563338,0.0315856,0.0529954,0.047958,0.0162863,0.0363376,0.0358894,0.0245422,0.0268865,0.076439,0.0495126,0.0119507,0.0120321,0.028164,0,0.0154952,0,0.0329055,0,0,0.0203181,0,0,0.0169179,0.0520063,0.0467992,0.0181687,0.037416,0.0607058,0.0444089,0.028805,0.0650225,0.072132,0.0406687,0.0666398,0.0460937,0.0488242,0.0777538,0.0472364,0.0254853,0.00391727,0.00323292,0.0340311,0.0793876,0,0,0,0,0,0,0,0,0.0332139,0,0
845,0.0360183,0.0280382,0,0,0,0,0,0.0243183,0,0.0321229,0.0472371,0,0,0.022001,0,0,0.0524743,0.0447412,0.0427896,0.0155182,0.0267846,0.0563273,0.0315203,0.0526501,0.0477011,0.0162013,0.0362264,0.0356934,0.0245135,0.0269314,0.0763963,0.0493331,0.0119317,0.0120036,0.0281235,0,0.0154725,0,0.0327544,0,0,0.020598,0,0,0.0166085,0.051946,0.0467464,0.0182045,0.0390271,0.0608241,0.0443905,0.0290018,0.065174,0.0721174,0.0405537,0.0666208,0.0458973,0.0487401,0.0779183,0.0474765,0.0254845,0.00388158,0.00295818,0.0344118,0.0794685,0,0,0,0,0,0,0,0,0.0333498,0,0
846,0.0359156,0.0280875,0,0,0,0,0,0.0243458,0,0.031974,0.0475454,0,0,0.0215926,0,0,0.0529043,0.0447588,0.0428684,0.0155423,0.0277788,0.0572708,0.0319999,0.0520656,0.0466694,0.0161681,0.0363112,0.0357462,0.0246612,0.0273265,0.0761137,0.0489068,0.0121216,0.0128049,0.0292876,0,0.0189738,0,0.0326753,0,0,0.0207325,0,0,0.0165211,0.0528836,0.0511851,0.0160857,0,0.0609277,0.0439061,0.0264463,0.0629433,0.0704529,0.0401248,0.0653533,0.0449971,0.0471936,0.0761076,0.0482579,0.0255977,0.00372286,0.00280568,0.0342259,0.0808345,0,0,0,0,0,0,0,0,0.0334521,0,0
847,0.0354489,0.0285207,0,0,0,0,0,0.0242825,0,0.0321421,0.048761,0,0,0.0221007,0,0,0.0526976,0.0450444,0.0429614,0.0153914,0.0270264,0.0568592,0.0311787,0.0525952,0.0473119,0.0162013,0.0360661,0.0355392,0.0244083,0.0269729,0.0761428,0.0488739,0.0118796,0.0127232,0.0283371,0,0.0156295,0,0.0325061,0,0,0.0208302,0,0,0.016434,0.0516147,0.047265,0.0178914,0.0384554,0.0611529,0.0439451,0.0288744,0.0650007,0.0716675,0.0408649,0.0664822,0.045936,0.048539,0.0778006,0.0486553,0.0256531,0.0029557,0.00283311,0.0352758,0.080152,0,0,0,0,0,0,0,0,0.0336988,0,0
848,0.0351226,0.0291338,0,0,0,0,0,0.0242466,0,0.0322009,0.0488009,0,0,0.0222899,0,0,0.0529225,0.0450772,0.0429068,0.0154632,0.0269913,0.0571772,0.0311809,0.0525075,0.0473334,0.0161185,0.0360538,0.0355248,0.0243739,0.0268999,0.0761115,0.04848,0.0119493,0.01304,0.0283833,0,0.0157012,0,0.0322436,0,0,0.0213311,0,0,0.016409,0.0517284,0.0474465,0.0181719,0.0387795,0.0613859,0.04381,0.0286569,0.0648281,0.0716471,0.0408482,0.0664567,0.0459278,0.0485285,0.0777359,0.0487997,0.0255771,0.00180748,0.00296942,0.0359735,0.0800525,0,0,0,0,0,0,0,0,0.0337416,0,0
849,0.0347155,0.029969,0,0,0,0,0,0.0242034,0,0.0322258,0.0492212,0,0,0.0223843,0,0,0.0532587,0.0452149,0.0428466,0.0156156,0.0270182,0.0576489,0.0312202,0.0524189,0.047336,0.0160754,0.0360299,0.035376,0.0243486,0.0268672,0.0760212,0.047955,0.0119291,0.0134427,0.0283447,0,0.0157141,0,0.0319766,0,0,0.0220487,0,0,0.0166519,0.0516247,0.0475131,0.0184586,0.0401081,0.0616842,0.043805,0.0287002,0.0648983,0.0717261,0.0409241,0.0663685,0.0458656,0.0486411,0.0777067,0.0488853,0.0252402,0.000846536,0.00327784,0.0367782,0.0796667,0,0,0,0,0,0,0,0,0.0336375,0,0
850,0.0342763,0.0309397,0,0,0,0,0,0.0241622,0,0.0322242,0.0490418,0,0,0.0223576,0,0,0.0535078,0.045148,0.042804,0.0156255,0.0270123,0.0580051,0.0312607,0.0524396,0.047446,0.0159921,0.0360109,0.0353181,0.0243436,0.026901,0.0760133,0.0474675,0.0120662,0.013601,0.0282439,0,0.0156531,0,0.0317667,0,0,0.0230339,0,0,0.0167949,0.0519862,0.0474655,0.018886,0.0411681,0.062228,0.0440442,0.0289475,0.0649911,0.0718073,0.0412805,0.0662017,0.0457661,0.048687,0.0777429,0.0488052,0.0248881,0.000382289,0.00351454,0.0376504,0.0791855,0,0,0,0,0,0,0,0,0.0334903,0,0
851,0.0339776,0.0317976,0,0,0,0,0,0.0241402,0,0.0322054,0.0490697,0,0,0.0221328,0,0,0.0537492,0.0451887,0.0428487,0.0156181,0.0271037,0.0583889,0.031468,0.0524165,0.0475019,0.0159014,0.0359761,0.0352574,0.0243919,0.0269665,0.0759078,0.0470601,0.0122409,0.0139113,0.0282713,0,0.0157614,0,0.0316125,0,0,0.0235451,0,0,0.0172131,0.0525424,0.0476951,0.019088,0.0389585,0.0628566,0.0440294,0.0286874,0.0647431,0.0717251,0.0410692,0.0659849,0.0457305,0.0486285,0.0775923,0.0488834,0.024473,0.000604198,0.00385976,0.0382341,0.0787855,0,0,0,0,0,0,0,0,0.0335382,0,0
852,0.0338209,0.0322944,0,0,0,0,0,0.0241577,0,0.0320533,0.0493808,0,0,0.0221372,0,0,0.0540023,0.0450325,0.0426431,0.0161414,0.0278304,0.0592815,0.0328453,0.051595,0.046788,0.0160186,0.0361457,0.0354322,0.0246574,0.0273064,0.0754564,0.0464074,0.0124085,0.0144368,0.0291861,0,0.0192467,0,0.0314782,0,0,0.0231917,0,0,0.0182267,0.0540481,0.0518625,0.0177712,0,0.0630671,0.0437076,0.0264875,0.0628574,0.0707342,0.0393824,0.0645919,0.0445089,0.0469608,0.0756724,0.048913,0.0240367,0.000694009,0.00415768,0.038166,0.0793184,0,0,0,0,0,0,0,0,0.0337632,0,0
853,0.0328804,0.0325894,0,0,0,0,0,0.0238569,0,0.0311675,0,0,0,0.0218074,0,0,0.0536558,0.0396512,0.0408835,0.0249588,0.0284962,0.0609511,0.0323052,0.0491876,0.0472448,0.0181464,0.0371173,0.0365068,0.0255801,0.0277401,0.0757134,0.0467536,0.0124068,0.0138307,0.028776,0,0.0187831,0,0.0309875,0,0,0.0228742,0,0,0.0181537,0.0584143,0.0506955,0.0173323,0,0.0633399,0.0429615,0.0266837,0.0622125,0.0711826,0.0410315,0.0645364,0.0438983,0.046801,0.0755802,0.0462379,0.0243395,0.000703722,0.00363969,0.0386775,0.0778021,0,0,0,0,0,0,0,0,0.0288674,0,0
854,0.0326602,0.0326993,0,0,0,0,0,0.0239208,0,0.0310574,0,0,0,0.0214729,0,0,0.0537867,0.0395534,0.0408055,0.0245603,0.029048,0.0613127,0.0332844,0.0487892,0.0465786,0.0180829,0.0372937,0.0366789,0.0256878,0.0279972,0.0752706,0.0465627,0.012713,0.0141112,0.0292159,0,0.0191335,0,0.0307308,0,0,0.0228601,0,0,0.017899,0.0602557,0.0514535,0.0169867,0,0.0634775,0.0426283,0.0253195,0.0601704,0.0696099,0.0533926,0.0647159,0.0446823,0.0470325,0.075544,0.0471321,0.0244037,0.000925563,0.00329372,0.0383409,0.0784647,0,0,0,0,0,0,0,0,0.0285667,0,0
855,0.0333386,0.0327317,0,0,0,0,0,0.0245025,0,0.0318399,0.0489549,0,0,0.0213573,0,0,0.0544624,0.0447854,0.0428249,0.0150391,0.0297623,0.0608203,0.0359001,0.0502896,0.0444612,0.0163451,0.0364712,0.0358538,0.0250019,0.0281264,0.0743226,0.0457265,0.0132756,0.0153759,0.0307153,0,0.020482,0,0.0307974,0,0,0.0232603,0,0,0.0176681,0.0601605,0.0545076,0.0185297,0,0.0639152,0.0426056,0.022364,0.0556893,0.0652542,0.0964601,0.0657944,0.0473417,0.0479665,0.0756757,0.0516394,0.0242031,0.000694749,0.00334057,0.0371018,0.0813323,0,0,0,0,0,0,0,0,0.0337068,0,0
856,0.0334703,0.0326979,0,0,0,0,0,0.0248957,0,0.0314829,0.0531359,0,0,0.0218476,0,0,0.0543368,0.0386312,0.0434291,0.0159178,0.0322586,0.061205,0.0361458,0.0490653,0.0430559,0.0168213,0.0375683,0.0367474,0.0261583,0.0294111,0.07721,0.0456407,0.0132775,0.0151773,0.0311839,0,0.0210943,0,0.0309435,0,0,0.0236228,0,0,0.0172285,0,0.0552247,0.0262795,0,0.0660703,0.0419278,0.0219362,0.0483485,0.0607964,0.113895,0.0675884,0.0495784,0.0492994,0.0758955,0.0490774,0.0245286,0.000516576,0.00325036,0.036553,0.0822343,0,0,0,0,0,0,0,0,0.0314581,0,0
857,0.0330624,0.032869,0,0,0,0,0,0.0246309,0,0.0317883,0.049881,0,0,0.0217625,0,0,0.0546743,0.0443498,0.0429716,0.0143052,0.0308944,0.0611411,0.0374631,0.0502831,0.0438494,0.0166819,0.0365939,0.0357193,0.0251912,0.0284363,0.0739035,0.0454087,0.0135949,0.0156979,0.0311719,0,0.0207076,0,0.0303154,0,0,0.0238848,0,0,0.0169974,0.0595719,0.0551817,0.0200558,0,0.0644231,0.0415678,0.021549,0.0532546,0.0635376,0.117482,0.0658007,0.0483133,0.0485716,0.0751243,0.0522309,0.0249024,0.000373691,0.00305716,0.0368697,0.0821614,0,0,0,0,0,0,0,0,0.0337526,0,0
858,0.033113,0.0329998,0,0,0,0,0,0.0246363,0,0.0312238,0.0509382,0,0,0.0220245,0,0,0.0547478,0.0441125,0.0419871,0.0142003,0,0.0611056,0.0371784,0.0498516,0.0425805,0.0169024,0.0371147,0.0360454,0.0254245,0.0289241,0.071196,0.0451178,0.0136016,0.015649,0.0311376,0,0.0205712,0,0.0304973,0,0,0.023917,0,0,0.0173846,0.060154,0.0550276,0.0204044,0,0.064903,0.0415579,0.0208895,0.0526861,0.0630214,0.11428,0.0659551,0.0483771,0.0487874,0.07466,0.0515825,0.0247704,0.0005698,0.00307656,0.0367571,0.0824306,0,0,0,0,0,0,0,0,0.0330355,0,0
859,0.0328841,0.0330748,0,0,0,0,0,0.0246166,0,0.0311605,0.0504512,0,0,0.0221587,0,0,0.0548482,0.0442601,0.0419608,0.0143154,0,0.0612888,0.0373558,0.0496345,0.0423755,0.017074,0.0370978,0.0359755,0.0254888,0.0290209,0.0707646,0.0449603,0.0136401,0.0156858,0.0311454,0,0.0206668,0,0.0302805,0,0,0.0238732,0,0,0.0175312,0.0603073,0.0551665,0.0203909,0,0.0650555,0.0412902,0.0209608,0.0529515,0.0630671,0.113585,0.0662495,0.0483874,0.0487722,0.0742034,0.0520187,0.0248874,0.000443336,0.00278987,0.0368512,0.0824082,0,0,0,0,0,0,0,0,0.0329685,0,0
860,0.0326898,0.0330149,0,0,0,0,0,0.024492,0,0.0310844,0.0502843,0,0,0.022217,0,0,0.0548596,0.0443646,0.0419917,0.014301,0,0.0614121,0.0374416,0.0493259,0.0422709,0.0171981,0.0370401,0.036085,0.0254901,0.0290739,0.0704408,0.0448084,0.0136136,0.0156884,0.0312031,0,0.0207608,0,0.0301788,0,0,0.0236805,0,0,0.0175238,0.0603652,0.055335,0.0204634,0,0.0651802,0.0412451,0.0211171,0.0531599,0.063016,0.113584,0.0664171,0.0484192,0.0487416,0.0740834,0.0523875,0.0249232,0.00022807,0.00248965,0.0368846,0.0823917,0,0,0,0,0,0,0,0,0.0330299,0,0
861,0.0325212,0.0327868,0,0,0,0,0,0.0244401,0,0.0310768,0.0503363,0,0,0.0222354,0,0,0.0547757,0.044384,0.0420325,0.0141516,0,0.0614455,0.0374413,0.0491853,0.0421693,0.0172806,0.0370017,0.0361486,0.0254746,0.0291122,0.0703507,0.0446263,0.0133709,0.0157168,0.0312487,0,0.0207797,0,0.0300927,0,0,0.0234,0,0,0.0173537,0.0602939,0.0553835,0.0205277,0,0.0652152,0.0413785,0.0212467,0.0528893,0.0630101,0.113413,0.0664476,0.048377,0.0486943,0.0740862,0.052549,0.024925,0.000390585,0.0022503,0.0368782,0.0824646,0,0,0,0,0,0,0,0,0.0330778,0,0
862,0.0323473,0.0324493,0,0,0,0,0,0.0244539,0,0.0310691,0.0503353,0,0,0.0222847,0,0,0.0547437,0.0444973,0.0420151,0.0139676,0,0.0614764,0.0373767,0.0491616,0.0419986,0.0173769,0.0369262,0.0360996,0.0254457,0.0291407,0.0702421,0.0444834,0.0131985,0.0157279,0.0312275,0,0.0208402,0,0.0299302,0,0,0.0231963,0,0,0.0169257,0.0603958,0.0554334,0.0205543,0,0.0652446,0.0414405,0.0211808,0.0525431,0.0630431,0.113334,0.0664357,0.0482911,0.0486926,0.074121,0.052692,0.0250539,0.000404661,0.00219708,0.0368555,0.082549,0,0,0,0,0,0,0,0,0.0331417,0,0
863,0.0322734,0.0322216,0,0,0,0,0,0.0244672,0,0.0310983,0.0502063,0,0,0.0223598,0,0,0.0547857,0.0448139,0.041903,0.013983,0,0.0615456,0.0372255,0.0490768,0.0419035,0.0174648,0.036882,0.0360487,0.0254237,0.0291339,0.069976,0.0444754,0.0132209,0.015806,0.0312076,0,0.0209739,0,0.0297885,0,0,0.0232385,0,0,0.0163676,0.0616097,0.0555774,0.0205229,0,0.0653561,0.0414056,0.0209785,0.0525342,0.0631045,0.113503,0.0659482,0.0482158,0.0487277,0.0741746,0.0528217,0.0253831,0.000638375,0.00224225,0.0370142,0.0826634,0,0,0,0,0,0,0,0,0.0333611,0,0
864,0.0322667,0.0322916,0,0,0,0,0,0.0244395,0,0.0310484,0.0504009,0,0,0.022437,0,0,0.0548716,0.0449458,0.0416802,0.014494,0,0.0617032,0.0370531,0.0489778,0.0418963,0.0175359,0.0369838,0.0361949,0.0254748,0.0290775,0.0696033,0.0445661,0.0134983,0.015986,0.0311718,0,0.0209608,0,0.029663,0,0,0.0236019,0,0,0.0162115,0.0635838,0.0555606,0.0202887,0,0.0653808,0.041449,0.0208097,0.0525231,0.0631283,0.113652,0.0651817,0.0482053,0.0487275,0.0741973,0.0529547,0.0256859,0.00142929,0.00233693,0.0374838,0.082639,0,0,0,0,0,0,0,0,0.0332428,0,0
865,0.0316754,0.0325818,0,0,0,0,0,0.024113,0,0.0299864,0,0,0,0.0226804,0,0,0.0544469,0.0399815,0.0399907,0.0229238,0,0.063733,0.0354057,0.0467449,0.0421014,0.0195263,0.0382834,0.0376587,0.0264792,0.0296669,0.0693293,0.0451614,0.0131741,0.0152678,0.0308786,0,0.0206234,0,0.0294104,0,0,0.0237982,0,0,0.0161927,0.0646499,0.054723,0.0194279,0,0.0661508,0.0406487,0.0208524,0.0515192,0.0630971,0.113867,0.064946,0.0478596,0.0486631,0.0741486,0.0507853,0.0263172,0.00127687,0.00208465,0.0382922,0.0813497,0,0,0,0,0,0,0,0,0.0283463,0,0
866,0.0321493,0.0330687,0,0,0,0,0,0.0244024,0,0.031132,0.0508239,0,0,0.0234766,0,0,0.0548337,0.0452245,0.0419586,0.0146019,0,0.0622902,0.0364051,0.049187,0.0416063,0.0175245,0.0367273,0.0361741,0.0253307,0.0289055,0.0695334,0.0444421,0.0135203,0.0156665,0.0313215,0,0.0211055,0,0.0295222,0,0,0.024097,0,0,0.0168538,0.0601327,0.0559455,0.020738,0,0.0659893,0.041612,0.02057,0.0519782,0.0624829,0.113024,0.065599,0.0482347,0.0485894,0.074099,0.0530615,0.0257353,0.00203362,0.00224122,0.0386328,0.0824762,0,0,0,0,0,0,0,0,0.0332283,0,0
867,0.0319816,0.0334969,0,0,0,0,0,0.0243874,0,0.0311756,0.0516675,0,0,0.0232555,0,0,0.055196,0.0455518,0.0420705,0.0148888,0,0.0627039,0.0357609,0.0491705,0.0413188,0.0175705,0.0366407,0.0359803,0.0252361,0.0288008,0.0693235,0.0443111,0.0134592,0.0159376,0.0314192,0,0.0212577,0,0.0295674,0,0,0.0239242,0,0,0.0170011,0.0592296,0.0562263,0.0206055,0,0.0662439,0.0418325,0.0205447,0.0519738,0.0623105,0.112748,0.0665829,0.048251,0.0484189,0.0740884,0.0534213,0.0257725,0.00253947,0.00208249,0.039114,0.0823403,0,0,0,0,0,0,0,0,0.0334561,0,0
868,0.0318526,0.0339065,0,0,0,0,0,0.024367,0,0.0312553,0.0520634,0,0,0.0232969,0,0,0.0552659,0.0457782,0.0421083,0.0151615,0,0.0629395,0.0354502,0.0491009,0.0411529,0.0175954,0.0366288,0.0358378,0.0251225,0.0286744,0.0691427,0.0441317,0.0134119,0.0158027,0.0314522,0,0.0213539,0,0.0296594,0,0,0.0238123,0,0,0.01685,0.0596603,0.0563769,0.0205505,0,0.0663611,0.042127,0.020474,0.0520693,0.062241,0.112599,0.0669426,0.0483044,0.0483754,0.0740476,0.0537063,0.0257641,0.00316891,0.0020347,0.0394871,0.0821708,0,0,0,0,0,0,0,0,0.0337589,0,0
869,0.0320053,0.0343512,0,0,0,0,0,0.0243677,0,0.0313052,0.052154,0,0,0.0235478,0,0,0.0550033,0.0458993,0.0421677,0.0153595,0,0.063045,0.0352847,0.0491473,0.041114,0.0176077,0.0366398,0.035768,0.0250341,0.0286038,0.0690841,0.0442015,0.0135164,0.0153991,0.0314896,0,0.02143,0,0.0296917,0,0,0.024019,0,0,0.0164841,0.0597229,0.0565027,0.0206112,0,0.0664179,0.0424567,0.0203941,0.0521047,0.0620847,0.112505,0.0669176,0.048383,0.04838,0.0740485,0.0536613,0.025616,0.00364191,0.00210037,0.0397729,0.0821293,0,0,0,0,0,0,0,0,0.0340335,0,0
870,0.0321804,0.0346658,0,0,0,0,0,0.0236495,0,0.0310163,0.0484191,0,0,0.0228391,0,0,0.0551813,0.0488393,0.0408087,0.0126577,0.0298833,0.0630778,0.0354374,0.0521057,0.0422414,0.0154732,0.0370601,0.0362601,0.0254606,0.02807,0.0707361,0.0443228,0.0135949,0.0160799,0.031681,0,0.0217775,0,0.0295221,0,0,0.0236724,0,0,0.0168535,0.0571961,0.0571407,0.0208586,0,0.0664063,0.0423879,0.0212299,0.0533476,0.0627075,0.113287,0.0662186,0.0483028,0.0481379,0.0737203,0.0552266,0.0257406,0.00384993,0.00166288,0.0400379,0.0821517,0,0,0,0,0,0,0,0,0,0,0
