Timestep,,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LTIB
36,0,0.0158421,0.0175473,0,0,0,0.0248805,0.0145077,0.00787195,0.00934481,0,0,0,0,0.00808933,0,0.0184149,0.00389228,0.0422308,0.0083032,0.0202381,0.01805,0,0,0.0233632,0.0047271,0.0140243,0.0199531,0.0146106,0.0513305,0.0519785,0.0152195,0.00938135,0,0.0327173,0,0.00499616,0.00896417,0.00259352,0.016901,0.00839034,0.0113016,0.0112882,0.0177121,0,0,0.0278511,0,0.0126792,0.0185335,0.0512261,0.0112268,0.0222451,0.0140256,0.0203996,0.0233404,0.0128574,0.0586016,0.0149744,0.0151153,0.0063246,0.0110822,0.00768176,0.00787496,0.0194083,0.0110132,0.00725461,0.00972655,0.0211986,0.00885421,0,0,0,0
37,0,0.0155002,0.0168385,0,0,0,0.0265392,0.0145428,0.00813083,0.0093361,0,0,0,0,0.0073273,0,0.0183085,0.00370084,0.0420624,0.00611076,0.0197762,0.0176733,0,0,0.0224543,0.00435852,0.0142509,0.0203018,0.0136057,0.0518383,0.0521695,0.0149922,0.00801606,0,0.0334967,0,0.00457725,0.00889742,0.00262573,0.0155608,0.00853806,0.00933512,0.0111233,0.0185912,0,0,0.0281145,0,0.0126947,0.0185468,0.0510032,0.0143551,0.0224049,0.0147216,0.0197695,0.0232584,0.0133913,0.0592264,0.0157014,0.015712,0.00517681,0.0117687,0.00723104,0.00565201,0.0155797,0.0109555,0.00595914,0.00926964,0.0205858,0.00902754,0,0,0,0
38,0,0.0152467,0.0163681,0,0,0,0.0280627,0.014592,0.00900321,0.00924539,0,0,0,0,0.0071602,0,0.0183163,0.00373523,0.0416321,0.0045893,0.0193491,0.017739,0,0,0.0216021,0.00410149,0.0139492,0.0198671,0.0124996,0.0525233,0.0530186,0.0149679,0.00667644,0,0.0346743,0,0.00445626,0.0089001,0.0026761,0.014661,0.0087159,0.00821956,0.0109249,0.0190303,0,0,0.028495,0,0.0127423,0.018671,0.0508346,0.0161688,0.0225449,0.015096,0.0193416,0.0230571,0.0137816,0.059639,0.0161917,0.0162108,0.00444402,0.0124864,0.00671603,0.00392586,0.0135867,0.0109153,0.00459916,0.00877342,0.0201391,0.00939317,0,0,0,0
39,0,0.015053,0.0161034,0,0,0,0.0294003,0.0146091,0.0100542,0.00898061,0,0,0,0,0.00753701,0,0.0183923,0.00385235,0.0410885,0.00430688,0.0189956,0.0178,0,0,0.0208288,0.00369354,0.0136759,0.0190366,0.011354,0.0531324,0.0542107,0.0152659,0.00586906,0,0.0362179,0,0.00454236,0.00893676,0.00270226,0.0145571,0.00888332,0.0075222,0.0105744,0.019064,0,0,0.029097,0,0.0128622,0.0191269,0.0507821,0.0168812,0.0226589,0.0150946,0.0190336,0.0225529,0.0141436,0.0599981,0.0165403,0.0167729,0.00385417,0.0132845,0.00604127,0.00301321,0.0132516,0.0108177,0.00357673,0.0083895,0.0199433,0.00980906,0,0,0,0
40,0,0.0149354,0.0161499,0,0,0,0.0303887,0.014593,0.010407,0.00870203,0,0,0,0,0.00814682,0,0.0184094,0.00395223,0.040713,0.00431236,0.0187952,0.0175645,0,0,0.0204107,0.00352738,0.013321,0.0186218,0.010318,0.05361,0.0551722,0.0152392,0.00572702,0,0.0374073,0,0.00474788,0.00895432,0.0026733,0.0142886,0.00897979,0.00713773,0.0103753,0.018598,0,0,0.0297112,0,0.0130083,0.019612,0.0507936,0.0165944,0.0226889,0.014852,0.0190842,0.0218073,0.0145847,0.0604433,0.0168504,0.0176576,0.00328675,0.0141434,0.00530618,0.00316048,0.0132148,0.0107669,0.00321893,0.00807869,0.020017,0.0100154,0,0,0,0
41,0,0.0148748,0.0164856,0,0,0,0.0306228,0.0145083,0.0102524,0.0082687,0,0,0,0,0.00894319,0,0.0184545,0.00397091,0.0406506,0.00438275,0.0187285,0.0172475,0,0,0.0202072,0.00365477,0.0126089,0.0186205,0.00973687,0.0536631,0.0556532,0.0144506,0.00598484,0,0.0379261,0,0.00517554,0.00902617,0.00267861,0.0139488,0.00891705,0.00612806,0.0103837,0.0179179,0,0,0.0304523,0,0.0131973,0.0202459,0.0507182,0.0153487,0.0227035,0.0143741,0.0193085,0.0208961,0.0150655,0.0608441,0.0171656,0.0186425,0.003016,0.015058,0.0046301,0.00435714,0.0136733,0.0109726,0.00400133,0.0079868,0.0203244,0.00979017,0,0,0,0
42,0,0.0150082,0.0170139,0,0,0,0.0302276,0.0143666,0.00962443,0.00791596,0,0,0,0,0.0095206,0,0.0185125,0.00402745,0.0409122,0.00427255,0.0187578,0.0170275,0,0,0.0201854,0.0042076,0.0117617,0.0188348,0.00975446,0.0533417,0.0555989,0.0140115,0.00631063,0,0.0376126,0,0.00556291,0.00912231,0.00273127,0.0139579,0.00875208,0.00454868,0.0105583,0.0171926,0,0,0.0310511,0,0.013424,0.0207292,0.0504735,0.014242,0.0226393,0.0137054,0.0196903,0.0201043,0.0155292,0.0611556,0.0174525,0.0194863,0.00376575,0.0159575,0.00407493,0.00641857,0.0165462,0.0114953,0.00531181,0.00805965,0.020728,0.00922475,0,0,0,0
43,0,0.0152708,0.0175117,0,0,0,0.0291485,0.0141973,0.00855766,0.00789813,0,0,0,0,0.0101184,0,0.0185442,0.00402597,0.0412688,0.00391174,0.0188814,0.0167858,0,0,0.0202031,0.00472711,0.0110842,0.0187649,0.0102079,0.0528536,0.05495,0.0138893,0.00645591,0,0.036496,0,0.00605042,0.00913768,0.00269858,0.0151582,0.00854844,0.0027446,0.0109716,0.0166577,0,0,0.0316155,0,0.0137342,0.0211507,0.0501679,0.0141653,0.0224853,0.0129143,0.0201191,0.019447,0.0158575,0.061344,0.0176589,0.0202777,0.00557278,0.0167854,0.00389345,0.00895071,0.019938,0.0122519,0.00583388,0.00826832,0.0210762,0.00878717,0,0,0,0
44,0,0.0154608,0.0178396,0,0,0,0.0277221,0.0140834,0.00740324,0.00826092,0,0,0,0,0.0108383,0,0.0186106,0.00403918,0.0414987,0.00383063,0.0190315,0.0165891,0,0,0.0200007,0.00509022,0.01077,0.0184217,0.0109567,0.0524484,0.0539791,0.0138343,0.00667726,0,0.0351102,0,0.00637562,0.00911381,0.00260465,0.0174673,0.0083558,0.00135456,0.0114061,0.0163188,0,0,0.0320563,0,0.0140399,0.0214074,0.0498704,0.0152927,0.0223012,0.012058,0.0203534,0.0189176,0.0160168,0.0615029,0.017749,0.0207326,0.00771794,0.0174937,0.00418212,0.0116487,0.0240328,0.01299,0.00614088,0.00851749,0.0212805,0.00877133,0,0,0,0
45,0,0.0156051,0.0180767,0,0,0,0.0266165,0.0140144,0.00703811,0.0087763,0,0,0,0,0.0114546,0,0.0187145,0.00393,0.0414927,0.00433007,0.0191405,0.0162726,0,0,0.0196178,0.00538201,0.0107882,0.017935,0.0115529,0.05237,0.0530869,0.0137124,0.00673806,0,0.0339624,0,0.00667779,0.00912017,0.00250534,0.0202291,0.00817319,0.00156677,0.0116383,0.0160347,0,0,0.0323725,0,0.0143,0.0216497,0.0496136,0.0172629,0.022126,0.0112894,0.0204303,0.0184684,0.0160826,0.061576,0.0177394,0.0208021,0.00985607,0.0179949,0.00476152,0.014364,0.0288477,0.0135296,0.0063223,0.00879668,0.0212865,0.00911669,0,0,0,0
46,0,0.0157342,0.0182061,0,0,0,0.0264075,0.0139962,0.00700613,0.00900294,0,0,0,0,0.0116113,0,0.0188008,0.00374425,0.0414059,0.00506628,0.0193018,0.016034,0,0,0.0190494,0.00545978,0.011011,0.0175734,0.012169,0.0525166,0.0526296,0.0137347,0.00706187,0,0.0335919,0,0.0067356,0.00913439,0.00238479,0.023293,0.00803015,0.00257351,0.011577,0.0158319,0,0,0.0324051,0,0.0144587,0.021801,0.049483,0.0195608,0.0220187,0.0106527,0.020344,0.0180571,0.0160488,0.0615451,0.0176663,0.0205087,0.0117077,0.0183415,0.00538417,0.0168661,0.0333355,0.0138136,0.00653774,0.00908241,0.0211258,0.00959699,0,0,0,0
47,0,0.0159746,0.018237,0,0,0,0.0261536,0.0139989,0.00692553,0.00923734,0,0,0,0,0.0117232,0,0.0189203,0.00366836,0.0412258,0.00596351,0.0194455,0.0156576,0,0,0.0184234,0.00539888,0.0111697,0.0170847,0.0125284,0.0526548,0.0524327,0.0136364,0.00732452,0,0.0332333,0,0.00669529,0.00911186,0.00223134,0.026345,0.00793018,0.00341714,0.0112628,0.0157622,0,0,0.0321261,0,0.0145427,0.0219075,0.0494645,0.0217568,0.0219121,0.010275,0.0200882,0.0177922,0.0157004,0.0614628,0.0176027,0.0199614,0.0131433,0.0185324,0.00597335,0.0189367,0.0374759,0.0138651,0.0066004,0.00940723,0.020859,0.00996628,0,0,0,0
48,0,0.0161437,0.0182353,0,0,0,0.0262788,0.0140482,0.0072185,0.00940473,0,0,0,0,0.0118785,0,0.0190391,0.00346325,0.0410806,0.0066235,0.0195939,0.015502,0,0,0.0178077,0.00531875,0.0112825,0.0166521,0.0128678,0.0525922,0.0525667,0.0135404,0.00782183,0,0.0328705,0,0.00671337,0.0090632,0.00208942,0.0292,0.0078615,0.00401115,0.0107808,0.015781,0,0,0.031907,0,0.0146361,0.022072,0.0495547,0.0237297,0.0218044,0.0101297,0.0197957,0.0175787,0.0153609,0.0613035,0.0175346,0.0193493,0.0142872,0.0185712,0.0065714,0.0205886,0.0411986,0.0138478,0.00670154,0.00972445,0.0205781,0.0101904,0,0,0,0
49,0,0.0163397,0.0182188,0,0,0,0.0261395,0.0141322,0.00762861,0.00940331,0,0,0,0,0.0121941,0,0.0191909,0.00329326,0.0408916,0.00745169,0.0197021,0.015312,0,0,0.0174524,0.00532491,0.0112632,0.0162221,0.0128355,0.0523896,0.052749,0.0135484,0.00805395,0,0.0323433,0,0.00676715,0.00906454,0.00201302,0.0315743,0.00780212,0.0046351,0.0103734,0.0158142,0,0,0.0319395,0,0.0147733,0.0223792,0.0496663,0.0257281,0.0217414,0.0100464,0.0197357,0.0175055,0.0151836,0.0611352,0.017473,0.0186615,0.015283,0.0185059,0.00724334,0.0220907,0.0443573,0.0138099,0.0068186,0.0100778,0.0203984,0.0102347,0,0,0,0
50,0,0.0164819,0.0182232,0,0,0,0.0257381,0.0141574,0.00800107,0.00918102,0,0,0,0,0.0125458,0,0.0193631,0.0033289,0.0406684,0.00848782,0.0197308,0.0149834,0,0,0.0171708,0.00541396,0.0110984,0.0159416,0.0122073,0.0521697,0.0529356,0.0136026,0.00831644,0,0.0318829,0,0.00668687,0.0091256,0.00200577,0.0334332,0.00773946,0.00546436,0.00997836,0.0158506,0,0,0.0321032,0,0.0149133,0.0226495,0.0497836,0.0276392,0.0218859,0.00992309,0.0198225,0.0175741,0.015119,0.0609395,0.0174334,0.0179267,0.016165,0.0183849,0.00795069,0.0235603,0.0468928,0.0136794,0.00690097,0.0104684,0.0202745,0.0101673,0,0,0,0
51,0,0.0166483,0.0182762,0,0,0,0.0251309,0.0140688,0.00809943,0.0088364,0,0,0,0,0.0128195,0,0.0194774,0.00321769,0.0404982,0.0093061,0.0197666,0.0145944,0,0,0.0168557,0.00562213,0.0107623,0.0157072,0.0116153,0.0519381,0.0529859,0.0137621,0.00871337,0,0.0311956,0,0.00666463,0.0091457,0.0020312,0.0349839,0.00768088,0.00647599,0.00953589,0.0159705,0,0,0.0322022,0,0.0150363,0.0228461,0.0499015,0.0295365,0.0222074,0.00973582,0.0199993,0.0177117,0.0149595,0.0606703,0.0173686,0.0172734,0.0170176,0.0182388,0.00860828,0.0249443,0.0489599,0.0135671,0.00699292,0.0108935,0.020167,0.0100623,0,0,0,0
52,0,0.0169277,0.0184636,0,0,0,0.0246687,0.0139629,0.00801904,0.00866859,0,0,0,0,0.0130566,0,0.0195595,0.00294432,0.0403885,0.00999595,0.0198118,0.0143687,0,0,0.0168095,0.00594362,0.0104114,0.015532,0.0112529,0.051611,0.0527603,0.0140896,0.00908285,0,0.0302469,0,0.00669801,0.00920517,0.00210364,0.0362943,0.00762775,0.00748768,0.00930626,0.0160787,0,0,0.0323727,0,0.0151764,0.023089,0.0501113,0.0313628,0.0224193,0.00951841,0.0204473,0.0178935,0.0148798,0.0603349,0.0172441,0.0166825,0.0178745,0.0180976,0.00914584,0.0262229,0.0505779,0.0136165,0.00705119,0.0111993,0.0201705,0.00999135,0,0,0,0
53,0,0.0173435,0.0188082,0,0,0,0.0244527,0.0138037,0.00794107,0.00860065,0,0,0,0,0.0134187,0,0.0196418,0.00275756,0.0403308,0.0107743,0.0198756,0.0143454,0,0,0.0168805,0.00652395,0.0100691,0.0154461,0.0109166,0.0512596,0.0524678,0.0145957,0.00946139,0,0.0292974,0,0.00677745,0.00924689,0.00219984,0.0372167,0.00756454,0.00833408,0.00921157,0.016148,0,0,0.0326584,0,0.0153475,0.0234138,0.0503612,0.0330101,0.0225625,0.00924843,0.0209405,0.0180393,0.0148605,0.0599477,0.017053,0.0160996,0.0186891,0.0179143,0.00961134,0.0273044,0.0520321,0.0137854,0.00705629,0.0113909,0.020251,0.00995542,0,0,0,0
54,0,0.0176734,0.0192466,0,0,0,0.0237688,0.0136329,0.00800845,0.00863208,0,0,0,0,0.0139039,0,0.0197034,0.00268057,0.0402949,0.0112691,0.0199705,0.0145561,0,0,0.0169682,0.00725508,0.00968348,0.0154892,0.0106946,0.0509301,0.0522431,0.0149246,0.00986793,0,0.0281464,0,0.00675091,0.00926432,0.00224403,0.037899,0.00746258,0.00920818,0.0092232,0.0161837,0,0,0.0329841,0,0.0155232,0.0237544,0.050604,0.0348015,0.0226783,0.0089564,0.0213317,0.0181547,0.0147735,0.0595539,0.0167528,0.0156113,0.0193858,0.0176351,0.0100436,0.0281516,0.0535145,0.0139922,0.00716436,0.0115253,0.0204319,0.00994033,0,0,0,0
55,0,0.0180588,0.0197493,0,0,0,0.022872,0.0134648,0.0081637,0.00875504,0,0,0,0,0.0144799,0,0.0197496,0.00266028,0.0402161,0.0118743,0.0201091,0.0149114,0,0,0.017039,0.00809665,0.00915529,0.015476,0.010847,0.0504895,0.0520006,0.0151476,0.0102276,0,0.0264875,0,0.00676467,0.00928336,0.00233137,0.0386183,0.00736493,0.010193,0.00920181,0.0161943,0,0,0.0333402,0,0.015735,0.0240599,0.0507949,0.0367771,0.0228142,0.00876144,0.0216622,0.0181599,0.0145965,0.0591115,0.0164341,0.0151464,0.019823,0.0172596,0.0103872,0.0286617,0.0550667,0.0142917,0.0072647,0.0116638,0.0206349,0.00991526,0,0,0,0
56,0,0.0184711,0.0202296,0,0,0,0.0215018,0.013309,0.00825865,0.00898047,0,0,0,0,0.0149851,0,0.0198507,0.00271879,0.0400647,0.0124517,0.0202658,0.0152121,0,0,0.0171327,0.00895514,0.00885166,0.0153915,0.0110797,0.0500739,0.0516237,0.015263,0.0104986,0,0.024914,0,0.00703303,0.00934745,0.0024783,0.0394692,0.0072938,0.0110817,0.00920179,0.0162221,0,0,0.0336675,0,0.0159719,0.0243863,0.0509709,0.0379629,0.0228914,0.00868138,0.0219738,0.0180258,0.014367,0.0586191,0.0161256,0.0146809,0.0199338,0.0167556,0.0106023,0.0287286,0.056206,0.0145687,0.00727482,0.0117866,0.0208548,0.00988026,0,0,0,0
57,0,0.018866,0.0206536,0,0,0,0.0207545,0.0131535,0.00867746,0.00925915,0,0,0,0,0.0153955,0,0.019917,0.00284921,0.0399201,0.0133993,0.0204007,0.0150225,0,0,0.0173049,0.00977959,0.00880512,0.0152019,0.0112989,0.0497473,0.0513698,0.0155543,0.0106808,0,0.0235479,0,0.00738792,0.00940301,0.00264218,0.0401508,0.00724907,0.0118235,0.00937816,0.0162257,0,0,0.0339664,0,0.016238,0.0247183,0.051163,0.038741,0.0228932,0.00877508,0.0223227,0.0178614,0.0141351,0.0581444,0.0158608,0.0142963,0.0197591,0.0161821,0.0107303,0.0284353,0.0568676,0.0147683,0.00722297,0.0119576,0.021117,0.00989217,0,0,0,0
58,0,0.0193046,0.0210532,0,0,0,0.0202378,0.0129936,0.00913711,0.00948666,0,0,0,0,0.0158536,0,0.0199481,0.00293407,0.039852,0.0143784,0.0204535,0.0148746,0,0,0.0175401,0.010446,0.00877463,0.0151392,0.0113995,0.0494631,0.0513885,0.0158533,0.0109814,0,0.0223012,0,0.00743687,0.00944224,0.00278077,0.0405781,0.00723199,0.0124094,0.00978878,0.0161906,0,0,0.0342183,0,0.0165282,0.0249897,0.0512961,0.0398286,0.0228811,0.00906416,0.0227293,0.0177287,0.0139032,0.0577063,0.015685,0.0139606,0.0193318,0.0156101,0.0108025,0.0278529,0.0574829,0.0150163,0.00716611,0.0121635,0.0213856,0.00993307,0,0,0,0
59,0,0.0196483,0.0214966,0,0,0,0.0197108,0.01286,0.00960265,0.00960263,0,0,0,0,0.0163965,0,0.0200085,0.00298136,0.0398213,0.0153402,0.0204922,0.0148553,0,0,0.0178308,0.0110385,0.00868195,0.0152437,0.0117103,0.0491087,0.0514723,0.016147,0.0112019,0,0.0212385,0,0.00747124,0.00948494,0.00288606,0.0409552,0.00720655,0.0126872,0.0100149,0.0161873,0,0,0.0344167,0,0.0168173,0.0252153,0.0514585,0.0409539,0.0228285,0.00945007,0.0231445,0.017649,0.0137184,0.0573365,0.015567,0.0136609,0.0187268,0.0150642,0.0108055,0.0270361,0.0581588,0.0152169,0.0072133,0.0123741,0.0216265,0.0100177,0,0,0,0
60,0,0.0198802,0.0219205,0,0,0,0.0191259,0.0127896,0.00995134,0.0098208,0,0,0,0,0.0169719,0,0.0200675,0.00312015,0.0397488,0.0160553,0.0206078,0.0149343,0,0,0.0181726,0.0115619,0.00859729,0.0152851,0.0117857,0.0486676,0.0515055,0.0163186,0.0115457,0,0.0201884,0,0.00749857,0.00953495,0.00299778,0.0414437,0.00723283,0.0126254,0.0100345,0.0162352,0,0,0.0345463,0,0.0171606,0.0254312,0.0517293,0.0414009,0.0227648,0.0098881,0.0235642,0.0175896,0.0136313,0.0570633,0.0155006,0.0135145,0.0178911,0.0144381,0.0107434,0.0261219,0.0586503,0.0153528,0.00732994,0.0125861,0.0218421,0.0100979,0,0,0,0
61,0,0.0201871,0.0222785,0,0,0,0.0183212,0.0127627,0.0099739,0.0101645,0,0,0,0,0.0173293,0,0.0200852,0.00332604,0.0395536,0.0165207,0.0207244,0.0151949,0,0,0.0185594,0.0119516,0.00851638,0.0150199,0.0115185,0.048116,0.0515092,0.0163054,0.0121688,0,0.0189948,0,0.00768051,0.00957408,0.0031042,0.0418156,0.00727972,0.0126293,0.0100389,0.0162848,0,0,0.0345916,0,0.0175061,0.025593,0.0520434,0.0412189,0.022664,0.0103863,0.0239911,0.0175727,0.0136303,0.0568604,0.0154911,0.0135284,0.0169582,0.0137945,0.0106105,0.0252372,0.0590039,0.0154298,0.00747506,0.0127647,0.0221429,0.0101227,0,0,0,0
62,0,0.0211288,0.02372,0,0,0,0.0234391,0.0125117,0.0175296,0.00897781,0,0,0,0,0.0184426,0,0.0202665,0.00365766,0.0390525,0.0275073,0.0203321,0.0180019,0,0,0.0201428,0.0135665,0.00814046,0.014373,0.0136705,0.0474407,0.0553899,0.0213262,0,0,0.0209219,0,0.00824798,0.00965697,0.00345863,0.0420648,0.00747332,0.0124824,0.0102584,0.0162724,0,0,0.0354686,0,0.0183447,0.026493,0.0521507,0.0402846,0.0227897,0.0111208,0.0248156,0.0181155,0.0137957,0.056885,0.0156905,0.0137824,0.015841,0.0131965,0.0103389,0.0243381,0.0589716,0.0160531,0.00786643,0.0135447,0.0235201,0.00989793,0,0,0,0
63,0,0.0215029,0.0242311,0,0,0,0.0224855,0.0124405,0.0173698,0.0088327,0,0,0,0,0.0187628,0,0.0202956,0.00382652,0.0390462,0.0281686,0.0203998,0.0184271,0,0,0.0206341,0.0141696,0.00836994,0.0141637,0.013792,0.0466796,0.0557244,0.0216008,0,0,0.0193725,0,0.00827342,0.00965104,0.00352439,0.0422221,0.00757985,0.0123971,0.0105468,0.0163649,0,0,0.0355049,0,0.0187441,0.0266568,0.0520825,0.0393893,0.0227237,0.0115076,0.0251786,0.018276,0.0135877,0.0566441,0.0155657,0.013647,0.0149729,0.0128605,0.0100844,0.0238252,0.0588426,0.0160533,0.0079431,0.0137588,0.0240008,0.00985095,0,0,0,0
64,0,0.0218174,0.02469,0,0,0,0.0215593,0.0124025,0.017651,0.00863787,0,0,0,0,0.0192756,0,0.0202843,0.00407343,0.0390312,0.0289988,0.0204667,0.0189755,0,0,0.0208712,0.014718,0.00850017,0.013965,0.0141617,0.045941,0.0562254,0.0222857,0,0,0.0179494,0,0.00832527,0.00964258,0.00362121,0.0422059,0.00767225,0.0121157,0.0105515,0.0164721,0,0,0.0354837,0,0.019115,0.0268403,0.0518148,0.0383595,0.0226568,0.0117562,0.0252343,0.0184362,0.0132829,0.0563038,0.0153086,0.013469,0.0141572,0.0127356,0.0097803,0.0232528,0.0586448,0.01598,0.00809831,0.0139734,0.0244162,0.00978141,0,0,0,0
65,0,0.0213301,0.0239754,0,0,0,0.0169837,0.0126476,0.0119683,0.00952731,0,0,0,0,0.0189206,0,0.0200525,0.00418451,0.0394963,0.0196608,0.0210015,0.0167045,0,0,0.0199295,0.01382,0.0092868,0.0148359,0.0125919,0.0451619,0.0527765,0.0181801,0.0137376,0,0.0155373,0,0.00832266,0.00956982,0.00338037,0.0419551,0.00749977,0.011664,0.0105789,0.0165833,0,0,0.0345983,0,0.0188721,0.0262541,0.0519304,0.0367575,0.022295,0.0118841,0.0247317,0.018016,0.0129806,0.0560004,0.0149116,0.0133134,0.0134414,0.0126834,0.00944916,0.0226354,0.058005,0.0154827,0.00792057,0.0135046,0.0236352,0.00976484,0,0,0,0
66,0,0.0218956,0.0252421,0,0,0,0.0205939,0.0124568,0.018732,0.007862,0,0,0,0,0.0200864,0,0.0202097,0.00465937,0.0388695,0.029757,0.0205601,0.0201912,0,0,0.0212733,0.0150852,0.00830338,0.0138383,0.0150328,0.0446017,0.0574323,0,0,0,0.0160983,0,0.00898234,0.00962232,0.00375325,0.0411471,0.00782599,0.0111036,0.0106994,0.0166229,0,0,0.0352143,0,0.0197502,0.027001,0.0519963,0.0342057,0.0223786,0.0124505,0.0249203,0.0188509,0.0131787,0.0561558,0.0148193,0.0137205,0.0123769,0.012238,0.0091166,0.0215219,0.0559939,0.01589,0.00840925,0.0142907,0.0249215,0.00954877,0,0,0,0
67,0,0.0212984,0.0243935,0,0,0,0.0192532,0.0127529,0.0176977,0.00820076,0,0,0,0,0.0195684,0,0.0199499,0.00463432,0.0394321,0.0244984,0.0210296,0.0174112,0,0,0.0202114,0.014152,0.00995247,0.0144954,0.0136391,0.0439885,0.0529444,0,0.0132101,0,0.0164614,0,0.00894021,0.00948801,0.00338975,0.0392433,0.00764519,0.0108101,0.010677,0.0167321,0,0,0.0343202,0,0.0195086,0.0263744,0.0522846,0.031644,0.0218773,0.0124778,0.0239756,0.0184625,0.0129195,0.0559641,0.0141739,0.0134531,0.0113725,0.0119449,0.00881244,0.0202111,0.0531447,0.0152976,0.00820324,0.0137714,0.0242678,0.0095372,0,0,0,0
68,0,0.020872,0.0242456,0,0,0,0.018862,0.0128707,0.0177612,0.00752844,0,0,0,0,0.0199029,0,0.0198363,0.0049114,0.0393561,0.0247722,0.0208788,0.0172509,0,0,0.0199443,0.013884,0.0097926,0.0137512,0.0136096,0.043398,0.0533655,0,0.0129334,0,0.0158131,0,0.00924739,0.00942535,0.00331397,0.0365489,0.00770318,0.0108055,0.0106081,0.0167727,0,0,0.0340881,0,0.0197156,0.0262934,0.0523602,0.0288227,0.0216378,0.012656,0.0231555,0.018621,0.0127152,0.0558608,0.0134836,0.0129596,0.0100559,0.0114302,0.00842655,0.0182308,0.0490714,0.0151491,0.0083539,0.0137939,0.0243901,0.00930062,0,0,0,0
69,0,0.0203942,0.024108,0,0,0,0.0184294,0.013061,0.0162536,0.00693837,0,0,0,0,0.0200699,0,0.0197117,0.00511849,0.0392324,0.0242236,0.0206669,0.0169548,0,0,0.0197562,0.0135243,0.00968551,0.012921,0.01366,0.0428061,0.0556791,0,0.0128911,0,0.014934,0,0.00962645,0.00935203,0.00319414,0.0331419,0.00771608,0.0109988,0.0107295,0.0167772,0,0,0.0338166,0,0.0198496,0.0261853,0.0523951,0.0259797,0.0214123,0.0128522,0.0223778,0.0187629,0.0125041,0.0557755,0.0127128,0.0122674,0.00845472,0.0108291,0.008105,0.0156372,0.0439643,0.014992,0.00857356,0.0137848,0.0245026,0.00904171,0,0,0,0
70,0,0.0198993,0.0239554,0,0,0,0.017242,0.0133075,0.0151497,0.00638379,0,0,0,0,0.0199659,0,0.0195697,0.00534986,0.0391973,0.0238132,0.0204266,0.0167655,0,0,0.0195895,0.0130821,0.00966255,0.0121238,0.0138027,0.042095,0.0567552,0.0185434,0.0131868,0,0.0139466,0,0.0101964,0.00927506,0.00306694,0.0289421,0.00768406,0.0114065,0.0109744,0.0167495,0,0,0.0335631,0,0.01992,0.0260394,0.0524453,0.0234256,0.0212257,0.0131108,0.0216531,0.0188937,0.0123795,0.0557064,0.0119654,0.0116118,0.00681202,0.0102665,0.00783349,0.0126124,0.0380646,0.0148301,0.00874568,0.0137266,0.0246039,0.00872439,0,0,0,0
71,0,0.0194532,0.0238469,0,0,0,0.0163658,0.0135766,0.0141677,0.00587838,0,0,0,0,0.0198314,0,0.019378,0.00576538,0.0391475,0.0230346,0.0202255,0.0165703,0,0,0.0195487,0.012638,0.00983906,0.0116011,0.0139272,0.0413158,0.0420598,0.0178287,0.0130256,0,0.012779,0,0.0106865,0.00919888,0.00292392,0.0243328,0.00764851,0.0119856,0.0112323,0.0167143,0,0,0.0332809,0,0.0199508,0.0259161,0.0524594,0.0215021,0.0211432,0.0133172,0.0210921,0.019076,0.0124383,0.0556677,0.0114683,0.011188,0.00560798,0.00988267,0.00768654,0.0095752,0.0319102,0.0148032,0.00883488,0.0136514,0.0247898,0.00838145,0,0,0,0
72,0,0.0190812,0.0237809,0,0,0,0.0150382,0.0138546,0.0120551,0.00568369,0,0,0,0,0.0196335,0,0.0192325,0.00613982,0.0390265,0.0205343,0.0199425,0.0166851,0,0,0.0196407,0.0122616,0.010253,0.0114221,0.0142372,0.0403954,0.0115928,0.0164714,0.0124815,0,0.0107076,0,0.0108081,0.00911511,0.00277934,0.0199488,0.00760643,0.0125657,0.0115047,0.0166622,0,0,0.0330933,0,0.0199467,0.0258462,0.0524114,0.0207463,0.0210952,0.013414,0.0208371,0.0193046,0.0127653,0.0556936,0.0115704,0.011331,0.0050074,0.00975721,0.00754783,0.00684603,0.0257684,0.0148143,0.00893041,0.013572,0.0250537,0.00807276,0,0,0,0
