Timestep,,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,x73,LTIBI
179,0,0.0235524,0.0201421,0,0,0,0.0584053,0.0108504,0,0.0164435,0,0,0,0,0.0123574,0,0.0064555,0.0255148,0.0820775,0.0200272,0.0803048,0,0,0.0207802,0.00733351,0.0565375,0.0637375,0.0731732,0.0930465,0.0703818,0.0678599,0,0,0.056526,0,0.00794223,0.00825803,0.00487295,0.0165966,0.0128604,0.0175927,0.0107128,0.0270814,0,0,0.00690707,0,0.00920582,0.00798302,0.057521,0.0170995,0.026368,0.0105076,0.0202775,0.0309055,0.00580555,0.0501504,0.00825014,0.00616537,0.00685088,0.0146014,0.00205092,0.00326971,0.015558,0.0119096,0.00640582,0.00452086,0.0174851,0.0221853,0,0,0,0,0.0676329
180,0,0.0236473,0.0203389,0,0,0,0.0558639,0.0107542,0,0.0163975,0,0,0,0,0.0122289,0,0.00647907,0.0256688,0.084732,0.0202535,0.083339,0,0,0.020978,0.00725082,0.057069,0.0655212,0.0745318,0.0924636,0,0.0695523,0,0,0.0534783,0,0.00780772,0.0082482,0.00481474,0.015552,0.0130202,0.0173114,0.0104871,0.027015,0,0,0.00608053,0,0.00919429,0.00743523,0.0574893,0.016642,0.0263364,0.010428,0.020265,0.0312056,0.00552051,0.0501131,0.00816759,0.00596422,0.00734042,0.0145041,0.00206728,0.00369728,0.0139409,0.0127328,0.00659205,0.00436431,0.0175071,0.0223848,0,0,0,0,0.0694675
181,0,0.0237375,0.0207507,0,0,0,0.0533328,0.0106924,0,0.0161579,0,0,0,0,0.0121506,0,0.00663066,0.0261755,0.0837369,0.020437,0.0833014,0,0,0.0214549,0.00709357,0.0559971,0.0653605,0.0734095,0.0907253,0.0714924,0.068197,0,0,0.0509631,0,0.00774971,0.00828726,0.00488092,0.0145813,0.0132243,0.0170481,0.0102635,0.0268592,0,0,0.00545928,0,0.00930411,0.00673393,0.0573959,0.016229,0.0262543,0.0103814,0.0202319,0.031589,0.00515893,0.0500723,0.00815553,0.00563584,0.00792611,0.01439,0.00218321,0.00416831,0.0122783,0.0136134,0.00646547,0.00367827,0.0178361,0.0224453,0,0,0,0,0.0678678
182,0,0.0238399,0.0215601,0,0,0,0.0484235,0.0106122,0.0615442,0.0155321,0,0,0,0,0.0119865,0,0.00683672,0.0267192,0.080618,0.0204656,0.0834307,0,0,0.0221983,0.0067802,0.0550688,0.0656689,0.0722626,0.0893558,0.068842,0.0652412,0,0,0.0461603,0,0.00792715,0.00837867,0.00493024,0.0137565,0.0132541,0.0167258,0.009824,0.0264399,0,0,0.00511569,0,0.00945107,0.006178,0.0572495,0.0158608,0.0263074,0.0103644,0.0202449,0.0320599,0.00531907,0.0501308,0.00818099,0.00540228,0.0083708,0.0142096,0.0024812,0.00474448,0.0108948,0.0142262,0.00671731,0.00335649,0.0186119,0.0220418,0,0,0,0,0.0643645
183,0,0.0240091,0.0215988,0,0,0,0.0480531,0.0105014,0,0.0157706,0,0,0,0,0.0119467,0,0.00677451,0.0271863,0.0856663,0.0207211,0.0855645,0,0,0.0223786,0.00700385,0.0555439,0.0674899,0.0733168,0.0885625,0.0726764,0.0690974,0,0,0.0459445,0,0.00789678,0.00834368,0.0049017,0.0131566,0.0132269,0.0164831,0.00991649,0.0265186,0,0,0.00518397,0,0.00939799,0.00560106,0.0571647,0.0160486,0.0261015,0.0102956,0.0201415,0.0323685,0.00503569,0.0500007,0.00823622,0.00531606,0.00866796,0.0142027,0.00259653,0.00514548,0.0100786,0.0149126,0.00662633,0.00344851,0.0186777,0.0222203,0,0,0,0,0.0684915
184,0,0.0239107,0.0221473,0,0,0,0.0429778,0.0104106,0.0628497,0.0149999,0,0,0,0,0.0118187,0,0.00673355,0.0279506,0.0831368,0.0206536,0.0852524,0,0,0.0228297,0.00680335,0.0546385,0.0675917,0.0719609,0.0872578,0.0702429,0.0667728,0,0,0.0406009,0,0.00790375,0.00829863,0.00492625,0.0126656,0.0130723,0.0161877,0.00939888,0.026035,0,0,0.00544483,0,0.0092917,0.00545335,0.0569841,0.0162028,0.0262489,0.0103763,0.0198402,0.0326902,0.00378109,0.04992,0.00839052,0.00535845,0.00919814,0.0140155,0.00288183,0.00567738,0.00955483,0.0153217,0.00629163,0.00313783,0.0192612,0.0215016,0,0,0,0,0.0651218
185,0,0.0240175,0.0223458,0,0,0,0.0400961,0.0103497,0.063281,0.0144929,0,0,0,0,0.0118814,0,0.00663266,0.0287587,0.0842062,0.0206114,0.0858469,0,0,0.0229281,0.00680764,0.0543655,0.0683126,0.0716151,0.0862719,0.070827,0.0675269,0,0,0.0371924,0,0.00786959,0.0082807,0.00495318,0.0123697,0.0130583,0.0158647,0.00907027,0.0259706,0,0,0.00586692,0,0.00932033,0.00521602,0.0568868,0.016151,0.0262839,0.0104004,0.0195142,0.033126,0.00328579,0.0498204,0.0084827,0.00539785,0.00939083,0.0139347,0.00306778,0.00611692,0.00923641,0.0159806,0.00644656,0.00289704,0.0194768,0.0211731,0,0,0,0,0.0656484
186,0,0.023945,0.0226334,0,0,0,0.0371625,0.0103637,0.0635087,0.0140457,0,0,0,0,0.0116435,0,0.00657262,0.0295322,0.0852216,0.0206224,0.0861356,0,0,0.0230314,0.00674264,0.0538927,0.0689085,0.0711049,0.0853566,0.071517,0.0682565,0,0,0.0337052,0,0.00802675,0.0083486,0.00490897,0.0120354,0.0131131,0.0155024,0.00882465,0.0259039,0,0,0.00641643,0,0.00947033,0.00487453,0.0568228,0.015874,0.0263,0.0104488,0.019297,0.0335181,0.00381649,0.0497747,0.00856869,0.00537419,0.00971448,0.013815,0.00332942,0.00658806,0.00898524,0.0169003,0.0066151,0.00290071,0.0197622,0.0207853,0,0,0,0,0.0665222
187,0,0.0237045,0.0230236,0,0,0,0.0340182,0.0103762,0.0640314,0.0135808,0,0,0,0,0.0114579,0,0.00650056,0.0303245,0.0859772,0.0206407,0.0860605,0,0,0.0233199,0.00683279,0.0534521,0.069203,0.0704891,0.0844822,0.0721005,0.0688716,0,0,0.0300371,0,0.00828846,0.00841572,0.00496247,0.0117246,0.0130218,0.0153591,0.00863261,0.0257379,0,0,0.00704916,0,0.00940891,0.00448911,0.0567249,0.0155848,0.0263199,0.0104503,0.0192464,0.0338484,0.00496052,0.0497797,0.00865214,0.0053591,0.00993248,0.013671,0.00366228,0.00698606,0.00893028,0.0177305,0.00637182,0.00293129,0.0201087,0.0204161,0,0,0,0,0.0673566
188,0,0.0236592,0.0234117,0,0,0,0.0307027,0.0104089,0.064413,0.0131033,0,0,0,0,0.0113269,0,0.0064888,0.0310973,0.0866284,0.0206313,0.0857674,0,0,0.0238137,0.00692536,0.0530974,0.0693999,0.0698778,0.0837118,0.0723484,0.0694124,0,0,0.0259597,0,0.00850237,0.00851895,0.00508815,0.011459,0.0129103,0.0151645,0.00852952,0.025499,0,0,0.00758139,0,0.00941701,0.00419049,0.0566731,0.0154578,0.0263211,0.0105007,0.0193478,0.0341604,0.0050062,0.0497829,0.00874047,0.00539834,0.0100803,0.0134943,0.00399221,0.00729557,0.00903237,0.0181972,0.00659659,0.0029318,0.0204492,0.0200907,0,0,0,0,0.0681988
189,0,0.0236392,0.023745,0,0,0,0.0270026,0.0103953,0.0646381,0.0127087,0,0,0,0,0.0111359,0,0.00650311,0.0318168,0.0869109,0.0205458,0.0853146,0,0,0.0243499,0.00685959,0.0527952,0.0694558,0.0693708,0.0830691,0.0720607,0.0697892,0,0,0.0214349,0,0.00861384,0.00856804,0.00514925,0.0111452,0.0129144,0.0148561,0.0085562,0.025251,0,0,0.00811754,0,0.00959968,0.00388842,0.0566009,0.0153296,0.0263301,0.0105833,0.0195966,0.0343974,0.00477966,0.049759,0.0088268,0.00544876,0.0104879,0.0133106,0.00429897,0.00754875,0.00902676,0.0185884,0.00681772,0.00294262,0.0207919,0.0197796,0,0,0,0,0.0689711
190,0,0.0236876,0.0241089,0,0,0,0.0228978,0.0104179,0.0646574,0.0124577,0,0,0,0,0.0111796,0,0.00652623,0.0324289,0.0863127,0.0203708,0.0844325,0,0,0.0248223,0.00688276,0.0522219,0.0690484,0.0688173,0.0824583,0.0718027,0.0695417,0,0,0.0163159,0,0.00887802,0.00864612,0.00524369,0.0107794,0.0128404,0.0144739,0.00882234,0.0250793,0,0,0.00881785,0,0.00964915,0.00361848,0.0564932,0.0149202,0.0263161,0.0106459,0.0199905,0.0344671,0.00460886,0.0496883,0.00888836,0.00533336,0.0104776,0.0131002,0.00459548,0.00758994,0.00877649,0.0190105,0.0068367,0.00294157,0.0211069,0.0195114,0,0,0,0,0.0692823
191,0,0.0237861,0.0242915,0,0,0,0.0201561,0.0103037,0.064458,0.0128246,0,0,0,0,0.011664,0,0.00630741,0.0328604,0.0851053,0.0200218,0.0826971,0,0,0.0251678,0.00720563,0.0512812,0.0675108,0.0677583,0.0819174,0.0709016,0.0677853,0,0,0.0122882,0,0.00915111,0.00856801,0.00530292,0.0105695,0.0127045,0.0141292,0.00970356,0.0248676,0,0,0.00988675,0,0.00947894,0.00285859,0.0563992,0.0138726,0.0261163,0.0107534,0.0206807,0.0345823,0.00443383,0.0495364,0.00901619,0.00520926,0.00933354,0.0129616,0.00484093,0.00703983,0.00821293,0.0192915,0.00632907,0.00271445,0.0211915,0.0196377,0,0,0,0,0.068863
