Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,
130,0.00633713,0.00468085,0,0,0,0.00527517,0.015697,0.00734899,0.0034519,0,0,0,0,0.00949621,0,0.0191778,0.00689586,0.0417355,0.0199776,0.0173856,0.00934611,0,0,0.00309148,0.00941158,0.0143186,0.018091,0.0130529,0.0471258,0.00232073,0.0085064,0.00518506,0.0113063,0,0.0233204,0,0.00847197,0.00949883,0.00397098,0.0254894,0.0113556,0.0213932,0.00482382,0.00389101,0,0,0.00813529,0,0.0120794,0.00313259,0.0621167,0.0334932,0.0255275,0.019334,0.00410925,0.00724544,0.00316371,0.0439927,0.00973823,0.00751158,0.0150537,0.0228891,0.00919252,0.0176319,0.0180709,0.00642066,0.00250486,0.00132781,0.00418819,0.00349609,0,0,0,0
131,0.00607775,0.00422564,0,0,0,0.00718051,0.0156567,0.0126246,0.0038145,0,0,0,0,0.00893652,0,0.0191949,0.00666633,0.0417662,0.022984,0.0178283,0.0115302,0,0,0.00318071,0.00909766,0.0154099,0.0199532,0.0153327,0.0491273,0.000996266,0.00644511,0.00646817,0.0120691,0,0.020591,0,0.00814191,0.00946432,0.00385277,0.0262578,0.0114089,0.0244928,0.00601877,0.00342254,0,0,0.00795405,0,0.0120141,0.00332179,0.0626213,0.0368056,0.0260253,0.0200116,0.00352848,0.00737518,0.00219365,0.0436442,0.00914651,0.00706797,0.0157353,0.0238805,0.0106619,0.0182933,0.0182483,0.00672962,0.00242222,0.00113616,0.00357341,0.00272684,0,0,0,0
132,0.00588146,0.00394824,0,0,0,0.0144017,0.0156842,0.0187764,0.0042992,0,0,0,0,0.00817564,0,0.0193294,0.00628182,0.0418107,0.027306,0.0184751,0.0140176,0,0,0.00316023,0.00875788,0.0163604,0.0222552,0.0173159,0.0512556,0.0016467,0.00585406,0.00876717,0.0129788,0,0.0208489,0,0.00774208,0.00945547,0.00374162,0.0233103,0.0115644,0.0267619,0.00726556,0.00316042,0,0,0.00819769,0,0.0119281,0.00384942,0.0628726,0.0383236,0.026303,0.0176263,0.00296496,0.0079828,0.00205787,0.0435696,0.00709882,0.00660891,0.0147703,0.0253878,0.0124011,0.0175471,0.0141072,0.00762489,0.00242042,0.00110439,0.00326952,0.00227768,0,0,0,0
133,0.00555256,0.00370656,0,0,0,0.0237379,0.0156985,0.0249974,0.00478508,0,0,0,0,0.00755387,0,0.0195635,0.00595011,0.0415275,0.0319102,0.019251,0.0167898,0,0,0.00323216,0.00840365,0.017961,0.0244404,0.0190997,0.0535456,0.00346538,0.00734527,0.0111282,0.0139145,0,0.0249853,0,0.00743517,0.00953545,0.00390037,0.0208181,0.0117514,0.0267837,0.0082238,0.00276362,0,0,0.00928109,0,0.0118106,0.0047403,0.0631593,0.037017,0.0264331,0.0151999,0.00286071,0.00862836,0.00280251,0.043445,0.00652342,0.0063595,0.0127067,0.0256316,0.0119055,0.0150046,0.0110554,0.00885127,0.00240221,0.00119481,0.00302152,0.00282855,0,0,0,0
134,0.00717894,0.00480321,0,0,0,0.0331453,0.0157966,0.0309241,0.00544665,0,0,0,0,0.00771324,0,0.0197554,0.00595655,0.0409805,0.036856,0.0199877,0.0203489,0,0,0.0034139,0.00816511,0.0207022,0.0273184,0.0213795,0.0559385,0.00507113,0.00944534,0.0129664,0.0148758,0,0.0322317,0,0.00757188,0.00957882,0.0041698,0.0170977,0.0120754,0.0248066,0.00864448,0.00528153,0,0,0.00484278,0,0.0118567,0.00128167,0.0633994,0.0333078,0.0265913,0.0120109,0.00320902,0.00888244,0.00363448,0.0432903,0.00622454,0.00601788,0.010173,0.0256237,0.0106472,0.0114878,0.00855076,0.00412411,0.00480919,0.00214679,0.00385774,0.00249614,0,0,0,0
135,0.00692626,0.0054195,0,0,0,0.043287,0.015996,0.0360669,0.0061842,0,0,0,0,0.00703955,0,0.0199971,0.00553443,0.0402783,0.0410258,0.0205374,0.0238844,0,0,0.00361114,0.00756682,0.0231884,0.0301601,0.0240038,0.0584588,0.00646406,0.011541,0.0143877,0.0159398,0,0.0405763,0,0.00713314,0.00963918,0.00430995,0.0147211,0.0123705,0.022831,0.00835252,0.00543955,0,0,0.00459986,0,0.0117336,0.00190775,0.0637005,0.0294699,0.0267594,0.00940356,0.00370773,0.00964162,0.00424745,0.0431491,0.0060992,0.00576009,0.00831712,0.0256009,0.00963349,0.00881319,0.00711753,0.00416561,0.00535846,0.00267228,0.0045742,0.00348159,0,0,0,0
136,0.00667329,0.00626351,0,0,0,0.0535487,0.0161967,0.0402216,0.00691949,0,0,0,0,0.00609969,0,0.0199779,0.00496435,0.0394348,0.0442038,0.0209757,0.0272452,0,0,0.0038483,0.00680709,0.0246807,0.0324205,0.0264871,0.0609719,0.00760021,0.0130377,0.015788,0.017018,0,0.0495162,0,0.00638819,0.00953774,0.0043211,0.0131842,0.0127211,0.0213579,0.00747121,0.0054845,0,0,0.00483329,0,0.0116655,0.00249692,0.0639925,0.0262413,0.026928,0.0076666,0.00394856,0.0102353,0.00456444,0.0430957,0.00571514,0.00532873,0.0073163,0.0256282,0.00899492,0.00729539,0.00633601,0.00424706,0.00596262,0.00307143,0.00552734,0.00453253,0,0,0,0
137,0.00672953,0.00702183,0,0,0,0.0637879,0.0162835,0.0433987,0.00768393,0,0,0,0,0.00518682,0,0.0196757,0.00444197,0.0382774,0.0463314,0.0212232,0.0302738,0,0,0.00424219,0.00603939,0.0256253,0.0338716,0.0288886,0.0634429,0.0082642,0.0137126,0.0167401,0.018088,0,0.0594424,0,0.00536681,0.00930528,0.00425358,0.0119376,0.0129767,0.0203969,0.00622058,0.00543994,0,0,0.00538794,0,0.0116077,0.00297361,0.0641177,0.0238157,0.0270953,0.00676165,0.0038074,0.010588,0.00474762,0.0433283,0.00507762,0.00503752,0.00688626,0.0256601,0.00869066,0.00674093,0.00568552,0.0043145,0.0061896,0.0032474,0.00628642,0.00553429,0,0,0,0
138,0.00675347,0.00793497,0,0,0,0.0735242,0.0162983,0.0454899,0.00770505,0,0,0,0,0.0046664,0,0.0194611,0.00404742,0.0370786,0.0468984,0.0213849,0.0326096,0,0,0.00439689,0.00553845,0.0262518,0.0341767,0.0311475,0.0655622,0.00996585,0.0132081,0.0174101,0.0192454,0,0.0702707,0,0.00427315,0.00918154,0.00408726,0.0107546,0.0132897,0.0195206,0.00485568,0.00550328,0,0,0.00637689,0,0.0115679,0.00370358,0.0640676,0.0217044,0.027185,0.00637697,0.00330881,0.01103,0.00487381,0.0438222,0.00458806,0.0049932,0.00662871,0.0255919,0.0085187,0.00670827,0.00532137,0.00469215,0.00604958,0.0033474,0.0071011,0.00633444,0,0,0,0
139,0.0070282,0.00853925,0,0,0,0.0808712,0.0164759,0.0461079,0.00773662,0,0,0,0,0.00468233,0,0.019554,0.00379442,0.0359166,0.0444739,0.0213956,0.0326672,0,0,0.00445033,0.00540622,0.0253788,0.0320953,0.0317753,0.0671068,0,0.0128154,0.017565,0.0192861,0,0.0805422,0,0.00386105,0.00924171,0.00407808,0.00985589,0.0135543,0.0185962,0.00384375,0.00545521,0,0,0.00781885,0,0.011424,0.00468056,0.0638263,0.0196233,0.027176,0.00602131,0.00300912,0.0111966,0.00487825,0.0444276,0.00438704,0.00512063,0.00614168,0.0251555,0.0081971,0.00673813,0.00506149,0.00549014,0.00552595,0.00357274,0.00756703,0.00680657,0,0,0,0
140,0.0072998,0.00853333,0,0,0,0.0873638,0.0168576,0.046534,0.00762356,0,0,0,0,0.00512854,0,0.0197577,0.00367309,0.0348096,0.0424502,0.0210819,0.032533,0,0,0.00438828,0.00568045,0.0250526,0.0302111,0.0319087,0.0684436,0,0.0207154,0.0179293,0.019652,0,0.0884292,0,0.00441406,0.00934584,0.00430309,0.00954519,0.0136828,0.0178152,0.00339243,0.00503119,0,0,0.0096367,0,0.0111835,0.00574977,0.0634798,0.0176532,0.0273035,0.00561419,0.00304041,0.0107875,0.00489161,0.0450061,0.00450063,0.00530565,0.00553611,0.02467,0.00781767,0.00661405,0.00491268,0.00676658,0.00476825,0.00377038,0.00735371,0.00682891,0,0,0,0
141,0.00929023,0.00928633,0,0,0,0.0911608,0.0171451,0.0467139,0.00743824,0,0,0,0,0.00537856,0,0.0201362,0.00392446,0.0340167,0.0403989,0.0206182,0.0318197,0,0,0.00424162,0.00556392,0.0247702,0.0279262,0.0318066,0.0694876,0,0.0550359,0.0182276,0.0192898,0,0.0936499,0,0.00478968,0.0095386,0.0046924,0.00907346,0.0136131,0.0166947,0.00360356,0.00731355,0,0,0.00422408,0,0.0112944,0.00550606,0.0631832,0.0152789,0.0274591,0.00487249,0.00328908,0.0114641,0.00495722,0.0453886,0.00475295,0.00535157,0.00458178,0.0242368,0.00711782,0.00558754,0.00579503,0.00245113,0.00666551,0.0042051,0.00802583,0.00751101,0,0,0,0
142,0.00968661,0.00900707,0,0,0,0.0930149,0.0175176,0.0466693,0.00731465,0,0,0,0,0.00575539,0,0.020545,0.00386613,0.0335286,0.0386179,0.0201296,0.0301105,0,0,0.00402942,0.00584849,0.0240652,0.0249181,0.0313749,0.0703576,0,0.070918,0.018768,0.0196411,0,0.0963766,0,0.00463546,0.00975105,0.00473941,0.00919542,0.0134408,0.0159182,0.00451715,0.00741539,0,0,0.0045771,0,0.0111758,0.00546137,0.0630143,0.0138954,0.0276121,0.00413562,0.00370633,0.0110062,0.00496968,0.0455332,0.00480368,0.0052646,0.00369025,0.0238519,0.00638686,0.0040881,0.00614636,0.00236764,0.00552038,0.00417147,0.00750621,0.00704494,0,0,0,0
143,0.0100005,0.00867021,0,0,0,0.0937629,0.0178182,0.0465907,0.00719427,0,0,0,0,0.00604017,0,0.0208645,0.00393719,0.0333052,0.0374321,0.0196836,0.0278597,0,0,0.00380978,0.00607465,0.0232075,0.0217022,0.0306285,0.0709955,0,0.0720392,0.0196369,0.0206081,0,0.0978255,0,0.00459276,0.00991559,0.00482994,0.00929178,0.013281,0.0152053,0.00576473,0.0074935,0,0,0.0048613,0,0.0111113,0.00533613,0.0630214,0.0126287,0.0277246,0.00345058,0.00405216,0.0105296,0.00498656,0.045594,0.00481334,0.00500927,0.00321118,0.0235209,0.00548049,0.0025604,0.00632922,0.00224172,0.00447705,0.00394753,0.0069295,0.00649058,0,0,0,0
144,0.00973012,0.00832232,0,0,0,0.0936948,0.0179954,0.0470073,0.00705816,0,0,0,0,0.00596026,0,0.02082,0.00387192,0.0332383,0.0375636,0.0192766,0.0256071,0,0,0.00366195,0.00602856,0.0222222,0.0191064,0.0296686,0.0713591,0,0.0717176,0.0204163,0.0216633,0,0.098604,0,0.00458068,0.00984777,0.00498115,0.00949593,0.0130252,0.014437,0.00692455,0.00749378,0,0,0.00496784,0,0.0110447,0.00512987,0.063094,0.0111578,0.0277474,0.00285636,0.00425202,0.00996989,0.00471087,0.0457347,0.00487494,0.00467368,0.00342795,0.0231846,0.00451037,0.00283302,0.00684923,0.00220437,0.00348486,0.00355,0.00647223,0.00611636,0,0,0,0
145,0.00947166,0.00800469,0,0,0,0.0970463,0.0180692,0,0.0067554,0,0,0,0,0.00566286,0,0.0206339,0.0036101,0.0336023,0.0420315,0.0189511,0.0223016,0,0,0.00363959,0.00571245,0.0205985,0.0164651,0.0272794,0.0705668,0,0.0734641,0.0239606,0.0230947,0,0.103801,0,0.00441531,0.00969158,0.00493788,0.00990967,0.0127395,0.0136896,0.00772486,0.00733636,0,0,0.00485916,0,0.010997,0.00484971,0.063032,0.00982268,0.0275502,0.00238844,0.00430634,0.00934952,0.0043117,0.0459367,0.00494961,0.00460961,0.00388034,0.0228207,0.00379854,0.00419959,0.00777776,0.00224177,0.00316241,0.0032719,0.0062101,0.00598186,0,0,0,0
146,0.00891058,0.007618,0,0,0,0.0962958,0.0180458,0,0.00632994,0,0,0,0,0.0053507,0,0.020485,0.00327913,0.0338305,0.043332,0.0185976,0.0203086,0,0,0.00374442,0.00532977,0.0193874,0.0146736,0.0260052,0.0703386,0,0.075496,0.0246432,0.0238036,0,0.103788,0,0.00404271,0.00955299,0.00472108,0.0105342,0.0125427,0.0128362,0.00818881,0.00705352,0,0,0.00450474,0,0.0109677,0.00448711,0.0628479,0.0087449,0.0274344,0.00206589,0.00430524,0.00864519,0.00389821,0.0462378,0.00499819,0.00466575,0.00418467,0.0223581,0.00334444,0.00478275,0.00892098,0.00199581,0.00382979,0.00293134,0.00596892,0.0060566,0,0,0,0
147,0.00816882,0.00710769,0,0,0,0.0955345,0.0180809,0,0.00579148,0,0,0,0,0.00529321,0,0.0204627,0.00309466,0.0342156,0.0444384,0.0182749,0.0184197,0,0,0.0038204,0.00504603,0.0180671,0.0131685,0.0246056,0.0697825,0,0.0767521,0.0248645,0.02418,0,0.10288,0,0.00368485,0.00951295,0.00458415,0.0114323,0.0124067,0.0118417,0.0081954,0.00667126,0,0,0.00445358,0,0.0109452,0.00422219,0.0626331,0.00771875,0.0273172,0.00201099,0.00426398,0.0078636,0.00368795,0.0466388,0.00501913,0.00469002,0.0041669,0.0218557,0.00312039,0.00485184,0.0103006,0.00152376,0.00512985,0.00271373,0.00561362,0.00631114,0,0,0,0
148,0.00761679,0.00640589,0,0,0,0.0948482,0.0181779,0,0.00522321,0,0,0,0,0.00532775,0,0.0205073,0.00306357,0.034695,0.0447066,0.0179542,0.0165894,0,0,0.00387791,0.00485479,0.0167912,0.0120299,0.0232719,0.0689302,0,0.077454,0.0247081,0.024303,0,0.101111,0,0.00341153,0.00952636,0.00472382,0.0121931,0.0122436,0.010746,0.00780411,0.00610931,0,0,0.00477695,0,0.0108937,0.00426958,0.0624049,0.00690661,0.0271849,0.00191786,0.00428454,0.00700253,0.00327875,0.0469308,0.00488591,0.00461029,0.00434762,0.021142,0.00284142,0.00519917,0.011695,0.00141509,0.00626997,0.00278842,0.00504085,0.00661082,0,0,0,0
149,0.00822756,0.00636273,0,0,0,0.0938317,0.0181281,0,0.00456207,0,0,0,0,0.00493765,0,0.0204811,0.00300857,0.0351853,0.044787,0.0176315,0.0152405,0,0,0.00403147,0.00437936,0.0157379,0.0111984,0.021828,0.0679635,0,0.078032,0.0245251,0.0240657,0,0.0992973,0,0.0030503,0.00946043,0.00474598,0.0129985,0.0120743,0.00995235,0.00717143,0.0073856,0,0,0.00716738,0,0.0109024,0.00450362,0.0621828,0.00675395,0.0271096,0.00182257,0.00427415,0.0077076,0.00280142,0.0470547,0.00463867,0.0044754,0.00486749,0.0205322,0.00254143,0.00587937,0.0131036,0.00631024,0.00426021,0.00276439,0.00515461,0.00792008,0,0,0,0
150,0.0087331,0.00685421,0,0,0,0.0916991,0.0181397,0,0.00402544,0,0,0,0,0.00502845,0,0.0204442,0.00288763,0.0357573,0.0447364,0.0175339,0.0145148,0,0,0.00405601,0.00516944,0.0148514,0.0103386,0.0205656,0.0668566,0,0.0779667,0.02397,0.0236541,0,0.0975758,0,0.00249232,0.00940564,0.00463262,0.0138859,0.0119925,0.00949041,0.00637888,0.00775039,0,0,0.00731299,0,0.0108838,0.00410773,0.0621061,0.00751107,0.0270617,0.00183061,0.00406762,0.00809777,0.00244239,0.0471655,0.00446529,0.00451084,0.00562498,0.0201832,0.00225349,0.00704557,0.0143026,0.00667495,0.00476804,0.00281982,0.00549908,0.00872555,0,0,0,0
151,0.0092366,0.00751271,0,0,0,0.0846131,0.0180652,0.0469532,0.00394831,0,0,0,0,0.00506522,0,0.0202563,0.0026931,0.0359825,0.0414745,0.0176899,0.0177089,0,0,0.00398089,0.00609952,0.0153525,0.0106208,0.0227808,0.0670352,0,0.0758485,0.0199282,0.0229517,0,0.0895466,0,0.00183211,0.00927538,0.00452711,0.0146914,0.0120054,0.00921097,0.00588909,0.00805643,0,0,0.00747324,0,0.0108879,0.00385605,0.0620878,0.00880393,0.0271764,0.00191671,0.00368844,0.00866182,0.00237918,0.0472074,0.00438113,0.00465836,0.00648124,0.0199532,0.00219185,0.00837669,0.0156598,0.00687074,0.00505918,0.0029184,0.00597882,0.00909654,0,0,0,0
152,0.00977116,0.00811319,0,0,0,0.0868397,0.0177424,0,0.00367957,0,0,0,0,0.00484662,0,0.0199125,0.00245852,0.0369763,0.0424006,0.0174707,0.0143881,0,0,0.00394938,0.00698061,0.0128682,0.00866903,0.0188123,0.0646916,0,0.0760283,0.0218596,0.0224213,0,0.0917973,0,0.00132792,0.00907401,0.00433581,0.0155877,0.0119812,0.00889414,0.0049957,0.00861034,0,0,0.00742913,0,0.0109197,0.00328918,0.062082,0.00973974,0.0270099,0.00221679,0.00340916,0.00944517,0.00244386,0.0471121,0.00432454,0.00494026,0.0071632,0.0198526,0.00223429,0.00936831,0.0172037,0.00712048,0.00515951,0.00289699,0.0063287,0.00934164,0,0,0,0
153,0.0100797,0.00876724,0,0,0,0.0793608,0.0175052,0.0442397,0.00423598,0,0,0,0,0.00485487,0,0.0196406,0.00225497,0.0370814,0.0388227,0.0173104,0.0186547,0,0,0.00415657,0.00789506,0.0134739,0.0104974,0.0211327,0.0647856,0,0.0740288,0.0177889,0.0219534,0,0.0832091,0,0.00123449,0.00890753,0.00415699,0.0165937,0.0119834,0.00848434,0.00465894,0.00903599,0,0,0.00737724,0,0.01091,0.00293632,0.0621248,0.0109455,0.0270415,0.002578,0.00301446,0.0101682,0.00259701,0.0469608,0.00435322,0.00526394,0.00791266,0.0197275,0.00234297,0.0104297,0.0189406,0.00707237,0.00532093,0.00283543,0.00679754,0.0094012,0,0,0,0
154,0.0106691,0.00943879,0,0,0,0.0799081,0.0173242,0,0.00404428,0,0,0,0,0.00484972,0,0.0194794,0.0021585,0.0377392,0.0394309,0.0172105,0.0169179,0,0,0.00424128,0.00881093,0.0115007,0.00935375,0.0181956,0.0629344,0,0.0738152,0.0188988,0.021039,0,0.0840195,0,0.00157287,0.00881506,0.00398706,0.0177649,0.0120598,0.00814853,0.00426497,0.00963777,0,0,0.00744781,0,0.0109929,0.00261091,0.0621916,0.0117774,0.0268389,0.00298663,0.00282001,0.0108765,0.0027648,0.0467703,0.00434847,0.00568705,0.00837262,0.0195883,0.00244773,0.0109551,0.0205555,0.00705993,0.00601192,0.00278916,0.00725258,0.00955538,0,0,0,0
155,0.0115753,0.00999109,0,0,0,0.0719638,0.0171962,0.0379764,0.00412741,0,0,0,0,0.00498198,0,0.019346,0.00200762,0.0378519,0.0354188,0.0174517,0.0213377,0,0,0.00426527,0.00978024,0.0124263,0.0130694,0.0206438,0.0629206,0,0.0718934,0.0149678,0.0205898,0,0.0753055,0,0.00150594,0.00873848,0.00372221,0.0187779,0.0121936,0.0078169,0.00454623,0.00999593,0,0,0.00760903,0,0.0110205,0.00247572,0.062364,0.0130391,0.0267886,0.00327227,0.00273132,0.0112405,0.00283967,0.0465787,0.00414223,0.00599526,0.00883628,0.0193857,0.00267167,0.0115773,0.0220081,0.00676079,0.00664302,0.00289322,0.00763607,0.00974704,0,0,0,0
156,0.0125509,0.0104028,0,0,0,0.0725363,0.0169894,0,0.00368292,0,0,0,0,0.00494717,0,0.019175,0.00184712,0.0387541,0.033493,0.0173818,0.0159421,0,0,0.00433679,0.0107147,0.00929171,0.0089995,0.0156895,0.0607085,0,0.07254,0,0.0202897,0,0.0770302,0,0.00157771,0.00867803,0.00337185,0.0197049,0.0121755,0.00760055,0.00451716,0.0105817,0,0,0.00778574,0,0.0109759,0.0024598,0.062482,0.0132827,0.0264896,0.00374173,0.00274458,0.0116084,0.00295069,0.0463864,0.00402623,0.00629774,0.00903031,0.0192651,0.00271052,0.0116533,0.0232365,0.00633305,0.00687749,0.00282913,0.00780907,0.0102961,0,0,0,0
157,0.0134994,0.0115499,0,0,0,0.0656748,0.0167395,0,0.00392773,0,0,0,0,0.0046168,0,0.0190503,0.001919,0.0389832,0.031705,0.017697,0.0211029,0,0,0.004212,0.010782,0.0110194,0.0139084,0.0187406,0.0608679,0,0.0702111,0.0130045,0.0197,0,0.069366,0,0.00193586,0.00863695,0.003156,0.0208075,0.0121523,0.00754613,0.00559281,0.0115146,0,0,0.0102741,0,0.0110069,0.00319788,0.0626625,0.0141913,0.0265466,0.00407524,0.00274728,0.0131745,0.00310939,0.0462421,0.00394554,0.00667192,0.00960427,0.019145,0.00299719,0.01236,0.0247917,0.00946142,0.00450127,0.00258765,0.00890238,0.0106999,0,0,0,0
158,0.0138631,0.0118997,0,0,0,0.0596286,0.0165165,0.0305209,0.00401099,0,0,0,0,0.00455025,0,0.018875,0.00180652,0.0392415,0.0270246,0.0177489,0.0225419,0,0,0.00429438,0.0112839,0.0114398,0.015779,0.0194055,0.0604912,0,0.0687658,0.0111978,0.0202017,0,0.0632226,0,0.0021681,0.00858455,0.00286199,0.0216449,0.0122016,0.00739025,0.00618608,0.0118949,0,0,0.0109278,0,0.0110602,0.00327818,0.0626569,0.014729,0.0265733,0.00443844,0.00287729,0.0135154,0.00325492,0.0461487,0.00394808,0.00702496,0.0101152,0.0190544,0.00321865,0.0130255,0.0260147,0.00987621,0.00418185,0.00237699,0.00917663,0.0110963,0,0,0,0
159,0.0141437,0.012159,0,0,0,0.0550709,0.0163402,0.0271062,0.0040435,0,0,0,0,0.00452895,0,0.0187488,0.00174015,0.039638,0.0230391,0.0178131,0.0221625,0,0,0.0043628,0.0115615,0.0110492,0.0161133,0.0188481,0.0596229,0,0.0676881,0.00898143,0.0198066,0,0.0588423,0,0.00226386,0.00856815,0.00266807,0.0223669,0.0121155,0.00727413,0.00649506,0.0121612,0,0,0.0115898,0,0.0110039,0.00337815,0.0626892,0.0151631,0.0264615,0.00476689,0.00304246,0.0136819,0.00339914,0.046054,0.00398718,0.00734199,0.0105987,0.018938,0.0034442,0.0135708,0.0272122,0.0102305,0.00426491,0.00222064,0.0094208,0.0114028,0,0,0,0
160,0.0144852,0.0123844,0,0,0,0.0486964,0.0162462,0.020354,0.00408756,0,0,0,0,0.00484882,0,0.0187547,0.00157399,0.0400403,0.0165705,0.0178655,0.0206239,0,0,0.00439835,0.0121512,0.00995127,0.0150536,0.0178407,0.0586765,0,0.0669787,0.00504045,0.0195465,0,0.0534324,0,0.00238233,0.00862957,0.00249034,0.0228606,0.0120609,0.00718443,0.00641168,0.0124165,0,0,0.0116116,0,0.0109017,0.00293164,0.0627503,0.0150891,0.026328,0.00506433,0.00310072,0.0136227,0.00364763,0.0459439,0.00406871,0.00753419,0.0108832,0.0188535,0.00361031,0.0138671,0.0280294,0.00970003,0.00466329,0.00223549,0.00956872,0.0118761,0,0,0,0
161,0.0149737,0.0129748,0,0,0,0.0460966,0.0162031,0.0199849,0.00424217,0,0,0,0,0.00483524,0,0.0187936,0.00153502,0.0404939,0.0173114,0.0179773,0.0219438,0,0,0.00436495,0.0121118,0.0113132,0.0178156,0.0184937,0.057864,0,0.0659454,0.00477328,0.0176501,0,0.04958,0,0.0025065,0.00867288,0.00237665,0.0236206,0.0120524,0.0072047,0.00685267,0.0128567,0,0,0.0127306,0,0.0109432,0.00340128,0.0628338,0.0154982,0.0263372,0.0053556,0.00323563,0.0141943,0.00379969,0.045889,0.00409925,0.00794127,0.0113534,0.0187604,0.00390548,0.0146444,0.0291723,0.0101061,0.00451626,0.00207843,0.0101554,0.0122432,0,0,0,0
162,0.0149132,0.0128771,0,0,0,0.0464325,0.0161257,0.0268549,0.00508059,0,0,0,0,0.00484557,0,0.0187913,0.00150174,0.0413549,0.0278662,0.0181933,0.0254256,0,0,0.00494071,0.0121621,0.0151826,0.0243284,0.0203653,0.0570519,0,0.0642914,0.0097989,0.0165438,0,0.0468027,0,0.00240261,0.0087247,0.00225286,0.0246356,0.0121253,0.00701756,0.00714149,0.0128066,0,0,0.013528,0,0.0109019,0.00363976,0.0629166,0.0162819,0.0262117,0.00573444,0.00351467,0.0138703,0.0039753,0.0458136,0.00422045,0.0086401,0.0119608,0.0186387,0.00439781,0.015583,0.0306722,0.0102713,0.00413974,0.00200397,0.0100767,0.0124496,0,0,0,0
163,0.0150355,0.0131738,0,0,0,0.0422848,0.0160739,0.0281762,0.00562419,0,0,0,0,0.00480862,0,0.0188608,0.00163993,0.0422221,0.030478,0.0182368,0.0259388,0,0,0.00525903,0.0120045,0.0167223,0.0270751,0.0203336,0.056061,0,0.0628366,0.0115918,0.0170543,0,0.0406089,0,0.00234488,0.00880104,0.00224198,0.0254361,0.0121939,0.00688641,0.00728518,0.0129373,0,0,0.0138543,0,0.0109139,0.00334305,0.0629573,0.0169876,0.0260938,0.00606779,0.00391824,0.0139068,0.0041138,0.0456927,0.00428604,0.00914707,0.0123041,0.0184848,0.00480329,0.015939,0.0318996,0.00945353,0.00484923,0.0020751,0.0103821,0.0126242,0,0,0,0
164,0.015533,0.0138295,0,0,0,0.0373639,0.0162061,0.0274525,0.00565249,0,0,0,0,0.00520276,0,0.0187693,0.00141973,0.0430289,0.0300983,0.0182912,0.0235399,0,0,0.00523557,0.0120412,0.0162989,0.0266271,0.0183227,0.0548868,0,0.0619989,0.0119918,0.0174897,0,0.0343437,0,0.00186819,0.00873416,0.00208999,0.026173,0.0121089,0.0067086,0.00702602,0.0134108,0,0,0.0153128,0,0.0108632,0.00436428,0.0629293,0.0174695,0.0258716,0.00639582,0.0041961,0.0146888,0.00436029,0.0455751,0.00439698,0.00967552,0.0125152,0.0183607,0.00493008,0.0160877,0.0330198,0.0110977,0.00368391,0.00195586,0.0109417,0.0129694,0,0,0,0
165,0.0157994,0.0140987,0,0,0,0.0318064,0.0162348,0.0255369,0.00517474,0,0,0,0,0.0054464,0,0.0187786,0.00143409,0.0439088,0.028936,0.0187273,0.0195444,0,0,0.00481762,0.0122312,0.0147333,0.0242608,0.015125,0.0536217,0,0.0616844,0.0129078,0.0177378,0,0.0280626,0,0.00166907,0.00874151,0.00222871,0.0266541,0.0121158,0.00655712,0.00661964,0.0135586,0,0,0.0159749,0,0.0108885,0.00461617,0.0630186,0.0175274,0.0256228,0.00665208,0.00432604,0.0148544,0.00459397,0.0454268,0.00452054,0.00999311,0.0126419,0.0182805,0.00495718,0.0162356,0.0336597,0.0112973,0.00382949,0.00192032,0.0111903,0.0131702,0,0,0,0
166,0.0160044,0.014468,0,0,0,0.0134471,0.0163668,0.00678647,0.00436217,0,0,0,0,0.00616497,0,0.0187804,0.00133297,0.0430525,0.0144793,0.0183972,0.0144907,0,0,0.00436202,0.0123701,0.00916195,0.0145689,0.014947,0.0545565,0,0.0598894,0.00867041,0.0220836,0,0.0108043,0,0.0014149,0.00871699,0.00226711,0.0252075,0.0121975,0.00668938,0.00607981,0.0135994,0,0,0.0166039,0,0.010919,0.00487081,0.0626838,0.0168186,0.0263912,0.00646417,0.00371352,0.0151144,0.00413191,0.0453701,0.00424678,0.00897387,0.0122271,0.0179862,0.00481463,0.0152797,0.0320526,0.0113973,0.00371495,0.00191638,0.0115763,0.0132366,0,0,0,0
