Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,T10,x70,x71,x72,STRN,LBR
200,0.0113899,0.00945085,0,0,0,0.0847326,0.0180538,0.0349569,0.0299867,0,0,0,0.0103318,0,0.0185415,0.00370209,0.0358272,0.0409824,0.0294501,0.0257686,0,0,0.0377261,0.011132,0.0236445,0.0363728,0.020433,0.0632449,0.0221094,0.0385189,0.0142585,0.0165761,0,0.108287,0,0.0107299,0.00849807,0.00351939,0.00599177,0.014643,0.0101134,0.0267369,0.0120561,0,0,0.00752894,0,0.00920809,0.00493138,0.0562143,0.00876048,0.0241413,0.00601647,0.0324452,0.00437617,0.0018841,0.0513999,0.00485612,0.00224674,0.00634764,0.0147727,0.00419628,0.00565651,0.00608715,0.00432119,0.00299907,0.0043011,0.0183225,0,0,0,0.0153696,0
201,0.0111842,0.00952521,0,0,0,0.083829,0.0179469,0.0335061,0.0300072,0,0,0,0.0101781,0,0.0185022,0.00359818,0.0358846,0.0402586,0.0296967,0.0249844,0,0,0.0378336,0.011341,0.0227539,0.0347742,0.019983,0.0629214,0.0212823,0.0373183,0.0136539,0.0163765,0,0.107214,0,0.0107768,0.00851415,0.00353639,0.00559123,0.0146246,0.00998373,0.026505,0.012074,0,0,0.00809703,0,0.00924866,0.00497581,0.0561391,0.00894126,0.0240501,0.00632105,0.03235,0.00465646,0.00194079,0.0511984,0.00484156,0.00214371,0.00653898,0.0147301,0.00426019,0.00596762,0.00531733,0.00496331,0.00302817,0.00422975,0.0185138,0,0,0,0.015516,0
202,0.0110114,0.00971291,0,0,0,0.0830169,0.017856,0.0321881,0.0299598,0,0,0,0.00998979,0,0.0184229,0.00341794,0.0361237,0.0392556,0.0299253,0.0243305,0,0,0.0380409,0.0116499,0.0216976,0.033044,0.0195962,0.062543,0.0207101,0.0363708,0.0135441,0.0163098,0,0.106088,0,0.0108594,0.00850743,0.003529,0.00539151,0.0145863,0.00988842,0.0263096,0.012144,0,0,0.00866532,0,0.00929211,0.00510812,0.0561008,0.00913791,0.0238147,0.00656465,0.0323941,0.00474791,0.00200286,0.0509852,0.00478443,0.00211213,0.0067236,0.0146211,0.00436239,0.00623806,0.00472169,0.00560646,0.00305177,0.0041493,0.0188176,0,0,0,0.0157647,0
203,0.0111372,0.00992615,0,0,0,0.0820181,0.01778,0.0307523,0.029875,0,0,0,0.00978829,0,0.0184077,0.00327382,0.0365088,0.0380261,0.0300354,0.023816,0,0,0.038212,0.0119861,0.0206403,0.0314315,0.0192289,0.0622128,0.0204288,0.035608,0.0137631,0.0162585,0,0.104604,0,0.0108455,0.00852527,0.00344273,0.00520413,0.0145297,0.0096676,0.0261393,0.0121328,0,0,0.00930014,0,0.00930075,0.00523745,0.0560578,0.00932679,0.0234767,0.00667899,0.0325116,0.00479847,0.00209674,0.0507745,0.00466148,0.0021305,0.00683863,0.0145137,0.00440366,0.00648632,0.00445538,0.00622818,0.00301352,0.00407039,0.0192713,0,0,0,0.0160527,0
204,0.011335,0.0100412,0,0,0,0.0806169,0.0177269,0.0296683,0.0298063,0,0,0,0.00965818,0,0.0184685,0.00320581,0.0367817,0.0364597,0.0301921,0.0233523,0,0,0.0383218,0.0123426,0.0195217,0.0299327,0.0187867,0.0619128,0.0204783,0.0349774,0.0142887,0.0162297,0,0.102449,0,0.0109126,0.00857317,0.00341524,0.00511529,0.0144581,0.00952349,0.0258832,0.0121568,0,0,0.00998793,0,0.00930002,0.00541553,0.0560349,0.00944873,0.0233066,0.00679299,0.0325558,0.00480128,0.00226182,0.0504823,0.00447767,0.00218158,0.00687552,0.0144832,0.00441901,0.00656553,0.00454518,0.00691462,0.00293801,0.00399119,0.0196177,0,0,0,0.0162493,0
205,0.0111026,0.0101025,0,0,0,0.0786525,0.0178613,0.0288113,0.0297927,0,0,0,0.00957106,0,0.0185381,0.0030894,0.0370908,0.0341088,0.0304796,0.0229081,0,0,0.0383597,0.0126578,0.018307,0.0284176,0.0182983,0.0615335,0.0204445,0.0343923,0.0147978,0.0161997,0,0.0993911,0,0.0107641,0.00862661,0.00340823,0.00514868,0.014409,0.00954643,0.0255663,0.0122884,0,0,0.0107475,0,0.00931123,0.00567852,0.05603,0.0094534,0.0232705,0.00688983,0.0327818,0.0049737,0.00247263,0.05016,0.00426943,0.00225118,0.00686353,0.0144976,0.00436658,0.00650608,0.00483782,0.00766427,0.00285262,0.00387968,0.0195351,0,0,0,0.0164207,0
206,0.0108837,0.0101188,0,0,0,0.0757243,0.0180575,0.0280803,0.0298177,0,0,0,0.00949445,0,0.0185461,0.00296001,0.0374944,0.0312953,0.0307062,0.0224121,0,0,0.0383551,0.0129991,0.0171606,0.0269021,0.0177105,0.0611267,0.0202227,0.0336793,0.0152246,0.0161201,0,0.0950859,0,0.0107833,0.00864955,0.00341935,0.0054031,0.0143895,0.00961512,0.025257,0.0124635,0,0,0.0115857,0,0.00934353,0.00599482,0.0560691,0.00937066,0.0232722,0.00696972,0.033358,0.00513815,0.00262822,0.0498923,0.00409736,0.00237276,0.00679127,0.0145537,0.00428694,0.00631559,0.00531367,0.00837696,0.0027451,0.00375931,0.0189121,0,0,0,0.0166197,0
207,0.0109242,0.0101871,0,0,0,0.0720198,0.017886,0.0273813,0.0298374,0,0,0,0.00955284,0,0.0185553,0.00297553,0.0380242,0.0286137,0.0309415,0.0219492,0,0,0.0382691,0.0134527,0.0161475,0.0254699,0.0172157,0.0606664,0.0201364,0.033006,0.0157488,0.0162222,0,0.0897352,0,0.0110518,0.00863809,0.0033226,0.00571101,0.0143158,0.00974523,0.0249441,0.0125962,0,0,0.0124025,0,0.00936522,0.0063487,0.0561139,0.00924519,0.023251,0.00704,0.0334877,0.00532187,0.0027819,0.0496114,0.00398109,0.00251884,0.00674503,0.0146586,0.00409668,0.00609325,0.00572753,0.00914034,0.00260961,0.00363364,0.0187666,0,0,0,0.0167381,0
208,0.0110313,0.0101361,0,0,0,0.0673367,0.0177381,0.0264622,0.0299568,0,0,0,0.00964937,0,0.018624,0.00293433,0.0384745,0.026022,0.0311556,0.0217104,0,0,0.0380607,0.0139372,0.0154056,0.0243854,0.0169758,0.0602083,0.0202127,0.032376,0.016256,0.0164125,0,0.083287,0,0.0114094,0.008641,0.00321227,0.0060023,0.0142532,0.00980389,0.0246535,0.0126853,0,0,0.0133295,0,0.0093944,0.00681444,0.0561366,0.00915987,0.0231786,0.00707694,0.0332454,0.00559627,0.00308555,0.0493183,0.00388698,0.00276718,0.00673676,0.0148201,0.00390075,0.00600304,0.00615266,0.00997134,0.00248022,0.00353979,0.0189489,0,0,0,0.0167041,0
209,0.0111242,0.009859,0,0,0,0.0621675,0.0178503,0.0254527,0.0302159,0,0,0,0.00997609,0,0.0187633,0.00286398,0.038919,0.023991,0.0308712,0.0221733,0,0,0.0373262,0.0144037,0.0151457,0.0241999,0.0172906,0.0598997,0.0206048,0.0320085,0.0167165,0.0166166,0,0.0764842,0,0.0118182,0.00865373,0.00304021,0.00602432,0.0142767,0.00950795,0.0244235,0.0128891,0,0,0.0145356,0,0.00946706,0.00745289,0.0561498,0.009034,0.0228569,0.00713564,0.0325702,0.00610218,0.0038583,0.049072,0.00383312,0.00349385,0.00685197,0.0151215,0.0038574,0.006308,0.00647733,0.0107781,0.00241972,0.00351177,0.0189647,0,0,0,0.0162505,0
