Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5HD,LANK,LASI,LBHD,LBL,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFIN,RFRM,RGTR,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,L5FT,RFHD,RHEE,LMR,LBR
191,0.00723329,0.00624141,0,0,0,0.0139844,0.0135211,0.00252648,0,0,0,0.0100275,0,0.0195756,0.00347892,0.0449659,0.0121354,0.0215759,0.0160467,0,0.00339963,0.00514644,0.00669293,0.00768901,0.0131795,0.0427376,0.008045,0.0121013,0.00661887,0.0144347,0,0.026711,0,0.00606594,0.00999893,0.0023932,0.040822,0.00914421,0.0123346,0.00341039,0.00732016,0,0,0.012203,0.0133381,0.00742861,0.061522,0.020393,0.0122401,0.00351868,0.00491419,0.00332018,0.0489684,0.00767381,0.00264549,0.0221818,0.0184441,0.0102272,0.0251401,0.054402,0.00578947,0.00228475,0.00279166,0.00633073,0.00840829,0,0,0,0.0226016,0,0.0328316,0,0
192,0.00769209,0.00681398,0,0,0,0.0139505,0.0138201,0.00272147,0,0,0,0.0107302,0,0.019472,0.00379867,0.0447273,0.0118946,0.0214111,0.0165968,0,0.00353925,0.00542789,0.00709467,0.00782089,0.0136249,0.0423473,0.00785326,0.0117826,0.00644318,0.0144272,0,0.0275662,0,0.00662819,0.00994255,0.00246548,0.0385931,0.00881254,0.0128078,0.00302003,0.00776045,0,0,0.0132982,0.0135757,0.00798189,0.0615214,0.0204591,0.0122771,0.00361037,0.00560466,0.00352321,0.0492018,0.00805001,0.00286718,0.0214966,0.0188023,0.0103291,0.0246222,0.0519297,0.00582697,0.00243182,0.00321267,0.00695729,0.00865654,0,0,0,0.0232587,0,0.0334613,0,0
193,0.0082191,0.00748719,0,0,0,0.0139193,0.014047,0.00294392,0,0,0,0.0115176,0,0.0194498,0.00416701,0.0442474,0.0116361,0.0212829,0.0169956,0,0.00364568,0.00577522,0.00746692,0.00781429,0.0140458,0.0419664,0.00756044,0.0115345,0.00627753,0.01441,0,0.0286764,0,0.0071697,0.00992982,0.00271529,0.0362261,0.00849611,0.0128017,0.00270685,0.00803466,0,0,0.014367,0.0138119,0.00852351,0.0615003,0.0205813,0.0117819,0.00356866,0.00640011,0.00366395,0.0492733,0.0079944,0.0029684,0.0204408,0.0190557,0.0102262,0.0235524,0.0492287,0.00588788,0.00256557,0.00355274,0.00764716,0.00898867,0,0,0,0.0241802,0,0.0331679,0,0
194,0.00875613,0.008095,0,0,0,0.0137839,0.0142014,0.00317847,0,0,0,0.0122204,0,0.0196817,0.00482665,0.0440157,0.0114153,0.0212171,0.0172892,0,0.00377415,0.00610961,0.00782287,0.00780996,0.0144512,0.0415705,0.00722729,0.0112871,0.00606797,0.014398,0,0.0292802,0,0.00767276,0.0100867,0.00381043,0.0335617,0.00817547,0.0128985,0.00255331,0.0082861,0,0,0.0150786,0.0141049,0.00888779,0.0614399,0.0206702,0.0110556,0.00347137,0.00697172,0.00365483,0.0492319,0.00767894,0.00294926,0.0191976,0.0194543,0.0100951,0.0222514,0.0461956,0.00584958,0.0027145,0.00395501,0.00820334,0.00934177,0,0,0,0.0247458,0,0.0325614,0,0
195,0.00926891,0.00883991,0,0,0,0.0136624,0.0142628,0.0034745,0,0,0,0.0131671,0,0.0197218,0.00553991,0.0439585,0.0111329,0.0211662,0.0174853,0,0.00395981,0.0063154,0.00817784,0.00780098,0.0147807,0.0411833,0.00698787,0.0110976,0.00590801,0.0144931,0,0.0293834,0,0.00843687,0.0101879,0.00458972,0.030238,0.0079039,0.0127483,0.00230767,0.00874539,0,0,0.0160493,0.0143763,0.00939923,0.0613879,0.0208325,0.0096718,0.00342864,0.00774877,0.00353564,0.0490982,0.00699847,0.00272234,0.0176062,0.0201665,0.0100589,0.0206757,0.042479,0.005926,0.00285729,0.00429327,0.00894355,0.00972435,0,0,0,0.0249384,0,0.0315025,0,0
196,0.0103138,0.0104822,0,0,0,0.0135302,0.0141925,0.00364524,0,0,0,0.0133316,0,0.0202628,0.00691806,0.0439635,0.0107662,0.0210487,0.0177227,0,0.00392769,0.00652414,0.00845215,0.0077364,0.0150205,0.0408683,0.00675125,0.0108111,0.00575701,0.0147506,0,0.029227,0,0.00882505,0.0105272,0.00469806,0.0263171,0.00762094,0.0125245,0.00226196,0.0102135,0,0,0.016289,0.0145757,0.0111522,0.0613213,0.0210086,0.00763501,0.00350878,0.00927402,0.00338125,0.0488159,0.00574315,0.00233116,0.0155416,0.0207901,0.0099042,0.0187675,0.0380629,0.00759997,0.00332076,0.00468105,0.0105968,0.0104615,0,0,0,0.0248968,0,0.0303017,0,0
197,0.0103548,0.0108879,0,0,0,0.0136715,0.0143039,0.00375859,0,0,0,0.0139732,0,0.0200963,0.00701885,0.0440199,0.0102927,0.0209367,0.0179963,0,0.00391054,0.00648855,0.008698,0.0076043,0.0152103,0.0405293,0.00651876,0.0103834,0.0056249,0.0149535,0,0.0291561,0,0.00955411,0.0104386,0.0050435,0.0216945,0.0074514,0.0128385,0.00219731,0.0105442,0,0,0.0166407,0.0148328,0.0109985,0.0613506,0.0212551,0.00530579,0.00359988,0.00970579,0.00326048,0.0484129,0.00415297,0.00195879,0.0134795,0.0213562,0.00996452,0.0171005,0.0325903,0.00738434,0.0031645,0.00480706,0.0110345,0.0106557,0,0,0,0.0247848,0,0.0297805,0,0
198,0.0105076,0.0110651,0,0,0,0.0134809,0.0144503,0.00379726,0,0,0,0.01452,0,0.0200528,0.00739974,0.0440855,0.00996096,0.0207631,0.0181236,0,0.00374162,0.00653313,0.00902277,0.00754464,0.0151892,0.0401332,0.00632578,0.0100314,0.00544617,0.0148688,0,0.028891,0,0.0101423,0.0103478,0.00499648,0.0169582,0.00737212,0.0137873,0.0021713,0.0106607,0,0,0.0166714,0.0151172,0.0106274,0.0614536,0.0214911,0.00343042,0.00366495,0.00998144,0.00347583,0.0480012,0.00265141,0.00196129,0.0115755,0.0218324,0.0100587,0.0157987,0.0265754,0.00713701,0.00333973,0.00486618,0.011247,0.0107303,0,0,0,0.0245255,0,0.0292235,0,0
199,0.0106955,0.0113552,0,0,0,0.0133699,0.0142948,0.00390538,0,0,0,0.0146917,0,0.0199639,0.00745678,0.0441567,0.00946072,0.0205271,0.0181926,0,0.00344875,0.00663322,0.00929904,0.0074277,0.0151226,0.0397038,0.00610219,0.00970851,0.00519772,0.0147683,0,0.0286521,0,0.0104768,0.0102693,0.00493605,0.0120865,0.00736573,0.0149659,0.00215973,0.0109208,0,0,0.0167376,0.0153105,0.0103432,0.0615074,0.0217887,0.00325951,0.00353159,0.010416,0.00425934,0.0475152,0.00201697,0.002674,0.00988308,0.0219503,0.010355,0.0148274,0.0205126,0.0071707,0.00388145,0.00481025,0.0116301,0.0108833,0,0,0,0.024273,0,0.0288196,0,0
200,0.0107743,0.0116526,0,0,0,0.0133758,0.0138061,0.00414061,0,0,0,0.0146299,0,0.0199361,0.00741465,0.0442952,0.00872379,0.0201818,0.0180736,0,0.0031204,0.00684706,0.00963008,0.00739153,0.0150362,0.039253,0.00597617,0.00948748,0.00484461,0.015021,0,0.0283828,0,0.0105255,0.0102518,0.00481354,0.00813383,0.00747349,0.0161382,0.00227218,0.0111681,0,0,0.016641,0.0154172,0.00987435,0.0615841,0.0220812,0.00470385,0.0032849,0.0109119,0.00552812,0.0470879,0.00309109,0.00374983,0.0086284,0.021737,0.0106073,0.0142036,0.0147934,0.00737082,0.00473897,0.00458718,0.0120359,0.0109683,0,0,0,0.023951,0,0.0284539,0,0
201,0.0108109,0.0119442,0,0,0,0.0134261,0.0132629,0.00440473,0,0,0,0.0144106,0,0.0198805,0.00732574,0.0444305,0.00825264,0.0197524,0.0177936,0,0.00273916,0.00697999,0.00985055,0.0073024,0.0148204,0.0388464,0.00576815,0.0092538,0.0046063,0.0150316,0,0.0282737,0,0.0103464,0.0102286,0.00462508,0.00614517,0.00769492,0.0174155,0.00247691,0.0114214,0,0,0.0164639,0.0154787,0.00934675,0.0616364,0.0223618,0.00612674,0.00306166,0.0114146,0.00700932,0.0468192,0.00487792,0.00481485,0.00802559,0.0213516,0.0107046,0.0140414,0.0092473,0.00772268,0.00589879,0.00418189,0.012447,0.0109655,0,0,0,0.0237625,0,0.0285371,0,0
202,0.0108206,0.0122423,0,0,0,0.0134413,0.0129658,0.00466501,0,0,0,0.0139836,0,0.0198466,0.00720567,0.0445125,0.00777808,0.0193589,0.0172922,0,0.00241137,0.00710971,0.00993533,0.00714683,0.0144444,0.0384947,0.00547526,0.00901264,0.00436055,0.0148734,0,0.0283388,0,0.0101648,0.0102025,0.00457073,0.00733103,0.00797138,0.0183751,0.00275788,0.0117165,0,0,0.0162701,0.0155165,0.00880478,0.061509,0.0226652,0.00717994,0.00293644,0.0119334,0.00867738,0.0467503,0.00713657,0.00599685,0.00776689,0.021196,0.010432,0.013673,0.00463522,0.00814933,0.00728182,0.00386756,0.0128654,0.0109142,0,0,0,0.0235827,0,0.0291093,0,0
203,0.0113124,0.0132258,0,0,0,0.0132858,0.0126299,0.00492651,0,0,0,0.0136614,0,0.0204029,0.0082642,0.0445018,0.00720073,0.0190416,0.0164195,0,0.00213268,0.00723198,0.00992946,0.00685406,0.0138251,0.0382385,0.00510336,0.00886119,0.00413466,0.0147765,0,0.0285058,0,0.00980887,0.0105275,0.00447617,0.00891935,0.00822984,0.0182799,0.00303861,0.0127034,0,0,0.0162997,0.0154187,0.00920601,0.0610774,0.0229131,0.00711046,0.00300998,0.0131045,0.0106631,0.0471135,0.00986408,0.00820116,0.00805221,0.0222194,0.00949661,0.0120001,0.0120331,0.0115851,0.00805322,0.00370864,0.0138808,0.0112377,0,0,0,0.0235302,0,0.0290795,0,0
204,0.0112481,0.0134257,0,0,0,0.0135314,0.0121313,0.0052271,0,0,0,0.0131647,0,0.0199255,0.0072151,0.0444975,0.00669714,0.0188876,0.0151013,0,0.00205794,0.00704836,0.00968464,0.00615857,0.012906,0.0380247,0.00441003,0.00895547,0.00395432,0.0147575,0,0.0301731,0,0.00978784,0.0102492,0.00444008,0.0177235,0.00837218,0.0204439,0.00310696,0.0130527,0,0,0.0163033,0.0153401,0.00854343,0.0607541,0.0231096,0.00683081,0.00307376,0.0133531,0.0125283,0.0476746,0.0127729,0.0109569,0.00908951,0.0241652,0.0103281,0.0110124,0.0211216,0.0106313,0.0105598,0.00352681,0.0141248,0.0112534,0,0,0,0.0247745,0,0.0279915,0,0
205,0.0113798,0.0134186,0,0,0,0.0136209,0.0113527,0.0054746,0,0,0,0.0132466,0,0.0198696,0.0073103,0.044388,0.00684881,0.018699,0.0138786,0,0.00197231,0.00715516,0.00979621,0.00630896,0.0121232,0.0379808,0.00408603,0.0089728,0.00358498,0.0146748,0,0.0294329,0,0.00991901,0.010347,0.00439551,0.0232867,0.00849049,0.0228025,0.00329153,0.0130343,0,0,0.0162288,0.0155449,0.0082807,0.0607752,0.0233052,0.00691418,0.00311823,0.0133634,0.0134082,0.0480284,0.014133,0.0121322,0.0100426,0.0253684,0.0115363,0.0114477,0.026656,0.0112443,0.0113004,0.00372574,0.0140962,0.0111003,0,0,0,0.0238414,0,0.0284626,0,0
206,0.0116953,0.0133562,0,0,0,0.0136524,0.0101654,0.00559199,0,0,0,0.0133512,0,0.0198888,0.00741404,0.0442082,0.00736012,0.0186478,0.0123641,0,0.00199089,0.00723296,0.00976317,0.00659034,0.0110706,0.0382447,0.00359792,0.00914644,0.00317337,0.014599,0,0.0293467,0,0.00997499,0.0104231,0.00440142,0.0239906,0.00860564,0.0223339,0.00350907,0.0129899,0,0,0.0161016,0.015626,0.00802292,0.0609884,0.0234157,0.00749586,0.0029439,0.0133416,0.0133307,0.0479499,0.0136552,0.0117418,0.0100035,0.0251337,0.0110169,0.0118274,0.0270617,0.012109,0.0121355,0.00389328,0.0139889,0.0110865,0,0,0,0.0232957,0,0.0277929,0,0
207,0.0123552,0.0132939,0,0,0,0.013673,0.00888507,0.00555946,0,0,0,0.0137028,0,0.0200102,0.00767222,0.0439393,0.00782779,0.0187213,0.0107239,0,0.00198852,0.00732428,0.00993203,0.00733865,0.0100483,0.0387586,0.00338153,0.00917291,0.00289096,0.0144666,0,0.0278527,0,0.0102281,0.01053,0.00465506,0.0204305,0.0086816,0.0195743,0.00364665,0.0128791,0,0,0.0159508,0.0156725,0.00795128,0.0613597,0.0234793,0.00758868,0.00271285,0.0133435,0.0124735,0.0474223,0.0119771,0.0100838,0.00898016,0.0237898,0.0094907,0.0115377,0.0230688,0.012796,0.0125498,0.00409353,0.0138428,0.0111532,0,0,0,0.0214654,0,0.0254689,0,0
208,0.0115842,0.0126787,0,0,0,0.0139094,0.00713796,0.00556988,0,0,0,0.0136726,0,0.0199197,0.00760122,0.0437623,0.0093787,0.0190847,0.00872595,0,0.00252697,0.00697346,0.0101904,0.00947021,0.00852165,0.0392945,0.00281256,0.010073,0.00304213,0.014436,0,0.0294513,0,0.0103485,0.0104077,0.00449078,0.0176437,0.0088319,0.0173131,0.00383345,0.01257,0,0,0.015792,0.0154828,0.00788984,0.061837,0.0236352,0.00722904,0.00236003,0.0128989,0.0109117,0.0466513,0.00974806,0.0077584,0.00755977,0.0221964,0.00831146,0.0112077,0.0166785,0.0133101,0.0131082,0.00392964,0.0131983,0.0112267,0,0,0,0.0220102,0,0.0234426,0,0
209,0.0102902,0.0125704,0,0,0,0.0140863,0.00590379,0.00528938,0,0,0,0.0136436,0,0.0196479,0.00736713,0.0434182,0.0103931,0.0193339,0.00683955,0,0.00267224,0.00670114,0.0107751,0.0112597,0.00744268,0.0400794,0.00303871,0.0103302,0.0028493,0.0144647,0,0.0276356,0,0.0103117,0.0102925,0.00426914,0.0162356,0.00893316,0.017056,0.00345813,0.0128363,0,0,0.0155266,0.0154414,0.00758717,0.0621098,0.023654,0.00650379,0.00230461,0.0127362,0.00913122,0.0459288,0.00781765,0.00558658,0.00667481,0.021591,0,0.0106926,0.0146639,0.012376,0.0134087,0.00374748,0.012913,0.0114114,0,0,0,0.0197672,0,0.0227624,0,0
210,0.00965579,0.0120178,0,0,0,0.0141294,0.00461991,0.00507641,0,0,0,0.0134921,0,0.0195102,0.0072079,0.0430432,0.0120683,0.01972,0.00534055,0,0.00323856,0.00622602,0.0116037,0.0137015,0.0064566,0.0411625,0.00263325,0.0106253,0.00294869,0.0144802,0,0.0266238,0,0.010109,0.0101651,0.00389697,0.0148799,0.00910725,0.0141108,0.00297784,0.0126141,0,0,0.015367,0.0153792,0.00730517,0.0621168,0.0236946,0.00538645,0.00229229,0.0121609,0.00759736,0.0455517,0.00635818,0.00463024,0.00524344,0.0211383,0.00669695,0.00819141,0.0147017,0.0120567,0.0132916,0.00341461,0.0122092,0.0112668,0,0,0,0.0181758,0,0.0186691,0,0
211,0.0102001,0.0115224,0,0,0,0.0140289,0.0032874,0.00486981,0,0,0,0.0134604,0,0.0199174,0.00790538,0.042676,0.013677,0.0199974,0.00480695,0,0.00371436,0.00569933,0.0126282,0.0161367,0.00641862,0.0423472,0.00208173,0.0106412,0.00324696,0.01444,0,0.0250779,0,0.0100458,0.010356,0.00384543,0.0148182,0.00934922,0.0117196,0.00242817,0.012503,0,0,0.0153149,0.0151459,0.00731608,0.0621671,0.0237003,0.00455634,0.0021913,0.0117041,0.00612816,0.0453474,0.00488046,0.00367135,0.00361362,0.0208113,0.00547283,0.00586455,0.0150586,0.0134448,0.0124533,0.00308344,0.0116531,0.0110379,0,0,0,0.0161004,0,0.0156204,0,0
212,0.00967839,0.010528,0,0,0,0.0140913,0.00253166,0.00448649,0,0,0,0.013159,0,0.019509,0.00672765,0.0423367,0.0148833,0.0201804,0.0059677,0,0.00399608,0.00516374,0.0138159,0.0183959,0.00752782,0.043519,0.00238128,0.0103975,0.00341983,0.0145291,0,0.0231273,0,0.00974629,0.010057,0.00369665,0.0143169,0.00941203,0.0105334,0.00210049,0.0117844,0,0,0.014623,0.0150718,0.00629777,0.0621421,0.0237262,0.00413636,0.00223371,0.0106943,0.00503008,0.0452989,0.00382847,0.00301013,0.00250695,0.020829,0.00514474,0.00473031,0.0157144,0.0111267,0.0121551,0.00282226,0.0106041,0.0106365,0,0,0,0.0135185,0,0.0145383,0,0
213,0.0103419,0.0102012,0,0,0,0.0140543,0.00332035,0.00390193,0,0,0,0.013472,0,0.0194424,0.00677541,0.0420359,0.0153637,0.0202597,0.00811333,0,0.0039417,0.00499634,0.0147901,0.019923,0.00948774,0.0448534,0.00232988,0.00947076,0.00323766,0.0148779,0,0.0201094,0,0.0100299,0.0100043,0.00347033,0.0135698,0.00947424,0.0100621,0.00194204,0.0117568,0,0,0.0143021,0.0148611,0.0060665,0.0620781,0.0238722,0.00406955,0.00244593,0.010413,0.00431193,0.0453912,0.00316998,0.00294525,0.00251833,0.0214126,0.0049414,0.0043859,0.0142794,0.0107259,0.0114803,0.00267494,0.0102567,0.0110441,0,0,0,0.0107018,0,0.0144762,0,0
214,0.0107417,0.010093,0,0,0,0.0140262,0.00518994,0.00336097,0,0,0,0.0140427,0,0.0194571,0.00711075,0.041803,0.0154387,0.0203022,0.0102862,0,0.00382513,0.00522057,0.0155132,0.0207125,0.0117449,0.0462873,0.00247068,0.00777528,0.00267866,0.0154591,0,0.0163831,0,0.0105504,0.0100133,0.00351053,0.01324,0.00949405,0.0099423,0.00206199,0.0119878,0,0,0.0140355,0.0147185,0.00600741,0.0620087,0.0241507,0.00477035,0.00271939,0.0104811,0.00401334,0.0455278,0.00391781,0.00368236,0.00362545,0.0221664,0.00486339,0.00501741,0.0116862,0.0102131,0.0106087,0.00252497,0.0101365,0.0115306,0,0,0,0.00837573,0,0.016339,0,0
215,0.0110537,0.0103957,0,0,0,0.0139422,0.0073702,0.00296213,0,0,0,0.0144306,0,0.0196029,0.00749416,0.0417154,0.0149434,0.020339,0.0114801,0,0.00355258,0.00567958,0.0156918,0.0204754,0.0129894,0.0477549,0.00297198,0.00543515,0.00201637,0.0160101,0,0.012532,0,0.0111502,0.0100791,0.00364671,0.0142859,0.00942386,0.0111691,0.00271878,0.0129817,0,0,0.0139976,0.0145408,0.00650628,0.0619979,0.0244815,0.00529085,0.00261149,0.011092,0.00468553,0.0456279,0.0063759,0.00555999,0.00553105,0.022928,0.00504232,0.00663066,0.010755,0.0106669,0.00951784,0.00237362,0.0104443,0.0125368,0,0,0,0.0089761,0,0.0193661,0,0
216,0.0113644,0.0105555,0,0,0,0.0139117,0.00952582,0.00262192,0,0,0,0.0147825,0,0.019641,0.00758626,0.0417122,0.0136381,0.0203975,0.0116691,0,0.00308183,0.00635431,0.0153362,0.0193431,0.0141284,0.04923,0.00366738,0.00375151,0.00149135,0.0166828,0,0.0111921,0,0.0118446,0.0100414,0.00351621,0.0156359,0.00932035,0.0133923,0.00387639,0.013634,0,0,0.0135907,0.0144592,0.0064416,0.0621149,0.0247785,0.00573802,0.0025149,0.011796,0.00579176,0.0456954,0.00865628,0.00732945,0.0075601,0.0234946,0.00529307,0.00848985,0.011748,0.00997371,0.00841641,0.00238829,0.0105974,0.0134622,0,0,0,0.0117278,0,0.0216693,0,0
217,0.0114034,0.0107563,0,0,0,0.0138782,0.0118325,0.0026209,0,0,0,0.0152844,0,0.0196757,0.0077131,0.0413353,0.0118717,0.0204866,0.0108469,0,0.00232259,0.00706778,0.0141554,0.0170914,0.0146774,0.0507235,0.00462612,0.00441904,0.00106859,0.0179585,0,0.0134088,0,0.0125358,0.0100089,0.00345874,0.0159593,0.00919652,0.0148781,0.00524139,0.0142074,0,0,0.0130686,0.014402,0.00625672,0.0623435,0.0250852,0.00614207,0.00277192,0.0125291,0.00636177,0.0456671,0.00934401,0.008096,0.00850556,0.0236955,0.00537385,0.00953101,0.0122115,0.00947701,0.00737255,0.00245951,0.0107949,0.0145899,0,0,0,0.0162978,0,0.0218226,0,0
218,0,0.0060518,0,0,0,0.0136296,0.013576,0.00314326,0,0,0,0.018085,0,0.0201981,0.0105686,0.0415707,0.0105112,0.0211831,0.00942946,0,0.00263865,0.0156906,0.0119642,0.0138759,0.0144274,0.0517651,0.00627612,0.00610997,0.00138592,0.0201252,0,0.0180447,0,0.0176499,0.0102607,0.0044073,0.0138884,0.00798309,0.014786,0.00659419,0.00406316,0,0,0.0156024,0.0152744,0.00858508,0.0630512,0.0253333,0.00577686,0.00240633,0.00667859,0.00617531,0.0449866,0.00829831,0.00789525,0.00783829,0.0238638,0.00548191,0.00914693,0.0103108,0.0121322,0.00522766,0.00370248,0.0065748,0.0108318,0,0,0,0.0204314,0,0.01987,0,0
219,0.011075,0.0110045,0,0,0,0.0138069,0.0140391,0.004012,0,0,0,0.0161329,0,0.0195705,0.0073938,0.0412617,0.0125345,0.0209382,0.0061859,0,0.000695789,0.00793681,0.00847578,0.0100021,0.0129312,0.0537734,0.00731844,0.00881667,0.0023718,0.022492,0,0.0252644,0,0.0137761,0.00977026,0.00350989,0.0101722,0.00900601,0.0132095,0.00670093,0.0151118,0,0,0.0117691,0.014338,0.00552489,0.0629328,0.0253383,0.00452478,0.00464345,0.0136368,0.00484574,0.0449429,0.00610681,0.00631516,0.00520136,0.0226791,0.00439874,0.00648811,0.00644522,0.00866264,0.00555526,0.00266683,0.0107218,0.0165962,0,0,0,0.0258395,0,0.0166648,0,0
220,0.0110282,0.0101282,0,0,0,0.0137826,0.0148245,0.00517309,0,0,0,0.0163427,0,0.0196397,0.00774575,0.0410778,0.0174785,0.0212511,0.0037517,0,0.00138305,0.00845697,0.00552616,0.00876919,0.0114668,0.0554128,0.0087762,0.0104426,0.00413813,0.0248238,0,0.0313237,0,0.0147476,0.00976381,0.00361741,0.00725802,0.00909767,0.0119098,0.00658391,0.0149092,0,0,0.0113074,0.014114,0.00503931,0.063439,0.0254156,0.00389628,0.00566822,0.0132244,0.00430111,0.0442899,0.00465624,0.00539543,0.00257348,0.0216124,0.00330505,0.00364875,0.00399352,0.00841973,0.00492613,0.00247414,0.00983233,0.0165618,0,0,0,0.0294943,0,0.0143721,0,0
221,0.0101335,0.00893641,0,0,0,0.0138069,0.0162501,0.00621932,0,0,0,0.0162449,0,0.0197067,0.00778095,0.0407118,0.0231495,0.0215065,0.00282564,0,0.00186185,0.00886219,0.00428285,0.0100206,0.0106501,0.0572329,0.0100329,0.011644,0.00650742,0.0270735,0,0.0360697,0,0.0150293,0.00980528,0.00366528,0.00597942,0.00938318,0.010961,0.00580247,0.0146281,0,0,0.0108772,0.0137897,0.00441278,0.0639001,0.0254177,0.00399163,0.00661046,0.0124787,0.00457558,0.0438484,0.00435504,0.0055079,0.00108857,0.0206004,0.00265341,0.0016082,0.00454866,0.00837301,0.00453134,0.00216281,0.00870753,0.016113,0,0,0,0.0324806,0,0.0128879,0,0
222,0.00927367,0.00756286,0,0,0,0.0138425,0.018018,0.00695773,0,0,0,0.0164191,0,0.0197729,0.0076671,0.0403095,0.0285403,0.0214654,0.00330077,0,0.00205384,0.00920479,0.00500497,0.0120447,0.0105535,0.0590253,0.0109613,0.0121351,0.00871925,0.0288145,0,0.0400945,0,0.0147588,0.00984512,0.00365856,0.00594295,0.00983434,0.0101927,0.00453923,0.0140689,0,0,0.0104841,0.0134107,0.00383472,0.0641978,0.0253315,0.0040579,0.00728709,0.0114539,0.00525036,0.0437048,0.0046152,0.00624012,0.00157566,0.0200005,0.00244879,0.0022553,0.00517029,0.00844371,0.00419828,0.00181388,0.00746242,0.0154764,0,0,0,0.0341965,0,0.0113016,0,0
223,0.00871638,0.00632684,0,0,0,0.0138137,0.0153781,0.0074542,0,0,0,0.0159983,0,0.0198841,0.00745804,0.039753,0.0340343,0.021366,0.00418147,0,0.00224047,0.00940022,0.00658243,0.0140793,0.0106893,0.0607987,0.0113502,0.011434,0.0106923,0.0299942,0,0.0436259,0,0.0141591,0.00990187,0.00338548,0.00642022,0.0103508,0.00975409,0.00341822,0.0134979,0,0,0.0101817,0.0130383,0.00337336,0.0642956,0.0253083,0.00367886,0.00756514,0.0104256,0.00561286,0.0439126,0.00488822,0.00678162,0.00223183,0.0197835,0.00219349,0.00350327,0.00526914,0.00862421,0.00396491,0.00147673,0.00627197,0.0148358,0,0,0,0.0346566,0,0.00993779,0,0
224,0.00845856,0.00548053,0,0,0,0.0138554,0,0.0079857,0,0,0,0.0147019,0,0.0198999,0.00691601,0.0389469,0.0382688,0.0215305,0.00443185,0,0.00231777,0.0094601,0.00798544,0.0144477,0.0120892,0.0628525,0.0116191,0.00955055,0.0127222,0.0304909,0,0.0454284,0,0.0131884,0.00989082,0.00292544,0.00717094,0.0108935,0.00996181,0.00304604,0.0133437,0,0,0.0101968,0.012536,0.00322656,0.0642299,0.0253341,0.00298123,0.00756707,0.00982748,0.00546148,0.0443339,0.00504332,0.00681886,0.0026938,0.0198745,0.00169174,0.00422637,0.00469839,0.00898225,0.00399363,0.0011009,0.00538734,0.0145305,0,0,0,0.0346088,0,0.00913715,0,0
225,0.00826576,0.00489821,0,0,0,0.0139623,0,0.00835996,0,0,0,0.0131988,0,0.019749,0.00614249,0.037871,0.0402848,0.0215567,0.00565694,0,0.00260005,0.00968377,0.00943544,0.0140459,0.0139979,0.0649141,0.0124031,0.00769262,0.0146766,0.0311233,0,0.0453348,0,0.0121779,0.00980611,0.00277103,0.00731569,0.0113966,0.010515,0.00335501,0.0132245,0,0,0.0100245,0.0121783,0.00314942,0.0639941,0.0254028,0.00229489,0.00733404,0.0095201,0.00500397,0.0448641,0.00503322,0.00648384,0.00327166,0.0200641,0.00107812,0.00494472,0.00451045,0.00947278,0.00364134,0.00104102,0.00503563,0.0142362,0,0,0,0.0349428,0,0.00892045,0,0
226,0.00859885,0.00489927,0,0,0,0.0139516,0.0945245,0.00886932,0,0,0,0.0137321,0,0.0200151,0.00717908,0.0367775,0.0445897,0.0210242,0.00598958,0,0.00310279,0.00976254,0.0106638,0.0156715,0.0148571,0.0665656,0.0120055,0.00842589,0.0166048,0.0311828,0,0.0457289,0,0.012028,0.00996831,0.00413503,0.00706729,0.0118048,0.0111531,0.00365946,0.0132361,0,0,0.0102455,0.0118985,0.0036844,0.0635543,0.0254739,0.00177963,0.00764832,0.00972802,0.00430669,0.0454064,0.0048093,0.00584192,0.00388005,0.0201601,0.000911865,0.00513633,0.00458123,0.010508,0.00301461,0.00116592,0.00550485,0.0139246,0,0,0,0.0324113,0,0.00905486,0,0
227,0.00823854,0.00448887,0,0,0,0.0142644,0.0993436,0.00927117,0,0,0,0.0124199,0,0.0197119,0.00590484,0.0362748,0.0461013,0.0208486,0.00613964,0,0.00329382,0.0102739,0.0112276,0.0165059,0.0161906,0.067866,0.0127038,0.00926118,0.0163071,0.0308386,0,0.0465336,0,0.0108769,0.00981372,0.00382975,0.00686308,0.0121955,0.0114806,0.00301389,0.0123506,0,0,0.00881061,0.0117496,0.0013806,0.0632028,0.02551,0.00162066,0.00770218,0.0104066,0.00381412,0.0456169,0.00462569,0.00535732,0.00425161,0.0202413,0.000870192,0.00526127,0.00487447,0.00804172,0.00367598,0.00170215,0.00549981,0.013106,0,0,0,0.0320558,0,0.00893044,0,0
