Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LBL,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,T10,x70,x71,x72,STRN,LASI,LMR,LBR
143,0.0101075,0.00953842,0,0,0,0.0362996,0.0154494,0.00611092,0,0,0,0.0113508,0,0.0207805,0.00790857,0.046385,0.0129328,0.0266051,0.0152946,0,0.0319112,0.00343731,0.0166851,0.0203611,0.0133516,0.049343,0.0110652,0.0153734,0.0122218,0.00982674,0,0.0489771,0,0.00864828,0.00994033,0.00161717,0.0143336,0.0122413,0.0092199,0.026617,0.0133098,0,0,0.0145813,0,0.0106285,0.00789187,0.0527885,0.0147559,0.0219269,0.00719995,0.0277834,0.00398971,0.00868799,0.0537677,0.00787929,0.0116329,0.00756385,0.0154968,0.00349919,0.0106746,0.0136764,0.00854356,0.00103689,0.00422398,0.0190952,0,0,0,0.0202076,0.0253078,0,0
144,0.0106065,0.00982179,0,0,0,0.0392712,0.0155685,0.00765138,0,0,0,0.012371,0,0.0206723,0.00841793,0.0462302,0.0133108,0.026218,0.0160843,0,0.0314986,0.00370902,0.0171214,0.0211379,0.0133903,0.0495636,0.010965,0.0160379,0.0122169,0.00974127,0,0.0527548,0,0.00914335,0.00988836,0.00154797,0.0177716,0.0125192,0.00812541,0.0268138,0.0137411,0,0,0.0152002,0,0.0107051,0.00816517,0.0526484,0.0168749,0.0220792,0.00711934,0.0276419,0.00431448,0.00960536,0.0543225,0.0082107,0.0129882,0.00701816,0.0159815,0.00325177,0.0102634,0.016914,0.00850946,0.000989379,0.00415876,0.0194596,0,0,0,0.0206624,0.0252002,0,0
145,0.0109282,0.0101814,0,0,0,0.0415276,0.0156262,0.00946554,0,0,0,0.013406,0,0.0205854,0.0087662,0.0463586,0.0139718,0.0260402,0.016838,0,0.0312899,0.00412545,0.0171022,0.0217869,0.0133336,0.0495321,0.0111667,0.0167394,0.0125401,0.0099313,0,0.0556871,0,0.00967779,0.00981197,0.0015194,0.0213633,0.0126315,0.00718148,0.0271586,0.0138717,0,0,0.0158608,0,0.0108057,0.00846718,0.0526409,0.0180645,0.0223066,0.00685395,0.0276393,0.00471117,0.0105374,0.0547377,0.00843305,0.0144724,0.00648199,0.0162731,0.00314141,0.00969555,0.0212585,0.00845834,0.00177039,0.00397606,0.0195714,0,0,0,0.0212682,0.0249892,0,0
146,0.0110135,0.0106355,0,0,0,0.0425974,0.0156792,0.0106506,0,0,0,0.0142346,0,0.0207047,0.0090909,0.0466326,0.0146066,0.0258175,0.017302,0,0.0311795,0.00466824,0.0167863,0.0221507,0.0133248,0.0493091,0.0115759,0.0175154,0.012818,0.0100877,0,0.0569317,0,0.0104009,0.00988206,0.00170562,0.0240134,0.0125333,0.00605957,0.0276725,0.0138093,0,0,0.0166138,0,0.0109112,0.00872971,0.0523699,0.0185539,0.0225617,0.00660587,0.027839,0.00520815,0.0113942,0.0549968,0.00868039,0.0160402,0.00627483,0.0165965,0.0030344,0.00953301,0.0247373,0.00849406,0.00251982,0.00376513,0.0194411,0,0,0,0.0217048,0.0247729,0,0
147,0.0109599,0.0110844,0,0,0,0.0425118,0.0156801,0.0110136,0,0,0,0.0148835,0,0.0208579,0.00931817,0.0469227,0.0145998,0.0254568,0.0173093,0,0.0309683,0.0051213,0.0163512,0.0220883,0.0132879,0.0490671,0.011723,0.0178598,0.0129245,0.0100414,0,0.0566859,0,0.0112253,0.0100065,0.0020683,0.0253939,0.0122864,0.00495836,0.0281382,0.0135869,0,0,0.0174747,0,0.0110234,0.00904138,0.0516239,0.0184617,0.0228539,0.00640255,0.0280528,0.00569892,0.0120979,0.055037,0.00895497,0.017436,0.00667434,0.0170268,0.0029453,0.0100701,0.0269024,0.00874498,0.00310101,0.00352041,0.019138,0,0,0,0.0219111,0.024505,0,0
148,0.0110009,0.0113667,0,0,0,0.0418628,0.0156099,0.0104525,0,0,0,0.0150741,0,0.0208159,0.00903046,0.0471404,0.0141603,0.0251496,0.0170177,0,0.0309483,0.0054066,0.0159752,0.0217614,0.0131704,0.0488678,0.0115915,0.0176841,0.0129076,0.00991773,0,0.0558306,0,0.0117004,0.0100001,0.00199175,0.0261597,0.0120419,0.00451935,0.0286401,0.0134596,0,0,0.018056,0,0.0111426,0.00908736,0.0512128,0.0177749,0.0230961,0.00620232,0.0281836,0.0060699,0.0127491,0.0551856,0.00931173,0.0184522,0.00755574,0.0173945,0.00322027,0.0110065,0.0287913,0.00905392,0.00350344,0.00323681,0.018994,0,0,0,0.0219291,0.0245111,0,0
149,0.01118,0.0114451,0,0,0,0.0408911,0.0155497,0.00914649,0,0,0,0.0148787,0,0.0206282,0.00859649,0.047243,0.0134906,0.0249496,0.0165248,0,0.0308093,0.00543729,0.0156446,0.0213506,0.0130949,0.0487944,0.0112736,0.0171226,0.0127383,0.00981071,0,0.0546876,0,0.0117913,0.00987779,0.00151978,0.0264874,0.0118624,0.00435512,0.0290146,0.0134074,0,0,0.0182839,0,0.0112359,0.00895139,0.0510791,0.0166384,0.0232515,0.00597087,0.0282011,0.00624265,0.0130726,0.0554596,0.0094544,0.019091,0.00885276,0.0177522,0.00358161,0.0124315,0.0302658,0.00934381,0.00377839,0.00298936,0.0190325,0,0,0,0.021797,0.0247434,0,0
150,0.0114758,0.0113443,0,0,0,0.0397184,0.0154783,0.00737851,0,0,0,0.0148767,0,0.0206663,0.00856964,0.0471963,0.0128845,0.0248239,0.0159547,0,0.0304554,0.00532968,0.0153656,0.0209044,0.0131904,0.0488205,0.010789,0.0163923,0.0125332,0.00976905,0,0.0533366,0,0.0118078,0.00988924,0.00139386,0.0266856,0.0117268,0.00422051,0.0292033,0.0134106,0,0,0.0182994,0,0.0112856,0.00882792,0.0511514,0.0154703,0.0232163,0.00572261,0.0282053,0.00618568,0.0131853,0.0557267,0.00952812,0.0194178,0.0103127,0.0180647,0.00386801,0.0142003,0.0315199,0.00961529,0.00398858,0.00288018,0.019206,0,0,0,0.0215159,0.0251017,0,0
151,0.0118423,0.0111552,0,0,0,0.0386318,0.0154799,0.00582566,0,0,0,0.0149392,0,0.0207132,0.00861626,0.047054,0.0124773,0.0247735,0.0154723,0,0.030018,0.00515286,0.0151512,0.0204133,0.0133644,0.0488605,0.010268,0.0155992,0.0124286,0.00983465,0,0.0521565,0,0.0117774,0.00991562,0.00155619,0.0272869,0.0117003,0.00408465,0.0293683,0.0134002,0,0,0.0182659,0,0.0113452,0.00879851,0.0515134,0.0145487,0.0231099,0.00549106,0.0282602,0.00599246,0.0131092,0.0559379,0.00964093,0.0194592,0.011746,0.0181736,0.00430655,0.0159901,0.0328812,0.00988395,0.00415812,0.00295586,0.0193777,0,0,0,0.0212162,0.0255777,0,0
152,0.0121087,0.0109813,0,0,0,0.0377382,0.0155208,0.00477462,0,0,0,0.0148764,0,0.0207518,0.00835721,0.0469213,0.0124132,0.0247543,0.0151834,0,0.0296919,0.00500661,0.0150459,0.0199017,0.0133875,0.0488622,0.00999675,0.0151653,0.0123624,0.00996934,0,0.0512413,0,0.0116172,0.00991006,0.0015455,0.0282005,0.0117672,0.00400837,0.0296066,0.0133531,0,0,0.0181752,0,0.0114106,0.00887908,0.0519984,0.0138349,0.0230622,0.00534394,0.0283241,0.0057486,0.012867,0.0561341,0.009692,0.0192436,0.0130208,0.0181593,0.00473435,0.0175793,0.0343676,0.010066,0.00435514,0.00313362,0.0195594,0,0,0,0.0211732,0.0260093,0,0
153,0.0122519,0.010842,0,0,0,0.037167,0.0155522,0.00436061,0,0,0,0.0150217,0,0.0209065,0.00829704,0.0468078,0.0124425,0.0247313,0.0149997,0,0.0293903,0.00485079,0.0148285,0.0193873,0.0129922,0.0488108,0.00995201,0.0149419,0.0123267,0.0101422,0,0.0504568,0,0.0114427,0.00996905,0.0018176,0.029006,0.011811,0.00389792,0.0297717,0.0134384,0,0,0.0182599,0,0.011458,0.00921552,0.0524029,0.0136765,0.02312,0.00527076,0.0284012,0.00548529,0.0124937,0.0562077,0.0096826,0.0186734,0.0141454,0.018061,0.00513933,0.0189507,0.0361986,0.010367,0.00452566,0.00336057,0.0196565,0,0,0,0.0210816,0.0262417,0,0
154,0.0123795,0.010784,0,0,0,0.0366408,0.0155269,0.00442748,0,0,0,0.0151041,0,0.0209138,0.00841006,0.0466845,0.0123734,0.0246673,0.0148978,0,0.0291155,0.00466621,0.014668,0.0189127,0.0128068,0.0486949,0.00993149,0.0147835,0.0122961,0.0103338,0,0.0496785,0,0.0113998,0.00997303,0.00203053,0.0300531,0.0118388,0.00383673,0.0298953,0.0135805,0,0,0.0184198,0,0.0115069,0.00967332,0.0526639,0.0142576,0.0231147,0.00516311,0.0285066,0.0052282,0.0118866,0.0560876,0.00955297,0.0177171,0.0151335,0.0179458,0.00557945,0.0200834,0.0381308,0.0105521,0.0045903,0.00367514,0.0197236,0,0,0,0.0211222,0.0262882,0,0
155,0.0125419,0.0107501,0,0,0,0.0358981,0.0154655,0.00457235,0,0,0,0.0150728,0,0.020882,0.00844057,0.0465532,0.0123477,0.0246146,0.0148414,0,0.0289133,0.00450863,0.0146197,0.018537,0.0129361,0.0485618,0.00988661,0.0148225,0.0122856,0.0105137,0,0.0487949,0,0.0113633,0.00995539,0.00202226,0.0314395,0.0118324,0.00390984,0.0300112,0.0136564,0,0,0.0186392,0,0.0115465,0.0101548,0.0529135,0.0153251,0.0231165,0.00510725,0.0286504,0.00498194,0.0111337,0.0558982,0.0093457,0.0164458,0.0159443,0.0178013,0.00599126,0.0209904,0.0398973,0.0106662,0.00457973,0.0039936,0.019707,0,0,0,0.0211307,0.026235,0,0
156,0.0127671,0.0107533,0,0,0,0.0351403,0.0153792,0.00478751,0,0,0,0.015095,0,0.0208816,0.00828756,0.0464423,0.0124243,0.0245688,0.0148138,0,0.0287492,0.00437097,0.0145824,0.0183452,0.0131086,0.048447,0.00981746,0.0147329,0.012265,0.0106886,0,0.0478484,0,0.0113326,0.00994224,0.00189907,0.0328538,0.0117104,0.00417129,0.0301256,0.0136768,0,0,0.0188618,0,0.0115202,0.0105498,0.0532114,0.0167051,0.0232003,0.00511529,0.028878,0.00476354,0.0103454,0.0556691,0.00912312,0.0150324,0.0165943,0.0175951,0.00645008,0.0217278,0.0416873,0.0107529,0.00448577,0.00421765,0.0196389,0,0,0,0.0210593,0.026118,0,0
157,0.0130742,0.0107511,0,0,0,0.0343597,0.0153062,0.00495855,0,0,0,0.0153331,0,0.0208331,0.00830674,0.0463851,0.0124514,0.0245087,0.0148915,0,0.0286263,0.00433298,0.0140166,0.0182616,0.0130664,0.0483566,0.00982621,0.0146987,0.0122612,0.0108324,0,0.0466986,0,0.0115355,0.00994106,0.00218872,0.0339175,0.0115766,0.00465546,0.0302638,0.0137249,0,0,0.0190157,0,0.0115187,0.010795,0.053529,0.0181814,0.0232586,0.00518214,0.0292747,0.00455457,0.00957537,0.0553789,0.00885004,0.0135856,0.0171321,0.0173642,0.00691752,0.0222989,0.0434618,0.0108246,0.00424956,0.00432625,0.0195524,0,0,0,0.0209644,0.0260165,0,0
158,0.0133722,0.010737,0,0,0,0.0335122,0.0152471,0.00488642,0,0,0,0.015495,0,0.0207885,0.0082014,0.0463152,0.0122827,0.0244316,0.0150627,0,0.0285076,0.00437816,0.0126819,0.0182516,0.0131332,0.0482317,0.00990299,0.0147332,0.0123038,0.0109263,0,0.0454043,0,0.0117445,0.00994377,0.00244124,0.0347779,0.0114566,0.00520272,0.0303997,0.013788,0,0,0.0190642,0,0.0115691,0.0108819,0.0538405,0.0195824,0.023324,0.00532795,0.0296761,0.00443122,0.00897007,0.0550943,0.0085646,0.0122396,0.0176045,0.0171154,0.00735114,0.0227604,0.0451065,0.0107984,0.00388746,0.00439419,0.0195198,0,0,0,0.0208627,0.0260636,0,0
159,0.0135226,0.0107427,0,0,0,0.0323658,0.0151689,0.0046266,0,0,0,0.0155418,0,0.0207749,0.00802533,0.0462402,0.0118076,0.0243383,0.0151529,0,0.0284603,0.00444505,0.0121312,0.0182914,0.0130741,0.048101,0.0100154,0.0147338,0.0123496,0.0109914,0,0.043924,0,0.0118938,0.00994645,0.0025867,0.0357092,0.0113055,0.00588818,0.0305141,0.0138954,0,0,0.019015,0,0.0116249,0.0109341,0.0541199,0.0210999,0.0233716,0.00549313,0.0299473,0.00432949,0.00853261,0.0548047,0.0082436,0.0110103,0.0180832,0.0168729,0.00788323,0.023228,0.0466023,0.0107117,0.00352344,0.00448648,0.019554,0,0,0,0.0207429,0.0261944,0,0
160,0.0136732,0.0107093,0,0,0,0.0311546,0.0150418,0.00435775,0,0,0,0.015549,0,0.0206209,0.00781552,0.0461438,0.0112316,0.0242511,0.0151441,0,0.0283798,0.00448184,0.0119896,0.0184285,0.0129173,0.0479359,0.0101681,0.0146316,0.0124078,0.01106,0,0.0423907,0,0.0119041,0.00988141,0.00262431,0.0366185,0.0111252,0.00662789,0.0305624,0.0141124,0,0,0.0189075,0,0.0116768,0.0109968,0.054411,0.0227062,0.0234622,0.00570225,0.0301529,0.0042039,0.0080037,0.0545586,0.00786658,0.009931,0.0186052,0.0166638,0.00845213,0.0236955,0.0479918,0.0106228,0.00336696,0.00459806,0.0196438,0,0,0,0.0205561,0.0263271,0,0
161,0.0139334,0.010642,0,0,0,0.0300357,0.0148998,0.00422925,0,0,0,0.0156314,0,0.0206208,0.00782204,0.0460205,0.0108389,0.0243298,0.0152136,0,0.0282678,0.00461938,0.0117955,0.0185835,0.0128044,0.0477445,0.0102901,0.0146039,0.0124919,0.0111425,0,0.0409371,0,0.0119183,0.00992695,0.00305313,0.0374341,0.0109224,0.00749532,0.0305723,0.0141724,0,0,0.0187919,0,0.0117109,0.0110932,0.0546433,0.0245883,0.0236725,0.00603204,0.0303519,0.00407111,0.00764983,0.0542918,0.00745122,0.00895927,0.0191931,0.0164739,0.00902279,0.0241615,0.049367,0.0104929,0.00340645,0.00471069,0.0196484,0,0,0,0.0202543,0.0263694,0,0
162,0.0141773,0.0106398,0,0,0,0.0289543,0.014794,0.00421922,0,0,0,0.0156196,0,0.0206256,0.00790353,0.0458853,0.0107638,0.0245757,0.0153865,0,0.0281147,0.00495369,0.0115268,0.0186296,0.0125498,0.0474487,0.0104039,0.014551,0.0126025,0.0112731,0,0.0395113,0,0.0118986,0.00999156,0.00336578,0.0383246,0.0107096,0.00859411,0.0305896,0.0140636,0,0,0.0186764,0,0.0117591,0.0112409,0.0547909,0.0268979,0.0238842,0.00646993,0.0306121,0.00410277,0.00732327,0.0539751,0.00700322,0.00815779,0.0198186,0.0163308,0.00964489,0.0246271,0.0508839,0.0102637,0.00353027,0.00485144,0.0195822,0,0,0,0.0200123,0.0263241,0,0
163,0.0144573,0.0107976,0,0,0,0.0277903,0.0146641,0.00432688,0,0,0,0.0155994,0,0.0206922,0.0080196,0.0457236,0.0108541,0.0244636,0.0156301,0,0.0280577,0.0053402,0.0111216,0.018579,0.0119218,0.0470723,0.0105077,0.0145132,0.0127317,0.0113969,0,0.037902,0,0.0118929,0.010052,0.00352913,0.0393024,0.01048,0.00971082,0.0306239,0.0141564,0,0,0.0185546,0,0.0118006,0.0114352,0.0548176,0.0290256,0.023955,0.00700628,0.030885,0.00425024,0.00704007,0.0537754,0.00665501,0.0076176,0.0202371,0.0162332,0.0101888,0.0250588,0.0525242,0.0099818,0.00372784,0.00503949,0.0195241,0,0,0,0.0199549,0.0262939,0,0
164,0.0146148,0.0110747,0,0,0,0.0266542,0.0145515,0.0047415,0,0,0,0.0157015,0,0.0206835,0.00797286,0.04562,0.0112611,0.0240796,0.0158684,0,0.0281285,0.00559824,0.0106326,0.0184009,0.0120077,0.0466957,0.0106188,0.0145683,0.0129728,0.0115591,0,0.0364169,0,0.0118653,0.0100596,0.00367126,0.0402582,0.0102703,0.010823,0.0306267,0.014409,0,0,0.018493,0,0.0118386,0.0116317,0.0547968,0.031276,0.0239664,0.00755839,0.0311513,0.00448027,0.00686398,0.0537084,0.00649139,0.00734127,0.0206392,0.0161747,0.0106346,0.0254442,0.0540503,0.00974421,0.00398744,0.00520584,0.0195041,0,0,0,0.0200933,0.0261968,0,0
165,0.0147579,0.011362,0,0,0,0.0255818,0.0144824,0.00504917,0,0,0,0.0157255,0,0.0205746,0.00786926,0.0456516,0.0119707,0.0238575,0.0161399,0,0.0281887,0.00584993,0.010224,0.0181922,0.0122963,0.0463648,0.0106113,0.014538,0.0129788,0.0117089,0,0.0349378,0,0.0117781,0.0100137,0.00376993,0.0408982,0.010102,0.0117847,0.030569,0.014608,0,0,0.0186225,0,0.0119008,0.0119091,0.0547672,0.0334548,0.0242781,0.0080003,0.0313588,0.00476429,0.00686649,0.0537436,0.00659111,0.00733541,0.0212361,0.0161235,0.0111533,0.0258781,0.0552625,0.00962785,0.00422041,0.0053284,0.0194405,0,0,0,0.0202256,0.0260201,0,0
166,0.0149811,0.0116801,0,0,0,0.0245056,0.0144342,0.00523322,0,0,0,0.0156988,0,0.0206051,0.00779383,0.0457281,0.012378,0.0236991,0.0165185,0,0.0282261,0.00612477,0.00996586,0.0179353,0.0124899,0.0460451,0.0105607,0.0144123,0.0128683,0.0118269,0,0.033451,0,0.0116846,0.0100398,0.00392506,0.0411135,0.00997897,0.0124818,0.0305942,0.0147964,0,0,0.0188775,0,0.011976,0.0122441,0.0547293,0.0350948,0.0245648,0.00821916,0.0316353,0.00511631,0.00695899,0.0538098,0.00698555,0.00744736,0.0216134,0.0160406,0.0117117,0.0263195,0.0560427,0.00957528,0.0043958,0.00550127,0.0193695,0,0,0,0.0204335,0.0258434,0,0
167,0.0151412,0.0120427,0,0,0,0.0234947,0.0143828,0.00545652,0,0,0,0.0155675,0,0.0206957,0.007763,0.0455392,0.0127662,0.0235929,0.0169623,0,0.0283131,0.00634483,0.00983736,0.0177431,0.0126423,0.0455797,0.0105385,0.0142604,0.0126306,0.0119452,0,0.0319153,0,0.0115882,0.0101014,0.00411896,0.0410852,0.00990673,0.0130445,0.0307281,0.0149713,0,0,0.0191887,0,0.0120651,0.0125915,0.0546167,0.0364091,0.024765,0.00849819,0.0320191,0.00550723,0.00712886,0.0539135,0.00730628,0.00777891,0.0216951,0.0159768,0.0121405,0.0267192,0.0564123,0.00959639,0.00459868,0.00568088,0.0193071,0,0,0,0.0207251,0.0257384,0,0
168,0.0152048,0.0123916,0,0,0,0.0227087,0.0142696,0.00555201,0,0,0,0.0153628,0,0.0208017,0.00768247,0.0450362,0.0132186,0.0235326,0.0175619,0,0.0284548,0.00648929,0.00989279,0.0177353,0.0128188,0.0448844,0.0105215,0.0140521,0.0120757,0.0120832,0,0.030611,0,0.011429,0.010142,0.00419079,0.040585,0.00982683,0.0136033,0.030897,0.0149673,0,0,0.0194904,0,0.0121267,0.012913,0.0543807,0.0374432,0.0249693,0.00897834,0.0324459,0.0058724,0.0073937,0.0540831,0.00767849,0.00823954,0.021625,0.0159702,0.0123734,0.0270189,0.0562217,0.00961431,0.00479468,0.00580595,0.019206,0,0,0,0.0210415,0.0257836,0,0
169,0.0152765,0.0128107,0,0,0,0.0216591,0.0142259,0.00591123,0,0,0,0.015272,0,0.0208939,0.007518,0.0446074,0.0136343,0.0233481,0.0183311,0,0.0287474,0.00655605,0.0101344,0.0177915,0.0129496,0.044179,0.0104419,0.0138433,0.0117821,0.0122159,0,0.0294918,0,0.011235,0.0101717,0.00418513,0.0393915,0.00978114,0.0142754,0.0310212,0.0148464,0,0,0.0198245,0,0.0121704,0.013232,0.0540818,0.0380467,0.025111,0.00956208,0.0329008,0.00621338,0.00764099,0.0543389,0.00806924,0.00866461,0.0214617,0.01603,0.0125239,0.0272297,0.0552231,0.00963057,0.00482602,0.00586043,0.0191645,0,0,0,0.0213957,0.0257918,0,0
170,0.0153795,0.0132824,0,0,0,0.0205843,0.0143289,0.00642711,0,0,0,0.0152377,0,0.0208568,0.00740615,0.0446308,0.0141565,0.0231098,0.0191235,0,0.0291606,0.00662623,0.0105587,0.0178256,0.0135767,0.043543,0.0103935,0.0136762,0.0115867,0.01227,0,0.0281854,0,0.0110009,0.0102083,0.00428226,0.0380403,0.00973738,0.0145653,0.031045,0.0147695,0,0,0.0202272,0,0.0122322,0.0135204,0.0538799,0.0378251,0.0252533,0.00957444,0.0333162,0.00656997,0.007721,0.0545323,0.00813431,0.00875682,0.0209409,0.0161479,0.0126108,0.0270766,0.0536732,0.00969734,0.0047857,0.00591056,0.0191073,0,0,0,0.0217539,0.0256416,0,0
171,0.0155205,0.0137075,0,0,0,0.0196658,0.0145387,0.00702775,0,0,0,0.0151181,0,0.0205794,0.00735166,0.0447949,0.0147975,0.0228455,0.0198374,0,0.0296294,0.00674402,0.0110643,0.0178577,0.0144494,0.0429345,0.0103422,0.0135383,0.0113354,0.0122623,0,0.0269824,0,0.0107917,0.0101644,0.00453144,0.0362367,0.00970138,0.0141237,0.0310971,0.0147814,0,0,0.0206441,0,0.0123097,0.0137678,0.0537246,0.0368179,0.025342,0.00912026,0.0336525,0.00687758,0.00772327,0.0546781,0.00815061,0.00861904,0.0201915,0.0161047,0.0127558,0.0263938,0.0514328,0.00978953,0.00473403,0.00597788,0.0190105,0,0,0,0.0220768,0.0254458,0,0
172,0.0157117,0.0140884,0,0,0,0.0188534,0.0145059,0.00766755,0,0,0,0.0149396,0,0.020242,0.00718925,0.0448915,0.0155183,0.0225404,0.0205176,0,0.0301129,0.00686879,0.0114373,0.0180572,0.015359,0.0422941,0.0102529,0.0133382,0.0109903,0.0121965,0,0.0259031,0,0.0105428,0.00996573,0.00449634,0.0338101,0.00970002,0.0139209,0.0312166,0.0147705,0,0,0.0210275,0,0.0124046,0.0140055,0.0534358,0.035821,0.0254398,0.00877551,0.0340134,0.0071549,0.00769308,0.0548303,0.00806932,0.00875415,0.0191055,0.0161071,0.0126897,0.0254828,0.0484671,0.00992889,0.00465416,0.00605399,0.0189304,0,0,0,0.0223711,0.025402,0,0
173,0.0158602,0.0143884,0,0,0,0.0182272,0.0143263,0.00834706,0,0,0,0.0150516,0,0.0201821,0.00699228,0.0450286,0.0160768,0.0222553,0.021175,0,0.0306051,0.0069642,0.0119305,0.0183918,0.015932,0.0416208,0.0102041,0.0130117,0.0107296,0.0122397,0,0.0249831,0,0.0103556,0.00983537,0.00419925,0.0307107,0.00970277,0.0140459,0.0313869,0.0147211,0,0,0.0213638,0,0.0124787,0.0141092,0.0530617,0.0347608,0.0255651,0.00838766,0.0343581,0.00739106,0.00758936,0.0549101,0.00784469,0.00890067,0.0176582,0.0161255,0.0124217,0.0242243,0.0447754,0.0101011,0.00450467,0.00605298,0.0188954,0,0,0,0.0226194,0.0252991,0,0
174,0.0158052,0.0146327,0,0,0,0.0175326,0.0142482,0.00895815,0,0,0,0.0151661,0,0.0201413,0.00701005,0.0452792,0.016497,0.0219378,0.0216758,0,0.0311522,0.00709545,0.0125001,0.0187243,0.0165808,0.041004,0.0100235,0.0127231,0.0104466,0.0121966,0,0.0244394,0,0.0104567,0.00976733,0.00407792,0.027219,0.00971309,0.0143669,0.0316317,0.0146594,0,0,0.0216529,0,0.0125472,0.0141656,0.0526899,0.0334762,0.0257409,0.00798991,0.0346528,0.00761911,0.00735272,0.0548977,0.00746709,0.00865981,0.0157344,0.0160199,0.0119602,0.0222828,0.0403016,0.0102422,0.00439534,0.00603948,0.0188525,0,0,0,0.0228753,0.025015,0,0
175,0.0157164,0.0148616,0,0,0,0.0171233,0.0143188,0.00967119,0,0,0,0.0154649,0,0.02001,0.0070981,0.0455018,0.016945,0.0215689,0.0220927,0,0.0316662,0.00728593,0.0132511,0.0190323,0.0173186,0.0404504,0.0097214,0.0124251,0.0100698,0.012035,0,0.0240633,0,0.0106742,0.0096713,0.00396846,0.0236412,0.0097023,0.0147473,0.0318548,0.0145267,0,0,0.02193,0,0.0125929,0.0142655,0.0523516,0.0321446,0.0259792,0.00776671,0.0349441,0.00791507,0.00701915,0.0548137,0.00707553,0.00788573,0.0134777,0.0157551,0.0113605,0.0198023,0.0352401,0.0103418,0.00432598,0.0060726,0.0187988,0,0,0,0.0231726,0.0247523,0,0
176,0.0156461,0.0150861,0,0,0,0.0172241,0.0144291,0.0104314,0,0,0,0.0158819,0,0.0197885,0.00720803,0.0457637,0.0174967,0.0211841,0.0224856,0,0.0321131,0.00748311,0.0139515,0.0192695,0.0176873,0.0398247,0.00948092,0.0119373,0.00973947,0.0119875,0,0.023942,0,0.0108434,0.00952208,0.00381616,0.0202356,0.00967429,0.0149503,0.0320837,0.0143897,0,0,0.0221598,0,0.01264,0.0143101,0.0521378,0.0307554,0.0262106,0.00777876,0.0353505,0.00825643,0.00683878,0.0547868,0.00701168,0.00689632,0.011169,0.0154656,0.0106373,0.017178,0.02997,0.0103933,0.00422516,0.0060644,0.0187923,0,0,0,0.0235126,0.0246398,0,0
177,0.0155806,0.0153428,0,0,0,0.0175611,0.0145955,0.0111048,0,0,0,0.0162496,0,0.0196248,0.00761012,0.0460189,0.0181282,0.0208112,0.0228633,0,0.0326039,0.00772726,0.0145403,0.0194366,0.0181798,0.0391451,0.00921053,0.011399,0.00937774,0.011898,0,0.0241218,0,0.0111505,0.00943267,0.00408424,0.0169008,0.00964711,0.0151686,0.032264,0.0142663,0,0,0.0223849,0,0.012702,0.0143555,0.0519101,0.0292696,0.0263958,0.00799791,0.0358286,0.00862015,0.00719625,0.0548355,0.00770978,0.00635848,0.00917584,0.0152524,0.0101415,0.0147834,0.0245661,0.0104001,0.0041618,0.00607211,0.0187617,0,0,0,0.0239341,0.0246822,0,0
178,0.0153587,0.0156686,0,0,0,0.0180282,0.0148481,0.0115048,0,0,0,0.0165821,0,0.0196367,0.00794852,0.0463026,0.0186462,0.0205123,0.023309,0,0.0331484,0.00787063,0.0150364,0.0194801,0.0187338,0.038409,0.00903268,0.0109455,0.00900186,0.011875,0,0.024486,0,0.011611,0.00944593,0.00413502,0.0136031,0.00965454,0.0154282,0.0324191,0.0141342,0,0,0.0225277,0,0.0127709,0.0143391,0.051586,0.0277454,0.026527,0.00830607,0.0360937,0.00900082,0.00806075,0.0549883,0.0091004,0.00668781,0.00744612,0.0151997,0.00989601,0.0125697,0.0188948,0.0103347,0.00416455,0.00609079,0.0186856,0,0,0,0.0244655,0.0246993,0,0
179,0.0151629,0.0160083,0,0,0,0.0185309,0.0151571,0.0119281,0,0,0,0.0168944,0,0.0195732,0.00807157,0.0465392,0.0192291,0.0202015,0.0234121,0,0.0337484,0.00805603,0.0153853,0.0192541,0.0187739,0.037658,0.00883279,0.0106069,0.00865019,0.0117312,0,0.0249265,0,0.0118077,0.00942607,0.00394626,0.010646,0.00965328,0.0156681,0.0325872,0.0139124,0,0,0.0226915,0,0.0128355,0.0143534,0.0511519,0.0261361,0.0266631,0.00860619,0.0362176,0.00949729,0.00921887,0.0553027,0.010996,0.00768323,0.00593672,0.0153431,0.00938874,0.0104313,0.0132972,0.0103174,0.00415078,0.00611034,0.0186388,0,0,0,0.0250635,0.0246497,0,0
