Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LTHIP
214,0.0234285,0.0158591,0,0,0,0.0787335,0.0165848,0.0344963,0.0311075,0,0,0,0,0.00799907,0,0.0190121,0.00523862,0.0333498,0.0473354,0.0272018,0.04084,0,0,0.0414089,0.0107883,0.0322997,0.0550502,0.0286446,0.0296548,0,0.0170503,0.0127127,0,0.103728,0,0.003691,0.00884418,0.00356965,0.00462863,0.00856705,0.0111347,0.0247744,0.0255338,0,0,0.0254355,0,0.0127946,0.0210914,0.0530182,0.013889,0.0262436,0.0119426,0.0408608,0.0165605,0.00802611,0.056229,0.0111321,0.00696859,0.0107308,0.00933809,0.00990904,0.00926325,0.00837192,0.0101033,0.00702527,0.00843416,0.0191183,0.028238,0,0,0,0.0685485
215,0.0235605,0.0160351,0,0,0,0.0767588,0.0167763,0.0329764,0.0309253,0,0,0,0,0.00782595,0,0.0189972,0.00518073,0.0335106,0.0458203,0.0273286,0.0393621,0,0,0.04167,0.0110197,0.0322866,0.0533707,0.0284657,0.0280616,0.0445057,0.0158462,0.0131732,0,0.101449,0,0.00382627,0.00885494,0.00361563,0.00366222,0.00893703,0.0106157,0.0244196,0.0253912,0,0,0.0245817,0,0.0124737,0.0203013,0.0529284,0.0136203,0.026182,0.0121221,0.0408518,0.0175571,0.00770916,0.0560926,0.0112514,0.00689246,0.0106763,0.00949294,0.00988685,0.00940082,0.00680431,0.00934958,0.0071924,0.00815968,0.0192938,0.0281675,0,0,0,0.0684219
216,0.0236785,0.0162114,0,0,0,0.075989,0.0168129,0.0320292,0.0308931,0,0,0,0,0.00792994,0,0.0189189,0.00503205,0.0336343,0.0441064,0.0275606,0.0380043,0,0,0.0418839,0.0112498,0.0320787,0.0513913,0.0283544,0.0269301,0.0428962,0.0152502,0.0130659,0,0.100205,0,0.00403089,0.00886198,0.00370788,0.00344314,0.00931793,0.010891,0.0239811,0.0252797,0,0,0.0236286,0,0.0121295,0.0193944,0.0528632,0.0134282,0.0260764,0.0123747,0.0408407,0.0185106,0.00730133,0.0558348,0.0113686,0.0070587,0.0107466,0.0096233,0.00978349,0.00953635,0.0059537,0.00855485,0.00721088,0.00793867,0.0194675,0.0281291,0,0,0,0.0683885
217,0.0236771,0.0164566,0,0,0,0.0751739,0.0166612,0.0308585,0.0308838,0,0,0,0,0.0080816,0,0.0187966,0.00494785,0.0336382,0.042714,0.0277869,0.0366086,0,0,0.0422475,0.0112837,0.0314936,0.0492385,0.028238,0.0256009,0.0411193,0.0146163,0.0129339,0,0.098739,0,0.00427078,0.00884607,0.00357106,0.00395476,0.0096745,0.0109895,0.0235708,0.0251254,0,0,0.0223846,0,0.011707,0.0181189,0.0528265,0.0131142,0.0259701,0.0126424,0.0408649,0.0195143,0.00670094,0.055587,0.0113536,0.00743756,0.0108323,0.00963939,0.00962171,0.00956473,0.00590397,0.00751437,0.00690712,0.00757351,0.0196836,0.028006,0,0,0,0.0681983
218,0.0237233,0.0167527,0,0,0,0.0742352,0.0165802,0.0296334,0.0307598,0,0,0,0,0.00808236,0,0.0188815,0.00495003,0.0335989,0.04131,0.0279353,0.035146,0,0,0.0425356,0.0112286,0.030767,0.0469111,0.0279907,0.0241752,0.0392979,0.0140259,0.0127375,0,0.0971061,0,0.00436407,0.00893488,0.00348206,0.00497636,0.0101413,0.0112179,0.0231477,0.0250844,0,0,0.0210634,0,0.0115452,0.0169529,0.0528115,0.0131105,0.0259921,0.0128468,0.0409009,0.0204811,0.00602708,0.0554237,0.0111418,0.00724867,0.0107298,0.00973112,0.00957041,0.00949089,0.00648183,0.00677169,0.00686377,0.00720703,0.0200055,0.0279576,0,0,0,0.067992
219,0.0238065,0.0171642,0,0,0,0.0734074,0.016476,0.0286546,0.0304298,0,0,0,0,0.00792781,0,0.0189355,0.00501461,0.0335466,0.0400988,0.0281093,0.0336235,0,0,0.0426695,0.0111084,0.0298893,0.0443335,0.0275208,0.0227982,0.0376026,0.0132498,0.0126291,0,0.0955475,0,0.00432877,0.00902133,0.00445096,0.00612135,0.010549,0.0106174,0.0226643,0.0250615,0,0,0.0197597,0,0.011406,0.0159448,0.0528169,0.0132734,0.0262977,0.0130337,0.0407692,0.0214171,0.00581848,0.0552039,0.0107983,0.00698149,0.0106958,0.00977633,0.0096111,0.0094301,0.00748514,0.00643065,0.00680606,0.00694523,0.020335,0.0278845,0,0,0,0.0676904
220,0.0238528,0.0176833,0,0,0,0.0726786,0.0163007,0.0278631,0.0302962,0,0,0,0,0.00780769,0,0.0188093,0.00495856,0.0334807,0.0382402,0.0283411,0.0324053,0,0,0.0426435,0.0109134,0.0287974,0.0419675,0.0271418,0.0216417,0.0361985,0.0126244,0.0124555,0,0.0941524,0,0.0042934,0.00906145,0.0050232,0.0071465,0.0108003,0.0101391,0.0220863,0.024893,0,0,0.0184192,0,0.011184,0.0149338,0.0528868,0.0133892,0.0267727,0.0132506,0.0406038,0.0223675,0.00580839,0.0549694,0.0106534,0.00686607,0.0107874,0.00987349,0.00954447,0.00935823,0.00849447,0.00632019,0.00681541,0.00670988,0.0207056,0.0277419,0,0,0,0.0673921
221,0.0238294,0.0181303,0,0,0,0.0718576,0.0161852,0.0268789,0.0306616,0,0,0,0,0.00775131,0,0.0187694,0.004814,0.0334593,0.0366905,0.0284932,0.0314851,0,0,0.0428149,0.0107532,0.027813,0.0399241,0.0269289,0.0207543,0.0350213,0.0122291,0.0121724,0,0.0927019,0,0.00422666,0.0090704,0.00492224,0.00807492,0.0109651,0.0103318,0.0217365,0.0246537,0,0,0.0169379,0,0.0109478,0.0138844,0.0530576,0.0133956,0.0265098,0.0134446,0.0406584,0.0232427,0.0057446,0.0547424,0.0105515,0.00693273,0.0110085,0.00980909,0.009368,0.0094782,0.00957822,0.00639555,0.00672879,0.0064034,0.0211253,0.0276848,0,0,0,0.0670517
222,0.0237954,0.0183405,0,0,0,0.0709268,0.0161061,0.0256986,0.0308562,0,0,0,0,0.00768363,0,0.0187509,0.00452084,0.0335391,0.035495,0.0286441,0.0308434,0,0,0.0430773,0.0106727,0.0269519,0.038288,0.0265728,0.020335,0.0340321,0.0118463,0.0118922,0,0.0911713,0,0.0040093,0.00898208,0.00441981,0.00897743,0.0112096,0.0105657,0.0215274,0.0250233,0,0,0.015444,0,0.0108681,0.0125732,0.0533559,0.013436,0.0262789,0.0135324,0.0406874,0.0240025,0.00575808,0.0547202,0.0104135,0.00711496,0.0111629,0.00971437,0.00941394,0.00979056,0.0108142,0.00677034,0.00663662,0.00601242,0.0213862,0.0276429,0,0,0,0.0666086
223,0.0237536,0.0185768,0,0,0,0.0699105,0.0159132,0.02442,0.030701,0,0,0,0,0.00711079,0,0.0185716,0.00418876,0.0336907,0.0342156,0.0287774,0.0304238,0,0,0.0435007,0.0106258,0.0260891,0.0369403,0.0261269,0.0204118,0.0333014,0.0115423,0.0116878,0,0.0896184,0,0.00415767,0.008826,0.00391384,0.00958265,0.011403,0.0107246,0.0212591,0.0253827,0,0,0.0139259,0,0.0108651,0.0114403,0.0534668,0.0137677,0.0262095,0.0134603,0.0406188,0.0247738,0.00589518,0.0547308,0.0102515,0.00738421,0.0111452,0.00969154,0.00946244,0.00993358,0.0116855,0.00744768,0.00665636,0.00567711,0.021577,0.027482,0,0,0,0.0660655
224,0.0239383,0.0190345,0,0,0,0.0688072,0.0156323,0.0231281,0.0304483,0,0,0,0,0.00730069,0,0.0185413,0.00446761,0.0339572,0.0331409,0.0289288,0.0302098,0,0,0.0434764,0.010645,0.0252931,0.036035,0.0255999,0.0203647,0.0329216,0.0114928,0.0115847,0,0.0879719,0,0.00460953,0.00896612,0.00441086,0.00972118,0.0114282,0.0105498,0.0210037,0.0254545,0,0,0.0127868,0,0.0108315,0.0105658,0.053434,0.0139364,0.0262517,0.013362,0.0405853,0.0256164,0.00623942,0.0545737,0.0101611,0.00762266,0.0110403,0.00967483,0.0095038,0.00989233,0.0120324,0.00835477,0.00679685,0.00544051,0.0217725,0.0272647,0,0,0,0.0654805
225,0.0243126,0.0193004,0,0,0,0.0679429,0.0157216,0.0223711,0.0304962,0,0,0,0,0.0069838,0,0.0184822,0.00414724,0.0344381,0.0319627,0.0289946,0.0303142,0,0,0.0436317,0.010807,0.0247071,0.0356751,0.024599,0.0204844,0.0330586,0.0119373,0.0116839,0,0.0866294,0,0.00463235,0.00883312,0.00385965,0.00939247,0.0114125,0.0106676,0.0208036,0.0260748,0,0,0.0116858,0,0.0107226,0.00972472,0.0533301,0.0137683,0.0262497,0.0133481,0.0405404,0.0266185,0.00647013,0.0543623,0.0101358,0.00761285,0.0108563,0.00964705,0.00941778,0.00961707,0.0118394,0.00927818,0.00683718,0.00532029,0.0219054,0.0273609,0,0,0,0.0649325
226,0.0255878,0.0197247,0,0,0,0.0674882,0.0159599,0.0224164,0.0311483,0,0,0,0,0.00684194,0,0.0187428,0.0036365,0.0350983,0.0309522,0.0286612,0.0310623,0,0,0.0433485,0.0111899,0.0246733,0.0359474,0.0244322,0.0212043,0.033844,0.0128528,0.0120793,0,0.0860546,0,0.00436778,0.00873316,0.00306816,0.00844372,0.0114052,0.0116356,0.0205549,0.0278688,0,0,0.010585,0,0.0105986,0.00891079,0.0531266,0.0133375,0.0261404,0.0132494,0.0403616,0.0288428,0.00660434,0.0541968,0.0101754,0.00715055,0.0103246,0.00966747,0.00911524,0.00853646,0.010703,0.0106402,0.00663812,0.00458887,0.021775,0.0278619,0,0,0,0.0644297
