Timestep,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LBL,LBR,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LML,LMR,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTL,LTOE,LTR,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LTHIP
103,0.0224146,0.017265,0,0,0,0.0763767,0.017013,0.0325606,0.0319065,0,0,0,0,0.00557938,0,0.0194893,0.00618308,0.0344159,0.0405393,0.028048,0.0344104,0,0,0.0414749,0.00799208,0.0301398,0.0457617,0.0268005,0.024679,0.0403864,0.0134742,0.0136669,0,0.0961773,0,0.00284075,0.00869743,0.00302325,0.00820129,0.00845137,0.0136194,0.0263222,0.0244342,0,0,0.0267173,0,0.0135247,0.0208943,0.0531573,0.0149249,0.0242458,0.0108059,0.0399677,0.0123402,0.00723895,0.0565851,0.0100515,0.00530247,0.0123341,0.00935682,0.00979033,0.0114584,0.00943228,0.0139994,0.00485087,0.00870913,0.0219686,0.0266259,0,0,0,0.067646
104,0.0226593,0.0176968,0,0,0,0.0756018,0.0168155,0.0312803,0.0317302,0,0,0,0,0.00536869,0,0.0193662,0.0061187,0.0344945,0.0393835,0.028167,0.0326391,0,0,0.0417883,0.00819547,0.029456,0.0431723,0.0263105,0.0233312,0.038627,0.0128498,0.0135325,0,0.0947039,0,0.00262195,0.00871791,0.00317037,0.00770795,0.00868132,0.0134996,0.0257901,0.0244209,0,0,0.0268455,0,0.0131397,0.020963,0.0530411,0.015273,0.0242631,0.0109231,0.0399586,0.0128681,0.00697811,0.0563342,0.00999553,0.00534457,0.0125357,0.00949294,0.00987559,0.0118999,0.00877666,0.0139989,0.0049216,0.00856998,0.0222119,0.0267089,0,0,0,0.0676292
105,0.0228746,0.0182213,0,0,0,0.0744598,0.0165904,0.0301167,0.0315586,0,0,0,0,0.00536497,0,0.0192631,0.00603771,0.034485,0.0382631,0.0283209,0.0311375,0,0,0.0420773,0.00854145,0.0286327,0.0404627,0.0255653,0.0219785,0.0367862,0.0122134,0.0133493,0,0.0936021,0,0.00228047,0.00878077,0.00343734,0.00700781,0.0089564,0.0132585,0.0252548,0.0243571,0,0,0.0263685,0,0.0127174,0.0205421,0.0529399,0.0155008,0.0242398,0.0111693,0.0397921,0.0136259,0.00680914,0.0560665,0.0099112,0.00549416,0.0126125,0.00950592,0.00985543,0.0120353,0.00814214,0.0134536,0.00512343,0.00831082,0.0224813,0.0267205,0,0,0,0.0676764
106,0.0230501,0.0186812,0,0,0,0.0729456,0.0165049,0.0290148,0.0313424,0,0,0,0,0.00520696,0,0.019115,0.00573224,0.0343982,0.0370514,0.0285094,0.0300182,0,0,0.0423182,0.00895701,0.0275796,0.0377727,0.024796,0.0207015,0.034812,0.0114512,0.0131146,0,0.0924995,0,0.00199046,0.00871127,0.00332223,0.00615086,0.00932503,0.0128849,0.0247804,0.0243361,0,0,0.0256326,0,0.0123928,0.0198934,0.0528463,0.0157411,0.0241944,0.0114685,0.0394549,0.0145179,0.00687341,0.0557671,0.00985643,0.00571174,0.0127236,0.00942521,0.00995925,0.0121339,0.00755052,0.0126457,0.00529027,0.00805462,0.0227832,0.0267607,0,0,0,0.0675409
107,0.0231651,0.0190282,0,0,0,0.0727769,0.0164404,0.0275617,0.0311019,0,0,0,0,0.004908,0,0.0190901,0.00565317,0.0343375,0.0354471,0.0287348,0.028951,0,0,0.0424973,0.00931421,0.0262488,0.03525,0.0240649,0.0193949,0.0329368,0.0107187,0.0127954,0,0.0914137,0,0.00186781,0.00871515,0.00326077,0.00547491,0.00964168,0.0126203,0.0243195,0.0243092,0,0,0.0246126,0,0.0120977,0.0190951,0.0527342,0.0160997,0.0242242,0.0117022,0.0390382,0.0154876,0.00707488,0.0557047,0.00982082,0.00587641,0.012841,0.00937965,0.00999675,0.0122299,0.00695767,0.0115744,0.0051203,0.00779537,0.023114,0.0267936,0,0,0,0.0670784
108,0.0232403,0.0193921,0,0,0,0.0723607,0.0163691,0.0266915,0.0307712,0,0,0,0,0.00483215,0,0.0191154,0.00571372,0.0344916,0.0340663,0.0289604,0.0279211,0,0,0.0426744,0.00963681,0.024582,0.0327096,0.0233755,0.0182627,0.0318251,0,0.012381,0,0.0908516,0,0.00177463,0.00876375,0.00331961,0.00534214,0.00985811,0.0124662,0.0238798,0.0243047,0,0,0.0234738,0,0.0118423,0.0182485,0.0525953,0.0165085,0.0242486,0.0119322,0.0386289,0.0165523,0.00713568,0.0556574,0.00979185,0.00602484,0.0130068,0.00937899,0.0101341,0.0124888,0.00670552,0.0103979,0.0050957,0.00757977,0.0234603,0.0267868,0,0,0,0.0665152
109,0.0234599,0.019873,0,0,0,0.0704458,0.0162907,0.025155,0.0304951,0,0,0,0,0.00487434,0,0.0189957,0.00563277,0.0347616,0.0328634,0.0291669,0.0270288,0,0,0.0427696,0.00980277,0.0229553,0.0304218,0.0226079,0.0170974,0.0304875,0.0113535,0.0127096,0,0.0895287,0,0.0017068,0.00873851,0.00333105,0.00552504,0.0100909,0.0122921,0.0234415,0.0243524,0,0,0.0222769,0,0.0116866,0.017355,0.0524531,0.0168944,0.0242673,0.0121633,0.0383706,0.0176995,0.00710782,0.0555427,0.00977499,0.0061309,0.0131912,0.00943339,0.010253,0.0128879,0.00680773,0.0091932,0.00532716,0.00744971,0.0236829,0.0267507,0,0,0,0.0660066
110,0.023645,0.0205142,0,0,0,0.069874,0.016265,0.0242841,0.0302305,0,0,0,0,0.00498928,0,0.0189494,0.00543333,0.0350829,0.0318513,0.0294298,0.0259857,0,0,0.0428226,0.0099669,0.021196,0.027982,0.0216977,0.0161716,0.0291638,0.0122182,0.0127908,0,0.0877459,0,0.00162892,0.00874687,0.00327483,0.00575376,0.0102457,0.0120879,0.0230352,0.0244165,0,0,0.021118,0,0.0115632,0.0164943,0.052282,0.0172967,0.0243059,0.012389,0.0382789,0.0188748,0.00704217,0.0553493,0.00973466,0.00630807,0.0134248,0.00945028,0.0103095,0.0133317,0.00694099,0.0080644,0.00577451,0.00737644,0.0239099,0.0266369,0,0,0,0.065414
111,0.0237314,0.0209483,0,0,0,0.0677923,0.0162503,0.0237322,0.0299307,0,0,0,0,0.00515011,0,0.0189567,0.00543129,0.0355045,0.0302197,0.0297581,0.0249528,0,0,0.0428089,0.0101308,0.0194832,0.0255952,0.0206409,0.0156529,0.0280012,0.011025,0.0129416,0,0.0851035,0,0.00151979,0.00878017,0.00320521,0.00600465,0.0103467,0.011911,0.0225848,0.0244953,0,0,0.0199681,0,0.0114768,0.0156723,0.0521271,0.0176321,0.0243939,0.0125759,0.0381695,0.0200178,0.00672528,0.0550983,0.00968776,0.00650149,0.0136679,0.00940939,0.0102698,0.0136875,0.00718372,0.00707062,0.00606563,0.00732642,0.0241014,0.0264794,0,0,0,0.0647628
112,0.0237898,0.0210642,0,0,0,0.0651149,0.0162144,0.0232147,0.0296852,0,0,0,0,0.00507738,0,0.0189757,0.00553516,0.0360047,0.0282889,0.0301281,0.0240358,0,0,0.0427022,0.0103034,0.0179017,0.0234499,0.0195061,0.0153836,0.02715,0.0114214,0.013271,0,0.0816665,0,0.00138698,0.00881469,0.00318468,0.00624337,0.010355,0.011658,0.0220396,0.0245545,0,0,0.0189262,0,0.0113333,0.0149191,0.0520132,0.017802,0.0244817,0.0127359,0.0379249,0.0210268,0.0064701,0.0548443,0.00959778,0.00670667,0.0138564,0.00936788,0.0102353,0.0139115,0.00750386,0.00631835,0.0061404,0.00728134,0.0242164,0.026303,0,0,0,0.0641307
113,0.0238062,0.0210342,0,0,0,0.0623611,0.0162017,0.0229849,0.0295488,0,0,0,0,0.0051052,0,0.0189646,0.0056045,0.0365726,0.0264082,0.0304798,0.0232426,0,0,0.0425677,0.0104974,0.0165606,0.0215171,0.0184132,0.0155995,0.0266171,0.0129838,0.0137023,0,0.0774242,0,0.00125631,0.00881893,0.00315611,0.00654387,0.0103613,0.0114271,0.0215338,0.024615,0,0,0.0179283,0,0.0111697,0.0141842,0.0519227,0.0179264,0.0245532,0.0128755,0.0376398,0.0219117,0.00646561,0.0546032,0.00948786,0.00698821,0.0140429,0.00937396,0.0102373,0.0141599,0.00797839,0.00585243,0.00627359,0.00719563,0.0243214,0.0262274,0,0,0,0.0634957
114,0.0237778,0.0210972,0,0,0,0.0587802,0.0162703,0.0230264,0.0294249,0,0,0,0,0.00520596,0,0.0189653,0.00557995,0.0372077,0.0247054,0.0308061,0.0225787,0,0,0.0423936,0.0104672,0.0154578,0.0196292,0.0174652,0.0161617,0.026442,0.0144797,0.0142301,0,0.0719378,0,0.00114236,0.00880329,0.0031267,0.00689797,0.0104454,0.0112547,0.0211033,0.0246888,0,0,0.0170125,0,0.0110629,0.0135114,0.0518861,0.0180802,0.0246247,0.0130225,0.037358,0.0225909,0.00662696,0.0543738,0.00940632,0.00725526,0.0142126,0.00939567,0.010235,0.0144072,0.00872045,0.00568137,0.00655878,0.00714863,0.0244169,0.0262925,0,0,0,0.0627448
115,0.0237255,0.0211103,0,0,0,0.0545895,0.016345,0.0229562,0.0293472,0,0,0,0,0.00543619,0,0.0189985,0.00539899,0.0378033,0.0236399,0.0311275,0.0218568,0,0,0.0421352,0.0105053,0.0145473,0.0179388,0.0165977,0.0169114,0.0265811,0.0157114,0.015151,0,0.0656799,0,0.00105326,0.00880222,0.00307971,0.00736497,0.0105505,0.0109849,0.0207038,0.0247969,0,0,0.016106,0,0.0109297,0.0128662,0.0518547,0.0183244,0.02464,0.0131865,0.0370499,0.0230244,0.00659009,0.0541571,0.00930361,0.00758026,0.0143615,0.00945158,0.010256,0.0147052,0.00949384,0.00571298,0.00678632,0.00708693,0.0244716,0.0264713,0,0,0,0.0619255
116,0.0237637,0.0210483,0,0,0,0.049365,0.0164197,0.0230792,0.0293137,0,0,0,0,0.00569411,0,0.0190132,0.00538809,0.0382654,0.0230645,0.0314274,0.0211276,0,0,0.0417327,0.0105992,0.0138642,0.0166105,0.0158169,0.0177201,0.0265725,0.0167312,0.0163924,0,0.0586839,0,0.00100577,0.00879176,0.00295903,0.00787552,0.0106587,0.0107038,0.0202493,0.0249484,0,0,0.0151081,0,0.0108,0.0121665,0.0518229,0.01853,0.0245993,0.0133202,0.0367127,0.0232646,0.0063098,0.0538847,0.00921436,0.00790252,0.014473,0.00950927,0.0102284,0.0149317,0.0102101,0.00584162,0.00682056,0.00697912,0.0244426,0.0266641,0,0,0,0.0611108
117,0.0238134,0.0209575,0,0,0,0.0426568,0.0165004,0.0231419,0.0294087,0,0,0,0,0.00564785,0,0.0190065,0.00541229,0.0387208,0.0232959,0.0316707,0.0204563,0,0,0.0413126,0.0107568,0.0134806,0.0159477,0.0149931,0.0186458,0.0265245,0.0175939,0.017519,0,0.0508124,0,0.00101677,0.00875605,0.00283134,0.00852374,0.0107835,0.0105263,0.0198332,0.0251802,0,0,0.0140377,0,0.0106721,0.0113848,0.0518318,0.0185974,0.0245458,0.0133958,0.0363638,0.023429,0.00608116,0.0535966,0.00911079,0.00823508,0.0145871,0.00955715,0.0101652,0.0151371,0.0110401,0.00606296,0.0066099,0.00683494,0.0243321,0.0269011,0,0,0,0.0605022
118,0.0238959,0.02078,0,0,0,0.0355386,0.0165336,0.0230202,0.0296588,0,0,0,0,0.00543086,0,0.0190248,0.00508369,0.0391192,0.024781,0.0319035,0.0200767,0,0,0.0408915,0.0109685,0.0135805,0.0159014,0.0146231,0.0196955,0.0265862,0.0182878,0.0184918,0,0.0422949,0,0.00109869,0.00872581,0.00284195,0.00927768,0.0108938,0.010227,0.0195182,0.0255766,0,0,0.0129602,0,0.0105019,0.010579,0.0518326,0.0186174,0.0244925,0.013439,0.0361326,0.0235916,0.0059697,0.0532941,0.0090033,0.00852232,0.0146674,0.00970815,0.0100975,0.0152908,0.0119685,0.00629067,0.006298,0.00669223,0.0241633,0.0272077,0,0,0,0.0600633
119,0.0240239,0.0205079,0,0,0,0.0286802,0.0166046,0.023063,0.0299603,0,0,0,0,0.00523318,0,0.0190973,0.00493109,0.0394683,0.0273838,0.0321526,0.02013,0,0,0.0403993,0.0112286,0.0149098,0.0167913,0.0155089,0.0208701,0.026682,0.0188948,0.0196549,0,0.0342653,0,0.00114553,0.00873684,0.00289781,0.0101803,0.0110663,0.00977948,0.0192667,0.0260877,0,0,0.0118769,0,0.0103654,0.00973238,0.0518168,0.0185547,0.0243248,0.0134232,0.0359078,0.0237233,0.00582795,0.0528962,0.00888595,0.00870527,0.014691,0.00995115,0.00999398,0.0154167,0.012962,0.00652854,0.00601871,0.00648987,0.023931,0.0275721,0,0,0,0.060155
120,0.024254,0.0201533,0,0,0,0.0226746,0.016694,0.0231983,0.0302293,0,0,0,0,0.00537675,0,0.0190739,0.00519075,0.039786,0.0301947,0.0323438,0.0210234,0,0,0.0398826,0.0115003,0.0176933,0.0191423,0.0180705,0.02209,0.0269813,0.0193367,0.0207784,0,0.027889,0,0.00117035,0.00871873,0.00293882,0.0111321,0.0112673,0.00933667,0.0190956,0.0267063,0,0,0.0108021,0,0.0102562,0.00891905,0.0517808,0.0184147,0.0241007,0.013399,0.0357468,0.0238585,0.0055959,0.0524097,0.00880907,0.00880975,0.01465,0.0101923,0.00987408,0.0154335,0.014347,0.00682836,0.00578035,0.00613423,0.0236578,0.0279726,0,0,0,0.0607905
121,0.0245277,0.0198193,0,0,0,0.0186976,0.0168,0.023584,0.0304286,0,0,0,0,0.00573009,0,0.0190585,0.00535891,0.0400844,0.0328555,0.0324647,0.0227174,0,0,0.0394572,0.0117938,0.0210967,0.0230345,0.0215453,0.0232213,0.0273343,0.0195968,0.0216205,0,0.0233484,0,0.00124626,0.00869936,0.00304416,0.0121357,0.011465,0.00892669,0.0190004,0.0274179,0,0,0.0098454,0,0.0101621,0.00817373,0.0517437,0.0183199,0.0238736,0.0133534,0.0357572,0.0240227,0.00531754,0.0518684,0.00876453,0.00877197,0.0145234,0.010433,0.00976603,0.015499,0.0161374,0.00713626,0.00542826,0.00566374,0.0234379,0.0284266,0,0,0,0.0618886
122,0.0247883,0.0195753,0,0,0,0.0166107,0.0168423,0.0244389,0.0304467,0,0,0,0,0.00617902,0,0.0190422,0.00537587,0.0402276,0.0354665,0.032432,0.0247606,0,0,0.0391473,0.0120847,0.0251781,0.0278745,0.0251785,0.0240681,0.0275997,0.0197842,0.0219261,0,0.0201187,0,0.0014311,0.00866932,0.00318567,0.0131072,0.0115858,0.008548,0.0188931,0.028093,0,0,0.00911417,0,0.0100425,0.00752844,0.0516575,0.0185828,0.0236909,0.0132674,0.0359183,0.0242502,0.00510053,0.0513373,0.00868647,0.0085517,0.0143322,0.0106574,0.00970616,0.0155884,0.0177322,0.00738742,0.00490011,0.00540032,0.0235398,0.0288633,0,0,0,0.0631899
123,0.0250533,0.0194821,0,0,0,0.0238872,0.0169335,0.0318732,0.0302686,0,0,0,0,0.00662438,0,0.019018,0.00560599,0.0402008,0.0434639,0.032191,0.0262072,0,0,0.0389385,0.0123627,0.0295385,0.0326144,0.0285536,0.0248037,0.0281961,0.0220606,0.0214356,0,0.0309951,0,0.00168857,0.00868352,0.00338992,0.0138786,0.0116963,0.00836341,0.0187549,0.0286273,0,0,0.00866114,0,0.00995295,0.00708311,0.0515198,0.0189443,0.0235924,0.0131211,0.0361655,0.0245557,0.00501534,0.050937,0.00855727,0.0084057,0.0141855,0.0108706,0.00972523,0.0156547,0.0186513,0.00760158,0.00468834,0.0052327,0.024057,0.0291966,0,0,0,0.0644039
124,0.0252383,0.0194057,0,0,0,0.0335932,0.0168816,0.0400665,0.0299696,0,0,0,0,0.00712012,0,0.0189567,0.00582666,0.0401774,0.0507011,0.0319305,0.027605,0,0,0.0387707,0.0126019,0.0330737,0.0364277,0.0311025,0.0252351,0.028897,0.0247195,0.0218147,0,0.0417293,0,0.00186635,0.00866038,0.00357647,0.0142767,0.0117836,0.00820105,0.0185423,0.0290297,0,0,0.00823438,0,0.00991382,0.00666778,0.0513856,0.0194025,0.0235078,0.0130077,0.0363153,0.0248661,0.00488238,0.05071,0.00839061,0.00841029,0.0141819,0.0110978,0.00986419,0.0158415,0.0190416,0.00786811,0.00471736,0.00516967,0.0243064,0.0294853,0,0,0,0.0651399
125,0.0253214,0.0194182,0,0,0,0.0397679,0.0168251,0.0452833,0.0294989,0,0,0,0,0.00749064,0,0.0188495,0.00603216,0.0403473,0.0548094,0.0317167,0.0287711,0,0,0.038782,0.0127535,0.0350764,0.0387224,0.0320101,0.0251639,0.0291377,0.0258813,0.0221344,0,0.0476548,0,0.00199956,0.00863658,0.0037266,0.0142763,0.0118218,0.00831509,0.0183402,0.0292679,0,0,0.00808752,0,0.00988346,0.00640284,0.0512909,0.0198969,0.0234264,0.0128846,0.0363833,0.0250265,0.00486175,0.0506571,0.00819064,0.00839086,0.0142607,0.0112119,0.0100878,0.0160404,0.0190929,0.00810139,0.0047371,0.00512827,0.0244489,0.0298179,0,0,0,0.065273
126,0.0252604,0.0194218,0,0,0,0.0402592,0.0167338,0.0445761,0.0288338,0,0,0,0,0.00766482,0,0.018763,0.00614592,0.0407688,0.0537726,0.0316131,0.0293826,0,0,0.0389757,0.0127551,0.035608,0.039549,0.0318286,0.0248522,0.0289024,0.0248554,0.0217376,0,0.0467778,0,0.00200396,0.00861106,0.00383541,0.0139831,0.0118265,0.00863059,0.0181565,0.0292848,0,0,0.00817257,0,0.00986511,0.00624281,0.0512282,0.020435,0.0233073,0.0127765,0.0363608,0.0251935,0.00490813,0.0507449,0.00798276,0.00825293,0.0143621,0.0111023,0.0103925,0.0162139,0.0190905,0.00830912,0.00457103,0.00515401,0.0246054,0.0301832,0,0,0,0.0646697
127,0.0251257,0.0194592,0,0,0,0.0353598,0.0166571,0.0396447,0.0281943,0,0,0,0,0.00785477,0,0.0187542,0.00616312,0.0411676,0.0486335,0.0316156,0.0292009,0,0,0.0393252,0.0126301,0.0350796,0.039289,0.0305776,0.0246257,0.0285126,0.0225111,0.0211765,0,0.040527,0,0.00197335,0.00866093,0.00395708,0.0134341,0.0118329,0.0092041,0.0180053,0.0290669,0,0,0.00838416,0,0.00988032,0.00625667,0.0510917,0.0209929,0.0232297,0.0126042,0.0364296,0.0252975,0.00479708,0.0509845,0.00769564,0.00792921,0.0143753,0.0108274,0.0107896,0.0163068,0.0190382,0.00843816,0.00471801,0.00510833,0.0248584,0.0301756,0,0,0,0.0634434
128,0.0249251,0.0194699,0,0,0,0.0270632,0.0166373,0.0325936,0.0277897,0,0,0,0,0.00820504,0,0.0187963,0.00616046,0.0413917,0.0405973,0.0316972,0.0282711,0,0,0.0397411,0.0123973,0.0339059,0.0382689,0.0283818,0.0245785,0.0281948,0.0201134,0.0212115,0,0.029689,0,0.00208201,0.00871768,0.00415663,0.0128457,0.0118206,0.00993778,0.0179096,0.0286666,0,0,0.00862573,0,0.00989478,0.00632463,0.0508739,0.0215884,0.0232286,0.0123906,0.0365652,0.0252872,0.00440345,0.0512655,0.00730792,0.00744415,0.0143494,0.0104241,0.0112262,0.0165047,0.0190179,0.00849575,0.00488036,0.00504627,0.0250731,0.0297496,0,0,0,0.0619426
129,0.0247063,0.0193998,0,0,0,0.0215297,0.0166662,0.0275402,0.0276294,0,0,0,0,0.00858307,0,0.0188037,0.00635897,0.0414356,0.0341308,0.0317091,0.0267463,0,0,0.0401412,0.0121436,0.032404,0.0368414,0.0256171,0.0243687,0.0283053,0.0192459,0.0216093,0,0.0213767,0,0.00238153,0.00874018,0.00435631,0.0122349,0.0118042,0.0107885,0.0178632,0.0281795,0,0,0.00887819,0,0.00990341,0.00632777,0.0505996,0.0222429,0.0232774,0.012102,0.0366694,0.0252766,0.0038778,0.0515145,0.00685481,0.00678815,0.0142962,0.0099304,0.0116986,0.0165646,0.0191031,0.00863644,0.0049642,0.00507597,0.0250869,0.0293344,0,0,0,0.0605997
130,0.0245238,0.0191948,0,0,0,0.0200735,0.01666,0.0260344,0.0277709,0,0,0,0,0.00892523,0,0.0187557,0.00667054,0.0413017,0.031706,0.0316386,0.0250712,0,0,0.0405143,0.0120843,0.0308043,0.0351299,0.0228526,0.0238364,0.0283679,0.01933,0.0212737,0,0.0202955,0,0.00285041,0.00872436,0.00448177,0.0118871,0.0117777,0.0117015,0.0179339,0.0278346,0,0,0.00901893,0,0.00992172,0.00635224,0.0503536,0.0225427,0.023351,0.0115962,0.0367578,0.0252898,0.00331956,0.0517273,0.00639198,0.00580224,0.0142432,0.00936988,0.0121364,0.0163644,0.0193923,0.00879472,0.00529125,0.00521692,0.0248737,0.029171,0,0,0,0.0596344
131,0.0244149,0.0189586,0,0,0,0.0191005,0.0166504,0.0248709,0.0280559,0,0,0,0,0.00926537,0,0.0186822,0.00679059,0.0410282,0.0296693,0.0315334,0.0238622,0,0,0.0408051,0.0121142,0.0291813,0.0335432,0.020408,0.0232846,0.0280862,0.0191666,0.0209234,0,0.0200713,0,0.00333763,0.00869573,0.00457105,0.0119767,0.0117629,0.0126915,0.0180382,0.027592,0,0,0.00906748,0,0.00993631,0.00636727,0.0502335,0.0225218,0.0233825,0.0108221,0.0367302,0.0253494,0.00258786,0.0519304,0.00582263,0.00442011,0.0141901,0.00876526,0.0125193,0.0159773,0.0200097,0.00896402,0.00575409,0.00534367,0.0245146,0.0291358,0,0,0,0.0590186
132,0.0243053,0.0188006,0,0,0,0.0190692,0.0165733,0.0238451,0.0282716,0,0,0,0,0.00963265,0,0.018596,0.0068374,0.0407941,0.026669,0.0313369,0.0233533,0,0,0.0411079,0.0121298,0.0275586,0.032217,0.0189304,0.0225698,0.0273097,0.0187922,0.0205495,0,0.0209454,0,0.00366467,0.00867435,0.00458584,0.0121534,0.0117886,0.0138581,0.0182594,0.0272676,0,0,0.00918938,0,0.00993304,0.0062569,0.0502272,0.0225077,0.0232733,0.00986712,0.0366076,0.0254205,0.00243598,0.0521975,0.00512901,0.00268805,0.0141173,0.00818062,0.012847,0.0154831,0.0207148,0.00921863,0.00549237,0.00543214,0.0241242,0.0290778,0,0,0,0.0586717
133,0.0240972,0.0185932,0,0,0,0.0186058,0.016478,0.0231936,0.0283288,0,0,0,0,0.00969595,0,0.0185704,0.00689693,0.0404278,0.0218629,0.031109,0.023357,0,0,0.0416381,0.0120195,0.0258233,0.0310095,0.0185597,0.0209529,0.0259586,0.0180737,0.0199078,0,0.0223536,0,0.00419609,0.00870242,0.00465064,0.0121017,0.0117457,0.0151862,0.0187644,0.0267361,0,0,0.00956799,0,0.0099401,0.00644611,0.0500982,0.0223738,0.022974,0.00900317,0.0365782,0.0255344,0.00327934,0.0526003,0.00466563,0.00154435,0.0139062,0.00777087,0.0130007,0.0147417,0.0207401,0.00964648,0.00513389,0.00548596,0.0238922,0.0289242,0,0,0,0.0583212
134,0.0237081,0.0182261,0,0,0,0.0167238,0.016337,0.0215268,0.0281104,0,0,0,0,0.00963086,0,0.0184839,0.00696394,0.039838,0.0158732,0.030743,0.0235489,0,0,0.0421082,0.0116967,0.024028,0.0296671,0.0186976,0.0189671,0.0248567,0.017131,0.0182756,0,0.022302,0,0.00463716,0.0087432,0.00479218,0.0121317,0.0116716,0.0167234,0.0195536,0.0259646,0,0,0.0102318,0,0.0100088,0.0069237,0.0499083,0.0219593,0.0225687,0.00846428,0.0366532,0.0256762,0.00473493,0.053262,0.00475011,0.00341348,0.0136024,0.0076877,0.0129072,0.0138279,0.020494,0.0101268,0.00495075,0.00558831,0.023824,0.0285435,0,0,0,0.0577755
135,0.0233693,0.0175524,0,0,0,0.0155779,0.0161623,0.0171107,0.0277659,0,0,0,0,0.00966338,0,0.0183627,0.00704496,0.0393816,0.0117008,0.0301944,0.0236707,0,0,0.0424077,0.0113445,0.0225629,0.0286465,0.0191243,0.0183262,0.0248889,0.0163755,0.0157657,0,0.021412,0,0.00500898,0.00876897,0.0050247,0.0125212,0.0115433,0.0185248,0.0207845,0.0251482,0,0,0.011085,0,0.0100528,0.00734763,0.0496662,0.0213888,0.0221034,0.00827483,0.0368641,0.0258193,0.00630678,0.0540821,0.00548727,0.00575449,0.0135312,0.00793458,0.012626,0.0134046,0.0203408,0.0104727,0.00483383,0.00578609,0.0238437,0.0280434,0,0,0,0.0575472
136,0.0231306,0.016482,0,0,0,0.0172642,0.016088,0.0126068,0.0272475,0,0,0,0,0.00980261,0,0.0183119,0.00706792,0.0395416,0.0125872,0.0296622,0.0237109,0,0,0.042405,0.0112889,0.0220521,0.0280064,0.0192867,0.0189564,0.0250553,0.0154998,0.0134756,0,0.0225987,0,0.00534419,0.00879209,0.00533495,0.0133395,0.0113579,0.0203553,0.022243,0.0244917,0,0,0.0118725,0,0.0101224,0.0077064,0.0493083,0.0202569,0.0215779,0.00843567,0.0370106,0.0258831,0.00766387,0.0549901,0.00656941,0.00795218,0.0138913,0.00828421,0.0123192,0.0140477,0.0203258,0.0105845,0.00506775,0.00597442,0.023731,0.0274475,0,0,0,0.058031
137,0.0229927,0.015301,0,0,0,0.0195985,0.016124,0.0105381,0.0266621,0,0,0,0,0.0102833,0,0.0183106,0.00708386,0.0401799,0.0154984,0.0293645,0.0238755,0,0,0.0421848,0.0118318,0.0217552,0.0271911,0.0186496,0.0194693,0.0249751,0.0145892,0.0120893,0,0.0253932,0,0.00577529,0.00878037,0.00550924,0.0139697,0.0111334,0.0218368,0.0237446,0.0240202,0,0,0.0124752,0,0.0102654,0.00811243,0.0490437,0.0183893,0.0211514,0.00894824,0.037045,0.0259264,0.00891491,0.0560689,0.00788476,0.0100758,0.0145078,0.00856366,0.0122469,0.0153889,0.0194668,0.010419,0.00574764,0.00627305,0.0234609,0.0267819,0,0,0,0.0587491
138,0.0229588,0.0142814,0,0,0,0.0209314,0.0161918,0.0103947,0.0260971,0,0,0,0,0.0112572,0,0.0184029,0.00729425,0.0405046,0.018331,0.0291835,0.0236299,0,0,0.0419737,0.0129638,0.0204374,0.0254562,0.0181839,0.0193382,0.024891,0.0140898,0.0118233,0,0.027913,0,0.00640475,0.00879065,0.00564281,0.0144463,0.0109136,0.022671,0.0252311,0.0237649,0,0,0.0128665,0,0.0104465,0.00857287,0.0488609,0.0159636,0.0208747,0.00988879,0.0369172,0.0259736,0.0101346,0.057342,0.00935259,0.0119363,0.014938,0.00892569,0.012266,0.0166239,0.0177598,0.0100325,0.00633163,0.00668831,0.0230359,0.0261711,0,0,0,0.0587185
139,0.0230465,0.0133514,0,0,0,0.0222811,0.0162821,0.0109865,0.0256702,0,0,0,0,0.012511,0,0.0185219,0.00758029,0.0405106,0.0205814,0.0289675,0.0229571,0,0,0.0419222,0.0145079,0.0182267,0.0234076,0.0178793,0.0189954,0.0246696,0.0140421,0.012418,0,0.0305093,0,0.00721673,0.00881714,0.00573513,0.0139691,0.0107297,0.0226312,0.0266562,0.0237948,0,0,0.0130197,0,0.0106004,0.0089166,0.0486643,0.0132984,0.0207834,0.0111741,0.0365244,0.0260382,0.0114392,0.0587132,0.0109136,0.0131634,0.014962,0.00931162,0.0121934,0.0170899,0.016082,0.00957417,0.00679457,0.00696442,0.0223769,0.0258315,0,0,0,0.0578063
