Timestep,,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,R5FT
155,0,0.023461,0.0451817,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424457,0,0.0298684,0.0688761,0,0,0.0251698,0,0,0.0543983,0.0389712,0.0475733,0.0160658,0.017275,0.0295972,0.0436865,0.0290502,0.0423747,0.0713001,0.0593495,0.0595659,0.0562933,0.0551515,0.0554614,0.019988,0.0446103,0.0123463,0.0196741,0,0.0171463,0.0572575,0.0118779,0,0,0.0156115,0,0,0.0359962,0.0479009,0.0474086,0.00575219,0.016725,0.0437266,0.0238693,0.0741069,0.0918701,0.0590895,0.0346264,0.0605484,0.0469053,0.0416367,0.0587808,0.0877366,0.0196514,0.0124485,0.013986,0.0287702,0.0291482,0,0,0,0
156,0,0.0234808,0.0450864,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408249,0,0.0301911,0.0687924,0,0,0.0254925,0,0,0.0547729,0.0384563,0.0491342,0.0163731,0.0166704,0.0296744,0.0439621,0.0290908,0.042486,0.0714598,0.0592598,0.0591298,0.0559245,0.0548207,0.0550571,0.0220989,0.0444331,0.0121444,0.020145,0,0.0169873,0.0566501,0.0120439,0,0,0.0158148,0,0,0.0360181,0.0478705,0.0476736,0.00559926,0.0168198,0.0440914,0.0243794,0.0738811,0.0919731,0.0591822,0.0342753,0.0605355,0.046955,0.0415987,0.0587234,0.0887579,0.0191753,0.0125802,0.0138201,0.0289826,0.029224,0,0,0,0
157,0,0.0234562,0.0450456,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391149,0,0.0304852,0.0687351,0,0,0.0257365,0,0,0.0551296,0.0380344,0.0505603,0.0167265,0.0159051,0.0297515,0.0442259,0.0292403,0.0425441,0.0716231,0.0592488,0.0587106,0.0556234,0.0545994,0.0547427,0.0246519,0.0443696,0.0120242,0.0205024,0,0.0168384,0.0565018,0.012221,0,0,0.016034,0,0,0.03607,0.0478468,0.0476805,0.00552933,0.0168571,0.044399,0.0249189,0.0736938,0.092159,0.0594796,0.0338984,0.0602464,0.0470769,0.0416111,0.0586784,0.0893382,0.0187389,0.0126948,0.0136686,0.0291746,0.0293155,0,0,0,0
158,0,0.0233512,0.0449759,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373391,0,0.0307115,0.0689131,0,0,0.0259816,0,0,0.0554066,0.0377232,0.0519051,0.0169779,0.0149856,0.0298893,0.0443978,0.0294341,0.0425917,0.0717662,0.0592812,0.0583744,0.0553069,0.0544188,0.0544246,0.0277458,0.0444131,0.0119558,0.0207778,0,0.0166901,0.0565475,0.0124627,0,0,0.0162973,0,0,0.0361353,0.0478161,0.0474355,0.00540903,0.0168024,0.0446749,0.0255363,0.0735467,0.0923524,0.0598613,0.0334929,0.0599136,0.047223,0.0417075,0.0586444,0.0894565,0.0183573,0.0127627,0.0135374,0.0293418,0.0294103,0,0,0,0
159,0,0.0232236,0.0449291,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356314,0,0.0308673,0.0689333,0,0,0.0262531,0,0,0.0556204,0.0374504,0.0531894,0.0172997,0.014004,0.0300285,0.044519,0.0297578,0.0426434,0.0719727,0.0593631,0.0580834,0.0548972,0.0541008,0.0540872,0.0314553,0.0444308,0.0119324,0.0209491,0,0.0165759,0.0565246,0.0127612,0,0,0.0165783,0,0,0.0362628,0.0477887,0.0470894,0.00525354,0.0167423,0.0449174,0.0262542,0.0732254,0.0924325,0.0601855,0.0331931,0.0597979,0.0473823,0.041885,0.0586637,0.089227,0.0179143,0.0128503,0.0133824,0.0295512,0.0294937,0,0,0,0
160,0,0.02309,0.0449801,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340958,0,0.0309999,0.0688778,0,0,0.0264719,0,0,0.055803,0.0371706,0.0543496,0.0177148,0.0129531,0.0301633,0.0447567,0.0302075,0.0427252,0.072237,0.0594907,0.0577642,0.0543911,0.0535815,0.0536017,0.035784,0.0442439,0.012004,0.0209541,0,0.0164926,0.0564302,0.0130335,0,0,0.0168814,0,0,0.0364165,0.0476937,0.046796,0.00507681,0.0167033,0.0451461,0.0270433,0.0729584,0.0923708,0.0603564,0.0330321,0.0598261,0.0475229,0.0420479,0.0587867,0.0888819,0.0175012,0.0129328,0.0131841,0.029848,0.029555,0,0,0,0
161,0,0.0229549,0.0450721,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328468,0,0.0310947,0.0688491,0,0,0.0266451,0,0,0.055959,0.0368544,0.0551397,0.0180255,0.0119228,0.0303386,0.0448932,0.0307655,0.0428566,0.0726055,0.0597062,0.0570987,0.0539014,0.0529472,0.0529692,0.0405494,0.0440432,0.0121861,0.0208197,0,0.0164504,0.0562707,0.0132803,0,0,0.0171701,0,0,0.0365503,0.0475061,0.0465846,0.00490549,0.0166732,0.0453451,0.0279545,0.0727592,0.0922145,0.0603608,0.0330325,0.0599349,0.0476473,0.0421713,0.0589722,0.0886199,0.01711,0.0130242,0.0129998,0.030218,0.0296199,0,0,0,0
162,0,0.0228235,0.0451952,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317187,0,0.0312734,0.0687878,0,0,0.0267405,0,0,0.0560455,0.0366219,0.0554868,0.0183496,0.0109028,0.0305835,0.0449785,0.0313568,0.0430111,0.0729952,0.0599773,0.056502,0.0533673,0.0523378,0.0523464,0.0453325,0.0439481,0.0123845,0.020581,0,0.0164159,0.0561819,0.0135317,0,0,0.0174482,0,0,0.0366523,0.0472664,0.0465361,0.00483314,0.0166367,0.0454716,0.0289019,0.0726075,0.0921039,0.0601924,0.0330456,0.0600367,0.0477513,0.0422477,0.0590397,0.0887337,0.0167707,0.0131056,0.0128053,0.0305908,0.0296702,0,0,0,0
163,0,0.0226476,0.045289,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307501,0,0.0314758,0.06872,0,0,0.02675,0,0,0.0561263,0.0364589,0.0553176,0.0186061,0.00991764,0.0310546,0.0450157,0.0319643,0.0431964,0.0734138,0.0603288,0.0559014,0.0528325,0.0518963,0.051916,0.050583,0.0438747,0.0125942,0.0202957,0,0.0163778,0.0563821,0.013786,0,0,0.0177292,0,0,0.0366805,0.0470492,0.0465736,0.00481062,0.0165652,0.0455621,0.0298975,0.0724816,0.0921075,0.0600472,0.0330768,0.0601093,0.0478068,0.0423069,0.0588935,0.0890309,0.0164555,0.0131821,0.0125735,0.0309385,0.029722,0,0,0,0
164,0,0.0224909,0.045393,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302829,0,0.0317572,0.0686424,0,0,0.0267552,0,0,0.0562083,0.0363875,0.0549025,0.0187788,0.00912121,0.0316928,0.0450669,0.0325842,0.0434291,0.0739162,0.0607521,0.0555568,0.0523498,0.0517244,0.0517404,0.0565332,0.0437333,0.012767,0.0201113,0,0.0163394,0.0564053,0.0139426,0,0,0.017982,0,0,0.0366187,0.0468132,0.046628,0.00476471,0.0165309,0.0456243,0.0309102,0.0724451,0.092071,0.059953,0.0330477,0.0601179,0.0478632,0.0423689,0.0588115,0.0893375,0.0162079,0.0133188,0.0123795,0.0312712,0.0298035,0,0,0,0
165,0,0.0223676,0.0454795,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303584,0,0.031983,0.0685471,0,0,0.0267384,0,0,0.0562778,0.0365092,0.0548403,0.0189776,0.00847353,0.0320201,0.045132,0.0331557,0.0435965,0.0744314,0.0612212,0.0553456,0.0520315,0.0517713,0.0518312,0.0630987,0.043549,0.0127114,0.0201177,0,0.0162841,0.0562361,0.0141159,0,0,0.0182738,0,0,0.0365621,0.0465293,0.0466496,0.00465571,0.016546,0.0457311,0.0318885,0.0721714,0.0919503,0.0599099,0.0328855,0.0601063,0.0479556,0.0424455,0.0588204,0.0895972,0.0159788,0.0135329,0.0122166,0.0315572,0.0299714,0,0,0,0
166,0,0.0222133,0.0455314,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309508,0,0.0322695,0.0684586,0,0,0.0266651,0,0,0.056361,0.0367737,0.0554157,0.0192462,0.00791341,0.0321184,0.0452219,0.0336514,0.0436773,0.0747725,0.0615774,0.0552351,0.0518468,0.051802,0.0519361,0.0689222,0.0433999,0.0125687,0.0202198,0,0.016253,0.0565482,0.014361,0,0,0.0185056,0,0,0.0365501,0.0462619,0.0466392,0.0046317,0.016592,0.0458818,0.0328162,0.071914,0.0918287,0.0599564,0.0326526,0.0600839,0.048042,0.042528,0.0588641,0.0897287,0.0157461,0.013667,0.0121208,0.0316742,0.030257,0,0,0,0
167,0,0.0221205,0.0455801,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315607,0,0.0326195,0.0681841,0,0,0.0265899,0,0,0.056471,0.0370109,0.0565595,0.019496,0.00744326,0.0322429,0.0453709,0.034077,0.0435729,0.0749631,0.061892,0.0550961,0.05172,0.0516852,0.0518946,0.0732358,0.0432656,0.0123691,0.0204184,0,0.0162119,0.0566915,0.0145796,0,0,0.0186899,0,0,0.036478,0.0460097,0.0465976,0.00460505,0.0166621,0.0459763,0.03361,0.0717247,0.0917441,0.0600574,0.0323742,0.0600744,0.0481216,0.0425898,0.0588902,0.0897746,0.0156927,0.0138018,0.0120428,0.0317273,0.0306421,0,0,0,0
168,0,0.0220079,0.0455408,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321136,0,0.033036,0.0678264,0,0,0.0254855,0,0,0.0563113,0.0370919,0.0579305,0.0196446,0.00708408,0.032441,0.0461601,0.0343592,0.0433064,0.0750281,0.0621059,0.0549468,0.0516692,0.051707,0.0519038,0.0764571,0.042667,0.0121917,0.0197459,0,0.0161256,0.0565241,0.0147916,0,0,0.0189814,0,0,0.0362734,0.0457281,0.0465153,0.00451885,0.016759,0.0459549,0.0342129,0.0713212,0.0916804,0.0600918,0.0320713,0.0600965,0.0482076,0.0426568,0.0589356,0.0898324,0.0156769,0.0138741,0.0119445,0.0317976,0.031098,0,0,0,0
169,0,0.0220004,0.0453713,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326703,0,0.0333889,0.0677225,0,0,0.0250989,0,0,0.0563634,0.0369778,0.059265,0.0197194,0.00646723,0.0326671,0.0465574,0.0345264,0.0430996,0.0750155,0.0622213,0.0549054,0.0517174,0.0520074,0.0521852,0.0790314,0.0423481,0.0121969,0.0195029,0,0.0160566,0.0565918,0.0149987,0,0,0.0190757,0,0,0.0360485,0.0454578,0.0464035,0.0044186,0.0169199,0.0459353,0.0345772,0.0710653,0.0916921,0.0601239,0.0317634,0.0600464,0.0481885,0.0426506,0.0589358,0.0899985,0.0156527,0.0140968,0.0119644,0.031801,0.0315995,0,0,0,0
170,0,0.0220171,0.0452427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331406,0,0.0337339,0.0675505,0,0,0.0248301,0,0,0.0564428,0.0367617,0.0604485,0.0197633,0.00587385,0.0328781,0.0468607,0.0345691,0.0429467,0.0748707,0.0622024,0.0550518,0.0519561,0.0525867,0.0527686,0.0810715,0.0422166,0.012042,0.0195192,0,0.0160396,0.0568331,0.0151622,0,0,0.019157,0,0,0.035765,0.0452853,0.0462818,0.00428223,0.0171144,0.0459205,0.0349492,0.0710257,0.0917224,0.0602039,0.0315175,0.059939,0.0481407,0.0426406,0.0589222,0.0902425,0.0156811,0.0143347,0.0120127,0.0317926,0.0321092,0,0,0,0
171,0,0.0220718,0.0451489,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336703,0,0.03389,0.0673444,0,0,0.0246128,0,0,0.056561,0.0365336,0.0614378,0.0197759,0.00541289,0.0331181,0.0470808,0.0345303,0.0428862,0.0746814,0.062139,0.0552852,0.0522641,0.0532653,0.0535027,0.0830951,0.0421458,0.0119433,0.0195707,0,0.0160049,0.0570837,0.0152983,0,0,0.019107,0,0,0.0354713,0.045185,0.0461645,0.0041355,0.0172846,0.0459115,0.035238,0.0712272,0.091733,0.0603122,0.0312588,0.0598499,0.04811,0.0426431,0.0588978,0.0905247,0.0157256,0.0147308,0.0121114,0.0317483,0.0326135,0,0,0,0
172,0,0.0221912,0.0450603,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034356,0,0.033915,0.0673321,0,0,0.0244484,0,0,0.0566117,0.0362595,0.0622277,0.0198198,0.00513792,0.0333527,0.0472856,0.0343488,0.0425635,0.0744766,0.0620495,0.0554835,0.0525184,0.0538533,0.054214,0.0851938,0.0420078,0.011862,0.0195878,0,0.0159071,0.0573258,0.0154483,0,0,0.0190534,0,0,0.0350863,0.0450453,0.0460533,0.00403564,0.017486,0.0459033,0.0353245,0.0713203,0.0917282,0.0603706,0.0309606,0.0597932,0.0481003,0.0426471,0.0588451,0.0908284,0.0157916,0.0151496,0.0121831,0.0316978,0.0330782,0,0,0,0
173,0,0.0223004,0.0449579,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349965,0,0.0339222,0.0674736,0,0,0.0242933,0,0,0.0565839,0.0360301,0.0630331,0.0197248,0.00487284,0.033554,0.0474695,0.0339717,0.042211,0.0742315,0.0619271,0.0556706,0.0528225,0.0542932,0.0547985,0.0869553,0.0418029,0.0117844,0.0195347,0,0.0157167,0.0574825,0.0155783,0,0,0.0190054,0,0,0.0347604,0.0449066,0.0459544,0.00392428,0.0177116,0.0459011,0.0355303,0.0713348,0.0916908,0.0603365,0.0306751,0.0597597,0.0480941,0.0426623,0.0588014,0.0911668,0.015791,0.0156224,0.0122918,0.0316806,0.0335055,0,0,0,0
174,0,0.0224009,0.0448435,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357561,0,0.034,0.0671897,0,0,0.024094,0,0,0.056633,0.0358031,0.0637983,0.0196343,0.00462661,0.0337752,0.0475663,0.033672,0.0419644,0.0740043,0.0618195,0.0558184,0.0530432,0.0546032,0.0552386,0.0888248,0.0415972,0.0117526,0.0194368,0,0.0154433,0.057519,0.0157093,0,0,0.0189,0,0,0.0345799,0.0447771,0.0456802,0.00380489,0.0180452,0.0458578,0.0358412,0.0712784,0.0916514,0.0601706,0.0304818,0.0597153,0.048082,0.0427074,0.0588228,0.0913991,0.0158311,0.0160703,0.0124232,0.0316566,0.0339154,0,0,0,0
175,0,0.0224385,0.0450749,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293819,0,0.0401095,0.0654259,0,0,0.0242921,0,0,0.0571166,0.0367148,0.0682654,0.0197184,0.00944966,0.034222,0.048173,0.034052,0.0427031,0.075093,0.0630565,0.0546354,0.0505412,0.0550336,0.0566142,0.0776416,0.041856,0.0111071,0.0189308,0,0.0203137,0.0589961,0.0155207,0,0,0.0186668,0,0,0.0341736,0.0436536,0.0436863,0.00266835,0.022631,0.0451742,0.0360931,0.0737263,0.0931387,0.0578203,0.0294803,0.0590953,0.0497315,0.0436133,0.0586401,0.0822536,0.0151828,0.0171525,0.0131347,0.0318199,0.0344943,0,0,0,0
176,0,0.0226184,0.044919,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295492,0,0.0407237,0.0652299,0,0,0.0242056,0,0,0.057144,0.0365583,0.0692313,0.0198609,0.0097743,0.034571,0.0482312,0.0339638,0.0425998,0.0749202,0.0628824,0.0546971,0.0505715,0.0553244,0.0570452,0.0787813,0.0417026,0.0112145,0.0188964,0,0.0200898,0.0592875,0.0159228,0,0,0.0187185,0,0,0.0341547,0.0435115,0.0434728,0.00254131,0.0226899,0.0451956,0.0364807,0.0735829,0.0931489,0.0579266,0.0292976,0.0590385,0.0495802,0.043503,0.0586881,0.082426,0.0152972,0.0174959,0.0132578,0.0317451,0.0348542,0,0,0,0
177,0,0.0227848,0.0447522,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380099,0,0.0345786,0.0663894,0,0,0.0236513,0,0,0.0567697,0.0352783,0.0661104,0.0195325,0.00471966,0.034741,0.0478046,0.0332731,0.0416111,0.0734326,0.0612057,0.0561171,0.0534233,0.0551563,0.0560937,0.0937663,0.0411718,0.0119502,0.0189439,0,0.0151492,0.058484,0.0163983,0,0,0.0189639,0,0,0.0342747,0.0442793,0.0454971,0.00333105,0.0188368,0.0456352,0.0370476,0.0711146,0.0918211,0.0602266,0.0298133,0.059353,0.0478574,0.04253,0.0587252,0.0912156,0.0158372,0.0173852,0.0130228,0.0315622,0.0348831,0,0,0,0
178,0,0.0229119,0.0447901,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387709,0,0.0347773,0.0659864,0,0,0.0234848,0,0,0.0566635,0.0351016,0.0669185,0.0194318,0.00482938,0.0350619,0.0480055,0.0330662,0.0414953,0.0732065,0.0608815,0.0562585,0.0534829,0.055388,0.0564226,0.0952497,0.0409858,0.0122162,0.0184737,0,0.0149645,0.0589921,0.0165106,0,0,0.0191272,0,0,0.0341629,0.0441329,0.045411,0.00306306,0.0190862,0.0455539,0.0376016,0.0710638,0.0918843,0.0602986,0.02967,0.0592073,0.0477888,0.0424742,0.0586494,0.0907957,0.0157995,0.0177228,0.0132201,0.0315004,0.0351351,0,0,0,0
179,0,0.0230953,0.0449582,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306031,0,0.0419669,0.0640503,0,0,0.0242606,0,0,0.0572086,0.0360605,0.0719724,0.0195854,0.0105942,0.0355291,0.0484207,0.033397,0.0424712,0.074322,0.0619057,0.0552162,0.0508637,0.0562932,0.058343,0.0824843,0.0415327,0.0107766,0.019142,0,0.0199171,0.0608647,0.0162999,0,0,0.01926,0,0,0.0338456,0.0429349,0.0429785,0.00161985,0.0232908,0.0448808,0.0379577,0.0733791,0.0932807,0.0581585,0.0288674,0.0585708,0.0493739,0.0432983,0.0584705,0.0815103,0.0152615,0.0184495,0.0137902,0.0315593,0.0356506,0,0,0,0
180,0,0.0232619,0.0450566,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310488,0,0.0423536,0.0635689,0,0,0.0241977,0,0,0.0572905,0.0357506,0.0729449,0.019504,0.0111558,0.0359595,0.0484589,0.0331901,0.0426035,0.0741089,0.0614756,0.0555572,0.0511611,0.0567874,0.0589836,0.0838805,0.0414742,0.0108239,0.0190383,0,0.0201193,0.0614115,0.0164006,0,0,0.0193876,0,0,0.0337643,0.0427908,0.0428128,0.0011957,0.0235275,0.0447318,0.0383359,0.0733048,0.0932952,0.0582075,0.0288044,0.0583816,0.0493211,0.0432235,0.0583754,0.0811944,0.0152848,0.0187642,0.013949,0.0315195,0.0358984,0,0,0,0
181,0,0.0235064,0.0449778,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322117,0,0.0420562,0.0624885,0,0,0.0243137,0,0,0.0573477,0.0356698,0.072611,0.0196195,0.0122329,0.0369035,0.0487011,0.0327494,0.0427402,0.0739662,0.0610429,0.0561338,0.0516864,0.0572477,0.0595675,0.0851217,0.0413664,0.0108942,0.0191234,0,0.0193815,0.0625994,0.0165282,0,0,0.0197499,0,0,0.0335433,0.0421798,0.0404998,0.000504281,0.0246876,0.0445416,0.0383431,0.0740245,0.0936013,0.0573875,0.029215,0.0582533,0.0496568,0.0433685,0.058503,0.0793566,0.0154532,0.0189297,0.0140687,0.0313821,0.0363476,0,0,0,0
182,0,0.0236891,0.0449722,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326083,0,0.04235,0.0621472,0,0,0.0242616,0,0,0.0572996,0.0351633,0.073439,0.0194115,0.0128363,0.037512,0.0486766,0.0321992,0.042869,0.073845,0.0605536,0.0566384,0.0521212,0.0578719,0.060345,0.0863052,0.0412905,0.0108378,0.0191023,0,0.0194243,0.063139,0.0166683,0,0,0.0198311,0,0,0.0334626,0.0419743,0.0404834,0.000510484,0.0249006,0.0443199,0.0386078,0.0739955,0.0936618,0.0574423,0.0292368,0.0580596,0.0495361,0.043243,0.0583661,0.0790761,0.0154187,0.0191767,0.0142261,0.0313655,0.0365704,0,0,0,0
183,0,0.023906,0.0448957,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329831,0,0.0425082,0.0618306,0,0,0.0243741,0,0,0.0574581,0.0346429,0.0741351,0.0192174,0.0133618,0.0382508,0.0486026,0.0316877,0.0430193,0.0737264,0.0600415,0.0571134,0.0525688,0.058447,0.0610571,0.087354,0.0413631,0.0106821,0.0192916,0,0.0195965,0.063653,0.0167621,0,0,0.0197625,0,0,0.0334179,0.0416929,0.0405528,0.000906425,0.0250698,0.0440945,0.0387101,0.0740249,0.0938179,0.0575188,0.029151,0.0578846,0.0494242,0.0430835,0.0582027,0.0785676,0.0152448,0.0195911,0.0144432,0.0313086,0.0368704,0,0,0,0
184,0,0.024038,0.0449205,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324024,0,0.0433313,0.062169,0,0,0.0241163,0,0,0.0573302,0.0337947,0.0761489,0.0188027,0.0134641,0.0384117,0.0483377,0.0312653,0.0433101,0.0736133,0.0595816,0.0575248,0.052947,0.0591451,0.0619454,0.0881963,0.0413668,0.0106069,0.0190909,0,0.0204877,0.0633217,0.0166406,0,0,0.0195608,0,0,0.0335276,0.0421422,0.0429304,0.000721044,0.0242801,0.0437919,0.039128,0.0733182,0.0935975,0.0584153,0.0287294,0.0576502,0.0487809,0.0426726,0.0578458,0.079761,0.0150136,0.0198681,0.0145432,0.0314106,0.0368692,0,0,0,0
185,0,0.0243323,0.0445584,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330788,0,0.0426268,0.0612337,0,0,0.0241004,0,0,0.0571367,0.033627,0.0748619,0.0190316,0.0151224,0.0393066,0.04869,0.0306746,0.043848,0.0734471,0.0590839,0.0583199,0.0536698,0.0596285,0.0625321,0.0880372,0.0411423,0.0109038,0.0190146,0,0.0195341,0.064318,0.0167046,0,0,0.0200886,0,0,0.0333202,0.0415918,0.0406733,0.00159999,0.0252179,0.0432693,0.0389152,0.0740101,0.0938551,0.0575923,0.0291779,0.0575695,0.0489046,0.0427156,0.0581042,0.0779069,0.0152629,0.0197575,0.014472,0.0313324,0.0373584,0,0,0,0
186,0,0.0246594,0.0443204,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330813,0,0.0426253,0.0609911,0,0,0.0242137,0,0,0.0570422,0.0333407,0.074637,0.0190448,0.015653,0.0399724,0.0486962,0.0301922,0.0441208,0.0732421,0.0586597,0.0588708,0.0541495,0.0602556,0.0632192,0.0880181,0.0413095,0.0107815,0.0188218,0,0.0196854,0.0647445,0.0167841,0,0,0.0203399,0,0,0.0332204,0.0413732,0.0403719,0.0021006,0.0250461,0.0430386,0.0388629,0.0738078,0.0938927,0.057893,0.0289256,0.0575141,0.0486626,0.0425289,0.0580899,0.0776923,0.0152109,0.0198122,0.0145046,0.0312475,0.0377944,0,0,0,0
187,0,0.0246831,0.0445418,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329464,0,0.0420773,0.0610025,0,0,0.0239564,0,0,0.0569756,0.0327007,0.0743342,0.0186044,0.0160957,0.0402345,0.0485161,0.0299209,0.0449414,0.0737924,0.0583723,0.0596064,0.0547067,0.0607471,0.0637194,0.0878657,0.0411034,0.0108028,0.018792,0,0.0199746,0.0650224,0.0166398,0,0,0.0201096,0,0,0.0331915,0.0411931,0.0405406,0.00240377,0.0254446,0.0425899,0.0389831,0.074158,0.0940246,0.0577522,0.0289867,0.0572755,0.0486969,0.0425673,0.0578175,0.0771934,0.0151819,0.0201838,0.01469,0.0314289,0.037733,0,0,0,0
188,0,0.0248753,0.0445405,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327142,0,0.0416471,0.0611025,0,0,0.0240135,0,0,0.0568865,0.0323052,0.073716,0.0184839,0.016564,0.0407128,0.04845,0.0296326,0.0453109,0.0739894,0.0580312,0.0603725,0.0553088,0.0614642,0.0644113,0.0874849,0.0411199,0.0107524,0.0187429,0,0.0201105,0.0653536,0.0167005,0,0,0.0201891,0,0,0.0331086,0.0410176,0.0404807,0.00277771,0.0255075,0.0423752,0.0389221,0.0741149,0.0941024,0.0578945,0.0288814,0.0571689,0.0486223,0.0424584,0.0576774,0.0770467,0.0152314,0.0203932,0.0147227,0.0314162,0.0379357,0,0,0,0
189,0,0.0250696,0.0444677,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324658,0,0.0412105,0.0606176,0,0,0.0242439,0,0,0.0568597,0.0317589,0.0729631,0.0182951,0.0170805,0.04117,0.0482493,0.0294043,0.0456002,0.0739253,0.057782,0.0610785,0.0559549,0.0622064,0.0650783,0.0868543,0.0412914,0.0105052,0.0191452,0,0.0201398,0.0654495,0.0168261,0,0,0.0201615,0,0,0.0331308,0.0410201,0.0404388,0.00304414,0.0254595,0.0422845,0.0388322,0.0739907,0.0941801,0.0580933,0.0288375,0.0569348,0.0485051,0.0422605,0.0575558,0.0768946,0.015357,0.020629,0.0148339,0.0313251,0.0381721,0,0,0,0
190,0,0.0251957,0.0444947,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032158,0,0.0405857,0.0599966,0,0,0.0241249,0,0,0.0567163,0.0311642,0.0719476,0.0180494,0.0176943,0.0414586,0.0481325,0.0292094,0.0459515,0.0739174,0.0576098,0.0617823,0.0566422,0.0628587,0.0656115,0.0858042,0.0413002,0.0105531,0.0190553,0,0.0201911,0.0655559,0.0169126,0,0,0.0201683,0,0,0.033122,0.0411178,0.0404764,0.00324896,0.025565,0.0421044,0.0387889,0.0739746,0.094195,0.0582262,0.0288668,0.0567076,0.0483983,0.0421339,0.0574106,0.0767372,0.0155238,0.0209084,0.0148745,0.0313121,0.0383084,0,0,0,0
191,0,0.0252356,0.0446067,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316793,0,0.039886,0.0598501,0,0,0.0238664,0,0,0.0565814,0.0305,0.0708134,0.0177469,0.0183994,0.0416201,0.0478611,0.0290281,0.0464615,0.0740791,0.057486,0.0624658,0.0573027,0.0633044,0.0659513,0.0843031,0.0411925,0.0106988,0.0190701,0,0.0201961,0.0655707,0.0170565,0,0,0.0201331,0,0,0.03314,0.0412749,0.0405137,0.00334244,0.0257662,0.0419207,0.0387447,0.0740734,0.0942046,0.0582791,0.0290262,0.0565175,0.0482795,0.0420568,0.0572425,0.076481,0.0156919,0.0211431,0.014859,0.0313012,0.03834,0,0,0,0
192,0,0.0251424,0.0448762,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306275,0,0.0399275,0.0605261,0,0,0.0235693,0,0,0.0563763,0.0298842,0.0711679,0.0170519,0.0179488,0.0413825,0.0473958,0.0290388,0.0465615,0.0741512,0.0574974,0.0628817,0.0577577,0.063823,0.0662467,0.0834427,0.0412123,0.0106573,0.0188177,0,0.0212122,0.0650212,0.0170747,0,0,0.019892,0,0,0.0332639,0.0418727,0.0426262,0.00312298,0.0250103,0.0416216,0.0389474,0.0734417,0.0940481,0.0591425,0.0285768,0.0562988,0.0478173,0.0417759,0.0568034,0.0776469,0.0156351,0.0214655,0.0149211,0.0313829,0.038227,0,0,0,0
