Timestep,,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,R5FT
453,0,0.0228058,0.04615,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577512,0,0.0364353,0.0688212,0,0,0.0199366,0,0,0.0567607,0.0296743,0.0452366,0.0236006,0.0256817,0.0413817,0.0540057,0.0433115,0.0560444,0,0.0736008,0.207266,0.049994,0.0561199,0.0572008,0.0117845,0.0452797,0.0128026,0.015941,0,0.0172095,0.0608051,0,0,0,0.0208341,0,0,0.0368077,0.052871,0.040906,0.0191184,0.0174357,0.0400132,0.0280962,0.0708529,0.0928567,0.0644439,0.0292833,0.0618218,0.0388108,0.0383502,0.0647001,0.0250062,0.0280759,0.018668,0.0144607,0.0265911,0.0236541,0,0,0,0.0340329
454,0,0.0217507,0.0465786,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570613,0,0.0363547,0.0685708,0,0,0.0198825,0,0,0.0561529,0.0297783,0.045428,0.0234643,0.0253701,0.0414262,0.0536606,0.0431813,0.0560649,0,0.0736018,0.207244,0.0499225,0.0561283,0.0572553,0.0118893,0.0460493,0.0134146,0.0155821,0,0.016834,0.0611472,0.0143301,0,0,0.0205905,0,0,0.0367558,0.0525323,0.0403509,0.0191018,0.0176092,0.0396503,0.0296764,0.0709864,0.0928572,0.0642305,0.0296508,0.0621126,0.0392503,0.0387966,0.0649326,0.0242172,0.0284605,0.0183837,0.0146315,0.0267865,0.0250104,0,0,0,0.0343217
455,0,0.0218376,0.0465639,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564482,0,0.0362859,0.0684117,0,0,0.0200328,0,0,0.0560477,0.0298408,0.0456237,0.0233663,0.0251554,0.0413621,0.0535218,0.0429244,0.0560963,0,0.0735543,0.207259,0.0498846,0.0560811,0.0573086,0.0120136,0.0460859,0.0132888,0.0154987,0,0.0166026,0.0613793,0.0140938,0,0,0.0203662,0,0,0.0366664,0.0521982,0.039839,0.0187098,0.0179306,0.0395259,0.0298146,0.0713022,0.0929957,0.0640903,0.0300423,0.0623354,0.0395158,0.0390969,0.0651117,0.0235139,0.0284648,0.0182215,0.0150679,0.0266405,0.0249208,0,0,0,0.0346074
456,0,0.022034,0.0465306,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558893,0,0.0361883,0.068333,0,0,0.0201164,0,0,0.0559709,0.0297628,0.0457258,0.0231572,0.0248467,0.0413489,0.0534777,0.0431428,0.0561614,0,0.0734457,0.207338,0.0498404,0.0559962,0.0573439,0.0121562,0.0461801,0.0132801,0.0154591,0,0.0163224,0.0614931,0.0141683,0,0,0.020411,0,0,0.0366735,0.0518853,0.0392032,0.0184,0.0181953,0.0394799,0.0297191,0.0715602,0.0930745,0.0640204,0.0303684,0.062592,0.0398227,0.0394074,0.0653958,0.0226462,0.0284546,0.0180774,0.0154817,0.0265418,0.0248368,0,0,0,0.0350476
457,0,0.023325,0.046034,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553162,0,0.0360948,0.0684081,0,0,0.0201834,0,0,0.0564204,0.0296299,0.0458563,0.0230961,0.0245091,0.0411682,0.0540114,0.043294,0.0563221,0,0.0733444,0.207345,0.0498266,0.0559361,0.057281,0.012281,0.0455924,0.0128587,0.0154697,0,0.0161389,0.0614579,0,0,0,0.0205506,0,0,0.0367311,0.0516292,0.0386365,0.0177622,0.0187232,0.0398353,0.0280072,0.0720098,0.0933904,0.0640755,0.0306581,0.0626329,0.0400058,0.0396292,0.065597,0.0218326,0.0283673,0.0181524,0.016185,0.0262213,0.0232275,0,0,0,0.0353868
458,0,0.0226111,0.0463018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547634,0,0.0359796,0.0682752,0,0,0.0201463,0,0,0.0559507,0.0295978,0.0459571,0.0228227,0.0239358,0.0409938,0.0539426,0.0431918,0.056471,0,0.0732843,0.207362,0.0498969,0.0559143,0.0572626,0.0123842,0.0464212,0.0135437,0.0153899,0,0.0158732,0.0616914,0.0145447,0,0,0.0207123,0,0,0.0367362,0.0512083,0.037903,0.0176496,0.0188439,0.0397804,0.0290753,0.0719186,0.0933034,0.0638823,0.0308396,0.0629791,0.0404708,0.0401135,0.0660527,0.0210227,0.0284113,0.0177693,0.0161333,0.0265548,0.0244289,0,0,0,0.0358759
459,0,0.0229109,0.0444904,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544158,0,0.0354607,0.0685758,0,0,0.0205731,0,0,0.0558774,0.0294809,0.0455526,0.0225172,0.0231752,0.0397906,0.0533475,0.0424262,0.0562359,0,0.0729596,0.207822,0.0502419,0.0560686,0.0574889,0.0125192,0.0463211,0.0131978,0.0157089,0,0.0156374,0.0614824,0.01292,0,0,0.0152096,0,0,0.0228862,0.0511761,0.0372578,0.0175327,0.0192256,0.0396571,0.0180127,0.0716746,0.0932021,0.0637533,0.0311049,0.0632222,0.0408854,0.0405115,0.0663901,0.0199961,0.0311246,0,0.0174933,0.0257841,0.0264146,0,0,0,0.0364178
460,0,0.0229172,0.0461522,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538762,0,0.0358151,0.0682932,0,0,0.0204037,0,0,0.0558615,0.0295063,0.0460678,0.022454,0.0228113,0.0406764,0.0538997,0.0430791,0.0568503,0,0.0733472,0.207472,0.0499335,0.0558218,0.0573394,0.0126158,0.0465068,0.013831,0.0148535,0,0.0155703,0.0619153,0.0147384,0,0,0.0206712,0,0,0.0366927,0.0505714,0.0370044,0.0167953,0.0197773,0.0397231,0.0284641,0.0719757,0.0932884,0.0637147,0.0310072,0.0632774,0.0410676,0.0407304,0.0665198,0.0197933,0.0284999,0.0182358,0.0162261,0.0266351,0.024178,0,0,0,0.0362891
461,0,0.0231141,0.0459478,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529493,0,0.0358977,0.0682739,0,0,0.0204634,0,0,0.0558848,0.0292795,0.0463231,0.0224086,0.0225272,0.0406494,0.0540196,0.0430792,0.0570185,0,0.0733566,0.20756,0.0498977,0.0558004,0.057397,0.0125886,0.0465939,0.0137519,0.0150205,0,0.0153485,0.0619865,0.0148154,0,0,0.0205763,0,0,0.0366,0.050594,0.0365805,0.0164877,0.0200982,0.0397297,0.0283173,0.0720887,0.093234,0.0637859,0.0312033,0.0633301,0.0413491,0.0409643,0.066594,0.0191944,0.0285851,0.0181709,0.016376,0.026569,0.0240482,0,0,0,0.0366443
462,0,0.0231589,0.0459705,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522166,0,0.0359469,0.0681199,0,0,0.0205681,0,0,0.0559238,0.029199,0.0466612,0.0222772,0.0221763,0.0405574,0.0538571,0.0432451,0.0572364,0,0.0732487,0.207701,0.0499079,0.0558279,0.0575364,0.0126967,0.0465875,0.0136815,0.0151896,0,0.015268,0.062178,0.0146056,0,0,0.0205553,0,0,0.0365015,0.0506306,0.036249,0.0160711,0.0204901,0.0396802,0.0281669,0.0722398,0.0931848,0.0636562,0.0315367,0.0633405,0.0415375,0.0412133,0.066627,0.0187912,0.0286625,0.0180023,0.0165123,0.0266143,0.0240184,0,0,0,0.0367892
463,0,0.0232011,0.0460125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516106,0,0.0359537,0.067952,0,0,0.0206896,0,0,0.0559446,0.0292372,0.0466462,0.0221297,0.0218008,0.0405665,0.0536878,0.0431826,0.057454,0,0.0732594,0.20783,0.0499179,0.0558248,0.0575613,0.0127498,0.0465393,0.0135838,0.0153238,0,0.0152996,0.062393,0.0144062,0,0,0.0206184,0,0,0.0363099,0.0503795,0.0360777,0.0157549,0.0208748,0.0396241,0.0280505,0.0723156,0.0931451,0.0635121,0.03195,0.0633668,0.0415547,0.0414261,0.0666486,0.0186297,0.0281489,0.0176062,0.0167272,0.0266559,0.0239977,0,0,0,0.0367708
464,0,0.0234608,0.0442228,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513085,0,0.0355243,0.068135,0,0,0.021013,0,0,0.0559588,0.0291753,0.0460945,0.0218038,0.0213515,0.0395907,0.0530596,0.0425671,0.0572924,0,0.0730158,0.208244,0.0502505,0.0559658,0.0577093,0.0127857,0.0462947,0.0131488,0.0158827,0,0.0153753,0.0622807,0.0125517,0,0,0.0147857,0,0,0.0224308,0.050273,0.0357802,0.0159053,0.0212773,0.039511,0.0182431,0.0721727,0.0929533,0.0634139,0.0324469,0.0634229,0.0416754,0.0415662,0.0667311,0.0182921,0.030391,0,0.017788,0.0257807,0.0261376,0,0,0,0.036832
465,0,0.0235326,0.0442516,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506205,0,0.0355297,0.068022,0,0,0.0210673,0,0,0.0559739,0.0292166,0.0461198,0.0216426,0.021225,0.0392506,0.0531397,0.0425619,0.0574824,0,0.0730424,0.208226,0.0502564,0.0558771,0.0576712,0.0128667,0.0462509,0.0131175,0.0159027,0,0.0153738,0.0624894,0.0124829,0,0,0.014781,0,0,0.0224068,0.0499946,0.0356894,0.0156295,0.0216007,0.0394855,0.0182963,0.0721861,0.0928685,0.0633322,0.0327628,0.0633833,0.0417863,0.0415525,0.066645,0.0181905,0.0303072,0,0.0177946,0.0258009,0.0260814,0,0,0,0.0369216
466,0,0.0233128,0.0440456,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501318,0,0.036097,0.0653293,0,0,0.0209348,0,0,0.0554475,0.0294494,0.0470055,0.024257,0.0209089,0,0.0524726,0.043393,0.0583902,0,0.0734586,0.207558,0.0498651,0.055536,0.0573678,0.0132183,0.0470735,0.0135515,0.0157171,0,0.0151534,0.063569,0.0124356,0,0,0.0131231,0,0,0.0217684,0.0490323,0.0351793,0.0152957,0.0209353,0.0436218,0.0155913,0.0719552,0.0921428,0.0626367,0.0331296,0.0641891,0.0427087,0.0422749,0.0672274,0.0185443,0.0295975,0,0.019935,0.0229694,0.0270173,0,0,0,0.0363585
467,0,0.0233868,0.0439989,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494201,0,0.0361027,0.0651854,0,0,0.0209202,0,0,0.0555055,0.0295441,0.0471109,0.0240177,0.0206735,0,0.052581,0.0434065,0.058518,0,0.073433,0.207547,0.0497876,0.0554109,0.0572725,0.0134107,0.0469777,0.013604,0.0156006,0,0.0152666,0.0638015,0.0120971,0,0,0.0129009,0,0,0.0214468,0.0489126,0.0352459,0.015031,0.0211707,0.0436344,0.0155406,0.0720191,0.0921073,0.0625035,0.0337015,0.0641861,0.0428319,0.0423199,0.0671671,0.0186314,0.0299313,0,0.0199982,0.0229849,0.027096,0,0,0,0.0362385
468,0,0.0234787,0.0439746,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487284,0,0.0360909,0.0649802,0,0,0.02089,0,0,0.0555931,0.0296502,0.0472035,0.0236264,0.0203823,0,0.0526322,0.0434139,0.0586701,0,0.0734613,0.207537,0.049718,0.0552465,0.0572126,0.0136345,0.0468899,0.0135903,0.0156286,0,0.0154742,0.0641077,0.0119869,0,0,0.0128993,0,0,0.0215485,0.0486976,0.0352986,0.0147897,0.0214811,0.0436906,0.0155779,0.0719585,0.0920742,0.0622287,0.0341381,0.0641669,0.0428939,0.0423454,0.0671442,0.0188578,0.0300392,0,0.0200376,0.0229718,0.0270622,0,0,0,0.0358729
469,0,0.0235979,0.0439639,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479761,0,0.0360626,0.0647952,0,0,0.0208709,0,0,0.0556451,0.0298009,0.0472469,0.0234819,0.0200861,0,0.0528175,0.0434287,0.0587937,0,0.0734898,0.20756,0.0496934,0.0551151,0.0572094,0.0138919,0.0468629,0.0135949,0.0156275,0,0.015646,0.0644128,0.0119781,0,0,0.0129004,0,0,0.0215871,0.0484735,0.0353011,0.014586,0.0217781,0.0436055,0.0157084,0.072021,0.0920382,0.0621499,0.0344557,0.0641095,0.0429484,0.0424008,0.0671127,0.0190709,0.0299924,0,0.0200437,0.0230188,0.0269232,0,0,0,0.0354286
470,0,0.0235802,0.0441656,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473081,0,0.0359717,0.0646607,0,0,0.0208806,0,0,0.0556513,0.0300262,0.0472056,0.0234745,0.0197856,0,0.0529442,0.0434483,0.0589179,0,0.0735095,0.207637,0.0497227,0.0550501,0.0571822,0.0141532,0.0467661,0.0135676,0.0156589,0,0.0158602,0.0646551,0.0117886,0,0,0.0129178,0,0,0.0216631,0.0482294,0.0353231,0.0144116,0.0221108,0.0435047,0.0157621,0.0722067,0.091962,0.0620722,0.0345969,0.0640234,0.0430383,0.0424638,0.0670959,0.0194187,0.0299295,0,0.0201308,0.0231393,0.0268918,0,0,0,0.0349106
471,0,0.0235869,0.044314,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467491,0,0.0357906,0.0644997,0,0,0.0208788,0,0,0.0556569,0.030213,0.0472169,0.0234038,0.0196333,0,0.0529213,0.0434648,0.0590876,0,0.0735183,0.207713,0.0497896,0.0550416,0.057126,0.0144374,0.0466836,0.0134809,0.0157401,0,0.0160581,0.064903,0.0114577,0,0,0.0128753,0,0,0.0216275,0.0480289,0.035406,0.0141414,0.0224434,0.0435601,0.0158026,0.072291,0.0919073,0.0618644,0.0346792,0.0639631,0.0431108,0.0425268,0.0670322,0.0198516,0.0299154,0,0.0202382,0.0232546,0.0268634,0,0,0,0.0343839
472,0,0.0235951,0.0444063,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462374,0,0.0356134,0.0643286,0,0,0.0209019,0,0,0.0556826,0.0304091,0.0473368,0.0232936,0.019543,0,0.0528558,0.0434428,0.0592742,0,0.073507,0.207762,0.049873,0.0550871,0.0570954,0.0147465,0.046619,0.0134091,0.0158307,0,0.0163102,0.0651577,0.0111016,0,0,0.0127177,0,0,0.0214328,0.047883,0.0355072,0.0138034,0.0227107,0.0435974,0.0158963,0.0722942,0.091871,0.0615707,0.0347076,0.0638846,0.0431958,0.0426285,0.0669673,0.0202841,0.029982,0,0.0203434,0.0233506,0.026885,0,0,0,0.0338746
473,0,0.0235755,0.0445236,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457399,0,0.035595,0.064183,0,0,0.0209002,0,0,0.0557455,0.0306332,0.0474139,0.0231517,0.0195482,0,0.0528143,0.0434086,0.059389,0,0.073477,0.207794,0.0499312,0.0551497,0.0571234,0.0150146,0.0465158,0.0133533,0.0158785,0,0.016569,0.0653769,0.010946,0,0,0.0123308,0,0,0.0213248,0.0477503,0.0356073,0.0135312,0.0230544,0.0435976,0.0159446,0.0723266,0.0918488,0.0614917,0.034649,0.0637863,0.0432275,0.0426634,0.0669155,0.0206898,0.0299597,0,0.0204578,0.0234575,0.0269397,0,0,0,0.0334647
474,0,0.024274,0.0439926,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452971,0,0.0356832,0.0642146,0,0,0.0207872,0,0,0.0561478,0.0308538,0.0475762,0.0230272,0.0196277,0,0.0533155,0.0434068,0.0595865,0,0.0734693,0.20777,0.049927,0.0551589,0.0570649,0.0152651,0.046019,0.013118,0.0158718,0,0.0168545,0.0654977,0,0,0,0.0119749,0,0,0.0211939,0.0476608,0.0359472,0.0129943,0.0236334,0.0437108,0.0156433,0.0725047,0.091933,0.0614677,0.0344662,0.0635269,0.0430416,0.0426281,0.0668191,0.0212628,0.0298691,0,0.0208881,0.0231035,0.0258457,0,0,0,0.0329961
475,0,0.0235545,0.0447072,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449713,0,0.035707,0.064054,0,0,0.0208311,0,0,0.0558505,0.03101,0.0475723,0.0228422,0.0195637,0,0.0529054,0.0432772,0.0596503,0,0.0733651,0.20784,0.0499954,0.0551693,0.0570735,0.0153522,0.0463572,0.013366,0.0159711,0,0.0168317,0.0656584,0.0106933,0,0,0.0123477,0,0,0.0217194,0.0474973,0.0357659,0.0131352,0.0237309,0.0435978,0.0159788,0.072277,0.0916377,0.0612987,0.0342068,0.0636455,0.043251,0.0429176,0.0670014,0.0213166,0.0296195,0,0.0206329,0.0235529,0.0269835,0,0,0,0.0328494
476,0,0.0234936,0.0448215,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446884,0,0.0358871,0.0640228,0,0,0.0208845,0,0,0.0558949,0.0311197,0.0475967,0.0227179,0.0194956,0,0.0527263,0.0431916,0.0597269,0,0.0732998,0.207852,0.0499583,0.0550788,0.0569888,0.0154904,0.0462504,0.0132516,0.0160463,0,0.0168495,0.0657109,0.0105213,0,0,0.0123319,0,0,0.0218673,0.0472569,0.0357922,0.0130305,0.024036,0.0436087,0.0159427,0.0721981,0.0914862,0.0611567,0.0339667,0.0636087,0.0432576,0.0429651,0.0670465,0.0214397,0.0295067,0,0.0207482,0.0236032,0.027119,0,0,0,0.0326023
477,0,0.0234504,0.0449325,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444118,0,0.0361449,0.0640287,0,0,0.0208712,0,0,0.0559578,0.0312387,0.0476128,0.0225704,0.019412,0,0.0526941,0.0431338,0.059727,0,0.0732449,0.207888,0.0499085,0.0549608,0.0569116,0.0156672,0.0461615,0.013209,0.016098,0,0.0169143,0.065762,0.0102771,0,0,0.0122288,0,0,0.0218701,0.0470849,0.0358816,0.0129497,0.0241942,0.0436474,0.0158308,0.0721349,0.0913641,0.0609849,0.0339569,0.0635967,0.043245,0.042938,0.0669728,0.0217307,0.0295489,0,0.0209271,0.0236655,0.0272333,0,0,0,0.0322619
478,0,0.023413,0.0450289,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441084,0,0.036272,0.0640273,0,0,0.0208869,0,0,0.0559743,0.0313624,0.0476596,0.0224475,0.0193022,0,0.0528336,0.0431087,0.0597277,0,0.0732206,0.207892,0.0499129,0.0548647,0.0568112,0.0159071,0.0461487,0.0131686,0.0161863,0,0.0169419,0.0657877,0.0101362,0,0,0.0120009,0,0,0.0217917,0.0471816,0.0359848,0.0128706,0.0243027,0.0436794,0.0156565,0.0721628,0.091322,0.0607773,0.033807,0.0635628,0.0432149,0.0429108,0.0669761,0.0221555,0.0295775,0,0.0210846,0.0237384,0.0273133,0,0,0,0.0319281
479,0,0.0234089,0.0450646,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438252,0,0.0359457,0.0640146,0,0,0.0210626,0,0,0.0559517,0.0314977,0.0476996,0.022344,0.0191405,0,0.0530414,0.0430753,0.059735,0,0.0732222,0.207925,0.0498938,0.0547664,0.0567165,0.0160594,0.0461599,0.0131017,0.0163291,0,0.0169536,0.0658266,0.00996463,0,0,0.0117231,0,0,0.0217008,0.0473811,0.0360469,0.0128087,0.0244895,0.0436779,0.0155011,0.0722626,0.091341,0.0608592,0.0335677,0.0634957,0.0431988,0.0428918,0.0669845,0.0224816,0.0295306,0,0.021257,0.0237546,0.0274245,0,0,0,0.0316404
480,0,0.0233765,0.0450987,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435317,0,0.0359187,0.0639713,0,0,0.0213303,0,0,0.0559111,0.0316086,0.0477717,0.0222251,0.0189561,0,0.0532527,0.0430208,0.059776,0,0.0732042,0.208007,0.0498813,0.0546623,0.0566425,0.016234,0.0461255,0.0130141,0.0164951,0,0.0169679,0.065886,0.00983891,0,0,0.0113631,0,0,0.0216186,0.0475315,0.0360427,0.0127979,0.0247175,0.043627,0.015369,0.0723741,0.0913876,0.0610248,0.0333902,0.0634085,0.0431462,0.0428689,0.0669738,0.0226624,0.0294035,0,0.0214392,0.0237646,0.0276431,0,0,0,0.0314002
481,0,0.0233035,0.0451362,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043199,0,0.0360572,0.0638579,0,0,0.0210757,0,0,0.0560467,0.0316933,0.0478366,0.0220957,0.0187444,0,0.0533988,0.0429303,0.0598107,0,0.0731531,0.208124,0.0499099,0.0545639,0.0565885,0.0164547,0.0461303,0.0129805,0.0164423,0,0.0169593,0.0659717,0.00969515,0,0,0.0113314,0,0,0.0214148,0.0476608,0.0360587,0.0128355,0.024897,0.0435627,0.0152479,0.0723978,0.091449,0.0612601,0.0333199,0.0633018,0.0430547,0.0428194,0.0669184,0.0227681,0.0291898,0,0.0215325,0.0237971,0.0279159,0,0,0,0.031237
482,0,0.0232024,0.0451376,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429131,0,0.0360216,0.0637062,0,0,0.0209065,0,0,0.0561762,0.0317831,0.0479028,0.0219743,0.0185279,0,0.0535711,0.0428233,0.0598336,0,0.0730912,0.208249,0.0499531,0.0544831,0.0565321,0.0166441,0.0461041,0.012986,0.0164166,0,0.0169745,0.0660485,0.0094624,0,0,0.0112521,0,0,0.0210825,0.0477808,0.036133,0.012911,0.0250078,0.0435074,0.0151199,0.0724068,0.0915301,0.0614457,0.0332696,0.0631699,0.0429599,0.0427689,0.0667717,0.0228607,0.0290364,0,0.0215742,0.0238202,0.0281101,0,0,0,0.031144
483,0,0.0230691,0.0451557,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426661,0,0.0359899,0.0635357,0,0,0.0210282,0,0,0.0562779,0.0318811,0.0479873,0.0218287,0.0183147,0,0.0537465,0.0427416,0.0598522,0,0.0730314,0.208371,0.0499705,0.0544091,0.0565098,0.01683,0.0459981,0.0129708,0.0165143,0,0.016999,0.0661494,0.0092713,0,0,0.0111511,0,0,0.0210348,0.0479277,0.0362539,0.0129899,0.0251183,0.0434678,0.0149838,0.0724077,0.0916023,0.0614304,0.0331894,0.0630449,0.042911,0.042659,0.0666261,0.0229101,0.0289037,0,0.021638,0.023848,0.0282393,0,0,0,0.0311091
484,0,0.0229758,0.0451284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424519,0,0.0360383,0.0633801,0,0,0.0213259,0,0,0.0562088,0.0319999,0.04807,0.0216571,0.0180481,0,0.0540252,0.0426833,0.0598851,0,0.0729534,0.208508,0.0499907,0.054302,0.056465,0.0170256,0.0460077,0.0129292,0.0166771,0,0.0170289,0.0662876,0.0091691,0,0,0.0109606,0,0,0.0209101,0.0480463,0.0363991,0.013036,0.0252496,0.0434635,0.0148401,0.0723693,0.0916867,0.0611753,0.0330726,0.0629052,0.0428596,0.0424641,0.0664849,0.0228544,0.0286319,0,0.0217551,0.0238348,0.0283485,0,0,0,0.0311443
485,0,0.0227871,0.0452497,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423049,0,0.0361332,0.0631751,0,0,0.0210081,0,0,0.056097,0.0321314,0.0481885,0.0213756,0.0176698,0,0.054422,0.0426153,0.0599761,0,0.0728922,0.208603,0.0499606,0.0541386,0.0564838,0.0172554,0.0457717,0.0133776,0.0157778,0,0.0170305,0.0664431,0.00900794,0,0,0.0110682,0,0,0.0209645,0.0480071,0.0365406,0.0130805,0.0254186,0.0434179,0.0148797,0.0723722,0.0917616,0.0610407,0.0329608,0.0627865,0.042784,0.0423257,0.0664125,0.0228908,0.028197,0,0.0219144,0.0238943,0.0284689,0,0,0,0.0311659
486,0,0.0226472,0.0453169,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417791,0,0.0361815,0.0630162,0,0,0.02114,0,0,0.0561229,0.0322343,0.0482571,0.0211954,0.0174731,0,0.0544673,0.0424765,0.0600095,0,0.0728232,0.208747,0.0498858,0.0539438,0.0565139,0.0176327,0.0458385,0.0132858,0.0159946,0,0.0168723,0.0665191,0.0088332,0,0,0.0108757,0,0,0.0207048,0.0480049,0.0366558,0.0131664,0.0255339,0.0434083,0.0147482,0.0724147,0.0918607,0.061117,0.032901,0.0626753,0.0426784,0.04222,0.0663423,0.022759,0.0279998,0,0.0220324,0.0239132,0.0286346,0,0,0,0.0313652
487,0,0.022555,0.0454573,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412935,0,0.0361708,0.062824,0,0,0.0209838,0,0,0.0561928,0.0323233,0.0483912,0.0209858,0.0171826,0,0.054464,0.042427,0.0600419,0,0.0727749,0.20887,0.0499356,0.0539015,0.0563823,0.0179626,0.0458414,0.0131904,0.0160597,0,0.0166836,0.0666046,0.00855171,0,0,0.0107595,0,0,0.0206338,0.0480434,0.0367942,0.0132249,0.0256689,0.0433162,0.0146461,0.0724329,0.0919266,0.0612663,0.0328126,0.0626017,0.0425651,0.0422318,0.066285,0.0226827,0.0278485,0,0.0221495,0.0239707,0.0288038,0,0,0,0.0314091
488,0,0.0224619,0.0454564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409356,0,0.036187,0.0625783,0,0,0.0208335,0,0,0.0562683,0.0323832,0.0486308,0.0207018,0.016825,0,0.0545101,0.0424035,0.0600589,0,0.072716,0.208989,0.0500444,0.0538444,0.0561475,0.0182563,0.0458132,0.0131194,0.0161087,0,0.0167108,0.0667362,0.00826847,0,0,0.0106561,0,0,0.0204693,0.048105,0.0369424,0.013312,0.0257276,0.0431997,0.0145924,0.0724076,0.0920035,0.0613924,0.0326602,0.062612,0.0424144,0.0422294,0.0662129,0.0227678,0.0278469,0,0.0222193,0.0239865,0.0289845,0,0,0,0.0313439
489,0,0.0223017,0.0455017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406008,0,0.0363917,0.0623165,0,0,0.0208008,0,0,0.0563183,0.0324522,0.0488956,0.0204015,0.0164974,0,0.054538,0.0423252,0.0600452,0,0.0725822,0.209114,0.0501567,0.0537584,0.0559717,0.0186403,0.0457718,0.0130931,0.0161822,0,0.0167323,0.0668788,0.00802979,0,0,0.0103666,0,0,0.0201926,0.0481484,0.0370473,0.0133526,0.0258635,0.0431035,0.0145873,0.072385,0.0920619,0.0615169,0.0324573,0.0625368,0.0423579,0.0421721,0.0661326,0.022825,0.0278353,0,0.0222745,0.024042,0.0292308,0,0,0,0.0312286
490,0,0.0221529,0.0456128,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402938,0,0.0365874,0.0620358,0,0,0.0207881,0,0,0.0563216,0.032537,0.049255,0.0201303,0.0162359,0,0.0545614,0.0421488,0.060029,0,0.0723883,0.209277,0.0502257,0.0536349,0.0558672,0.0190283,0.0457398,0.013034,0.0162669,0,0.0167017,0.0670107,0.00800567,0,0,0.0101973,0,0,0.0200178,0.04822,0.0370977,0.0134186,0.0260875,0.0429788,0.0145424,0.0723553,0.0921002,0.0616554,0.0322458,0.0624073,0.0423524,0.0421354,0.0660412,0.0227949,0.0277766,0,0.0223633,0.0240888,0.0293605,0,0,0,0.0311436
491,0,0.0220599,0.0457256,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399483,0,0.0367415,0.0617437,0,0,0.0207978,0,0,0.0563039,0.0326016,0.0496575,0.0198368,0.0159914,0,0.0545874,0.0419169,0.0599877,0,0.0721845,0.209473,0.0501554,0.0535285,0.055729,0.0194623,0.045799,0.0129578,0.0163947,0,0.016674,0.0671698,0.00829807,0,0,0.0101779,0,0,0.0201743,0.0482995,0.0371694,0.0134892,0.026277,0.0428527,0.0145578,0.0723191,0.0921266,0.0617651,0.0320273,0.0622627,0.0423375,0.0420666,0.0659311,0.0227701,0.0276112,0,0.0225495,0.02407,0.0294085,0,0,0,0.0312305
