Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x77,x76
33,0.0257841,0.0482725,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361103,0,0.0267895,0.0621296,0,0,0.0104604,0,0,0.0453597,0.0292226,0.0346994,0.014322,0.0265098,0.0370913,0.0520502,0.0353316,0.053003,0.0766001,0.0608227,0.0662541,0.0620628,0.0626925,0.0633206,0.0237713,0.0422566,0.022984,0.011474,0.0320103,0,0.0209041,0.0632817,0.0171964,0,0,0.0161117,0,0,0.0361319,0.0400171,0.0358119,0.00615003,0.0270996,0.0419157,0.0308968,0.0754332,0.0924541,0.058387,0.0302542,0.0597855,0.0409434,0.039934,0.0638259,0.0219601,0.0225886,0.019832,0.0128632,0.0313021,0.0212334,0,0,0,0
34,0.0257887,0.0483023,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362191,0,0.0267574,0.0621115,0,0,0.0104653,0,0,0.0453941,0.0291934,0.0347291,0.0143852,0.0264829,0.036894,0.0520453,0.0352956,0.0530263,0.0765918,0.0608233,0.0662523,0.0621301,0.0626782,0.0633102,0.0235841,0.0422747,0.0229648,0.0114943,0.0320333,0,0.0209174,0.0632951,0.0172247,0,0,0.01611,0,0,0.0361233,0.0400109,0.0358358,0.00613126,0.0271075,0.0419495,0.0308771,0.0754006,0.092454,0.0584568,0.0304427,0.059784,0.0409129,0.0399003,0.0638151,0.0219485,0.0225916,0.01984,0.0128544,0.0312553,0.021237,0,0,0,0
35,0.0257928,0.048305,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363301,0,0.0266863,0.0621147,0,0,0.010442,0,0,0.0453733,0.0291147,0.0346135,0.0144058,0.0264685,0.0367729,0.0520299,0.0353198,0.0530642,0.076595,0.0608089,0.0662462,0.0621291,0.0626334,0.0632835,0.0235035,0.0422241,0.0229486,0.0115493,0.0320134,0,0.0209433,0.0633001,0.017227,0,0,0.016106,0,0,0.0361262,0.0399822,0.0358268,0.00613276,0.0271277,0.0419686,0.0308254,0.0753904,0.0924448,0.0585071,0.0304704,0.0597969,0.0408716,0.0398485,0.0637946,0.0219675,0.022608,0.0198627,0.0128709,0.031198,0.0212481,0,0,0,0
36,0.0257875,0.048301,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362753,0,0.0267162,0.0621424,0,0,0.0104264,0,0,0.045342,0.0291141,0.0345223,0.0143806,0.0264707,0.0368549,0.052007,0.0353607,0.0530537,0.0766032,0.0607331,0.0662394,0.0621133,0.0626261,0.0632853,0.0236264,0.042196,0.0229465,0.0115872,0.0320237,0,0.0209446,0.0632961,0.0171872,0,0,0.0161084,0,0,0.036135,0.0399757,0.0358162,0.00618787,0.0271353,0.0419523,0.0307991,0.0753937,0.0924508,0.0585362,0.0304891,0.0597863,0.0408611,0.0398442,0.0637976,0.0219572,0.0226165,0.0198756,0.0128707,0.0312074,0.0212973,0,0,0,0
37,0.0258155,0.0482859,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362928,0,0.026758,0.0621641,0,0,0.0104205,0,0,0.0453373,0.0290904,0.0345747,0.0142925,0.0264338,0.0370481,0.0519337,0.0353875,0.0531127,0.0766362,0.060617,0.0662288,0.0621186,0.0627527,0.0632968,0.0235917,0.0421947,0.0229486,0.0115911,0.0320098,0,0.0209189,0.0632986,0.0171619,0,0,0.0161117,0,0,0.0361438,0.03997,0.0358125,0.00623799,0.0271542,0.0418925,0.0307558,0.0754069,0.0924416,0.0586036,0.0304254,0.0597538,0.0408764,0.0398534,0.063829,0.0219641,0.0226191,0.0198904,0.012872,0.0312112,0.0213339,0,0,0,0
38,0.0258058,0.0483087,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363428,0,0.0267894,0.0621542,0,0,0.0104397,0,0,0.0453631,0.0290966,0.0346527,0.014302,0.0264068,0.0368989,0.0518538,0.035416,0.0531438,0.0766482,0.060726,0.0662194,0.0621281,0.0629224,0.0632944,0.0234658,0.0421799,0.022934,0.0115874,0.0320261,0,0.0209298,0.0633039,0.0171394,0,0,0.0161032,0,0,0.0361504,0.0399625,0.0358261,0.00623276,0.0271544,0.041918,0.0307321,0.0754004,0.0924384,0.0585518,0.0303638,0.0597517,0.0408671,0.0398779,0.0638327,0.0219333,0.0226428,0.0198972,0.0128649,0.0311939,0.0213692,0,0,0,0
39,0.0258118,0.0483346,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363011,0,0.0267388,0.062134,0,0,0.0104897,0,0,0.0453996,0.0290854,0.0346082,0.014322,0.0263714,0.0368037,0.0518353,0.0353734,0.0531545,0.0766504,0.060798,0.0662216,0.062153,0.0627339,0.0633156,0.0234245,0.0421781,0.0229266,0.0115878,0.032044,0,0.0209602,0.0633081,0.0171415,0,0,0.0160842,0,0,0.0361453,0.0399537,0.0358545,0.00623225,0.0271862,0.0419502,0.0307421,0.0754036,0.0924297,0.0585828,0.0303276,0.0598261,0.040825,0.0399448,0.0638365,0.0219,0.0226667,0.019906,0.0128567,0.0311657,0.0213842,0,0,0,0
40,0.0257962,0.0483498,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362735,0,0.0267182,0.0621119,0,0,0.0105038,0,0,0.0454424,0.0290572,0.0345941,0.0143572,0.0263792,0.0367901,0.0518466,0.0353278,0.0531135,0.0766476,0.0607205,0.0662293,0.0621652,0.0626336,0.0633226,0.0235519,0.0421653,0.0229267,0.0116245,0.0320507,0,0.0209792,0.0633246,0.0171528,0,0,0.0160743,0,0,0.0361317,0.0399549,0.0358983,0.00626725,0.0272314,0.0419603,0.0307581,0.0753968,0.0924248,0.0585072,0.0304199,0.0599751,0.0407921,0.0399506,0.0638482,0.0219181,0.022662,0.0199074,0.0128544,0.0311331,0.0213793,0,0,0,0
41,0.0257546,0.0483652,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362399,0,0.0267111,0.0620869,0,0,0.0104735,0,0,0.0454453,0.0290289,0.0345319,0.0144334,0.0263541,0.0367744,0.0518788,0.0353306,0.0530673,0.0766322,0.0605801,0.0662255,0.0621287,0.0627445,0.0633021,0.023669,0.0421431,0.0229144,0.0116609,0.0320468,0,0.0209559,0.0633473,0.0171412,0,0,0.0160899,0,0,0.0361379,0.0399825,0.0358843,0.0063045,0.0272738,0.0419579,0.0307583,0.075383,0.0924113,0.0585817,0.0305814,0.0599987,0.040797,0.039906,0.063858,0.0219311,0.0226572,0.01991,0.0128512,0.0311142,0.0214001,0,0,0,0
42,0.0257729,0.0483817,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362999,0,0.0267346,0.0621039,0,0,0.0104206,0,0,0.0454212,0.0290849,0.0345109,0.0144325,0.0263255,0.0367858,0.0518829,0.0353188,0.0531429,0.0766456,0.0605955,0.066225,0.0621367,0.0629256,0.0632747,0.0235632,0.0421284,0.0229015,0.0116821,0.0320518,0,0.0209493,0.0633341,0.0169685,0,0,0.0160717,0,0,0.0361256,0.0399977,0.0358332,0.00633253,0.0272845,0.0419628,0.0307273,0.0753873,0.0923948,0.0587385,0.0305809,0.0599486,0.0408092,0.0398845,0.0638519,0.0219128,0.0226744,0.0199244,0.0128754,0.0311139,0.0213706,0,0,0,0
43,0.0258095,0.0484039,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362636,0,0.0267511,0.0621466,0,0,0.0104349,0,0,0.0454268,0.0291163,0.0345364,0.0144035,0.0262824,0.036919,0.0518754,0.035337,0.0531947,0.0766147,0.060701,0.0662727,0.0621808,0.0627344,0.0633058,0.0235152,0.0420973,0.0228908,0.0116453,0.0320592,0,0.0209701,0.0632987,0.0166236,0,0,0.0160485,0,0,0.0360961,0.04,0.035836,0.00635017,0.0272651,0.041948,0.0306982,0.0754112,0.0923964,0.0586806,0.0304677,0.060007,0.0408034,0.0398859,0.0638134,0.0218948,0.0226892,0.0199341,0.0129027,0.0311307,0.0212805,0,0,0,0
44,0.025816,0.0484206,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345534,0,0,0.0595266,0,0,0.01051,0,0,0.0456678,0,0.0385333,0.0150302,0.0286283,0.0379802,0.0525386,0.0361027,0.0513998,0.077095,0.0621657,0.0648121,0.0604216,0.0613151,0.0617467,0.0250697,0.0419362,0.0226914,0.0116674,0.0316526,0,0.0209945,0.0662041,0.0164726,0,0,0.0160168,0,0,0.0358449,0.0384417,0.0364341,0.00801958,0.0279339,0.0412996,0.0299587,0.0756089,0.0930275,0.0586411,0.0290732,0.0593285,0.0401592,0.039278,0.0632108,0.0225019,0.0227077,0.0202716,0.0130212,0.0310277,0.0216734,0,0,0,0
45,0.0258518,0.0483923,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362458,0,0.0261737,0.0621888,0,0,0.0103642,0,0,0.0454413,0.029102,0.0346823,0.0142956,0.0264539,0.0372674,0.0519239,0.0353745,0.053211,0.0766792,0.0607768,0.0662143,0.0620997,0.062652,0.0632272,0.0236343,0.042139,0.0228612,0.0117364,0.0319833,0,0.0210019,0.0633111,0.0169722,0,0,0.0160509,0,0,0.0361104,0.0399889,0.0359242,0.00640775,0.0273398,0.0418429,0.030683,0.0754224,0.0924075,0.0584712,0.0303388,0.0599991,0.040756,0.0398328,0.0637673,0.0219627,0.0227264,0.0199414,0.0128942,0.0310828,0.0213076,0,0,0,0
46,0.0258447,0.0483679,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367588,0,0.0249785,0.0621251,0,0,0.0102852,0,0,0.0455154,0.0290879,0.0348445,0.0143412,0.0263198,0.0372251,0.0519413,0.0354072,0.0532855,0.076734,0.0608065,0.0661332,0.0620542,0.0627715,0.0630821,0.023332,0.0422052,0.0228297,0.0119042,0.0320589,0,0.0209844,0.0633521,0.0170821,0,0,0.0160499,0,0,0.0361093,0.0399429,0.0359287,0.00644285,0.0273273,0.0419012,0.0306606,0.0754476,0.0924435,0.0587139,0.0305168,0.0599817,0.040746,0.0398395,0.0637523,0.0218983,0.0227183,0.0199414,0.0129101,0.0310104,0.0213029,0,0,0,0
47,0.025806,0.0483924,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368461,0,0.024545,0.0620455,0,0,0.0104016,0,0,0.0454811,0.0290925,0.0349419,0.0144027,0.0263198,0.0370702,0.0519864,0.0354195,0.0532114,0.0767235,0.0608161,0.0661084,0.0620496,0.0625581,0.0630473,0.0233431,0.0421686,0.0229043,0.0116598,0.0320193,0,0.020993,0.0634218,0.0170458,0,0,0.0160365,0,0,0.0360993,0.0399319,0.0359288,0.00645855,0.0273286,0.0419174,0.0307054,0.0754076,0.0924349,0.0588094,0.030598,0.0599911,0.0407424,0.0397958,0.0637645,0.0218779,0.0227169,0.0199216,0.012917,0.0310173,0.0213304,0,0,0,0
48,0.0267149,0.0480114,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367168,0,0.0246189,0.0622361,0,0,0.0110034,0,0,0.0458074,0.028912,0.0350573,0.0143409,0.0262868,0.0369484,0.0518616,0.0354409,0.0533397,0.0768141,0.0608605,0.0660614,0.0620093,0.0623882,0.0630288,0.0235293,0.0413553,0.0225313,0.0111261,0.0319266,0,0.0211124,0.0633849,0,0,0,0.0158725,0,0,0.0357856,0.039982,0.0362362,0.00686298,0.0273863,0.0418563,0.0304357,0.0756408,0.092689,0.0589035,0.0306209,0.0597392,0.0405088,0.0395078,0.0636119,0.0219629,0.0231253,0.0202736,0.0133882,0.0309071,0.0199009,0,0,0,0
49,0.0258588,0.0483924,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368022,0,0.0246677,0.0620365,0,0,0.0104403,0,0,0.0454999,0.0290282,0.0349053,0.0143031,0.0262328,0.0372553,0.0519243,0.0353797,0.0532687,0.0767284,0.0608674,0.0661425,0.0620884,0.0624133,0.0630804,0.0232821,0.0421469,0.02294,0.0115798,0.0320195,0,0.0210303,0.0634256,0.0170804,0,0,0.0160852,0,0,0.036072,0.0399109,0.0359565,0.00646936,0.0272977,0.041855,0.0307377,0.0753835,0.0924416,0.0588291,0.0305863,0.059776,0.0407401,0.039813,0.0638661,0.0218323,0.022708,0.0198777,0.012949,0.0310113,0.0213178,0,0,0,0
50,0.0258306,0.0483837,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036734,0,0.024702,0.061983,0,0,0.0104554,0,0,0.0454726,0.0290389,0.034933,0.0143797,0.026243,0.0370716,0.0519539,0.0353756,0.0532279,0.0767158,0.0608769,0.0661363,0.0620872,0.0625218,0.0630925,0.0232723,0.0421418,0.0229073,0.0116147,0.0321093,0,0.0210489,0.0634506,0.0171085,0,0,0.0160421,0,0,0.0361222,0.0399161,0.0359716,0.00645552,0.0273138,0.0418954,0.0307722,0.0753721,0.0924308,0.058837,0.0305714,0.0597173,0.0407494,0.0398936,0.0638464,0.0217857,0.0227362,0.0199065,0.0129343,0.0309945,0.0213092,0,0,0,0
51,0.0256517,0.048437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360623,0,0.0253346,0.0599405,0,0,0.0104873,0,0,0.0456776,0,0.0353886,0.0147502,0.0267678,0.0376633,0.0525898,0.0356613,0.0515567,0.0762714,0.0615024,0.0660285,0.061916,0.0626391,0.0629748,0.0243194,0.0418637,0.0226829,0.0116515,0.0315367,0,0.0210573,0.0656339,0.0169126,0,0,0.0160341,0,0,0.0360618,0.0384425,0.0364079,0.00784094,0.0279407,0.0413904,0.0304344,0.0755555,0.0928853,0.058842,0.0294273,0.0591869,0.0402803,0.0394109,0.0633891,0.0225297,0.0227094,0.0200418,0.0129319,0.031054,0.0216405,0,0,0,0
52,0.0258443,0.0483885,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366345,0,0.0248427,0.0620024,0,0,0.0103422,0,0,0.0454486,0.0290426,0.0350572,0.0143285,0.026381,0.0374239,0.0520207,0.0353679,0.0532286,0.0767425,0.0608803,0.0660922,0.0620411,0.0626853,0.0630735,0.0234968,0.0421233,0.0228753,0.0117113,0.031914,0,0.0210637,0.0634726,0.0171069,0,0,0.0160317,0,0,0.036151,0.0399667,0.0360253,0.00656353,0.0274438,0.04177,0.0307852,0.075397,0.0924251,0.0586689,0.0305438,0.0597403,0.0407333,0.0397895,0.0637614,0.0219129,0.0227598,0.0199081,0.0129233,0.0310732,0.0212762,0,0,0,0
53,0.0258771,0.0483777,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368296,0,0.0247856,0.062048,0,0,0.0103113,0,0,0.0455356,0.0290479,0.0349712,0.0142628,0.0262325,0.0375186,0.0519845,0.0354026,0.0533531,0.0767763,0.0608591,0.066117,0.0620749,0.0627826,0.0630532,0.0233314,0.0421771,0.0228342,0.0118422,0.0319603,0,0.0209907,0.0634093,0.0171215,0,0,0.0160237,0,0,0.0361274,0.0399512,0.0360111,0.00653871,0.0274037,0.0418029,0.030744,0.0754451,0.0924467,0.0587555,0.0305436,0.0599126,0.0407414,0.0397809,0.0637632,0.0218086,0.0227639,0.019918,0.0129518,0.0310191,0.0212489,0,0,0,0
54,0.0258547,0.0483884,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368536,0,0.0247287,0.0620345,0,0,0.010372,0,0,0.0454901,0.0290718,0.0348896,0.0142277,0.0261703,0.0375111,0.0520082,0.035417,0.0533442,0.0767679,0.0608404,0.0661584,0.0621066,0.062547,0.0630781,0.0232892,0.0421492,0.022899,0.011653,0.0320954,0,0.0210194,0.0634109,0.0171639,0,0,0.0160261,0,0,0.0361282,0.0399473,0.0360013,0.00649834,0.027394,0.041798,0.0307678,0.0754362,0.0924284,0.0588187,0.0305802,0.0600023,0.0407496,0.0398083,0.0637783,0.0217648,0.0227863,0.0199099,0.0129846,0.0310021,0.0212262,0,0,0,0
55,0.0257767,0.0483803,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367716,0,0.0247795,0.0620065,0,0,0.0104402,0,0,0.0454746,0.0290418,0.0349423,0.014241,0.0261493,0.0374975,0.0520251,0.0354042,0.0532778,0.0767374,0.0608381,0.0661701,0.0621299,0.0624499,0.0631342,0.0233762,0.0421161,0.0229229,0.0115414,0.0322036,0,0.0210719,0.0634259,0.0171939,0,0,0.0160359,0,0,0.0361431,0.0399501,0.0359937,0.00648613,0.0273951,0.0417956,0.030803,0.0754148,0.0924165,0.0587756,0.0305444,0.0600166,0.0407492,0.0397946,0.0637844,0.0217564,0.0227922,0.0199048,0.0129904,0.0309782,0.0211821,0,0,0,0
56,0.0257854,0.0483806,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367566,0,0.0249067,0.0620165,0,0,0.010476,0,0,0.045465,0.0290483,0.0350652,0.0142496,0.0261397,0.037473,0.0520137,0.0354386,0.0532802,0.0767195,0.0608383,0.0661694,0.062138,0.0626249,0.0631645,0.0233787,0.0421095,0.0229336,0.0115196,0.0321797,0,0.0210399,0.0634171,0.0171773,0,0,0.0160456,0,0,0.0361384,0.0399313,0.0359943,0.00649187,0.0273663,0.041796,0.0308019,0.0754028,0.0924201,0.0586739,0.0304938,0.0599508,0.0407434,0.0397756,0.0637809,0.0217574,0.0227732,0.0199168,0.0129754,0.0309888,0.0211882,0,0,0,0
57,0.0257532,0.0483522,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367263,0,0.0249721,0.0620091,0,0,0.0104984,0,0,0.0454711,0.0290496,0.0351329,0.0142925,0.0261746,0.0374234,0.0519915,0.0354188,0.0532547,0.0767185,0.0608646,0.0661625,0.0621204,0.0628595,0.0631539,0.0234398,0.0421079,0.0229256,0.0115324,0.0321399,0,0.021004,0.0634191,0.0171716,0,0,0.0160456,0,0,0.0361465,0.0399369,0.0360125,0.00650551,0.0273469,0.0418104,0.0308008,0.0753863,0.0924094,0.0587259,0.0304782,0.0597907,0.0407466,0.0398361,0.0637758,0.02171,0.0227576,0.01991,0.0129686,0.0310119,0.0212172,0,0,0,0
58,0.0257661,0.0483503,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366708,0,0.0249032,0.0619878,0,0,0.0104861,0,0,0.0454743,0.0289907,0.035112,0.0142773,0.0261785,0.0374306,0.0519866,0.0353995,0.053212,0.0767093,0.0609012,0.0661787,0.0621251,0.0626435,0.0631602,0.023523,0.0421168,0.0229142,0.0115452,0.0320938,0,0.0209928,0.0634391,0.0171683,0,0,0.0160454,0,0,0.0361597,0.0399414,0.0360149,0.00651166,0.0273277,0.0418101,0.0308019,0.0753825,0.0924088,0.0586399,0.0303517,0.0597359,0.0407529,0.0398469,0.0637806,0.0216339,0.0227534,0.0199044,0.0129556,0.0310201,0.0212662,0,0,0,0
59,0.0257155,0.0483332,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366822,0,0.0248357,0.0619681,0,0,0.0104759,0,0,0.04546,0.0289722,0.0351279,0.0142404,0.0261688,0.0374675,0.0520095,0.0353831,0.0532024,0.0767143,0.0609213,0.0661832,0.0621271,0.0626172,0.0631673,0.0235287,0.042116,0.0229021,0.0115631,0.0321458,0,0.0209913,0.0634508,0.0171691,0,0,0.0160458,0,0,0.0361757,0.0399514,0.0359909,0.0065027,0.0273288,0.0417934,0.0308214,0.0753996,0.0924338,0.0585661,0.0302466,0.0597618,0.0407464,0.0397684,0.0637965,0.0215729,0.0227666,0.0199129,0.0129537,0.0310029,0.0212038,0,0,0,0
60,0.0257326,0.0483139,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368148,0,0.0247623,0.06195,0,0,0.0104831,0,0,0.0454669,0.0290188,0.0351571,0.0142393,0.0261676,0.0375018,0.0520229,0.0353865,0.0532462,0.0767376,0.0608171,0.0661578,0.0621131,0.0629338,0.0631423,0.0233792,0.0420989,0.0229082,0.011579,0.0322897,0,0.0210337,0.0634566,0.017142,0,0,0.0160491,0,0,0.0361713,0.03996,0.0360216,0.00648689,0.0273268,0.0417706,0.0308065,0.0754116,0.0924525,0.0585405,0.0304627,0.0597734,0.0407192,0.0397492,0.0637766,0.0215351,0.0227592,0.0199305,0.0129527,0.0309769,0.0211577,0,0,0,0
61,0.02582,0.0482995,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369226,0,0.024711,0.0619336,0,0,0.0104516,0,0,0.0454742,0.0290965,0.0351058,0.0142226,0.0261124,0.03754,0.0520119,0.0353964,0.0533017,0.0767583,0.0606169,0.0661371,0.0621061,0.063132,0.0631128,0.0232429,0.0421116,0.0229095,0.0115896,0.0323674,0,0.0210563,0.063471,0.0171851,0,0,0.0160696,0,0,0.036172,0.0399716,0.0360427,0.00647923,0.0273227,0.0417458,0.0307693,0.0754293,0.0924659,0.0585566,0.0305779,0.0597598,0.0407077,0.0397865,0.0637762,0.0214962,0.0227313,0.0199388,0.012947,0.0309445,0.0211726,0,0,0,0
62,0.025874,0.048304,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368755,0,0.0247634,0.0619265,0,0,0.0104536,0,0,0.0454824,0.0291247,0.0351225,0.0142386,0.0260975,0.0376115,0.0520038,0.0353806,0.0532834,0.0767397,0.0605907,0.0661383,0.0620988,0.0631342,0.0630969,0.0233117,0.0421217,0.0228902,0.01159,0.0324013,0,0.0210172,0.0634866,0.0171334,0,0,0.0160604,0,0,0.0361573,0.0399914,0.0360424,0.00648692,0.0273506,0.0417333,0.0307822,0.0754508,0.0924623,0.0586315,0.0304714,0.059741,0.0406948,0.0398351,0.0637868,0.0214576,0.0227158,0.0198984,0.0129493,0.0309628,0.0211909,0,0,0,0
63,0.0258453,0.0482736,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367888,0,0.0247881,0.0619368,0,0,0.0104369,0,0,0.0454795,0.0290612,0.0350361,0.0142654,0.0260952,0.0376569,0.052005,0.0354025,0.0532619,0.0767323,0.0607205,0.0661395,0.0621087,0.0629479,0.0630989,0.0234161,0.042129,0.0228752,0.0115967,0.0324664,0,0.0209943,0.0634913,0.017226,0,0,0.0160046,0,0,0.036105,0.04,0.0360438,0.00648039,0.0273855,0.0417268,0.0308178,0.0754757,0.0924293,0.0587071,0.0302965,0.0597432,0.0407118,0.0398943,0.0638255,0.0213886,0.0227293,0.0198449,0.012958,0.0309751,0.0211896,0,0,0,0
64,0.0256826,0.0483113,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360938,0,0.0253296,0.0598783,0,0,0.0105037,0,0,0.0457217,0,0.0353452,0.014668,0.0265574,0.0380943,0.0526144,0.0357127,0.0515576,0.0762497,0.0613916,0.0660941,0.0620009,0.0624985,0.0630383,0.0243578,0.0418566,0.0226658,0.0116313,0.0319442,0,0.0210148,0.0656791,0.0170803,0,0,0.0160265,0,0,0.0360439,0.0385156,0.0365091,0.00781535,0.0279836,0.0412624,0.0304924,0.0756359,0.0928797,0.0586527,0.0291387,0.0592054,0.0402404,0.0394649,0.0634083,0.0220993,0.0226701,0.0199876,0.0129251,0.0309986,0.0214843,0,0,0,0
65,0.0259154,0.0482397,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366433,0,0.0247343,0.0618756,0,0,0.0103994,0,0,0.0454578,0.0291199,0.0350694,0.0142197,0.0262133,0.0376797,0.052051,0.0354541,0.0531052,0.0767064,0.0608014,0.0661558,0.0621068,0.062567,0.0631321,0.0234995,0.0421064,0.0228839,0.0115792,0.0324383,0,0.0210711,0.0635606,0.0173036,0,0,0.0160614,0,0,0.0361699,0.040031,0.0361408,0.00646747,0.0274882,0.041678,0.0308663,0.0754625,0.0924068,0.0585238,0.0303419,0.0597204,0.0406732,0.0398849,0.0637897,0.0214231,0.0227229,0.0198707,0.0128718,0.0309606,0.0209709,0,0,0,0
66,0.0259417,0.0481762,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368154,0,0.0247303,0.0618666,0,0,0.0103825,0,0,0.0454505,0.0291871,0.0351712,0.0141115,0.0261155,0.0378353,0.0520451,0.035488,0.0530725,0.0767285,0.0607787,0.0661734,0.062114,0.0629052,0.0631312,0.0233569,0.0421566,0.0228783,0.011561,0.032579,0,0.0210143,0.0635328,0.0172653,0,0,0.0160443,0,0,0.0361474,0.040006,0.03612,0.00645017,0.0273732,0.0417073,0.0309027,0.0754809,0.0924459,0.0585584,0.0306296,0.0597281,0.04067,0.0398491,0.0637848,0.0213143,0.0227624,0.0198778,0.012892,0.0308839,0.0205966,0,0,0,0
67,0.0259865,0.0481439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369426,0,0.0247281,0.0618631,0,0,0.010385,0,0,0.0454458,0.0291442,0.0351399,0.0140594,0.0260673,0.0378935,0.0520488,0.03551,0.0531433,0.0767552,0.0607824,0.0661596,0.0620916,0.0630329,0.0631005,0.0232218,0.0421808,0.0228889,0.0115476,0.032638,0,0.0209786,0.0635346,0.0172346,0,0,0.016001,0,0,0.0360902,0.0399844,0.0361031,0.00644965,0.027341,0.0416782,0.0309232,0.0755221,0.0924783,0.0585982,0.0306472,0.0596802,0.0406527,0.0398435,0.0637794,0.0212702,0.022813,0.0198729,0.0129239,0.0308856,0.020507,0,0,0,0
68,0.0259953,0.0481453,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369649,0,0.0247285,0.0618537,0,0,0.0103683,0,0,0.0454337,0.0290556,0.0351519,0.0140771,0.0260405,0.0378875,0.0520389,0.0354533,0.0532136,0.0767401,0.0607862,0.0661521,0.0620779,0.0630498,0.0631003,0.0232127,0.0421848,0.0228832,0.0115632,0.032694,0,0.0209415,0.0635328,0.0172366,0,0,0.0160198,0,0,0.0360972,0.0399868,0.0360793,0.00643822,0.0273439,0.0416723,0.0309585,0.0755625,0.0924934,0.0585161,0.0303744,0.0596714,0.0406371,0.0398608,0.0638,0.0211996,0.0228017,0.01987,0.0129146,0.0309001,0.0204786,0,0,0,0
69,0.0260117,0.0481643,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369081,0,0.0247392,0.0618349,0,0,0.0103946,0,0,0.0454176,0.0290034,0.0351611,0.0141442,0.0260654,0.0378933,0.0520173,0.0353921,0.0531756,0.0766822,0.0607667,0.0661247,0.0620718,0.0630574,0.0631075,0.0232841,0.0421621,0.0228712,0.0115633,0.0327511,0,0.0209324,0.0635375,0.0172774,0,0,0.0159974,0,0,0.0361069,0.0400123,0.0361074,0.00641741,0.0273558,0.0416837,0.0309898,0.0755919,0.0925218,0.0584871,0.0303474,0.0598824,0.0406221,0.0398626,0.0637734,0.021135,0.0227935,0.0198333,0.012933,0.0309056,0.0206273,0,0,0,0
70,0.0259822,0.048197,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369236,0,0.0247503,0.0618249,0,0,0.0104592,0,0,0.045463,0.0289981,0.0351869,0.0141567,0.0260731,0.0379471,0.0519626,0.035382,0.0531449,0.0766617,0.060752,0.066103,0.0620817,0.0630788,0.0631251,0.023248,0.0421086,0.0228545,0.011572,0.0327555,0,0.0209363,0.0635305,0.0173246,0,0,0.0159964,0,0,0.0361226,0.0400322,0.036124,0.00639722,0.0273264,0.041671,0.0309623,0.0756006,0.0925344,0.0585509,0.030708,0.0600307,0.0405959,0.0397591,0.0637415,0.0211688,0.0227742,0.0198077,0.0129575,0.0309233,0.0208908,0,0,0,0
