Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x77,x76
633,0.0215858,0.0479972,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323172,0,0.0317188,0.0616062,0,0,0.0125929,0,0,0.044513,0.0299133,0.0500406,0.0160368,0.0171924,0.037624,0.0437738,0.0354025,0.0522943,0.0776136,0.0620136,0.0609798,0.0573581,0.0596574,0.0595922,0.0359424,0.0383338,0.021416,0.00892388,0.029667,0,0.016601,0.0645783,0.0141135,0,0,0.0160805,0,0,0.0369932,0.0415445,0.031743,0.0110384,0.0215423,0.0444851,0.0365652,0.0654724,0.091226,0.06649,0.0179042,0.0594089,0.0413499,0.0398074,0.0626578,0.0243506,0.0217026,0.0151012,0.0156314,0.0281157,0.0240817,0,0,0,0
634,0.0217597,0.0478979,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353267,0,0.0316154,0.0621374,0,0,0.012547,0,0,0.0444719,0.0298637,0.0490762,0.0156686,0.0168262,0.03753,0.0435114,0.0355702,0.0519509,0.0775311,0.0620621,0.061406,0.0571184,0.0593099,0.0596757,0.0300794,0.0385278,0.0215227,0.00903862,0.0305798,0,0.0163846,0.0643571,0.0142454,0,0,0.0160463,0,0,0.0370563,0.0422549,0.0315607,0.0112159,0.021144,0.0444653,0.036487,0.0660198,0.0910802,0.0667771,0.017806,0.0594422,0.0413929,0.0398501,0.062794,0.0232586,0.0215725,0.015031,0.0154923,0.0282831,0.0238822,0,0,0,0
635,0.0219475,0.0478166,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388435,0,0.0312863,0.062468,0,0,0.0124945,0,0,0.0443957,0.0297829,0.048124,0.0154153,0.0165704,0.0372796,0.043229,0.0357268,0.0515168,0.0774365,0.062166,0.061419,0.0571613,0.0591605,0.0597429,0.0243858,0.0387137,0.0215887,0.00915462,0.0315298,0,0.0161729,0.0641226,0.0143424,0,0,0.0160336,0,0,0.0371658,0.0429847,0.0314492,0.0112444,0.0213644,0.0444865,0.0363304,0.0666446,0.0909274,0.0671123,0.0177205,0.0594689,0.0414437,0.0399292,0.0628951,0.0221388,0.0214943,0.0149447,0.0153746,0.0283032,0.0237145,0,0,0,0
636,0.0221194,0.0478578,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423738,0,0.0308358,0.0625129,0,0,0.0124639,0,0,0.0443444,0.0299401,0.0473262,0.0152844,0.016012,0.0371251,0.0430002,0.0359109,0.0510326,0.0772733,0.0623083,0.0609413,0.0571387,0.059004,0.0596224,0.0195617,0.0388545,0.0216065,0.0092524,0.0328092,0,0.0159175,0.064126,0.0144788,0,0,0.0159552,0,0,0.0372063,0.0434137,0.0312332,0.0112849,0.0217883,0.0444608,0.0362871,0.0654975,0.090711,0.0670649,0.0176723,0.0595516,0.0416275,0.0401227,0.0630828,0.020778,0.0217068,0.0149252,0.0154145,0.0282858,0.0235859,0,0,0,0
637,0.0222288,0.0477516,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456207,0,0.0302747,0.0625523,0,0,0.0124108,0,0,0.044258,0.0302659,0.0466213,0.0151273,0.0155002,0.0370347,0.0428083,0.036195,0.0505623,0.0771123,0.0624871,0.0607043,0.0570212,0.0588321,0.0591435,0.0157995,0.0390139,0.0215321,0.00930639,0.0340986,0,0.0156918,0.0641182,0.0145941,0,0,0.0159209,0,0,0.0371687,0.0438349,0.0310734,0.0113875,0.0220108,0.0443993,0.0363536,0.0645776,0.0905136,0.0670722,0.0175668,0.0596441,0.0416791,0.0402614,0.0632892,0.019644,0.0216976,0.0149315,0.0154686,0.0282323,0.0234962,0,0,0,0
638,0.0223586,0.0475756,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484224,0,0.0298584,0.0626223,0,0,0.0123586,0,0,0.0441552,0.0306261,0.0459996,0.0148897,0.0153751,0.0369766,0.0427297,0.0365529,0.0501759,0.0770419,0.0626948,0.0607189,0.0569241,0.0587267,0.0588053,0.013292,0.0391868,0.0214419,0.00929207,0.0353618,0,0.0154579,0.0639368,0.0146853,0,0,0.0159431,0,0,0.0371728,0.0442869,0.0310224,0.0115499,0.0220047,0.0443576,0.0363877,0.0641649,0.0903415,0.0671996,0.0175168,0.0596823,0.0416888,0.0402718,0.0634252,0.0186503,0.0217939,0.0150028,0.0154707,0.0281707,0.0234092,0,0,0,0
639,0.0225211,0.0474815,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506726,0,0.0297255,0.0626902,0,0,0.012362,0,0,0.0441223,0.030981,0.045453,0.014662,0.015432,0.0369293,0.0426043,0.0368893,0.0498415,0.0771077,0.0628893,0.0609049,0.0569289,0.058801,0.0588705,0.0119755,0.039286,0.0213904,0.00929368,0.0367605,0,0.0151623,0.0637965,0.0147445,0,0,0.0162013,0,0,0.037479,0.0447422,0.0310052,0.0117289,0.0217553,0.0443579,0.0363322,0.0639556,0.0902368,0.0673043,0.0174878,0.059659,0.0416996,0.0403284,0.0634997,0.0176386,0.0220326,0.015047,0.0153093,0.0280797,0.0233209,0,0,0,0
640,0.0226675,0.0474629,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0523989,0,0.0299778,0.0627183,0,0,0.0123565,0,0,0.0441681,0.031253,0.0450103,0.0144927,0.0151605,0.0369149,0.0425381,0.0371239,0.0495643,0.077273,0.0630222,0.0611358,0.0570711,0.0590856,0.059107,0.0114767,0.0393339,0.0213624,0.00930337,0.0380502,0,0.0148144,0.0636931,0.0147837,0,0,0.0164714,0,0,0.0378231,0.0452112,0.0310423,0.0119895,0.0217782,0.0443805,0.0362776,0.063842,0.0901169,0.0673685,0.0174647,0.0596266,0.0416571,0.0404062,0.0636136,0.0167996,0.0222375,0.0150398,0.0152784,0.0279727,0.0232816,0,0,0,0
641,0.0227964,0.047458,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536978,0,0.0301687,0.0625922,0,0,0.0123153,0,0,0.0441912,0.0315482,0.0447786,0.0143289,0.0151052,0.0369314,0.0425653,0.0372577,0.049533,0.0774477,0.0630613,0.0613197,0.0574595,0.0594145,0.0593421,0.0113326,0.0393232,0.0212974,0.0093004,0.0391698,0,0.0144811,0.0635645,0.0147631,0,0,0.0159984,0,0,0.0374817,0.0455976,0.0310925,0.0121739,0.0218833,0.044379,0.0363746,0.0637182,0.0900014,0.0674202,0.0173092,0.0597122,0.0415931,0.040477,0.0637775,0.0163036,0.0222127,0.0148844,0.0156304,0.0278615,0.0232881,0,0,0,0
642,0.0228688,0.0474555,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547237,0,0.0301691,0.0623959,0,0,0.0122908,0,0,0.0442174,0.0317261,0.0447266,0.0142546,0.015449,0.0368751,0.0426333,0.0373809,0.0497219,0.0773664,0.0629879,0.0614963,0.0578312,0.0597402,0.0597257,0.0111729,0.039169,0.0211951,0.00929974,0.0401991,0,0.0142236,0.0634831,0.0147277,0,0,0.0156903,0,0,0.0371505,0.0459788,0.0311932,0.0123062,0.0221385,0.0443822,0.0364205,0.063754,0.0899189,0.0675577,0.017145,0.0598058,0.0415168,0.0405205,0.0639493,0.0160317,0.022336,0.0149036,0.0158088,0.0277229,0.0233458,0,0,0,0
643,0.0229181,0.0475244,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555804,0,0.0300055,0.0622226,0,0,0.0122905,0,0,0.0442792,0.031651,0.0445872,0.0142078,0.0158973,0.036676,0.0427849,0.0374388,0.0500264,0.0773152,0.0628352,0.0618939,0.0580991,0.0600622,0.0600858,0.011075,0.039063,0.0211231,0.00930764,0.041195,0,0.0139893,0.0637544,0.0146801,0,0,0.0156262,0,0,0.0370833,0.0463856,0.0313284,0.0123594,0.0224021,0.04442,0.0366083,0.0637404,0.0898732,0.0677333,0.0169122,0.0598723,0.0414449,0.0405529,0.0640793,0.0158669,0.0224332,0.0150452,0.0157862,0.0275877,0.0234175,0,0,0,0
644,0.0229995,0.0476116,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0557652,0,0.0296012,0.0619755,0,0,0.0122985,0,0,0.0443919,0.031543,0.0439268,0.014332,0.015928,0.0363763,0.043058,0.037233,0.0504315,0.0774328,0.0627002,0.0620974,0.0584352,0.0600916,0.0600821,0.0110086,0.0389888,0.0210502,0.00928849,0.0422377,0,0.0137571,0.0640525,0.0146558,0,0,0.0156678,0,0,0.0371822,0.0466908,0.0314692,0.0123052,0.0225254,0.0444717,0.0368593,0.0634981,0.0898396,0.0678932,0.0165342,0.0599111,0.0413385,0.0405474,0.0641834,0.0158046,0.0224833,0.0151866,0.0157431,0.0274664,0.0234694,0,0,0,0
645,0.0231459,0.0475963,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550223,0,0.0285414,0.0617599,0,0,0.012261,0,0,0.0445182,0.0314577,0.0425663,0.0144226,0.0154857,0.0360436,0.0433031,0.0371976,0.050976,0.0777408,0.0626287,0.0620272,0.0585567,0.0597284,0.0595839,0.0112638,0.038947,0.020927,0.00926493,0.0433825,0,0.0135274,0.0642641,0.0146369,0,0,0.0156129,0,0,0.037148,0.0469877,0.0315933,0.0120465,0.02242,0.0445587,0.0367899,0.0633015,0.089767,0.0680168,0.0161365,0.0599663,0.0412144,0.0405517,0.0643094,0.0158761,0.0224055,0.0151804,0.0158286,0.0273879,0.0234683,0,0,0,0
646,0.0232838,0.0475421,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0539049,0,0.0276697,0.0616149,0,0,0.012112,0,0,0.044591,0.0314337,0.041064,0.0143932,0.0149195,0.0357215,0.0435087,0.0374188,0.0514024,0.0780941,0.0627089,0.0618401,0.0585036,0.0591277,0.0589857,0.011567,0.0389701,0.0207716,0.00921006,0.0446243,0,0.0133079,0.0643953,0.0146109,0,0,0.0155043,0,0,0.0369414,0.0472991,0.0316813,0.0115732,0.0221625,0.0446769,0.0365129,0.0632065,0.0896447,0.0681229,0.0158468,0.0600688,0.0410781,0.0406289,0.0644368,0.0161169,0.0222867,0.0151765,0.0158721,0.027364,0.0234049,0,0,0,0
647,0.0233224,0.0475218,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0528642,0,0.0268309,0.061735,0,0,0.0119716,0,0,0.0447407,0.0313766,0.0397164,0.0141569,0.0146935,0.0355656,0.0438401,0.037929,0.0519398,0.0785098,0.0630342,0.0618287,0.0583784,0.0589913,0.0588584,0.0113753,0.0390304,0.0209696,0.00904139,0.0460211,0,0.0130296,0.0641375,0.0145855,0,0,0.0153728,0,0,0.0367462,0.0475908,0.0317904,0.0112371,0.0219598,0.0447695,0.036064,0.0630715,0.0895597,0.0683328,0.015656,0.0601705,0.0409745,0.0406835,0.0645695,0.016559,0.0223991,0.0152958,0.0158848,0.0273498,0.0233251,0,0,0,0
648,0.023204,0.0475339,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520689,0,0.0257938,0.0618415,0,0,0.0119592,0,0,0.044799,0.0314086,0.0383614,0.0139275,0.0149408,0.0356425,0.0442832,0.0386213,0.0527465,0.0790112,0.0635432,0.0624246,0.0587892,0.0599941,0.0598828,0.0112896,0.0390785,0.0211918,0.00909205,0.0473187,0,0.0127104,0.0638796,0.0144307,0,0,0.0152204,0,0,0.0365529,0.0478945,0.0318795,0.0120258,0.0218832,0.0448828,0.035385,0.0628826,0.0895646,0.0686369,0.0154214,0.0602735,0.0408723,0.0407178,0.0647706,0.0171088,0.0225314,0.0155667,0.0159925,0.0273532,0.0235682,0,0,0,0
649,0.0240009,0.0468727,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448818,0,0.0245281,0.0594353,0,0,0.00789009,0,0,0.0395113,0,0.035459,0.0134231,0.0173821,0.0369021,0.042423,0.0404168,0.0500647,0.0786059,0.0652541,0.0642801,0.0603256,0.0622923,0.0617808,0.015334,0.0400943,0,0.0159945,0.0467656,0,0.013157,0.0662799,0.0138542,0,0,0.0150187,0,0,0.0362437,0.0479039,0.0328088,0.0133994,0.0229539,0.0447081,0.0322255,0.0634396,0.0904629,0.0691063,0.0136063,0.0595947,0.0399451,0.0400946,0.0643519,0.017085,0.0222319,0.0157779,0.0167042,0.0264408,0.0243775,0,0,0,0
650,0.0229831,0.0474534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044289,0,0.0233007,0.0613294,0,0,0.0121312,0,0,0.0443496,0.0328541,0.0344662,0.013249,0.0173139,0.036094,0.0454379,0.0396224,0.0522931,0.079157,0.0643741,0.0654219,0.0615602,0.0629852,0.062479,0.015584,0.0395682,0.0218913,0.00848312,0.0499395,0,0.0122074,0.0641552,0.0137811,0,0,0.0145706,0,0,0.0358219,0.049224,0.0322171,0.0127257,0.0217486,0.0447175,0.0323522,0.0628162,0.0899428,0.0692301,0.0150713,0.0603362,0.0406747,0.0406976,0.0649607,0.018637,0.0230117,0.0162107,0.0173353,0.0276748,0.024597,0,0,0,0
651,0.0225897,0.0472351,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438851,0,0.023192,0.0613968,0,0,0.0117314,0,0,0.0442945,0.0324062,0.0345474,0.0134753,0.0162972,0.0357863,0.045921,0.0387537,0.052594,0.0783911,0.0633825,0.0659956,0.0621476,0.0631018,0.0626503,0.0161028,0.0399058,0.021546,0.0088481,0.0510638,0,0.0121233,0.0640014,0.013429,0,0,0.0143726,0,0,0.0354053,0.0497928,0.0325371,0.0125567,0.0218083,0.044849,0.0313746,0.0630433,0.0901794,0.0694687,0.015087,0.0603407,0.0406944,0.0406631,0.0650298,0.0193672,0.0228724,0.0167176,0.0176681,0.0279965,0.0252379,0,0,0,0
652,0.022571,0.0469629,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439609,0,0.0237747,0.0613553,0,0,0.0114843,0,0,0.0441833,0.0315449,0.0351173,0.0136945,0.0163382,0.0352579,0.0464822,0.0376819,0.0523748,0.0772471,0.0621796,0.066014,0.0620457,0.0631296,0.0626948,0.0161906,0.0400583,0.0211655,0.00932218,0.0521374,0,0.0121313,0.0641306,0.013283,0,0,0.0142847,0,0,0.0352226,0.0503433,0.0329287,0.0125887,0.0214818,0.0448785,0.0305415,0.0633609,0.0903545,0.0696006,0.0151287,0.0603137,0.0405305,0.0405807,0.0650188,0.0200789,0.0225936,0.0170265,0.0178814,0.0283378,0.0256964,0,0,0,0
653,0.0228739,0.0467391,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445776,0,0.0243045,0.061272,0,0,0.0116129,0,0,0.0443511,0.0304675,0.0359289,0.013526,0.0170203,0.0347347,0.047085,0.036858,0.0520464,0.0763061,0.0612877,0.0657285,0.0619222,0.0630076,0.0625073,0.0158665,0.0399782,0.0211969,0.00939468,0.0528551,0,0.0122456,0.064339,0.0134282,0,0,0.0142851,0,0,0.0352396,0.050637,0.0333726,0.0119459,0.0213377,0.0449137,0.0300746,0.0634669,0.090491,0.0696116,0.0152218,0.0602149,0.0402594,0.0404518,0.0649411,0.0204272,0.0221512,0.0171589,0.0179002,0.0285191,0.025651,0,0,0,0
654,0.0233007,0.0465962,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451195,0,0.024841,0.0611453,0,0,0.0117376,0,0,0.0445212,0.0293995,0.0365187,0.0129252,0.0172692,0.0343737,0.047583,0.0364487,0.0520611,0.075833,0.0609014,0.0654261,0.0617837,0.062747,0.0623595,0.0154895,0.039926,0.0210237,0.00934936,0.0528615,0,0.0125462,0.0644906,0.0137627,0,0,0.0143466,0,0,0.0353659,0.0505997,0.0337061,0.0108354,0.0212556,0.0449475,0.0297903,0.0636562,0.0906179,0.0695317,0.0155114,0.0600245,0.0399618,0.0402384,0.0647943,0.0199914,0.0218937,0.0171716,0.0177257,0.0286365,0.0253213,0,0,0,0
655,0.0236862,0.0464143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451942,0,0.0252934,0.061368,0,0,0.0117521,0,0,0.0445499,0.0290943,0.0368751,0.0123403,0.0176872,0.0343949,0.0478342,0.0364175,0.0520578,0.075624,0.0608603,0.0653093,0.0616535,0.0625219,0.0624203,0.0154814,0.0400372,0.0209607,0.00929488,0.0520614,0,0.0129761,0.0641029,0.0140796,0,0,0.0144519,0,0,0.0355226,0.0506406,0.0338723,0.0118055,0.0215313,0.0450073,0.0296438,0.063777,0.0907138,0.0694983,0.0157887,0.0598482,0.0397991,0.0400203,0.0646233,0.0188717,0.0217307,0.0171153,0.0175293,0.0286752,0.0249483,0,0,0,0
656,0.023973,0.0462169,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450375,0,0.0252736,0.0618473,0,0,0.0116423,0,0,0.044521,0.0290673,0.037156,0.013385,0.0180756,0.0345004,0.048095,0.0367871,0.052174,0.0757421,0.0611353,0.0653062,0.0615044,0.0624236,0.0624341,0.0157377,0.0402074,0.0208846,0.00930843,0.0507182,0,0.0134883,0.0636804,0.0143657,0,0,0.0146802,0,0,0.0357422,0.0504466,0.0339799,0.0126201,0.0218907,0.0448186,0.0297618,0.0637928,0.0908174,0.0693781,0.0161161,0.0596378,0.0397462,0.0398267,0.0644204,0.0175157,0.0214604,0.017013,0.017355,0.0289062,0.0245319,0,0,0,0
657,0.0241193,0.0460285,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446433,0,0.0251442,0.0620676,0,0,0.0116198,0,0,0.0444925,0.0290608,0.037231,0.0139609,0.0186412,0.0346423,0.0483211,0.0373027,0.0526078,0.0761164,0.0616446,0.0653278,0.0613917,0.0625377,0.0623663,0.0161474,0.0403086,0.0209503,0.00931149,0.0492404,0,0.0140087,0.0634289,0.0146721,0,0,0.014936,0,0,0.0359775,0.0498909,0.0341412,0.0123912,0.0218677,0.0446397,0.0299377,0.0640622,0.0909655,0.0690598,0.0164699,0.0594263,0.039673,0.039643,0.0642885,0.0162048,0.0212637,0.016871,0.017249,0.0291681,0.0240808,0,0,0,0
658,0.0241461,0.0459577,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442203,0,0.0250015,0.0622053,0,0,0.011653,0,0,0.0444371,0.0291067,0.0371281,0.0138794,0.0191679,0.0348186,0.0483585,0.0378816,0.053056,0.0765386,0.062188,0.0653898,0.0614716,0.0626646,0.0624365,0.0165024,0.0403301,0.0210527,0.00930363,0.047462,0,0.014504,0.0632034,0.0149518,0,0,0.0151669,0,0,0.0362487,0.0493001,0.0342616,0.0120073,0.0216893,0.044528,0.030099,0.0646036,0.0911009,0.0686396,0.0168363,0.0592952,0.0395424,0.0394852,0.0642143,0.015158,0.0211888,0.016781,0.0171487,0.0288636,0.023634,0,0,0,0
659,0.0241516,0.0460574,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436863,0,0.0248552,0.0623463,0,0,0.0117321,0,0,0.0443371,0.0293856,0.0369165,0.0136642,0.0195952,0.0349672,0.0482985,0.0382155,0.053449,0.0767346,0.0627866,0.0655502,0.0614293,0.0626438,0.06268,0.0169401,0.0402131,0.0210652,0.0093095,0.0452343,0,0.0149158,0.0628826,0.0151263,0,0,0.015342,0,0,0.036491,0.0485907,0.0343677,0.0116704,0.0215084,0.0443082,0.0302836,0.0653782,0.0911754,0.068112,0.0175479,0.0593151,0.0395173,0.0393535,0.0642723,0.0145284,0.0211694,0.0167478,0.0170574,0.0277041,0.0233108,0,0,0,0
660,0.0241905,0.0461525,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432488,0,0.0249127,0.0623767,0,0,0.0117597,0,0,0.0443082,0.0298529,0.0367313,0.0136245,0.0199661,0.0350961,0.0484144,0.0378511,0.0537541,0.0767738,0.0631287,0.0656756,0.0614173,0.0627028,0.0628296,0.0172419,0.0400614,0.0210431,0.00929072,0.0428407,0,0.0151491,0.0625311,0.0152268,0,0,0.0153928,0,0,0.0365403,0.0476691,0.0344803,0.0107046,0.0214657,0.0440061,0.0304159,0.0662059,0.0912887,0.0674656,0.0182956,0.0594253,0.0394989,0.0392705,0.0642267,0.0146036,0.0211543,0.0166919,0.0170678,0.0271356,0.0231232,0,0,0,0
661,0.0242949,0.0461863,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428233,0,0.0252826,0.0626403,0,0,0.0117364,0,0,0.0443253,0.0301783,0.0366531,0.0137158,0.0206451,0.0351145,0.0486039,0.0374404,0.0539819,0.0767538,0.0629136,0.0657245,0.0615374,0.0628506,0.062899,0.0175419,0.0400631,0.0210065,0.0092491,0.0406716,0,0.0153038,0.0625305,0.0152725,0,0,0.0153704,0,0,0.0365313,0.0469578,0.0345806,0.00996832,0.021551,0.0438,0.0304121,0.066741,0.0914257,0.0668449,0.018905,0.0595322,0.0393831,0.0392121,0.0641301,0.0153561,0.0212269,0.0167527,0.0171263,0.0271411,0.0229846,0,0,0,0
662,0.0243756,0.0462725,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042729,0,0.0252769,0.0629967,0,0,0.0117152,0,0,0.0443939,0.0303951,0.0365255,0.0138386,0.0212791,0.0350356,0.0488241,0.0370745,0.0540009,0.0767178,0.0636394,0.0658602,0.0616857,0.0629625,0.0630384,0.0175916,0.0400786,0.0209375,0.00923882,0.0385315,0,0.0155444,0.0625186,0.0152321,0,0,0.0152948,0,0,0.036474,0.0464314,0.0347474,0.00947093,0.0216214,0.0436899,0.0302962,0.0673038,0.0916111,0.0662562,0.0193075,0.0596122,0.0393077,0.0391814,0.0644457,0.0165283,0.0214199,0.0168385,0.0172309,0.0272992,0.0229005,0,0,0,0
663,0.0255543,0.0464084,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042875,0,0.0272311,0.0623055,0,0,0.0114485,0,0,0.0442519,0.0315838,0.0381324,0.0142706,0.0244304,0.0357616,0.0492141,0.0388745,0.0550839,0.0790584,0,0.0633124,0.0587022,0.0605056,0.0607997,0.017201,0.040597,0.0210807,0.00945972,0.0367691,0,0.0159895,0.0642013,0.0153568,0,0,0.0149629,0,0,0.035874,0.0467641,0.0351165,0.00929401,0.0222303,0.0425263,0.0285051,0.0678338,0.0920532,0.0660688,0.0193749,0.0592621,0.0390295,0.0389382,0.0644524,0.017729,0.021924,0.0178919,0.0178095,0.0271178,0.0228891,0,0,0,0
664,0.0256631,0.0468353,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429248,0,0.0273894,0.0627431,0,0,0.0114086,0,0,0.0443169,0.0315336,0.0380508,0.0147342,0.0249169,0.0356076,0.0494824,0.0386499,0.0550727,0.0789887,0,0.0632477,0.0586566,0.0604798,0.0608599,0.0169428,0.040598,0.020979,0.00946867,0.0352253,0,0.0163944,0.0638915,0.0152232,0,0,0.0149112,0,0,0.0358975,0.0464246,0.0352602,0.00837191,0.022282,0.0424793,0.028387,0.0683853,0.0921813,0.0655655,0.0200451,0.0591607,0.0389986,0.0389353,0.0644163,0.0189341,0.0219771,0.0178794,0.0179601,0.0271765,0.0229132,0,0,0,0
665,0.0257594,0.0473086,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429974,0,0.0275486,0.0630427,0,0,0.0113229,0,0,0.0444256,0.0315152,0.0379685,0.0150158,0.025527,0.0354489,0.0497312,0.0383473,0.0549428,0.0788529,0,0.0631513,0.0585961,0.0605776,0.0609561,0.0166186,0.0405621,0.0208177,0.00946014,0.033903,0,0.0166779,0.0635651,0.0151246,0,0,0.0148581,0,0,0.0358576,0.0460879,0.0353423,0.00738602,0.0222584,0.0424872,0.0282566,0.0687502,0.0922655,0.0650762,0.0207082,0.0589471,0.0389929,0.0388974,0.0642269,0.0201897,0.0220002,0.0178238,0.0182226,0.027281,0.0229725,0,0,0,0
666,0.0258079,0.0477004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434032,0,0.027607,0.0630912,0,0,0.0112802,0,0,0.044493,0.031599,0.0378293,0.0148009,0.0261305,0.0354292,0.050045,0.0382182,0.0546538,0.0786971,0,0.0632914,0.0585875,0.0605265,0.0609965,0.015975,0.0404855,0.0207224,0.00939457,0.0328314,0,0.0168329,0.0632009,0.0150262,0,0,0.014806,0,0,0.0357786,0.0456711,0.0354245,0.00687811,0.0223066,0.0426194,0.0280527,0.0689887,0.0923302,0.0646801,0.0212826,0.058835,0.0389114,0.0387837,0.0640014,0.0213345,0.0221122,0.0178039,0.0184745,0.0273582,0.0231009,0,0,0,0
667,0.0258687,0.0479921,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437632,0,0.0276495,0.0631316,0,0,0.0112861,0,0,0.0445317,0.0317819,0.0377691,0.0147912,0.0266518,0.035399,0.0504266,0.0381665,0.0542983,0.0786052,0,0.0634028,0.0586217,0.0605867,0.0611591,0.0155649,0.0403697,0.0206806,0.00932601,0.031905,0,0.0169946,0.0633631,0.0149183,0,0,0.0147964,0,0,0.0357142,0.0455256,0.0355738,0.00743606,0.0223838,0.0426757,0.0278497,0.0694113,0.0924248,0.064425,0.0218532,0.0589383,0.0387619,0.0386863,0.0638326,0.0224294,0.0222698,0.0178708,0.0187062,0.027489,0.0231885,0,0,0,0
668,0.0247808,0.0483235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432435,0,0.0257276,0.0638699,0,0,0.0114507,0,0,0.0445629,0.0308999,0.035816,0,0.0258758,0.0350194,0.0499347,0.0356284,0.0524675,0.0762352,0.0620761,0.0660496,0.0615351,0.0629382,0.0634382,0.015786,0.0400585,0.0208121,0.00924791,0.0313215,0,0.0170236,0.0613083,0.0145633,0,0,0.0149285,0,0,0.0363464,0.0459494,0.035651,0.00913257,0.0217346,0.0451796,0.0295537,0.0700891,0.0923481,0.0636874,0.0232154,0.059534,0.0388403,0.0387629,0.0638902,0.0232901,0.0222222,0.0169179,0.0182927,0.0273318,0.0230531,0,0,0,0
669,0.0251218,0.049044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430343,0,0.0259078,0.0647332,0,0,0.011518,0,0,0.0448008,0.0306877,0.0361773,0.0147976,0.0258704,0.0346433,0.0508485,0.0361411,0.0528937,0.0766274,0.0619817,0.0660027,0.0615738,0.062946,0.0635289,0.0162746,0.0398699,0.0207666,0.00932196,0.0306744,0,0.017089,0.0605853,0.0145334,0,0,0.0148948,0,0,0.0361686,0.0459037,0.0358626,0.00772964,0.021975,0.0436136,0.028992,0.0703578,0.0922273,0.0631253,0.0237895,0.0598898,0.0388695,0.0387935,0.0638934,0.0242798,0.0221534,0.0171702,0.0183491,0.0278491,0.0231955,0,0,0,0
670,0.0251983,0.0493339,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427866,0,0.0259987,0.0648834,0,0,0.0115018,0,0,0.0448125,0.0301976,0.0362058,0.0149027,0.026463,0.0345802,0.0509723,0.0360796,0.0526963,0.0765308,0.0620053,0.066002,0.0615132,0.062948,0.0635786,0.0164775,0.0398654,0.0207381,0.0093164,0.030315,0,0.0171004,0.0605677,0.0145983,0,0,0.0148647,0,0,0.0361456,0.0457886,0.0362062,0.00751381,0.0221661,0.0435383,0.0290411,0.0707389,0.0921235,0.0625849,0.024589,0.0600103,0.0388871,0.038797,0.0638455,0.0248228,0.0222715,0.0173353,0.018261,0.0279872,0.0231434,0,0,0,0
