Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,RTIB,
37,0.0715873,0.0468135,0,0,0,0,0,0,0.0372275,0,0.0267932,0.0644755,0,0,0.0214747,0,0,0.0289128,0.0723772,0.0236018,0.0398738,0.00900027,0.0850124,0.0579867,0.0351713,0.0501848,0.0576156,0.038385,0.0138766,0.0116819,0.0350586,0.0372268,0.0355915,0.0197738,0.00788528,0.015946,0.0476631,0,0.0262592,0.0630024,0.0341417,0,0,0.0221809,0,0,0.0336902,0.0683367,0.029097,0.049897,0.0257361,0.0909325,0.0611717,0.0416165,0.0709718,0.0693541,0.0287042,0.0453225,0.0537318,0.0904834,0.0235843,0.0225976,0.00825226,0.0155063,0.0335589,0.0399334,0,0,0,0,0,0,0,0,0,0,0
38,0.0715239,0.0467486,0,0,0,0,0,0,0.0375904,0,0.0268056,0.0647125,0,0,0.0214563,0,0,0.028972,0.0724718,0.0240323,0.0395058,0.00920478,0.084484,0.0579341,0.0353742,0.0498333,0.0573234,0.0383328,0.0140572,0.0118998,0.0350257,0.0371889,0.0350819,0.0197303,0.00789329,0.0159884,0.0484807,0,0.0260962,0.0633572,0.0340469,0,0,0.0221083,0,0,0.0337097,0.068026,0.0286405,0.0501476,0.0256931,0.0905506,0.0612437,0.0417349,0.0708932,0.0691406,0.0285588,0.045382,0.0540842,0.0908979,0.0229873,0.0226543,0.00821476,0.0155911,0.0333772,0.0397142,0,0,0,0,0,0,0,0,0,0,0
39,0.0713686,0.0467859,0,0,0,0,0,0,0.0378966,0,0.0268304,0.0649526,0,0,0.021371,0,0,0.0290043,0.0725806,0.0244467,0.039218,0.00956043,0.0840411,0.0577745,0.0355323,0.049436,0.057022,0.0382774,0.014298,0.012122,0.035015,0.0372049,0.0346424,0.0196207,0.00792631,0.0159646,0.0493421,0,0.0258869,0.06373,0.033928,0,0,0.0220107,0,0,0.0337097,0.0677373,0.0281751,0.0504266,0.0256984,0.0902518,0.0612459,0.0417411,0.070767,0.0689151,0.0284991,0.0455393,0.0544342,0.0914248,0.022501,0.0226344,0.00824141,0.0155858,0.033335,0.0394997,0,0,0,0,0,0,0,0,0,0,0
40,0.0712487,0.0468302,0,0,0,0,0,0,0.0382442,0,0.0268218,0.0652188,0,0,0.0213105,0,0,0.0289831,0.0727399,0.0247943,0.0388866,0.00982266,0.0835837,0.0576883,0.0353698,0.0491752,0.0567659,0.0381898,0.0145072,0.0123435,0.0350198,0.0372874,0.0342528,0.0195055,0.00791862,0.0159631,0.0502469,0,0.0256847,0.0640615,0.0338156,0,0,0.0219603,0,0,0.0337524,0.067448,0.0278025,0.0506699,0.0256293,0.0899109,0.0612634,0.0417364,0.0706895,0.0687059,0.0283908,0.0456632,0.054721,0.0920042,0.0221732,0.0226694,0.0081862,0.0156697,0.033282,0.039271,0,0,0,0,0,0,0,0,0,0,0
41,0.0710845,0.0469389,0,0,0,0,0,0,0.038598,0,0.0268194,0.0655053,0,0,0.0212427,0,0,0.0289003,0.0729184,0.0251743,0.038554,0.0100756,0.083144,0.0575701,0.0352827,0.0489016,0.056521,0.0381442,0.0146954,0.0125859,0.0350072,0.0372776,0.0338725,0.0194193,0.00789389,0.0159774,0.0510996,0,0.0255794,0.0643449,0.0337215,0,0,0.0219207,0,0,0.0337632,0.0672199,0.0274414,0.0509006,0.025598,0.0895964,0.0612598,0.0417293,0.0706157,0.068445,0.0282623,0.0458237,0.0550417,0.0925028,0.021921,0.0227108,0.00816013,0.0157296,0.0332272,0.039045,0,0,0,0,0,0,0,0,0,0,0
42,0.0709706,0.0470009,0,0,0,0,0,0,0.0389652,0,0.0268158,0.0658004,0,0,0.0212164,0,0,0.0289408,0.073092,0.0255403,0.0382433,0.0103115,0.0826403,0.0574532,0.0351627,0.0486372,0.056259,0.0380738,0.01492,0.0128712,0.0350566,0.0373521,0.0335871,0.0193427,0.00787193,0.0160333,0.0519176,0,0.0255417,0.0646876,0.033614,0,0,0.0219029,0,0,0.0337522,0.0669806,0.0271125,0.0511392,0.0255783,0.0892479,0.0612474,0.0417755,0.0705233,0.0682051,0.028136,0.0460854,0.0553132,0.0928487,0.0218157,0.0227339,0.00816014,0.0157489,0.0330908,0.038806,0,0,0,0,0,0,0,0,0,0,0
43,0.0708881,0.0470114,0,0,0,0,0,0,0.0393877,0,0.0267475,0.0660603,0,0,0.0214106,0,0,0.028924,0.0732329,0.0258323,0.0379819,0.0104527,0.0820745,0.057465,0.034824,0.0484132,0.0560328,0.0379803,0.0152077,0.0131421,0.0351672,0.0373955,0.0333648,0.0191552,0.00802367,0.0157709,0.0528197,0,0.0254991,0.0651393,0.0334883,0,0,0.0220518,0,0,0.0336928,0.0667161,0.0268111,0.0513539,0.025499,0.0888609,0.0612549,0.0417735,0.0704456,0.0680196,0.0280001,0.0462718,0.0555228,0.0930707,0.0219226,0.0227097,0.00818891,0.0156149,0.0329454,0.0385464,0,0,0,0,0,0,0,0,0,0,0
44,0.069897,0.046962,0,0,0,0,0,0,0.0394932,0,0.0268972,0.0669635,0,0,0.0207662,0,0,0.0292178,0.0730458,0.0268222,0.037248,0.0108678,0.0818397,0.0551283,0.0356122,0.0486923,0.0565514,0.0386967,0.0154063,0.0136287,0.0354729,0.0375594,0.033294,0.0179087,0.00856739,0.0148899,0.0559577,0,0.0248571,0.0673448,0.0334834,0,0,0.0215146,0,0,0.033671,0.0638156,0.0299623,0.05477,0.0223557,0.0904049,0.0608043,0.0432745,0.0734335,0.0709047,0.0298432,0.0442909,0.0526319,0.0900018,0.0235531,0.0229762,0.00831202,0.0154667,0.0333654,0.0366875,0,0,0,0,0,0,0,0,0,0.0759456,0
45,0.0697711,0.0469814,0,0,0,0,0,0,0.039806,0,0.026925,0.0673013,0,0,0.0207688,0,0,0.0292275,0.0732234,0.0271316,0.0370284,0.0112252,0.0813509,0.0550295,0.0356793,0.0484024,0.056315,0.0387007,0.0157013,0.0137835,0.0355026,0.0376781,0.0331342,0.0178161,0.00859434,0.0148844,0.0566834,0,0.02483,0.0677586,0.0333815,0,0,0.0214813,0,0,0.0336631,0.0635728,0.0297186,0.0550179,0.0223861,0.0900812,0.0608076,0.043242,0.0733067,0.0706079,0.0296248,0.0444148,0.0528733,0.09035,0.0237055,0.0229957,0.00827107,0.0155495,0.0331755,0.0364747,0,0,0,0,0,0,0,0,0,0.0758804,0
46,0.0696432,0.0470112,0,0,0,0,0,0,0.0401224,0,0.0269758,0.067615,0,0,0.020766,0,0,0.0292505,0.0734285,0.0274433,0.0368262,0.0115946,0.0808721,0.0549465,0.0358226,0.0480959,0.056072,0.0387035,0.0159517,0.0140981,0.0355465,0.0378176,0.0329431,0.0177442,0.00857846,0.0149139,0.0573522,0,0.0247573,0.0681897,0.0332681,0,0,0.0214665,0,0,0.0336344,0.0633129,0.0295298,0.0552795,0.0224811,0.0897569,0.0607848,0.0435571,0.0731808,0.0703045,0.029537,0.0445399,0.0530776,0.0906605,0.0239227,0.0229978,0.00825574,0.0155833,0.0329393,0.0362667,0,0,0,0,0,0,0,0,0,0.075819,0
47,0.0695027,0.0470645,0,0,0,0,0,0,0.0404063,0,0.0270283,0.0679379,0,0,0.0207564,0,0,0.0292695,0.0736375,0.0277357,0.0366403,0.0119676,0.0804062,0.0548695,0.0356656,0.0477986,0.0558555,0.0386806,0.0161986,0.0144146,0.0356132,0.0378293,0.0327812,0.0176734,0.0085915,0.0149204,0.0579941,0,0.0247663,0.068604,0.0331439,0,0,0.0214879,0,0,0.0336043,0.0630649,0.0293697,0.0555386,0.0226076,0.0894451,0.0607317,0.043753,0.0730562,0.0700145,0.0294343,0.0446171,0.0532866,0.0909401,0.02415,0.0229843,0.00826883,0.015555,0.0326457,0.0360679,0,0,0,0,0,0,0,0,0,0.075763,0
48,0.0693451,0.0471149,0,0,0,0,0,0,0.0406862,0,0.0270875,0.0682705,0,0,0.0207265,0,0,0.0292489,0.0738179,0.0280132,0.0364837,0.0123396,0.0799545,0.0547997,0.0355185,0.0475221,0.0556522,0.0386727,0.0164753,0.0146603,0.0356916,0.0378617,0.0326684,0.0175982,0.00859369,0.0148899,0.0586505,0,0.0248423,0.0689981,0.0330314,0,0,0.0215069,0,0,0.0336102,0.0628388,0.0292497,0.0557904,0.0227982,0.0891503,0.0607299,0.0436324,0.0728921,0.0697759,0.0292815,0.0446656,0.0534595,0.091199,0.0244378,0.0229872,0.00822324,0.0155957,0.0323606,0.0358941,0,0,0,0,0,0,0,0,0,0.0757415,0
49,0.0692231,0.0471534,0,0,0,0,0,0,0.0409574,0,0.0271555,0.0686172,0,0,0.0206999,0,0,0.0292243,0.0739993,0.0282965,0.0363564,0.0127447,0.0795164,0.054737,0.0354965,0.0472151,0.0554103,0.0386478,0.0167579,0.0148807,0.0357517,0.0379218,0.0325881,0.0175356,0.00860077,0.0148495,0.0592415,0,0.0249666,0.0693814,0.0329215,0,0,0.0215058,0,0,0.0336218,0.0626446,0.0291729,0.0560392,0.0230582,0.088858,0.0607232,0.0434354,0.0727676,0.0695595,0.0290991,0.0446648,0.0536375,0.0914469,0.0247604,0.0229937,0.00820836,0.015611,0.0321162,0.0357174,0,0,0,0,0,0,0,0,0,0.0757583,0
50,0.0690832,0.0471941,0,0,0,0,0,0,0.0412232,0,0.0272376,0.0689756,0,0,0.0206986,0,0,0.0292529,0.0741856,0.0285717,0.0362458,0.0131376,0.0790607,0.054665,0.0355299,0.0468692,0.0551435,0.038593,0.0170751,0.0150863,0.0357901,0.0379878,0.0325551,0.0174792,0.0086021,0.0148713,0.0597051,0,0.0251121,0.0697134,0.0328138,0,0,0.0214383,0,0,0.0336172,0.0624771,0.0291457,0.0562947,0.0232719,0.0885697,0.0606729,0.0434544,0.0726629,0.0693329,0.0288931,0.0446269,0.0537929,0.0917249,0.0250428,0.022947,0.00825457,0.0155547,0.0319722,0.0355267,0,0,0,0,0,0,0,0,0,0.0758309,0
51,0.0689442,0.0472513,0,0,0,0,0,0,0.0414412,0,0.0273246,0.0693298,0,0,0.0206996,0,0,0.0292874,0.0743714,0.0288326,0.0361438,0.0135446,0.078584,0.0545873,0.0355639,0.0465209,0.0548881,0.0385519,0.0174087,0.0152546,0.0358373,0.0380032,0.0325638,0.0174417,0.00858761,0.014924,0.0600628,0,0.0252713,0.0700254,0.0326905,0,0,0.0214517,0,0,0.0335828,0.0623288,0.0291606,0.0565468,0.0234372,0.088299,0.0606111,0.0435504,0.0725195,0.0690902,0.0287068,0.0445861,0.0539294,0.09199,0.0252928,0.0228819,0.0083146,0.0154591,0.0317359,0.0353408,0,0,0,0,0,0,0,0,0,0.0759425,0
52,0.0688164,0.0473137,0,0,0,0,0,0,0.0414699,0,0.0274669,0.0696927,0,0,0.0206508,0,0,0.0293008,0.0745543,0.029141,0.0360636,0.0140027,0.0781169,0.0545019,0.0355939,0.0462004,0.0546565,0.0384928,0.0177004,0.0154886,0.0358594,0.038066,0.0325745,0.0174232,0.00858173,0.0149454,0.0603771,0,0.0254495,0.0703521,0.0325766,0,0,0.0214433,0,0,0.0335664,0.0621904,0.0292329,0.0567613,0.0236584,0.0880356,0.0605218,0.0436065,0.0723832,0.068869,0.0285667,0.0445761,0.0540376,0.0922255,0.0255347,0.0228236,0.0083225,0.0154386,0.0314468,0.0352021,0,0,0,0,0,0,0,0,0,0.0761013,0
53,0.0686895,0.0473512,0,0,0,0,0,0,0.0415134,0,0.0276203,0.0700771,0,0,0.0205383,0,0,0.0292891,0.0747173,0.0294671,0.0360168,0.0145674,0.0776777,0.054408,0.0356042,0.0458945,0.0544502,0.03841,0.0179661,0.0158428,0.0358566,0.0381568,0.0325807,0.0173914,0.00858932,0.014912,0.0606663,0,0.0256329,0.070648,0.032419,0,0,0.021389,0,0,0.0336043,0.0620677,0.0293222,0.056942,0.023905,0.0877705,0.0604333,0.0436235,0.0722723,0.068652,0.0284556,0.0445763,0.0541294,0.0923883,0.0257408,0.0227968,0.00835868,0.015347,0.0311509,0.0350856,0,0,0,0,0,0,0,0,0,0.0762873,0
54,0.0685751,0.0473939,0,0,0,0,0,0,0.041643,0,0.0276963,0.0704725,0,0,0.0204739,0,0,0.0292926,0.074863,0.0297959,0.0359976,0.0150994,0.0772736,0.0543374,0.0355853,0.0456349,0.054196,0.0383229,0.0182276,0.016087,0.0359241,0.0382624,0.032629,0.0173467,0.0086076,0.014882,0.0609278,0,0.0257734,0.070878,0.032252,0,0,0.0213988,0,0,0.0336427,0.061967,0.0293899,0.05708,0.0241142,0.0875208,0.0603537,0.0436081,0.0721646,0.0684829,0.028387,0.0445919,0.0542243,0.0924995,0.0259318,0.0227962,0.00844022,0.0151796,0.0308532,0.0349847,0,0,0,0,0,0,0,0,0,0.0762894,0
55,0.0684988,0.047384,0,0,0,0,0,0,0.0418203,0,0.0276998,0.070867,0,0,0.0204625,0,0,0.02932,0.0749914,0.0300953,0.0360269,0.015563,0.0768635,0.054295,0.0355426,0.0453723,0.0539244,0.0382217,0.0185023,0.0162107,0.0360008,0.0383222,0.0327453,0.017318,0.00860151,0.0148572,0.0611204,0,0.0258175,0.071102,0.0321126,0,0,0.0214093,0,0,0.0336303,0.0618709,0.0294302,0.05719,0.0242874,0.0872576,0.0602698,0.0436126,0.0720896,0.068351,0.028317,0.0446215,0.0543025,0.0925835,0.0261188,0.0227656,0.00845551,0.0150881,0.0304969,0.03487,0,0,0,0,0,0,0,0,0,0.0762885,0
56,0.0684143,0.0474156,0,0,0,0,0,0,0.0417663,0,0.0277824,0.0712665,0,0,0.0204271,0,0,0.0293486,0.0750814,0.0303493,0.0360745,0.0161119,0.0765236,0.054233,0.0354711,0.0450593,0.0536796,0.0380875,0.0187552,0.0164686,0.0360281,0.0383223,0.0328133,0.0173043,0.00864318,0.0148315,0.0612081,0,0.0258818,0.0712712,0.0320252,0,0,0.0213714,0,0,0.0335966,0.0618137,0.0294659,0.057274,0.0244216,0.0870541,0.0601756,0.0436234,0.0720214,0.0682217,0.0282319,0.0446511,0.054366,0.0926575,0.0262293,0.0226914,0.00849338,0.0150461,0.0302814,0.0347752,0,0,0,0,0,0,0,0,0,0.0763424,0
57,0.0683467,0.0474522,0,0,0,0,0,0,0.0414723,0,0.027877,0.0716559,0,0,0.0203856,0,0,0.0293896,0.0751604,0.0305614,0.0361446,0.0166458,0.0762399,0.054171,0.0353669,0.0447446,0.0534511,0.0379516,0.0189845,0.016704,0.0360281,0.0382441,0.0329145,0.0173021,0.00870508,0.014797,0.0612494,0,0.0259509,0.0714062,0.0319669,0,0,0.0213929,0,0,0.0335909,0.0617749,0.0294907,0.0573352,0.0244445,0.0868941,0.0601131,0.0436483,0.0719806,0.0681164,0.0281587,0.0446848,0.0544107,0.092694,0.0262708,0.0226452,0.00853466,0.0149235,0.0301567,0.0346954,0,0,0,0,0,0,0,0,0,0.0764123,0
58,0.068266,0.0475269,0,0,0,0,0,0,0.0428023,0,0.0266346,0.0720054,0,0,0.0204525,0,0,0.0293866,0.0752259,0.03032,0.036221,0.0170257,0.0760069,0.0541352,0.0352769,0.0445272,0.0532495,0.0378666,0.0190991,0.0168721,0.0352946,0.0377364,0.0344051,0.0172109,0.00882701,0.0146244,0.0612216,0,0.0260046,0.0714812,0.0318716,0,0,0.0214215,0,0,0.0335779,0.061761,0.0295011,0.0573794,0.0243995,0.0867752,0.0600582,0.0436579,0.0719365,0.0680342,0.0281117,0.0447448,0.0544338,0.0927164,0.0262626,0.0225858,0.00849497,0.0148261,0.0300101,0.0346586,0,0,0,0,0,0,0,0,0,0.0764629,0
59,0.0682493,0.0475616,0,0,0,0,0,0,0.0451477,0,0.0244222,0.072381,0,0,0.0204178,0,0,0.0294069,0.0752532,0.029911,0.0363217,0.017347,0.0758162,0.0540821,0.0351461,0.0443835,0.0530643,0.0378287,0.019155,0.0168697,0.0340221,0.0369332,0.0370085,0.0171796,0.00882986,0.0146588,0.0611814,0,0.0260784,0.0714407,0.0316353,0,0,0.0213961,0,0,0.0335607,0.0617724,0.0295045,0.0574816,0.0243404,0.0866813,0.0600005,0.0436449,0.0719014,0.0679868,0.0280612,0.0448185,0.054462,0.0927082,0.0262263,0.0225597,0.00843828,0.0148536,0.0297728,0.0346543,0,0,0,0,0,0,0,0,0,0.0765008,0
60,0.068276,0.0475378,0,0,0,0,0,0,0.0469174,0,0.0227028,0.0727846,0,0,0.020389,0,0,0.0294137,0.0752421,0.0297847,0.0364189,0.0175691,0.0756762,0.0540404,0.0350333,0.0442451,0.0529111,0.0378068,0.0192427,0.016839,0.0330187,0.036368,0.0391101,0.0171648,0.00882181,0.0146875,0.0611853,0,0.0261058,0.0712806,0.0313236,0,0,0.0213993,0,0,0.0336198,0.0618133,0.0294576,0.0576804,0.024259,0.086631,0.0599349,0.0435966,0.0718724,0.0680008,0.0280133,0.0449013,0.0545208,0.0927022,0.0262421,0.0225767,0.00848049,0.0148384,0.029604,0.0347062,0,0,0,0,0,0,0,0,0,0.076558,0
61,0.0680911,0.0478751,0,0,0,0,0,0,0.0427029,0,0.0263553,0.0733857,0,0,0.0197089,0,0,0.0300523,0.0753126,0.0301199,0.0367737,0.0172403,0.0753676,0.0542127,0.0345245,0.0435254,0.0525545,0.0379484,0.0208604,0.0180173,0.0366039,0.0399435,0.0345499,0.0175944,0.00849287,0.0143764,0.0570916,0,0.0247374,0.0710523,0.0307501,0,0,0.0216518,0,0,0.03355,0.0625076,0.0282163,0.0573037,0.023814,0.0860127,0.0600242,0.0429383,0.0712544,0.0682027,0.0287224,0.0444085,0.0557044,0.0938794,0.0237471,0.0224425,0.00839225,0.0148544,0.0297441,0.034863,0,0,0,0,0,0,0,0,0,0.0773772,0
62,0.0680894,0.0479263,0,0,0,0,0,0,0.0426931,0,0.0262854,0.0736294,0,0,0.0196689,0,0,0.030106,0.0752289,0.0301404,0.0368834,0.0172909,0.0752141,0.0541694,0.0344354,0.0434429,0.0524772,0.0380386,0.0209935,0.0180157,0.0366321,0.0399667,0.0347311,0.0175713,0.00853752,0.0143127,0.0570097,0,0.0247623,0.0710695,0.0306877,0,0,0.0216282,0,0,0.0335003,0.0624838,0.0281889,0.0573191,0.0236928,0.0859728,0.0600115,0.042902,0.071267,0.0682001,0.0286625,0.044523,0.0556864,0.0938274,0.0237639,0.0224032,0.00835204,0.0148663,0.0296937,0.0348387,0,0,0,0,0,0,0,0,0,0.0774106,0
63,0.0680962,0.0479681,0,0,0,0,0,0,0.0425693,0,0.0263653,0.0737955,0,0,0.0196593,0,0,0.0301619,0.0751672,0.0301384,0.0369442,0.0172815,0.0751049,0.0541081,0.0343284,0.0434418,0.0524439,0.0381467,0.0210312,0.017987,0.0366009,0.0399811,0.0347564,0.0175287,0.00855138,0.0143255,0.0568878,0,0.0248069,0.0710961,0.0306457,0,0,0.0216487,0,0,0.0334675,0.0624531,0.0281871,0.0573218,0.0235831,0.0859188,0.059973,0.0428781,0.071265,0.0681793,0.0286576,0.0446179,0.0556529,0.0937834,0.0237328,0.0223596,0.00836452,0.0149328,0.0295948,0.034847,0,0,0,0,0,0,0,0,0,0.0774303,0
64,0.0681278,0.0479957,0,0,0,0,0,0,0.0424341,0,0.0265552,0.0739166,0,0,0.0197049,0,0,0.0301556,0.075142,0.0301556,0.0369468,0.017248,0.0750334,0.0540311,0.034318,0.0434999,0.0524228,0.0382481,0.020971,0.018021,0.0365361,0.0398049,0.0346394,0.0174492,0.00859214,0.0142882,0.0567871,0,0.0248604,0.0711103,0.0305831,0,0,0.0216507,0,0,0.0334813,0.062416,0.0281978,0.0573312,0.0234861,0.0858403,0.0599442,0.042854,0.0712331,0.0681352,0.02862,0.0446791,0.0556102,0.0937573,0.0236669,0.0223143,0.00841099,0.0148766,0.0295432,0.0348759,0,0,0,0,0,0,0,0,0,0.0774428,0
65,0.0683388,0.0476907,0,0,0,0,0,0,0.0470838,0,0.0224599,0.0737355,0,0,0.0202523,0,0,0.0295429,0.0750055,0.0298698,0.0366719,0.0176282,0.0751068,0.0537717,0.0348452,0.044115,0.0526274,0.0382176,0.0194428,0.0170216,0.0326295,0.0359807,0.0398507,0.0170024,0.00887398,0.0147293,0.060614,0,0.0262343,0.0712768,0.0309629,0,0,0.0213695,0,0,0.0336173,0.0617175,0.0293558,0.0577895,0.0237156,0.0863224,0.0598363,0.0434416,0.0718157,0.0678482,0.0277146,0.0453733,0.0544633,0.0925905,0.0258331,0.0224257,0.0086116,0.0146243,0.0292684,0.0347523,0,0,0,0,0,0,0,0,0,0.0767105,0
66,0.0683535,0.0476875,0,0,0,0,0,0,0.0462374,0,0.0233373,0.0737722,0,0,0.0202347,0,0,0.0295364,0.0749931,0.0299021,0.0366724,0.0174448,0.0750047,0.0536941,0.0349032,0.0440888,0.0525973,0.0382292,0.0193979,0.0169716,0.0331757,0.0363755,0.0387738,0.0169372,0.00890789,0.0146944,0.0605656,0,0.0262499,0.0713134,0.0309365,0,0,0.0213538,0,0,0.0336426,0.061706,0.0293655,0.0577644,0.0236765,0.0861992,0.0598309,0.0433836,0.0717705,0.067796,0.0275079,0.0453986,0.0544736,0.092596,0.025792,0.0224243,0.00862911,0.0145452,0.0292435,0.0347736,0,0,0,0,0,0,0,0,0,0.0767168,0
67,0.0683582,0.0476895,0,0,0,0,0,0,0.0457909,0,0.0240922,0.0737962,0,0,0.0202435,0,0,0.0295144,0.075009,0.0299663,0.0366561,0.0172581,0.074903,0.0536183,0.0349792,0.0440652,0.0525933,0.0382002,0.0193749,0.0169448,0.0336583,0.0367558,0.0378397,0.0168998,0.00895347,0.0146395,0.0605794,0,0.0262702,0.0713512,0.0309246,0,0,0.0213334,0,0,0.0336372,0.0616877,0.0293579,0.0577523,0.0237539,0.0860636,0.0598352,0.0433444,0.0717214,0.0677542,0.027415,0.0454043,0.0545094,0.0926297,0.0258019,0.0224261,0.00857607,0.014585,0.0292251,0.0347901,0,0,0,0,0,0,0,0,0,0.0767396,0
68,0.0683635,0.0476966,0,0,0,0,0,0,0.0453275,0,0.0246867,0.0738116,0,0,0.0203402,0,0,0.0294995,0.0750417,0.0299979,0.0366403,0.0171322,0.0747899,0.0535864,0.0349735,0.0440903,0.052606,0.0381356,0.0193937,0.0169269,0.0340473,0.0371111,0.0371108,0.0168144,0.00905053,0.0144693,0.06054,0,0.0263117,0.0714562,0.0309216,0,0,0.0216477,0,0,0.0335403,0.0616506,0.0293818,0.0577606,0.023886,0.0859049,0.0598193,0.0434563,0.0716697,0.067741,0.0274441,0.0453766,0.0545436,0.092677,0.0258203,0.0223376,0.00864424,0.0144639,0.0292423,0.0347956,0,0,0,0,0,0,0,0,0,0.0767701,0
69,0.0683692,0.0476916,0,0,0,0,0,0,0.0449171,0,0.0250464,0.073827,0,0,0.0204052,0,0,0.0295226,0.0750637,0.0299803,0.0366717,0.0171134,0.0747228,0.0535943,0.0348975,0.0441536,0.0526106,0.0380025,0.0194441,0.0168435,0.034275,0.0372711,0.0366797,0.0167494,0.00911894,0.0144334,0.0605039,0,0.0263451,0.0715957,0.0309375,0,0,0.0217792,0,0,0.0335302,0.0616009,0.0293936,0.0577645,0.0239891,0.0857493,0.0598227,0.0437256,0.0716218,0.0677343,0.0275762,0.0453632,0.0545812,0.0927255,0.0257669,0.0222951,0.00872947,0.0143639,0.0292794,0.034816,0,0,0,0,0,0,0,0,0,0.0767942,0
70,0.0683993,0.0476889,0,0,0,0,0,0,0.0446446,0,0.0252897,0.0738795,0,0,0.0204544,0,0,0.0295121,0.0750577,0.0299514,0.0367387,0.0170994,0.0746608,0.0535419,0.0348493,0.0442244,0.0526059,0.0378354,0.019491,0.0168815,0.0344324,0.0372658,0.0363853,0.0166686,0.00922819,0.0142921,0.0604589,0,0.0263981,0.0717411,0.0310111,0,0,0.0219168,0,0,0.0334479,0.0615664,0.0293467,0.0577768,0.0241049,0.0856114,0.0598268,0.0437198,0.0716105,0.0676475,0.0276842,0.0453766,0.0546276,0.0927768,0.0257041,0.0222616,0.00881339,0.0141674,0.0293181,0.034817,0,0,0,0,0,0,0,0,0,0.0768327,0
71,0.0684005,0.0477378,0,0,0,0,0,0,0.0445368,0,0.0254564,0.0739585,0,0,0.0205177,0,0,0.0294846,0.075039,0.0299551,0.0368136,0.0170708,0.0746218,0.0534663,0.0348106,0.0442534,0.052598,0.0376797,0.0195084,0.0169865,0.0345327,0.0372931,0.0361941,0.0165726,0.00936521,0.0141114,0.0604594,0,0.0264344,0.071842,0.0311043,0,0,0.0221211,0,0,0.0333335,0.0615518,0.0292879,0.0577751,0.0242165,0.0855091,0.0598149,0.0436146,0.0715779,0.0675884,0.0278073,0.0454599,0.0546827,0.0928405,0.0256694,0.0222112,0.00891766,0.0139766,0.0294085,0.034829,0,0,0,0,0,0,0,0,0,0.0768934,0
72,0.0684581,0.0476056,0,0,0,0,0,0,0.044487,0,0.0255658,0.0740657,0,0,0.0202039,0,0,0.0295914,0.0750194,0.030016,0.0369262,0.0170549,0.0746149,0.0533176,0.0348116,0.0442923,0.0526122,0.0375914,0.0195331,0.0171271,0.0346104,0.0373637,0.0361086,0.0167088,0.00905048,0.0147152,0.0604373,0,0.0264445,0.0719644,0.0311112,0,0,0.0211961,0,0,0.0336099,0.0615171,0.0293056,0.0577593,0.0242795,0.0853972,0.0598541,0.0434943,0.0715394,0.0675904,0.0277946,0.0455472,0.0547141,0.0928731,0.025662,0.0224312,0.0084899,0.0146502,0.0292613,0.0348323,0,0,0,0,0,0,0,0,0,0.0769561,0
73,0.0684484,0.0476156,0,0,0,0,0,0,0.0446311,0,0.0254409,0.0741995,0,0,0.0201771,0,0,0.0296307,0.0750363,0.0300359,0.0369336,0.0171239,0.0745558,0.053263,0.0347847,0.0442905,0.0525878,0.0375165,0.0195763,0.0171083,0.0345257,0.03733,0.0363193,0.0166483,0.00907233,0.0147274,0.0604547,0,0.0264703,0.0720535,0.0311626,0,0,0.0211675,0,0,0.0336113,0.0615191,0.0293091,0.0577242,0.0243439,0.0852341,0.0598388,0.0434297,0.0714501,0.067573,0.0277748,0.0456343,0.0547648,0.0929306,0.025653,0.0224547,0.00847869,0.0146855,0.0291778,0.0348104,0,0,0,0,0,0,0,0,0,0.0770189,0
74,0.0684383,0.0476434,0,0,0,0,0,0,0.0449148,0,0.0251964,0.0743339,0,0,0.0201687,0,0,0.0296621,0.0750608,0.0300778,0.0369263,0.0172145,0.0744727,0.0532226,0.0347977,0.04427,0.0525543,0.0374854,0.0196175,0.0171047,0.0343623,0.037274,0.0366787,0.0165957,0.00912221,0.0147284,0.0605082,0,0.0264961,0.0721057,0.0311821,0,0,0.0211775,0,0,0.0336145,0.0615373,0.029286,0.0576846,0.0243847,0.0850629,0.0598129,0.0433939,0.0713373,0.0675491,0.027775,0.0456972,0.0548147,0.0929771,0.0256497,0.0224688,0.008482,0.0147736,0.0291428,0.034766,0,0,0,0,0,0,0,0,0,0.0770606,0
