Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,RTIBA,RTIB
1411,0.0681344,0.0484553,0,0,0,0,0,0,0.04617,0,0.0243577,0.074066,0,0,0.0179978,0,0,0.0318352,0.0737125,0.0303233,0.0394711,0.0170423,0.0734077,0.0539229,0.0369191,0.046329,0.0554345,0.040377,0.0200992,0.0174412,0.0340755,0.0373824,0.0374685,0.0182423,0.0105139,0.0158099,0.0581052,0,0.0268806,0.0727095,0.0316393,0,0,0.0166109,0,0,0.0361286,0.0623074,0.0284647,0.055814,0.0247733,0.0820555,0.0638869,0.0453168,0.0737727,0.0693704,0.0286303,0.0547434,0.0933639,0.0244035,0.0282841,0.00854469,0.0182835,0.0308224,0.0308621,0,0,0,0,0,0,0,0,0,0.0462625,0.0780155
1412,0.0681919,0.048464,0,0,0,0,0,0,0.0461674,0,0.0243229,0.0740891,0,0,0.0179882,0,0,0.0318697,0.073677,0.0303488,0.0395411,0.0170923,0.0734876,0.0539912,0.0370116,0.0463764,0.0554429,0.0404195,0.0201073,0.0173474,0.0340836,0.0373783,0.0374977,0.0182464,0.0106145,0.0157653,0.0580611,0,0.0268944,0.072654,0.0316848,0,0,0.0166418,0,0,0.0362117,0.0622114,0.0284051,0.055745,0.0247563,0.0820547,0.0640334,0.045276,0.0737455,0.0693616,0.0286251,0.0547806,0.0933677,0.0243658,0.0284318,0.0085384,0.0183489,0.0308864,0.030853,0,0,0,0,0,0,0,0,0,0.0462652,0.0780301
1413,0.0682453,0.0484547,0,0,0,0,0,0,0.0460719,0,0.0244195,0.0740926,0,0,0.0179627,0,0,0.0319144,0.0736598,0.0303616,0.0396227,0.0171051,0.0735889,0.0539422,0.0370626,0.0464369,0.0554826,0.0404512,0.0201211,0.0172703,0.0341525,0.0374582,0.0373475,0.0182571,0.0106827,0.0157081,0.0580581,0,0.0268807,0.0726049,0.0317406,0,0,0.0166636,0,0,0.036268,0.062131,0.0283719,0.0556849,0.0247267,0.0820741,0.0641401,0.0452283,0.0737388,0.0693752,0.0285824,0.0548054,0.0933739,0.0243663,0.0285206,0.00853834,0.0184013,0.0309364,0.0308621,0,0,0,0,0,0,0,0,0,0.0462537,0.0780561
1414,0.0683045,0.0484304,0,0,0,0,0,0,0.0459898,0,0.0244858,0.0740417,0,0,0.017914,0,0,0.0319386,0.0736461,0.0303916,0.0396928,0.0170832,0.0736743,0.0538937,0.0370502,0.0464858,0.0555245,0.0404869,0.0201118,0.0172403,0.034192,0.0374974,0.0372487,0.0182581,0.0107407,0.015651,0.0581087,0,0.0267828,0.0726009,0.0318327,0,0,0.0166326,0,0,0.0362854,0.0621609,0.0283775,0.0556532,0.0246849,0.0821128,0.0642336,0.0452449,0.0737798,0.0693872,0.0285487,0.0548135,0.0933834,0.0243975,0.0285894,0.00857477,0.0184215,0.0309793,0.0308764,0,0,0,0,0,0,0,0,0,0.0462617,0.0780611
1415,0.0683737,0.0484237,0,0,0,0,0,0,0.045891,0,0.0245758,0.0739383,0,0,0.0178634,0,0,0.0318942,0.0736299,0.0304237,0.0397515,0.0170558,0.0737378,0.0539013,0.0370359,0.0465267,0.055564,0.0405169,0.0201095,0.0172555,0.0342403,0.0375259,0.0371657,0.0182434,0.0106867,0.0156607,0.0582071,0,0.0267159,0.072632,0.0319198,0,0,0.0166838,0,0,0.0363165,0.0624758,0.0282894,0.0556464,0.0246293,0.0821739,0.0643097,0.0453067,0.0738601,0.069401,0.0284709,0.0547989,0.0933894,0.024439,0.0286091,0.00857097,0.0184367,0.0310135,0.0308853,0,0,0,0,0,0,0,0,0,0.046263,0.0780335
1416,0.0684638,0.048442,0,0,0,0,0,0,0.0458208,0,0.024669,0.0738323,0,0,0.0178102,0,0,0.0317728,0.0736057,0.0304602,0.0397826,0.0170798,0.0737747,0.0539423,0.0370859,0.0465379,0.0555985,0.0405471,0.020125,0.0172741,0.0343074,0.0375719,0.0370906,0.0182235,0.0106973,0.0156366,0.0582554,0,0.0266948,0.0726752,0.0320077,0,0,0.0167155,0,0,0.0363957,0.0628183,0.0282123,0.0556528,0.0246053,0.0822107,0.0643599,0.0453436,0.073924,0.0694323,0.0284282,0.0547641,0.0933724,0.0244775,0.0286,0.008612,0.0184452,0.0310459,0.030921,0,0,0,0,0,0,0,0,0,0.0462465,0.0779859
1417,0.0685404,0.0485016,0,0,0,0,0,0,0.045777,0,0.024752,0.0737511,0,0,0.0179532,0,0,0.0317995,0.073578,0.0304873,0.0398061,0.0171176,0.0737801,0.0540126,0.0370921,0.0465726,0.0556069,0.0405608,0.0201228,0.0173239,0.0343584,0.0376376,0.0370166,0.0181736,0.010874,0.0154117,0.0582697,0,0.026665,0.0727266,0.0321268,0,0,0.0171536,0,0,0.0364001,0.0631002,0.0281856,0.0556637,0.0245864,0.0822147,0.0643977,0.0453468,0.0739559,0.0694708,0.0284325,0.0547402,0.0933586,0.0244981,0.0284968,0.00887859,0.0181281,0.031102,0.030978,0,0,0,0,0,0,0,0,0,0.046236,0.0779379
1418,0.0686509,0.0484423,0,0,0,0,0,0,0.0457661,0,0.0247608,0.0737007,0,0,0.0178667,0,0,0.0319091,0.0735284,0.0305033,0.0398725,0.0171163,0.0738246,0.0539864,0.0370494,0.0466242,0.0556272,0.0405909,0.0200931,0.0174121,0.0343615,0.0376663,0.0370073,0.0182309,0.0107339,0.0157408,0.0582361,0,0.026695,0.072737,0.0321954,0,0,0.0170195,0,0,0.0365119,0.0631657,0.0282316,0.0556901,0.0246027,0.0822502,0.0644341,0.045348,0.0739664,0.0694951,0.0284364,0.054726,0.0933751,0.0244791,0.0284589,0.00862409,0.0184447,0.0310529,0.031023,0,0,0,0,0,0,0,0,0,0.046219,0.0779043
1419,0.068726,0.0484201,0,0,0,0,0,0,0.0457508,0,0.024729,0.0736766,0,0,0.0178973,0,0,0.0319662,0.0734679,0.0305093,0.0398933,0.0171003,0.0738616,0.0540075,0.0370642,0.0466315,0.0556443,0.040611,0.0200929,0.0173897,0.0343549,0.0376387,0.0370429,0.0182462,0.010785,0.015739,0.0581991,0,0.0267433,0.0727082,0.0322645,0,0,0.0170028,0,0,0.0365401,0.063111,0.0282404,0.055716,0.0246343,0.0822833,0.0644628,0.0453273,0.0739512,0.0695024,0.0284467,0.0547147,0.0933709,0.0244698,0.0284258,0.008609,0.0184975,0.0310237,0.0310734,0,0,0,0,0,0,0,0,0,0.0462198,0.0778927
1420,0.0687838,0.0484111,0,0,0,0,0,0,0.0457406,0,0.0247288,0.0736515,0,0,0.0178863,0,0,0.0320069,0.0734267,0.0305388,0.039888,0.0170827,0.0738905,0.054032,0.0371049,0.0466475,0.0556719,0.0406216,0.0200795,0.0174759,0.0343578,0.0376584,0.0370648,0.0182772,0.0108093,0.01576,0.0582411,0,0.0267087,0.0726958,0.0323062,0,0,0.0169712,0,0,0.0365656,0.0630524,0.0282522,0.0557439,0.0246395,0.0823115,0.0644742,0.0452473,0.0739416,0.0695225,0.0284757,0.0547082,0.0933399,0.0244801,0.0284637,0.00862573,0.0185433,0.030998,0.0311319,0,0,0,0,0,0,0,0,0,0.0462123,0.0778777
1421,0.0688578,0.0484055,0,0,0,0,0,0,0.0457269,0,0.0247232,0.0736609,0,0,0.0178757,0,0,0.032025,0.0734127,0.0305629,0.0398812,0.0170583,0.0739002,0.0540738,0.0371108,0.0466766,0.055676,0.0406217,0.0200595,0.0175222,0.0343543,0.0377207,0.0370893,0.0182944,0.0107967,0.015771,0.0582703,0,0.0266715,0.0726832,0.0323222,0,0,0.0169583,0,0,0.0366728,0.0630109,0.0282704,0.0557674,0.0246245,0.0823369,0.0644389,0.0451177,0.0739469,0.0695386,0.028508,0.0547021,0.0933017,0.0244942,0.0284873,0.00859243,0.0186549,0.0309869,0.0312027,0,0,0,0,0,0,0,0,0,0.0461945,0.0778632
1422,0.0689232,0.0484346,0,0,0,0,0,0,0.0456943,0,0.0247168,0.0737007,0,0,0.0178616,0,0,0.0320322,0.0733954,0.0305536,0.0398681,0.0170304,0.073881,0.0541417,0.0370955,0.0466886,0.0556618,0.0406309,0.0200483,0.0175235,0.0343564,0.0376676,0.0370936,0.0183311,0.0108235,0.0157518,0.0582675,0,0.0266676,0.0726533,0.0323417,0,0,0.0172215,0,0,0.0367199,0.0629712,0.0282898,0.0558069,0.0246018,0.0823559,0.0643968,0.0451826,0.0739488,0.0695677,0.0285779,0.0546917,0.0932852,0.0244969,0.0284273,0.0089096,0.0183733,0.0309941,0.0312637,0,0,0,0,0,0,0,0,0,0.0461644,0.0778396
1423,0.0689984,0.0484287,0,0,0,0,0,0,0.0456118,0,0.024763,0.0737233,0,0,0.017884,0,0,0.0320336,0.0733719,0.0305526,0.0398672,0.0170089,0.0738851,0.0541775,0.0370743,0.0466984,0.0556669,0.0406291,0.0200449,0.0175091,0.0343904,0.0376571,0.0370402,0.0183744,0.0108174,0.0157709,0.0582536,0,0.0267089,0.0726063,0.0323326,0,0,0.0168473,0,0,0.0368348,0.0629608,0.0282876,0.0558447,0.0246132,0.0824013,0.0643817,0.0452557,0.0739488,0.0695905,0.0286251,0.0546719,0.0932528,0.0244759,0.0284041,0.00841938,0.018909,0.0309861,0.0313245,0,0,0,0,0,0,0,0,0,0.0461332,0.0778126
1424,0.0690623,0.0484589,0,0,0,0,0,0,0.0455818,0,0.0248064,0.0737062,0,0,0.0178345,0,0,0.032055,0.0733639,0.0305407,0.0398289,0.0169993,0.073851,0.0542293,0.0370825,0.0466834,0.0556668,0.0406336,0.0200363,0.0175113,0.0343939,0.037668,0.0370028,0.0184364,0.0107833,0.015887,0.0582441,0,0.0267369,0.0726063,0.0323894,0,0,0.0172556,0,0,0.0368078,0.0629754,0.0282766,0.0559172,0.0246262,0.0824469,0.0643592,0.0452808,0.0739495,0.0696067,0.0286515,0.0546642,0.0932347,0.0244526,0.0282996,0.00895364,0.0183487,0.0309977,0.03137,0,0,0,0,0,0,0,0,0,0.0461326,0.0777615
1425,0.0691222,0.0484225,0,0,0,0,0,0,0.0455686,0,0.0248395,0.0736806,0,0,0.0178593,0,0,0.0320251,0.0733672,0.0305483,0.039781,0.017014,0.0738386,0.0542971,0.0370734,0.0466703,0.0556608,0.0406361,0.020021,0.017529,0.0344038,0.0376777,0.0369732,0.0184796,0.0107863,0.0158659,0.0582555,0,0.0266879,0.0726213,0.0323569,0,0,0.0167747,0,0,0.0369318,0.0629826,0.028294,0.0560134,0.024607,0.0824897,0.0643169,0.0452987,0.0739761,0.0696315,0.0286573,0.0546563,0.0932062,0.0244643,0.0282975,0.00845727,0.0189004,0.0309935,0.0314205,0,0,0,0,0,0,0,0,0,0.0461206,0.0777339
1426,0.0691781,0.0484328,0,0,0,0,0,0,0.0455617,0,0.0248449,0.0736749,0,0,0.0178544,0,0,0.0319835,0.0733903,0.0305655,0.0397487,0.0170203,0.0738008,0.0543763,0.0370591,0.0466711,0.0556593,0.0406285,0.0200126,0.0175381,0.0344135,0.0376784,0.0369387,0.0185422,0.0107644,0.0159323,0.0582425,0,0.026658,0.0726629,0.0323499,0,0,0.0166997,0,0,0.0368855,0.0629779,0.0283094,0.0561337,0.0245908,0.0824943,0.0642663,0.0453259,0.074006,0.0696423,0.0286755,0.0546365,0.0931829,0.0244655,0.0282752,0.00845814,0.0188458,0.0309925,0.0314712,0,0,0,0,0,0,0,0,0,0.0460861,0.0777153
1427,0.0692152,0.048458,0,0,0,0,0,0,0.0455468,0,0.0248724,0.0736804,0,0,0.0178502,0,0,0.0319394,0.0733999,0.0305599,0.0397178,0.0170088,0.073747,0.0544172,0.0369931,0.0466866,0.0556659,0.0406217,0.0200224,0.0175309,0.0344199,0.0376822,0.0368982,0.0186199,0.0107135,0.0160353,0.0581591,0,0.0266781,0.0727327,0.0323197,0,0,0.0166537,0,0,0.0368839,0.0629682,0.0283092,0.0562286,0.0245537,0.0824824,0.0642225,0.0453716,0.0740249,0.069648,0.0286859,0.0546137,0.0931638,0.0244474,0.0282621,0.00856136,0.0187383,0.0310019,0.0315169,0,0,0,0,0,0,0,0,0,0.04604,0.0777002
1428,0.069232,0.0484818,0,0,0,0,0,0,0.0454815,0,0.0249412,0.0737072,0,0,0.0178377,0,0,0.0319265,0.0733909,0.0305624,0.039641,0.0169728,0.0736934,0.0544604,0.0369444,0.0466984,0.0556645,0.0406054,0.0200333,0.0175248,0.0344478,0.0377239,0.0368195,0.0186909,0.0106762,0.0160821,0.0581006,0,0.0268113,0.0727655,0.0322776,0,0,0.0166133,0,0,0.0369259,0.0629772,0.028311,0.0562803,0.0244917,0.0824725,0.0641845,0.0454095,0.0740209,0.0696431,0.0287049,0.0546009,0.09312,0.024434,0.0282748,0.0087358,0.0186289,0.031038,0.0315339,0,0,0,0,0,0,0,0,0,0.0460181,0.0776771
1429,0.069235,0.0485169,0,0,0,0,0,0,0.0454014,0,0.0250138,0.0737436,0,0,0.0178342,0,0,0.0319634,0.0733956,0.030578,0.0395439,0.0169469,0.0736369,0.0545054,0.0369368,0.0466992,0.0556591,0.0405705,0.0200249,0.0175223,0.0344985,0.0377708,0.036731,0.0187629,0.0106832,0.0161272,0.0581836,0,0.0269439,0.0727695,0.0322586,0,0,0.0168011,0,0,0.0369345,0.0629941,0.0283051,0.0563095,0.0245059,0.082457,0.0641518,0.0454236,0.0740459,0.0696679,0.0286823,0.0545939,0.093028,0.0244757,0.028267,0.00912519,0.0182969,0.0310844,0.0315323,0,0,0,0,0,0,0,0,0,0.046021,0.0776496
1430,0.0692622,0.048531,0,0,0,0,0,0,0.0453527,0,0.0250621,0.0737245,0,0,0.0178603,0,0,0.0320249,0.0734134,0.030572,0.0394839,0.0169498,0.0735911,0.0545507,0.0369644,0.0466836,0.0557118,0.0405718,0.0200067,0.017542,0.034531,0.037809,0.0366595,0.0188199,0.0106841,0.0161606,0.0582495,0,0.0269715,0.0727966,0.0322263,0,0,0.0167008,0,0,0.0369929,0.0630094,0.0282897,0.0563108,0.0245059,0.0824661,0.0641284,0.0454358,0.0740734,0.06969,0.0285729,0.0545973,0.0929756,0.0245067,0.0282586,0.00898826,0.018445,0.0311119,0.0315484,0,0,0,0,0,0,0,0,0,0.0460457,0.0776333
1431,0.0692843,0.0485646,0,0,0,0,0,0,0.0453128,0,0.0250956,0.0737236,0,0,0.0178845,0,0,0.032086,0.0734449,0.0305539,0.0394558,0.0169583,0.0735471,0.0545808,0.0369303,0.0466717,0.0558139,0.0405811,0.0200116,0.0175665,0.0345512,0.0377782,0.0365825,0.0188726,0.0106719,0.0162028,0.0582113,0,0.0269113,0.0728309,0.0321983,0,0,0.0167347,0,0,0.0370415,0.0630184,0.0282818,0.0563179,0.0245062,0.0824563,0.0640854,0.0454584,0.0740796,0.0696912,0.0285242,0.0545769,0.0929811,0.0245224,0.0282337,0.00916705,0.0183264,0.0311444,0.0315686,0,0,0,0,0,0,0,0,0,0.0460462,0.0776112
1432,0.0692923,0.0485963,0,0,0,0,0,0,0.0452579,0,0.0251423,0.0737707,0,0,0.0179002,0,0,0.0321243,0.0734669,0.0305311,0.0394321,0.0169511,0.0735041,0.0545994,0.0369211,0.046666,0.0557941,0.0405637,0.0200109,0.017499,0.0345861,0.0377734,0.0365007,0.0189384,0.0106903,0.0162072,0.0581734,0,0.0268523,0.0728392,0.032159,0,0,0.0167598,0,0,0.0370591,0.0630284,0.0282913,0.0563421,0.0244955,0.0824395,0.0640195,0.0454849,0.0740843,0.0696994,0.0285392,0.0545536,0.0929996,0.0245303,0.0281711,0.00927495,0.018252,0.0311593,0.0315905,0,0,0,0,0,0,0,0,0,0.0460051,0.0775814
1433,0.0692898,0.048646,0,0,0,0,0,0,0.0452145,0,0.0251225,0.0737911,0,0,0.0179075,0,0,0.0321189,0.0734925,0.0304667,0.039356,0.0169794,0.0734499,0.0546268,0.0369241,0.0466351,0.055901,0.0405223,0.0200351,0.0173105,0.0345715,0.0377518,0.0364904,0.0190195,0.010704,0.0161971,0.0581791,0,0.026863,0.0728196,0.0321212,0,0,0.0167656,0,0,0.0370323,0.0630489,0.0282987,0.0563592,0.0244798,0.082415,0.0639708,0.0454793,0.0740679,0.0696977,0.0285911,0.0545592,0.0929894,0.024522,0.0281769,0.00928886,0.018221,0.0311738,0.0316092,0,0,0,0,0,0,0,0,0,0.0459927,0.0775785
1434,0.0693048,0.0486704,0,0,0,0,0,0,0.0451753,0,0.0251475,0.0737898,0,0,0.0179067,0,0,0.0320851,0.0735184,0.030438,0.0392648,0.0169868,0.0734098,0.054654,0.0369176,0.0466088,0.0559738,0.0404856,0.0200442,0.0172338,0.034577,0.0377617,0.0364615,0.0190763,0.010688,0.0162029,0.0581983,0,0.0268999,0.0727981,0.0320638,0,0,0.016756,0,0,0.0370361,0.0630735,0.0283032,0.0563774,0.0244677,0.0823933,0.0639186,0.045488,0.0740443,0.069702,0.02867,0.0545841,0.0929489,0.0245203,0.0282525,0.00929785,0.0182044,0.0311881,0.0316126,0,0,0,0,0,0,0,0,0,0.0460098,0.0775883
1435,0.0693215,0.0486696,0,0,0,0,0,0,0.0451539,0,0.0251523,0.0738145,0,0,0.0178825,0,0,0.0320329,0.0735344,0.0304175,0.0391937,0.0169801,0.0733749,0.0546456,0.0368957,0.0465905,0.0559681,0.040441,0.0200264,0.0172297,0.0345754,0.0378069,0.0364436,0.019121,0.0106641,0.0161914,0.058223,0,0.0269106,0.0727831,0.0319945,0,0,0.0167597,0,0,0.0370172,0.0630704,0.0283104,0.0564047,0.0244341,0.0823734,0.0638587,0.0454881,0.0740561,0.0697199,0.0287012,0.054574,0.0929198,0.0245415,0.0282718,0.00928041,0.0181971,0.0311999,0.0316241,0,0,0,0,0,0,0,0,0,0.0460261,0.0775583
1436,0.0693385,0.0486734,0,0,0,0,0,0,0.0451417,0,0.0251747,0.0738577,0,0,0.0178557,0,0,0.0319676,0.0735397,0.0303902,0.039163,0.0169564,0.0733209,0.0546257,0.0368454,0.0465777,0.0559347,0.0404057,0.0200169,0.0172918,0.0345761,0.0378751,0.0364074,0.019171,0.0106517,0.0161921,0.0582286,0,0.0269314,0.0727698,0.0319467,0,0,0.0167685,0,0,0.0370023,0.0630753,0.0283051,0.0564316,0.0244212,0.082365,0.0637953,0.0454867,0.0740728,0.0697342,0.0286969,0.0545473,0.0929211,0.0245416,0.0282269,0.00919856,0.0182336,0.0312017,0.0316435,0,0,0,0,0,0,0,0,0,0.0460331,0.0775334
1437,0.0693721,0.0486686,0,0,0,0,0,0,0.0450908,0,0.0252699,0.0739042,0,0,0.0178561,0,0,0.0319439,0.0735326,0.0303903,0.0391551,0.0169225,0.0732545,0.0546071,0.0367916,0.0465694,0.0558616,0.0403777,0.0199988,0.01743,0.0346167,0.0378432,0.0362926,0.0192089,0.0106532,0.016204,0.0582329,0,0.0269009,0.0727808,0.0319014,0,0,0.0167354,0,0,0.0369462,0.06308,0.0282932,0.0564499,0.024407,0.0823608,0.063729,0.0454724,0.074097,0.0697364,0.0286998,0.0545338,0.0928979,0.0245469,0.0281899,0.00910143,0.0182712,0.0311974,0.0316679,0,0,0,0,0,0,0,0,0,0.0460193,0.0775251
1438,0.0694098,0.0486471,0,0,0,0,0,0,0.0450646,0,0.0253137,0.073956,0,0,0.0178704,0,0,0.0319631,0.0735283,0.0303993,0.0390767,0.0169086,0.0731989,0.0546133,0.036797,0.0465715,0.0557048,0.0403466,0.0199987,0.0174592,0.0346127,0.0377965,0.0362237,0.0192511,0.0106504,0.0162346,0.0582353,0,0.0268927,0.0727972,0.0318258,0,0,0.0166652,0,0,0.0368387,0.063088,0.0282933,0.0564766,0.0243966,0.0823623,0.0636519,0.04546,0.0741145,0.0697378,0.0287028,0.0545205,0.0928742,0.0245536,0.0281483,0.0089927,0.0182883,0.0311892,0.0316776,0,0,0,0,0,0,0,0,0,0.0460199,0.0775282
1439,0.0694316,0.0486316,0,0,0,0,0,0,0.0450695,0,0.02533,0.0740273,0,0,0.0178855,0,0,0.032017,0.0735332,0.030399,0.0390047,0.0168892,0.0731571,0.0546403,0.0367834,0.0465714,0.055524,0.040322,0.0200157,0.0174463,0.0346187,0.037781,0.0361634,0.0192862,0.0106579,0.0162758,0.0582337,0,0.0268877,0.0727957,0.031734,0,0,0.0166204,0,0,0.0367629,0.0631031,0.0283037,0.056513,0.0243648,0.0823761,0.0635815,0.0454574,0.0741338,0.0697496,0.028702,0.0545213,0.0928755,0.0245638,0.028056,0.00892614,0.0182976,0.0311962,0.031693,0,0,0,0,0,0,0,0,0,0.0460122,0.0775578
1440,0.0694418,0.0486369,0,0,0,0,0,0,0.0450559,0,0.025345,0.0740806,0,0,0.0178797,0,0,0.0320143,0.0735382,0.0303874,0.0389489,0.0168783,0.0731025,0.0546662,0.0367801,0.0465474,0.0554541,0.0403105,0.0200056,0.0174279,0.0346389,0.0377766,0.0361305,0.0193327,0.0106154,0.0163123,0.0582243,0,0.0268845,0.0727885,0.0316497,0,0,0.0166086,0,0,0.0367145,0.0631026,0.0283292,0.0565344,0.0243254,0.0823765,0.0635223,0.0454929,0.0741438,0.0697643,0.0287158,0.0545416,0.0928987,0.0245648,0.0279199,0.00881709,0.0183323,0.0312121,0.0317314,0,0,0,0,0,0,0,0,0,0.0460187,0.0775527
1441,0.0694321,0.0486408,0,0,0,0,0,0,0.0450306,0,0.0253532,0.0741316,0,0,0.0178356,0,0,0.031981,0.0735352,0.0303506,0.0388995,0.0168639,0.0730337,0.054685,0.036767,0.0465262,0.0554282,0.0402846,0.019988,0.0173578,0.034635,0.0378049,0.0361213,0.0193671,0.0105422,0.0163359,0.0582139,0,0.0269062,0.0727584,0.0315436,0,0,0.0165725,0,0,0.0367155,0.0631163,0.0283196,0.0565455,0.0242897,0.0823664,0.0634316,0.0455264,0.0741373,0.0697656,0.0287383,0.054544,0.0928942,0.0245654,0.0278701,0.00881757,0.0183169,0.0312128,0.0317842,0,0,0,0,0,0,0,0,0,0.0460266,0.0775428
1442,0.0694283,0.0486304,0,0,0,0,0,0,0.0449726,0,0.0253848,0.0741872,0,0,0.0178273,0,0,0.0319822,0.0735375,0.0303065,0.0388358,0.0168609,0.0729552,0.0547118,0.0367502,0.0465059,0.0553981,0.0402493,0.0199886,0.0172477,0.0346446,0.0378802,0.0360673,0.0194041,0.0104879,0.0163607,0.0581569,0,0.0269719,0.0727356,0.0314188,0,0,0.0165573,0,0,0.0366783,0.0631286,0.0283047,0.0565741,0.0242561,0.0823583,0.0633076,0.04551,0.0741258,0.0697549,0.0287488,0.0545154,0.0928687,0.0245442,0.0278406,0.00882143,0.0182706,0.0311951,0.0318376,0,0,0,0,0,0,0,0,0,0.0460181,0.0775402
1443,0.0694456,0.048625,0,0,0,0,0,0,0.0448882,0,0.0254686,0.0742386,0,0,0.0178391,0,0,0.032035,0.0735371,0.0302952,0.0387826,0.0168343,0.072887,0.054747,0.0367383,0.0464735,0.0553714,0.0402256,0.0200021,0.017258,0.0346857,0.0378873,0.0359237,0.0194389,0.0105028,0.0163531,0.0580946,0,0.0270014,0.0727291,0.0313013,0,0,0.0165816,0,0,0.0366823,0.0631331,0.0283201,0.0566361,0.0241725,0.0823491,0.0631711,0.0454373,0.0741157,0.0697375,0.0287156,0.0544996,0.0928552,0.0245201,0.0277939,0.00883228,0.0182307,0.0311874,0.0319074,0,0,0,0,0,0,0,0,0,0.0460263,0.0775268
1444,0.0694668,0.0486123,0,0,0,0,0,0,0.0448448,0,0.0255217,0.0742801,0,0,0.0178436,0,0,0.0320646,0.0735407,0.0302667,0.0387443,0.0168011,0.072822,0.0547638,0.0367399,0.0464383,0.0553442,0.040202,0.0200013,0.0172268,0.0347216,0.0378871,0.0358284,0.0194476,0.010513,0.0163327,0.0580716,0,0.0270158,0.0727214,0.0312149,0,0,0.0166318,0,0,0.03668,0.0631544,0.0283506,0.0566832,0.0241466,0.0823339,0.0630969,0.0452594,0.074102,0.0697053,0.0286744,0.0544979,0.092855,0.0244931,0.0277098,0.00882326,0.0182131,0.0311865,0.0319824,0,0,0,0,0,0,0,0,0,0.04603,0.0775324
1445,0.0694872,0.048603,0,0,0,0,0,0,0.0447621,0,0.0256263,0.0742929,0,0,0.0178443,0,0,0.0320707,0.0735383,0.0302503,0.0387183,0.0167929,0.0727576,0.0547536,0.0367564,0.0464106,0.0553118,0.0401685,0.0199923,0.0173185,0.0347938,0.0378696,0.0356747,0.0194565,0.0105173,0.0163305,0.0580567,0,0.0269931,0.072737,0.0311533,0,0,0.0166681,0,0,0.0365766,0.0631767,0.0283863,0.0567041,0.0241411,0.0823192,0.0630072,0.0451904,0.074104,0.0696914,0.028676,0.0544996,0.0928631,0.024483,0.027642,0.00877181,0.0181861,0.0311589,0.0320652,0,0,0,0,0,0,0,0,0,0.0460154,0.0775439
1446,0.0695205,0.048588,0,0,0,0,0,0,0.044653,0,0.0257403,0.0742915,0,0,0.0178454,0,0,0.0320846,0.0735445,0.0302316,0.0386777,0.0167793,0.0727002,0.054748,0.0366891,0.0464005,0.0552831,0.0401433,0.0199946,0.0173571,0.0348697,0.0378713,0.0354891,0.0194661,0.0105283,0.0163278,0.0580358,0,0.0269876,0.0727496,0.0310984,0,0,0.0166825,0,0,0.0365125,0.0631678,0.0283401,0.0567062,0.0241221,0.0823199,0.0629111,0.0451936,0.0741006,0.0696853,0.0287124,0.0544984,0.0928287,0.0244665,0.0276392,0.00876221,0.0180811,0.0311351,0.0321438,0,0,0,0,0,0,0,0,0,0.0460164,0.0775356
1447,0.0695691,0.048564,0,0,0,0,0,0,0.0445382,0,0.0258622,0.0743117,0,0,0.0178317,0,0,0.0320567,0.0735612,0.0302103,0.0386117,0.0167566,0.0726452,0.0547542,0.0366557,0.0463942,0.0552576,0.0401007,0.020002,0.0173459,0.0349149,0.0379176,0.0353208,0.0194571,0.0105022,0.0163376,0.0580127,0,0.0270209,0.0727562,0.0310392,0,0,0.0167003,0,0,0.0364604,0.0631598,0.0283141,0.0567012,0.0241121,0.0823153,0.0628119,0.0451949,0.0740936,0.0696696,0.0287265,0.0544889,0.0928044,0.0244641,0.0275776,0.00879342,0.017978,0.0311186,0.0322192,0,0,0,0,0,0,0,0,0,0.0460135,0.0775328
1448,0.0696256,0.0485503,0,0,0,0,0,0,0.0444129,0,0.0260149,0.0743279,0,0,0.0178332,0,0,0.0320338,0.0735735,0.0301862,0.038549,0.0167085,0.0725827,0.0547642,0.0366652,0.0463608,0.0552183,0.040049,0.0200114,0.0173347,0.034977,0.0379963,0.035141,0.0194569,0.0104891,0.0163265,0.0580213,0,0.0269802,0.0727627,0.0309815,0,0,0.0167399,0,0,0.0364352,0.0631698,0.0283591,0.0567104,0.024121,0.0822995,0.0627228,0.0451983,0.0741054,0.0696671,0.0287176,0.0544767,0.0927853,0.0244687,0.0274926,0.0088197,0.0178975,0.0310963,0.0323092,0,0,0,0,0,0,0,0,0,0.046011,0.0775396
