Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,RTIBA,RTIB
467,0.0707984,0.0440705,0,0,0,0,0,0,0.0409479,0,0.0285699,0.0733345,0,0,0.0197023,0,0,0.0318739,0.0731336,0.0293953,0.038059,0.0134337,0.0747153,0.0555134,0.0366247,0.0476921,0.0556928,0.039632,0.0186757,0.0155714,0.0364039,0.0393263,0.0336585,0.0226851,0.0121099,0.0182196,0.057113,0,0.0263475,0.0706362,0.035661,0,0,0.0210174,0,0,0.0341704,0.061215,0.0281298,0.0569629,0.0228959,0.0843196,0.060617,0.0450305,0.0736122,0.069225,0.0283161,0.0538283,0.0917002,0.0232293,0.0221543,0.00822951,0.018827,0.0247602,0.0355984,0,0,0,0,0,0,0,0,0,0.0459417,0.0764754
468,0.0708337,0.0442091,0,0,0,0,0,0,0.040911,0,0.0285261,0.0730432,0,0,0.0197481,0,0,0.0319153,0.0730801,0.0292356,0.0381293,0.0131751,0.0749245,0.0555125,0.03674,0.0476949,0.0558572,0.0396088,0.0185395,0.0154823,0.0363866,0.0393458,0.0336613,0.0227111,0.0118276,0.0181668,0.0570702,0,0.0263374,0.0705874,0.0357691,0,0,0.0213522,0,0,0.0340578,0.061206,0.0281025,0.0569524,0.0228405,0.0845038,0.0606725,0.045059,0.0736074,0.0692587,0.0284199,0.0537983,0.0916588,0.023255,0.0220614,0.00842377,0.0186632,0.024771,0.0356506,0,0,0,0,0,0,0,0,0,0.0459222,0.0764447
469,0.0708867,0.0443,0,0,0,0,0,0,0.040728,0,0.0285007,0.0727447,0,0,0.0196653,0,0,0.0318537,0.0730224,0.029121,0.0382033,0.0128224,0.0751497,0.0555025,0.0368427,0.0477969,0.055994,0.0395838,0.0183977,0.0154041,0.0364097,0.0393968,0.0337346,0.0226799,0.011955,0.0183305,0.0569915,0,0.0263332,0.0704978,0.0357885,0,0,0.0212864,0,0,0.0340751,0.0611918,0.0281382,0.056923,0.0228223,0.084684,0.0607586,0.0450447,0.0735882,0.0692484,0.0284693,0.0537742,0.091629,0.0232382,0.022161,0.0083559,0.0187631,0.0247837,0.0357099,0,0,0,0,0,0,0,0,0,0.0459099,0.0764159
470,0.0709226,0.0443998,0,0,0,0,0,0,0.040475,0,0.0284984,0.0724026,0,0,0.0196567,0,0,0.0318774,0.0729739,0.0290584,0.0382217,0.0125454,0.0753917,0.0555016,0.0369949,0.0482653,0.0561186,0.0395764,0.0182557,0.015358,0.0364402,0.039361,0.0338617,0.0226604,0.0119049,0.0183431,0.0568893,0,0.0263251,0.0703533,0.035814,0,0,0.0211946,0,0,0.0341151,0.0611871,0.0282212,0.0568609,0.022811,0.0848781,0.0608401,0.0449958,0.0735716,0.0692255,0.0285417,0.0537549,0.0916083,0.0232114,0.0223429,0.00833974,0.0188525,0.024775,0.0357665,0,0,0,0,0,0,0,0,0,0.0459043,0.0763865
471,0.0709676,0.0445219,0,0,0,0,0,0,0.0402754,0,0.0284922,0.0720369,0,0,0.0196528,0,0,0.031865,0.0729051,0.029007,0.0382148,0.0123203,0.0756859,0.0555015,0.0371412,0.0486668,0.0562382,0.0395582,0.0181573,0.0152908,0.036458,0.0393224,0.0339692,0.0226403,0.0118544,0.0183644,0.056764,0,0.0262825,0.0701655,0.0358486,0,0,0.0211309,0,0,0.0341175,0.0612085,0.0282587,0.0567776,0.0227896,0.08508,0.0608816,0.0449219,0.0735707,0.069227,0.0286618,0.0537136,0.0916017,0.0231945,0.0224643,0.00832602,0.0189107,0.024784,0.0358316,0,0,0,0,0,0,0,0,0,0.0458838,0.0763571
472,0.0710133,0.0446222,0,0,0,0,0,0,0.0401282,0,0.0284765,0.0716758,0,0,0.0196364,0,0,0.0318184,0.0728271,0.0289549,0.038209,0.0120195,0.0759828,0.0554871,0.0372457,0.0489523,0.0563541,0.0395129,0.0180544,0.0152331,0.0364646,0.0393866,0.0341136,0.0226304,0.0117961,0.0184113,0.056633,0,0.0262473,0.0699804,0.0358817,0,0,0.0210862,0,0,0.0340709,0.0612202,0.0282164,0.0567137,0.0227737,0.0852992,0.0609072,0.0448412,0.0735732,0.0692758,0.0287231,0.0536483,0.0915473,0.0231534,0.0225116,0.00828818,0.0189347,0.0247861,0.0359109,0,0,0,0,0,0,0,0,0,0.0458704,0.0763201
473,0.0710797,0.0447063,0,0,0,0,0,0,0.0399566,0,0.0284775,0.0713094,0,0,0.0196061,0,0,0.0317908,0.0727499,0.028883,0.0382056,0.0117217,0.0762689,0.0554581,0.0373385,0.0491946,0.0565034,0.0394829,0.0179154,0.0151537,0.0364635,0.0395063,0.0343091,0.0226375,0.011709,0.0184409,0.0565034,0,0.0262178,0.0697751,0.0359141,0,0,0.0210778,0,0,0.0341327,0.0612203,0.0281696,0.0566669,0.0227675,0.085529,0.0609221,0.0447363,0.0735887,0.0693653,0.0286356,0.0536118,0.0914656,0.0230857,0.0225323,0.00827144,0.0189689,0.024758,0.0360075,0,0,0,0,0,0,0,0,0,0.0458835,0.0762585
474,0.0711485,0.0448279,0,0,0,0,0,0,0.0396807,0,0.028498,0.0709702,0,0,0.0196088,0,0,0.0317922,0.0726562,0.0288193,0.0382024,0.0114556,0.0765736,0.055431,0.0374607,0.0494428,0.0566403,0.0394761,0.0177732,0.0150736,0.0364843,0.0394827,0.0344822,0.0226224,0.0116467,0.0185,0.0563938,0,0.0261965,0.0695227,0.0359811,0,0,0.0210209,0,0,0.0341633,0.0612466,0.028144,0.0566064,0.0227896,0.0857799,0.0609576,0.0446732,0.0736088,0.0694596,0.0284583,0.0535963,0.0914082,0.0229677,0.0226109,0.00829123,0.0189944,0.024764,0.0361181,0,0,0,0,0,0,0,0,0,0.045887,0.0761995
475,0.0712407,0.0449235,0,0,0,0,0,0,0.0394223,0,0.0285092,0.0706225,0,0,0.0196182,0,0,0.0318052,0.072557,0.0287447,0.0381957,0.0111143,0.0768783,0.0554349,0.0375423,0.0497033,0.0567658,0.0394839,0.0176721,0.0149891,0.0365124,0.0394189,0.0346726,0.0226221,0.0115958,0.0185418,0.0561988,0,0.0260883,0.0693115,0.0360351,0,0,0.0209896,0,0,0.034143,0.0612608,0.0280868,0.0565681,0.0228076,0.086037,0.0609758,0.0446437,0.0736612,0.0695702,0.0285592,0.0535622,0.0913232,0.0228956,0.0226352,0.00827328,0.0190073,0.0247276,0.0362396,0,0,0,0,0,0,0,0,0,0.0458589,0.0761511
476,0.0713296,0.0450202,0,0,0,0,0,0,0.0391865,0,0.0285267,0.0702469,0,0,0.0195637,0,0,0.0317931,0.0724923,0.0286588,0.0381749,0.0108581,0.0771991,0.0554297,0.0375732,0.0499217,0.0569203,0.0394938,0.0175567,0.014898,0.0364888,0.0394123,0.0348785,0.0226176,0.0115493,0.018526,0.0560126,0,0.0259752,0.0690797,0.0360875,0,0,0.0209574,0,0,0.034125,0.061421,0.0280298,0.0565484,0.0228416,0.0863243,0.0609713,0.0444654,0.0737372,0.0696758,0.0287402,0.0535009,0.0912274,0.0227996,0.0225877,0.00828724,0.0189773,0.0247084,0.0363936,0,0,0,0,0,0,0,0,0,0.0458435,0.0761154
477,0.0714427,0.0451024,0,0,0,0,0,0,0.0389409,0,0.0285706,0.069866,0,0,0.0195372,0,0,0.0318082,0.0724345,0.0285593,0.0381521,0.0106497,0.0775152,0.0554167,0.0376242,0.0501256,0.0570376,0.0394677,0.0174125,0.0147766,0.036416,0.0393401,0.0350909,0.0226102,0.0115328,0.0184823,0.0558058,0,0.0258823,0.0688709,0.0361335,0,0,0.0209042,0,0,0.034113,0.0617196,0.0279562,0.0565205,0.0228874,0.0866379,0.0609419,0.0441333,0.0738641,0.0698284,0.0287709,0.053406,0.0910948,0.0227012,0.0225907,0.00831579,0.0188957,0.0246747,0.0365437,0,0,0,0,0,0,0,0,0,0.0458466,0.0760493
478,0.0715452,0.0451762,0,0,0,0,0,0,0.0386692,0,0.0286251,0.0695105,0,0,0.0194369,0,0,0.0317961,0.0723566,0.028423,0.0381208,0.0104647,0.0778259,0.0554165,0.0376273,0.0503133,0.0571571,0.0394041,0.017225,0.0146079,0.0363255,0.0392601,0.0353086,0.0226298,0.0114481,0.0185042,0.0555175,0,0.0258464,0.0685906,0.0361708,0,0,0.0208659,0,0,0.0340784,0.062066,0.0279206,0.0564372,0.0229205,0.0869637,0.0609246,0.0441052,0.074002,0.0700355,0.0287107,0.0533218,0.0909506,0.0225851,0.0225535,0.00832994,0.0188018,0.0246178,0.0367315,0,0,0,0,0,0,0,0,0,0.0458405,0.0759774
479,0.0716588,0.0452392,0,0,0,0,0,0,0.038363,0,0.0286537,0.0691839,0,0,0.0193797,0,0,0.0317824,0.0722657,0.0282627,0.0380808,0.010214,0.0781274,0.0554479,0.0375347,0.0505091,0.0572829,0.0393395,0.0170476,0.014422,0.0362492,0.0390855,0.0355241,0.0226447,0.0113245,0.018569,0.0550781,0,0.025913,0.0682672,0.0361884,0,0,0.0208734,0,0,0.0340379,0.0622953,0.0279695,0.0563125,0.0229547,0.0872767,0.060929,0.0443329,0.0741187,0.0702787,0.0286284,0.0532393,0.0907805,0.0224583,0.0224673,0.00831194,0.0187327,0.0245523,0.0369237,0,0,0,0,0,0,0,0,0,0.04583,0.0758775
480,0.0717709,0.0453234,0,0,0,0,0,0,0.0380772,0,0.0286895,0.0688558,0,0,0.0193594,0,0,0.0317793,0.0721661,0.0281273,0.0380455,0.00994274,0.0784445,0.0555239,0.0374688,0.0507549,0.0573944,0.0392874,0.0168789,0.0142205,0.0361478,0.0389237,0.0357663,0.0226615,0.011202,0.0186662,0.0545246,0,0.0259539,0.0679325,0.0361969,0,0,0.0209433,0,0,0.0341204,0.0624714,0.0280738,0.0561937,0.0230149,0.0876009,0.0609036,0.044315,0.0742803,0.0705728,0.0286597,0.0531169,0.0905655,0.0223643,0.0223367,0.00831106,0.0187058,0.0244703,0.0370914,0,0,0,0,0,0,0,0,0,0.0457942,0.0757538
481,0.0718559,0.0454308,0,0,0,0,0,0,0.0377505,0,0.0287476,0.068526,0,0,0.0194169,0,0,0.0317781,0.0720568,0.0279641,0.0380442,0.00964764,0.0787549,0.0556255,0.0374554,0.051013,0.0575215,0.0392475,0.0166821,0.0139853,0.0360326,0.0388,0.0360517,0.0226861,0.0111235,0.0187475,0.0538166,0,0.0258851,0.0675991,0.036199,0,0,0.0209855,0,0,0.0341466,0.0626859,0.0282391,0.0560664,0.023099,0.0879286,0.0608719,0.0441639,0.074486,0.070898,0.0287454,0.0529762,0.0903257,0.0222802,0.0221845,0.00832494,0.0186436,0.0244056,0.0372567,0,0,0,0,0,0,0,0,0,0.0457235,0.0756087
482,0.0719395,0.0454993,0,0,0,0,0,0,0.0374071,0,0.0287802,0.0682155,0,0,0.0194424,0,0,0.0317461,0.0719079,0.0277492,0.0380899,0.00935781,0.0790277,0.0558047,0.0373889,0.0512484,0.0576597,0.0391938,0.0165063,0.0137479,0.0359238,0.0387257,0.036381,0.0227338,0.0109706,0.0188368,0.0529721,0,0.0258496,0.0672546,0.0361836,0,0,0.0209988,0,0,0.0340612,0.0629705,0.028493,0.055881,0.0231395,0.0882125,0.0608761,0.0445077,0.0747013,0.071283,0.0288786,0.0527853,0.0900418,0.0223274,0.0220353,0.00828534,0.0185472,0.0243358,0.0374324,0,0,0,0,0,0,0,0,0,0.0456461,0.075435
483,0.0720234,0.045581,0,0,0,0,0,0,0.0370667,0,0.0288095,0.0679359,0,0,0.0194281,0,0,0.0316821,0.0717512,0.027496,0.0381593,0.0091356,0.0792821,0.0560366,0.0372648,0.0514605,0.0577985,0.0391222,0.0163294,0.0135521,0.0357817,0.0386676,0.0367389,0.0227956,0.0108027,0.018929,0.0520107,0,0.0259653,0.06683,0.0361638,0,0,0.0209993,0,0,0.0340318,0.0633472,0.0288372,0.0556207,0.0231204,0.0884461,0.0608903,0.0454482,0.0748503,0.0717176,0.0292208,0.0525716,0.0897274,0.0224875,0.0219672,0.0082851,0.0184543,0.0242921,0.0376286,0,0,0,0,0,0,0,0,0,0.0455601,0.0752432
484,0.0721196,0.045592,0,0,0,0,0,0,0.0367886,0,0.0288297,0.0675424,0,0,0.01944,0,0,0.0316409,0.0716175,0.0272033,0.0382545,0.00885616,0.0795601,0.0562607,0.0371401,0.0517518,0.0579854,0.0389582,0.0161471,0.0133682,0.0356677,0.0385828,0.0371044,0.0228339,0.0107653,0.0189128,0.0511991,0,0.0260835,0.0664692,0.0361269,0,0,0.0210808,0,0,0.0340128,0.0636458,0.0292617,0.0553442,0.023035,0.0886691,0.0608737,0.0458714,0.0749975,0.0721657,0.0294702,0.0523404,0.0893068,0.0228223,0.0218517,0.00826164,0.0183554,0.0242128,0.0378146,0,0,0,0,0,0,0,0,0,0.0454105,0.0750153
485,0.0721859,0.0455757,0,0,0,0,0,0,0.0364963,0,0.0288539,0.0672347,0,0,0.0194948,0,0,0.0316342,0.071497,0.0269468,0.0383127,0.00860263,0.0798175,0.0564357,0.0370192,0.0520282,0.0581419,0.0387837,0.0159989,0.0131852,0.0355824,0.0383772,0.0374722,0.022891,0.01079,0.0188251,0.0503358,0,0.0262345,0.0661153,0.0361115,0,0,0.0211763,0,0,0.0339515,0.0638993,0.0297271,0.0551011,0.0230513,0.0888634,0.0608355,0.0459501,0.075076,0.0725326,0.029576,0.0521313,0.0889641,0.0232054,0.0217006,0.00825994,0.0182454,0.0242003,0.0379865,0,0,0,0,0,0,0,0,0,0.0452344,0.0747973
486,0.072165,0.0455792,0,0,0,0,0,0,0.0361937,0,0.028866,0.0669481,0,0,0.0195762,0,0,0.0314094,0.0714297,0.0267006,0.0383974,0.00843718,0.0800434,0.0568376,0.0368726,0.0522749,0.0582812,0.0386032,0.0158417,0.0130067,0.0355264,0.0382344,0.037891,0.0226941,0.011122,0.0181552,0.0493672,0,0.0264268,0.0657861,0.0360867,0,0,0.0217668,0,0,0.0336997,0.0642077,0.0301365,0.0548453,0.0230933,0.0890014,0.0607744,0.0459359,0.0753099,0.0729185,0.0296549,0.0519233,0.088656,0.0237814,0.0213997,0.00858328,0.0177288,0.0243359,0.038137,0,0,0,0,0,0,0,0,0,0.0450262,0.0745877
487,0.0722189,0.045551,0,0,0,0,0,0,0.0358811,0,0.0288869,0.0665984,0,0,0.0195892,0,0,0.0313212,0.0713576,0.0264052,0.0385328,0.00833102,0.0803504,0.0570083,0.0367234,0.0525201,0.058473,0.0384211,0.0157065,0.0128545,0.03545,0.0381404,0.0383574,0.0226707,0.0110954,0.018049,0.0483327,0,0.0266843,0.0654488,0.0360425,0,0,0.0218917,0,0,0.0336812,0.0647048,0.0306306,0.0545842,0.0231564,0.0891823,0.0607213,0.0458652,0.0759294,0.0733228,0.0298941,0.0517052,0.0883149,0.0245746,0.0212223,0.00863078,0.0175748,0.0243556,0.0383028,0,0,0,0,0,0,0,0,0,0.0447446,0.0743952
488,0.0722834,0.0455721,0,0,0,0,0,0,0.0355641,0,0.0289387,0.0661916,0,0,0.0196266,0,0,0.031253,0.0712938,0.0260707,0.0387015,0.00827395,0.0806581,0.0571641,0.0365357,0.052741,0.0586635,0.0382582,0.0155951,0.0127115,0.0353019,0.0380735,0.0388791,0.0227008,0.0110431,0.0179963,0.0472716,0,0.0268769,0.0652221,0.0359977,0,0,0.022004,0,0,0.0335927,0.0653394,0.0311475,0.0542974,0.0233326,0.0893811,0.0606681,0.0459059,0.0764006,0.0736964,0.0301784,0.051453,0.0879628,0.0254604,0.0210363,0.00865062,0.0174116,0.0243436,0.0384426,0,0,0,0,0,0,0,0,0,0.0444788,0.0741817
489,0.0723365,0.0456117,0,0,0,0,0,0,0.0352298,0,0.0290094,0.0657882,0,0,0.0196803,0,0,0.0312063,0.0712202,0.0256998,0.0389445,0.00828907,0.0809411,0.0572989,0.0363362,0.052927,0.0588351,0.0381421,0.0155007,0.0125376,0.0351788,0.0380071,0.0394601,0.0227819,0.0109752,0.0179709,0.0461641,0,0.0271388,0.065112,0.0359488,0,0,0.0220863,0,0,0.033597,0.0656165,0.0316691,0.0539574,0.0235831,0.0895839,0.060669,0.0460593,0.0767205,0.0740531,0.0303983,0.0512079,0.0875995,0.0265884,0.0209448,0.00865722,0.0172693,0.0243406,0.0385697,0,0,0,0,0,0,0,0,0,0.044243,0.0739346
490,0.0723595,0.0456412,0,0,0,0,0,0,0.0348898,0,0.0290666,0.0654454,0,0,0.0197323,0,0,0.0311441,0.0711149,0.0253105,0.0392241,0.00835628,0.0812527,0.0574341,0.0362931,0.0531282,0.0589992,0.0380412,0.0154531,0.0123917,0.0352008,0.0379677,0.0401458,0.0228258,0.0108983,0.0179188,0.0450502,0,0.0273313,0.0649583,0.0358994,0,0,0.0221645,0,0,0.0337153,0.0657334,0.0322323,0.0537104,0.0238166,0.0898085,0.0606425,0.046153,0.0769788,0.0744207,0.0306584,0.0509693,0.0872433,0.0279731,0.0208324,0.00869526,0.0171292,0.0243254,0.0386899,0,0,0,0,0,0,0,0,0,0.0440599,0.073701
491,0.0723688,0.0456986,0,0,0,0,0,0,0.0345667,0,0.0291252,0.0650968,0,0,0.0197848,0,0,0.031089,0.0709914,0.024894,0.0395651,0.00842528,0.0816972,0.0575327,0.0365635,0.0532883,0.0591623,0.037985,0.0154381,0.0123058,0.0352318,0.0379752,0.0409239,0.0228796,0.0108615,0.0178742,0.0439982,0,0.0275814,0.0647639,0.0358543,0,0,0.022209,0,0,0.0337644,0.0658898,0.0328962,0.0534949,0.023959,0.0900659,0.0605839,0.0461039,0.077172,0.0747587,0.0308671,0.0507549,0.0868979,0.0295209,0.0206763,0.00876469,0.0170065,0.0243267,0.0387899,0,0,0,0,0,0,0,0,0,0.0439092,0.073511
492,0.0723858,0.0457412,0,0,0,0,0,0,0.034248,0,0.0292176,0.0647884,0,0,0.0198745,0,0,0.0310461,0.070854,0.024401,0.0399028,0.00872955,0.0822741,0.057591,0.0364667,0.053527,0.0593946,0.0379401,0.0154243,0.0122384,0.0352202,0.0380318,0.0417764,0.022925,0.0108249,0.0177933,0.0430106,0,0.0278867,0.064589,0.0357905,0,0,0.0222849,0,0,0.0337801,0.0660867,0.0335858,0.053276,0.0240226,0.090315,0.0605374,0.0460716,0.0773022,0.0749717,0.0310106,0.0505929,0.086613,0.0312031,0.0205434,0.00880658,0.0168913,0.0243383,0.0388413,0,0,0,0,0,0,0,0,0,0.0437492,0.0733495
493,0.0724346,0.0457457,0,0,0,0,0,0,0.0339583,0,0.0293028,0.0644687,0,0,0.0199825,0,0,0.0309895,0.0707106,0.0239209,0.0402503,0.00907204,0.0828233,0.0576512,0.0361454,0.0538946,0.0597168,0.0379045,0.0154163,0.01215,0.0352209,0.0381286,0.0427385,0.0229195,0.0108104,0.0176098,0.0421323,0,0.028212,0.0645176,0.0357243,0,0,0.0223605,0,0,0.0337047,0.0662836,0.0343168,0.0530257,0.024035,0.0905384,0.0604844,0.0459873,0.0774077,0.0751082,0.0310802,0.0504451,0.0863518,0.033098,0.0204243,0.00880079,0.0167424,0.0243378,0.0388786,0,0,0,0,0,0,0,0,0,0.0435667,0.0732093
494,0.0724408,0.0457981,0,0,0,0,0,0,0.0336642,0,0.0294383,0.0642169,0,0,0.0200534,0,0,0.0309465,0.0705656,0.0235254,0.0406284,0.00933532,0.0832859,0.0576197,0.0362367,0.0540884,0.0600439,0.0379008,0.0155059,0.012193,0.0352994,0.0381463,0.043876,0.0228674,0.010798,0.017416,0.0413702,0,0.0284763,0.0644438,0.0356612,0,0,0.0224422,0,0,0.0336211,0.0665072,0.0349486,0.0528073,0.0241403,0.0907723,0.0603833,0.0457102,0.0774329,0.0752171,0.0311561,0.0503811,0.0861997,0.0348689,0.0202871,0.00881504,0.0165714,0.0243874,0.0389262,0,0,0,0,0,0,0,0,0,0.0434371,0.0731831
495,0.0725921,0.0458999,0,0,0,0,0,0,0.0335771,0,0.0295401,0.064084,0,0,0.0201928,0,0,0.0308304,0.0705654,0.0229204,0.041167,0.00974656,0.0836533,0.0579588,0.0360267,0.0540194,0.0601553,0.0378398,0.0156825,0.0121772,0.0353407,0.0381839,0.0446594,0.0230672,0.0106448,0.0174568,0.0421648,0,0.0280899,0.0640314,0.0355774,0,0,0.0225789,0,0,0.0336387,0.0665785,0.0338709,0.0520145,0,0.0905502,0.0603905,0.0456648,0.0774829,0.074588,0.0302263,0.0509571,0.0867273,0.0328658,0.0202057,0.00878147,0.0164808,0.0243476,0.0392937,0,0,0,0,0,0,0,0,0,0.0448613,0.0740024
496,0.0725045,0.0458175,0,0,0,0,0,0,0.0332402,0,0.0297104,0.0636642,0,0,0.0200251,0,0,0.0309846,0.0703738,0.0227125,0.0415322,0.0101481,0.084361,0.0573439,0.0361791,0.0544917,0.0607116,0.0379066,0.0158175,0.0123777,0.0355582,0.0383527,0.0462258,0.0228689,0.0106519,0.0173189,0.0402375,0,0.0287477,0.0643352,0.0355478,0,0,0.0222953,0,0,0.0337819,0.0669331,0.0362052,0.0524054,0.0244334,0.0912782,0.0602224,0.0453734,0.0773723,0.0754266,0.0314814,0.0502601,0.085876,0.0384481,0.0202829,0.00872701,0.016522,0.0245301,0.0389901,0,0,0,0,0,0,0,0,0,0.0430494,0.0730895
497,0.0725026,0.0458543,0,0,0,0,0,0,0.0330827,0,0.0298062,0.0633932,0,0,0.0200959,0,0,0.0309057,0.0703171,0.022294,0.0419747,0.0107357,0.0849001,0.0573474,0.0360745,0.0545655,0.0611798,0.037892,0.0160624,0.0125597,0.0357225,0.0385217,0.0474629,0.0227001,0.0108682,0.0167898,0.0396178,0,0.0289836,0.0643258,0.035484,0,0,0.0225807,0,0,0.0336933,0.0672278,0.0367988,0.052167,0.0248563,0.0914789,0.0600638,0.0450643,0.077218,0.0754532,0.0316518,0.0502418,0.0857522,0.0405366,0.0201477,0.0089213,0.0161764,0.0246629,0.0389733,0,0,0,0,0,0,0,0,0,0.04287,0.0730449
498,0.0725445,0.0457732,0,0,0,0,0,0,0.0329882,0,0.0299436,0.0631327,0,0,0.0199804,0,0,0.0309612,0.070332,0.0218827,0.0423947,0.0113562,0.0854502,0.0571638,0.0360015,0.0547395,0.061633,0.0378541,0.0163556,0.0128034,0.0358862,0.0387391,0.0487256,0.0227632,0.0107568,0.0168827,0.0392145,0,0.0292834,0.0643176,0.0354084,0,0,0.0224251,0,0,0.033732,0.0674635,0.0374135,0.0519439,0.0250103,0.0917137,0.0599263,0.0446841,0.0771773,0.0755286,0.0318631,0.0500939,0.0855026,0.0423481,0.0201537,0.00892444,0.0161225,0.0247431,0.0389513,0,0,0,0,0,0,0,0,0,0.042726,0.0729204
499,0.0725467,0.0457688,0,0,0,0,0,0,0.0329642,0,0.0301052,0.0629181,0,0,0.0200439,0,0,0.0308443,0.0704144,0.0214713,0.0427824,0.0118176,0.0859473,0.0572342,0.0359554,0.0550412,0.0617416,0.0377929,0.0166342,0.0130061,0.0360471,0.0389998,0.0498938,0.0226543,0.0109211,0.0164183,0.0389421,0,0.0295363,0.0643045,0.0353233,0,0,0.0225584,0,0,0.0337385,0.0676684,0.0379638,0.0516897,0.0249067,0.0919055,0.0597467,0.0445435,0.0772253,0.0756631,0.0320471,0.0497999,0.0851438,0.0438503,0.020137,0.00910086,0.0158347,0.0249033,0.0389259,0,0,0,0,0,0,0,0,0,0.0425767,0.0726974
500,0.0725283,0.0457509,0,0,0,0,0,0,0.0330034,0,0.0302473,0.0627102,0,0,0.0200617,0,0,0.030771,0.0704845,0.0210712,0.0431636,0.0122582,0.0864697,0.0572214,0.035835,0.0552799,0.0618492,0.0377234,0.0169818,0.0132361,0.0362519,0.0393163,0.0511047,0.0226847,0.010936,0.0162865,0.0386295,0,0.029684,0.0643034,0.0352266,0,0,0.0225412,0,0,0.0337885,0.0679011,0.0383609,0.0514453,0.0251045,0.0921471,0.0595779,0.0441923,0.0771551,0.0757471,0.0319961,0.0495541,0.0848372,0.0453814,0.0200797,0.00916327,0.0156966,0.0250288,0.0388632,0,0,0,0,0,0,0,0,0,0.0423695,0.0725015
501,0.0725001,0.0457093,0,0,0,0,0,0,0.0330995,0,0.0303479,0.0625195,0,0,0.0199791,0,0,0.030764,0.0705354,0.0206704,0.0435224,0.0127378,0.0870148,0.0570847,0.0356887,0.0554609,0.0620177,0.0376666,0.0173893,0.013589,0.036489,0.0396886,0.0523271,0.0229238,0.010779,0.0164869,0.0383639,0,0.0298552,0.0643123,0.0351348,0,0,0.0226975,0,0,0.0337298,0.0680682,0.0387423,0.0512363,0.0250745,0.0924346,0.0594288,0.043953,0.0771932,0.0759481,0.0317345,0.0492653,0.0844579,0.0465761,0.0198918,0.0092446,0.0154495,0.0251385,0.0387935,0,0,0,0,0,0,0,0,0,0.0421192,0.0722411
502,0.0724683,0.0456608,0,0,0,0,0,0,0.0332459,0,0.030446,0.0623021,0,0,0.0200014,0,0,0.0306984,0.0706115,0.0202888,0.0438467,0.0133462,0.0875476,0.0570995,0.0355646,0.0555425,0.0621188,0.0376279,0.0178498,0.0140289,0.0367522,0.0400355,0.0535648,0.0230486,0.0107901,0.0163555,0.0380188,0,0.0301304,0.0643286,0.035019,0,0,0.0227682,0,0,0.0337077,0.0682842,0.0390748,0.0510369,0.0250866,0.0927156,0.0592707,0.0438485,0.0774884,0.0761446,0.0317992,0.0489837,0.0841181,0.0478451,0.0196717,0.0093142,0.0152406,0.0253068,0.0387543,0,0,0,0,0,0,0,0,0,0.0418263,0.0719824
503,0.0724662,0.0456113,0,0,0,0,0,0,0.0334453,0,0.0306082,0.0621212,0,0,0.0200355,0,0,0.0306618,0.0706785,0.0199082,0.0441407,0.0138874,0.0881161,0.0571741,0.0353936,0.0554759,0.0622231,0.0375693,0.018326,0.0143995,0.0370196,0.0404244,0.0547451,0.0231273,0.0108099,0.0162308,0.0378044,0,0.0304387,0.0643087,0.0348966,0,0,0.0228238,0,0,0.0337357,0.0685906,0.0395026,0.0508266,0.0250191,0.092998,0.0591232,0.043699,0.0781541,0.0763424,0.0321003,0.0486822,0.0837817,0.0493695,0.0195201,0.00938965,0.0150489,0.0254978,0.0387442,0,0,0,0,0,0,0,0,0,0.0414843,0.0716957
504,0.0724777,0.0455706,0,0,0,0,0,0,0.0336605,0,0.0307528,0.0619361,0,0,0.0200481,0,0,0.0306223,0.0707591,0.0195447,0.0444032,0.0143392,0.0887271,0.0572718,0.0352459,0.0552208,0.0623498,0.0375563,0.0187879,0.0147644,0.0372951,0.0407008,0.0558536,0.023148,0.0107914,0.0161103,0.0376211,0,0.0306025,0.0642446,0.0347671,0,0,0.0228675,0,0,0.0338082,0.0688436,0.0399582,0.0506338,0.0249294,0.0933293,0.0589735,0.0436019,0.0783947,0.0765002,0.0323619,0.0483626,0.0834256,0.0507762,0.0194422,0.0094915,0.0148908,0.0257179,0.0387676,0,0,0,0,0,0,0,0,0,0.0411366,0.0714148
