Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,RTIB,,x77
400,0.0647838,0.0470565,0,0,0,0,0,0,0.100905,0,0.0528815,0.0845734,0,0,0.0151219,0,0,0.0353123,0.0786581,0.283162,0.0500496,0.0198073,0.0784431,0.0519249,0.0401274,0.0462739,0.0604013,0.0531388,0.0290847,0.0329678,0.0579453,0.0683118,0.177772,0.0198106,0.0146133,0.0125565,0.0497562,0,0.0278374,0.0708817,0.0299779,0,0,0.0183781,0,0,0.0364695,0.0606599,0.0311599,0.0558006,0.0201659,0.0817104,0.0562377,0.0473694,0.0740201,0.0682961,0.0273841,0.0448682,0.0526721,0.0909331,0.0251865,0.0228373,0.00896785,0.0132047,0.0318222,0.0303771,0,0,0,0,0,0,0,0,0,0.0759493,0,0
401,0.0650729,0.0463249,0,0,0,0,0,0,0.0997898,0,0.0525541,0.0864687,0,0,0.0156916,0,0,0.0344242,0.0770749,0.282663,0.0515079,0.0191724,0.0786555,0.0517107,0.0387622,0.04569,0.0597582,0.0512063,0.0288466,0.0329044,0.0576147,0.0673737,0.180416,0.0197438,0.0150363,0.0134226,0.0487062,0,0.0286469,0.0700942,0.0296086,0,0,0.019181,0,0,0.0357395,0.0610055,0.0318775,0.0556442,0.020142,0.0815836,0.0563612,0.0478082,0.0740327,0.0680249,0.0268638,0.0449539,0.0527125,0.0907892,0.0256411,0.0230129,0.00920592,0.0138917,0.0312796,0.030168,0,0,0,0,0,0,0,0,0,0.0759817,0,0
402,0.0650398,0.0463651,0,0,0,0,0,0,0.100147,0,0.0525394,0.0866934,0,0,0.0155086,0,0,0.0345675,0.0773175,0.282811,0.0515841,0.0196092,0.0783897,0.0516512,0.0389343,0.0456739,0.0598188,0.0515597,0.0290977,0.0331124,0.0576928,0.0676301,0.179796,0.0197972,0.0149832,0.0133401,0.0486807,0,0.0286863,0.0701068,0.0295358,0,0,0.0191378,0,0,0.0357977,0.061004,0.0318407,0.055606,0.0199851,0.0814485,0.0562724,0.0478901,0.0741194,0.0679855,0.0265934,0.0450183,0.0526532,0.0906707,0.0256738,0.0229783,0.00925814,0.0137922,0.0312838,0.0301889,0,0,0,0,0,0,0,0,0,0.0759409,0,0
403,0.0647526,0.046945,0,0,0,0,0,0,0.101559,0,0.0523985,0.0852534,0,0,0.0148301,0,0,0.0354882,0.0789541,0.283384,0.050431,0.0209233,0.0777724,0.0518146,0.0403544,0.0459844,0.0605053,0.0535634,0.0297127,0.0335978,0.057898,0.0683912,0.177398,0.0201583,0.0145116,0.0124234,0.0494713,0,0.0282023,0.0709657,0.029516,0,0,0.0186472,0,0,0.0363113,0.0606036,0.0313504,0.0555509,0.0197338,0.0811693,0.0560689,0.0476107,0.0742365,0.068226,0.0266201,0.0451386,0.0525084,0.0904951,0.0251606,0.0226,0.00921401,0.0131667,0.031598,0.0304827,0,0,0,0,0,0,0,0,0,0.0758323,0,0
404,0.0650522,0.0463529,0,0,0,0,0,0,0.100042,0,0.0526573,0.0872352,0,0,0.0153084,0,0,0.0345565,0.0772892,0.282613,0.0515697,0.019082,0.0778888,0.0515838,0.0383983,0.0450643,0.0594733,0.0511846,0.028763,0.0325918,0.0574655,0.0673413,0.180197,0.0197705,0.0151919,0.0134509,0.0483362,0,0.0284484,0.0700339,0.0295547,0,0,0.0191659,0,0,0.0358285,0.0611029,0.031669,0.0557362,0.0199976,0.0813431,0.0560296,0.0479043,0.0741865,0.0678025,0.0261194,0.0450369,0.0526851,0.0905902,0.0258363,0.0229521,0.00931328,0.0136048,0.0311382,0.0301491,0,0,0,0,0,0,0,0,0,0.0759636,0,0
405,0.0650498,0.046291,0,0,0,0,0,0,0.100068,0,0.0528311,0.0872948,0,0,0.0153028,0,0,0.0345592,0.077522,0.282329,0.0515082,0.0188068,0.0778007,0.0515886,0.0382545,0.0450963,0.0592753,0.051058,0.0286756,0.0325661,0.0574837,0.0673505,0.180274,0.0198407,0.0152026,0.0135158,0.0483554,0,0.0284417,0.0700683,0.0294318,0,0,0.0191551,0,0,0.0358189,0.0610378,0.0317183,0.0558179,0.0199835,0.0813477,0.0559427,0.04764,0.0742048,0.0677755,0.0258784,0.0450341,0.0526826,0.0905361,0.0256884,0.0228912,0.00955093,0.0135162,0.0309991,0.0302669,0,0,0,0,0,0,0,0,0,0.0759179,0,0
406,0.0648391,0.0467637,0,0,0,0,0,0,0.101175,0,0.0528545,0.0856296,0,0,0.0148449,0,0,0.0353528,0.0792077,0.282602,0.0501839,0.0198885,0.0772798,0.0518251,0.0394474,0.0454291,0.0598005,0.0528787,0.0293317,0.0331105,0.0578467,0.0681771,0.178336,0.0202,0.0147253,0.0127688,0.0492956,0,0.0281397,0.0709639,0.0293667,0,0,0.0188097,0,0,0.0362085,0.0606291,0.0313095,0.0558283,0.0197495,0.0811487,0.055812,0.0472826,0.0742318,0.0681109,0.0261458,0.0450322,0.0525498,0.0904433,0.0248544,0.0225271,0.00952282,0.013044,0.0311371,0.0307449,0,0,0,0,0,0,0,0,0,0.0757594,0,0
407,0.0646807,0.0470238,0,0,0,0,0,0,0.101247,0,0.0529375,0.0859888,0,0,0.0145659,0,0,0.0355458,0.0791908,0.282824,0.0502008,0.0192654,0.0770794,0.0517835,0.0389289,0.0452045,0.0594488,0.0524784,0.0289995,0.0326682,0.0576991,0.0681817,0.177906,0.0201206,0.014812,0.0127271,0.0495909,0,0.0277102,0.0710505,0.0294461,0,0,0.018507,0,0,0.0365779,0.0607042,0.0312055,0.0561618,0.0200174,0.0812518,0.0556625,0.0477568,0.074237,0.0678856,0.0260156,0.0449158,0.0525046,0.0904405,0.025227,0.0225195,0.00944667,0.0126166,0.0312596,0.0306136,0,0,0,0,0,0,0,0,0,0.0757298,0,0
408,0.0646805,0.0469941,0,0,0,0,0,0,0.101299,0,0.0529982,0.0859561,0,0,0.0146187,0,0,0.0355127,0.0793791,0.282662,0.0500803,0.0191433,0.0769821,0.0518821,0.0387518,0.0450324,0.059277,0.0523636,0.0290406,0.0327206,0.0577712,0.0683023,0.177986,0.02022,0.0148062,0.0128111,0.0496142,0,0.0277604,0.071213,0.0293619,0,0,0.0186253,0,0,0.0365818,0.0606623,0.0313414,0.0562812,0.0200324,0.0812694,0.055579,0.0479264,0.0742198,0.0678779,0.0260873,0.0448923,0.0524804,0.0904283,0.025098,0.0224826,0.00956265,0.0125323,0.0310897,0.0307078,0,0,0,0,0,0,0,0,0,0.0757123,0,0
409,0.0645662,0.0470541,0,0,0,0,0,0,0.101546,0,0.0528474,0.0859493,0,0,0.0146218,0,0,0.0356077,0.079545,0.282657,0.0500545,0.0189608,0.076941,0.0519851,0.0386769,0.0449911,0.0591491,0.0521925,0.0289626,0.0327876,0.0576731,0.068223,0.177908,0.0204517,0.0147474,0.0127665,0.0497192,0,0.0277801,0.0715058,0.0292019,0,0,0.0186801,0,0,0.0366837,0.0605516,0.0315612,0.0564171,0.0200629,0.0812678,0.0555091,0.0479959,0.0742124,0.0677989,0.026102,0.0448734,0.0524303,0.0903835,0.0250834,0.0223631,0.00966938,0.0124046,0.0310513,0.0307321,0,0,0,0,0,0,0,0,0,0.0756978,0,0
410,0.0646018,0.0469951,0,0,0,0,0,0,0.101487,0,0.0530336,0.0859924,0,0,0.0147628,0,0,0.035434,0.0795919,0.282453,0.0499662,0.0188687,0.0768647,0.0521108,0.0385875,0.0448916,0.0591235,0.0521945,0.0291128,0.0328157,0.0578423,0.0683762,0.178096,0.0205513,0.0148165,0.0130048,0.0494429,0,0.027978,0.0715833,0.0291821,0,0,0.0187952,0,0,0.0366034,0.0605955,0.0316914,0.0565508,0.0199646,0.0813302,0.0554756,0.0479151,0.0741299,0.0678216,0.0263417,0.0447744,0.0524774,0.0904685,0.024975,0.022452,0.00970973,0.0123935,0.030926,0.0308252,0,0,0,0,0,0,0,0,0,0.0757144,0,0
411,0.0644263,0.0471364,0,0,0,0,0,0,0.101679,0,0.0528066,0.0860964,0,0,0.014774,0,0,0.0355401,0.0795537,0.282582,0.0501333,0.0187693,0.0768431,0.0522455,0.038596,0.0449675,0.0590798,0.0520337,0.0289928,0.0327835,0.057635,0.0681526,0.178065,0.020805,0.0147449,0.0129626,0.0493999,0,0.0280126,0.0718408,0.0289498,0,0,0.0188421,0,0,0.0366338,0.0605112,0.0319224,0.0566922,0.0200684,0.0813102,0.0554461,0.0477451,0.0740865,0.0676919,0.0263458,0.0447683,0.0524115,0.0904105,0.0251203,0.0222084,0.00971027,0.0122658,0.0310077,0.0308125,0,0,0,0,0,0,0,0,0,0.0756738,0,0
412,0.064324,0.0471688,0,0,0,0,0,0,0.101754,0,0.0527984,0.0862252,0,0,0.0148217,0,0,0.0355292,0.0794803,0.282614,0.0502174,0.0188443,0.0768287,0.0524104,0.0386454,0.0449421,0.0590923,0.0520055,0.0290287,0.0327217,0.0576009,0.0681275,0.178014,0.0209203,0.0147121,0.0130333,0.0493129,0,0.0280681,0.0720272,0.0288046,0,0,0.018842,0,0,0.0366226,0.0604821,0.0320642,0.0567745,0.0201185,0.0812956,0.0554352,0.0473085,0.0740583,0.067615,0.0263814,0.0447322,0.0523694,0.0904,0.0251524,0.0219702,0.00970471,0.0122346,0.0310489,0.0308214,0,0,0,0,0,0,0,0,0,0.0756278,0,0
413,0.0641294,0.0472851,0,0,0,0,0,0,0.101949,0,0.0527035,0.0863917,0,0,0.0148135,0,0,0.035594,0.0794102,0.282757,0.0503643,0.0189139,0.0768462,0.0525783,0.0387506,0.0449624,0.0591086,0.0519653,0.0289673,0.032647,0.0574844,0.0679512,0.17775,0.0210529,0.0146549,0.0129983,0.0494363,0,0.0280361,0.0722837,0.0286655,0,0,0.0187581,0,0,0.036725,0.0604116,0.0322499,0.0568755,0.02021,0.0812223,0.0554462,0.0473456,0.0740702,0.0675445,0.0263925,0.0447243,0.0522771,0.0903234,0.0252756,0.0217953,0.00967989,0.0121732,0.0311935,0.0307619,0,0,0,0,0,0,0,0,0,0.0755509,0,0
414,0.0642496,0.0471511,0,0,0,0,0,0,0.101803,0,0.0531389,0.0865234,0,0,0.0150383,0,0,0.0352922,0.0793824,0.282503,0.0502869,0.0192789,0.0767571,0.0527103,0.0388085,0.0447639,0.0592111,0.0522362,0.0293284,0.03268,0.0578576,0.0683359,0.177733,0.0209572,0.0147876,0.013354,0.0489855,0,0.028307,0.0722404,0.0287696,0,0,0.0188471,0,0,0.0365937,0.0605416,0.0322882,0.0568993,0.0200073,0.081182,0.0555126,0.0476,0.0739897,0.0676903,0.0267528,0.0446155,0.0523181,0.0904357,0.0250715,0.0220656,0.00964724,0.0123248,0.0311085,0.0308309,0,0,0,0,0,0,0,0,0,0.0755694,0,0
415,0.0640673,0.0472854,0,0,0,0,0,0,0.102053,0,0.0530194,0.0867016,0,0,0.0149842,0,0,0.0354152,0.079353,0.282689,0.0505066,0.0193607,0.0767461,0.0527616,0.0388873,0.0447621,0.0592376,0.0522025,0.0293192,0.032672,0.0577639,0.0682684,0.177316,0.0210774,0.014733,0.0132886,0.0491015,0,0.0283346,0.0724864,0.0286714,0,0,0.0187847,0,0,0.0366798,0.0604498,0.0323916,0.0569682,0.0200963,0.0810814,0.0555402,0.0478369,0.0740136,0.0676227,0.0267597,0.044641,0.0522352,0.0903828,0.0251376,0.0220232,0.00962414,0.0122313,0.0313151,0.0307416,0,0,0,0,0,0,0,0,0,0.0755305,0,0
416,0.0640701,0.0471339,0,0,0,0,0,0,0.102205,0,0.0530025,0.0865879,0,0,0.0151821,0,0,0.0353513,0.0795253,0.282462,0.050608,0.0198773,0.0767674,0.0528099,0.0391946,0.0448557,0.0593759,0.0524177,0.0296937,0.033065,0.0579301,0.0684084,0.177302,0.0212684,0.0146494,0.0133202,0.0489984,0,0.0287585,0.0726509,0.0284778,0,0,0.0190625,0,0,0.0363938,0.0603022,0.0325801,0.0568544,0.0199638,0.0809075,0.0556588,0.0476777,0.0740057,0.0677217,0.0268765,0.0447217,0.0522329,0.0903471,0.0247885,0.0219834,0.00974087,0.0124359,0.0312224,0.0308726,0,0,0,0,0,0,0,0,0,0.0755085,0,0
417,0.0639932,0.0473588,0,0,0,0,0,0,0.102429,0,0.0531965,0.0868526,0,0,0.0149944,0,0,0.0355111,0.0794468,0.282725,0.0506445,0.0199387,0.0765749,0.0526959,0.0390849,0.0446991,0.0593919,0.0525294,0.0296348,0.032787,0.0579788,0.0686302,0.176602,0.0210749,0.0148021,0.0132459,0.04906,0,0.0283777,0.0727349,0.0287153,0,0,0.0188044,0,0,0.0366318,0.0603776,0.0323308,0.0569885,0.0200264,0.0809042,0.0556315,0.0477851,0.0739739,0.0676122,0.0269465,0.0446372,0.0523179,0.0904552,0.0250264,0.02216,0.00963231,0.0121399,0.0314625,0.0306676,0,0,0,0,0,0,0,0,0,0.0755767,0,0
418,0.0639143,0.0474753,0,0,0,0,0,0,0.102676,0,0.0532005,0.0870043,0,0,0.0149153,0,0,0.035607,0.0794647,0.282769,0.0507796,0.019882,0.0765215,0.052616,0.0390999,0.0446908,0.0594012,0.0525297,0.0295821,0.0327674,0.0579392,0.0686279,0.176283,0.02107,0.0148503,0.0131406,0.0491544,0,0.0282794,0.0728771,0.0287085,0,0,0.0187527,0,0,0.0366849,0.0603201,0.0323223,0.0570187,0.0201083,0.0807926,0.0556507,0.0478154,0.0739281,0.0675331,0.0268837,0.0446464,0.0523598,0.0904961,0.0250906,0.0222125,0.00965026,0.0120627,0.0315903,0.0305492,0,0,0,0,0,0,0,0,0,0.0756072,0,0
419,0.0639705,0.047462,0,0,0,0,0,0,0.10274,0,0.0534319,0.0870955,0,0,0.0149248,0,0,0.0355509,0.0795316,0.28259,0.0507665,0.019896,0.0764425,0.0525631,0.039132,0.0445895,0.0594397,0.0525925,0.0297112,0.0327458,0.0581037,0.0688161,0.17614,0.0209798,0.0149778,0.0131924,0.0490555,0,0.028293,0.0729089,0.0288338,0,0,0.0187647,0,0,0.0365984,0.0603311,0.0322275,0.056996,0.0200993,0.080679,0.0556923,0.0477553,0.0738347,0.0675381,0.0269316,0.0446173,0.0524495,0.0906038,0.0249883,0.0224361,0.00965628,0.0121303,0.031602,0.0305113,0,0,0,0,0,0,0,0,0,0.0756638,0,0
420,0.0640867,0.0473487,0,0,0,0,0,0,0.102706,0,0.0536775,0.0870956,0,0,0.0149395,0,0,0.0354736,0.0796528,0.282331,0.0506949,0.0200435,0.0763641,0.0524511,0.0391933,0.0444732,0.0594861,0.0526149,0.0299263,0.0328202,0.0583317,0.0690604,0.176142,0.0209052,0.015107,0.0132476,0.0489746,0,0.0283954,0.0728888,0.0289794,0,0,0.0188488,0,0,0.0364016,0.0603449,0.0321191,0.0569167,0.0200823,0.0805333,0.0557587,0.0476328,0.07373,0.0676024,0.0270065,0.0445949,0.0525469,0.0906987,0.0247509,0.0225791,0.00960157,0.0123312,0.0315068,0.0305472,0,0,0,0,0,0,0,0,0,0.0757369,0,0
421,0.0633885,0.0484947,0,0,0,0,0,0,0.102458,0,0.052941,0.0870847,0,0,0.0157028,0,0,0.034468,0.0791396,0.282586,0.0507962,0.0195857,0.0760406,0.0542799,0.0386771,0.0439504,0.0592859,0.0518746,0.0294159,0.0325295,0.0577487,0.0680616,0.177341,0.0198223,0.0149402,0.0110596,0.0496005,0,0.0281412,0.0733983,0.0291169,0,0,0.023732,0,0,0.0344264,0.0603005,0.0320208,0.0567726,0.020263,0.0800759,0.0556645,0.0475915,0.0736385,0.0675027,0.0268818,0.0447626,0.0525661,0.0906692,0.0248254,0.0221274,0.0102128,0.0101516,0.0323987,0.0302382,0,0,0,0,0,0,0,0,0,0.0757977,0,0
422,0.0637598,0.0476792,0,0,0,0,0,0,0.10017,0,0.0525776,0.0862285,0,0,0.0169481,0,0,0.0331104,0.0766051,0.281193,0.0510613,0.0177059,0.0775134,0.0546507,0.0360862,0.0426526,0.0579877,0.0484551,0.0285691,0.0319012,0.057098,0.0661132,0.183104,0.0195415,0.0163435,0.0110364,0.0508704,0,0.0274316,0.0719107,0.0291124,0,0,0.0261402,0,0,0.0330043,0.0609197,0.0314518,0.0563206,0.0185771,0.0813973,0.0555354,0.0472204,0.0737252,0.0678806,0.0267369,0.0453755,0.0529047,0.0906419,0.0258432,0.0226748,0.00987279,0.0101722,0.0317076,0.0309645,0,0,0,0,0,0,0,0,0,0.0761918,0,0
423,0.0634784,0.048422,0,0,0,0,0,0,0.102492,0,0.0529913,0.0871709,0,0,0.0156516,0,0,0.0344273,0.0791286,0.282588,0.0508291,0.0197058,0.0758938,0.0541651,0.0385112,0.0438556,0.05925,0.0518778,0.0296803,0.0326991,0.0579547,0.0683551,0.177305,0.0197566,0.0150394,0.0111882,0.0495473,0,0.0281445,0.0734923,0.0293236,0,0,0.0238668,0,0,0.0344002,0.0602137,0.0318242,0.0567255,0.0203185,0.0799692,0.0557124,0.0474755,0.0735937,0.067579,0.027091,0.0446519,0.0525512,0.0906937,0.0246402,0.0220916,0.0102159,0.0101631,0.0322375,0.0302972,0,0,0,0,0,0,0,0,0,0.0757935,0,0
424,0.0643736,0.0466425,0,0,0,0,0,0,0.101732,0,0.0533315,0.0888118,0,0,0.0153122,0,0,0.0347585,0.0780229,0.281823,0.0522606,0.0188061,0.0767195,0.0519351,0.0375112,0.0439169,0.0585804,0.0502262,0.0294589,0.032699,0.0579791,0.0681585,0.178725,0.0208475,0.0157594,0.0139011,0.0483421,0,0.02897,0.0724877,0.0290472,0,0,0.0195443,0,0,0.0358611,0.0604439,0.0325081,0.0568231,0.0206328,0.08036,0.0560014,0.0476245,0.0735821,0.0673049,0.0266669,0.0445644,0.0525919,0.0906838,0.024935,0.0224392,0.00984034,0.0129256,0.0308769,0.030309,0,0,0,0,0,0,0,0,0,0.0758496,0,0
425,0.0640443,0.047498,0,0,0,0,0,0,0.103151,0,0.0531948,0.0873763,0,0,0.0145424,0,0,0.0358482,0.0794968,0.282831,0.0510765,0.0199708,0.0762579,0.0520452,0.0389176,0.0444067,0.0593212,0.0522493,0.0299142,0.0330122,0.0582029,0.0690184,0.175685,0.0210226,0.0152579,0.0130015,0.0494505,0,0.0280166,0.0734449,0.0293745,0,0,0.0188257,0,0,0.0366291,0.060061,0.0318064,0.0568988,0.0204621,0.0802688,0.0559331,0.0470641,0.0737007,0.0674694,0.0267697,0.0445393,0.0524189,0.0906057,0.0247363,0.0222163,0.0095322,0.0121833,0.0314364,0.0304369,0,0,0,0,0,0,0,0,0,0.0756844,0,0
426,0.06401,0.0472626,0,0,0,0,0,0,0.10198,0,0.0528642,0.0889706,0,0,0.0150463,0,0,0.0346178,0.0778655,0.28216,0.0525544,0.0186955,0.0768058,0.0523402,0.0375965,0.0440118,0.0585505,0.0500563,0.0291717,0.032665,0.0576491,0.0677238,0.178657,0.0206116,0.0143182,0.0146036,0.0486201,0,0.0287265,0.0728689,0.0292428,0,0,0.0223506,0,0,0.0349713,0.0603478,0.0324951,0.0568554,0.0207934,0.0802823,0.0560206,0.0470983,0.0735788,0.0671309,0.0263176,0.0447325,0.0525289,0.0905817,0.0251323,0.0219101,0.0103518,0.0111788,0.0312301,0.0300562,0,0,0,0,0,0,0,0,0,0.0758168,0,0
427,0.0641703,0.0474865,0,0,0,0,0,0,0.103131,0,0.0531828,0.0875208,0,0,0.0145584,0,0,0.0358575,0.0793188,0.282823,0.0512325,0.0200456,0.0764188,0.0520691,0.0390978,0.0444775,0.0594218,0.0523792,0.0299219,0.0330259,0.0582472,0.0689728,0.175803,0.0210801,0.0152135,0.0131184,0.0493571,0,0.0280151,0.0734979,0.0296068,0,0,0.0190337,0,0,0.0365501,0.0600954,0.0317978,0.0569023,0.020388,0.0803643,0.0560888,0.0469733,0.0736336,0.0674299,0.0267883,0.0446404,0.052471,0.0905943,0.0247563,0.0222789,0.00941987,0.0122953,0.0312682,0.0305078,0,0,0,0,0,0,0,0,0,0.0757237,0,0
428,0.0641253,0.0476697,0,0,0,0,0,0,0.103091,0,0.0532295,0.0875914,0,0,0.014561,0,0,0.035759,0.0792526,0.282797,0.051293,0.020063,0.0764956,0.0522023,0.0391872,0.0445729,0.0595111,0.0524873,0.0299667,0.0330347,0.0583134,0.0689814,0.17588,0.0209999,0.0149288,0.0134228,0.0492933,0,0.02807,0.0735325,0.0298805,0,0,0.0209664,0,0,0.0357191,0.060133,0.0318257,0.0568463,0.0203421,0.0803776,0.0561061,0.0471919,0.0735957,0.0674256,0.0269351,0.0446686,0.0525016,0.0906358,0.024754,0.0218896,0.00971714,0.0114196,0.0312842,0.030441,0,0,0,0,0,0,0,0,0,0.0757894,0,0
429,0.0644572,0.0465923,0,0,0,0,0,0,0.102277,0,0.0528254,0.0886874,0,0,0.0154125,0,0,0.0350482,0.0781119,0.281918,0.0527118,0.0192145,0.0773949,0.0520375,0.038416,0.0446807,0.0589588,0.0506639,0.0295935,0.0332921,0.0578881,0.0678646,0.178539,0.0214072,0.0153945,0.0138339,0.0486205,0,0.029239,0.0730187,0.0291473,0,0,0.0199731,0,0,0.0355179,0.0601486,0.03294,0.0566354,0.0205729,0.0804121,0.0564445,0.0472359,0.0735247,0.0672199,0.0265118,0.0449242,0.0525084,0.0905078,0.0247674,0.0221136,0.0097411,0.0133847,0.0304101,0.0305798,0,0,0,0,0,0,0,0,0,0.0758393,0,0
430,0.0642958,0.0474327,0,0,0,0,0,0,0.103166,0,0.0532113,0.0876183,0,0,0.0146243,0,0,0.0358428,0.0791429,0.282903,0.0514717,0.020045,0.0768358,0.0521433,0.0392782,0.0447627,0.0596307,0.052554,0.0300131,0.0330915,0.0583507,0.0690551,0.175707,0.0211578,0.0151701,0.0133609,0.0493607,0,0.0280226,0.0736118,0.0299201,0,0,0.0190775,0,0,0.0362649,0.0601143,0.0320319,0.0568075,0.0204262,0.0804765,0.0564437,0.0470053,0.0735084,0.0673157,0.0269916,0.0446546,0.0525446,0.0907313,0.0247854,0.0224085,0.00911567,0.0125931,0.0309426,0.0305782,0,0,0,0,0,0,0,0,0,0.0758281,0,0
431,0.0646308,0.0466744,0,0,0,0,0,0,0.101737,0,0.0530911,0.0890795,0,0,0.0152665,0,0,0.0347994,0.0774568,0.282081,0.0528378,0.0188391,0.0774315,0.0520179,0.0378234,0.044235,0.0589221,0.0504238,0.0295086,0.0328468,0.0580526,0.067988,0.178819,0.0210737,0.0156114,0.0142815,0.0483695,0,0.0288347,0.0729028,0.0297331,0,0,0.0198804,0,0,0.0354726,0.0604397,0.032739,0.056738,0.0207024,0.0805312,0.0566923,0.0471752,0.073369,0.0670608,0.0268156,0.0446806,0.052695,0.090821,0.0249984,0.0225911,0.00936151,0.0133436,0.0302948,0.0304087,0,0,0,0,0,0,0,0,0,0.0759686,0,0
432,0.0645592,0.0468406,0,0,0,0,0,0,0.101798,0,0.0531046,0.0892034,0,0,0.0152518,0,0,0.0348859,0.077431,0.282197,0.0530077,0.0188798,0.0774867,0.0520185,0.037836,0.0442941,0.0589491,0.0504079,0.0295666,0.0329449,0.0581144,0.0680724,0.178514,0.0210947,0.0156395,0.0142667,0.0484398,0,0.0287652,0.07298,0.0298774,0,0,0.0206304,0,0,0.035227,0.0604029,0.0327717,0.0567655,0.0207991,0.0804859,0.0567705,0.0470444,0.0733869,0.0670212,0.0268011,0.0446556,0.0526682,0.0908408,0.0250718,0.0223633,0.00933965,0.0129954,0.0303271,0.0302905,0,0,0,0,0,0,0,0,0,0.0759397,0,0
433,0.0645212,0.0468124,0,0,0,0,0,0,0.101866,0,0.0529907,0.089156,0,0,0.0153124,0,0,0.0349578,0.0774431,0.282252,0.0531521,0.0190072,0.0775626,0.052044,0.0379458,0.0444134,0.0589949,0.0503804,0.0296318,0.033146,0.0580924,0.0680479,0.178426,0.0212625,0.0155944,0.0142241,0.0485499,0,0.028879,0.0730999,0.0298047,0,0,0.0204921,0,0,0.0353,0.0602927,0.032912,0.0567218,0.0208577,0.0803906,0.0568938,0.0469391,0.0734259,0.0670626,0.0267975,0.0446702,0.0526113,0.0907796,0.0249828,0.0223023,0.00923121,0.0132968,0.0301993,0.0303204,0,0,0,0,0,0,0,0,0,0.0758841,0,0
434,0.0646235,0.046707,0,0,0,0,0,0,0.101734,0,0.0531475,0.0891084,0,0,0.0154368,0,0,0.0348234,0.0774227,0.282115,0.0531451,0.0192308,0.0775327,0.0521132,0.0378601,0.044437,0.0590798,0.0505068,0.029843,0.0332939,0.0583095,0.0682956,0.178457,0.0212718,0.0156824,0.0144009,0.0483679,0,0.0290201,0.073043,0.029911,0,0,0.0204314,0,0,0.0353051,0.0603332,0.0328898,0.0566675,0.020721,0.080352,0.0570351,0.0468804,0.073431,0.0671876,0.0268267,0.0446263,0.052622,0.0908096,0.0248331,0.0224058,0.00911989,0.0136472,0.029988,0.0303736,0,0,0,0,0,0,0,0,0,0.0758725,0,0
435,0.0645186,0.0468335,0,0,0,0,0,0,0.101864,0,0.0529964,0.0891331,0,0,0.0153928,0,0,0.0349429,0.0774042,0.282244,0.0532948,0.0192553,0.0775377,0.0521231,0.0376108,0.0446011,0.0591306,0.0505131,0.0297889,0.0333402,0.0582495,0.0682374,0.178204,0.0213818,0.0156341,0.014322,0.0485524,0,0.028993,0.0731669,0.0299035,0,0,0.020215,0,0,0.0354457,0.0602669,0.0329104,0.0566844,0.0207418,0.0803185,0.0571472,0.0470723,0.0734882,0.0671762,0.0265744,0.0446661,0.0525758,0.0907387,0.0249269,0.0222716,0.00902958,0.0137858,0.0299892,0.0302758,0,0,0,0,0,0,0,0,0,0.0758422,0,0
436,0.0645461,0.046856,0,0,0,0,0,0,0.101848,0,0.053069,0.0891739,0,0,0.0154228,0,0,0.0349398,0.0773765,0.28225,0.0533472,0.0193423,0.0775296,0.05214,0.0375294,0.0446695,0.0592009,0.0505966,0.0298749,0.0333816,0.0583137,0.0683136,0.178102,0.0213928,0.0156763,0.0143571,0.0485349,0,0.0290521,0.073174,0.0299677,0,0,0.0200472,0,0,0.0354409,0.0602582,0.0328747,0.0566795,0.0207029,0.0803207,0.0572626,0.0472412,0.0735044,0.0672143,0.0264109,0.0446453,0.0525979,0.0907686,0.0249373,0.0223221,0.00892055,0.0139726,0.0299005,0.030239,0,0,0,0,0,0,0,0,0,0.0758791,0,0
437,0.064526,0.0469055,0,0,0,0,0,0,0.10186,0,0.0530713,0.0892019,0,0,0.0154154,0,0,0.0349627,0.0773422,0.282264,0.0534189,0.0194048,0.077581,0.0521407,0.0376354,0.0447892,0.0592816,0.0506324,0.0299246,0.0334496,0.0583381,0.0683325,0.178019,0.0214301,0.015665,0.0143352,0.0485486,0,0.0290059,0.07323,0.0299642,0,0,0.0199303,0,0,0.0354029,0.0602073,0.0329,0.0566899,0.0207599,0.08032,0.0573713,0.0471607,0.0734956,0.0671996,0.0262842,0.0446522,0.0526303,0.0907862,0.0249037,0.0223506,0.00881121,0.0141357,0.0298788,0.0301729,0,0,0,0,0,0,0,0,0,0.0759044,0,0
