Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,RTIB,,x77
1520,0.0608203,0.0520114,0,0,0,0,0,0,0.0996292,0,0.0517174,0.0810337,0,0,0.0198729,0,0,0.0321767,0.0767422,0.281559,0.0473691,0,0.0753138,0.0588571,0.0392099,0,0.0600398,0.0512263,0.028882,0.0340687,0.0571041,0.0656037,0.184183,0.019164,0.0125174,0.00937996,0.0515335,0,0.027226,0.0726012,0.0215441,0,0,0.0249154,0,0,0.033988,0.0637393,0.0297693,0.0544801,0.023474,0.0791988,0.0550029,0.0467518,0.0728311,0.0668406,0.0265385,0.0444276,0.0554869,0.0937565,0.0233687,0.0214177,0.0100857,0.00743782,0.0325935,0.0306531,0,0,0,0,0,0,0,0,0,0,0,0
1521,0.0619524,0.0514795,0,0,0,0,0,0,0.0935554,0,0.0459181,0.077118,0,0,0.0214167,0,0,0.0316129,0.0716815,0.280174,0.0445872,0,0.0745161,0.0604502,0.0342479,0,0.0581875,0.0451699,0.0246716,0.0287965,0.0518454,0.0553932,0.204691,0.0174552,0.0133323,0.0105696,0.0525723,0,0.0270681,0.073217,0.0224263,0,0,0.0264551,0,0,0.0335505,0.0639983,0.0286933,0.0539336,0.0231597,0.0796176,0.0558875,0.0456887,0.0723334,0.0672866,0.027562,0.0447544,0.0557456,0.0942013,0.0225397,0.0195716,0.0122141,0.00924298,0.0315358,0.032002,0,0,0,0,0,0,0,0,0,0,0,0
1522,0.0608738,0.0520378,0,0,0,0,0,0,0.0995648,0,0.0517483,0.0808394,0,0,0.0199608,0,0,0.0321799,0.0768282,0.281593,0.0475382,0,0.0753554,0.0588518,0.0393683,0,0.060028,0.0512813,0.0288391,0.0340799,0.0570477,0.0654956,0.184104,0.0191047,0.0124389,0.0094319,0.0514346,0,0.0272086,0.0723372,0.0216111,0,0,0.024943,0,0,0.0340388,0.0636123,0.0301186,0.0543213,0.0232254,0.0792067,0.0551139,0.0469625,0.0731129,0.0668799,0.0265905,0.0444249,0.0553113,0.0937089,0.0234262,0.0213432,0.0100504,0.00751236,0.0326482,0.0306728,0,0,0,0,0,0,0,0,0,0,0,0
1523,0.0619125,0.0497404,0,0,0,0,0,0,0.106307,0,0.059432,0.0855392,0,0,0.0164364,0,0,0.0320988,0.0824775,0.27762,0.0510802,0,0.0788209,0.0560819,0.0447525,0,0.0606502,0.0552914,0.0335344,0.038666,0.0627673,0.0767235,0.166915,0.0200972,0.0104974,0.0157825,0.0488253,0,0.0283852,0.0666624,0.0221026,0,0,0.0195903,0,0,0.0351106,0.063373,0.0318881,0.055165,0.0221749,0.0819333,0.0557061,0.0486121,0.0743323,0.0669214,0.0257509,0.0436479,0.0549389,0.0931597,0.0244305,0.022666,0.0088948,0.0110157,0.0310679,0.0299259,0,0,0,0,0,0,0,0,0,0,0,0
1524,0.0616152,0.0504103,0,0,0,0,0,0,0.107925,0,0.059514,0.083316,0,0,0.0159763,0,0,0.0330505,0.0848588,0.277958,0.0496784,0,0.0785533,0.056266,0.0469038,0,0.0615863,0.0577752,0.0344295,0.0394293,0.0631674,0.0778369,0.163909,0.0201497,0.0100402,0.015136,0.0498593,0,0.02771,0.0676721,0.0222327,0,0,0.0188923,0,0,0.0358757,0.0626147,0.031318,0.055117,0.0215242,0.081822,0.0554347,0.0481488,0.0744452,0.0672351,0.0260065,0.043653,0.0547749,0.0930365,0.0241519,0.0222664,0.00873562,0.0101334,0.0316367,0.0302773,0,0,0,0,0,0,0,0,0,0,0,0
1525,0.0616394,0.0504128,0,0,0,0,0,0,0.107874,0,0.0595783,0.0832167,0,0,0.0160172,0,0,0.0329812,0.0848653,0.277945,0.0497326,0,0.0786398,0.0562421,0.0470289,0,0.0616521,0.0578173,0.0344133,0.0394276,0.0631399,0.0778066,0.163823,0.020083,0.010007,0.0151221,0.0498076,0,0.0276974,0.0675115,0.0222707,0,0,0.0188598,0,0,0.0358772,0.0625989,0.0314265,0.0550172,0.0213753,0.0818632,0.0554837,0.0481065,0.0744873,0.0672067,0.0260562,0.0436385,0.0547751,0.0930528,0.0242123,0.0223645,0.00871504,0.010182,0.031532,0.0302853,0,0,0,0,0,0,0,0,0,0,0,0
1526,0.0616867,0.0504041,0,0,0,0,0,0,0.107805,0,0.0596491,0.0831257,0,0,0.0160946,0,0,0.0328963,0.0848683,0.277939,0.0497701,0,0.0787192,0.0562361,0.0470773,0,0.0617031,0.0578708,0.034436,0.039426,0.0631585,0.0778408,0.163737,0.0199974,0.0100194,0.0151051,0.0498063,0,0.0276927,0.067337,0.0223274,0,0,0.0188759,0,0,0.0358358,0.0626048,0.0314669,0.0549171,0.0213405,0.0819334,0.0555326,0.0480198,0.074544,0.0672481,0.0261572,0.043595,0.0547839,0.0930594,0.0242482,0.022391,0.00870235,0.0102034,0.0314307,0.0303179,0,0,0,0,0,0,0,0,0,0,0,0
1527,0.0617248,0.0503835,0,0,0,0,0,0,0.107816,0,0.0597248,0.0830241,0,0,0.0161712,0,0,0.0328626,0.084849,0.277942,0.049806,0,0.0788316,0.0562902,0.0470668,0,0.0617463,0.0579091,0.0344534,0.0394168,0.0631886,0.0778797,0.163642,0.0199296,0.0100263,0.0151045,0.0497775,0,0.0276953,0.0671663,0.0223777,0,0,0.0189148,0,0,0.0357946,0.062597,0.0314759,0.0548139,0.0213208,0.0820156,0.0555778,0.0480659,0.074622,0.067293,0.0262458,0.0435583,0.054763,0.0930621,0.0242649,0.0223481,0.00864949,0.0102419,0.0314565,0.0303537,0,0,0,0,0,0,0,0,0,0,0,0
1528,0.061766,0.0503498,0,0,0,0,0,0,0.107815,0,0.0597668,0.0828821,0,0,0.0162082,0,0,0.03286,0.0847994,0.277941,0.0498225,0,0.0789798,0.0563974,0.0470421,0,0.0617588,0.0579076,0.0344151,0.0393904,0.0631669,0.0778819,0.163586,0.019884,0.0100152,0.0151022,0.0497226,0,0.0276474,0.0669799,0.0224296,0,0,0.018928,0,0,0.0357625,0.0625961,0.0314822,0.0547092,0.0213002,0.0821197,0.0555969,0.0480916,0.0747016,0.0673029,0.0262546,0.043528,0.0547294,0.0930564,0.0242744,0.0223157,0.00860433,0.0102614,0.0316086,0.0303965,0,0,0,0,0,0,0,0,0,0,0,0
1529,0.0618113,0.0503265,0,0,0,0,0,0,0.107787,0,0.0598155,0.0827478,0,0,0.0162567,0,0,0.0328589,0.0847651,0.277904,0.0498537,0,0.0791648,0.0564506,0.0470215,0,0.0617736,0.0579231,0.0343446,0.0393609,0.0631264,0.0777385,0.163585,0.019844,0.00999558,0.0150983,0.049725,0,0.0276024,0.0667872,0.0225059,0,0,0.018848,0,0,0.0358203,0.0625943,0.0315161,0.0545924,0.021233,0.0822121,0.0556282,0.0481951,0.0747636,0.067337,0.0261433,0.0435013,0.054715,0.0930268,0.0243026,0.0223696,0.00856234,0.0103091,0.0316598,0.0304474,0,0,0,0,0,0,0,0,0,0,0,0
1530,0.0618522,0.0502892,0,0,0,0,0,0,0.107776,0,0.0598437,0.0826331,0,0,0.0163244,0,0,0.0328649,0.0847244,0.277842,0.0498954,0,0.0793295,0.0564721,0.0470401,0,0.0618005,0.0579364,0.0342065,0.0393451,0.0630567,0.0775585,0.163655,0.0198345,0.00992241,0.0150762,0.0497535,0,0.0276473,0.0666419,0.0225075,0,0,0.018868,0,0,0.035857,0.0625965,0.0315857,0.0544468,0.0211968,0.0822578,0.0556841,0.0482717,0.074807,0.0673854,0.0261025,0.0434788,0.0546825,0.0929697,0.02429,0.0223273,0.00852861,0.0103959,0.0315638,0.0304956,0,0,0,0,0,0,0,0,0,0,0,0
1531,0.062274,0.049501,0,0,0,0,0,0,0.106089,0,0.0599665,0.0845203,0,0,0.0169862,0,0,0.0318549,0.0824345,0.277229,0.0512483,0,0.0798844,0.0563747,0.0451492,0,0.060985,0.0555959,0.0332634,0.0387382,0.0626879,0.0763729,0.166733,0.0197706,0.0102798,0.0158072,0.0486449,0,0.0285887,0.0652238,0.0223636,0,0,0.0197971,0,0,0.0350063,0.0632497,0.0324353,0.0542281,0.0215001,0.0824601,0.05608,0.0487229,0.0748307,0.0671953,0.0259501,0.0433851,0.0547449,0.0929827,0.0244359,0.0226397,0.00868304,0.011523,0.030739,0.0303043,0,0,0,0,0,0,0,0,0,0,0,0
1532,0.0620683,0.0497747,0,0,0,0,0,0,0.10634,0,0.0596139,0.0845678,0,0,0.0167429,0,0,0.0322394,0.0823055,0.277577,0.0515245,0,0.0801098,0.0563742,0.0450517,0,0.0608361,0.0551114,0.0325843,0.0384814,0.0621546,0.0757871,0.166421,0.0198228,0.0101148,0.0154767,0.0491716,0,0.0281363,0.0651729,0.0223029,0,0,0.0196142,0,0,0.0353024,0.0631614,0.0324824,0.0541784,0.0216959,0.0825425,0.0560407,0.0489925,0.0750029,0.0670562,0.0256386,0.0433214,0.054561,0.0927805,0.0248756,0.0223074,0.00856902,0.0112255,0.0309059,0.0302995,0,0,0,0,0,0,0,0,0,0,0,0
1533,0.0618835,0.0504066,0,0,0,0,0,0,0.107743,0,0.059996,0.0825087,0,0,0.0163703,0,0,0.0330986,0.0844211,0.277822,0.0500606,0,0.0798113,0.0566171,0.0467537,0,0.0615657,0.0573686,0.0332901,0.0388485,0.0626584,0.0770001,0.163541,0.0197435,0.00982499,0.0150357,0.0500222,0,0.0271865,0.0659509,0.0227349,0,0,0.0187945,0,0,0.036132,0.0626575,0.0315173,0.0541381,0.0212026,0.0826015,0.0556583,0.0485567,0.0751171,0.0674769,0.0258953,0.043215,0.0544754,0.0927315,0.0246898,0.022155,0.00832767,0.010223,0.0313229,0.0306306,0,0,0,0,0,0,0,0,0,0,0,0
1534,0.062098,0.0501196,0,0,0,0,0,0,0.107631,0,0.0603615,0.0821013,0,0,0.0166527,0,0,0.0328463,0.0845809,0.277279,0.0498412,0,0.0800191,0.0567904,0.0469975,0,0.0616562,0.0575636,0.0334746,0.0390144,0.0629186,0.0771686,0.163861,0.0198083,0.00977826,0.0152151,0.0496793,0,0.027467,0.0655832,0.0228479,0,0,0.019009,0,0,0.0359001,0.0626561,0.0315646,0.0538854,0.0208926,0.0827579,0.0556958,0.048326,0.0751848,0.0677681,0.0259942,0.0432216,0.0544267,0.092675,0.0244133,0.0222257,0.00840789,0.0105465,0.0310188,0.0308856,0,0,0,0,0,0,0,0,0,0,0,0
1535,0.0622122,0.0500052,0,0,0,0,0,0,0.107601,0,0.0605343,0.0819672,0,0,0.0167949,0,0,0.0327382,0.0845303,0.277033,0.0497601,0,0.0801934,0.0569051,0.046961,0,0.0615939,0.0574922,0.0332632,0.0388398,0.0628765,0.0770769,0.16399,0.0198437,0.00978815,0.0151175,0.0494966,0,0.0274799,0.0652687,0.0229731,0,0,0.0190434,0,0,0.0358023,0.0627179,0.0315535,0.0536852,0.0207893,0.0829036,0.0557116,0.0484217,0.075282,0.0678624,0.0259413,0.0431854,0.0543545,0.0925962,0.02447,0.0221405,0.00840895,0.0106283,0.0309084,0.0310272,0,0,0,0,0,0,0,0,0,0,0,0
1536,0.0626417,0.0492421,0,0,0,0,0,0,0.105905,0,0.0607503,0.0838476,0,0,0.0174167,0,0,0.0317678,0.0821693,0.276377,0.0509545,0,0.0807663,0.0568283,0.0449936,0,0.0607214,0.05504,0.0320259,0.0380323,0.062376,0.0757925,0.166954,0.019792,0.0101735,0.0157329,0.048333,0,0.0282045,0.0636502,0.0229889,0,0,0.0197746,0,0,0.0348934,0.0634154,0.0322235,0.0534707,0.0210369,0.083278,0.0561311,0.0489891,0.0754291,0.067666,0.025738,0.0430641,0.0543695,0.0925252,0.024872,0.0225159,0.00854677,0.0116293,0.0303022,0.0308789,0,0,0,0,0,0,0,0,0,0,0,0
1537,0.0625218,0.0497327,0,0,0,0,0,0,0.107123,0,0.0612023,0.0818955,0,0,0.0171995,0,0,0.0324866,0.084131,0.276309,0.0496134,0,0.0806665,0.0571508,0.0464708,0,0.0612672,0.0570278,0.0323618,0.0383814,0.0626989,0.0766777,0.164586,0.019792,0.00980443,0.0153909,0.0489437,0,0.0275437,0.0642269,0.0233123,0,0,0.0191023,0,0,0.0356008,0.0629458,0.0314844,0.0533101,0.0205834,0.0834515,0.0558217,0.048594,0.0756342,0.0681056,0.0259713,0.0429411,0.0542082,0.0923513,0.0246263,0.0222338,0.0083625,0.0107717,0.0305836,0.0312728,0,0,0,0,0,0,0,0,0,0,0,0
1538,0.0626091,0.0496488,0,0,0,0,0,0,0.107014,0,0.061435,0.0817137,0,0,0.0173219,0,0,0.0324347,0.0840317,0.275882,0.0495405,0,0.0809894,0.0573593,0.0463708,0,0.0610902,0.0568065,0.0316676,0.0380758,0.0623987,0.0762084,0.16493,0.0198971,0.00968333,0.015439,0.0487411,0,0.0276827,0.0637824,0.0233455,0,0,0.0191455,0,0,0.0355586,0.0629902,0.0315775,0.0530527,0.0205346,0.0836964,0.0558942,0.0488505,0.0758449,0.0682597,0.0258982,0.0428443,0.054017,0.0920984,0.0248041,0.022137,0.0083486,0.0108368,0.0304063,0.031463,0,0,0,0,0,0,0,0,0,0,0,0
1539,0.0626908,0.0496256,0,0,0,0,0,0,0.106963,0,0.0617028,0.0813983,0,0,0.0174068,0,0,0.0324228,0.0840419,0.27539,0.049339,0,0.0813474,0.0576026,0.0463194,0,0.0609077,0.0566363,0.0308353,0.037681,0.0620309,0.0756929,0.165223,0.0200319,0.00954127,0.0154278,0.0485333,0,0.02774,0.06334,0.0233993,0,0,0.0191584,0,0,0.0355728,0.0630197,0.0316883,0.052781,0.0204796,0.0839567,0.0559638,0.0491361,0.0760549,0.0684191,0.0258076,0.0427944,0.053787,0.091797,0.025017,0.0219786,0.00835936,0.0108456,0.0302453,0.0316957,0,0,0,0,0,0,0,0,0,0,0,0
1540,0.0628794,0.049534,0,0,0,0,0,0,0.106585,0,0.0622223,0.0813647,0,0,0.0175681,0,0,0.0322647,0.0837455,0.274801,0.0491976,0,0.0816857,0.0578217,0.0458734,0,0.0605962,0.0562089,0.0297548,0.0371853,0.0616858,0.0751747,0.165789,0.0200588,0.00952631,0.0155528,0.0480836,0,0.0277739,0.062627,0.0235796,0,0,0.0191665,0,0,0.0354988,0.0632251,0.0317985,0.0525441,0.0204417,0.0843014,0.0560692,0.0495285,0.0762742,0.0685469,0.0258182,0.0427042,0.053623,0.0915381,0.0253986,0.0219569,0.0083138,0.0108746,0.0300248,0.0318689,0,0,0,0,0,0,0,0,0,0,0,0
1541,0.063023,0.0494726,0,0,0,0,0,0,0.106381,0,0.0626246,0.0811407,0,0,0.0176587,0,0,0.032176,0.0835928,0.274166,0.0490741,0,0.0820689,0.0581114,0.0455676,0,0.0602966,0.055736,0.0285559,0.0367903,0.0612229,0.0745157,0.166339,0.0202204,0.00939185,0.0155759,0.0476845,0,0.027794,0.0619735,0.0236452,0,0,0.0191747,0,0,0.0354533,0.0633409,0.032069,0.0522394,0.0205132,0.0846187,0.0562021,0.0498049,0.0765867,0.0686885,0.02575,0.0426288,0.0533613,0.0911106,0.0258573,0.0217863,0.00830384,0.0108592,0.0299178,0.0321435,0,0,0,0,0,0,0,0,0,0,0,0
1542,0.0633208,0.04923,0,0,0,0,0,0,0.106018,0,0.0632887,0.0808642,0,0,0.0179367,0,0,0.0319405,0.0834427,0.273178,0.0488858,0,0.0824635,0.0584442,0.0452249,0,0.0599918,0.0553021,0.0274059,0.0363817,0.060943,0.0740472,0.167172,0.0203812,0.00926653,0.015824,0.0468946,0,0.0280469,0.0611609,0.0237848,0,0,0.0193243,0,0,0.0353254,0.0635512,0.0324685,0.0518559,0.0205775,0.0849934,0.0563635,0.0498621,0.0769065,0.068941,0.0258185,0.0424609,0.0531586,0.0906678,0.026235,0.0217693,0.00834189,0.011067,0.0297147,0.0325016,0,0,0,0,0,0,0,0,0,0,0,0
1543,0.0635547,0.0489631,0,0,0,0,0,0,0.105676,0,0.0638105,0.0806021,0,0,0.0181784,0,0,0.0316887,0.0831914,0.271986,0.0488701,0,0.0829608,0.0588284,0.0448791,0,0.059718,0.0545697,0.026012,0.0360853,0.0604451,0.073096,0.168389,0.0207329,0.00898281,0.0160612,0.0461175,0,0.028547,0.0603538,0.0237028,0,0,0.0196061,0,0,0.03513,0.0637026,0.0331549,0.0513766,0.0209251,0.0852782,0.0566137,0.0500737,0.0772733,0.0691805,0.0257723,0.0423761,0.0528392,0.0901871,0.0266626,0.0215942,0.00842258,0.0114163,0.0293296,0.0329095,0,0,0,0,0,0,0,0,0,0,0,0
1544,0.0637257,0.0489312,0,0,0,0,0,0,0.105189,0,0.0647181,0.0805943,0,0,0.0184947,0,0,0.0315862,0.0828088,0.270916,0.048508,0,0.0832852,0.0591433,0.04414,0,0.0593859,0.0538274,0.0242189,0.035331,0.0599388,0.0723611,0.169179,0.0207948,0.00896633,0.0163065,0.0452258,0,0.0287188,0.0594006,0.0240222,0,0,0.0194435,0,0,0.0352509,0.064146,0.033537,0.0510298,0.0213413,0.0856413,0.0567251,0.050356,0.077642,0.0693869,0.0257801,0.0421382,0.0525425,0.0899456,0.0276791,0.0215571,0.00833278,0.011435,0.0290584,0.0330839,0,0,0,0,0,0,0,0,0,0,0,0
1545,0.0638654,0.0487835,0,0,0,0,0,0,0.10492,0,0.0656138,0.0801572,0,0,0.0188192,0,0,0.0313957,0.0828429,0.269443,0.0483307,0,0.0837687,0.0595374,0.0438378,0,0.0591872,0.0532208,0.0225231,0.0351016,0.0593738,0.0714511,0.170278,0.0211288,0.00879505,0.0164682,0.0442511,0,0.0292019,0.0586713,0.0240892,0,0,0.0195717,0,0,0.0351413,0.0644089,0.0343722,0.050481,0.0218223,0.0859208,0.0568758,0.0502554,0.0780441,0.0697677,0.0257004,0.0420448,0.0521339,0.0894485,0.0286078,0.0212286,0.00844206,0.01165,0.0287953,0.0334225,0,0,0,0,0,0,0,0,0,0,0,0
1546,0.063672,0.0495103,0,0,0,0,0,0,0.105305,0,0.066582,0.0789372,0,0,0.0192861,0,0,0.0312258,0.0840316,0.268517,0.0478204,0,0.0840792,0.060045,0.0440597,0,0.0589582,0.0532974,0.0206465,0.0345294,0.0587518,0.0708942,0.169994,0.0213586,0.0088225,0.0169933,0.0436643,0,0.0289132,0.058497,0.024716,0,0,0.0189728,0,0,0.0354259,0.0645808,0.0349776,0.0498786,0.0221494,0.0861141,0.0564372,0.0500611,0.0782317,0.0701642,0.0257811,0.0419445,0.0518412,0.0888692,0.0303854,0.0205771,0.00900158,0.0112693,0.0293083,0.033638,0,0,0,0,0,0,0,0,0,0,0,0
1547,0.0638212,0.0493562,0,0,0,0,0,0,0.104941,0,0.0677591,0.0786492,0,0,0.0197921,0,0,0.0306554,0.0840656,0.266696,0.0480342,0,0.0846119,0.0603809,0.0436854,0,0.0587589,0.0524384,0.0186976,0.0342907,0.0580938,0.0698622,0.171706,0.0217459,0.00871898,0.0175112,0.0424226,0,0.0296552,0.0578376,0.0248081,0,0,0.0193035,0,0,0.0350005,0.0649984,0.036011,0.04917,0.0224591,0.0862702,0.056481,0.0503718,0.0784089,0.0704086,0.025795,0.0419162,0.0517079,0.0881484,0.0319784,0.0204188,0.00934033,0.011718,0.0290897,0.0338282,0,0,0,0,0,0,0,0,0,0,0,0
1548,0.0640539,0.0488858,0,0,0,0,0,0,0.104311,0,0.0690414,0.0791003,0,0,0.0197876,0,0,0.0306278,0.0832853,0.264715,0.0485874,0,0.0851521,0.0604099,0.0426464,0,0.0587725,0.0512471,0.0165077,0.0338602,0.0573484,0.0686623,0.173965,0.0218362,0.0086848,0.0173657,0.0412993,0,0.030299,0.0569216,0.0247781,0,0,0.0193921,0,0,0.035109,0.0656748,0.0369407,0.048779,0.0228397,0.0865847,0.056861,0.050851,0.0786198,0.070407,0.0257341,0.0418038,0.0517879,0.0874978,0.0340364,0.0206268,0.00883676,0.0118044,0.0286617,0.0338006,0,0,0,0,0,0,0,0,0,0,0,0
1549,0.0642464,0.0484655,0,0,0,0,0,0,0.10408,0,0.0703837,0.0794241,0,0,0.0198526,0,0,0.0304451,0.082567,0.262705,0.0492747,0,0.0857955,0.0603747,0.0416253,0,0.0591463,0.0503192,0.0143218,0.0334095,0.0566041,0.0673847,0.176318,0.0219619,0.00864911,0.0173195,0.0402125,0,0.031037,0.0560931,0.0248173,0,0,0.0195687,0,0,0.0349982,0.066393,0.0378546,0.0483665,0.0234165,0.086927,0.0571563,0.0510369,0.0787735,0.0704021,0.0257719,0.0418288,0.0518546,0.0870454,0.0360345,0.0207256,0.00866758,0.0120395,0.0283122,0.0337501,0,0,0,0,0,0,0,0,0,0,0,0
1550,0.0643487,0.0482015,0,0,0,0,0,0,0.104105,0,0.0717305,0.0795572,0,0,0.0199331,0,0,0.0301626,0.0821208,0.260781,0.0500604,0,0.0865649,0.060305,0.0409599,0,0.0598565,0.0497803,0.0122054,0.0329201,0.0558595,0.066224,0.178539,0.0220666,0.00870351,0.0174182,0.0391979,0,0.0315258,0.0554893,0.0249587,0,0,0.0196565,0,0,0.0349574,0.067111,0.0387994,0.0478669,0.0240255,0.0872851,0.0571887,0.0508415,0.0787495,0.0704814,0.0259726,0.0419438,0.0515506,0.0869424,0.0382381,0.0207029,0.00880003,0.0121587,0.0281455,0.0336917,0,0,0,0,0,0,0,0,0,0,0,0
1551,0.0644684,0.0479035,0,0,0,0,0,0,0.10411,0,0.0730939,0.0797647,0,0,0.0199587,0,0,0.0299537,0.0816379,0.25882,0.0510015,0,0.0874752,0.0601118,0.0406558,0,0.0607992,0.0495728,0.0102193,0.0323814,0.0550831,0.0651564,0.180825,0.0221024,0.00881237,0.0174331,0.0383234,0,0.0319388,0.0549279,0.0251121,0,0,0.0197523,0,0,0.034911,0.0678957,0.0397295,0.0473271,0.024608,0.0877017,0.057125,0.0506218,0.0787047,0.0706077,0.0261822,0.0420752,0.0513607,0.0871639,0.0405737,0.0206821,0.00895769,0.0122536,0.0279754,0.0335938,0,0,0,0,0,0,0,0,0,0,0,0
1552,0.0646518,0.0473529,0,0,0,0,0,0,0.104341,0,0.0746196,0.0798648,0,0,0.0200519,0,0,0.0296249,0.081281,0.256507,0.0521133,0,0.088653,0.0598569,0.0407735,0,0.0618631,0.0497104,0.00868165,0.0320928,0.0544366,0.0640509,0.183479,0.0222245,0.00897177,0.0174553,0.0373806,0,0.032782,0.054473,0.0250818,0,0,0.0201572,0,0,0.0344998,0.0686148,0.0406682,0.0466642,0.0253095,0.0881982,0.0570077,0.0501831,0.0786366,0.0708986,0.0263199,0.0421264,0.0512366,0.0870999,0.0423262,0.0206532,0.00932323,0.012514,0.0276419,0.0335999,0,0,0,0,0,0,0,0,0,0,0,0
1553,0.0650948,0.0474177,0,0,0,0,0,0,0.104736,0,0.0757841,0.0804889,0,0,0.0201888,0,0,0.0294672,0.08092,0.254996,0.0534051,0,0.0894113,0.0606933,0.0403043,0,0.0626429,0.0496867,0.00716388,0.0309909,0.0533698,0.0627834,0.18606,0.0227318,0.0089384,0.018086,0.0373556,0,0.0326688,0.0528747,0.0252321,0,0,0.0200672,0,0,0.0346139,0.0703907,0.0396476,0.0447386,0.0286945,0.0875888,0.0569216,0.049123,0.0773913,0.0695646,0.0250986,0,0.0526499,0.0884283,0.0417421,0.0205197,0.00933477,0.0123551,0.0274492,0.0342447,0,0,0,0,0,0,0,0,0,0,0,0
1554,0.0651848,0.0469214,0,0,0,0,0,0,0.10541,0,0.0773512,0.0807889,0,0,0.0202082,0,0,0.0292182,0.0804535,0.252855,0.0547515,0,0.0908681,0.0603305,0.0407493,0,0.0640133,0.0500402,0.00666777,0.0306698,0.0527233,0.0619484,0.188564,0.022787,0.00922299,0.0180102,0.0363967,0,0.0335004,0.0523959,0.0251339,0,0,0.0202109,0,0,0.0343558,0.0711598,0.0404022,0.0441283,0.0294719,0.0881836,0.0566054,0.0490353,0.0773175,0.0698758,0.0253682,0,0.0525651,0.0881971,0.0432572,0.0205011,0.00960827,0.0125181,0.0271809,0.0341482,0,0,0,0,0,0,0,0,0,0,0,0
1555,0.0652225,0.0465098,0,0,0,0,0,0,0.106559,0,0.0788909,0.0811584,0,0,0.0200898,0,0,0.0291792,0.0801863,0.250925,0.0561844,0,0.0923061,0.059866,0.0412201,0,0.065288,0.0505083,0.0070849,0.0305122,0.0523128,0.0616282,0.190353,0.0227984,0.00926103,0.0178235,0.0357298,0,0.0338918,0.0520355,0.0250977,0,0,0.0204275,0,0,0.0341296,0.0719503,0.0405985,0.043651,0.0303358,0.0888629,0.0563702,0.049072,0.0773648,0.0701809,0.0255627,0,0.0524547,0.0880119,0.0442615,0.0203905,0.00997592,0.0125248,0.0270101,0.033993,0,0,0,0,0,0,0,0,0,0,0,0
1556,0.0648125,0.046525,0,0,0,0,0,0,0.103062,0,0.0829915,0.082845,0,0,0.0188081,0,0,0.0302532,0.0774305,0.24883,0.0583748,0,0.094034,0.0595453,0.0418353,0,0.0684638,0.0520919,0.0073578,0.0267408,0.0532118,0.062951,0.194242,0.0230981,0.00924952,0.0167135,0.0350397,0,0.0331818,0.0509979,0.0243081,0,0,0.0209568,0,0,0.0339097,0.0732637,0.0402128,0.0429716,0.0286886,0.0891725,0.0557406,0.048736,0.0764935,0.0698684,0.0258971,0,0.0524732,0.0881735,0.0504128,0.0204928,0.00993759,0.0122545,0.027361,0.0338263,0,0,0,0,0,0,0,0,0,0,0,0
1557,0.0648856,0.0462305,0,0,0,0,0,0,0.106385,0,0.0852438,0.0842464,0,0,0.0187244,0,0,0.0302885,0.0758786,0.244694,0.0602131,0,0.0957723,0.0593371,0.0434288,0,0.0690413,0.0520431,0.00865134,0.0306835,0.0554325,0.0633032,0.19646,0.0231577,0.00935414,0.0164402,0.0348791,0,0.0333003,0.0492701,0.0242395,0,0,0.0209944,0,0,0.0338686,0.0744938,0.0405295,0.0423547,0.0286615,0.0898856,0.0553314,0.0488005,0.0764726,0.070032,0.026148,0,0.0521479,0.0877709,0.051559,0.0205124,0.0100347,0.0119894,0.0273412,0.0337838,0,0,0,0,0,0,0,0,0,0,0,0
1558,0.0649891,0.0460259,0,0,0,0,0,0,0.108904,0,0.0858892,0.0852748,0,0,0.0185674,0,0,0.0303171,0.0748872,0.244287,0.0616534,0,0.0972809,0.0591701,0.0448945,0,0.0695447,0.0520827,0.0117877,0.0334094,0.0567078,0.0639177,0.194565,0.0232185,0.00959739,0.0161612,0.0347373,0,0.0334866,0.0479915,0.0241866,0,0,0.021045,0,0,0.0339135,0.0754695,0.0407416,0.0419657,0.0286705,0.0905475,0.0549462,0.048867,0.0764105,0.0702648,0.0263082,0,0.0518765,0.0874638,0.0527415,0.0204879,0.0102601,0.0117394,0.0273219,0.0337731,0,0,0,0,0,0,0,0,0,0,0,0
