Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,x80
245,0.0218766,0.0126508,0,0,0,0,0,0.0180735,0.0208047,0.0157872,0.0131966,0,0,0.0217221,0,0.0221604,0.0104036,0.0286111,0.0221488,0.0184369,0.00240396,0.0045372,0.00947801,0.0114498,0.014107,0.00876766,0.033194,0.0143486,0.0141367,0.0141559,0.0226676,0.0217292,0.0139588,0.0166012,0.00979771,0.0383832,0.0178999,0.033841,0.00658969,0.0258548,0,0,0.0309564,0,0.0186365,0.0111039,0.091109,0.0477995,0.0818965,0.0174402,0,0.0199385,0.00855249,0.0584983,0.134725,0.00540751,0.0310512,0.052331,0.0308826,0.0306052,0.06083,0.0198083,0.0116413,0.012301,0.0167219,0.0208654,0,0,0,0,0,0,0,0,0,0
246,0.0216156,0.0122096,0,0,0,0,0,0.0203757,0.0205768,0.0166803,0.0134603,0,0,0.0225466,0,0.0222517,0.0107877,0.0290707,0.0174173,0.0180415,0.00236272,0.00371583,0.00895345,0.010867,0.0135929,0.00810229,0.0332061,0.0142598,0.0141572,0.0142658,0.0233887,0.0223633,0.0147699,0.016643,0.00976218,0.036975,0.0180566,0.035642,0.00703452,0.0253276,0,0,0.0308244,0,0.0188116,0.0113935,0.0919206,0.0508879,0.082301,0.0211196,0,0.0196825,0.00834588,0.057543,0,0.00617733,0.0347013,0.0542506,0.0336718,0.0346378,0.057569,0.019823,0.0118135,0.0123417,0.0161217,0.0201604,0,0,0,0,0,0,0,0,0,0
247,0.0152824,0.00761062,0,0,0,0,0,0.0220259,0.0202394,0.0176433,0.0120874,0,0,0.0223214,0,0.0226604,0.0108183,0.0291433,0.0121136,0.0168959,0.00219181,0.00273644,0.00524402,0.00970921,0.0131748,0.00630075,0.0325019,0.0149032,0.0151878,0.014773,0.0235677,0.0271624,0.0158669,0.0167711,0.0096947,0.0351451,0.012577,0.0202405,0.00334854,0.0158622,0,0,0.0310688,0,0,0.0142788,0.0862152,0.0225019,0.0785577,0.0084264,0,0.0105618,0.0107377,0,0,0.0139014,0.00831799,0.036369,0.00731705,0.00644027,0.0621191,0.0183414,0.016473,0.00881532,0.00947302,0.0137644,0,0,0,0,0,0,0,0,0,0
248,0.0293648,0.0163846,0,0,0,0,0,0.0229378,0.0200002,0.0178743,0.0125975,0,0,0.0232357,0,0.0228882,0.0120825,0.0291934,0.00974948,0.0177122,0.00279617,0.00537803,0.0134973,0.0102755,0,0.00656026,0.0328195,0.0142732,0.0145858,0.014365,0.0239993,0.0315823,0.0145651,0.0168757,0.00999591,0.0348231,0.011578,0.0550343,0.00364564,0.0375358,0,0,0.0345703,0,0,0.0133396,0.0866936,0.0830608,0.0810164,0.0281396,0,0.0313268,0.00706522,0,0,0.00940436,0.0458746,0,0.0457658,0.0508536,0.0100169,0.0242542,0.0166584,0.00735088,0.0220548,0.0288264,0,0,0,0,0,0,0,0,0,0
249,0.0296469,0.0164253,0,0,0,0,0,0.0258991,0.0197852,0.0190514,0.0125988,0,0,0.0237966,0,0.0230516,0.0125667,0.0295709,0.00951898,0.0174032,0.00294071,0.0048036,0.0133268,0.0100001,0,0.0061623,0.0330144,0.014459,0.0149652,0.0146816,0.0239434,0.0382662,0.0150164,0.0169637,0.0104501,0.0351798,0.0116097,0.0549628,0.00385343,0.0381679,0,0,0.0347197,0,0,0.0132917,0.086659,0.0820874,0.0812345,0.0283388,0,0.0320408,0.00691355,0,0,0.00912795,0.0454728,0,0.0455073,0.0500843,0.00864222,0.0245693,0.016783,0.00731371,0.0220746,0.0290947,0,0,0,0,0,0,0,0,0,0
250,0.029294,0.0166566,0,0,0,0,0,0.0295213,0.0194943,0.0208834,0.0124271,0,0,0.0238435,0,0.0234171,0.0128251,0.0298098,0.0108897,0.0170922,0.00368399,0.00421903,0.0131973,0.00772962,0.0145357,0.00614756,0.0337746,0.0147785,0.0154119,0.0149835,0.0239534,0.0446084,0.0150477,0.0171401,0.0105744,0.0356767,0.011352,0.054926,0.00409024,0.0385343,0,0,0.0355892,0,0,0,0.0866525,0.0811576,0.0816806,0.0286609,0,0.0328871,0.00685231,0,0,0.00886902,0.0451529,0,0.0453343,0.049506,0.00778202,0.0254584,0.0180356,0.00686501,0.0223279,0.0289331,0,0,0,0,0,0,0,0,0,0
251,0.0315356,0.0181394,0,0,0,0,0,0.0333117,0.019665,0.0226713,0.0138535,0,0,0.026399,0,0.022946,0.0136542,0.0301762,0.0141014,0.017929,0.00685292,0.00483027,0.0153599,0.00672147,0.011119,0.00743948,0.0354913,0.0140918,0.0146635,0.0146596,0.0245106,0.0488016,0.0164508,0.016925,0.010815,0.0346354,0.0119404,0.0670264,0.00861634,0.0416622,0,0,0.0377786,0,0,0,0.0931682,0.100072,0.0862737,0.0546085,0,0.0363793,0.014411,0.0386251,0,0.017077,0.0688192,0,0.0634959,0.0729047,0.0127118,0.0274991,0.016639,0.00700149,0.0246003,0.0311258,0,0,0,0,0,0,0,0,0,0
252,0.0314927,0.0180568,0,0,0,0,0,0.0366584,0.0194609,0.0250554,0.0136662,0,0,0.0266148,0,0.023175,0.0138872,0.0303008,0.0182704,0.0177259,0.00898214,0.00390077,0.0149386,0.00623107,0.0087831,0.00797042,0.0367757,0.0139393,0.0146606,0.0148796,0.0250616,0.0527612,0.0168185,0.0170159,0.0107991,0.0347581,0.0120202,0.0664575,0.008868,0.0421125,0,0,0.037498,0,0,0,0.0929445,0.0986649,0.0865326,0.0534664,0,0.0368715,0.0150753,0.0382449,0,0.0178872,0.0682601,0,0.0630238,0.0722416,0.0107083,0.0277551,0.0162484,0.00707229,0.0245298,0.0311891,0,0,0,0,0,0,0,0,0,0
253,0.031449,0.0179098,0,0,0,0,0,0.0390347,0.0192937,0.0281887,0.0133485,0,0,0.0269082,0,0.023321,0.0140948,0.0306561,0.0238526,0.0175725,0.0121221,0.00333864,0.0144732,0.00761815,0,0.0091135,0.0379448,0.0141293,0.0149568,0.0155609,0.0257535,0.0548512,0.0173206,0.0170874,0.011017,0.035056,0.0121372,0.0660442,0.00884327,0.0412747,0,0,0.0373051,0,0,0,0.0926904,0.0972831,0.0866909,0.0521155,0,0.0373219,0.0158356,0.0378153,0,0.0185075,0.0678603,0,0.0625166,0.0717394,0.00912297,0.0279868,0.0159474,0.00713259,0.0243756,0.0312274,0,0,0,0,0,0,0,0,0,0
254,0.0311379,0.0177452,0,0,0,0,0,0.0407564,0.0191047,0.0310586,0.0125818,0,0,0.0271012,0,0.0234766,0.014261,0.0309115,0.0289246,0.0175361,0.0146784,0.0030848,0.0137733,0.00931587,0,0.00999879,0.0387725,0.0143965,0.0155218,0.0163579,0.0262888,0.0554901,0.0178779,0.0171877,0.011318,0.0354214,0.0122447,0.0656143,0.00834496,0.0399438,0,0,0.0368817,0,0,0,0.0922759,0.0958113,0.0867386,0.0577442,0,0.03753,0.0163243,0.0376733,0,0.0188298,0.0673786,0,0.0619057,0.0710199,0.00849168,0.0280985,0.0157584,0.0072209,0.0241442,0.0306402,0,0,0,0,0,0,0,0,0,0
255,0.0296791,0.0173373,0,0,0,0,0,0.0481803,0.0185033,0.0413037,0.0102094,0,0,0.0250416,0,0.0243971,0.0139317,0.0316303,0.0425058,0.0169381,0.0158635,0.00387951,0.0112376,0.0115685,0,0.0108184,0.0379003,0.015414,0.0183789,0.0194422,0.0273877,0,0.0171855,0.0175707,0.0112933,0.039755,0.0117084,0.0531791,0.00290175,0.0403985,0,0,0.0344201,0,0,0,0.0851344,0.0741821,0.0821189,0,0,0.0362837,0.00958825,0,0,0.00957446,0.0438498,0,0.0439097,0.0466736,0.0173218,0.026865,0.0172488,0.00686061,0.0230465,0.0290864,0,0,0,0,0,0,0,0,0,0
256,0.0302413,0.0179435,0,0,0,0,0,0.0471725,0.0183012,0.0417447,0.00973772,0,0,0.0251967,0,0.0245539,0.0141295,0.0323025,0.0456513,0.0176231,0.0172394,0.00417108,0.0111274,0.0134982,0,0.011918,0.0370788,0.0157025,0.0185226,0.0198233,0.027885,0,0.0175112,0.0176634,0.0114173,0.0410048,0.0116635,0.0523976,0.00262443,0.0422018,0,0,0.0340974,0,0,0,0.0851673,0.0722362,0.0817381,0,0,0.0374133,0.0106688,0,0,0.0104113,0.0436709,0,0.0432801,0.0460285,0.0202211,0.027193,0.0174713,0.00684098,0.0237053,0.0294662,0,0,0,0,0,0,0,0,0,0
257,0.0281788,0.0161569,0,0,0,0,0,0.0445735,0.0181906,0.0412232,0.00919653,0,0,0.0256053,0,0.0244436,0.0142479,0.0326566,0.047457,0.0175764,0.0187121,0.00481441,0.00870893,0.015656,0.0168066,0.0129982,0.0434302,0.0174537,0.0198286,0.0208384,0.0287752,0,0.0184876,0.0176538,0.0116142,0.0424276,0.0123665,0.0497216,0.00300623,0.0390578,0,0,0.0326789,0,0,0.0127109,0.0850339,0.0669012,0.081608,0.157547,0,0.0338671,0.0104741,0,0,0.0102682,0.0387268,0,0.0396599,0.0408061,0.0229316,0.0263156,0.0140185,0.00914947,0.0209828,0.0272084,0,0,0,0,0,0,0,0,0,0
258,0.0343317,0.0188503,0,0,0,0,0,0.0388973,0.0181347,0.0459939,0.0119708,0,0,0.0264053,0,0.0243643,0.0149876,0.0431497,0.0663587,0.01863,0.0277142,0.00727388,0.0126235,0.0344959,0,0.0317244,0,0.0115182,0.0115506,0.0136922,0.0272111,0,0.0182931,0.0177029,0.0117131,0.0421206,0.0119291,0.0506802,0,0.0481297,0,0,0.0348345,0,0,0.0124832,0.0853078,0.0669548,0.0820555,0.165438,0,0.0415362,0.0105997,0,0,0.0105346,0.0397332,0,0.0409588,0.0421723,0.02225,0.0283256,0.0137043,0.00872945,0.02498,0.0347434,0,0,0,0,0,0,0,0,0,0
259,0.035628,0.0199084,0,0,0,0,0,0.0294677,0.0180329,0.0423752,0.0116034,0,0,0.026944,0,0.0243195,0.0153784,0.0434142,0.0679665,0.0186438,0.0340565,0.00770604,0.0133087,0.0396741,0.0462973,0.0372121,0,0.0165647,0.0159477,0.0118356,0.0260569,0.0335072,0.0185462,0.0177633,0.0115472,0.0461336,0.011832,0.0552258,0.0061058,0.0499275,0,0,0.0345952,0,0,0.0125801,0.0856739,0.0727587,0.0814062,0,0,0.0433513,0.0125325,0,0,0.0124999,0.0468495,0,0,0.0489777,0.0294338,0.0287967,0.0139568,0.00872752,0.0262145,0.0361052,0,0,0,0,0,0,0,0,0,0
260,0.0378118,0.0212241,0,0,0,0,0,0.0201593,0.0176694,0.0576139,0.0157181,0,0,0.0263986,0,0.0247536,0.0155168,0.0331545,0.094955,0.0146608,0.0789188,0.0128262,0.0132506,0.0606775,0.0772567,0.0625547,0.137183,0.0637309,0.0652406,0.0521048,0.0516819,0.00849569,0.0181469,0.018018,0.011486,0.0444737,0.0176043,0.0638319,0.00428342,0.053254,0,0,0.0323745,0,0.0180969,0.00949169,0.0970641,0.0890382,0.0922403,0,0,0.0442441,0.0170542,0.0357871,0,0.0218112,0.0680146,0,0.0604214,0.0710461,0.0299598,0.0257054,0.0108948,0.0123783,0.0272015,0.0391264,0,0,0,0,0,0,0,0,0,0
261,0.0352069,0.0217911,0,0,0,0,0,0.0240598,0.0174518,0.0417254,0.0112245,0,0,0.0264737,0,0.0249352,0.0157809,0.047272,0.0718056,0.0176318,0.0375083,0.00806065,0.0111621,0.0458776,0.051846,0.0414338,0,0.0195743,0.0202681,0.012107,0.0253727,0.0279723,0.0187728,0.0181633,0.0113772,0.0175402,0.0175967,0.0317473,0.0104857,0.0496007,0,0,0.0303591,0,0.0192113,0,0.0902076,0.0439276,0.0840131,0,0,0.0430848,0.0100677,0.0506744,0,0.00719989,0.0352603,0.0517724,0.0337589,0.0366627,0.0177044,0.0256559,0.0112476,0.0124168,0.0272498,0.0362545,0,0,0,0,0,0,0,0,0,0
