Timestep,C7,CLAV,IMUL_M,IMUL_R,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUR_B,IMUL_L
36,0.023224,0.0259857,0,0,0,0,0.0203206,0.0204137,0.0273943,0.050057,0,0,0.0482075,0,0.0262594,0.0230154,0.037858,0.0335011,0.0336638,0.0369299,0.0559289,0.054019,0.0338064,0.0386881,0.025559,0.0436997,0.0392142,0.0380621,0.0318194,0.0113373,0.0523754,0.0516407,0.0189466,0.00520048,0.0389722,0.0177125,0.0208406,0.108658,0.0288668,0,0,0.0622113,0,0.0211534,0.0261149,0.0425046,0.0287343,0.0350367,0.0593006,0.0393228,0.0395399,0.0348586,0.0210452,0.0268921,0.0401611,0.0186135,0.0193152,0.0125433,0.0149931,0.0406428,0.0402814,0.0199839,0.0117259,0.0245649,0.0331119,0,0,0,0,0,0,0,0,0,0
37,0.0232339,0.0259504,0,0,0,0,0.0153595,0.0203289,0.0268268,0.0506921,0,0,0.0483696,0,0.0263434,0.0230266,0.0388324,0.0298208,0.0337559,0.0355414,0.0553355,0.0539324,0.0327841,0.0379549,0.0254633,0.0437142,0.0381679,0.0370165,0.03085,0.0109197,0.0435226,0.051576,0.0189667,0.00523998,0.0386525,0.0176575,0.0213389,0.10963,0.0291558,0,0,0.0620747,0,0.0210056,0.0262454,0.0427156,0.028433,0.0347682,0.0603619,0.0395038,0.0398289,0.0343586,0.0209603,0.0274658,0.0395651,0.0192523,0.018538,0.0128355,0.01537,0.0398633,0.0400686,0.0202937,0.0117843,0.0245047,0.033025,0,0,0,0,0,0,0,0,0,0
38,0.0231999,0.0258708,0,0,0,0,0.0118456,0.0202772,0.0265975,0.0514104,0,0,0.0483734,0,0.0263729,0.022995,0.0395985,0.0261866,0.0335607,0.0337505,0.054821,0.0537835,0.0318135,0.0370286,0.0253194,0.0437994,0.0370596,0.0359877,0.0298323,0.0108408,0.0332332,0.0514313,0.0189553,0.00507404,0.0377216,0.0175802,0.0215399,0.11062,0.0294834,0,0,0.0620902,0,0.0207599,0.0265028,0.043076,0.0287595,0.0344471,0.0617123,0.0394885,0.0402059,0.0340483,0.0210262,0.0279267,0.0395046,0.0198614,0.0179478,0.0131631,0.0157805,0.0382038,0.0400061,0.0207128,0.0118145,0.0243839,0.0329922,0,0,0,0,0,0,0,0,0,0
39,0.0222935,0.0254557,0,0,0,0,0.0101793,0.020468,0.0266802,0.053602,0,0,0.0471185,0,0.0260511,0.0224507,0.0412956,0.0232384,0.0339193,0.0323559,0.0563295,0.052695,0.0308802,0.0354976,0.0247426,0.0439988,0.0363472,0.0353537,0.0290865,0.0108906,0.0226602,0.0503192,0.0188294,0.00479774,0.0240477,0.0175221,0.0306216,0.114157,0.0295583,0,0,0.0628572,0,0.0205358,0.0270933,0.0354933,0.054489,0.0319721,0.066244,0.0367192,0.0409208,0.0392142,0,0.0389701,0.0448317,0.0308967,0.0215647,0.0189472,0.0317186,0.0194255,0.0405194,0.0212249,0.0118652,0.0240075,0.032173,0,0,0,0,0,0,0,0,0,0
40,0.0229793,0.0255318,0,0,0,0,0.0131207,0.0202797,0.0259247,0.0529959,0,0,0.0480141,0,0.0263717,0.0228757,0.0404204,0.0184504,0.0324837,0.0293921,0.0542937,0.0531319,0.0299218,0.034216,0.0243838,0.0443527,0.034983,0.0342192,0.0281965,0.0118454,0.00851722,0.0509044,0.018966,0.0050498,0.0343787,0.0174473,0.021181,0.112488,0.0299842,0,0,0.0626381,0,0.0204091,0.027219,0.0439005,0.0298611,0.0336535,0.0637749,0.0387339,0.0411633,0.0346406,0.0213762,0.0287431,0.0406167,0.0205746,0.0172023,0.0136608,0.0161602,0.0331007,0.0403906,0.0212056,0.0118186,0.0239389,0.0328427,0,0,0,0,0,0,0,0,0,0
41,0.0228883,0.0253925,0,0,0,0,0.0174011,0.0202942,0.0254188,0.05354,0,0,0.0477636,0,0.0264004,0.0227574,0.0405974,0.0148288,0.0315735,0.0272594,0.0541706,0.052774,0.0291375,0.0325088,0.0236751,0.0448238,0.0342302,0.0335727,0.0276059,0.0125876,0.00602239,0.0506209,0.0189851,0.00508976,0.0328155,0.0174221,0.0210615,0.113222,0.0298511,0,0,0.062903,0,0.0203266,0.0273641,0.0441756,0.0301209,0.0332967,0.0643369,0.038205,0.0416949,0.0353643,0.0215454,0.0287026,0.0414883,0.0208408,0.0169242,0.0140209,0.0164165,0.0311772,0.0405783,0.021176,0.0118191,0.0237748,0.0328448,0,0,0,0,0,0,0,0,0,0
42,0.0228144,0.025119,0,0,0,0,0.0213187,0.0202986,0.0252275,0.0542674,0,0,0.0474088,0,0.0263756,0.0226933,0.0407877,0.0133343,0.0305649,0.025243,0.0544587,0.0524166,0.0282267,0.0309284,0.0230227,0.0454015,0.0336803,0.033127,0.0270921,0.0133152,0.0135983,0.0502811,0.0189556,0.0049198,0.0317863,0.0174222,0.0214915,0.114188,0.0297923,0,0,0.0634809,0,0.0202514,0.0275482,0.0443945,0.0307801,0.0331716,0.0650898,0.0376924,0.04213,0.0360347,0.0215043,0.0286944,0.0423322,0.0215368,0.0168035,0.0145435,0.0173046,0.0295074,0.0409141,0.0212168,0.0117854,0.0235634,0.0330114,0,0,0,0,0,0,0,0,0,0
43,0.0227269,0.0248258,0,0,0,0,0.0237212,0.0203122,0.0251194,0.0551443,0,0,0.0469479,0,0.0263172,0.0225295,0.0408756,0.0145843,0.0293233,0.0230811,0.0550065,0.0520323,0.0274034,0.0295322,0.0225066,0.0460645,0.0332656,0.0327335,0.0266967,0.0140672,0.0175897,0.0498572,0.0189146,0.00476454,0.0312447,0.0174347,0.022388,0.115275,0.029896,0,0,0.0640907,0,0.0202295,0.0276955,0.0446051,0.0318291,0.0332335,0.0660103,0.0372712,0.0424355,0.0364502,0.0212741,0.0286848,0.0427928,0.0226365,0.0167057,0.0152613,0.0187695,0.0282308,0.041238,0.0212969,0.0117765,0.0233501,0.0330801,0,0,0,0,0,0,0,0,0,0
44,0.0225912,0.0245311,0,0,0,0,0.0246377,0.020343,0.0248443,0.0562351,0,0,0.04647,0,0.0262455,0.0222435,0.0408644,0.0174537,0.02793,0.0208948,0.0558088,0.0515781,0.0265711,0.0283762,0.0220069,0.0467596,0.0327209,0.0323054,0.0263011,0.0148607,0.0188582,0.0493615,0.0188757,0.00469355,0.0310764,0.0174185,0.0235438,0.116495,0.0300285,0,0,0.0646071,0,0.0201913,0.0278303,0.044832,0.0332209,0.0334078,0.067106,0.0370026,0.0426129,0.0365757,0.0210506,0.0286857,0.0429223,0.0239057,0.0165179,0.016039,0.0204432,0.0273711,0.0415584,0.02138,0.0117718,0.0231829,0.0330002,0,0,0,0,0,0,0,0,0,0
45,0.0224422,0.0242733,0,0,0,0,0.024439,0.0203774,0.0249672,0.0575967,0,0,0.0459955,0,0.0262179,0.0219754,0.0406705,0.0212292,0.0264767,0.018812,0.056754,0.051052,0.0258752,0.0276398,0.0216617,0.0475481,0.0319673,0.0317948,0.0259309,0.0156915,0.0181162,0.0488282,0.0188607,0.00473435,0.0309681,0.0173914,0.0245669,0.117837,0.0301662,0,0,0.0651088,0,0.0201068,0.0279716,0.0450834,0.0346452,0.0336469,0.0685138,0.0369518,0.0427049,0.0365668,0.0209772,0.0290885,0.0429801,0.024982,0.016249,0.0166647,0.0218222,0.0266743,0.041852,0.0215691,0.0117856,0.0230383,0.0328296,0,0,0,0,0,0,0,0,0,0
46,0.022316,0.0240401,0,0,0,0,0.0232727,0.0204154,0.0257491,0.0592329,0,0,0.0455618,0,0.0262174,0.021748,0.0402904,0.0251014,0.0250884,0.0169902,0.0576918,0.0505224,0.0254985,0.027515,0.0215968,0.0484452,0.0312574,0.0313015,0.0257674,0.016411,0.0162558,0.0483169,0.0188552,0.00469026,0.0303523,0.0173757,0.0251062,0.119228,0.0302392,0,0,0.0656283,0,0.0200275,0.0282558,0.0453468,0.0357167,0.033824,0.0700668,0.0371501,0.0427204,0.0366484,0.0210601,0.0294517,0.0433192,0.0255901,0.0159503,0.0171142,0.022543,0.0256154,0.042093,0.021773,0.0118302,0.0229613,0.0328611,0,0,0,0,0,0,0,0,0,0
47,0.0222317,0.0238524,0,0,0,0,0.0212624,0.0204425,0.0261693,0.0610688,0,0,0.0451272,0,0.0261922,0.0215273,0.039713,0.0282101,0.0238855,0.0154244,0.0585348,0.0499903,0.0256477,0.0278601,0.021759,0.0492744,0.0308439,0.0309909,0.0258342,0.0167729,0.0136464,0.0478709,0.0188353,0.00455374,0.0292053,0.0173351,0.0251207,0.120536,0.0302367,0,0,0.0660544,0,0.0199674,0.0282374,0.0455514,0.0362557,0.0339102,0.0715665,0.0374817,0.0427078,0.0368973,0.0212398,0.0298718,0.0440708,0.0256486,0.01552,0.0172168,0.0225208,0.0240936,0.0423339,0.0219761,0.0118838,0.022953,0.0329788,0,0,0,0,0,0,0,0,0,0
48,0.0221828,0.023798,0,0,0,0,0.0185159,0.0204703,0.0259485,0.0630725,0,0,0.0447385,0,0.0261225,0.0213376,0.0389199,0.0302838,0.0229462,0.0140791,0.0592451,0.0494175,0.0261303,0.0286655,0.0221736,0.0500027,0.0307002,0.0308078,0.025958,0.0167139,0.0106119,0.0474898,0.0188219,0.00453846,0.0278237,0.0173788,0.02498,0.121713,0.0302197,0,0,0.0663352,0,0.02003,0.0286729,0.0456216,0.0364963,0.0339622,0.072983,0.0377839,0.0426612,0.037258,0.0213931,0.0303843,0.0450875,0.0256348,0.0150292,0.017373,0.0223802,0.0225728,0.0425207,0.0220843,0.0118749,0.023021,0.0328723,0,0,0,0,0,0,0,0,0,0
49,0.0222039,0.0237832,0,0,0,0,0.0153797,0.0205066,0.0252284,0.0651611,0,0,0.0444423,0,0.0260766,0.0212093,0.0379757,0.0316336,0.0223174,0.0129818,0.0598305,0.0488959,0.026858,0.0298742,0.0227823,0.0507148,0.0307253,0.0306832,0.0260092,0.0163772,0.00865518,0.0472452,0.0188038,0.00458855,0.0264264,0.0174364,0.0250475,0.122777,0.0302547,0,0,0.0665356,0,0.0200813,0.0290382,0.0457707,0.0372191,0.0340639,0.0743951,0.0381363,0.0425737,0.0376427,0.0214841,0.0310315,0.0463263,0.0259241,0.0145342,0.0177828,0.0226508,0.0210037,0.0426233,0.0220997,0.0118371,0.0231319,0.0328843,0,0,0,0,0,0,0,0,0,0
50,0.0223148,0.0237839,0,0,0,0,0.0123148,0.0205549,0.0242411,0.0672528,0,0,0.044264,0,0.026041,0.0210675,0.0371682,0.0325604,0.021892,0.0122177,0.0603942,0.0484459,0.0277337,0.0310777,0.0235114,0.0514992,0.0308282,0.0306429,0.0260138,0.0159121,0.00908707,0.0470716,0.0187656,0.00450094,0.0251275,0.0174691,0.0253405,0.123637,0.0303526,0,0,0.0666992,0,0.020098,0.0292162,0.0460111,0.0384081,0.0339778,0.075714,0.0388473,0.0425055,0.0380482,0.0214641,0.0315728,0.0475625,0.0264158,0.0140746,0.018276,0.0232889,0.0196166,0.042747,0.0221273,0.0118486,0.0231976,0.0330692,0,0,0,0,0,0,0,0,0,0
51,0.0225793,0.0238755,0,0,0,0,0.00991919,0.0205907,0.0232645,0.0692307,0,0,0.0442239,0,0.0260307,0.0209208,0.0364025,0.033081,0.0217232,0.0117674,0.0606746,0.0481418,0.0287029,0.0323007,0.0243304,0.0524154,0.0309625,0.0306856,0.0260738,0.0154321,0.0113972,0.0470019,0.0187394,0.00446256,0.0240682,0.017484,0.0260624,0.12424,0.0305213,0,0,0.0666568,0,0.0201048,0.0293277,0.046485,0.0401451,0.0341543,0.0769013,0.039359,0.0424267,0.0385134,0.0215236,0.0318537,0.0485053,0.0271848,0.0137131,0.0190244,0.0244492,0.0187626,0.0428222,0.0220315,0.0118518,0.0232897,0.0332056,0,0,0,0,0,0,0,0,0,0
52,0.0228883,0.0239658,0,0,0,0,0.00881657,0.0206281,0.0223455,0.0711718,0,0,0.0443024,0,0.0260081,0.0208009,0.0356162,0.0331956,0.0218469,0.0116027,0.0608349,0.0479452,0.0297495,0.0335223,0.0252145,0.0534001,0.0311574,0.0307938,0.026234,0.0150171,0.0146703,0.047003,0.0187051,0.00432826,0.0232358,0.0175086,0.0270606,0.124762,0.030686,0,0,0.0666198,0,0.0201279,0.02937,0.0470341,0.042292,0.0344863,0.0780843,0.0396737,0.0423575,0.0389868,0.0215721,0.0320715,0.0493131,0.0281481,0.0134342,0.0198046,0.0259275,0.0182946,0.0429095,0.0220238,0.0118211,0.0233475,0.0334551,0,0,0,0,0,0,0,0,0,0
53,0.0232992,0.0240831,0,0,0,0,0.00893416,0.020654,0.0215706,0.0728866,0,0,0.0444103,0,0.0260118,0.0207101,0.0348287,0.0330435,0.0220701,0.0115173,0.0607459,0.0478152,0.0308363,0.034603,0.0261272,0.0544432,0.0312856,0.0308837,0.0263372,0.0146516,0.0177221,0.0470877,0.018687,0.00423417,0.0222696,0.0175414,0.0279837,0.124933,0.0309006,0,0,0.0665511,0,0.0201463,0.029284,0.0475479,0.0444682,0.034799,0.0792,0.039804,0.0422791,0.0393682,0.0214709,0.0322471,0.0500148,0.0291934,0.0132128,0.0207458,0.0275467,0.0180796,0.0429561,0.0219491,0.0117591,0.0234734,0.0336593,0,0,0,0,0,0,0,0,0,0
54,0.0237522,0.0241546,0,0,0,0,0.00989178,0.0206533,0.0210172,0.0744615,0,0,0.0445818,0,0.0259682,0.0207002,0.0340451,0.0325864,0.0224424,0.0114407,0.0605625,0.0476985,0.0319612,0.0356377,0.0270707,0.0555206,0.0312991,0.0309409,0.0265111,0.0143373,0.0206257,0.0471909,0.018704,0.00425204,0.0212672,0.0175887,0.028707,0.12494,0.031164,0,0,0.0664075,0,0.0202156,0.0291629,0.0480002,0.0463837,0.0350871,0.0803443,0.0398916,0.0421976,0.0397023,0.0213768,0.0326542,0.0507344,0.0300566,0.0129426,0.0215618,0.0289065,0.0181873,0.0429611,0.0218103,0.0117102,0.0236358,0.0337901,0,0,0,0,0,0,0,0,0,0
55,0.0242591,0.0242069,0,0,0,0,0.0110088,0.0206148,0.0206239,0.07583,0,0,0.0447936,0,0.0259491,0.0207035,0.0332568,0.0320638,0.0228924,0.0114777,0.0602773,0.0476236,0.0331119,0.0366955,0.0280548,0.0566456,0.0311633,0.0309231,0.0267785,0.0141471,0.0228704,0.0473419,0.0187428,0.00434335,0.0202783,0.0176202,0.0291782,0.124857,0.0314622,0,0,0.0661402,0,0.0202796,0.0290052,0.0484158,0.0478152,0.0353864,0.0814364,0.0402483,0.0421056,0.0400417,0.0214139,0.033178,0.0514809,0.0306523,0.0125718,0.0221721,0.0298248,0.0186183,0.0429245,0.02164,0.0116498,0.0238033,0.0340695,0,0,0,0,0,0,0,0,0,0
56,0.0248035,0.0242665,0,0,0,0,0.0121884,0.0205519,0.0204351,0.0769185,0,0,0.0450012,0,0.025974,0.0207687,0.0325071,0.0315255,0.023401,0.0116501,0.0598661,0.0475936,0.0342781,0.0378704,0.029125,0.0578529,0.0309427,0.0307821,0.0270509,0.0141259,0.0243074,0.0475271,0.0187672,0.00446911,0.0194449,0.0176493,0.0294689,0.124672,0.0317806,0,0,0.0658884,0,0.0203271,0.0289991,0.048758,0.0489876,0.0357175,0.082376,0.0407156,0.0420277,0.0404332,0.021572,0.0334771,0.0521901,0.0310471,0.0121602,0.0225723,0.0304366,0.0192561,0.0428782,0.0214275,0.0115812,0.0239641,0.0344883,0,0,0,0,0,0,0,0,0,0
57,0.025369,0.0243515,0,0,0,0,0.0130729,0.0204891,0.0203196,0.0777205,0,0,0.0452565,0,0.0260347,0.0209784,0.0318559,0.0311753,0.0239815,0.0119978,0.0593492,0.0476214,0.0354526,0.0390006,0.0302363,0.0591358,0.0306617,0.0305212,0.0271736,0.0142947,0.0251108,0.0477276,0.0187967,0.00452579,0.0189992,0.0176483,0.0297449,0.12447,0.0320985,0,0,0.0655827,0,0.0203508,0.0286578,0.0491957,0.0498052,0.0360907,0.0832943,0.0411702,0.0419762,0.0410955,0.0218558,0.0337961,0.0528398,0.0315076,0.0117769,0.0229941,0.0310671,0.0201566,0.0428189,0.0211231,0.0115035,0.0240671,0.0349629,0,0,0,0,0,0,0,0,0,0
58,0.0259353,0.0244444,0,0,0,0,0.0137573,0.0204523,0.0202339,0.0782666,0,0,0.0455338,0,0.0260771,0.0212137,0.0313157,0.0308474,0.0245914,0.0125768,0.0587677,0.047783,0.0364496,0.0399494,0.0313488,0.0604915,0.0302509,0.0301269,0.027259,0.0146572,0.0253814,0.0479591,0.0188301,0.00464451,0.0189633,0.0176279,0.0300769,0.124316,0.0324491,0,0,0.0652119,0,0.0203548,0.028074,0.0496524,0.0502514,0.0365239,0.0841371,0.0416349,0.0419117,0.0423565,0.022122,0.0340639,0.0534832,0.031847,0.0114107,0.0234346,0.0315434,0.0211558,0.0427666,0.020794,0.0113957,0.0241283,0.0354458,0,0,0,0,0,0,0,0,0,0
59,0.0264823,0.0245317,0,0,0,0,0.0141831,0.0204225,0.0202994,0.0786739,0,0,0.0457813,0,0.0260715,0.0214371,0.0308811,0.0305253,0.02526,0.0134169,0.0581363,0.0479601,0.0372399,0.040631,0.0324893,0.0618929,0.0295884,0.0295338,0.0272332,0.0151782,0.0252814,0.0482067,0.0188349,0.00462255,0.0190423,0.0176238,0.0304748,0.124238,0.0327968,0,0,0.0648879,0,0.0203592,0.0278165,0.0500081,0.0507893,0.0369739,0.0849131,0.0421253,0.0418274,0.0431403,0.0223163,0.034248,0.0540734,0.032214,0.0111119,0.0239524,0.0320458,0.0220879,0.042724,0.0205263,0.0112995,0.0242264,0.035799,0,0,0,0,0,0,0,0,0,0
60,0.026989,0.0246157,0,0,0,0,0.0143992,0.0204228,0.0204278,0.0790365,0,0,0.0459665,0,0.0260397,0.0215466,0.0305267,0.0302874,0.0259583,0.0143634,0.0575185,0.0481233,0.0378886,0.0410759,0.03366,0.0633379,0.0287259,0.028556,0.0270487,0.0158697,0.0246584,0.0484258,0.0188303,0.00458002,0.0191319,0.0176577,0.0308942,0.124218,0.0331275,0,0,0.0647473,0,0.0204158,0.0276576,0.0502466,0.0513314,0.0374107,0.0856335,0.0425601,0.0417311,0.0430783,0.0224891,0.0344983,0.0545986,0.0325615,0.0108738,0.024344,0.0324624,0.0229614,0.0426749,0.0203237,0.011236,0.0243789,0.0361466,0,0,0,0,0,0,0,0,0,0
61,0.0274376,0.0247081,0,0,0,0,0.0146051,0.0204664,0.0205497,0.0793903,0,0,0.0461392,0,0.0260226,0.0215223,0.0302654,0.0300397,0.0267161,0.0155655,0.0569036,0.0482748,0.0383638,0.0413025,0.0348463,0.0648213,0.0276702,0.0273185,0.0267309,0.0167346,0.0234782,0.0486165,0.0188305,0.00460701,0.0192724,0.0176915,0.0312072,0.12427,0.0334558,0,0,0.0645895,0,0.0204642,0.027634,0.0503841,0.0517551,0.0378015,0.0862822,0.0428732,0.0415896,0.0428331,0.0226372,0.0347065,0.055074,0.0327005,0.0106278,0.0245655,0.032564,0.0236696,0.0426107,0.0201822,0.0111627,0.0245654,0.0364983,0,0,0,0,0,0,0,0,0,0
62,0.0278378,0.0247927,0,0,0,0,0.0147693,0.0205291,0.0207384,0.0798089,0,0,0.0462077,0,0.0259929,0.021449,0.0301536,0.029922,0.0275401,0.017186,0.0563013,0.0484237,0.0386724,0.0413933,0.0360365,0.066267,0.0264138,0.025892,0.0260615,0.01771,0.0220664,0.048738,0.0188119,0.00465275,0.0191975,0.0177271,0.0314425,0.124457,0.033777,0,0,0.0644294,0,0.020545,0.0274937,0.0504548,0.0522574,0.0380742,0.086891,0.0430873,0.0414204,0.0431822,0.0227628,0.0350141,0.055529,0.0329817,0.0103488,0.0250394,0.0327634,0.0239698,0.0425869,0.0199765,0.0110795,0.0247833,0.0368175,0,0,0,0,0,0,0,0,0,0
63,0.0281626,0.0249006,0,0,0,0,0.0151264,0.0205987,0.0210911,0.0803455,0,0,0.0462062,0,0.0258557,0.0213911,0.0301551,0.0301434,0.0283604,0.0191658,0.0557374,0.0485253,0.0388604,0.0413931,0.0371971,0.0675112,0.0251105,0.0244532,0.0251974,0.018704,0.0213621,0.0488328,0.0187636,0.00469205,0.0193302,0.0177385,0.0316519,0.124789,0.034092,0,0,0.0642114,0,0.0206405,0.0273034,0.0505511,0.0523135,0.0382447,0.0875653,0.0432485,0.0412675,0.0438088,0.0229097,0.0355224,0.0560078,0.0331199,0.010064,0.0253102,0.0327148,0.0242946,0.0425586,0.019713,0.0110059,0.0250116,0.0371476,0,0,0,0,0,0,0,0,0,0
64,0.0283623,0.0250133,0,0,0,0,0.0160032,0.0206472,0.0213606,0.0809392,0,0,0.0461284,0,0.0257113,0.0213125,0.0302815,0.0308309,0.0291611,0.0212975,0.0552076,0.0485562,0.0389614,0.0414045,0.0383626,0.0683857,0.0239031,0.0234994,0.0241827,0.0195839,0.0217699,0.0488896,0.018723,0.00456964,0.0196053,0.0177433,0.0318622,0.125211,0.0343868,0,0,0.0639206,0,0.0206648,0.0273964,0.0506124,0.0520839,0.0383322,0.0881406,0.0433138,0.0411744,0.0441098,0.023017,0.0359397,0.056471,0.0330703,0.00979736,0.0253444,0.0324012,0.0247265,0.0424634,0.0194142,0.0109383,0.0252442,0.0374514,0,0,0,0,0,0,0,0,0,0
65,0.0285594,0.025112,0,0,0,0,0.0171704,0.020685,0.0213472,0.0815412,0,0,0.0460282,0,0.0255933,0.0212993,0.030527,0.0319874,0.0299076,0.0235197,0.0547341,0.0485723,0.0390198,0.0414736,0.0394397,0.0690866,0.0229264,0.023279,0.0233144,0.0203239,0.0234841,0.0489275,0.0186826,0.00451774,0.0198654,0.0177171,0.0321514,0.125662,0.0346191,0,0,0.0637095,0,0.0206111,0.0272582,0.0506334,0.0519494,0.0383275,0.0885648,0.043252,0.041101,0.044428,0.0230673,0.0363166,0.0568047,0.0331443,0.00957634,0.0254705,0.0322125,0.0249988,0.0424071,0.0191888,0.0109292,0.0254206,0.0377296,0,0,0,0,0,0,0,0,0,0
66,0.0287369,0.0252019,0,0,0,0,0.0185012,0.0206922,0.0210608,0.0820516,0,0,0.0459224,0,0.0255007,0.0213658,0.0308724,0.0334242,0.0305656,0.0258311,0.0543497,0.0486054,0.0390994,0.0416681,0.0403752,0.0695078,0.022144,0.0226766,0.0229763,0.0209217,0.0261356,0.0489736,0.0186301,0.00452246,0.0199549,0.0176893,0.032452,0.126052,0.0347832,0,0,0.063595,0,0.0205403,0.0272295,0.0505208,0.0519727,0.0382263,0.0887585,0.0430054,0.041027,0.0442286,0.0229888,0.0365865,0.0570264,0.0332914,0.00943015,0.0256818,0.0321453,0.0250897,0.0424095,0.0191992,0.0109504,0.02548,0.0379382,0,0,0,0,0,0,0,0,0,0
67,0.0288628,0.0252838,0,0,0,0,0.0199977,0.0206732,0.0208594,0.0824025,0,0,0.0458719,0,0.0254563,0.021495,0.0312829,0.0344741,0.0310844,0.0281941,0.053999,0.0486754,0.0391967,0.0419491,0.0410784,0.0694995,0.0215671,0.0221009,0.0217536,0.021379,0.0293921,0.0490482,0.0185903,0.00453026,0.0200508,0.0176717,0.0325723,0.126301,0.034865,0,0,0.06361,0,0.0205006,0.0271322,0.0503407,0.0518526,0.0380536,0.0889272,0.0426891,0.0409674,0.0441516,0.0228644,0.0367661,0.0571474,0.033298,0.00930838,0.0256764,0.0318904,0.0253255,0.0424347,0.01927,0.0108806,0.025476,0.0380998,0,0,0,0,0,0,0,0,0,0
68,0.0289446,0.0253589,0,0,0,0,0.0216797,0.0206736,0.0204141,0.0825399,0,0,0.0459106,0,0.0254567,0.0216467,0.031686,0.0350589,0.0314553,0.0305332,0.0536597,0.0487913,0.0392835,0.0422196,0.0414175,0.0690844,0.0211398,0.0218032,0.0204928,0.0216691,0.0325214,0.0491772,0.0185833,0.00452794,0.0202059,0.0176869,0.0326156,0.126353,0.0349078,0,0,0.0637195,0,0.0205179,0.0272089,0.050129,0.05174,0.0378447,0.0890206,0.0421681,0.0409251,0.044023,0.0227226,0.0369332,0.0571381,0.0333708,0.0092198,0.0258123,0.0317219,0.0257362,0.0424378,0.0192515,0.0108301,0.0254545,0.0382031,0,0,0,0,0,0,0,0,0,0
69,0.0289913,0.0254582,0,0,0,0,0.0236379,0.020699,0.0195213,0.0824167,0,0,0.0459809,0,0.0254731,0.0217182,0.0320453,0.0352633,0.031694,0.0327566,0.0532668,0.0489569,0.0393652,0.0423523,0.0413696,0.0682946,0.0209105,0.0217548,0.019541,0.0217285,0.0353191,0.0493487,0.0186155,0.00452501,0.0203688,0.017733,0.032857,0.126202,0.0348997,0,0,0.0640215,0,0.0205835,0.0272545,0.0498464,0.0518331,0.0376412,0.0890083,0.041634,0.040871,0.0437898,0.0225543,0.0370528,0.0570524,0.0336519,0.00920291,0.0260824,0.031841,0.0261894,0.0425003,0.0191593,0.0108236,0.0254277,0.0382851,0,0,0,0,0,0,0,0,0,0
70,0.0290243,0.0255298,0,0,0,0,0.0250844,0.0207558,0.0183563,0.0821324,0,0,0.0460282,0,0.0254733,0.0215464,0.0323141,0.0349828,0.0318477,0.0351288,0.0528759,0.0491493,0.0394377,0.0423939,0.0411902,0.0671658,0.0210034,0.0219247,0.0186867,0.021683,0.0370285,0.0495073,0.0186702,0.00460631,0.0205479,0.0177976,0.0332209,0.125903,0.0348213,0,0,0.0644296,0,0.0206658,0.0273479,0.0495698,0.052153,0.037414,0.0889448,0.0411058,0.0408512,0.0439057,0.0223856,0.037143,0.0569431,0.0339112,0.00920556,0.0262245,0.0319732,0.0269123,0.0426095,0.019047,0.0108178,0.0254723,0.0383235,0,0,0,0,0,0,0,0,0,0
71,0.0290515,0.0256201,0,0,0,0,0.0259458,0.0208268,0.0172184,0.0816176,0,0,0.0461127,0,0.025457,0.0213597,0.032573,0.0338898,0.0318302,0.0377067,0.0524494,0.0493389,0.0394813,0.0424172,0.0407645,0.0658789,0.0215106,0.0223312,0.0180597,0.021664,0.0376376,0.0496835,0.0186834,0.00475818,0.0208775,0.0178515,0.033615,0.125375,0.0347245,0,0,0.0647086,0,0.0207402,0.0274715,0.0493902,0.0525651,0.0372028,0.0889682,0.0404879,0.0408205,0.0446968,0.0222206,0.037342,0.056773,0.0341597,0.00918841,0.0264048,0.0320643,0.0279132,0.0427429,0.0189805,0.0107454,0.0255293,0.038349,0,0,0,0,0,0,0,0,0,0
72,0.0291302,0.0257729,0,0,0,0,0.0259827,0.0209081,0.016064,0.0808922,0,0,0.0462418,0,0.0252998,0.0212387,0.0330741,0.0313132,0.0318397,0.0405212,0.0519117,0.0495479,0.0393838,0.0421783,0.0401465,0.0646011,0.0223137,0.0229698,0.0180207,0.0218152,0.036834,0.0499053,0.0186377,0.00475039,0.0213266,0.0179045,0.0339586,0.124643,0.0346418,0,0,0.0648087,0,0.0208488,0.027337,0.0493389,0.0531069,0.0370424,0.0890311,0.0397624,0.0407836,0.045268,0.022054,0.0376026,0.0565544,0.0344886,0.00920634,0.0266315,0.0321696,0.0290911,0.0428463,0.0188772,0.0107223,0.0255682,0.038422,0,0,0,0,0,0,0,0,0,0
