Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,x75,
94,0.0347857,0.0197113,0,0,0,0,0,0,0.0734778,0.0162351,0.0339108,0.0444759,0,0,0.0226843,0,0.0329104,0.0120314,0.0326359,0.0119651,0.0221043,0.0224524,0.0505345,0.0259525,0.0246934,0.0222985,0.0224332,0.0341039,0.0147195,0.0162848,0.0197392,0.0122063,0.0684352,0.0192322,0.0207241,0.00750843,0.0414631,0.00585644,0.0357616,0.0960408,0.0322007,0,0,0.0142741,0,0.00697793,0.00792402,0.0533709,0.0381781,0.0225714,0.0559771,0.0157304,0.0316396,0.0328343,0.0363169,0.0533864,0.0514977,0.0292494,0.0129765,0.0131313,0.0206423,0.0408921,0.0234968,0.00565395,0.00393567,0.0177444,0.0308628,0,0,0,0,0,0,0,0,0,0
95,0.0359763,0.0204322,0,0,0,0,0,0,0.0743249,0.0161467,0.0342451,0.0436663,0,0,0.0234788,0,0.0329627,0.012195,0.032559,0.012015,0.0230368,0.0233113,0.0503954,0.0268939,0.0248238,0.0223397,0.0224712,0.0340716,0.0151051,0.016225,0.0198286,0.0121768,0.0694343,0.020033,0.0207577,0.00755533,0.0415488,0.00583902,0.035146,0.0960001,0.0333191,0,0,0.0147494,0,0.00708947,0.00800237,0.053573,0.037975,0.0223324,0.0563839,0.0163945,0.0322914,0.0322726,0.0360658,0.0531188,0.0508657,0.028848,0.0132584,0.0128566,0.0204671,0.0418764,0.0241191,0.00567221,0.00393796,0.0180279,0.031953,0,0,0,0,0,0,0,0,0,0
96,0.0371676,0.0211422,0,0,0,0,0,0,0.0751278,0.016061,0.0343063,0.042793,0,0,0.0242801,0,0.0331245,0.0123501,0.0325396,0.012447,0.023785,0.024018,0.050365,0.0279065,0.0248742,0.022247,0.0225008,0.0340911,0.0155351,0.0161227,0.019999,0.0122639,0.0702365,0.0208101,0.0208065,0.00760438,0.0418988,0.0057905,0.0345717,0.0958122,0.0344438,0,0,0.0150598,0,0.00717967,0.00805301,0.0538643,0.0377896,0.022133,0.05667,0.0171355,0.0330045,0.0317754,0.0357399,0.0527977,0.0502878,0.0287294,0.0135081,0.0130481,0.0203659,0.0429782,0.0247201,0.00583984,0.00399994,0.0183386,0.0330014,0,0,0,0,0,0,0,0,0,0
97,0.0383232,0.0218137,0,0,0,0,0,0,0.0757161,0.0159793,0.0344077,0.0420161,0,0,0.0250361,0,0.0332282,0.0124148,0.0326217,0.0130614,0.0243808,0.0246022,0.0505177,0.0288822,0.0249026,0.022126,0.022397,0.0340653,0.0158706,0.0160975,0.0201778,0.0123884,0.0708853,0.021482,0.0208512,0.00764227,0.0424491,0.00574552,0.0339753,0.0955373,0.0355367,0,0,0.0152023,0,0.00724214,0.00802005,0.0541534,0.0375236,0.0219347,0.0569128,0.0179185,0.0337082,0.0313582,0.0353413,0.0524422,0.049746,0.0284359,0.0138171,0.0129555,0.0206012,0.0442418,0.0252468,0.00604548,0.00409268,0.0186973,0.0339702,0,0,0,0,0,0,0,0,0,0
98,0.0394677,0.0224359,0,0,0,0,0,0,0.0760923,0.0159064,0.0345554,0.0413112,0,0,0.0256672,0,0.0333246,0.0123824,0.0327666,0.0137239,0.0248619,0.0250558,0.0507881,0.0297689,0.0249261,0.0219966,0.0223157,0.0339147,0.0162112,0.0161283,0.02031,0.012515,0.0713742,0.0223164,0.0209051,0.00770092,0.0431894,0.00567523,0.0332005,0.0952902,0.0366088,0,0,0.0152146,0,0.00726119,0.00796637,0.0544054,0.0373689,0.0217556,0.0572975,0.0187291,0.0343894,0.0310199,0.0349094,0.0520686,0.0492802,0.0280352,0.0141678,0.0126243,0.0204669,0.0459923,0.0256334,0.00623951,0.00421287,0.0191237,0.0348872,0,0,0,0,0,0,0,0,0,0
99,0.0404733,0.0229528,0,0,0,0,0,0,0.0762401,0.0158539,0.0346164,0.0407425,0,0,0.0259627,0,0.03352,0.0124875,0.0329037,0.0144691,0.0252241,0.0253594,0.0511699,0.0305066,0.0248551,0.0218147,0.0221206,0.0335247,0.0164622,0.016154,0.0205376,0.0126149,0.0717815,0.022863,0.0209636,0.00776194,0.0438475,0.00561622,0.0320189,0.0949666,0.0375553,0,0,0.0150235,0,0.00725697,0.00784806,0.0545429,0.0370347,0.0216043,0.0577152,0.0194695,0.0349408,0.0307033,0.0344386,0.0515015,0.0489585,0.0275203,0.0144717,0.0122418,0.020385,0.0478305,0.0257853,0.00638923,0.00427306,0.0197521,0.035659,0,0,0,0,0,0,0,0,0,0
100,0.0413646,0.0234119,0,0,0,0,0,0,0.076369,0.0158332,0.0347746,0.0402964,0,0,0.0261542,0,0.0336801,0.0125073,0.0330882,0.0152767,0.0254122,0.0256061,0.0516086,0.0310926,0.0248141,0.0216774,0.0221163,0.0330342,0.0167277,0.0161621,0.020745,0.0127176,0.0721478,0.0230622,0.021012,0.00781603,0.0445355,0.00562182,0.0309282,0.0947764,0.0383752,0,0,0.0146729,0,0.00721627,0.00775102,0.0545749,0.0370656,0.0214333,0.0582477,0.0202303,0.0352776,0.0304596,0.0339247,0.0509242,0.0485845,0.0267688,0.0147955,0.0116534,0.0202765,0.0498422,0.0257124,0.00656784,0.00431253,0.0206297,0.0363275,0,0,0,0,0,0,0,0,0,0
101,0.0421569,0.0238011,0,0,0,0,0,0,0.0764573,0.0158223,0.0350779,0.0400663,0,0,0.0262048,0,0.0337111,0.0123972,0.0331864,0.0162643,0.0254612,0.0258071,0.0520239,0.0315413,0.0250169,0.0215364,0.0220485,0.0327564,0.0169778,0.01632,0.0209173,0.0128486,0.0723715,0.022988,0.0210328,0.00783113,0.0449267,0.00563292,0.0293669,0.0947197,0.0390553,0,0,0.0142551,0,0.00716402,0.0075283,0.0546051,0.0363665,0.0213236,0.0587289,0.0208793,0.0355239,0.0304211,0.0333896,0.0502916,0.0481325,0.0258946,0.0151185,0.0111938,0.0203371,0.0519613,0.0254034,0.00658075,0.00435259,0.0211353,0.0369028,0,0,0,0,0,0,0,0,0,0
102,0.0429694,0.024178,0,0,0,0,0,0,0.0766955,0.015824,0.0350703,0.0399959,0,0,0.0261966,0,0.03367,0.0122888,0.0332075,0.0172494,0.0254716,0.0259562,0.0523429,0.0318953,0.0254996,0.0213362,0.0217276,0.0326094,0.0172469,0.0167452,0.0210907,0.0129688,0.0726982,0.02301,0.0210288,0.00781137,0.045109,0.00564407,0.0273537,0.0947641,0.0396947,0,0,0.0139951,0,0.00711175,0.00743553,0.0546012,0.0355418,0.0212322,0.0593029,0.0215111,0.0356554,0.0305834,0.0328064,0.0495685,0.0477487,0.0249539,0.0155486,0.0107585,0.0204118,0.053915,0.0249913,0.00644204,0.00437001,0.0213723,0.037517,0,0,0,0,0,0,0,0,0,0
103,0.0437512,0.0244758,0,0,0,0,0,0,0.0766629,0.0158405,0.0347108,0.0400671,0,0,0.0261455,0,0.0336626,0.0121833,0.0332286,0.0182951,0.0254441,0.0260799,0.0526144,0.032232,0.0254837,0.0211331,0.0213496,0.0324594,0.0176204,0.0169532,0.0212998,0.0130661,0.0727725,0.0229529,0.0210234,0.00775309,0.0453234,0.00566653,0.0249923,0.0949488,0.0402526,0,0,0.0138339,0,0.00704446,0.00736452,0.0546346,0.0347101,0.0211972,0.0600101,0.0222215,0.0355987,0.0309695,0.0321841,0.0489048,0.0476493,0.0241327,0.0161704,0.0103409,0.0209046,0.0563275,0.0246114,0.0062025,0.00434853,0.0215465,0.038131,0,0,0,0,0,0,0,0,0,0
104,0.0445216,0.0247183,0,0,0,0,0,0,0.0762446,0.0158435,0.0344326,0.0400497,0,0,0.0261644,0,0.0336126,0.0120566,0.0332376,0.0194083,0.0253339,0.0261368,0.05264,0.0325907,0.0252342,0.0210678,0.0211758,0.0322479,0.0178999,0.0170258,0.0214833,0.0131807,0.0724096,0.0228681,0.0209974,0.00768285,0.0461817,0.00570537,0.0229793,0.0950424,0.0407442,0,0,0.0138005,0,0.00700369,0.00733813,0.0548015,0.0338514,0.0213993,0.0608117,0.0230563,0.0354782,0.031512,0.0316969,0.0483008,0.0477452,0.0236456,0.0169707,0.00997958,0.0219019,0.0592437,0.0243485,0.00601451,0.00428416,0.0217599,0.0387722,0,0,0,0,0,0,0,0,0,0
105,0.045251,0.0249153,0,0,0,0,0,0,0.0756225,0.0158304,0.0342772,0.0400389,0,0,0.0263219,0,0.0336273,0.0119718,0.0332915,0.0205939,0.0252548,0.0263725,0.0525736,0.0329912,0.0251999,0.0212502,0.0210422,0.0320616,0.0182336,0.0171621,0.021696,0.0132922,0.0720041,0.0228722,0.0209813,0.0076381,0.0474926,0.00573831,0.021199,0.0952316,0.0412242,0,0,0.0139052,0,0.0069733,0.00736848,0.055005,0.0328628,0.021682,0.0617692,0.0240041,0.0354027,0.0321636,0.0312215,0.047246,0.0480012,0.023315,0.0181252,0.0103303,0.0232263,0.0624998,0.0241785,0.00590612,0.00424914,0.0219413,0.0394592,0,0,0,0,0,0,0,0,0,0
106,0.0460501,0.0251517,0,0,0,0,0,0,0.0750268,0.0157925,0.0341191,0.0399094,0,0,0.026649,0,0.0337214,0.0119809,0.0333619,0.0218243,0.0252452,0.0265748,0.0523202,0.0335515,0.0252449,0.0213158,0.0207894,0.0319037,0.0186236,0.0173306,0.0219154,0.0133953,0.0715169,0.0230788,0.0210006,0.00765049,0.0493999,0.00573514,0.019642,0.0953169,0.0417972,0,0,0.0140904,0,0.0069415,0.00747631,0.0552344,0.0319086,0.0221249,0.0630075,0.0250443,0.0354065,0.0329689,0.0308843,0.0455366,0.0483323,0.023542,0.0196401,0.0110447,0.0248582,0.0659986,0.0242196,0.0058636,0.00422716,0.022132,0.0402369,0,0,0,0,0,0,0,0,0,0
107,0.0468522,0.0254236,0,0,0,0,0,0,0.074645,0.015751,0.0340159,0.039699,0,0,0.0271047,0,0.0337993,0.0120436,0.0334828,0.0231129,0.0253397,0.02667,0.0519579,0.0341758,0.0252827,0.0211711,0.0204163,0.0317443,0.0190743,0.0175126,0.0222177,0.0134811,0.0710961,0.0234531,0.0210423,0.00768806,0.0519895,0.0056722,0.0187097,0.0954759,0.0423814,0,0,0.0143226,0,0.00686472,0.0076819,0.0553322,0.0312451,0.022587,0.0645168,0.0260736,0.0354804,0.0339982,0.0305023,0.0444056,0.0488496,0.0244506,0.0214546,0.0121555,0.0267544,0.0697515,0.0244257,0.00587505,0.00419666,0.0223267,0.0410553,0,0,0,0,0,0,0,0,0,0
108,0.0477437,0.0257719,0,0,0,0,0,0,0.0744174,0.0157377,0.0339645,0.0393992,0,0,0.0275907,0,0.0339891,0.0121351,0.0334765,0.0244985,0.0254314,0.0267668,0.0514474,0.0349062,0.0252446,0.0210367,0.0200738,0.0315735,0.0195226,0.0178632,0.0225615,0.0136185,0.0706354,0.0239554,0.0211575,0.00773267,0.0549646,0.00559069,0.0185144,0.0955702,0.0430282,0,0,0.0146043,0,0.00677996,0.00790882,0.0553025,0.0307104,0.0231631,0.0664342,0.0272638,0.035699,0.0353249,0.0301944,0.0438097,0.0495913,0.026181,0.023729,0.014096,0.0289161,0.0738004,0.024725,0.00591231,0.00422135,0.0225586,0.0419414,0,0,0,0,0,0,0,0,0,0
109,0.0486744,0.0261426,0,0,0,0,0,0,0.0739773,0.0157153,0.0337447,0.0390508,0,0,0.0280529,0,0.0342513,0.0122427,0.0334019,0.0259469,0.0255281,0.026959,0.0508118,0.0357102,0.0252319,0.0211494,0.0200053,0.0314131,0.0200234,0.0182906,0.0228197,0.0137328,0.0700197,0.0245355,0.0212939,0.00781754,0.0579655,0.00552183,0.0194806,0.0955318,0.0437361,0,0,0.0149365,0,0.00673187,0.00811209,0.0550801,0.0307471,0.0237298,0.0686779,0.0284697,0.036085,0.0363922,0.0298983,0.0432584,0.0504336,0.0286678,0.0263354,0.0166626,0.0314497,0.0777273,0.0251563,0.00595587,0.00426133,0.0227855,0.0428337,0,0,0,0,0,0,0,0,0,0
110,0.0495874,0.0265193,0,0,0,0,0,0,0.0728949,0.0156304,0.0335024,0.0386308,0,0,0.0286482,0,0.0344832,0.0124036,0.0332811,0.0275162,0.0256415,0.0272258,0.0501003,0.0365182,0.0251795,0.0214407,0.0198098,0.0312235,0.0205356,0.0187554,0.0231325,0.013799,0.0694096,0.0251831,0.0213161,0.00794305,0.0612819,0.00548593,0.0221093,0.0954038,0.0444599,0,0,0.0152976,0,0.00669867,0.00820823,0.054615,0.0317401,0.0242843,0.0713229,0.0296752,0.0364551,0.037558,0.0297312,0.0427533,0.051363,0.0320054,0.0291547,0.0197506,0.0345997,0.0811458,0.0256342,0.00598832,0.00426341,0.0230193,0.0437222,0,0,0,0,0,0,0,0,0,0
111,0.0501129,0.0267362,0,0,0,0,0,0,0.0715948,0.015627,0.0332314,0.03884,0,0,0.0290894,0,0.0347094,0.0124047,0.0329242,0.0292619,0.025889,0.0278602,0.0500393,0.0369697,0.0252079,0.0214012,0.0195754,0.0309151,0.0213271,0.0194462,0.0236277,0.0137179,0.0689051,0.0255055,0.0213593,0.00797954,0.0641331,0.00556272,0.0260584,0.0960031,0.0447705,0,0,0.0153887,0,0.00671644,0.00818774,0.0543973,0.0335164,0.0244843,0.0744734,0.0303367,0.036464,0.038599,0.0295514,0.0423335,0.0522744,0.0363432,0.0323176,0.0235817,0.0385403,0.0830544,0.0257088,0.0059412,0.00423374,0.0230847,0.0442461,0,0,0,0,0,0,0,0,0,0
112,0.0514075,0.0275256,0,0,0,0,0,0,0.0698558,0.0155415,0.0330652,0.0371555,0,0,0.0298135,0,0.0349452,0.0125359,0.0325602,0.0310197,0.0256923,0.0277167,0.047949,0.0381933,0.0248201,0.0210274,0.0189228,0.0304487,0.021557,0.0196319,0.0237419,0.0138326,0.0672429,0.0264188,0.0214527,0.00813795,0.0665913,0.00541655,0.029391,0.0936075,0.0458783,0,0,0.0161708,0,0.0067093,0.00854513,0.053695,0.0353548,0.0256164,0.0771707,0.0320706,0.0372039,0.0396891,0.0298475,0.0418819,0.0531406,0.0402711,0.0352615,0.0271258,0.0425031,0.0849875,0.0264952,0.00603253,0.00428382,0.0235151,0.0454035,0,0,0,0,0,0,0,0,0,0
113,0.0523559,0.0280181,0,0,0,0,0,0,0.0688202,0.0154736,0.0326152,0.0360603,0,0,0.0306844,0,0.0352217,0.0127803,0.0321993,0.0328979,0.0256987,0.0279058,0.0465271,0.0390149,0.0245486,0.0206795,0.0184641,0.030033,0.022081,0.0201411,0.0240616,0.0139099,0.0661086,0.0271611,0.0215678,0.00828668,0.0682799,0.00532313,0.0337689,0.0922663,0.046657,0,0,0.0169019,0,0.00664938,0.00895026,0.053074,0.0382121,0.0262308,0.0803034,0.0333799,0.0376865,0.0408054,0.0302225,0.0417167,0.0542305,0.0447072,0.0381694,0.0309767,0.0469031,0.0851809,0.0271877,0.00622112,0.0043565,0.0238284,0.0462759,0,0,0,0,0,0,0,0,0,0
114,0.0529439,0.028182,0,0,0,0,0,0,0.0679056,0.0154499,0.0319842,0.0357554,0,0,0.0313864,0,0.0354118,0.0129932,0.0317822,0.034807,0.0259784,0.0284899,0.0461061,0.0393296,0.0244524,0.0204346,0.0181973,0.0296618,0.0228598,0.020932,0.0245677,0.0139033,0.0652967,0.027518,0.0216507,0.0083623,0.0690835,0.00534306,0.0391912,0.0920488,0.0469999,0,0,0.0172553,0,0.00661114,0.00918841,0.0524781,0.043239,0.0264775,0.0838851,0.0342131,0.037717,0.0418144,0.0308558,0.0421724,0.0555166,0.0495773,0.0409531,0.0349892,0.0517242,0.0832808,0.0275009,0.00631435,0.00434855,0.0239551,0.0468086,0,0,0,0,0,0,0,0,0,0
115,0.0533095,0.0284406,0,0,0,0,0,0,0.0669528,0.0154515,0.0313461,0.0356715,0,0,0.0317626,0,0.0356295,0.0130926,0.0313541,0.0366495,0.0263724,0.0292269,0.0460669,0.0394583,0.0244135,0.0202108,0.0179604,0.0293096,0.023684,0.0217984,0.025095,0.013828,0.0647456,0.0276549,0.0217335,0.00834678,0.0691191,0.00539396,0.0442122,0.0921837,0.0471451,0,0,0.0174502,0,0.00660457,0.00931343,0.0518886,0.0496088,0.026613,0.0872637,0.0347615,0.0375696,0.042609,0.0315986,0.043084,0.0566661,0.0542814,0.0433264,0.0386279,0.0564605,0.0801558,0.0276451,0.00621188,0.00424564,0.0240216,0.0471299,0,0,0,0,0,0,0,0,0,0
116,0.053373,0.0289506,0,0,0,0,0,0,0.0660723,0.0154609,0.0309257,0.0356564,0,0,0.0319032,0,0.0358639,0.0131012,0.0310103,0.0384299,0.0268106,0.0300089,0.0461995,0.0393608,0.0244409,0.0200139,0.0178002,0.0291134,0.0245133,0.0226742,0.025508,0.0137129,0.0643247,0.0276234,0.0218149,0.00831461,0.0687284,0.00545133,0.0479063,0.0923856,0.0470738,0,0,0.0176049,0,0.00659398,0.00948732,0.0512931,0.0560048,0.0266186,0.0904056,0.0351135,0.0372215,0.0430994,0.032315,0.0438942,0.057526,0.0584296,0.0450949,0.0415658,0.0606745,0.0767155,0.0277159,0.00615301,0.00409994,0.0239873,0.047177,0,0,0,0,0,0,0,0,0,0
117,0.0531587,0.0294239,0,0,0,0,0,0,0.0653958,0.0154771,0.0306091,0.0356202,0,0,0.03191,0,0.0359308,0.0130915,0.0307753,0.0401534,0.0272723,0.0307994,0.0464689,0.0390015,0.024535,0.019849,0.0177055,0.0290141,0.025352,0.0235208,0.0259136,0.013597,0.0640001,0.0273913,0.0218582,0.00838535,0.0683403,0.00552144,0.050608,0.0925091,0.0467999,0,0,0.0176673,0,0.00659734,0.00947973,0.0507586,0.0608048,0.0264943,0.0930601,0.0352653,0.0367845,0.0432949,0.0328632,0.0445137,0.0580659,0.0617499,0.0461475,0.0437526,0.0639429,0.0738896,0.0276576,0.00600634,0.00399938,0.0238885,0.047018,0,0,0,0,0,0,0,0,0,0
118,0.0528548,0.0295104,0,0,0,0,0,0,0.0645931,0.0154712,0.0305437,0.0355015,0,0,0.0318502,0,0.0360021,0.0130599,0.0306707,0.0417578,0.027697,0.0315772,0.0467403,0.0385954,0.0247007,0.019778,0.0176672,0.0289055,0.0261605,0.0243138,0.0263497,0.013522,0.0637465,0.0270797,0.0218847,0.00845196,0.0683262,0.00560304,0.0522886,0.0925075,0.0464628,0,0,0.0176838,0,0.00662139,0.00935979,0.0503546,0.0631497,0.026345,0.0949514,0.0352084,0.0364234,0.0432643,0.0332167,0.0449922,0.058303,0.0639262,0.0466418,0.0449848,0.0659384,0.0723399,0.0275169,0.00592945,0.00393687,0.0237589,0.04682,0,0,0,0,0,0,0,0,0,0
119,0.0526037,0.0293951,0,0,0,0,0,0,0.0638862,0.0154348,0.0307042,0.0351877,0,0,0.0318318,0,0.0361491,0.0130654,0.0306576,0.0430471,0.0280292,0.0322512,0.0468194,0.0382585,0.0248886,0.0197912,0.017604,0.0288612,0.0268922,0.0250476,0.0267733,0.0135052,0.0637555,0.0268197,0.0219224,0.00851662,0.0688795,0.00565367,0.0529293,0.09224,0.0462021,0,0,0.0177946,0,0.00663436,0.00946251,0.0501576,0.0630593,0.0262457,0.0958391,0.0350827,0.0362336,0.0430737,0.0334012,0.0452508,0.0582624,0.0648014,0.0467502,0.0454244,0.0665268,0.0723494,0.0275194,0.00584639,0.00386918,0.0236732,0.0466477,0,0,0,0,0,0,0,0,0,0
120,0.0525708,0.0293751,0,0,0,0,0,0,0.0632813,0.0153587,0.0305098,0.0347284,0,0,0.0318417,0,0.0363377,0.0131253,0.0306527,0.044021,0.0283223,0.0328608,0.0466817,0.0380435,0.025053,0.019845,0.0174874,0.0290528,0.0275844,0.0257643,0.0271413,0.0134502,0.0638419,0.0266379,0.021965,0.00861962,0.0697109,0.00565734,0.0526589,0.0917083,0.0461311,0,0,0.0180119,0,0.00658992,0.00965346,0.0501915,0.061069,0.0262069,0.0957605,0.0351574,0.0363072,0.0428174,0.0335107,0.0453497,0.058028,0.0644015,0.0465382,0.0450013,0.0660966,0.0733947,0.0277695,0.00590797,0.00385734,0.0236902,0.0466045,0,0,0,0,0,0,0,0,0,0
121,0.0526385,0.0293449,0,0,0,0,0,0,0.0629517,0.0152676,0.0305213,0.0341297,0,0,0.0318865,0,0.0365656,0.0132536,0.0308316,0.0447178,0.0286639,0.0333874,0.0464925,0.0379655,0.0252444,0.0200674,0.0173402,0.0291799,0.0283049,0.0265273,0.0274404,0.0133634,0.0640351,0.0265458,0.0220475,0.00873667,0.0707506,0.00562358,0.0517823,0.0911151,0.0461092,0,0,0.0181599,0,0.00658042,0.00975333,0.0503084,0.0581368,0.0262469,0.0948311,0.0354794,0.0363327,0.0425436,0.0335283,0.0452121,0.0576245,0.062995,0.0459025,0.044054,0.064641,0.0754568,0.0279397,0.00578527,0.00386987,0.0235846,0.0466191,0,0,0,0,0,0,0,0,0,0
122,0.0528087,0.0294478,0,0,0,0,0,0,0.0626753,0.0151755,0.0306081,0.0330848,0,0,0.0319219,0,0.0367935,0.0133889,0.0311538,0.045228,0.0288652,0.0337072,0.0458709,0.0379828,0.0253973,0.0204381,0.0171686,0.0292746,0.0289292,0.027203,0.0276891,0.0132409,0.0642372,0.0264894,0.0221518,0.00889985,0.0719404,0.00553951,0.0499088,0.0900464,0.0462353,0,0,0.0185536,0,0.00653284,0.0100439,0.0505775,0.0543207,0.0262626,0.0929229,0.0359074,0.0365876,0.0422574,0.0331898,0.04458,0.0569416,0.0604863,0.0449301,0.0425362,0.0621412,0.0785787,0.0283106,0.00572894,0.00389695,0.0235421,0.0467348,0,0,0,0,0,0,0,0,0,0
123,0.0527064,0.0293315,0,0,0,0,0,0,0.0622973,0.015128,0.0307467,0.0322047,0,0,0.0318118,0,0.0369907,0.0134547,0.0315359,0.0456468,0.0291505,0.0340829,0.0455243,0.0377841,0.0256186,0.0207376,0.0171245,0.0294732,0.0296322,0.0279282,0.0280029,0.0130698,0.064381,0.0262814,0.022256,0.00902614,0.0730656,0.00549602,0.0475454,0.0893437,0.0461259,0,0,0.0188246,0,0.00649568,0.0102869,0.050937,0.051155,0.0260614,0.090882,0.0361466,0.0366954,0.041995,0.0327414,0.0438444,0.0562686,0.0572634,0.0437461,0.0402126,0.059134,0.0817442,0.0286064,0.00578413,0.00389991,0.0233671,0.0466112,0,0,0,0,0,0,0,0,0,0
124,0.0524304,0.0291292,0,0,0,0,0,0,0.0617314,0.0150955,0.0305789,0.0310914,0,0,0.0315477,0,0.0372537,0.0134618,0.0319433,0.0458799,0.029282,0.0342881,0.0450025,0.0374096,0.0257746,0.0209193,0.0170549,0.0296583,0.0302433,0.0285704,0.0282751,0.0128309,0.0645487,0.0259395,0.0223506,0.00910885,0.0730618,0.00548415,0.0442849,0.0882701,0.0459084,0,0,0.0191735,0,0.0065062,0.0104818,0.0513234,0.0473826,0.0257128,0.0885556,0.0364215,0.0368106,0.0416686,0.0321979,0.0429778,0.0555027,0.053522,0.0423001,0.0373166,0.0558262,0.0843594,0.0289558,0.00590945,0.0038598,0.0232041,0.046337,0,0,0,0,0,0,0,0,0,0
125,0.0518553,0.0287586,0,0,0,0,0,0,0.0610546,0.0150648,0.0305468,0.0302072,0,0,0.0312733,0,0.0374871,0.0135094,0.0323773,0.0460082,0.0294563,0.0346857,0.0447893,0.0368599,0.025965,0.0211259,0.0170636,0.0297407,0.0309496,0.0292779,0.0285375,0.0125573,0.0646011,0.0255298,0.022418,0.00919244,0.0718113,0.00551096,0.0407806,0.0874876,0.0454409,0,0,0.0194536,0,0.00652819,0.0105257,0.0516228,0.0449694,0.0252479,0.0865644,0.0365428,0.0367306,0.04114,0.0318643,0.0425183,0.0546879,0.0498742,0.0405945,0.0344899,0.0528663,0.0856001,0.0291983,0.00599255,0.00381297,0.0229399,0.0458321,0,0,0,0,0,0,0,0,0,0
126,0.0513367,0.0283813,0,0,0,0,0,0,0.060367,0.0150125,0.0304459,0.0297688,0,0,0.0312207,0,0.0377439,0.0136158,0.0328187,0.0459847,0.0297999,0.0353388,0.0448876,0.0364351,0.0262798,0.0215554,0.0172051,0.0297334,0.0318505,0.0301416,0.0289082,0.0122901,0.0642974,0.0252992,0.022496,0.00930993,0.0700485,0.00551687,0.0379238,0.0873307,0.045038,0,0,0.0197623,0,0.00653636,0.0105591,0.0517163,0.0453662,0.0250291,0.0849182,0.0365957,0.0366566,0.040564,0.0318088,0.0425048,0.054045,0.0467946,0.039423,0.0323175,0.0503797,0.0855794,0.0294979,0.00592277,0.0038314,0.0226664,0.045375,0,0,0,0,0,0,0,0,0,0
127,0.0512409,0.0282982,0,0,0,0,0,0,0.0594243,0.0149346,0.0303972,0.029684,0,0,0.0315384,0,0.0380512,0.0138758,0.0332033,0.0457871,0.030289,0.03608,0.0448796,0.0363659,0.0266688,0.0222049,0.0174341,0.0301284,0.0327999,0.0310634,0.0292894,0.0120309,0.063908,0.0253765,0.0226279,0.00950948,0.0692247,0.00540257,0.0364277,0.0875075,0.0450751,0,0,0.0204185,0,0.00650035,0.0109062,0.0516443,0.0485042,0.0254981,0.0828493,0.0367301,0.0370264,0.0400928,0.0317586,0.0424584,0.053444,0.0449289,0.0393813,0.0313784,0.0488497,0.0857441,0.0302839,0.00590055,0.00388879,0.0226402,0.0452814,0,0,0,0,0,0,0,0,0,0
128,0.0511895,0.0283421,0,0,0,0,0,0,0.0581338,0.0148405,0.0302319,0.0297016,0,0,0.032001,0,0.0383785,0.0141631,0.0335939,0.0453666,0.0307609,0.036814,0.0450599,0.0365427,0.0271515,0.0230629,0.017755,0.0304698,0.0337095,0.0319558,0.02953,0.0116936,0.0634305,0.0256472,0.0227792,0.00973938,0.0701004,0.00525793,0.0361493,0.0878397,0.0451832,0,0,0.0210387,0,0.00641525,0.011285,0.0514449,0.0527605,0.0260602,0.080098,0.0371084,0.0374547,0.0398534,0.0312871,0.0420072,0.0527571,0.0444475,0.0400495,0.0314828,0.0484171,0.0873824,0.0310934,0.00588472,0.00394527,0.0226622,0.0452367,0,0,0,0,0,0,0,0,0,0
129,0.0512293,0.0285816,0,0,0,0,0,0,0.0565962,0.0146775,0.0300712,0.0297064,0,0,0.0326192,0,0.038773,0.0144357,0.0340443,0.0445879,0.0312415,0.0375418,0.0452071,0.0370257,0.0277612,0.0241068,0.0182763,0.0307053,0.0345658,0.0327602,0.0296823,0.0112663,0.0626228,0.0262021,0.0229515,0.00998959,0.0726103,0.00503939,0.0369232,0.0882697,0.0454631,0,0,0.0217339,0,0.00631832,0.0116919,0.0511423,0.0569708,0.0269393,0.0781062,0.0376224,0.0381748,0.0396314,0.0302589,0.0410101,0.0519977,0.0451235,0.0407094,0.0321223,0.0489184,0.0902479,0.0320968,0.00593646,0.00408817,0.0228642,0.0452415,0,0,0,0,0,0,0,0,0,0
