Timestep,C7,CLAV,IMUL_L,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUL_R,RILC,RHEE,IMUL_M,IMUR_M,LTHII,RTHII,IMUR_B,,x81,x82
36,0.00914701,0.00823638,0,0,0.0237852,0.0248519,0.0119484,0.00964739,0,0,0.0147413,0,0.0139288,0.00460367,0.0375797,0.0203185,0.0207341,0.00720645,0.00654332,0.028003,0.0128853,0.0108562,0.0329805,0.0104581,0.00958507,0.00983208,0.040434,0.0342267,0.0257955,0.0168022,0.00284771,0.0287558,0.0143693,0.0338743,0.0162132,0.00417492,0,0,0.0122619,0,0.0135062,0.00654234,0.0812897,0.0327377,0.00815427,0.0110717,0.0273438,0.0411239,0.0369045,0.0193225,0.0105084,0.0152317,0.00898897,0.022804,0.0130184,0.00983328,0.00809606,0.00745428,0.006025,0,0,0,0,0,0,0,0,0,0.0782051,0.0341728,0,0,0.00963838,0.0532526,0,0,0,0
37,0.00901434,0.00793243,0,0,0.0254963,0.0248433,0.011935,0.00924687,0,0,0.0148272,0,0.0141446,0.00453848,0.0370455,0.0197771,0.0207185,0.00761852,0.00687884,0.0277147,0.0125326,0.0106451,0.0326863,0.0102578,0.00923396,0.00958739,0.0400007,0.0365004,0.0256078,0.0168479,0.00281092,0.0283089,0.0143093,0.033108,0.0165328,0.00400657,0,0,0.0119062,0,0.0135269,0.00627514,0.0817944,0.0322985,0.00834446,0.0111015,0.0272147,0.0404289,0.0366469,0.0194634,0.0107084,0.0150909,0.00900499,0.0224384,0.012723,0.00976115,0.00808544,0.00737387,0.00551054,0,0,0,0,0,0,0,0,0,0.0781671,0.0340441,0,0,0.00946431,0.0531307,0,0,0,0
38,0.00827663,0.0072636,0,0,0.0265285,0.0248056,0.0119748,0.0087273,0,0,0.0144801,0,0.0141939,0.0044478,0.0364161,0.0194939,0.0208032,0.00836998,0.00725007,0.0267619,0.0125193,0.0107672,0.0324659,0.0101952,0.00889475,0.00942422,0.0397042,0.0379135,0.0253947,0.0168337,0.00294593,0.0285444,0.0142705,0.0326024,0.0165072,0.00350391,0,0,0.0115075,0,0.0135505,0.00611121,0.0822844,0.031889,0.00855381,0.0111165,0.0269726,0.0392482,0.0362315,0.019461,0.0108494,0.014497,0.00901594,0.0227119,0.0126492,0.00970763,0.00807906,0.00685464,0.00454508,0,0,0,0,0,0,0,0,0,0.0780615,0.0338623,0,0,0.00922837,0.0528172,0,0,0,0
39,0.00746548,0.00621919,0,0,0.0271841,0.0247295,0.0119272,0.00809549,0,0,0.0143611,0,0.0140791,0.00446257,0.03573,0.0190717,0.0209586,0.00905949,0.00763984,0.0258309,0.0125725,0.0110706,0.0322318,0.0100482,0.00854952,0.00922829,0.0394142,0.0390198,0.0251155,0.0168043,0.0029485,0.0286645,0.0142694,0.0323055,0.0163816,0.00298429,0,0,0.0111294,0,0.0135716,0.00598112,0.0827247,0.0312232,0.00864223,0.0111931,0.026506,0.0386121,0.0354256,0.0195424,0.0109348,0.0143982,0.00913243,0.022843,0.0127497,0.0096787,0.00805908,0.00622606,0.00363129,0,0,0,0,0,0,0,0,0,0.0778814,0.0341102,0,0,0.00910133,0.0518969,0,0,0,0
40,0.00673901,0.00533497,0,0,0.0278517,0.0247044,0.0117841,0.0073998,0,0,0.0145046,0,0.0138962,0.004589,0.0351089,0.0184018,0.0210643,0.00955419,0.00811658,0.025163,0.0125037,0.0109573,0.0320434,0.00975583,0.00817487,0.008967,0.0391416,0.0399014,0.0249814,0.0167959,0.00278312,0.0283994,0.0143298,0.0318863,0.016228,0.00252521,0,0,0.0109132,0,0.0136332,0.00588201,0.0830793,0.0302568,0.00870048,0.0112279,0.0260023,0.037982,0.0344699,0.0195566,0.0110672,0.0144584,0.00937247,0.0232617,0.0127188,0.00972673,0.00802409,0.00569567,0.00294716,0,0,0,0,0,0,0,0,0,0.0776595,0.0344711,0,0,0.00906798,0.0503457,0,0,0,0
41,0.00605453,0.00474411,0,0,0.0286319,0.0247661,0.0116755,0.00671806,0,0,0.0146635,0,0.0138728,0.00469946,0.03456,0.01782,0.0210998,0.00995869,0.00866539,0.024778,0.0122722,0.0104838,0.0319445,0.00946108,0.00779008,0.00866226,0.0388789,0.0409904,0.0249952,0.016819,0.00269397,0.0284823,0.0143838,0.0309791,0.0157381,0.00200128,0,0,0.0109448,0,0.0137466,0.00594601,0.0833573,0.0292507,0.00885276,0.0111499,0.025499,0.0371486,0.0336128,0.0193795,0.0114886,0.0143825,0.0094862,0.0241402,0.0125516,0.00983182,0.00803773,0.00523708,0.00254638,0,0,0,0,0,0,0,0,0,0.0773944,0.033995,0,0,0.00897172,0.0491731,0,0,0,0
42,0.00629522,0.00466923,0,0,0.0293266,0.0249427,0.011528,0.0060659,0,0,0.0149726,0,0.0139564,0.00492157,0.0341286,0.0175257,0.0211204,0.0101346,0.00922906,0.0236273,0.0119133,0.00996524,0.0318647,0.00922395,0.00742556,0.00835131,0.038534,0.0422713,0.0248413,0.0168385,0.00282216,0.0289838,0.0143585,0.0290993,0.015281,0.00371335,0,0,0.0114697,0,0.0136456,0.00605626,0.0835925,0.0284746,0.00894594,0.0113942,0.0250439,0.0362899,0.0327808,0.0190867,0.0123379,0.0142034,0.00951322,0.0250264,0.0132839,0.00967947,0.00796897,0.00501309,0.00219743,0,0,0,0,0,0,0,0,0,0.0770314,0.0324414,0,0,0.0087689,0.0505014,0,0,0,0
43,0.00601011,0.00440502,0,0,0.0298722,0.0250288,0.0114379,0.00538119,0,0,0.0150927,0,0.0139041,0.00495267,0.0338901,0.0169368,0.0210605,0.0100393,0.00979492,0.0234416,0.011524,0.00949361,0.0317411,0.0090046,0.00713696,0.00807426,0.0382364,0.0432793,0.0248139,0.0168102,0.00277541,0.0292249,0.0144839,0.0275699,0.0146464,0.00342002,0,0,0.0116537,0,0.013758,0.00627224,0.0837444,0.0273664,0.00903686,0.0113358,0.0246851,0.0350943,0.0318895,0.0182437,0.012898,0.0138861,0.00899535,0.0259074,0.0133015,0.00973845,0.00806564,0.0046478,0.00204583,0,0,0,0,0,0,0,0,0,0.0767314,0.031349,0,0,0.00847008,0.0518892,0,0,0,0
44,0.00587512,0.00430247,0,0,0.0299921,0.0250391,0.0113236,0.00469997,0,0,0.0151932,0,0.0136005,0.00505812,0.0338055,0.01613,0.0208464,0.00995349,0.0101845,0.0232378,0.0111936,0.0091202,0.0315941,0.0088673,0.0068357,0.00788298,0.038049,0.0432376,0.0248967,0.0167468,0.00271445,0.0287246,0.0145803,0.0260247,0.0139017,0.00336796,0,0,0.0117532,0,0.0138105,0.00635456,0.0839577,0.0261823,0.00908928,0.0113506,0.0246376,0.0341545,0.0312502,0.0168223,0.0132598,0.0131032,0.0078588,0.0266556,0.0136653,0.0098336,0.00807352,0.0044499,0.00201267,0,0,0,0,0,0,0,0,0,0.0765498,0.0308852,0,0,0.00819554,0.0362229,0,0,0,0
45,0.00597838,0.00422873,0,0,0.0301923,0.0251931,0.0111663,0.00421958,0,0,0.0154024,0,0.0134391,0.0053734,0.0336958,0.0154857,0.0207825,0.00971688,0.010433,0.0230482,0.0108642,0.0086761,0.0313851,0.00874066,0.0066042,0.00775932,0.0378913,0.043736,0.0250189,0.0167297,0.00287578,0.0264599,0.0146281,0.0219011,0.0131159,0.00370853,0,0,0.0119951,0,0.0137867,0.00639093,0.0844646,0,0.00916991,0.0113746,0.024616,0.0334155,0.0305828,0.0159541,0.0138858,0.0126016,0.00774735,0.0269706,0.0139682,0.00985961,0.00801991,0.00423666,0.00225186,0,0,0,0,0,0,0,0,0,0.0766845,0.0293271,0,0,0.00792095,0,0,0,0,0
46,0.00631118,0.00421511,0,0,0.0311623,0.0254698,0.011382,0.00416323,0,0,0.0159739,0,0.0132148,0.00609434,0.0338058,0.0151779,0.0211128,0.00926226,0.0115676,0.0231454,0.0103837,0.00811223,0.031324,0.00864665,0.00672042,0.00775529,0.0378007,0.0453535,0.0250555,0.0166677,0.00316225,0.0378928,0.014766,0.0474016,0.0126921,0.00389535,0,0,0.0126,0,0.0137549,0.0066145,0.0844234,0,0.0097916,0.0111638,0.0240036,0.0344614,0.0301306,0.00507668,0,0.0145588,0.0162628,0.0258704,0.0142782,0.0099287,0.00808813,0.00380358,0.00303123,0,0,0,0,0,0,0,0,0,0.077416,0.0611645,0,0,0.0075869,0.108046,0,0,0,0
47,0.00653606,0.00435511,0,0,0.0316286,0.0254878,0.0114368,0.00446164,0,0,0.016148,0,0.0132148,0.00618125,0.0338751,0.0147411,0.0213118,0.00920831,0.0119679,0.0231985,0.0102186,0.00788995,0.031247,0.00841034,0.0065691,0.00767425,0.0376231,0.0461456,0.025053,0.016669,0.00323498,0.0379931,0.0147605,0.0475693,0.0129683,0.00413851,0,0,0.0126797,0,0.013676,0.00666483,0.0842634,0,0.00962891,0.0112045,0.0237594,0.0311429,0.0284971,0.0065151,0,0.0172018,0.0186644,0.0262923,0.0144772,0.00990619,0.0080447,0.00397745,0.00329257,0,0,0,0,0,0,0,0,0,0.0771011,0.0600615,0,0,0.0074108,0,0,0,0,0
48,0.00754511,0.00456797,0,0,0.0356477,0.0258345,0.0125933,0.00675713,0,0,0.0175406,0,0.0125767,0.00641109,0.0338184,0.0151184,0.0221209,0.00879595,0.0164338,0.0240312,0.0100025,0.00712473,0.031492,0.00841029,0.00683922,0.00762963,0.0371014,0.0512847,0.0256065,0.0165104,0.00347457,0.0368987,0.0150505,0.043707,0.0166349,0.00464364,0,0,0.0137863,0,0.0136063,0.0072062,0.0846179,0,0.0121933,0.0107967,0.0197105,0.0329279,0.0259238,0.0112416,0,0.0168893,0.0232025,0.0256481,0.0150097,0.0101391,0.00810752,0.00337802,0.00511672,0,0,0,0,0,0,0,0,0,0.0770196,0.058673,0,0,0.00729553,0.265929,0,0,0,0
49,0.00804904,0.00510188,0,0,0.0368877,0.0259476,0.0127558,0.00804165,0,0,0.0182171,0,0.0124272,0.00641616,0.0336721,0.0149824,0.0222906,0.00881238,0.017664,0.0246177,0.00982836,0.00666213,0.0313067,0.00841349,0.00670255,0.00752664,0.0368302,0.0528524,0.0264611,0.0164784,0.00354069,0.0363284,0.0151281,0.0423784,0.0181387,0.00500458,0,0,0.0141611,0,0.0135381,0.00739746,0.0846415,0.021538,0.0127858,0.0108357,0.018717,0.0317547,0.0247085,0.0149707,0,0.0190957,0.0267648,0.0254333,0.0151892,0.0102337,0.00821136,0.00337038,0.00578528,0,0,0,0,0,0,0,0,0,0.0768541,0.0581885,0,0,0.00704845,0.283802,0,0,0,0
50,0.00850426,0.00579123,0,0,0.0373879,0.0260678,0.0127337,0.00885797,0,0,0.0185678,0,0.0123831,0.00669552,0.0336827,0.0147568,0.0223947,0.00871723,0.0181127,0.0251266,0.00964328,0.00641065,0.0310744,0.0083114,0.00654924,0.00752232,0.0366608,0.0536118,0.0271382,0.0164654,0.00365763,0.0363971,0.0152269,0.041091,0.0188138,0.0052654,0,0,0.0143799,0,0.0135567,0.00756402,0.0847033,0,0.0131357,0.0109122,0.018308,0.029877,0.0236483,0.0181733,0,0.0211448,0.0299263,0.0266581,0.0152804,0.0103225,0.00828174,0.00344141,0.00634236,0,0,0,0,0,0,0,0,0,0.077004,0.0573238,0,0,0.0067616,0.279585,0,0,0,0
51,0.00849575,0.00549128,0,0,0.0377396,0.02607,0.0126178,0.00964469,0,0,0.0182399,0,0.0125122,0.00624106,0.0337464,0.0146561,0.0224596,0.0085816,0.0184263,0.0281225,0.00958774,0.00634075,0.0308045,0.00795636,0.00630469,0.00734454,0.0363461,0.0544466,0.028145,0.0164399,0.00369783,0.036547,0.0154955,0.0405449,0.0196255,0.00576747,0,0,0.0137351,0,0.0140306,0.00769572,0.0848026,0.0200608,0.0132209,0.0105992,0.0182531,0.0288773,0.0233352,0.0224971,0,0.0240689,0.0338986,0.0279673,0.0132639,0.0107857,0.00862139,0.00302774,0.00811175,0,0,0,0,0,0,0,0,0,0.0769439,0.0575605,0,0,0.00680412,0.275108,0,0,0,0
52,0.00924742,0.00606815,0,0,0.0380563,0.0262947,0.0126336,0.010258,0,0,0.0187746,0,0.0122499,0.00640581,0.0337971,0.0146081,0.0225158,0.00860548,0.0185991,0.0289801,0.00955598,0.00634712,0.0305799,0.00772439,0.00610591,0.00723718,0.0360849,0.0553288,0.0288227,0.016372,0.00414341,0.0370748,0.0155812,0.0400393,0.0203016,0.00623419,0,0,0.0141751,0,0.0139632,0.00783093,0.0849256,0.0198188,0.0133447,0.0105945,0.0182797,0.0275713,0.0228251,0.026681,0,0.0271423,0.0373914,0.0302227,0.0137142,0.0108277,0.00856893,0.00350931,0.00863009,0,0,0,0,0,0,0,0,0,0.0769839,0.057833,0,0,0.00679635,0.273361,0,0,0,0
53,0.0101532,0.00657141,0,0,0.0386716,0.0264192,0.0128143,0.010719,0,0,0.0188158,0,0.0120754,0.00670546,0.0337987,0.0145535,0.0225918,0.00868288,0.0187283,0.0297795,0.00952511,0.00637362,0.0303753,0.00759328,0.00594052,0.00707721,0.0358327,0.0565128,0.0290986,0.0163549,0.00392234,0.037812,0.0156628,0.0397521,0.0207714,0.00692031,0,0,0.0144897,0,0.013949,0.00779612,0.0849328,0.0195991,0.0133513,0.0107144,0.0184602,0.0262689,0.0224709,0.0308822,0,0.030392,0.0408126,0.0326198,0.0138708,0.0108809,0.0085835,0.00399125,0.00927792,0,0,0,0,0,0,0,0,0,0.0771374,0.0590712,0,0,0.00672544,0.271705,0,0,0,0
54,0.0112335,0.00697101,0,0,0.0393443,0.0265028,0.0129931,0.0110263,0,0,0.0189195,0,0.0119566,0.00667516,0.0337299,0.0146868,0.0225308,0.00869815,0.0189076,0.0304952,0.00945708,0.00632886,0.0301651,0.00740959,0.00568277,0.00690607,0.035537,0.0577082,0.0294446,0.0163574,0.00381263,0.0387697,0.0157553,0.0401881,0.0210639,0.00774401,0,0,0.0146793,0,0.0140139,0.00773533,0.0848134,0.019918,0.0133456,0.0108321,0.0188524,0.0247401,0.0224076,0.0353498,0,0.0340568,0.0445217,0.0350192,0.0138905,0.0109271,0.00861984,0.00446714,0.0100156,0,0,0,0,0,0,0,0,0,0.0773733,0.0608832,0,0,0.00668211,0.269218,0,0,0,0
55,0.0122594,0.00743821,0,0,0.040029,0.0265917,0.0128987,0.0111264,0,0,0.0190681,0,0.0119508,0.00640634,0.0336381,0.0149685,0.0223471,0.00878365,0.0190527,0.031439,0.00936754,0.00616723,0.02995,0.0071944,0.00531058,0.00676134,0.0352045,0.058818,0.0299059,0.016357,0.0039959,0.0395684,0.0157987,0.0415758,0.0211224,0.00871098,0,0,0.014948,0,0.0140377,0.00777216,0.0846163,0.0212825,0.0133127,0.0108868,0.0193699,0.0230511,0.0225863,0.0403617,0,0.0383279,0.0488775,0.0370732,0.0139248,0.0110607,0.00867548,0.00510702,0.0108683,0,0,0,0,0,0,0,0,0,0.0776455,0.0629628,0,0,0.00658437,0.266234,0,0,0,0
56,0.0133157,0.00805832,0,0,0.0407918,0.0265934,0.0126243,0.010997,0,0,0.0192427,0,0.0120582,0.00637396,0.0334981,0.0154552,0.0221565,0.00885862,0.0190729,0.0326635,0.00938704,0.00601978,0.0297468,0.00691986,0.00493254,0.00641938,0.0347684,0.0600339,0.0304459,0.0163364,0.00431279,0.0400404,0.015826,0.0439289,0.0208713,0.00988263,0,0,0.0151505,0,0.0139971,0.00784907,0.0843541,0.02378,0.0131435,0.0110713,0.0199032,0.0212873,0.0229994,0.0461904,0,0.0434655,0.0540687,0.0383589,0.0137017,0.0111977,0.00869427,0.0058886,0.011891,0,0,0,0,0,0,0,0,0,0.0778985,0.0657435,0,0,0.00649284,0.26286,0,0,0,0
57,0.0145228,0.00889257,0,0,0.0415892,0.026569,0.0124821,0.0106805,0,0,0.0192578,0,0.0121096,0.00617541,0.0332965,0.0162395,0.0219561,0.00890268,0.0190486,0.034121,0.00934443,0.00597006,0.0294817,0.00660481,0.00451192,0.00595244,0.0342472,0.061309,0.0309838,0.0163158,0.00425423,0.0397827,0.0158551,0.0466241,0.0201714,0.0113169,0,0,0.0153444,0,0.0139881,0.00794402,0.0840768,0.0260076,0.0129357,0.0114236,0.0205894,0.0196364,0.023529,0.0520777,0,0.0486262,0.0593938,0.0386248,0.0132009,0.0113579,0.00871487,0.00673657,0.0131756,0,0,0,0,0,0,0,0,0,0.0781375,0.0683927,0,0,0.00647392,0.259305,0,0,0,0
58,0.015846,0.009472,0,0,0.0422314,0.0265557,0.0124149,0.0102407,0,0,0.0191266,0,0.0120681,0.00580161,0.0330151,0.0172886,0.0216953,0.00910369,0.0191018,0.0357113,0.00935147,0.00592874,0.0291655,0.0063061,0.00403789,0.00569881,0.0336866,0.0624062,0.0315149,0.0162914,0.00443077,0.0389149,0.0159163,0.0494906,0.019189,0.0129081,0,0,0.015566,0,0.0140554,0.00799074,0.083706,0.0277428,0.0127157,0.0119467,0.0214987,0.0182304,0.0241788,0.0575359,0,0.0534911,0.0645233,0.0376926,0.0126367,0.0117355,0.0087391,0.00783274,0.0146459,0,0,0,0,0,0,0,0,0,0.0783646,0.0705825,0,0,0.00656872,0.255806,0,0,0,0
59,0.0173869,0.00978267,0,0,0.0428325,0.0265805,0.0120988,0.00965152,0,0,0.0190892,0,0.0121234,0.00569008,0.0326307,0.0185754,0.021534,0.00937108,0.0190763,0.0376091,0.00941421,0.0058697,0.028813,0.00603738,0.00368436,0.00550327,0.0330779,0.0634029,0.0320777,0.0162813,0.00423207,0.0376549,0.0159939,0.052489,0.0183883,0.0147391,0,0,0.01578,0,0.0141057,0.00804816,0.0832681,0.0293991,0.0126953,0.0126812,0.0223596,0.0168089,0.024818,0.06251,0,0.0579304,0.0692923,0.0358689,0.0122857,0.0122236,0.00875237,0.00904163,0.0163782,0,0,0,0,0,0,0,0,0,0.0785868,0.0722984,0,0,0.00666326,0.252553,0,0,0,0
60,0.0185447,0.0100647,0,0,0.043184,0.0266067,0.011786,0.00891355,0,0,0.0192497,0,0.0122691,0.00551762,0.0324362,0.0200966,0.021484,0.0096652,0.0189198,0.0391677,0.00957152,0.00573662,0.0283901,0.00576807,0.00343573,0.00523131,0.0324443,0.0641974,0.0325601,0.0162642,0.0043083,0.0360875,0.016079,0.0553517,0.0176528,0.0163278,0,0,0.015944,0,0.0141606,0.00800451,0.0831354,0.03094,0.0129887,0.0133587,0.0229895,0.0154641,0.02517,0.066724,0,0.0615208,0.0732954,0.0336595,0.0119115,0.0119921,0.00881317,0.00976987,0.0178181,0,0,0,0,0,0,0,0,0,0.0787741,0.0733635,0,0,0.00673583,0.249934,0,0,0,0
61,0.0199225,0.0103146,0,0,0.0435021,0.0265581,0.0115097,0.00810061,0,0,0.0192959,0,0.0123465,0.00519736,0.0322306,0.0218343,0.021415,0.00984166,0.0189131,0.0415012,0.00964365,0.00558882,0.0279886,0.00549637,0.00323147,0.00494681,0.031806,0.0651008,0.0330852,0.0162532,0.00411674,0.03437,0.0162152,0.0576473,0.0168433,0.0192867,0,0,0.0156552,0,0.014459,0.00785628,0.0831958,0.0320112,0.0130196,0.0156054,0.0234175,0.0143412,0.0253179,0.0698011,0,0.0641096,0.0761684,0.0313757,0.0106017,0.0113227,0.0090965,0.010887,0.0199891,0,0,0,0,0,0,0,0,0,0.0789479,0.0737402,0,0,0.00684137,0.247973,0,0,0,0
62,0.0210682,0.0109645,0,0,0.0433841,0.0265736,0.0111945,0.00734379,0,0,0.0193428,0,0.0123621,0.00502274,0.0319446,0.0235609,0.0213106,0.0102359,0.0189337,0.0429217,0.00968504,0.00540885,0.0275945,0.00544386,0.00301741,0.00473914,0.0312636,0.0654942,0.0335217,0.0162282,0.00441098,0.0329899,0.0163158,0.0590765,0.016084,0.020608,0,0,0.0158657,0,0.0145828,0.00791754,0.0833182,0.0322473,0.0128453,0.0162391,0.023545,0.0134594,0.0252204,0.0714094,0,0.0656191,0.0776427,0.0294767,0.0102591,0.0116856,0.00909067,0.011594,0.0212223,0,0,0,0,0,0,0,0,0,0.0790225,0.0735098,0,0,0.00683873,0.246817,0,0,0,0
63,0.0223336,0.0115101,0,0,0.0432221,0.0265782,0.0108428,0.00700181,0,0,0.0191554,0,0.0123809,0.00502148,0.0316429,0.0252899,0.0213001,0.0105302,0.0190464,0.0442242,0.00964747,0.0052482,0.0271922,0.00545213,0.00300062,0.00473667,0.0306637,0.0659989,0.0339054,0.0162288,0.0042114,0.032059,0.0164027,0.0595676,0.0154043,0.0220604,0,0,0.0160528,0,0.0146905,0.0079061,0.0835146,0.0313892,0.0122629,0.0170476,0.0233229,0.0128439,0.0249154,0.0715456,0,0.0660083,0.0776294,0.0283791,0.00988116,0.0121675,0.00906244,0.012455,0.0224396,0,0,0,0,0,0,0,0,0,0.0791197,0.0735371,0,0,0.00691373,0.246434,0,0,0,0
64,0.0236049,0.0121866,0,0,0.0431499,0.0265027,0.0104938,0.00717165,0,0,0.019167,0,0.0124813,0.00507312,0.0313346,0.026914,0.0214055,0.0107707,0.0192045,0.0455709,0.0095387,0.00507861,0.026866,0.00546665,0.00322302,0.00480528,0.0300631,0.0665226,0.0342737,0.0162238,0.00392762,0.0314504,0.0164311,0.0591149,0.0147942,0.0237322,0,0,0.0164355,0,0.0146933,0.00801021,0.0838707,0.0296076,0.0113142,0.0179646,0.0229606,0.0123146,0.0244048,0.0703352,0,0.0652132,0.0762453,0.0277318,0.00957231,0.0125249,0.0090154,0.0133463,0.0236385,0,0,0,0,0,0,0,0,0,0.0792487,0.0739669,0,0,0.00701659,0.246785,0,0,0,0
65,0.0250527,0.0127826,0,0,0.0431408,0.0263984,0.0101472,0.00691183,0,0,0.019017,0,0.0125812,0.00477398,0.0310905,0.0284237,0.0216044,0.0108268,0.0193733,0.0472118,0.00939923,0.00502651,0.0266307,0.00553412,0.00351389,0.00491526,0.0294823,0.0671211,0.0348028,0.016222,0.00387984,0.0307723,0.0164295,0.0573939,0.0141817,0.0255387,0,0,0.0168552,0,0.0146131,0.00807894,0.0843167,0.0270681,0.0113346,0.018965,0.0226527,0.0117949,0.0239017,0.0678579,0,0.0632154,0.0736497,0.0267092,0.00926453,0.012766,0.00897563,0.014388,0.024966,0,0,0,0,0,0,0,0,0,0.079389,0.0736342,0,0,0.00713548,0.247836,0,0,0,0
66,0.0267952,0.0134453,0,0,0.0432427,0.0262992,0.00983302,0.0064314,0,0,0.0190394,0,0.0126621,0.00453202,0.0311567,0.0299258,0.0218725,0.0107395,0.0195435,0.0490301,0.00926309,0.00516247,0.0264791,0.00564951,0.00396969,0.00507047,0.0288764,0.0677317,0.0350447,0.0161892,0.00408633,0.0295228,0.0164545,0.0545829,0.0135569,0.027531,0,0,0.0172797,0,0.0146105,0.00818148,0.084767,0.0242335,0.0122971,0.0200884,0.0223934,0.0114379,0.0234396,0.0643692,0,0.0601879,0.0702189,0.0245137,0.0088928,0.0129735,0.00910048,0.0154317,0.0266144,0,0,0,0,0,0,0,0,0,0.0795503,0.0721684,0,0,0.00729318,0.249763,0,0,0,0
67,0.0287764,0.0136552,0,0,0.0436153,0.0262668,0.00966712,0.0060453,0,0,0.0192838,0,0.012799,0.00445865,0.0311746,0.0313813,0.022277,0.0104979,0.0197131,0.0508546,0.00912579,0.00537039,0.0263833,0.00578995,0.00462008,0.00534179,0.0282055,0.0686467,0.0352534,0.0161565,0.00445274,0.0274493,0.0165306,0.0514879,0.0128929,0.0300341,0,0,0.0176894,0,0.0147264,0.00834465,0.0851705,0.0217643,0.0127247,0.0217411,0.0220358,0.0114726,0.0229361,0.0605424,0,0.0568287,0.0666573,0.0212853,0.00845162,0.0132579,0.00919651,0.0166124,0.028688,0,0,0,0,0,0,0,0,0,0.0797494,0.0705261,0,0,0.00749836,0.252172,0,0,0,0
68,0.0301561,0.0136902,0,0,0.0438378,0.0263071,0.00966929,0.00589021,0,0,0.0193201,0,0.0129228,0.00441294,0.030955,0.0325694,0.0227982,0.0103489,0.0197181,0.0518986,0.00911446,0.00574992,0.0263079,0.00607786,0.00536273,0.00567176,0.0275368,0.0696706,0.0352608,0.0161452,0.00425598,0.0256201,0.0166189,0.0493011,0.0122064,0.0319411,0,0,0.0179735,0,0.0148572,0.00849434,0.0854777,0.0201542,0.0126282,0.0231686,0.0215228,0.011962,0.0222986,0.0573598,0,0.0540663,0.0638358,0.0182275,0.00811436,0.0135658,0.00928239,0.0173668,0.0302531,0,0,0,0,0,0,0,0,0,0.079856,0.0698654,0,0,0.0076617,0.254999,0,0,0,0
69,0.0315522,0.0140379,0,0,0.0438972,0.0262205,0.00966936,0.00581205,0,0,0.0193443,0,0.0129768,0.0043967,0.0307084,0.0337144,0.0231672,0.00997549,0.0197589,0.0531773,0.00910728,0.00610948,0.0262116,0.00638139,0.0061279,0.00610058,0.0268819,0.0704987,0.0351812,0.0160991,0.00440699,0.024927,0.0166865,0.0479623,0.0115509,0.0339219,0,0,0.0183561,0,0.0149639,0.00861009,0.0857273,0.0187591,0.0124685,0.0246178,0.0209437,0.0125056,0.0216556,0.0553018,0,0.0522412,0.0618377,0.0165377,0.00771544,0.0138241,0.00936713,0.0181442,0.031842,0,0,0,0,0,0,0,0,0,0.079888,0.0708703,0,0,0.00795477,0.256853,0,0,0,0
70,0.0342661,0.0145887,0,0,0.0439973,0.0258781,0.00944754,0.00572889,0,0,0.018999,0,0.0134183,0.00462658,0.0307944,0.0351148,0.0234221,0.00913404,0.0198107,0.0554374,0.00903584,0.00663839,0.0259652,0.0066391,0.00701591,0.00669454,0.0261337,0.0714863,0.0348873,0.0161142,0.00389006,0.0258553,0.0166697,0.0472557,0.0106913,0.0381314,0,0,0.0182678,0,0.0151912,0.00849695,0.0861036,0.0173089,0.012305,0.0283114,0.0202605,0.0129736,0.0211467,0.0543107,0,0.0511866,0.060547,0.016967,0.00694138,0.0139721,0.00953576,0.0198992,0.0349043,0,0,0,0,0,0,0,0,0,0.0799695,0.0731748,0,0,0.00855352,0.257057,0,0,0,0
71,0.0345851,0.01455,0,0,0.0430889,0.0259292,0.00938689,0.00586684,0,0,0.0189417,0,0.0133866,0.00463195,0.0308807,0.0362683,0.0235015,0.00848271,0.019499,0.0556174,0.00899907,0.00665947,0.0255761,0.00711067,0.00779482,0.00725205,0.025476,0.0716013,0.0348885,0.0161395,0.0038722,0.0269824,0.0167208,0.0466043,0.00995775,0.0384484,0,0,0.0185601,0,0.0151449,0.00867952,0.0865069,0.0161009,0.0121208,0.0280181,0.0195611,0.0134152,0.0211852,0.0533902,0,0.050284,0.0592593,0.0181461,0.00699405,0.014149,0.00958317,0.0197823,0.0348952,0,0,0,0,0,0,0,0,0,0.0798413,0.075387,0,0,0.00897319,0.256834,0,0,0,0
