Timestep,C7,CLAV,IMUL_L,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUL_R,RILC,RHEE,IMUL_M,IMUR_M,LTHII,RTHII,IMUR_B,,x81,x82
157,0.0131078,0.00758478,0,0,0.0257051,0.0251696,0.0101265,0.00524632,0,0,0.0142083,0,0.0158221,0.00243492,0.038691,0.0157435,0.0211371,0.00220774,0.00987615,0.0224137,0.00974137,0.00957035,0.0317546,0.0074509,0.00888027,0.00678949,0.0371593,0.0354772,0.0199497,0.0172559,0.00182119,0.0387372,0.00538382,0.0485447,0.0123741,0.0143157,0,0,0.00641202,0,0.00962836,0.0213424,0.0806349,0.0377568,0.00544811,0.00701869,0.0252751,0.0452055,0.0370321,0.01353,0,0.0127354,0.0173707,0.0290572,0.0090924,0.0405423,0.0253799,0.00674123,0.013361,0,0,0,0,0,0,0,0,0,0.0819062,0.0585877,0,0,0.0105256,0.266305,0,0,0,0
158,0.012951,0.00753122,0,0,0.0270793,0.0251314,0.0102595,0.00531223,0,0,0.0142201,0,0.0158176,0.00258007,0.038179,0.0153238,0.021282,0.00169577,0.0104419,0.0224374,0.0096525,0.00930578,0.0313421,0.00726383,0.00878905,0.00656007,0.0368608,0.0372059,0.0202626,0.0172955,0.00174809,0.0387704,0.00530786,0.0483293,0.0127165,0.0141273,0,0,0.00598298,0,0.00950844,0.0212616,0.0809673,0.0370609,0.00572766,0.00738543,0.0251968,0.0447107,0.0366924,0.0125208,0,0.0127077,0.0168538,0.0293132,0.0088942,0.0397658,0.0247096,0.00682131,0.0133023,0,0,0,0,0,0,0,0,0,0.0819122,0.0583488,0,0,0.010464,0.267045,0,0,0,0
159,0.0128719,0.00733493,0,0,0.028505,0.025085,0.0104795,0.00530384,0,0,0.0140845,0,0.0157838,0.00259003,0.0375722,0.0151616,0.0213948,0.0012587,0.0109762,0.0225479,0.00948235,0.00888952,0.0310693,0.00718239,0.00874064,0.00655439,0.0366665,0.0392172,0.0206653,0.0173026,0.00168668,0.0389331,0.00531932,0.0484495,0.0128949,0.0137357,0,0,0.00557399,0,0.00950636,0.0207922,0.081416,0.0360096,0.00582377,0.00773238,0.0247498,0.0445409,0.0357594,0.0114863,0,0.0128059,0.0160538,0.0290994,0.00881845,0.0381269,0.0234421,0.00673411,0.013083,0,0,0,0,0,0,0,0,0,0.0817665,0.0588389,0,0,0.0101934,0.268185,0,0,0,0
160,0.012688,0.00709421,0,0,0.0297094,0.0250115,0.0105916,0.0052487,0,0,0.0138808,0,0.0157334,0.00246049,0.0369833,0.0149586,0.0215333,0.00116347,0.0116661,0.0225505,0.00930513,0.0086004,0.0308636,0.00710722,0.00864309,0.006596,0.0363411,0.0408526,0.0209647,0.0173228,0.00165954,0.0390696,0.00540455,0.048688,0.0129403,0.0132741,0,0,0.00514886,0,0.00947827,0.0199788,0.0818958,0.0345626,0.00603222,0.00804903,0.0242008,0.0443841,0.0347833,0.0105542,0,0.0130724,0.0150663,0.0289705,0.00868102,0.0359249,0.0217706,0.00654445,0.0127521,0,0,0,0,0,0,0,0,0,0.0815889,0.0594023,0,0,0.0100444,0.269641,0,0,0,0
161,0.0123563,0.00681336,0,0,0.0307725,0.0249312,0.010711,0.00518507,0,0,0.0136144,0,0.0157264,0.00234164,0.0364663,0.0148742,0.021602,0.00117743,0.0124845,0.0224845,0.00912089,0.0083576,0.030702,0.00699634,0.00854995,0.00662351,0.0360627,0.042344,0.0211441,0.0173667,0.00162648,0.0392187,0.005542,0.0487544,0.0129119,0.0127598,0,0,0.00479797,0,0.00930991,0.0187917,0.0823085,0.0335555,0.00642715,0.00844349,0.0239183,0.0434517,0.0343345,0.0100281,0,0.0131727,0.0143906,0.028882,0.00855939,0.0331179,0.0199793,0.00627136,0.0123363,0,0,0,0,0,0,0,0,0,0.0814405,0.0598157,0,0,0.00993844,0.270804,0,0,0,0
162,0.0108597,0.00689015,0,0,0.0313594,0.0249371,0.0109216,0.00522562,0,0,0.0133313,0,0.0156801,0.00221395,0.0358625,0.0151295,0.0215647,0.00126227,0.0133855,0.0219193,0.00898788,0.00798274,0.0305654,0.00688737,0.00842053,0.00675542,0.0359329,0.043306,0.0212635,0.0174203,0.0016687,0.0393156,0.00556574,0.0486383,0.012917,0.0108117,0,0,0.00474047,0,0.00908908,0.0174864,0.0826459,0.0326928,0.00689609,0.00836537,0.0233766,0.0424036,0.0338424,0.00972147,0,0.0131254,0.0139921,0.027989,0.0089746,0.0307774,0.0186354,0.00647165,0.0107053,0,0,0,0,0,0,0,0,0,0.0812811,0.0603342,0,0,0.00963265,0.271811,0,0,0,0
163,0.0104831,0.00664291,0,0,0.0321878,0.0248371,0.0110234,0.00525188,0,0,0.0131878,0,0.0157232,0.00226661,0.0353603,0.0150142,0.0215359,0.00153462,0.0143186,0.0217922,0.00886056,0.00784473,0.0304129,0.00665846,0.00832735,0.00671275,0.0357411,0.0445306,0.0214487,0.0174636,0.00165018,0.0394975,0.0056123,0.0486101,0.0127832,0.0104023,0,0,0.00477427,0,0.00893269,0.0162862,0.0829403,0.0314378,0.00739276,0.00862611,0.0226587,0.0413445,0.0327582,0.00909415,0,0.0132076,0.0138052,0.0277247,0.00881275,0.0292059,0.0176391,0.00612096,0.0103229,0,0,0,0,0,0,0,0,0,0.0812119,0.0606135,0,0,0.00952746,0.273076,0,0,0,0
164,0.0101938,0.00641882,0,0,0.0330487,0.0247832,0.0111465,0.00531071,0,0,0.0131821,0,0.015693,0.00239503,0.0349054,0.0148924,0.0214899,0.00183045,0.0152126,0.0217389,0.00879409,0.00778086,0.0302306,0.00657565,0.00820306,0.00661577,0.0355214,0.0457678,0.0216725,0.0174888,0.00166078,0.0395567,0.00578371,0.0483755,0.0126573,0.0101978,0,0,0.00502987,0,0.00887852,0.0154539,0.0832099,0.0300267,0.00795499,0.00882288,0.0218526,0.0402903,0.0313983,0.00826104,0,0.0134357,0.0140822,0.0275978,0.00867797,0.0282005,0.0168418,0.00582039,0.0100613,0,0,0,0,0,0,0,0,0,0.0811251,0.0607191,0,0,0.00946709,0.274441,0,0,0,0
165,0.0101561,0.00597453,0,0,0.0337394,0.0247753,0.0112799,0.00543098,0,0,0.0132808,0,0.0156067,0.00251572,0.0344504,0.0152404,0.0214925,0.00228186,0.0160283,0.021817,0.00875811,0.00762962,0.0300705,0.00657361,0.00809946,0.00660088,0.0353086,0.0468367,0.0218017,0.0174506,0.00160349,0.0392056,0.00586779,0.0478886,0.0126212,0.010087,0,0,0.0056044,0,0.00884833,0.0145676,0.0834655,0.0286063,0.00859863,0.00869566,0.0210377,0.039187,0.0301331,0.00753473,0,0.0138606,0.0149832,0.0272214,0.008841,0.0269615,0.0163871,0.00526119,0.0100139,0,0,0,0,0,0,0,0,0,0.0810222,0.0607031,0,0,0.00938252,0.275528,0,0,0,0
166,0.0102521,0.00581854,0,0,0.034527,0.0248263,0.0114021,0.00560357,0,0,0.0134402,0,0.0155243,0.00260437,0.0340064,0.0154999,0.0215652,0.00264186,0.0167238,0.0219616,0.00873538,0.00755803,0.0298868,0.00650692,0.00804269,0.00657792,0.0350504,0.0480631,0.0219953,0.0174296,0.00162681,0.0388545,0.00602509,0.0472031,0.0126367,0.0102427,0,0,0.00598827,0,0.00878236,0.0138682,0.0836617,0.0271157,0.00922195,0.00874008,0.0202589,0.0380005,0.0288246,0.00719933,0,0.0145232,0.0164351,0.0269909,0.00898184,0.0260279,0.0160033,0.00500414,0.0100292,0,0,0,0,0,0,0,0,0,0.0809361,0.0603788,0,0,0.00931958,0.27631,0,0,0,0
167,0.0104463,0.00573007,0,0,0.035247,0.0248802,0.0115054,0.00585847,0,0,0.0136689,0,0.0154984,0.0026975,0.0336161,0.015639,0.0216762,0.00297457,0.0174397,0.0221227,0.00876129,0.00750634,0.0296252,0.00646697,0.00798679,0.00658959,0.0348314,0.0492806,0.0221814,0.0174224,0.00166434,0.0383664,0.00614363,0.0461594,0.0127958,0.0105002,0,0,0.00636966,0,0.00876757,0.0132489,0.0838375,0.0255514,0.00977056,0.00876006,0.0195329,0.0367451,0.0274558,0.00773774,0,0.015419,0.0184578,0.0265516,0.00927589,0.0252458,0.0156825,0.00485055,0.0101207,0,0,0,0,0,0,0,0,0,0.080867,0.0596673,0,0,0.00943351,0.276765,0,0,0,0
168,0.0107941,0.00570482,0,0,0.035905,0.024952,0.0115848,0.00611145,0,0,0.0138527,0,0.0154503,0.00269801,0.0332923,0.015646,0.0218137,0.00328394,0.018128,0.0223385,0.00886931,0.00748283,0.0292684,0.00641642,0.00784527,0.0066009,0.0346569,0.050227,0.0224029,0.0174106,0.00174436,0.0378006,0.00629409,0.0449768,0.0131031,0.0107858,0,0,0.00662239,0,0.00873562,0.0129002,0.0840249,0.0238159,0.0102443,0.00883562,0.018771,0.0354438,0.0260858,0.00945654,0,0.0166736,0.0211153,0.0262791,0.00963551,0.0243404,0.0153628,0.00482452,0.0103396,0,0,0,0,0,0,0,0,0,0.0807911,0.058725,0,0,0.00987032,0.277113,0,0,0,0
169,0.0111316,0.00572743,0,0,0.0366279,0.0250077,0.0116159,0.00636327,0,0,0.0139139,0,0.0153707,0.00251454,0.0330619,0.0155144,0.021962,0.00350048,0.0188052,0.0226682,0.00899463,0.00758851,0.0289239,0.0063607,0.00764582,0.00654133,0.0344633,0.0509084,0.0226659,0.0173843,0.00181861,0.0375075,0.00655222,0.0438469,0.0135203,0.0111779,0,0,0.00673146,0,0.00881667,0.0127331,0.0841817,0.0217864,0.0106535,0.00900437,0.0181657,0.0339446,0.0247272,0.0119717,0,0.0182655,0.0240963,0.0266883,0.00994562,0.0235333,0.0148356,0.00487286,0.0107335,0,0,0,0,0,0,0,0,0,0.0806934,0.0576026,0,0,0.0101934,0.277206,0,0,0,0
170,0.0112945,0.00569473,0,0,0.0370757,0.0250722,0.0117069,0.00670814,0,0,0.0138998,0,0.0152956,0.00236636,0.0328681,0.0156323,0.0221103,0.0039468,0.0194278,0.0229791,0.00910772,0.00750452,0.0286748,0.00640303,0.007549,0.0065554,0.0342841,0.0518823,0.0229022,0.0173531,0.00181171,0.0374463,0.00681871,0.0426771,0.0141591,0.0114758,0,0,0.0069626,0,0.00905717,0.0124912,0.0843243,0.0199198,0.0109974,0.0089498,0.0176132,0.0324196,0.023407,0.0151632,0,0.0201284,0.0272365,0.0273656,0.0102963,0.0227528,0.0144982,0.00488763,0.0111337,0,0,0,0,0,0,0,0,0,0.0806037,0.056732,0,0,0.0102327,0.276761,0,0,0,0
171,0.0114688,0.00558993,0,0,0.0375314,0.0251432,0.0117785,0.00704664,0,0,0.0138464,0,0.0151646,0.00229666,0.0327202,0.0157767,0.0222399,0.00436409,0.0199689,0.0232889,0.00926661,0.00746867,0.0284357,0.00639719,0.00741294,0.00655003,0.0340992,0.0528899,0.023062,0.017325,0.00184937,0.037545,0.00701579,0.0414362,0.0149306,0.0116991,0,0,0.00715387,0,0.00908353,0.011974,0.0844562,0.0184072,0.0112194,0.00896543,0.0171402,0.030886,0.022161,0.0187667,0,0.0223018,0.0305597,0.028433,0.0105793,0.0216709,0.0139865,0.00490169,0.0114695,0,0,0,0,0,0,0,0,0,0.0805203,0.0560032,0,0,0.0102138,0.275985,0,0,0,0
172,0.0116424,0.00545927,0,0,0.038094,0.0252009,0.0118933,0.00733726,0,0,0.0138247,0,0.0150171,0.00226627,0.0326683,0.0159071,0.0223079,0.0047427,0.0203663,0.0235877,0.00941684,0.00751156,0.028199,0.00630878,0.00723598,0.0065267,0.0338805,0.0537778,0.0231142,0.0172853,0.00193736,0.0378298,0.00716419,0.0402773,0.0156986,0.0118991,0,0,0.00734608,0,0.0090989,0.0114783,0.0845699,0.0174914,0.0113797,0.00898529,0.0168345,0.0293166,0.0212519,0.0227412,0,0.0249079,0.0340355,0.0301976,0.0106904,0.0207889,0.013598,0.00491134,0.0117717,0,0,0,0,0,0,0,0,0,0.080468,0.0556653,0,0,0.0101559,0.27471,0,0,0,0
173,0.01186,0.00534904,0,0,0.038685,0.0252645,0.0118969,0.00758184,0,0,0.0138804,0,0.0149102,0.00231447,0.0326842,0.0161194,0.0222925,0.00512177,0.0206285,0.0237582,0.00958311,0.00766492,0.0279604,0.00627618,0.007055,0.00645855,0.0336142,0.0545959,0.0231561,0.0172433,0.00195132,0.0383214,0.00731404,0.0395147,0.0164278,0.0121039,0,0,0.00763845,0,0.00909006,0.0109816,0.0846162,0.0172801,0.0114954,0.0090321,0.0167531,0.0277482,0.0207019,0.0271784,0,0.0280751,0.0378057,0.032397,0.0106713,0.0199619,0.0134364,0.00493382,0.0119712,0,0,0,0,0,0,0,0,0,0.0804531,0.056148,0,0,0.010126,0.272716,0,0,0,0
174,0.0120458,0.00525863,0,0,0.0392778,0.0253473,0.0118228,0.00775278,0,0,0.0140552,0,0.0148365,0.00242397,0.0326941,0.0164383,0.0222189,0.00544829,0.0207555,0.0238948,0.00979762,0.00793791,0.0277017,0.00620541,0.00693608,0.0063405,0.0333581,0.0555008,0.0231824,0.0172114,0.00197799,0.0388599,0.00744634,0.0395324,0.0170108,0.0123528,0,0,0.00796982,0,0.00916972,0.0106205,0.0845931,0.0177153,0.0115637,0.00908556,0.0169295,0.0261335,0.0203746,0.0320709,0,0.0318166,0.041802,0.0345042,0.0105223,0.0194281,0.0132839,0.00493055,0.0121478,0,0,0,0,0,0,0,0,0,0.0804806,0.0577497,0,0,0.0101658,0.269965,0,0,0,0
175,0.0120675,0.00548016,0,0,0.0398728,0.0255054,0.0117533,0.00787724,0,0,0.0142942,0,0.0147255,0.0025415,0.0326693,0.0169342,0.0220928,0.00565754,0.0208109,0.0238761,0.0100212,0.00786843,0.0274038,0.00611778,0.00690029,0.00623363,0.0330331,0.0566874,0.0233126,0.0172197,0.00214323,0.03962,0.00770444,0.0407161,0.0173895,0.0125359,0,0,0.00807009,0,0.00942602,0.0107538,0.0845247,0.0187451,0.0115219,0.00939892,0.0173059,0.024532,0.020317,0.0375088,0,0.0363077,0.0463342,0.0366058,0.0101657,0.0195425,0.0131778,0.0052836,0.0120582,0,0,0,0,0,0,0,0,0,0.0805248,0.0606836,0,0,0.0103169,0.266742,0,0,0,0
176,0.0124431,0.00527556,0,0,0.0403305,0.025584,0.0116119,0.00793076,0,0,0.0144842,0,0.0146838,0.0025639,0.0326228,0.0173694,0.0219686,0.00582668,0.020721,0.0240122,0.0101898,0.00785934,0.0271021,0.0060464,0.00672732,0.00613611,0.0326967,0.057735,0.0232712,0.0171841,0.00216399,0.040112,0.00782571,0.0425531,0.0174352,0.0128805,0,0,0.00842909,0,0.00954974,0.0107151,0.0845221,0.0200871,0.0114913,0.0093527,0.0178584,0.0229093,0.0205243,0.0432546,0,0.0412385,0.0512125,0.0380974,0.0099986,0.0192576,0.0129787,0.00496057,0.0123757,0,0,0,0,0,0,0,0,0,0.0806426,0.0638811,0,0,0.010466,0.263123,0,0,0,0
177,0.0127031,0.00521794,0,0,0.0407765,0.0256448,0.0114284,0.00788285,0,0,0.0146003,0,0.0146494,0.00255265,0.032583,0.0178566,0.0218242,0.00600629,0.0204996,0.02409,0.0103364,0.00799485,0.026803,0.00599779,0.00661714,0.00609371,0.0323907,0.0586793,0.0232273,0.0171603,0.00221589,0.0402884,0.00789863,0.0448958,0.0170683,0.0131705,0,0,0.00870259,0,0.00957648,0.0106851,0.0845964,0.0218113,0.0113812,0.00936946,0.0185459,0.0212602,0.0209649,0.0490296,0,0.0462287,0.0561744,0.0389821,0.00984096,0.0190282,0.0127521,0.00477736,0.012535,0,0,0,0,0,0,0,0,0,0.0808124,0.0667104,0,0,0.0105466,0.259379,0,0,0,0
178,0.0129582,0.00519719,0,0,0.0412391,0.0256493,0.0111671,0.00779889,0,0,0.0146433,0,0.0146458,0.00253264,0.0325064,0.0185874,0.0216665,0.00613147,0.0203029,0.0241129,0.0105238,0.00798444,0.0264798,0.00592138,0.00653812,0.00600761,0.0320337,0.059765,0.0232065,0.0171463,0.00228746,0.0400029,0.00792864,0.0480141,0.0165746,0.0134897,0,0,0.00885066,0,0.00958271,0.0105832,0.084479,0.0240707,0.0112328,0.00943767,0.019297,0.0195802,0.0215567,0.0547354,0,0.0512019,0.0613123,0.039064,0.00963536,0.0189416,0.0127667,0.00469212,0.0126799,0,0,0,0,0,0,0,0,0,0.0809492,0.0693381,0,0,0.010677,0.255743,0,0,0,0
179,0.0132238,0.00515679,0,0,0.0416557,0.0256144,0.0108653,0.00764769,0,0,0.0146479,0,0.0146872,0.00250551,0.0323624,0.0195951,0.0215234,0.00628613,0.0201424,0.0241917,0.0107241,0.00814448,0.0261562,0.00561722,0.00646025,0.00590091,0.031645,0.0608047,0.0232067,0.0171361,0.00228327,0.0392017,0.00795936,0.0514096,0.015992,0.013826,0,0,0.00900531,0,0.00955541,0.0103173,0.0842425,0.0267437,0.0110769,0.00954498,0.0201961,0.0178906,0.0222701,0.0599687,0,0.0558487,0.0663008,0.0381697,0.00945862,0.0188202,0.0127226,0.00471954,0.0128613,0,0,0,0,0,0,0,0,0,0.0810828,0.0711466,0,0,0.0107897,0.252513,0,0,0,0
180,0.0134404,0.00510852,0,0,0.04204,0.025572,0.0105176,0.0074374,0,0,0.0147229,0,0.014735,0.00250843,0.0321876,0.0208368,0.0214173,0.00640869,0.0199804,0.0242914,0.0108311,0.00819788,0.025786,0.0053743,0.00640041,0.00576098,0.0312059,0.0617684,0.0232569,0.0171453,0.00230005,0.0378495,0.00797277,0.0546747,0.0152863,0.0141238,0,0,0.00920988,0,0.00956373,0.0101009,0.0839722,0.0295797,0.010835,0.00958722,0.0212033,0.0163779,0.0228677,0.0646304,0,0.0600064,0.0708499,0.0365655,0.00938068,0.0188277,0.0125664,0.00476425,0.0130542,0,0,0,0,0,0,0,0,0,0.0811803,0.0726358,0,0,0.0109545,0.249781,0,0,0,0
181,0.0135393,0.00513848,0,0,0.0423281,0.0255708,0.0100261,0.00713502,0,0,0.0148752,0,0.0147395,0.00254868,0.0320064,0.0222502,0.0213169,0.00656636,0.0198362,0.0244649,0.0109059,0.00831572,0.0253732,0.00530946,0.00637209,0.00566102,0.03071,0.0626179,0.0233558,0.0171323,0.00228185,0.036224,0.00809239,0.0574965,0.0144753,0.0143467,0,0,0.00959503,0,0.00969665,0.00988039,0.0837439,0.0318532,0.0104467,0.0095742,0.0219547,0.0151591,0.0234169,0.0684899,0,0.0634449,0.0746142,0.0345497,0.00943267,0.0187714,0.0122887,0.00478963,0.0132045,0,0,0,0,0,0,0,0,0,0.0811567,0.0741873,0,0,0.0111237,0.247512,0,0,0,0
182,0.0135887,0.00522535,0,0,0.0425321,0.0256345,0.00947997,0.00673587,0,0,0.0150674,0,0.0146577,0.00263591,0.0318039,0.0238248,0.0212277,0.00673036,0.0197263,0.0246579,0.0109923,0.00833132,0.0249066,0.00524728,0.00634624,0.00558528,0.0301723,0.0633499,0.0234309,0.0171033,0.00240548,0.0350796,0.00835057,0.0595345,0.0136563,0.0144951,0,0,0.0100905,0,0.00991467,0.00950589,0.0835937,0.0329733,0.0100004,0.00958579,0.0223752,0.0143862,0.0238271,0.0713309,0,0.0659117,0.0773046,0.032763,0.00955527,0.0184591,0.011939,0.00485274,0.0133119,0,0,0,0,0,0,0,0,0,0.08099,0.0750746,0,0,0.0113658,0.245757,0,0,0,0
183,0.0137052,0.00535794,0,0,0.0425761,0.025708,0.00904093,0.00629436,0,0,0.015162,0,0.0146042,0.00276471,0.0315653,0.0255739,0.021276,0.00690637,0.0196301,0.0248293,0.011088,0.00845534,0.0244883,0.00516188,0.00633116,0.0055535,0.0296318,0.0640016,0.0234035,0.0170769,0.00248528,0.0344773,0.00848735,0.0605994,0.0129986,0.0147275,0,0,0.0104242,0,0.0100077,0.00921554,0.0835246,0.0329353,0.00967725,0.00962272,0.0224231,0.0140388,0.0238425,0.0729467,0,0.0672756,0.0787636,0.0319377,0.00958508,0.0180189,0.0117246,0.0050008,0.0134221,0,0,0,0,0,0,0,0,0,0.0809088,0.0749906,0,0,0.0116082,0.24466,0,0,0,0
184,0.0138738,0.00554506,0,0,0.0424608,0.0257637,0.00858051,0.00582073,0,0,0.0151614,0,0.0145739,0.00292671,0.0312718,0.0274046,0.0215005,0.00710354,0.0195547,0.0249291,0.0111089,0.00867092,0.0241318,0.00518686,0.00635827,0.00552673,0.029063,0.0645747,0.0232642,0.0170562,0.00255595,0.0340399,0.00849802,0.0605761,0.0124746,0.0150166,0,0,0.0106475,0,0.00999118,0.00915369,0.0836082,0.0319795,0.00945363,0.00968328,0.0221725,0.0138998,0.0234497,0.0731241,0,0.0675567,0.07885,0.031938,0.00951893,0.0175704,0.0116409,0.00516973,0.0135554,0,0,0,0,0,0,0,0,0,0.0809305,0.0741027,0,0,0.0117978,0.244361,0,0,0,0
185,0.0135361,0.00611642,0,0,0.0423893,0.0258463,0.0080801,0.00528881,0,0,0.015189,0,0.0144698,0.00316811,0.0310351,0.0293883,0.0216378,0.00709157,0.0195356,0.0246133,0.0111252,0.00899493,0.0238594,0.00511946,0.00649501,0.00552256,0.0283891,0.0652271,0.0230423,0.0170657,0.00279879,0.033341,0.00854241,0.0595454,0.0119156,0.0147961,0,0,0.0109565,0,0.00990852,0.00902028,0.0838761,0.0301222,0.00935249,0.00963296,0.0218306,0.0136586,0.022842,0.0716841,0,0.0665877,0.0773991,0.0319879,0.00961659,0.0169376,0.0114688,0.00569643,0.0131605,0,0,0,0,0,0,0,0,0,0.0809672,0.0733525,0,0,0.0120755,0.244947,0,0,0,0
186,0.0139526,0.00622841,0,0,0.0421035,0.0257949,0.00788979,0.00474377,0,0,0.0152163,0,0.0144839,0.00318045,0.0307657,0.0312438,0.0217596,0.00729926,0.0195794,0.0247747,0.0111046,0.0090704,0.0236827,0.00527717,0.00662996,0.00567223,0.0277942,0.0655815,0.0227224,0.017043,0.00280478,0.0327728,0.00854966,0.0578648,0.011394,0.0153961,0,0,0.0113048,0,0.0097605,0.00867582,0.0842817,0.0274631,0.00943838,0.00969861,0.0215914,0.0132119,0.0222206,0.0689386,0,0.0644183,0.0747048,0.0313485,0.00947006,0.0161384,0.0112144,0.00571024,0.0135233,0,0,0,0,0,0,0,0,0,0.0810497,0.0732366,0,0,0.0121604,0.24637,0,0,0,0
187,0.0144057,0.00640342,0,0,0.0420366,0.0257609,0.0075692,0.00430185,0,0,0.015339,0,0.0145041,0.00315052,0.0305586,0.0330532,0.0219304,0.00736659,0.0196875,0.0248803,0.0112302,0.00938066,0.0235139,0.00551081,0.00700358,0.00592808,0.0271121,0.0661092,0.022446,0.0170356,0.00276048,0.0315494,0.00864002,0.0549382,0.0109047,0.0160616,0,0,0.0116958,0,0.00985617,0.00817336,0.0847105,0.0238,0.00968216,0.00973702,0.0213685,0.0125081,0.0218077,0.0650853,0,0.0612805,0.070974,0.0293059,0.0092859,0.0157026,0.0108064,0.00577274,0.0139429,0,0,0,0,0,0,0,0,0,0.0811934,0.0721563,0,0,0.0123696,0.248563,0,0,0,0
188,0.0147933,0.00666156,0,0,0.0419603,0.025764,0.0074615,0.00406705,0,0,0.0155347,0,0.0144807,0.00312073,0.030373,0.0346259,0.0222359,0.00747469,0.0197023,0.0248885,0.0112754,0.00966014,0.0232838,0.00593459,0.00743148,0.00627254,0.026459,0.0665325,0.0221288,0.0170147,0.00282332,0.0294599,0.00881165,0.0515536,0.0104393,0.0166578,0,0,0.0121272,0,0.0100325,0.00765568,0.0851252,0.0199819,0.00993138,0.00977018,0.0208152,0.0120171,0.0215294,0.0607632,0,0.057564,0.0668691,0.0263084,0.00916145,0.0154667,0.0103672,0.00591587,0.0142771,0,0,0,0,0,0,0,0,0,0.0814471,0.0704004,0,0,0.0125722,0.251517,0,0,0,0
189,0.0151103,0.0070022,0,0,0.0418431,0.0258264,0.00751293,0.0040996,0,0,0.0157395,0,0.0144592,0.00316482,0.0301843,0.0360147,0.0225645,0.00758148,0.0196186,0.0248522,0.0113819,0.00989767,0.0230089,0.006454,0.00786499,0.00672276,0.0258099,0.0668243,0.021821,0.0169908,0.0029177,0.026941,0.00892916,0.0489897,0.00998538,0.0171964,0,0,0.0124388,0,0.00997126,0.00710851,0.0853749,0.0171632,0.010123,0.00996613,0.0203778,0.0120885,0.0212024,0.057065,0,0.0542732,0.0633827,0.0232184,0.00903842,0.0149662,0.00994541,0.00618488,0.0145242,0,0,0,0,0,0,0,0,0,0.081707,0.0695744,0,0,0.0127364,0.254477,0,0,0,0
190,0.0154194,0.00735227,0,0,0.0413875,0.0258795,0.00757406,0.00435999,0,0,0.0159682,0,0.0144539,0.00330895,0.0299994,0.0373717,0.0228321,0.00761918,0.0194986,0.02476,0.0116092,0.0101535,0.0226864,0.00702264,0.00841992,0.00722225,0.0251128,0.0670883,0.0215827,0.0169637,0.00292462,0.0250155,0.00901008,0.0471862,0.00929819,0.0177043,0,0,0.0126931,0,0.00985736,0.00672304,0.0854893,0.015451,0.0099816,0.0102963,0.02004,0.0125085,0.0208421,0.0546949,0,0.0520262,0.0608523,0.0204632,0.00886893,0.0144115,0.00956233,0.00655457,0.0147737,0,0,0,0,0,0,0,0,0,0.0817808,0.0704886,0,0,0.0129518,0.256543,0,0,0,0
191,0.0157598,0.00778742,0,0,0.0404926,0.0258827,0.00772873,0.00483895,0,0,0.0161234,0,0.0145071,0.00349018,0.0298168,0.0386669,0.0230642,0.00758975,0.0193335,0.024602,0.0118498,0.0103081,0.0222811,0.00767487,0.00907203,0.00773147,0.0244058,0.0671555,0.0213517,0.0169625,0.00286382,0.0241921,0.00900096,0.0458741,0.00862483,0.0182656,0,0,0.0127726,0,0.00968027,0.00649473,0.0855271,0.0148343,0.00987986,0.0106836,0.0196534,0.0131258,0.0206985,0.053612,0,0.0507886,0.059331,0.0183351,0.00855655,0.0137798,0.00934885,0.00699207,0.0150566,0,0,0,0,0,0,0,0,0,0.0818761,0.0726848,0,0,0.0132365,0.257262,0,0,0,0
192,0.0161328,0.00828382,0,0,0.0394064,0.0258359,0.00796889,0.00547103,0,0,0.0161682,0,0.0145732,0.0036306,0.0296834,0.0398989,0.0231802,0.00731139,0.0191158,0.0243719,0.0119416,0.0104323,0.0218267,0.00833766,0.00968622,0.00829181,0.0237194,0.0670714,0.0210213,0.0169804,0.00287347,0.0238402,0.00884241,0.0451778,0.00786713,0.0188666,0,0,0.0126819,0,0.00942448,0.00652401,0.0855504,0.0155983,0.00974688,0.0111433,0.0192269,0.0138275,0.021,0.0529225,0,0.0500302,0.0584315,0.0169219,0.00807785,0.0131417,0.00940254,0.00747016,0.015381,0,0,0,0,0,0,0,0,0,0.0818733,0.0751239,0,0,0.0135762,0.257294,0,0,0,0
