Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LBHD,LTIBI,x79,
232,0.00321864,0.00772223,0,0,0,0,0,0,0.0323415,0.0218078,0.00454648,0.00804475,0,0.00999282,0,0.0259949,0.00907756,0.033373,0.0307577,0.0240254,0.0116246,0.0154346,0.0133749,0.0225735,0.0217241,0.019185,0.0484443,0.00635877,0.00754413,0.0263296,0.0318131,0.0190481,0.0187402,0.00233668,0.0249713,0.0052237,0.0197377,0.0147859,0.00417517,0,0,0.00726623,0,0.0117072,0.001884,0.0830946,0.0262065,0.0749426,0.0159265,0.00651019,0.00877733,0.0149949,0.0358675,0.0492933,0.0201395,0.0136349,0.0170415,0.0144611,0.0107839,0.0369763,0.00880574,0.00813457,0.00314717,0.00757155,0.00470742,0,0,0,0,0,0,0,0,0,0.0120158,0,0
233,0.00336639,0.00801433,0,0,0,0,0,0,0.0323091,0.021818,0.00459844,0.00858946,0,0.00995176,0,0.0259115,0.0090369,0.0332445,0.0309856,0.0242007,0.0115331,0.0154342,0.0132732,0.0230043,0.0221611,0.0194995,0.0484001,0.0064742,0.00737764,0.0262269,0.0321065,0.0190009,0.018695,0.00229575,0.0250312,0.0052416,0.0166854,0.0148788,0.00424412,0,0,0.0073661,0,0.0116107,0.00182181,0.0831561,0.0251912,0.0748438,0.0138304,0.00645784,0.00889095,0.0146777,0.0340787,0.0475376,0.0189026,0.011807,0.0179495,0.0130132,0.0107001,0.0394432,0.00883965,0.00765058,0.00317066,0.0078733,0.0048338,0,0,0,0,0,0,0,0,0,0.0123606,0,0
234,0.00291786,0.00799652,0,0,0,0,0,0,0.0323012,0.0220143,0.00470347,0.00906663,0,0.00920768,0,0.025715,0.00854337,0.0331898,0.0313067,0.024274,0.0114822,0.0152907,0.0135092,0.0234047,0.022497,0.0198406,0.048344,0.00666744,0.00715194,0.0261398,0.0322843,0.018435,0.0187172,0.00213297,0.0258624,0.00540389,0.0137735,0.0147886,0.00383199,0,0,0.00738546,0,0.0116042,0.0017822,0.083171,0.0242029,0.0747112,0.0117459,0.00609071,0.00908183,0.0146446,0.0319133,0.0457545,0.017866,0.00996278,0.0190642,0.0112667,0.0105492,0.0423185,0.0087122,0.00707191,0.00306069,0.00804215,0.00431023,0,0,0,0,0,0,0,0,0,0.0126046,0,0
235,0.00325598,0.00842142,0,0,0,0,0,0,0.0325697,0.0219307,0.00490043,0.00914338,0,0.0093445,0,0.0257425,0.00861947,0.0333657,0.0317987,0.0243489,0.0115146,0.015122,0.0133127,0.0237836,0.0227791,0.0201406,0.0483552,0.00695978,0.00688234,0.0260957,0.0326651,0.0185322,0.0186918,0.00215924,0.0270446,0.00543475,0.0112669,0.0146846,0.00402253,0,0,0.00779986,0,0.0115892,0.00200725,0.0829987,0.0234898,0.0750693,0.00949498,0.0061028,0.00931555,0.014516,0.0297455,0.0435162,0.0167109,0.00872434,0.0205582,0.00963765,0.0108056,0.045587,0.00878055,0.00719026,0.00298609,0.00842382,0.00448537,0,0,0,0,0,0,0,0,0,0.0128355,0,0
236,0.00364967,0.00889975,0,0,0,0,0,0,0.0327666,0.0219065,0.00514127,0.0090306,0,0.00947907,0,0.0257743,0.00868261,0.0334825,0.0324193,0.0243914,0.0115282,0.0147887,0.0130227,0.0240691,0.0232763,0.0203635,0.0483946,0.0071466,0.00652339,0.0259672,0.0331071,0.0185419,0.0186718,0.00203861,0.029221,0.00548684,0.00899198,0.0143762,0.00421297,0,0,0.00812737,0,0.0115825,0.00218602,0.0828389,0.0223314,0.0754947,0.0082817,0.00613402,0.00956419,0.0146346,0.0273614,0.0410383,0.0159867,0.00741397,0.0224154,0.00746128,0.0104787,0.0495116,0.00893983,0.0075664,0.00288702,0.00878032,0.00461177,0,0,0,0,0,0,0,0,0,0.0131016,0,0
237,0.0039945,0.00940293,0,0,0,0,0,0,0.0331075,0.021953,0.00537269,0.00880276,0,0.00944672,0,0.0258048,0.00875409,0.0336406,0.0331202,0.0244841,0.0115831,0.0144301,0.0128203,0.0242811,0.0245196,0.020621,0.0485203,0.00752749,0.00643208,0.0257501,0.0338194,0.0185405,0.0186413,0.00199495,0.0312279,0.00554771,0.00835209,0.0138754,0.00443477,0,0,0.00847042,0,0.0115966,0.00231944,0.0824296,0.021694,0.0759771,0.00749884,0.00623806,0.0098175,0.0149697,0.0250856,0.0381716,0.0155958,0.00637693,0.0242968,0.00537071,0.010225,0.0525546,0.00906132,0.00763938,0.00290936,0.00906273,0.00470951,0,0,0,0,0,0,0,0,0,0.0133991,0,0
238,0.0417815,0.0362734,0,0,0,0,0,0,0.0399652,0.0252398,0.00640999,0.0366184,0,0.0155231,0,0.0208219,0.00872113,0.0276001,0.0371415,0.0374483,0.0127006,0.0298752,0.0258274,0.024751,0.0273676,0.0188564,0.0456899,0.00855808,0.00838022,0.0227728,0.04434,0.0149478,0.0167692,0.00313623,0.0269124,0.0110098,0.0162104,0.0372566,0.0352448,0,0,0.0257096,0,0.00919838,0.00972941,0.102239,0.0319872,0,0.00987897,0.0497615,0.016085,0.0211913,0.0276461,0.0388483,0.0145545,0.0135728,0.0269223,0.0085858,0.0158827,0.0473301,0.0157812,0.00553315,0.00549185,0.0336849,0.0415902,0,0,0,0,0,0,0,0,0,0.0148286,0,0
239,0.0425515,0.0366599,0,0,0,0,0,0,0.0408289,0.0253815,0.00675107,0.0368723,0,0.0158657,0,0.0209695,0.00890214,0.0275834,0.0381593,0.0375574,0.0126628,0.0295583,0.0263377,0.024856,0.0259718,0.0189733,0.0456137,0.00875072,0.0088711,0.0223439,0.0458691,0.0150714,0.0167505,0.0031802,0.0287346,0.0111021,0.0172112,0.0385459,0.0359492,0,0,0.026243,0,0.00917393,0.0099435,0.102347,0.0319296,0,0.0107744,0.0505129,0.0165721,0.0213908,0.0240159,0.0361237,0.0145345,0.012255,0.0288556,0.00595435,0.0140947,0.0492661,0.0160406,0.00544472,0.00551403,0.0344139,0.0422198,0,0,0,0,0,0,0,0,0,0.0149844,0,0
240,0.00402722,0.00951014,0,0,0,0,0,0,0.0387327,0.0223348,0.00514673,0.00703428,0,0.0100583,0,0.0262325,0.00882619,0.0339927,0.0356148,0.0231901,0.00981947,0.0124107,0.0128986,0.0252196,0,0.021328,0.0485672,0.00640018,0.0078395,0.0238005,0.0421194,0.0185104,0.0186916,0.00238235,0.0341782,0.00570686,0.0130573,0.0105798,0.00409874,0,0,0.00879644,0,0.0117102,0.00233838,0.0817707,0.020366,0.0789988,0.00852497,0.00578164,0.0098435,0.0179159,0.0152272,0.0295183,0.0175852,0.00637337,0.0316102,0.00386114,0.00794416,0.0554771,0.00901578,0.0072296,0.00294445,0.00927521,0.00378022,0,0,0,0,0,0,0,0,0,0.0127183,0,0
241,0.00408425,0.00951644,0,0,0,0,0,0,0.0392047,0.022409,0.00567297,0.00673999,0,0.00998071,0,0.0262513,0.00882689,0.0337485,0.0370342,0.0228524,0.00990493,0.0117755,0.0129852,0.0252824,0,0.0213364,0.0483054,0.00684743,0.00816766,0.0232114,0.0430236,0.0185082,0.0186958,0.00251611,0.0350501,0.00576801,0.0166589,0.00935157,0.00416978,0,0,0.00891484,0,0.0117047,0.00244261,0.0816686,0.0202637,0.0794538,0.0089705,0.00541964,0.010045,0.0193876,0.0129147,0.0270824,0.0193736,0.0085544,0.0342794,0.00686948,0.00840389,0.0557215,0.00882116,0.00709371,0.00293046,0.00933862,0.00355996,0,0,0,0,0,0,0,0,0,0.0130999,0,0
242,0.0042233,0.00961185,0,0,0,0,0,0,0.0396575,0.0225093,0.00614843,0.00665865,0,0.0097359,0,0.0261642,0.00880396,0.0335357,0.0384789,0.0226465,0.0100807,0.0112724,0.0130103,0.0253612,0,0.0213675,0.0480359,0.0072955,0.00849718,0.0227457,0.0439562,0.0184212,0.0186081,0.0024015,0.0355262,0.00581638,0.0204117,0.00827762,0.00431887,0,0,0.0089751,0,0.0116232,0.002742,0.081455,0.0207549,0.0796148,0.00950579,0.00508362,0.010384,0.020996,0.0112158,0.0248864,0.0217976,0.0109094,0.0368943,0.00944314,0.00969775,0.0552701,0.00855337,0.00708101,0.00282541,0.00939122,0.00342369,0,0,0,0,0,0,0,0,0,0.0134614,0,0
243,0.00520834,0.00965461,0,0,0,0,0,0,0.0396151,0.0222668,0.00657912,0.00667088,0,0.0106813,0,0.0263207,0.00951458,0.0333017,0.0396981,0.0225824,0.0101597,0.0107096,0.0121742,0.0254756,0,0.0214529,0.0476995,0.00779458,0.00862784,0.0224335,0.0444212,0.0189569,0.0184643,0.00248602,0.0362015,0.0058427,0.0244542,0.00736113,0.00518772,0,0,0.00882025,0,0.0116519,0.00320607,0.0813484,0.022357,0.0798779,0.00992746,0.00483809,0.00928375,0.022457,0.00957428,0.0234397,0.0236408,0.0134004,0.0396338,0.0123311,0.0114208,0.054803,0.00846671,0.00708067,0.00289266,0.008942,0.00472199,0,0,0,0,0,0,0,0,0,0.0139288,0,0
244,0.0053168,0.00984695,0,0,0,0,0,0,0.0395672,0.0223845,0.00718373,0.00681052,0,0.0105516,0,0.0261948,0.00943582,0.0330953,0.0412315,0.0223948,0.010327,0.0100282,0.0119674,0.0255552,0,0.0215597,0.0474534,0.0084363,0.00882298,0.0220365,0.0448913,0.0187213,0.01839,0.00261686,0.0363747,0.00588984,0.0275479,0.00667411,0.00525396,0,0,0.00891696,0,0.0115675,0.00337427,0.0811874,0.0246887,0.0800817,0.0105538,0.00486876,0.00978266,0.0239396,0.00857626,0.0225151,0.0250816,0.0159721,0.0423568,0.0151226,0.0135417,0.0535971,0.00829357,0.00681985,0.00292468,0.00910452,0.00466999,0,0,0,0,0,0,0,0,0,0.0145107,0,0
245,0.00438299,0.0100897,0,0,0,0,0,0,0.0395643,0.0228867,0.00802992,0.00693553,0,0.00916238,0,0.0258781,0.00857467,0.0328763,0.0431551,0.0221724,0.0106192,0.00942358,0.0126245,0.0256415,0,0.0216377,0.0472875,0.00904635,0.00917056,0.0214894,0.0453707,0.0176151,0.0184132,0.00266,0.037294,0.00595359,0.0308566,0.00627566,0.00476527,0,0,0.00919482,0,0.0114044,0.0031418,0.0809472,0.0265561,0.0800017,0.0110938,0.00513843,0.0118942,0.0250814,0.00861989,0.0221589,0.0262825,0.0180999,0.0447146,0.0176256,0.0149063,0.0535086,0.00812245,0.00667435,0.0030535,0.00991616,0.00325136,0,0,0,0,0,0,0,0,0,0.0152893,0,0
246,0.00482006,0.0105451,0,0,0,0,0,0,0.0354677,0.02278,0.0102052,0.00679683,0,0.00967172,0,0.0261097,0.00889264,0.0323889,0.0458036,0.0226732,0.0118571,0.00829008,0.0119354,0.0252109,0.0248435,0.0212075,0.0468968,0.0102808,0.00914224,0.021853,0.0410191,0.0176147,0.0184236,0.00281724,0.0378996,0.00584999,0.0329863,0.00603754,0.00503251,0,0,0.00929467,0,0.0113845,0.00327826,0.0806284,0.0271643,0.0798702,0.0115628,0.00605453,0.0120544,0.0259356,0.00908922,0.0219001,0.027254,0.0197926,0.0465409,0.0197045,0.0161319,0.0538649,0.00840591,0.00655242,0.00282004,0.0103639,0.00355694,0,0,0,0,0,0,0,0,0,0.0169702,0,0
247,0.00542808,0.0108322,0,0,0,0,0,0,0.0353543,0.0227674,0.0107925,0.00702796,0,0.00982388,0,0.0263046,0.00909887,0.0322029,0.0474943,0.0226246,0.0119569,0.00786477,0.011065,0.0253077,0.024809,0.0212405,0.0466736,0.0106993,0.00958772,0.0214112,0.0414232,0.0173498,0.0184437,0.00279758,0.0382317,0.00588119,0.0341324,0.00588535,0.00551068,0,0,0.00921749,0,0.0112604,0.00351614,0.0804886,0.0274657,0.0798686,0.012166,0.0063457,0.0120808,0.0263324,0.00946257,0.0220246,0.0277737,0.0208326,0.0478785,0.0210281,0.0169494,0.0540775,0.00830117,0.00646201,0.00256899,0.0105433,0.00380767,0,0,0,0,0,0,0,0,0,0.0171548,0,0
248,0.00596294,0.0111411,0,0,0,0,0,0,0.0354377,0.0228097,0.0113978,0.00727916,0,0.00978491,0,0.0263028,0.00924576,0.0321097,0.0493131,0.0225914,0.012019,0.00764832,0.0102552,0.0253321,0.0249621,0.0212271,0.046402,0.0111953,0.010167,0.020866,0.042135,0.0170874,0.0184521,0.00295358,0.037731,0.00594703,0.0335256,0.00573237,0.00596732,0,0,0.00918392,0,0.0111748,0.0035448,0.0802876,0.0277842,0.0799088,0.0128387,0.00661472,0.0121075,0.0266095,0.00973759,0.0222013,0.0280988,0.0212557,0.0484774,0.0212454,0.0172602,0.0534662,0.00814862,0.00636747,0.00260467,0.0106982,0.00413715,0,0,0,0,0,0,0,0,0,0.0175418,0,0
249,0.006505,0.0114654,0,0,0,0,0,0,0.0356207,0.0228874,0.0121281,0.00755784,0,0.00969688,0,0.0263003,0.00928618,0.0319662,0.0511542,0.022484,0.0120908,0.00764742,0.00979514,0.0253155,0.0250392,0.0211564,0.0461033,0.011775,0.0108583,0.0202442,0.0430243,0.0169068,0.0184274,0.00303723,0.0374449,0.00607287,0.0326627,0.00570046,0.00649721,0,0,0.00922266,0,0.0111403,0.00342684,0.0802808,0.028491,0.0797277,0.0130313,0.00669941,0.0121867,0.0266263,0.00947868,0.022467,0.0281267,0.021157,0.0483647,0,0.0172417,0.0530889,0.0079444,0.00616682,0.00276315,0.0108948,0.00448235,0,0,0,0,0,0,0,0,0,0.0179777,0,0
250,0.00689098,0.011636,0,0,0,0,0,0,0.0360411,0.0229133,0.0128942,0.00787401,0,0.00944772,0,0.0264249,0.00914387,0.0318418,0.0531096,0.0223184,0.0121319,0.00772721,0.00945151,0.0253033,0.0252225,0.0210929,0.045763,0.0124407,0.0116675,0.0195449,0.0441649,0.0167325,0.0184039,0.00306851,0.0371989,0.00614183,0.0322716,0.00568314,0.0069805,0,0,0.00931535,0,0.0110643,0.00319787,0.0805282,0.0280019,0.0795274,0.0129014,0.00667505,0.0121018,0.026304,0.00905996,0.02274,0.0278751,0.020348,0.0475227,0.0202296,0.0165512,0.0526396,0.00762826,0.0059936,0.00300559,0.0110042,0.004716,0,0,0,0,0,0,0,0,0,0.0185035,0,0
251,0.00725035,0.0118189,0,0,0,0,0,0,0.0365076,0.0229303,0.0135926,0.00812411,0,0.00913056,0,0.0265434,0.00904046,0.0317474,0.0548401,0.0221688,0.0122193,0.00784719,0.00915243,0.0252549,0.0254601,0.020993,0.0455395,0.0131708,0.012595,0.0188066,0.0452853,0.0165345,0.0183878,0.00312155,0.0357268,0.00614035,0.0310828,0.00560619,0.00741008,0,0,0.00941081,0,0.0109527,0.00288727,0.080831,0.026317,0.079326,0.0132419,0.00670372,0.01199,0.0257886,0.00835016,0.0230892,0.0276271,0.0191577,0.0461117,0.0186213,0.0157802,0.0513716,0.00724656,0.0059129,0.00289123,0.0111216,0.00501159,0,0,0,0,0,0,0,0,0,0.0188709,0,0
252,0.00770047,0.0120538,0,0,0,0,0,0,0.0370691,0.0230018,0.0142755,0.00826084,0,0.0087069,0,0.0266108,0.00899146,0.0316042,0.0562495,0.0220359,0.0123619,0.00811556,0.00882136,0.0251775,0.025656,0.0208746,0.0453369,0.0139114,0.0136386,0.0180039,0.0465499,0.0162593,0.0183903,0.0032508,0.0348131,0.00614977,0.0296253,0.00547541,0.00789715,0,0,0.00923821,0,0.0108619,0.00283267,0.0811197,0.0253786,0.079,0.0134729,0.00666624,0.0118934,0.0248678,0.00744152,0.0237148,0.0267465,0.0175247,0.0440915,0.0164415,0.0147093,0.050224,0.00694443,0.00581321,0.00291207,0.0112697,0.00535029,0,0,0,0,0,0,0,0,0,0.019159,0,0
253,0.00780975,0.0126039,0,0,0,0,0,0,0.0480092,0.023031,0.0276587,0.00861334,0,0.00831403,0,0.0268127,0.0090708,0.0267311,0.0336335,0.0233691,0.019727,0.00781904,0.00833117,0.0284794,0.0317979,0.021212,0.0415153,0.0155987,0.0191005,0.0321437,0.0520674,0.0159641,0.0184496,0.0033934,0.0350761,0.00600643,0.0283847,0.00637061,0.00802249,0,0,0.00889945,0,0.0108852,0.00316321,0.0803378,0.0264856,0.0779711,0.0133683,0.00791572,0.012025,0.0239466,0.00725072,0.0242534,0.0251297,0.0160438,0.0418763,0.0140932,0.0140216,0.0507971,0.00706209,0.00578296,0.00300271,0.0118825,0.00566339,0,0,0,0,0,0,0,0,0,0.0117599,0,0
254,0.00836981,0.0127977,0,0,0,0,0,0,0.0483134,0.0232128,0.0278763,0.0088659,0,0.00758045,0,0.0268427,0.00895791,0.0264757,0.0342188,0.0232718,0.0201553,0.00775265,0.00762499,0.0283908,0.0318212,0.021204,0.0412091,0.0160552,0.0194853,0.0319622,0.0532856,0.0153185,0.018397,0.00354387,0.035744,0.00608868,0.0288506,0.0059983,0.00851959,0,0,0.00881829,0,0.010629,0.00323834,0.0807716,0.0285623,0.0779783,0,0.00806703,0.0119768,0.0232801,0.00698199,0.025517,0.024118,0.0143928,0.0396835,0.0107349,0.0126082,0.0514681,0.00675287,0.00555679,0.00274427,0.0120221,0.00604752,0,0,0,0,0,0,0,0,0,0.0120155,0,0
255,0.0074921,0.0126713,0,0,0,0,0,0,0.0379769,0.0238249,0.0158963,0.00888417,0,0.00597232,0,0.0266276,0.00828051,0.0307747,0.0591783,0.0216663,0.0125232,0.00852085,0.00835116,0.0248172,0.0261469,0.0206707,0.0438041,0.0160074,0.0163147,0.015636,0.0496328,0.0141833,0.0183487,0.0037353,0.0354743,0.0064166,0.0298415,0.00482965,0.00852055,0,0,0.00990249,0,0.0102523,0.00317584,0.0816628,0.0295516,0.0774738,0.0134046,0.00762825,0.0140024,0.0215688,0.00717943,0.027021,0.0221989,0.0145621,0.0398939,0.0104421,0.0124379,0.0517394,0.00652861,0.00524037,0.0024618,0.0122999,0.00523647,0,0,0,0,0,0,0,0,0,0.0202601,0,0
256,0.00806075,0.0134074,0,0,0,0,0,0,0.0488603,0.0237801,0.0276967,0.00900408,0,0.00636498,0,0.0267964,0.00850014,0.026003,0.0348768,0.0229491,0.0203687,0.00744664,0.00743676,0.027741,0.031506,0.0207551,0.0403954,0.0178457,0.0205833,0.0312005,0.055784,0.0140201,0.0182869,0.00396476,0.035878,0.00628932,0.0294667,0.00559357,0.00850062,0,0,0.00966588,0,0.0102294,0.00330904,0.0808769,0.030451,0.0764921,0.0148419,0.00891482,0.0138173,0.0208306,0.00733722,0.0277642,0.0217947,0.0151121,0.0393498,0.00917914,0.0130551,0.0538831,0.00678404,0.00454714,0.00226889,0.0130261,0.00554431,0,0,0,0,0,0,0,0,0,0.0127052,0,0
257,0.0109495,0.0135606,0,0,0,0,0,0,0.0510473,0.0243766,0.0276958,0.00884999,0,0.00488753,0,0.0260742,0.00799801,0.0257659,0.0352163,0.0233563,0.0199654,0.0104026,0.00677657,0.0276425,0.0312695,0.020748,0.0398421,0.0189246,0.0218895,0.0303919,0.0597188,0.0131362,0.0178814,0.00415396,0.0278796,0.00680671,0.0427149,0.00468582,0.0110674,0,0,0.0105894,0,0.00981946,0.00318866,0.0815614,0.0736733,0.0766311,0.0191765,0.00730791,0.0134081,0.0145956,0.0172201,0.0349172,0.0166157,0.0469281,0,0.0443304,0.0543204,0.02417,0.00691976,0.00348173,0.00247596,0.0127158,0.00806581,0,0,0,0,0,0,0,0,0,0.012979,0,0
258,0.011877,0.0137971,0,0,0,0,0,0,0.0507318,0.0244002,0.0271836,0.0090362,0,0.0051514,0,0.026075,0.0079598,0.0258246,0.0351865,0.0231103,0.0192732,0.00996051,0.00640794,0.0270239,0.0307392,0.0204637,0.039444,0.0195984,0.0226291,0.0299465,0.0602958,0.0131682,0.0177851,0.00428635,0.0286884,0.00683488,0.0431978,0.00449762,0.011526,0,0,0.0105231,0,0.00973158,0.00309611,0.081515,0.0763629,0.0763678,0.0189405,0.00735423,0.0127939,0.0134932,0.0172284,0.0357112,0.0161483,0.0464063,0,0.0440815,0.0542537,0.0250949,0.00694734,0.00302823,0.00263795,0.0126408,0.00854392,0,0,0,0,0,0,0,0,0,0.0133729,0,0
259,0.0125734,0.0138483,0,0,0,0,0,0,0.0505136,0.0244371,0.0263795,0.00933206,0,0.00538869,0,0.0260621,0.00778611,0.0260639,0.0351116,0.022773,0.0183957,0.00958234,0.0063624,0.0261554,0.0298851,0.0200914,0.0392948,0.0203408,0.0235268,0.0294485,0.0609997,0.013438,0.0177176,0.00444707,0.0291988,0.00681502,0.0439636,0.00448094,0.0119079,0,0,0.0102909,0,0.00963281,0.00296735,0.0814934,0.0791596,0.0763442,0.0195525,0.00736067,0.0120929,0.0128762,0.0168561,0.0359511,0.0160863,0.0461189,0,0.0439193,0.0543013,0.0257614,0.00689927,0.00280812,0.00253718,0.0125114,0.00901208,0,0,0,0,0,0,0,0,0,0.0140081,0,0
260,0.0129636,0.0136784,0,0,0,0,0,0,0.0499591,0.0244425,0.0251457,0.00975804,0,0.00549844,0,0.0260489,0.00748282,0.0264788,0.0349455,0.0223734,0.0173618,0.00927859,0.00647088,0.0251155,0.0289249,0.0198724,0.0391228,0.0211041,0.0244312,0.0288888,0.0615985,0.0137998,0.017693,0.00462509,0.0293172,0.00671578,0.0447152,0.00456115,0.0122124,0,0,0.0100158,0,0.00943841,0.00284025,0.0815152,0.0818951,0.0765058,0.0204875,0.00736936,0.0113215,0.0126916,0.016413,0.0359664,0.0161201,0.045993,0,0.0437782,0.0544249,0.0258682,0.00692151,0.00263416,0.00221406,0.0123598,0.0093843,0,0,0,0,0,0,0,0,0,0.0147558,0,0
261,0.0132403,0.0133315,0,0,0,0,0,0,0.048952,0.0244865,0.023546,0.0103154,0,0.0056657,0,0.0260237,0.00706867,0.0270503,0.0348573,0.0219058,0.016137,0.00898958,0.00689786,0.0238892,0.0279385,0.0197285,0.0388063,0.0219136,0.0253616,0.028258,0.0617655,0.0142905,0.0176935,0.00469857,0.029193,0.00659412,0.0452241,0.00471824,0.0123335,0,0,0.0097084,0,0.00927907,0.002685,0.08149,0.0840818,0.0767341,0.0209511,0.0075003,0.0106254,0.0125864,0.0164026,0.0361518,0.0159009,0.0456244,0,0.0435364,0.0542137,0.0250218,0.00687188,0.00243415,0.00207791,0.0121289,0.00962188,0,0,0,0,0,0,0,0,0,0.0154637,0,0
262,0.0135792,0.0131602,0,0,0,0,0,0,0.0472557,0.0245741,0.0217402,0.0110131,0,0.00578834,0,0.0260253,0.00670616,0.0278365,0.0352275,0.0214286,0.015243,0.00862081,0.0072077,0.0224891,0.0268925,0.019793,0.0384101,0.0227478,0.0262515,0.027496,0.061124,0.0145177,0.0177219,0.0046822,0.0287338,0.00651735,0.0453955,0.0050275,0.012643,0,0,0.00962315,0,0.00921184,0.00257812,0.081347,0.0852337,0.0768784,0.020663,0.00757984,0.0101427,0.0123152,0.0170571,0.0367134,0.0154851,0.0447386,0,0.0429699,0.0533633,0.0231842,0.00695341,0.00225119,0.00216746,0.0119679,0.00985093,0,0,0,0,0,0,0,0,0,0.0161681,0,0
263,0.0138712,0.0132194,0,0,0,0,0,0,0.0446861,0.0246747,0.0201628,0.011799,0,0.00572891,0,0.0260065,0.00645573,0.0287638,0.0358987,0.0209689,0.0149966,0.00813185,0.00714227,0.0210347,0.0258713,0.0198722,0.0379244,0.0236126,0.0270046,0.0268374,0.0593361,0.0143875,0.0176975,0.00483602,0.0281835,0.00646994,0.0454778,0.00541661,0.0129793,0,0,0.00976691,0,0.00914837,0.00258099,0.081215,0.0854156,0.0769297,0.0200269,0.00737376,0.00988066,0.0117631,0.0181607,0.0375733,0.0148525,0.0434225,0,0.0420717,0.0520353,0.0204595,0.00707937,0.00210256,0.00220062,0.0119252,0.0100404,0,0,0,0,0,0,0,0,0,0.0169375,0,0
264,0.0140488,0.0132302,0,0,0,0,0,0,0.0409168,0.0248285,0.0185911,0.0126583,0,0.00551185,0,0.0259547,0.00612683,0.0297141,0.0371186,0.020451,0.0154468,0.00763835,0.00687881,0.0195071,0.0248554,0.0197791,0.0373934,0.0245341,0.027718,0.0258553,0.0560008,0.0140344,0.01764,0.00493563,0.028001,0.00636046,0.0458022,0.00558558,0.0132947,0,0,0.00995386,0,0.0089326,0.00267685,0.0813262,0.0850719,0.0769414,0.0194853,0.00746031,0.00980395,0.010992,0.0193068,0.0385869,0.0141484,0.0418768,0,0.041051,0.0503424,0.0174738,0.00721127,0.00197401,0.00196758,0.0118278,0.0101358,0,0,0,0,0,0,0,0,0,0.0177563,0,0
265,0.012694,0.0131365,0,0,0,0,0,0,0.035469,0.025398,0.0176713,0.0136865,0,0.00380968,0,0.0259301,0.00554016,0.0306832,0.0396401,0.0198046,0.0168434,0.00716,0.00826419,0.0179953,0.0239276,0.0197739,0.0369949,0.0256341,0.0286719,0.0243933,0.0515655,0.0132695,0.0176606,0.00522467,0.0282138,0.00631416,0.0466485,0.00546066,0.0128629,0,0,0.0116704,0,0.00856537,0.00321432,0.0817026,0.0845642,0.0768249,0.0192064,0.00805785,0.0129069,0.0102847,0.0201992,0.0395358,0.0135959,0.0408545,0,0.0401253,0.0486869,0.0151758,0.00778132,0.00168541,0.00194096,0.0124084,0.0102325,0,0,0,0,0,0,0,0,0,0.0186979,0,0
266,0.0136237,0.0128952,0,0,0,0,0,0,0.0287008,0.0254424,0.0181475,0.0146589,0,0.0045868,0,0.0258191,0.00542781,0.0317313,0.0440096,0.0192716,0.0181656,0.00692297,0.00652199,0.0170207,0.0234483,0.0203155,0.036706,0.0266944,0.0293557,0.0220851,0.0449638,0.0126831,0.0174831,0.00542589,0.0285062,0.00633687,0.0476175,0.00543988,0.0135616,0,0,0.0118654,0,0.00840653,0.00348372,0.0823049,0.084373,0.0768947,0.0192783,0.00848428,0.0110818,0.00983197,0.0208296,0.0403943,0.0135127,0.0402428,0,0.0396954,0.0476514,0.01307,0.00788733,0.00155259,0.00182403,0.0116447,0.0100875,0,0,0,0,0,0,0,0,0,0.0197644,0,0
267,0.0136221,0.013084,0,0,0,0,0,0,0.0212681,0.0258516,0.0215215,0.0154952,0,0.00413678,0,0.0256585,0.00525643,0.0329021,0.0507882,0.0186889,0.0195681,0.00708305,0.00653004,0.0169968,0.0238589,0.0215522,0.0367045,0.0276928,0.0298861,0.0190596,0.0361844,0.0120054,0.0174145,0.0057345,0.028868,0.00643611,0.048391,0.00527807,0.014137,0,0,0.0135251,0,0.00804726,0.00406065,0.0829241,0.0842674,0.0768443,0.0197598,0.00882024,0.0129581,0.00970318,0.0211999,0.0410337,0.0139549,0.0400775,0,0.0395821,0.0472909,0.0116203,0.00870844,0.00148235,0.0017492,0.0120137,0.0105968,0,0,0,0,0,0,0,0,0,0.0212919,0,0
