Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFIN,LFRM,LGTR,LHEE,LILC,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LFHD,LKNE,LWRB,x79,
234,0.06569,0.0391263,0,0,0,0,0,0,0.0681226,0.0176529,0.0374832,0.0505433,0,0,0.0296586,0.0268955,0.0105263,0.0295522,0.0368541,0.0232467,0.0437089,0.0419099,0.0202069,0.0149872,0.0135406,0.035699,0.0243455,0.0227066,0.0266413,0.018041,0.0850853,0.0319038,0.021103,0.0628326,0.00986376,0.0436864,0.105295,0.0579059,0,0,0.0264344,0,0.0108601,0.015218,0.0546457,0.0506835,0.0266765,0.0913205,0.0343305,0.0371239,0.0322778,0.0302768,0.0449156,0.0459995,0.052847,0.0387522,0.0353332,0.0537976,0.0614599,0.0240902,0.0050714,0.0064826,0.029482,0.0577725,0,0,0,0,0,0,0,0,0,0.0308924,0.00662819,0,0
235,0.0655677,0.0389986,0,0,0,0,0,0,0.0673952,0.0176875,0.0374727,0.0506699,0,0,0.0298493,0.0270219,0.0105675,0.029166,0.0382769,0.0235784,0.0441428,0.0419974,0.02014,0.0147777,0.0133543,0.0352492,0.025183,0.0235547,0.0272154,0.0180467,0.084834,0.0320606,0.0211521,0.0639313,0.00993833,0.0476716,0.105806,0.0576893,0,0,0.0263835,0,0.010897,0.0152421,0.0542907,0.054916,0.0265985,0.0944225,0.0343595,0.0367614,0.0327154,0.0310738,0.0456444,0.0471143,0.0565928,0.0403255,0.0379222,0.0575838,0.0615467,0.0239583,0.00510288,0.00658188,0.0292553,0.0575333,0,0,0,0,0,0,0,0,0,0.0316234,0.00653122,0,0
236,0.0655027,0.0390117,0,0,0,0,0,0,0.0668265,0.0177026,0.0374513,0.050787,0,0,0.0299888,0.0271024,0.0107147,0.028856,0.0398009,0.0240546,0.0444734,0.0422049,0.020133,0.014722,0.0132783,0.0349235,0.0260359,0.0244338,0.0277565,0.0180341,0.0847179,0.0322535,0.0211965,0.0644391,0.00998277,0.0506989,0.106295,0.0575858,0,0,0.0265145,0,0.0108856,0.0153955,0.0540585,0.0588271,0.026673,0.0971828,0.0340545,0.0365714,0.0328753,0.0317805,0.0464342,0.0479456,0.059786,0.0413272,0.0400917,0.0608061,0.061451,0.0239816,0.00529682,0.00667842,0.0291557,0.0573629,0,0,0,0,0,0,0,0,0,0.032469,0.006548,0,0
237,0.0653304,0.0390052,0,0,0,0,0,0,0.0663193,0.0176855,0.037479,0.0508291,0,0,0.0300897,0.0271386,0.0108593,0.0285823,0.0413884,0.0245496,0.0447448,0.0423021,0.0202062,0.014848,0.0133028,0.0348167,0.0268569,0.0252996,0.0282612,0.0180314,0.0846342,0.0324166,0.0211846,0.0645043,0.0100386,0.0524822,0.106597,0.0574193,0,0,0.0266914,0,0.0108758,0.0155392,0.0538727,0.0626714,0.0266142,0.0992628,0.0337784,0.0363855,0.0329388,0.0324498,0.0471549,0.0485892,0.0619803,0.0419631,0.0414761,0.063134,0.0608857,0.0240258,0.00565252,0.00670077,0.0290494,0.0572412,0,0,0,0,0,0,0,0,0,0.0333252,0.00644714,0,0
238,0.0647768,0.0386536,0,0,0,0,0,0,0.065913,0.0176396,0.0374461,0.0508108,0,0,0.0298515,0.0270895,0.0107535,0.0283718,0.0429975,0.0249617,0.0452256,0.0420135,0.0203687,0.0148765,0.0133832,0.034876,0.0276599,0.0261661,0.0287507,0.0180331,0.0845249,0.0322342,0.0210827,0.06458,0.0101423,0.0530874,0.106732,0.0568184,0,0,0.0267456,0,0.0109436,0.0156325,0.0535735,0.0646199,0.0262096,0.100541,0.0335935,0.0359554,0.0329231,0.0330558,0.0477579,0.048978,0.0632018,0.0423628,0.0423121,0.0644002,0.0604077,0.0238233,0.0060605,0.00674584,0.028707,0.0568835,0,0,0,0,0,0,0,0,0,0.0341963,0.00624423,0,0
239,0.0640805,0.038175,0,0,0,0,0,0,0.0655302,0.0176489,0.0373972,0.0506528,0,0,0.0294813,0.0270222,0.0105825,0.0282383,0.0446289,0.0253281,0.045794,0.0416465,0.0205685,0.015163,0.0135374,0.0347917,0.0284276,0.0269931,0.0291794,0.0180259,0.0845083,0.0319612,0.0210082,0.0650652,0.0102637,0.053532,0.106723,0.0557736,0,0,0.026809,0,0.0110841,0.015715,0.0532042,0.064028,0.0256633,0.101262,0.0335802,0.0355063,0.0329432,0.0336156,0.0482053,0.0491705,0.0635779,0.0427576,0.0425026,0.0648573,0.0606613,0.023608,0.00599882,0.00683804,0.0283202,0.0564726,0,0,0,0,0,0,0,0,0,0.0350652,0.0061782,0,0
240,0.0644223,0.0384709,0,0,0,0,0,0,0.0642757,0.0175672,0.037133,0.0486003,0,0,0.0299034,0.0271495,0.0108315,0.0278112,0.0461112,0.0250653,0.0439448,0.0422298,0.0203193,0.0155412,0.0132011,0.0343725,0.0285474,0.0271043,0.0290738,0.0179983,0.0832215,0.0324722,0.0210371,0.066361,0.0102448,0.0527055,0.103678,0.0559013,0,0,0.027481,0,0.0111322,0.0160441,0.052712,0.0610601,0.0263678,0.100461,0.0347677,0.0359752,0.0328844,0.0340328,0.0482836,0.0488326,0.0629232,0.0430347,0.0423079,0.0643345,0.0625426,0.0243808,0.00596066,0.00691018,0.0285161,0.0567142,0,0,0,0,0,0,0,0,0,0.0350518,0.00636551,0,0
241,0.0642134,0.0384164,0,0,0,0,0,0,0.0637509,0.0176141,0.037144,0.0475954,0,0,0.0302149,0.0272459,0.0110986,0.0275753,0.0477109,0.0251774,0.0429837,0.0423764,0.0202862,0.0155811,0.0130458,0.0340645,0.0290099,0.0275166,0.0292997,0.0179651,0.0828878,0.032769,0.0211143,0.0672038,0.0103048,0.0515079,0.102356,0.0557418,0,0,0.0279149,0,0.0111298,0.016278,0.0525521,0.0585484,0.0267898,0.0997353,0.0350962,0.0361458,0.0326879,0.0342644,0.0483093,0.0484901,0.0623378,0.0430151,0.0421855,0.0639541,0.0639875,0.0248616,0.00610275,0.00702809,0.0284238,0.0564453,0,0,0,0,0,0,0,0,0,0.0353633,0.00654509,0,0
242,0.063835,0.0382386,0,0,0,0,0,0,0.0633324,0.0176644,0.037157,0.0467127,0,0,0.0304339,0.0273042,0.0113209,0.0273727,0.0491526,0.0252736,0.0422486,0.0423661,0.0203153,0.0156396,0.0129156,0.0338183,0.029454,0.0279131,0.0294959,0.0179383,0.0826619,0.0329518,0.0211977,0.0679819,0.0103263,0.0503208,0.101189,0.0554901,0,0,0.0281538,0,0.0111666,0.0164004,0.0524909,0.0560686,0.0267503,0.0984845,0.0354316,0.0362105,0.032466,0.0343333,0.0482026,0.0480619,0.0613834,0.0429078,0.0418,0.0630303,0.0653094,0.0251693,0.00628602,0.0070919,0.0282453,0.0560532,0,0,0,0,0,0,0,0,0,0.0357425,0.0067526,0,0
243,0.0569182,0.0353583,0,0,0,0,0,0,0.0666539,0.0180684,0.0369087,0.0421191,0,0,0.026529,0.0262786,0.00986081,0.0267015,0.0494551,0.0231189,0.0400926,0.0373991,0.0193707,0.0142833,0.0106991,0.0336454,0.0280556,0.0264815,0.0285125,0.0169314,0.0867099,0.0293656,0.0208494,0.061082,0.0105674,0.042848,0.0924364,0.0494976,0,0,0.0273251,0,0.0114113,0.0161013,0.0552588,0.0442018,0.0245992,0.0910428,0.028739,0.0338277,0.024937,0.0328852,0.0483309,0.0401898,0.0668623,0,0.051202,0.0662255,0.064622,0.023889,0.00661406,0.00718105,0.0264864,0.0497877,0,0,0,0,0,0,0,0,0,0.0334931,0.00609625,0,0
244,0.0564666,0.0350308,0,0,0,0,0,0,0.066519,0.0179312,0.0370428,0.0416559,0,0,0.0265695,0.0264195,0.00999795,0.0268181,0.0507256,0.0233833,0.0400375,0.0373134,0.0194399,0.0145867,0.0107183,0.0335669,0.0285292,0.0268636,0.0287549,0.0168972,0.0868886,0.0294112,0.0208144,0.0623033,0.0106316,0.0423088,0.0921731,0.0490872,0,0,0.0275683,0,0.0114159,0.0164237,0.0551974,0.0425016,0.0244919,0.0903339,0.0291697,0.0338703,0.0249128,0.0328984,0.0483507,0.040058,0.0652559,0,0.0496602,0.064727,0.0660688,0.0241445,0.00676276,0.00716042,0.0263237,0.0495138,0,0,0,0,0,0,0,0,0,0.0340395,0.0060163,0,0
245,0.0624687,0.0374875,0,0,0,0,0,0,0.0629916,0.017294,0.0376277,0.0436445,0,0,0.0304085,0.0275809,0.0118595,0.0275426,0.0527294,0.0252612,0.0402326,0.0423264,0.0202455,0.0164101,0.0125334,0.0335366,0.0303369,0.0285451,0.0298733,0.0177976,0.0828374,0.0331554,0.021202,0.0699583,0.0103609,0.0452644,0.0975769,0.0545221,0,0,0.0294072,0,0.0109995,0.0173448,0.0525846,0.0483034,0.0265141,0.093456,0.0367913,0.0368336,0.0318977,0.0327471,0.046428,0.0462675,0.05608,0.041982,0.0384,0.057618,0.0699489,0.0266813,0.00660187,0.00712044,0.0279446,0.0552292,0,0,0,0,0,0,0,0,0,0.0363449,0.00683181,0,0
246,0.0620047,0.0369516,0,0,0,0,0,0,0.0627525,0.0173293,0.0375554,0.0434483,0,0,0.0306368,0.0277339,0.0118281,0.0277201,0.0535564,0.0254828,0.0406364,0.0420126,0.0203235,0.0166765,0.0126278,0.0335479,0.0308452,0.029117,0.0300742,0.0177171,0.0830362,0.0332098,0.0211924,0.0711558,0.0104741,0.0449203,0.0978204,0.0539637,0,0,0.0295914,0,0.0111259,0.0173633,0.0526736,0.0489542,0.0264345,0.0933544,0.0369863,0.0365735,0.0316479,0.0325849,0.0468325,0.046048,0.0544775,0.0408373,0.0368611,0.0563418,0.0713103,0.0266272,0.00686394,0.00730658,0.0276012,0.0547622,0,0,0,0,0,0,0,0,0,0.0367898,0.00668765,0,0
247,0.0617568,0.0365772,0,0,0,0,0,0,0.0624598,0.0173792,0.0374996,0.0429873,0,0,0.0306049,0.0278184,0.0116863,0.0279525,0.054246,0.0256048,0.0405722,0.0418044,0.0203342,0.0169279,0.0128203,0.0335496,0.0313332,0.0297048,0.0302772,0.0176151,0.0831531,0.0331241,0.0212625,0.0716262,0.0105217,0.0433032,0.0973502,0.0536722,0,0,0.0298642,0,0.0112632,0.0174376,0.0528369,0.0496324,0.0264023,0.0926377,0.0371616,0.0366749,0.0313402,0.0321942,0.0467792,0.0455011,0.052745,0.0398597,0.0352763,0.0546292,0.0725644,0.026949,0.00701384,0.00731368,0.0274213,0.0543382,0,0,0,0,0,0,0,0,0,0.0371325,0.00656409,0,0
248,0.0615294,0.0364266,0,0,0,0,0,0,0.0621135,0.017435,0.0374952,0.0425569,0,0,0.0307079,0.0279058,0.0117064,0.028204,0.0547398,0.0257936,0.0404107,0.0418407,0.020427,0.0172735,0.0132848,0.0335499,0.0318778,0.0303323,0.0304996,0.0174513,0.0832019,0.033153,0.021342,0.0717758,0.0105345,0.0414982,0.0971593,0.0533973,0,0,0.0301634,0,0.0112701,0.0175349,0.0529721,0.0510333,0.0265047,0.0916655,0.0374147,0.0368233,0.0308302,0.0319661,0.0466674,0.0448932,0.0511537,0.0391129,0.033762,0.0529501,0.0734517,0.0273807,0.00718381,0.00745345,0.0272219,0.0540374,0,0,0,0,0,0,0,0,0,0.0375061,0.00655418,0,0
249,0.0614908,0.0362799,0,0,0,0,0,0,0.0615939,0.0174484,0.0374589,0.04219,0,0,0.0310772,0.0281061,0.0119161,0.028529,0.0550785,0.0260796,0.0402158,0.0421664,0.020668,0.0178059,0.0137979,0.0336016,0.0324982,0.0310266,0.0307184,0.0172285,0.0829819,0.0333823,0.0214484,0.0720191,0.0105121,0.0402054,0.097095,0.0533077,0,0,0.0304795,0,0.0112153,0.0176129,0.0529652,0.0532153,0.0266732,0.0905481,0.0378971,0.0370782,0.0303104,0.0318831,0.0465477,0.044305,0.0495485,0.0386597,0.0327975,0.0515798,0.0743313,0.0279031,0.00736012,0.00758597,0.0271167,0.0539127,0,0,0,0,0,0,0,0,0,0.037977,0.00667925,0,0
250,0.0616099,0.0363353,0,0,0,0,0,0,0.0608328,0.0172986,0.0373382,0.04196,0,0,0.0314455,0.0284354,0.0121509,0.0288527,0.055133,0.0264447,0.0400284,0.04258,0.0210516,0.0184893,0.014377,0.0336376,0.0331657,0.0317607,0.0309222,0.0169125,0.0823625,0.0336453,0.0215139,0.0730499,0.0104472,0.0397515,0.0971105,0.0534287,0,0,0.0308291,0,0.0111627,0.0179541,0.0528343,0.0565216,0.0268573,0.0892567,0.0383983,0.0374813,0.0298716,0.0317927,0.0463682,0.0435272,0.0483268,0.0387312,0.0325629,0.0510765,0.075491,0.0285251,0.0075051,0.00759293,0.0271941,0.0538622,0,0,0,0,0,0,0,0,0,0.0386073,0.00662946,0,0
251,0.0554001,0.0336706,0,0,0,0,0,0,0.0627744,0.0175831,0.036671,0.0395832,0,0,0.0280869,0.0278693,0.0108346,0.0282305,0.0545045,0.0254022,0.0393795,0.0384521,0.0204422,0.0168932,0.0129618,0.0333414,0.0327147,0.0313136,0.0304856,0.0156423,0.0855387,0.0304794,0.0212842,0.0663484,0.0106249,0.0364142,0.0918865,0.0479317,0,0,0.029465,0,0.0113469,0.017841,0.0552907,0.0594663,0.0246743,0.0858121,0.0321322,0.034931,0.0229,0.0328937,0.0491947,0.0372025,0.0557462,0,0.0411337,0.0567354,0.0723277,0.0267583,0.00785809,0.00753857,0.0256102,0.0479832,0,0,0,0,0,0,0,0,0,0.0374379,0.0059708,0,0
252,0.0614382,0.0364118,0,0,0,0,0,0,0.0591235,0.0169171,0.0370937,0.0414548,0,0,0.0322309,0.0293034,0.0128681,0.0296098,0.0546301,0.0272864,0.0392589,0.0435152,0.0221095,0.0198861,0.0156454,0.033917,0.0344541,0.0331874,0.0313073,0.0161214,0.0812055,0.0343935,0.0217735,0.0766158,0.0101883,0.0393806,0.0973252,0.0535053,0,0,0.031352,0,0.0108024,0.0188769,0.0524963,0.0617795,0.0277372,0.0865931,0.039439,0.0381318,0.0290945,0.0306412,0.0447509,0.0415505,0.0481199,0.0394643,0.0326665,0.0507491,0.0794307,0.0296132,0.00769448,0.00728698,0.0274698,0.0536904,0,0,0,0,0,0,0,0,0,0.0397339,0.00690986,0,0
253,0.0553602,0.0339065,0,0,0,0,0,0,0.0604085,0.0172823,0.036178,0.0397512,0,0,0.0293073,0.0287833,0.011571,0.0287781,0.0536361,0.0263342,0.0387928,0.0391063,0.0214618,0.0181937,0.0142919,0.033345,0.0342382,0.0329261,0.0308049,0.014685,0.0840432,0.0313007,0.0215359,0.0695446,0.0104053,0.0363577,0.0930628,0.0480773,0,0,0.0298221,0,0.0110204,0.0181649,0.0550441,0.0642644,0.0256738,0.0859046,0.0330763,0.0355399,0.02201,0.0325509,0.0487764,0.0355867,0.0564278,0,0.0416761,0.0573091,0.0762971,0.0275912,0.00813651,0.00750757,0.0260598,0.0478934,0,0,0,0,0,0,0,0,0,0.03888,0.00629089,0,0
254,0.0614136,0.0368099,0,0,0,0,0,0,0.057045,0.0166345,0.036437,0.0417056,0,0,0.0336917,0.0302025,0.0135955,0.0303301,0.0529773,0.0280888,0.0388564,0.0440947,0.023189,0.0214304,0.0169524,0.0339681,0.0358461,0.0346363,0.0313997,0.0149472,0.0799059,0.0352947,0.0219925,0.0809368,0.0100141,0.0400464,0.0983646,0.0536888,0,0,0.0318435,0,0.0105864,0.0190335,0.0519264,0.0651721,0.0288646,0.0869477,0.0401561,0.0386874,0.0283441,0.0295191,0.0437284,0.0401269,0.0473345,0.0386532,0.0317885,0.0504522,0.0850222,0.0304796,0.00783706,0.00750463,0.027929,0.0534471,0,0,0,0,0,0,0,0,0,0.041023,0.00755915,0,0
255,0.0615139,0.0371096,0,0,0,0,0,0,0.0560801,0.0164456,0.0360415,0.0420917,0,0,0.0346218,0.0307388,0.0138362,0.0306734,0.0516624,0.0284041,0.0388986,0.0444402,0.0237016,0.0221584,0.0177078,0.0340262,0.0363889,0.0351472,0.0313396,0.0142908,0.0792002,0.0358204,0.0220929,0.0829553,0.00983747,0.0398445,0.0989996,0.0538571,0,0,0.0319579,0,0.0104128,0.0190368,0.051535,0.0663166,0.0293382,0.0872541,0.0402033,0.0389503,0.0278675,0.029068,0.043737,0.0395688,0.046862,0.0380749,0.0312306,0.0500738,0.086753,0.0308581,0.0079671,0.0073446,0.0282135,0.0533985,0,0,0,0,0,0,0,0,0,0.0413634,0.00768417,0,0
256,0.0557922,0.0348407,0,0,0,0,0,0,0.0566143,0.016693,0.0348266,0.0409526,0,0,0.0317784,0.0301416,0.0124414,0.0295385,0.049858,0.0272323,0.0386881,0.0404828,0.0227414,0.0201291,0.016357,0.0334192,0.0358856,0.0344788,0.0306398,0.01282,0.0813399,0.0327846,0.0218411,0.0721451,0.00995686,0.0333176,0.0947231,0.0488353,0,0,0.0304654,0,0.0104772,0.0184169,0.0541641,0.0679871,0.0270899,0.0869377,0.0335655,0.0365019,0.0208788,0.0317342,0.048923,0.0341729,0.0551117,0,0.0400233,0.0560402,0.0804431,0.0288082,0.00843451,0.00733165,0.0269381,0.048062,0,0,0,0,0,0,0,0,0,0.0398398,0.00698323,0,0
257,0.0612206,0.0373441,0,0,0,0,0,0,0.0540062,0.0161347,0.034744,0.0432146,0,0,0.0358734,0.0314272,0.0142928,0.0312608,0.0478684,0.0286981,0.0395427,0.0448213,0.0243023,0.0230584,0.0192148,0.0344666,0.0370462,0.0356903,0.030896,0.012896,0.0780606,0.0363492,0.0222585,0.0814556,0.00958626,0.0360059,0.099954,0.0537918,0,0,0.0321506,0,0.0100396,0.0192816,0.0512002,0.066271,0.0297315,0.0858524,0.0394079,0.0392338,0.0267476,0.0281634,0.0443401,0.0383967,0.0451435,0.0364261,0.0295919,0.048063,0.0865164,0.0310179,0.0082756,0.00737072,0.0286327,0.0532675,0,0,0,0,0,0,0,0,0,0.0411471,0.00777943,0,0
258,0.0610886,0.0374247,0,0,0,0,0,0,0.0531118,0.0160138,0.0338446,0.0443766,0,0,0.0362521,0.0317905,0.0142931,0.0315371,0.0451853,0.0287604,0.0403957,0.0447246,0.0244152,0.0233471,0.0201423,0.0348576,0.0371735,0.0358504,0.0305883,0.0121008,0.0774069,0.0363508,0.0223897,0.0807821,0.00951742,0.0349915,0.100838,0.0536757,0,0,0.0318972,0,0.0100011,0.0192418,0.0511881,0.0656413,0.0296166,0.0853503,0.0387528,0.0392356,0.0261956,0.0279389,0.0452469,0.0379295,0.043689,0.0356919,0.0285583,0.0468184,0.0854831,0.0307578,0.00835492,0.00758768,0.0288501,0.0531684,0,0,0,0,0,0,0,0,0,0.0408665,0.00774813,0,0
259,0.060609,0.0372414,0,0,0,0,0,0,0.0516551,0.0159337,0.0329256,0.0460964,0,0,0.0361502,0.0320854,0.0138308,0.0318836,0.0428277,0.0290333,0.0418814,0.0441516,0.0242255,0.0228688,0.0210065,0.0353094,0.0372708,0.0360442,0.0303787,0.0112113,0.0775445,0.0358642,0.0225019,0.079843,0.00943264,0.035175,0.102337,0.0531061,0,0,0.0312208,0,0.00989556,0.0188969,0.0512008,0.0658968,0.0291349,0.0852377,0.0375807,0.0388045,0.0254881,0.028465,0.0467182,0.0373954,0,0.0353,0.0278275,0.0460566,0.0843167,0.0302067,0.00851692,0.00802743,0.0288097,0.052606,0,0,0,0,0,0,0,0,0,0.0405952,0.00774696,0,0
260,0.0605668,0.0373016,0,0,0,0,0,0,0.0495336,0.0157976,0.0319959,0.047643,0,0,0.0359503,0.0324079,0.01347,0.0323602,0.0399542,0.0293352,0.0431029,0.0438371,0.0241507,0.0225151,0.0219419,0.0358359,0.0372271,0.0360025,0.0300654,0.0103532,0.0768424,0.0354568,0.0225872,0.0781948,0.00924011,0.0351387,0.103616,0.0528762,0,0,0.0305927,0,0.00970351,0.0184677,0.0511652,0.0652161,0.0287561,0.0847132,0.036717,0.0385814,0.025496,0.0276802,0.0467566,0.0370918,0.0423695,0.0345207,0.0263331,0.0447186,0.0831944,0.0298111,0.00869912,0.0082634,0.028831,0.0524682,0,0,0,0,0,0,0,0,0,0.0403245,0.0077539,0,0
261,0.0601377,0.0371888,0,0,0,0,0,0,0.0481286,0.0157183,0.0309059,0.0489514,0,0,0.0353202,0.0326969,0.0131793,0.0330163,0.0369422,0.0294886,0.0443649,0.0432036,0.024109,0.0218448,0.0227629,0.0364979,0.0371234,0.0357247,0.0297925,0.00950653,0.0758218,0.0347077,0.0226798,0.076766,0.0090946,0.0361334,0.105025,0.0523764,0,0,0.0298205,0,0.00950816,0.0181919,0.0510991,0.0651399,0.0280861,0.0854987,0.0354415,0.0381044,0.0252993,0.0274186,0.0461655,0.0367969,0.0432579,0.0341139,0.0258195,0.0445078,0.0810472,0.0293351,0.00906949,0.00836094,0.0286644,0.051876,0,0,0,0,0,0,0,0,0,0.0399044,0.0076412,0,0
262,0.0593756,0.0367545,0,0,0,0,0,0,0.0465186,0.0156534,0.0297863,0.0508001,0,0,0.0341378,0.032874,0.0128616,0.0338326,0.0341893,0.0296698,0.0461,0.0423494,0.0241537,0.0209585,0.02352,0.0372193,0.0370469,0.0355087,0.0293972,0.00869251,0.0742021,0.033605,0.0227229,0.0759034,0.00899949,0.0375523,0.107191,0.0515424,0,0,0.0289007,0,0.00929696,0.0179939,0.0511671,0.0658029,0.0273331,0.0874847,0.0337935,0.0372481,0.0252484,0.0269409,0.0439393,0.0368152,0.0446458,0.0337377,0.0261631,0.0451484,0.0787963,0.0284702,0.00997549,0.00842315,0.0282917,0.0510226,0,0,0,0,0,0,0,0,0,0.0395788,0.0075411,0,0
263,0.0585102,0.0362053,0,0,0,0,0,0,0.0445455,0.015596,0.0287207,0.0525913,0,0,0.0329181,0.0328926,0.0124866,0.0347603,0.03158,0.0296751,0.0475999,0.0414759,0.0241896,0.0198928,0.0241948,0.0378363,0.0368786,0.0352779,0.0288896,0.00802202,0.0712543,0.0323864,0.0226699,0.0748992,0.00893012,0.0388304,0.10927,0.0506997,0,0,0.0279818,0,0.00914172,0.0176886,0.0513386,0.067016,0.0266678,0.0895206,0.0322605,0.0364709,0.0255119,0.026583,0.0428302,0.0372485,0.0456188,0.0337077,0.0263819,0.0457987,0.0762784,0.0275444,0.0110178,0.00841379,0.0278871,0.0501615,0,0,0,0,0,0,0,0,0,0.0392122,0.00734922,0,0
264,0.0577276,0.0356858,0,0,0,0,0,0,0.041779,0.0155692,0.0275752,0.0539295,0,0,0.0318691,0.0328606,0.0120639,0.0356624,0.0289547,0.0293976,0.0485814,0.0406877,0.0239814,0.0186507,0.0244709,0.0383363,0.0365847,0.0348709,0.028316,0.00760688,0.0669674,0.031269,0.0226305,0.0737697,0.0089236,0.0401836,0.110884,0.0500637,0,0,0.027278,0,0.00914131,0.0171639,0.051698,0.0682789,0.0261528,0.0914346,0.0310809,0.0358476,0.0260364,0.0264937,0.0429914,0.0379609,0.0464549,0.0335232,0.026509,0.0463139,0.0733649,0.0267756,0.0114718,0.0084858,0.0275445,0.0494392,0,0,0,0,0,0,0,0,0,0.0382238,0.00718,0,0
265,0.052592,0.0334439,0,0,0,0,0,0,0.0382181,0.0157771,0.0255754,0.0531781,0,0,0.0284462,0.0320797,0.0106715,0.0347744,0.0266472,0.0274199,0.0482399,0.0370153,0.0215937,0.0146558,0.0223109,0.0372629,0.0351746,0.033267,0.0273993,0.00746379,0.0614472,0.0279642,0.0223353,0.0528829,0.00900145,0.0268748,0.106977,0.0456551,0,0,0.0255569,0,0.00915789,0.0163671,0.053966,0.0624442,0.0242821,0.094578,0.0253386,0.0334399,0.0213222,0.03047,0.0493626,0.0351191,0.0580748,0,0.0389363,0.0552795,0.0584025,0.024668,0.0118467,0.0086221,0.0261945,0.0447838,0,0,0,0,0,0,0,0,0,0.0350468,0.00649634,0,0
266,0.0562219,0.0347169,0,0,0,0,0,0,0.0335216,0.0156952,0.0252118,0.0560289,0,0,0.0305815,0.0326518,0.0113973,0.037107,0.022825,0.0283806,0.0496598,0.039556,0.0225263,0.0154325,0.0244185,0.0386414,0.0357885,0.0339144,0.0274201,0.00753192,0.0538183,0.0297552,0.0225652,0.0705123,0.00875762,0.0430667,0.113618,0.0489427,0,0,0.02553,0,0.00883329,0.0162764,0.0516895,0.0701117,0.0255689,0.0945775,0.0290575,0.0346826,0.0281033,0.0255729,0.0448814,0.0396334,0.0485471,0.032771,0.0269609,0.047294,0.0675415,0.0252991,0.0119592,0.00888855,0.0270197,0.0482634,0,0,0,0,0,0,0,0,0,0.0353251,0.00689877,0,0
267,0.0557663,0.0344879,0,0,0,0,0,0,0.0282278,0.0157753,0.0247768,0.0568012,0,0,0.0301139,0.0325517,0.0110103,0.0376079,0.0202467,0.0276905,0.0499488,0.0390584,0.0214738,0.0135722,0.0243254,0.0387349,0.0352911,0.0335128,0.0269685,0.00789676,0.044984,0.0290983,0.0225566,0.0690185,0.00869104,0.0436847,0.114844,0.0486073,0,0,0.0244629,0,0.00876309,0.0158112,0.0515516,0.0706405,0.0253881,0.0955138,0.0281657,0.0343551,0.0282766,0.0249882,0.0450096,0.0402481,0.0496347,0.0323196,0.027343,0.0480675,0.065158,0.0246506,0.0120715,0.00888992,0.0269399,0.0479327,0,0,0,0,0,0,0,0,0,0.0337473,0.0067557,0,0
268,0.0553399,0.0343712,0,0,0,0,0,0,0.0228712,0.0157574,0.0249605,0.0574185,0,0,0.0296695,0.0325219,0.0107515,0.0380165,0.018553,0.026925,0.0501868,0.0387284,0.0203196,0.0117585,0.0242475,0.0389182,0.0348119,0.0330693,0.0264987,0.00845801,0.0359822,0.0285989,0.0225425,0.0673884,0.00869222,0.0439184,0.116111,0.0483668,0,0,0.0236126,0,0.00877098,0.0154382,0.051583,0.070748,0.0252442,0.0962801,0.0273906,0.0341833,0.0278943,0.0246822,0.0451254,0.0406608,0.0504725,0.0317415,0.027801,0.0486736,0.0627279,0.0241563,0.0121501,0.00860854,0.0270108,0.0476391,0,0,0,0,0,0,0,0,0,0.0322206,0.00664484,0,0
269,0.0549982,0.034279,0,0,0,0,0,0,0.0177904,0.0156952,0.0251124,0.0581,0,0,0.0292862,0.0325086,0.0104987,0.0383817,0.0171819,0.0261189,0.0505541,0.0385213,0.0187756,0.0103818,0.024,0.0392081,0.0343241,0.0326423,0.026022,0.00920347,0.027683,0.0282511,0.0225111,0.0655097,0.0087211,0.0440204,0.1175,0.0482107,0,0,0.0229615,0,0.00879691,0.0151367,0.0518834,0.0706952,0.0251614,0.0971479,0.0267765,0.0341092,0.0277308,0.0246777,0.0453961,0.0409803,0.0507575,0.0312727,0.0277552,0.0488366,0.060025,0.023661,0.0121957,0.00867025,0.0271638,0.0473124,0,0,0,0,0,0,0,0,0,0.0307124,0.00651128,0,0
