Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFIN,LFRM,LGTR,LHEE,LILC,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LFHD,LKNE,LWRB,x79,
76,0.0460696,0.0299804,0,0,0,0,0,0,0.0478591,0.018745,0.0330153,0.055055,0,0,0.0196691,0.0225424,0.00771586,0.0298027,0.0254651,0.016462,0.0379372,0.0289948,0.0182901,0.0185561,0.0157135,0.0414858,0.00870555,0.0121781,0.0171447,0.0173105,0.0563197,0.0243838,0.0195317,0.0466141,0.0112093,0.0503998,0.0930941,0.0423612,0,0,0.0277797,0,0.0115703,0.0166692,0.0596353,0.0502083,0.0289987,0.076486,0.01686,0.0321965,0.0341876,0.0319488,0.0528523,0.0505614,0.0403717,0.0117507,0.0175955,0.0300955,0.0486798,0.024794,0.007778,0.00801387,0.0220077,0.0398407,0,0,0,0,0,0,0,0,0,0.0122062,0.00625637,0,0
77,0.0456212,0.0294562,0,0,0,0,0,0,0.0481163,0.0188212,0.0319407,0.0548438,0,0,0.0189598,0.0223437,0.00745898,0.0295388,0.0236015,0.0165017,0.0394596,0.0282661,0.0189817,0.0187617,0.0160318,0.0408404,0.00944078,0.0129196,0.0174441,0.016484,0.0569451,0.0236509,0.0194837,0.0498771,0.0114117,0.0519038,0.0937677,0.0419639,0,0,0.0272428,0,0.011787,0.0164992,0.0595147,0.0486619,0.0281216,0.0750277,0.0166168,0.0317243,0.0338725,0.0315028,0.0524836,0.0503074,0.0400774,0.0117497,0.0168093,0.0299236,0.0489046,0.0241896,0.0077975,0.008054,0.0215995,0.0394641,0,0,0,0,0,0,0,0,0,0.0126442,0.00612567,0,0
78,0.0451363,0.0288934,0,0,0,0,0,0,0.0486973,0.0188994,0.0309616,0.0549297,0,0,0.0182893,0.0221118,0.00714315,0.0291929,0.0219024,0.0166288,0.0410224,0.0276263,0.0194437,0.0190547,0.0162,0.0403326,0.0102191,0.0137064,0.0177514,0.0156745,0.0579223,0.0230465,0.0194252,0.0529365,0.011613,0.0529689,0.0947671,0.0416141,0,0,0.0267874,0,0.0120622,0.0163908,0.0593146,0.047066,0.0273155,0.0736115,0.016418,0.031458,0.0335424,0.031144,0.0522713,0.0500946,0.0397483,0.0118849,0.016206,0.0296325,0.0511257,0.0236706,0.00782232,0.00808321,0.0211677,0.0390004,0,0,0,0,0,0,0,0,0,0.0133753,0.00597771,0,0
79,0.0446628,0.0283324,0,0,0,0,0,0,0.0494964,0.0189633,0.030289,0.0552566,0,0,0.0177417,0.0218962,0.00683719,0.0288327,0.0204916,0.0167389,0.042605,0.0271355,0.0195559,0.0190668,0.0161125,0.0400114,0.0108811,0.0143195,0.0179873,0.0150183,0.0593385,0.0226236,0.0193559,0.0544706,0.0118218,0.0524837,0.0960113,0.0412489,0,0,0.0263808,0,0.0123867,0.0162022,0.0591541,0.0457605,0.0266001,0.07203,0.0163607,0.0312695,0.033049,0.0309723,0.0523622,0.049863,0.0391716,0.0120903,0.0158584,0.0290491,0.0530622,0.0231542,0.00789526,0.00809242,0.0207709,0.0384367,0,0,0,0,0,0,0,0,0,0.0140821,0.00585372,0,0
80,0.0443882,0.0280021,0,0,0,0,0,0,0.0507532,0.0190174,0.0303376,0.0556353,0,0,0.0173953,0.0217926,0.00662719,0.0284322,0.0197433,0.0168972,0.043818,0.0268072,0.0191155,0.0188938,0.0158594,0.0398444,0.0113205,0.0146584,0.0182433,0.0145831,0.0611599,0.0223644,0.0193329,0.0552541,0.0120214,0.0515155,0.0973742,0.0411162,0,0,0.0261974,0,0.0126339,0.0160218,0.0589725,0.0448629,0.0260634,0.0704926,0.0160897,0.0314409,0.0322487,0.0309613,0.0526357,0.0495336,0.0382962,0.0120816,0.0154317,0.0282648,0.0541128,0.0229126,0.00786493,0.0080235,0.020624,0.0379865,0,0,0,0,0,0,0,0,0,0.0148242,0.00575991,0,0
81,0.0442685,0.027894,0,0,0,0,0,0,0.0525403,0.0190355,0.0307874,0.056036,0,0,0.0173069,0.0217187,0.00658597,0.028108,0.0194498,0.0170341,0.0447739,0.0266605,0.0182571,0.0184837,0.0153611,0.0397124,0.0116588,0.0148114,0.0184684,0.0143892,0.0632328,0.0222957,0.0193328,0.0549651,0.0121878,0.0503514,0.0988064,0.0410945,0,0,0.0260553,0,0.0128633,0.0158349,0.0586998,0.0440492,0.0257931,0.0688557,0.0159246,0.0317082,0.0312351,0.0309286,0.0529291,0.0489274,0.0373961,0.0120567,0.0151139,0.0275581,0.0532109,0.0227747,0.00786175,0.0079471,0.0207306,0.037588,0,0,0,0,0,0,0,0,0,0.0156644,0.0056553,0,0
82,0.0442421,0.027902,0,0,0,0,0,0,0.0540192,0.0190294,0.031281,0.0566234,0,0,0.0174005,0.021643,0.00663899,0.0280628,0.0194537,0.0169807,0.0455856,0.0265957,0.0174509,0.0181136,0.015041,0.0395284,0.0120124,0.0147182,0.0186559,0.014402,0.0649319,0.022358,0.0193141,0.0537999,0.0123571,0.0494157,0.100462,0.0410987,0,0,0.0259722,0,0.0131201,0.015633,0.0584898,0.0432789,0.025609,0.0673636,0.0159928,0.0319762,0.0301649,0.0309237,0.0532425,0.048168,0.0366982,0.0120009,0.014867,0.0271072,0.0516861,0.0227292,0.00779308,0.00788074,0.0209786,0.037237,0,0,0,0,0,0,0,0,0,0.0166808,0.00574373,0,0
83,0.0443733,0.0280262,0,0,0,0,0,0,0.0550484,0.0189973,0.0315923,0.057435,0,0,0.0176623,0.0216726,0.00675187,0.0281163,0.0194582,0.0168909,0.0462582,0.0267394,0.017329,0.0179821,0.014946,0.0394052,0.0125515,0.0146204,0.0189088,0.0145138,0.0661228,0.0226799,0.0192923,0.0523878,0.0125121,0.0484312,0.102208,0.0411686,0,0,0.025973,0,0.0133838,0.0155032,0.058448,0.0422687,0.0254263,0.0660837,0.0161908,0.0321854,0.0291154,0.0311761,0.0532616,0.0473803,0.0362759,0.0119577,0.0146752,0.0266814,0.0502984,0.0227684,0.00768866,0.00781316,0.0214531,0.0371096,0,0,0,0,0,0,0,0,0,0.0176814,0.00610761,0,0
84,0.0447455,0.0283195,0,0,0,0,0,0,0.0556895,0.018955,0.0316127,0.0582838,0,0,0.0180658,0.0217739,0.00686685,0.0282285,0.0193243,0.0169852,0.0467542,0.0269747,0.0176975,0.0178653,0.0150679,0.0392467,0.0132295,0.014761,0.019226,0.0145582,0.0669447,0.023052,0.0193105,0.0508769,0.0126543,0.0470886,0.104016,0.0413775,0,0,0.0260849,0,0.0136238,0.0153135,0.0586153,0.0408529,0.0252228,0.0649291,0.0165006,0.0324332,0.028178,0.0320057,0.053453,0.0466371,0.0357624,0.0118516,0.0145514,0.0260689,0.0488001,0.0229212,0.00760801,0.00774924,0.0221617,0.0373461,0,0,0,0,0,0,0,0,0,0.0187388,0.00630736,0,0
85,0.0453312,0.0287895,0,0,0,0,0,0,0.056123,0.0189172,0.0313427,0.0589128,0,0,0.0185487,0.0219036,0.00703118,0.0285053,0.0190804,0.0173098,0.0470052,0.0272576,0.0181547,0.0177343,0.0153243,0.0390148,0.0139326,0.015181,0.0195441,0.0144608,0.0676812,0.0234126,0.0193606,0.0491882,0.0127512,0.045573,0.105598,0.0417555,0,0,0.0262813,0,0.0138342,0.0151294,0.058757,0.0394282,0.0249783,0.0640518,0.0168293,0.0327731,0.0273507,0.0327129,0.0537572,0.0460198,0.0351792,0.0117371,0.0144208,0.025528,0.0470039,0.0231705,0.00753705,0.00774347,0.0230174,0.0379571,0,0,0,0,0,0,0,0,0,0.0197732,0.00631261,0,0
86,0.046089,0.0293851,0,0,0,0,0,0,0.0566131,0.0188252,0.0310758,0.0592797,0,0,0.0191482,0.0219,0.00730395,0.0289177,0.0187374,0.017858,0.0469785,0.0276301,0.0185778,0.0176287,0.0155827,0.0386985,0.0147149,0.0157776,0.019946,0.0142587,0.0685208,0.02384,0.0194052,0.0473884,0.012837,0.0440164,0.106853,0.042305,0,0,0.0265169,0,0.0139947,0.0150742,0.0588219,0.038089,0.0246443,0.0634015,0.0171439,0.0331377,0.026638,0.0332828,0.0542162,0.0454733,0.0345895,0.0116332,0.0142902,0.0250413,0.0448156,0.0234676,0.00745049,0.00773536,0.0239108,0.0388337,0,0,0,0,0,0,0,0,0,0.0207219,0.00626962,0,0
87,0.0468228,0.0300622,0,0,0,0,0,0,0.0571709,0.0187218,0.0310239,0.0594369,0,0,0.0198144,0.0219723,0.00768716,0.0292488,0.0184457,0.0184878,0.0468986,0.0280721,0.0191703,0.017568,0.0158747,0.0383894,0.015449,0.0163348,0.0203243,0.0140474,0.0691991,0.0243116,0.019432,0.0456253,0.0128903,0.0425043,0.107868,0.0428471,0,0,0.0266579,0,0.0141004,0.0150519,0.0588985,0.0367949,0.0242314,0.0628389,0.0174835,0.0333678,0.0258693,0.0339181,0.0546205,0.044831,0.0340225,0.0115775,0.0142011,0.0245854,0.0425978,0.0236876,0.00741275,0.00772523,0.0247654,0.0396751,0,0,0,0,0,0,0,0,0,0.0215917,0.00630695,0,0
88,0.047535,0.0308039,0,0,0,0,0,0,0.0575351,0.0186634,0.0313318,0.0593675,0,0,0.0205302,0.0219388,0.00812257,0.0294568,0.0183377,0.0190946,0.0468205,0.0285929,0.0194288,0.0174803,0.0161056,0.0381598,0.0160748,0.0167991,0.0206606,0.0139337,0.0696299,0.0248094,0.0194395,0.0440987,0.0129282,0.0411506,0.108652,0.0433642,0,0,0.0267242,0,0.0141752,0.0150036,0.0589865,0.0357803,0.0237508,0.0624888,0.0179254,0.0335277,0.02507,0.0343285,0.0550012,0.0441614,0.033592,0.0116293,0.0141155,0.0241768,0.0409201,0.0237932,0.00740225,0.0077559,0.0254971,0.0404577,0,0,0,0,0,0,0,0,0,0.02243,0.00635749,0,0
89,0.0482126,0.0315292,0,0,0,0,0,0,0.0578301,0.0186311,0.0315171,0.0590896,0,0,0.021013,0.0221757,0.00837855,0.0296091,0.0185037,0.0196763,0.0468514,0.0290404,0.0196334,0.0173063,0.0161999,0.0380302,0.0166389,0.0171624,0.0210066,0.0139567,0.0701755,0.025145,0.0195131,0.0428272,0.012964,0.0400131,0.109161,0.0439035,0,0,0.0268533,0,0.014219,0.0149931,0.0590493,0.0350907,0.0232287,0.0624482,0.0184474,0.0337124,0.02432,0.0346396,0.0551681,0.0433536,0.0333377,0.0117417,0.0140217,0.0238667,0.0397569,0.0238339,0.00737116,0.00780455,0.0260861,0.0412048,0,0,0,0,0,0,0,0,0,0.023265,0.00646293,0,0
90,0.0488753,0.0321818,0,0,0,0,0,0,0.0582441,0.0185781,0.0316405,0.0586299,0,0,0.0213332,0.022414,0.00846688,0.0297164,0.0189139,0.0201923,0.0470735,0.0294262,0.0195724,0.0170484,0.0161845,0.0379419,0.0171535,0.0173619,0.0213136,0.0141379,0.0707642,0.0253545,0.0195969,0.0420914,0.0130198,0.0390678,0.1094,0.0444544,0,0,0.027014,0,0.0142733,0.0150758,0.0590964,0.0346154,0.0227155,0.062757,0.0190242,0.0338723,0.0236555,0.0348182,0.0551585,0.0424975,0.0332194,0.0119191,0.0139473,0.0236738,0.0388879,0.0238654,0.00737642,0.00784521,0.0265445,0.041951,0,0,0,0,0,0,0,0,0,0.0240568,0.00647054,0,0
91,0.0495599,0.0327397,0,0,0,0,0,0,0.0587168,0.0185268,0.032043,0.0580564,0,0,0.0216718,0.0224596,0.0084864,0.0297647,0.0195046,0.0206202,0.047387,0.0298936,0.0193681,0.0167101,0.0160886,0.0378689,0.0176822,0.0175456,0.0216918,0.0144103,0.07131,0.0255695,0.0196341,0.0419691,0.0130852,0.0383761,0.109493,0.0450411,0,0,0.0271548,0,0.0143416,0.0151936,0.0590485,0.0341967,0.0222685,0.0632255,0.0196969,0.0339747,0.0229564,0.0348186,0.0550493,0.0417337,0.0331812,0.0121765,0.0138522,0.0236069,0.038351,0.0238265,0.00742902,0.00790231,0.0269319,0.0427074,0,0,0,0,0,0,0,0,0,0.024791,0.00646145,0,0
92,0.0502841,0.0332108,0,0,0,0,0,0,0.0591156,0.01848,0.0325772,0.0574398,0,0,0.0220991,0.0225272,0.00850844,0.0297799,0.0200075,0.0209997,0.047759,0.0304389,0.0191662,0.0163608,0.0159465,0.0377864,0.0181467,0.0177934,0.0220421,0.0146779,0.0717548,0.025784,0.0196554,0.042191,0.0131595,0.037837,0.109448,0.0456551,0,0,0.0272837,0,0.0144487,0.0152353,0.058901,0.0339917,0.0219005,0.0638472,0.0204084,0.0341051,0.0221858,0.0346736,0.0548315,0.0410264,0.0331859,0.0125094,0.013804,0.0236834,0.0379651,0.0237707,0.00740527,0.00795226,0.0273148,0.0434728,0,0,0,0,0,0,0,0,0,0.0254706,0.00649195,0,0
93,0.0510233,0.0335817,0,0,0,0,0,0,0.059417,0.0184336,0.0327236,0.0568449,0,0,0.0225153,0.0226275,0.00861312,0.0298403,0.0205002,0.0213629,0.0481419,0.0309763,0.0190663,0.0161326,0.015817,0.0376283,0.0184369,0.0180806,0.0223733,0.0148968,0.0720797,0.0259759,0.0196823,0.0424603,0.0132207,0.0372258,0.109377,0.0463309,0,0,0.0273849,0,0.0145291,0.0152148,0.0586979,0.0336429,0.0215864,0.0646174,0.021099,0.0342727,0.0216564,0.034369,0.0544959,0.0403651,0.0330789,0.0128749,0.0137114,0.023831,0.038016,0.0236212,0.00740964,0.0080056,0.0276551,0.0442794,0,0,0,0,0,0,0,0,0,0.026085,0.00653496,0,0
94,0.0518666,0.0339139,0,0,0,0,0,0,0.0596699,0.0183805,0.0330269,0.056314,0,0,0.0229749,0.0228014,0.00880803,0.0300101,0.0209959,0.0216417,0.0485306,0.0315231,0.0191371,0.0161134,0.0157375,0.0374425,0.0188818,0.0184806,0.022715,0.0150577,0.0723652,0.0263494,0.0197071,0.0427275,0.0132711,0.0366221,0.10944,0.0470911,0,0,0.0274553,0,0.0145909,0.0152035,0.0585425,0.0336425,0.0213542,0.0656021,0.0218132,0.0344966,0.0213525,0.033947,0.0541296,0.0398504,0.032708,0.0132192,0.0133619,0.0239022,0.0383247,0.0234097,0.00746034,0.00807396,0.0279455,0.0451466,0,0,0,0,0,0,0,0,0,0.0266427,0.00659364,0,0
95,0.0525409,0.0341098,0,0,0,0,0,0,0.0594799,0.0183638,0.0332557,0.0559275,0,0,0.0231748,0.0229812,0.00890644,0.0301417,0.0215824,0.0216388,0.0490769,0.0317942,0.0192056,0.0159715,0.015748,0.0372029,0.0193978,0.0188668,0.0230185,0.0151881,0.0724416,0.0264942,0.0197361,0.0428255,0.0132971,0.035472,0.109593,0.0477283,0,0,0.0273936,0,0.0146193,0.0152445,0.0584154,0.0329778,0.0211641,0.066579,0.022277,0.0346145,0.021223,0.0334728,0.0536445,0.0394206,0.0322218,0.0135904,0.0131209,0.0238631,0.038619,0.023063,0.00751584,0.00815676,0.0281109,0.0457812,0,0,0,0,0,0,0,0,0,0.0271043,0.00661983,0,0
96,0.0529829,0.034172,0,0,0,0,0,0,0.0592862,0.0183763,0.0333253,0.0557958,0,0,0.0230465,0.0230103,0.00888021,0.0302123,0.0222528,0.0211853,0.0498928,0.0317898,0.0192038,0.0156815,0.015806,0.0369469,0.0199208,0.0191303,0.023325,0.015373,0.0722981,0.0263589,0.0197346,0.043406,0.0133462,0.0342878,0.110092,0.0481865,0,0,0.0272694,0,0.0146392,0.015312,0.0583535,0.0323495,0.0209905,0.0678421,0.0224785,0.0345555,0.021247,0.0330556,0.053193,0.0391827,0.0314756,0.0140658,0.0125861,0.0236844,0.0395604,0.0226025,0.00762391,0.00825869,0.0280649,0.0460929,0,0,0,0,0,0,0,0,0,0.0274346,0.00654887,0,0
97,0.0535704,0.0344143,0,0,0,0,0,0,0.0591996,0.0183633,0.0333895,0.0556851,0,0,0.0230786,0.0230015,0.00895752,0.0302667,0.0229566,0.0210298,0.0502961,0.0320498,0.0192654,0.0154339,0.0156133,0.0367264,0.0203161,0.0193641,0.0235888,0.0155518,0.0721032,0.0264177,0.0197346,0.0436552,0.0133665,0.0324829,0.110411,0.0487799,0,0,0.0271515,0,0.0146098,0.015473,0.0583912,0.0313419,0.0210128,0.069116,0.0228801,0.0346371,0.0212515,0.0328206,0.0527001,0.0389807,0.0305968,0.0144593,0.0117992,0.0236844,0.0404531,0.0222407,0.00781313,0.00831892,0.0281685,0.0465157,0,0,0,0,0,0,0,0,0,0.0277985,0.0065109,0,0
98,0.0542373,0.0347261,0,0,0,0,0,0,0.0592232,0.0183462,0.0335396,0.0556382,0,0,0.0233002,0.0231275,0.00905957,0.0303095,0.0236715,0.0210665,0.0503904,0.0324728,0.019365,0.015275,0.0154157,0.0365461,0.0206473,0.0195816,0.0237209,0.0157624,0.0720875,0.0266255,0.0197605,0.0437006,0.0134182,0.0304871,0.110769,0.0494248,0,0,0.0270621,0,0.0145663,0.015617,0.0585686,0.0300673,0.0211612,0.0700589,0.0234981,0.0348538,0.0215006,0.0328433,0.0521347,0.0387896,0.0296331,0.0148909,0.0111971,0.0237522,0.0413847,0.0220431,0.00793935,0.00831698,0.0283668,0.0470027,0,0,0,0,0,0,0,0,0,0.0281895,0.00656332,0,0
99,0.0548542,0.0349976,0,0,0,0,0,0,0.0591812,0.018313,0.0336646,0.0556819,0,0,0.0235737,0.0231094,0.00909629,0.0303069,0.0243555,0.0210822,0.0503844,0.0328693,0.0194746,0.0151841,0.0152977,0.0363786,0.0209565,0.0197897,0.0238747,0.0159887,0.0720909,0.0268918,0.0197712,0.0438718,0.0134365,0.0282956,0.111115,0.0500457,0,0,0.0271394,0,0.0145583,0.0157072,0.0587514,0.0285906,0.0213795,0.0710118,0.0242015,0.0350484,0.0221174,0.0326483,0.0515807,0.0387586,0.0288834,0.0156422,0.011181,0.0241471,0.0425339,0.0220458,0.00800977,0.00830025,0.0285518,0.0474779,0,0,0,0,0,0,0,0,0,0.0285623,0.00655621,0,0
100,0.0554009,0.0352126,0,0,0,0,0,0,0.0590877,0.0182991,0.033621,0.0558903,0,0,0.0238441,0.0230832,0.00911498,0.030253,0.0250501,0.0210657,0.0504284,0.0332246,0.0195804,0.0151078,0.0151951,0.0361866,0.0212869,0.0200441,0.0241238,0.0162051,0.0720995,0.0271672,0.0197651,0.0445068,0.0134116,0.0263588,0.111532,0.050581,0,0,0.0273268,0,0.0145568,0.015722,0.0588569,0.0270826,0.0216134,0.0721102,0.0248965,0.0351168,0.0228407,0.0322111,0.0510065,0.0389729,0.0285154,0.0167973,0.0115405,0.0250068,0.044377,0.0220728,0.00804787,0.00840236,0.0286789,0.047942,0,0,0,0,0,0,0,0,0,0.0289329,0.00651079,0,0
101,0.0559411,0.0354089,0,0,0,0,0,0,0.0590005,0.0182802,0.0334421,0.0561166,0,0,0.0241296,0.023116,0.00915637,0.0302096,0.0257962,0.0210461,0.0504373,0.0336273,0.0196461,0.0150394,0.0150488,0.0359624,0.0216729,0.0203015,0.0244397,0.0163759,0.0720377,0.0274514,0.0197565,0.0457554,0.0134153,0.0251452,0.11206,0.0510649,0,0,0.0274647,0,0.0145473,0.0156774,0.0588665,0.0257418,0.0218288,0.0732799,0.0255956,0.0352221,0.0235565,0.031612,0.0503616,0.0393413,0.0286333,0.0182603,0.0122628,0.0262649,0.0466553,0.0220932,0.00815909,0.00846844,0.0288223,0.0484903,0,0,0,0,0,0,0,0,0,0.0292544,0.00649648,0,0
102,0.0564452,0.0355555,0,0,0,0,0,0,0.0588125,0.0182742,0.033427,0.05631,0,0,0.024445,0.023251,0.00920954,0.0302399,0.026412,0.0210688,0.0503946,0.0340447,0.0196751,0.014937,0.0148622,0.035663,0.0221208,0.0205496,0.0246302,0.0164674,0.0720585,0.0277326,0.0197787,0.0479824,0.0134398,0.0249819,0.112636,0.0514904,0,0,0.0275569,0,0.0145157,0.015823,0.0588212,0.0249342,0.0220345,0.0746421,0.026269,0.0353307,0.0242233,0.0311337,0.0495426,0.0397199,0.0293338,0.0198374,0.0135201,0.0278601,0.0492268,0.0221541,0.0082552,0.00846594,0.0289455,0.0491076,0,0,0,0,0,0,0,0,0,0.029534,0.00652084,0,0
103,0.0570906,0.0357844,0,0,0,0,0,0,0.0585242,0.018235,0.0334091,0.0564506,0,0,0.0248578,0.0234688,0.00936914,0.0301644,0.0270372,0.0210924,0.0502026,0.0345631,0.019715,0.0148987,0.0146802,0.0353722,0.022471,0.0208115,0.0249209,0.0165353,0.0719356,0.0281102,0.0198102,0.050408,0.0134047,0.0254363,0.113154,0.0520172,0,0,0.027752,0,0.0144723,0.0159427,0.0586372,0.024895,0.0223375,0.0765994,0.0270762,0.035557,0.0251708,0.0303053,0.0487508,0.040337,0.03102,0.0218738,0.0154632,0.030066,0.0515858,0.0223235,0.00831763,0.0084393,0.0290795,0.0498096,0,0,0,0,0,0,0,0,0,0.0298214,0.00656215,0,0
104,0.0577712,0.0361013,0,0,0,0,0,0,0.0582614,0.0181425,0.0333744,0.0565467,0,0,0.0253575,0.0236102,0.00960986,0.0300039,0.0277162,0.0211627,0.0499413,0.0351124,0.019792,0.0148851,0.0144489,0.0350721,0.0227417,0.0211418,0.0252013,0.0165964,0.0717537,0.0285689,0.0198274,0.0528183,0.0133285,0.0267709,0.113584,0.0525682,0,0,0.0279219,0,0.0143894,0.0160362,0.0584657,0.0259061,0.0227138,0.0790153,0.0279431,0.0358011,0.0263706,0.0296116,0.0479049,0.0410761,0.0335904,0.0242791,0.0180785,0.0328643,0.0536514,0.0225671,0.00834473,0.00851441,0.0292286,0.0505038,0,0,0,0,0,0,0,0,0,0.03014,0.00665636,0,0
105,0.058494,0.0364834,0,0,0,0,0,0,0.0579633,0.0180369,0.033294,0.0565197,0,0,0.0259537,0.0237883,0.00997428,0.0298202,0.0284607,0.0212757,0.0495557,0.0358024,0.0198279,0.0148194,0.0140941,0.0347219,0.0230842,0.0215089,0.0254581,0.0166472,0.0714721,0.0291196,0.0198775,0.0549508,0.0132366,0.0293541,0.113892,0.0531487,0,0,0.0279337,0,0.0142664,0.0160715,0.0583301,0.0282528,0.02312,0.0817036,0.0288604,0.0361203,0.0276276,0.0291399,0.0470389,0.0419043,0.036947,0.0268155,0.021228,0.0363115,0.0555864,0.0227755,0.00834146,0.00852477,0.0294102,0.0511687,0,0,0,0,0,0,0,0,0,0.0304742,0.00675452,0,0
106,0.0591763,0.0368469,0,0,0,0,0,0,0.0575191,0.0179605,0.0331608,0.0564515,0,0,0.0265262,0.0240715,0.0102872,0.0295836,0.0292233,0.0214605,0.0491744,0.0364595,0.0198394,0.0147297,0.013677,0.0343539,0.0235167,0.0219824,0.0257291,0.0166993,0.0711091,0.0296512,0.0199541,0.0569601,0.0131584,0.0330384,0.114179,0.0536697,0,0,0.0278577,0,0.0141667,0.0160212,0.0581897,0.0322043,0.0235541,0.0847459,0.0297461,0.0364124,0.0286796,0.0288756,0.0463748,0.0430141,0.0410187,0.0293854,0.0247777,0.0405395,0.0568894,0.0228966,0.00824624,0.00844587,0.029584,0.0517794,0,0,0,0,0,0,0,0,0,0.030824,0.00685336,0,0
107,0.0599558,0.0373165,0,0,0,0,0,0,0.0569451,0.0178814,0.0330436,0.0560454,0,0,0.0272114,0.0244013,0.0106161,0.0292392,0.0300766,0.0216069,0.0484748,0.0371907,0.0197866,0.014578,0.0134653,0.0339594,0.0239665,0.0225387,0.0259757,0.0167552,0.0706164,0.0302825,0.0200414,0.0584655,0.0130457,0.0370507,0.113891,0.0542817,0,0,0.0279254,0,0.0140481,0.0160271,0.0579698,0.0372911,0.0240623,0.0879006,0.0307365,0.0367792,0.0296985,0.0285775,0.0459894,0.0442635,0.0454722,0.0319566,0.0284956,0.0452503,0.0574249,0.0231332,0.00824555,0.00838569,0.0298266,0.0525078,0,0,0,0,0,0,0,0,0,0.0311288,0.00695511,0,0
108,0.0601487,0.0374254,0,0,0,0,0,0,0.0567293,0.0178567,0.0329033,0.0561231,0,0,0.0275722,0.0246269,0.0107287,0.0290771,0.0309382,0.0219574,0.0485413,0.0374595,0.019963,0.0146114,0.0133642,0.0336506,0.0246455,0.0231742,0.0264002,0.0167334,0.0706771,0.0306252,0.0200814,0.0592902,0.013013,0.0416669,0.114431,0.0543509,0,0,0.0279714,0,0.0139618,0.0160123,0.0577567,0.0440366,0.0241209,0.0915002,0.0308894,0.0367246,0.0306437,0.0283682,0.0459868,0.0455947,0.0504463,0.0344611,0.0324114,0.0504503,0.0568848,0.0231098,0.00833439,0.00840876,0.0297792,0.0527181,0,0,0,0,0,0,0,0,0,0.0317523,0.00700355,0,0
109,0.0601924,0.0374361,0,0,0,0,0,0,0.0563546,0.0178651,0.0327069,0.0560987,0,0,0.0277923,0.0247279,0.0107113,0.028917,0.0318033,0.0223677,0.0487105,0.0376187,0.0202054,0.0146922,0.0131649,0.033284,0.0252192,0.0239377,0.0267874,0.0166561,0.0705977,0.0308814,0.0201048,0.0594822,0.0130171,0.0459227,0.114786,0.0542734,0,0,0.0279838,0,0.0138853,0.0162016,0.0574393,0.0510173,0.0241727,0.0949215,0.0308841,0.0365837,0.0314278,0.0286654,0.0460749,0.0468168,0.0549613,0.0365832,0.0358555,0.0552234,0.0558984,0.0230135,0.00837414,0.00844402,0.0296844,0.0527853,0,0,0,0,0,0,0,0,0,0.0324205,0.00702845,0,0
110,0.0601403,0.037449,0,0,0,0,0,0,0.0558725,0.0178493,0.0325094,0.055672,0,0,0.0280055,0.024903,0.0107883,0.0287666,0.0327008,0.0226769,0.0486051,0.0376702,0.0203845,0.0146595,0.0131655,0.0328999,0.0257284,0.0244141,0.0271363,0.0165687,0.0704203,0.0310862,0.0201369,0.0594081,0.012983,0.0493102,0.114543,0.0541728,0,0,0.0281311,0,0.0137998,0.0164277,0.0568909,0.0574055,0.0242157,0.0980221,0.0309864,0.0365236,0.031968,0.0286834,0.0463353,0.047809,0.0587862,0.0382461,0.0386523,0.0592588,0.0550008,0.0230954,0.00837544,0.00853562,0.0296028,0.0527864,0,0,0,0,0,0,0,0,0,0.0329776,0.00700228,0,0
111,0.0599371,0.0373937,0,0,0,0,0,0,0.0550194,0.0178353,0.0322848,0.0550529,0,0,0.0281221,0.0250289,0.0109177,0.0286937,0.0338247,0.0229123,0.0485213,0.037613,0.0204846,0.0146458,0.0131425,0.0323745,0.0262433,0.0249354,0.0274413,0.0164737,0.0700137,0.0311997,0.0201424,0.059484,0.0129053,0.0517158,0.114014,0.0539278,0,0,0.0282966,0,0.0137456,0.0165123,0.0561732,0.0623277,0.0242465,0.100349,0.031116,0.0364158,0.0321394,0.0286417,0.0466054,0.0485117,0.0616852,0.0393925,0.0406087,0.0622999,0.0545921,0.0231413,0.0083529,0.00863905,0.0294351,0.0526508,0,0,0,0,0,0,0,0,0,0.0334756,0.00696913,0,0
