Timestep,C7,CLAV,IMUL_L,IMUL_R,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUL_M,RTHII,IMUR_M,IMUR_B
106,0.0484169,0.026403,0,0,0,0.0392747,0.0181231,0.0360584,0.0458406,0,0,0.036333,0,0.0265733,0.0140038,0.0418224,0.0333453,0.0191663,0.0310987,0.0320023,0.0335353,0.0497038,0.0454851,0.0491021,0.0526909,0.0297082,0.0320991,0.0286188,0.0327426,0.0430529,0.0353685,0.0198558,0.00497482,0.0185351,0.00905673,0.0233663,0.0900153,0.0393379,0,0,0.0187608,0,0.00913082,0.00774022,0.0496261,0.0415075,0.0287379,0.0758077,0.0319722,0.0229006,0.0653775,0.0382605,0.0741662,0.0308158,0.0143893,0.0215681,0.0281982,0.0346067,0.014446,0.00386706,0.00192393,0.0225271,0.0448937,0,0,0,0,0,0,0,0,0,0.0324818,0,0
107,0.0479327,0.0263069,0,0,0,0.0374342,0.0181721,0.034467,0.044986,0,0,0.0364024,0,0.0264889,0.0138676,0.0416206,0.0316461,0.0192399,0.0323477,0.0316334,0.0334932,0.050861,0.0467009,0.0502075,0.0536094,0.0306477,0.0324845,0.0292558,0.0333122,0.0408506,0.0354028,0.0198349,0.00494766,0.0193001,0.00909079,0.0236885,0.0889983,0.0388963,0,0,0.0188985,0,0.00921183,0.00797027,0.049587,0.0423214,0.0287499,0.0758735,0.0320094,0.0226678,0.0650326,0.0378788,0.0740307,0.0310187,0.0140575,0.0215863,0.0282978,0.0361331,0.0144889,0.00389118,0.0020031,0.0225348,0.0444652,0,0,0,0,0,0,0,0,0,0.0325691,0,0
108,0.0473516,0.0261474,0,0,0,0.0357782,0.0182552,0.0326997,0.044208,0,0,0.0364082,0,0.0263895,0.0138228,0.0415005,0.0300914,0.019233,0.0331136,0.0314211,0.033396,0.0518119,0.0479279,0.0512224,0.0544942,0.0311235,0.0328938,0.0293263,0.0335743,0.0391918,0.0353616,0.0198235,0.00487048,0.0200752,0.00912599,0.0240223,0.0881046,0.0383781,0,0,0.0189884,0,0.00925981,0.00804635,0.0495012,0.0431504,0.0288586,0.0760271,0.0320556,0.0223773,0.0648428,0.0374976,0.0739648,0.0312196,0.0135746,0.0215612,0.0284078,0.0376171,0.01448,0.00389313,0.0020108,0.0223365,0.0439016,0,0,0,0,0,0,0,0,0,0.032654,0,0
109,0.04681,0.0259796,0,0,0,0.0347827,0.0183049,0.0313459,0.0435765,0,0,0.0362426,0,0.0263365,0.0139147,0.0414898,0.0292694,0.019184,0.0335093,0.0312993,0.0332301,0.052674,0.048555,0.0520072,0.0554052,0.0312467,0.0330993,0.0291856,0.0336322,0.0384106,0.0353319,0.0198259,0.0048808,0.0208665,0.00913097,0.0244714,0.0874044,0.0379035,0,0,0.019004,0,0.00925247,0.00801025,0.0494351,0.0439032,0.0290502,0.0763114,0.032221,0.0221013,0.0647252,0.0371352,0.0739597,0.0314699,0.0131072,0.0215395,0.0284852,0.0390752,0.0144751,0.003875,0.00195309,0.022001,0.0433688,0,0,0,0,0,0,0,0,0,0.0327288,0,0
110,0.0463322,0.0258226,0,0,0,0.0347157,0.0183194,0.0308512,0.0430911,0,0,0.0360947,0,0.0263087,0.0140433,0.0415673,0.0294982,0.0190739,0.0333968,0.0311785,0.0331074,0.0532649,0.0484652,0.0521982,0.056146,0.0309745,0.0324035,0.028883,0.0334778,0.0386203,0.0353495,0.019833,0.00492931,0.0218201,0.00912596,0.0250609,0.0868469,0.037495,0,0,0.0189818,0,0.00922878,0.00793986,0.0494514,0.0445265,0.0293068,0.0767691,0.0324078,0.0218972,0.0646574,0.0367858,0.0739922,0.0318083,0.0126774,0.0215543,0.0285877,0.0405565,0.0145334,0.00385575,0.00185796,0.0216779,0.0429682,0,0,0,0,0,0,0,0,0,0.0328684,0,0
111,0.0459001,0.0256318,0,0,0,0.0357257,0.0183301,0.0312975,0.0426829,0,0,0.03603,0,0.0262892,0.0141314,0.0417547,0.0310204,0.0188511,0.0327912,0.0310045,0.0330687,0.0529787,0.0478436,0.0516008,0.0564228,0.0302128,0.0317092,0.0282422,0.0330834,0.0399675,0.0353806,0.0198278,0.00488857,0.0228536,0.00911989,0.0258546,0.0863486,0.0371288,0,0,0.0189697,0,0.00923756,0.00804317,0.0495722,0.0450794,0.0296068,0.0773803,0.0325376,0.0217568,0.0646142,0.0364701,0.0740646,0.0322544,0.0121066,0.0216604,0.0287663,0.0421116,0.0146122,0.00383648,0.00181624,0.0213815,0.0426445,0,0,0,0,0,0,0,0,0,0.0332878,0,0
112,0.0454711,0.0253941,0,0,0,0.0377283,0.0183568,0.0326562,0.0423714,0,0,0.0359676,0,0.0262199,0.0142322,0.0420399,0.0341354,0.0184688,0.0319119,0.0308595,0.0330798,0.0520911,0.0463314,0.0503221,0.0561312,0.0287753,0.0308612,0.0269812,0.0325081,0.0428192,0.0354187,0.0197861,0.00484839,0.0239919,0.00908481,0.0268985,0.0859314,0.0367617,0,0,0.0188598,0,0.00917022,0.00808355,0.0497443,0.0457316,0.0299648,0.0782754,0.0326037,0.0216224,0.0645738,0.0362309,0.0742315,0.032846,0.0114619,0.0220107,0.0291514,0.0436818,0.0146077,0.00384117,0.00174928,0.0210623,0.0423154,0,0,0,0,0,0,0,0,0,0.0338668,0,0
113,0.0449454,0.0250701,0,0,0,0.0407379,0.0184021,0.0341835,0.0422025,0,0,0.0358777,0,0.0260954,0.0143637,0.0425439,0.0388933,0.0179244,0.0308594,0.0307788,0.0330036,0.0507895,0.0443006,0.0486336,0.0554548,0.0266655,0.0296756,0.0253249,0.031772,0.0470951,0.0354274,0.0197304,0.00484387,0.0251989,0.009105,0.0281524,0.0855683,0.0362944,0,0,0.01884,0,0.00920381,0.00809894,0.0499241,0.0465886,0.0303372,0.0792352,0.032541,0.0214521,0.0645779,0.0361201,0.0745068,0.0335536,0.0107763,0.0223604,0.0296847,0.0453341,0.0147144,0.00378301,0.00177178,0.0207063,0.0418652,0,0,0,0,0,0,0,0,0,0.0345081,0,0
114,0.0442908,0.0246536,0,0,0,0.0439184,0.0184439,0.0363302,0.0422764,0,0,0.0357895,0,0.0259731,0.0144237,0.0433843,0.0440166,0.0172476,0.0296692,0.0308123,0.0327932,0.0492861,0.0419808,0.0467321,0.054587,0.0244669,0.0284086,0.0235423,0.0308944,0.0516336,0.0353993,0.0196806,0.00494407,0.0266408,0.00914236,0.0294242,0.0853117,0.0357326,0,0,0.0188793,0,0.00928751,0.00806459,0.050117,0.0472122,0.0307508,0.0801266,0.0324123,0.0212539,0.0647512,0.036186,0.074954,0.0342481,0.0101786,0.0225543,0.0300543,0.0473065,0.0148475,0.00370117,0.00184548,0.0202737,0.0413534,0,0,0,0,0,0,0,0,0,0.0352269,0,0
115,0.0436025,0.0242145,0,0,0,0.0458437,0.0184995,0.0390279,0.0424344,0,0,0.0358135,0,0.0259072,0.0143968,0.0441998,0.0477285,0.0166553,0.0281873,0.0308324,0.0326955,0.0477885,0.0396094,0.0446862,0.0534034,0.0228095,0.0277666,0.0223059,0.0299968,0.0547536,0.035399,0.0196635,0.00505169,0.0281543,0.00910748,0.0307624,0.0850421,0.0352006,0,0,0.0187559,0,0.00921753,0.00789512,0.0502838,0.0477521,0.0311411,0.0809614,0.0322902,0.0211104,0.0649591,0.0363058,0.0754139,0.0349668,0.00964897,0.0228111,0.0304599,0.0492859,0.0148745,0.00367589,0.00166491,0.0198068,0.0408216,0,0,0,0,0,0,0,0,0,0.0360868,0,0
116,0.0429482,0.0237998,0,0,0,0.046225,0.018549,0.0408795,0.0426668,0,0,0.0359765,0,0.0258715,0.014395,0.0448185,0.0495336,0.0162879,0.0260309,0.0307295,0.0327461,0.0464872,0.037648,0.0427941,0.0516924,0.022111,0.0279829,0.0221025,0.029318,0.0558577,0.0354149,0.0196569,0.0048656,0.0297545,0.00904985,0.032139,0.0847584,0.0347402,0,0,0.0186556,0,0.009173,0.0079287,0.0504101,0.0482056,0.0314423,0.0817855,0.0321687,0.0210606,0.0652187,0.0364908,0.0759174,0.0357144,0.0091833,0.0230992,0.0308506,0.0512123,0.0150322,0.0035637,0.00153807,0.0193785,0.0402973,0,0,0,0,0,0,0,0,0,0.0369196,0,0
117,0.0424894,0.0234661,0,0,0,0.0452783,0.0185502,0.0411731,0.0429659,0,0,0.0361383,0,0.0258595,0.0145421,0.045069,0.0500872,0.016284,0.0238477,0.030381,0.0328262,0.0455734,0.0366215,0.0415006,0.0496289,0.0222288,0.0287288,0.0226763,0.0289189,0.0554682,0.0355039,0.0196531,0.00479933,0.0312646,0.00898521,0.0335493,0.0844531,0.0344779,0,0,0.018547,0,0.00922782,0.00808734,0.050478,0.0484557,0.0316457,0.0825099,0.0320042,0.0211439,0.0653972,0.0366556,0.0764147,0.0364906,0.00881922,0.0233986,0.0312347,0.0530218,0.0153999,0.00345342,0.00151882,0.0190106,0.039857,0,0,0,0,0,0,0,0,0,0.0378434,0,0
118,0.042244,0.0232925,0,0,0,0.0436519,0.0184907,0.0404472,0.0431981,0,0,0.0363775,0,0.0259153,0.0147604,0.044908,0.0503363,0.016704,0.022733,0.0297255,0.0329826,0.0448463,0.0367891,0.0411448,0.0479884,0.0225762,0.0293644,0.0232888,0.0289064,0.0545799,0.0356894,0.0196807,0.00485427,0.0327039,0.00888603,0.034771,0.0840798,0.0344056,0,0,0.0185115,0,0.00924997,0.00849063,0.0505292,0.0480993,0.0318103,0.0830646,0.031847,0.02136,0.065512,0.0367971,0.0768435,0.0371062,0.00860705,0.0235719,0.0314687,0.0548047,0.0159369,0.00342327,0.00146454,0.0187483,0.0395757,0,0,0,0,0,0,0,0,0,0.0387931,0,0
119,0.0420176,0.0232105,0,0,0,0.0417727,0.0184062,0.0390936,0.0431435,0,0,0.0367057,0,0.0260209,0.0149529,0.0443248,0.0503196,0.0172762,0.0233709,0.0289424,0.0331555,0.0445943,0.0377656,0.041645,0.0476504,0.023119,0.0296071,0.0235102,0.0291333,0.0536011,0.0359076,0.019729,0.00497357,0.0342376,0.00876503,0.0357969,0.0835521,0.0343131,0,0,0.0184881,0,0.00917818,0.00871889,0.0505731,0.0471338,0.0320031,0.0835052,0.0316811,0.0215469,0.0655747,0.0368622,0.077196,0.0376853,0.00854046,0.0236032,0.0315076,0.0567058,0.0164078,0.00346082,0.00146864,0.0185396,0.0392579,0,0,0,0,0,0,0,0,0,0.0396972,0,0
120,0.0416275,0.0231237,0,0,0,0.0403519,0.0183147,0.0378552,0.0426542,0,0,0.0369163,0,0.0261222,0.0150095,0.0432028,0.0503131,0.0178216,0.0254911,0.0281878,0.0333256,0.0450564,0.0390804,0.0428339,0.0487134,0.0240221,0.0298621,0.0237272,0.0295718,0.0529838,0.0360827,0.0197846,0.0051238,0.0357196,0.0086422,0.0366096,0.0827936,0.0340438,0,0,0.0184757,0,0.00907042,0.00880613,0.0505341,0.0457958,0.0321614,0.0836454,0.0313993,0.0216323,0.065526,0.0368024,0.077401,0.0382854,0.00862514,0.0236215,0.0314752,0.0585258,0.0167779,0.00353104,0.00139801,0.018305,0.0387486,0,0,0,0,0,0,0,0,0,0.0408537,0,0
121,0.0409133,0.0229384,0,0,0,0.0394938,0.0182649,0.0369107,0.0417532,0,0,0.0370459,0,0.0262072,0.014998,0.0419608,0.0504877,0.0182371,0.0285586,0.0274781,0.0333223,0.0459163,0.0404699,0.0442234,0.050307,0.0252297,0.0304943,0.0243754,0.0300131,0.0526057,0.0361492,0.0198494,0.00523083,0.0370956,0.00855905,0.0372325,0.081846,0.0335345,0,0,0.0185953,0,0.00902246,0.00893045,0.050409,0.0441165,0.0321578,0.083333,0.0309977,0.0215796,0.0653976,0.0366556,0.0774763,0.0387694,0.0087762,0.0236055,0.0313668,0.0602164,0.0171389,0.00355294,0.00132839,0.0180344,0.0379812,0,0,0,0,0,0,0,0,0,0.0418445,0,0
122,0.0399855,0.0227722,0,0,0,0.0386463,0.018201,0.0361671,0.0404365,0,0,0.0373555,0,0.0263778,0.0151291,0.0410937,0.0508139,0.0186495,0.0312556,0.0265879,0.0332806,0.0467048,0.041075,0.0449799,0.0511348,0.0264823,0.0312157,0.0252629,0.0301771,0.0520556,0.0362953,0.0199245,0.00527213,0.0383926,0.00847903,0.0377759,0.0805466,0.0329487,0,0,0.0187206,0,0.00903409,0.00916111,0.0502914,0.042003,0.0318944,0.0826258,0.0305179,0.0215319,0.0652138,0.0365556,0.077467,0.0391231,0.00888772,0.0235244,0.0310961,0.061874,0.0176341,0.00359196,0.00124704,0.017928,0.0371968,0,0,0,0,0,0,0,0,0,0.042823,0,0
123,0.0391914,0.0228374,0,0,0,0.0373985,0.0180911,0.0356638,0.0389563,0,0,0.0379357,0,0.0266505,0.0154503,0.040552,0.0510237,0.0194138,0.0320784,0.0255791,0.0333579,0.0468739,0.0403697,0.0444629,0.0506444,0.0271319,0.0313636,0.0260268,0.0298787,0.051089,0.036587,0.0200344,0.00541267,0.0395413,0.00835182,0.0381705,0.0792437,0.0325399,0,0,0.0188771,0,0.00895422,0.00949437,0.0503672,0.0396117,0.0315931,0.0817483,0.0301915,0.0216522,0.0650057,0.0367574,0.0775518,0.039283,0.0089782,0.0234086,0.0306388,0.0633954,0.0181886,0.00375175,0.00125362,0.0181323,0.0366419,0,0,0,0,0,0,0,0,0,0.0440681,0,0
124,0.03851,0.0229151,0,0,0,0.0357532,0.0179752,0.0352361,0.0376958,0,0,0.0385851,0,0.0268911,0.0158712,0.0402459,0.0508782,0.0199197,0.0306533,0.0246626,0.0333828,0.0463511,0.0389397,0.0431936,0.0493377,0.0266747,0.0306587,0.0261369,0.0291057,0.0497691,0.0368522,0.0201078,0.00558042,0.040338,0.00821462,0.0385326,0.0783022,0.0322263,0,0,0.0192495,0,0.00885129,0.00973028,0.0505292,0.037428,0.0312352,0.0809489,0.0298244,0.0218274,0.0648912,0.0372087,0.0779189,0.0392731,0.00903447,0.0233205,0.0300596,0.0648494,0.0187367,0.00397759,0.00127341,0.0183266,0.0361714,0,0,0,0,0,0,0,0,0,0.0453595,0,0
125,0.0378611,0.0228011,0,0,0,0.0337037,0.0178876,0.0345876,0.0368772,0,0,0.0390728,0,0.0270376,0.0161963,0.040161,0.0500985,0.0201524,0.0280625,0.0241946,0.0332185,0.0454189,0.0378032,0.0420394,0.0479202,0.0255058,0.0293746,0.0256403,0.0280284,0.0481024,0.0369579,0.0201617,0.005716,0.0407859,0.00817705,0.0389431,0.077776,0.0318694,0,0,0.0197845,0,0.00886852,0.00997306,0.0506921,0.0356035,0.0307323,0.0800427,0.0295631,0.021852,0.0648611,0.0379549,0.0782271,0.0391359,0.00899133,0.0231373,0.0293907,0.0662647,0.0192008,0.0042412,0.0012222,0.0182499,0.0356699,0,0,0,0,0,0,0,0,0,0.0465343,0,0
126,0.037476,0.0226679,0,0,0,0.0314166,0.0178442,0.0334875,0.0365879,0,0,0.0392358,0,0.0270911,0.0163416,0.0402896,0.0486076,0.0202578,0.0258062,0.0243007,0.0329083,0.0443498,0.0372139,0.0413764,0.046825,0.0242087,0.0278851,0.0248353,0.0270045,0.0459283,0.0368445,0.020188,0.00571287,0.0407602,0.00817473,0.0393436,0.0777036,0.0316098,0,0,0.0200033,0,0.00887584,0.0101475,0.0510251,0.0348214,0.030327,0.0791719,0.0292186,0.0217983,0.06497,0.0388757,0.0786318,0.039001,0.00892996,0.0229095,0.0286591,0.0670317,0.0194378,0.00436518,0.00114596,0.0179216,0.0352629,0,0,0,0,0,0,0,0,0,0.0476989,0,0
127,0.0372573,0.0226007,0,0,0,0.0292484,0.0177853,0.0321482,0.0366006,0,0,0.0392252,0,0.0271252,0.0163765,0.0404901,0.0466152,0.0203378,0.024854,0.0246168,0.0325459,0.0436956,0.0370293,0.0411128,0.0462538,0.023357,0.0265502,0.0240165,0.0261757,0.0435461,0.0366223,0.0202141,0.00573818,0.0403542,0.00819808,0.0398741,0.0778913,0.0313979,0,0,0.0200377,0,0.00889634,0.0102128,0.0515572,0.0349267,0.0299791,0.0783754,0.0288286,0.0217285,0.0651977,0.0398072,0.0792159,0.0386782,0.00877889,0.0224971,0.0278662,0.0671463,0.0195188,0.00437207,0.00114622,0.0175704,0.0350033,0,0,0,0,0,0,0,0,0,0.0489375,0,0
128,0.037123,0.0225036,0,0,0,0.0273002,0.0177256,0.0307522,0.036792,0,0,0.0390598,0,0.0271045,0.0163906,0.0406633,0.044352,0.0204647,0.0252951,0.0251033,0.0321938,0.0439514,0.0372905,0.0412278,0.04628,0.0230213,0.0256486,0.0234163,0.0256002,0.0412174,0.0363341,0.0202085,0.00582182,0.0394249,0.00826199,0.0401966,0.0783142,0.0311658,0,0,0.0198886,0,0.00886709,0.0102116,0.0522042,0.0359346,0.0296086,0.0777039,0.0284459,0.0215446,0.0654265,0.0405858,0.0798264,0.0383734,0.00858587,0.0218775,0.0270777,0.0663996,0.01936,0.00425873,0.00115951,0.0172373,0.0348812,0,0,0,0,0,0,0,0,0,0.0500704,0,0
129,0.036913,0.022308,0,0,0,0.0258051,0.0177126,0.0295193,0.0370014,0,0,0.0386985,0,0.0269971,0.0162827,0.0407455,0.0419709,0.02057,0.0265595,0.0258103,0.031818,0.0446146,0.0381324,0.0417957,0.0469202,0.0229583,0.0252566,0.0230746,0.0252456,0.0391658,0.0359955,0.0201736,0.00575367,0.0380312,0.00840545,0.0404739,0.0787401,0.0308371,0,0,0.0197615,0,0.00894595,0.010145,0.0527603,0.037654,0.0291325,0.0769524,0.0281102,0.0211896,0.0656094,0.0411534,0.0803509,0.0379847,0.0083457,0.0211433,0.0262144,0.0646909,0.0190999,0.00409423,0.00117612,0.0169132,0.0347649,0,0,0,0,0,0,0,0,0,0.0509463,0,0
130,0.0365996,0.0219577,0,0,0,0.0249129,0.0177591,0.0285886,0.0371769,0,0,0.038159,0,0.0268203,0.0159905,0.0408895,0.0395584,0.020578,0.027873,0.0268416,0.0314207,0.0456335,0.0393024,0.042706,0.0478201,0.023096,0.0251949,0.0228927,0.0249884,0.0374884,0.035573,0.0201294,0.00565791,0.0363051,0.00859207,0.0409284,0.0791881,0.0304293,0,0,0.0197025,0,0.00909209,0.00996536,0.0532125,0.0401971,0.028536,0.0759921,0.0278214,0.0206786,0.0657479,0.0414709,0.0808158,0.0374878,0.00808305,0.0203921,0.0254681,0.0619477,0.0186675,0.00393338,0.00109901,0.0165745,0.0345706,0,0,0,0,0,0,0,0,0,0.0515146,0,0
131,0.0362182,0.0214503,0,0,0,0.0247347,0.0178445,0.0280907,0.0372948,0,0,0.037379,0,0.026547,0.0155447,0.0411012,0.0373161,0.0205021,0.0286244,0.0283422,0.030904,0.0469135,0.0402784,0.0436,0.0485878,0.0233614,0.0254259,0.0227436,0.0247419,0.036431,0.0349705,0.020044,0.00554734,0.03462,0.00884461,0.0418776,0.0797794,0.0299526,0,0,0.0195825,0,0.00935522,0.00961029,0.0535905,0.0439304,0.0277741,0.0749313,0.0275608,0.020085,0.0658645,0.0416678,0.0812359,0.0369512,0.00783667,0.019633,0.0249768,0.0585337,0.0181244,0.00377151,0.00102368,0.0161665,0.0342547,0,0,0,0,0,0,0,0,0,0.0517847,0,0
132,0.0356213,0.0208003,0,0,0,0.0252502,0.0179783,0.0279674,0.037217,0,0,0.0364243,0,0.0262383,0.0149467,0.0413389,0.0355424,0.0202832,0.028845,0.0299627,0.0303132,0.0482852,0.0409247,0.0443482,0.0491148,0.0236614,0.02586,0.0225262,0.0244836,0.0361219,0.0342412,0.0199503,0.00541869,0.0328583,0.00910913,0.043006,0.0803375,0.0293719,0,0,0.0194175,0,0.00957926,0.00923511,0.053937,0.0495498,0.0268485,0.0738401,0.0272837,0.0193217,0.0659639,0.0417863,0.0814441,0.0367837,0.00790749,0.0190782,0.0249636,0.0531383,0.0175132,0.00361757,0.00111012,0.0156734,0.0337618,0,0,0,0,0,0,0,0,0,0.0518447,0,0
133,0.0350944,0.0202436,0,0,0,0.0261899,0.0181276,0.0282791,0.0368954,0,0,0.0354902,0,0.0259566,0.0143853,0.0414224,0.0343505,0.0201083,0.0287415,0.0313429,0.0297541,0.0494853,0.0412859,0.0449083,0.0493681,0.0238523,0.0262642,0.0224428,0.0242558,0.0364247,0.0335251,0.0198679,0.00522481,0.0326126,0.00932062,0.0444348,0.0808697,0.0289082,0,0,0.0194229,0,0.00973619,0.00891558,0.0543068,0.0543043,0.0261938,0.0729697,0.0268694,0.0186915,0.0659251,0.0418521,0.081485,0.037197,0.00822324,0.0187203,0.0253769,0.0471836,0.0170003,0.00342841,0.00126334,0.0152508,0.033265,0,0,0,0,0,0,0,0,0,0.0520277,0,0
134,0.0347964,0.0197977,0,0,0,0.0271382,0.0182237,0.0290611,0.0365408,0,0,0.0346895,0,0.0257354,0.0139885,0.0411249,0.0336481,0.020227,0.0283556,0.0326497,0.0293116,0.0498371,0.041376,0.045276,0.0492219,0.0239282,0.0266932,0.0225667,0.0240893,0.0370543,0.0329143,0.0197846,0.00498619,0.0341258,0.0095181,0.0465666,0.0816023,0.0286763,0,0,0.0196087,0,0.00987962,0.00868437,0.0545438,0.0544315,0.0255596,0.0723655,0.0265791,0.0183038,0.0655806,0.0420227,0.081435,0.037796,0.00850659,0.0184083,0.0259825,0.0433507,0.016619,0.00322042,0.00128706,0.0149257,0.0329268,0,0,0,0,0,0,0,0,0,0.0526106,0,0
135,0.0345989,0.0193842,0,0,0,0.0271208,0.0183183,0.0291189,0.0363985,0,0,0.0339973,0,0.0255679,0.0137476,0.0405465,0.032649,0.0203701,0.0279143,0.0338868,0.0288711,0.0495041,0.0414093,0.0454517,0.0485982,0.0238547,0.0263872,0.0227543,0.0236797,0.0368793,0.032348,0.0197041,0.00477701,0.0365652,0.00972206,0.0490486,0.0825419,0.0285425,0,0,0.0200809,0,0.0100835,0.00852887,0.0545731,0.0515967,0.0248947,0.0720909,0.0263716,0.018065,0.0649539,0.0422447,0.0813338,0.038289,0.00857046,0.0179571,0.026525,0.0427179,0.0163686,0.00316301,0.00131593,0.0146265,0.0326735,0,0,0,0,0,0,0,0,0,0.0535004,0,0
136,0.0344852,0.0191168,0,0,0,0.0258617,0.0183916,0.0280255,0.0365135,0,0,0.0334399,0,0.0254476,0.0136517,0.0397758,0.0309525,0.0206029,0.0277027,0.0350335,0.0285129,0.0488786,0.0414084,0.0452877,0.0475956,0.0237293,0.0255421,0.0228126,0.0229788,0.0355984,0.0319,0.0196561,0.00466729,0.0389789,0.00989212,0.0500718,0.0836278,0.0285044,0,0,0.0204273,0,0.0102887,0.00829783,0.0543947,0.0493162,0.0243555,0.0718372,0.0262046,0.0179797,0.0644978,0.0425376,0.0810988,0.0384802,0.00847794,0.0174735,0.0267049,0.0433179,0.0162143,0.00306507,0.00139793,0.0144091,0.0325198,0,0,0,0,0,0,0,0,0,0.0541873,0,0
137,0.0344068,0.0189855,0,0,0,0.0239522,0.0183884,0.0261672,0.0368072,0,0,0.0329513,0,0.0253205,0.0136523,0.0391203,0.0288502,0.0210542,0.0277826,0.036189,0.0281976,0.0482504,0.0413463,0.0449318,0.0465058,0.0236518,0.0250145,0.0227583,0.0222265,0.0335273,0.0315637,0.019603,0.00464617,0.0398961,0.0100545,0.0486129,0.084953,0.0285483,0,0,0.0206755,0,0.0105356,0.00801993,0.0543073,0.0485551,0.023992,0.0712631,0.0260648,0.0181504,0.063741,0.0427071,0.0805541,0.0382952,0.00864287,0.0171906,0.0264955,0.0412793,0.0160758,0.00287897,0.00148984,0.0143579,0.0323537,0,0,0,0,0,0,0,0,0,0.0547322,0,0
138,0.0342805,0.0188919,0,0,0,0.0222273,0.0184105,0.0243305,0.0371825,0,0,0.0327579,0,0.0252327,0.0136031,0.0387563,0.0266731,0.0215893,0.028033,0.0370526,0.0278804,0.0478657,0.0413577,0.0447614,0.0456876,0.0236642,0.0244175,0.0226603,0.0215432,0.0315225,0.0313553,0.0195673,0.0046317,0.0415657,0.0102288,0.0479273,0.0863177,0.0285498,0,0,0.0209216,0,0.0107569,0.00792597,0.0543201,0.047457,0.023596,0.0704312,0.0262209,0.0182543,0.0630286,0.0426829,0.0797995,0.0373954,0.00837701,0.0165756,0.0256918,0.0418985,0.016032,0.00292061,0.00154596,0.0144714,0.0321877,0,0,0,0,0,0,0,0,0,0.0551979,0,0
139,0.0340643,0.0186325,0,0,0,0.0212713,0.018442,0.0231908,0.037825,0,0,0.0323544,0,0.0250513,0.0134474,0.0387691,0.0250917,0.0219403,0.0283248,0.0381686,0.0275433,0.0477503,0.0413612,0.0448254,0.0455513,0.0236529,0.023832,0.0225218,0.0210815,0.0302191,0.0310695,0.0194866,0.00459911,0.0428032,0.0103953,0.0470975,0.0877823,0.0283946,0,0,0.0212731,0,0.0109953,0.00796504,0.0543526,0.0470656,0.0232405,0.0692998,0.0262088,0.018182,0.0620172,0.0425331,0.0787421,0.0365866,0.00844533,0.0162909,0.0250027,0.0410276,0.0159852,0.0029076,0.0016735,0.014446,0.0318838,0,0,0,0,0,0,0,0,0,0.0550973,0,0
140,0.0338661,0.0184565,0,0,0,0.0214024,0.0185113,0.0231848,0.038469,0,0,0.032045,0,0.0248793,0.0132489,0.038963,0.0243289,0.0221163,0.0286845,0.0390878,0.0272809,0.0478379,0.0413593,0.0450291,0.0458938,0.0235424,0.0238329,0.0223659,0.0207725,0.0302809,0.0308283,0.0194402,0.00452312,0.0446427,0.0105505,0.046922,0.0890607,0.028276,0,0,0.021412,0,0.0111534,0.00785616,0.0542839,0.0462446,0.0228568,0.0680316,0.0261007,0.0181679,0.0609548,0.0424805,0.0775997,0.0358098,0.00834751,0.0159946,0.0241851,0.0420094,0.0159217,0.00289027,0.00183952,0.0145546,0.0316334,0,0,0,0,0,0,0,0,0,0.0548395,0,0
141,0.0337983,0.0184798,0,0,0,0.0215301,0.0185629,0.0231573,0.0389861,0,0,0.0319077,0,0.02475,0.01307,0.0391861,0.0234417,0.0223833,0.0291432,0.0398811,0.0270156,0.0479497,0.0412785,0.0452161,0.0464387,0.0233869,0.0237021,0.022001,0.0203675,0.0304205,0.0306939,0.0194167,0.00447571,0.0459806,0.01071,0.0463518,0.090083,0.0282655,0,0,0.0216436,0,0.0113598,0.0077216,0.0542344,0.0454975,0.022616,0.0668295,0.0260497,0.0182746,0.0599036,0.0423489,0.0764778,0.0352322,0.00828054,0.0158281,0.0234479,0.0429099,0.0160248,0.00290709,0.00196738,0.0148415,0.031539,0,0,0,0,0,0,0,0,0,0.0545309,0,0
142,0.0339298,0.0186906,0,0,0,0.0218304,0.0185792,0.02293,0.0393109,0,0,0.0319443,0,0.0246795,0.0129749,0.039418,0.0223652,0.0228118,0.0295073,0.0404114,0.0268559,0.048125,0.0412579,0.0453732,0.0469029,0.0232997,0.0234106,0.0216461,0.0198555,0.0304766,0.0306667,0.0194157,0.00450213,0.0470357,0.0108601,0.0453274,0.0908019,0.0284009,0,0,0.0220098,0,0.0115759,0.00764304,0.0541919,0.0446515,0.0224304,0.0656966,0.026158,0.0184672,0.0589179,0.0421719,0.0755008,0.0345716,0.00812461,0.0157038,0.0226156,0.0437733,0.0162514,0.00294097,0.00203561,0.0152268,0.0316778,0,0,0,0,0,0,0,0,0,0.0540446,0,0
