Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,LBHD
149,0.0537821,0.0277989,0,0,0,0,0,0,0.0414358,0.0174611,0.0357366,0.0454628,0,0.0524195,0,0.0282216,0.0172397,0.0270689,0.0525604,0.0204268,0.0431114,0.0295642,0.0364159,0.032801,0.0365957,0.0223548,0.0433075,0.0370302,0.0369968,0.0349848,0.020945,0.0438433,0.0437941,0.0210483,0.0073246,0.0260324,0.00488717,0.0245465,0.0916968,0.0472193,0,0,0.039101,0,0.00912568,0.0203966,0.0483548,0.0198731,0.0271131,0.0542475,0.0406785,0.0226802,0.0248285,0.0187879,0.0200509,0.0254385,0.0250163,0.0363544,0.0231481,0.0252011,0.0352815,0.0350628,0.0104436,0.00622505,0.021753,0.0523483,0,0,0,0,0,0,0,0,0
150,0.0533295,0.0277077,0,0,0,0,0,0,0.0408491,0.0175067,0.0358248,0.0448689,0,0.0523036,0,0.0282588,0.0173191,0.0272448,0.0535448,0.0203858,0.0437042,0.0294585,0.0360076,0.0327407,0.0368063,0.0222835,0.0429212,0.0377821,0.0376348,0.035318,0.0209119,0.0438601,0.0435711,0.021046,0.00715478,0.0264127,0.00492682,0.0243229,0.0914438,0.046779,0,0,0.0390358,0,0.00910633,0.0205054,0.0480077,0.0189807,0.0270739,0.0540373,0.0407191,0.0225177,0.0245995,0.0182804,0.0205496,0.0250335,0.0240255,0.0356769,0.0222224,0.0241824,0.0355903,0.0349987,0.0104251,0.00623776,0.0217325,0.052065,0,0,0,0,0,0,0,0,0
151,0.0528384,0.0276569,0,0,0,0,0,0,0.0405343,0.0175428,0.0359927,0.0441312,0,0.0519914,0,0.0283072,0.0173865,0.0274648,0.0542798,0.0203183,0.0442576,0.0292992,0.0356219,0.0327016,0.0369787,0.0222872,0.0425895,0.0385339,0.0382547,0.0356153,0.0208286,0.0439479,0.0432759,0.0210387,0.006999,0.0269468,0.00494392,0.0240695,0.0909868,0.0462547,0,0,0.0389168,0,0.00907703,0.0205946,0.0480732,0.0191023,0.0269983,0.0541379,0.040704,0.0223475,0.0239208,0.0178511,0.0213708,0.0242784,0.0218906,0.0339216,0.0202362,0.0218754,0.0360108,0.0349036,0.0103921,0.00625856,0.0216674,0.0516898,0,0,0,0,0,0,0,0,0
152,0.0522683,0.0276924,0,0,0,0,0,0,0.0402365,0.0175589,0.0360825,0.0433159,0,0.0516752,0,0.028334,0.0174519,0.0277555,0.0547993,0.0202515,0.0447999,0.029124,0.035156,0.0326315,0.0370693,0.0222802,0.0423268,0.0392352,0.0387531,0.0358453,0.0207195,0.0440648,0.0428872,0.0210311,0.00696019,0.0278023,0.00496533,0.0240241,0.0904714,0.0456932,0,0,0.03884,0,0.0090485,0.0207105,0.0484728,0.0202909,0.026831,0.0547029,0.0407851,0.0222513,0.0226174,0.0174922,0.0226465,0.0232118,0.0193756,0.0314698,0.0179775,0.0191963,0.0366975,0.0349086,0.0103372,0.00624306,0.0217305,0.0512338,0,0,0,0,0,0,0,0,0
153,0.0516036,0.027707,0,0,0,0,0,0,0.039983,0.0175907,0.0362319,0.0426331,0,0.0513927,0,0.0283557,0.0174859,0.0281105,0.0551787,0.0202378,0.0454928,0.0290952,0.0346384,0.0325003,0.0371595,0.022247,0.0421744,0.0397615,0.0392173,0.03609,0.0206136,0.0443805,0.0423861,0.0210304,0.00690342,0.0289658,0.00500064,0.0242844,0.0900918,0.0451259,0,0,0.0388159,0,0.00899868,0.020747,0.0489761,0.0223597,0.0265863,0.0541266,0.0408335,0.0221833,0.0213042,0.0174167,0.0243025,0.0219348,0.0168309,0.0288916,0.0157214,0.0164569,0.037795,0.0349219,0.0101642,0.00615308,0.0219358,0.0507653,0,0,0,0,0,0,0,0,0
154,0.050934,0.0276845,0,0,0,0,0,0,0.0397765,0.0176441,0.036556,0.042152,0,0.0511722,0,0.0284178,0.0174488,0.0284523,0.0553407,0.0203025,0.0463914,0.029234,0.0341192,0.0322892,0.0371525,0.0221815,0.0421206,0.0403024,0.0400834,0.0363395,0.0204782,0.0448211,0.0418636,0.021019,0.00686876,0.0304633,0.00506663,0.0251691,0.0898659,0.0446571,0,0,0.0389085,0,0.00896659,0.0207253,0.0493725,0.0248032,0.026368,0.0541135,0.0408148,0.0221559,0.0200211,0.0177861,0.0259731,0.0204666,0.0138754,0.0268842,0.0136703,0.0132274,0.0397605,0.0347772,0.00994706,0.00607444,0.0222179,0.0503455,0,0,0,0,0,0,0,0,0
155,0.0503329,0.0276601,0,0,0,0,0,0,0.0392629,0.0176418,0.0368455,0.0417388,0,0.0510926,0,0.0285098,0.0173653,0.0287907,0.0553666,0.0204168,0.0471575,0.0293785,0.0336718,0.0320697,0.0372156,0.0221254,0.0418102,0.0410343,0.0410291,0.0365442,0.0202292,0.0450533,0.041445,0.0209976,0.00684358,0.0323686,0.00514351,0.0267621,0.0896399,0.0443173,0,0,0.0390623,0,0.00897773,0.0206635,0.0494356,0.0272413,0.0263029,0.0533993,0.0409684,0.0221915,0.0189883,0.018185,0.0273754,0.0189123,0.0107255,0.0258788,0.0122214,0.00988969,0.042657,0.034766,0.00969947,0.00598994,0.0225447,0.0499875,0,0,0,0,0,0,0,0,0
156,0.0498181,0.0276943,0,0,0,0,0,0,0.0384885,0.0175622,0.0368636,0.0413942,0,0.0512013,0,0.0286711,0.0173574,0.0291446,0.0550739,0.020582,0.0477107,0.0293989,0.0334567,0.0318342,0.0373585,0.0221377,0.0413857,0.0417945,0.0418406,0.0367873,0.0198592,0.0451122,0.0412004,0.0209901,0.00686314,0.0344641,0.00517816,0.0277446,0.0893567,0.0441022,0,0,0.0392611,0,0.00900609,0.0206696,0.049104,0.0291387,0.0265322,0.0512621,0.0412773,0.0223178,0.0181927,0.0182821,0.0283658,0.0175376,0.00845742,0.0256671,0.0113548,0.00760072,0.0461831,0.035008,0.00948502,0.00594642,0.0228634,0.0496877,0,0,0,0,0,0,0,0,0
157,0.0493087,0.0277487,0,0,0,0,0,0,0.0375939,0.0174097,0.0366457,0.0411593,0,0.0514574,0,0.0289087,0.0174891,0.029588,0.0543369,0.020796,0.0482401,0.0293437,0.0335059,0.0316236,0.0375885,0.0222716,0.0408245,0.0425216,0.0425247,0.0368062,0.0193357,0.044972,0.0411487,0.0210354,0.00692715,0.0365484,0.00512665,0.0274203,0.0891545,0.0439602,0,0,0.0395814,0,0.00898357,0.0208557,0.0484594,0.0301743,0.0270283,0.0486868,0.0416888,0.0225025,0.0176515,0.0180966,0.0288972,0.0164959,0.00774691,0.0257619,0.0110403,0.00691422,0.0499185,0.035424,0.00926434,0.0059566,0.0231015,0.0493738,0,0,0,0,0,0,0,0,0
158,0.0488568,0.0278257,0,0,0,0,0,0,0.0365639,0.0171928,0.0363463,0.0410318,0,0.0517866,0,0.0292364,0.0177677,0.0301534,0.0531463,0.0210368,0.0488148,0.0291856,0.0337671,0.0315459,0.0380273,0.022543,0.0401543,0.0432454,0.0430923,0.0366169,0.0186535,0.0445507,0.0413105,0.0211299,0.00712653,0.0382173,0.00498195,0.0258394,0.0890212,0.0438806,0,0,0.0399929,0,0.00893774,0.0211773,0.0477244,0.0304618,0.0276756,0.047029,0.041956,0.0227967,0.0177865,0.0177686,0.0294404,0.0158975,0.00819195,0.0255957,0.0109401,0.00722047,0.0530424,0.0359415,0.00906686,0.00603145,0.0232792,0.0490464,0,0,0,0,0,0,0,0,0
159,0.0485869,0.0279862,0,0,0,0,0,0,0.0351717,0.0169313,0.0358476,0.0410522,0,0.0522617,0,0.0296768,0.0181458,0.0308569,0.0514991,0.0213217,0.0492405,0.0288418,0.0341542,0.0314062,0.0384751,0.0228482,0.0397164,0.0439123,0.0435556,0.0362863,0.0178717,0.0443093,0.0417062,0.0212487,0.00734777,0.0390394,0.0047927,0.0239564,0.0890331,0.0439316,0,0,0.0406011,0,0.00891568,0.0215775,0.0470384,0.0310101,0.028484,0.04687,0.0419969,0.0232787,0.0186474,0.0172952,0.0298716,0.0157326,0.00906479,0.0252641,0.0106982,0.00809058,0.0547821,0.0366791,0.00896609,0.00614605,0.0235884,0.048853,0,0,0,0,0,0,0,0,0
160,0.0483562,0.028156,0,0,0,0,0,0,0.0335759,0.0166547,0.0350453,0.0413235,0,0.0527547,0,0.0301977,0.0184208,0.0319017,0.0491864,0.0216065,0.0494693,0.0285783,0.0346377,0.0312288,0.0387463,0.0232961,0.0394987,0.0443826,0.0438325,0.0357701,0.0170092,0.0440913,0.0421208,0.0213711,0.00750054,0.0388909,0.00462141,0.0223564,0.0895448,0.0440165,0,0,0.0411929,0,0.00894053,0.0219483,0.0462714,0.0321848,0.0290125,0.0477886,0.0417152,0.0238056,0.019748,0.0166857,0.0300914,0.0159887,0.0102187,0.02502,0.010769,0.00929601,0.0548309,0.0375071,0.00901137,0.00629568,0.0238419,0.0487153,0,0,0,0,0,0,0,0,0
161,0.0483118,0.0283328,0,0,0,0,0,0,0.0311509,0.0163628,0.0338089,0.0421408,0,0.0533223,0,0.0306702,0.018541,0.0329936,0.0463773,0.0219863,0.0496162,0.0285241,0.0352935,0.030852,0.0388286,0.0237873,0.0392918,0.0446046,0.0438457,0.0350666,0.0160819,0.0436059,0.0425636,0.0215032,0.00769289,0.0375394,0.00445327,0.0210073,0.0906883,0.0442293,0,0,0.0418291,0,0.00895404,0.0221797,0.0456515,0.0332996,0.0294861,0.048723,0.0412281,0.024327,0.0204953,0.0160683,0.0303982,0.0165076,0.0114351,0.0247857,0.0111724,0.0101352,0.0530933,0.0383416,0.00913459,0.00642788,0.0240522,0.0487748,0,0,0,0,0,0,0,0,0
162,0.0484116,0.0284621,0,0,0,0,0,0,0.0277981,0.0161279,0.0322723,0.0433352,0,0.0538792,0,0.0310003,0.0185046,0.0342176,0.0431669,0.0223971,0.0496736,0.0288165,0.0358577,0.030282,0.0387504,0.0242466,0.0389477,0.0445305,0.0435675,0.0342115,0.0151532,0.0428405,0.0429889,0.0216464,0.00785536,0.0355066,0.00432045,0.0196698,0.0923932,0.0444498,0,0,0.0423649,0,0.00895266,0.0222473,0.0450024,0.0333708,0.0297388,0.049195,0.0405791,0.0246611,0.0208504,0.0159921,0.0311217,0.0170176,0.0121252,0.024209,0.0114165,0.0104716,0.0503776,0.0389892,0.00925065,0.0065144,0.0240963,0.0489201,0,0,0,0,0,0,0,0,0
163,0.0487462,0.0285158,0,0,0,0,0,0,0.0235099,0.0160084,0.0307102,0.0446932,0,0.054281,0,0.0310607,0.0184051,0.0354845,0.0393673,0.0227279,0.0494985,0.0293666,0.0362631,0.0298066,0.03865,0.0247586,0.0384972,0.0441678,0.042963,0.0332076,0.0142948,0.0413155,0.0432898,0.0217736,0.00801257,0.0340439,0.00419153,0.0189162,0.0942861,0.0447493,0,0,0.042652,0,0.00894751,0.0223039,0.0445546,0.032527,0.0296751,0.0493759,0.0398737,0.0248459,0.0205761,0.0165337,0.0324933,0.016681,0.0125496,0.0231953,0.0116982,0.0106115,0.0483997,0.0394265,0.00931006,0.00661401,0.0239808,0.0492501,0,0,0,0,0,0,0,0,0
164,0.0491668,0.0284972,0,0,0,0,0,0,0.0187575,0.0159875,0.0291922,0.0460504,0,0.0545545,0,0.0310567,0.0182682,0.0367323,0.035472,0.0230085,0.0490002,0.0300166,0.0364433,0.0290463,0.0379468,0.0250504,0.0382099,0.0435594,0.0422098,0.0321317,0.0136357,0.039798,0.0434256,0.0218728,0.00809045,0.0329218,0.00405461,0.0183556,0.0960824,0.0450673,0,0,0.0426703,0,0.00890509,0.0224078,0.0444542,0.0313878,0.0294407,0.0496455,0.0391717,0.0248136,0.0199457,0.0174141,0.0339497,0.0156858,0.0132144,0.0219148,0.0118441,0.0111092,0.0465056,0.0396247,0.00935324,0.00670337,0.0237512,0.049667,0,0,0,0,0,0,0,0,0
165,0.0495506,0.0284351,0,0,0,0,0,0,0.016042,0.0159731,0.0276856,0.0471499,0,0.0545775,0,0.0310923,0.0181501,0.0378742,0.0311804,0.0232045,0.0483706,0.0304653,0.0366739,0.0282121,0.0371172,0.0252613,0.0380627,0.0428038,0.0413524,0.031046,0.0132896,0.0370536,0.0434297,0.0219518,0.00815359,0.0317211,0.00390831,0.0179107,0.0974576,0.0453456,0,0,0.0424865,0,0.00884813,0.022384,0.0446547,0.0303323,0.0291062,0.0502404,0.0385265,0.0246473,0.0194695,0.0181127,0.0349459,0.0147435,0.0138704,0.0206562,0.0117421,0.0117028,0.0441864,0.0395843,0.00924939,0.00677284,0.0235126,0.0499899,0,0,0,0,0,0,0,0,0
166,0.0497997,0.0282575,0,0,0,0,0,0,0.0141728,0.0160245,0.0266167,0.0481481,0,0.0543754,0,0.0311324,0.0179488,0.0389667,0.0270857,0.0232234,0.0476669,0.0308845,0.0366433,0.0271412,0.0358881,0.0252003,0.0379443,0.0420002,0.0404749,0.0299798,0.0132757,0.0338357,0.0431873,0.0220097,0.00815486,0.0302387,0.00388212,0.0176006,0.0987092,0.0455847,0,0,0.0420877,0,0.00883169,0.0222644,0.0447724,0.0296539,0.0287721,0.0511264,0.0379134,0.0243207,0.0195346,0.0184416,0.0352743,0.0143369,0.0143169,0.0197406,0.0115174,0.0121031,0.0413138,0.0393131,0.00910572,0.00677824,0.0232731,0.0501338,0,0,0,0,0,0,0,0,0
167,0.0499146,0.0278763,0,0,0,0,0,0,0.0146691,0.0161459,0.0258616,0.0492397,0,0.0539201,0,0.0310204,0.0175833,0.0398876,0.0230479,0.0231062,0.0468265,0.0314255,0.0361459,0.0259163,0.0342317,0.0247605,0.0380679,0.0412146,0.0396422,0.0289582,0.0136538,0.0303012,0.0426273,0.0219972,0.00800303,0.0284864,0.00389505,0.0175674,0.100013,0.0457805,0,0,0.0413328,0,0.0087636,0.0219024,0.0446559,0.0293556,0.0283569,0.0520851,0.0373406,0.0237935,0.0203412,0.01847,0.0351308,0.0143855,0.0148581,0.0193018,0.0116657,0.0124972,0.0383779,0.0386941,0.00893713,0.00670856,0.0229155,0.0500961,0,0,0,0,0,0,0,0,0
168,0.0497739,0.0272674,0,0,0,0,0,0,0.0195509,0.016286,0.0250536,0.0505764,0,0.0532051,0,0.0307984,0.017092,0.0406367,0.0193428,0.0228975,0.0456724,0.0321618,0.0352607,0.0247243,0.0320792,0.0239425,0.0383888,0.04059,0.0389607,0.0281012,0.0143081,0.0272178,0.0417556,0.0219147,0.00771789,0.0271991,0.00395224,0.0181085,0.101525,0.0458295,0,0,0.0402578,0,0.00867454,0.0212893,0.0443311,0.0299191,0.0279121,0.0529917,0.0363898,0.0229876,0.0207403,0.0185721,0.0351323,0.0144113,0.0162764,0.0190331,0.0129864,0.013899,0.0364547,0.0377323,0.00868144,0.00656852,0.0223639,0.0498271,0,0,0,0,0,0,0,0,0
169,0.0495074,0.0265368,0,0,0,0,0,0,0.0275514,0.0164456,0.0242539,0.0519995,0,0.0523338,0,0.0305361,0.0165696,0.0412588,0.0162758,0.0226027,0.0441512,0.0329707,0.0343741,0.023961,0.0298975,0.0230319,0.0383408,0.040007,0.0383262,0.0273781,0.0150335,0.0281498,0.0407313,0.0218047,0.0074079,0.0254522,0.00401468,0.0183102,0.103051,0.0458128,0,0,0.0389396,0,0.00858316,0.0205281,0.0437994,0.0306887,0.0275958,0.0536674,0.0351969,0.0220892,0.0210249,0.0184749,0.0349933,0.0147716,0.0176225,0.018731,0.0138234,0.0150051,0.0339052,0.0365441,0.00840143,0.00641372,0.0216386,0.049418,0,0,0,0,0,0,0,0,0
170,0.0493221,0.0258959,0,0,0,0,0,0,0.0356277,0.0166369,0.0237976,0.0534045,0,0.0514296,0,0.0303294,0.0160747,0.0417654,0.0140427,0.0222476,0.0423706,0.0336635,0.0337152,0.023122,0.0278385,0.0221667,0.0382609,0.0394695,0.0377827,0.0268867,0.0158229,0.0339037,0.0398042,0.0217647,0.00711121,0.0236618,0.00404649,0.018447,0.104416,0.0458789,0,0,0.037694,0,0.0084796,0.0197852,0.0433431,0.0315651,0.0274913,0.0550024,0.0339744,0.0212722,0.0214867,0.0181639,0.0347256,0.0154627,0.0187729,0.0184549,0.0142243,0.0159927,0.0308904,0.0354625,0.00814106,0.00633225,0.0208921,0.0490095,0,0,0,0,0,0,0,0,0
171,0.0492643,0.0253279,0,0,0,0,0,0,0.0417266,0.016866,0.0231725,0.0548184,0,0.0505116,0,0.0302381,0.0155815,0.0421163,0.0130525,0.0218904,0.0403414,0.0343486,0.0332989,0.021128,0.0257679,0.0213831,0.0387201,0.0389062,0.0372839,0.0266354,0.0167159,0.0402434,0.0389889,0.0218476,0.00680282,0.022326,0.00405559,0.0189655,0.105723,0.0460055,0,0,0.036526,0,0.00836894,0.0191767,0.0432405,0.0329648,0.0276527,0.0570785,0.0327717,0.0206003,0.0219432,0.0177647,0.0345507,0.0161151,0.0201928,0.0183311,0.014649,0.0175266,0.0278928,0.0345504,0.00788806,0.00628929,0.0201323,0.048704,0,0,0,0,0,0,0,0,0
172,0.0491308,0.0246967,0,0,0,0,0,0,0.046381,0.0170267,0.0218281,0.0560499,0,0.0496132,0,0.0301414,0.0152055,0.0423406,0.0129275,0.0213759,0.0378533,0.0350165,0.0329308,0.0195214,0.0240472,0.0209618,0.0393518,0.0381304,0.0366048,0.0263887,0.0175467,0.0450939,0.0382561,0.0218134,0.00651004,0.0214846,0.00407393,0.019923,0.106774,0.0459536,0,0,0.0353602,0,0.00825325,0.0186634,0.043583,0.0343456,0.0279,0.0588802,0.0315788,0.0199371,0.0223399,0.0179242,0.0343796,0.0166259,0.0214676,0.0181459,0.0153433,0.0191956,0.025442,0.0336755,0.00766904,0.00624422,0.0193264,0.0483768,0,0,0,0,0,0,0,0,0
173,0.0487706,0.0238374,0,0,0,0,0,0,0.0493101,0.0172075,0.0209049,0.0571143,0,0.0485689,0,0.0299123,0.0148942,0.0424055,0.0137979,0.020695,0.0349712,0.0358653,0.0325606,0.0184163,0.0227125,0.0210448,0.0400244,0.0372024,0.0358114,0.0261234,0.0183787,0.0484862,0.0375314,0.0216678,0.00620044,0.0210051,0.00414191,0.0209558,0.107477,0.0456914,0,0,0.033938,0,0.0081498,0.0179974,0.0442658,0.0355786,0.0280092,0.0600811,0.0306595,0.019169,0.0223491,0.0183844,0.0342952,0.0170101,0.0222287,0.0178662,0.0161624,0.0205779,0.0236812,0.032683,0.007455,0.00613118,0.0183668,0.0479588,0,0,0,0,0,0,0,0,0
174,0.0482408,0.0228761,0,0,0,0,0,0,0.0510119,0.0174014,0.021118,0.0584479,0,0.0475245,0,0.0296255,0.014677,0.0423036,0.0160639,0.0200896,0.0321237,0.0370315,0.0322798,0.0175738,0.0215053,0.0209104,0.0411029,0.0360192,0.035123,0.0259588,0.0193009,0.0502691,0.0368327,0.0215054,0.00590284,0.0206116,0.00425326,0.0217293,0.108378,0.0452657,0,0,0.0322825,0,0.00805469,0.0171781,0.0447831,0.0366744,0.0278074,0.0616646,0.0300607,0.0183303,0.0223016,0.0186557,0.0342731,0.0173518,0.0231775,0.0174605,0.0169092,0.0216917,0.0221808,0.0316123,0.0072449,0.00598928,0.0174313,0.0475519,0,0,0,0,0,0,0,0,0
175,0.047674,0.0218563,0,0,0,0,0,0,0.0518661,0.0175667,0.0220107,0.0598716,0,0.0465296,0,0.0293171,0.0143737,0.0420798,0.0193648,0.0195337,0.029572,0.0384548,0.0320314,0.0169859,0.0207106,0.0207589,0.0421503,0.034836,0.0345967,0.025912,0.020049,0.0504311,0.0362115,0.0213059,0.00559585,0.0201286,0.00443194,0.0222132,0.109509,0.0447464,0,0,0.0305028,0,0.00798999,0.016321,0.0450848,0.0375099,0.0272652,0.0633942,0.0299301,0.0173727,0.022426,0.0187146,0.0341447,0.0177999,0.0238787,0.0169034,0.0173674,0.0223982,0.0207722,0.0304313,0.00706,0.00584318,0.0165732,0.0471932,0,0,0,0,0,0,0,0,0
176,0.0471582,0.0209817,0,0,0,0,0,0,0.0516937,0.0177216,0.0230658,0.061252,0,0.0457037,0,0.0290635,0.0140281,0.0417272,0.0232392,0.0190776,0.0273136,0.0397148,0.0319389,0.0166953,0.0204468,0.0206852,0.0429461,0.033859,0.0341455,0.0259628,0.0204618,0.0489655,0.0357743,0.0211472,0.00533342,0.0194842,0.00464031,0.0227178,0.110665,0.0442469,0,0,0.029003,0,0.00799967,0.0155889,0.0453614,0.0381994,0.0267943,0.0648707,0.029838,0.0165765,0.0226513,0.018772,0.0339253,0.0182201,0.0244586,0.016327,0.0174583,0.0229908,0.0192407,0.0293828,0.00692841,0.00567393,0.0159604,0.046887,0,0,0,0,0,0,0,0,0
177,0.0467123,0.0204446,0,0,0,0,0,0,0.0503155,0.0178564,0.0242795,0.0623761,0,0.045182,0,0.0288613,0.0137272,0.0412617,0.0278387,0.0186223,0.025147,0.0405158,0.0319346,0.016856,0.020782,0.0206067,0.0432745,0.0331349,0.0337184,0.0261478,0.020573,0.0460646,0.0355286,0.0210687,0.00511105,0.0186833,0.00479996,0.0231485,0.111638,0.0437851,0,0,0.0280253,0,0.00801515,0.0151404,0.0456535,0.03917,0.026638,0.0661152,0.0294199,0.016054,0.0229276,0.0189337,0.0338558,0.0187613,0.0251341,0.0158184,0.0178888,0.0236889,0.0174707,0.0286763,0.0068477,0.00555598,0.0156878,0.0466447,0,0,0,0,0,0,0,0,0
178,0.0459185,0.0199888,0,0,0,0,0,0,0.0474807,0.0180387,0.0263663,0.0631164,0,0.0447153,0,0.0286169,0.0134232,0.0407133,0.0345042,0.0177206,0.0230013,0.041537,0.0317545,0.0176297,0.0222334,0.0202002,0.043236,0.0331118,0.0335979,0.0268535,0.0207143,0.0407125,0.0352391,0.0209387,0.00486038,0.0179527,0.00496785,0.0235879,0.112433,0.0429888,0,0,0.0269106,0,0.0080193,0.0146034,0.0458716,0.0405344,0.02658,0.0673088,0.0290096,0.0153245,0.0229611,0.0191218,0.0339041,0.0193035,0.0258886,0.0154491,0.0185843,0.0245614,0.0156389,0.0278185,0.00667745,0.00542339,0.015538,0.0460589,0,0,0,0,0,0,0,0,0
179,0.0456066,0.0197873,0,0,0,0,0,0,0.0441067,0.0181666,0.0270504,0.0643133,0,0.0446944,0,0.0284321,0.0133145,0.0400821,0.0382592,0.0174449,0.0218235,0.0420249,0.0318045,0.0189358,0.0241135,0.0205577,0.0440274,0.0332456,0.0335514,0.0272795,0.020637,0.0355706,0.0353532,0.0207859,0.00465994,0.0173113,0.00503013,0.0240988,0.11322,0.0425749,0,0,0.02626,0,0.00800249,0.0142808,0.0461033,0.0419608,0.0264911,0.0686153,0.0285124,0.01494,0.0231296,0.0191642,0.0338284,0.0199541,0.0266889,0.0150726,0.0191744,0.0255431,0.0139382,0.0273058,0.00657397,0.00534758,0.0154472,0.0457885,0,0,0,0,0,0,0,0,0
180,0.0455476,0.019756,0,0,0,0,0,0,0.0406281,0.0182981,0.0271786,0.0655171,0,0.0446806,0,0.0282877,0.0132678,0.0393633,0.0405783,0.0173323,0.0211675,0.0422131,0.0319545,0.0203996,0.0261677,0.0209716,0.0449597,0.0336358,0.0336835,0.0277578,0.0204298,0.030581,0.0356092,0.020709,0.00457857,0.01691,0.00507487,0.0248529,0.113839,0.0424083,0,0,0.0258832,0,0.00800464,0.0141304,0.0462911,0.0435661,0.0263281,0.0698066,0.0282742,0.0146478,0.0233446,0.019196,0.0336929,0.0206489,0.0274752,0.0148035,0.0197593,0.0266867,0.0128863,0.0269803,0.00659271,0.00530936,0.0154117,0.045722,0,0,0,0,0,0,0,0,0
181,0.0454372,0.0197756,0,0,0,0,0,0,0.0369473,0.0184236,0.0273127,0.0665919,0,0.0446381,0,0.0282015,0.0132139,0.038562,0.0428083,0.0170308,0.0213483,0.0424039,0.0320006,0.0222505,0.0289197,0.0214789,0.0456618,0.03446,0.034362,0.0285733,0.0202272,0.0251966,0.0358164,0.0206816,0.00456513,0.0165909,0.00513404,0.025713,0.114396,0.0422878,0,0,0.0255978,0,0.00802313,0.0139446,0.0465116,0.04538,0.0261686,0.0708018,0.028113,0.014362,0.0235651,0.0193432,0.033478,0.0213156,0.0282572,0.0146374,0.0206333,0.0279864,0.0122117,0.0266857,0.00660745,0.00530535,0.01551,0.0456088,0,0,0,0,0,0,0,0,0
182,0.0458694,0.0199614,0,0,0,0,0,0,0.033826,0.0184915,0.0261391,0.0680369,0,0.0449268,0,0.0282243,0.0133108,0.0376626,0.0417414,0.0174714,0.021325,0.0419308,0.0324698,0.0235348,0.030055,0.0220089,0.0467973,0.0348279,0.0349553,0.0289541,0.0195669,0.0218064,0.0363526,0.0206999,0.00456678,0.0162186,0.00512921,0.0262278,0.114844,0.04267,0,0,0.0257953,0,0.00810306,0.0140232,0.0466815,0.0464806,0.0259403,0.0717935,0.0278885,0.0146118,0.0237803,0.019213,0.0332096,0.0220238,0.0288726,0.0143877,0.0211411,0.0289086,0.0115895,0.0268075,0.00669574,0.00533756,0.0156753,0.0459106,0,0,0,0,0,0,0,0,0
183,0.0462599,0.0199865,0,0,0,0,0,0,0.0312282,0.0185867,0.0249805,0.0693963,0,0.0451181,0,0.0281898,0.0133908,0.0367269,0.0400854,0.0179484,0.021318,0.0414205,0.0328213,0.0246091,0.0308132,0.0222961,0.047907,0.0352039,0.0355007,0.029366,0.0188498,0.0194162,0.0367868,0.0206674,0.00448056,0.0160066,0.00517356,0.0266404,0.115061,0.0429504,0,0,0.0259406,0,0.00819133,0.0140708,0.0465981,0.0477108,0.0255292,0.0729763,0.0280662,0.0147364,0.0240683,0.0184938,0.0332666,0.0224433,0.029579,0.014318,0.0214892,0.02988,0.0115143,0.0268574,0.00679628,0.00535178,0.0157213,0.0461464,0,0,0,0,0,0,0,0,0
184,0.0469468,0.0203528,0,0,0,0,0,0,0.0291266,0.0186295,0.02436,0.0703982,0,0.0456623,0,0.0282235,0.0135662,0.0357016,0.0386067,0.0184511,0.0212327,0.0403858,0.0336716,0.0256345,0.0316179,0.022562,0.048922,0.0355714,0.0359663,0.0298588,0.0182482,0.0179293,0.0375373,0.0206663,0.00449103,0.0158169,0.00513203,0.0270587,0.11517,0.0434463,0,0,0.0265008,0,0.00825394,0.0143386,0.0468869,0.0489266,0.0255634,0.0742295,0.0277842,0.0152606,0.0244779,0.0181565,0.0332402,0.0229556,0.0302282,0.0141856,0.0219641,0.0308509,0.0118458,0.0272197,0.0068787,0.00545159,0.0160589,0.0466139,0,0,0,0,0,0,0,0,0
185,0.047752,0.0207712,0,0,0,0,0,0,0.0274201,0.0186815,0.0242192,0.0710342,0,0.0462357,0,0.0282695,0.0137185,0.0347135,0.0375937,0.0189228,0.0212513,0.039227,0.034562,0.0264104,0.0321759,0.0229836,0.0499251,0.0358475,0.0363214,0.0304171,0.0178979,0.0168847,0.0383054,0.020681,0.00457405,0.0156552,0.00506138,0.0274231,0.115107,0.0440376,0,0,0.0271362,0,0.00830257,0.0145262,0.0474432,0.0498323,0.0257336,0.0751611,0.0275929,0.0158258,0.0249146,0.0182428,0.0331018,0.0233067,0.0307464,0.0139668,0.0224794,0.0315632,0.0122347,0.0276122,0.00698657,0.00557523,0.0163751,0.0472169,0,0,0,0,0,0,0,0,0
