Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRB,STRN,T10,x71,x72,x73,x74,RWRA,RTHII,,x76,x79
1550,0.0397549,0,0,0,0,0.0492561,0,0,0,0,0,0,0.0446861,0,0,0,0,0,0.0176054,0,0,0.0038667,0.0476731,0,0,0.0278624,0.0383126,0.029662,0.0410198,0.0413629,0.0371937,0.0272947,0.0278845,0.0931159,0,0,0.0291216,0.0410623,0,0,0.041761,0,0,0,0.0453476,0,0,0.0343179,0,0,0.0336595,0.0481645,0.055122,0.0342688,0.019241,0.0442954,0.0346378,0,0,0,0.0490848,0.0246163,0.0351619,0.0605805,0.0156282,0.0375092,0,0.0521395,0.0607255,0,0,0,0,0.0194604,0,0,0,0
1551,0.03854,0,0,0,0,0.0491743,0,0,0,0,0,0,0.0481589,0,0,0,0,0,0.0181148,0,0,0.00375839,0.0446346,0,0.0187006,0.0292365,0.0420785,0.0309773,0.0386292,0.0386156,0.035889,0.0280999,0.0298933,0.0899443,0,0,0.028181,0.0400364,0,0,0.0354357,0,0.0229855,0,0.0457051,0,0,0.0349204,0,0,0.0341143,0.0468189,0.0506801,0.0242097,0.00798851,0.046759,0.0359639,0,0,0.0979783,0.0586133,0.0345984,0.0432889,0.0673125,0.0126868,0.0361994,0,0.0499368,0.0649952,0,0,0,0,0.0195311,0,0,0,0
1552,0.0397654,0,0,0,0,0.0493929,0,0,0,0,0,0,0.0449738,0,0,0,0,0,0.0176769,0,0,0.00383264,0.0478755,0,0,0.0279271,0.0387984,0.0299084,0.040971,0.041255,0.0371927,0.0274408,0.0279998,0.0932377,0,0,0.0288996,0.0407988,0,0,0.0361817,0,0.0240809,0,0.0454867,0,0,0.0342148,0,0,0.0338374,0.0481876,0.052188,0.0336699,0.019017,0.0442941,0.034667,0,0,0,0.0507786,0.0267268,0.0377352,0.0626563,0.0145793,0.0370376,0,0.051413,0.060852,0,0,0,0,0.0194496,0,0,0,0
1553,0.03879,0,0,0,0,0.0492754,0,0,0,0,0,0,0.048251,0,0,0,0,0,0.0182294,0,0,0.00362687,0.0460222,0,0.0182439,0.0293574,0.0423415,0.0310202,0.0391348,0.0388231,0.0360669,0.0285649,0.0298636,0.0903188,0,0,0.0282163,0.0399013,0,0,0.0310059,0,0.0224549,0,0.0457304,0,0,0.0348754,0,0,0.0341707,0.0447312,0.0501893,0.0253191,0.00733975,0.0465589,0.0356338,0,0,0.0493933,0.0585386,0.0350324,0.0436407,0.0677482,0.0153676,0.0360985,0,0.0496043,0.0644682,0,0,0,0,0.0197287,0.0657979,0,0,0
1554,0.0381702,0,0,0,0,0.0509287,0,0,0,0,0,0,0.0482123,0,0,0,0,0,0.0217018,0,0,0.0486802,0.0463972,0,0.0170608,0.0293486,0.0429376,0.032292,0.039315,0.0387687,0.0361332,0.0286774,0.029818,0.0904541,0,0,0.0278573,0.0414707,0.0312457,0,0.0309023,0,0.0228746,0,0.0442092,0,0,0.0350911,0,0,0.0342929,0.0446882,0.0507795,0.026998,0.00835769,0.0477948,0.0350893,0,0,0.0459066,0.0574087,0.0338497,0.0425183,0.0669274,0.0155416,0.0360075,0,0.0509439,0.0633628,0,0,0,0,0.0197913,0.0669473,0,0,0
1555,0.0392503,0,0,0,0,0.049389,0,0,0,0,0,0,0.0466408,0,0,0,0,0,0.0181155,0,0,0.00378356,0.0454961,0,0.0175413,0.0292113,0.0407706,0.0303201,0.0392459,0.039296,0.0359941,0.027741,0.0297491,0.0912579,0,0,0.0279689,0.0401562,0,0,0.0309765,0,0.0214564,0,0.0460654,0,0,0.035353,0,0,0.0344243,0.0469728,0.0485611,0.0285784,0.010477,0.0465291,0.0361422,0,0,0,0.0556582,0.0324419,0.0418947,0.0663342,0.014133,0.0359317,0,0.0502575,0.0630347,0,0,0,0,0.0198067,0.0696705,0,0,0
1556,0.0391599,0,0,0,0,0.0493229,0,0,0,0,0,0,0.0476666,0,0,0,0,0,0.0185183,0,0,0.00366516,0.0461796,0,0.0182207,0.0296363,0.0420687,0.031272,0.0395087,0.0387147,0.0358971,0.0284818,0.0302296,0.0917015,0,0,0.0275502,0.0395273,0,0,0,0,0.0265625,0,0.0458262,0,0,0.0354954,0,0,0.0343617,0.0441399,0.0513632,0.0264229,0.00916651,0.0463989,0.0358318,0,0,0.0449445,0.0567483,0.0336429,0.0407824,0.0655227,0.0230495,0.0358658,0,0.0497386,0.0638367,0,0,0,0,0.0197563,0.0659563,0,0,0
1557,0.0393772,0,0,0,0,0.049445,0,0,0,0,0,0,0.0494181,0,0,0,0,0,0.0182636,0,0,0.00379201,0.0474724,0,0.0219293,0.0299154,0.043382,0.0304211,0.0397456,0.038334,0.0364441,0.0295496,0.0301274,0.0921192,0,0,0.0266755,0.0399677,0,0,0.0287298,0,0.0204054,0,0.0460238,0,0,0.035311,0,0,0.0342137,0.0456922,0.0481313,0.029452,0.0103353,0.0474819,0.0355061,0,0,0,0.0564019,0.0331173,0.0427184,0.0671922,0.0158146,0.0360968,0,0.0496041,0.0634836,0,0,0,0,0.0196715,0.0704327,0,0,0
1558,0.0374482,0,0,0,0,0.0522375,0,0,0,0,0,0,0.0560689,0,0,0,0,0,0.0182947,0,0,0.00374784,0.0541154,0,0.0502802,0.0302619,0.0489779,0.0290994,0.0433968,0,0.040102,0.0336539,0.0274089,0.0876921,0,0,0.016256,0.0394259,0,0,0.0305303,0,0.0215614,0,0.0484057,0,0,0.031194,0,0,0.0322609,0.0473621,0.051341,0.0387664,0.0204908,0.0499987,0.0300878,0,0,0,0.0517273,0.0273117,0.0385414,0.0641914,0.0153534,0,0,0.0513825,0.060494,0,0,0,0,0.0182574,0,0,0,0
1559,0.0405613,0,0,0,0,0.0493424,0,0,0,0,0,0,0.0371344,0,0,0,0,0,0.0188845,0,0,0.00362793,0.0489121,0,0,0.0151706,0.041064,0.0320748,0.036417,0.036762,0.0383913,0.0315836,0.0321375,0,0,0,0.0336383,0.0390005,0,0,0,0,0.0278373,0,0.045125,0,0,0.0346261,0,0,0.0339525,0.0447107,0.0540478,0.031169,0.0146258,0.0439386,0.034152,0,0,0.0499448,0.0522521,0.0282115,0.0370115,0.0624002,0.0209096,0.0366117,0,0.0512179,0.0610729,0,0,0,0,0.0194941,0,0,0,0
1560,0.040667,0,0,0,0,0.0493876,0,0,0,0,0,0,0.0391186,0,0,0,0,0,0.0189403,0,0,0.00364571,0.0488397,0,0,0.0171821,0.0412713,0.0319467,0.0373987,0.0379244,0.0383294,0.0309814,0.0299657,0,0,0.0217006,0.0309095,0.038716,0,0,0.032305,0,0.024076,0,0.0451687,0,0,0.0345122,0,0,0.033853,0.0452357,0.0527454,0.0307344,0.0143137,0.044113,0.0344444,0,0,0.0511468,0.0532643,0.0290013,0.0387749,0.0641057,0.0150849,0.0363837,0,0.0511668,0.0611397,0,0,0,0,0.0195115,0,0,0,0
1561,0.0408621,0,0,0,0,0.049647,0,0,0,0,0,0,0.0338291,0,0.0384884,0,0,0,0.0181567,0,0,0.00400882,0.0479881,0,0.0203267,0.0190692,0.0394529,0.0290927,0.0383973,0.0379509,0.0373243,0.0359957,0.0340217,0,0,0.0268414,0.0327935,0.0397904,0,0,0,0,0.0267255,0,0.0463674,0,0,0.0348291,0,0,0.0338825,0.0497484,0.0513791,0.0355867,0.0183454,0.0471487,0.0367572,0,0,0,0.0498396,0.0260997,0.0356828,0.0614064,0.0177453,0.0356417,0,0.0512508,0.0602592,0,0,0,0,0.0196322,0,0,0,0
1562,0.0406907,0,0,0,0,0.0497033,0,0,0,0,0,0,0.03279,0,0.0395617,0,0,0,0.0182484,0,0,0.00399529,0.0444788,0,0.0210793,0.0194907,0.0420571,0.0292795,0.0373877,0.0388155,0.0365891,0.0329753,0.0328723,0.0341069,0,0.0247136,0.0340863,0.0396701,0,0,0.0332002,0,0.0240769,0.0410073,0.046188,0,0,0.0345767,0,0,0.0338709,0.0506014,0.0501774,0.027442,0.0116368,0.0477875,0.0358405,0,0,0.0521304,0.0553319,0.0308693,0.0400533,0.065419,0.0143228,0.0357982,0,0.0501707,0.0613752,0,0,0,0,0.0196555,0,0,0,0
1563,0.04151,0,0,0,0,0.0497883,0,0,0,0,0,0,0.0292808,0,0.0391186,0,0,0,0.0180997,0,0,0.00401453,0.0441144,0,0,0.0176029,0.040899,0.0289729,0.037658,0.0416576,0.0372068,0.0298691,0.0316385,0.0337349,0,0.0248644,0.0390653,0.0397692,0,0,0,0,0.0268698,0.0405902,0.0461087,0,0,0.0341766,0,0,0.0338533,0.053869,0.0493785,0.0286192,0.0151722,0.0462202,0.0352012,0,0,0,0.0520066,0.0279096,0.0371257,0.0627667,0.0167883,0.0363611,0,0.0506508,0.0592681,0,0,0,0,0.0195218,0,0,0,0
1564,0.0407831,0,0,0,0,0.0497841,0,0,0,0,0,0,0.0316219,0,0.0391748,0,0,0,0.0180234,0,0,0.00401838,0.0426405,0,0.0220186,0.0191317,0.0419003,0.0285591,0.0362921,0.0390865,0.0366629,0.0316647,0.0325956,0.0344708,0,0.024697,0.0358375,0.0395052,0,0,0.0308851,0,0.0214504,0.0389947,0.0465588,0,0,0.0346344,0,0,0.0341762,0.0521293,0.0464767,0.0269257,0.010114,0.048213,0.0369901,0,0,0,0.0562646,0.0325779,0.0417868,0.0668278,0.0144929,0.0355911,0,0.0496831,0.0614645,0,0,0,0,0.0197137,0.0518703,0,0,0
1565,0.0413359,0,0,0,0,0.0498685,0,0,0,0,0,0,0.0322035,0,0.0393703,0,0,0,0.0177015,0,0,0.00413691,0.0442678,0,0.0216698,0.0189505,0.0411921,0.0276184,0.0372622,0.0393959,0.0366637,0.0321641,0.0327171,0.0344198,0,0.024828,0.0356896,0.0400362,0,0,0.0347167,0,0.0233805,0.0416052,0.0467962,0,0,0.0343043,0,0,0.034112,0.0527255,0.0493774,0.0305924,0.0149077,0.0484062,0.0369215,0,0,0,0.0530028,0.028479,0.0387201,0.0641313,0.0149949,0.0358488,0,0.0501465,0.0602695,0,0,0,0,0.0197643,0.0155062,0,0,0
1566,0.0392052,0,0,0,0,0.051152,0,0,0,0,0,0,0.0328768,0,0.03571,0,0,0,0.0230148,0,0,0.0486695,0.0408209,0,0.0198749,0.0192658,0.044054,0.0308496,0.035127,0.0371996,0.0349902,0.0332157,0.0351499,0,0,0.0268723,0.0341628,0.0397678,0.0310379,0,0.0321397,0,0.022277,0.033351,0.0451459,0,0,0.0353412,0,0,0.0346067,0.0528192,0.0471596,0.0212182,0.0103442,0.0500038,0.0384773,0,0,0.108868,0.0611787,0.0369076,0.0446224,0.0692013,0.0152401,0.034184,0,0.0501622,0.0641273,0,0,0,0,0.0202044,0,0,0,0
1567,0.0363491,0,0,0,0,0.0534864,0,0,0,0,0,0,0.0324827,0,0.0386837,0,0,0,0.0235935,0,0,0.0489826,0.0401733,0,0.0226433,0.0191773,0.0457659,0.0304574,0.0347012,0.0391374,0.0369569,0.0309477,0.0318074,0.0336368,0,0.0249305,0.035645,0.0384739,0.0311626,0,0.0311579,0,0.0224215,0.0340476,0.0475222,0,0,0.0318201,0,0,0.0334248,0.052932,0.0471357,0.0200416,0.0104292,0.0504153,0.0367015,0,0,0.112731,0.0612694,0.0371419,0.0445214,0.0691769,0.0155769,0,0,0.0517991,0.0627428,0,0,0,0,0.0191665,0,0,0,0
1568,0.0397343,0,0,0,0,0.0510474,0,0,0,0,0,0,0.0331454,0,0.0386595,0,0,0,0,0,0,0.0450401,0.0407586,0,0.0220768,0.0192358,0.0434731,0.0329162,0.0351269,0.0389578,0.0363496,0.0314083,0.03225,0.034714,0,0.0246148,0.0350382,0.0398243,0.0302489,0,0.0372638,0,0,0.0353834,0.0458811,0,0,0.0348301,0,0,0.0352483,0.0523346,0.0499932,0.0218472,0.0119683,0.0487587,0.0383043,0,0,0.0938731,0.0588486,0.0338631,0.0411847,0.0667732,0.0162776,0.0347325,0,0.0503713,0.0632165,0,0,0,0,0.0185806,0,0,0,0
1569,0.0412644,0,0,0,0,0.0494068,0,0,0,0,0,0,0.0344239,0,0.0389284,0,0,0,0,0,0,0.00268067,0.0437806,0,0.0221378,0.0187555,0.0416253,0.0302721,0.0367631,0.03919,0.0362619,0.0326858,0.0327254,0.0355106,0,0.0247537,0.0341277,0.0369232,0,0,0.0361989,0,0,0.0393918,0.0477353,0,0,0.034093,0,0,0.0342695,0.0504381,0.0512487,0.0257457,0.0128763,0.0469829,0.0383849,0,0,0.0562709,0.0557382,0.0302921,0.038849,0.0650281,0.0172852,0.0355841,0,0.0498028,0.0621811,0,0,0,0,0.0199322,0,0,0,0
1570,0.0406936,0,0,0,0,0.0513588,0,0,0,0,0,0,0.0350015,0,0.0386862,0,0,0,0,0,0,0.0449193,0.0445722,0,0.0212828,0.0184556,0.0421332,0.0313165,0.0373279,0.0390794,0.0362453,0.0331082,0.032999,0.0357997,0,0.0248673,0.0341009,0.0416012,0.0294522,0,0.0350981,0,0,0.0405836,0.0459058,0,0,0.0339915,0,0,0.0343551,0.0500248,0.0520336,0.0287008,0.0143609,0.0485399,0.0377802,0,0,0.0479761,0.0538431,0.0283865,0.0374284,0.0640374,0.0182962,0.0354282,0,0.0512771,0.0606581,0,0,0,0,0.019986,0,0,0,0
1571,0.0418241,0,0,0,0,0.0495503,0,0,0,0,0,0,0.0356554,0,0.0384224,0,0,0,0.0178931,0,0,0.00452909,0.0448486,0,0.0215597,0.0181956,0.0416569,0.0281813,0.0375154,0.0391861,0.036315,0.0334199,0.0328924,0.0358183,0,0.0249817,0.0339417,0.0396104,0,0,0.0338365,0,0,0.0406183,0.047175,0,0,0.0337355,0,0,0.0343929,0.0496724,0.0519645,0.0281605,0.0143668,0.047577,0.0385859,0,0,0.0477632,0.0539692,0.028539,0.0373669,0.0642705,0.0182448,0.0354956,0,0.0498813,0.0613063,0,0,0,0,0.0200245,0,0,0,0
1572,0.0419601,0,0,0,0,0.0494232,0,0,0,0,0,0,0.0360275,0,0.0381346,0,0,0,0.0178709,0,0,0.0045633,0.0447307,0,0.0213549,0.0180065,0.041595,0.0282582,0.0374346,0.0394106,0.0364299,0.0333487,0.0327641,0.0358703,0,0.0249343,0.0340149,0.0395255,0,0,0.0332261,0,0,0.0402421,0.0471819,0,0,0.0335384,0,0,0.0344594,0.0494749,0.0518617,0.0280018,0.0144847,0.0475194,0.0388519,0,0,0.0484864,0.0541577,0.0285859,0.0374634,0.0644143,0.018382,0.0355,0,0.0497276,0.0614258,0,0,0,0,0.020201,0,0,0,0
1573,0.042064,0,0,0,0,0.0491229,0,0,0,0,0,0,0.0368055,0,0.0377291,0,0,0,0,0,0,0.00241701,0.0449632,0,0.0213928,0.0176182,0.0411069,0.029977,0.0374543,0.0396735,0.0366581,0.0335327,0.0327259,0.0359537,0,0.0249009,0.0336213,0.0373834,0,0,0.0334445,0,0,0.040199,0.0478366,0,0,0.0331812,0,0,0.0344937,0.0491468,0.0515778,0.0279238,0.0145736,0.0468962,0.0390609,0,0,0.0483122,0.0544624,0.0286142,0.0376893,0.0647426,0.0187811,0.0358474,0,0.0495052,0.0616885,0,0,0,0,0.0201011,0,0,0,0
1574,0.0422464,0,0,0,0,0.0490605,0,0,0,0,0,0,0.0373531,0,0.0374016,0,0,0,0,0,0,0.00216451,0.0450434,0,0.0212891,0.0174091,0.0410323,0.0302665,0.0373782,0.03981,0.0367993,0.0335973,0.0326153,0.0359231,0,0.0247245,0.0338067,0.0370975,0,0,0.0326571,0,0,0.0399319,0.047845,0,0,0.0329967,0,0,0.0344551,0.049015,0.0518284,0.0281289,0.0148014,0.0469552,0.0390515,0,0,0.0479419,0.0544229,0.028448,0.0376203,0.0647993,0.0183753,0.03583,0,0.0495765,0.0617504,0,0,0,0,0.0202118,0,0,0,0
1575,0.0418292,0,0,0,0,0.0490786,0,0,0,0,0,0,0.0377998,0,0.0365226,0,0,0,0.0181881,0,0,0.0043714,0.043191,0,0.0211688,0.0173483,0.0423487,0.0302012,0.0361853,0.0396443,0.0368027,0.0331223,0.0323982,0.0355934,0,0.0244619,0.0340103,0.038364,0,0,0.0279332,0,0,0.0363828,0.0470518,0,0,0.0332873,0,0,0.0346022,0.0487564,0.0497425,0.0240918,0.0115604,0.047564,0.0395264,0,0,0.0438824,0.058053,0.0330774,0.0408832,0.0677427,0.0217082,0.0351493,0,0.0490769,0.0631348,0,0,0,0,0.0202082,0.0638929,0,0,0
1576,0.0418879,0,0,0,0,0.049045,0,0,0,0,0,0,0.0380225,0,0.0361319,0,0,0,0.0182156,0,0,0.00431145,0.0431229,0,0.0208181,0.0171827,0.0423308,0.0306909,0.0360273,0.0397432,0.0367265,0.0330022,0.0323377,0.0353378,0,0.0244593,0.034278,0.0380785,0,0,0.0273226,0,0,0.0360106,0.0470151,0,0,0.0331683,0,0,0.0345121,0.048621,0.0498904,0.024023,0.0116421,0.0477392,0.0395124,0,0,0.0435924,0.0579325,0.0332165,0.0407363,0.0677575,0.0223096,0.0350966,0,0.0488352,0.0631278,0,0,0,0,0.0203223,0.0651018,0,0,0
1577,0.0419021,0,0,0,0,0.0487455,0,0,0,0,0,0,0.0385931,0,0.0357598,0,0,0,0,0,0,0.0022812,0.0433022,0,0.0206917,0.0168719,0.0418886,0.0327631,0.0360691,0.0399911,0.0366585,0.033098,0.0323134,0.0354491,0,0.0245736,0.0340674,0.0352751,0,0,0.0271158,0,0,0.035977,0.0477799,0,0,0.0328392,0,0,0.0344475,0.0483264,0.0500372,0.0237636,0.0118327,0.0472617,0.0395676,0,0,0.0432754,0.0578633,0.0334021,0.0405842,0.0677368,0.022713,0.0354209,0,0.0485444,0.0633565,0,0,0,0,0.0201916,0.0644758,0,0,0
1578,0.0425564,0,0,0,0,0.0492222,0,0,0,0,0,0,0.0389824,0,0.0357114,0,0,0,0.018068,0,0,0.00439913,0.0451095,0,0.0199617,0.0164415,0.0413704,0.030457,0.037178,0.0405101,0.0366337,0.0333603,0.0323102,0.0356735,0,0.0244629,0.0344743,0.038264,0,0,0.0304052,0,0,0.0388823,0.0470723,0,0,0.0326875,0,0,0.0343982,0.048287,0.0526828,0.0286261,0.0153619,0.0483145,0.0389583,0,0,0.0472078,0.0536277,0.0278363,0.0366708,0.0643187,0.0192082,0.0354318,0,0.049917,0.0614949,0,0,0,0,0.020238,0,0,0,0
1579,0.0420505,0,0,0,0,0.048729,0,0,0,0,0,0,0.0395441,0,0.0348056,0,0,0,0,0,0,0.00203131,0.0435773,0,0.0201969,0.0163011,0.0420729,0.0336021,0.0359497,0.0403458,0.0365582,0.0330524,0.0322072,0.0357063,0,0.024241,0.034289,0.0348287,0,0,0.0264959,0,0,0.0358224,0.0477347,0,0,0.0327624,0,0,0.0344815,0.0478682,0.0501362,0.0237894,0.0122321,0.0476499,0.0395991,0,0,0.0427057,0.0572288,0.0322788,0.0399508,0.0670859,0.0232896,0.0353642,0,0.0490189,0.0635028,0,0,0,0,0.0202632,0.0636722,0,0,0
1580,0.0420646,0,0,0,0,0.0487113,0,0,0,0,0,0,0.0399303,0,0.0343641,0,0,0,0,0,0,0.00192507,0.0440353,0,0.0197715,0.0162649,0.0423367,0.0341191,0.0353883,0.0402919,0.0364332,0.0333435,0.0322645,0.0356849,0,0.0240363,0.0346827,0.0344945,0,0,0.0218678,0,0.0199848,0.0359875,0.0475886,0,0,0.0327474,0,0,0.0345187,0.0475643,0.0482779,0.0235261,0.0105989,0.0476923,0.0394985,0,0,0.0432756,0.0579381,0.0336235,0.0416021,0.0679017,0.0248376,0.0353861,0,0.0485763,0.0636669,0,0,0,0,0.0203625,0.0634278,0,0,0
1581,0.0420196,0,0,0,0,0.049162,0,0,0,0,0,0,0.0403088,0,0.0337667,0,0,0,0.0187996,0,0,0.00415005,0.0441278,0,0.0191771,0.015938,0.0428689,0.0326621,0.0350354,0.0405275,0.0363561,0.033458,0.0322356,0.0356256,0,0.0239824,0.0349931,0.03698,0,0,0.0219236,0,0.0200939,0.0359218,0.0464195,0,0,0.0328617,0,0,0.0346938,0.0473854,0.0485414,0.0239653,0.0106493,0.0486339,0.0394968,0,0,0.0433687,0.0575576,0.0332074,0.0412485,0.0675662,0.0245869,0.0350209,0,0.0486626,0.0633875,0,0,0,0,0.0202712,0.0639472,0,0,0
1582,0.0423455,0,0,0,0,0.0490933,0,0,0,0,0,0,0.0435849,0,0.0335588,0,0,0,0.0188131,0,0,0.00412905,0.0462676,0,0.0203565,0.0167841,0.0431958,0.0330886,0,0.0428757,0.035841,0.0332131,0.0316248,0.0356719,0.0177104,0.0224824,0.0313021,0.0368296,0,0,0.0216212,0,0.020002,0.0366649,0.0459976,0,0,0.0324143,0,0,0.0344776,0.0462333,0.0488232,0.023674,0.0108038,0.0481405,0.0387006,0,0,0.0431986,0.0570663,0.0331481,0.0408448,0.067225,0.0249889,0.0352458,0,0.0492248,0.0630003,0,0,0,0,0.0200765,0.064435,0,0,0
1583,0.0423026,0,0,0,0,0.0490508,0,0,0,0,0,0,0.0431646,0,0.0345115,0,0,0,0.0187635,0,0,0.00420792,0.0445649,0,0.0189085,0.0141502,0.0431346,0.0328257,0.0346547,0.0417387,0.0371269,0.0328567,0.0306725,0.0351738,0.0165678,0.0223034,0.0337002,0.0368125,0,0,0.0222933,0,0.0200594,0.0360676,0.0461358,0,0,0.0321681,0,0,0.0345119,0.0468145,0.0485832,0.0238777,0.0108892,0.0486597,0.0395583,0,0,0.0431542,0.0570718,0.0330617,0.0408187,0.0671746,0.0238808,0.0349728,0,0.0494392,0.0633444,0,0,0,0,0.0200352,0.0635968,0,0,0
1584,0.0423782,0,0,0,0,0.0490309,0,0,0,0,0,0,0.0436088,0,0.0339773,0,0,0,0.0187653,0,0,0.00427808,0.0448172,0,0.0185336,0.0135781,0.0430852,0.032796,0.0348106,0.0420662,0.0371083,0.0328039,0.0305011,0.0350458,0.0163886,0.0221217,0.0340829,0.0367416,0,0,0.0224076,0,0.0200381,0.0360106,0.0460832,0,0,0.0318346,0,0,0.0345038,0.0465376,0.0486372,0.0239113,0.011043,0.0486562,0.0398074,0,0,0.0429832,0.0568032,0.0331363,0.0406965,0.0671252,0.0235759,0.0349287,0,0.0494698,0.063449,0,0,0,0,0.0199357,0.0633169,0,0,0
1585,0.0424437,0,0,0,0,0.049039,0,0,0,0,0,0,0.0440701,0,0.033445,0,0,0,0.01869,0,0,0.00433341,0.0450778,0,0.0181164,0.0129876,0.0430222,0.0326862,0.0351828,0.0424128,0.0370976,0.032735,0.0302368,0.0348874,0.0161685,0.0219904,0.0345216,0.0366952,0,0,0.0225311,0,0.01996,0.0360808,0.0460105,0,0,0.0314595,0,0,0.0343947,0.04616,0.0485595,0.023973,0.0112229,0.0485822,0.0400766,0,0,0.0426612,0.0566807,0.0326778,0.0405861,0.0670401,0.0233162,0.0349654,0,0.0491275,0.0635366,0,0,0,0,0.019824,0.0628947,0,0,0
1586,0.0422036,0,0,0,0,0.0489865,0,0,0,0,0,0,0.0473974,0,0.0247151,0,0,0,0.0186236,0,0,0.00439402,0.0471698,0.0445657,0.0153888,0.016665,0.042421,0.0323938,0.0388244,0.0431322,0.0335479,0.0353125,0.0344992,0.0377347,0.0221574,0.0276386,0.0319449,0.0366696,0,0,0.0231712,0,0.0195542,0.0346153,0.046322,0,0,0.0314075,0,0,0.0344795,0.0460777,0.0481066,0.0248153,0.0113813,0.0494098,0.0417968,0,0,0.0420375,0.0569906,0.0326168,0.0407429,0.0672439,0.0228299,0.0346117,0,0.0484211,0.0644325,0,0,0,0,0.0198622,0.0622368,0,0,0
1587,0.0426708,0,0,0,0,0.0489645,0,0,0,0,0,0,0.0448038,0,0.0323072,0,0,0,0.0183582,0,0,0.00446948,0.046069,0,0.017434,0.0117278,0.042909,0.032229,0.0354588,0.0431413,0.037041,0.0326655,0.029761,0.0345894,0.0156372,0.021787,0.0355115,0.0370952,0,0,0.0237439,0,0.0190814,0.036567,0.0460639,0,0,0.0308469,0,0,0.0343416,0.0450778,0.0481275,0.0243688,0.0113527,0.0484566,0.0408379,0,0,0.0414107,0.0564257,0.032163,0.0403862,0.0669355,0.0221596,0.0351862,0,0.0487881,0.0638179,0,0,0,0,0.0194754,0.0621962,0,0,0
1588,0.042351,0,0,0,0,0.0487581,0,0,0,0,0,0,0.0483082,0,0.0240269,0,0,0,0.0184433,0,0,0.00449456,0.0478086,0.0455828,0.0147015,0.0158395,0.0428402,0.0322547,0.0387684,0.0435209,0.0340645,0.0353354,0.033782,0.0371722,0.0211893,0.0268633,0.0333254,0.0368041,0,0,0.0223752,0,0.0201351,0.0356169,0.0464691,0,0,0.0309369,0,0,0.0344313,0.0438425,0.0494142,0.0239197,0.0154489,0.0495746,0.0427126,0.0531086,0,0.0368041,0.0577825,0.0340454,0.0411792,0.0677221,0.0246822,0.0346604,0,0.0480572,0.0654651,0,0,0,0,0.0197262,0.0578851,0,0,0
1589,0.0429909,0,0,0,0,0.0487777,0,0,0,0,0,0,0.0488016,0,0.0237353,0,0,0,0.0179252,0,0,0.00477405,0.0502312,0.0459407,0.0143155,0.0153292,0.0418784,0.0306366,0.0394584,0.0441209,0.034096,0.0355906,0.0335688,0.0369052,0.0208548,0.0262198,0.0350032,0.0374063,0,0,0.0405732,0,0.0224061,0.0390828,0.0466089,0,0,0.0304745,0,0,0.0341546,0.0414764,0.0432021,0.0286894,0.0162542,0.0495532,0.0426625,0.0548316,0,0.0373345,0.0536872,0.0298715,0.0370692,0.0637098,0,0.0351325,0,0.0485279,0.0641515,0,0,0,0,0.0196433,0,0,0,0
1590,0.0429331,0,0,0,0,0.0484845,0,0,0,0,0,0,0.0502194,0,0.0213737,0,0,0,0.0183651,0,0,0.00468453,0.0521021,0.0427877,0.0155237,0.0172525,0.0432562,0.0316927,0,0.0459298,0.0326553,0.0357304,0.0342318,0.0381745,0.0217545,0.0257381,0.035596,0.0367477,0,0,0.0426753,0,0.0204967,0.0371865,0.0463023,0,0,0.0302528,0,0,0.0342251,0.040497,0.0406584,0.0251243,0.0173451,0.0488312,0.0427125,0.0509312,0,0.0339252,0.0569278,0.0342973,0.0400859,0.0661754,0,0.035182,0,0.0480731,0.0655375,0,0,0,0,0.0195175,0.0574772,0,0,0
1591,0.0433889,0,0,0,0,0.0484004,0,0,0,0,0,0,0,0,0.025826,0,0,0,0.0178647,0,0,0.00488379,0.0486233,0.044503,0.0150915,0.0138486,0.0429752,0.0304446,0.0368583,0.0421206,0.0352941,0.0337444,0.0304245,0.0359789,0.018661,0.0224268,0.0416617,0.0372484,0,0,0,0,0.0331338,0.0380146,0.0465495,0,0,0.0299333,0,0,0.0341563,0.0406306,0.0319718,0.0263821,0.0243083,0.0486223,0.0432278,0.0472847,0,0.031085,0.0528111,0.0303325,0.0328062,0.059616,0,0.0354284,0,0.0485918,0.0649949,0,0,0,0,0.0193669,0.0571864,0,0,0
