Timestep,,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,LWRA,IMUL_M,x78,x81,x80
140,0,0.041551,0,0,0,0,0.0494992,0,0,0,0,0,0.0376198,0,0.0344817,0.036883,0,0,0.0131216,0,0,0.0524086,0.0482916,0.0349876,0.0247448,0.0214619,0.029771,0.0336814,0.0334158,0.030371,0.0444176,0.0434759,0.0418208,0.0463465,0.0286192,0.0337539,0.0243318,0.0587098,0.0125856,0.025648,0,0.0248671,0,0.0390903,0,0,0.00908889,0,0,0.0233058,0.04809,0.0439284,0.0244583,0.0171268,0.0255956,0.0425238,0.0432225,0.0656462,0.052747,0.034051,0.0610901,0.0420979,0.0475796,0.0694558,0.0192412,0.0480268,0,0.0236779,0.0577022,0.0625906,0,0,0,0,0.0189422,0,0,0,0
141,0,0.0429983,0,0,0,0,0.0492843,0,0,0,0,0,0.037292,0,0.0345837,0.0375124,0,0,0.0130263,0,0,0.0524359,0.0476043,0.035074,0.0233927,0.0215244,0.0290022,0.0345136,0.0324337,0.0294549,0.0446414,0.0436397,0.0420884,0.0467674,0.0288503,0.033919,0.0247137,0.0591497,0.0117094,0.0257902,0,0.0248513,0,0.0380642,0,0,0.00574023,0,0,0.0258978,0.048879,0.0440883,0.0262751,0.017696,0.0265655,0.0455502,0.0426828,0.0654309,0.0527004,0.0345191,0.0611619,0.0422668,0.0476166,0.0693062,0.0190937,0.0453498,0.0212207,0.0217733,0.0578111,0.0638058,0,0,0,0,0.0192524,0,0,0,0
142,0,0.0437072,0,0,0,0,0.0490879,0,0,0,0,0,0.0373574,0,0.0346666,0.0378702,0,0,0.0131411,0,0,0.0524531,0.047415,0.0350199,0.023119,0.021636,0.0285858,0.0350594,0.0321617,0.0291443,0.0446578,0.0437421,0.0422313,0.0468473,0.0289287,0.0339816,0.0247647,0.0590648,0.0107148,0.0259439,0,0.0249585,0,0.037635,0,0,0.00591083,0,0,0.0259204,0.0490358,0.0442937,0.0273417,0.0178831,0.026828,0.0460793,0.0421388,0.0656104,0.0528072,0.034698,0.0610492,0.0421811,0.0474984,0.0691569,0.0190424,0.0451813,0.0233574,0.0231521,0.0577732,0.0643109,0,0,0,0,0.019581,0,0,0,0
143,0,0.0441365,0,0,0,0,0.0491026,0,0,0,0,0,0.0373548,0,0.0347152,0.0380191,0,0,0.0137619,0,0,0.0521579,0.0473369,0.0349226,0.023103,0.0216644,0.028203,0.0360802,0.0320351,0.0290565,0.0446116,0.044006,0.042273,0.0468971,0.0290144,0.0340174,0.0246816,0.058808,0.0102332,0.0257231,0,0.0249382,0,0.0371551,0,0,0.00669881,0,0,0.0252582,0.0490688,0.044496,0.0280392,0.0180019,0.0269751,0.0467684,0.0410449,0.065674,0.052965,0.0347839,0.0608998,0.0420617,0.0473615,0.0691154,0.0190204,0.0452043,0.0258421,0.0223038,0.0578583,0.0646992,0,0,0,0,0.0194052,0,0,0,0
144,0,0.0446586,0,0,0,0,0.0489382,0,0,0,0,0,0.0373207,0,0.0346763,0.0380654,0,0,0.0140121,0,0,0.0521452,0.0472863,0.0348982,0.022979,0.0216276,0.0278326,0.0367738,0.0319981,0.0291031,0.0445285,0.0442788,0.0422303,0.0468994,0.0290541,0.0340157,0.0246585,0.0585908,0.00964959,0.0256207,0,0.0250027,0,0.0366291,0,0,0.00676972,0,0,0.0255221,0.0492249,0.0446045,0.0286231,0.0180786,0.0270385,0.0466086,0.040638,0.0656465,0.0531214,0.0349492,0.0607708,0.0420013,0.0472549,0.0691102,0.0189246,0.0458212,0.0271812,0.0229632,0.0578311,0.064933,0,0,0,0,0.019526,0,0,0,0
145,0,0.0449713,0,0,0,0,0.0487252,0,0,0,0,0,0.0372559,0,0.0346383,0.0379322,0,0,0.0133999,0,0,0.0525038,0.047137,0.0349827,0.0226894,0.0215962,0.0275787,0.0370091,0.031861,0.0290743,0.044492,0.0438693,0.042243,0.0468821,0.029067,0.0339582,0.0247567,0.0584963,0.00874865,0.0256316,0,0.0250974,0,0.0362775,0,0,0.00706516,0,0,0.0256196,0.04906,0.0447738,0.0289215,0.0181656,0.0271703,0.0461191,0.0406991,0.0656868,0.0531985,0.0351237,0.0606935,0.041945,0.0471773,0.0690275,0.0189985,0.0464781,0.0279734,0.0232598,0.0577652,0.0651108,0,0,0,0,0.0207547,0,0,0,0
146,0,0.0449365,0,0,0,0,0.0488249,0,0,0,0,0,0.0372014,0,0.0345977,0.0378005,0,0,0.0141593,0,0,0.0519174,0.0470204,0.0349698,0.0223331,0.0215785,0.0274179,0.038778,0.0317345,0.0290426,0.0445306,0.0435667,0.0422493,0.0468939,0.0290785,0.0338952,0.0248058,0.0579669,0.00940736,0.0255498,0,0.025122,0,0.0358427,0,0,0.00753222,0,0,0.0258177,0.0490322,0.0448871,0.0290551,0.0182387,0.0272787,0.0456759,0.0408487,0.0656725,0.0532648,0.0352428,0.0606481,0.0418638,0.0471308,0.0689487,0.0190465,0.0470084,0.0289047,0.0224982,0.0579663,0.0653048,0,0,0,0,0.0194853,0,0,0,0
147,0,0.0445608,0,0,0,0,0.0490052,0,0,0,0,0,0.0368049,0,0.034429,0.0377379,0,0,0.0134985,0,0,0.052437,0.0472484,0.0348129,0.0227971,0.0213889,0.0253664,0.039006,0.0322276,0.0294791,0.0437469,0.0426337,0.0421324,0.0468199,0.0289581,0.0335735,0.0251472,0.0577419,0.00941073,0.0265839,0,0.0248084,0,0.0357697,0,0,0.00817699,0,0,0.0254714,0.0481542,0.0437451,0.0320921,0.0185615,0.0261298,0.0457607,0,0.068415,0.0548332,0.0372611,0.0594571,0.0406155,0.0464464,0.0681954,0.0170455,0.0473517,0.0301702,0.0197984,0.0586909,0.0643464,0,0,0,0,0.0212657,0,0,0,0
148,0,0.044108,0,0,0,0,0.0491093,0,0,0,0,0,0.036831,0,0.0347139,0.0375971,0,0,0.0133989,0,0,0.0526062,0.0480682,0.0351545,0.0220629,0.0214045,0.0271352,0.0409157,0.0315006,0.0293548,0.0445509,0.0433589,0.0422425,0.0469276,0.0290041,0.0337238,0.0253073,0.0570457,0.00956892,0.0256127,0,0.0251976,0,0.035787,0,0,0.00916043,0,0,0.0252897,0.0491977,0.045079,0.0292213,0.0183441,0.0274055,0.0455088,0.0408732,0.0654156,0.0536323,0.0352265,0.0606272,0.0417967,0.0471345,0.0687202,0.0189977,0.0474535,0.0308858,0.0177269,0.0584883,0.0651848,0,0,0,0,0.0207536,0,0,0,0
149,0,0.0437298,0,0,0,0,0.0493344,0,0,0,0,0,0.036712,0,0.0347514,0.0375795,0,0,0.0140231,0,0,0.0525199,0.0482344,0.0351759,0.0219745,0.021344,0.0271147,0.0421887,0.0315457,0.0297007,0.0444315,0.043409,0.0422375,0.0469047,0.0290573,0.0336936,0.0254288,0.0565589,0.010039,0.0256521,0,0.025223,0,0.0356993,0,0,0.00959062,0,0,0.0263034,0.0492281,0.0451541,0.0291577,0.0183314,0.0274878,0.0448155,0.0409302,0.0654341,0.0537151,0.0351796,0.060615,0.0418125,0.0471335,0.0687347,0.0190594,0.0477636,0.0306914,0.0182995,0.0588224,0.0651303,0,0,0,0,0.0194342,0,0,0,0
150,0,0.0431985,0,0,0,0,0.049746,0,0,0,0,0,0.036416,0,0.0345385,0.037506,0,0,0.0140271,0,0,0.0528932,0.0478969,0.0349531,0.0225669,0.0211631,0.0252777,0.0422275,0.0323362,0.0302317,0.0434278,0.0425662,0.0420646,0.0467846,0.0290182,0.033412,0.0255953,0.0567378,0.0100758,0.0266762,0,0.0248378,0,0.0356025,0,0,0.0102977,0,0,0.0264994,0.0482937,0.043898,0.0318976,0.0185041,0.0262895,0.0448388,0,0.0685115,0.0550953,0.0371407,0.0594092,0.0406626,0.0464729,0.0681758,0.0169913,0.0477546,0.0305984,0.0170419,0.0596402,0.0640394,0,0,0,0,0.0195189,0,0,0,0
151,0,0.0426764,0,0,0,0,0.0499068,0,0,0,0,0,0.0365346,0,0.0345856,0.0374414,0,0,0.0137821,0,0,0.0531398,0.0474915,0.035134,0.0216797,0.0211844,0.0270843,0.0433034,0.0316808,0.0298045,0.0440198,0.0431126,0.0421205,0.0468432,0.0290711,0.0335792,0.0255095,0.0562111,0.010214,0.0262005,0,0.025169,0,0.0357836,0,0,0.0110206,0,0,0.0264153,0.0491029,0.0450177,0.0289296,0.0182583,0.0272863,0.0447276,0.0408709,0.0656451,0.0535105,0.0350856,0.0608144,0.0420273,0.047265,0.0688198,0.018374,0.0476589,0.0301166,0.0162914,0.0593885,0.0646634,0,0,0,0,0.0194502,0,0,0,0
152,0,0.0423571,0,0,0,0,0.0503586,0,0,0,0,0,0.0369168,0,0.0350562,0.0365852,0,0,0.0135862,0,0,0.0530509,0.0495452,0.0349975,0.0227388,0.0217005,0.0257735,0.0427308,0.0337495,0.0300331,0.043649,0.0434515,0.0419347,0.0465653,0.0288581,0.0334873,0.0247474,0.0564038,0.0108697,0.0327331,0,0.0259432,0,0.0354817,0,0,0.0113545,0,0,0.0263696,0.0452247,0.0455789,0.0335076,0.0168753,0.0245534,0.0447013,0.0454353,0,0.0569475,0.0370364,0.0583632,0.0387737,0.0449475,0.0661842,0.0127533,0.0477526,0.0294149,0.0160176,0.0605035,0.062851,0,0,0,0,0.0192553,0,0,0,0
153,0,0.0417098,0,0,0,0,0.050548,0,0,0,0,0,0.0363413,0,0.034763,0.0373349,0,0,0.0134746,0,0,0.0525327,0.0471277,0.0351226,0.021737,0.0208699,0.0273528,0.0433019,0.0316033,0.0295904,0.0438592,0.0430537,0.0421293,0.0468843,0.0290054,0.0335804,0.0255527,0.0557654,0.0119867,0.0264001,0,0.0250134,0,0.0359621,0,0,0.0116138,0,0,0.0261661,0.0488109,0.044832,0.0286271,0.0180527,0.0269716,0.0448439,0.0410888,0.0657667,0.0538575,0.0349394,0.0609954,0.0421085,0.0473173,0.0689479,0.0181491,0.0476177,0.0284279,0.0160017,0.0598982,0.0639384,0,0,0,0,0.018652,0,0,0,0
154,0,0.0413875,0,0,0,0,0.0511012,0,0,0,0,0,0.0365913,0,0.0351628,0.0361916,0,0,0.0135002,0,0,0.0522863,0.0494176,0.034936,0.0232708,0.0217365,0.0260293,0.0423276,0.0340037,0.0300835,0.0433931,0.0433837,0.0420112,0.0465905,0.028841,0.0334248,0.0249137,0.0561996,0.0128847,0.0341129,0,0.0257977,0,0.035559,0,0,0.0117594,0,0,0.0263682,0.0447724,0.0451864,0.0331931,0.0163633,0.0241404,0.0449093,0.0454484,0,0.0571945,0.0368212,0.0589509,0.0391507,0.045239,0.0664032,0.012745,0.0477997,0.0277202,0.0165041,0.0610257,0.0620023,0,0,0,0,0.0183192,0,0,0,0
155,0,0.0406782,0,0,0,0,0.051193,0,0,0,0,0,0.0352181,0,0.0346871,0.0359314,0,0,0.0138944,0,0,0.0519631,0.0457622,0.0337251,0.0230302,0.021249,0.0283112,0.0420861,0.0321743,0.0290367,0.0416787,0.0417416,0.043159,0.0481309,0.0299573,0.0335154,0.0262279,0.0568883,0.0136731,0.0354497,0,0.0255532,0.0580694,0.0354593,0,0,0.0127701,0,0,0.0270507,0.0490057,0.0413692,0.0248386,0.017413,0.0274032,0.0436958,0.0428486,0,0.0510951,0.0369676,0.0622172,0.0421405,0.0480136,0.0691423,0.0115916,0.0485981,0.0277922,0.0181695,0.059749,0.0629473,0,0,0,0,0.0182259,0,0,0,0
156,0,0.0402329,0,0,0,0,0.0517439,0,0,0,0,0,0.0356773,0,0.0345749,0.0359697,0,0,0.0144017,0,0,0.0513005,0.0471379,0.0338219,0.0241317,0.021416,0.0276982,0.0410068,0.0336727,0.0295044,0.0415863,0.0416486,0.0427719,0.0476267,0.0295158,0.0332572,0.0257266,0.0574801,0.0146566,0.0368793,0,0.0267864,0.0614503,0.035281,0,0,0.0126895,0,0,0.0271815,0.0475039,0.0432517,0.0268485,0.017529,0.0261097,0.0441261,0.0458607,0,0,0.0388851,0.0585596,0.038548,0.0450969,0.0664913,0.0123515,0.0487314,0.0269793,0.0186671,0.0608399,0.0614782,0,0,0,0,0.0175024,0,0,0,0
157,0,0.0398235,0,0,0,0,0.0516879,0,0,0,0,0,0.0353079,0,0.0343483,0.0371758,0,0,0.0144999,0,0,0.0507508,0.0454165,0.034202,0.0232881,0.0206927,0.0286042,0.0409955,0.0317885,0.0293734,0.0422452,0.0410893,0.0426441,0.0474351,0.0293818,0.0332988,0.026136,0.0571992,0.0154211,0.034936,0,0.0262268,0.0591801,0.0359091,0,0,0.0124685,0,0,0.0268298,0.0501436,0.0452595,0.0236883,0.0203105,0.0283392,0.0450399,0.0386127,0,0.0763071,0.0354442,0.0631782,0.0431835,0.0480162,0.0684628,0.0124866,0.0485779,0.0251635,0.0197592,0.0606609,0.0623227,0,0,0,0,0.0171764,0,0,0,0
158,0,0.0397016,0,0,0,0,0.051963,0,0,0,0,0,0.0355952,0,0.0346182,0.0356595,0,0,0.0141872,0,0,0.05071,0.0477954,0.0339888,0.0242678,0.0215856,0.0282083,0.0400367,0.0333679,0.0294162,0.0415854,0.041323,0.0426582,0.0474044,0.0293672,0.0332182,0.0257521,0.0577157,0.016059,0.0357879,0,0.0267197,0.0617465,0.0354341,0,0,0.0127396,0,0,0.0268011,0.0475979,0.043078,0.0260477,0.0178953,0.0261475,0.044848,0.0459076,0,0,0.0387376,0.058322,0.0384172,0.045068,0.0666682,0.0119262,0.0486783,0.0244221,0.0209752,0.0613472,0.0610727,0,0,0,0,0.0171948,0,0,0,0
159,0,0.0396929,0,0,0,0,0.0515508,0,0,0,0,0,0.0349596,0,0.0342768,0.036621,0,0,0.0140561,0,0,0.0504943,0.0450684,0.033995,0.0229324,0.0207512,0.0301623,0.0410756,0.0303489,0.028918,0.0419613,0.0410667,0.0428029,0.0478668,0.0296348,0.033434,0.0264743,0.0571101,0.016413,0.0280311,0,0.0249599,0.0544045,0.0358967,0,0,0.0126718,0,0,0.0261192,0.0524744,0.0412579,0.0203852,0.019127,0.0295363,0.0453234,0.0392809,0.0628166,0.0478012,0.0351607,0.0642658,0.044951,0.0500748,0.0716494,0.0157549,0.0483284,0.0223477,0.0223782,0.0601525,0.0632983,0,0,0,0,0.0160292,0,0,0,0
160,0,0.0393477,0,0,0,0,0.0517244,0,0,0,0,0,0.0348968,0,0.0343443,0.0362859,0,0,0.0140253,0,0,0.050147,0.0451591,0.033963,0.0231338,0.0208328,0.0303264,0.0409283,0.0304655,0.0288922,0.0419311,0.0413121,0.0427496,0.0478382,0.0296606,0.0334622,0.0264718,0.056831,0.0173516,0.0276886,0,0.024861,0.0539956,0.0361661,0,0,0.0128813,0,0,0.0255602,0.0522291,0.0405966,0.0202445,0.018789,0.0293081,0.0457362,0.0401565,0.0626638,0.0502918,0.0353715,0.0640699,0.0447317,0.0501077,0.0718723,0.0156771,0.0482154,0.022014,0.0218139,0.0602317,0.0632562,0,0,0,0,0.0159748,0,0,0,0
161,0,0.0392426,0,0,0,0,0.0517535,0,0,0,0,0,0.0349783,0,0.0343426,0.0362304,0,0,0.0141997,0,0,0.04989,0.0442809,0.0338464,0.0232906,0.0208104,0.0303489,0.0404635,0.0305991,0.028929,0.0418192,0.0413024,0.0428922,0.0477656,0.0296535,0.0334602,0.0262201,0.0567344,0.0179468,0.0280911,0,0.0248898,0.0540161,0.0362324,0,0,0.0127544,0,0,0.0253822,0.052122,0.0406061,0.0201198,0.0188077,0.0291783,0.045858,0.0400135,0.0625252,0.0497838,0.0353163,0.0642038,0.0448805,0.050185,0.0718059,0.0155958,0.0480713,0.0213807,0.0220501,0.0602133,0.063186,0,0,0,0,0.0157889,0,0,0,0
162,0,0.0393391,0,0,0,0,0.051822,0,0,0,0,0,0.0353321,0,0.0348367,0.0351797,0,0,0.0146544,0,0,0.04953,0.0458685,0.0337783,0.024015,0.0214389,0.0295011,0.0394263,0.0323505,0.0289216,0.0415489,0.0417317,0.0430895,0.0475917,0.0295709,0.0334079,0.0256215,0.0569926,0.0185271,0.034505,0,0.0253597,0.0575418,0.0359433,0,0,0.0122774,0,0,0.0257012,0.0485615,0.0404303,0.0230464,0.0172365,0.0269939,0.0452032,0.0433773,0,0.052142,0.0369528,0.0621059,0.0421173,0.0482645,0.069551,0.0112638,0.0483161,0.0199989,0.0247169,0.0607254,0.062017,0,0,0,0,0.0156701,0,0,0,0
163,0,0.039284,0,0,0,0,0.0515875,0,0,0,0,0,0.035047,0,0.0343959,0.0362524,0,0,0.0144812,0,0,0.0493914,0.0440194,0.0337892,0.0237573,0.0207717,0.0305764,0.0398408,0.0307866,0.0288199,0.0418515,0.0413366,0.0429892,0.0475628,0.0295773,0.033449,0.0260417,0.0565811,0.0188378,0.0279753,0,0.0249063,0.0541115,0.0364639,0,0,0.0121781,0,0,0.0254546,0.0520866,0.0406841,0.019673,0.0188512,0.0290558,0.0454573,0.039612,0.0625922,0.0491793,0.0352829,0.0642727,0.0449454,0.0501834,0.0719081,0.0157344,0.0480518,0.0192414,0.0248249,0.0600134,0.0632361,0,0,0,0,0.0153531,0,0,0,0
164,0,0.0392132,0,0,0,0,0.0515919,0,0,0,0,0,0.0350475,0,0.0343779,0.0363459,0,0,0.0143184,0,0,0.0494297,0.0440724,0.0337597,0.0239201,0.020793,0.0305743,0.0394997,0.0307933,0.0288044,0.0418912,0.0412782,0.0428751,0.0475305,0.0295643,0.0333857,0.0259889,0.0566456,0.0189756,0.0282288,0,0.0249537,0.0540668,0.036693,0,0,0.0127338,0,0,0.0249094,0.0520282,0.0406536,0.0196609,0.01889,0.028947,0.0458202,0.0395693,0.0625535,0.049179,0.0353846,0.0643859,0.0450155,0.0502191,0.0718638,0.0155882,0.047835,0.0200694,0.0224999,0.0599372,0.0631968,0,0,0,0,0.0155366,0,0,0,0
165,0,0.0393253,0,0,0,0,0.0516264,0,0,0,0,0,0.0353905,0,0.0348322,0.0357667,0,0,0.0145958,0,0,0.0493451,0.0459516,0.0335987,0.0244658,0.0215225,0.0295565,0.0383066,0.0324227,0.0287084,0.0416083,0.0416974,0.0429199,0.0475098,0.0295782,0.0332901,0.0253544,0.0571808,0.0190765,0.0357218,0,0.0255597,0.0573986,0.0365795,0,0,0.0128172,0,0,0.0248447,0.0484592,0.0403384,0.0229647,0.0171791,0.0266514,0.0454439,0.043073,0,0.0518522,0.0371278,0.0625761,0.042436,0.0484707,0.0695517,0.0113737,0.0480315,0.0201846,0.0226855,0.060297,0.0619582,0,0,0,0,0.0158383,0,0,0,0
166,0,0.0394673,0,0,0,0,0.0514063,0,0,0,0,0,0.0354912,0,0.0348824,0.0364185,0,0,0.0148927,0,0,0.0491335,0.0459663,0.033611,0.0243718,0.0216154,0.0296643,0.0378802,0.0323991,0.0283137,0.0416306,0.0419572,0.0430012,0.0475541,0.0295673,0.033296,0.0252204,0.0572129,0.0191151,0.0355573,0,0.0256331,0.0575183,0.0368083,0,0,0.0124435,0,0,0.0251126,0.0485058,0.0402449,0.0229106,0.0172139,0.0266936,0.0449058,0.0431594,0,0.0518741,0.0372512,0.0624611,0.0423804,0.0484517,0.069551,0.0112422,0.0481794,0.0192603,0.024739,0.0599178,0.0620894,0,0,0,0,0.0159403,0,0,0,0
167,0,0.0395981,0,0,0,0,0.0512448,0,0,0,0,0,0.0355442,0,0.0349232,0.0361701,0,0,0.0150367,0,0,0.049101,0.0459567,0.0335796,0.0247169,0.0216844,0.0296865,0.03763,0.032429,0.0282183,0.0416985,0.0422539,0.042863,0.0473951,0.029496,0.0333038,0.0251327,0.0571153,0.0189882,0.0358056,0,0.0256472,0.0573765,0.0369839,0,0,0.0125737,0,0,0.0250775,0.0485353,0.0401943,0.0228068,0.0172541,0.0266551,0.0447571,0.0431253,0,0.0518016,0.0372885,0.062539,0.0424803,0.0484847,0.0695601,0.0112522,0.048088,0.0195158,0.02441,0.0596598,0.0622053,0,0,0,0,0.0162356,0,0,0,0
168,0,0.0396526,0,0,0,0,0.0511014,0,0,0,0,0,0.035558,0,0.0348969,0.0360489,0,0,0.0148442,0,0,0.0492437,0.0459797,0.0335972,0.0248524,0.0217583,0.0296644,0.0372963,0.0324438,0.0282277,0.0417546,0.042249,0.0427321,0.0472944,0.029402,0.0332391,0.0251193,0.0572346,0.0185975,0.0357667,0,0.0256043,0.0573478,0.037187,0,0,0.0130168,0,0,0.024744,0.0485871,0.0402277,0.0227586,0.0173162,0.026584,0.0449881,0.0430452,0,0.051802,0.0373371,0.0626239,0.0425299,0.0485018,0.0695168,0.0113315,0.04786,0.0204817,0.0224228,0.0592813,0.0622709,0,0,0,0,0.0167896,0,0,0,0
169,0,0.0401092,0,0,0,0,0.0508097,0,0,0,0,0,0.0354944,0,0.0347717,0.0359719,0,0,0.0148448,0,0,0.0496324,0.0459687,0.0335503,0.0245846,0.0214995,0.0297615,0.0363858,0.0324839,0.0282121,0.0416683,0.0420339,0.0426572,0.0472765,0.0294004,0.0331807,0.025064,0.0582826,0.0173385,0.0356801,0,0.02561,0.0572884,0.0368519,0,0,0.0126389,0,0,0.0248205,0.0486356,0.0403337,0.0227432,0.0173569,0.0265882,0.0445741,0.0430388,0,0.0518995,0.0374229,0.0626368,0.0425065,0.048475,0.0694705,0.0113253,0.0477506,0.0201168,0.0234256,0.0584767,0.0622105,0,0,0,0,0.0166972,0,0,0,0
170,0,0.0400292,0,0,0,0,0.0506048,0,0,0,0,0,0.0355133,0,0.0347591,0.0361463,0,0,0.015217,0,0,0.0489368,0.0460381,0.0335094,0.0247659,0.0214748,0.030033,0.0368948,0.0325915,0.0281179,0.0415568,0.0421056,0.0426642,0.0472054,0.0294491,0.0331672,0.0249342,0.0574381,0.0178555,0.0358895,0,0.0256329,0.0574163,0.03747,0,0,0.0126819,0,0,0.0247492,0.0486256,0.0402675,0.022585,0.0172906,0.0264542,0.0445269,0.0429378,0,0.0517841,0.0373468,0.0627309,0.0425522,0.048546,0.0695517,0.01127,0.047997,0.0206208,0.0230075,0.0583253,0.0624057,0,0,0,0,0.0173999,0,0,0,0
171,0,0.0402844,0,0,0,0,0.0503512,0,0,0,0,0,0.0354812,0,0.0347239,0.0362101,0,0,0.0156106,0,0,0.0488642,0.0460695,0.0335145,0.0249831,0.021571,0.0302996,0.0368648,0.0325781,0.0280785,0.0415077,0.0420411,0.0426763,0.0471354,0.0294527,0.0331259,0.0248743,0.0574505,0.0174352,0.0359059,0,0.0255893,0.0574708,0.0375952,0,0,0.0125938,0,0,0.0246589,0.0486648,0.0402244,0.0225977,0.0172401,0.0264244,0.0444759,0.0430091,0,0.0517774,0.0373105,0.0627728,0.0425679,0.0485873,0.069614,0.0112325,0.0478589,0.0209258,0.0225362,0.0582306,0.0625449,0,0,0,0,0.0177126,0,0,0,0
172,0,0.0405624,0,0,0,0,0.0500621,0,0,0,0,0,0.0353954,0,0.0347342,0.0361389,0,0,0.0159132,0,0,0.0488382,0.0460914,0.0335071,0.0252636,0.0218322,0.0303097,0.0367195,0.032237,0.0280465,0.041546,0.0418945,0.0428042,0.0470738,0.0294054,0.033107,0.0247523,0.0574755,0.0169421,0.0359,0,0.025453,0.0575342,0.0377017,0,0,0.0124298,0,0,0.0244925,0.0487185,0.0401048,0.022675,0.0172344,0.0264175,0.0444175,0.0429057,0,0.0517734,0.0372998,0.0628571,0.0426449,0.0486632,0.0696818,0.0111845,0.0476874,0.0211624,0.0220998,0.0579163,0.0626788,0,0,0,0,0.0179839,0,0,0,0
173,0,0.0407772,0,0,0,0,0.0498337,0,0,0,0,0,0.0353786,0,0.034712,0.0360858,0,0,0.0163439,0,0,0.0487768,0.046043,0.0334836,0.0253112,0.0219774,0.0300018,0.0367487,0.0315026,0.0280654,0.0415742,0.0418602,0.0429552,0.046969,0.0292378,0.033082,0.0247058,0.0574993,0.0164152,0.0360343,0,0.025423,0.057624,0.0378101,0,0,0.012518,0,0,0.0243183,0.0487271,0.0399988,0.0227541,0.017199,0.0264009,0.0445643,0.0423165,0,0.0517258,0.0372931,0.0628916,0.0426906,0.0486801,0.0696429,0.0112299,0.0474695,0.0216358,0.0211965,0.0575208,0.0627955,0,0,0,0,0.0182035,0,0,0,0
174,0,0.0410806,0,0,0,0,0.0495363,0,0,0,0,0,0.0354646,0,0.0347219,0.0360906,0,0,0.0166404,0,0,0.0487455,0.0459191,0.0334111,0.0250704,0.0219674,0.0299793,0.036739,0.0313879,0.0280577,0.0415161,0.0419551,0.0427663,0.0469805,0.0290329,0.0330611,0.0248496,0.0575514,0.0159952,0.036239,0,0.0254619,0.0575873,0.0379088,0,0,0.0123917,0,0,0.024327,0.048752,0.0398709,0.0227765,0.0171266,0.0263999,0.0445637,0.0420829,0,0.0516162,0.0372471,0.0629213,0.0426886,0.0487019,0.0696627,0.0112448,0.0474432,0.021891,0.0209374,0.0572479,0.0628694,0,0,0,0,0.0184695,0,0,0,0
175,0,0.0414616,0,0,0,0,0.0491916,0,0,0,0,0,0.0355939,0,0.0347826,0.0361729,0,0,0.0166838,0,0,0.0487482,0.0460875,0.0334326,0.0248624,0.0218528,0.0298347,0.036601,0.0311551,0.0280067,0.0415465,0.0420164,0.0426525,0.0470417,0.0291761,0.0330401,0.0249007,0.0576142,0.0157615,0.0362518,0,0.0255127,0.0575276,0.0379975,0,0,0.0119095,0,0,0.0244991,0.0487849,0.0400148,0.0226153,0.0170808,0.0265291,0.0443889,0.0439548,0,0.0514828,0.0371077,0.062929,0.0426733,0.0486468,0.0696791,0.0111643,0.0475629,0.0219377,0.021182,0.0569215,0.0630453,0,0,0,0,0.0187638,0,0,0,0
176,0,0.0417937,0,0,0,0,0.0489096,0,0,0,0,0,0.0355387,0,0.0348549,0.0362205,0,0,0.0168333,0,0,0.0486295,0.0467877,0.0336016,0.0248179,0.0217539,0.0297331,0.0365309,0.0308941,0.0279701,0.0417007,0.0419269,0.042597,0.047091,0.0292601,0.0330158,0.0250093,0.0576445,0.0153935,0.0364658,0,0.0255765,0.057472,0.0380946,0,0,0.0116509,0,0,0.0243986,0.0487586,0.0401473,0.0225747,0.0170571,0.0266704,0.0443417,0.044924,0,0.0515117,0.0371341,0.0629779,0.0426994,0.0486416,0.0696861,0.011194,0.0475102,0.0221294,0.0208852,0.0565488,0.063216,0,0,0,0,0.0189884,0,0,0,0
