Timestep,,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x71,x72,x73,x74,LWRA,IMUL_M,x78,x81,x80
1369,0,0.0478419,0,0,0,0,0.0412723,0,0,0,0,0,0.0576065,0,0.0201809,0.0187236,0,0,0.0155749,0,0,0.0518779,0,0.0380816,0,0.0117389,0.0450912,0.0276439,0.110561,0.047213,0.0426332,0.0313882,0.0274155,0.032893,0.0148292,0.0179469,0.0329332,0.0487017,0.0112795,0.0160667,0,0.0276249,0.0542789,0.0446919,0,0,0.02503,0,0,0.0230872,0.0371747,0.0416743,0.0229329,0.0198375,0.0329348,0.043128,0.0475327,0.068927,0.050017,0.0337973,0.0641534,0.0448119,0.0474346,0.0708434,0.0364746,0.043709,0.0201107,0.00922605,0.0452846,0.0624635,0,0,0,0,0.0332576,0,0,0,0
1370,0,0.0480383,0,0,0,0,0.0412229,0,0,0,0,0,0.0584238,0,0.0208223,0.0197658,0,0,0.0155381,0,0,0.0518809,0,0.0375353,0,0.0110207,0.0448329,0.0275647,0.111279,0.0464548,0.0422372,0.0322001,0.0272207,0.0325462,0.0147916,0.0184936,0.0326511,0.0486294,0.0113245,0.0161567,0,0.0277691,0.0538167,0.0446549,0,0,0.025049,0,0,0.0229944,0.0375183,0.0416213,0.0227168,0.0198584,0.0329006,0.0431469,0.047975,0.0691913,0.0501282,0.0342714,0.0645202,0.0449292,0.0475395,0.0708677,0.0367035,0.0436776,0.019952,0.00907794,0.045262,0.0623185,0,0,0,0,0.0333258,0,0,0,0
1371,0,0.0482793,0,0,0,0,0.0411174,0,0,0,0,0,0.0590193,0,0.0206208,0.0208613,0,0,0.0155587,0,0,0.0518696,0,0.037346,0,0.0105733,0.0445499,0.0275212,0.111934,0.0456825,0.0418263,0.0329193,0.0267573,0.0320043,0.0145727,0.0191154,0.0310138,0.0487324,0.0113956,0.0161777,0,0.0277989,0.0533561,0.0447115,0,0,0.0250632,0,0,0.0229345,0.0378163,0.0417048,0.0224662,0.019766,0.0328962,0.0431682,0.048393,0.0693779,0.0503135,0.0347607,0.0648038,0.0450821,0.0476221,0.0709589,0.0368126,0.0436469,0.0197461,0.00886956,0.0452182,0.0621754,0,0,0,0,0.0333615,0,0,0,0
1372,0,0.0485059,0,0,0,0,0.041007,0,0,0,0,0,0.0598494,0,0.0206384,0.0218217,0,0,0.0155852,0,0,0.0518568,0,0.0375291,0,0.0104395,0.0442021,0.0274703,0.112524,0.0449475,0.0414864,0.0335859,0.0263564,0.0316886,0.0146095,0.0199968,0.0294694,0.0488362,0.0114795,0.0163225,0,0.0278704,0.0531201,0.0447417,0,0,0.0250211,0,0,0.0228833,0.038165,0.0417071,0.0221011,0.0197244,0.0330465,0.0431138,0.0486819,0.0695183,0.0505062,0.035253,0.065046,0.0452096,0.0476679,0.0709551,0.0369333,0.043617,0.0195434,0.00862971,0.0450446,0.0622017,0,0,0,0,0.0333917,0,0,0,0
1373,0,0.0486921,0,0,0,0,0.040893,0,0,0,0,0,0.0606889,0,0.0211582,0.0229874,0,0,0.0155985,0,0,0.0519386,0,0.0375468,0,0.0103015,0.0435288,0.0275201,0.113029,0.0444014,0.0412436,0.0341191,0.0267097,0.0317497,0.0149472,0.0209058,0.0285082,0.0487369,0.0115137,0.0166891,0,0.0279807,0.0532639,0.0447004,0,0,0.0249639,0,0,0.0227837,0.0385871,0.0416378,0.0215101,0.0196597,0.0332038,0.042977,0.048867,0.0699308,0.0508573,0.0356554,0.0652475,0.0453239,0.0477546,0.0710624,0.0370111,0.0435118,0.0194547,0.00853326,0.0448131,0.0623887,0,0,0,0,0.0334343,0,0,0,0
1374,0,0.0484857,0,0,0,0,0.0409447,0,0,0,0,0,0.0537269,0,0.0182382,0.0239528,0,0,0.0159549,0,0,0.0519564,0,0.0387868,0,0.00985166,0.0421778,0.0269791,0.114825,0.0415644,0.0408806,0.0363084,0.0279989,0.0315151,0.0182063,0.0247833,0.0244953,0.0487826,0.0125451,0.0182488,0,0.0306411,0.0532099,0.045213,0,0,0.0237936,0,0,0.0232126,0.039319,0.0423957,0.0223874,0.0180983,0.0331071,0.0435149,0.0510583,0.0730105,0.0526968,0.037225,0.0639539,0.0429382,0.0464192,0.0706225,0.0318072,0.0436886,0.0191417,0.00907426,0.0448635,0.0622029,0,0,0,0,0.0326219,0,0,0,0
1375,0,0.0487693,0,0,0,0,0.0405002,0,0,0,0,0,0.0533311,0,0.0187061,0.0252415,0,0,0.0159116,0,0,0.0519502,0,0.038299,0,0.0101843,0.0427044,0.0270243,0.115439,0.040898,0.0405289,0.036853,0.0279791,0.03136,0.0183001,0.0249855,0.023152,0.0487459,0.0126029,0.0182123,0,0.0304575,0.0527364,0.0452006,0,0,0.0238716,0,0,0.0231478,0.0400346,0.0424778,0.0219866,0.0179555,0.0333717,0.0434442,0.0514983,0.0729036,0.0531666,0.0378067,0.064055,0.0430713,0.04648,0.0708048,0.0322422,0.0438119,0.0189742,0.00893037,0.044549,0.0623307,0,0,0,0,0.0325665,0,0,0,0
1376,0,0.0489282,0,0,0,0,0.0402398,0,0,0,0,0,0.0529797,0,0.0190219,0.0262569,0,0,0.0158821,0,0,0.0519364,0,0.0379824,0,0.0104489,0.0430632,0.0270705,0.116075,0.0403154,0.0401111,0.0371748,0.0279411,0.0313427,0.0183604,0.025269,0.0215273,0.048658,0.0126488,0.0180949,0,0.0302324,0.0521413,0.0452068,0,0,0.0240733,0,0,0.0230489,0.0406355,0.0426184,0.0217464,0.0177888,0.0337267,0.0434408,0.0520501,0.0732631,0.0538239,0.0384239,0.0639672,0.0431467,0.046508,0.0709374,0.0327372,0.0439204,0.0186837,0.00886321,0.0443426,0.0625387,0,0,0,0,0.0326469,0,0,0,0
1377,0,0.0491168,0,0,0,0,0.0400305,0,0,0,0,0,0.0520439,0,0.0195753,0.0276616,0,0,0.0159211,0,0,0.0519688,0,0.0374948,0,0.010913,0.0428132,0.0273202,0.116425,0.0397967,0.0400868,0.0371943,0.0281564,0.0313722,0.0185396,0.0253563,0.0202661,0.0484595,0.0126867,0.0183913,0,0.030097,0.0513512,0.0451236,0,0,0.023983,0,0,0.0230021,0.0413292,0.0424657,0.0209588,0.0175965,0.0341811,0.0431891,0.0522311,0.0736653,0.0541565,0.0390051,0.0643091,0.0436197,0.0468566,0.0713182,0.0325484,0.0438249,0.0186567,0.00875329,0.0440849,0.0627618,0,0,0,0,0.0325596,0,0,0,0
1378,0,0.0492671,0,0,0,0,0.0398034,0,0,0,0,0,0.0517306,0,0.019906,0.0285281,0,0,0.015868,0,0,0.0520094,0,0.0372958,0,0.0111813,0.0429047,0.0276196,0.116923,0.0393612,0.0399603,0.0373165,0.0284007,0.0316543,0.0188004,0.0255508,0.0195716,0.0481506,0.0127869,0.0185355,0,0.0299292,0.0506069,0.0450292,0,0,0.0240395,0,0,0.0228974,0.0416891,0.04248,0.0204836,0.017324,0.0347135,0.0431687,0.0524021,0.0741561,0.0546727,0.0394043,0.0645637,0.0439528,0.0471015,0.07169,0.0325258,0.0436819,0.0184977,0.00867093,0.0438705,0.0629533,0,0,0,0,0.0325397,0,0,0,0
1379,0,0.0496687,0,0,0,0,0.039429,0,0,0,0,0,0.0588442,0,0.0240575,0.0297018,0,0,0.0156231,0,0,0.0519477,0,0.0356734,0,0.0109178,0.0446436,0.0284724,0.11627,0.0414219,0.0395332,0.0353978,0.0274028,0.0321088,0.0158659,0.022597,0.0232498,0.0477234,0.0117026,0.017673,0,0.0272554,0.049695,0.0445871,0,0,0.025035,0,0,0.0223061,0.0418158,0.0416106,0.018572,0.0189408,0.0355017,0.0426137,0.0506562,0.072411,0.0536917,0.0388766,0.066132,0.0467579,0.0486414,0.0723576,0.0380342,0.0433066,0.0184785,0.00788186,0.0433766,0.0634755,0,0,0,0,0.0334466,0,0,0,0
1380,0,0.0497289,0,0,0,0,0.0393417,0,0,0,0,0,0.0576925,0,0.0244722,0.0302429,0,0,0.0156515,0,0,0.0519409,0,0.0356798,0,0.0110513,0.0446649,0.0286469,0.116623,0.0413208,0.0393479,0.0351453,0.0274877,0.0323146,0.0158354,0.0230184,0.0222329,0.0474215,0.0117604,0.017886,0,0.0270107,0.0489832,0.0446007,0,0,0.0250554,0,0,0.0223095,0.0420292,0.0413571,0.0182872,0.0189296,0.0360754,0.042861,0.0506011,0.0728877,0.0541876,0.0391182,0.0663343,0.0470347,0.0489223,0.0726886,0.0374419,0.0430618,0.0182178,0.00775268,0.0431572,0.0635601,0,0,0,0,0.0334351,0,0,0,0
1381,0,0.0498113,0,0,0,0,0.0392496,0,0,0,0,0,0.0564464,0,0.0247709,0.0305796,0,0,0.015691,0,0,0.0519557,0,0.0358001,0,0.0111111,0.0444418,0.0287762,0.116877,0.0413754,0.0392051,0.0350313,0.027575,0.0323982,0.0159158,0.0233793,0.0212058,0.0472326,0.011764,0.0184631,0,0.0266904,0.0483249,0.0446513,0,0,0.0251156,0,0,0.0223192,0.0421259,0.0410664,0.0180863,0.0188595,0.0366531,0.0432495,0.0503611,0.0731898,0.0545855,0.0392114,0.0665482,0.0472831,0.0492329,0.0730415,0.0364067,0.0428722,0.017845,0.00749579,0.0429433,0.0635946,0,0,0,0,0.0333956,0,0,0,0
1382,0,0.0498708,0,0,0,0,0.039157,0,0,0,0,0,0.0554507,0,0.0250255,0.0308703,0,0,0.0156715,0,0,0.0519796,0,0.0359806,0,0.0111046,0.0445716,0.0288396,0.117149,0.0415131,0.0390846,0.0350442,0.0275781,0.0324091,0.0162047,0.0234652,0.020297,0.0470328,0.0117503,0.019276,0,0.0263362,0.047669,0.0447497,0,0,0.025163,0,0,0.0223129,0.0421523,0.0407724,0.0179363,0.0188005,0.0372234,0.0438333,0.0499458,0.0733301,0.0548382,0.0392104,0.0667424,0.0474861,0.0494666,0.0732813,0.034982,0.0425907,0.0173814,0.00717685,0.0427975,0.0636041,0,0,0,0,0.0333556,0,0,0,0
1383,0,0.0499284,0,0,0,0,0.0390712,0,0,0,0,0,0.0545972,0,0.0253288,0.0311113,0,0,0.0156371,0,0,0.0520271,0,0.0361476,0,0.0110687,0.0449711,0.0288056,0.117376,0.0417127,0.0389312,0.0351474,0.0275591,0.0323098,0.0162998,0.0235765,0.0194581,0.0467921,0.0117477,0.020134,0,0.0260046,0.0469343,0.0449086,0,0,0.0252264,0,0,0.0221845,0.0421174,0.0403619,0.0177618,0.0188345,0.0375897,0.0445661,0.0493795,0.0733492,0.0549652,0.0390657,0.0668698,0.0476385,0.049576,0.0734185,0.032858,0.042222,0.0170421,0.00718576,0.0426914,0.06349,0,0,0,0,0.0333356,0,0,0,0
1384,0,0.0500115,0,0,0,0,0.0389988,0,0,0,0,0,0.0537656,0,0.0256016,0.0313035,0,0,0.0156515,0,0,0.0520251,0,0.0362321,0,0.0110597,0.0455157,0.0286996,0.117543,0.0419716,0.0388081,0.0352736,0.0273917,0.0322117,0.0162265,0.023718,0.0186075,0.0466479,0.0117443,0.0213689,0,0.0257834,0.046093,0.0450714,0,0,0.0252343,0,0,0.0220109,0.0420623,0.0397932,0.0175382,0.0188796,0.0378345,0.0453748,0.0487242,0.0731532,0.0550496,0.0387399,0.066885,0.0477411,0.0495645,0.0735242,0.030101,0.04179,0.0167281,0.00725915,0.0426069,0.063352,0,0,0,0,0.0332995,0,0,0,0
1385,0,0.0500594,0,0,0,0,0.0389835,0,0,0,0,0,0.0528867,0,0.0259052,0.031475,0,0,0.0156643,0,0,0.0520523,0,0.0362713,0,0.01104,0.0460981,0.0285174,0.117749,0.0422273,0.0386548,0.0354433,0.0272452,0.0321272,0.0161547,0.0237746,0.017789,0.0465129,0.0117315,0.0234123,0,0.0257307,0.0452486,0.0452494,0,0,0.0251856,0,0,0.0218851,0.0419498,0.0391836,0.0172337,0.0189095,0.0380791,0.0461862,0.0480073,0.0726452,0.0552021,0.0381993,0.0669539,0.0477768,0.0495406,0.0736498,0.0268039,0.0413247,0.0163112,0.00712112,0.0425827,0.0631901,0,0,0,0,0.0332639,0,0,0,0
1386,0,0.0500594,0,0,0,0,0.0389814,0,0,0,0,0,0.0518961,0,0.0261298,0.0316608,0,0,0.0156949,0,0,0.0521047,0,0.0362367,0,0.0110572,0.0467506,0.0283011,0.117959,0.0424269,0.038525,0.0356052,0.0269971,0.0320784,0.0160747,0.0238191,0.0170444,0.0465013,0.0117233,0.0262548,0,0.0258361,0.0443807,0.0454542,0,0,0.0251775,0,0,0.0218218,0.0417956,0.0388372,0.0168903,0.0189627,0.0383051,0.0469389,0.0472127,0.0720162,0.0554833,0.0377679,0.0672341,0.047723,0.0495834,0.0737815,0.023126,0.0408941,0.015827,0.00682797,0.0425872,0.0630493,0,0,0,0,0.0332438,0,0,0,0
1387,0,0.0500373,0,0,0,0,0.0389697,0,0,0,0,0,0.0507874,0,0.026343,0.0318469,0,0,0.0156614,0,0,0.0521842,0,0.0362113,0,0.0110545,0.0475214,0.0281518,0.118092,0.0426193,0.038375,0.0356633,0.0268251,0.0321302,0.0160103,0.0238063,0.0161817,0.0464103,0.0116823,0.0295912,0,0.0259924,0.0435411,0.0456321,0,0,0.02512,0,0,0.0217636,0.0416003,0.038842,0.0165099,0.019047,0.038461,0.0476326,0.0464849,0.071325,0.0555341,0.0372401,0.0671697,0.0475668,0.049643,0.0737692,0.0193233,0.0405148,0.0153679,0.0065563,0.0426474,0.0629736,0,0,0,0,0.0332472,0,0,0,0
1388,0,0.050032,0,0,0,0,0.0389444,0,0,0,0,0,0.0495627,0,0.0265529,0.0319892,0,0,0.0156087,0,0,0.0522161,0,0.0362124,0,0.0110229,0.0483111,0.0280542,0.118132,0.0428575,0.038241,0.0355894,0.0269515,0.0322286,0.0159519,0.0238172,0.0153345,0.0462506,0.0116678,0.0326674,0,0.0261802,0.0427648,0.0457573,0,0,0.0249579,0,0,0.0216916,0.0414141,0.0390484,0.0161646,0.0192174,0.0385144,0.048264,0.0459107,0.0706415,0.0554123,0.0366136,0.0667188,0.0472048,0.0495336,0.0736026,0.0161923,0.0401686,0.014997,0.0063635,0.042698,0.0629752,0,0,0,0,0.0332643,0,0,0,0
1389,0,0.0499733,0,0,0,0,0.0389315,0,0,0,0,0,0.0481897,0,0.0267433,0.0321356,0,0,0.0155092,0,0,0.052138,0,0.0362677,0,0.010962,0.0489272,0.0279817,0.118155,0.0430541,0.0381823,0.0353765,0.027251,0.032305,0.0158962,0.0237853,0.0146923,0.04625,0.0116873,0.0347299,0,0.0262498,0.0419706,0.0458236,0,0,0.0248344,0,0,0.0216305,0.0412859,0.0396229,0.0158113,0.0193945,0.0386752,0.0488049,0.0454894,0.0702361,0.0551827,0.0359327,0.0661795,0.0466148,0.0492657,0.0731532,0.0142459,0.0398425,0.0147398,0.0062187,0.0427328,0.063045,0,0,0,0,0.0332343,0,0,0,0
1390,0,0.0499072,0,0,0,0,0.0389506,0,0,0,0,0,0.0467658,0,0.0268679,0.0323114,0,0,0.0153331,0,0,0.0520097,0,0.0362966,0,0.0108988,0.0493688,0.0279858,0.118119,0.0432408,0.0382056,0.0351635,0.0272989,0.0324289,0.0157799,0.0237004,0.0142573,0.0462483,0.0117723,0.0355902,0,0.0260745,0.0411696,0.045865,0,0,0.0247387,0,0,0.0215986,0.0412979,0.0407318,0.0153333,0.0194907,0.0390379,0.0492904,0.045221,0.0699808,0.0551244,0.035267,0.0657412,0.0457329,0.0490246,0.0727281,0.0133584,0.039574,0.0145169,0.00609632,0.0427481,0.0632399,0,0,0,0,0.0332132,0,0,0,0
1391,0,0.0498307,0,0,0,0,0.0389682,0,0,0,0,0,0.0454077,0,0.0268868,0.0325071,0,0,0.0151993,0,0,0.0520646,0,0.0363234,0,0.0108374,0.0497147,0.028061,0.117967,0.0433223,0.0382379,0.034916,0.027212,0.0325474,0.015592,0.0236331,0.0140142,0.0461025,0.011765,0.0353401,0,0.0256836,0.0404863,0.0458824,0,0,0.0246148,0,0,0.0216353,0.0414312,0.042213,0.0148307,0.0194381,0.039437,0.0495832,0.0450921,0.0697601,0.0552119,0.0345819,0.0653791,0.0448631,0.048845,0.0723968,0.0134927,0.0392613,0.0143284,0.00595087,0.0427196,0.0635591,0,0,0,0,0.0332581,0,0,0,0
1392,0,0.0497587,0,0,0,0,0.0389435,0,0,0,0,0,0.0438578,0,0.0269004,0.0328495,0,0,0.0150845,0,0,0.052078,0,0.0362773,0,0.01084,0.0499297,0.0281821,0.117714,0.0435432,0.0382638,0.0344994,0.0270813,0.0325784,0.0154179,0.0234773,0.0140225,0.0460147,0.0117823,0.0345913,0,0.0252214,0.0397229,0.0458659,0,0,0.024542,0,0,0.0216175,0.0417747,0.0437684,0.0142029,0.019487,0.0397194,0.0497447,0.0450747,0.0697427,0.0553056,0.0337863,0.0650641,0.0441525,0.0486709,0.0722136,0.0145858,0.0389944,0.014094,0.00590048,0.0426558,0.0639333,0,0,0,0,0.0332824,0,0,0,0
1393,0,0.0496984,0,0,0,0,0.038847,0,0,0,0,0,0.0423435,0,0.0270354,0.0332264,0,0,0.0150819,0,0,0.0521677,0,0.0362528,0,0.0107976,0.0499746,0.0283401,0.11743,0.0437772,0.0383678,0.034101,0.0270031,0.0326904,0.0153033,0.0232667,0.0143027,0.0460368,0.0118314,0.0325828,0,0.0244341,0.0391109,0.0457765,0,0,0.0244259,0,0,0.0215822,0.0422088,0.0450206,0.0136607,0.019353,0.0400895,0.0498684,0.0451611,0.0699311,0.0554711,0.0329042,0.0647622,0.0436466,0.0484816,0.0723733,0.0167814,0.0389488,0.0139851,0.00590163,0.0425023,0.0643074,0,0,0,0,0.0333307,0,0,0,0
1394,0,0.0496411,0,0,0,0,0.0387658,0,0,0,0,0,0.0408191,0,0.027165,0.0336684,0,0,0.0150385,0,0,0.0522722,0,0.0362492,0,0.0107456,0.049912,0.0285067,0.117066,0.0441305,0.0385276,0.033622,0.0270126,0.0327764,0.0152075,0.0230173,0.0148107,0.0461234,0.0119081,0.0298389,0,0.0235343,0.0385021,0.0456821,0,0,0.0242761,0,0,0.0214942,0.0427575,0.0459975,0.0131834,0.0192324,0.0404721,0.0499279,0.0451345,0.070339,0.0556988,0.0319215,0.06458,0.043458,0.0482217,0.0727892,0.0205037,0.0389173,0.013956,0.0059429,0.0423118,0.0647409,0,0,0,0,0.0334098,0,0,0,0
1395,0,0.0496052,0,0,0,0,0.038689,0,0,0,0,0,0.0393609,0,0.0272505,0.034153,0,0,0.0149386,0,0,0.0523364,0,0.0362884,0,0.0107549,0.04982,0.0286892,0.116626,0.0445715,0.0386739,0.0330528,0.0270372,0.0328289,0.015094,0.0228385,0.0155293,0.0460871,0.0119646,0.0271398,0,0.0225648,0.0379081,0.0455925,0,0,0.0241271,0,0,0.0213292,0.0433219,0.0469125,0.0127738,0.0190308,0.0408256,0.0499102,0.0449443,0.0708765,0.0559349,0.0308524,0.0646073,0.0434566,0.0480219,0.0731278,0.0258533,0.038858,0.013905,0.00598379,0.042147,0.0651912,0,0,0,0,0.0335019,0,0,0,0
1396,0,0.0495454,0,0,0,0,0.038606,0,0,0,0,0,0.0379274,0,0.0273826,0.0345923,0,0,0.0148421,0,0,0.0523755,0,0.0364046,0,0.0108817,0.0495877,0.0288814,0.116147,0.0448408,0.0387879,0.0324502,0.0269365,0.0328177,0.0149799,0.0226606,0.016459,0.0459557,0.0120264,0.0248363,0,0.0215944,0.0372327,0.0454941,0,0,0.0240111,0,0,0.0211361,0.0438621,0.0480212,0.0124267,0.0187876,0.0411091,0.0499093,0.044603,0.0715638,0.0561816,0.0297569,0.0647871,0.0435268,0.0479079,0.0732292,0.0323987,0.0388085,0.0138902,0.00606936,0.0420009,0.0655766,0,0,0,0,0.0336313,0,0,0,0
1397,0,0.0494803,0,0,0,0,0.0385151,0,0,0,0,0,0.036487,0,0.0275924,0.0349988,0,0,0.0148465,0,0,0.0524603,0,0.0364879,0,0.0109694,0.0493199,0.0290692,0.115638,0.0449566,0.0388705,0.0318057,0.0269203,0.032785,0.0149138,0.0224795,0.0174941,0.0459503,0.0120641,0.0234905,0,0.0207495,0.0366195,0.0453925,0,0,0.0239924,0,0,0.0209971,0.0443914,0.049355,0.0121863,0.0186267,0.0413272,0.0499239,0.0443406,0.0722961,0.0564648,0.0286553,0.0647859,0.0436505,0.0478445,0.0733387,0.0397038,0.0388028,0.0138398,0.00612564,0.0418226,0.0658747,0,0,0,0,0.0337303,0,0,0,0
1398,0,0.0494053,0,0,0,0,0.0384602,0,0,0,0,0,0.0351293,0,0.0275533,0.0353359,0,0,0.0148848,0,0,0.0525714,0,0.0365555,0,0.0110606,0.0490735,0.0292881,0.115172,0.0452772,0.0389326,0.0310609,0.0269649,0.0327937,0.0148752,0.0222568,0.0184994,0.0459716,0.0120813,0.02354,0,0.0199758,0.0361286,0.0453046,0,0,0.0240293,0,0,0.0209831,0.0448465,0.0510332,0.0120281,0.0186741,0.0415247,0.0499322,0.0440746,0.0730349,0.0567864,0.0276434,0.0645937,0.043775,0.0477682,0.0733706,0.0473482,0.0388105,0.0138413,0.00620071,0.0416911,0.066123,0,0,0,0,0.0337946,0,0,0,0
1399,0,0.0492981,0,0,0,0,0.0384057,0,0,0,0,0,0.033919,0,0.0274078,0.0355903,0,0,0.0148209,0,0,0.052655,0,0.0367405,0,0.0110877,0.0488642,0.029549,0.114694,0.0454568,0.0390291,0.0303753,0.0269196,0.0328132,0.0147591,0.0221323,0.0193768,0.0460072,0.0120663,0.0247648,0,0.0192885,0.0356908,0.0452236,0,0,0.0240493,0,0,0.0210042,0.0452043,0.0528603,0.0119361,0.0187806,0.0417211,0.0499179,0.0437544,0.0736985,0.0569379,0.026707,0.0644814,0.0438904,0.0477042,0.0732236,0.0544671,0.0387743,0.0139088,0.00632626,0.0415847,0.0663105,0,0,0,0,0.0337992,0,0,0,0
1400,0,0.0491879,0,0,0,0,0.0384067,0,0,0,0,0,0.0326827,0,0.0273661,0.0357078,0,0,0.0147079,0,0,0.0526324,0,0.0369195,0,0.0111025,0.048554,0.0297711,0.114289,0.0456694,0.0391567,0.0298529,0.0269026,0.0328216,0.0146853,0.0221057,0.0203291,0.0460271,0.0120696,0.0268176,0,0.0188731,0.0354141,0.0451586,0,0,0.0240459,0,0,0.0209964,0.0454506,0.0545266,0.0120067,0.0191908,0.0418468,0.0498115,0.0434711,0.0741543,0.0569443,0.0259586,0.0646225,0.0440532,0.0475394,0.0733601,0.060895,0.0385908,0.0139161,0.00642812,0.041465,0.0664167,0,0,0,0,0.0337937,0,0,0,0
1401,0,0.0490395,0,0,0,0,0.0384402,0,0,0,0,0,0.0315778,0,0.0273635,0.03571,0,0,0.0145299,0,0,0.052544,0,0.0369641,0,0.0110448,0.0483076,0.0299494,0.113944,0.0458999,0.0392177,0.0294126,0.0268721,0.0328339,0.0146487,0.021898,0.0212942,0.0461144,0.0121428,0.0290956,0,0.0186351,0.035178,0.045136,0,0,0.023987,0,0,0.020999,0.0456405,0.05593,0.0120678,0.0197964,0.0419968,0.0496964,0.0432232,0.0742286,0.0568499,0.0253267,0.0645698,0.0442691,0.0473875,0.0735678,0.066177,0.0383385,0.0139308,0.0065188,0.0413884,0.0665116,0,0,0,0,0.0338404,0,0,0,0
1402,0,0.0489383,0,0,0,0,0.0384191,0,0,0,0,0,0.0293793,0,0.0270636,0.0358361,0,0,0.0152426,0,0,0.0524109,0,0.0372393,0,0.0105903,0.0475372,0.0291741,0.113678,0.0454803,0.0393632,0.0290495,0.0268757,0.0327914,0.0148428,0.0219689,0.0233984,0.0459799,0.0128716,0.0245053,0,0.0221277,0.034388,0.0457989,0,0,0.0229978,0,0,0.0215494,0.0460769,0.0582001,0.0136419,0.0214504,0.0426363,0.050108,0.044022,0.0768912,0.0591559,0.0246302,0.0641507,0.0411143,0.0464671,0.0753514,0.0592,0.0381133,0.0137436,0.00717299,0.0412311,0.0664552,0,0,0,0,0.0333445,0,0,0,0
1403,0,0.0489225,0,0,0,0,0.038486,0,0,0,0,0,0.0288627,0,0.0271702,0.0359211,0,0,0.0151693,0,0,0.0524177,0,0.0371824,0,0.0106265,0.0475062,0.0293426,0.113466,0.0458265,0.0393948,0.0287441,0.0268782,0.0329685,0.0147879,0.0217927,0.0238331,0.0459215,0.0129035,0.0255141,0,0.0222293,0.0343308,0.0457513,0,0,0.0229946,0,0,0.0215674,0.0461605,0.0595381,0.013782,0.022313,0.0426428,0.0500894,0.0437005,0.076491,0.0592982,0.0240552,0.064182,0.0411259,0.0465201,0.0760078,0.0619188,0.0382726,0.0137154,0.00714606,0.0412948,0.0663967,0,0,0,0,0.0333876,0,0,0,0
1404,0,0.0488822,0,0,0,0,0.0385231,0,0,0,0,0,0.0285085,0,0.0271879,0.0357808,0,0,0.0150765,0,0,0.0524535,0,0.0371233,0,0.010633,0.0473936,0.0294644,0.113303,0.0461399,0.0394048,0.0283429,0.0268818,0.0331149,0.0148025,0.0216846,0.0241726,0.0459185,0.0128964,0.0266038,0,0.0225235,0.0340629,0.0457111,0,0,0.0230825,0,0,0.02153,0.0462128,0.0608837,0.0138108,0.0234815,0.0425416,0.0500014,0.0433467,0.0758962,0.0593226,0.023509,0.064243,0.0411383,0.0465017,0.0766947,0.0644213,0.0384669,0.0136001,0.00710125,0.0413098,0.066318,0,0,0,0,0.0334283,0,0,0,0
1405,0,0.0487707,0,0,0,0,0.0386546,0,0,0,0,0,0.0284115,0,0.0271666,0.0356083,0,0,0.0149981,0,0,0.0525306,0,0.0370338,0,0.0105522,0.0474499,0.0296037,0.113214,0.046365,0.0393885,0.028072,0.0269622,0.0332227,0.0148248,0.0216764,0.0243767,0.0458723,0.0128532,0.0275703,0,0.0228813,0.0337629,0.0457,0,0,0.0230609,0,0,0.0215659,0.0463217,0.0619236,0.0137783,0.0246906,0.042482,0.0499687,0.0429226,0.0751774,0.0593794,0.0230415,0.0642388,0.04099,0.0464718,0.0771319,0.0663016,0.0384293,0.013507,0.00703816,0.0413767,0.0662888,0,0,0,0,0.0334341,0,0,0,0
1406,0,0.0486076,0,0,0,0,0.0388528,0,0,0,0,0,0.0282323,0,0.0271841,0.0353786,0,0,0.0148832,0,0,0.0526149,0,0.037047,0,0.0104701,0.0476191,0.0297397,0.113181,0.0465605,0.0393618,0.0279036,0.0270676,0.0333165,0.0149036,0.0216594,0.0245576,0.045796,0.0127845,0.0282763,0,0.0232857,0.0334387,0.045715,0,0,0.0230419,0,0,0.0216372,0.0465185,0.0626515,0.0137033,0.0258588,0.0424751,0.049946,0.0424175,0.0743842,0.0593835,0.0225439,0.0640848,0.0407231,0.046285,0.0773768,0.0678862,0.0383073,0.0133952,0.00696285,0.0415222,0.0662763,0,0,0,0,0.0334465,0,0,0,0
